#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.05_up.bed
NR67801--MA0741.1.KLF16	chr9	15533871	15533881	+	0.000	0.000	Merged-chr9-15533893-20
NR43762--MA1107.1.KLF9	chr3	144412723	144412735	-	0.000	0.000	Merged-chr3-144412864-41
NR37169--MA1107.1.KLF9	chr2	93454490	93454502	+	0.000	0.000	Merged-chr2-93454506-54
NR55157--MA0039.3.KLF4	chr6	43619503	43619513	+	0.000	0.000	Merged-chr6-43619418-19
NR62724--MA1107.1.KLF9	chr7	126230480	126230492	-	0.000	0.000	Merged-chr7-126230639-34
NR36200--MA1107.1.KLF9	chr2	52542692	52542704	+	0.000	0.000	Merged-chr2-52542865-9
NR2342--MA0741.1.KLF16	chr1	128713044	128713054	+	0.000	0.000	Merged-chr1-128713010-21
NR52241--MA0742.1.Klf12	chr5	115693539	115693553	-	0.000	0.000	Merged-chr5-115693567-32
NR31573--MA0742.1.Klf12	chr18	54822920	54822934	+	0.000	0.000	Merged-chr18-54822886-30
NR13350--MA0599.1.KLF5	chr12	3835788	3835797	+	0.000	0.000	Merged-chr12-3835793-19
NR68939--MA0741.1.KLF16	chr9	58112635	58112645	-	0.000	0.000	Merged-chr9-58112486-25
NR12687--MA0740.1.KLF14	chr11	113206436	113206449	-	0.000	0.000	Merged-chr11-113206318-17
NR50654--MA0599.1.KLF5	chr5	64684280	64684289	+	0.000	0.000	Merged-chr5-64684447-46
NR62187--MA1107.1.KLF9	chr7	114088138	114088150	+	0.000	0.000	Merged-chr7-114088152-53
NR32437--MA0741.1.KLF16	chr18	79257502	79257512	-	0.000	0.000	Merged-chr18-79257508-110
NR14646--MA0599.1.KLF5	chr12	77193442	77193451	-	0.000	0.000	Merged-chr12-77193438-26
NR43626--MA0741.1.KLF16	chr3	138649838	138649848	-	0.000	0.000	Merged-chr3-138649925-12
NR18835--MA0740.1.KLF14	chr13	114086371	114086384	+	0.000	0.000	Merged-chr13-114086496-8
NR14485--MA0657.1.KLF13	chr12	71030417	71030434	+	0.000	0.000	Merged-chr12-71030638-56
NR2041--MA1107.1.KLF9	chr1	119637160	119637172	+	0.000	0.000	Merged-chr1-119636990-21
NR9635--MA0493.1.Klf1	chr11	24077538	24077548	-	0.000	0.000	Merged-chr11-24077473-13
NR1184--MA1107.1.KLF9	chr1	73940871	73940883	+	0.000	0.000	Merged-chr1-73940938-50
NR1727--MA0599.1.KLF5	chr1	93115249	93115258	+	0.000	0.000	Merged-chr1-93115270-41
NR58376--MA0740.1.KLF14	chr6	142507958	142507971	-	0.000	0.000	Merged-chr6-142507875-63
NR41752--MA0740.1.KLF14	chr3	89892866	89892879	-	0.000	0.000	Merged-chr3-89892725-25
NR40091--MA0599.1.KLF5	chr2	174556048	174556057	-	0.000	0.000	Merged-chr2-174555978-36
NR40973--MA0599.1.KLF5	chr3	51701527	51701536	+	0.000	0.000	Merged-chr3-51701450-64
NR29888--MA0493.1.Klf1	chr17	70886788	70886798	-	0.000	0.000	Merged-chr17-70886838-34
NR49493--MA0742.1.Klf12	chr5	20083294	20083308	+	0.000	0.000	Merged-chr5-20083207-6
NR45001--MA0741.1.KLF16	chr4	41295619	41295629	+	0.000	0.000	Merged-chr4-41295781-15
NR45364--MA0740.1.KLF14	chr4	47011208	47011221	-	0.000	0.000	Merged-chr4-47011023-46
NR64386--MA0599.1.KLF5	chr8	22228790	22228799	+	0.000	0.000	Merged-chr8-22228766-14
NR72344--MA0599.1.KLF5	chrX	99042586	99042595	-	0.000	0.000	Merged-chrX-99042663-22
NR51372--MA0741.1.KLF16	chr5	96219746	96219756	+	0.000	0.000	Merged-chr5-96219655-31
NR6076--MA0741.1.KLF16	chr10	59435676	59435686	+	0.000	0.000	Merged-chr10-59435699-1
NR24062--MA0741.1.KLF16	chr15	84372963	84372973	-	0.000	0.000	Merged-chr15-84372915-18
NR2274--MA1107.1.KLF9	chr1	127796439	127796451	-	0.000	0.000	Merged-chr1-127796546-56
NR53475--MA1107.1.KLF9	chr5	137072204	137072216	-	0.000	0.000	Merged-chr5-137072251-26
NR36336--MA0599.1.KLF5	chr2	60375320	60375329	-	0.000	0.000	Merged-chr2-60375404-17
NR39170--MA1107.1.KLF9	chr2	157119297	157119309	-	0.000	0.000	Merged-chr2-157119108-55
NR53695--MA0493.1.Klf1	chr5	140148961	140148971	+	0.000	0.000	Merged-chr5-140149143-22
NR18544--MA0493.1.Klf1	chr13	108100601	108100611	+	0.000	0.000	Merged-chr13-108100820-31
NR19640--MA0741.1.KLF16	chr14	27262415	27262425	+	0.000	0.000	Merged-chr14-27262535-17
NR59414--MA0039.3.KLF4	chr7	24467975	24467985	-	0.000	0.000	Merged-chr7-24468111-23
NR35266--MA0740.1.KLF14	chr2	25095285	25095298	+	0.000	0.000	Merged-chr2-25095278-14
NR21186--MA0039.3.KLF4	chr14	79236478	79236488	+	0.000	0.000	Merged-chr14-79236608-48
NR43423--MA0493.1.Klf1	chr3	133758585	133758595	+	0.000	0.000	Merged-chr3-133758511-65
NR12489--MA0599.1.KLF5	chr11	106430784	106430793	+	0.000	0.000	Merged-chr11-106430638-37
NR70915--MA0039.3.KLF4	chr9	112185874	112185884	+	0.000	0.000	Merged-chr9-112185998-1
NR23138--MA1107.1.KLF9	chr15	61441927	61441939	+	0.000	0.000	Merged-chr15-61441836-34
NR14101--MA0742.1.Klf12	chr12	52383031	52383045	+	0.000	0.000	Merged-chr12-52383146-23
NR9451--MA1107.1.KLF9	chr11	20035542	20035554	-	0.000	0.000	Merged-chr11-20035595-25
NR66205--MA0741.1.KLF16	chr8	95349078	95349088	-	0.000	0.000	Merged-chr8-95348986-27
NR49497--MA0741.1.KLF16	chr5	20083295	20083305	+	0.000	0.000	Merged-chr5-20083207-6
NR55473--MA0741.1.KLF16	chr6	53038238	53038248	+	0.000	0.000	Merged-chr6-53038389-13
NR45266--MA0741.1.KLF16	chr4	45766160	45766170	-	0.000	0.000	Merged-chr4-45766216-17
NR14139--MA0741.1.KLF16	chr12	52783215	52783225	-	0.000	0.000	Merged-chr12-52783123-49
NR25225--MA0599.1.KLF5	chr16	10690156	10690165	+	0.000	0.000	Merged-chr16-10690218-33
NR54244--MA0599.1.KLF5	chr5	148379709	148379718	-	0.000	0.000	Merged-chr5-148379823-53
NR52512--MA0599.1.KLF5	chr5	122291333	122291342	+	0.000	0.000	Merged-chr5-122291331-19
NR1856--MA1107.1.KLF9	chr1	98589911	98589923	+	0.000	0.000	Merged-chr1-98589738-39
NR60558--MA0039.3.KLF4	chr7	49494867	49494877	-	0.000	0.000	Merged-chr7-49494921-17
NR6469--MA0741.1.KLF16	chr10	68445696	68445706	-	0.000	0.000	Merged-chr10-68445900-93
NR52239--MA0740.1.KLF14	chr5	115693540	115693553	-	0.000	0.000	Merged-chr5-115693567-32
NR61353--MA0741.1.KLF16	chr7	84417847	84417857	-	0.000	0.000	Merged-chr7-84417695-8
NR33989--MA0599.1.KLF5	chr19	42770733	42770742	-	0.000	0.000	Merged-chr19-42770693-24
NR72608--MA0741.1.KLF16	chrX	143030860	143030870	+	0.000	0.000	Merged-chrX-143030752-27
NR19286--MA0741.1.KLF16	chr14	14633416	14633426	-	0.000	0.000	Merged-chr14-14633159-94
NR35593--MA0740.1.KLF14	chr2	30472067	30472080	+	0.000	0.000	Merged-chr2-30472114-26
NR22427--MA0741.1.KLF16	chr15	25269717	25269727	-	0.000	0.000	Merged-chr15-25269773-79
NR973--MA1107.1.KLF9	chr1	64085986	64085998	-	0.000	0.000	Merged-chr1-64086002-50
NR24088--MA0741.1.KLF16	chr15	85042838	85042848	+	0.000	0.000	Merged-chr15-85042702-72
NR488--MA0741.1.KLF16	chr1	39102342	39102352	-	0.000	0.000	Merged-chr1-39102412-8
NR26897--MA0599.1.KLF5	chr16	89816940	89816949	+	0.000	0.000	Merged-chr16-89817047-30
NR57947--MA1107.1.KLF9	chr6	134450906	134450918	-	0.000	0.000	Merged-chr6-134450954-21
NR67482--MA0741.1.KLF16	chr8	126539619	126539629	-	0.000	0.000	Merged-chr8-126539798-23
NR61842--MA0741.1.KLF16	chr7	102347589	102347599	+	0.000	0.000	Merged-chr7-102347477-20
NR68727--MA1107.1.KLF9	chr9	51162044	51162056	-	0.000	0.000	Merged-chr9-51161990-29
NR41753--MA0657.1.KLF13	chr3	89892863	89892880	-	0.000	0.000	Merged-chr3-89892725-25
NR31575--MA0039.3.KLF4	chr18	54822922	54822932	+	0.000	0.000	Merged-chr18-54822886-30
NR6186--MA0039.3.KLF4	chr10	61233351	61233361	+	0.000	0.000	Merged-chr10-61233317-40
NR6933--MA0742.1.Klf12	chr10	79417249	79417263	+	0.000	0.000	Merged-chr10-79417442-89
NR22451--MA0740.1.KLF14	chr15	25812683	25812696	-	0.000	0.000	Merged-chr15-25812728-1
NR14759--MA0742.1.Klf12	chr12	82166460	82166474	-	0.000	0.000	Merged-chr12-82166286-58
NR1086--MA0039.3.KLF4	chr1	69683244	69683254	-	0.000	0.000	Merged-chr1-69683222-14
NR25239--MA0599.1.KLF5	chr16	10788764	10788773	-	0.000	0.000	Merged-chr16-10788652-37
NR69187--MA0599.1.KLF5	chr9	65541815	65541824	+	0.000	0.000	Merged-chr9-65541837-66
NR11412--MA1107.1.KLF9	chr11	82961930	82961942	-	0.000	0.000	Merged-chr11-82962014-19
NR57169--MA0493.1.Klf1	chr6	118593644	118593654	-	0.000	0.000	Merged-chr6-118593680-90
NR54379--MA0599.1.KLF5	chr5	150232888	150232897	+	0.000	0.000	Merged-chr5-150232910-1
NR6414--MA0741.1.KLF16	chr10	67891152	67891162	-	0.000	0.000	Merged-chr10-67891340-18
NR19645--MA0741.1.KLF16	chr14	27262420	27262430	+	0.000	0.000	Merged-chr14-27262535-17
NR41755--MA0599.1.KLF5	chr3	89892869	89892878	-	0.000	0.000	Merged-chr3-89892725-25
NR10122--MA0599.1.KLF5	chr11	52268708	52268717	+	0.000	0.000	Merged-chr11-52268561-57
NR56326--MA0599.1.KLF5	chr6	90629686	90629695	+	0.000	0.000	Merged-chr6-90629668-42
NR36816--MA0599.1.KLF5	chr2	77249880	77249889	+	0.000	0.000	Merged-chr2-77250040-39
NR45367--MA0741.1.KLF16	chr4	47011206	47011216	-	0.000	0.000	Merged-chr4-47011023-46
NR14140--MA1107.1.KLF9	chr12	52783214	52783226	-	0.000	0.000	Merged-chr12-52783123-49
NR22891--MA0493.1.Klf1	chr15	52886979	52886989	+	0.000	0.000	Merged-chr15-52887057-9
NR22453--MA0599.1.KLF5	chr15	25812691	25812700	-	0.000	0.000	Merged-chr15-25812728-1
NR27410--MA0741.1.KLF16	chr17	5138644	5138654	-	0.000	0.000	Merged-chr17-5138884-51
NR72245--MA0039.3.KLF4	chrX	75587845	75587855	-	0.000	0.000	Merged-chrX-75587867-43
NR60080--MA1107.1.KLF9	chr7	35742597	35742609	-	0.000	0.000	Merged-chr7-35742502-39
NR12087--MA0599.1.KLF5	chr11	99116021	99116030	-	0.000	0.000	Merged-chr11-99116157-23
NR49529--MA0493.1.Klf1	chr5	20845383	20845393	+	0.000	0.000	Merged-chr5-20845245-18
NR14114--MA0493.1.Klf1	chr12	52383137	52383147	-	0.000	0.000	Merged-chr12-52383146-23
NR32432--MA0740.1.KLF14	chr18	79257500	79257513	-	0.000	0.000	Merged-chr18-79257508-110
NR48710--MA0741.1.KLF16	chr4	148638546	148638556	+	0.000	0.000	Merged-chr4-148638535-16
NR39301--MA1107.1.KLF9	chr2	160367185	160367197	-	0.000	0.000	Merged-chr2-160367322-62
NR67800--MA0599.1.KLF5	chr9	15533871	15533880	+	0.000	0.000	Merged-chr9-15533893-20
NR5825--MA0741.1.KLF16	chr10	43520074	43520084	+	0.000	0.000	Merged-chr10-43520023-14
NR24055--MA0742.1.Klf12	chr15	84372960	84372974	-	0.000	0.000	Merged-chr15-84372915-18
NR37328--MA0493.1.Klf1	chr2	102183963	102183973	-	0.000	0.000	Merged-chr2-102183884-3
NR45000--MA0599.1.KLF5	chr4	41295619	41295628	+	0.000	0.000	Merged-chr4-41295781-15
NR20229--MA0741.1.KLF16	chr14	52272952	52272962	+	0.000	0.000	Merged-chr14-52272946-13
NR19236--MA1107.1.KLF9	chr14	12307773	12307785	-	0.000	0.000	Merged-chr14-12307905-40
NR11417--MA1107.1.KLF9	chr11	82961948	82961960	-	0.000	0.000	Merged-chr11-82962014-19
NR64588--MA0740.1.KLF14	chr8	34108538	34108551	-	0.000	0.000	Merged-chr8-34108671-3
NR6402--MA0742.1.Klf12	chr10	67698005	67698019	+	0.000	0.000	Merged-chr10-67697981-39
NR51887--MA0039.3.KLF4	chr5	111039995	111040005	+	0.000	0.000	Merged-chr5-111039945-24
NR7408--MA0599.1.KLF5	chr10	84440812	84440821	-	0.000	0.000	Merged-chr10-84440807-71
NR69550--MA0599.1.KLF5	chr9	75537176	75537185	+	0.000	0.000	Merged-chr9-75537156-9
NR39754--MA0493.1.Klf1	chr2	168741367	168741377	+	0.000	0.000	Merged-chr2-168741453-11
NR27240--MA0599.1.KLF5	chr16	96208437	96208446	-	0.000	0.000	Merged-chr16-96208613-13
NR57532--MA0493.1.Klf1	chr6	125434031	125434041	-	0.000	0.000	Merged-chr6-125433874-28
NR11435--MA1107.1.KLF9	chr11	83185904	83185916	-	0.000	0.000	Merged-chr11-83185820-16
NR67263--MA0599.1.KLF5	chr8	122769452	122769461	-	0.000	0.000	Merged-chr8-122769435-21
NR9740--MA0599.1.KLF5	chr11	32020327	32020336	-	0.000	0.000	Merged-chr11-32020422-50
NR24087--MA0599.1.KLF5	chr15	85042838	85042847	+	0.000	0.000	Merged-chr15-85042702-72
NR35770--MA1107.1.KLF9	chr2	32778329	32778341	+	0.000	0.000	Merged-chr2-32778262-13
NR36198--MA0741.1.KLF16	chr2	52542693	52542703	+	0.000	0.000	Merged-chr2-52542865-9
NR30838--MA0742.1.Klf12	chr18	5819883	5819897	+	0.000	0.000	Merged-chr18-5820020-28
NR7519--MA1107.1.KLF9	chr10	86786237	86786249	-	0.000	0.000	Merged-chr10-86786135-22
NR26706--MA0740.1.KLF14	chr16	76447255	76447268	-	0.000	0.000	Merged-chr16-76447349-16
NR25613--MA0741.1.KLF16	chr16	23100167	23100177	-	0.000	0.000	Merged-chr16-23100189-17
NR64076--MA0741.1.KLF16	chr8	11009083	11009093	-	0.000	0.000	Merged-chr8-11009107-63
NR46262--MA0741.1.KLF16	chr4	89137609	89137619	+	0.000	0.000	Merged-chr4-89137676-98
NR39776--MA1107.1.KLF9	chr2	169360427	169360439	-	0.000	0.000	Merged-chr2-169360551-6
NR46412--MA0493.1.Klf1	chr4	101217009	101217019	+	0.000	0.000	Merged-chr4-101217167-64
NR37162--MA1107.1.KLF9	chr2	93454476	93454488	+	0.000	0.000	Merged-chr2-93454506-54
NR14942--MA1107.1.KLF9	chr12	88472042	88472054	+	0.000	0.000	Merged-chr12-88472096-45
NR46332--MA0599.1.KLF5	chr4	97657693	97657702	+	0.000	0.000	Merged-chr4-97657761-27
NR49042--MA0599.1.KLF5	chr4	155082402	155082411	-	0.000	0.000	Merged-chr4-155082260-14
NR41562--MA1107.1.KLF9	chr3	84477657	84477669	+	0.000	0.000	Merged-chr3-84477603-8
NR41768--MA1107.1.KLF9	chr3	89911331	89911343	-	0.000	0.000	Merged-chr3-89911440-10
NR7895--MA1107.1.KLF9	chr10	98745684	98745696	+	0.000	0.000	Merged-chr10-98745748-77
NR50919--MA1107.1.KLF9	chr5	74260698	74260710	-	0.000	0.000	Merged-chr5-74260801-106
NR5824--MA0599.1.KLF5	chr10	43520080	43520089	+	0.000	0.000	Merged-chr10-43520023-14
NR67833--MA0741.1.KLF16	chr9	20636562	20636572	+	0.000	0.000	Merged-chr9-20636444-23
NR25731--MA1107.1.KLF9	chr16	31075016	31075028	+	0.000	0.000	Merged-chr16-31075015-28
NR65633--MA1107.1.KLF9	chr8	77383805	77383817	+	0.000	0.000	Merged-chr8-77383968-15
NR63060--MA0741.1.KLF16	chr7	130631889	130631899	-	0.000	0.000	Merged-chr7-130631867-47
NR30319--MA0741.1.KLF16	chr17	80479369	80479379	-	0.000	0.000	Merged-chr17-80479314-1
NR67486--MA1107.1.KLF9	chr8	126539622	126539634	-	0.000	0.000	Merged-chr8-126539798-23
NR43855--MA0599.1.KLF5	chr3	146063253	146063262	-	0.000	0.000	Merged-chr3-146063322-20
NR12691--MA0741.1.KLF16	chr11	113206438	113206448	-	0.000	0.000	Merged-chr11-113206318-17
NR1209--MA0493.1.Klf1	chr1	74601427	74601437	-	0.000	0.000	Merged-chr1-74601351-54
NR2250--MA0599.1.KLF5	chr1	127322312	127322321	+	0.000	0.000	Merged-chr1-127322582-29
NR28693--MA0599.1.KLF5	chr17	34299632	34299641	+	0.000	0.000	Merged-chr17-34299510-15
NR32433--MA0657.1.KLF13	chr18	79257497	79257514	-	0.000	0.000	Merged-chr18-79257508-110
NR72780--MA0599.1.KLF5	chrX	159199697	159199706	+	0.000	0.000	Merged-chrX-159199808-53
NR72628--MA0599.1.KLF5	chrX	145505243	145505252	-	0.000	0.000	Merged-chrX-145505228-74
NR60040--MA0657.1.KLF13	chr7	35119096	35119113	-	0.000	0.000	Merged-chr7-35119008-87
NR30318--MA0599.1.KLF5	chr17	80479370	80479379	-	0.000	0.000	Merged-chr17-80479314-1
NR2343--MA1107.1.KLF9	chr1	128713043	128713055	+	0.000	0.000	Merged-chr1-128713010-21
NR48760--MA0740.1.KLF14	chr4	149854339	149854352	-	0.000	0.000	Merged-chr4-149854542-67
NR36305--MA0741.1.KLF16	chr2	59534542	59534552	+	0.000	0.000	Merged-chr2-59534510-22
NR62601--MA1107.1.KLF9	chr7	121734715	121734727	-	0.000	0.000	Merged-chr7-121734819-1
NR37167--MA1107.1.KLF9	chr2	93454486	93454498	+	0.000	0.000	Merged-chr2-93454506-54
NR3573--MA0599.1.KLF5	chr1	164503621	164503630	-	0.000	0.000	Merged-chr1-164503488-46
NR51263--MA0740.1.KLF14	chr5	92925371	92925384	+	0.000	0.000	Merged-chr5-92925240-13
NR29881--MA0493.1.Klf1	chr17	70728912	70728922	-	0.000	0.000	Merged-chr17-70729015-28
NR46416--MA0741.1.KLF16	chr4	101217268	101217278	-	0.000	0.000	Merged-chr4-101217167-64
NR5281--MA0039.3.KLF4	chr10	14097857	14097867	+	0.000	0.000	Merged-chr10-14097983-8
NR27091--MA0741.1.KLF16	chr16	93574640	93574650	-	0.000	0.000	Merged-chr16-93574695-56
NR50929--MA0493.1.Klf1	chr5	74704611	74704621	+	0.000	0.000	Merged-chr5-74704453-70
NR49498--MA1107.1.KLF9	chr5	20083294	20083306	+	0.000	0.000	Merged-chr5-20083207-6
NR8985--MA0039.3.KLF4	chr10	128135576	128135586	+	0.000	0.000	Merged-chr10-128135587-20
NR22387--MA0599.1.KLF5	chr15	12285296	12285305	+	0.000	0.000	Merged-chr15-12285432-27
NR3574--MA0741.1.KLF16	chr1	164503620	164503630	-	0.000	0.000	Merged-chr1-164503488-46
NR10642--MA0741.1.KLF16	chr11	67017985	67017995	-	0.000	0.000	Merged-chr11-67017936-9
NR49034--MA0742.1.Klf12	chr4	155050347	155050361	+	0.000	0.000	Merged-chr4-155050218-26
NR71210--MA0039.3.KLF4	chr9	118196826	118196836	-	0.000	0.000	Merged-chr9-118196833-13
NR116--MA0493.1.Klf1	chr1	13426974	13426984	-	0.000	0.000	Merged-chr1-13426973-84
NR56387--MA0742.1.Klf12	chr6	91712923	91712937	-	0.000	0.000	Merged-chr6-91712946-25
NR54331--MA0599.1.KLF5	chr5	149440185	149440194	-	0.000	0.000	Merged-chr5-149439971-46
NR50930--MA0741.1.KLF16	chr5	74704612	74704622	+	0.000	0.000	Merged-chr5-74704453-70
NR32752--MA1107.1.KLF9	chr18	84911754	84911766	-	0.000	0.000	Merged-chr18-84911932-15
NR14401--MA1107.1.KLF9	chr12	69502007	69502019	-	0.000	0.000	Merged-chr12-69501974-43
NR59776--MA0599.1.KLF5	chr7	28982761	28982770	-	0.000	0.000	Merged-chr7-28982424-141
NR62288--MA1107.1.KLF9	chr7	116484542	116484554	-	0.000	0.000	Merged-chr7-116484434-42
NR67672--MA0742.1.Klf12	chr9	7576597	7576611	-	0.000	0.000	Merged-chr9-7576753-19
NR46485--MA0599.1.KLF5	chr4	102908262	102908271	-	0.000	0.000	Merged-chr4-102908208-33
NR36772--MA0493.1.Klf1	chr2	75965079	75965089	+	0.000	0.000	Merged-chr2-75964949-43
NR31574--MA0599.1.KLF5	chr18	54822921	54822930	+	0.000	0.000	Merged-chr18-54822886-30
NR6185--MA0599.1.KLF5	chr10	61233350	61233359	+	0.000	0.000	Merged-chr10-61233317-40
NR68730--MA0599.1.KLF5	chr9	51168207	51168216	-	0.000	0.000	Merged-chr9-51168146-14
NR55014--MA0741.1.KLF16	chr6	37564039	37564049	+	0.000	0.000	Merged-chr6-37564158-19
NR68246--MA0740.1.KLF14	chr9	36905621	36905634	-	0.000	0.000	Merged-chr9-36905642-9
NR66504--MA0039.3.KLF4	chr8	106022596	106022606	+	0.000	0.000	Merged-chr8-106022605-23
NR13894--MA0493.1.Klf1	chr12	32999958	32999968	-	0.000	0.000	Merged-chr12-32999849-21
NR34598--MA0741.1.KLF16	chr19	59650732	59650742	-	0.000	0.000	Merged-chr19-59650746-15
NR53697--MA1107.1.KLF9	chr5	140148961	140148973	+	0.000	0.000	Merged-chr5-140149143-22
NR52356--MA0039.3.KLF4	chr5	118589291	118589301	-	0.000	0.000	Merged-chr5-118589133-25
NR34184--MA0741.1.KLF16	chr19	47447250	47447260	+	0.000	0.000	Merged-chr19-47447149-19
NR62186--MA0493.1.Klf1	chr7	114088138	114088148	+	0.000	0.000	Merged-chr7-114088152-53
NR61351--MA0741.1.KLF16	chr7	84417844	84417854	-	0.000	0.000	Merged-chr7-84417695-8
NR68720--MA1107.1.KLF9	chr9	51162030	51162042	-	0.000	0.000	Merged-chr9-51161990-29
NR43425--MA1107.1.KLF9	chr3	133758585	133758597	+	0.000	0.000	Merged-chr3-133758511-65
NR72606--MA0741.1.KLF16	chrX	143030857	143030867	+	0.000	0.000	Merged-chrX-143030752-27
NR24054--MA0740.1.KLF14	chr15	84372961	84372974	-	0.000	0.000	Merged-chr15-84372915-18
NR46261--MA0493.1.Klf1	chr4	89137608	89137618	+	0.000	0.000	Merged-chr4-89137676-98
NR31243--MA0599.1.KLF5	chr18	35383408	35383417	-	0.000	0.000	Merged-chr18-35383519-5
NR9446--MA0599.1.KLF5	chr11	20035544	20035553	-	0.000	0.000	Merged-chr11-20035595-25
NR49530--MA1107.1.KLF9	chr5	20845383	20845395	+	0.000	0.000	Merged-chr5-20845245-18
NR39164--MA1107.1.KLF9	chr2	157119285	157119297	-	0.000	0.000	Merged-chr2-157119108-55
NR48763--MA0741.1.KLF16	chr4	149854341	149854351	-	0.000	0.000	Merged-chr4-149854542-67
NR38048--MA0493.1.Klf1	chr2	122789530	122789540	+	0.000	0.000	Merged-chr2-122789643-8
NR26680--MA0599.1.KLF5	chr16	76283302	76283311	+	0.000	0.000	Merged-chr16-76283420-1
NR18296--MA0740.1.KLF14	chr13	101569398	101569411	-	0.000	0.000	Merged-chr13-101569413-14
NR6184--MA0742.1.Klf12	chr10	61233349	61233363	+	0.000	0.000	Merged-chr10-61233317-40
NR51266--MA0741.1.KLF16	chr5	92925372	92925382	+	0.000	0.000	Merged-chr5-92925240-13
NR68725--MA1107.1.KLF9	chr9	51162040	51162052	-	0.000	0.000	Merged-chr9-51161990-29
NR16068--MA0599.1.KLF5	chr12	119238860	119238869	-	0.000	0.000	Merged-chr12-119238922-2
NR12160--MA0493.1.Klf1	chr11	100610011	100610021	+	0.000	0.000	Merged-chr11-100610157-33
NR54381--MA0599.1.KLF5	chr5	150232898	150232907	+	0.000	0.000	Merged-chr5-150232910-1
NR62639--MA0742.1.Klf12	chr7	122932279	122932293	-	0.000	0.000	Merged-chr7-122932357-26
NR60022--MA0742.1.Klf12	chr7	34630503	34630517	-	0.000	0.000	Merged-chr7-34630517-24
NR18800--MA0657.1.KLF13	chr13	113243663	113243680	-	0.000	0.000	Merged-chr13-113243711-13
NR18015--MA0599.1.KLF5	chr13	95063723	95063732	-	0.000	0.000	Merged-chr13-95063599-48
NR38407--MA0599.1.KLF5	chr2	132670469	132670478	+	0.000	0.000	Merged-chr2-132670434-32
NR35493--MA0741.1.KLF16	chr2	28698444	28698454	+	0.000	0.000	Merged-chr2-28698593-11
NR40434--MA0657.1.KLF13	chr3	16227353	16227370	+	0.000	0.000	Merged-chr3-16227487-10
NR71489--MA1107.1.KLF9	chr9	123229919	123229931	+	0.000	0.000	Merged-chr9-123229915-16
NR1855--MA0493.1.Klf1	chr1	98589911	98589921	+	0.000	0.000	Merged-chr1-98589738-39
NR55471--MA0599.1.KLF5	chr6	53038238	53038247	+	0.000	0.000	Merged-chr6-53038389-13
NR56655--MA0599.1.KLF5	chr6	99498323	99498332	-	0.000	0.000	Merged-chr6-99498294-17
NR43373--MA0599.1.KLF5	chr3	132928115	132928124	-	0.000	0.000	Merged-chr3-132927951-20
NR17135--MA0493.1.Klf1	chr13	56704046	56704056	-	0.000	0.000	Merged-chr13-56703613-154
NR19444--MA1107.1.KLF9	chr14	21078650	21078662	-	0.000	0.000	Merged-chr14-21078723-20
NR1887--MA0599.1.KLF5	chr1	106032121	106032130	+	0.000	0.000	Merged-chr1-106032051-18
NR5605--MA0741.1.KLF16	chr10	37207073	37207083	-	0.000	0.000	Merged-chr10-37207171-14
NR25777--MA0039.3.KLF4	chr16	32229247	32229257	-	0.000	0.000	Merged-chr16-32229198-4
NR18836--MA0741.1.KLF16	chr13	114086372	114086382	+	0.000	0.000	Merged-chr13-114086496-8
NR16885--MA0741.1.KLF16	chr13	49249004	49249014	-	0.000	0.000	Merged-chr13-49249137-9
NR30054--MA1107.1.KLF9	chr17	74354606	74354618	+	0.000	0.000	Merged-chr17-74354475-5
NR7789--MA0741.1.KLF16	chr10	93868528	93868538	+	0.000	0.000	Merged-chr10-93868549-34
NR15416--MA1107.1.KLF9	chr12	105537662	105537674	+	0.000	0.000	Merged-chr12-105537597-12
NR57946--MA0493.1.Klf1	chr6	134450908	134450918	-	0.000	0.000	Merged-chr6-134450954-21
NR36805--MA0599.1.KLF5	chr2	77176681	77176690	+	0.000	0.000	Merged-chr2-77176488-48
NR32436--MA0493.1.Klf1	chr18	79257503	79257513	-	0.000	0.000	Merged-chr18-79257508-110
NR4237--MA0740.1.KLF14	chr1	180483485	180483498	+	0.000	0.000	Merged-chr1-180483466-4
NR54246--MA1107.1.KLF9	chr5	148379707	148379719	-	0.000	0.000	Merged-chr5-148379823-53
NR37314--MA0741.1.KLF16	chr2	102049966	102049976	+	0.000	0.000	Merged-chr2-102050053-17
NR46347--MA0741.1.KLF16	chr4	98436894	98436904	-	0.000	0.000	Merged-chr4-98436733-103
NR26040--MA0740.1.KLF14	chr16	42190434	42190447	-	0.000	0.000	Merged-chr16-42190444-58
NR67267--MA0741.1.KLF16	chr8	122769457	122769467	-	0.000	0.000	Merged-chr8-122769435-21
NR22442--MA0599.1.KLF5	chr15	25673781	25673790	+	0.000	0.000	Merged-chr15-25673661-24
NR60025--MA0493.1.Klf1	chr7	34630507	34630517	-	0.000	0.000	Merged-chr7-34630517-24
