#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.05_dn.bed
NR10761--MA0599.1.KLF5	chr11	57660962	57660971	+	0.000	0.000	Merged-chr11-57661002-26
NR64147--MA0740.1.KLF14	chr8	84825801	84825814	-	0.000	0.000	Merged-chr8-84825845-44
NR15394--MA0039.3.KLF4	chr12	105019719	105019729	+	0.000	0.000	Merged-chr12-105019829-37
NR1143--MA0742.1.Klf12	chr1	58303899	58303913	+	0.000	0.000	Merged-chr1-58304012-69
NR29226--MA0599.1.KLF5	chr17	31077832	31077841	-	0.000	0.000	Merged-chr17-31077750-28
NR21195--MA0741.1.KLF16	chr14	66196441	66196451	+	0.000	0.000	Merged-chr14-66196468-7
NR15627--MA0742.1.Klf12	chr12	111944516	111944530	-	0.000	0.000	Merged-chr12-111944395-37
NR47714--MA0741.1.KLF16	chr4	119947767	119947777	-	0.000	0.000	Merged-chr4-119947761-47
NR27100--MA0742.1.Klf12	chr16	64800651	64800665	+	0.000	0.000	Merged-chr16-64800516-42
NR34258--MA1107.1.KLF9	chr19	27967778	27967790	+	0.000	0.000	Merged-chr19-27967760-35
NR36876--MA0039.3.KLF4	chr2	60845564	60845574	+	0.000	0.000	Merged-chr2-60845573-40
NR36929--MA0657.1.KLF13	chr2	61712770	61712787	-	0.000	0.000	Merged-chr2-61712803-19
NR43310--MA0039.3.KLF4	chr3	115692528	115692538	+	0.000	0.000	Merged-chr3-115692552-34
NR10361--MA0742.1.Klf12	chr11	32580745	32580759	-	0.000	0.000	Merged-chr11-32580688-47
NR64149--MA0599.1.KLF5	chr8	84825809	84825818	-	0.000	0.000	Merged-chr8-84825845-44
NR40324--MA0741.1.KLF16	chr2	174473085	174473095	+	0.000	0.000	Merged-chr2-174473048-89
NR25264--MA0740.1.KLF14	chr15	99009038	99009051	+	0.000	0.000	Merged-chr15-99008995-43
NR5767--MA0742.1.Klf12	chr10	19506204	19506218	+	0.000	0.000	Merged-chr10-19506242-43
NR27104--MA0741.1.KLF16	chr16	64800652	64800662	+	0.000	0.000	Merged-chr16-64800516-42
NR12826--MA0741.1.KLF16	chr11	116616168	116616178	+	0.000	0.000	Merged-chr11-116616118-41
NR23814--MA1107.1.KLF9	chr15	60120080	60120092	-	0.000	0.000	Merged-chr15-60120172-38
NR24050--MA0599.1.KLF5	chr15	73732682	73732691	-	0.000	0.000	Merged-chr15-73732703-5
NR41732--MA0599.1.KLF5	chr3	54567451	54567460	+	0.000	0.000	Merged-chr3-54567528-25
NR18584--MA1107.1.KLF9	chr13	99385055	99385067	-	0.000	0.000	Merged-chr13-99385105-49
NR38637--MA0599.1.KLF5	chr2	128470719	128470728	-	0.000	0.000	Merged-chr2-128470524-44
NR59098--MA0741.1.KLF16	chr7	31087383	31087393	+	0.000	0.000	Merged-chr7-31087462-13
NR22617--MA1107.1.KLF9	chr15	3174250	3174262	-	0.000	0.000	Merged-chr15-3174330-41
NR40320--MA0599.1.KLF5	chr2	174473033	174473042	+	0.000	0.000	Merged-chr2-174473048-89
NR43002--MA1107.1.KLF9	chr3	103397747	103397759	-	0.000	0.000	Merged-chr3-103397699-44
NR53--MA0599.1.KLF5	chr1	6467070	6467079	-	0.000	0.000	Merged-chr1-6467226-38
NR65942--MA0599.1.KLF5	chr9	25186659	25186668	+	0.000	0.000	Merged-chr9-25186654-66
NR11958--MA1107.1.KLF9	chr11	96667187	96667199	+	0.000	0.000	Merged-chr11-96667069-36
NR38641--MA0493.1.Klf1	chr2	128470708	128470718	-	0.000	0.000	Merged-chr2-128470524-44
NR38364--MA0740.1.KLF14	chr2	121008288	121008301	-	0.000	0.000	Merged-chr2-121008420-56
NR15431--MA1107.1.KLF9	chr12	107129564	107129576	+	0.000	0.000	Merged-chr12-107129420-39
NR29854--MA0740.1.KLF14	chr17	50071706	50071719	-	0.000	0.000	Merged-chr17-50071769-42
NR30920--MA0741.1.KLF16	chr17	84022527	84022537	-	0.000	0.000	Merged-chr17-84022626-28
NR65265--MA1107.1.KLF9	chr8	123203617	123203629	+	0.000	0.000	Merged-chr8-123203714-21
NR454--MA0741.1.KLF16	chr1	21870789	21870799	+	0.000	0.000	Merged-chr1-21870806-15
NR64860--MA1107.1.KLF9	chr8	111967406	111967418	+	0.000	0.000	Merged-chr8-111967453-22
NR65396--MA0599.1.KLF5	chr8	125725409	125725418	-	0.000	0.000	Merged-chr8-125725496-61
NR3515--MA0740.1.KLF14	chr1	153085240	153085253	-	0.000	0.000	Merged-chr1-153085366-59
NR11543--MA0599.1.KLF5	chr11	79698234	79698243	+	0.000	0.000	Merged-chr11-79698290-25
NR19004--MA0599.1.KLF5	chr13	109239171	109239180	-	0.000	0.000	Merged-chr13-109239401-35
NR12399--MA1107.1.KLF9	chr11	104631539	104631551	-	0.000	0.000	Merged-chr11-104631492-24
NR3960--MA1107.1.KLF9	chr1	165691585	165691597	+	0.000	0.000	Merged-chr1-165691684-32
NR26799--MA0599.1.KLF5	chr16	52374389	52374398	+	0.000	0.000	Merged-chr16-52374285-15
NR12633--MA0599.1.KLF5	chr11	114699692	114699701	-	0.000	0.000	Merged-chr11-114699717-26
NR15629--MA0493.1.Klf1	chr12	111944520	111944530	-	0.000	0.000	Merged-chr12-111944395-37
NR15455--MA0599.1.KLF5	chr12	107961290	107961299	+	0.000	0.000	Merged-chr12-107961222-28
NR16719--MA0493.1.Klf1	chr13	38010777	38010787	-	0.000	0.000	Merged-chr13-38010701-23
NR27101--MA0599.1.KLF5	chr16	64800652	64800661	+	0.000	0.000	Merged-chr16-64800516-42
NR25266--MA0599.1.KLF5	chr15	99009039	99009048	+	0.000	0.000	Merged-chr15-99008995-43
NR15548--MA1107.1.KLF9	chr12	110506241	110506253	-	0.000	0.000	Merged-chr12-110506270-12
NR12398--MA0741.1.KLF16	chr11	104631544	104631554	-	0.000	0.000	Merged-chr11-104631492-24
NR48466--MA0493.1.Klf1	chr4	136178077	136178087	-	0.000	0.000	Merged-chr4-136177885-58
NR58733--MA1107.1.KLF9	chr7	25647837	25647849	+	0.000	0.000	Merged-chr7-25647877-43
NR33438--MA1107.1.KLF9	chr18	80492506	80492518	+	0.000	0.000	Merged-chr18-80492606-36
NR22555--MA1107.1.KLF9	chr14	122187049	122187061	+	0.000	0.000	Merged-chr14-122187060-26
NR65395--MA0740.1.KLF14	chr8	125725406	125725419	-	0.000	0.000	Merged-chr8-125725496-61
NR29473--MA0742.1.Klf12	chr17	35841732	35841746	-	0.000	0.000	Merged-chr17-35841564-66
NR41737--MA0493.1.Klf1	chr3	54567518	54567528	+	0.000	0.000	Merged-chr3-54567528-25
NR38365--MA0657.1.KLF13	chr2	121008285	121008302	-	0.000	0.000	Merged-chr2-121008420-56
NR30458--MA0742.1.Klf12	chr17	71288419	71288433	-	0.000	0.000	Merged-chr17-71288308-17
NR11896--MA1107.1.KLF9	chr11	95261265	95261277	-	0.000	0.000	Merged-chr11-95261394-7
NR12615--MA0493.1.Klf1	chr11	113802537	113802547	-	0.000	0.000	Merged-chr11-113802652-27
NR1021--MA0599.1.KLF5	chr1	51572643	51572652	-	0.000	0.000	Merged-chr1-51572755-47
NR62042--MA0599.1.KLF5	chr8	3353394	3353403	+	0.000	0.000	Merged-chr8-3353373-47
NR22475--MA0741.1.KLF16	chr14	121422825	121422835	+	0.000	0.000	Merged-chr14-121422910-45
NR61932--MA0493.1.Klf1	chr7	141579225	141579235	-	0.000	0.000	Merged-chr7-141579078-48
NR43000--MA0741.1.KLF16	chr3	103397765	103397775	-	0.000	0.000	Merged-chr3-103397699-44
NR15357--MA0599.1.KLF5	chr12	103338471	103338480	+	0.000	0.000	Merged-chr12-103338377-34
NR3516--MA0657.1.KLF13	chr1	153085237	153085254	-	0.000	0.000	Merged-chr1-153085366-59
NR1142--MA0740.1.KLF14	chr1	58303899	58303912	+	0.000	0.000	Merged-chr1-58304012-69
NR55907--MA1107.1.KLF9	chr6	88769885	88769897	-	0.000	0.000	Merged-chr6-88769866-45
NR68241--MA0599.1.KLF5	chr9	118750842	118750851	-	0.000	0.000	Merged-chr9-118750873-69
NR15355--MA0740.1.KLF14	chr12	103338454	103338467	+	0.000	0.000	Merged-chr12-103338377-34
NR15626--MA0740.1.KLF14	chr12	111944517	111944530	-	0.000	0.000	Merged-chr12-111944395-37
NR33434--MA0742.1.Klf12	chr18	80492506	80492520	+	0.000	0.000	Merged-chr18-80492606-36
NR22616--MA0741.1.KLF16	chr15	3174251	3174261	-	0.000	0.000	Merged-chr15-3174330-41
NR51588--MA1107.1.KLF9	chr5	92001025	92001037	+	0.000	0.000	Merged-chr5-92000971-27
NR44492--MA0493.1.Klf1	chr3	149305667	149305677	+	0.000	0.000	Merged-chr3-149305561-65
NR1150--MA1107.1.KLF9	chr1	58304556	58304568	-	0.000	0.000	Merged-chr1-58304515-8
NR52480--MA0657.1.KLF13	chr5	118465211	118465228	-	0.000	0.000	Merged-chr5-118465239-56
NR59095--MA0599.1.KLF5	chr7	31087376	31087385	+	0.000	0.000	Merged-chr7-31087462-13
NR2916--MA0741.1.KLF16	chr1	133801282	133801292	-	0.000	0.000	Merged-chr1-133801271-79
NR64151--MA0741.1.KLF16	chr8	84825803	84825813	-	0.000	0.000	Merged-chr8-84825845-44
NR29858--MA1107.1.KLF9	chr17	50071707	50071719	-	0.000	0.000	Merged-chr17-50071769-42
NR14863--MA0599.1.KLF5	chr12	85973779	85973788	+	0.000	0.000	Merged-chr12-85973794-44
NR8198--MA0493.1.Klf1	chr10	96325408	96325418	-	0.000	0.000	Merged-chr10-96325497-34
NR17755--MA0039.3.KLF4	chr13	75845600	75845610	-	0.000	0.000	Merged-chr13-75845828-42
NR65069--MA0039.3.KLF4	chr8	120050177	120050187	-	0.000	0.000	Merged-chr8-120050156-23
NR32179--MA0740.1.KLF14	chr18	39009088	39009101	-	0.000	0.000	Merged-chr18-39009323-57
