#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed
NR64539--MA0599.1.KLF5	chr8	33308164	33308173	-	0.000	0.000	Merged-chr8-33308213-19
NR42314--MA0741.1.KLF16	chr3	101748388	101748398	+	0.000	0.000	Merged-chr3-101748481-44
NR13585--MA0742.1.Klf12	chr12	17511203	17511217	+	0.000	0.000	Merged-chr12-17511273-48
NR5944--MA0599.1.KLF5	chr10	53461610	53461619	-	0.000	0.000	Merged-chr10-53461441-37
NR52338--MA0599.1.KLF5	chr5	118404363	118404372	+	0.000	0.000	Merged-chr5-118404562-37
NR20795--MA0742.1.Klf12	chr14	67886974	67886988	+	0.000	0.000	Merged-chr14-67887091-21
NR22013--MA1107.1.KLF9	chr14	120313649	120313661	+	0.000	0.000	Merged-chr14-120313531-118
NR15132--MA0493.1.Klf1	chr12	94083629	94083639	+	0.000	0.000	Merged-chr12-94083592-14
NR51042--MA0741.1.KLF16	chr5	77140303	77140313	+	0.000	0.000	Merged-chr5-77140362-54
NR42532--MA0741.1.KLF16	chr3	105825731	105825741	+	0.000	0.000	Merged-chr3-105825792-34
NR19397--MA1107.1.KLF9	chr14	20168669	20168681	-	0.000	0.000	Merged-chr14-20168649-33
NR33810--MA0493.1.Klf1	chr19	38746135	38746145	-	0.000	0.000	Merged-chr19-38746267-36
NR25641--MA1107.1.KLF9	chr16	24704419	24704431	-	0.000	0.000	Merged-chr16-24704460-26
NR52128--MA0599.1.KLF5	chr5	114246605	114246614	+	0.000	0.000	Merged-chr5-114246791-23
NR42661--MA0493.1.Klf1	chr3	109133237	109133247	+	0.000	0.000	Merged-chr3-109133281-24
NR56174--MA0599.1.KLF5	chr6	87394989	87394998	+	0.000	0.000	Merged-chr6-87395104-19
NR55505--MA0599.1.KLF5	chr6	54092923	54092932	+	0.000	0.000	Merged-chr6-54092801-44
NR57482--MA1107.1.KLF9	chr6	125067857	125067869	-	0.000	0.000	Merged-chr6-125067765-41
NR4783--MA0599.1.KLF5	chr1	191097790	191097799	+	0.000	0.000	Merged-chr1-191097986-4
NR15128--MA0493.1.Klf1	chr12	94083598	94083608	+	0.000	0.000	Merged-chr12-94083592-14
NR27052--MA0599.1.KLF5	chr16	91780938	91780947	-	0.000	0.000	Merged-chr16-91781071-63
NR66853--MA0493.1.Klf1	chr8	116645535	116645545	-	0.000	0.000	Merged-chr8-116645599-31
NR43694--MA0740.1.KLF14	chr3	142281222	142281235	+	0.000	0.000	Merged-chr3-142281213-32
NR69361--MA1107.1.KLF9	chr9	69458368	69458380	+	0.000	0.000	Merged-chr9-69458326-40
NR50650--MA1107.1.KLF9	chr5	64651650	64651662	-	0.000	0.000	Merged-chr5-64651532-36
NR8462--MA0740.1.KLF14	chr10	118884341	118884354	-	0.000	0.000	Merged-chr10-118884259-20
NR39494--MA1107.1.KLF9	chr2	164867101	164867113	+	0.000	0.000	Merged-chr2-164866998-31
NR20792--MA1107.1.KLF9	chr14	67878035	67878047	-	0.000	0.000	Merged-chr14-67877957-30
NR47681--MA0493.1.Klf1	chr4	132749054	132749064	-	0.000	0.000	Merged-chr4-132748989-25
NR30549--MA0039.3.KLF4	chr17	85908831	85908841	+	0.000	0.000	Merged-chr17-85908968-35
NR22130--MA0657.1.KLF13	chr14	122186863	122186880	+	0.000	0.000	Merged-chr14-122187060-26
NR63853--MA0599.1.KLF5	chr7	143724047	143724056	-	0.000	0.000	Merged-chr7-143724096-15
NR15706--MA0493.1.Klf1	chr12	110506243	110506253	-	0.000	0.000	Merged-chr12-110506270-12
NR62488--MA0741.1.KLF16	chr7	119860417	119860427	+	0.000	0.000	Merged-chr7-119860527-21
NR33944--MA0039.3.KLF4	chr19	41597652	41597662	+	0.000	0.000	Merged-chr19-41597559-38
NR16501--MA0599.1.KLF5	chr13	33077252	33077261	-	0.000	0.000	Merged-chr13-33077340-51
NR13360--MA1107.1.KLF9	chr12	4065643	4065655	+	0.000	0.000	Merged-chr12-4065716-30
NR57264--MA0493.1.Klf1	chr6	120264385	120264395	-	0.000	0.000	Merged-chr6-120264409-18
NR23117--MA0039.3.KLF4	chr15	60120106	60120116	-	0.000	0.000	Merged-chr15-60120172-38
NR4146--MA0741.1.KLF16	chr1	178182343	178182353	+	0.000	0.000	Merged-chr1-178182458-49
NR63861--MA1107.1.KLF9	chr7	143724082	143724094	+	0.000	0.000	Merged-chr7-143724096-15
NR16044--MA0493.1.Klf1	chr12	118424070	118424080	-	0.000	0.000	Merged-chr12-118424167-25
NR34457--MA0657.1.KLF13	chr19	56756558	56756575	-	0.000	0.000	Merged-chr19-56756635-43
NR68967--MA0599.1.KLF5	chr9	58583283	58583292	-	0.000	0.000	Merged-chr9-58583464-18
NR50647--MA0493.1.Klf1	chr5	64651647	64651657	-	0.000	0.000	Merged-chr5-64651532-36
NR39714--MA1107.1.KLF9	chr2	168492187	168492199	-	0.000	0.000	Merged-chr2-168492092-36
NR66898--MA1107.1.KLF9	chr8	117074699	117074711	+	0.000	0.000	Merged-chr8-117074609-38
NR11395--MA0039.3.KLF4	chr11	82214554	82214564	-	0.000	0.000	Merged-chr11-82214647-44
NR8463--MA0657.1.KLF13	chr10	118884338	118884355	-	0.000	0.000	Merged-chr10-118884259-20
NR53249--MA1107.1.KLF9	chr5	134494506	134494518	+	0.000	0.000	Merged-chr5-134494514-28
NR8154--MA0599.1.KLF5	chr10	111031824	111031833	+	0.000	0.000	Merged-chr10-111031729-43
NR17343--MA0741.1.KLF16	chr13	63189565	63189575	-	0.000	0.000	Merged-chr13-63189715-33
NR42291--MA0599.1.KLF5	chr3	101570947	101570956	+	0.000	0.000	Merged-chr3-101570775-35
NR4230--MA0742.1.Klf12	chr1	180390388	180390402	-	0.000	0.000	Merged-chr1-180390562-55
NR46713--MA0741.1.KLF16	chr4	108371565	108371575	-	0.000	0.000	Merged-chr4-108371608-19
NR47154--MA0599.1.KLF5	chr4	121196794	121196803	-	0.000	0.000	Merged-chr4-121196708-94
NR58581--MA0741.1.KLF16	chr6	145249630	145249640	-	0.000	0.000	Merged-chr6-145249454-6
NR30444--MA0657.1.KLF13	chr17	83824027	83824044	+	0.000	0.000	Merged-chr17-83824004-16
NR26453--MA0740.1.KLF14	chr16	64800651	64800664	+	0.000	0.000	Merged-chr16-64800516-42
NR52738--MA0599.1.KLF5	chr5	125052283	125052292	+	0.000	0.000	Merged-chr5-125052528-23
NR13589--MA1107.1.KLF9	chr12	17511203	17511215	+	0.000	0.000	Merged-chr12-17511273-48
NR55507--MA0741.1.KLF16	chr6	54092916	54092926	+	0.000	0.000	Merged-chr6-54092801-44
NR30598--MA0742.1.Klf12	chr17	86958068	86958082	+	0.000	0.000	Merged-chr17-86958132-38
NR48972--MA0741.1.KLF16	chr4	154105752	154105762	-	0.000	0.000	Merged-chr4-154105612-38
NR31022--MA0039.3.KLF4	chr18	23828649	23828659	-	0.000	0.000	Merged-chr18-23828715-22
NR63371--MA0742.1.Klf12	chr7	136270326	136270340	+	0.000	0.000	Merged-chr7-136270364-24
NR63839--MA0039.3.KLF4	chr7	143644104	143644114	-	0.000	0.000	Merged-chr7-143644190-29
NR70529--MA0741.1.KLF16	chr9	104269540	104269550	+	0.000	0.000	Merged-chr9-104269530-16
NR43919--MA0599.1.KLF5	chr3	148419634	148419643	-	0.000	0.000	Merged-chr3-148419698-33
NR70682--MA0599.1.KLF5	chr9	107551187	107551196	+	0.000	0.000	Merged-chr9-107551360-55
NR47677--MA0742.1.Klf12	chr4	132749050	132749064	-	0.000	0.000	Merged-chr4-132748989-25
NR33945--MA0741.1.KLF16	chr19	41597651	41597661	+	0.000	0.000	Merged-chr19-41597559-38
NR43493--MA0493.1.Klf1	chr3	135675685	135675695	+	0.000	0.000	Merged-chr3-135675679-12
NR748--MA0493.1.Klf1	chr1	52578381	52578391	+	0.000	0.000	Merged-chr1-52578518-39
NR17348--MA0741.1.KLF16	chr13	63189570	63189580	-	0.000	0.000	Merged-chr13-63189715-33
NR4359--MA0493.1.Klf1	chr1	182383216	182383226	-	0.000	0.000	Merged-chr1-182383219-38
NR42293--MA0741.1.KLF16	chr3	101570947	101570957	+	0.000	0.000	Merged-chr3-101570775-35
NR57476--MA0740.1.KLF14	chr6	125067856	125067869	-	0.000	0.000	Merged-chr6-125067765-41
NR65967--MA0599.1.KLF5	chr8	86888353	86888362	-	0.000	0.000	Merged-chr8-86888287-32
NR30412--MA1107.1.KLF9	chr17	83654862	83654874	-	0.000	0.000	Merged-chr17-83654883-58
NR39443--MA0599.1.KLF5	chr2	163084402	163084411	+	0.000	0.000	Merged-chr2-163084384-15
NR18177--MA0742.1.Klf12	chr13	98692029	98692043	-	0.000	0.000	Merged-chr13-98692096-35
NR67112--MA0493.1.Klf1	chr8	120701898	120701908	-	0.000	0.000	Merged-chr8-120702084-56
NR62487--MA0599.1.KLF5	chr7	119860417	119860426	+	0.000	0.000	Merged-chr7-119860527-21
NR66908--MA0740.1.KLF14	chr8	117289161	117289174	-	0.000	0.000	Merged-chr8-117289266-15
NR10272--MA0599.1.KLF5	chr11	55131119	55131128	+	0.000	0.000	Merged-chr11-55131266-10
NR11393--MA0742.1.Klf12	chr11	82214552	82214566	-	0.000	0.000	Merged-chr11-82214647-44
NR48970--MA0599.1.KLF5	chr4	154105757	154105766	-	0.000	0.000	Merged-chr4-154105612-38
NR47615--MA1107.1.KLF9	chr4	131046353	131046365	+	0.000	0.000	Merged-chr4-131046528-13
NR11580--MA1107.1.KLF9	chr11	88131943	88131955	+	0.000	0.000	Merged-chr11-88132051-21
NR15135--MA0599.1.KLF5	chr12	94083668	94083677	+	0.000	0.000	Merged-chr12-94083592-14
NR1686--MA0741.1.KLF16	chr1	91825518	91825528	-	0.000	0.000	Merged-chr1-91825474-20
NR23698--MA0741.1.KLF16	chr15	78835208	78835218	-	0.000	0.000	Merged-chr15-78835387-37
NR8862--MA0493.1.Klf1	chr10	127141094	127141104	+	0.000	0.000	Merged-chr10-127141144-2
NR11397--MA0741.1.KLF16	chr11	82214555	82214565	-	0.000	0.000	Merged-chr11-82214647-44
NR35451--MA0599.1.KLF5	chr2	27693905	27693914	-	0.000	0.000	Merged-chr2-27693880-30
NR49589--MA1107.1.KLF9	chr5	23722185	23722197	+	0.000	0.000	Merged-chr5-23722080-21
NR63852--MA0742.1.Klf12	chr7	143724043	143724057	-	0.000	0.000	Merged-chr7-143724096-15
NR48802--MA0740.1.KLF14	chr4	150894753	150894766	+	0.000	0.000	Merged-chr4-150894695-19
NR22008--MA0599.1.KLF5	chr14	120313650	120313659	+	0.000	0.000	Merged-chr14-120313531-118
NR42533--MA1107.1.KLF9	chr3	105825730	105825742	+	0.000	0.000	Merged-chr3-105825792-34
NR1363--MA0493.1.Klf1	chr1	80703445	80703455	-	0.000	0.000	Merged-chr1-80703457-36
NR18517--MA0599.1.KLF5	chr13	107095397	107095406	-	0.000	0.000	Merged-chr13-107095527-25
NR58419--MA0599.1.KLF5	chr6	142862378	142862387	-	0.000	0.000	Merged-chr6-142862347-56
NR57477--MA0657.1.KLF13	chr6	125067853	125067870	-	0.000	0.000	Merged-chr6-125067765-41
NR16738--MA0741.1.KLF16	chr13	43250875	43250885	+	0.000	0.000	Merged-chr13-43250604-89
NR61719--MA0741.1.KLF16	chr7	100448846	100448856	+	0.000	0.000	Merged-chr7-100448653-1
NR25842--MA0742.1.Klf12	chr16	33687896	33687910	+	0.000	0.000	Merged-chr16-33687969-54
NR18875--MA0741.1.KLF16	chr13	114887434	114887444	-	0.000	0.000	Merged-chr13-114887526-35
NR20979--MA0599.1.KLF5	chr14	73290094	73290103	-	0.000	0.000	Merged-chr14-73290096-39
NR8451--MA0599.1.KLF5	chr10	118550457	118550466	+	0.000	0.000	Merged-chr10-118550430-27
NR67349--MA0039.3.KLF4	chr8	124275835	124275845	-	0.000	0.000	Merged-chr8-124275920-41
NR33809--MA0599.1.KLF5	chr19	38746135	38746144	-	0.000	0.000	Merged-chr19-38746267-36
NR51044--MA1107.1.KLF9	chr5	77140304	77140316	+	0.000	0.000	Merged-chr5-77140362-54
NR66855--MA1107.1.KLF9	chr8	116645533	116645545	-	0.000	0.000	Merged-chr8-116645599-31
NR55558--MA0657.1.KLF13	chr6	54925958	54925975	+	0.000	0.000	Merged-chr6-54926058-40
NR30548--MA0742.1.Klf12	chr17	85908829	85908843	+	0.000	0.000	Merged-chr17-85908968-35
NR33645--MA0741.1.KLF16	chr19	31337341	31337351	-	0.000	0.000	Merged-chr19-31337298-1
NR17341--MA1107.1.KLF9	chr13	63189528	63189540	-	0.000	0.000	Merged-chr13-63189715-33
NR23115--MA1107.1.KLF9	chr15	60120080	60120092	-	0.000	0.000	Merged-chr15-60120172-38
NR22132--MA0039.3.KLF4	chr14	122187051	122187061	+	0.000	0.000	Merged-chr14-122187060-26
NR11394--MA0599.1.KLF5	chr11	82214556	82214565	-	0.000	0.000	Merged-chr11-82214647-44
NR56723--MA0599.1.KLF5	chr6	100824841	100824850	-	0.000	0.000	Merged-chr6-100824678-47
NR9084--MA0493.1.Klf1	chr10	130439193	130439203	+	0.000	0.000	Merged-chr10-130439179-24
NR22375--MA0493.1.Klf1	chr15	12030508	12030518	+	0.000	0.000	Merged-chr15-12030440-19
NR66891--MA1107.1.KLF9	chr8	117052557	117052569	-	0.000	0.000	Merged-chr8-117052612-3
NR50621--MA0039.3.KLF4	chr5	64040800	64040810	+	0.000	0.000	Merged-chr5-64040859-39
NR47683--MA1107.1.KLF9	chr4	132749034	132749046	-	0.000	0.000	Merged-chr4-132748989-25
NR30409--MA0741.1.KLF16	chr17	83654863	83654873	-	0.000	0.000	Merged-chr17-83654883-58
NR1870--MA0599.1.KLF5	chr1	105565263	105565272	+	0.000	0.000	Merged-chr1-105565114-33
NR15708--MA1107.1.KLF9	chr12	110506247	110506259	-	0.000	0.000	Merged-chr12-110506270-12
NR66189--MA0493.1.Klf1	chr8	95020826	95020836	-	0.000	0.000	Merged-chr8-95020727-36
NR63857--MA0742.1.Klf12	chr7	143724082	143724096	+	0.000	0.000	Merged-chr7-143724096-15
NR10871--MA0742.1.Klf12	chr11	70597420	70597434	-	0.000	0.000	Merged-chr11-70597550-26
NR28126--MA1107.1.KLF9	chr17	25584053	25584065	-	0.000	0.000	Merged-chr17-25583989-33
NR46711--MA0599.1.KLF5	chr4	108371566	108371575	-	0.000	0.000	Merged-chr4-108371608-19
NR39493--MA0493.1.Klf1	chr2	164867101	164867111	+	0.000	0.000	Merged-chr2-164866998-31
NR20791--MA0493.1.Klf1	chr14	67878037	67878047	-	0.000	0.000	Merged-chr14-67877957-30
NR42477--MA0599.1.KLF5	chr3	104771699	104771708	-	0.000	0.000	Merged-chr3-104771571-48
NR16620--MA0599.1.KLF5	chr13	38503520	38503529	+	0.000	0.000	Merged-chr13-38503650-43
NR66887--MA1107.1.KLF9	chr8	117052549	117052561	-	0.000	0.000	Merged-chr8-117052612-3
NR4106--MA0599.1.KLF5	chr1	176827654	176827663	-	0.000	0.000	Merged-chr1-176827492-35
NR31213--MA0493.1.Klf1	chr18	34783618	34783628	-	0.000	0.000	Merged-chr18-34783714-45
NR7822--MA1107.1.KLF9	chr10	94942957	94942969	+	0.000	0.000	Merged-chr10-94942923-6
NR47889--MA0039.3.KLF4	chr4	134734843	134734853	+	0.000	0.000	Merged-chr4-134734669-83
NR50649--MA1107.1.KLF9	chr5	64651645	64651657	-	0.000	0.000	Merged-chr5-64651532-36
NR56741--MA0493.1.Klf1	chr6	100879806	100879816	-	0.000	0.000	Merged-chr6-100879682-24
NR22882--MA0599.1.KLF5	chr15	51803265	51803274	-	0.000	0.000	Merged-chr15-51803142-36
NR57845--MA0599.1.KLF5	chr6	131264072	131264081	-	0.000	0.000	Merged-chr6-131264117-18
NR11392--MA0740.1.KLF14	chr11	82214553	82214566	-	0.000	0.000	Merged-chr11-82214647-44
NR4360--MA1107.1.KLF9	chr1	182383214	182383226	-	0.000	0.000	Merged-chr1-182383219-38
NR20307--MA0039.3.KLF4	chr14	54061510	54061520	+	0.000	0.000	Merged-chr14-54061633-25
NR53817--MA0599.1.KLF5	chr5	140992704	140992713	-	0.000	0.000	Merged-chr5-140992576-52
NR63860--MA0493.1.Klf1	chr7	143724082	143724092	+	0.000	0.000	Merged-chr7-143724096-15
NR29270--MA1107.1.KLF9	chr17	47943108	47943120	+	0.000	0.000	Merged-chr17-47943297-31
NR47679--MA0039.3.KLF4	chr4	132749052	132749062	-	0.000	0.000	Merged-chr4-132748989-25
NR53248--MA0493.1.Klf1	chr5	134494506	134494516	+	0.000	0.000	Merged-chr5-134494514-28
NR25798--MA0741.1.KLF16	chr16	32812978	32812988	-	0.000	0.000	Merged-chr16-32813091-39
NR63851--MA0740.1.KLF14	chr7	143724044	143724057	-	0.000	0.000	Merged-chr7-143724096-15
NR50444--MA0493.1.Klf1	chr5	54111079	54111089	+	0.000	0.000	Merged-chr5-54110931-21
NR28490--MA0741.1.KLF16	chr17	31077831	31077841	-	0.000	0.000	Merged-chr17-31077750-28
NR26220--MA1107.1.KLF9	chr16	49796923	49796935	+	0.000	0.000	Merged-chr16-49797153-43
NR10331--MA1107.1.KLF9	chr11	57952968	57952980	-	0.000	0.000	Merged-chr11-57952769-40
NR68969--MA1107.1.KLF9	chr9	58583281	58583293	-	0.000	0.000	Merged-chr9-58583464-18
NR70844--MA0039.3.KLF4	chr9	110641167	110641177	+	0.000	0.000	Merged-chr9-110641188-21
NR30410--MA0741.1.KLF16	chr17	83654865	83654875	-	0.000	0.000	Merged-chr17-83654883-58
NR20567--MA0039.3.KLF4	chr14	59553393	59553403	-	0.000	0.000	Merged-chr14-59553394-22
NR70531--MA1107.1.KLF9	chr9	104269539	104269551	+	0.000	0.000	Merged-chr9-104269530-16
NR51557--MA0599.1.KLF5	chr5	100875936	100875945	+	0.000	0.000	Merged-chr5-100875815-38
NR13588--MA0493.1.Klf1	chr12	17511203	17511213	+	0.000	0.000	Merged-chr12-17511273-48
NR12633--MA0599.1.KLF5	chr11	111066112	111066121	-	0.000	0.000	Merged-chr11-111066070-45
NR56876--MA0493.1.Klf1	chr6	108717953	108717963	-	0.000	0.000	Merged-chr6-108717791-30
NR67113--MA0741.1.KLF16	chr8	120701897	120701907	-	0.000	0.000	Merged-chr8-120702084-56
NR56651--MA0039.3.KLF4	chr6	99435234	99435244	+	0.000	0.000	Merged-chr6-99435291-39
NR29266--MA1107.1.KLF9	chr17	47943100	47943112	+	0.000	0.000	Merged-chr17-47943297-31
NR5859--MA0741.1.KLF16	chr10	44368931	44368941	-	0.000	0.000	Merged-chr10-44368737-26
NR37673--MA0742.1.Klf12	chr2	114136953	114136967	-	0.000	0.000	Merged-chr2-114137020-31
NR19576--MA1107.1.KLF9	chr14	25421975	25421987	+	0.000	0.000	Merged-chr14-25421957-44
NR52521--MA0493.1.Klf1	chr5	122430272	122430282	+	0.000	0.000	Merged-chr5-122430278-22
NR27087--MA0493.1.Klf1	chr16	93552856	93552866	+	0.000	0.000	Merged-chr16-93552984-42
NR64508--MA0599.1.KLF5	chr8	27201030	27201039	+	0.000	0.000	Merged-chr8-27201067-26
NR26216--MA1107.1.KLF9	chr16	49796915	49796927	+	0.000	0.000	Merged-chr16-49797153-43
NR43273--MA0741.1.KLF16	chr3	131057380	131057390	-	0.000	0.000	Merged-chr3-131057396-52
NR10332--MA0742.1.Klf12	chr11	57958372	57958386	-	0.000	0.000	Merged-chr11-57958407-27
NR18920--MA0039.3.KLF4	chr13	118383765	118383775	+	0.000	0.000	Merged-chr13-118383663-25
NR52646--MA1107.1.KLF9	chr5	124036040	124036052	-	0.000	0.000	Merged-chr5-124035854-90
NR4841--MA0599.1.KLF5	chr1	191738897	191738906	-	0.000	0.000	Merged-chr1-191738954-40
NR52431--MA1107.1.KLF9	chr5	120685778	120685790	+	0.000	0.000	Merged-chr5-120685893-52
NR16737--MA0493.1.Klf1	chr13	43250874	43250884	+	0.000	0.000	Merged-chr13-43250604-89
NR5943--MA0742.1.Klf12	chr10	53461606	53461620	-	0.000	0.000	Merged-chr10-53461441-37
NR26234--MA1107.1.KLF9	chr16	49982430	49982442	-	0.000	0.000	Merged-chr16-49982447-38
NR43920--MA0039.3.KLF4	chr3	148419632	148419642	-	0.000	0.000	Merged-chr3-148419698-33
NR67114--MA1107.1.KLF9	chr8	120701896	120701908	-	0.000	0.000	Merged-chr8-120702084-56
NR24848--MA0599.1.KLF5	chr15	101388111	101388120	+	0.000	0.000	Merged-chr15-101388154-52
NR43272--MA0493.1.Klf1	chr3	131057381	131057391	-	0.000	0.000	Merged-chr3-131057396-52
NR69652--MA1107.1.KLF9	chr9	78074211	78074223	+	0.000	0.000	Merged-chr9-78074095-46
NR11575--MA0599.1.KLF5	chr11	88131942	88131951	+	0.000	0.000	Merged-chr11-88132051-21
NR21167--MA0742.1.Klf12	chr14	78692257	78692271	-	0.000	0.000	Merged-chr14-78692214-30
NR70661--MA0039.3.KLF4	chr9	107334441	107334451	+	0.000	0.000	Merged-chr9-107334469-86
NR10283--MA0741.1.KLF16	chr11	55131243	55131253	+	0.000	0.000	Merged-chr11-55131266-10
NR50620--MA0599.1.KLF5	chr5	64040799	64040808	+	0.000	0.000	Merged-chr5-64040859-39
NR34461--MA1107.1.KLF9	chr19	56756562	56756574	-	0.000	0.000	Merged-chr19-56756635-43
NR42755--MA1107.1.KLF9	chr3	115758850	115758862	-	0.000	0.000	Merged-chr3-115758930-94
NR62091--MA0741.1.KLF16	chr7	110796452	110796462	-	0.000	0.000	Merged-chr7-110796429-1
NR42313--MA0599.1.KLF5	chr3	101748388	101748397	+	0.000	0.000	Merged-chr3-101748481-44
NR52339--MA0599.1.KLF5	chr5	118404355	118404364	-	0.000	0.000	Merged-chr5-118404562-37
NR3085--MA0741.1.KLF16	chr1	153427077	153427087	-	0.000	0.000	Merged-chr1-153426995-33
NR33490--MA0742.1.Klf12	chr19	21786043	21786057	-	0.000	0.000	Merged-chr19-21785964-7
NR30407--MA0493.1.Klf1	chr17	83654866	83654876	-	0.000	0.000	Merged-chr17-83654883-58
NR10271--MA0742.1.Klf12	chr11	55131118	55131132	+	0.000	0.000	Merged-chr11-55131266-10
NR23696--MA0599.1.KLF5	chr15	78835209	78835218	-	0.000	0.000	Merged-chr15-78835387-37
NR49588--MA0493.1.Klf1	chr5	23722185	23722195	+	0.000	0.000	Merged-chr5-23722080-21
NR65526--MA1107.1.KLF9	chr8	72285493	72285505	+	0.000	0.000	Merged-chr8-72285397-19
NR22457--MA0039.3.KLF4	chr15	25884682	25884692	-	0.000	0.000	Merged-chr15-25884835-36
NR62055--MA1107.1.KLF9	chr7	110203786	110203798	-	0.000	0.000	Merged-chr7-110203728-41
