#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/8_footprint/1_mpbs/2_mpbs_Runx/Bcl6KO_Th1_rep1_fp_mpbs.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-pval-0.05_up.bed
MA0684.1.RUNX3--924	chr17	12165580	12165589	+	0.000	0.000	
MA0684.1.RUNX3--925	chr17	12174476	12174485	-	0.000	0.000	
MA0684.1.RUNX3--926	chr17	12916395	12916404	-	0.000	0.000	
MA0684.1.RUNX3--927	chr17	18458391	18458400	+	0.000	0.000	
MA0684.1.RUNX3--928	chr17	18764026	18764035	+	0.000	0.000	
MA0684.1.RUNX3--929	chr17	19435175	19435184	+	0.000	0.000	
MA0684.1.RUNX3--930	chr17	21733926	21733935	+	0.000	0.000	
MA0684.1.RUNX3--931	chr17	21909293	21909302	-	0.000	0.000	
MA0684.1.RUNX3--932	chr17	23547016	23547025	+	0.000	0.000	
MA0684.1.RUNX3--933	chr17	23599013	23599022	+	0.000	0.000	
MA0684.1.RUNX3--934	chr17	24455428	24455437	-	0.000	0.000	
MA0684.1.RUNX3--935	chr17	25829010	25829019	-	0.000	0.000	
MA0684.1.RUNX3--936	chr17	27075466	27075475	-	0.000	0.000	
MA0684.1.RUNX3--937	chr17	28270402	28270411	-	0.000	0.000	
MA0684.1.RUNX3--938	chr17	28477084	28477093	-	0.000	0.000	
MA0684.1.RUNX3--939	chr17	28516415	28516424	-	0.000	0.000	
MA0684.1.RUNX3--940	chr17	29304535	29304544	+	0.000	0.000	
MA0684.1.RUNX3--941	chr17	29307282	29307291	-	0.000	0.000	
MA0684.1.RUNX3--942	chr17	29395646	29395655	+	0.000	0.000	
MA0684.1.RUNX3--943	chr17	29494378	29494387	+	0.000	0.000	
MA0684.1.RUNX3--944	chr17	29531959	29531968	+	0.000	0.000	
MA0684.1.RUNX3--945	chr17	30842505	30842514	-	0.000	0.000	
MA0684.1.RUNX3--946	chr17	31220268	31220277	-	0.000	0.000	
MA0684.1.RUNX3--947	chr17	31659086	31659095	+	0.000	0.000	
MA0684.1.RUNX3--948	chr17	34210706	34210715	-	0.000	0.000	
MA0684.1.RUNX3--949	chr17	34896559	34896568	+	0.000	0.000	
MA0684.1.RUNX3--950	chr17	35246463	35246472	-	0.000	0.000	
MA0684.1.RUNX3--951	chr17	35997110	35997119	-	0.000	0.000	
MA0684.1.RUNX3--952	chr17	36227189	36227198	-	0.000	0.000	
MA0684.1.RUNX3--953	chr17	42837218	42837227	+	0.000	0.000	
MA0684.1.RUNX3--954	chr17	43092557	43092566	-	0.000	0.000	
MA0684.1.RUNX3--955	chr17	43900344	43900353	-	0.000	0.000	
MA0684.1.RUNX3--956	chr17	45384683	45384692	+	0.000	0.000	
MA0684.1.RUNX3--957	chr17	46074013	46074022	-	0.000	0.000	
MA0684.1.RUNX3--958	chr17	47293349	47293358	-	0.000	0.000	
MA0684.1.RUNX3--959	chr17	50331936	50331945	-	0.000	0.000	
MA0684.1.RUNX3--960	chr17	52149226	52149235	-	0.000	0.000	
MA0684.1.RUNX3--961	chr17	52162708	52162717	+	0.000	0.000	
MA0684.1.RUNX3--962	chr17	52468690	52468699	+	0.000	0.000	
MA0684.1.RUNX3--963	chr17	52591978	52591987	-	0.000	0.000	
MA0684.1.RUNX3--964	chr17	56036642	56036651	+	0.000	0.000	
MA0684.1.RUNX3--965	chr17	56819715	56819724	+	0.000	0.000	
MA0684.1.RUNX3--966	chr17	56911818	56911827	+	0.000	0.000	
MA0684.1.RUNX3--967	chr17	57194138	57194147	+	0.000	0.000	
MA0684.1.RUNX3--968	chr17	62784252	62784261	+	0.000	0.000	
MA0684.1.RUNX3--969	chr17	63850194	63850203	+	0.000	0.000	
MA0684.1.RUNX3--970	chr17	63863697	63863706	+	0.000	0.000	
MA0684.1.RUNX3--971	chr17	64193962	64193971	+	0.000	0.000	
MA0684.1.RUNX3--972	chr17	64332316	64332325	-	0.000	0.000	
MA0684.1.RUNX3--973	chr17	64859416	64859425	-	0.000	0.000	
MA0684.1.RUNX3--974	chr17	65541199	65541208	+	0.000	0.000	
MA0684.1.RUNX3--975	chr17	65870404	65870413	-	0.000	0.000	
MA0684.1.RUNX3--976	chr17	65885039	65885048	+	0.000	0.000	
MA0684.1.RUNX3--977	chr17	70847351	70847360	+	0.000	0.000	
MA0684.1.RUNX3--978	chr17	71663597	71663606	+	0.000	0.000	
MA0684.1.RUNX3--979	chr17	71663604	71663613	+	0.000	0.000	
MA0684.1.RUNX3--980	chr17	73263238	73263247	-	0.000	0.000	
MA0684.1.RUNX3--981	chr17	74294950	74294959	+	0.000	0.000	
MA0684.1.RUNX3--982	chr17	74828364	74828373	-	0.000	0.000	
MA0684.1.RUNX3--983	chr17	78247299	78247308	-	0.000	0.000	
MA0684.1.RUNX3--984	chr17	79042338	79042347	+	0.000	0.000	
MA0684.1.RUNX3--985	chr17	79965083	79965092	+	0.000	0.000	
MA0684.1.RUNX3--986	chr17	79965075	79965084	-	0.000	0.000	
MA0684.1.RUNX3--987	chr17	80128253	80128262	-	0.000	0.000	
MA0684.1.RUNX3--988	chr17	82237655	82237664	-	0.000	0.000	
MA0684.1.RUNX3--989	chr17	83720670	83720679	-	0.000	0.000	
MA0684.1.RUNX3--990	chr17	83846460	83846469	-	0.000	0.000	
MA0684.1.RUNX3--991	chr17	84436215	84436224	+	0.000	0.000	
MA0684.1.RUNX3--992	chr17	84666921	84666930	-	0.000	0.000	
MA0684.1.RUNX3--993	chr17	86041001	86041010	-	0.000	0.000	
MA0684.1.RUNX3--994	chr17	86779459	86779468	+	0.000	0.000	
MA0684.1.RUNX3--995	chr17	86880725	86880734	+	0.000	0.000	
MA0684.1.RUNX3--996	chr17	87364397	87364406	-	0.000	0.000	
MA0684.1.RUNX3--997	chr17	87698240	87698249	-	0.000	0.000	
MA0684.1.RUNX3--998	chr17	88484188	88484197	-	0.000	0.000	
MA0684.1.RUNX3--999	chr17	88985609	88985618	+	0.000	0.000	
MA0002.2.RUNX1--100	chr1	86005772	86005782	-	0.000	0.000	
MA0002.2.RUNX1--101	chr1	86179041	86179051	-	0.000	0.000	
MA0002.2.RUNX1--102	chr1	86643334	86643344	-	0.000	0.000	
MA0002.2.RUNX1--103	chr1	86733617	86733627	+	0.000	0.000	
MA0002.2.RUNX1--104	chr1	87187128	87187138	+	0.000	0.000	
MA0002.2.RUNX1--105	chr1	87621201	87621211	-	0.000	0.000	
MA0002.2.RUNX1--106	chr1	87637430	87637440	-	0.000	0.000	
MA0002.2.RUNX1--107	chr1	87866839	87866849	-	0.000	0.000	
MA0002.2.RUNX1--108	chr1	89046391	89046401	+	0.000	0.000	
MA0002.2.RUNX1--109	chr1	90479641	90479651	-	0.000	0.000	
MA0002.2.RUNX1--110	chr1	90677917	90677927	-	0.000	0.000	
MA0002.2.RUNX1--111	chr1	91049441	91049451	-	0.000	0.000	
MA0002.2.RUNX1--112	chr1	91049533	91049543	+	0.000	0.000	
MA0002.2.RUNX1--113	chr1	91064269	91064279	-	0.000	0.000	
MA0002.2.RUNX1--114	chr1	91080306	91080316	+	0.000	0.000	
MA0002.2.RUNX1--115	chr1	91413382	91413392	-	0.000	0.000	
MA0002.2.RUNX1--116	chr1	92064606	92064616	+	0.000	0.000	
MA0002.2.RUNX1--117	chr1	92080355	92080365	-	0.000	0.000	
MA0002.2.RUNX1--118	chr1	92469137	92469147	-	0.000	0.000	
MA0002.2.RUNX1--119	chr1	92774174	92774184	+	0.000	0.000	
MA0002.2.RUNX1--120	chr1	93377786	93377796	-	0.000	0.000	
MA0002.2.RUNX1--121	chr1	93803839	93803849	-	0.000	0.000	
MA0002.2.RUNX1--122	chr1	94048234	94048244	-	0.000	0.000	
MA0002.2.RUNX1--123	chr1	96331765	96331775	+	0.000	0.000	
MA0002.2.RUNX1--124	chr1	97623608	97623618	+	0.000	0.000	
MA0002.2.RUNX1--125	chr1	97633118	97633128	+	0.000	0.000	
MA0002.2.RUNX1--126	chr1	98081020	98081030	+	0.000	0.000	
MA0002.2.RUNX1--127	chr1	98130231	98130241	+	0.000	0.000	
MA0002.2.RUNX1--128	chr1	105019976	105019986	+	0.000	0.000	
MA0002.2.RUNX1--129	chr1	105020188	105020198	+	0.000	0.000	
MA0002.2.RUNX1--130	chr1	105284220	105284230	-	0.000	0.000	
MA0002.2.RUNX1--131	chr1	105443391	105443401	-	0.000	0.000	
MA0002.2.RUNX1--132	chr1	105752370	105752380	-	0.000	0.000	
MA0002.2.RUNX1--133	chr1	105980977	105980987	+	0.000	0.000	
MA0002.2.RUNX1--134	chr1	106152016	106152026	+	0.000	0.000	
MA0002.2.RUNX1--135	chr1	106162605	106162615	+	0.000	0.000	
MA0002.2.RUNX1--136	chr1	106268483	106268493	+	0.000	0.000	
MA0002.2.RUNX1--137	chr1	106268547	106268557	+	0.000	0.000	
MA0002.2.RUNX1--138	chr1	107985345	107985355	-	0.000	0.000	
MA0002.2.RUNX1--139	chr1	116363166	116363176	+	0.000	0.000	
MA0002.2.RUNX1--140	chr1	116363378	116363388	+	0.000	0.000	
MA0002.2.RUNX1--141	chr1	118398780	118398790	+	0.000	0.000	
MA0002.2.RUNX1--142	chr1	120047494	120047504	+	0.000	0.000	
MA0002.2.RUNX1--143	chr1	120245648	120245658	+	0.000	0.000	
MA0002.2.RUNX1--144	chr1	124770414	124770424	-	0.000	0.000	
MA0002.2.RUNX1--145	chr1	125560410	125560420	-	0.000	0.000	
MA0002.2.RUNX1--146	chr1	127557421	127557431	-	0.000	0.000	
MA0002.2.RUNX1--147	chr1	127830428	127830438	+	0.000	0.000	
MA0002.2.RUNX1--148	chr1	128540414	128540424	-	0.000	0.000	
MA0002.2.RUNX1--149	chr1	128570146	128570156	-	0.000	0.000	
MA0002.2.RUNX1--150	chr1	128956384	128956394	+	0.000	0.000	
MA0002.2.RUNX1--151	chr1	130520354	130520364	-	0.000	0.000	
MA0002.2.RUNX1--152	chr1	130988295	130988305	+	0.000	0.000	
MA0002.2.RUNX1--153	chr1	131080897	131080907	+	0.000	0.000	
MA0002.2.RUNX1--154	chr1	131200182	131200192	+	0.000	0.000	
MA0002.2.RUNX1--155	chr1	131308135	131308145	+	0.000	0.000	
MA0002.2.RUNX1--156	chr1	131347878	131347888	-	0.000	0.000	
MA0002.2.RUNX1--157	chr1	131350262	131350272	-	0.000	0.000	
MA0002.2.RUNX1--158	chr1	132264780	132264790	-	0.000	0.000	
MA0002.2.RUNX1--159	chr1	132356019	132356029	+	0.000	0.000	
MA0002.2.RUNX1--160	chr1	133073846	133073856	+	0.000	0.000	
MA0002.2.RUNX1--161	chr1	133237869	133237879	+	0.000	0.000	
MA0002.2.RUNX1--162	chr1	133763518	133763528	-	0.000	0.000	
MA0002.2.RUNX1--163	chr1	134098137	134098147	+	0.000	0.000	
MA0002.2.RUNX1--164	chr1	134557084	134557094	+	0.000	0.000	
MA0002.2.RUNX1--165	chr1	134962265	134962275	-	0.000	0.000	
MA0002.2.RUNX1--166	chr1	134962398	134962408	-	0.000	0.000	
MA0002.2.RUNX1--167	chr1	136247507	136247517	-	0.000	0.000	
MA0002.2.RUNX1--168	chr1	136423257	136423267	+	0.000	0.000	
MA0002.2.RUNX1--169	chr1	137061954	137061964	-	0.000	0.000	
MA0002.2.RUNX1--170	chr1	137156599	137156609	+	0.000	0.000	
MA0002.2.RUNX1--171	chr1	137898505	137898515	+	0.000	0.000	
MA0002.2.RUNX1--172	chr1	138038669	138038679	+	0.000	0.000	
MA0002.2.RUNX1--173	chr1	138136517	138136527	+	0.000	0.000	
MA0002.2.RUNX1--174	chr1	138157215	138157225	+	0.000	0.000	
MA0002.2.RUNX1--175	chr1	138560882	138560892	-	0.000	0.000	
MA0002.2.RUNX1--176	chr1	138598284	138598294	-	0.000	0.000	
MA0002.2.RUNX1--177	chr1	138931077	138931087	-	0.000	0.000	
MA0002.2.RUNX1--178	chr1	139413438	139413448	-	0.000	0.000	
MA0002.2.RUNX1--179	chr1	141190086	141190096	-	0.000	0.000	
MA0002.2.RUNX1--180	chr1	143466258	143466268	-	0.000	0.000	
MA0002.2.RUNX1--181	chr1	143466293	143466303	+	0.000	0.000	
MA0002.2.RUNX1--182	chr1	144006735	144006745	-	0.000	0.000	
MA0002.2.RUNX1--183	chr1	144243495	144243505	+	0.000	0.000	
MA0002.2.RUNX1--184	chr1	144308381	144308391	+	0.000	0.000	
MA0002.2.RUNX1--185	chr1	144993617	144993627	+	0.000	0.000	
MA0002.2.RUNX1--186	chr1	150232776	150232786	-	0.000	0.000	
MA0002.2.RUNX1--187	chr1	150232988	150232998	-	0.000	0.000	
MA0002.2.RUNX1--188	chr1	150809869	150809879	-	0.000	0.000	
MA0002.2.RUNX1--189	chr1	151096213	151096223	-	0.000	0.000	
MA0002.2.RUNX1--190	chr1	151125090	151125100	-	0.000	0.000	
MA0002.2.RUNX1--191	chr1	152903383	152903393	+	0.000	0.000	
MA0002.2.RUNX1--192	chr1	153058380	153058390	-	0.000	0.000	
MA0002.2.RUNX1--193	chr1	153140974	153140984	+	0.000	0.000	
MA0002.2.RUNX1--194	chr1	153238152	153238162	+	0.000	0.000	
MA0002.2.RUNX1--195	chr1	153238161	153238171	+	0.000	0.000	
MA0002.2.RUNX1--196	chr1	154182971	154182981	-	0.000	0.000	
MA0002.2.RUNX1--197	chr1	154818903	154818913	-	0.000	0.000	
MA0002.2.RUNX1--198	chr1	155223882	155223892	+	0.000	0.000	
MA0002.2.RUNX1--199	chr1	155476448	155476458	+	0.000	0.000	
MA0002.2.RUNX1--200	chr1	155784488	155784498	-	0.000	0.000	
MA0002.2.RUNX1--201	chr1	156408248	156408258	+	0.000	0.000	
MA0002.2.RUNX1--202	chr1	156615519	156615529	+	0.000	0.000	
MA0002.2.RUNX1--203	chr1	157017731	157017741	+	0.000	0.000	
MA0002.2.RUNX1--204	chr1	159523638	159523648	+	0.000	0.000	
MA0002.2.RUNX1--205	chr1	159812926	159812936	+	0.000	0.000	
MA0002.2.RUNX1--206	chr1	160024436	160024446	+	0.000	0.000	
MA0002.2.RUNX1--207	chr1	160053185	160053195	-	0.000	0.000	
MA0002.2.RUNX1--208	chr1	160307043	160307053	+	0.000	0.000	
MA0002.2.RUNX1--209	chr1	160843273	160843283	+	0.000	0.000	
MA0002.2.RUNX1--210	chr1	161070620	161070630	-	0.000	0.000	
MA0002.2.RUNX1--211	chr1	161775381	161775391	-	0.000	0.000	
MA0002.2.RUNX1--212	chr1	161794746	161794756	+	0.000	0.000	
MA0002.2.RUNX1--213	chr1	162126618	162126628	-	0.000	0.000	
MA0002.2.RUNX1--214	chr1	162295581	162295591	+	0.000	0.000	
MA0002.2.RUNX1--215	chr1	162673103	162673113	+	0.000	0.000	
MA0002.2.RUNX1--216	chr1	163374714	163374724	+	0.000	0.000	
MA0002.2.RUNX1--217	chr1	163374768	163374778	+	0.000	0.000	
MA0002.2.RUNX1--218	chr1	163930096	163930106	+	0.000	0.000	
MA0002.2.RUNX1--219	chr1	163930783	163930793	+	0.000	0.000	
MA0002.2.RUNX1--220	chr1	164316867	164316877	-	0.000	0.000	
MA0002.2.RUNX1--221	chr1	164458653	164458663	+	0.000	0.000	
MA0002.2.RUNX1--222	chr1	164935741	164935751	+	0.000	0.000	
MA0002.2.RUNX1--223	chr1	164973032	164973042	-	0.000	0.000	
MA0002.2.RUNX1--224	chr1	165404896	165404906	-	0.000	0.000	
MA0002.2.RUNX1--225	chr1	166428955	166428965	+	0.000	0.000	
MA0002.2.RUNX1--226	chr1	166517044	166517054	-	0.000	0.000	
MA0002.2.RUNX1--227	chr1	166517086	166517096	-	0.000	0.000	
MA0002.2.RUNX1--228	chr1	166841929	166841939	+	0.000	0.000	
MA0002.2.RUNX1--229	chr1	167923120	167923130	-	0.000	0.000	
MA0002.2.RUNX1--230	chr1	168205716	168205726	-	0.000	0.000	
MA0002.2.RUNX1--231	chr1	170136573	170136583	-	0.000	0.000	
MA0002.2.RUNX1--232	chr1	170167995	170168005	-	0.000	0.000	
MA0002.2.RUNX1--233	chr1	170949805	170949815	+	0.000	0.000	
MA0002.2.RUNX1--234	chr1	171114115	171114125	+	0.000	0.000	
MA0002.2.RUNX1--235	chr1	171123068	171123078	-	0.000	0.000	
MA0002.2.RUNX1--236	chr1	171604897	171604907	+	0.000	0.000	
MA0002.2.RUNX1--237	chr1	171762053	171762063	+	0.000	0.000	
MA0002.2.RUNX1--238	chr1	171771938	171771948	-	0.000	0.000	
MA0002.2.RUNX1--239	chr1	171782705	171782715	-	0.000	0.000	
MA0002.2.RUNX1--240	chr1	171796425	171796435	+	0.000	0.000	
MA0002.2.RUNX1--241	chr1	172310701	172310711	+	0.000	0.000	
MA0002.2.RUNX1--242	chr1	172624065	172624075	-	0.000	0.000	
MA0002.2.RUNX1--243	chr1	173913433	173913443	+	0.000	0.000	
MA0002.2.RUNX1--244	chr1	175626193	175626203	+	0.000	0.000	
MA0002.2.RUNX1--245	chr1	175631929	175631939	-	0.000	0.000	
MA0002.2.RUNX1--246	chr1	177409226	177409236	+	0.000	0.000	
MA0002.2.RUNX1--247	chr1	177592663	177592673	-	0.000	0.000	
MA0002.2.RUNX1--248	chr1	179477348	179477358	-	0.000	0.000	
MA0002.2.RUNX1--249	chr1	179700076	179700086	+	0.000	0.000	
MA0002.2.RUNX1--250	chr1	180296298	180296308	+	0.000	0.000	
MA0002.2.RUNX1--251	chr1	180344481	180344491	-	0.000	0.000	
MA0002.2.RUNX1--252	chr1	180356402	180356412	-	0.000	0.000	
MA0002.2.RUNX1--253	chr1	180432048	180432058	+	0.000	0.000	
MA0002.2.RUNX1--254	chr1	180511053	180511063	+	0.000	0.000	
MA0002.2.RUNX1--255	chr1	180531602	180531612	+	0.000	0.000	
MA0002.2.RUNX1--256	chr1	180546332	180546342	+	0.000	0.000	
MA0002.2.RUNX1--257	chr1	180810552	180810562	+	0.000	0.000	
MA0002.2.RUNX1--258	chr1	180974586	180974596	+	0.000	0.000	
MA0002.2.RUNX1--259	chr1	181231535	181231545	-	0.000	0.000	
MA0002.2.RUNX1--260	chr1	181256801	181256811	+	0.000	0.000	
MA0002.2.RUNX1--261	chr1	181860899	181860909	+	0.000	0.000	
MA0002.2.RUNX1--262	chr1	181877212	181877222	+	0.000	0.000	
MA0002.2.RUNX1--263	chr1	183143465	183143475	-	0.000	0.000	
MA0002.2.RUNX1--264	chr1	183264217	183264227	+	0.000	0.000	
MA0002.2.RUNX1--265	chr1	183264257	183264267	+	0.000	0.000	
MA0002.2.RUNX1--266	chr1	183987987	183987997	-	0.000	0.000	
MA0002.2.RUNX1--267	chr1	184005826	184005836	-	0.000	0.000	
MA0002.2.RUNX1--268	chr1	184067128	184067138	+	0.000	0.000	
MA0002.2.RUNX1--269	chr1	184118180	184118190	+	0.000	0.000	
MA0002.2.RUNX1--270	chr1	184510962	184510972	-	0.000	0.000	
MA0002.2.RUNX1--271	chr1	184534536	184534546	+	0.000	0.000	
MA0002.2.RUNX1--272	chr1	184573498	184573508	-	0.000	0.000	
MA0002.2.RUNX1--273	chr1	184576109	184576119	-	0.000	0.000	
MA0002.2.RUNX1--274	chr1	184612396	184612406	-	0.000	0.000	
MA0002.2.RUNX1--275	chr1	184908695	184908705	-	0.000	0.000	
MA0002.2.RUNX1--276	chr1	185723104	185723114	+	0.000	0.000	
MA0002.2.RUNX1--277	chr1	185723177	185723187	+	0.000	0.000	
MA0002.2.RUNX1--278	chr1	186401238	186401248	+	0.000	0.000	
MA0002.2.RUNX1--279	chr1	186722205	186722215	-	0.000	0.000	
MA0002.2.RUNX1--280	chr1	187882314	187882324	+	0.000	0.000	
MA0002.2.RUNX1--281	chr1	188780436	188780446	-	0.000	0.000	
MA0002.2.RUNX1--282	chr1	188980206	188980216	-	0.000	0.000	
MA0002.2.RUNX1--283	chr1	189085445	189085455	-	0.000	0.000	
MA0002.2.RUNX1--284	chr1	189500180	189500190	-	0.000	0.000	
MA0002.2.RUNX1--285	chr1	190187667	190187677	+	0.000	0.000	
MA0002.2.RUNX1--286	chr1	190471497	190471507	+	0.000	0.000	
MA0002.2.RUNX1--287	chr1	190911884	190911894	+	0.000	0.000	
MA0002.2.RUNX1--288	chr1	191432959	191432969	+	0.000	0.000	
MA0002.2.RUNX1--289	chr1	191446223	191446233	-	0.000	0.000	
MA0002.2.RUNX1--290	chr1	191780421	191780431	-	0.000	0.000	
MA0002.2.RUNX1--291	chr1	192062561	192062571	-	0.000	0.000	
MA0002.2.RUNX1--292	chr1	192243116	192243126	+	0.000	0.000	
MA0002.2.RUNX1--293	chr1	192347447	192347457	-	0.000	0.000	
MA0002.2.RUNX1--294	chr1	192763314	192763324	-	0.000	0.000	
MA0002.2.RUNX1--295	chr1	192770816	192770826	-	0.000	0.000	
MA0002.2.RUNX1--296	chr1	193181245	193181255	+	0.000	0.000	
MA0002.2.RUNX1--297	chr1	193198495	193198505	-	0.000	0.000	
MA0002.2.RUNX1--298	chr1	193201906	193201916	+	0.000	0.000	
MA0002.2.RUNX1--299	chr1	193303653	193303663	+	0.000	0.000	
MA0002.2.RUNX1--300	chr1	193329814	193329824	-	0.000	0.000	
MA0002.2.RUNX1--301	chr1	193366014	193366024	+	0.000	0.000	
MA0002.2.RUNX1--302	chr1	193366053	193366063	-	0.000	0.000	
MA0002.2.RUNX1--303	chr1	193795513	193795523	+	0.000	0.000	
MA0002.2.RUNX1--304	chr1	195020068	195020078	+	0.000	0.000	
MA0002.2.RUNX1--305	chr10	3237254	3237264	+	0.000	0.000	
MA0002.2.RUNX1--306	chr10	4052388	4052398	-	0.000	0.000	
MA0002.2.RUNX1--307	chr10	4347035	4347045	+	0.000	0.000	
MA0002.2.RUNX1--308	chr10	6988787	6988797	-	0.000	0.000	
MA0002.2.RUNX1--309	chr10	7473924	7473934	+	0.000	0.000	
MA0002.2.RUNX1--310	chr10	7839242	7839252	-	0.000	0.000	
MA0002.2.RUNX1--311	chr10	8197817	8197827	+	0.000	0.000	
MA0002.2.RUNX1--312	chr10	12842824	12842834	+	0.000	0.000	
MA0002.2.RUNX1--313	chr10	14034244	14034254	-	0.000	0.000	
MA0002.2.RUNX1--314	chr10	14058067	14058077	+	0.000	0.000	
MA0002.2.RUNX1--315	chr10	19171936	19171946	+	0.000	0.000	
MA0002.2.RUNX1--316	chr10	19209817	19209827	+	0.000	0.000	
MA0002.2.RUNX1--317	chr10	19494662	19494672	+	0.000	0.000	
MA0002.2.RUNX1--318	chr10	19598345	19598355	+	0.000	0.000	
MA0002.2.RUNX1--319	chr10	20119533	20119543	-	0.000	0.000	
MA0002.2.RUNX1--320	chr10	20281595	20281605	+	0.000	0.000	
MA0002.2.RUNX1--321	chr10	21354055	21354065	+	0.000	0.000	
MA0002.2.RUNX1--322	chr10	21504626	21504636	-	0.000	0.000	
MA0002.2.RUNX1--323	chr10	21535820	21535830	+	0.000	0.000	
MA0002.2.RUNX1--324	chr10	21907127	21907137	+	0.000	0.000	
MA0002.2.RUNX1--325	chr10	21964441	21964451	-	0.000	0.000	
MA0002.2.RUNX1--326	chr10	21975602	21975612	-	0.000	0.000	
MA0002.2.RUNX1--327	chr10	22201607	22201617	+	0.000	0.000	
MA0002.2.RUNX1--328	chr10	22391845	22391855	+	0.000	0.000	
MA0002.2.RUNX1--329	chr10	22714805	22714815	-	0.000	0.000	
MA0002.2.RUNX1--330	chr10	24636120	24636130	+	0.000	0.000	
MA0002.2.RUNX1--331	chr10	24711322	24711332	+	0.000	0.000	
MA0002.2.RUNX1--332	chr10	26325511	26325521	+	0.000	0.000	
MA0002.2.RUNX1--333	chr10	26364520	26364530	+	0.000	0.000	
MA0002.2.RUNX1--334	chr10	26799660	26799670	-	0.000	0.000	
MA0002.2.RUNX1--335	chr10	28695072	28695082	+	0.000	0.000	
MA0002.2.RUNX1--336	chr10	28856044	28856054	-	0.000	0.000	
MA0002.2.RUNX1--337	chr10	29688522	29688532	+	0.000	0.000	
MA0002.2.RUNX1--338	chr10	30200603	30200613	-	0.000	0.000	
MA0002.2.RUNX1--339	chr10	30537424	30537434	-	0.000	0.000	
MA0002.2.RUNX1--340	chr10	30716172	30716182	+	0.000	0.000	
MA0002.2.RUNX1--341	chr10	32219075	32219085	+	0.000	0.000	
MA0002.2.RUNX1--342	chr10	37249677	37249687	+	0.000	0.000	
MA0002.2.RUNX1--343	chr10	37249705	37249715	+	0.000	0.000	
MA0002.2.RUNX1--344	chr10	38510405	38510415	-	0.000	0.000	
MA0002.2.RUNX1--345	chr10	39192890	39192900	+	0.000	0.000	
MA0002.2.RUNX1--346	chr10	39402665	39402675	+	0.000	0.000	
MA0002.2.RUNX1--347	chr10	39421391	39421401	-	0.000	0.000	
MA0002.2.RUNX1--348	chr10	39432480	39432490	+	0.000	0.000	
MA0002.2.RUNX1--349	chr10	39555444	39555454	-	0.000	0.000	
MA0002.2.RUNX1--350	chr10	40163570	40163580	+	0.000	0.000	
MA0002.2.RUNX1--351	chr10	40371663	40371673	+	0.000	0.000	
MA0002.2.RUNX1--352	chr10	41984450	41984460	+	0.000	0.000	
MA0002.2.RUNX1--353	chr10	43004915	43004925	-	0.000	0.000	
MA0002.2.RUNX1--354	chr10	44410158	44410168	+	0.000	0.000	
MA0002.2.RUNX1--355	chr10	44700419	44700429	+	0.000	0.000	
MA0002.2.RUNX1--356	chr10	44715513	44715523	-	0.000	0.000	
MA0002.2.RUNX1--357	chr10	45710877	45710887	+	0.000	0.000	
MA0002.2.RUNX1--358	chr10	45710999	45711009	+	0.000	0.000	
MA0002.2.RUNX1--359	chr10	52010115	52010125	+	0.000	0.000	
MA0002.2.RUNX1--360	chr10	52993889	52993899	+	0.000	0.000	
MA0002.2.RUNX1--361	chr10	57186514	57186524	-	0.000	0.000	
MA0002.2.RUNX1--362	chr10	58354857	58354867	-	0.000	0.000	
MA0002.2.RUNX1--363	chr10	59392124	59392134	-	0.000	0.000	
MA0002.2.RUNX1--364	chr10	59699107	59699117	+	0.000	0.000	
MA0002.2.RUNX1--365	chr10	59865200	59865210	-	0.000	0.000	
MA0002.2.RUNX1--366	chr10	60003191	60003201	+	0.000	0.000	
MA0002.2.RUNX1--367	chr10	60003421	60003431	+	0.000	0.000	
MA0002.2.RUNX1--368	chr10	60162574	60162584	+	0.000	0.000	
MA0002.2.RUNX1--369	chr10	60346224	60346234	-	0.000	0.000	
MA0002.2.RUNX1--370	chr10	60381011	60381021	+	0.000	0.000	
MA0002.2.RUNX1--371	chr10	60381312	60381322	+	0.000	0.000	
MA0002.2.RUNX1--372	chr10	61465229	61465239	-	0.000	0.000	
MA0002.2.RUNX1--373	chr10	61680237	61680247	-	0.000	0.000	
MA0002.2.RUNX1--374	chr10	67049461	67049471	+	0.000	0.000	
MA0002.2.RUNX1--375	chr10	67065738	67065748	+	0.000	0.000	
MA0002.2.RUNX1--376	chr10	67585947	67585957	+	0.000	0.000	
MA0002.2.RUNX1--377	chr10	67658076	67658086	+	0.000	0.000	
MA0002.2.RUNX1--378	chr10	67658407	67658417	-	0.000	0.000	
MA0002.2.RUNX1--379	chr10	67658505	67658515	-	0.000	0.000	
MA0002.2.RUNX1--380	chr10	67727768	67727778	-	0.000	0.000	
MA0002.2.RUNX1--381	chr10	67859268	67859278	-	0.000	0.000	
MA0002.2.RUNX1--382	chr10	67872007	67872017	+	0.000	0.000	
