#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.05_up.bed
NR9104--MA0002.2.RUNX1	chr6	137795425	137795435	-	0.000	0.000	Merged-chr6-137795480-24
NR7424--MA0002.2.RUNX1	chr4	89400558	89400568	+	0.000	0.000	Merged-chr4-89400416-12
NR1242--MA0002.2.RUNX1	chr10	89597441	89597451	-	0.000	0.000	Merged-chr10-89597404-12
NR3273--MA0511.2.RUNX2	chr13	112211292	112211300	+	0.000	0.000	Merged-chr13-112211274-7
NR10864--MA0511.2.RUNX2	chr9	105499568	105499576	-	0.000	0.000	Merged-chr9-105499679-15
NR7533--MA0002.2.RUNX1	chr4	116185319	116185329	+	0.000	0.000	Merged-chr4-116185296-27
NR5582--MA0002.2.RUNX1	chr19	36537956	36537966	+	0.000	0.000	Merged-chr19-36537887-4
NR9835--MA0511.2.RUNX2	chr7	140981913	140981921	+	0.000	0.000	Merged-chr7-140982058-21
NR1403--MA0684.1.RUNX3	chr10	117975594	117975603	+	0.000	0.000	Merged-chr10-117975710-27
NR9160--MA0002.2.RUNX1	chr6	144602993	144603003	-	0.000	0.000	Merged-chr6-144603024-14
NR9431--MA0002.2.RUNX1	chr7	75760662	75760672	+	0.000	0.000	Merged-chr7-75760769-39
NR129--MA0511.2.RUNX2	chr1	51572884	51572892	-	0.000	0.000	Merged-chr1-51572755-47
NR5200--MA0002.2.RUNX1	chr18	39049169	39049179	+	0.000	0.000	Merged-chr18-39049078-69
NR5866--MA0002.2.RUNX1	chr2	34969673	34969683	-	0.000	0.000	Merged-chr2-34969662-3
NR1241--MA0684.1.RUNX3	chr10	89597370	89597379	-	0.000	0.000	Merged-chr10-89597404-12
NR8972--MA0002.2.RUNX1	chr6	124375733	124375743	-	0.000	0.000	Merged-chr6-124375670-49
NR9831--MA0684.1.RUNX3	chr7	140947307	140947316	-	0.000	0.000	Merged-chr7-140947277-49
NR1364--MA0002.2.RUNX1	chr10	116487538	116487548	-	0.000	0.000	Merged-chr10-116487356-53
NR9683--MA0002.2.RUNX1	chr7	118113648	118113658	-	0.000	0.000	Merged-chr7-118113743-35
NR7384--MA0002.2.RUNX1	chr4	83234294	83234304	-	0.000	0.000	Merged-chr4-83234214-31
NR7611--MA0511.2.RUNX2	chr4	132748881	132748889	+	0.000	0.000	Merged-chr4-132748989-25
NR3057--MA0002.2.RUNX1	chr13	89418967	89418977	-	0.000	0.000	Merged-chr13-89418895-21
NR5835--MA0511.2.RUNX2	chr2	30112735	30112743	-	0.000	0.000	Merged-chr2-30112786-18
NR9381--MA0511.2.RUNX2	chr7	63973380	63973388	+	0.000	0.000	Merged-chr7-63973470-12
NR1905--MA0684.1.RUNX3	chr11	83746275	83746284	+	0.000	0.000	Merged-chr11-83746367-9
NR7525--MA0002.2.RUNX1	chr4	111455963	111455973	+	0.000	0.000	Merged-chr4-111456023-24
NR6228--MA0684.1.RUNX3	chr2	128335906	128335915	+	0.000	0.000	Merged-chr2-128335870-5
NR5355--MA0684.1.RUNX3	chr18	79300920	79300929	-	0.000	0.000	Merged-chr18-79300838-16
NR10472--MA0684.1.RUNX3	chr9	44037339	44037348	-	0.000	0.000	Merged-chr9-44037294-17
NR9837--MA0002.2.RUNX1	chr7	140981913	140981923	-	0.000	0.000	Merged-chr7-140982058-21
NR7886--MA0002.2.RUNX1	chr5	23637511	23637521	-	0.000	0.000	Merged-chr5-23637519-38
NR5606--MA0002.2.RUNX1	chr19	42149675	42149685	-	0.000	0.000	Merged-chr19-42149753-11
NR3579--MA0684.1.RUNX3	chr14	65330857	65330866	-	0.000	0.000	Merged-chr14-65330788-23
