#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_I--ATAC_peaks.bed all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
Merged-chr4-57956340-134	chr4	57956006	57956699	+	0.000	0.000	Merged-chr4-57956340-134
Merged-chr4-154141086-18	chr4	154140587	154141380	+	0.000	0.000	Merged-chr4-154141086-18
Merged-chr10-91182003-104	chr10	91181598	91182312	+	0.000	0.000	Merged-chr10-91182003-104
Merged-chr2-65145677-23	chr2	65145492	65145824	+	0.000	0.000	Merged-chr2-65145677-23
Merged-chr14-121311432-44	chr14	121310984	121312243	+	0.000	0.000	Merged-chr14-121311432-44
Merged-chr10-111422684-38	chr10	111422363	111423056	+	0.000	0.000	Merged-chr10-111422684-38
Merged-chr16-52426369-2	chr16	52426256	52426485	+	0.000	0.000	Merged-chr16-52426369-2
Merged-chr19-12570580-4	chr19	12570460	12570702	+	0.000	0.000	Merged-chr19-12570580-4
Merged-chr19-55755758-1	chr19	55755660	55755858	+	0.000	0.000	Merged-chr19-55755758-1
Merged-chr18-75424574-26	chr18	75424381	75424779	+	0.000	0.000	Merged-chr18-75424574-26
Merged-chr15-78802818-50	chr15	78802601	78803140	+	0.000	0.000	Merged-chr15-78802818-50
Merged-chr6-142386410-1	chr6	142386312	142386510	+	0.000	0.000	Merged-chr6-142386410-1
Merged-chr3-86682940-13	chr3	86682720	86683146	+	0.000	0.000	Merged-chr3-86682940-13
Merged-chr13-101641888-2	chr13	101641771	101642008	+	0.000	0.000	Merged-chr13-101641888-2
Merged-chr4-135045078-6	chr4	135044931	135045208	+	0.000	0.000	Merged-chr4-135045078-6
Merged-chr1-134093457-135	chr1	134093233	134093660	+	0.000	0.000	Merged-chr1-134093457-135
Merged-chr2-167345442-1	chr2	167345344	167345542	+	0.000	0.000	Merged-chr2-167345442-1
Merged-chr2-128465659-44	chr2	128465408	128465923	+	0.000	0.000	Merged-chr2-128465659-44
Merged-chr17-87315064-70	chr17	87314844	87315344	+	0.000	0.000	Merged-chr17-87315064-70
Merged-chr18-74788763-4	chr18	74788594	74788895	+	0.000	0.000	Merged-chr18-74788763-4
Merged-chr13-59674921-1	chr13	59674823	59675021	+	0.000	0.000	Merged-chr13-59674921-1
Merged-chr16-58523344-116	chr16	58523015	58523565	+	0.000	0.000	Merged-chr16-58523344-116
Merged-chr11-95339551-2	chr11	95339448	95339656	+	0.000	0.000	Merged-chr11-95339551-2
Merged-chr1-181841825-4	chr1	181841726	181841926	+	0.000	0.000	Merged-chr1-181841825-4
Merged-chr5-52742393-1	chr5	52742295	52742493	+	0.000	0.000	Merged-chr5-52742393-1
Merged-chr2-99749449-1	chr2	99749351	99749549	+	0.000	0.000	Merged-chr2-99749449-1
Merged-chr9-44018069-13	chr9	44017934	44018244	+	0.000	0.000	Merged-chr9-44018069-13
Merged-chr2-109378237-2	chr2	109378139	109378337	+	0.000	0.000	Merged-chr2-109378237-2
Merged-chr8-18946127-20	chr8	18945711	18946348	+	0.000	0.000	Merged-chr8-18946127-20
Merged-chr12-70713725-41	chr12	70713389	70714026	+	0.000	0.000	Merged-chr12-70713725-41
Merged-chr10-41478018-1	chr10	41477920	41478118	+	0.000	0.000	Merged-chr10-41478018-1
Merged-chr6-135501519-1	chr6	135501421	135501619	+	0.000	0.000	Merged-chr6-135501519-1
Merged-chr16-58514675-26	chr16	58514334	58514873	+	0.000	0.000	Merged-chr16-58514675-26
Merged-chr4-23983062-1	chr4	23982964	23983162	+	0.000	0.000	Merged-chr4-23983062-1
Merged-chr5-112298638-39	chr5	112298397	112298888	+	0.000	0.000	Merged-chr5-112298638-39
Merged-chr3-93596332-4	chr3	93596143	93596612	+	0.000	0.000	Merged-chr3-93596332-4
Merged-chr10-41822812-15	chr10	41822598	41823107	+	0.000	0.000	Merged-chr10-41822812-15
Merged-chr1-159911218-36	chr1	159911005	159911610	+	0.000	0.000	Merged-chr1-159911218-36
Merged-chr18-73546535-11	chr18	73546413	73546660	+	0.000	0.000	Merged-chr18-73546535-11
Merged-chr5-93267290-2	chr5	93267173	93267409	+	0.000	0.000	Merged-chr5-93267290-2
Merged-chr11-120598448-54	chr11	120598155	120598696	+	0.000	0.000	Merged-chr11-120598448-54
Merged-chr2-112556688-44	chr2	112556277	112557060	+	0.000	0.000	Merged-chr2-112556688-44
Merged-chrX-153374755-1	chrX	153374657	153374855	+	0.000	0.000	Merged-chrX-153374755-1
Merged-chrX-164419755-68	chrX	164419543	164420069	+	0.000	0.000	Merged-chrX-164419755-68
Merged-chr8-84872739-1	chr8	84872641	84872839	+	0.000	0.000	Merged-chr8-84872739-1
Merged-chr14-70287567-29	chr14	70287328	70287774	+	0.000	0.000	Merged-chr14-70287567-29
Merged-chr17-31834871-1	chr17	31834773	31834971	+	0.000	0.000	Merged-chr17-31834871-1
Merged-chr3-144253083-46	chr3	144252682	144253361	+	0.000	0.000	Merged-chr3-144253083-46
Merged-chr7-142456264-1	chr7	142456166	142456364	+	0.000	0.000	Merged-chr7-142456264-1
Merged-chr2-9659057-26	chr2	9658854	9659345	+	0.000	0.000	Merged-chr2-9659057-26
Merged-chr5-34526064-63	chr5	34525811	34526334	+	0.000	0.000	Merged-chr5-34526064-63
Merged-chr9-108691686-1	chr9	108691588	108691786	+	0.000	0.000	Merged-chr9-108691686-1
Merged-chr5-150540130-8	chr5	150539942	150540304	+	0.000	0.000	Merged-chr5-150540130-8
Merged-chr2-9691947-64	chr2	9691587	9692299	+	0.000	0.000	Merged-chr2-9691947-64
Merged-chr6-38299066-52	chr6	38298786	38299398	+	0.000	0.000	Merged-chr6-38299066-52
Merged-chr9-108692471-86	chr9	108691904	108693002	+	0.000	0.000	Merged-chr9-108692471-86
Merged-chr19-18631722-88	chr19	18631344	18632129	+	0.000	0.000	Merged-chr19-18631722-88
Merged-chr10-44529535-56	chr10	44529260	44529778	+	0.000	0.000	Merged-chr10-44529535-56
Merged-chr14-72985384-7	chr14	72985182	72985598	+	0.000	0.000	Merged-chr14-72985384-7
Merged-chr2-128127949-3	chr2	128127845	128128062	+	0.000	0.000	Merged-chr2-128127949-3
Merged-chr1-91621373-6	chr1	91621217	91621520	+	0.000	0.000	Merged-chr1-91621373-6
Merged-chr8-115531430-21	chr8	115531244	115531620	+	0.000	0.000	Merged-chr8-115531430-21
Merged-chr10-94416314-14	chr10	94416071	94416506	+	0.000	0.000	Merged-chr10-94416314-14
Merged-chr4-43479477-7	chr4	43479240	43479684	+	0.000	0.000	Merged-chr4-43479477-7
Merged-chr9-57834243-10	chr9	57833993	57834404	+	0.000	0.000	Merged-chr9-57834243-10
Merged-chr1-182281108-2	chr1	182281010	182281208	+	0.000	0.000	Merged-chr1-182281108-2
Merged-chr1-58652657-88	chr1	58652334	58653083	+	0.000	0.000	Merged-chr1-58652657-88
Merged-chr14-47354448-30	chr14	47354057	47354900	+	0.000	0.000	Merged-chr14-47354448-30
Merged-chr11-115428009-26	chr11	115427826	115428271	+	0.000	0.000	Merged-chr11-115428009-26
Merged-chr11-104549653-13	chr11	104549476	104549788	+	0.000	0.000	Merged-chr11-104549653-13
Merged-chr6-108661578-14	chr6	108661359	108661760	+	0.000	0.000	Merged-chr6-108661578-14
Merged-chr7-139224870-39	chr7	139224607	139225102	+	0.000	0.000	Merged-chr7-139224870-39
Merged-chr4-133038867-38	chr4	133038551	133039151	+	0.000	0.000	Merged-chr4-133038867-38
Merged-chr6-109231393-1	chr6	109231295	109231493	+	0.000	0.000	Merged-chr6-109231393-1
Merged-chr14-47259140-29	chr14	47258984	47259345	+	0.000	0.000	Merged-chr14-47259140-29
Merged-chr2-154754253-27	chr2	154754023	154754479	+	0.000	0.000	Merged-chr2-154754253-27
Merged-chr9-44483363-10	chr9	44483080	44483567	+	0.000	0.000	Merged-chr9-44483363-10
Merged-chr8-115159945-72	chr8	115159129	115160360	+	0.000	0.000	Merged-chr8-115159945-72
Merged-chr13-102126870-1	chr13	102126772	102126970	+	0.000	0.000	Merged-chr13-102126870-1
Merged-chr16-49840085-71	chr16	49839762	49840319	+	0.000	0.000	Merged-chr16-49840085-71
Merged-chr11-98918377-19	chr11	98918194	98918582	+	0.000	0.000	Merged-chr11-98918377-19
Merged-chr2-70127363-89	chr2	70126835	70128115	+	0.000	0.000	Merged-chr2-70127363-89
Merged-chr13-45872206-76	chr13	45871883	45872667	+	0.000	0.000	Merged-chr13-45872206-76
Merged-chr15-73720956-21	chr15	73720653	73721183	+	0.000	0.000	Merged-chr15-73720956-21
Merged-chr15-55560505-2	chr15	55560381	55560631	+	0.000	0.000	Merged-chr15-55560505-2
Merged-chr6-113691184-6	chr6	113691012	113691378	+	0.000	0.000	Merged-chr6-113691184-6
Merged-chr10-83869390-2	chr10	83869285	83869498	+	0.000	0.000	Merged-chr10-83869390-2
Merged-chr3-109171494-32	chr3	109171259	109171716	+	0.000	0.000	Merged-chr3-109171494-32
Merged-chr2-105398879-2	chr2	105398781	105398979	+	0.000	0.000	Merged-chr2-105398879-2
Merged-chr9-37553299-2	chr9	37553201	37553399	+	0.000	0.000	Merged-chr9-37553299-2
Merged-chr17-27204193-91	chr17	27203833	27204701	+	0.000	0.000	Merged-chr17-27204193-91
Merged-chr11-118476977-48	chr11	118476795	118477189	+	0.000	0.000	Merged-chr11-118476977-48
Merged-chr17-57167239-24	chr17	57167009	57167469	+	0.000	0.000	Merged-chr17-57167239-24
Merged-chr2-125341077-1	chr2	125340979	125341177	+	0.000	0.000	Merged-chr2-125341077-1
Merged-chr16-17125112-58	chr16	17124802	17125459	+	0.000	0.000	Merged-chr16-17125112-58
Merged-chr18-84086022-5	chr18	84085845	84086164	+	0.000	0.000	Merged-chr18-84086022-5
Merged-chr7-114093850-17	chr7	114093658	114094030	+	0.000	0.000	Merged-chr7-114093850-17
Merged-chr8-106949012-29	chr8	106948813	106949255	+	0.000	0.000	Merged-chr8-106949012-29
Merged-chr9-57262063-111	chr9	57260967	57262698	+	0.000	0.000	Merged-chr9-57262063-111
Merged-chr17-87286000-2	chr17	87285893	87286110	+	0.000	0.000	Merged-chr17-87286000-2
Merged-chr11-110496308-14	chr11	110495961	110496504	+	0.000	0.000	Merged-chr11-110496308-14
Merged-chr9-72955826-8	chr9	72955682	72955969	+	0.000	0.000	Merged-chr9-72955826-8
Merged-chr14-20173157-1	chr14	20173059	20173257	+	0.000	0.000	Merged-chr14-20173157-1
Merged-chr9-37552724-59	chr9	37552354	37553111	+	0.000	0.000	Merged-chr9-37552724-59
Merged-chr4-24556316-23	chr4	24556150	24556500	+	0.000	0.000	Merged-chr4-24556316-23
Merged-chr4-24537174-7	chr4	24536957	24537365	+	0.000	0.000	Merged-chr4-24537174-7
Merged-chr7-74695454-1	chr7	74695356	74695554	+	0.000	0.000	Merged-chr7-74695454-1
Merged-chr4-107802171-78	chr4	107801755	107802523	+	0.000	0.000	Merged-chr4-107802171-78
Merged-chr3-10012893-114	chr3	10012654	10013303	+	0.000	0.000	Merged-chr3-10012893-114
Merged-chr14-47276879-81	chr14	47276593	47277167	+	0.000	0.000	Merged-chr14-47276879-81
Merged-chr11-101095515-65	chr11	101095271	101095801	+	0.000	0.000	Merged-chr11-101095515-65
Merged-chr7-28810674-63	chr7	28810420	28810983	+	0.000	0.000	Merged-chr7-28810674-63
Merged-chr2-128103653-19	chr2	128103370	128103864	+	0.000	0.000	Merged-chr2-128103653-19
Merged-chr7-130727119-52	chr7	130726748	130727418	+	0.000	0.000	Merged-chr7-130727119-52
Merged-chr15-37787593-1	chr15	37787495	37787693	+	0.000	0.000	Merged-chr15-37787593-1
Merged-chr3-137110581-3	chr3	137110399	137110732	+	0.000	0.000	Merged-chr3-137110581-3
Merged-chr18-65808951-8	chr18	65808821	65809083	+	0.000	0.000	Merged-chr18-65808951-8
Merged-chr7-130631867-47	chr7	130631612	130632131	+	0.000	0.000	Merged-chr7-130631867-47
Merged-chr13-95942793-1	chr13	95942695	95942893	+	0.000	0.000	Merged-chr13-95942793-1
Merged-chr1-91626193-21	chr1	91625988	91626418	+	0.000	0.000	Merged-chr1-91626193-21
Merged-chr7-123327122-14	chr7	123326886	123327421	+	0.000	0.000	Merged-chr7-123327122-14
Merged-chr10-59236613-4	chr10	59236413	59236759	+	0.000	0.000	Merged-chr10-59236613-4
Merged-chr9-57259963-13	chr9	57259693	57260248	+	0.000	0.000	Merged-chr9-57259963-13
Merged-chr2-11331773-28	chr2	11331493	11332152	+	0.000	0.000	Merged-chr2-11331773-28
Merged-chr2-167368139-124	chr2	167367720	167368355	+	0.000	0.000	Merged-chr2-167368139-124
Merged-chr13-108215159-4	chr13	108215033	108215345	+	0.000	0.000	Merged-chr13-108215159-4
Merged-chr2-9876074-34	chr2	9875913	9876215	+	0.000	0.000	Merged-chr2-9876074-34
Merged-chr2-128388086-23	chr2	128387868	128388260	+	0.000	0.000	Merged-chr2-128388086-23
Merged-chr10-94408966-47	chr10	94408707	94409191	+	0.000	0.000	Merged-chr10-94408966-47
Merged-chr9-57862051-8	chr9	57861894	57862205	+	0.000	0.000	Merged-chr9-57862051-8
Merged-chr7-74554229-6	chr7	74554065	74554382	+	0.000	0.000	Merged-chr7-74554229-6
Merged-chr4-8647545-77	chr4	8647132	8647997	+	0.000	0.000	Merged-chr4-8647545-77
Merged-chr2-118602008-1	chr2	118601910	118602108	+	0.000	0.000	Merged-chr2-118602008-1
Merged-chr1-43311027-1	chr1	43310929	43311127	+	0.000	0.000	Merged-chr1-43311027-1
Merged-chr3-9705328-27	chr3	9705048	9705564	+	0.000	0.000	Merged-chr3-9705328-27
Merged-chr5-62659064-1	chr5	62658966	62659164	+	0.000	0.000	Merged-chr5-62659064-1
Merged-chr8-94179958-7	chr8	94179790	94180139	+	0.000	0.000	Merged-chr8-94179958-7
Merged-chr4-43482335-31	chr4	43482085	43482651	+	0.000	0.000	Merged-chr4-43482335-31
Merged-chr13-38528691-1	chr13	38528593	38528791	+	0.000	0.000	Merged-chr13-38528691-1
Merged-chr4-135129039-20	chr4	135128668	135129238	+	0.000	0.000	Merged-chr4-135129039-20
Merged-chr16-49836877-8	chr16	49836747	49837013	+	0.000	0.000	Merged-chr16-49836877-8
Merged-chr12-54986342-8	chr12	54986052	54986601	+	0.000	0.000	Merged-chr12-54986342-8
Merged-chr10-91477817-1	chr10	91477719	91477917	+	0.000	0.000	Merged-chr10-91477817-1
Merged-chr2-32602838-31	chr2	32602559	32602996	+	0.000	0.000	Merged-chr2-32602838-31
Merged-chr16-17069994-85	chr16	17069606	17070328	+	0.000	0.000	Merged-chr16-17069994-85
Merged-chr18-75338929-5	chr18	75338740	75339095	+	0.000	0.000	Merged-chr18-75338929-5
Merged-chr11-74522748-45	chr11	74522402	74523010	+	0.000	0.000	Merged-chr11-74522748-45
Merged-chr3-9968684-31	chr3	9968460	9968949	+	0.000	0.000	Merged-chr3-9968684-31
Merged-chr9-58573114-1	chr9	58573016	58573214	+	0.000	0.000	Merged-chr9-58573114-1
Merged-chr6-108836247-72	chr6	108835797	108836482	+	0.000	0.000	Merged-chr6-108836247-72
Merged-chr14-25460992-1	chr14	25460894	25461092	+	0.000	0.000	Merged-chr14-25460992-1
Merged-chr8-57540400-20	chr8	57540137	57540655	+	0.000	0.000	Merged-chr8-57540400-20
Merged-chr8-18954142-48	chr8	18953871	18954361	+	0.000	0.000	Merged-chr8-18954142-48
Merged-chr5-62659360-12	chr5	62659169	62659539	+	0.000	0.000	Merged-chr5-62659360-12
Merged-chr8-3352639-1	chr8	3352541	3352739	+	0.000	0.000	Merged-chr8-3352639-1
Merged-chr2-126331993-16	chr2	126331747	126332252	+	0.000	0.000	Merged-chr2-126331993-16
Merged-chr2-150909929-87	chr2	150909545	150910273	+	0.000	0.000	Merged-chr2-150909929-87
Merged-chr17-27190008-22	chr17	27189541	27190267	+	0.000	0.000	Merged-chr17-27190008-22
Merged-chr13-74771404-1	chr13	74771306	74771504	+	0.000	0.000	Merged-chr13-74771404-1
Merged-chr3-9715345-15	chr3	9715121	9715567	+	0.000	0.000	Merged-chr3-9715345-15
Merged-chr6-125191910-87	chr6	125191568	125192150	+	0.000	0.000	Merged-chr6-125191910-87
Merged-chr4-11700052-1	chr4	11699954	11700152	+	0.000	0.000	Merged-chr4-11700052-1
Merged-chr11-68432285-104	chr11	68431852	68432553	+	0.000	0.000	Merged-chr11-68432285-104
Merged-chr1-191575534-133	chr1	191574943	191575945	+	0.000	0.000	Merged-chr1-191575534-133
Merged-chr17-44713966-59	chr17	44713428	44714605	+	0.000	0.000	Merged-chr17-44713966-59
Merged-chr17-50086189-28	chr17	50085728	50086535	+	0.000	0.000	Merged-chr17-50086189-28
Merged-chr18-32352849-42	chr18	32352596	32353557	+	0.000	0.000	Merged-chr18-32352849-42
Merged-chr17-44105756-70	chr17	44105524	44106033	+	0.000	0.000	Merged-chr17-44105756-70
Merged-chr8-53630787-29	chr8	53630549	53631025	+	0.000	0.000	Merged-chr8-53630787-29
Merged-chr10-69816063-1	chr10	69815965	69816163	+	0.000	0.000	Merged-chr10-69816063-1
Merged-chr2-52420161-1	chr2	52420063	52420261	+	0.000	0.000	Merged-chr2-52420161-1
Merged-chr2-125214795-24	chr2	125214481	125215031	+	0.000	0.000	Merged-chr2-125214795-24
Merged-chr1-139163024-8	chr1	139162857	139163192	+	0.000	0.000	Merged-chr1-139163024-8
Merged-chr9-103337204-21	chr9	103336996	103337377	+	0.000	0.000	Merged-chr9-103337204-21
Merged-chr1-88720923-30	chr1	88720727	88721114	+	0.000	0.000	Merged-chr1-88720923-30
Merged-chr14-70289439-76	chr14	70288882	70289849	+	0.000	0.000	Merged-chr14-70289439-76
Merged-chr13-22049966-26	chr13	22049763	22050241	+	0.000	0.000	Merged-chr13-22049966-26
Merged-chr2-71814151-46	chr2	71813918	71814407	+	0.000	0.000	Merged-chr2-71814151-46
Merged-chr11-53795155-60	chr11	53794787	53795363	+	0.000	0.000	Merged-chr11-53795155-60
Merged-chr6-66535397-73	chr6	66535034	66535698	+	0.000	0.000	Merged-chr6-66535397-73
Merged-chr4-8728967-9	chr4	8728735	8729149	+	0.000	0.000	Merged-chr4-8728967-9
Merged-chr2-128345707-20	chr2	128345491	128345904	+	0.000	0.000	Merged-chr2-128345707-20
Merged-chr2-90574177-3	chr2	90573938	90574363	+	0.000	0.000	Merged-chr2-90574177-3
Merged-chr18-46182052-26	chr18	46181768	46182313	+	0.000	0.000	Merged-chr18-46182052-26
Merged-chr5-37147664-17	chr5	37147528	37147813	+	0.000	0.000	Merged-chr5-37147664-17
Merged-chr1-181922021-44	chr1	181921817	181922312	+	0.000	0.000	Merged-chr1-181922021-44
Merged-chr10-44448070-110	chr10	44447785	44448570	+	0.000	0.000	Merged-chr10-44448070-110
Merged-chr9-35117076-156	chr9	35116556	35117510	+	0.000	0.000	Merged-chr9-35117076-156
Merged-chr14-7832137-26	chr14	7831924	7832475	+	0.000	0.000	Merged-chr14-7832137-26
Merged-chr3-136609940-3	chr3	136609821	136610073	+	0.000	0.000	Merged-chr3-136609940-3
Merged-chr17-24687301-48	chr17	24686963	24687588	+	0.000	0.000	Merged-chr17-24687301-48
Merged-chr6-42372729-1	chr6	42372631	42372829	+	0.000	0.000	Merged-chr6-42372729-1
Merged-chr13-102210055-1	chr13	102209957	102210155	+	0.000	0.000	Merged-chr13-102210055-1
Merged-chr8-115707487-136	chr8	115706809	115707914	+	0.000	0.000	Merged-chr8-115707487-136
Merged-chr10-41887558-60	chr10	41887334	41887995	+	0.000	0.000	Merged-chr10-41887558-60
Merged-chr19-41323479-14	chr19	41323296	41323638	+	0.000	0.000	Merged-chr19-41323479-14
Merged-chr7-114088152-53	chr7	114087883	114088420	+	0.000	0.000	Merged-chr7-114088152-53
Merged-chr5-77148298-3	chr5	77148161	77148420	+	0.000	0.000	Merged-chr5-77148298-3
Merged-chr4-44316514-33	chr4	44316293	44316722	+	0.000	0.000	Merged-chr4-44316514-33
Merged-chr11-74572247-2	chr11	74572110	74572386	+	0.000	0.000	Merged-chr11-74572247-2
Merged-chr19-18615969-1	chr19	18615871	18616069	+	0.000	0.000	Merged-chr19-18615969-1
Merged-chr9-122226680-11	chr9	122226329	122226858	+	0.000	0.000	Merged-chr9-122226680-11
Merged-chr10-95677953-62	chr10	95677709	95678168	+	0.000	0.000	Merged-chr10-95677953-62
Merged-chr19-38931059-89	chr19	38930632	38931370	+	0.000	0.000	Merged-chr19-38931059-89
Merged-chr7-135736096-74	chr7	135735714	135736333	+	0.000	0.000	Merged-chr7-135736096-74
Merged-chr6-17281526-83	chr6	17281095	17281960	+	0.000	0.000	Merged-chr6-17281526-83
Merged-chr18-35118873-79	chr18	35118527	35119127	+	0.000	0.000	Merged-chr18-35118873-79
Merged-chr2-79250186-5	chr2	79250051	79250310	+	0.000	0.000	Merged-chr2-79250186-5
Merged-chr6-135444883-36	chr6	135444656	135445163	+	0.000	0.000	Merged-chr6-135444883-36
Merged-chr6-108829941-3	chr6	108829701	108830154	+	0.000	0.000	Merged-chr6-108829941-3
Merged-chr6-120365274-1	chr6	120365176	120365374	+	0.000	0.000	Merged-chr6-120365274-1
Merged-chr10-44268298-69	chr10	44268033	44268580	+	0.000	0.000	Merged-chr10-44268298-69
Merged-chr11-53770148-86	chr11	53769741	53770826	+	0.000	0.000	Merged-chr11-53770148-86
Merged-chr1-88701841-120	chr1	88700511	88702401	+	0.000	0.000	Merged-chr1-88701841-120
Merged-chr3-102715322-54	chr3	102715066	102715559	+	0.000	0.000	Merged-chr3-102715322-54
Merged-chr4-136163741-11	chr4	136163581	136163950	+	0.000	0.000	Merged-chr4-136163741-11
Merged-chr6-66537446-1	chr6	66537348	66537546	+	0.000	0.000	Merged-chr6-66537446-1
Merged-chr2-65182800-62	chr2	65182543	65183145	+	0.000	0.000	Merged-chr2-65182800-62
Merged-chr2-72406907-14	chr2	72406673	72407105	+	0.000	0.000	Merged-chr2-72406907-14
Merged-chr19-53520175-41	chr19	53519879	53520425	+	0.000	0.000	Merged-chr19-53520175-41
Merged-chr1-127628999-1	chr1	127628901	127629099	+	0.000	0.000	Merged-chr1-127628999-1
Merged-chr14-100459597-88	chr14	100459147	100460107	+	0.000	0.000	Merged-chr14-100459597-88
Merged-chrX-109013241-158	chrX	109012657	109013756	+	0.000	0.000	Merged-chrX-109013241-158
Merged-chr14-121354142-24	chr14	121353932	121354403	+	0.000	0.000	Merged-chr14-121354142-24
Merged-chr8-106948566-1	chr8	106948468	106948666	+	0.000	0.000	Merged-chr8-106948566-1
Merged-chr1-136254796-4	chr1	136254637	136254945	+	0.000	0.000	Merged-chr1-136254796-4
Merged-chrX-157482052-5	chrX	157481922	157482211	+	0.000	0.000	Merged-chrX-157482052-5
Merged-chr4-117121242-2	chr4	117121110	117121377	+	0.000	0.000	Merged-chr4-117121242-2
Merged-chr4-24496528-78	chr4	24496112	24496740	+	0.000	0.000	Merged-chr4-24496528-78
Merged-chr8-3347756-1	chr8	3347658	3347856	+	0.000	0.000	Merged-chr8-3347756-1
Merged-chr3-135212470-74	chr3	135212171	135212760	+	0.000	0.000	Merged-chr3-135212470-74
Merged-chr4-133011579-73	chr4	133011233	133012070	+	0.000	0.000	Merged-chr4-133011579-73
Merged-chr16-38483569-68	chr16	38482769	38484063	+	0.000	0.000	Merged-chr16-38483569-68
Merged-chr15-73716639-32	chr15	73716444	73716913	+	0.000	0.000	Merged-chr15-73716639-32
Merged-chr4-57955800-6	chr4	57955530	57955966	+	0.000	0.000	Merged-chr4-57955800-6
Merged-chr14-60130504-4	chr14	60130257	60130741	+	0.000	0.000	Merged-chr14-60130504-4
Merged-chr13-45936077-39	chr13	45935791	45936302	+	0.000	0.000	Merged-chr13-45936077-39
Merged-chr18-65795530-14	chr18	65795340	65795690	+	0.000	0.000	Merged-chr18-65795530-14
Merged-chr1-134077877-43	chr1	134077576	134078258	+	0.000	0.000	Merged-chr1-134077877-43
Merged-chr1-191662407-14	chr1	191662161	191662662	+	0.000	0.000	Merged-chr1-191662407-14
Merged-chr13-24597344-3	chr13	24597201	24597469	+	0.000	0.000	Merged-chr13-24597344-3
Merged-chr19-45747536-3	chr19	45747357	45747707	+	0.000	0.000	Merged-chr19-45747536-3
Merged-chr10-120201986-109	chr10	120201705	120202469	+	0.000	0.000	Merged-chr10-120201986-109
Merged-chr8-64764110-6	chr8	64763952	64764274	+	0.000	0.000	Merged-chr8-64764110-6
Merged-chr2-71810145-53	chr2	71809801	71810391	+	0.000	0.000	Merged-chr2-71810145-53
Merged-chr16-8671994-77	chr16	8671771	8672183	+	0.000	0.000	Merged-chr16-8671994-77
Merged-chr7-65644925-69	chr7	65644665	65645158	+	0.000	0.000	Merged-chr7-65644925-69
Merged-chr3-89418493-51	chr3	89418286	89418770	+	0.000	0.000	Merged-chr3-89418493-51
Merged-chr13-30660147-64	chr13	30659847	30660395	+	0.000	0.000	Merged-chr13-30660147-64
Merged-chr3-30856003-66	chr3	30855798	30856217	+	0.000	0.000	Merged-chr3-30856003-66
Merged-chr19-55903539-1	chr19	55903441	55903639	+	0.000	0.000	Merged-chr19-55903539-1
Merged-chr3-86693783-4	chr3	86693627	86693962	+	0.000	0.000	Merged-chr3-86693783-4
Merged-chr16-58514049-1	chr16	58513951	58514149	+	0.000	0.000	Merged-chr16-58514049-1
Merged-chr3-137082022-1	chr3	137081924	137082122	+	0.000	0.000	Merged-chr3-137082022-1
Merged-chr3-59006146-15	chr3	59005608	59006609	+	0.000	0.000	Merged-chr3-59006146-15
Merged-chr3-104788845-60	chr3	104788382	104789185	+	0.000	0.000	Merged-chr3-104788845-60
Merged-chr10-80676683-73	chr10	80676297	80677029	+	0.000	0.000	Merged-chr10-80676683-73
Merged-chr1-189597091-1	chr1	189596993	189597191	+	0.000	0.000	Merged-chr1-189597091-1
Merged-chr7-25238227-126	chr7	25237886	25238671	+	0.000	0.000	Merged-chr7-25238227-126
Merged-chr3-96263071-120	chr3	96262767	96263441	+	0.000	0.000	Merged-chr3-96263071-120
Merged-chr19-18583788-5	chr19	18583653	18583905	+	0.000	0.000	Merged-chr19-18583788-5
Merged-chr13-95964370-69	chr13	95964109	95964627	+	0.000	0.000	Merged-chr13-95964370-69
Merged-chr17-79917226-25	chr17	79916878	79917548	+	0.000	0.000	Merged-chr17-79917226-25
Merged-chr13-101713890-21	chr13	101713623	101714066	+	0.000	0.000	Merged-chr13-101713890-21
Merged-chr16-77016089-32	chr16	77015761	77016385	+	0.000	0.000	Merged-chr16-77016089-32
Merged-chr9-64173118-100	chr9	64172591	64173657	+	0.000	0.000	Merged-chr9-64173118-100
Merged-chr11-120721188-71	chr11	120720493	120722111	+	0.000	0.000	Merged-chr11-120721188-71
Merged-chr19-55263325-12	chr19	55263156	55263484	+	0.000	0.000	Merged-chr19-55263325-12
Merged-chr13-59675579-56	chr13	59675088	59675970	+	0.000	0.000	Merged-chr13-59675579-56
Merged-chr15-78493760-47	chr15	78493523	78494054	+	0.000	0.000	Merged-chr15-78493760-47
Merged-chr10-59431050-41	chr10	59430791	59431313	+	0.000	0.000	Merged-chr10-59431050-41
Merged-chr4-8666905-29	chr4	8666751	8667199	+	0.000	0.000	Merged-chr4-8666905-29
Merged-chr3-96575084-6	chr3	96574902	96575332	+	0.000	0.000	Merged-chr3-96575084-6
Merged-chr1-191498446-41	chr1	191498168	191498685	+	0.000	0.000	Merged-chr1-191498446-41
Merged-chr8-84844879-3	chr8	84844762	84844999	+	0.000	0.000	Merged-chr8-84844879-3
Merged-chr11-101164995-1	chr11	101164897	101165095	+	0.000	0.000	Merged-chr11-101164995-1
