#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TFH_Associated--ATAC_peaks.bed all.df.numx.c5-DKO_Tfh_vs_Naive.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Tfh_vs_Naive.dn.bed
Merged-chr11-3137511-6	chr11	3137276	3137815	+	0.000	0.000	Merged-chr11-3137511-6
Merged-chr18-34889033-16	chr18	34888854	34889256	+	0.000	0.000	Merged-chr18-34889033-16
Merged-chr6-134105635-10	chr6	134105288	134106002	+	0.000	0.000	Merged-chr6-134105635-10
Merged-chr11-3188853-10	chr11	3188607	3189017	+	0.000	0.000	Merged-chr11-3188853-10
Merged-chr12-108688796-1	chr12	108688698	108688896	+	0.000	0.000	Merged-chr12-108688796-1
Merged-chr2-152344055-110	chr2	152343725	152344275	+	0.000	0.000	Merged-chr2-152344055-110
Merged-chr7-16310124-145	chr7	16309329	16311330	+	0.000	0.000	Merged-chr7-16310124-145
Merged-chr11-5215848-30	chr11	5215651	5216091	+	0.000	0.000	Merged-chr11-5215848-30
Merged-chr11-21163903-4	chr11	21163788	21164021	+	0.000	0.000	Merged-chr11-21163903-4
Merged-chr7-78384000-1	chr7	78383902	78384100	+	0.000	0.000	Merged-chr7-78384000-1
Merged-chr15-53249242-32	chr15	53249008	53249451	+	0.000	0.000	Merged-chr15-53249242-32
Merged-chr5-64804187-2	chr5	64804045	64804332	+	0.000	0.000	Merged-chr5-64804187-2
Merged-chr12-54203184-162	chr12	54202212	54203946	+	0.000	0.000	Merged-chr12-54203184-162
Merged-chr16-23997406-12	chr16	23997256	23997626	+	0.000	0.000	Merged-chr16-23997406-12
Merged-chr10-60697198-23	chr10	60696982	60697417	+	0.000	0.000	Merged-chr10-60697198-23
Merged-chr16-57456707-2	chr16	57456590	57456827	+	0.000	0.000	Merged-chr16-57456707-2
Merged-chr11-99142912-8	chr11	99142658	99143091	+	0.000	0.000	Merged-chr11-99142912-8
Merged-chr3-37271433-10	chr3	37271220	37271625	+	0.000	0.000	Merged-chr3-37271433-10
Merged-chr11-113187580-49	chr11	113187360	113187808	+	0.000	0.000	Merged-chr11-113187580-49
Merged-chr4-129754913-37	chr4	129754589	129755112	+	0.000	0.000	Merged-chr4-129754913-37
Merged-chr13-112292693-6	chr13	112292539	112292892	+	0.000	0.000	Merged-chr13-112292693-6
Merged-chr8-15027827-5	chr8	15027729	15027927	+	0.000	0.000	Merged-chr8-15027827-5
Merged-chrX-12160238-21	chrX	12159994	12160492	+	0.000	0.000	Merged-chrX-12160238-21
Merged-chr18-55483698-12	chr18	55483230	55484077	+	0.000	0.000	Merged-chr18-55483698-12
Merged-chr15-76770514-52	chr15	76770318	76770806	+	0.000	0.000	Merged-chr15-76770514-52
Merged-chr5-144283852-24	chr5	144283598	144284081	+	0.000	0.000	Merged-chr5-144283852-24
Merged-chr2-61563608-27	chr2	61563243	61563875	+	0.000	0.000	Merged-chr2-61563608-27
Merged-chr18-54902507-76	chr18	54902233	54902831	+	0.000	0.000	Merged-chr18-54902507-76
Merged-chr1-164413844-41	chr1	164413563	164414216	+	0.000	0.000	Merged-chr1-164413844-41
Merged-chr4-3810365-16	chr4	3810031	3810594	+	0.000	0.000	Merged-chr4-3810365-16
Merged-chr11-3189769-5	chr11	3189601	3189967	+	0.000	0.000	Merged-chr11-3189769-5
Merged-chr13-64364439-27	chr13	64364178	64364623	+	0.000	0.000	Merged-chr13-64364439-27
Merged-chr18-24309700-12	chr18	24309479	24309896	+	0.000	0.000	Merged-chr18-24309700-12
Merged-chr14-8644858-1	chr14	8644760	8644958	+	0.000	0.000	Merged-chr14-8644858-1
Merged-chr2-75064849-10	chr2	75064664	75065078	+	0.000	0.000	Merged-chr2-75064849-10
Merged-chr6-121063167-18	chr6	121062821	121063384	+	0.000	0.000	Merged-chr6-121063167-18
Merged-chr10-67872043-23	chr10	67871827	67872247	+	0.000	0.000	Merged-chr10-67872043-23
Merged-chr6-91506273-35	chr6	91505911	91506597	+	0.000	0.000	Merged-chr6-91506273-35
Merged-chr15-58823489-98	chr15	58823191	58823854	+	0.000	0.000	Merged-chr15-58823489-98
Merged-chr5-105113893-19	chr5	105113564	105114223	+	0.000	0.000	Merged-chr5-105113893-19
Merged-chr12-117490932-1	chr12	117490834	117491032	+	0.000	0.000	Merged-chr12-117490932-1
Merged-chr1-156076663-15	chr1	156076389	156076946	+	0.000	0.000	Merged-chr1-156076663-15
Merged-chr16-10725277-18	chr16	10725023	10725504	+	0.000	0.000	Merged-chr16-10725277-18
Merged-chr4-32148331-1	chr4	32148233	32148431	+	0.000	0.000	Merged-chr4-32148331-1
Merged-chr12-8817903-12	chr12	8817698	8818158	+	0.000	0.000	Merged-chr12-8817903-12
Merged-chr3-52179919-6	chr3	52179772	52180086	+	0.000	0.000	Merged-chr3-52179919-6
Merged-chr2-172939391-7	chr2	172939101	172939624	+	0.000	0.000	Merged-chr2-172939391-7
Merged-chr10-42832848-1	chr10	42832750	42832948	+	0.000	0.000	Merged-chr10-42832848-1
Merged-chr4-16163634-149	chr4	16163088	16163961	+	0.000	0.000	Merged-chr4-16163634-149
Merged-chr11-22859797-172	chr11	22859338	22860325	+	0.000	0.000	Merged-chr11-22859797-172
Merged-chr9-121647218-5	chr9	121647053	121647400	+	0.000	0.000	Merged-chr9-121647218-5
Merged-chr16-76447349-16	chr16	76447022	76447792	+	0.000	0.000	Merged-chr16-76447349-16
Merged-chrX-10216521-101	chrX	10216315	10216921	+	0.000	0.000	Merged-chrX-10216521-101
Merged-chr10-17629235-3	chr10	17629103	17629372	+	0.000	0.000	Merged-chr10-17629235-3
Merged-chr11-69419798-3	chr11	69419667	69419915	+	0.000	0.000	Merged-chr11-69419798-3
Merged-chr3-51661219-14	chr3	51660946	51661568	+	0.000	0.000	Merged-chr3-51661219-14
Merged-chr19-4228012-1	chr19	4227914	4228112	+	0.000	0.000	Merged-chr19-4228012-1
Merged-chr6-99172218-38	chr6	99171891	99172564	+	0.000	0.000	Merged-chr6-99172218-38
Merged-chr11-100891852-30	chr11	100891289	100892136	+	0.000	0.000	Merged-chr11-100891852-30
Merged-chr9-59431826-17	chr9	59431638	59432068	+	0.000	0.000	Merged-chr9-59431826-17
Merged-chrX-169994926-5	chrX	169994700	169995058	+	0.000	0.000	Merged-chrX-169994926-5
Merged-chr4-44169115-1	chr4	44169017	44169215	+	0.000	0.000	Merged-chr4-44169115-1
Merged-chr13-90930019-46	chr13	90929675	90930330	+	0.000	0.000	Merged-chr13-90930019-46
Merged-chr5-122708188-2	chr5	122708059	122708319	+	0.000	0.000	Merged-chr5-122708188-2
Merged-chr11-116018279-9	chr11	116018112	116018500	+	0.000	0.000	Merged-chr11-116018279-9
Merged-chr1-136608717-56	chr1	136608439	136608959	+	0.000	0.000	Merged-chr1-136608717-56
Merged-chr9-14262730-55	chr9	14262558	14262975	+	0.000	0.000	Merged-chr9-14262730-55
Merged-chr3-95018925-5	chr3	95018681	95019068	+	0.000	0.000	Merged-chr3-95018925-5
Merged-chr17-15821860-4	chr17	15821747	15821981	+	0.000	0.000	Merged-chr17-15821860-4
Merged-chr5-36006302-34	chr5	36005886	36006629	+	0.000	0.000	Merged-chr5-36006302-34
Merged-chr6-145267258-1	chr6	145267160	145267358	+	0.000	0.000	Merged-chr6-145267258-1
Merged-chr1-36279399-25	chr1	36279189	36279628	+	0.000	0.000	Merged-chr1-36279399-25
Merged-chr10-12482827-3	chr10	12482701	12482965	+	0.000	0.000	Merged-chr10-12482827-3
Merged-chr6-71500692-12	chr6	71500444	71500955	+	0.000	0.000	Merged-chr6-71500692-12
Merged-chr13-28519917-5	chr13	28519772	28520063	+	0.000	0.000	Merged-chr13-28519917-5
Merged-chr6-147484715-1	chr6	147484617	147484815	+	0.000	0.000	Merged-chr6-147484715-1
Merged-chr6-99380353-32	chr6	99380177	99380666	+	0.000	0.000	Merged-chr6-99380353-32
Merged-chr2-32396001-113	chr2	32395690	32396320	+	0.000	0.000	Merged-chr2-32396001-113
Merged-chr12-86046986-23	chr12	86046840	86047233	+	0.000	0.000	Merged-chr12-86046986-23
Merged-chr1-55630357-14	chr1	55630094	55630610	+	0.000	0.000	Merged-chr1-55630357-14
Merged-chr7-27838608-46	chr7	27838322	27838847	+	0.000	0.000	Merged-chr7-27838608-46
Merged-chr11-52257663-1	chr11	52257565	52257763	+	0.000	0.000	Merged-chr11-52257663-1
Merged-chr2-6256587-15	chr2	6256252	6257001	+	0.000	0.000	Merged-chr2-6256587-15
Merged-chr4-44170097-14	chr4	44169900	44170261	+	0.000	0.000	Merged-chr4-44170097-14
Merged-chr16-76310830-49	chr16	76310412	76311162	+	0.000	0.000	Merged-chr16-76310830-49
Merged-chr11-6560668-81	chr11	6559649	6561336	+	0.000	0.000	Merged-chr11-6560668-81
Merged-chr12-75572455-24	chr12	75572261	75572703	+	0.000	0.000	Merged-chr12-75572455-24
Merged-chr1-97918591-20	chr1	97918305	97918822	+	0.000	0.000	Merged-chr1-97918591-20
Merged-chr9-118686441-13	chr9	118686206	118686649	+	0.000	0.000	Merged-chr9-118686441-13
Merged-chr1-138449346-9	chr1	138449105	138449557	+	0.000	0.000	Merged-chr1-138449346-9
Merged-chr4-128654743-48	chr4	128654457	128655025	+	0.000	0.000	Merged-chr4-128654743-48
Merged-chr7-28168923-37	chr7	28168616	28169165	+	0.000	0.000	Merged-chr7-28168923-37
Merged-chr12-41024230-74	chr12	41023981	41024569	+	0.000	0.000	Merged-chr12-41024230-74
Merged-chr7-25395796-56	chr7	25395514	25396067	+	0.000	0.000	Merged-chr7-25395796-56
Merged-chr4-152153985-50	chr4	152153754	152154218	+	0.000	0.000	Merged-chr4-152153985-50
Merged-chr9-118814710-13	chr9	118814538	118814906	+	0.000	0.000	Merged-chr9-118814710-13
Merged-chr3-131134898-4	chr3	131134719	131135100	+	0.000	0.000	Merged-chr3-131134898-4
Merged-chr7-12987633-12	chr7	12987410	12987880	+	0.000	0.000	Merged-chr7-12987633-12
Merged-chr18-34860058-4	chr18	34859882	34860230	+	0.000	0.000	Merged-chr18-34860058-4
Merged-chr12-73920310-1	chr12	73920212	73920410	+	0.000	0.000	Merged-chr12-73920310-1
Merged-chr14-103349911-85	chr14	103349507	103350081	+	0.000	0.000	Merged-chr14-103349911-85
Merged-chr10-60374430-10	chr10	60374058	60374688	+	0.000	0.000	Merged-chr10-60374430-10
Merged-chr8-14961775-61	chr8	14961505	14961959	+	0.000	0.000	Merged-chr8-14961775-61
Merged-chr16-48772238-46	chr16	48771953	48772467	+	0.000	0.000	Merged-chr16-48772238-46
Merged-chr2-48950246-1	chr2	48950148	48950346	+	0.000	0.000	Merged-chr2-48950246-1
Merged-chr15-100423026-56	chr15	100422751	100423271	+	0.000	0.000	Merged-chr15-100423026-56
Merged-chr16-97293437-66	chr16	97293075	97293734	+	0.000	0.000	Merged-chr16-97293437-66
Merged-chr2-163285915-9	chr2	163285740	163286120	+	0.000	0.000	Merged-chr2-163285915-9
Merged-chr3-58691717-140	chr3	58691345	58692467	+	0.000	0.000	Merged-chr3-58691717-140
Merged-chr11-82908298-45	chr11	82908058	82908535	+	0.000	0.000	Merged-chr11-82908298-45
Merged-chr15-9577570-5	chr15	9577420	9577696	+	0.000	0.000	Merged-chr15-9577570-5
Merged-chr16-11519349-21	chr16	11519146	11519589	+	0.000	0.000	Merged-chr16-11519349-21
Merged-chr1-39576490-2	chr1	39576392	39576590	+	0.000	0.000	Merged-chr1-39576490-2
Merged-chr14-121919870-3	chr14	121919718	121920003	+	0.000	0.000	Merged-chr14-121919870-3
Merged-chr3-9567055-14	chr3	9566842	9567291	+	0.000	0.000	Merged-chr3-9567055-14
Merged-chr7-73541621-62	chr7	73541016	73541883	+	0.000	0.000	Merged-chr7-73541621-62
Merged-chr5-34210420-28	chr5	34210251	34210577	+	0.000	0.000	Merged-chr5-34210420-28
Merged-chr7-143415542-2	chr7	143415440	143415647	+	0.000	0.000	Merged-chr7-143415542-2
Merged-chr2-103652335-51	chr2	103651974	103652918	+	0.000	0.000	Merged-chr2-103652335-51
Merged-chr2-62382784-7	chr2	62382642	62382909	+	0.000	0.000	Merged-chr2-62382784-7
Merged-chr8-88161496-26	chr8	88161307	88161693	+	0.000	0.000	Merged-chr8-88161496-26
Merged-chr15-86173737-35	chr15	86173476	86174115	+	0.000	0.000	Merged-chr15-86173737-35
Merged-chr4-10976884-13	chr4	10976621	10977081	+	0.000	0.000	Merged-chr4-10976884-13
Merged-chr10-14116002-40	chr10	14115804	14116231	+	0.000	0.000	Merged-chr10-14116002-40
Merged-chr16-77099308-12	chr16	77099139	77099476	+	0.000	0.000	Merged-chr16-77099308-12
Merged-chr4-138328214-2	chr4	138328085	138328346	+	0.000	0.000	Merged-chr4-138328214-2
Merged-chr8-90831211-10	chr8	90831039	90831395	+	0.000	0.000	Merged-chr8-90831211-10
Merged-chr14-69972683-1	chr14	69972585	69972783	+	0.000	0.000	Merged-chr14-69972683-1
Merged-chr4-3827081-20	chr4	3826788	3827402	+	0.000	0.000	Merged-chr4-3827081-20
Merged-chr2-68364639-40	chr2	68364389	68364892	+	0.000	0.000	Merged-chr2-68364639-40
Merged-chr7-68190151-33	chr7	68189490	68190556	+	0.000	0.000	Merged-chr7-68190151-33
Merged-chr16-91553850-20	chr16	91553585	91554093	+	0.000	0.000	Merged-chr16-91553850-20
Merged-chr3-129536427-52	chr3	129536227	129536674	+	0.000	0.000	Merged-chr3-129536427-52
Merged-chr2-49335781-10	chr2	49335526	49336021	+	0.000	0.000	Merged-chr2-49335781-10
Merged-chr6-134047335-1	chr6	134047237	134047435	+	0.000	0.000	Merged-chr6-134047335-1
Merged-chr15-57694475-103	chr15	57694006	57695032	+	0.000	0.000	Merged-chr15-57694475-103
Merged-chr5-54005641-22	chr5	54005311	54005891	+	0.000	0.000	Merged-chr5-54005641-22
Merged-chr6-134533147-7	chr6	134533026	134533290	+	0.000	0.000	Merged-chr6-134533147-7
Merged-chr17-4995600-180	chr17	4995168	4996307	+	0.000	0.000	Merged-chr17-4995600-180
Merged-chrX-75130933-50	chrX	75130688	75131272	+	0.000	0.000	Merged-chrX-75130933-50
Merged-chr10-68193744-2	chr10	68193629	68193862	+	0.000	0.000	Merged-chr10-68193744-2
Merged-chr10-59952771-1	chr10	59952673	59952871	+	0.000	0.000	Merged-chr10-59952771-1
Merged-chr2-144550766-36	chr2	144550486	144551048	+	0.000	0.000	Merged-chr2-144550766-36
Merged-chr19-46039779-63	chr19	46039384	46040070	+	0.000	0.000	Merged-chr19-46039779-63
Merged-chr16-4913166-6	chr16	4912973	4913330	+	0.000	0.000	Merged-chr16-4913166-6
Merged-chr1-180318502-5	chr1	180318363	180318680	+	0.000	0.000	Merged-chr1-180318502-5
Merged-chr6-99394919-29	chr6	99394707	99395422	+	0.000	0.000	Merged-chr6-99394919-29
Merged-chr6-146284002-2	chr6	146283880	146284126	+	0.000	0.000	Merged-chr6-146284002-2
Merged-chr16-17277920-39	chr16	17277699	17278140	+	0.000	0.000	Merged-chr16-17277920-39
Merged-chr2-76219704-31	chr2	76219490	76219903	+	0.000	0.000	Merged-chr2-76219704-31
Merged-chr5-29205850-28	chr5	29205588	29206126	+	0.000	0.000	Merged-chr5-29205850-28
Merged-chr10-43375435-5	chr10	43375247	43375587	+	0.000	0.000	Merged-chr10-43375435-5
Merged-chr17-84188018-120	chr17	84187616	84188337	+	0.000	0.000	Merged-chr17-84188018-120
Merged-chr18-35847322-1	chr18	35847224	35847422	+	0.000	0.000	Merged-chr18-35847322-1
Merged-chr16-70314268-76	chr16	70314066	70314536	+	0.000	0.000	Merged-chr16-70314268-76
Merged-chr1-98095542-87	chr1	98095105	98095933	+	0.000	0.000	Merged-chr1-98095542-87
Merged-chr8-14939734-5	chr8	14939567	14939885	+	0.000	0.000	Merged-chr8-14939734-5
Merged-chr17-32341276-19	chr17	32341102	32341454	+	0.000	0.000	Merged-chr17-32341276-19
Merged-chr2-169515617-25	chr2	169515346	169515853	+	0.000	0.000	Merged-chr2-169515617-25
Merged-chr16-35362455-1	chr16	35362357	35362555	+	0.000	0.000	Merged-chr16-35362455-1
Merged-chr2-172966680-14	chr2	172966496	172966850	+	0.000	0.000	Merged-chr2-172966680-14
Merged-chr13-85479573-23	chr13	85479276	85479905	+	0.000	0.000	Merged-chr13-85479573-23
Merged-chr14-31402926-2	chr14	31402812	31403043	+	0.000	0.000	Merged-chr14-31402926-2
Merged-chr11-46405145-15	chr11	46404862	46405308	+	0.000	0.000	Merged-chr11-46405145-15
Merged-chr4-87698955-1	chr4	87698857	87699055	+	0.000	0.000	Merged-chr4-87698955-1
Merged-chr18-55398390-24	chr18	55397944	55398815	+	0.000	0.000	Merged-chr18-55398390-24
Merged-chr6-144357246-11	chr6	144357075	144357533	+	0.000	0.000	Merged-chr6-144357246-11
Merged-chr1-75236679-106	chr1	75236454	75236864	+	0.000	0.000	Merged-chr1-75236679-106
Merged-chr16-75617911-31	chr16	75617718	75618188	+	0.000	0.000	Merged-chr16-75617911-31
Merged-chr19-34254414-29	chr19	34254128	34254771	+	0.000	0.000	Merged-chr19-34254414-29
Merged-chr4-44168045-123	chr4	44167598	44168639	+	0.000	0.000	Merged-chr4-44168045-123
Merged-chr5-143526983-19	chr5	143526702	143527291	+	0.000	0.000	Merged-chr5-143526983-19
Merged-chr10-96621862-8	chr10	96621663	96622082	+	0.000	0.000	Merged-chr10-96621862-8
Merged-chr11-103266073-2	chr11	103265969	103266179	+	0.000	0.000	Merged-chr11-103266073-2
Merged-chr1-93754065-3	chr1	93753952	93754196	+	0.000	0.000	Merged-chr1-93754065-3
Merged-chr18-55303601-6	chr18	55303453	55303780	+	0.000	0.000	Merged-chr18-55303601-6
Merged-chr5-134540113-16	chr5	134539917	134540345	+	0.000	0.000	Merged-chr5-134540113-16
Merged-chr10-60191930-38	chr10	60191690	60192102	+	0.000	0.000	Merged-chr10-60191930-38
Merged-chr11-98796800-22	chr11	98796473	98797024	+	0.000	0.000	Merged-chr11-98796800-22
Merged-chr10-14028390-1	chr10	14028292	14028490	+	0.000	0.000	Merged-chr10-14028390-1
Merged-chr15-27796187-9	chr15	27795973	27796354	+	0.000	0.000	Merged-chr15-27796187-9
Merged-chr3-126589665-27	chr3	126589471	126589850	+	0.000	0.000	Merged-chr3-126589665-27
Merged-chr7-80865063-58	chr7	80864747	80865381	+	0.000	0.000	Merged-chr7-80865063-58
Merged-chr7-114487890-1	chr7	114487792	114487990	+	0.000	0.000	Merged-chr7-114487890-1
Merged-chr1-164503488-46	chr1	164503194	164503825	+	0.000	0.000	Merged-chr1-164503488-46
Merged-chr11-99171024-43	chr11	99170817	99171458	+	0.000	0.000	Merged-chr11-99171024-43
Merged-chr14-78432236-25	chr14	78432075	78432589	+	0.000	0.000	Merged-chr14-78432236-25
Merged-chr17-47909679-48	chr17	47909364	47909917	+	0.000	0.000	Merged-chr17-47909679-48
Merged-chr7-80026692-85	chr7	80026118	80027456	+	0.000	0.000	Merged-chr7-80026692-85
Merged-chr15-100058174-10	chr15	100058010	100058406	+	0.000	0.000	Merged-chr15-100058174-10
Merged-chr4-140783003-2	chr4	140782854	140783154	+	0.000	0.000	Merged-chr4-140783003-2
Merged-chr2-108441195-1	chr2	108441097	108441295	+	0.000	0.000	Merged-chr2-108441195-1
Merged-chr9-84204868-1	chr9	84204770	84204968	+	0.000	0.000	Merged-chr9-84204868-1
Merged-chr15-86185133-3	chr15	86184972	86185329	+	0.000	0.000	Merged-chr15-86185133-3
Merged-chr9-103108809-93	chr9	103108575	103109018	+	0.000	0.000	Merged-chr9-103108809-93
Merged-chr7-68179968-3	chr7	68179853	68180087	+	0.000	0.000	Merged-chr7-68179968-3
Merged-chr15-93530912-20	chr15	93530612	93531114	+	0.000	0.000	Merged-chr15-93530912-20
Merged-chr11-116418803-35	chr11	116418330	116419148	+	0.000	0.000	Merged-chr11-116418803-35
Merged-chrX-57189507-26	chrX	57189153	57189791	+	0.000	0.000	Merged-chrX-57189507-26
Merged-chr14-76416055-12	chr14	76415861	76416328	+	0.000	0.000	Merged-chr14-76416055-12
Merged-chr2-114392920-1	chr2	114392822	114393020	+	0.000	0.000	Merged-chr2-114392920-1
Merged-chr12-52504676-5	chr12	52504523	52504829	+	0.000	0.000	Merged-chr12-52504676-5
Merged-chr19-41847357-5	chr19	41847095	41847592	+	0.000	0.000	Merged-chr19-41847357-5
Merged-chr4-10875548-10	chr4	10875412	10875731	+	0.000	0.000	Merged-chr4-10875548-10
Merged-chr1-191277898-1	chr1	191277800	191277998	+	0.000	0.000	Merged-chr1-191277898-1
Merged-chr19-53891075-34	chr19	53890825	53891341	+	0.000	0.000	Merged-chr19-53891075-34
Merged-chr5-72622310-11	chr5	72622162	72622469	+	0.000	0.000	Merged-chr5-72622310-11
Merged-chr1-55473879-7	chr1	55473679	55474029	+	0.000	0.000	Merged-chr1-55473879-7
Merged-chr1-69655085-1	chr1	69654987	69655185	+	0.000	0.000	Merged-chr1-69655085-1
Merged-chr1-138626503-4	chr1	138626388	138626618	+	0.000	0.000	Merged-chr1-138626503-4
Merged-chr4-129624518-66	chr4	129624225	129624850	+	0.000	0.000	Merged-chr4-129624518-66
Merged-chr3-84228654-57	chr3	84228447	84228936	+	0.000	0.000	Merged-chr3-84228654-57
Merged-chr12-17658030-10	chr12	17657798	17658334	+	0.000	0.000	Merged-chr12-17658030-10
Merged-chr7-126776866-48	chr7	126776581	126777194	+	0.000	0.000	Merged-chr7-126776866-48
Merged-chr12-4082819-61	chr12	4082613	4083001	+	0.000	0.000	Merged-chr12-4082819-61
Merged-chr8-95697272-29	chr8	95697047	95697502	+	0.000	0.000	Merged-chr8-95697272-29
Merged-chr4-34550471-5	chr4	34550363	34550588	+	0.000	0.000	Merged-chr4-34550471-5
Merged-chr5-72634907-42	chr5	72634740	72635083	+	0.000	0.000	Merged-chr5-72634907-42
Merged-chr1-93736181-6	chr1	93735966	93736395	+	0.000	0.000	Merged-chr1-93736181-6
Merged-chr1-88008403-52	chr1	88008161	88008662	+	0.000	0.000	Merged-chr1-88008403-52
Merged-chr15-36456502-1	chr15	36456404	36456602	+	0.000	0.000	Merged-chr15-36456502-1
Merged-chr2-120501866-2	chr2	120501745	120501990	+	0.000	0.000	Merged-chr2-120501866-2
Merged-chr12-26439536-15	chr12	26439320	26439807	+	0.000	0.000	Merged-chr12-26439536-15
Merged-chr1-92911501-3	chr1	92911403	92911601	+	0.000	0.000	Merged-chr1-92911501-3
Merged-chr14-61687149-11	chr14	61686882	61687306	+	0.000	0.000	Merged-chr14-61687149-11
Merged-chr3-62459568-1	chr3	62459470	62459668	+	0.000	0.000	Merged-chr3-62459568-1
Merged-chr7-24316712-55	chr7	24316504	24316900	+	0.000	0.000	Merged-chr7-24316712-55
Merged-chr5-114780086-1	chr5	114779988	114780186	+	0.000	0.000	Merged-chr5-114780086-1
Merged-chr4-154936495-60	chr4	154936311	154936650	+	0.000	0.000	Merged-chr4-154936495-60
Merged-chr9-51185836-35	chr9	51185280	51186369	+	0.000	0.000	Merged-chr9-51185836-35
Merged-chr11-32455203-72	chr11	32454941	32455513	+	0.000	0.000	Merged-chr11-32455203-72
Merged-chr2-135848156-1	chr2	135848058	135848256	+	0.000	0.000	Merged-chr2-135848156-1
Merged-chr12-26469581-102	chr12	26469269	26469878	+	0.000	0.000	Merged-chr12-26469581-102
Merged-chr2-37735387-35	chr2	37735131	37735667	+	0.000	0.000	Merged-chr2-37735387-35
Merged-chr1-190524257-4	chr1	190524127	190524372	+	0.000	0.000	Merged-chr1-190524257-4
Merged-chr10-13467057-15	chr10	13466780	13467286	+	0.000	0.000	Merged-chr10-13467057-15
Merged-chr14-101453387-68	chr14	101452975	101453963	+	0.000	0.000	Merged-chr14-101453387-68
Merged-chr1-138620045-4	chr1	138619944	138620149	+	0.000	0.000	Merged-chr1-138620045-4
Merged-chr16-18235713-3	chr16	18235505	18235880	+	0.000	0.000	Merged-chr16-18235713-3
Merged-chr1-38557840-50	chr1	38557525	38558055	+	0.000	0.000	Merged-chr1-38557840-50
Merged-chr4-12087917-51	chr4	12087619	12088119	+	0.000	0.000	Merged-chr4-12087917-51
Merged-chr5-65856479-1	chr5	65856381	65856579	+	0.000	0.000	Merged-chr5-65856479-1
Merged-chr2-135848504-1	chr2	135848406	135848604	+	0.000	0.000	Merged-chr2-135848504-1
Merged-chr10-71422736-15	chr10	71422567	71422934	+	0.000	0.000	Merged-chr10-71422736-15
Merged-chr15-100079310-5	chr15	100079140	100079459	+	0.000	0.000	Merged-chr15-100079310-5
Merged-chr1-192493639-4	chr1	192493488	192493810	+	0.000	0.000	Merged-chr1-192493639-4
Merged-chr2-165923890-22	chr2	165923689	165924151	+	0.000	0.000	Merged-chr2-165923890-22
Merged-chrX-169993989-62	chrX	169993786	169994331	+	0.000	0.000	Merged-chrX-169993989-62
Merged-chr1-182358310-43	chr1	182358132	182358555	+	0.000	0.000	Merged-chr1-182358310-43
Merged-chr12-85686710-55	chr12	85686457	85686994	+	0.000	0.000	Merged-chr12-85686710-55
Merged-chr5-72914376-67	chr5	72914081	72914738	+	0.000	0.000	Merged-chr5-72914376-67
Merged-chr15-73629517-1	chr15	73629419	73629617	+	0.000	0.000	Merged-chr15-73629517-1
Merged-chr6-145306882-40	chr6	145306606	145307084	+	0.000	0.000	Merged-chr6-145306882-40
Merged-chr16-94254694-8	chr16	94254526	94254910	+	0.000	0.000	Merged-chr16-94254694-8
Merged-chr16-89774284-79	chr16	89773978	89774570	+	0.000	0.000	Merged-chr16-89774284-79
Merged-chr7-101412333-1	chr7	101412235	101412433	+	0.000	0.000	Merged-chr7-101412333-1
Merged-chr1-135805731-4	chr1	135805610	135805865	+	0.000	0.000	Merged-chr1-135805731-4
Merged-chr4-149954793-89	chr4	149953639	149955496	+	0.000	0.000	Merged-chr4-149954793-89
Merged-chr1-136580549-25	chr1	136580324	136580801	+	0.000	0.000	Merged-chr1-136580549-25
Merged-chr14-47598077-23	chr14	47597899	47598228	+	0.000	0.000	Merged-chr14-47598077-23
Merged-chr15-58822611-1	chr15	58822513	58822711	+	0.000	0.000	Merged-chr15-58822611-1
Merged-chr5-64024575-33	chr5	64024366	64024794	+	0.000	0.000	Merged-chr5-64024575-33
Merged-chr19-46500051-50	chr19	46499728	46500312	+	0.000	0.000	Merged-chr19-46500051-50
Merged-chr5-134373166-2	chr5	134373034	134373301	+	0.000	0.000	Merged-chr5-134373166-2
Merged-chr11-29373741-75	chr11	29373531	29374015	+	0.000	0.000	Merged-chr11-29373741-75
Merged-chr10-42962570-74	chr10	42962296	42962831	+	0.000	0.000	Merged-chr10-42962570-74
Merged-chr17-18718477-13	chr17	18718289	18718868	+	0.000	0.000	Merged-chr17-18718477-13
Merged-chr10-43478755-3	chr10	43478642	43478864	+	0.000	0.000	Merged-chr10-43478755-3
Merged-chr10-118813922-11	chr10	118813662	118814186	+	0.000	0.000	Merged-chr10-118813922-11
Merged-chr15-57693789-12	chr15	57693507	57693982	+	0.000	0.000	Merged-chr15-57693789-12
Merged-chr1-179046812-1	chr1	179046714	179046912	+	0.000	0.000	Merged-chr1-179046812-1
Merged-chr11-5261704-88	chr11	5261442	5262042	+	0.000	0.000	Merged-chr11-5261704-88
Merged-chr6-134035696-155	chr6	134035317	134036168	+	0.000	0.000	Merged-chr6-134035696-155
Merged-chr16-89986478-112	chr16	89985770	89986770	+	0.000	0.000	Merged-chr16-89986478-112
Merged-chr14-121445375-33	chr14	121445184	121445578	+	0.000	0.000	Merged-chr14-121445375-33
Merged-chr9-94946219-1	chr9	94946121	94946319	+	0.000	0.000	Merged-chr9-94946219-1
