#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_I--ATAC_peaks.bed all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1.up.bed
Merged-chr19-53536868-40	chr19	53536642	53537115	+	0.000	0.000	Merged-chr19-53536868-40
Merged-chr2-79276460-24	chr2	79276154	79276730	+	0.000	0.000	Merged-chr2-79276460-24
Merged-chr3-59259505-3	chr3	59259339	59259668	+	0.000	0.000	Merged-chr3-59259505-3
Merged-chr8-84934039-1	chr8	84933941	84934139	+	0.000	0.000	Merged-chr8-84934039-1
Merged-chr8-115445363-15	chr8	115445192	115445512	+	0.000	0.000	Merged-chr8-115445363-15
Merged-chr2-167345206-1	chr2	167345108	167345306	+	0.000	0.000	Merged-chr2-167345206-1
Merged-chr17-48647315-60	chr17	48646804	48647815	+	0.000	0.000	Merged-chr17-48647315-60
Merged-chr5-24389483-18	chr5	24389307	24389626	+	0.000	0.000	Merged-chr5-24389483-18
Merged-chr8-57487762-148	chr8	57487216	57488067	+	0.000	0.000	Merged-chr8-57487762-148
Merged-chr19-56547872-1	chr19	56547774	56547972	+	0.000	0.000	Merged-chr19-56547872-1
Merged-chr4-141874897-70	chr4	141874249	141875261	+	0.000	0.000	Merged-chr4-141874897-70
Merged-chr19-55860279-23	chr19	55860071	55860554	+	0.000	0.000	Merged-chr19-55860279-23
Merged-chr3-67463507-135	chr3	67462837	67464120	+	0.000	0.000	Merged-chr3-67463507-135
Merged-chr5-105443564-46	chr5	105443403	105443798	+	0.000	0.000	Merged-chr5-105443564-46
Merged-chr12-100705142-10	chr12	100704952	100705324	+	0.000	0.000	Merged-chr12-100705142-10
Merged-chr13-60936637-56	chr13	60936108	60936904	+	0.000	0.000	Merged-chr13-60936637-56
Merged-chr11-64187104-15	chr11	64186880	64187336	+	0.000	0.000	Merged-chr11-64187104-15
Merged-chr4-89351221-94	chr4	89350907	89351559	+	0.000	0.000	Merged-chr4-89351221-94
Merged-chr2-180432415-23	chr2	180432192	180432639	+	0.000	0.000	Merged-chr2-180432415-23
Merged-chr12-70891118-10	chr12	70890876	70891312	+	0.000	0.000	Merged-chr12-70891118-10
Merged-chr2-9677324-22	chr2	9677112	9677547	+	0.000	0.000	Merged-chr2-9677324-22
Merged-chrX-167092139-46	chrX	167091828	167092340	+	0.000	0.000	Merged-chrX-167092139-46
Merged-chr3-98336057-28	chr3	98335876	98336297	+	0.000	0.000	Merged-chr3-98336057-28
Merged-chr19-56507590-28	chr19	56507393	56507845	+	0.000	0.000	Merged-chr19-56507590-28
Merged-chr1-171661662-20	chr1	171661493	171661871	+	0.000	0.000	Merged-chr1-171661662-20
Merged-chr9-37552057-6	chr9	37551842	37552239	+	0.000	0.000	Merged-chr9-37552057-6
Merged-chr5-150233240-55	chr5	150233038	150233623	+	0.000	0.000	Merged-chr5-150233240-55
Merged-chr1-138963604-135	chr1	138963399	138963859	+	0.000	0.000	Merged-chr1-138963604-135
Merged-chr11-46127089-49	chr11	46126847	46127496	+	0.000	0.000	Merged-chr11-46127089-49
Merged-chr8-70808420-14	chr8	70808219	70808598	+	0.000	0.000	Merged-chr8-70808420-14
Merged-chr13-75825658-70	chr13	75825314	75825936	+	0.000	0.000	Merged-chr13-75825658-70
Merged-chrX-158941058-9	chrX	158940786	158941237	+	0.000	0.000	Merged-chrX-158941058-9
Merged-chr1-176939939-16	chr1	176939760	176940119	+	0.000	0.000	Merged-chr1-176939939-16
Merged-chr13-101732964-5	chr13	101732821	101733098	+	0.000	0.000	Merged-chr13-101732964-5
Merged-chr7-119872260-31	chr7	119872030	119872500	+	0.000	0.000	Merged-chr7-119872260-31
Merged-chr16-37010560-10	chr16	37010384	37010741	+	0.000	0.000	Merged-chr16-37010560-10
Merged-chr11-76821628-1	chr11	76821530	76821728	+	0.000	0.000	Merged-chr11-76821628-1
Merged-chr1-177010372-1	chr1	177010274	177010472	+	0.000	0.000	Merged-chr1-177010372-1
Merged-chr2-11651673-28	chr2	11651411	11651872	+	0.000	0.000	Merged-chr2-11651673-28
Merged-chr18-4303290-53	chr18	4302991	4303647	+	0.000	0.000	Merged-chr18-4303290-53
Merged-chr8-46641508-48	chr8	46641222	46641752	+	0.000	0.000	Merged-chr8-46641508-48
Merged-chr5-115049482-2	chr5	115049374	115049592	+	0.000	0.000	Merged-chr5-115049482-2
Merged-chr2-13560596-20	chr2	13560285	13560752	+	0.000	0.000	Merged-chr2-13560596-20
Merged-chr12-86678966-40	chr12	86678666	86679454	+	0.000	0.000	Merged-chr12-86678966-40
Merged-chr16-49857646-1	chr16	49857548	49857746	+	0.000	0.000	Merged-chr16-49857646-1
Merged-chr4-147960404-28	chr4	147960192	147960699	+	0.000	0.000	Merged-chr4-147960404-28
Merged-chr14-46760637-59	chr14	46760355	46760948	+	0.000	0.000	Merged-chr14-46760637-59
Merged-chr7-3292987-7	chr7	3292873	3293114	+	0.000	0.000	Merged-chr7-3292987-7
Merged-chr17-44614219-8	chr17	44613934	44614494	+	0.000	0.000	Merged-chr17-44614219-8
Merged-chr11-110483366-35	chr11	110483080	110483662	+	0.000	0.000	Merged-chr11-110483366-35
Merged-chr18-56718184-1	chr18	56718086	56718284	+	0.000	0.000	Merged-chr18-56718184-1
Merged-chr7-97371683-55	chr7	97371439	97371938	+	0.000	0.000	Merged-chr7-97371683-55
Merged-chr17-79965028-43	chr17	79964834	79965426	+	0.000	0.000	Merged-chr17-79965028-43
Merged-chr4-45342662-1	chr4	45342564	45342762	+	0.000	0.000	Merged-chr4-45342662-1
Merged-chrX-140541348-1	chrX	140541250	140541448	+	0.000	0.000	Merged-chrX-140541348-1
Merged-chr17-86962989-104	chr17	86962419	86963450	+	0.000	0.000	Merged-chr17-86962989-104
Merged-chr18-75419579-57	chr18	75419321	75419891	+	0.000	0.000	Merged-chr18-75419579-57
Merged-chr14-7791631-72	chr14	7791337	7791940	+	0.000	0.000	Merged-chr14-7791631-72
Merged-chr9-119093420-49	chr9	119092886	119094002	+	0.000	0.000	Merged-chr9-119093420-49
Merged-chr4-149542129-26	chr4	149541878	149542438	+	0.000	0.000	Merged-chr4-149542129-26
Merged-chr2-79122721-3	chr2	79122611	79122841	+	0.000	0.000	Merged-chr2-79122721-3
Merged-chr6-99666817-4	chr6	99666607	99667017	+	0.000	0.000	Merged-chr6-99666817-4
Merged-chr5-105138771-1	chr5	105138673	105138871	+	0.000	0.000	Merged-chr5-105138771-1
Merged-chr10-94333972-2	chr10	94333843	94334104	+	0.000	0.000	Merged-chr10-94333972-2
Merged-chr10-41880967-13	chr10	41880825	41881134	+	0.000	0.000	Merged-chr10-41880967-13
Merged-chr2-128126890-5	chr2	128126790	128126994	+	0.000	0.000	Merged-chr2-128126890-5
Merged-chr2-128319231-32	chr2	128319040	128319474	+	0.000	0.000	Merged-chr2-128319231-32
Merged-chr9-35016972-25	chr9	35016773	35017180	+	0.000	0.000	Merged-chr9-35016972-25
Merged-chr4-155892884-1	chr4	155892786	155892984	+	0.000	0.000	Merged-chr4-155892884-1
Merged-chr7-119855035-12	chr7	119854857	119855206	+	0.000	0.000	Merged-chr7-119855035-12
Merged-chr10-8531787-37	chr10	8531522	8532049	+	0.000	0.000	Merged-chr10-8531787-37
Merged-chrX-140506133-71	chrX	140505741	140506426	+	0.000	0.000	Merged-chrX-140506133-71
Merged-chr7-130632261-1	chr7	130632163	130632361	+	0.000	0.000	Merged-chr7-130632261-1
Merged-chr7-123355852-1	chr7	123355754	123355952	+	0.000	0.000	Merged-chr7-123355852-1
Merged-chrX-71556239-93	chrX	71555739	71556493	+	0.000	0.000	Merged-chrX-71556239-93
Merged-chr7-142493134-1	chr7	142493036	142493234	+	0.000	0.000	Merged-chr7-142493134-1
Merged-chr8-53640480-1	chr8	53640382	53640580	+	0.000	0.000	Merged-chr8-53640480-1
Merged-chr3-144028249-1	chr3	144028151	144028349	+	0.000	0.000	Merged-chr3-144028249-1
Merged-chr11-116624122-60	chr11	116623741	116624474	+	0.000	0.000	Merged-chr11-116624122-60
Merged-chr11-68464408-16	chr11	68464196	68464601	+	0.000	0.000	Merged-chr11-68464408-16
Merged-chr9-103302856-1	chr9	103302758	103302956	+	0.000	0.000	Merged-chr9-103302856-1
Merged-chr1-169519600-1	chr1	169519502	169519700	+	0.000	0.000	Merged-chr1-169519600-1
Merged-chr7-143696292-3	chr7	143696161	143696430	+	0.000	0.000	Merged-chr7-143696292-3
Merged-chr5-77096159-4	chr5	77096007	77096349	+	0.000	0.000	Merged-chr5-77096159-4
Merged-chr6-131290551-7	chr6	131290374	131290726	+	0.000	0.000	Merged-chr6-131290551-7
Merged-chr7-135966046-1	chr7	135965948	135966146	+	0.000	0.000	Merged-chr7-135966046-1
Merged-chr6-70831450-1	chr6	70831352	70831550	+	0.000	0.000	Merged-chr6-70831450-1
Merged-chr2-128499903-59	chr2	128499466	128500217	+	0.000	0.000	Merged-chr2-128499903-59
Merged-chrX-142384466-2	chrX	142384284	142384650	+	0.000	0.000	Merged-chrX-142384466-2
Merged-chr10-44724083-14	chr10	44723906	44724262	+	0.000	0.000	Merged-chr10-44724083-14
Merged-chr10-41978788-45	chr10	41978498	41979039	+	0.000	0.000	Merged-chr10-41978788-45
Merged-chr9-52261753-18	chr9	52261505	52262010	+	0.000	0.000	Merged-chr9-52261753-18
Merged-chr2-127832028-64	chr2	127831822	127832396	+	0.000	0.000	Merged-chr2-127832028-64
Merged-chr17-73710320-32	chr17	73709983	73710611	+	0.000	0.000	Merged-chr17-73710320-32
Merged-chr18-4921642-111	chr18	4920845	4922490	+	0.000	0.000	Merged-chr18-4921642-111
Merged-chr6-8736179-83	chr6	8735595	8736702	+	0.000	0.000	Merged-chr6-8736179-83
Merged-chr1-88708373-21	chr1	88708168	88708512	+	0.000	0.000	Merged-chr1-88708373-21
Merged-chr13-115088169-1	chr13	115088071	115088269	+	0.000	0.000	Merged-chr13-115088169-1
Merged-chr2-65199920-22	chr2	65199674	65200152	+	0.000	0.000	Merged-chr2-65199920-22
Merged-chr6-99666119-139	chr6	99665635	99666549	+	0.000	0.000	Merged-chr6-99666119-139
Merged-chr2-143915450-87	chr2	143915174	143915700	+	0.000	0.000	Merged-chr2-143915450-87
Merged-chr18-25505224-41	chr18	25504845	25505545	+	0.000	0.000	Merged-chr18-25505224-41
Merged-chr1-184741519-9	chr1	184741304	184741673	+	0.000	0.000	Merged-chr1-184741519-9
Merged-chr15-55097336-26	chr15	55097093	55097594	+	0.000	0.000	Merged-chr15-55097336-26
Merged-chr5-100572278-24	chr5	100572086	100572542	+	0.000	0.000	Merged-chr5-100572278-24
Merged-chr17-36001765-70	chr17	36001232	36002223	+	0.000	0.000	Merged-chr17-36001765-70
Merged-chr2-9748530-32	chr2	9748340	9748783	+	0.000	0.000	Merged-chr2-9748530-32
Merged-chr14-61601511-3	chr14	61601406	61601626	+	0.000	0.000	Merged-chr14-61601511-3
Merged-chr17-50190024-113	chr17	50189398	50190798	+	0.000	0.000	Merged-chr17-50190024-113
Merged-chr1-176827492-35	chr1	176827054	176827901	+	0.000	0.000	Merged-chr1-176827492-35
Merged-chr11-74554806-1	chr11	74554708	74554906	+	0.000	0.000	Merged-chr11-74554806-1
Merged-chr13-98684546-11	chr13	98684324	98684719	+	0.000	0.000	Merged-chr13-98684546-11
Merged-chr6-82774967-4	chr6	82774835	82775171	+	0.000	0.000	Merged-chr6-82774967-4
Merged-chr17-47629585-70	chr17	47629164	47629938	+	0.000	0.000	Merged-chr17-47629585-70
Merged-chr2-4864669-14	chr2	4864417	4864890	+	0.000	0.000	Merged-chr2-4864669-14
Merged-chr13-100782692-1	chr13	100782594	100782792	+	0.000	0.000	Merged-chr13-100782692-1
Merged-chr7-74529693-87	chr7	74529323	74530172	+	0.000	0.000	Merged-chr7-74529693-87
Merged-chr14-100235821-25	chr14	100235298	100236060	+	0.000	0.000	Merged-chr14-100235821-25
Merged-chr7-130706165-1	chr7	130706067	130706265	+	0.000	0.000	Merged-chr7-130706165-1
Merged-chr13-114931861-78	chr13	114931628	114932182	+	0.000	0.000	Merged-chr13-114931861-78
Merged-chr8-115189297-19	chr8	115189131	115189477	+	0.000	0.000	Merged-chr8-115189297-19
Merged-chr1-38886184-31	chr1	38885978	38886358	+	0.000	0.000	Merged-chr1-38886184-31
Merged-chr2-150915256-26	chr2	150914979	150915567	+	0.000	0.000	Merged-chr2-150915256-26
Merged-chr14-20886359-27	chr14	20886126	20886563	+	0.000	0.000	Merged-chr14-20886359-27
Merged-chr18-73547712-20	chr18	73547489	73547969	+	0.000	0.000	Merged-chr18-73547712-20
Merged-chr14-77874770-63	chr14	77874595	77874951	+	0.000	0.000	Merged-chr14-77874770-63
Merged-chr3-143977087-2	chr3	143976987	143977189	+	0.000	0.000	Merged-chr3-143977087-2
Merged-chr2-101209230-18	chr2	101208987	101209521	+	0.000	0.000	Merged-chr2-101209230-18
Merged-chr9-52259787-26	chr9	52259589	52260056	+	0.000	0.000	Merged-chr9-52259787-26
Merged-chr6-67318064-30	chr6	67317673	67318379	+	0.000	0.000	Merged-chr6-67318064-30
Merged-chr19-56721379-1	chr19	56721281	56721479	+	0.000	0.000	Merged-chr19-56721379-1
Merged-chr3-38568703-18	chr3	38568492	38568951	+	0.000	0.000	Merged-chr3-38568703-18
Merged-chr4-101062010-28	chr4	101061556	101062296	+	0.000	0.000	Merged-chr4-101062010-28
Merged-chr6-135433920-18	chr6	135433711	135434082	+	0.000	0.000	Merged-chr6-135433920-18
Merged-chr6-108862725-26	chr6	108862471	108862994	+	0.000	0.000	Merged-chr6-108862725-26
Merged-chr13-45850664-56	chr13	45850491	45850940	+	0.000	0.000	Merged-chr13-45850664-56
Merged-chr11-119023765-1	chr11	119023667	119023865	+	0.000	0.000	Merged-chr11-119023765-1
Merged-chr11-110537806-33	chr11	110537516	110538107	+	0.000	0.000	Merged-chr11-110537806-33
Merged-chr9-32495799-63	chr9	32495297	32496106	+	0.000	0.000	Merged-chr9-32495799-63
Merged-chr18-83804627-3	chr18	83804515	83804736	+	0.000	0.000	Merged-chr18-83804627-3
Merged-chr3-9863686-1	chr3	9863588	9863786	+	0.000	0.000	Merged-chr3-9863686-1
Merged-chr6-42380729-15	chr6	42380486	42380953	+	0.000	0.000	Merged-chr6-42380729-15
Merged-chr7-119895842-81	chr7	119895590	119896141	+	0.000	0.000	Merged-chr7-119895842-81
Merged-chr14-102811644-20	chr14	102811282	102811842	+	0.000	0.000	Merged-chr14-102811644-20
Merged-chr17-44675111-13	chr17	44674717	44675379	+	0.000	0.000	Merged-chr17-44675111-13
Merged-chr14-7819575-11	chr14	7819379	7819765	+	0.000	0.000	Merged-chr14-7819575-11
Merged-chr3-9911092-20	chr3	9910869	9911300	+	0.000	0.000	Merged-chr3-9911092-20
Merged-chr11-104620912-1	chr11	104620814	104621012	+	0.000	0.000	Merged-chr11-104620912-1
Merged-chr18-84026622-26	chr18	84026404	84026826	+	0.000	0.000	Merged-chr18-84026622-26
Merged-chr11-101697250-12	chr11	101697108	101697417	+	0.000	0.000	Merged-chr11-101697250-12
Merged-chr18-5162694-100	chr18	5162232	5163716	+	0.000	0.000	Merged-chr18-5162694-100
Merged-chr8-115726918-55	chr8	115726622	115727262	+	0.000	0.000	Merged-chr8-115726918-55
Merged-chr2-105334573-32	chr2	105334322	105334974	+	0.000	0.000	Merged-chr2-105334573-32
Merged-chr7-130692777-39	chr7	130692345	130693071	+	0.000	0.000	Merged-chr7-130692777-39
Merged-chr6-92092253-6	chr6	92091995	92092449	+	0.000	0.000	Merged-chr6-92092253-6
Merged-chr1-127676852-3	chr1	127676726	127676981	+	0.000	0.000	Merged-chr1-127676852-3
Merged-chr11-104590284-37	chr11	104590074	104590579	+	0.000	0.000	Merged-chr11-104590284-37
Merged-chr8-122476089-57	chr8	122475786	122476342	+	0.000	0.000	Merged-chr8-122476089-57
Merged-chr3-144207712-15	chr3	144207563	144207912	+	0.000	0.000	Merged-chr3-144207712-15
Merged-chr4-154140098-39	chr4	154139640	154140537	+	0.000	0.000	Merged-chr4-154140098-39
Merged-chr19-56685748-31	chr19	56685476	56686160	+	0.000	0.000	Merged-chr19-56685748-31
Merged-chr2-70105769-18	chr2	70105574	70105984	+	0.000	0.000	Merged-chr2-70105769-18
Merged-chr10-69571391-44	chr10	69570728	69572283	+	0.000	0.000	Merged-chr10-69571391-44
Merged-chr5-139300628-14	chr5	139300441	139300829	+	0.000	0.000	Merged-chr5-139300628-14
Merged-chr13-43245281-1	chr13	43245183	43245381	+	0.000	0.000	Merged-chr13-43245281-1
Merged-chr3-86837478-31	chr3	86837213	86837705	+	0.000	0.000	Merged-chr3-86837478-31
Merged-chr2-26753671-30	chr2	26753413	26754006	+	0.000	0.000	Merged-chr2-26753671-30
Merged-chr16-44339420-21	chr16	44339182	44339633	+	0.000	0.000	Merged-chr16-44339420-21
Merged-chr4-20232431-1	chr4	20232333	20232531	+	0.000	0.000	Merged-chr4-20232431-1
Merged-chr5-112273170-1	chr5	112273072	112273270	+	0.000	0.000	Merged-chr5-112273170-1
Merged-chr1-191850553-19	chr1	191850288	191850774	+	0.000	0.000	Merged-chr1-191850553-19
Merged-chr4-8755555-15	chr4	8755414	8755737	+	0.000	0.000	Merged-chr4-8755555-15
Merged-chr10-8529576-1	chr10	8529478	8529676	+	0.000	0.000	Merged-chr10-8529576-1
Merged-chr4-8799312-3	chr4	8799214	8799412	+	0.000	0.000	Merged-chr4-8799312-3
Merged-chr8-53681035-1	chr8	53680937	53681135	+	0.000	0.000	Merged-chr8-53681035-1
Merged-chr9-122294367-85	chr9	122294163	122294647	+	0.000	0.000	Merged-chr9-122294367-85
Merged-chr10-94523917-65	chr10	94523561	94524232	+	0.000	0.000	Merged-chr10-94523917-65
Merged-chr6-109408727-2	chr6	109408620	109408836	+	0.000	0.000	Merged-chr6-109408727-2
Merged-chr5-150406931-24	chr5	150406696	150407236	+	0.000	0.000	Merged-chr5-150406931-24
Merged-chr14-100460968-1	chr14	100460870	100461068	+	0.000	0.000	Merged-chr14-100460968-1
Merged-chr1-139454784-71	chr1	139454499	139455024	+	0.000	0.000	Merged-chr1-139454784-71
Merged-chr2-90564722-22	chr2	90564565	90564931	+	0.000	0.000	Merged-chr2-90564722-22
Merged-chr12-104222836-1	chr12	104222738	104222936	+	0.000	0.000	Merged-chr12-104222836-1
Merged-chr10-94552139-57	chr10	94551824	94552452	+	0.000	0.000	Merged-chr10-94552139-57
Merged-chr8-122461621-6	chr8	122461307	122461933	+	0.000	0.000	Merged-chr8-122461621-6
Merged-chr5-77384295-58	chr5	77384027	77384569	+	0.000	0.000	Merged-chr5-77384295-58
Merged-chr1-88643278-11	chr1	88643093	88643530	+	0.000	0.000	Merged-chr1-88643278-11
Merged-chr4-41464971-72	chr4	41464775	41465164	+	0.000	0.000	Merged-chr4-41464971-72
Merged-chr14-103619496-1	chr14	103619398	103619596	+	0.000	0.000	Merged-chr14-103619496-1
Merged-chr11-78032316-62	chr11	78032001	78032554	+	0.000	0.000	Merged-chr11-78032316-62
Merged-chr10-44444573-2	chr10	44444449	44444700	+	0.000	0.000	Merged-chr10-44444573-2
Merged-chr11-104581782-46	chr11	104581377	104582448	+	0.000	0.000	Merged-chr11-104581782-46
Merged-chr1-138952405-35	chr1	138952159	138952788	+	0.000	0.000	Merged-chr1-138952405-35
Merged-chr2-90475063-42	chr2	90474897	90475242	+	0.000	0.000	Merged-chr2-90475063-42
Merged-chr2-22864790-24	chr2	22864591	22865038	+	0.000	0.000	Merged-chr2-22864790-24
Merged-chr14-103622465-10	chr14	103622328	103622616	+	0.000	0.000	Merged-chr14-103622465-10
Merged-chr4-8903379-6	chr4	8903224	8903518	+	0.000	0.000	Merged-chr4-8903379-6
Merged-chr2-105428218-37	chr2	105427958	105428558	+	0.000	0.000	Merged-chr2-105428218-37
Merged-chr9-122223138-17	chr9	122222960	122223333	+	0.000	0.000	Merged-chr9-122223138-17
Merged-chr2-13672342-1	chr2	13672244	13672442	+	0.000	0.000	Merged-chr2-13672342-1
Merged-chr13-63261996-1	chr13	63261898	63262096	+	0.000	0.000	Merged-chr13-63261996-1
Merged-chrX-106011686-72	chrX	106011439	106012022	+	0.000	0.000	Merged-chrX-106011686-72
Merged-chr13-59672449-39	chr13	59672248	59672843	+	0.000	0.000	Merged-chr13-59672449-39
Merged-chr18-74823703-33	chr18	74823454	74823941	+	0.000	0.000	Merged-chr18-74823703-33
Merged-chr3-136744582-12	chr3	136744265	136744765	+	0.000	0.000	Merged-chr3-136744582-12
Merged-chr11-68432875-7	chr11	68432720	68433023	+	0.000	0.000	Merged-chr11-68432875-7
Merged-chr3-144252540-1	chr3	144252442	144252640	+	0.000	0.000	Merged-chr3-144252540-1
Merged-chr14-60131750-51	chr14	60131556	60131981	+	0.000	0.000	Merged-chr14-60131750-51
Merged-chr10-8237997-2	chr10	8237897	8238099	+	0.000	0.000	Merged-chr10-8237997-2
Merged-chr11-97112765-38	chr11	97112462	97113005	+	0.000	0.000	Merged-chr11-97112765-38
Merged-chr13-101975495-1	chr13	101975397	101975595	+	0.000	0.000	Merged-chr13-101975495-1
Merged-chr7-123322591-57	chr7	123322300	123322845	+	0.000	0.000	Merged-chr7-123322591-57
Merged-chr10-40449764-5	chr10	40449646	40449875	+	0.000	0.000	Merged-chr10-40449764-5
Merged-chr12-98269804-132	chr12	98269353	98270303	+	0.000	0.000	Merged-chr12-98269804-132
Merged-chr12-55015619-6	chr12	55015459	55015777	+	0.000	0.000	Merged-chr12-55015619-6
Merged-chr7-80583398-64	chr7	80583053	80583747	+	0.000	0.000	Merged-chr7-80583398-64
Merged-chr19-18599034-106	chr19	18598413	18599453	+	0.000	0.000	Merged-chr19-18599034-106
Merged-chrX-140600837-31	chrX	140600580	140601096	+	0.000	0.000	Merged-chrX-140600837-31
Merged-chr17-12205392-1	chr17	12205294	12205492	+	0.000	0.000	Merged-chr17-12205392-1
Merged-chr8-106972963-3	chr8	106972852	106973084	+	0.000	0.000	Merged-chr8-106972963-3
Merged-chr13-47104345-7	chr13	47104050	47104537	+	0.000	0.000	Merged-chr13-47104345-7
Merged-chr13-63249838-84	chr13	63249457	63250212	+	0.000	0.000	Merged-chr13-63249838-84
Merged-chr3-93598203-11	chr3	93598011	93598400	+	0.000	0.000	Merged-chr3-93598203-11
Merged-chr4-8917370-13	chr4	8917206	8917516	+	0.000	0.000	Merged-chr4-8917370-13
Merged-chr13-43250604-89	chr13	43250439	43250991	+	0.000	0.000	Merged-chr13-43250604-89
Merged-chr2-65214427-21	chr2	65214242	65214682	+	0.000	0.000	Merged-chr2-65214427-21
Merged-chr2-163055342-8	chr2	163055173	163055581	+	0.000	0.000	Merged-chr2-163055342-8
Merged-chr3-109133281-24	chr3	109133078	109133523	+	0.000	0.000	Merged-chr3-109133281-24
Merged-chr7-74372078-2	chr7	74371980	74372178	+	0.000	0.000	Merged-chr7-74372078-2
Merged-chr2-180437608-75	chr2	180437260	180437896	+	0.000	0.000	Merged-chr2-180437608-75
Merged-chr1-191835035-29	chr1	191834743	191835291	+	0.000	0.000	Merged-chr1-191835035-29
Merged-chr2-66144631-1	chr2	66144533	66144731	+	0.000	0.000	Merged-chr2-66144631-1
Merged-chr12-70826520-2	chr12	70826360	70826683	+	0.000	0.000	Merged-chr12-70826520-2
Merged-chr4-101159630-5	chr4	101159384	101159838	+	0.000	0.000	Merged-chr4-101159630-5
Merged-chr17-31834133-9	chr17	31833874	31834374	+	0.000	0.000	Merged-chr17-31834133-9
Merged-chr13-43243430-54	chr13	43243224	43243771	+	0.000	0.000	Merged-chr13-43243430-54
Merged-chr13-101719562-51	chr13	101719239	101719931	+	0.000	0.000	Merged-chr13-101719562-51
Merged-chr1-160053620-125	chr1	160052821	160054028	+	0.000	0.000	Merged-chr1-160053620-125
Merged-chr14-20938813-17	chr14	20938588	20939098	+	0.000	0.000	Merged-chr14-20938813-17
Merged-chr1-138933520-5	chr1	138933395	138933639	+	0.000	0.000	Merged-chr1-138933520-5
Merged-chr8-117498576-60	chr8	117498334	117498935	+	0.000	0.000	Merged-chr8-117498576-60
Merged-chr3-123316213-21	chr3	123315970	123316421	+	0.000	0.000	Merged-chr3-123316213-21
Merged-chr10-44704331-20	chr10	44704093	44704587	+	0.000	0.000	Merged-chr10-44704331-20
Merged-chr6-135362816-51	chr6	135362599	135363114	+	0.000	0.000	Merged-chr6-135362816-51
Merged-chr17-34980875-5	chr17	34980681	34981122	+	0.000	0.000	Merged-chr17-34980875-5
Merged-chr17-48586084-53	chr17	48585875	48586268	+	0.000	0.000	Merged-chr17-48586084-53
Merged-chr1-91539801-2	chr1	91539683	91539922	+	0.000	0.000	Merged-chr1-91539801-2
Merged-chr8-46640017-4	chr8	46639893	46640138	+	0.000	0.000	Merged-chr8-46640017-4
Merged-chr19-11050339-12	chr19	11050025	11050571	+	0.000	0.000	Merged-chr19-11050339-12
Merged-chr8-115237313-17	chr8	115237073	115237562	+	0.000	0.000	Merged-chr8-115237313-17
Merged-chr11-109471194-35	chr11	109470899	109471375	+	0.000	0.000	Merged-chr11-109471194-35
Merged-chr14-102824882-6	chr14	102824720	102825050	+	0.000	0.000	Merged-chr14-102824882-6
Merged-chr9-52168033-3	chr9	52167850	52168186	+	0.000	0.000	Merged-chr9-52168033-3
Merged-chr2-129180345-59	chr2	129180184	129180713	+	0.000	0.000	Merged-chr2-129180345-59
Merged-chr11-104662635-2	chr11	104662524	104662748	+	0.000	0.000	Merged-chr11-104662635-2
Merged-chr10-83723178-1	chr10	83723080	83723278	+	0.000	0.000	Merged-chr10-83723178-1
Merged-chr4-117140751-1	chr4	117140653	117140851	+	0.000	0.000	Merged-chr4-117140751-1
Merged-chr15-99652729-6	chr15	99652586	99652852	+	0.000	0.000	Merged-chr15-99652729-6
Merged-chr11-76807341-17	chr11	76807137	76807525	+	0.000	0.000	Merged-chr11-76807341-17
Merged-chr16-58670825-1	chr16	58670727	58670925	+	0.000	0.000	Merged-chr16-58670825-1
Merged-chr18-83870993-2	chr18	83870881	83871107	+	0.000	0.000	Merged-chr18-83870993-2
Merged-chr7-135715354-3	chr7	135715215	135715481	+	0.000	0.000	Merged-chr7-135715354-3
Merged-chr11-46135000-55	chr11	46134479	46135348	+	0.000	0.000	Merged-chr11-46135000-55
Merged-chr6-131294237-12	chr6	131294014	131294508	+	0.000	0.000	Merged-chr6-131294237-12
Merged-chr4-72184753-17	chr4	72184529	72185025	+	0.000	0.000	Merged-chr4-72184753-17
Merged-chr17-73724550-5	chr17	73724405	73724683	+	0.000	0.000	Merged-chr17-73724550-5
Merged-chr7-119861539-102	chr7	119861037	119862176	+	0.000	0.000	Merged-chr7-119861539-102
Merged-chrX-167089139-46	chrX	167088797	167089469	+	0.000	0.000	Merged-chrX-167089139-46
Merged-chr7-74357288-11	chr7	74357063	74357499	+	0.000	0.000	Merged-chr7-74357288-11
Merged-chr16-46120183-68	chr16	46119802	46120485	+	0.000	0.000	Merged-chr16-46120183-68
Merged-chr7-140983161-18	chr7	140982861	140983388	+	0.000	0.000	Merged-chr7-140983161-18
Merged-chr17-44718728-1	chr17	44718630	44718828	+	0.000	0.000	Merged-chr17-44718728-1
Merged-chr2-90580538-117	chr2	90579863	90580942	+	0.000	0.000	Merged-chr2-90580538-117
Merged-chr11-68447453-15	chr11	68447299	68447607	+	0.000	0.000	Merged-chr11-68447453-15
Merged-chrX-159189448-11	chrX	159189284	159189613	+	0.000	0.000	Merged-chrX-159189448-11
Merged-chr11-53784040-1	chr11	53783942	53784140	+	0.000	0.000	Merged-chr11-53784040-1
