#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TFH_Associated--ATAC_peaks.bed all.df.numx.c5-STAT4_WT_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_WT_Tfh_vs_WT_Tfh.up.bed
Merged-chr1-164071690-1	chr1	164071592	164071790	+	0.000	0.000	Merged-chr1-164071690-1
Merged-chr5-143235750-1	chr5	143235652	143235850	+	0.000	0.000	Merged-chr5-143235750-1
Merged-chr14-101478024-3	chr14	101477885	101478153	+	0.000	0.000	Merged-chr14-101478024-3
Merged-chr19-12473105-63	chr19	12472657	12473546	+	0.000	0.000	Merged-chr19-12473105-63
Merged-chr4-6990867-140	chr4	6990266	6991248	+	0.000	0.000	Merged-chr4-6990867-140
Merged-chr6-129256162-24	chr6	129255953	129256339	+	0.000	0.000	Merged-chr6-129256162-24
Merged-chr10-127621595-57	chr10	127621269	127622066	+	0.000	0.000	Merged-chr10-127621595-57
Merged-chr2-170223052-2	chr2	170222884	170223223	+	0.000	0.000	Merged-chr2-170223052-2
Merged-chr16-22661270-2	chr16	22661159	22661384	+	0.000	0.000	Merged-chr16-22661270-2
Merged-chr15-64307280-6	chr15	64307137	64307447	+	0.000	0.000	Merged-chr15-64307280-6
Merged-chr2-72035754-16	chr2	72035562	72035961	+	0.000	0.000	Merged-chr2-72035754-16
Merged-chr10-130336707-49	chr10	130336400	130337257	+	0.000	0.000	Merged-chr10-130336707-49
Merged-chr17-15706572-1	chr17	15706474	15706672	+	0.000	0.000	Merged-chr17-15706572-1
Merged-chr13-112438372-60	chr13	112438027	112438775	+	0.000	0.000	Merged-chr13-112438372-60
Merged-chr1-128705243-28	chr1	128705039	128705497	+	0.000	0.000	Merged-chr1-128705243-28
Merged-chr11-21180890-47	chr11	21180617	21181096	+	0.000	0.000	Merged-chr11-21180890-47
Merged-chr4-152152217-20	chr4	152152010	152152439	+	0.000	0.000	Merged-chr4-152152217-20
Merged-chr15-10447359-14	chr15	10447164	10447566	+	0.000	0.000	Merged-chr15-10447359-14
Merged-chr8-61516284-26	chr8	61516012	61516510	+	0.000	0.000	Merged-chr8-61516284-26
Merged-chr11-116412629-1	chr11	116412531	116412729	+	0.000	0.000	Merged-chr11-116412629-1
Merged-chr4-87987202-14	chr4	87987011	87987354	+	0.000	0.000	Merged-chr4-87987202-14
Merged-chr12-69197589-154	chr12	69197217	69197908	+	0.000	0.000	Merged-chr12-69197589-154
Merged-chr9-110895737-8	chr9	110895567	110896047	+	0.000	0.000	Merged-chr9-110895737-8
Merged-chr17-34952643-49	chr17	34951936	34952971	+	0.000	0.000	Merged-chr17-34952643-49
Merged-chr11-67017936-9	chr11	67017721	67018251	+	0.000	0.000	Merged-chr11-67017936-9
Merged-chr8-94010222-45	chr8	94009867	94010528	+	0.000	0.000	Merged-chr8-94010222-45
Merged-chr1-138252220-12	chr1	138252059	138252385	+	0.000	0.000	Merged-chr1-138252220-12
Merged-chr14-31251205-85	chr14	31250897	31251473	+	0.000	0.000	Merged-chr14-31251205-85
Merged-chr7-128393904-2	chr7	128393776	128394034	+	0.000	0.000	Merged-chr7-128393904-2
Merged-chr1-132011905-3	chr1	132011762	132012036	+	0.000	0.000	Merged-chr1-132011905-3
Merged-chr3-130976377-12	chr3	130976222	130976537	+	0.000	0.000	Merged-chr3-130976377-12
Merged-chrX-42511352-16	chrX	42511031	42511582	+	0.000	0.000	Merged-chrX-42511352-16
Merged-chr17-27656251-5	chr17	27656118	27656431	+	0.000	0.000	Merged-chr17-27656251-5
Merged-chr2-61489944-20	chr2	61489753	61490104	+	0.000	0.000	Merged-chr2-61489944-20
Merged-chr2-132021248-83	chr2	132020920	132021752	+	0.000	0.000	Merged-chr2-132021248-83
Merged-chr9-7873659-1	chr9	7873561	7873759	+	0.000	0.000	Merged-chr9-7873659-1
Merged-chr2-60125288-97	chr2	60124641	60125856	+	0.000	0.000	Merged-chr2-60125288-97
Merged-chr5-107287399-4	chr5	107287265	107287576	+	0.000	0.000	Merged-chr5-107287399-4
Merged-chr19-16773610-74	chr19	16773185	16774000	+	0.000	0.000	Merged-chr19-16773610-74
Merged-chr2-91078502-21	chr2	91078197	91078720	+	0.000	0.000	Merged-chr2-91078502-21
Merged-chr14-54863614-2	chr14	54863450	54863781	+	0.000	0.000	Merged-chr14-54863614-2
Merged-chr11-97999442-46	chr11	97999251	97999713	+	0.000	0.000	Merged-chr11-97999442-46
Merged-chr13-91564824-14	chr13	91564570	91565081	+	0.000	0.000	Merged-chr13-91564824-14
Merged-chr7-104244557-59	chr7	104244328	104244823	+	0.000	0.000	Merged-chr7-104244557-59
Merged-chr4-149856656-49	chr4	149856466	149856854	+	0.000	0.000	Merged-chr4-149856656-49
Merged-chr5-114116772-8	chr5	114116566	114116926	+	0.000	0.000	Merged-chr5-114116772-8
Merged-chr19-34879103-15	chr19	34878813	34879343	+	0.000	0.000	Merged-chr19-34879103-15
Merged-chr2-156975142-7	chr2	156975018	156975264	+	0.000	0.000	Merged-chr2-156975142-7
Merged-chr14-62837590-93	chr14	62837272	62837815	+	0.000	0.000	Merged-chr14-62837590-93
Merged-chr11-3182637-7	chr11	3182408	3182925	+	0.000	0.000	Merged-chr11-3182637-7
Merged-chr15-36453673-6	chr15	36453498	36453853	+	0.000	0.000	Merged-chr15-36453673-6
Merged-chr2-164359803-1	chr2	164359705	164359903	+	0.000	0.000	Merged-chr2-164359803-1
Merged-chr18-34856324-36	chr18	34856120	34856539	+	0.000	0.000	Merged-chr18-34856324-36
Merged-chr17-28193674-11	chr17	28193497	28193882	+	0.000	0.000	Merged-chr17-28193674-11
Merged-chr16-18348236-26	chr16	18348015	18348508	+	0.000	0.000	Merged-chr16-18348236-26
Merged-chr6-65818480-32	chr6	65818205	65818829	+	0.000	0.000	Merged-chr6-65818480-32
Merged-chr9-72111517-133	chr9	72110864	72112155	+	0.000	0.000	Merged-chr9-72111517-133
Merged-chr12-24572311-66	chr12	24571987	24572790	+	0.000	0.000	Merged-chr12-24572311-66
Merged-chr12-111678110-50	chr12	111677807	111678531	+	0.000	0.000	Merged-chr12-111678110-50
Merged-chr17-84187372-1	chr17	84187274	84187472	+	0.000	0.000	Merged-chr17-84187372-1
Merged-chr2-32834738-24	chr2	32834478	32834913	+	0.000	0.000	Merged-chr2-32834738-24
Merged-chr8-123101890-2	chr8	123101786	123101996	+	0.000	0.000	Merged-chr8-123101890-2
Merged-chr15-93487007-12	chr15	93486798	93487181	+	0.000	0.000	Merged-chr15-93487007-12
Merged-chr2-170206161-1	chr2	170206063	170206261	+	0.000	0.000	Merged-chr2-170206161-1
Merged-chr11-75877808-8	chr11	75877633	75877992	+	0.000	0.000	Merged-chr11-75877808-8
Merged-chr11-52281751-1	chr11	52281653	52281851	+	0.000	0.000	Merged-chr11-52281751-1
Merged-chr6-146306141-2	chr6	146306034	146306250	+	0.000	0.000	Merged-chr6-146306141-2
Merged-chr1-128765677-5	chr1	128765524	128765916	+	0.000	0.000	Merged-chr1-128765677-5
Merged-chr6-115774096-4	chr6	115773970	115774224	+	0.000	0.000	Merged-chr6-115774096-4
Merged-chr13-73467504-85	chr13	73467139	73468056	+	0.000	0.000	Merged-chr13-73467504-85
Merged-chr1-39578611-2	chr1	39578415	39578809	+	0.000	0.000	Merged-chr1-39578611-2
Merged-chr9-56160831-65	chr9	56160592	56161131	+	0.000	0.000	Merged-chr9-56160831-65
Merged-chr11-22844102-1	chr11	22844004	22844202	+	0.000	0.000	Merged-chr11-22844102-1
Merged-chr2-77169496-1	chr2	77169398	77169596	+	0.000	0.000	Merged-chr2-77169496-1
Merged-chr6-125484183-4	chr6	125484060	125484347	+	0.000	0.000	Merged-chr6-125484183-4
Merged-chr6-67483330-21	chr6	67483158	67483489	+	0.000	0.000	Merged-chr6-67483330-21
Merged-chr15-85036968-63	chr15	85036806	85037207	+	0.000	0.000	Merged-chr15-85036968-63
Merged-chr5-105616345-34	chr5	105616079	105616632	+	0.000	0.000	Merged-chr5-105616345-34
Merged-chr18-24205839-79	chr18	24205592	24206164	+	0.000	0.000	Merged-chr18-24205839-79
Merged-chr3-30995800-69	chr3	30995442	30996032	+	0.000	0.000	Merged-chr3-30995800-69
Merged-chr7-24610219-3	chr7	24610106	24610343	+	0.000	0.000	Merged-chr7-24610219-3
Merged-chr9-14091293-10	chr9	14091132	14091438	+	0.000	0.000	Merged-chr9-14091293-10
Merged-chr11-94385959-1	chr11	94385861	94386059	+	0.000	0.000	Merged-chr11-94385959-1
Merged-chr7-101093994-1	chr7	101093896	101094094	+	0.000	0.000	Merged-chr7-101093994-1
Merged-chr15-64235406-104	chr15	64234845	64236198	+	0.000	0.000	Merged-chr15-64235406-104
Merged-chr3-126658033-3	chr3	126657900	126658172	+	0.000	0.000	Merged-chr3-126658033-3
Merged-chr11-4843528-2	chr11	4843395	4843663	+	0.000	0.000	Merged-chr11-4843528-2
Merged-chr5-105732037-124	chr5	105731790	105732661	+	0.000	0.000	Merged-chr5-105732037-124
Merged-chr7-24608343-34	chr7	24608149	24608606	+	0.000	0.000	Merged-chr7-24608343-34
Merged-chr6-125145302-51	chr6	125145025	125145613	+	0.000	0.000	Merged-chr6-125145302-51
Merged-chr6-134175051-22	chr6	134174810	134175344	+	0.000	0.000	Merged-chr6-134175051-22
Merged-chr15-36261569-31	chr15	36261340	36261992	+	0.000	0.000	Merged-chr15-36261569-31
Merged-chr5-65866803-1	chr5	65866705	65866903	+	0.000	0.000	Merged-chr5-65866803-1
Merged-chr1-39577040-122	chr1	39576661	39577633	+	0.000	0.000	Merged-chr1-39577040-122
Merged-chr10-39402060-1	chr10	39401962	39402160	+	0.000	0.000	Merged-chr10-39402060-1
Merged-chr18-34887458-62	chr18	34887239	34887849	+	0.000	0.000	Merged-chr18-34887458-62
Merged-chr12-73794369-23	chr12	73794138	73794664	+	0.000	0.000	Merged-chr12-73794369-23
Merged-chr2-93471266-47	chr2	93470730	93471524	+	0.000	0.000	Merged-chr2-93471266-47
Merged-chr9-58253274-50	chr9	58253043	58253507	+	0.000	0.000	Merged-chr9-58253274-50
Merged-chr9-55126346-49	chr9	55126098	55126627	+	0.000	0.000	Merged-chr9-55126346-49
Merged-chr14-122181700-59	chr14	122181493	122181951	+	0.000	0.000	Merged-chr14-122181700-59
Merged-chr7-28375704-42	chr7	28375474	28376015	+	0.000	0.000	Merged-chr7-28375704-42
Merged-chr19-11414241-16	chr19	11414069	11414387	+	0.000	0.000	Merged-chr19-11414241-16
Merged-chr5-140847444-22	chr5	140847222	140847706	+	0.000	0.000	Merged-chr5-140847444-22
Merged-chr15-27726548-6	chr15	27726374	27726708	+	0.000	0.000	Merged-chr15-27726548-6
Merged-chr5-118083000-2	chr5	118082901	118083102	+	0.000	0.000	Merged-chr5-118083000-2
Merged-chr12-8500971-1	chr12	8500873	8501071	+	0.000	0.000	Merged-chr12-8500971-1
Merged-chr17-35210384-52	chr17	35210045	35210629	+	0.000	0.000	Merged-chr17-35210384-52
Merged-chr2-135797053-2	chr2	135796900	135797209	+	0.000	0.000	Merged-chr2-135797053-2
Merged-chr12-85655599-6	chr12	85655482	85655736	+	0.000	0.000	Merged-chr12-85655599-6
Merged-chr6-99239588-1	chr6	99239490	99239688	+	0.000	0.000	Merged-chr6-99239588-1
Merged-chr3-51648429-13	chr3	51648225	51648604	+	0.000	0.000	Merged-chr3-51648429-13
Merged-chr15-79209220-43	chr15	79208959	79209406	+	0.000	0.000	Merged-chr15-79209220-43
Merged-chr15-78920036-14	chr15	78919827	78920242	+	0.000	0.000	Merged-chr15-78920036-14
Merged-chr11-98747477-33	chr11	98747172	98747794	+	0.000	0.000	Merged-chr11-98747477-33
Merged-chr3-84477916-1	chr3	84477818	84478016	+	0.000	0.000	Merged-chr3-84477916-1
Merged-chr19-46501544-15	chr19	46501302	46501909	+	0.000	0.000	Merged-chr19-46501544-15
Merged-chr11-98740664-4	chr11	98740471	98740816	+	0.000	0.000	Merged-chr11-98740664-4
Merged-chr9-57421302-52	chr9	57421097	57421554	+	0.000	0.000	Merged-chr9-57421302-52
Merged-chr11-6569400-3	chr11	6569202	6569553	+	0.000	0.000	Merged-chr11-6569400-3
Merged-chr4-129625177-3	chr4	129625066	129625301	+	0.000	0.000	Merged-chr4-129625177-3
Merged-chr1-138288948-3	chr1	138288808	138289108	+	0.000	0.000	Merged-chr1-138288948-3
Merged-chr4-128806241-68	chr4	128805962	128806764	+	0.000	0.000	Merged-chr4-128806241-68
Merged-chr10-78487870-30	chr10	78487671	78488084	+	0.000	0.000	Merged-chr10-78487870-30
Merged-chr19-43896459-20	chr19	43896119	43896695	+	0.000	0.000	Merged-chr19-43896459-20
Merged-chr19-53906236-47	chr19	53905945	53906591	+	0.000	0.000	Merged-chr19-53906236-47
Merged-chr19-57343616-1	chr19	57343518	57343716	+	0.000	0.000	Merged-chr19-57343616-1
Merged-chr12-52729820-57	chr12	52729334	52730664	+	0.000	0.000	Merged-chr12-52729820-57
Merged-chr13-43864660-51	chr13	43864444	43864873	+	0.000	0.000	Merged-chr13-43864660-51
Merged-chr11-32474947-6	chr11	32474770	32475114	+	0.000	0.000	Merged-chr11-32474947-6
Merged-chr12-82215113-4	chr12	82214988	82215238	+	0.000	0.000	Merged-chr12-82215113-4
Merged-chr3-95739473-23	chr3	95739236	95739654	+	0.000	0.000	Merged-chr3-95739473-23
Merged-chr17-6655670-100	chr17	6655110	6656173	+	0.000	0.000	Merged-chr17-6655670-100
Merged-chr13-30165889-1	chr13	30165791	30165989	+	0.000	0.000	Merged-chr13-30165889-1
Merged-chr6-133986314-22	chr6	133985993	133986625	+	0.000	0.000	Merged-chr6-133986314-22
Merged-chr17-35190259-33	chr17	35190021	35190446	+	0.000	0.000	Merged-chr17-35190259-33
Merged-chr15-99345266-10	chr15	99345020	99345420	+	0.000	0.000	Merged-chr15-99345266-10
Merged-chr11-62524467-4	chr11	62524241	62524620	+	0.000	0.000	Merged-chr11-62524467-4
Merged-chr12-103445253-6	chr12	103445102	103445423	+	0.000	0.000	Merged-chr12-103445253-6
Merged-chr14-121916983-20	chr14	121916695	121917296	+	0.000	0.000	Merged-chr14-121916983-20
Merged-chr17-47156481-21	chr17	47156077	47156944	+	0.000	0.000	Merged-chr17-47156481-21
Merged-chr6-99275701-16	chr6	99275516	99275878	+	0.000	0.000	Merged-chr6-99275701-16
Merged-chr12-55482978-27	chr12	55482727	55483189	+	0.000	0.000	Merged-chr12-55482978-27
Merged-chr5-65902900-8	chr5	65902596	65903147	+	0.000	0.000	Merged-chr5-65902900-8
Merged-chr6-48444392-70	chr6	48443836	48445009	+	0.000	0.000	Merged-chr6-48444392-70
Merged-chr13-28502397-49	chr13	28502029	28502659	+	0.000	0.000	Merged-chr13-28502397-49
Merged-chr1-34187719-7	chr1	34187582	34187866	+	0.000	0.000	Merged-chr1-34187719-7
Merged-chr8-15015807-1	chr8	15015709	15015907	+	0.000	0.000	Merged-chr8-15015807-1
Merged-chr3-88490260-1	chr3	88490162	88490360	+	0.000	0.000	Merged-chr3-88490260-1
Merged-chr5-92348973-52	chr5	92348677	92349273	+	0.000	0.000	Merged-chr5-92348973-52
Merged-chr11-4344147-20	chr11	4343908	4344383	+	0.000	0.000	Merged-chr11-4344147-20
Merged-chr1-131110812-66	chr1	131110558	131111124	+	0.000	0.000	Merged-chr1-131110812-66
Merged-chr6-146439604-15	chr6	146439316	146439849	+	0.000	0.000	Merged-chr6-146439604-15
Merged-chr7-104507900-57	chr7	104507664	104508168	+	0.000	0.000	Merged-chr7-104507900-57
Merged-chr10-99229215-14	chr10	99228970	99229372	+	0.000	0.000	Merged-chr10-99229215-14
Merged-chr15-58697268-28	chr15	58697004	58697527	+	0.000	0.000	Merged-chr15-58697268-28
Merged-chr10-67126526-6	chr10	67126380	67126679	+	0.000	0.000	Merged-chr10-67126526-6
Merged-chr1-138323164-21	chr1	138322896	138323436	+	0.000	0.000	Merged-chr1-138323164-21
Merged-chr1-44119962-5	chr1	44119782	44120100	+	0.000	0.000	Merged-chr1-44119962-5
Merged-chr7-83439094-1	chr7	83438996	83439194	+	0.000	0.000	Merged-chr7-83439094-1
Merged-chr17-32830187-55	chr17	32829987	32830357	+	0.000	0.000	Merged-chr17-32830187-55
Merged-chr6-134343073-39	chr6	134342814	134343506	+	0.000	0.000	Merged-chr6-134343073-39
Merged-chr17-56290726-100	chr17	56290253	56291174	+	0.000	0.000	Merged-chr17-56290726-100
Merged-chr19-5406160-3	chr19	5406012	5406297	+	0.000	0.000	Merged-chr19-5406160-3
Merged-chr16-22657033-32	chr16	22656660	22657386	+	0.000	0.000	Merged-chr16-22657033-32
Merged-chr6-128479977-49	chr6	128479662	128480177	+	0.000	0.000	Merged-chr6-128479977-49
Merged-chr11-5296760-21	chr11	5296509	5297112	+	0.000	0.000	Merged-chr11-5296760-21
Merged-chr17-35979731-116	chr17	35979362	35980035	+	0.000	0.000	Merged-chr17-35979731-116
Merged-chr8-126652316-29	chr8	126652113	126652517	+	0.000	0.000	Merged-chr8-126652316-29
Merged-chr2-170133642-36	chr2	170133364	170133946	+	0.000	0.000	Merged-chr2-170133642-36
Merged-chr5-103439387-46	chr5	103439212	103439633	+	0.000	0.000	Merged-chr5-103439387-46
Merged-chr19-5815160-4	chr19	5815023	5815313	+	0.000	0.000	Merged-chr19-5815160-4
Merged-chr10-77978614-55	chr10	77978394	77978783	+	0.000	0.000	Merged-chr10-77978614-55
Merged-chr2-34976600-12	chr2	34976409	34976773	+	0.000	0.000	Merged-chr2-34976600-12
Merged-chr17-6016614-20	chr17	6016430	6016773	+	0.000	0.000	Merged-chr17-6016614-20
Merged-chr4-150281690-77	chr4	150281315	150282368	+	0.000	0.000	Merged-chr4-150281690-77
Merged-chr2-117421672-7	chr2	117421457	117421864	+	0.000	0.000	Merged-chr2-117421672-7
Merged-chr1-128831308-1	chr1	128831210	128831408	+	0.000	0.000	Merged-chr1-128831308-1
Merged-chr3-40951429-9	chr3	40951073	40951671	+	0.000	0.000	Merged-chr3-40951429-9
Merged-chr11-79132078-52	chr11	79131847	79132366	+	0.000	0.000	Merged-chr11-79132078-52
Merged-chr4-10873390-6	chr4	10873231	10873573	+	0.000	0.000	Merged-chr4-10873390-6
Merged-chr1-181237561-3	chr1	181237399	181237724	+	0.000	0.000	Merged-chr1-181237561-3
Merged-chr10-99268874-71	chr10	99268625	99269242	+	0.000	0.000	Merged-chr10-99268874-71
Merged-chr7-128412594-1	chr7	128412496	128412694	+	0.000	0.000	Merged-chr7-128412594-1
Merged-chr11-98795883-29	chr11	98795644	98796404	+	0.000	0.000	Merged-chr11-98795883-29
Merged-chr2-4601528-18	chr2	4601265	4601751	+	0.000	0.000	Merged-chr2-4601528-18
Merged-chr19-47050699-91	chr19	47050300	47051178	+	0.000	0.000	Merged-chr19-47050699-91
Merged-chr10-96579636-12	chr10	96579427	96579814	+	0.000	0.000	Merged-chr10-96579636-12
Merged-chr5-75422508-3	chr5	75422405	75422613	+	0.000	0.000	Merged-chr5-75422508-3
Merged-chr3-138815364-14	chr3	138814955	138815828	+	0.000	0.000	Merged-chr3-138815364-14
Merged-chr16-22633179-21	chr16	22632914	22633385	+	0.000	0.000	Merged-chr16-22633179-21
Merged-chr9-61759305-3	chr9	61759197	61759422	+	0.000	0.000	Merged-chr9-61759305-3
Merged-chr1-156108539-13	chr1	156108288	156108788	+	0.000	0.000	Merged-chr1-156108539-13
Merged-chr4-7152146-8	chr4	7151952	7152339	+	0.000	0.000	Merged-chr4-7152146-8
Merged-chr17-8251885-20	chr17	8251658	8252134	+	0.000	0.000	Merged-chr17-8251885-20
Merged-chr7-78596101-37	chr7	78595922	78596315	+	0.000	0.000	Merged-chr7-78596101-37
Merged-chr4-137796309-15	chr4	137796077	137796481	+	0.000	0.000	Merged-chr4-137796309-15
Merged-chr1-193153117-43	chr1	193152868	193153424	+	0.000	0.000	Merged-chr1-193153117-43
Merged-chr2-37704378-1	chr2	37704280	37704478	+	0.000	0.000	Merged-chr2-37704378-1
Merged-chr2-165782543-19	chr2	165782284	165782888	+	0.000	0.000	Merged-chr2-165782543-19
Merged-chr12-3808204-7	chr12	3807955	3808453	+	0.000	0.000	Merged-chr12-3808204-7
Merged-chr13-85359389-26	chr13	85359122	85359588	+	0.000	0.000	Merged-chr13-85359389-26
Merged-chr3-121467435-12	chr3	121467218	121467630	+	0.000	0.000	Merged-chr3-121467435-12
Merged-chr2-30626088-75	chr2	30625302	30626499	+	0.000	0.000	Merged-chr2-30626088-75
Merged-chr5-121711769-90	chr5	121711502	121712121	+	0.000	0.000	Merged-chr5-121711769-90
Merged-chr8-8452377-15	chr8	8452231	8452548	+	0.000	0.000	Merged-chr8-8452377-15
Merged-chr2-24750294-26	chr2	24750103	24750486	+	0.000	0.000	Merged-chr2-24750294-26
Merged-chr11-22842852-10	chr11	22842675	22843031	+	0.000	0.000	Merged-chr11-22842852-10
Merged-chr15-36365860-4	chr15	36365730	36365996	+	0.000	0.000	Merged-chr15-36365860-4
Merged-chr16-94370200-2	chr16	94370074	94370329	+	0.000	0.000	Merged-chr16-94370200-2
Merged-chr10-127593065-1	chr10	127592967	127593165	+	0.000	0.000	Merged-chr10-127593065-1
Merged-chr4-16168724-23	chr4	16168422	16169176	+	0.000	0.000	Merged-chr4-16168724-23
Merged-chr10-68137569-23	chr10	68137386	68137791	+	0.000	0.000	Merged-chr10-68137569-23
Merged-chr5-64805509-1	chr5	64805411	64805609	+	0.000	0.000	Merged-chr5-64805509-1
Merged-chr9-118716150-51	chr9	118715845	118716420	+	0.000	0.000	Merged-chr9-118716150-51
Merged-chr11-100355649-58	chr11	100355180	100356428	+	0.000	0.000	Merged-chr11-100355649-58
Merged-chr8-81867222-29	chr8	81867045	81867538	+	0.000	0.000	Merged-chr8-81867222-29
Merged-chr1-165771713-31	chr1	165771458	165771907	+	0.000	0.000	Merged-chr1-165771713-31
Merged-chr12-103442816-1	chr12	103442718	103442916	+	0.000	0.000	Merged-chr12-103442816-1
Merged-chr4-6989689-11	chr4	6989509	6989924	+	0.000	0.000	Merged-chr4-6989689-11
Merged-chr6-144923057-24	chr6	144922676	144923272	+	0.000	0.000	Merged-chr6-144923057-24
Merged-chr11-20741972-1	chr11	20741874	20742072	+	0.000	0.000	Merged-chr11-20741972-1
Merged-chr8-61410967-8	chr8	61410783	61411160	+	0.000	0.000	Merged-chr8-61410967-8
Merged-chr5-35990040-29	chr5	35989778	35990615	+	0.000	0.000	Merged-chr5-35990040-29
Merged-chr12-51971209-64	chr12	51970972	51971496	+	0.000	0.000	Merged-chr12-51971209-64
Merged-chr15-6589814-4	chr15	6589661	6589938	+	0.000	0.000	Merged-chr15-6589814-4
Merged-chr6-99433049-65	chr6	99432583	99433457	+	0.000	0.000	Merged-chr6-99433049-65
Merged-chr17-73810198-2	chr17	73810056	73810342	+	0.000	0.000	Merged-chr17-73810198-2
Merged-chr2-30587397-33	chr2	30587156	30587589	+	0.000	0.000	Merged-chr2-30587397-33
Merged-chr13-117055129-11	chr13	117054685	117055614	+	0.000	0.000	Merged-chr13-117055129-11
Merged-chr5-105110402-76	chr5	105110087	105110712	+	0.000	0.000	Merged-chr5-105110402-76
Merged-chr6-134117779-3	chr6	134117616	134117925	+	0.000	0.000	Merged-chr6-134117779-3
Merged-chr10-60082670-2	chr10	60082556	60082787	+	0.000	0.000	Merged-chr10-60082670-2
Merged-chr11-69795942-1	chr11	69795844	69796042	+	0.000	0.000	Merged-chr11-69795942-1
Merged-chr7-100693346-29	chr7	100693119	100693525	+	0.000	0.000	Merged-chr7-100693346-29
Merged-chr17-73804960-51	chr17	73804752	73805191	+	0.000	0.000	Merged-chr17-73804960-51
Merged-chr17-33930835-34	chr17	33930542	33931344	+	0.000	0.000	Merged-chr17-33930835-34
Merged-chr17-18615356-8	chr17	18615163	18615546	+	0.000	0.000	Merged-chr17-18615356-8
Merged-chr6-145250031-133	chr6	145249793	145250581	+	0.000	0.000	Merged-chr6-145250031-133
Merged-chr15-36454671-3	chr15	36454476	36454864	+	0.000	0.000	Merged-chr15-36454671-3
Merged-chr8-72295868-18	chr8	72295681	72296079	+	0.000	0.000	Merged-chr8-72295868-18
Merged-chr5-88693044-1	chr5	88692946	88693144	+	0.000	0.000	Merged-chr5-88693044-1
Merged-chr2-77237632-1	chr2	77237534	77237732	+	0.000	0.000	Merged-chr2-77237632-1
Merged-chr4-128884034-87	chr4	128883368	128884480	+	0.000	0.000	Merged-chr4-128884034-87
Merged-chr15-98091983-1	chr15	98091885	98092083	+	0.000	0.000	Merged-chr15-98091983-1
Merged-chr14-121552858-6	chr14	121552658	121553035	+	0.000	0.000	Merged-chr14-121552858-6
Merged-chr4-44970955-10	chr4	44970723	44971155	+	0.000	0.000	Merged-chr4-44970955-10
Merged-chr6-99302078-2	chr6	99301926	99302232	+	0.000	0.000	Merged-chr6-99302078-2
Merged-chr12-80272034-8	chr12	80271838	80272235	+	0.000	0.000	Merged-chr12-80272034-8
Merged-chr17-84231580-31	chr17	84231380	84231803	+	0.000	0.000	Merged-chr17-84231580-31
Merged-chr4-6934910-50	chr4	6934274	6935396	+	0.000	0.000	Merged-chr4-6934910-50
Merged-chr19-6871176-1	chr19	6871078	6871276	+	0.000	0.000	Merged-chr19-6871176-1
Merged-chr18-50001132-7	chr18	50000886	50001370	+	0.000	0.000	Merged-chr18-50001132-7
Merged-chr8-84703994-91	chr8	84703413	84704645	+	0.000	0.000	Merged-chr8-84703994-91
Merged-chr11-90231810-17	chr11	90231568	90232056	+	0.000	0.000	Merged-chr11-90231810-17
Merged-chr14-78434272-26	chr14	78434061	78434575	+	0.000	0.000	Merged-chr14-78434272-26
Merged-chr11-100848291-41	chr11	100847924	100848623	+	0.000	0.000	Merged-chr11-100848291-41
Merged-chr16-10542495-1	chr16	10542397	10542595	+	0.000	0.000	Merged-chr16-10542495-1
Merged-chr19-45014825-2	chr19	45014642	45015011	+	0.000	0.000	Merged-chr19-45014825-2
Merged-chr9-61374602-1	chr9	61374504	61374702	+	0.000	0.000	Merged-chr9-61374602-1
Merged-chr15-36458490-14	chr15	36458144	36458721	+	0.000	0.000	Merged-chr15-36458490-14
Merged-chrX-74329006-35	chrX	74328665	74329328	+	0.000	0.000	Merged-chrX-74329006-35
Merged-chr4-150569473-133	chr4	150568524	150569946	+	0.000	0.000	Merged-chr4-150569473-133
Merged-chr12-73750891-1	chr12	73750793	73750991	+	0.000	0.000	Merged-chr12-73750891-1
Merged-chr13-43365585-65	chr13	43365342	43365797	+	0.000	0.000	Merged-chr13-43365585-65
Merged-chr8-90795506-65	chr8	90795263	90795883	+	0.000	0.000	Merged-chr8-90795506-65
Merged-chr11-54962981-48	chr11	54962743	54963206	+	0.000	0.000	Merged-chr11-54962981-48
Merged-chr15-25699255-2	chr15	25699129	25699384	+	0.000	0.000	Merged-chr15-25699255-2
Merged-chr12-8519556-7	chr12	8519356	8519736	+	0.000	0.000	Merged-chr12-8519556-7
Merged-chr12-116314008-18	chr12	116313799	116314288	+	0.000	0.000	Merged-chr12-116314008-18
Merged-chr11-115632280-1	chr11	115632182	115632380	+	0.000	0.000	Merged-chr11-115632280-1
Merged-chr14-10432307-4	chr14	10432203	10432412	+	0.000	0.000	Merged-chr14-10432307-4
Merged-chr6-17925881-20	chr6	17925223	17926389	+	0.000	0.000	Merged-chr6-17925881-20
Merged-chr19-45016458-1	chr19	45016360	45016558	+	0.000	0.000	Merged-chr19-45016458-1
Merged-chr1-138291729-27	chr1	138291462	138291923	+	0.000	0.000	Merged-chr1-138291729-27
Merged-chr15-9463567-25	chr15	9463375	9463848	+	0.000	0.000	Merged-chr15-9463567-25
