#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-STAT4_WT_Tfh_vs_Naive.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_WT_Tfh_vs_Naive.up.bed
Merged-chr10-77035575-25	chr10	77035271	77035862	+	0.000	0.000	Merged-chr10-77035575-25
Merged-chr10-78487870-30	chr10	78487671	78488084	+	0.000	0.000	Merged-chr10-78487870-30
Merged-chr3-89905906-1	chr3	89905808	89906006	+	0.000	0.000	Merged-chr3-89905906-1
Merged-chr13-43864660-51	chr13	43864444	43864873	+	0.000	0.000	Merged-chr13-43864660-51
Merged-chr15-100686630-2	chr15	100686512	100686750	+	0.000	0.000	Merged-chr15-100686630-2
Merged-chr12-82215113-4	chr12	82214988	82215238	+	0.000	0.000	Merged-chr12-82215113-4
Merged-chr1-94042518-47	chr1	94042196	94042777	+	0.000	0.000	Merged-chr1-94042518-47
Merged-chr3-95739473-23	chr3	95739236	95739654	+	0.000	0.000	Merged-chr3-95739473-23
Merged-chr6-90716352-58	chr6	90716038	90716654	+	0.000	0.000	Merged-chr6-90716352-58
Merged-chr1-92015551-10	chr1	92015340	92015776	+	0.000	0.000	Merged-chr1-92015551-10
Merged-chr15-99345266-10	chr15	99345020	99345420	+	0.000	0.000	Merged-chr15-99345266-10
Merged-chr12-103445253-6	chr12	103445102	103445423	+	0.000	0.000	Merged-chr12-103445253-6
Merged-chr7-99432712-47	chr7	99432356	99433250	+	0.000	0.000	Merged-chr7-99432712-47
Merged-chr9-75631100-49	chr9	75630860	75631506	+	0.000	0.000	Merged-chr9-75631100-49
Merged-chr17-47156481-21	chr17	47156077	47156944	+	0.000	0.000	Merged-chr17-47156481-21
Merged-chr12-55482978-27	chr12	55482727	55483189	+	0.000	0.000	Merged-chr12-55482978-27
Merged-chr1-164989943-18	chr1	164989618	164990295	+	0.000	0.000	Merged-chr1-164989943-18
Merged-chr5-65902900-8	chr5	65902596	65903147	+	0.000	0.000	Merged-chr5-65902900-8
Merged-chr15-25739657-1	chr15	25739559	25739757	+	0.000	0.000	Merged-chr15-25739657-1
Merged-chr6-146439604-15	chr6	146439316	146439849	+	0.000	0.000	Merged-chr6-146439604-15
Merged-chr7-104507900-57	chr7	104507664	104508168	+	0.000	0.000	Merged-chr7-104507900-57
Merged-chr1-125561126-1	chr1	125561028	125561226	+	0.000	0.000	Merged-chr1-125561126-1
Merged-chr2-76980390-27	chr2	76980134	76980702	+	0.000	0.000	Merged-chr2-76980390-27
Merged-chr12-82284829-46	chr12	82284597	82285049	+	0.000	0.000	Merged-chr12-82284829-46
Merged-chr1-138323164-21	chr1	138322896	138323436	+	0.000	0.000	Merged-chr1-138323164-21
Merged-chr7-83439094-1	chr7	83438996	83439194	+	0.000	0.000	Merged-chr7-83439094-1
Merged-chr4-59806223-101	chr4	59806007	59806440	+	0.000	0.000	Merged-chr4-59806223-101
Merged-chr6-34353710-33	chr6	34353141	34354302	+	0.000	0.000	Merged-chr6-34353710-33
Merged-chr7-97079180-3	chr7	97079034	97079372	+	0.000	0.000	Merged-chr7-97079180-3
Merged-chr6-134343073-39	chr6	134342814	134343506	+	0.000	0.000	Merged-chr6-134343073-39
Merged-chr2-172405200-19	chr2	172405047	172405398	+	0.000	0.000	Merged-chr2-172405200-19
Merged-chr16-22657033-32	chr16	22656660	22657386	+	0.000	0.000	Merged-chr16-22657033-32
Merged-chr9-119156729-49	chr9	119156262	119157159	+	0.000	0.000	Merged-chr9-119156729-49
Merged-chr11-5296760-21	chr11	5296509	5297112	+	0.000	0.000	Merged-chr11-5296760-21
Merged-chr14-65352047-104	chr14	65351714	65352485	+	0.000	0.000	Merged-chr14-65352047-104
Merged-chr15-6523761-2	chr15	6523650	6523875	+	0.000	0.000	Merged-chr15-6523761-2
Merged-chr4-106794567-50	chr4	106794299	106795096	+	0.000	0.000	Merged-chr4-106794567-50
Merged-chr5-103439387-46	chr5	103439212	103439633	+	0.000	0.000	Merged-chr5-103439387-46
Merged-chr19-5815160-4	chr19	5815023	5815313	+	0.000	0.000	Merged-chr19-5815160-4
Merged-chr10-77978614-55	chr10	77978394	77978783	+	0.000	0.000	Merged-chr10-77978614-55
Merged-chr11-20565128-32	chr11	20564901	20565409	+	0.000	0.000	Merged-chr11-20565128-32
Merged-chr17-6016614-20	chr17	6016430	6016773	+	0.000	0.000	Merged-chr17-6016614-20
Merged-chr4-150281690-77	chr4	150281315	150282368	+	0.000	0.000	Merged-chr4-150281690-77
Merged-chr1-128831308-1	chr1	128831210	128831408	+	0.000	0.000	Merged-chr1-128831308-1
Merged-chr3-40951429-9	chr3	40951073	40951671	+	0.000	0.000	Merged-chr3-40951429-9
Merged-chr13-112396740-45	chr13	112396478	112397182	+	0.000	0.000	Merged-chr13-112396740-45
Merged-chr6-91515827-72	chr6	91515487	91516233	+	0.000	0.000	Merged-chr6-91515827-72
Merged-chr1-181237561-3	chr1	181237399	181237724	+	0.000	0.000	Merged-chr1-181237561-3
Merged-chr10-99268874-71	chr10	99268625	99269242	+	0.000	0.000	Merged-chr10-99268874-71
Merged-chr14-7991383-3	chr14	7991269	7991492	+	0.000	0.000	Merged-chr14-7991383-3
Merged-chr7-128412594-1	chr7	128412496	128412694	+	0.000	0.000	Merged-chr7-128412594-1
Merged-chr17-73164470-6	chr17	73164290	73164617	+	0.000	0.000	Merged-chr17-73164470-6
Merged-chr3-138815364-14	chr3	138814955	138815828	+	0.000	0.000	Merged-chr3-138815364-14
Merged-chr16-22633179-21	chr16	22632914	22633385	+	0.000	0.000	Merged-chr16-22633179-21
Merged-chr9-61759305-3	chr9	61759197	61759422	+	0.000	0.000	Merged-chr9-61759305-3
Merged-chr5-107262597-1	chr5	107262499	107262697	+	0.000	0.000	Merged-chr5-107262597-1
Merged-chr7-78596101-37	chr7	78595922	78596315	+	0.000	0.000	Merged-chr7-78596101-37
Merged-chr4-137796309-15	chr4	137796077	137796481	+	0.000	0.000	Merged-chr4-137796309-15
Merged-chr3-138757496-38	chr3	138757143	138757813	+	0.000	0.000	Merged-chr3-138757496-38
Merged-chr1-193153117-43	chr1	193152868	193153424	+	0.000	0.000	Merged-chr1-193153117-43
Merged-chr13-94955952-16	chr13	94955395	94956258	+	0.000	0.000	Merged-chr13-94955952-16
Merged-chr2-165782543-19	chr2	165782284	165782888	+	0.000	0.000	Merged-chr2-165782543-19
Merged-chr2-30626088-75	chr2	30625302	30626499	+	0.000	0.000	Merged-chr2-30626088-75
Merged-chr10-72620792-31	chr10	72620461	72621163	+	0.000	0.000	Merged-chr10-72620792-31
Merged-chr15-36365860-4	chr15	36365730	36365996	+	0.000	0.000	Merged-chr15-36365860-4
Merged-chr4-16168724-23	chr4	16168422	16169176	+	0.000	0.000	Merged-chr4-16168724-23
Merged-chr2-93467130-1	chr2	93467032	93467230	+	0.000	0.000	Merged-chr2-93467130-1
Merged-chr10-68137569-23	chr10	68137386	68137791	+	0.000	0.000	Merged-chr10-68137569-23
Merged-chr9-118716150-51	chr9	118715845	118716420	+	0.000	0.000	Merged-chr9-118716150-51
Merged-chr11-100355649-58	chr11	100355180	100356428	+	0.000	0.000	Merged-chr11-100355649-58
Merged-chr8-81867222-29	chr8	81867045	81867538	+	0.000	0.000	Merged-chr8-81867222-29
Merged-chr12-103442816-1	chr12	103442718	103442916	+	0.000	0.000	Merged-chr12-103442816-1
Merged-chr4-6989689-11	chr4	6989509	6989924	+	0.000	0.000	Merged-chr4-6989689-11
Merged-chr6-144923057-24	chr6	144922676	144923272	+	0.000	0.000	Merged-chr6-144923057-24
Merged-chr5-35990040-29	chr5	35989778	35990615	+	0.000	0.000	Merged-chr5-35990040-29
Merged-chr11-90638223-83	chr11	90637871	90638463	+	0.000	0.000	Merged-chr11-90638223-83
Merged-chr8-47676017-4	chr8	47675885	47676185	+	0.000	0.000	Merged-chr8-47676017-4
Merged-chr5-105110402-76	chr5	105110087	105110712	+	0.000	0.000	Merged-chr5-105110402-76
Merged-chr1-156674255-139	chr1	156673924	156674489	+	0.000	0.000	Merged-chr1-156674255-139
Merged-chr17-47272458-17	chr17	47272278	47272673	+	0.000	0.000	Merged-chr17-47272458-17
Merged-chr10-60082670-2	chr10	60082556	60082787	+	0.000	0.000	Merged-chr10-60082670-2
Merged-chr3-129621588-32	chr3	129621333	129622039	+	0.000	0.000	Merged-chr3-129621588-32
Merged-chr15-36454671-3	chr15	36454476	36454864	+	0.000	0.000	Merged-chr15-36454671-3
Merged-chrX-166329162-24	chrX	166328971	166329430	+	0.000	0.000	Merged-chrX-166329162-24
Merged-chr4-128884034-87	chr4	128883368	128884480	+	0.000	0.000	Merged-chr4-128884034-87
Merged-chr15-98091983-1	chr15	98091885	98092083	+	0.000	0.000	Merged-chr15-98091983-1
Merged-chr6-72380468-69	chr6	72380214	72380677	+	0.000	0.000	Merged-chr6-72380468-69
Merged-chr1-36987368-5	chr1	36987219	36987534	+	0.000	0.000	Merged-chr1-36987368-5
Merged-chr4-44970955-10	chr4	44970723	44971155	+	0.000	0.000	Merged-chr4-44970955-10
Merged-chr12-80272034-8	chr12	80271838	80272235	+	0.000	0.000	Merged-chr12-80272034-8
Merged-chr5-64435247-1	chr5	64435149	64435347	+	0.000	0.000	Merged-chr5-64435247-1
Merged-chr14-101608763-110	chr14	101608447	101609187	+	0.000	0.000	Merged-chr14-101608763-110
Merged-chr17-84231580-31	chr17	84231380	84231803	+	0.000	0.000	Merged-chr17-84231580-31
Merged-chr5-123321330-6	chr5	123321145	123321532	+	0.000	0.000	Merged-chr5-123321330-6
Merged-chr4-6934910-50	chr4	6934274	6935396	+	0.000	0.000	Merged-chr4-6934910-50
Merged-chr10-95923402-19	chr10	95923136	95923717	+	0.000	0.000	Merged-chr10-95923402-19
Merged-chr8-84703994-91	chr8	84703413	84704645	+	0.000	0.000	Merged-chr8-84703994-91
Merged-chr15-36458490-14	chr15	36458144	36458721	+	0.000	0.000	Merged-chr15-36458490-14
Merged-chrX-74329006-35	chrX	74328665	74329328	+	0.000	0.000	Merged-chrX-74329006-35
Merged-chr4-150569473-133	chr4	150568524	150569946	+	0.000	0.000	Merged-chr4-150569473-133
Merged-chr15-25699255-2	chr15	25699129	25699384	+	0.000	0.000	Merged-chr15-25699255-2
Merged-chr12-8519556-7	chr12	8519356	8519736	+	0.000	0.000	Merged-chr12-8519556-7
Merged-chr8-81497739-56	chr8	81497548	81497998	+	0.000	0.000	Merged-chr8-81497739-56
Merged-chr11-115632280-1	chr11	115632182	115632380	+	0.000	0.000	Merged-chr11-115632280-1
Merged-chr1-138291729-27	chr1	138291462	138291923	+	0.000	0.000	Merged-chr1-138291729-27
Merged-chr15-9463567-25	chr15	9463375	9463848	+	0.000	0.000	Merged-chr15-9463567-25
Merged-chr2-112714110-1	chr2	112714012	112714210	+	0.000	0.000	Merged-chr2-112714110-1
Merged-chr10-21029256-16	chr10	21029070	21029502	+	0.000	0.000	Merged-chr10-21029256-16
Merged-chrX-12062732-18	chrX	12062337	12063059	+	0.000	0.000	Merged-chrX-12062732-18
Merged-chr10-17550297-37	chr10	17549932	17550498	+	0.000	0.000	Merged-chr10-17550297-37
Merged-chr11-78177493-54	chr11	78177106	78177762	+	0.000	0.000	Merged-chr11-78177493-54
Merged-chr5-134304232-28	chr5	134303858	134304558	+	0.000	0.000	Merged-chr5-134304232-28
Merged-chr12-110850959-112	chr12	110850039	110851830	+	0.000	0.000	Merged-chr12-110850959-112
Merged-chr2-117412269-30	chr2	117412004	117412548	+	0.000	0.000	Merged-chr2-117412269-30
Merged-chr3-94658975-68	chr3	94658693	94659188	+	0.000	0.000	Merged-chr3-94658975-68
Merged-chr2-93475257-22	chr2	93475083	93475467	+	0.000	0.000	Merged-chr2-93475257-22
Merged-chr6-118066491-104	chr6	118066055	118067085	+	0.000	0.000	Merged-chr6-118066491-104
Merged-chr16-76341927-28	chr16	76341636	76342184	+	0.000	0.000	Merged-chr16-76341927-28
Merged-chr9-123235810-6	chr9	123235664	123235974	+	0.000	0.000	Merged-chr9-123235810-6
Merged-chr18-78142863-6	chr18	78142688	78142995	+	0.000	0.000	Merged-chr18-78142863-6
Merged-chr7-4964465-28	chr7	4964168	4964685	+	0.000	0.000	Merged-chr7-4964465-28
Merged-chr5-139388834-13	chr5	139388662	139389033	+	0.000	0.000	Merged-chr5-139388834-13
Merged-chr13-55115683-2	chr13	55115585	55115783	+	0.000	0.000	Merged-chr13-55115683-2
Merged-chr11-23754497-34	chr11	23754264	23754717	+	0.000	0.000	Merged-chr11-23754497-34
Merged-chr16-57176339-30	chr16	57176072	57176720	+	0.000	0.000	Merged-chr16-57176339-30
Merged-chr11-69235581-50	chr11	69235344	69235877	+	0.000	0.000	Merged-chr11-69235581-50
Merged-chr17-8190546-24	chr17	8190028	8190974	+	0.000	0.000	Merged-chr17-8190546-24
Merged-chr1-92082846-1	chr1	92082748	92082946	+	0.000	0.000	Merged-chr1-92082846-1
Merged-chr7-132389640-23	chr7	132389383	132389973	+	0.000	0.000	Merged-chr7-132389640-23
Merged-chr2-161097855-1	chr2	161097757	161097955	+	0.000	0.000	Merged-chr2-161097855-1
Merged-chr6-37399175-29	chr6	37398967	37399352	+	0.000	0.000	Merged-chr6-37399175-29
Merged-chr9-56260553-4	chr9	56260419	56260682	+	0.000	0.000	Merged-chr9-56260553-4
Merged-chr17-50998401-17	chr17	50998201	50998632	+	0.000	0.000	Merged-chr17-50998401-17
Merged-chr4-129508062-20	chr4	129507850	129508300	+	0.000	0.000	Merged-chr4-129508062-20
Merged-chr2-103564905-2	chr2	103564781	103565031	+	0.000	0.000	Merged-chr2-103564905-2
Merged-chr3-104841189-28	chr3	104840884	104841415	+	0.000	0.000	Merged-chr3-104841189-28
Merged-chr3-55419547-37	chr3	55419393	55419728	+	0.000	0.000	Merged-chr3-55419547-37
Merged-chr11-90002231-1	chr11	90002133	90002331	+	0.000	0.000	Merged-chr11-90002231-1
Merged-chr11-113536889-33	chr11	113536645	113537228	+	0.000	0.000	Merged-chr11-113536889-33
Merged-chr2-18911586-19	chr2	18911372	18911804	+	0.000	0.000	Merged-chr2-18911586-19
Merged-chr3-37229433-26	chr3	37228931	37229919	+	0.000	0.000	Merged-chr3-37229433-26
Merged-chr9-44525829-1	chr9	44525731	44525929	+	0.000	0.000	Merged-chr9-44525829-1
Merged-chr1-36065053-38	chr1	36064883	36065293	+	0.000	0.000	Merged-chr1-36065053-38
Merged-chr9-121671485-14	chr9	121671329	121671683	+	0.000	0.000	Merged-chr9-121671485-14
Merged-chr8-120114634-2	chr8	120114525	120114746	+	0.000	0.000	Merged-chr8-120114634-2
Merged-chr15-64189441-3	chr15	64189312	64189561	+	0.000	0.000	Merged-chr15-64189441-3
Merged-chr12-15817856-4	chr12	15817716	15818044	+	0.000	0.000	Merged-chr12-15817856-4
Merged-chr2-174674180-20	chr2	174673880	174674404	+	0.000	0.000	Merged-chr2-174674180-20
Merged-chr16-76499941-29	chr16	76499664	76500096	+	0.000	0.000	Merged-chr16-76499941-29
Merged-chr8-81784993-32	chr8	81784720	81785311	+	0.000	0.000	Merged-chr8-81784993-32
Merged-chr8-70659257-1	chr8	70659159	70659357	+	0.000	0.000	Merged-chr8-70659257-1
Merged-chr9-56146566-25	chr9	56146276	56146937	+	0.000	0.000	Merged-chr9-56146566-25
Merged-chr18-54822886-30	chr18	54822693	54823130	+	0.000	0.000	Merged-chr18-54822886-30
Merged-chr5-123344591-87	chr5	123344063	123345423	+	0.000	0.000	Merged-chr5-123344591-87
Merged-chrX-12129472-24	chrX	12129268	12129663	+	0.000	0.000	Merged-chrX-12129472-24
Merged-chr17-34027748-88	chr17	34027306	34028116	+	0.000	0.000	Merged-chr17-34027748-88
Merged-chr12-102363650-8	chr12	102363517	102363783	+	0.000	0.000	Merged-chr12-102363650-8
Merged-chr11-113751660-154	chr11	113751319	113752110	+	0.000	0.000	Merged-chr11-113751660-154
Merged-chr9-75625802-71	chr9	75625345	75626133	+	0.000	0.000	Merged-chr9-75625802-71
Merged-chr2-172400029-42	chr2	172399836	172400242	+	0.000	0.000	Merged-chr2-172400029-42
Merged-chr6-134220428-49	chr6	134220106	134220733	+	0.000	0.000	Merged-chr6-134220428-49
Merged-chr5-103405503-4	chr5	103405320	103405666	+	0.000	0.000	Merged-chr5-103405503-4
Merged-chr12-69295722-1	chr12	69295624	69295822	+	0.000	0.000	Merged-chr12-69295722-1
Merged-chr1-36998554-1	chr1	36998456	36998654	+	0.000	0.000	Merged-chr1-36998554-1
Merged-chr13-41683049-20	chr13	41682822	41683227	+	0.000	0.000	Merged-chr13-41683049-20
Merged-chr14-101594415-15	chr14	101594130	101594748	+	0.000	0.000	Merged-chr14-101594415-15
Merged-chr17-47269600-53	chr17	47269061	47269940	+	0.000	0.000	Merged-chr17-47269600-53
Merged-chr1-152790429-9	chr1	152790276	152790566	+	0.000	0.000	Merged-chr1-152790429-9
Merged-chr5-23783509-56	chr5	23783078	23783829	+	0.000	0.000	Merged-chr5-23783509-56
Merged-chr12-112959623-34	chr12	112959406	112959875	+	0.000	0.000	Merged-chr12-112959623-34
Merged-chr7-78578195-76	chr7	78577183	78579221	+	0.000	0.000	Merged-chr7-78578195-76
Merged-chr15-66865444-64	chr15	66865160	66865698	+	0.000	0.000	Merged-chr15-66865444-64
Merged-chr2-152105524-67	chr2	152105220	152106060	+	0.000	0.000	Merged-chr2-152105524-67
Merged-chr2-28518472-28	chr2	28518314	28518626	+	0.000	0.000	Merged-chr2-28518472-28
Merged-chr17-27655639-31	chr17	27655378	27656015	+	0.000	0.000	Merged-chr17-27655639-31
Merged-chr1-128794102-26	chr1	128793913	128794294	+	0.000	0.000	Merged-chr1-128794102-26
Merged-chr3-55461878-45	chr3	55461491	55462177	+	0.000	0.000	Merged-chr3-55461878-45
Merged-chr18-79092831-54	chr18	79092461	79093112	+	0.000	0.000	Merged-chr18-79092831-54
Merged-chr7-128411878-25	chr7	128411596	128412162	+	0.000	0.000	Merged-chr7-128411878-25
Merged-chr15-66861885-73	chr15	66861574	66862262	+	0.000	0.000	Merged-chr15-66861885-73
Merged-chr10-13057097-43	chr10	13056870	13057291	+	0.000	0.000	Merged-chr10-13057097-43
Merged-chr12-102387501-18	chr12	102387255	102387740	+	0.000	0.000	Merged-chr12-102387501-18
Merged-chr4-145319470-38	chr4	145319280	145319633	+	0.000	0.000	Merged-chr4-145319470-38
Merged-chr15-73627530-51	chr15	73627300	73627773	+	0.000	0.000	Merged-chr15-73627530-51
Merged-chr1-128617938-22	chr1	128617710	128618083	+	0.000	0.000	Merged-chr1-128617938-22
Merged-chr4-127077282-59	chr4	127077055	127077520	+	0.000	0.000	Merged-chr4-127077282-59
Merged-chr15-79927783-58	chr15	79927515	79928046	+	0.000	0.000	Merged-chr15-79927783-58
Merged-chr9-118769536-3	chr9	118769394	118769679	+	0.000	0.000	Merged-chr9-118769536-3
Merged-chr13-112424975-114	chr13	112424634	112425351	+	0.000	0.000	Merged-chr13-112424975-114
Merged-chr4-129827894-38	chr4	129827524	129828249	+	0.000	0.000	Merged-chr4-129827894-38
Merged-chr11-4822168-1	chr11	4822070	4822268	+	0.000	0.000	Merged-chr11-4822168-1
Merged-chr10-4334373-40	chr10	4334004	4334642	+	0.000	0.000	Merged-chr10-4334373-40
Merged-chr17-33851490-17	chr17	33851310	33851716	+	0.000	0.000	Merged-chr17-33851490-17
Merged-chr13-63634461-26	chr13	63634252	63634652	+	0.000	0.000	Merged-chr13-63634461-26
Merged-chr9-61779248-32	chr9	61778944	61779576	+	0.000	0.000	Merged-chr9-61779248-32
Merged-chr6-49323213-3	chr6	49323091	49323331	+	0.000	0.000	Merged-chr6-49323213-3
Merged-chr14-120277544-48	chr14	120277104	120278000	+	0.000	0.000	Merged-chr14-120277544-48
Merged-chr17-84633706-27	chr17	84633530	84633899	+	0.000	0.000	Merged-chr17-84633706-27
Merged-chr9-14375799-2	chr9	14375675	14375925	+	0.000	0.000	Merged-chr9-14375799-2
Merged-chr3-37269046-1	chr3	37268948	37269146	+	0.000	0.000	Merged-chr3-37269046-1
Merged-chr2-93461187-44	chr2	93461016	93461405	+	0.000	0.000	Merged-chr2-93461187-44
Merged-chr17-65723908-4	chr17	65723737	65724057	+	0.000	0.000	Merged-chr17-65723908-4
Merged-chr1-16746093-10	chr1	16745923	16746229	+	0.000	0.000	Merged-chr1-16746093-10
Merged-chr19-29256638-24	chr19	29256487	29256795	+	0.000	0.000	Merged-chr19-29256638-24
Merged-chr2-131502737-1	chr2	131502639	131502837	+	0.000	0.000	Merged-chr2-131502737-1
Merged-chr5-135669926-12	chr5	135669727	135670124	+	0.000	0.000	Merged-chr5-135669926-12
Merged-chr2-152962501-29	chr2	152962284	152962702	+	0.000	0.000	Merged-chr2-152962501-29
Merged-chr1-171975842-43	chr1	171975602	171976062	+	0.000	0.000	Merged-chr1-171975842-43
Merged-chr13-36205597-1	chr13	36205499	36205697	+	0.000	0.000	Merged-chr13-36205597-1
Merged-chr5-65895360-6	chr5	65895240	65895485	+	0.000	0.000	Merged-chr5-65895360-6
Merged-chr5-137425710-17	chr5	137425506	137425925	+	0.000	0.000	Merged-chr5-137425710-17
Merged-chr18-78968533-24	chr18	78968265	78968899	+	0.000	0.000	Merged-chr18-78968533-24
Merged-chr13-112510922-24	chr13	112510587	112511151	+	0.000	0.000	Merged-chr13-112510922-24
Merged-chr14-57711254-16	chr14	57710984	57711471	+	0.000	0.000	Merged-chr14-57711254-16
Merged-chr3-37257876-54	chr3	37257637	37258195	+	0.000	0.000	Merged-chr3-37257876-54
Merged-chr5-139381144-2	chr5	139381046	139381244	+	0.000	0.000	Merged-chr5-139381144-2
Merged-chr9-61755536-8	chr9	61755263	61755685	+	0.000	0.000	Merged-chr9-61755536-8
Merged-chr1-155138999-23	chr1	155138812	155139187	+	0.000	0.000	Merged-chr1-155138999-23
Merged-chr12-8829383-1	chr12	8829285	8829483	+	0.000	0.000	Merged-chr12-8829383-1
Merged-chr7-128528346-14	chr7	128528123	128528523	+	0.000	0.000	Merged-chr7-128528346-14
Merged-chr10-18234005-1	chr10	18233907	18234105	+	0.000	0.000	Merged-chr10-18234005-1
Merged-chr4-102698140-35	chr4	102697922	102698373	+	0.000	0.000	Merged-chr4-102698140-35
Merged-chr17-84243747-20	chr17	84243420	84244143	+	0.000	0.000	Merged-chr17-84243747-20
Merged-chr8-34808956-5	chr8	34808800	34809132	+	0.000	0.000	Merged-chr8-34808956-5
Merged-chr11-94937215-66	chr11	94937007	94937427	+	0.000	0.000	Merged-chr11-94937215-66
Merged-chr2-61564140-1	chr2	61564042	61564240	+	0.000	0.000	Merged-chr2-61564140-1
Merged-chr3-87765241-47	chr3	87765020	87765511	+	0.000	0.000	Merged-chr3-87765241-47
Merged-chr5-64864889-25	chr5	64864642	64865269	+	0.000	0.000	Merged-chr5-64864889-25
Merged-chr3-129881426-2	chr3	129881255	129881599	+	0.000	0.000	Merged-chr3-129881426-2
Merged-chr11-5741141-55	chr11	5740937	5741575	+	0.000	0.000	Merged-chr11-5741141-55
Merged-chr1-65187558-2	chr1	65187403	65187715	+	0.000	0.000	Merged-chr1-65187558-2
Merged-chr2-77102646-21	chr2	77102109	77102926	+	0.000	0.000	Merged-chr2-77102646-21
Merged-chr16-57495758-66	chr16	57495510	57496035	+	0.000	0.000	Merged-chr16-57495758-66
Merged-chr5-118036071-1	chr5	118035973	118036171	+	0.000	0.000	Merged-chr5-118036071-1
Merged-chr19-12501053-3	chr19	12500855	12501256	+	0.000	0.000	Merged-chr19-12501053-3
Merged-chr9-119983826-11	chr9	119983528	119984004	+	0.000	0.000	Merged-chr9-119983826-11
Merged-chr15-64246637-23	chr15	64246390	64246896	+	0.000	0.000	Merged-chr15-64246637-23
Merged-chr6-125238645-15	chr6	125238481	125239000	+	0.000	0.000	Merged-chr6-125238645-15
Merged-chr16-90143033-1	chr16	90142935	90143133	+	0.000	0.000	Merged-chr16-90143033-1
Merged-chr4-129793960-55	chr4	129793701	129794228	+	0.000	0.000	Merged-chr4-129793960-55
Merged-chr9-96259291-5	chr9	96259178	96259426	+	0.000	0.000	Merged-chr9-96259291-5
Merged-chr7-97082816-6	chr7	97082692	97082973	+	0.000	0.000	Merged-chr7-97082816-6
Merged-chr3-89880377-16	chr3	89880154	89880620	+	0.000	0.000	Merged-chr3-89880377-16
Merged-chr6-89595529-55	chr6	89595294	89595763	+	0.000	0.000	Merged-chr6-89595529-55
Merged-chr19-18759218-5	chr19	18759036	18759359	+	0.000	0.000	Merged-chr19-18759218-5
Merged-chr17-47123695-29	chr17	47123460	47123894	+	0.000	0.000	Merged-chr17-47123695-29
Merged-chr1-94052292-74	chr1	94051005	94052775	+	0.000	0.000	Merged-chr1-94052292-74
Merged-chr11-72206634-10	chr11	72206481	72206809	+	0.000	0.000	Merged-chr11-72206634-10
Merged-chr19-29261826-30	chr19	29261614	29262028	+	0.000	0.000	Merged-chr19-29261826-30
Merged-chr18-79259139-9	chr18	79258951	79259343	+	0.000	0.000	Merged-chr18-79259139-9
Merged-chr14-45079101-26	chr14	45078866	45079343	+	0.000	0.000	Merged-chr14-45079101-26
Merged-chr11-32200377-38	chr11	32200129	32200716	+	0.000	0.000	Merged-chr11-32200377-38
Merged-chr16-44978370-3	chr16	44978226	44978503	+	0.000	0.000	Merged-chr16-44978370-3
Merged-chr11-69765727-4	chr11	69765606	69765837	+	0.000	0.000	Merged-chr11-69765727-4
Merged-chr11-61505024-59	chr11	61504751	61505217	+	0.000	0.000	Merged-chr11-61505024-59
Merged-chr9-25196210-2	chr9	25196069	25196354	+	0.000	0.000	Merged-chr9-25196210-2
Merged-chr7-143649559-54	chr7	143649353	143649770	+	0.000	0.000	Merged-chr7-143649559-54
Merged-chr7-78579954-14	chr7	78579729	78580220	+	0.000	0.000	Merged-chr7-78579954-14
Merged-chr8-81854929-80	chr8	81854545	81855460	+	0.000	0.000	Merged-chr8-81854929-80
Merged-chrX-104857124-25	chrX	104856905	104857335	+	0.000	0.000	Merged-chrX-104857124-25
Merged-chr13-99412306-1	chr13	99412208	99412406	+	0.000	0.000	Merged-chr13-99412306-1
Merged-chr6-134219589-1	chr6	134219491	134219689	+	0.000	0.000	Merged-chr6-134219589-1
Merged-chr4-6969014-1	chr4	6968916	6969114	+	0.000	0.000	Merged-chr4-6969014-1
Merged-chr12-69297062-101	chr12	69296641	69297387	+	0.000	0.000	Merged-chr12-69297062-101
Merged-chr18-54868330-10	chr18	54868149	54868513	+	0.000	0.000	Merged-chr18-54868330-10
Merged-chr2-163229277-53	chr2	163229028	163229504	+	0.000	0.000	Merged-chr2-163229277-53
Merged-chr6-134373218-23	chr6	134372968	134373426	+	0.000	0.000	Merged-chr6-134373218-23
Merged-chr12-80286033-24	chr12	80285600	80286309	+	0.000	0.000	Merged-chr12-80286033-24
Merged-chr12-24592283-13	chr12	24592078	24592587	+	0.000	0.000	Merged-chr12-24592283-13
Merged-chr10-80323531-47	chr10	80323214	80323942	+	0.000	0.000	Merged-chr10-80323531-47
Merged-chr5-107265096-67	chr5	107264760	107265380	+	0.000	0.000	Merged-chr5-107265096-67
Merged-chr9-62509515-27	chr9	62509301	62509824	+	0.000	0.000	Merged-chr9-62509515-27
Merged-chr17-70847281-7	chr17	70847149	70847403	+	0.000	0.000	Merged-chr17-70847281-7
Merged-chr11-96997280-1	chr11	96997182	96997380	+	0.000	0.000	Merged-chr11-96997280-1
Merged-chr18-34850350-14	chr18	34850147	34850513	+	0.000	0.000	Merged-chr18-34850350-14
Merged-chr7-78910749-2	chr7	78910616	78910884	+	0.000	0.000	Merged-chr7-78910749-2
