#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TFH_Associated--ATAC_peaks.bed all.df.numx.c5-Bcl6KO_Th1_vs_Naive.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Bcl6KO_Th1_vs_Naive.up.bed
Merged-chr7-19815931-1	chr7	19815833	19816031	+	0.000	0.000	Merged-chr7-19815931-1
Merged-chr9-119321401-1	chr9	119321303	119321501	+	0.000	0.000	Merged-chr9-119321401-1
Merged-chr1-173489627-22	chr1	173489459	173489781	+	0.000	0.000	Merged-chr1-173489627-22
Merged-chr8-95703072-54	chr8	95702754	95703388	+	0.000	0.000	Merged-chr8-95703072-54
Merged-chr19-46518736-37	chr19	46518403	46519160	+	0.000	0.000	Merged-chr19-46518736-37
Merged-chr4-128804971-3	chr4	128804860	128805084	+	0.000	0.000	Merged-chr4-128804971-3
Merged-chr6-85137603-78	chr6	85137369	85137795	+	0.000	0.000	Merged-chr6-85137603-78
Merged-chr11-4366568-4	chr11	4366426	4366732	+	0.000	0.000	Merged-chr11-4366568-4
Merged-chr1-55528879-45	chr1	55528605	55529224	+	0.000	0.000	Merged-chr1-55528879-45
Merged-chr8-121573521-19	chr8	121573374	121573699	+	0.000	0.000	Merged-chr8-121573521-19
Merged-chr16-45252126-62	chr16	45251851	45252318	+	0.000	0.000	Merged-chr16-45252126-62
Merged-chr7-128611334-65	chr7	128611099	128611592	+	0.000	0.000	Merged-chr7-128611334-65
Merged-chr8-79150775-36	chr8	79150546	79150952	+	0.000	0.000	Merged-chr8-79150775-36
Merged-chr10-42838902-52	chr10	42838663	42839177	+	0.000	0.000	Merged-chr10-42838902-52
Merged-chr17-87107301-129	chr17	87106877	87107666	+	0.000	0.000	Merged-chr17-87107301-129
Merged-chr9-61372963-1	chr9	61372865	61373063	+	0.000	0.000	Merged-chr9-61372963-1
Merged-chr1-138304184-80	chr1	138303785	138304622	+	0.000	0.000	Merged-chr1-138304184-80
Merged-chr16-24446565-13	chr16	24446426	24446701	+	0.000	0.000	Merged-chr16-24446565-13
Merged-chr5-100638762-1	chr5	100638664	100638862	+	0.000	0.000	Merged-chr5-100638762-1
Merged-chr12-82246158-1	chr12	82246060	82246258	+	0.000	0.000	Merged-chr12-82246158-1
Merged-chr9-61479707-4	chr9	61479581	61479825	+	0.000	0.000	Merged-chr9-61479707-4
Merged-chr1-36274584-22	chr1	36274395	36274760	+	0.000	0.000	Merged-chr1-36274584-22
Merged-chr6-134059534-54	chr6	134059026	134059945	+	0.000	0.000	Merged-chr6-134059534-54
Merged-chr2-59244755-83	chr2	59244239	59245325	+	0.000	0.000	Merged-chr2-59244755-83
Merged-chr5-143235750-1	chr5	143235652	143235850	+	0.000	0.000	Merged-chr5-143235750-1
Merged-chr10-127759076-2	chr10	127758978	127759177	+	0.000	0.000	Merged-chr10-127759076-2
Merged-chr19-12473105-63	chr19	12472657	12473546	+	0.000	0.000	Merged-chr19-12473105-63
Merged-chrX-98292021-23	chrX	98291807	98292194	+	0.000	0.000	Merged-chrX-98292021-23
Merged-chr2-170223052-2	chr2	170222884	170223223	+	0.000	0.000	Merged-chr2-170223052-2
Merged-chr2-72035754-16	chr2	72035562	72035961	+	0.000	0.000	Merged-chr2-72035754-16
Merged-chr10-130336707-49	chr10	130336400	130337257	+	0.000	0.000	Merged-chr10-130336707-49
Merged-chr13-112438372-60	chr13	112438027	112438775	+	0.000	0.000	Merged-chr13-112438372-60
Merged-chr7-144445036-55	chr7	144444741	144445419	+	0.000	0.000	Merged-chr7-144445036-55
Merged-chr7-129469808-1	chr7	129469710	129469908	+	0.000	0.000	Merged-chr7-129469808-1
Merged-chr11-21180890-47	chr11	21180617	21181096	+	0.000	0.000	Merged-chr11-21180890-47
Merged-chr10-118868545-20	chr10	118868115	118868897	+	0.000	0.000	Merged-chr10-118868545-20
Merged-chr19-40832149-1	chr19	40832051	40832249	+	0.000	0.000	Merged-chr19-40832149-1
Merged-chr14-69980861-5	chr14	69980726	69980993	+	0.000	0.000	Merged-chr14-69980861-5
Merged-chr4-87987202-14	chr4	87987011	87987354	+	0.000	0.000	Merged-chr4-87987202-14
Merged-chr17-34952643-49	chr17	34951936	34952971	+	0.000	0.000	Merged-chr17-34952643-49
Merged-chr5-143684013-46	chr5	143683642	143684513	+	0.000	0.000	Merged-chr5-143684013-46
Merged-chr11-67017936-9	chr11	67017721	67018251	+	0.000	0.000	Merged-chr11-67017936-9
Merged-chr8-94010222-45	chr8	94009867	94010528	+	0.000	0.000	Merged-chr8-94010222-45
Merged-chr1-138252220-12	chr1	138252059	138252385	+	0.000	0.000	Merged-chr1-138252220-12
Merged-chr14-31251205-85	chr14	31250897	31251473	+	0.000	0.000	Merged-chr14-31251205-85
Merged-chr9-114462838-21	chr9	114462641	114463060	+	0.000	0.000	Merged-chr9-114462838-21
Merged-chr4-154936025-18	chr4	154935861	154936189	+	0.000	0.000	Merged-chr4-154936025-18
Merged-chr1-164395295-18	chr1	164394917	164395823	+	0.000	0.000	Merged-chr1-164395295-18
Merged-chr1-132011905-3	chr1	132011762	132012036	+	0.000	0.000	Merged-chr1-132011905-3
Merged-chr2-170205615-94	chr2	170205333	170206023	+	0.000	0.000	Merged-chr2-170205615-94
Merged-chrX-153498293-79	chrX	153497972	153498638	+	0.000	0.000	Merged-chrX-153498293-79
Merged-chr13-51970284-43	chr13	51970063	51970569	+	0.000	0.000	Merged-chr13-51970284-43
Merged-chr5-107287399-4	chr5	107287265	107287576	+	0.000	0.000	Merged-chr5-107287399-4
Merged-chr12-76889803-12	chr12	76889664	76890022	+	0.000	0.000	Merged-chr12-76889803-12
Merged-chr14-54863614-2	chr14	54863450	54863781	+	0.000	0.000	Merged-chr14-54863614-2
Merged-chr8-81855698-1	chr8	81855600	81855798	+	0.000	0.000	Merged-chr8-81855698-1
Merged-chr4-128849197-16	chr4	128848979	128849431	+	0.000	0.000	Merged-chr4-128849197-16
Merged-chr6-143897705-1	chr6	143897607	143897805	+	0.000	0.000	Merged-chr6-143897705-1
Merged-chr7-104244557-59	chr7	104244328	104244823	+	0.000	0.000	Merged-chr7-104244557-59
Merged-chr19-40300210-18	chr19	40299980	40300416	+	0.000	0.000	Merged-chr19-40300210-18
Merged-chr19-24225135-80	chr19	24224801	24225407	+	0.000	0.000	Merged-chr19-24225135-80
Merged-chr5-114116772-8	chr5	114116566	114116926	+	0.000	0.000	Merged-chr5-114116772-8
Merged-chr1-86582590-65	chr1	86582318	86582873	+	0.000	0.000	Merged-chr1-86582590-65
Merged-chr9-35495678-50	chr9	35495467	35495878	+	0.000	0.000	Merged-chr9-35495678-50
Merged-chr18-34856324-36	chr18	34856120	34856539	+	0.000	0.000	Merged-chr18-34856324-36
Merged-chr7-125552153-61	chr7	125551849	125552492	+	0.000	0.000	Merged-chr7-125552153-61
Merged-chr1-94048267-32	chr1	94048043	94048516	+	0.000	0.000	Merged-chr1-94048267-32
Merged-chr11-106165537-24	chr11	106165327	106165742	+	0.000	0.000	Merged-chr11-106165537-24
Merged-chr11-58938745-55	chr11	58938517	58939074	+	0.000	0.000	Merged-chr11-58938745-55
Merged-chr9-72111517-133	chr9	72110864	72112155	+	0.000	0.000	Merged-chr9-72111517-133
Merged-chr14-45080367-24	chr14	45080103	45080646	+	0.000	0.000	Merged-chr14-45080367-24
Merged-chr12-111678110-50	chr12	111677807	111678531	+	0.000	0.000	Merged-chr12-111678110-50
Merged-chr8-123101890-2	chr8	123101786	123101996	+	0.000	0.000	Merged-chr8-123101890-2
Merged-chr15-93487007-12	chr15	93486798	93487181	+	0.000	0.000	Merged-chr15-93487007-12
Merged-chr2-170206161-1	chr2	170206063	170206261	+	0.000	0.000	Merged-chr2-170206161-1
Merged-chr1-128767161-51	chr1	128766890	128767574	+	0.000	0.000	Merged-chr1-128767161-51
Merged-chr11-75877808-8	chr11	75877633	75877992	+	0.000	0.000	Merged-chr11-75877808-8
Merged-chr8-72363600-16	chr8	72363451	72363769	+	0.000	0.000	Merged-chr8-72363600-16
Merged-chr6-146306141-2	chr6	146306034	146306250	+	0.000	0.000	Merged-chr6-146306141-2
Merged-chr1-128765677-5	chr1	128765524	128765916	+	0.000	0.000	Merged-chr1-128765677-5
Merged-chr6-115774096-4	chr6	115773970	115774224	+	0.000	0.000	Merged-chr6-115774096-4
Merged-chr13-73467504-85	chr13	73467139	73468056	+	0.000	0.000	Merged-chr13-73467504-85
Merged-chr1-39578611-2	chr1	39578415	39578809	+	0.000	0.000	Merged-chr1-39578611-2
Merged-chr9-56160831-65	chr9	56160592	56161131	+	0.000	0.000	Merged-chr9-56160831-65
Merged-chr6-125484183-4	chr6	125484060	125484347	+	0.000	0.000	Merged-chr6-125484183-4
Merged-chr1-138299075-6	chr1	138298940	138299250	+	0.000	0.000	Merged-chr1-138299075-6
Merged-chr3-9656637-3	chr3	9656509	9656758	+	0.000	0.000	Merged-chr3-9656637-3
Merged-chr15-85036968-63	chr15	85036806	85037207	+	0.000	0.000	Merged-chr15-85036968-63
Merged-chr5-105616345-34	chr5	105616079	105616632	+	0.000	0.000	Merged-chr5-105616345-34
Merged-chr10-75978406-17	chr10	75978263	75978609	+	0.000	0.000	Merged-chr10-75978406-17
Merged-chr7-24610219-3	chr7	24610106	24610343	+	0.000	0.000	Merged-chr7-24610219-3
Merged-chr4-128713412-15	chr4	128713228	128713674	+	0.000	0.000	Merged-chr4-128713412-15
Merged-chr10-121382753-17	chr10	121382535	121382978	+	0.000	0.000	Merged-chr10-121382753-17
Merged-chr2-29673016-79	chr2	29672755	29673189	+	0.000	0.000	Merged-chr2-29673016-79
Merged-chr7-101093994-1	chr7	101093896	101094094	+	0.000	0.000	Merged-chr7-101093994-1
Merged-chr15-64235406-104	chr15	64234845	64236198	+	0.000	0.000	Merged-chr15-64235406-104
Merged-chr3-126658033-3	chr3	126657900	126658172	+	0.000	0.000	Merged-chr3-126658033-3
Merged-chr11-4843528-2	chr11	4843395	4843663	+	0.000	0.000	Merged-chr11-4843528-2
Merged-chr5-105732037-124	chr5	105731790	105732661	+	0.000	0.000	Merged-chr5-105732037-124
Merged-chr6-121242053-23	chr6	121241781	121242243	+	0.000	0.000	Merged-chr6-121242053-23
Merged-chr4-155154662-3	chr4	155154517	155154797	+	0.000	0.000	Merged-chr4-155154662-3
Merged-chr6-125145302-51	chr6	125145025	125145613	+	0.000	0.000	Merged-chr6-125145302-51
Merged-chr1-171849632-17	chr1	171849453	171849790	+	0.000	0.000	Merged-chr1-171849632-17
Merged-chr5-65866803-1	chr5	65866705	65866903	+	0.000	0.000	Merged-chr5-65866803-1
Merged-chr1-39577040-122	chr1	39576661	39577633	+	0.000	0.000	Merged-chr1-39577040-122
Merged-chr10-39402060-1	chr10	39401962	39402160	+	0.000	0.000	Merged-chr10-39402060-1
Merged-chr15-85982300-69	chr15	85981945	85982848	+	0.000	0.000	Merged-chr15-85982300-69
Merged-chr2-93471266-47	chr2	93470730	93471524	+	0.000	0.000	Merged-chr2-93471266-47
Merged-chr9-58253274-50	chr9	58253043	58253507	+	0.000	0.000	Merged-chr9-58253274-50
Merged-chr9-55126346-49	chr9	55126098	55126627	+	0.000	0.000	Merged-chr9-55126346-49
Merged-chr3-138877299-79	chr3	138876889	138877564	+	0.000	0.000	Merged-chr3-138877299-79
Merged-chr19-11414241-16	chr19	11414069	11414387	+	0.000	0.000	Merged-chr19-11414241-16
Merged-chr5-140847444-22	chr5	140847222	140847706	+	0.000	0.000	Merged-chr5-140847444-22
Merged-chr4-130802230-25	chr4	130801958	130802453	+	0.000	0.000	Merged-chr4-130802230-25
Merged-chr12-8500971-1	chr12	8500873	8501071	+	0.000	0.000	Merged-chr12-8500971-1
Merged-chr17-35210384-52	chr17	35210045	35210629	+	0.000	0.000	Merged-chr17-35210384-52
Merged-chr12-85655599-6	chr12	85655482	85655736	+	0.000	0.000	Merged-chr12-85655599-6
Merged-chr2-29251515-20	chr2	29251344	29251830	+	0.000	0.000	Merged-chr2-29251515-20
Merged-chr13-46736226-104	chr13	46735974	46736411	+	0.000	0.000	Merged-chr13-46736226-104
Merged-chr15-79209220-43	chr15	79208959	79209406	+	0.000	0.000	Merged-chr15-79209220-43
Merged-chr15-78920036-14	chr15	78919827	78920242	+	0.000	0.000	Merged-chr15-78920036-14
Merged-chr13-108862166-40	chr13	108861933	108862597	+	0.000	0.000	Merged-chr13-108862166-40
Merged-chr7-128578655-40	chr7	128578245	128578924	+	0.000	0.000	Merged-chr7-128578655-40
Merged-chr1-86733514-32	chr1	86733369	86733784	+	0.000	0.000	Merged-chr1-86733514-32
Merged-chr3-105959355-63	chr3	105958914	105959672	+	0.000	0.000	Merged-chr3-105959355-63
Merged-chr19-46501544-15	chr19	46501302	46501909	+	0.000	0.000	Merged-chr19-46501544-15
Merged-chr11-98740664-4	chr11	98740471	98740816	+	0.000	0.000	Merged-chr11-98740664-4
Merged-chr9-57421302-52	chr9	57421097	57421554	+	0.000	0.000	Merged-chr9-57421302-52
Merged-chr1-138288948-3	chr1	138288808	138289108	+	0.000	0.000	Merged-chr1-138288948-3
Merged-chr4-128806241-68	chr4	128805962	128806764	+	0.000	0.000	Merged-chr4-128806241-68
Merged-chr19-43896459-20	chr19	43896119	43896695	+	0.000	0.000	Merged-chr19-43896459-20
Merged-chr3-89905906-1	chr3	89905808	89906006	+	0.000	0.000	Merged-chr3-89905906-1
Merged-chr19-53906236-47	chr19	53905945	53906591	+	0.000	0.000	Merged-chr19-53906236-47
Merged-chr19-57343616-1	chr19	57343518	57343716	+	0.000	0.000	Merged-chr19-57343616-1
Merged-chr4-150008574-5	chr4	150008448	150008695	+	0.000	0.000	Merged-chr4-150008574-5
Merged-chr15-100686630-2	chr15	100686512	100686750	+	0.000	0.000	Merged-chr15-100686630-2
Merged-chr7-132365570-116	chr7	132365136	132366089	+	0.000	0.000	Merged-chr7-132365570-116
Merged-chr12-82215113-4	chr12	82214988	82215238	+	0.000	0.000	Merged-chr12-82215113-4
Merged-chr1-94042518-47	chr1	94042196	94042777	+	0.000	0.000	Merged-chr1-94042518-47
Merged-chr6-133986314-22	chr6	133985993	133986625	+	0.000	0.000	Merged-chr6-133986314-22
Merged-chr17-35190259-33	chr17	35190021	35190446	+	0.000	0.000	Merged-chr17-35190259-33
Merged-chr15-99345266-10	chr15	99345020	99345420	+	0.000	0.000	Merged-chr15-99345266-10
Merged-chr2-148689712-32	chr2	148689430	148689999	+	0.000	0.000	Merged-chr2-148689712-32
Merged-chr12-103445253-6	chr12	103445102	103445423	+	0.000	0.000	Merged-chr12-103445253-6
Merged-chr14-121916983-20	chr14	121916695	121917296	+	0.000	0.000	Merged-chr14-121916983-20
Merged-chr9-75631100-49	chr9	75630860	75631506	+	0.000	0.000	Merged-chr9-75631100-49
Merged-chr17-47156481-21	chr17	47156077	47156944	+	0.000	0.000	Merged-chr17-47156481-21
Merged-chr12-55482978-27	chr12	55482727	55483189	+	0.000	0.000	Merged-chr12-55482978-27
Merged-chr4-86748710-108	chr4	86748327	86749201	+	0.000	0.000	Merged-chr4-86748710-108
Merged-chr8-15015807-1	chr8	15015709	15015907	+	0.000	0.000	Merged-chr8-15015807-1
Merged-chr3-88490260-1	chr3	88490162	88490360	+	0.000	0.000	Merged-chr3-88490260-1
Merged-chr5-105677279-25	chr5	105676820	105677464	+	0.000	0.000	Merged-chr5-105677279-25
Merged-chr5-92348973-52	chr5	92348677	92349273	+	0.000	0.000	Merged-chr5-92348973-52
Merged-chr1-131110812-66	chr1	131110558	131111124	+	0.000	0.000	Merged-chr1-131110812-66
Merged-chr7-132418232-1	chr7	132418134	132418332	+	0.000	0.000	Merged-chr7-132418232-1
Merged-chr10-99229215-14	chr10	99228970	99229372	+	0.000	0.000	Merged-chr10-99229215-14
Merged-chr7-101965677-2	chr7	101965573	101965784	+	0.000	0.000	Merged-chr7-101965677-2
Merged-chr15-58697268-28	chr15	58697004	58697527	+	0.000	0.000	Merged-chr15-58697268-28
Merged-chr17-5107865-36	chr17	5107544	5108167	+	0.000	0.000	Merged-chr17-5107865-36
Merged-chr1-138323164-21	chr1	138322896	138323436	+	0.000	0.000	Merged-chr1-138323164-21
Merged-chr4-59806223-101	chr4	59806007	59806440	+	0.000	0.000	Merged-chr4-59806223-101
Merged-chr6-34353710-33	chr6	34353141	34354302	+	0.000	0.000	Merged-chr6-34353710-33
Merged-chr8-14996995-10	chr8	14996772	14997216	+	0.000	0.000	Merged-chr8-14996995-10
Merged-chr17-32830187-55	chr17	32829987	32830357	+	0.000	0.000	Merged-chr17-32830187-55
Merged-chr4-148857793-1	chr4	148857695	148857893	+	0.000	0.000	Merged-chr4-148857793-1
Merged-chr17-56290726-100	chr17	56290253	56291174	+	0.000	0.000	Merged-chr17-56290726-100
Merged-chr9-119156729-49	chr9	119156262	119157159	+	0.000	0.000	Merged-chr9-119156729-49
Merged-chr11-5296760-21	chr11	5296509	5297112	+	0.000	0.000	Merged-chr11-5296760-21
Merged-chr4-136100586-63	chr4	136100402	136100844	+	0.000	0.000	Merged-chr4-136100586-63
Merged-chr8-126652316-29	chr8	126652113	126652517	+	0.000	0.000	Merged-chr8-126652316-29
Merged-chr15-6523761-2	chr15	6523650	6523875	+	0.000	0.000	Merged-chr15-6523761-2
Merged-chr4-152042286-12	chr4	152041970	152042638	+	0.000	0.000	Merged-chr4-152042286-12
Merged-chr2-170133642-36	chr2	170133364	170133946	+	0.000	0.000	Merged-chr2-170133642-36
Merged-chr4-106794567-50	chr4	106794299	106795096	+	0.000	0.000	Merged-chr4-106794567-50
Merged-chr18-80455760-29	chr18	80455543	80456000	+	0.000	0.000	Merged-chr18-80455760-29
Merged-chr5-103439387-46	chr5	103439212	103439633	+	0.000	0.000	Merged-chr5-103439387-46
Merged-chr19-5815160-4	chr19	5815023	5815313	+	0.000	0.000	Merged-chr19-5815160-4
Merged-chr8-111522128-54	chr8	111521904	111522389	+	0.000	0.000	Merged-chr8-111522128-54
Merged-chr2-34976600-12	chr2	34976409	34976773	+	0.000	0.000	Merged-chr2-34976600-12
Merged-chr17-6016614-20	chr17	6016430	6016773	+	0.000	0.000	Merged-chr17-6016614-20
Merged-chr4-150281690-77	chr4	150281315	150282368	+	0.000	0.000	Merged-chr4-150281690-77
Merged-chr1-128831308-1	chr1	128831210	128831408	+	0.000	0.000	Merged-chr1-128831308-1
Merged-chr12-108645905-1	chr12	108645807	108646005	+	0.000	0.000	Merged-chr12-108645905-1
Merged-chr13-112396740-45	chr13	112396478	112397182	+	0.000	0.000	Merged-chr13-112396740-45
Merged-chr6-91515827-72	chr6	91515487	91516233	+	0.000	0.000	Merged-chr6-91515827-72
Merged-chr11-79132078-52	chr11	79131847	79132366	+	0.000	0.000	Merged-chr11-79132078-52
Merged-chr10-99268874-71	chr10	99268625	99269242	+	0.000	0.000	Merged-chr10-99268874-71
Merged-chr11-98795883-29	chr11	98795644	98796404	+	0.000	0.000	Merged-chr11-98795883-29
Merged-chr19-47050699-91	chr19	47050300	47051178	+	0.000	0.000	Merged-chr19-47050699-91
Merged-chr18-53858307-10	chr18	53858155	53858460	+	0.000	0.000	Merged-chr18-53858307-10
Merged-chr9-94610795-11	chr9	94610634	94610968	+	0.000	0.000	Merged-chr9-94610795-11
Merged-chr13-91134275-56	chr13	91133528	91134767	+	0.000	0.000	Merged-chr13-91134275-56
Merged-chr1-156108539-13	chr1	156108288	156108788	+	0.000	0.000	Merged-chr1-156108539-13
Merged-chr5-107262597-1	chr5	107262499	107262697	+	0.000	0.000	Merged-chr5-107262597-1
Merged-chr4-7152146-8	chr4	7151952	7152339	+	0.000	0.000	Merged-chr4-7152146-8
Merged-chr17-8251885-20	chr17	8251658	8252134	+	0.000	0.000	Merged-chr17-8251885-20
Merged-chr4-137796309-15	chr4	137796077	137796481	+	0.000	0.000	Merged-chr4-137796309-15
Merged-chr13-94955952-16	chr13	94955395	94956258	+	0.000	0.000	Merged-chr13-94955952-16
Merged-chr18-79079527-2	chr18	79079416	79079640	+	0.000	0.000	Merged-chr18-79079527-2
Merged-chr13-85359389-26	chr13	85359122	85359588	+	0.000	0.000	Merged-chr13-85359389-26
Merged-chr2-30626088-75	chr2	30625302	30626499	+	0.000	0.000	Merged-chr2-30626088-75
Merged-chr10-72620792-31	chr10	72620461	72621163	+	0.000	0.000	Merged-chr10-72620792-31
Merged-chr5-121711769-90	chr5	121711502	121712121	+	0.000	0.000	Merged-chr5-121711769-90
Merged-chr11-22842852-10	chr11	22842675	22843031	+	0.000	0.000	Merged-chr11-22842852-10
Merged-chr15-36365860-4	chr15	36365730	36365996	+	0.000	0.000	Merged-chr15-36365860-4
Merged-chr16-94370200-2	chr16	94370074	94370329	+	0.000	0.000	Merged-chr16-94370200-2
Merged-chr2-93467130-1	chr2	93467032	93467230	+	0.000	0.000	Merged-chr2-93467130-1
Merged-chr11-75956797-42	chr11	75956624	75956981	+	0.000	0.000	Merged-chr11-75956797-42
Merged-chr10-80662335-4	chr10	80662200	80662477	+	0.000	0.000	Merged-chr10-80662335-4
Merged-chr10-68137569-23	chr10	68137386	68137791	+	0.000	0.000	Merged-chr10-68137569-23
Merged-chr9-118716150-51	chr9	118715845	118716420	+	0.000	0.000	Merged-chr9-118716150-51
Merged-chr8-81867222-29	chr8	81867045	81867538	+	0.000	0.000	Merged-chr8-81867222-29
Merged-chr1-165771713-31	chr1	165771458	165771907	+	0.000	0.000	Merged-chr1-165771713-31
Merged-chr12-103442816-1	chr12	103442718	103442916	+	0.000	0.000	Merged-chr12-103442816-1
Merged-chr4-6989689-11	chr4	6989509	6989924	+	0.000	0.000	Merged-chr4-6989689-11
Merged-chr8-61410967-8	chr8	61410783	61411160	+	0.000	0.000	Merged-chr8-61410967-8
Merged-chr5-35990040-29	chr5	35989778	35990615	+	0.000	0.000	Merged-chr5-35990040-29
Merged-chr13-109902777-4	chr13	109902656	109902900	+	0.000	0.000	Merged-chr13-109902777-4
Merged-chr17-73810198-2	chr17	73810056	73810342	+	0.000	0.000	Merged-chr17-73810198-2
Merged-chr17-73822361-73	chr17	73822078	73822832	+	0.000	0.000	Merged-chr17-73822361-73
Merged-chr12-105069151-33	chr12	105068937	105069331	+	0.000	0.000	Merged-chr12-105069151-33
Merged-chr8-47676017-4	chr8	47675885	47676185	+	0.000	0.000	Merged-chr8-47676017-4
Merged-chr5-105110402-76	chr5	105110087	105110712	+	0.000	0.000	Merged-chr5-105110402-76
Merged-chr1-156674255-139	chr1	156673924	156674489	+	0.000	0.000	Merged-chr1-156674255-139
Merged-chr6-134117779-3	chr6	134117616	134117925	+	0.000	0.000	Merged-chr6-134117779-3
Merged-chr17-47272458-17	chr17	47272278	47272673	+	0.000	0.000	Merged-chr17-47272458-17
Merged-chr10-60082670-2	chr10	60082556	60082787	+	0.000	0.000	Merged-chr10-60082670-2
Merged-chr11-69795942-1	chr11	69795844	69796042	+	0.000	0.000	Merged-chr11-69795942-1
Merged-chr7-100693346-29	chr7	100693119	100693525	+	0.000	0.000	Merged-chr7-100693346-29
Merged-chr3-129621588-32	chr3	129621333	129622039	+	0.000	0.000	Merged-chr3-129621588-32
Merged-chr6-121230042-8	chr6	121229870	121230191	+	0.000	0.000	Merged-chr6-121230042-8
Merged-chr17-73804960-51	chr17	73804752	73805191	+	0.000	0.000	Merged-chr17-73804960-51
Merged-chr6-145250031-133	chr6	145249793	145250581	+	0.000	0.000	Merged-chr6-145250031-133
Merged-chr16-33698486-38	chr16	33698255	33698759	+	0.000	0.000	Merged-chr16-33698486-38
Merged-chr9-14080403-26	chr9	14080182	14080652	+	0.000	0.000	Merged-chr9-14080403-26
Merged-chr4-128884034-87	chr4	128883368	128884480	+	0.000	0.000	Merged-chr4-128884034-87
Merged-chr15-98091983-1	chr15	98091885	98092083	+	0.000	0.000	Merged-chr15-98091983-1
Merged-chr6-72380468-69	chr6	72380214	72380677	+	0.000	0.000	Merged-chr6-72380468-69
Merged-chr1-36987368-5	chr1	36987219	36987534	+	0.000	0.000	Merged-chr1-36987368-5
Merged-chr1-192106489-61	chr1	192106192	192107033	+	0.000	0.000	Merged-chr1-192106489-61
Merged-chr14-101608763-110	chr14	101608447	101609187	+	0.000	0.000	Merged-chr14-101608763-110
Merged-chr5-123321330-6	chr5	123321145	123321532	+	0.000	0.000	Merged-chr5-123321330-6
Merged-chr11-113173007-44	chr11	113172592	113173249	+	0.000	0.000	Merged-chr11-113173007-44
Merged-chr9-25150893-1	chr9	25150795	25150993	+	0.000	0.000	Merged-chr9-25150893-1
Merged-chr10-117665862-11	chr10	117665620	117666041	+	0.000	0.000	Merged-chr10-117665862-11
Merged-chr8-84703994-91	chr8	84703413	84704645	+	0.000	0.000	Merged-chr8-84703994-91
Merged-chr11-90231810-17	chr11	90231568	90232056	+	0.000	0.000	Merged-chr11-90231810-17
Merged-chr19-45014825-2	chr19	45014642	45015011	+	0.000	0.000	Merged-chr19-45014825-2
Merged-chr9-61374602-1	chr9	61374504	61374702	+	0.000	0.000	Merged-chr9-61374602-1
Merged-chr9-98297048-98	chr9	98296590	98297340	+	0.000	0.000	Merged-chr9-98297048-98
Merged-chr4-150569473-133	chr4	150568524	150569946	+	0.000	0.000	Merged-chr4-150569473-133
Merged-chr10-18142493-45	chr10	18142277	18142723	+	0.000	0.000	Merged-chr10-18142493-45
Merged-chr17-57194359-63	chr17	57194093	57194625	+	0.000	0.000	Merged-chr17-57194359-63
Merged-chr12-8519556-7	chr12	8519356	8519736	+	0.000	0.000	Merged-chr12-8519556-7
Merged-chr1-189914553-1	chr1	189914455	189914653	+	0.000	0.000	Merged-chr1-189914553-1
Merged-chr8-81497739-56	chr8	81497548	81497998	+	0.000	0.000	Merged-chr8-81497739-56
Merged-chr1-179039734-1	chr1	179039636	179039834	+	0.000	0.000	Merged-chr1-179039734-1
Merged-chr11-115632280-1	chr11	115632182	115632380	+	0.000	0.000	Merged-chr11-115632280-1
Merged-chr1-138291729-27	chr1	138291462	138291923	+	0.000	0.000	Merged-chr1-138291729-27
Merged-chr2-112714110-1	chr2	112714012	112714210	+	0.000	0.000	Merged-chr2-112714110-1
Merged-chr10-21029256-16	chr10	21029070	21029502	+	0.000	0.000	Merged-chr10-21029256-16
Merged-chrX-12062732-18	chrX	12062337	12063059	+	0.000	0.000	Merged-chrX-12062732-18
Merged-chr2-77343867-1	chr2	77343769	77343967	+	0.000	0.000	Merged-chr2-77343867-1
Merged-chr2-103659777-12	chr2	103659441	103659944	+	0.000	0.000	Merged-chr2-103659777-12
Merged-chr10-17550297-37	chr10	17549932	17550498	+	0.000	0.000	Merged-chr10-17550297-37
Merged-chr5-54101500-65	chr5	54101227	54101734	+	0.000	0.000	Merged-chr5-54101500-65
Merged-chr7-143626402-10	chr7	143626229	143626600	+	0.000	0.000	Merged-chr7-143626402-10
Merged-chr12-108635835-63	chr12	108635474	108636181	+	0.000	0.000	Merged-chr12-108635835-63
Merged-chr11-98788661-1	chr11	98788563	98788761	+	0.000	0.000	Merged-chr11-98788661-1
Merged-chr13-112474497-27	chr13	112474228	112474703	+	0.000	0.000	Merged-chr13-112474497-27
Merged-chr10-86794881-42	chr10	86794574	86795297	+	0.000	0.000	Merged-chr10-86794881-42
Merged-chr13-51837530-7	chr13	51837351	51837705	+	0.000	0.000	Merged-chr13-51837530-7
Merged-chr12-110850959-112	chr12	110850039	110851830	+	0.000	0.000	Merged-chr12-110850959-112
Merged-chr2-117412269-30	chr2	117412004	117412548	+	0.000	0.000	Merged-chr2-117412269-30
Merged-chr4-19534930-1	chr4	19534832	19535030	+	0.000	0.000	Merged-chr4-19534930-1
Merged-chr2-93475257-22	chr2	93475083	93475467	+	0.000	0.000	Merged-chr2-93475257-22
