#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TFH_Associated--ATAC_peaks.bed all.df.numx.c5-WT_Tfh_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-WT_Tfh_vs_WT_Th1.dn.bed
Merged-chr2-170218506-29	chr2	170218114	170218829	+	0.000	0.000	Merged-chr2-170218506-29
Merged-chr3-126652647-4	chr3	126652520	126652774	+	0.000	0.000	Merged-chr3-126652647-4
Merged-chr17-73807600-21	chr17	73807257	73807776	+	0.000	0.000	Merged-chr17-73807600-21
Merged-chr5-107265096-67	chr5	107264760	107265380	+	0.000	0.000	Merged-chr5-107265096-67
Merged-chr11-96997280-1	chr11	96997182	96997380	+	0.000	0.000	Merged-chr11-96997280-1
Merged-chr18-34850350-14	chr18	34850147	34850513	+	0.000	0.000	Merged-chr18-34850350-14
Merged-chr7-78910749-2	chr7	78910616	78910884	+	0.000	0.000	Merged-chr7-78910749-2
Merged-chr19-18771258-20	chr19	18771057	18771447	+	0.000	0.000	Merged-chr19-18771258-20
Merged-chr13-44730777-105	chr13	44730372	44731293	+	0.000	0.000	Merged-chr13-44730777-105
Merged-chr5-122220264-48	chr5	122220035	122220516	+	0.000	0.000	Merged-chr5-122220264-48
Merged-chr11-21151904-7	chr11	21151757	21152105	+	0.000	0.000	Merged-chr11-21151904-7
Merged-chr6-134632309-51	chr6	134632025	134632586	+	0.000	0.000	Merged-chr6-134632309-51
Merged-chr3-52270425-63	chr3	52269898	52270972	+	0.000	0.000	Merged-chr3-52270425-63
Merged-chr2-155697000-1	chr2	155696902	155697100	+	0.000	0.000	Merged-chr2-155697000-1
Merged-chr9-14499845-38	chr9	14499672	14500014	+	0.000	0.000	Merged-chr9-14499845-38
Merged-chr3-110336379-1	chr3	110336281	110336479	+	0.000	0.000	Merged-chr3-110336379-1
Merged-chrX-170005173-12	chrX	170004996	170005384	+	0.000	0.000	Merged-chrX-170005173-12
Merged-chr16-94241195-48	chr16	94240990	94241426	+	0.000	0.000	Merged-chr16-94241195-48
Merged-chr2-169546612-1	chr2	169546514	169546712	+	0.000	0.000	Merged-chr2-169546612-1
Merged-chr2-170175662-35	chr2	170175374	170175918	+	0.000	0.000	Merged-chr2-170175662-35
Merged-chr1-173451815-42	chr1	173451353	173452412	+	0.000	0.000	Merged-chr1-173451815-42
Merged-chr9-119322632-81	chr9	119322311	119322929	+	0.000	0.000	Merged-chr9-119322632-81
Merged-chr11-53567481-45	chr11	53567271	53567689	+	0.000	0.000	Merged-chr11-53567481-45
Merged-chr19-5816092-50	chr19	5815775	5816318	+	0.000	0.000	Merged-chr19-5816092-50
Merged-chr8-47673686-45	chr8	47673440	47673970	+	0.000	0.000	Merged-chr8-47673686-45
Merged-chr1-60985265-33	chr1	60985051	60985518	+	0.000	0.000	Merged-chr1-60985265-33
Merged-chr12-36157102-164	chr12	36156638	36157564	+	0.000	0.000	Merged-chr12-36157102-164
Merged-chr1-180265063-87	chr1	180264422	180265674	+	0.000	0.000	Merged-chr1-180265063-87
Merged-chrX-98301599-4	chrX	98301464	98301739	+	0.000	0.000	Merged-chrX-98301599-4
Merged-chr5-146829725-46	chr5	146829524	146829910	+	0.000	0.000	Merged-chr5-146829725-46
Merged-chr7-24507422-39	chr7	24507202	24507678	+	0.000	0.000	Merged-chr7-24507422-39
Merged-chr15-57772935-60	chr15	57772521	57773209	+	0.000	0.000	Merged-chr15-57772935-60
Merged-chr18-34889033-16	chr18	34888854	34889256	+	0.000	0.000	Merged-chr18-34889033-16
Merged-chr6-134105635-10	chr6	134105288	134106002	+	0.000	0.000	Merged-chr6-134105635-10
Merged-chr9-62553601-2	chr9	62553483	62553722	+	0.000	0.000	Merged-chr9-62553601-2
Merged-chr5-125177908-37	chr5	125177663	125178303	+	0.000	0.000	Merged-chr5-125177908-37
Merged-chr11-5215848-30	chr11	5215651	5216091	+	0.000	0.000	Merged-chr11-5215848-30
Merged-chr12-82174098-6	chr12	82173934	82174244	+	0.000	0.000	Merged-chr12-82174098-6
Merged-chr6-128891138-1	chr6	128891040	128891238	+	0.000	0.000	Merged-chr6-128891138-1
Merged-chr16-57456707-2	chr16	57456590	57456827	+	0.000	0.000	Merged-chr16-57456707-2
Merged-chr11-99142912-8	chr11	99142658	99143091	+	0.000	0.000	Merged-chr11-99142912-8
Merged-chr3-37271433-10	chr3	37271220	37271625	+	0.000	0.000	Merged-chr3-37271433-10
Merged-chr11-113187580-49	chr11	113187360	113187808	+	0.000	0.000	Merged-chr11-113187580-49
Merged-chr3-51768584-19	chr3	51768197	51768862	+	0.000	0.000	Merged-chr3-51768584-19
Merged-chr8-15027827-5	chr8	15027729	15027927	+	0.000	0.000	Merged-chr8-15027827-5
Merged-chr8-72343901-44	chr8	72343681	72344130	+	0.000	0.000	Merged-chr8-72343901-44
Merged-chrX-12160238-21	chrX	12159994	12160492	+	0.000	0.000	Merged-chrX-12160238-21
Merged-chr7-143785435-87	chr7	143784550	143786178	+	0.000	0.000	Merged-chr7-143785435-87
Merged-chr15-76770514-52	chr15	76770318	76770806	+	0.000	0.000	Merged-chr15-76770514-52
Merged-chr19-53889811-40	chr19	53889660	53889943	+	0.000	0.000	Merged-chr19-53889811-40
Merged-chr14-121898881-67	chr14	121898449	121899610	+	0.000	0.000	Merged-chr14-121898881-67
Merged-chr12-3284182-20	chr12	3283949	3284566	+	0.000	0.000	Merged-chr12-3284182-20
Merged-chr8-81773679-46	chr8	81773139	81774106	+	0.000	0.000	Merged-chr8-81773679-46
Merged-chr3-131014308-74	chr3	131013991	131014538	+	0.000	0.000	Merged-chr3-131014308-74
Merged-chr5-144283852-24	chr5	144283598	144284081	+	0.000	0.000	Merged-chr5-144283852-24
Merged-chr2-146423908-26	chr2	146423576	146424214	+	0.000	0.000	Merged-chr2-146423908-26
Merged-chr7-80033388-28	chr7	80033103	80033671	+	0.000	0.000	Merged-chr7-80033388-28
Merged-chr5-114801255-6	chr5	114801086	114801430	+	0.000	0.000	Merged-chr5-114801255-6
Merged-chr4-3810365-16	chr4	3810031	3810594	+	0.000	0.000	Merged-chr4-3810365-16
Merged-chr14-8644858-1	chr14	8644760	8644958	+	0.000	0.000	Merged-chr14-8644858-1
Merged-chr6-121063167-18	chr6	121062821	121063384	+	0.000	0.000	Merged-chr6-121063167-18
Merged-chr15-58823489-98	chr15	58823191	58823854	+	0.000	0.000	Merged-chr15-58823489-98
Merged-chr15-61952157-4	chr15	61952028	61952296	+	0.000	0.000	Merged-chr15-61952157-4
Merged-chr12-117490932-1	chr12	117490834	117491032	+	0.000	0.000	Merged-chr12-117490932-1
Merged-chr16-10725277-18	chr16	10725023	10725504	+	0.000	0.000	Merged-chr16-10725277-18
Merged-chr12-16006817-52	chr12	16006551	16007105	+	0.000	0.000	Merged-chr12-16006817-52
Merged-chr11-3135502-45	chr11	3135137	3135867	+	0.000	0.000	Merged-chr11-3135502-45
Merged-chr13-112342046-22	chr13	112341884	112342219	+	0.000	0.000	Merged-chr13-112342046-22
Merged-chr4-16163634-149	chr4	16163088	16163961	+	0.000	0.000	Merged-chr4-16163634-149
Merged-chr2-71032531-63	chr2	71032273	71032829	+	0.000	0.000	Merged-chr2-71032531-63
Merged-chr1-55435941-9	chr1	55435685	55436194	+	0.000	0.000	Merged-chr1-55435941-9
Merged-chr11-3140088-1	chr11	3139990	3140188	+	0.000	0.000	Merged-chr11-3140088-1
Merged-chr3-37153105-1	chr3	37153007	37153205	+	0.000	0.000	Merged-chr3-37153105-1
Merged-chr1-61054857-62	chr1	61054366	61055533	+	0.000	0.000	Merged-chr1-61054857-62
Merged-chr6-134225590-50	chr6	134225343	134225909	+	0.000	0.000	Merged-chr6-134225590-50
Merged-chr11-113201051-4	chr11	113200909	113201214	+	0.000	0.000	Merged-chr11-113201051-4
Merged-chr19-4228012-1	chr19	4227914	4228112	+	0.000	0.000	Merged-chr19-4228012-1
Merged-chr5-147050957-60	chr5	147050385	147051230	+	0.000	0.000	Merged-chr5-147050957-60
Merged-chr7-19589552-2	chr7	19589438	19589669	+	0.000	0.000	Merged-chr7-19589552-2
Merged-chr3-95523820-51	chr3	95523554	95524089	+	0.000	0.000	Merged-chr3-95523820-51
Merged-chr9-59431826-17	chr9	59431638	59432068	+	0.000	0.000	Merged-chr9-59431826-17
Merged-chr4-44169115-1	chr4	44169017	44169215	+	0.000	0.000	Merged-chr4-44169115-1
Merged-chr14-57725469-2	chr14	57725331	57725610	+	0.000	0.000	Merged-chr14-57725469-2
Merged-chr12-55457049-10	chr12	55456878	55457395	+	0.000	0.000	Merged-chr12-55457049-10
Merged-chr12-105718832-21	chr12	105718618	105719115	+	0.000	0.000	Merged-chr12-105718832-21
Merged-chr3-129553274-76	chr3	129552931	129553714	+	0.000	0.000	Merged-chr3-129553274-76
Merged-chr1-173491201-58	chr1	173490910	173491419	+	0.000	0.000	Merged-chr1-173491201-58
Merged-chr13-90930019-46	chr13	90929675	90930330	+	0.000	0.000	Merged-chr13-90930019-46
Merged-chr11-116018279-9	chr11	116018112	116018500	+	0.000	0.000	Merged-chr11-116018279-9
Merged-chr6-116193488-104	chr6	116193222	116193844	+	0.000	0.000	Merged-chr6-116193488-104
Merged-chr2-77098248-1	chr2	77098150	77098348	+	0.000	0.000	Merged-chr2-77098248-1
Merged-chr1-36279399-25	chr1	36279189	36279628	+	0.000	0.000	Merged-chr1-36279399-25
Merged-chr17-64284858-2	chr17	64284755	64284963	+	0.000	0.000	Merged-chr17-64284858-2
Merged-chr12-86046986-23	chr12	86046840	86047233	+	0.000	0.000	Merged-chr12-86046986-23
Merged-chr5-123019625-1	chr5	123019527	123019725	+	0.000	0.000	Merged-chr5-123019625-1
Merged-chr3-52196415-21	chr3	52196141	52196704	+	0.000	0.000	Merged-chr3-52196415-21
Merged-chr4-99829355-64	chr4	99829018	99829595	+	0.000	0.000	Merged-chr4-99829355-64
Merged-chr2-6256587-15	chr2	6256252	6257001	+	0.000	0.000	Merged-chr2-6256587-15
Merged-chr10-20966333-27	chr10	20966173	20966495	+	0.000	0.000	Merged-chr10-20966333-27
Merged-chr19-6858226-46	chr19	6857879	6858492	+	0.000	0.000	Merged-chr19-6858226-46
Merged-chr11-109362712-129	chr11	109362303	109363272	+	0.000	0.000	Merged-chr11-109362712-129
Merged-chr11-100850504-51	chr11	100850246	100850779	+	0.000	0.000	Merged-chr11-100850504-51
Merged-chr8-119412895-42	chr8	119412639	119413146	+	0.000	0.000	Merged-chr8-119412895-42
Merged-chr4-152153985-50	chr4	152153754	152154218	+	0.000	0.000	Merged-chr4-152153985-50
Merged-chr4-134746190-17	chr4	134745879	134746395	+	0.000	0.000	Merged-chr4-134746190-17
Merged-chr3-131134898-4	chr3	131134719	131135100	+	0.000	0.000	Merged-chr3-131134898-4
Merged-chr11-115641363-54	chr11	115641166	115641583	+	0.000	0.000	Merged-chr11-115641363-54
Merged-chr18-34860058-4	chr18	34859882	34860230	+	0.000	0.000	Merged-chr18-34860058-4
Merged-chr12-73920310-1	chr12	73920212	73920410	+	0.000	0.000	Merged-chr12-73920310-1
Merged-chr6-144358019-2	chr6	144357822	144358219	+	0.000	0.000	Merged-chr6-144358019-2
Merged-chr8-14961775-61	chr8	14961505	14961959	+	0.000	0.000	Merged-chr8-14961775-61
Merged-chr15-100423026-56	chr15	100422751	100423271	+	0.000	0.000	Merged-chr15-100423026-56
Merged-chr2-163285915-9	chr2	163285740	163286120	+	0.000	0.000	Merged-chr2-163285915-9
Merged-chr17-7928003-98	chr17	7927669	7928300	+	0.000	0.000	Merged-chr17-7928003-98
Merged-chr3-58691717-140	chr3	58691345	58692467	+	0.000	0.000	Merged-chr3-58691717-140
Merged-chr4-148591552-64	chr4	148591204	148591855	+	0.000	0.000	Merged-chr4-148591552-64
Merged-chr16-11519349-21	chr16	11519146	11519589	+	0.000	0.000	Merged-chr16-11519349-21
Merged-chr11-22843280-35	chr11	22843042	22843619	+	0.000	0.000	Merged-chr11-22843280-35
Merged-chr2-117438903-91	chr2	117438685	117439103	+	0.000	0.000	Merged-chr2-117438903-91
Merged-chr11-113173574-59	chr11	113173386	113173770	+	0.000	0.000	Merged-chr11-113173574-59
Merged-chr13-99385771-3	chr13	99385595	99385995	+	0.000	0.000	Merged-chr13-99385771-3
Merged-chr10-39462886-19	chr10	39462528	39463178	+	0.000	0.000	Merged-chr10-39462886-19
Merged-chr9-67001366-14	chr9	67001108	67001545	+	0.000	0.000	Merged-chr9-67001366-14
Merged-chr5-34210420-28	chr5	34210251	34210577	+	0.000	0.000	Merged-chr5-34210420-28
Merged-chr14-103345278-1	chr14	103345180	103345378	+	0.000	0.000	Merged-chr14-103345278-1
Merged-chr2-62382784-7	chr2	62382642	62382909	+	0.000	0.000	Merged-chr2-62382784-7
Merged-chr9-56209013-5	chr9	56208836	56209182	+	0.000	0.000	Merged-chr9-56209013-5
Merged-chr1-192778514-1	chr1	192778416	192778614	+	0.000	0.000	Merged-chr1-192778514-1
Merged-chr13-85509878-39	chr13	85509725	85510156	+	0.000	0.000	Merged-chr13-85509878-39
Merged-chr16-77099308-12	chr16	77099139	77099476	+	0.000	0.000	Merged-chr16-77099308-12
Merged-chr14-69972683-1	chr14	69972585	69972783	+	0.000	0.000	Merged-chr14-69972683-1
Merged-chr12-16134669-16	chr12	16134489	16134890	+	0.000	0.000	Merged-chr12-16134669-16
Merged-chr16-91553850-20	chr16	91553585	91554093	+	0.000	0.000	Merged-chr16-91553850-20
Merged-chr7-83600067-26	chr7	83599831	83600269	+	0.000	0.000	Merged-chr7-83600067-26
Merged-chr6-134047335-1	chr6	134047237	134047435	+	0.000	0.000	Merged-chr6-134047335-1
Merged-chr6-67445989-1	chr6	67445891	67446089	+	0.000	0.000	Merged-chr6-67445989-1
Merged-chr6-134533147-7	chr6	134533026	134533290	+	0.000	0.000	Merged-chr6-134533147-7
Merged-chr17-4995600-180	chr17	4995168	4996307	+	0.000	0.000	Merged-chr17-4995600-180
Merged-chr13-108738959-1	chr13	108738861	108739059	+	0.000	0.000	Merged-chr13-108738959-1
Merged-chr10-99221651-27	chr10	99221265	99221872	+	0.000	0.000	Merged-chr10-99221651-27
Merged-chr5-134437601-35	chr5	134437311	134437829	+	0.000	0.000	Merged-chr5-134437601-35
Merged-chr19-46039779-63	chr19	46039384	46040070	+	0.000	0.000	Merged-chr19-46039779-63
Merged-chr4-16102324-55	chr4	16102001	16102599	+	0.000	0.000	Merged-chr4-16102324-55
Merged-chr9-95151869-50	chr9	95151564	95152241	+	0.000	0.000	Merged-chr9-95151869-50
Merged-chr2-76219704-31	chr2	76219490	76219903	+	0.000	0.000	Merged-chr2-76219704-31
Merged-chr9-118718640-1	chr9	118718542	118718740	+	0.000	0.000	Merged-chr9-118718640-1
Merged-chr14-63194714-49	chr14	63194560	63194940	+	0.000	0.000	Merged-chr14-63194714-49
Merged-chr12-82323350-3	chr12	82323238	82323463	+	0.000	0.000	Merged-chr12-82323350-3
Merged-chr15-53130224-36	chr15	53129791	53130510	+	0.000	0.000	Merged-chr15-53130224-36
Merged-chr8-123224864-44	chr8	123224518	123225177	+	0.000	0.000	Merged-chr8-123224864-44
Merged-chr8-119575055-76	chr8	119574685	119575409	+	0.000	0.000	Merged-chr8-119575055-76
Merged-chr11-109431692-38	chr11	109431475	109431935	+	0.000	0.000	Merged-chr11-109431692-38
Merged-chr6-144357246-11	chr6	144357075	144357533	+	0.000	0.000	Merged-chr6-144357246-11
Merged-chr19-6871660-23	chr19	6871325	6872046	+	0.000	0.000	Merged-chr19-6871660-23
Merged-chr2-174329152-13	chr2	174328956	174329351	+	0.000	0.000	Merged-chr2-174329152-13
Merged-chr4-139616773-45	chr4	139616523	139616983	+	0.000	0.000	Merged-chr4-139616773-45
Merged-chr11-87720824-93	chr11	87720433	87721223	+	0.000	0.000	Merged-chr11-87720824-93
Merged-chrX-57183527-2	chrX	57183423	57183634	+	0.000	0.000	Merged-chrX-57183527-2
Merged-chr12-52824887-17	chr12	52824691	52825064	+	0.000	0.000	Merged-chr12-52824887-17
Merged-chr5-143526983-19	chr5	143526702	143527291	+	0.000	0.000	Merged-chr5-143526983-19
Merged-chr17-74779621-5	chr17	74779424	74779845	+	0.000	0.000	Merged-chr17-74779621-5
Merged-chr2-19201871-12	chr2	19201634	19202122	+	0.000	0.000	Merged-chr2-19201871-12
Merged-chr12-55392433-1	chr12	55392335	55392533	+	0.000	0.000	Merged-chr12-55392433-1
Merged-chr16-90330577-4	chr16	90330448	90330704	+	0.000	0.000	Merged-chr16-90330577-4
Merged-chr8-15020380-3	chr8	15020250	15020521	+	0.000	0.000	Merged-chr8-15020380-3
Merged-chr1-153632878-5	chr1	153632691	153633032	+	0.000	0.000	Merged-chr1-153632878-5
Merged-chr10-81255041-17	chr10	81254876	81255262	+	0.000	0.000	Merged-chr10-81255041-17
Merged-chr8-88592850-20	chr8	88592681	88593022	+	0.000	0.000	Merged-chr8-88592850-20
Merged-chr16-94402317-35	chr16	94401968	94402601	+	0.000	0.000	Merged-chr16-94402317-35
Merged-chr14-78432236-25	chr14	78432075	78432589	+	0.000	0.000	Merged-chr14-78432236-25
Merged-chr9-62374764-11	chr9	62374553	62375040	+	0.000	0.000	Merged-chr9-62374764-11
Merged-chr2-108441195-1	chr2	108441097	108441295	+	0.000	0.000	Merged-chr2-108441195-1
Merged-chr9-62363126-1	chr9	62363028	62363226	+	0.000	0.000	Merged-chr9-62363126-1
Merged-chr16-11054655-12	chr16	11054428	11054868	+	0.000	0.000	Merged-chr16-11054655-12
Merged-chr7-68179968-3	chr7	68179853	68180087	+	0.000	0.000	Merged-chr7-68179968-3
Merged-chr2-6352264-168	chr2	6351248	6352980	+	0.000	0.000	Merged-chr2-6352264-168
Merged-chr9-85671881-60	chr9	85671459	85672129	+	0.000	0.000	Merged-chr9-85671881-60
Merged-chr6-99401459-4	chr6	99401324	99401591	+	0.000	0.000	Merged-chr6-99401459-4
Merged-chr19-41847357-5	chr19	41847095	41847592	+	0.000	0.000	Merged-chr19-41847357-5
Merged-chr1-138587614-1	chr1	138587516	138587714	+	0.000	0.000	Merged-chr1-138587614-1
Merged-chr19-53891075-34	chr19	53890825	53891341	+	0.000	0.000	Merged-chr19-53891075-34
Merged-chr1-60017133-4	chr1	60016994	60017290	+	0.000	0.000	Merged-chr1-60017133-4
Merged-chr1-55473879-7	chr1	55473679	55474029	+	0.000	0.000	Merged-chr1-55473879-7
Merged-chr1-69655085-1	chr1	69654987	69655185	+	0.000	0.000	Merged-chr1-69655085-1
Merged-chr15-93715568-13	chr15	93715195	93715915	+	0.000	0.000	Merged-chr15-93715568-13
Merged-chr7-126776866-48	chr7	126776581	126777194	+	0.000	0.000	Merged-chr7-126776866-48
Merged-chrX-12045282-1	chrX	12045184	12045382	+	0.000	0.000	Merged-chrX-12045282-1
Merged-chr4-139573557-1	chr4	139573459	139573657	+	0.000	0.000	Merged-chr4-139573557-1
Merged-chr4-88024414-6	chr4	88024232	88024623	+	0.000	0.000	Merged-chr4-88024414-6
Merged-chr4-63846137-4	chr4	63845934	63846352	+	0.000	0.000	Merged-chr4-63846137-4
Merged-chr7-29155959-90	chr7	29155745	29156393	+	0.000	0.000	Merged-chr7-29155959-90
Merged-chr2-18958872-113	chr2	18958405	18959372	+	0.000	0.000	Merged-chr2-18958872-113
Merged-chr1-138299764-45	chr1	138299550	138299969	+	0.000	0.000	Merged-chr1-138299764-45
Merged-chr12-4082819-61	chr12	4082613	4083001	+	0.000	0.000	Merged-chr12-4082819-61
Merged-chr4-34550471-5	chr4	34550363	34550588	+	0.000	0.000	Merged-chr4-34550471-5
Merged-chr5-72634907-42	chr5	72634740	72635083	+	0.000	0.000	Merged-chr5-72634907-42
Merged-chr9-14499189-81	chr9	14499007	14499581	+	0.000	0.000	Merged-chr9-14499189-81
Merged-chr1-93736181-6	chr1	93735966	93736395	+	0.000	0.000	Merged-chr1-93736181-6
Merged-chr7-144439578-1	chr7	144439480	144439678	+	0.000	0.000	Merged-chr7-144439578-1
Merged-chr1-138303413-31	chr1	138303144	138303699	+	0.000	0.000	Merged-chr1-138303413-31
Merged-chr14-61687149-11	chr14	61686882	61687306	+	0.000	0.000	Merged-chr14-61687149-11
Merged-chr7-24316712-55	chr7	24316504	24316900	+	0.000	0.000	Merged-chr7-24316712-55
Merged-chr3-132979856-28	chr3	132979640	132980105	+	0.000	0.000	Merged-chr3-132979856-28
Merged-chr17-56289998-2	chr17	56289900	56290098	+	0.000	0.000	Merged-chr17-56289998-2
Merged-chr17-63500700-6	chr17	63500498	63500878	+	0.000	0.000	Merged-chr17-63500700-6
Merged-chr11-32455203-72	chr11	32454941	32455513	+	0.000	0.000	Merged-chr11-32455203-72
Merged-chr2-135848156-1	chr2	135848058	135848256	+	0.000	0.000	Merged-chr2-135848156-1
Merged-chr6-149375184-57	chr6	149374939	149375437	+	0.000	0.000	Merged-chr6-149375184-57
Merged-chr2-174076828-170	chr2	174076101	174077695	+	0.000	0.000	Merged-chr2-174076828-170
Merged-chr1-181247290-45	chr1	181246774	181247648	+	0.000	0.000	Merged-chr1-181247290-45
Merged-chr11-106689133-1	chr11	106689035	106689233	+	0.000	0.000	Merged-chr11-106689133-1
Merged-chr4-128727871-94	chr4	128727230	128728201	+	0.000	0.000	Merged-chr4-128727871-94
Merged-chr7-143005288-104	chr7	143005078	143005707	+	0.000	0.000	Merged-chr7-143005288-104
Merged-chr5-65856479-1	chr5	65856381	65856579	+	0.000	0.000	Merged-chr5-65856479-1
Merged-chr15-76757728-51	chr15	76757520	76757970	+	0.000	0.000	Merged-chr15-76757728-51
Merged-chr15-100079310-5	chr15	100079140	100079459	+	0.000	0.000	Merged-chr15-100079310-5
Merged-chr1-192493639-4	chr1	192493488	192493810	+	0.000	0.000	Merged-chr1-192493639-4
Merged-chr2-165923890-22	chr2	165923689	165924151	+	0.000	0.000	Merged-chr2-165923890-22
Merged-chr1-182358310-43	chr1	182358132	182358555	+	0.000	0.000	Merged-chr1-182358310-43
Merged-chr2-180276983-44	chr2	180276774	180277177	+	0.000	0.000	Merged-chr2-180276983-44
Merged-chr7-129592092-86	chr7	129591850	129592512	+	0.000	0.000	Merged-chr7-129592092-86
Merged-chr14-121903586-22	chr14	121903376	121903812	+	0.000	0.000	Merged-chr14-121903586-22
Merged-chr10-76802342-40	chr10	76802059	76802557	+	0.000	0.000	Merged-chr10-76802342-40
Merged-chr3-52297502-16	chr3	52297223	52297722	+	0.000	0.000	Merged-chr3-52297502-16
Merged-chr5-120775735-65	chr5	120775535	120775974	+	0.000	0.000	Merged-chr5-120775735-65
Merged-chr6-145306882-40	chr6	145306606	145307084	+	0.000	0.000	Merged-chr6-145306882-40
Merged-chr4-154964454-88	chr4	154964103	154964713	+	0.000	0.000	Merged-chr4-154964454-88
Merged-chr11-3155205-32	chr11	3154947	3155482	+	0.000	0.000	Merged-chr11-3155205-32
Merged-chr8-81702288-38	chr8	81702040	81702540	+	0.000	0.000	Merged-chr8-81702288-38
Merged-chr10-59919808-6	chr10	59919688	59919925	+	0.000	0.000	Merged-chr10-59919808-6
Merged-chr4-149954793-89	chr4	149953639	149955496	+	0.000	0.000	Merged-chr4-149954793-89
Merged-chr15-58822611-1	chr15	58822513	58822711	+	0.000	0.000	Merged-chr15-58822611-1
Merged-chr5-64024575-33	chr5	64024366	64024794	+	0.000	0.000	Merged-chr5-64024575-33
Merged-chr4-148742861-33	chr4	148742579	148743135	+	0.000	0.000	Merged-chr4-148742861-33
Merged-chr15-103250395-11	chr15	103250203	103250694	+	0.000	0.000	Merged-chr15-103250395-11
Merged-chr10-12964276-93	chr10	12963740	12964614	+	0.000	0.000	Merged-chr10-12964276-93
Merged-chr5-118155299-55	chr5	118154905	118155553	+	0.000	0.000	Merged-chr5-118155299-55
Merged-chr17-18718477-13	chr17	18718289	18718868	+	0.000	0.000	Merged-chr17-18718477-13
Merged-chr3-95697809-14	chr3	95697588	95698023	+	0.000	0.000	Merged-chr3-95697809-14
Merged-chr14-121658944-24	chr14	121658448	121659418	+	0.000	0.000	Merged-chr14-121658944-24
Merged-chr1-179046812-1	chr1	179046714	179046912	+	0.000	0.000	Merged-chr1-179046812-1
Merged-chr11-5261704-88	chr11	5261442	5262042	+	0.000	0.000	Merged-chr11-5261704-88
Merged-chr6-134035696-155	chr6	134035317	134036168	+	0.000	0.000	Merged-chr6-134035696-155
Merged-chr11-21179499-11	chr11	21179172	21179719	+	0.000	0.000	Merged-chr11-21179499-11
Merged-chr9-59617287-62	chr9	59617072	59617520	+	0.000	0.000	Merged-chr9-59617287-62
Merged-chr8-70696561-4	chr8	70696431	70696699	+	0.000	0.000	Merged-chr8-70696561-4
Merged-chr6-146410150-50	chr6	146409852	146410377	+	0.000	0.000	Merged-chr6-146410150-50
Merged-chr9-14281018-40	chr9	14280804	14281362	+	0.000	0.000	Merged-chr9-14281018-40
Merged-chr5-121660711-82	chr5	121660277	121661305	+	0.000	0.000	Merged-chr5-121660711-82
Merged-chr13-85498931-37	chr13	85498712	85499365	+	0.000	0.000	Merged-chr13-85498931-37
Merged-chr12-36136558-40	chr12	36136289	36136728	+	0.000	0.000	Merged-chr12-36136558-40
Merged-chr17-24895385-66	chr17	24894975	24896088	+	0.000	0.000	Merged-chr17-24895385-66
Merged-chr8-84236991-3	chr8	84236893	84237091	+	0.000	0.000	Merged-chr8-84236991-3
Merged-chr17-83353008-2	chr17	83352888	83353130	+	0.000	0.000	Merged-chr17-83353008-2
Merged-chr11-20249231-91	chr11	20248963	20249659	+	0.000	0.000	Merged-chr11-20249231-91
Merged-chr5-105192735-25	chr5	105192496	105192944	+	0.000	0.000	Merged-chr5-105192735-25
Merged-chr14-121937853-17	chr14	121937662	121938030	+	0.000	0.000	Merged-chr14-121937853-17
Merged-chr16-95985074-35	chr16	95984866	95985383	+	0.000	0.000	Merged-chr16-95985074-35
Merged-chr19-57055875-36	chr19	57055688	57056077	+	0.000	0.000	Merged-chr19-57055875-36
Merged-chr18-58662097-1	chr18	58661999	58662197	+	0.000	0.000	Merged-chr18-58662097-1
Merged-chr1-38694375-50	chr1	38694003	38694671	+	0.000	0.000	Merged-chr1-38694375-50
Merged-chr16-93576839-6	chr16	93576672	93577049	+	0.000	0.000	Merged-chr16-93576839-6
Merged-chr5-147431237-9	chr5	147431020	147431397	+	0.000	0.000	Merged-chr5-147431237-9
Merged-chr15-6554904-39	chr15	6554596	6555098	+	0.000	0.000	Merged-chr15-6554904-39
Merged-chr9-121669585-61	chr9	121669293	121669778	+	0.000	0.000	Merged-chr9-121669585-61
Merged-chr11-103267533-59	chr11	103267190	103267790	+	0.000	0.000	Merged-chr11-103267533-59
Merged-chr7-24890610-35	chr7	24890139	24890849	+	0.000	0.000	Merged-chr7-24890610-35
Merged-chr11-117873246-3	chr11	117873090	117873386	+	0.000	0.000	Merged-chr11-117873246-3
Merged-chr8-14970919-21	chr8	14970712	14971129	+	0.000	0.000	Merged-chr8-14970919-21
Merged-chr8-93964861-1	chr8	93964763	93964961	+	0.000	0.000	Merged-chr8-93964861-1
Merged-chr17-56717302-101	chr17	56717087	56717514	+	0.000	0.000	Merged-chr17-56717302-101
Merged-chr16-24393324-125	chr16	24392553	24393997	+	0.000	0.000	Merged-chr16-24393324-125
Merged-chr19-57136445-1	chr19	57136347	57136545	+	0.000	0.000	Merged-chr19-57136445-1
Merged-chr2-34961100-3	chr2	34960964	34961244	+	0.000	0.000	Merged-chr2-34961100-3
Merged-chr2-18953259-7	chr2	18953060	18953445	+	0.000	0.000	Merged-chr2-18953259-7
Merged-chr15-79039071-35	chr15	79038842	79039253	+	0.000	0.000	Merged-chr15-79039071-35
