#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh.dn.bed
Merged-chr11-113201051-4	chr11	113200909	113201214	+	0.000	0.000	Merged-chr11-113201051-4
Merged-chr1-91942845-12	chr1	91942611	91943044	+	0.000	0.000	Merged-chr1-91942845-12
Merged-chr3-51661219-14	chr3	51660946	51661568	+	0.000	0.000	Merged-chr3-51661219-14
Merged-chr3-101914512-12	chr3	101914317	101914768	+	0.000	0.000	Merged-chr3-101914512-12
Merged-chr1-92051444-84	chr1	92050957	92052057	+	0.000	0.000	Merged-chr1-92051444-84
Merged-chr19-4228012-1	chr19	4227914	4228112	+	0.000	0.000	Merged-chr19-4228012-1
Merged-chr6-99172218-38	chr6	99171891	99172564	+	0.000	0.000	Merged-chr6-99172218-38
Merged-chr11-100891852-30	chr11	100891289	100892136	+	0.000	0.000	Merged-chr11-100891852-30
Merged-chr6-41604638-4	chr6	41604524	41604770	+	0.000	0.000	Merged-chr6-41604638-4
Merged-chr14-57725469-2	chr14	57725331	57725610	+	0.000	0.000	Merged-chr14-57725469-2
Merged-chr10-12961810-12	chr10	12961629	12962006	+	0.000	0.000	Merged-chr10-12961810-12
Merged-chr10-128744953-65	chr10	128744616	128745503	+	0.000	0.000	Merged-chr10-128744953-65
Merged-chr11-116018279-9	chr11	116018112	116018500	+	0.000	0.000	Merged-chr11-116018279-9
Merged-chr5-36006302-34	chr5	36005886	36006629	+	0.000	0.000	Merged-chr5-36006302-34
Merged-chr4-136462706-51	chr4	136462446	136462999	+	0.000	0.000	Merged-chr4-136462706-51
Merged-chr10-12482827-3	chr10	12482701	12482965	+	0.000	0.000	Merged-chr10-12482827-3
Merged-chr13-36366469-31	chr13	36366164	36366796	+	0.000	0.000	Merged-chr13-36366469-31
Merged-chr6-147484715-1	chr6	147484617	147484815	+	0.000	0.000	Merged-chr6-147484715-1
Merged-chr6-99380353-32	chr6	99380177	99380666	+	0.000	0.000	Merged-chr6-99380353-32
Merged-chr12-86046986-23	chr12	86046840	86047233	+	0.000	0.000	Merged-chr12-86046986-23
Merged-chr11-52257663-1	chr11	52257565	52257763	+	0.000	0.000	Merged-chr11-52257663-1
Merged-chr2-6256587-15	chr2	6256252	6257001	+	0.000	0.000	Merged-chr2-6256587-15
Merged-chr16-76310830-49	chr16	76310412	76311162	+	0.000	0.000	Merged-chr16-76310830-49
Merged-chr11-6560668-81	chr11	6559649	6561336	+	0.000	0.000	Merged-chr11-6560668-81
Merged-chr6-13980717-1	chr6	13980619	13980817	+	0.000	0.000	Merged-chr6-13980717-1
Merged-chr9-118686441-13	chr9	118686206	118686649	+	0.000	0.000	Merged-chr9-118686441-13
Merged-chr2-151979348-1	chr2	151979250	151979448	+	0.000	0.000	Merged-chr2-151979348-1
Merged-chr2-129101091-51	chr2	129100891	129101369	+	0.000	0.000	Merged-chr2-129101091-51
Merged-chrX-12160885-1	chrX	12160787	12160985	+	0.000	0.000	Merged-chrX-12160885-1
Merged-chr17-7148067-30	chr17	7147737	7148265	+	0.000	0.000	Merged-chr17-7148067-30
Merged-chr12-41024230-74	chr12	41023981	41024569	+	0.000	0.000	Merged-chr12-41024230-74
Merged-chr7-25395796-56	chr7	25395514	25396067	+	0.000	0.000	Merged-chr7-25395796-56
Merged-chr13-41643057-3	chr13	41642824	41643286	+	0.000	0.000	Merged-chr13-41643057-3
Merged-chr9-118814710-13	chr9	118814538	118814906	+	0.000	0.000	Merged-chr9-118814710-13
Merged-chr7-12987633-12	chr7	12987410	12987880	+	0.000	0.000	Merged-chr7-12987633-12
Merged-chr14-7914040-29	chr14	7913778	7914302	+	0.000	0.000	Merged-chr14-7914040-29
Merged-chr18-34860058-4	chr18	34859882	34860230	+	0.000	0.000	Merged-chr18-34860058-4
Merged-chr10-60374430-10	chr10	60374058	60374688	+	0.000	0.000	Merged-chr10-60374430-10
Merged-chr16-48772238-46	chr16	48771953	48772467	+	0.000	0.000	Merged-chr16-48772238-46
Merged-chr3-58691717-140	chr3	58691345	58692467	+	0.000	0.000	Merged-chr3-58691717-140
Merged-chr11-82908298-45	chr11	82908058	82908535	+	0.000	0.000	Merged-chr11-82908298-45
Merged-chr4-148591552-64	chr4	148591204	148591855	+	0.000	0.000	Merged-chr4-148591552-64
Merged-chr4-95521197-1	chr4	95521099	95521297	+	0.000	0.000	Merged-chr4-95521197-1
Merged-chr2-103652335-51	chr2	103651974	103652918	+	0.000	0.000	Merged-chr2-103652335-51
Merged-chr6-145048990-28	chr6	145048714	145049350	+	0.000	0.000	Merged-chr6-145048990-28
Merged-chr15-86173737-35	chr15	86173476	86174115	+	0.000	0.000	Merged-chr15-86173737-35
Merged-chr1-179645859-31	chr1	179645604	179646064	+	0.000	0.000	Merged-chr1-179645859-31
Merged-chr10-14116002-40	chr10	14115804	14116231	+	0.000	0.000	Merged-chr10-14116002-40
Merged-chr6-134752014-14	chr6	134751777	134752206	+	0.000	0.000	Merged-chr6-134752014-14
Merged-chr4-138328214-2	chr4	138328085	138328346	+	0.000	0.000	Merged-chr4-138328214-2
Merged-chr17-34592254-25	chr17	34591859	34592478	+	0.000	0.000	Merged-chr17-34592254-25
Merged-chr7-68190151-33	chr7	68189490	68190556	+	0.000	0.000	Merged-chr7-68190151-33
Merged-chr9-82830011-56	chr9	82829733	82830268	+	0.000	0.000	Merged-chr9-82830011-56
Merged-chr3-129536427-52	chr3	129536227	129536674	+	0.000	0.000	Merged-chr3-129536427-52
Merged-chr7-83600067-26	chr7	83599831	83600269	+	0.000	0.000	Merged-chr7-83600067-26
Merged-chr19-24146220-3	chr19	24146082	24146371	+	0.000	0.000	Merged-chr19-24146220-3
Merged-chr15-57694475-103	chr15	57694006	57695032	+	0.000	0.000	Merged-chr15-57694475-103
Merged-chr7-101673634-22	chr7	101673412	101673912	+	0.000	0.000	Merged-chr7-101673634-22
Merged-chr10-99221651-27	chr10	99221265	99221872	+	0.000	0.000	Merged-chr10-99221651-27
Merged-chr10-68193744-2	chr10	68193629	68193862	+	0.000	0.000	Merged-chr10-68193744-2
Merged-chr16-4913166-6	chr16	4912973	4913330	+	0.000	0.000	Merged-chr16-4913166-6
Merged-chr6-99394919-29	chr6	99394707	99395422	+	0.000	0.000	Merged-chr6-99394919-29
Merged-chr16-17277920-39	chr16	17277699	17278140	+	0.000	0.000	Merged-chr16-17277920-39
Merged-chr2-76219704-31	chr2	76219490	76219903	+	0.000	0.000	Merged-chr2-76219704-31
Merged-chr5-29205850-28	chr5	29205588	29206126	+	0.000	0.000	Merged-chr5-29205850-28
Merged-chr10-43375435-5	chr10	43375247	43375587	+	0.000	0.000	Merged-chr10-43375435-5
Merged-chr10-95843057-27	chr10	95842805	95843341	+	0.000	0.000	Merged-chr10-95843057-27
Merged-chr11-80489765-75	chr11	80489326	80490191	+	0.000	0.000	Merged-chr11-80489765-75
Merged-chr8-14939734-5	chr8	14939567	14939885	+	0.000	0.000	Merged-chr8-14939734-5
Merged-chr17-32341276-19	chr17	32341102	32341454	+	0.000	0.000	Merged-chr17-32341276-19
Merged-chr2-169515617-25	chr2	169515346	169515853	+	0.000	0.000	Merged-chr2-169515617-25
Merged-chr13-43765478-6	chr13	43765304	43765680	+	0.000	0.000	Merged-chr13-43765478-6
Merged-chr4-137860135-8	chr4	137859986	137860262	+	0.000	0.000	Merged-chr4-137860135-8
Merged-chr10-72656483-1	chr10	72656385	72656583	+	0.000	0.000	Merged-chr10-72656483-1
Merged-chr11-46405145-15	chr11	46404862	46405308	+	0.000	0.000	Merged-chr11-46405145-15
Merged-chr18-55398390-24	chr18	55397944	55398815	+	0.000	0.000	Merged-chr18-55398390-24
Merged-chr11-109431692-38	chr11	109431475	109431935	+	0.000	0.000	Merged-chr11-109431692-38
Merged-chr15-58194845-51	chr15	58194351	58195219	+	0.000	0.000	Merged-chr15-58194845-51
Merged-chr1-75236679-106	chr1	75236454	75236864	+	0.000	0.000	Merged-chr1-75236679-106
Merged-chr6-134794283-45	chr6	134794058	134794518	+	0.000	0.000	Merged-chr6-134794283-45
Merged-chr19-34254414-29	chr19	34254128	34254771	+	0.000	0.000	Merged-chr19-34254414-29
Merged-chr10-96621862-8	chr10	96621663	96622082	+	0.000	0.000	Merged-chr10-96621862-8
Merged-chr8-71908746-56	chr8	71908441	71908990	+	0.000	0.000	Merged-chr8-71908746-56
Merged-chr18-55303601-6	chr18	55303453	55303780	+	0.000	0.000	Merged-chr18-55303601-6
Merged-chr2-76215336-78	chr2	76214976	76215777	+	0.000	0.000	Merged-chr2-76215336-78
Merged-chr10-60191930-38	chr10	60191690	60192102	+	0.000	0.000	Merged-chr10-60191930-38
Merged-chr10-14028390-1	chr10	14028292	14028490	+	0.000	0.000	Merged-chr10-14028390-1
Merged-chr15-27796187-9	chr15	27795973	27796354	+	0.000	0.000	Merged-chr15-27796187-9
Merged-chr5-107283866-18	chr5	107283622	107284138	+	0.000	0.000	Merged-chr5-107283866-18
Merged-chr14-55540872-3	chr14	55540741	55541002	+	0.000	0.000	Merged-chr14-55540872-3
Merged-chr16-97444187-58	chr16	97443801	97445080	+	0.000	0.000	Merged-chr16-97444187-58
Merged-chr1-164503488-46	chr1	164503194	164503825	+	0.000	0.000	Merged-chr1-164503488-46
Merged-chr4-140783003-2	chr4	140782854	140783154	+	0.000	0.000	Merged-chr4-140783003-2
Merged-chr9-84204868-1	chr9	84204770	84204968	+	0.000	0.000	Merged-chr9-84204868-1
Merged-chr15-86185133-3	chr15	86184972	86185329	+	0.000	0.000	Merged-chr15-86185133-3
Merged-chr9-103108809-93	chr9	103108575	103109018	+	0.000	0.000	Merged-chr9-103108809-93
Merged-chr7-68179968-3	chr7	68179853	68180087	+	0.000	0.000	Merged-chr7-68179968-3
Merged-chr15-93530912-20	chr15	93530612	93531114	+	0.000	0.000	Merged-chr15-93530912-20
Merged-chr2-6352264-168	chr2	6351248	6352980	+	0.000	0.000	Merged-chr2-6352264-168
Merged-chrX-57189507-26	chrX	57189153	57189791	+	0.000	0.000	Merged-chrX-57189507-26
Merged-chr11-75282753-54	chr11	75282253	75282983	+	0.000	0.000	Merged-chr11-75282753-54
Merged-chr2-114392920-1	chr2	114392822	114393020	+	0.000	0.000	Merged-chr2-114392920-1
Merged-chr19-41847357-5	chr19	41847095	41847592	+	0.000	0.000	Merged-chr19-41847357-5
Merged-chr4-10875548-10	chr4	10875412	10875731	+	0.000	0.000	Merged-chr4-10875548-10
Merged-chr7-116607785-1	chr7	116607687	116607885	+	0.000	0.000	Merged-chr7-116607785-1
Merged-chr1-191277898-1	chr1	191277800	191277998	+	0.000	0.000	Merged-chr1-191277898-1
Merged-chr3-55413672-16	chr3	55413338	55413905	+	0.000	0.000	Merged-chr3-55413672-16
Merged-chr5-72622310-11	chr5	72622162	72622469	+	0.000	0.000	Merged-chr5-72622310-11
Merged-chr1-69655085-1	chr1	69654987	69655185	+	0.000	0.000	Merged-chr1-69655085-1
Merged-chr4-95416133-1	chr4	95416035	95416233	+	0.000	0.000	Merged-chr4-95416133-1
Merged-chr7-132337014-20	chr7	132336771	132337414	+	0.000	0.000	Merged-chr7-132337014-20
Merged-chr4-129624518-66	chr4	129624225	129624850	+	0.000	0.000	Merged-chr4-129624518-66
Merged-chr3-84228654-57	chr3	84228447	84228936	+	0.000	0.000	Merged-chr3-84228654-57
Merged-chr12-17658030-10	chr12	17657798	17658334	+	0.000	0.000	Merged-chr12-17658030-10
Merged-chr17-73247076-30	chr17	73246917	73247225	+	0.000	0.000	Merged-chr17-73247076-30
Merged-chr8-95697272-29	chr8	95697047	95697502	+	0.000	0.000	Merged-chr8-95697272-29
Merged-chr15-36456502-1	chr15	36456404	36456602	+	0.000	0.000	Merged-chr15-36456502-1
Merged-chr7-49246156-57	chr7	49245842	49246405	+	0.000	0.000	Merged-chr7-49246156-57
Merged-chr12-26439536-15	chr12	26439320	26439807	+	0.000	0.000	Merged-chr12-26439536-15
Merged-chr14-61687149-11	chr14	61686882	61687306	+	0.000	0.000	Merged-chr14-61687149-11
Merged-chr10-95924080-3	chr10	95923961	95924201	+	0.000	0.000	Merged-chr10-95924080-3
Merged-chr3-132949483-1	chr3	132949385	132949583	+	0.000	0.000	Merged-chr3-132949483-1
Merged-chr9-88273504-34	chr9	88273324	88273795	+	0.000	0.000	Merged-chr9-88273504-34
Merged-chr9-88327275-1	chr9	88327177	88327375	+	0.000	0.000	Merged-chr9-88327275-1
Merged-chr4-154936495-60	chr4	154936311	154936650	+	0.000	0.000	Merged-chr4-154936495-60
Merged-chr9-51185836-35	chr9	51185280	51186369	+	0.000	0.000	Merged-chr9-51185836-35
Merged-chr17-8195901-46	chr17	8195672	8196105	+	0.000	0.000	Merged-chr17-8195901-46
Merged-chr10-13467057-15	chr10	13466780	13467286	+	0.000	0.000	Merged-chr10-13467057-15
Merged-chr14-101453387-68	chr14	101452975	101453963	+	0.000	0.000	Merged-chr14-101453387-68
Merged-chr1-181247290-45	chr1	181246774	181247648	+	0.000	0.000	Merged-chr1-181247290-45
Merged-chr4-12087917-51	chr4	12087619	12088119	+	0.000	0.000	Merged-chr4-12087917-51
Merged-chr10-71422736-15	chr10	71422567	71422934	+	0.000	0.000	Merged-chr10-71422736-15
Merged-chr7-128633323-34	chr7	128633081	128633514	+	0.000	0.000	Merged-chr7-128633323-34
Merged-chr1-192493639-4	chr1	192493488	192493810	+	0.000	0.000	Merged-chr1-192493639-4
Merged-chr7-116608604-50	chr7	116608316	116608833	+	0.000	0.000	Merged-chr7-116608604-50
Merged-chr8-27172374-48	chr8	27172117	27172635	+	0.000	0.000	Merged-chr8-27172374-48
Merged-chr6-57570582-29	chr6	57570337	57570843	+	0.000	0.000	Merged-chr6-57570582-29
Merged-chr10-76802342-40	chr10	76802059	76802557	+	0.000	0.000	Merged-chr10-76802342-40
Merged-chr1-92122947-14	chr1	92122668	92123440	+	0.000	0.000	Merged-chr1-92122947-14
Merged-chr15-73629517-1	chr15	73629419	73629617	+	0.000	0.000	Merged-chr15-73629517-1
Merged-chr16-89774284-79	chr16	89773978	89774570	+	0.000	0.000	Merged-chr16-89774284-79
Merged-chr4-149954793-89	chr4	149953639	149955496	+	0.000	0.000	Merged-chr4-149954793-89
Merged-chr19-46500051-50	chr19	46499728	46500312	+	0.000	0.000	Merged-chr19-46500051-50
Merged-chr11-73031065-29	chr11	73030843	73031385	+	0.000	0.000	Merged-chr11-73031065-29
Merged-chr11-70021304-108	chr11	70020815	70021829	+	0.000	0.000	Merged-chr11-70021304-108
Merged-chr13-99411845-11	chr13	99411698	99411986	+	0.000	0.000	Merged-chr13-99411845-11
Merged-chr2-49619549-74	chr2	49619246	49620008	+	0.000	0.000	Merged-chr2-49619549-74
Merged-chr5-118155299-55	chr5	118154905	118155553	+	0.000	0.000	Merged-chr5-118155299-55
Merged-chr10-43478755-3	chr10	43478642	43478864	+	0.000	0.000	Merged-chr10-43478755-3
Merged-chr9-44526635-59	chr9	44526421	44526860	+	0.000	0.000	Merged-chr9-44526635-59
Merged-chr15-57693789-12	chr15	57693507	57693982	+	0.000	0.000	Merged-chr15-57693789-12
Merged-chr14-101608277-2	chr14	101608131	101608426	+	0.000	0.000	Merged-chr14-101608277-2
Merged-chr6-98993074-69	chr6	98992734	98993522	+	0.000	0.000	Merged-chr6-98993074-69
Merged-chr16-89986478-112	chr16	89985770	89986770	+	0.000	0.000	Merged-chr16-89986478-112
Merged-chr5-118045541-17	chr5	118045345	118045769	+	0.000	0.000	Merged-chr5-118045541-17
Merged-chr8-70696561-4	chr8	70696431	70696699	+	0.000	0.000	Merged-chr8-70696561-4
Merged-chr5-121660711-82	chr5	121660277	121661305	+	0.000	0.000	Merged-chr5-121660711-82
Merged-chr17-24895385-66	chr17	24894975	24896088	+	0.000	0.000	Merged-chr17-24895385-66
Merged-chr5-110879908-59	chr5	110879649	110880153	+	0.000	0.000	Merged-chr5-110879908-59
Merged-chr11-72207242-88	chr11	72206933	72207657	+	0.000	0.000	Merged-chr11-72207242-88
Merged-chr13-95521239-9	chr13	95521042	95521555	+	0.000	0.000	Merged-chr13-95521239-9
Merged-chr7-83597333-20	chr7	83597155	83597562	+	0.000	0.000	Merged-chr7-83597333-20
Merged-chr2-117541730-22	chr2	117541408	117542002	+	0.000	0.000	Merged-chr2-117541730-22
Merged-chr19-24166764-51	chr19	24166526	24166987	+	0.000	0.000	Merged-chr19-24166764-51
Merged-chr2-151974232-5	chr2	151974097	151974390	+	0.000	0.000	Merged-chr2-151974232-5
Merged-chr9-61830257-53	chr9	61829701	61830580	+	0.000	0.000	Merged-chr9-61830257-53
Merged-chr6-99485384-21	chr6	99485175	99485586	+	0.000	0.000	Merged-chr6-99485384-21
Merged-chr1-181261225-12	chr1	181261040	181261428	+	0.000	0.000	Merged-chr1-181261225-12
Merged-chr2-18928432-59	chr2	18928211	18928652	+	0.000	0.000	Merged-chr2-18928432-59
Merged-chr7-141060327-2	chr7	141060194	141060462	+	0.000	0.000	Merged-chr7-141060327-2
Merged-chr9-57941237-10	chr9	57941034	57941443	+	0.000	0.000	Merged-chr9-57941237-10
Merged-chr4-150517532-35	chr4	150517360	150517776	+	0.000	0.000	Merged-chr4-150517532-35
Merged-chr3-129613875-22	chr3	129613644	129614130	+	0.000	0.000	Merged-chr3-129613875-22
Merged-chr3-129561081-2	chr3	129560945	129561219	+	0.000	0.000	Merged-chr3-129561081-2
Merged-chr11-78703321-1	chr11	78703223	78703421	+	0.000	0.000	Merged-chr11-78703321-1
Merged-chr2-152105009-1	chr2	152104911	152105109	+	0.000	0.000	Merged-chr2-152105009-1
Merged-chr3-52047175-54	chr3	52046954	52047407	+	0.000	0.000	Merged-chr3-52047175-54
Merged-chr1-128591199-37	chr1	128590894	128591521	+	0.000	0.000	Merged-chr1-128591199-37
Merged-chr15-6591750-22	chr15	6591518	6591921	+	0.000	0.000	Merged-chr15-6591750-22
Merged-chr3-101917452-2	chr3	101917294	101917613	+	0.000	0.000	Merged-chr3-101917452-2
Merged-chr16-76356281-11	chr16	76356102	76356548	+	0.000	0.000	Merged-chr16-76356281-11
Merged-chr19-29193679-2	chr19	29193545	29193815	+	0.000	0.000	Merged-chr19-29193679-2
Merged-chr10-71399794-69	chr10	71399401	71400345	+	0.000	0.000	Merged-chr10-71399794-69
Merged-chr9-96299738-12	chr9	96299582	96299925	+	0.000	0.000	Merged-chr9-96299738-12
Merged-chr1-128713010-21	chr1	128712695	128713286	+	0.000	0.000	Merged-chr1-128713010-21
Merged-chr3-55440152-6	chr3	55439848	55440380	+	0.000	0.000	Merged-chr3-55440152-6
Merged-chr10-12981234-40	chr10	12981042	12981515	+	0.000	0.000	Merged-chr10-12981234-40
Merged-chr4-154981680-18	chr4	154981429	154981922	+	0.000	0.000	Merged-chr4-154981680-18
Merged-chr8-94098416-52	chr8	94098241	94098576	+	0.000	0.000	Merged-chr8-94098416-52
Merged-chr1-52442935-12	chr1	52442710	52443141	+	0.000	0.000	Merged-chr1-52442935-12
Merged-chr2-103638879-10	chr2	103638700	103639104	+	0.000	0.000	Merged-chr2-103638879-10
Merged-chr7-35119008-87	chr7	35118645	35119560	+	0.000	0.000	Merged-chr7-35119008-87
Merged-chr9-62507669-9	chr9	62507525	62507850	+	0.000	0.000	Merged-chr9-62507669-9
Merged-chr6-7693112-62	chr6	7692900	7693411	+	0.000	0.000	Merged-chr6-7693112-62
Merged-chr19-34511025-19	chr19	34510805	34511318	+	0.000	0.000	Merged-chr19-34511025-19
Merged-chr19-17268849-24	chr19	17268653	17269058	+	0.000	0.000	Merged-chr19-17268849-24
Merged-chr13-63568018-54	chr13	63567626	63568292	+	0.000	0.000	Merged-chr13-63568018-54
Merged-chr4-120405677-65	chr4	120405326	120406678	+	0.000	0.000	Merged-chr4-120405677-65
Merged-chr16-30655956-7	chr16	30655745	30656113	+	0.000	0.000	Merged-chr16-30655956-7
Merged-chr3-40950823-6	chr3	40950680	40950959	+	0.000	0.000	Merged-chr3-40950823-6
Merged-chr9-123241382-6	chr9	123241110	123241570	+	0.000	0.000	Merged-chr9-123241382-6
Merged-chr3-129612902-27	chr3	129612706	129613160	+	0.000	0.000	Merged-chr3-129612902-27
Merged-chr16-30678432-4	chr16	30678281	30678563	+	0.000	0.000	Merged-chr16-30678432-4
Merged-chr10-99261812-69	chr10	99261421	99262059	+	0.000	0.000	Merged-chr10-99261812-69
Merged-chr3-131134204-2	chr3	131134079	131134331	+	0.000	0.000	Merged-chr3-131134204-2
Merged-chr8-34805303-58	chr8	34804753	34805791	+	0.000	0.000	Merged-chr8-34805303-58
Merged-chrX-166185579-37	chrX	166185288	166185781	+	0.000	0.000	Merged-chrX-166185579-37
Merged-chr16-93615620-21	chr16	93615431	93615863	+	0.000	0.000	Merged-chr16-93615620-21
Merged-chr6-99067658-20	chr6	99067277	99067859	+	0.000	0.000	Merged-chr6-99067658-20
Merged-chr2-77176488-48	chr2	77176232	77176806	+	0.000	0.000	Merged-chr2-77176488-48
Merged-chr12-85712729-25	chr12	85712530	85712914	+	0.000	0.000	Merged-chr12-85712729-25
Merged-chr1-190899498-2	chr1	190899394	190899604	+	0.000	0.000	Merged-chr1-190899498-2
Merged-chr4-33077761-28	chr4	33077518	33078084	+	0.000	0.000	Merged-chr4-33077761-28
Merged-chr10-121300859-24	chr10	121300642	121301127	+	0.000	0.000	Merged-chr10-121300859-24
Merged-chr12-103333395-26	chr12	103333003	103333764	+	0.000	0.000	Merged-chr12-103333395-26
Merged-chr11-70650559-28	chr11	70650401	70650794	+	0.000	0.000	Merged-chr11-70650559-28
Merged-chr10-13385143-7	chr10	13384943	13385321	+	0.000	0.000	Merged-chr10-13385143-7
Merged-chr1-181232608-44	chr1	181232423	181232862	+	0.000	0.000	Merged-chr1-181232608-44
Merged-chr8-70699898-12	chr8	70699590	70700215	+	0.000	0.000	Merged-chr8-70699898-12
Merged-chr7-16197384-7	chr7	16197189	16197553	+	0.000	0.000	Merged-chr7-16197384-7
Merged-chr11-103771687-20	chr11	103771368	103772017	+	0.000	0.000	Merged-chr11-103771687-20
Merged-chr15-74897771-10	chr15	74897567	74898013	+	0.000	0.000	Merged-chr15-74897771-10
Merged-chr11-19963840-12	chr11	19963445	19964141	+	0.000	0.000	Merged-chr11-19963840-12
Merged-chr1-60971078-4	chr1	60970916	60971224	+	0.000	0.000	Merged-chr1-60971078-4
Merged-chr4-149991121-13	chr4	149990911	149991323	+	0.000	0.000	Merged-chr4-149991121-13
Merged-chr8-47674079-1	chr8	47673981	47674179	+	0.000	0.000	Merged-chr8-47674079-1
Merged-chr10-14044210-17	chr10	14043978	14044438	+	0.000	0.000	Merged-chr10-14044210-17
Merged-chr10-68137177-25	chr10	68137051	68137362	+	0.000	0.000	Merged-chr10-68137177-25
Merged-chr4-54226482-3	chr4	54226272	54226648	+	0.000	0.000	Merged-chr4-54226482-3
Merged-chr10-68210104-1	chr10	68210006	68210204	+	0.000	0.000	Merged-chr10-68210104-1
Merged-chr6-59425568-21	chr6	59425350	59425769	+	0.000	0.000	Merged-chr6-59425568-21
Merged-chr6-94700200-117	chr6	94699809	94700594	+	0.000	0.000	Merged-chr6-94700200-117
Merged-chr15-99370474-52	chr15	99369968	99370706	+	0.000	0.000	Merged-chr15-99370474-52
Merged-chr7-112095114-21	chr7	112094918	112095322	+	0.000	0.000	Merged-chr7-112095114-21
Merged-chr10-43478233-6	chr10	43477997	43478413	+	0.000	0.000	Merged-chr10-43478233-6
Merged-chr2-135774441-2	chr2	135774299	135774585	+	0.000	0.000	Merged-chr2-135774441-2
Merged-chr2-169766136-1	chr2	169766038	169766236	+	0.000	0.000	Merged-chr2-169766136-1
Merged-chr15-93583275-25	chr15	93583055	93583438	+	0.000	0.000	Merged-chr15-93583275-25
Merged-chr12-85472373-19	chr12	85472169	85472677	+	0.000	0.000	Merged-chr12-85472373-19
Merged-chr11-96996617-51	chr11	96996393	96997005	+	0.000	0.000	Merged-chr11-96996617-51
Merged-chr5-36004091-12	chr5	36003874	36004331	+	0.000	0.000	Merged-chr5-36004091-12
Merged-chr13-104286833-75	chr13	104286489	104287132	+	0.000	0.000	Merged-chr13-104286833-75
Merged-chr10-63382739-45	chr10	63382542	63382932	+	0.000	0.000	Merged-chr10-63382739-45
Merged-chr13-63573573-19	chr13	63573278	63573980	+	0.000	0.000	Merged-chr13-63573573-19
Merged-chr9-61755916-2	chr9	61755818	61756016	+	0.000	0.000	Merged-chr9-61755916-2
Merged-chr5-29195906-68	chr5	29195535	29196204	+	0.000	0.000	Merged-chr5-29195906-68
Merged-chr11-69411371-4	chr11	69411273	69411471	+	0.000	0.000	Merged-chr11-69411371-4
Merged-chr8-81636390-46	chr8	81635932	81636644	+	0.000	0.000	Merged-chr8-81636390-46
Merged-chr7-68144496-12	chr7	68144313	68144722	+	0.000	0.000	Merged-chr7-68144496-12
Merged-chr12-103443723-55	chr12	103443441	103444066	+	0.000	0.000	Merged-chr12-103443723-55
Merged-chr13-99412830-24	chr13	99412639	99413125	+	0.000	0.000	Merged-chr13-99412830-24
Merged-chr9-88332643-26	chr9	88332438	88332813	+	0.000	0.000	Merged-chr9-88332643-26
Merged-chr18-34886927-1	chr18	34886829	34887027	+	0.000	0.000	Merged-chr18-34886927-1
Merged-chr1-190764324-1	chr1	190764226	190764424	+	0.000	0.000	Merged-chr1-190764324-1
Merged-chr6-41545550-2	chr6	41545446	41545656	+	0.000	0.000	Merged-chr6-41545550-2
Merged-chr15-27785429-33	chr15	27785145	27785643	+	0.000	0.000	Merged-chr15-27785429-33
Merged-chr10-96549665-1	chr10	96549567	96549765	+	0.000	0.000	Merged-chr10-96549665-1
Merged-chr9-57956974-45	chr9	57956774	57957301	+	0.000	0.000	Merged-chr9-57956974-45
Merged-chr11-97018776-25	chr11	97018424	97019018	+	0.000	0.000	Merged-chr11-97018776-25
Merged-chr11-100861973-17	chr11	100861656	100862161	+	0.000	0.000	Merged-chr11-100861973-17
Merged-chr5-147057071-1	chr5	147056973	147057171	+	0.000	0.000	Merged-chr5-147057071-1
Merged-chr12-98920565-69	chr12	98920276	98920979	+	0.000	0.000	Merged-chr12-98920565-69
Merged-chr11-77385814-2	chr11	77385695	77385935	+	0.000	0.000	Merged-chr11-77385814-2
Merged-chr17-80290081-65	chr17	80289892	80290352	+	0.000	0.000	Merged-chr17-80290081-65
Merged-chr19-60756822-7	chr19	60756655	60757088	+	0.000	0.000	Merged-chr19-60756822-7
Merged-chr1-34005942-55	chr1	34005548	34006329	+	0.000	0.000	Merged-chr1-34005942-55
Merged-chr11-22666362-15	chr11	22666105	22666559	+	0.000	0.000	Merged-chr11-22666362-15
Merged-chr6-4601055-95	chr6	4600738	4601309	+	0.000	0.000	Merged-chr6-4601055-95
Merged-chr5-134277310-4	chr5	134277188	134277446	+	0.000	0.000	Merged-chr5-134277310-4
Merged-chr18-50032999-72	chr18	50032690	50033325	+	0.000	0.000	Merged-chr18-50032999-72
Merged-chr9-84030961-27	chr9	84030738	84031259	+	0.000	0.000	Merged-chr9-84030961-27
Merged-chr17-51178519-2	chr17	51178333	51178707	+	0.000	0.000	Merged-chr17-51178519-2
Merged-chr6-99220619-12	chr6	99220196	99220913	+	0.000	0.000	Merged-chr6-99220619-12
Merged-chr3-131139787-62	chr3	131139499	131140101	+	0.000	0.000	Merged-chr3-131139787-62
Merged-chr8-109705428-77	chr8	109704982	109705782	+	0.000	0.000	Merged-chr8-109705428-77
Merged-chr7-19359775-64	chr7	19359492	19360131	+	0.000	0.000	Merged-chr7-19359775-64
