#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_III--ATAC_peaks.bed all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh.up.bed
Merged-chr9-43242516-24	chr9	43242294	43242802	+	0.000	0.000	Merged-chr9-43242516-24
Merged-chr5-100674272-64	chr5	100673808	100674690	+	0.000	0.000	Merged-chr5-100674272-64
Merged-chr11-32015031-2	chr11	32014930	32015135	+	0.000	0.000	Merged-chr11-32015031-2
Merged-chr8-34964798-1	chr8	34964700	34964898	+	0.000	0.000	Merged-chr8-34964798-1
Merged-chr7-25780138-19	chr7	25779961	25780352	+	0.000	0.000	Merged-chr7-25780138-19
Merged-chr18-7869140-116	chr18	7868708	7869455	+	0.000	0.000	Merged-chr18-7869140-116
Merged-chr9-42039131-7	chr9	42038966	42039305	+	0.000	0.000	Merged-chr9-42039131-7
Merged-chr2-23540156-12	chr2	23540001	23540295	+	0.000	0.000	Merged-chr2-23540156-12
Merged-chr6-17851443-16	chr6	17851104	17851786	+	0.000	0.000	Merged-chr6-17851443-16
Merged-chr7-30194867-53	chr7	30194318	30195235	+	0.000	0.000	Merged-chr7-30194867-53
Merged-chr9-94682432-40	chr9	94682211	94682673	+	0.000	0.000	Merged-chr9-94682432-40
Merged-chr15-58655104-54	chr15	58654874	58655354	+	0.000	0.000	Merged-chr15-58655104-54
Merged-chr6-134037174-7	chr6	134037017	134037386	+	0.000	0.000	Merged-chr6-134037174-7
Merged-chr9-41078542-5	chr9	41078429	41078652	+	0.000	0.000	Merged-chr9-41078542-5
Merged-chr16-32614269-9	chr16	32614121	32614441	+	0.000	0.000	Merged-chr16-32614269-9
Merged-chr5-65091600-42	chr5	65091365	65091838	+	0.000	0.000	Merged-chr5-65091600-42
Merged-chr16-90279320-12	chr16	90279195	90279461	+	0.000	0.000	Merged-chr16-90279320-12
Merged-chr18-80492606-36	chr18	80492452	80492785	+	0.000	0.000	Merged-chr18-80492606-36
Merged-chr5-123382042-18	chr5	123381842	123382249	+	0.000	0.000	Merged-chr5-123382042-18
Merged-chr10-19171994-39	chr10	19171760	19172188	+	0.000	0.000	Merged-chr10-19171994-39
Merged-chr12-13508859-14	chr12	13508663	13509163	+	0.000	0.000	Merged-chr12-13508859-14
Merged-chrX-9272776-84	chrX	9272464	9273083	+	0.000	0.000	Merged-chrX-9272776-84
Merged-chr16-95999409-48	chr16	95999167	95999621	+	0.000	0.000	Merged-chr16-95999409-48
Merged-chr16-91549017-7	chr16	91548811	91549202	+	0.000	0.000	Merged-chr16-91549017-7
Merged-chr1-138559796-44	chr1	138559583	138560080	+	0.000	0.000	Merged-chr1-138559796-44
Merged-chr14-121931088-62	chr14	121930795	121931485	+	0.000	0.000	Merged-chr14-121931088-62
Merged-chr11-49204089-8	chr11	49203953	49204235	+	0.000	0.000	Merged-chr11-49204089-8
Merged-chr19-29454284-53	chr19	29454089	29454626	+	0.000	0.000	Merged-chr19-29454284-53
Merged-chr9-106477001-83	chr9	106476640	106477382	+	0.000	0.000	Merged-chr9-106477001-83
Merged-chr2-75689231-12	chr2	75689014	75689598	+	0.000	0.000	Merged-chr2-75689231-12
Merged-chr9-101074267-139	chr9	101073906	101074944	+	0.000	0.000	Merged-chr9-101074267-139
Merged-chr1-173432561-56	chr1	173432349	173432802	+	0.000	0.000	Merged-chr1-173432561-56
Merged-chr5-105877867-21	chr5	105877600	105878092	+	0.000	0.000	Merged-chr5-105877867-21
Merged-chr11-79057153-11	chr11	79056971	79057335	+	0.000	0.000	Merged-chr11-79057153-11
Merged-chr12-73881688-45	chr12	73881397	73881894	+	0.000	0.000	Merged-chr12-73881688-45
Merged-chr11-4289401-53	chr11	4289183	4289605	+	0.000	0.000	Merged-chr11-4289401-53
Merged-chr19-6869528-29	chr19	6869268	6869727	+	0.000	0.000	Merged-chr19-6869528-29
Merged-chr11-54972474-51	chr11	54972175	54972855	+	0.000	0.000	Merged-chr11-54972474-51
Merged-chr9-110132063-73	chr9	110131809	110132305	+	0.000	0.000	Merged-chr9-110132063-73
Merged-chr13-91461110-110	chr13	91460681	91461478	+	0.000	0.000	Merged-chr13-91461110-110
Merged-chr16-14439328-12	chr16	14439072	14439508	+	0.000	0.000	Merged-chr16-14439328-12
Merged-chr9-14498849-2	chr9	14498736	14498964	+	0.000	0.000	Merged-chr9-14498849-2
Merged-chr17-15715029-65	chr17	15714494	15715566	+	0.000	0.000	Merged-chr17-15715029-65
Merged-chr9-53818897-24	chr9	53818731	53819059	+	0.000	0.000	Merged-chr9-53818897-24
Merged-chr4-32335883-56	chr4	32335604	32336164	+	0.000	0.000	Merged-chr4-32335883-56
Merged-chr6-145284477-26	chr6	145284270	145284754	+	0.000	0.000	Merged-chr6-145284477-26
Merged-chr13-117206316-8	chr13	117206154	117206480	+	0.000	0.000	Merged-chr13-117206316-8
Merged-chr2-17845339-45	chr2	17845134	17845562	+	0.000	0.000	Merged-chr2-17845339-45
Merged-chr4-32424256-17	chr4	32424136	32424372	+	0.000	0.000	Merged-chr4-32424256-17
Merged-chr12-117553468-60	chr12	117553192	117553885	+	0.000	0.000	Merged-chr12-117553468-60
Merged-chr15-99702299-64	chr15	99701966	99702732	+	0.000	0.000	Merged-chr15-99702299-64
Merged-chr2-16357586-1	chr2	16357488	16357686	+	0.000	0.000	Merged-chr2-16357586-1
Merged-chr4-32252453-5	chr4	32252221	32252642	+	0.000	0.000	Merged-chr4-32252453-5
Merged-chr7-80183609-6	chr7	80183485	80183733	+	0.000	0.000	Merged-chr7-80183609-6
Merged-chr8-125720220-10	chr8	125720006	125720399	+	0.000	0.000	Merged-chr8-125720220-10
Merged-chr1-138620254-1	chr1	138620156	138620354	+	0.000	0.000	Merged-chr1-138620254-1
Merged-chr18-24206447-6	chr18	24206293	24206681	+	0.000	0.000	Merged-chr18-24206447-6
Merged-chr16-18075425-17	chr16	18075252	18075619	+	0.000	0.000	Merged-chr16-18075425-17
Merged-chr5-105636927-69	chr5	105636694	105637196	+	0.000	0.000	Merged-chr5-105636927-69
Merged-chr14-105198652-25	chr14	105198429	105198843	+	0.000	0.000	Merged-chr14-105198652-25
Merged-chr8-126693986-5	chr8	126693780	126694201	+	0.000	0.000	Merged-chr8-126693986-5
Merged-chr5-134445374-16	chr5	134445183	134445559	+	0.000	0.000	Merged-chr5-134445374-16
Merged-chr17-35423448-36	chr17	35423212	35423734	+	0.000	0.000	Merged-chr17-35423448-36
Merged-chr7-24617959-10	chr7	24617787	24618104	+	0.000	0.000	Merged-chr7-24617959-10
Merged-chr18-65099318-13	chr18	65099130	65099533	+	0.000	0.000	Merged-chr18-65099318-13
Merged-chr5-148489625-52	chr5	148489264	148489849	+	0.000	0.000	Merged-chr5-148489625-52
Merged-chr8-121907786-62	chr8	121907581	121908032	+	0.000	0.000	Merged-chr8-121907786-62
Merged-chr17-33824550-48	chr17	33824290	33824755	+	0.000	0.000	Merged-chr17-33824550-48
Merged-chr11-3168842-32	chr11	3168667	3169085	+	0.000	0.000	Merged-chr11-3168842-32
Merged-chr3-122246201-2	chr3	122246084	122246321	+	0.000	0.000	Merged-chr3-122246201-2
Merged-chr11-115153968-54	chr11	115153757	115154260	+	0.000	0.000	Merged-chr11-115153968-54
Merged-chr12-117606737-1	chr12	117606639	117606837	+	0.000	0.000	Merged-chr12-117606737-1
Merged-chr2-29252821-93	chr2	29252194	29253429	+	0.000	0.000	Merged-chr2-29252821-93
Merged-chr4-11156378-59	chr4	11156181	11156617	+	0.000	0.000	Merged-chr4-11156378-59
Merged-chr11-4339426-10	chr11	4339178	4339775	+	0.000	0.000	Merged-chr11-4339426-10
Merged-chr9-58275627-82	chr9	58275215	58276126	+	0.000	0.000	Merged-chr9-58275627-82
Merged-chr9-38727917-2	chr9	38727729	38728107	+	0.000	0.000	Merged-chr9-38727917-2
Merged-chr15-58685209-108	chr15	58684596	58686059	+	0.000	0.000	Merged-chr15-58685209-108
Merged-chr17-80632464-23	chr17	80632265	80632685	+	0.000	0.000	Merged-chr17-80632464-23
Merged-chr11-3150858-4	chr11	3150709	3150989	+	0.000	0.000	Merged-chr11-3150858-4
Merged-chr3-52272680-5	chr3	52272542	52272859	+	0.000	0.000	Merged-chr3-52272680-5
Merged-chr16-38761036-6	chr16	38760716	38761251	+	0.000	0.000	Merged-chr16-38761036-6
Merged-chr5-134494514-28	chr5	134494318	134494655	+	0.000	0.000	Merged-chr5-134494514-28
Merged-chr4-144907129-1	chr4	144907031	144907229	+	0.000	0.000	Merged-chr4-144907129-1
Merged-chr15-82899429-110	chr15	82898850	82899682	+	0.000	0.000	Merged-chr15-82899429-110
Merged-chr13-30166672-75	chr13	30166323	30167136	+	0.000	0.000	Merged-chr13-30166672-75
Merged-chr11-106674818-63	chr11	106674360	106675173	+	0.000	0.000	Merged-chr11-106674818-63
Merged-chr5-105244982-37	chr5	105244782	105245286	+	0.000	0.000	Merged-chr5-105244982-37
Merged-chr10-80656566-55	chr10	80656328	80656887	+	0.000	0.000	Merged-chr10-80656566-55
Merged-chr5-120779287-23	chr5	120779015	120779499	+	0.000	0.000	Merged-chr5-120779287-23
Merged-chr2-17741101-1	chr2	17741003	17741201	+	0.000	0.000	Merged-chr2-17741101-1
Merged-chr2-77270925-54	chr2	77270277	77271276	+	0.000	0.000	Merged-chr2-77270925-54
Merged-chr12-116049840-17	chr12	116049503	116050078	+	0.000	0.000	Merged-chr12-116049840-17
Merged-chr4-32258239-72	chr4	32258006	32258521	+	0.000	0.000	Merged-chr4-32258239-72
Merged-chr6-67475756-29	chr6	67475493	67476019	+	0.000	0.000	Merged-chr6-67475756-29
Merged-chr4-32149076-96	chr4	32148849	32149333	+	0.000	0.000	Merged-chr4-32149076-96
Merged-chr4-128811652-46	chr4	128811395	128811913	+	0.000	0.000	Merged-chr4-128811652-46
Merged-chr1-36309720-44	chr1	36309290	36309973	+	0.000	0.000	Merged-chr1-36309720-44
Merged-chr14-121934636-24	chr14	121934496	121934907	+	0.000	0.000	Merged-chr14-121934636-24
Merged-chr5-3928425-98	chr5	3928079	3928654	+	0.000	0.000	Merged-chr5-3928425-98
Merged-chr9-62420075-10	chr9	62419935	62420224	+	0.000	0.000	Merged-chr9-62420075-10
Merged-chr16-91551484-1	chr16	91551386	91551584	+	0.000	0.000	Merged-chr16-91551484-1
Merged-chr9-14463327-1	chr9	14463229	14463427	+	0.000	0.000	Merged-chr9-14463327-1
Merged-chr17-84186814-6	chr17	84186633	84187050	+	0.000	0.000	Merged-chr17-84186814-6
Merged-chr3-129831268-81	chr3	129831046	129831559	+	0.000	0.000	Merged-chr3-129831268-81
Merged-chr7-73584611-15	chr7	73584330	73585004	+	0.000	0.000	Merged-chr7-73584611-15
Merged-chr4-136602506-88	chr4	136601875	136603009	+	0.000	0.000	Merged-chr4-136602506-88
Merged-chr3-95669045-44	chr3	95668668	95669450	+	0.000	0.000	Merged-chr3-95669045-44
Merged-chr15-12322339-4	chr15	12322230	12322451	+	0.000	0.000	Merged-chr15-12322339-4
Merged-chr3-126663698-16	chr3	126663472	126663889	+	0.000	0.000	Merged-chr3-126663698-16
Merged-chr19-29391437-12	chr19	29391220	29391622	+	0.000	0.000	Merged-chr19-29391437-12
Merged-chr11-79141624-10	chr11	79141347	79141755	+	0.000	0.000	Merged-chr11-79141624-10
Merged-chr11-99124300-22	chr11	99123999	99124588	+	0.000	0.000	Merged-chr11-99124300-22
Merged-chr17-84181390-116	chr17	84180814	84181877	+	0.000	0.000	Merged-chr17-84181390-116
Merged-chr13-51951802-36	chr13	51951567	51952006	+	0.000	0.000	Merged-chr13-51951802-36
Merged-chr13-117211586-48	chr13	117211317	117211775	+	0.000	0.000	Merged-chr13-117211586-48
Merged-chr2-3912872-30	chr2	3912668	3913062	+	0.000	0.000	Merged-chr2-3912872-30
Merged-chr7-125554660-11	chr7	125554403	125554945	+	0.000	0.000	Merged-chr7-125554660-11
Merged-chr5-105715715-26	chr5	105715543	105715877	+	0.000	0.000	Merged-chr5-105715715-26
Merged-chr5-148595295-34	chr5	148595037	148595514	+	0.000	0.000	Merged-chr5-148595295-34
Merged-chr1-60098100-129	chr1	60097817	60098326	+	0.000	0.000	Merged-chr1-60098100-129
Merged-chr16-57131008-16	chr16	57130697	57131269	+	0.000	0.000	Merged-chr16-57131008-16
Merged-chr12-73842345-69	chr12	73842150	73842524	+	0.000	0.000	Merged-chr12-73842345-69
Merged-chr5-75693512-1	chr5	75693414	75693612	+	0.000	0.000	Merged-chr5-75693512-1
Merged-chr1-173490646-4	chr1	173490548	173490746	+	0.000	0.000	Merged-chr1-173490646-4
Merged-chr12-113258561-1	chr12	113258463	113258661	+	0.000	0.000	Merged-chr12-113258561-1
Merged-chr17-28328668-59	chr17	28328373	28328933	+	0.000	0.000	Merged-chr17-28328668-59
Merged-chr7-19301290-62	chr7	19300618	19301996	+	0.000	0.000	Merged-chr7-19301290-62
Merged-chr10-128626682-76	chr10	128626369	128626923	+	0.000	0.000	Merged-chr10-128626682-76
Merged-chr11-106687558-7	chr11	106687355	106687817	+	0.000	0.000	Merged-chr11-106687558-7
Merged-chr16-5050226-109	chr16	5049950	5050483	+	0.000	0.000	Merged-chr16-5050226-109
Merged-chr3-126690917-48	chr3	126690697	126691236	+	0.000	0.000	Merged-chr3-126690917-48
Merged-chr1-138589299-7	chr1	138589008	138589538	+	0.000	0.000	Merged-chr1-138589299-7
Merged-chr3-36151200-64	chr3	36150943	36151411	+	0.000	0.000	Merged-chr3-36151200-64
Merged-chr9-21526182-42	chr9	21525843	21526450	+	0.000	0.000	Merged-chr9-21526182-42
Merged-chr1-82819589-51	chr1	82819331	82819910	+	0.000	0.000	Merged-chr1-82819589-51
Merged-chr3-135863053-35	chr3	135862795	135863344	+	0.000	0.000	Merged-chr3-135863053-35
Merged-chr16-23985710-3	chr16	23985593	23985837	+	0.000	0.000	Merged-chr16-23985710-3
Merged-chr4-32343944-58	chr4	32343633	32344236	+	0.000	0.000	Merged-chr4-32343944-58
Merged-chr17-7878189-16	chr17	7877987	7878397	+	0.000	0.000	Merged-chr17-7878189-16
Merged-chr17-8255138-10	chr17	8255004	8255257	+	0.000	0.000	Merged-chr17-8255138-10
Merged-chr1-105663837-98	chr1	105663489	105664165	+	0.000	0.000	Merged-chr1-105663837-98
Merged-chr16-10769811-36	chr16	10769414	10770299	+	0.000	0.000	Merged-chr16-10769811-36
Merged-chr5-75044293-102	chr5	75043890	75044850	+	0.000	0.000	Merged-chr5-75044293-102
Merged-chr16-10784438-1	chr16	10784340	10784538	+	0.000	0.000	Merged-chr16-10784438-1
Merged-chr2-34963403-108	chr2	34962900	34963867	+	0.000	0.000	Merged-chr2-34963403-108
Merged-chr3-52343640-60	chr3	52343205	52343998	+	0.000	0.000	Merged-chr3-52343640-60
Merged-chr11-4506645-22	chr11	4506445	4506843	+	0.000	0.000	Merged-chr11-4506645-22
Merged-chr1-44122465-48	chr1	44122309	44122644	+	0.000	0.000	Merged-chr1-44122465-48
Merged-chr4-32176829-5	chr4	32176602	32177043	+	0.000	0.000	Merged-chr4-32176829-5
Merged-chr10-117628787-2	chr10	117628689	117628887	+	0.000	0.000	Merged-chr10-117628787-2
Merged-chr16-10774943-5	chr16	10774808	10775088	+	0.000	0.000	Merged-chr16-10774943-5
Merged-chr6-143861453-1	chr6	143861355	143861553	+	0.000	0.000	Merged-chr6-143861453-1
Merged-chr1-71576177-1	chr1	71576079	71576277	+	0.000	0.000	Merged-chr1-71576177-1
Merged-chr5-28329563-25	chr5	28329364	28329854	+	0.000	0.000	Merged-chr5-28329563-25
Merged-chr8-125744334-1	chr8	125744236	125744434	+	0.000	0.000	Merged-chr8-125744334-1
Merged-chr19-47855075-76	chr19	47854685	47855362	+	0.000	0.000	Merged-chr19-47855075-76
Merged-chr1-127302862-6	chr1	127302717	127302997	+	0.000	0.000	Merged-chr1-127302862-6
Merged-chr2-68382520-132	chr2	68382095	68383117	+	0.000	0.000	Merged-chr2-68382520-132
Merged-chr11-54956037-55	chr11	54955828	54956235	+	0.000	0.000	Merged-chr11-54956037-55
Merged-chr13-117230467-15	chr13	117230277	117230752	+	0.000	0.000	Merged-chr13-117230467-15
Merged-chr1-39383444-1	chr1	39383346	39383544	+	0.000	0.000	Merged-chr1-39383444-1
Merged-chr1-20890851-96	chr1	20890599	20891115	+	0.000	0.000	Merged-chr1-20890851-96
Merged-chr18-80496628-2	chr18	80496442	80496816	+	0.000	0.000	Merged-chr18-80496628-2
Merged-chr4-11156857-34	chr4	11156686	11157062	+	0.000	0.000	Merged-chr4-11156857-34
Merged-chr16-18073888-8	chr16	18073740	18074146	+	0.000	0.000	Merged-chr16-18073888-8
Merged-chr2-68430660-54	chr2	68430432	68430905	+	0.000	0.000	Merged-chr2-68430660-54
Merged-chr4-124703869-75	chr4	124703658	124704197	+	0.000	0.000	Merged-chr4-124703869-75
Merged-chr6-67475225-1	chr6	67475127	67475325	+	0.000	0.000	Merged-chr6-67475225-1
Merged-chr11-3157744-93	chr11	3156688	3158306	+	0.000	0.000	Merged-chr11-3157744-93
Merged-chr11-52080171-5	chr11	52080010	52080302	+	0.000	0.000	Merged-chr11-52080171-5
Merged-chr14-103345864-9	chr14	103345599	103346114	+	0.000	0.000	Merged-chr14-103345864-9
Merged-chr2-181458398-1	chr2	181458300	181458498	+	0.000	0.000	Merged-chr2-181458398-1
Merged-chr14-122558294-11	chr14	122558144	122558467	+	0.000	0.000	Merged-chr14-122558294-11
Merged-chr4-11157562-36	chr4	11157329	11157843	+	0.000	0.000	Merged-chr4-11157562-36
Merged-chr11-3330703-18	chr11	3330537	3330928	+	0.000	0.000	Merged-chr11-3330703-18
Merged-chr2-68471818-151	chr2	68471580	68472330	+	0.000	0.000	Merged-chr2-68471818-151
Merged-chr7-130826804-1	chr7	130826706	130826904	+	0.000	0.000	Merged-chr7-130826804-1
Merged-chr10-111232548-22	chr10	111232272	111232780	+	0.000	0.000	Merged-chr10-111232548-22
Merged-chr9-95154225-2	chr9	95154114	95154339	+	0.000	0.000	Merged-chr9-95154225-2
Merged-chr11-52232101-58	chr11	52231767	52232365	+	0.000	0.000	Merged-chr11-52232101-58
Merged-chr11-3123937-74	chr11	3123711	3124377	+	0.000	0.000	Merged-chr11-3123937-74
Merged-chr12-51888619-1	chr12	51888521	51888719	+	0.000	0.000	Merged-chr12-51888619-1
Merged-chr19-43921566-29	chr19	43921140	43921819	+	0.000	0.000	Merged-chr19-43921566-29
Merged-chr7-48749788-92	chr7	48749459	48750025	+	0.000	0.000	Merged-chr7-48749788-92
Merged-chr16-32609068-64	chr16	32608714	32609293	+	0.000	0.000	Merged-chr16-32609068-64
Merged-chr2-120478897-19	chr2	120478699	120479174	+	0.000	0.000	Merged-chr2-120478897-19
Merged-chr15-86028178-32	chr15	86027872	86028517	+	0.000	0.000	Merged-chr15-86028178-32
Merged-chr6-121247253-8	chr6	121246968	121247618	+	0.000	0.000	Merged-chr6-121247253-8
Merged-chr16-24164966-5	chr16	24164828	24165129	+	0.000	0.000	Merged-chr16-24164966-5
Merged-chr1-127225883-3	chr1	127225756	127226003	+	0.000	0.000	Merged-chr1-127225883-3
Merged-chr18-80490792-23	chr18	80490550	80490960	+	0.000	0.000	Merged-chr18-80490792-23
Merged-chr14-24490940-66	chr14	24490584	24491301	+	0.000	0.000	Merged-chr14-24490940-66
Merged-chr4-131843494-43	chr4	131843330	131843723	+	0.000	0.000	Merged-chr4-131843494-43
Merged-chr15-3994865-9	chr15	3994710	3995014	+	0.000	0.000	Merged-chr15-3994865-9
Merged-chr1-60096883-1	chr1	60096785	60096983	+	0.000	0.000	Merged-chr1-60096883-1
Merged-chr2-29253616-2	chr2	29253457	29253777	+	0.000	0.000	Merged-chr2-29253616-2
Merged-chr6-144264296-10	chr6	144264134	144264471	+	0.000	0.000	Merged-chr6-144264296-10
Merged-chr9-14276872-1	chr9	14276774	14276972	+	0.000	0.000	Merged-chr9-14276872-1
Merged-chr13-91540408-4	chr13	91540286	91540535	+	0.000	0.000	Merged-chr13-91540408-4
Merged-chr9-62373386-1	chr9	62373288	62373486	+	0.000	0.000	Merged-chr9-62373386-1
Merged-chr11-3193402-56	chr11	3193098	3193766	+	0.000	0.000	Merged-chr11-3193402-56
Merged-chr10-19185061-36	chr10	19184865	19185221	+	0.000	0.000	Merged-chr10-19185061-36
Merged-chr4-35156799-155	chr4	35155898	35157542	+	0.000	0.000	Merged-chr4-35156799-155
Merged-chr10-117627744-48	chr10	117627496	117627983	+	0.000	0.000	Merged-chr10-117627744-48
Merged-chr4-144892585-78	chr4	144892107	144892975	+	0.000	0.000	Merged-chr4-144892585-78
Merged-chr17-84146048-57	chr17	84145648	84146378	+	0.000	0.000	Merged-chr17-84146048-57
Merged-chr15-86033136-7	chr15	86032913	86033507	+	0.000	0.000	Merged-chr15-86033136-7
Merged-chr10-118766153-45	chr10	118765932	118766409	+	0.000	0.000	Merged-chr10-118766153-45
Merged-chr1-82917988-3	chr1	82917851	82918136	+	0.000	0.000	Merged-chr1-82917988-3
Merged-chr2-17741978-82	chr2	17741446	17742672	+	0.000	0.000	Merged-chr2-17741978-82
Merged-chr8-88618877-30	chr8	88618582	88619061	+	0.000	0.000	Merged-chr8-88618877-30
Merged-chr7-4657958-2	chr7	4657816	4658102	+	0.000	0.000	Merged-chr7-4657958-2
Merged-chr5-105649431-102	chr5	105649184	105649881	+	0.000	0.000	Merged-chr5-105649431-102
Merged-chr2-17861880-15	chr2	17861542	17862202	+	0.000	0.000	Merged-chr2-17861880-15
Merged-chr11-3105314-74	chr11	3104995	3105672	+	0.000	0.000	Merged-chr11-3105314-74
Merged-chr11-61579224-3	chr11	61579095	61579341	+	0.000	0.000	Merged-chr11-61579224-3
Merged-chr12-117447459-59	chr12	117447252	117447707	+	0.000	0.000	Merged-chr12-117447459-59
Merged-chr17-7905100-9	chr17	7904981	7905224	+	0.000	0.000	Merged-chr17-7905100-9
Merged-chr11-106742740-23	chr11	106742512	106742953	+	0.000	0.000	Merged-chr11-106742740-23
Merged-chr14-118673606-72	chr14	118673303	118674034	+	0.000	0.000	Merged-chr14-118673606-72
Merged-chr11-3129320-11	chr11	3129135	3129518	+	0.000	0.000	Merged-chr11-3129320-11
Merged-chr4-127021266-22	chr4	127021081	127021468	+	0.000	0.000	Merged-chr4-127021266-22
Merged-chr1-171966306-50	chr1	171965992	171966663	+	0.000	0.000	Merged-chr1-171966306-50
Merged-chr17-83351169-104	chr17	83350577	83351642	+	0.000	0.000	Merged-chr17-83351169-104
Merged-chr8-122296025-8	chr8	122295881	122296195	+	0.000	0.000	Merged-chr8-122296025-8
Merged-chr11-79129992-68	chr11	79129767	79130325	+	0.000	0.000	Merged-chr11-79129992-68
Merged-chr4-152120692-77	chr4	152120258	152120961	+	0.000	0.000	Merged-chr4-152120692-77
Merged-chr11-79152860-26	chr11	79152593	79153045	+	0.000	0.000	Merged-chr11-79152860-26
Merged-chr1-38398742-1	chr1	38398644	38398842	+	0.000	0.000	Merged-chr1-38398742-1
Merged-chr9-121354935-22	chr9	121354750	121355121	+	0.000	0.000	Merged-chr9-121354935-22
Merged-chr19-40267576-38	chr19	40267355	40267757	+	0.000	0.000	Merged-chr19-40267576-38
Merged-chr1-39950256-21	chr1	39950045	39950503	+	0.000	0.000	Merged-chr1-39950256-21
Merged-chr4-127022268-34	chr4	127022014	127022461	+	0.000	0.000	Merged-chr4-127022268-34
Merged-chr1-23882900-25	chr1	23882664	23883089	+	0.000	0.000	Merged-chr1-23882900-25
Merged-chr6-38848269-41	chr6	38847981	38848532	+	0.000	0.000	Merged-chr6-38848269-41
Merged-chr11-99150380-50	chr11	99150033	99150740	+	0.000	0.000	Merged-chr11-99150380-50
Merged-chr13-51936338-54	chr13	51935953	51936805	+	0.000	0.000	Merged-chr13-51936338-54
Merged-chr9-97110986-70	chr9	97110701	97111261	+	0.000	0.000	Merged-chr9-97110986-70
Merged-chr4-63847263-40	chr4	63846713	63847594	+	0.000	0.000	Merged-chr4-63847263-40
Merged-chr4-32239722-14	chr4	32239455	32239907	+	0.000	0.000	Merged-chr4-32239722-14
Merged-chrX-101419940-50	chrX	101419648	101420215	+	0.000	0.000	Merged-chrX-101419940-50
Merged-chr19-40256674-17	chr19	40256500	40256845	+	0.000	0.000	Merged-chr19-40256674-17
Merged-chr10-127621046-1	chr10	127620948	127621146	+	0.000	0.000	Merged-chr10-127621046-1
Merged-chr14-59201374-100	chr14	59200894	59201604	+	0.000	0.000	Merged-chr14-59201374-100
Merged-chr6-144396715-1	chr6	144396617	144396815	+	0.000	0.000	Merged-chr6-144396715-1
Merged-chr9-44691735-2	chr9	44691635	44691837	+	0.000	0.000	Merged-chr9-44691735-2
Merged-chr10-130311798-35	chr10	130311570	130311979	+	0.000	0.000	Merged-chr10-130311798-35
Merged-chr16-36057640-19	chr16	36057411	36057970	+	0.000	0.000	Merged-chr16-36057640-19
Merged-chr15-91664603-13	chr15	91664248	91664878	+	0.000	0.000	Merged-chr15-91664603-13
Merged-chr2-75763426-31	chr2	75762874	75763682	+	0.000	0.000	Merged-chr2-75763426-31
Merged-chr15-89148530-1	chr15	89148432	89148630	+	0.000	0.000	Merged-chr15-89148530-1
Merged-chr10-88783253-12	chr10	88783043	88783492	+	0.000	0.000	Merged-chr10-88783253-12
Merged-chr5-3928837-1	chr5	3928739	3928937	+	0.000	0.000	Merged-chr5-3928837-1
Merged-chr10-95009173-43	chr10	95008937	95009463	+	0.000	0.000	Merged-chr10-95009173-43
Merged-chr7-4647555-37	chr7	4647365	4647789	+	0.000	0.000	Merged-chr7-4647555-37
Merged-chr19-41874574-30	chr19	41874344	41874785	+	0.000	0.000	Merged-chr19-41874574-30
Merged-chr6-121218095-31	chr6	121217768	121218287	+	0.000	0.000	Merged-chr6-121218095-31
Merged-chr4-128785439-48	chr4	128785093	128785888	+	0.000	0.000	Merged-chr4-128785439-48
Merged-chr1-138592749-28	chr1	138592569	138592900	+	0.000	0.000	Merged-chr1-138592749-28
Merged-chr16-14379528-8	chr16	14379393	14379651	+	0.000	0.000	Merged-chr16-14379528-8
Merged-chr8-14998165-42	chr8	14997653	14998511	+	0.000	0.000	Merged-chr8-14998165-42
Merged-chr7-73537938-60	chr7	73537673	73538326	+	0.000	0.000	Merged-chr7-73537938-60
Merged-chr5-41843178-1	chr5	41843080	41843278	+	0.000	0.000	Merged-chr5-41843178-1
Merged-chr14-103346588-98	chr14	103346224	103347015	+	0.000	0.000	Merged-chr14-103346588-98
Merged-chr2-17730861-92	chr2	17730229	17731281	+	0.000	0.000	Merged-chr2-17730861-92
Merged-chr14-121913666-1	chr14	121913568	121913766	+	0.000	0.000	Merged-chr14-121913666-1
Merged-chr5-105731381-8	chr5	105731203	105731718	+	0.000	0.000	Merged-chr5-105731381-8
Merged-chr13-117282370-1	chr13	117282272	117282470	+	0.000	0.000	Merged-chr13-117282370-1
Merged-chr9-62341256-48	chr9	62341077	62341550	+	0.000	0.000	Merged-chr9-62341256-48
Merged-chr17-8235955-6	chr17	8235821	8236102	+	0.000	0.000	Merged-chr17-8235955-6
Merged-chr5-150600620-7	chr5	150600434	150600818	+	0.000	0.000	Merged-chr5-150600620-7
Merged-chr7-24601143-27	chr7	24600905	24601320	+	0.000	0.000	Merged-chr7-24601143-27
Merged-chr6-144909826-5	chr6	144909698	144909961	+	0.000	0.000	Merged-chr6-144909826-5
Merged-chr3-99102806-1	chr3	99102708	99102906	+	0.000	0.000	Merged-chr3-99102806-1
Merged-chr10-94943406-23	chr10	94943217	94943745	+	0.000	0.000	Merged-chr10-94943406-23
