#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TFH_Associated--ATAC_peaks.bed all.df.numx.c5-STAT4_KO_Tfh_vs_Naive.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_KO_Tfh_vs_Naive.dn.bed
Merged-chr14-99167103-2	chr14	99166978	99167230	+	0.000	0.000	Merged-chr14-99167103-2
Merged-chr10-42864170-9	chr10	42863990	42864359	+	0.000	0.000	Merged-chr10-42864170-9
Merged-chr10-67536700-4	chr10	67536577	67536833	+	0.000	0.000	Merged-chr10-67536700-4
Merged-chr1-21961171-142	chr1	21960922	21961526	+	0.000	0.000	Merged-chr1-21961171-142
Merged-chr13-91246462-1	chr13	91246364	91246562	+	0.000	0.000	Merged-chr13-91246462-1
Merged-chr11-103776919-6	chr11	103776792	103777064	+	0.000	0.000	Merged-chr11-103776919-6
Merged-chr6-71493091-1	chr6	71492993	71493191	+	0.000	0.000	Merged-chr6-71493091-1
Merged-chr1-74124147-1	chr1	74124049	74124247	+	0.000	0.000	Merged-chr1-74124147-1
Merged-chr2-135922502-1	chr2	135922404	135922602	+	0.000	0.000	Merged-chr2-135922502-1
Merged-chr2-75016050-1	chr2	75015952	75016150	+	0.000	0.000	Merged-chr2-75016050-1
Merged-chr2-160701839-26	chr2	160701640	160702124	+	0.000	0.000	Merged-chr2-160701839-26
Merged-chr9-98339700-17	chr9	98339381	98339995	+	0.000	0.000	Merged-chr9-98339700-17
Merged-chr11-69765727-4	chr11	69765606	69765837	+	0.000	0.000	Merged-chr11-69765727-4
Merged-chr5-105662982-20	chr5	105662771	105663153	+	0.000	0.000	Merged-chr5-105662982-20
Merged-chr16-90042684-16	chr16	90042384	90042904	+	0.000	0.000	Merged-chr16-90042684-16
Merged-chr8-81783049-28	chr8	81782850	81783242	+	0.000	0.000	Merged-chr8-81783049-28
Merged-chr16-44999747-49	chr16	44999406	45000192	+	0.000	0.000	Merged-chr16-44999747-49
Merged-chr9-25196210-2	chr9	25196069	25196354	+	0.000	0.000	Merged-chr9-25196210-2
Merged-chr7-143649559-54	chr7	143649353	143649770	+	0.000	0.000	Merged-chr7-143649559-54
Merged-chr7-105744345-53	chr7	105744135	105744636	+	0.000	0.000	Merged-chr7-105744345-53
Merged-chr15-25673661-24	chr15	25673276	25673902	+	0.000	0.000	Merged-chr15-25673661-24
Merged-chr11-32012025-22	chr11	32011817	32012241	+	0.000	0.000	Merged-chr11-32012025-22
Merged-chr18-50004992-2	chr18	50004866	50005120	+	0.000	0.000	Merged-chr18-50004992-2
Merged-chr8-40577674-21	chr8	40577308	40577975	+	0.000	0.000	Merged-chr8-40577674-21
Merged-chr9-22134391-4	chr9	22134199	22134574	+	0.000	0.000	Merged-chr9-22134391-4
Merged-chr18-53862970-7	chr18	53862743	53863135	+	0.000	0.000	Merged-chr18-53862970-7
Merged-chr13-44730777-105	chr13	44730372	44731293	+	0.000	0.000	Merged-chr13-44730777-105
Merged-chr5-122220264-48	chr5	122220035	122220516	+	0.000	0.000	Merged-chr5-122220264-48
Merged-chr11-21151904-7	chr11	21151757	21152105	+	0.000	0.000	Merged-chr11-21151904-7
Merged-chr6-134632309-51	chr6	134632025	134632586	+	0.000	0.000	Merged-chr6-134632309-51
Merged-chr2-169546612-1	chr2	169546514	169546712	+	0.000	0.000	Merged-chr2-169546612-1
Merged-chr2-32963011-24	chr2	32962767	32963237	+	0.000	0.000	Merged-chr2-32963011-24
Merged-chr12-82165766-1	chr12	82165668	82165866	+	0.000	0.000	Merged-chr12-82165766-1
Merged-chr14-121929425-38	chr14	121929021	121929714	+	0.000	0.000	Merged-chr14-121929425-38
Merged-chr1-39944518-35	chr1	39944306	39944795	+	0.000	0.000	Merged-chr1-39944518-35
Merged-chr9-119322632-81	chr9	119322311	119322929	+	0.000	0.000	Merged-chr9-119322632-81
Merged-chr16-45021572-18	chr16	45021255	45021850	+	0.000	0.000	Merged-chr16-45021572-18
Merged-chr8-47673686-45	chr8	47673440	47673970	+	0.000	0.000	Merged-chr8-47673686-45
Merged-chr2-72136350-1	chr2	72136252	72136450	+	0.000	0.000	Merged-chr2-72136350-1
Merged-chr12-36157102-164	chr12	36156638	36157564	+	0.000	0.000	Merged-chr12-36157102-164
Merged-chr1-35653441-55	chr1	35653137	35653665	+	0.000	0.000	Merged-chr1-35653441-55
Merged-chrX-98301599-4	chrX	98301464	98301739	+	0.000	0.000	Merged-chrX-98301599-4
Merged-chr15-53400350-16	chr15	53399900	53400743	+	0.000	0.000	Merged-chr15-53400350-16
Merged-chr2-18989067-34	chr2	18988883	18989252	+	0.000	0.000	Merged-chr2-18989067-34
Merged-chr15-57772935-60	chr15	57772521	57773209	+	0.000	0.000	Merged-chr15-57772935-60
Merged-chr6-134105635-10	chr6	134105288	134106002	+	0.000	0.000	Merged-chr6-134105635-10
Merged-chr11-3188853-10	chr11	3188607	3189017	+	0.000	0.000	Merged-chr11-3188853-10
Merged-chr12-108688796-1	chr12	108688698	108688896	+	0.000	0.000	Merged-chr12-108688796-1
Merged-chr2-152344055-110	chr2	152343725	152344275	+	0.000	0.000	Merged-chr2-152344055-110
Merged-chr7-16310124-145	chr7	16309329	16311330	+	0.000	0.000	Merged-chr7-16310124-145
Merged-chr11-5215848-30	chr11	5215651	5216091	+	0.000	0.000	Merged-chr11-5215848-30
Merged-chr11-21163903-4	chr11	21163788	21164021	+	0.000	0.000	Merged-chr11-21163903-4
Merged-chr7-78384000-1	chr7	78383902	78384100	+	0.000	0.000	Merged-chr7-78384000-1
Merged-chr5-64804187-2	chr5	64804045	64804332	+	0.000	0.000	Merged-chr5-64804187-2
Merged-chr16-23997406-12	chr16	23997256	23997626	+	0.000	0.000	Merged-chr16-23997406-12
Merged-chr10-60697198-23	chr10	60696982	60697417	+	0.000	0.000	Merged-chr10-60697198-23
Merged-chr16-57456707-2	chr16	57456590	57456827	+	0.000	0.000	Merged-chr16-57456707-2
Merged-chr11-99142912-8	chr11	99142658	99143091	+	0.000	0.000	Merged-chr11-99142912-8
Merged-chr7-110796429-1	chr7	110796331	110796529	+	0.000	0.000	Merged-chr7-110796429-1
Merged-chr11-113187580-49	chr11	113187360	113187808	+	0.000	0.000	Merged-chr11-113187580-49
Merged-chr4-129754913-37	chr4	129754589	129755112	+	0.000	0.000	Merged-chr4-129754913-37
Merged-chr13-112292693-6	chr13	112292539	112292892	+	0.000	0.000	Merged-chr13-112292693-6
Merged-chr18-55483698-12	chr18	55483230	55484077	+	0.000	0.000	Merged-chr18-55483698-12
Merged-chr14-121898881-67	chr14	121898449	121899610	+	0.000	0.000	Merged-chr14-121898881-67
Merged-chrX-98148927-58	chrX	98148588	98149180	+	0.000	0.000	Merged-chrX-98148927-58
Merged-chr3-131014308-74	chr3	131013991	131014538	+	0.000	0.000	Merged-chr3-131014308-74
Merged-chr5-144283852-24	chr5	144283598	144284081	+	0.000	0.000	Merged-chr5-144283852-24
Merged-chr2-146423908-26	chr2	146423576	146424214	+	0.000	0.000	Merged-chr2-146423908-26
Merged-chr18-54902507-76	chr18	54902233	54902831	+	0.000	0.000	Merged-chr18-54902507-76
Merged-chr1-164413844-41	chr1	164413563	164414216	+	0.000	0.000	Merged-chr1-164413844-41
Merged-chr4-3810365-16	chr4	3810031	3810594	+	0.000	0.000	Merged-chr4-3810365-16
Merged-chr13-64364439-27	chr13	64364178	64364623	+	0.000	0.000	Merged-chr13-64364439-27
Merged-chr18-24309700-12	chr18	24309479	24309896	+	0.000	0.000	Merged-chr18-24309700-12
Merged-chr14-8644858-1	chr14	8644760	8644958	+	0.000	0.000	Merged-chr14-8644858-1
Merged-chr2-75064849-10	chr2	75064664	75065078	+	0.000	0.000	Merged-chr2-75064849-10
Merged-chr6-121063167-18	chr6	121062821	121063384	+	0.000	0.000	Merged-chr6-121063167-18
Merged-chr10-67872043-23	chr10	67871827	67872247	+	0.000	0.000	Merged-chr10-67872043-23
Merged-chr6-91506273-35	chr6	91505911	91506597	+	0.000	0.000	Merged-chr6-91506273-35
Merged-chr15-58823489-98	chr15	58823191	58823854	+	0.000	0.000	Merged-chr15-58823489-98
Merged-chr5-105113893-19	chr5	105113564	105114223	+	0.000	0.000	Merged-chr5-105113893-19
Merged-chr12-117490932-1	chr12	117490834	117491032	+	0.000	0.000	Merged-chr12-117490932-1
Merged-chr1-156076663-15	chr1	156076389	156076946	+	0.000	0.000	Merged-chr1-156076663-15
Merged-chr16-10725277-18	chr16	10725023	10725504	+	0.000	0.000	Merged-chr16-10725277-18
Merged-chr12-8817903-12	chr12	8817698	8818158	+	0.000	0.000	Merged-chr12-8817903-12
Merged-chr3-52179919-6	chr3	52179772	52180086	+	0.000	0.000	Merged-chr3-52179919-6
Merged-chr4-16163634-149	chr4	16163088	16163961	+	0.000	0.000	Merged-chr4-16163634-149
Merged-chr2-71032531-63	chr2	71032273	71032829	+	0.000	0.000	Merged-chr2-71032531-63
Merged-chr9-121647218-5	chr9	121647053	121647400	+	0.000	0.000	Merged-chr9-121647218-5
Merged-chr1-55435941-9	chr1	55435685	55436194	+	0.000	0.000	Merged-chr1-55435941-9
Merged-chr13-117241409-28	chr13	117241141	117241762	+	0.000	0.000	Merged-chr13-117241409-28
Merged-chr16-76447349-16	chr16	76447022	76447792	+	0.000	0.000	Merged-chr16-76447349-16
Merged-chrX-10216521-101	chrX	10216315	10216921	+	0.000	0.000	Merged-chrX-10216521-101
Merged-chr3-51661219-14	chr3	51660946	51661568	+	0.000	0.000	Merged-chr3-51661219-14
Merged-chr9-58271289-37	chr9	58271081	58271453	+	0.000	0.000	Merged-chr9-58271289-37
Merged-chr6-99172218-38	chr6	99171891	99172564	+	0.000	0.000	Merged-chr6-99172218-38
Merged-chr3-95523820-51	chr3	95523554	95524089	+	0.000	0.000	Merged-chr3-95523820-51
Merged-chr3-129553274-76	chr3	129552931	129553714	+	0.000	0.000	Merged-chr3-129553274-76
Merged-chr13-90930019-46	chr13	90929675	90930330	+	0.000	0.000	Merged-chr13-90930019-46
Merged-chr5-122708188-2	chr5	122708059	122708319	+	0.000	0.000	Merged-chr5-122708188-2
Merged-chr1-136608717-56	chr1	136608439	136608959	+	0.000	0.000	Merged-chr1-136608717-56
Merged-chr9-14262730-55	chr9	14262558	14262975	+	0.000	0.000	Merged-chr9-14262730-55
Merged-chr1-179130359-23	chr1	179130043	179130857	+	0.000	0.000	Merged-chr1-179130359-23
Merged-chr17-15821860-4	chr17	15821747	15821981	+	0.000	0.000	Merged-chr17-15821860-4
Merged-chr5-36006302-34	chr5	36005886	36006629	+	0.000	0.000	Merged-chr5-36006302-34
Merged-chr2-77098248-1	chr2	77098150	77098348	+	0.000	0.000	Merged-chr2-77098248-1
Merged-chr10-12482827-3	chr10	12482701	12482965	+	0.000	0.000	Merged-chr10-12482827-3
Merged-chr13-36366469-31	chr13	36366164	36366796	+	0.000	0.000	Merged-chr13-36366469-31
Merged-chr6-71500692-12	chr6	71500444	71500955	+	0.000	0.000	Merged-chr6-71500692-12
Merged-chr17-64284858-2	chr17	64284755	64284963	+	0.000	0.000	Merged-chr17-64284858-2
Merged-chr6-147484715-1	chr6	147484617	147484815	+	0.000	0.000	Merged-chr6-147484715-1
Merged-chr6-99380353-32	chr6	99380177	99380666	+	0.000	0.000	Merged-chr6-99380353-32
Merged-chr2-32396001-113	chr2	32395690	32396320	+	0.000	0.000	Merged-chr2-32396001-113
Merged-chr12-86046986-23	chr12	86046840	86047233	+	0.000	0.000	Merged-chr12-86046986-23
Merged-chr7-27838608-46	chr7	27838322	27838847	+	0.000	0.000	Merged-chr7-27838608-46
Merged-chr13-108587546-2	chr13	108587429	108587665	+	0.000	0.000	Merged-chr13-108587546-2
Merged-chr2-6256587-15	chr2	6256252	6257001	+	0.000	0.000	Merged-chr2-6256587-15
Merged-chr4-44170097-14	chr4	44169900	44170261	+	0.000	0.000	Merged-chr4-44170097-14
Merged-chr2-142749281-1	chr2	142749183	142749381	+	0.000	0.000	Merged-chr2-142749281-1
Merged-chr11-6560668-81	chr11	6559649	6561336	+	0.000	0.000	Merged-chr11-6560668-81
Merged-chr12-75572455-24	chr12	75572261	75572703	+	0.000	0.000	Merged-chr12-75572455-24
Merged-chr1-97918591-20	chr1	97918305	97918822	+	0.000	0.000	Merged-chr1-97918591-20
Merged-chr9-118686441-13	chr9	118686206	118686649	+	0.000	0.000	Merged-chr9-118686441-13
Merged-chr4-128654743-48	chr4	128654457	128655025	+	0.000	0.000	Merged-chr4-128654743-48
Merged-chr12-41024230-74	chr12	41023981	41024569	+	0.000	0.000	Merged-chr12-41024230-74
Merged-chr7-25395796-56	chr7	25395514	25396067	+	0.000	0.000	Merged-chr7-25395796-56
Merged-chr4-152153985-50	chr4	152153754	152154218	+	0.000	0.000	Merged-chr4-152153985-50
Merged-chr9-118814710-13	chr9	118814538	118814906	+	0.000	0.000	Merged-chr9-118814710-13
Merged-chr3-131134898-4	chr3	131134719	131135100	+	0.000	0.000	Merged-chr3-131134898-4
Merged-chr7-12987633-12	chr7	12987410	12987880	+	0.000	0.000	Merged-chr7-12987633-12
Merged-chr9-83925198-57	chr9	83925027	83925459	+	0.000	0.000	Merged-chr9-83925198-57
Merged-chr14-103349911-85	chr14	103349507	103350081	+	0.000	0.000	Merged-chr14-103349911-85
Merged-chr8-14961775-61	chr8	14961505	14961959	+	0.000	0.000	Merged-chr8-14961775-61
Merged-chr16-48772238-46	chr16	48771953	48772467	+	0.000	0.000	Merged-chr16-48772238-46
Merged-chr2-48950246-1	chr2	48950148	48950346	+	0.000	0.000	Merged-chr2-48950246-1
Merged-chr16-97293437-66	chr16	97293075	97293734	+	0.000	0.000	Merged-chr16-97293437-66
Merged-chr2-163285915-9	chr2	163285740	163286120	+	0.000	0.000	Merged-chr2-163285915-9
Merged-chr17-7928003-98	chr17	7927669	7928300	+	0.000	0.000	Merged-chr17-7928003-98
Merged-chr3-58691717-140	chr3	58691345	58692467	+	0.000	0.000	Merged-chr3-58691717-140
Merged-chr4-148591552-64	chr4	148591204	148591855	+	0.000	0.000	Merged-chr4-148591552-64
Merged-chr16-11519349-21	chr16	11519146	11519589	+	0.000	0.000	Merged-chr16-11519349-21
Merged-chr1-39576490-2	chr1	39576392	39576590	+	0.000	0.000	Merged-chr1-39576490-2
Merged-chr3-9567055-14	chr3	9566842	9567291	+	0.000	0.000	Merged-chr3-9567055-14
Merged-chr11-113173574-59	chr11	113173386	113173770	+	0.000	0.000	Merged-chr11-113173574-59
Merged-chr13-99385771-3	chr13	99385595	99385995	+	0.000	0.000	Merged-chr13-99385771-3
Merged-chr5-34210420-28	chr5	34210251	34210577	+	0.000	0.000	Merged-chr5-34210420-28
Merged-chr7-143415542-2	chr7	143415440	143415647	+	0.000	0.000	Merged-chr7-143415542-2
Merged-chr2-62382784-7	chr2	62382642	62382909	+	0.000	0.000	Merged-chr2-62382784-7
Merged-chr8-119569162-3	chr8	119568983	119569343	+	0.000	0.000	Merged-chr8-119569162-3
Merged-chr1-192778514-1	chr1	192778416	192778614	+	0.000	0.000	Merged-chr1-192778514-1
Merged-chr13-85509878-39	chr13	85509725	85510156	+	0.000	0.000	Merged-chr13-85509878-39
Merged-chr15-86173737-35	chr15	86173476	86174115	+	0.000	0.000	Merged-chr15-86173737-35
Merged-chr1-179645859-31	chr1	179645604	179646064	+	0.000	0.000	Merged-chr1-179645859-31
Merged-chr10-14116002-40	chr10	14115804	14116231	+	0.000	0.000	Merged-chr10-14116002-40
Merged-chr14-69972683-1	chr14	69972585	69972783	+	0.000	0.000	Merged-chr14-69972683-1
Merged-chr4-3827081-20	chr4	3826788	3827402	+	0.000	0.000	Merged-chr4-3827081-20
Merged-chr2-68364639-40	chr2	68364389	68364892	+	0.000	0.000	Merged-chr2-68364639-40
Merged-chr7-68190151-33	chr7	68189490	68190556	+	0.000	0.000	Merged-chr7-68190151-33
Merged-chr16-91553850-20	chr16	91553585	91554093	+	0.000	0.000	Merged-chr16-91553850-20
Merged-chr3-129536427-52	chr3	129536227	129536674	+	0.000	0.000	Merged-chr3-129536427-52
Merged-chr2-49335781-10	chr2	49335526	49336021	+	0.000	0.000	Merged-chr2-49335781-10
Merged-chr5-54005641-22	chr5	54005311	54005891	+	0.000	0.000	Merged-chr5-54005641-22
Merged-chr6-134533147-7	chr6	134533026	134533290	+	0.000	0.000	Merged-chr6-134533147-7
Merged-chr17-4995600-180	chr17	4995168	4996307	+	0.000	0.000	Merged-chr17-4995600-180
Merged-chr13-108738959-1	chr13	108738861	108739059	+	0.000	0.000	Merged-chr13-108738959-1
Merged-chrX-75130933-50	chrX	75130688	75131272	+	0.000	0.000	Merged-chrX-75130933-50
Merged-chr2-144550766-36	chr2	144550486	144551048	+	0.000	0.000	Merged-chr2-144550766-36
Merged-chr1-180318502-5	chr1	180318363	180318680	+	0.000	0.000	Merged-chr1-180318502-5
Merged-chr6-99394919-29	chr6	99394707	99395422	+	0.000	0.000	Merged-chr6-99394919-29
Merged-chr6-146284002-2	chr6	146283880	146284126	+	0.000	0.000	Merged-chr6-146284002-2
Merged-chr16-17277920-39	chr16	17277699	17278140	+	0.000	0.000	Merged-chr16-17277920-39
Merged-chr2-76219704-31	chr2	76219490	76219903	+	0.000	0.000	Merged-chr2-76219704-31
Merged-chr5-29205850-28	chr5	29205588	29206126	+	0.000	0.000	Merged-chr5-29205850-28
Merged-chr17-84188018-120	chr17	84187616	84188337	+	0.000	0.000	Merged-chr17-84188018-120
Merged-chr2-142592645-1	chr2	142592547	142592745	+	0.000	0.000	Merged-chr2-142592645-1
Merged-chr16-70314268-76	chr16	70314066	70314536	+	0.000	0.000	Merged-chr16-70314268-76
Merged-chr12-82323350-3	chr12	82323238	82323463	+	0.000	0.000	Merged-chr12-82323350-3
Merged-chr1-98095542-87	chr1	98095105	98095933	+	0.000	0.000	Merged-chr1-98095542-87
Merged-chr2-169515617-25	chr2	169515346	169515853	+	0.000	0.000	Merged-chr2-169515617-25
Merged-chr16-35362455-1	chr16	35362357	35362555	+	0.000	0.000	Merged-chr16-35362455-1
Merged-chr2-172966680-14	chr2	172966496	172966850	+	0.000	0.000	Merged-chr2-172966680-14
Merged-chr4-150558187-39	chr4	150557994	150558475	+	0.000	0.000	Merged-chr4-150558187-39
Merged-chr13-85479573-23	chr13	85479276	85479905	+	0.000	0.000	Merged-chr13-85479573-23
Merged-chr14-31402926-2	chr14	31402812	31403043	+	0.000	0.000	Merged-chr14-31402926-2
Merged-chr11-46405145-15	chr11	46404862	46405308	+	0.000	0.000	Merged-chr11-46405145-15
Merged-chr4-87698955-1	chr4	87698857	87699055	+	0.000	0.000	Merged-chr4-87698955-1
Merged-chr7-143465112-4	chr7	143464973	143465266	+	0.000	0.000	Merged-chr7-143465112-4
Merged-chr18-55398390-24	chr18	55397944	55398815	+	0.000	0.000	Merged-chr18-55398390-24
Merged-chr6-144357246-11	chr6	144357075	144357533	+	0.000	0.000	Merged-chr6-144357246-11
Merged-chr16-70365429-20	chr16	70365217	70365610	+	0.000	0.000	Merged-chr16-70365429-20
Merged-chr16-75617911-31	chr16	75617718	75618188	+	0.000	0.000	Merged-chr16-75617911-31
Merged-chr19-34254414-29	chr19	34254128	34254771	+	0.000	0.000	Merged-chr19-34254414-29
Merged-chr12-52824887-17	chr12	52824691	52825064	+	0.000	0.000	Merged-chr12-52824887-17
Merged-chr4-44168045-123	chr4	44167598	44168639	+	0.000	0.000	Merged-chr4-44168045-123
Merged-chr10-96621862-8	chr10	96621663	96622082	+	0.000	0.000	Merged-chr10-96621862-8
Merged-chr17-74779621-5	chr17	74779424	74779845	+	0.000	0.000	Merged-chr17-74779621-5
Merged-chr2-19201871-12	chr2	19201634	19202122	+	0.000	0.000	Merged-chr2-19201871-12
Merged-chr11-103266073-2	chr11	103265969	103266179	+	0.000	0.000	Merged-chr11-103266073-2
Merged-chr18-55303601-6	chr18	55303453	55303780	+	0.000	0.000	Merged-chr18-55303601-6
Merged-chr8-15020380-3	chr8	15020250	15020521	+	0.000	0.000	Merged-chr8-15020380-3
Merged-chr5-134540113-16	chr5	134539917	134540345	+	0.000	0.000	Merged-chr5-134540113-16
Merged-chr2-76215336-78	chr2	76214976	76215777	+	0.000	0.000	Merged-chr2-76215336-78
Merged-chr11-98796800-22	chr11	98796473	98797024	+	0.000	0.000	Merged-chr11-98796800-22
Merged-chr15-27796187-9	chr15	27795973	27796354	+	0.000	0.000	Merged-chr15-27796187-9
Merged-chr3-126589665-27	chr3	126589471	126589850	+	0.000	0.000	Merged-chr3-126589665-27
Merged-chr8-88592850-20	chr8	88592681	88593022	+	0.000	0.000	Merged-chr8-88592850-20
Merged-chr7-80865063-58	chr7	80864747	80865381	+	0.000	0.000	Merged-chr7-80865063-58
Merged-chr16-97444187-58	chr16	97443801	97445080	+	0.000	0.000	Merged-chr16-97444187-58
Merged-chr9-94668774-42	chr9	94668528	94669030	+	0.000	0.000	Merged-chr9-94668774-42
Merged-chr1-164503488-46	chr1	164503194	164503825	+	0.000	0.000	Merged-chr1-164503488-46
Merged-chr11-99171024-43	chr11	99170817	99171458	+	0.000	0.000	Merged-chr11-99171024-43
Merged-chr12-52829151-11	chr12	52828990	52829344	+	0.000	0.000	Merged-chr12-52829151-11
Merged-chr16-94402317-35	chr16	94401968	94402601	+	0.000	0.000	Merged-chr16-94402317-35
Merged-chr4-140783003-2	chr4	140782854	140783154	+	0.000	0.000	Merged-chr4-140783003-2
Merged-chr2-108441195-1	chr2	108441097	108441295	+	0.000	0.000	Merged-chr2-108441195-1
Merged-chr9-84204868-1	chr9	84204770	84204968	+	0.000	0.000	Merged-chr9-84204868-1
Merged-chr9-103108809-93	chr9	103108575	103109018	+	0.000	0.000	Merged-chr9-103108809-93
Merged-chr2-91042928-59	chr2	91042703	91043163	+	0.000	0.000	Merged-chr2-91042928-59
Merged-chr9-85671881-60	chr9	85671459	85672129	+	0.000	0.000	Merged-chr9-85671881-60
Merged-chrX-57189507-26	chrX	57189153	57189791	+	0.000	0.000	Merged-chrX-57189507-26
Merged-chr6-99401459-4	chr6	99401324	99401591	+	0.000	0.000	Merged-chr6-99401459-4
Merged-chr14-76416055-12	chr14	76415861	76416328	+	0.000	0.000	Merged-chr14-76416055-12
Merged-chr12-52504676-5	chr12	52504523	52504829	+	0.000	0.000	Merged-chr12-52504676-5
Merged-chr15-59010782-34	chr15	59010576	59010994	+	0.000	0.000	Merged-chr15-59010782-34
Merged-chr19-53891075-34	chr19	53890825	53891341	+	0.000	0.000	Merged-chr19-53891075-34
Merged-chr5-72622310-11	chr5	72622162	72622469	+	0.000	0.000	Merged-chr5-72622310-11
Merged-chr3-138275247-64	chr3	138274959	138275580	+	0.000	0.000	Merged-chr3-138275247-64
Merged-chr4-129624518-66	chr4	129624225	129624850	+	0.000	0.000	Merged-chr4-129624518-66
Merged-chrX-12045282-1	chrX	12045184	12045382	+	0.000	0.000	Merged-chrX-12045282-1
Merged-chr4-88024414-6	chr4	88024232	88024623	+	0.000	0.000	Merged-chr4-88024414-6
Merged-chr12-4082819-61	chr12	4082613	4083001	+	0.000	0.000	Merged-chr12-4082819-61
Merged-chr4-34550471-5	chr4	34550363	34550588	+	0.000	0.000	Merged-chr4-34550471-5
Merged-chr5-72634907-42	chr5	72634740	72635083	+	0.000	0.000	Merged-chr5-72634907-42
Merged-chr1-93736181-6	chr1	93735966	93736395	+	0.000	0.000	Merged-chr1-93736181-6
Merged-chr1-88008403-52	chr1	88008161	88008662	+	0.000	0.000	Merged-chr1-88008403-52
Merged-chr2-120501866-2	chr2	120501745	120501990	+	0.000	0.000	Merged-chr2-120501866-2
Merged-chr7-144439578-1	chr7	144439480	144439678	+	0.000	0.000	Merged-chr7-144439578-1
Merged-chr1-138303413-31	chr1	138303144	138303699	+	0.000	0.000	Merged-chr1-138303413-31
Merged-chr13-51879266-2	chr13	51879167	51879367	+	0.000	0.000	Merged-chr13-51879266-2
Merged-chr3-62459568-1	chr3	62459470	62459668	+	0.000	0.000	Merged-chr3-62459568-1
Merged-chr7-24316712-55	chr7	24316504	24316900	+	0.000	0.000	Merged-chr7-24316712-55
Merged-chr3-132979856-28	chr3	132979640	132980105	+	0.000	0.000	Merged-chr3-132979856-28
Merged-chr5-114780086-1	chr5	114779988	114780186	+	0.000	0.000	Merged-chr5-114780086-1
Merged-chr4-154936495-60	chr4	154936311	154936650	+	0.000	0.000	Merged-chr4-154936495-60
Merged-chr17-63500700-6	chr17	63500498	63500878	+	0.000	0.000	Merged-chr17-63500700-6
Merged-chr11-32455203-72	chr11	32454941	32455513	+	0.000	0.000	Merged-chr11-32455203-72
Merged-chr2-135848156-1	chr2	135848058	135848256	+	0.000	0.000	Merged-chr2-135848156-1
Merged-chr12-26469581-102	chr12	26469269	26469878	+	0.000	0.000	Merged-chr12-26469581-102
Merged-chr2-37735387-35	chr2	37735131	37735667	+	0.000	0.000	Merged-chr2-37735387-35
Merged-chr1-190524257-4	chr1	190524127	190524372	+	0.000	0.000	Merged-chr1-190524257-4
Merged-chr6-149375184-57	chr6	149374939	149375437	+	0.000	0.000	Merged-chr6-149375184-57
Merged-chr16-18235713-3	chr16	18235505	18235880	+	0.000	0.000	Merged-chr16-18235713-3
Merged-chr1-38557840-50	chr1	38557525	38558055	+	0.000	0.000	Merged-chr1-38557840-50
Merged-chr7-143005288-104	chr7	143005078	143005707	+	0.000	0.000	Merged-chr7-143005288-104
Merged-chr4-12087917-51	chr4	12087619	12088119	+	0.000	0.000	Merged-chr4-12087917-51
Merged-chr2-135848504-1	chr2	135848406	135848604	+	0.000	0.000	Merged-chr2-135848504-1
Merged-chr11-82954782-27	chr11	82954552	82954997	+	0.000	0.000	Merged-chr11-82954782-27
Merged-chr7-128633323-34	chr7	128633081	128633514	+	0.000	0.000	Merged-chr7-128633323-34
Merged-chr1-192493639-4	chr1	192493488	192493810	+	0.000	0.000	Merged-chr1-192493639-4
Merged-chr2-165923890-22	chr2	165923689	165924151	+	0.000	0.000	Merged-chr2-165923890-22
Merged-chr1-182358310-43	chr1	182358132	182358555	+	0.000	0.000	Merged-chr1-182358310-43
Merged-chr2-180276983-44	chr2	180276774	180277177	+	0.000	0.000	Merged-chr2-180276983-44
Merged-chr12-85686710-55	chr12	85686457	85686994	+	0.000	0.000	Merged-chr12-85686710-55
Merged-chr5-72914376-67	chr5	72914081	72914738	+	0.000	0.000	Merged-chr5-72914376-67
Merged-chr6-144066612-1	chr6	144066514	144066712	+	0.000	0.000	Merged-chr6-144066612-1
Merged-chr5-120775735-65	chr5	120775535	120775974	+	0.000	0.000	Merged-chr5-120775735-65
Merged-chr15-73629517-1	chr15	73629419	73629617	+	0.000	0.000	Merged-chr15-73629517-1
Merged-chr6-145306882-40	chr6	145306606	145307084	+	0.000	0.000	Merged-chr6-145306882-40
Merged-chr16-94254694-8	chr16	94254526	94254910	+	0.000	0.000	Merged-chr16-94254694-8
Merged-chr4-154964454-88	chr4	154964103	154964713	+	0.000	0.000	Merged-chr4-154964454-88
Merged-chr16-89774284-79	chr16	89773978	89774570	+	0.000	0.000	Merged-chr16-89774284-79
Merged-chr2-117418760-26	chr2	117418522	117419035	+	0.000	0.000	Merged-chr2-117418760-26
Merged-chr1-136580549-25	chr1	136580324	136580801	+	0.000	0.000	Merged-chr1-136580549-25
Merged-chr14-47598077-23	chr14	47597899	47598228	+	0.000	0.000	Merged-chr14-47598077-23
Merged-chr15-58822611-1	chr15	58822513	58822711	+	0.000	0.000	Merged-chr15-58822611-1
Merged-chr5-64024575-33	chr5	64024366	64024794	+	0.000	0.000	Merged-chr5-64024575-33
Merged-chr5-134373166-2	chr5	134373034	134373301	+	0.000	0.000	Merged-chr5-134373166-2
