#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_III--ATAC_peaks.bed all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1.dn.bed
Merged-chr4-128807702-2	chr4	128807603	128807804	+	0.000	0.000	Merged-chr4-128807702-2
Merged-chr14-103346588-98	chr14	103346224	103347015	+	0.000	0.000	Merged-chr14-103346588-98
Merged-chr1-38602117-20	chr1	38601833	38602329	+	0.000	0.000	Merged-chr1-38602117-20
Merged-chr5-150600620-7	chr5	150600434	150600818	+	0.000	0.000	Merged-chr5-150600620-7
Merged-chr7-24601143-27	chr7	24600905	24601320	+	0.000	0.000	Merged-chr7-24601143-27
Merged-chr10-42848913-29	chr10	42848679	42849289	+	0.000	0.000	Merged-chr10-42848913-29
Merged-chr10-94943406-23	chr10	94943217	94943745	+	0.000	0.000	Merged-chr10-94943406-23
Merged-chr17-84196515-1	chr17	84196417	84196615	+	0.000	0.000	Merged-chr17-84196515-1
Merged-chr7-73607070-52	chr7	73606807	73607464	+	0.000	0.000	Merged-chr7-73607070-52
Merged-chr9-44772887-60	chr9	44772530	44773187	+	0.000	0.000	Merged-chr9-44772887-60
Merged-chr1-39901309-92	chr1	39900607	39902297	+	0.000	0.000	Merged-chr1-39901309-92
Merged-chr9-72532890-7	chr9	72532597	72533121	+	0.000	0.000	Merged-chr9-72532890-7
Merged-chr1-180330545-90	chr1	180330144	180330953	+	0.000	0.000	Merged-chr1-180330545-90
Merged-chr12-117687561-2	chr12	117687410	117687714	+	0.000	0.000	Merged-chr12-117687561-2
Merged-chr12-73817639-11	chr12	73817393	73817824	+	0.000	0.000	Merged-chr12-73817639-11
Merged-chr10-100496204-1	chr10	100496106	100496304	+	0.000	0.000	Merged-chr10-100496204-1
Merged-chr17-33955836-55	chr17	33955614	33956144	+	0.000	0.000	Merged-chr17-33955836-55
Merged-chr1-189007695-69	chr1	189007424	189007947	+	0.000	0.000	Merged-chr1-189007695-69
Merged-chr6-86733286-56	chr6	86732788	86733562	+	0.000	0.000	Merged-chr6-86733286-56
Merged-chr11-50225207-103	chr11	50224692	50225941	+	0.000	0.000	Merged-chr11-50225207-103
Merged-chr12-117444670-46	chr12	117444480	117444902	+	0.000	0.000	Merged-chr12-117444670-46
Merged-chr2-164077659-1	chr2	164077561	164077759	+	0.000	0.000	Merged-chr2-164077659-1
Merged-chr1-39918240-76	chr1	39917924	39918470	+	0.000	0.000	Merged-chr1-39918240-76
Merged-chr16-23986384-1	chr16	23986286	23986484	+	0.000	0.000	Merged-chr16-23986384-1
Merged-chr5-31202256-62	chr5	31201938	31202559	+	0.000	0.000	Merged-chr5-31202256-62
Merged-chr11-3190092-3	chr11	3189994	3190194	+	0.000	0.000	Merged-chr11-3190092-3
Merged-chr12-13518316-35	chr12	13518088	13518551	+	0.000	0.000	Merged-chr12-13518316-35
Merged-chr8-14992911-28	chr8	14992718	14993103	+	0.000	0.000	Merged-chr8-14992911-28
Merged-chr2-68287116-1	chr2	68287018	68287216	+	0.000	0.000	Merged-chr2-68287116-1
Merged-chr1-55488453-21	chr1	55488259	55488732	+	0.000	0.000	Merged-chr1-55488453-21
Merged-chr11-4251644-19	chr11	4251430	4251833	+	0.000	0.000	Merged-chr11-4251644-19
Merged-chr10-117676030-42	chr10	117675611	117676708	+	0.000	0.000	Merged-chr10-117676030-42
Merged-chr10-95000064-1	chr10	94999966	95000164	+	0.000	0.000	Merged-chr10-95000064-1
Merged-chr12-88368803-2	chr12	88368703	88368906	+	0.000	0.000	Merged-chr12-88368803-2
Merged-chr9-38719749-2	chr9	38719577	38719924	+	0.000	0.000	Merged-chr9-38719749-2
Merged-chr17-78881215-1	chr17	78881117	78881315	+	0.000	0.000	Merged-chr17-78881215-1
Merged-chrX-98265597-2	chrX	98265499	98265697	+	0.000	0.000	Merged-chrX-98265597-2
Merged-chr2-77328531-2	chr2	77328410	77328654	+	0.000	0.000	Merged-chr2-77328531-2
Merged-chr5-105840151-44	chr5	105839974	105840308	+	0.000	0.000	Merged-chr5-105840151-44
Merged-chr9-121314876-15	chr9	121314558	121315141	+	0.000	0.000	Merged-chr9-121314876-15
Merged-chr1-92912268-22	chr1	92911608	92912606	+	0.000	0.000	Merged-chr1-92912268-22
Merged-chr12-69486120-44	chr12	69485906	69486372	+	0.000	0.000	Merged-chr12-69486120-44
Merged-chr10-19117189-32	chr10	19116955	19117383	+	0.000	0.000	Merged-chr10-19117189-32
Merged-chr16-95990846-67	chr16	95990559	95991210	+	0.000	0.000	Merged-chr16-95990846-67
Merged-chr10-80158624-23	chr10	80158426	80158800	+	0.000	0.000	Merged-chr10-80158624-23
Merged-chr2-68302090-16	chr2	68301931	68302286	+	0.000	0.000	Merged-chr2-68302090-16
Merged-chr2-77264133-1	chr2	77264035	77264233	+	0.000	0.000	Merged-chr2-77264133-1
Merged-chr9-121314166-60	chr9	121313576	121314535	+	0.000	0.000	Merged-chr9-121314166-60
Merged-chr16-24187219-39	chr16	24187026	24187520	+	0.000	0.000	Merged-chr16-24187219-39
Merged-chr5-43837616-20	chr5	43837412	43837831	+	0.000	0.000	Merged-chr5-43837616-20
Merged-chr1-189085418-26	chr1	189085099	189085732	+	0.000	0.000	Merged-chr1-189085418-26
Merged-chr1-36303595-2	chr1	36303482	36303710	+	0.000	0.000	Merged-chr1-36303595-2
Merged-chr6-143927692-1	chr6	143927594	143927792	+	0.000	0.000	Merged-chr6-143927692-1
Merged-chr4-33244141-2	chr4	33244042	33244243	+	0.000	0.000	Merged-chr4-33244141-2
Merged-chr7-29281611-61	chr7	29281053	29282048	+	0.000	0.000	Merged-chr7-29281611-61
Merged-chr9-72098340-28	chr9	72098160	72098530	+	0.000	0.000	Merged-chr9-72098340-28
Merged-chr14-14347680-9	chr14	14347464	14347877	+	0.000	0.000	Merged-chr14-14347680-9
Merged-chr17-16089024-2	chr17	16088884	16089167	+	0.000	0.000	Merged-chr17-16089024-2
Merged-chr18-31911303-2	chr18	31911198	31911411	+	0.000	0.000	Merged-chr18-31911303-2
Merged-chr3-126609403-3	chr3	126609228	126609543	+	0.000	0.000	Merged-chr3-126609403-3
Merged-chr11-48856488-101	chr11	48855670	48856814	+	0.000	0.000	Merged-chr11-48856488-101
Merged-chr2-13271415-60	chr2	13271169	13271729	+	0.000	0.000	Merged-chr2-13271415-60
Merged-chr9-40455611-102	chr9	40455196	40455860	+	0.000	0.000	Merged-chr9-40455611-102
Merged-chr11-115081120-20	chr11	115080924	115081343	+	0.000	0.000	Merged-chr11-115081120-20
Merged-chr16-10723312-12	chr16	10723173	10723441	+	0.000	0.000	Merged-chr16-10723312-12
Merged-chr9-40469723-18	chr9	40469455	40470038	+	0.000	0.000	Merged-chr9-40469723-18
Merged-chr11-4335459-17	chr11	4335064	4335965	+	0.000	0.000	Merged-chr11-4335459-17
Merged-chr11-4459747-11	chr11	4459500	4459953	+	0.000	0.000	Merged-chr11-4459747-11
Merged-chr2-16515571-1	chr2	16515473	16515671	+	0.000	0.000	Merged-chr2-16515571-1
Merged-chr9-71848464-7	chr9	71848304	71848607	+	0.000	0.000	Merged-chr9-71848464-7
Merged-chr9-20581482-47	chr9	20581287	20581769	+	0.000	0.000	Merged-chr9-20581482-47
Merged-chr11-52076354-71	chr11	52076125	52076569	+	0.000	0.000	Merged-chr11-52076354-71
Merged-chr8-88636083-59	chr8	88635824	88636478	+	0.000	0.000	Merged-chr8-88636083-59
Merged-chr7-73600199-6	chr7	73600061	73600366	+	0.000	0.000	Merged-chr7-73600199-6
Merged-chr5-86816982-25	chr5	86816771	86817268	+	0.000	0.000	Merged-chr5-86816982-25
Merged-chr1-138448984-1	chr1	138448886	138449084	+	0.000	0.000	Merged-chr1-138448984-1
Merged-chr11-4423802-39	chr11	4423329	4424148	+	0.000	0.000	Merged-chr11-4423802-39
Merged-chr8-14985855-83	chr8	14985583	14986102	+	0.000	0.000	Merged-chr8-14985855-83
Merged-chr9-77751200-1	chr9	77751102	77751300	+	0.000	0.000	Merged-chr9-77751200-1
Merged-chr6-144416933-1	chr6	144416835	144417033	+	0.000	0.000	Merged-chr6-144416933-1
Merged-chr4-126966969-2	chr4	126966857	126967083	+	0.000	0.000	Merged-chr4-126966969-2
Merged-chr1-180296318-42	chr1	180296059	180296614	+	0.000	0.000	Merged-chr1-180296318-42
Merged-chr6-83503485-1	chr6	83503387	83503585	+	0.000	0.000	Merged-chr6-83503485-1
Merged-chr2-10373891-14	chr2	10373676	10374064	+	0.000	0.000	Merged-chr2-10373891-14
Merged-chr10-19240294-18	chr10	19240107	19240505	+	0.000	0.000	Merged-chr10-19240294-18
Merged-chr14-121710333-21	chr14	121710143	121710537	+	0.000	0.000	Merged-chr14-121710333-21
Merged-chr18-80468644-15	chr18	80468421	80468842	+	0.000	0.000	Merged-chr18-80468644-15
Merged-chr12-117595106-1	chr12	117595008	117595206	+	0.000	0.000	Merged-chr12-117595106-1
Merged-chr1-39941675-40	chr1	39941322	39942064	+	0.000	0.000	Merged-chr1-39941675-40
Merged-chr3-126670117-2	chr3	126669952	126670285	+	0.000	0.000	Merged-chr3-126670117-2
Merged-chr15-91675260-1	chr15	91675162	91675360	+	0.000	0.000	Merged-chr15-91675260-1
Merged-chr5-105709845-15	chr5	105709620	105710135	+	0.000	0.000	Merged-chr5-105709845-15
Merged-chr1-106711602-2	chr1	106711491	106711716	+	0.000	0.000	Merged-chr1-106711602-2
Merged-chr11-106740012-25	chr11	106739591	106740570	+	0.000	0.000	Merged-chr11-106740012-25
Merged-chr5-92309921-57	chr5	92309667	92310306	+	0.000	0.000	Merged-chr5-92309921-57
Merged-chr8-126585807-45	chr8	126585509	126586038	+	0.000	0.000	Merged-chr8-126585807-45
Merged-chr6-144375543-1	chr6	144375445	144375643	+	0.000	0.000	Merged-chr6-144375543-1
Merged-chr3-126630748-8	chr3	126630566	126630975	+	0.000	0.000	Merged-chr3-126630748-8
Merged-chr5-105732928-2	chr5	105732801	105733057	+	0.000	0.000	Merged-chr5-105732928-2
Merged-chr9-14089919-1	chr9	14089821	14090019	+	0.000	0.000	Merged-chr9-14089919-1
Merged-chr8-126592018-4	chr8	126591800	126592176	+	0.000	0.000	Merged-chr8-126592018-4
Merged-chr5-148508923-1	chr5	148508825	148509023	+	0.000	0.000	Merged-chr5-148508923-1
Merged-chr15-82899938-12	chr15	82899717	82900160	+	0.000	0.000	Merged-chr15-82899938-12
Merged-chr11-48858131-1	chr11	48858033	48858231	+	0.000	0.000	Merged-chr11-48858131-1
Merged-chr8-128333532-18	chr8	128333157	128333825	+	0.000	0.000	Merged-chr8-128333532-18
Merged-chr13-51847509-6	chr13	51847337	51847823	+	0.000	0.000	Merged-chr13-51847509-6
Merged-chr2-68365463-1	chr2	68365365	68365563	+	0.000	0.000	Merged-chr2-68365463-1
Merged-chr11-3187729-22	chr11	3187316	3188009	+	0.000	0.000	Merged-chr11-3187729-22
Merged-chr16-18233668-2	chr16	18233547	18233791	+	0.000	0.000	Merged-chr16-18233668-2
Merged-chr15-59597796-32	chr15	59597584	59598022	+	0.000	0.000	Merged-chr15-59597796-32
Merged-chr5-105685154-46	chr5	105684702	105685524	+	0.000	0.000	Merged-chr5-105685154-46
Merged-chr5-75444488-1	chr5	75444390	75444588	+	0.000	0.000	Merged-chr5-75444488-1
Merged-chr8-122284353-16	chr8	122284152	122284577	+	0.000	0.000	Merged-chr8-122284353-16
Merged-chr9-58256308-4	chr9	58256083	58256502	+	0.000	0.000	Merged-chr9-58256308-4
Merged-chr18-24181023-3	chr18	24180911	24181140	+	0.000	0.000	Merged-chr18-24181023-3
Merged-chr8-34964520-5	chr8	34964273	34964664	+	0.000	0.000	Merged-chr8-34964520-5
Merged-chr14-60783398-4	chr14	60783261	60783532	+	0.000	0.000	Merged-chr14-60783398-4
Merged-chr12-69475337-77	chr12	69474875	69475684	+	0.000	0.000	Merged-chr12-69475337-77
Merged-chr5-148550582-5	chr5	148550450	148550710	+	0.000	0.000	Merged-chr5-148550582-5
Merged-chr6-121272426-71	chr6	121272192	121272672	+	0.000	0.000	Merged-chr6-121272426-71
Merged-chr17-84186353-4	chr17	84186186	84186525	+	0.000	0.000	Merged-chr17-84186353-4
Merged-chr8-122281860-90	chr8	122281518	122282298	+	0.000	0.000	Merged-chr8-122281860-90
Merged-chr5-86804387-70	chr5	86804158	86804704	+	0.000	0.000	Merged-chr5-86804387-70
Merged-chr7-25774614-28	chr7	25774385	25774872	+	0.000	0.000	Merged-chr7-25774614-28
Merged-chr5-134491981-46	chr5	134491735	134492156	+	0.000	0.000	Merged-chr5-134491981-46
Merged-chr4-126990043-4	chr4	126989888	126990268	+	0.000	0.000	Merged-chr4-126990043-4
Merged-chr5-138085334-61	chr5	138085021	138085591	+	0.000	0.000	Merged-chr5-138085334-61
Merged-chr11-59506011-110	chr11	59505415	59506503	+	0.000	0.000	Merged-chr11-59506011-110
Merged-chr11-116396893-3	chr11	116396650	116397122	+	0.000	0.000	Merged-chr11-116396893-3
Merged-chr10-59916836-10	chr10	59916629	59917039	+	0.000	0.000	Merged-chr10-59916836-10
Merged-chr3-52300795-11	chr3	52300574	52300960	+	0.000	0.000	Merged-chr3-52300795-11
Merged-chr2-3924900-1	chr2	3924802	3925000	+	0.000	0.000	Merged-chr2-3924900-1
Merged-chr14-121898103-1	chr14	121898005	121898203	+	0.000	0.000	Merged-chr14-121898103-1
Merged-chr16-91541885-7	chr16	91541769	91542027	+	0.000	0.000	Merged-chr16-91541885-7
Merged-chr6-145267725-9	chr6	145267415	145267988	+	0.000	0.000	Merged-chr6-145267725-9
Merged-chr16-10785610-99	chr16	10785242	10785942	+	0.000	0.000	Merged-chr16-10785610-99
Merged-chr19-44146311-57	chr19	44146097	44146572	+	0.000	0.000	Merged-chr19-44146311-57
Merged-chr18-54061989-12	chr18	54061766	54062186	+	0.000	0.000	Merged-chr18-54061989-12
Merged-chr4-32164709-123	chr4	32164271	32165176	+	0.000	0.000	Merged-chr4-32164709-123
Merged-chr9-95113538-34	chr9	95113322	95113827	+	0.000	0.000	Merged-chr9-95113538-34
Merged-chr17-80601464-5	chr17	80601306	80601583	+	0.000	0.000	Merged-chr17-80601464-5
Merged-chr6-121250221-1	chr6	121250123	121250321	+	0.000	0.000	Merged-chr6-121250221-1
Merged-chr1-106707367-8	chr1	106707224	106707498	+	0.000	0.000	Merged-chr1-106707367-8
Merged-chr5-105654813-27	chr5	105654631	105655061	+	0.000	0.000	Merged-chr5-105654813-27
Merged-chr9-53786922-72	chr9	53786644	53787187	+	0.000	0.000	Merged-chr9-53786922-72
Merged-chr11-99168314-5	chr11	99168139	99168500	+	0.000	0.000	Merged-chr11-99168314-5
Merged-chr1-82836652-59	chr1	82836399	82836917	+	0.000	0.000	Merged-chr1-82836652-59
Merged-chr8-84689283-39	chr8	84689060	84689510	+	0.000	0.000	Merged-chr8-84689283-39
Merged-chr11-106750878-127	chr11	106750215	106751733	+	0.000	0.000	Merged-chr11-106750878-127
Merged-chr17-84177686-3	chr17	84177542	84177822	+	0.000	0.000	Merged-chr17-84177686-3
Merged-chr15-5112903-2	chr15	5112804	5113005	+	0.000	0.000	Merged-chr15-5112903-2
Merged-chr10-59950921-19	chr10	59950573	59951210	+	0.000	0.000	Merged-chr10-59950921-19
Merged-chr13-117242416-107	chr13	117241857	117242719	+	0.000	0.000	Merged-chr13-117242416-107
Merged-chrX-75729990-4	chrX	75729791	75730207	+	0.000	0.000	Merged-chrX-75729990-4
Merged-chr8-61475644-1	chr8	61475546	61475744	+	0.000	0.000	Merged-chr8-61475644-1
Merged-chr11-48871805-98	chr11	48871155	48872538	+	0.000	0.000	Merged-chr11-48871805-98
Merged-chr13-51963945-2	chr13	51963792	51964100	+	0.000	0.000	Merged-chr13-51963945-2
Merged-chr19-7057714-27	chr19	7057178	7058079	+	0.000	0.000	Merged-chr19-7057714-27
Merged-chr5-105776620-9	chr5	105776436	105776840	+	0.000	0.000	Merged-chr5-105776620-9
Merged-chr9-95120288-34	chr9	95120028	95120583	+	0.000	0.000	Merged-chr9-95120288-34
Merged-chr9-62349502-36	chr9	62349267	62349724	+	0.000	0.000	Merged-chr9-62349502-36
Merged-chr9-53344730-22	chr9	53344476	53344969	+	0.000	0.000	Merged-chr9-53344730-22
Merged-chr11-70580699-89	chr11	70579916	70581281	+	0.000	0.000	Merged-chr11-70580699-89
Merged-chr2-156840151-65	chr2	156839807	156840653	+	0.000	0.000	Merged-chr2-156840151-65
Merged-chr19-29430686-3	chr19	29430552	29430824	+	0.000	0.000	Merged-chr19-29430686-3
Merged-chr6-121183966-1	chr6	121183868	121184066	+	0.000	0.000	Merged-chr6-121183966-1
Merged-chr9-77756369-28	chr9	77755937	77756610	+	0.000	0.000	Merged-chr9-77756369-28
Merged-chr12-115888214-32	chr12	115888007	115888578	+	0.000	0.000	Merged-chr12-115888214-32
Merged-chr19-16778618-43	chr19	16778350	16778998	+	0.000	0.000	Merged-chr19-16778618-43
Merged-chr17-83379975-2	chr17	83379849	83380104	+	0.000	0.000	Merged-chr17-83379975-2
Merged-chr6-88768883-12	chr6	88768714	88769186	+	0.000	0.000	Merged-chr6-88768883-12
Merged-chr11-79398610-8	chr11	79398457	79398751	+	0.000	0.000	Merged-chr11-79398610-8
Merged-chr11-3336028-55	chr11	3335644	3336285	+	0.000	0.000	Merged-chr11-3336028-55
Merged-chr9-121417481-1	chr9	121417383	121417581	+	0.000	0.000	Merged-chr9-121417481-1
Merged-chr14-14348333-18	chr14	14348015	14348687	+	0.000	0.000	Merged-chr14-14348333-18
Merged-chr5-105700734-6	chr5	105700598	105700894	+	0.000	0.000	Merged-chr5-105700734-6
Merged-chr6-38759354-27	chr6	38759186	38759567	+	0.000	0.000	Merged-chr6-38759354-27
Merged-chr2-16681413-1	chr2	16681315	16681513	+	0.000	0.000	Merged-chr2-16681413-1
Merged-chrX-95166298-83	chrX	95166014	95166609	+	0.000	0.000	Merged-chrX-95166298-83
Merged-chr19-16685068-14	chr19	16684844	16685313	+	0.000	0.000	Merged-chr19-16685068-14
Merged-chr5-75482772-1	chr5	75482674	75482872	+	0.000	0.000	Merged-chr5-75482772-1
Merged-chr9-42032714-51	chr9	42032415	42033052	+	0.000	0.000	Merged-chr9-42032714-51
Merged-chr2-68434802-41	chr2	68434572	68435034	+	0.000	0.000	Merged-chr2-68434802-41
Merged-chr4-33270288-23	chr4	33270092	33270479	+	0.000	0.000	Merged-chr4-33270288-23
Merged-chr2-31572734-38	chr2	31572293	31573045	+	0.000	0.000	Merged-chr2-31572734-38
Merged-chr2-31152311-29	chr2	31152083	31152506	+	0.000	0.000	Merged-chr2-31152311-29
Merged-chr2-16571405-4	chr2	16571207	16571618	+	0.000	0.000	Merged-chr2-16571405-4
Merged-chr1-23917708-15	chr1	23917325	23917958	+	0.000	0.000	Merged-chr1-23917708-15
Merged-chr3-122969244-1	chr3	122969146	122969344	+	0.000	0.000	Merged-chr3-122969244-1
Merged-chr8-66860248-21	chr8	66859959	66860518	+	0.000	0.000	Merged-chr8-66860248-21
Merged-chr10-79909301-6	chr10	79909097	79909476	+	0.000	0.000	Merged-chr10-79909301-6
Merged-chr10-94865429-8	chr10	94865231	94865661	+	0.000	0.000	Merged-chr10-94865429-8
Merged-chr11-78159263-30	chr11	78159040	78159473	+	0.000	0.000	Merged-chr11-78159263-30
Merged-chr4-32393426-6	chr4	32393312	32393545	+	0.000	0.000	Merged-chr4-32393426-6
Merged-chr13-117223399-24	chr13	117223194	117223589	+	0.000	0.000	Merged-chr13-117223399-24
Merged-chr9-40454763-1	chr9	40454665	40454863	+	0.000	0.000	Merged-chr9-40454763-1
Merged-chr15-12424381-39	chr15	12424198	12424649	+	0.000	0.000	Merged-chr15-12424381-39
Merged-chr16-23982644-57	chr16	23982323	23983102	+	0.000	0.000	Merged-chr16-23982644-57
Merged-chr15-59649593-13	chr15	59649332	59649865	+	0.000	0.000	Merged-chr15-59649593-13
Merged-chr9-101061268-41	chr9	101061109	101061430	+	0.000	0.000	Merged-chr9-101061268-41
Merged-chr15-59653150-73	chr15	59652810	59653421	+	0.000	0.000	Merged-chr15-59653150-73
Merged-chr11-3165665-33	chr11	3165491	3165847	+	0.000	0.000	Merged-chr11-3165665-33
Merged-chr19-16790195-21	chr19	16789968	16790466	+	0.000	0.000	Merged-chr19-16790195-21
Merged-chr9-121297708-57	chr9	121297306	121298077	+	0.000	0.000	Merged-chr9-121297708-57
Merged-chr12-73779559-52	chr12	73779280	73779916	+	0.000	0.000	Merged-chr12-73779559-52
Merged-chr14-121694451-18	chr14	121694149	121694697	+	0.000	0.000	Merged-chr14-121694451-18
Merged-chr7-3704160-64	chr7	3703912	3704450	+	0.000	0.000	Merged-chr7-3704160-64
Merged-chr5-105872355-24	chr5	105872191	105872554	+	0.000	0.000	Merged-chr5-105872355-24
Merged-chr5-105648904-12	chr5	105648720	105649076	+	0.000	0.000	Merged-chr5-105648904-12
Merged-chr11-69632910-62	chr11	69632650	69633107	+	0.000	0.000	Merged-chr11-69632910-62
Merged-chr1-23915821-55	chr1	23915580	23916171	+	0.000	0.000	Merged-chr1-23915821-55
Merged-chr6-17932110-11	chr6	17931869	17932292	+	0.000	0.000	Merged-chr6-17932110-11
Merged-chr1-34802120-122	chr1	34801932	34802336	+	0.000	0.000	Merged-chr1-34802120-122
Merged-chr16-23988801-56	chr16	23988386	23989102	+	0.000	0.000	Merged-chr16-23988801-56
Merged-chr15-12371387-24	chr15	12371144	12371607	+	0.000	0.000	Merged-chr15-12371387-24
Merged-chr14-60784748-56	chr14	60784461	60784970	+	0.000	0.000	Merged-chr14-60784748-56
Merged-chr1-39923270-90	chr1	39922774	39923747	+	0.000	0.000	Merged-chr1-39923270-90
Merged-chr1-23922076-79	chr1	23921785	23922302	+	0.000	0.000	Merged-chr1-23922076-79
Merged-chr19-21272271-125	chr19	21271847	21272578	+	0.000	0.000	Merged-chr19-21272271-125
Merged-chr13-3665528-35	chr13	3665374	3665681	+	0.000	0.000	Merged-chr13-3665528-35
Merged-chr4-128804971-3	chr4	128804860	128805084	+	0.000	0.000	Merged-chr4-128804971-3
Merged-chr9-72092153-21	chr9	72091736	72092561	+	0.000	0.000	Merged-chr9-72092153-21
Merged-chr11-4366568-4	chr11	4366426	4366732	+	0.000	0.000	Merged-chr11-4366568-4
Merged-chr1-55528879-45	chr1	55528605	55529224	+	0.000	0.000	Merged-chr1-55528879-45
Merged-chr10-42838902-52	chr10	42838663	42839177	+	0.000	0.000	Merged-chr10-42838902-52
Merged-chr5-100638762-1	chr5	100638664	100638862	+	0.000	0.000	Merged-chr5-100638762-1
Merged-chr5-143235750-1	chr5	143235652	143235850	+	0.000	0.000	Merged-chr5-143235750-1
Merged-chr13-42051680-16	chr13	42051437	42051978	+	0.000	0.000	Merged-chr13-42051680-16
Merged-chrX-98292021-23	chrX	98291807	98292194	+	0.000	0.000	Merged-chrX-98292021-23
Merged-chr4-24896995-13	chr4	24896704	24897255	+	0.000	0.000	Merged-chr4-24896995-13
Merged-chr8-61516284-26	chr8	61516012	61516510	+	0.000	0.000	Merged-chr8-61516284-26
Merged-chr19-40832149-1	chr19	40832051	40832249	+	0.000	0.000	Merged-chr19-40832149-1
Merged-chr17-34952643-49	chr17	34951936	34952971	+	0.000	0.000	Merged-chr17-34952643-49
Merged-chr18-41922604-41	chr18	41922189	41923133	+	0.000	0.000	Merged-chr18-41922604-41
Merged-chr8-94010222-45	chr8	94009867	94010528	+	0.000	0.000	Merged-chr8-94010222-45
Merged-chr1-132011905-3	chr1	132011762	132012036	+	0.000	0.000	Merged-chr1-132011905-3
Merged-chr9-7873659-1	chr9	7873561	7873759	+	0.000	0.000	Merged-chr9-7873659-1
Merged-chr19-16773610-74	chr19	16773185	16774000	+	0.000	0.000	Merged-chr19-16773610-74
Merged-chr19-29467148-39	chr19	29466892	29467446	+	0.000	0.000	Merged-chr19-29467148-39
Merged-chr13-91564824-14	chr13	91564570	91565081	+	0.000	0.000	Merged-chr13-91564824-14
Merged-chr14-62837590-93	chr14	62837272	62837815	+	0.000	0.000	Merged-chr14-62837590-93
Merged-chr7-125552153-61	chr7	125551849	125552492	+	0.000	0.000	Merged-chr7-125552153-61
Merged-chr11-58938745-55	chr11	58938517	58939074	+	0.000	0.000	Merged-chr11-58938745-55
Merged-chr9-72111517-133	chr9	72110864	72112155	+	0.000	0.000	Merged-chr9-72111517-133
Merged-chr2-119034979-52	chr2	119034573	119035222	+	0.000	0.000	Merged-chr2-119034979-52
Merged-chr7-141447520-63	chr7	141447308	141447704	+	0.000	0.000	Merged-chr7-141447520-63
Merged-chr5-105616345-34	chr5	105616079	105616632	+	0.000	0.000	Merged-chr5-105616345-34
Merged-chr6-89345239-6	chr6	89345064	89345391	+	0.000	0.000	Merged-chr6-89345239-6
Merged-chr18-24205839-79	chr18	24205592	24206164	+	0.000	0.000	Merged-chr18-24205839-79
Merged-chr3-30995800-69	chr3	30995442	30996032	+	0.000	0.000	Merged-chr3-30995800-69
Merged-chr7-24610219-3	chr7	24610106	24610343	+	0.000	0.000	Merged-chr7-24610219-3
Merged-chr7-101093994-1	chr7	101093896	101094094	+	0.000	0.000	Merged-chr7-101093994-1
Merged-chr3-126658033-3	chr3	126657900	126658172	+	0.000	0.000	Merged-chr3-126658033-3
Merged-chr7-24608343-34	chr7	24608149	24608606	+	0.000	0.000	Merged-chr7-24608343-34
Merged-chr4-125296910-1	chr4	125296812	125297010	+	0.000	0.000	Merged-chr4-125296910-1
Merged-chr15-85982300-69	chr15	85981945	85982848	+	0.000	0.000	Merged-chr15-85982300-69
Merged-chr9-58253274-50	chr9	58253043	58253507	+	0.000	0.000	Merged-chr9-58253274-50
Merged-chr11-33939802-1	chr11	33939704	33939902	+	0.000	0.000	Merged-chr11-33939802-1
Merged-chr17-35210384-52	chr17	35210045	35210629	+	0.000	0.000	Merged-chr17-35210384-52
Merged-chr9-110142335-14	chr9	110142172	110142543	+	0.000	0.000	Merged-chr9-110142335-14
Merged-chr2-148689712-32	chr2	148689430	148689999	+	0.000	0.000	Merged-chr2-148689712-32
Merged-chr8-15015807-1	chr8	15015709	15015907	+	0.000	0.000	Merged-chr8-15015807-1
Merged-chr5-105677279-25	chr5	105676820	105677464	+	0.000	0.000	Merged-chr5-105677279-25
Merged-chr15-59533034-12	chr15	59532864	59533191	+	0.000	0.000	Merged-chr15-59533034-12
Merged-chr10-75702628-18	chr10	75702420	75702835	+	0.000	0.000	Merged-chr10-75702628-18
Merged-chr15-58697268-28	chr15	58697004	58697527	+	0.000	0.000	Merged-chr15-58697268-28
Merged-chr8-14996995-10	chr8	14996772	14997216	+	0.000	0.000	Merged-chr8-14996995-10
Merged-chr17-56290726-100	chr17	56290253	56291174	+	0.000	0.000	Merged-chr17-56290726-100
Merged-chr18-80455760-29	chr18	80455543	80456000	+	0.000	0.000	Merged-chr18-80455760-29
Merged-chr12-108645905-1	chr12	108645807	108646005	+	0.000	0.000	Merged-chr12-108645905-1
Merged-chr9-94610795-11	chr9	94610634	94610968	+	0.000	0.000	Merged-chr9-94610795-11
Merged-chr5-75422508-3	chr5	75422405	75422613	+	0.000	0.000	Merged-chr5-75422508-3
Merged-chr15-59522989-9	chr15	59522851	59523135	+	0.000	0.000	Merged-chr15-59522989-9
Merged-chr2-37704378-1	chr2	37704280	37704478	+	0.000	0.000	Merged-chr2-37704378-1
Merged-chr5-121711769-90	chr5	121711502	121712121	+	0.000	0.000	Merged-chr5-121711769-90
Merged-chr2-16353031-9	chr2	16352784	16353241	+	0.000	0.000	Merged-chr2-16353031-9
