#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TH1_Associated--ATAC_peaks.bed all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
Merged-chr13-63112530-3	chr13	63112429	63112637	+	0.000	0.000	Merged-chr13-63112530-3
Merged-chr11-51650641-84	chr11	51649697	51651292	+	0.000	0.000	Merged-chr11-51650641-84
Merged-chr9-79793241-102	chr9	79793025	79793630	+	0.000	0.000	Merged-chr9-79793241-102
Merged-chr1-189597604-14	chr1	189597373	189597857	+	0.000	0.000	Merged-chr1-189597604-14
Merged-chr5-24869727-17	chr5	24869355	24870214	+	0.000	0.000	Merged-chr5-24869727-17
Merged-chr11-110537806-33	chr11	110537516	110538107	+	0.000	0.000	Merged-chr11-110537806-33
Merged-chr1-43538951-30	chr1	43538788	43539116	+	0.000	0.000	Merged-chr1-43538951-30
Merged-chr12-16258722-16	chr12	16258325	16258950	+	0.000	0.000	Merged-chr12-16258722-16
Merged-chr17-57105711-68	chr17	57105315	57106041	+	0.000	0.000	Merged-chr17-57105711-68
Merged-chr17-56906416-18	chr17	56906075	56906720	+	0.000	0.000	Merged-chr17-56906416-18
Merged-chr2-155074383-60	chr2	155074123	155074638	+	0.000	0.000	Merged-chr2-155074383-60
Merged-chr15-36794139-25	chr15	36793900	36794524	+	0.000	0.000	Merged-chr15-36794139-25
Merged-chr19-5731735-17	chr19	5731411	5731993	+	0.000	0.000	Merged-chr19-5731735-17
Merged-chr19-40687495-34	chr19	40687094	40687823	+	0.000	0.000	Merged-chr19-40687495-34
Merged-chr14-59691138-19	chr14	59690933	59691326	+	0.000	0.000	Merged-chr14-59691138-19
Merged-chr7-25179611-70	chr7	25179193	25180001	+	0.000	0.000	Merged-chr7-25179611-70
Merged-chr11-120633342-92	chr11	120633097	120633829	+	0.000	0.000	Merged-chr11-120633342-92
Merged-chr7-128137611-13	chr7	128137389	128137904	+	0.000	0.000	Merged-chr7-128137611-13
Merged-chr13-22041216-55	chr13	22040976	22041381	+	0.000	0.000	Merged-chr13-22041216-55
Merged-chr7-119895842-81	chr7	119895590	119896141	+	0.000	0.000	Merged-chr7-119895842-81
Merged-chr9-24378983-1	chr9	24378885	24379083	+	0.000	0.000	Merged-chr9-24378983-1
Merged-chr6-97212223-4	chr6	97212109	97212343	+	0.000	0.000	Merged-chr6-97212223-4
Merged-chrX-85868335-21	chrX	85868137	85868753	+	0.000	0.000	Merged-chrX-85868335-21
Merged-chr5-85772293-39	chr5	85772051	85772611	+	0.000	0.000	Merged-chr5-85772293-39
Merged-chr11-97127179-61	chr11	97126986	97127515	+	0.000	0.000	Merged-chr11-97127179-61
Merged-chr13-114886416-28	chr13	114886043	114886674	+	0.000	0.000	Merged-chr13-114886416-28
Merged-chr3-9911092-20	chr3	9910869	9911300	+	0.000	0.000	Merged-chr3-9911092-20
Merged-chr7-80412408-5	chr7	80412260	80412563	+	0.000	0.000	Merged-chr7-80412408-5
Merged-chr10-81551750-43	chr10	81551552	81551936	+	0.000	0.000	Merged-chr10-81551750-43
Merged-chr7-45078606-1	chr7	45078508	45078706	+	0.000	0.000	Merged-chr7-45078606-1
Merged-chr10-118469177-44	chr10	118468953	118469365	+	0.000	0.000	Merged-chr10-118469177-44
Merged-chr15-66865444-64	chr15	66865160	66865698	+	0.000	0.000	Merged-chr15-66865444-64
Merged-chr18-5162694-100	chr18	5162232	5163716	+	0.000	0.000	Merged-chr18-5162694-100
Merged-chr1-128057377-21	chr1	128057143	128057587	+	0.000	0.000	Merged-chr1-128057377-21
Merged-chr5-138341919-8	chr5	138341697	138342091	+	0.000	0.000	Merged-chr5-138341919-8
Merged-chr2-105334573-32	chr2	105334322	105334974	+	0.000	0.000	Merged-chr2-105334573-32
Merged-chr13-23581680-55	chr13	23581505	23581850	+	0.000	0.000	Merged-chr13-23581680-55
Merged-chr18-56335619-10	chr18	56335314	56335778	+	0.000	0.000	Merged-chr18-56335619-10
Merged-chr15-66861885-73	chr15	66861574	66862262	+	0.000	0.000	Merged-chr15-66861885-73
Merged-chr8-115475805-13	chr8	115475561	115476126	+	0.000	0.000	Merged-chr8-115475805-13
Merged-chr2-3739754-5	chr2	3739602	3739876	+	0.000	0.000	Merged-chr2-3739754-5
Merged-chr18-23803965-77	chr18	23803562	23804314	+	0.000	0.000	Merged-chr18-23803965-77
Merged-chr6-115847146-35	chr6	115846898	115847364	+	0.000	0.000	Merged-chr6-115847146-35
Merged-chrX-36598842-1	chrX	36598744	36598942	+	0.000	0.000	Merged-chrX-36598842-1
Merged-chr15-96720401-25	chr15	96720123	96720604	+	0.000	0.000	Merged-chr15-96720401-25
Merged-chr1-144214808-1	chr1	144214710	144214908	+	0.000	0.000	Merged-chr1-144214808-1
Merged-chr1-127676852-3	chr1	127676726	127676981	+	0.000	0.000	Merged-chr1-127676852-3
Merged-chr18-73814772-1	chr18	73814674	73814872	+	0.000	0.000	Merged-chr18-73814772-1
Merged-chr3-144207712-15	chr3	144207563	144207912	+	0.000	0.000	Merged-chr3-144207712-15
Merged-chr2-90635368-30	chr2	90635171	90635513	+	0.000	0.000	Merged-chr2-90635368-30
Merged-chr17-29262154-17	chr17	29261793	29262498	+	0.000	0.000	Merged-chr17-29262154-17
Merged-chr10-77630089-17	chr10	77629931	77630268	+	0.000	0.000	Merged-chr10-77630089-17
Merged-chr9-22366928-17	chr9	22366719	22367106	+	0.000	0.000	Merged-chr9-22366928-17
Merged-chr13-23544060-54	chr13	23543861	23544236	+	0.000	0.000	Merged-chr13-23544060-54
Merged-chr9-123941453-43	chr9	123940963	123941707	+	0.000	0.000	Merged-chr9-123941453-43
Merged-chr9-61948155-30	chr9	61947938	61948330	+	0.000	0.000	Merged-chr9-61948155-30
Merged-chr10-44434814-22	chr10	44434634	44434988	+	0.000	0.000	Merged-chr10-44434814-22
Merged-chr1-153301480-1	chr1	153301382	153301580	+	0.000	0.000	Merged-chr1-153301480-1
Merged-chr4-89487235-21	chr4	89486999	89487428	+	0.000	0.000	Merged-chr4-89487235-21
Merged-chr1-37540256-1	chr1	37540158	37540356	+	0.000	0.000	Merged-chr1-37540256-1
Merged-chr4-62367859-6	chr4	62367704	62368038	+	0.000	0.000	Merged-chr4-62367859-6
Merged-chr5-93136386-7	chr5	93136268	93136497	+	0.000	0.000	Merged-chr5-93136386-7
Merged-chr13-114158432-9	chr13	114158212	114158604	+	0.000	0.000	Merged-chr13-114158432-9
Merged-chr2-144270772-61	chr2	144270569	144271018	+	0.000	0.000	Merged-chr2-144270772-61
Merged-chr8-57511963-83	chr8	57511519	57512463	+	0.000	0.000	Merged-chr8-57511963-83
Merged-chr16-75856186-4	chr16	75856084	75856300	+	0.000	0.000	Merged-chr16-75856186-4
Merged-chr7-4806867-16	chr7	4806677	4807104	+	0.000	0.000	Merged-chr7-4806867-16
Merged-chr16-49818889-55	chr16	49818560	49819306	+	0.000	0.000	Merged-chr16-49818889-55
Merged-chr7-127260763-55	chr7	127260470	127260997	+	0.000	0.000	Merged-chr7-127260763-55
Merged-chr5-43869112-81	chr5	43868802	43869583	+	0.000	0.000	Merged-chr5-43869112-81
Merged-chr6-122763599-9	chr6	122763433	122763736	+	0.000	0.000	Merged-chr6-122763599-9
Merged-chr11-58017541-22	chr11	58017340	58017744	+	0.000	0.000	Merged-chr11-58017541-22
Merged-chr10-110727955-39	chr10	110727615	110728281	+	0.000	0.000	Merged-chr10-110727955-39
Merged-chr8-112011649-90	chr8	112011307	112011920	+	0.000	0.000	Merged-chr8-112011649-90
Merged-chr1-180353098-2	chr1	180352951	180353248	+	0.000	0.000	Merged-chr1-180353098-2
Merged-chr9-117872942-2	chr9	117872844	117873042	+	0.000	0.000	Merged-chr9-117872942-2
Merged-chr13-33080550-2	chr13	33080424	33080679	+	0.000	0.000	Merged-chr13-33080550-2
Merged-chr11-3535629-44	chr11	3535420	3535864	+	0.000	0.000	Merged-chr11-3535629-44
Merged-chr1-40466797-3	chr1	40466699	40466897	+	0.000	0.000	Merged-chr1-40466797-3
Merged-chr10-128524913-11	chr10	128524372	128525189	+	0.000	0.000	Merged-chr10-128524913-11
Merged-chr8-3354570-64	chr8	3354292	3354796	+	0.000	0.000	Merged-chr8-3354570-64
Merged-chr2-157204364-118	chr2	157203815	157204764	+	0.000	0.000	Merged-chr2-157204364-118
Merged-chr4-132775105-24	chr4	132774898	132775363	+	0.000	0.000	Merged-chr4-132775105-24
Merged-chr3-137034354-2	chr3	137034199	137034512	+	0.000	0.000	Merged-chr3-137034354-2
Merged-chr4-117124661-56	chr4	117124291	117124962	+	0.000	0.000	Merged-chr4-117124661-56
Merged-chr11-104630373-60	chr11	104630058	104630783	+	0.000	0.000	Merged-chr11-104630373-60
Merged-chr9-44022020-1	chr9	44021922	44022120	+	0.000	0.000	Merged-chr9-44022020-1
Merged-chr5-24384639-15	chr5	24384457	24384827	+	0.000	0.000	Merged-chr5-24384639-15
Merged-chr1-191850553-19	chr1	191850288	191850774	+	0.000	0.000	Merged-chr1-191850553-19
Merged-chr19-7294453-12	chr19	7294269	7294606	+	0.000	0.000	Merged-chr19-7294453-12
Merged-chr11-53706734-1	chr11	53706636	53706834	+	0.000	0.000	Merged-chr11-53706734-1
Merged-chr1-43562031-1	chr1	43561933	43562131	+	0.000	0.000	Merged-chr1-43562031-1
Merged-chr8-34080373-1	chr8	34080275	34080473	+	0.000	0.000	Merged-chr8-34080373-1
Merged-chr6-129678719-33	chr6	129678501	129679028	+	0.000	0.000	Merged-chr6-129678719-33
Merged-chr4-8926844-63	chr4	8926590	8927277	+	0.000	0.000	Merged-chr4-8926844-63
Merged-chr17-5841522-69	chr17	5841269	5842045	+	0.000	0.000	Merged-chr17-5841522-69
Merged-chr11-83530535-17	chr11	83530368	83530702	+	0.000	0.000	Merged-chr11-83530535-17
Merged-chr2-118663406-49	chr2	118663134	118663783	+	0.000	0.000	Merged-chr2-118663406-49
Merged-chr19-9038318-39	chr19	9038148	9038489	+	0.000	0.000	Merged-chr19-9038318-39
Merged-chr2-61754639-2	chr2	61754540	61754740	+	0.000	0.000	Merged-chr2-61754639-2
Merged-chr1-151582085-10	chr1	151581911	151582267	+	0.000	0.000	Merged-chr1-151582085-10
Merged-chr9-106281049-77	chr9	106280787	106281321	+	0.000	0.000	Merged-chr9-106281049-77
Merged-chr9-80282711-23	chr9	80282464	80282903	+	0.000	0.000	Merged-chr9-80282711-23
Merged-chr9-44013875-7	chr9	44013697	44014073	+	0.000	0.000	Merged-chr9-44013875-7
Merged-chr5-105500782-74	chr5	105500269	105501191	+	0.000	0.000	Merged-chr5-105500782-74
Merged-chr13-47106094-91	chr13	47105191	47106361	+	0.000	0.000	Merged-chr13-47106094-91
Merged-chr11-117848914-89	chr11	117848679	117849142	+	0.000	0.000	Merged-chr11-117848914-89
Merged-chr7-31208401-38	chr7	31208136	31208637	+	0.000	0.000	Merged-chr7-31208401-38
Merged-chr14-77905612-16	chr14	77905332	77905857	+	0.000	0.000	Merged-chr14-77905612-16
Merged-chr1-161799182-3	chr1	161799069	161799297	+	0.000	0.000	Merged-chr1-161799182-3
Merged-chr14-100460968-1	chr14	100460870	100461068	+	0.000	0.000	Merged-chr14-100460968-1
Merged-chr10-117860508-7	chr10	117860358	117860647	+	0.000	0.000	Merged-chr10-117860508-7
Merged-chr5-62752460-91	chr5	62751607	62753329	+	0.000	0.000	Merged-chr5-62752460-91
Merged-chr1-139454784-71	chr1	139454499	139455024	+	0.000	0.000	Merged-chr1-139454784-71
Merged-chr2-129183897-50	chr2	129183718	129184155	+	0.000	0.000	Merged-chr2-129183897-50
Merged-chr3-59101725-81	chr3	59101207	59102173	+	0.000	0.000	Merged-chr3-59101725-81
Merged-chr6-17071685-2	chr6	17071563	17071810	+	0.000	0.000	Merged-chr6-17071685-2
Merged-chr2-90667222-1	chr2	90667124	90667322	+	0.000	0.000	Merged-chr2-90667222-1
Merged-chr11-16987963-24	chr11	16987711	16988173	+	0.000	0.000	Merged-chr11-16987963-24
Merged-chr10-108073189-2	chr10	108073089	108073292	+	0.000	0.000	Merged-chr10-108073189-2
Merged-chr10-118057722-24	chr10	118057449	118058118	+	0.000	0.000	Merged-chr10-118057722-24
Merged-chr6-50542752-2	chr6	50542647	50542859	+	0.000	0.000	Merged-chr6-50542752-2
Merged-chr15-80599512-51	chr15	80599094	80599787	+	0.000	0.000	Merged-chr15-80599512-51
Merged-chr1-191802759-25	chr1	191802503	191803214	+	0.000	0.000	Merged-chr1-191802759-25
Merged-chr14-16249561-61	chr14	16249293	16249837	+	0.000	0.000	Merged-chr14-16249561-61
Merged-chr7-67421362-2	chr7	67421258	67421469	+	0.000	0.000	Merged-chr7-67421362-2
Merged-chr10-89443213-4	chr10	89443115	89443313	+	0.000	0.000	Merged-chr10-89443213-4
Merged-chr4-135120412-50	chr4	135120159	135120652	+	0.000	0.000	Merged-chr4-135120412-50
Merged-chr9-120074668-51	chr9	120074466	120074890	+	0.000	0.000	Merged-chr9-120074668-51
Merged-chr8-35498509-11	chr8	35498301	35498669	+	0.000	0.000	Merged-chr8-35498509-11
Merged-chr4-9631004-95	chr4	9630802	9631341	+	0.000	0.000	Merged-chr4-9631004-95
Merged-chr6-67374872-3	chr6	67374717	67375009	+	0.000	0.000	Merged-chr6-67374872-3
Merged-chr5-114135675-30	chr5	114135483	114135885	+	0.000	0.000	Merged-chr5-114135675-30
Merged-chr5-30666768-54	chr5	30666469	30667042	+	0.000	0.000	Merged-chr5-30666768-54
Merged-chr5-112228202-1	chr5	112228104	112228302	+	0.000	0.000	Merged-chr5-112228202-1
Merged-chr5-112310969-9	chr5	112310752	112311155	+	0.000	0.000	Merged-chr5-112310969-9
Merged-chr12-17000135-62	chr12	16999766	17000433	+	0.000	0.000	Merged-chr12-17000135-62
Merged-chr8-122430402-7	chr8	122430263	122430568	+	0.000	0.000	Merged-chr8-122430402-7
Merged-chr18-14669573-8	chr18	14669402	14669727	+	0.000	0.000	Merged-chr18-14669573-8
Merged-chr3-86920469-86	chr3	86920105	86920924	+	0.000	0.000	Merged-chr3-86920469-86
Merged-chr17-79299016-28	chr17	79298835	79299214	+	0.000	0.000	Merged-chr17-79299016-28
Merged-chr10-44442566-16	chr10	44442298	44442813	+	0.000	0.000	Merged-chr10-44442566-16
Merged-chr3-59205834-2	chr3	59205736	59205934	+	0.000	0.000	Merged-chr3-59205834-2
Merged-chr7-66210167-22	chr7	66209810	66210370	+	0.000	0.000	Merged-chr7-66210167-22
Merged-chr7-100511778-51	chr7	100511594	100512004	+	0.000	0.000	Merged-chr7-100511778-51
Merged-chr17-83880471-24	chr17	83880113	83880647	+	0.000	0.000	Merged-chr17-83880471-24
Merged-chr3-75498591-5	chr3	75498399	75498751	+	0.000	0.000	Merged-chr3-75498591-5
Merged-chr2-103672845-28	chr2	103672681	103673073	+	0.000	0.000	Merged-chr2-103672845-28
Merged-chr12-113146338-6	chr12	113146157	113146481	+	0.000	0.000	Merged-chr12-113146338-6
Merged-chr14-25397223-1	chr14	25397125	25397323	+	0.000	0.000	Merged-chr14-25397223-1
Merged-chr19-6401537-23	chr19	6401371	6401729	+	0.000	0.000	Merged-chr19-6401537-23
Merged-chr4-11682819-29	chr4	11682523	11683337	+	0.000	0.000	Merged-chr4-11682819-29
Merged-chr2-13672342-1	chr2	13672244	13672442	+	0.000	0.000	Merged-chr2-13672342-1
Merged-chr13-101694673-130	chr13	101694359	101695095	+	0.000	0.000	Merged-chr13-101694673-130
Merged-chr13-63261996-1	chr13	63261898	63262096	+	0.000	0.000	Merged-chr13-63261996-1
Merged-chr19-10694838-1	chr19	10694740	10694938	+	0.000	0.000	Merged-chr19-10694838-1
Merged-chr11-11809003-59	chr11	11808756	11809179	+	0.000	0.000	Merged-chr11-11809003-59
Merged-chr3-144252540-1	chr3	144252442	144252640	+	0.000	0.000	Merged-chr3-144252540-1
Merged-chr15-99651629-44	chr15	99651335	99651908	+	0.000	0.000	Merged-chr15-99651629-44
Merged-chr7-38106884-1	chr7	38106786	38106984	+	0.000	0.000	Merged-chr7-38106884-1
Merged-chr14-61589696-23	chr14	61589457	61590005	+	0.000	0.000	Merged-chr14-61589696-23
Merged-chr9-110653379-2	chr9	110653281	110653479	+	0.000	0.000	Merged-chr9-110653379-2
Merged-chr14-20174978-2	chr14	20174868	20175091	+	0.000	0.000	Merged-chr14-20174978-2
Merged-chr3-107761625-19	chr3	107761451	107761851	+	0.000	0.000	Merged-chr3-107761625-19
Merged-chr4-138464044-32	chr4	138463796	138464268	+	0.000	0.000	Merged-chr4-138464044-32
Merged-chr18-23753546-44	chr18	23753100	23753954	+	0.000	0.000	Merged-chr18-23753546-44
Merged-chrX-155262500-58	chrX	155262179	155262746	+	0.000	0.000	Merged-chrX-155262500-58
Merged-chr14-73117167-52	chr14	73116906	73117414	+	0.000	0.000	Merged-chr14-73117167-52
Merged-chr6-129586992-7	chr6	129586811	129587197	+	0.000	0.000	Merged-chr6-129586992-7
Merged-chr18-21020432-11	chr18	21020241	21020650	+	0.000	0.000	Merged-chr18-21020432-11
Merged-chr8-124274253-96	chr8	124273713	124275030	+	0.000	0.000	Merged-chr8-124274253-96
Merged-chr11-83639749-6	chr11	83639479	83639956	+	0.000	0.000	Merged-chr11-83639749-6
Merged-chr5-111332606-1	chr5	111332508	111332706	+	0.000	0.000	Merged-chr5-111332606-1
Merged-chr13-63249838-84	chr13	63249457	63250212	+	0.000	0.000	Merged-chr13-63249838-84
Merged-chr2-103750485-21	chr2	103750294	103750676	+	0.000	0.000	Merged-chr2-103750485-21
Merged-chr7-31161172-57	chr7	31160781	31161587	+	0.000	0.000	Merged-chr7-31161172-57
Merged-chr6-135066055-1	chr6	135065957	135066155	+	0.000	0.000	Merged-chr6-135066055-1
Merged-chr4-8917370-13	chr4	8917206	8917516	+	0.000	0.000	Merged-chr4-8917370-13
Merged-chr9-110624488-2	chr9	110624369	110624610	+	0.000	0.000	Merged-chr9-110624488-2
Merged-chr13-12507577-43	chr13	12507209	12507848	+	0.000	0.000	Merged-chr13-12507577-43
Merged-chrX-167212092-1	chrX	167211994	167212192	+	0.000	0.000	Merged-chrX-167212092-1
Merged-chr6-125340535-3	chr6	125340429	125340644	+	0.000	0.000	Merged-chr6-125340535-3
Merged-chr11-83541106-19	chr11	83540934	83541255	+	0.000	0.000	Merged-chr11-83541106-19
Merged-chr1-43504436-6	chr1	43504295	43504620	+	0.000	0.000	Merged-chr1-43504436-6
Merged-chr19-4191798-90	chr19	4191408	4192243	+	0.000	0.000	Merged-chr19-4191798-90
Merged-chr9-57278495-40	chr9	57278284	57278866	+	0.000	0.000	Merged-chr9-57278495-40
Merged-chr1-151670167-23	chr1	151669983	151670377	+	0.000	0.000	Merged-chr1-151670167-23
Merged-chr5-25705681-56	chr5	25705406	25705987	+	0.000	0.000	Merged-chr5-25705681-56
Merged-chr11-70229187-24	chr11	70228929	70229425	+	0.000	0.000	Merged-chr11-70229187-24
Merged-chrX-167106124-35	chrX	167105795	167106403	+	0.000	0.000	Merged-chrX-167106124-35
Merged-chr7-142478940-1	chr7	142478842	142479040	+	0.000	0.000	Merged-chr7-142478940-1
Merged-chr6-35538541-3	chr6	35538394	35538709	+	0.000	0.000	Merged-chr6-35538541-3
Merged-chr5-120663120-9	chr5	120662920	120663346	+	0.000	0.000	Merged-chr5-120663120-9
Merged-chr4-134478183-25	chr4	134477960	134478505	+	0.000	0.000	Merged-chr4-134478183-25
Merged-chr1-191835035-29	chr1	191834743	191835291	+	0.000	0.000	Merged-chr1-191835035-29
Merged-chr10-83093703-1	chr10	83093605	83093803	+	0.000	0.000	Merged-chr10-83093703-1
Merged-chr7-141562954-7	chr7	141562770	141563142	+	0.000	0.000	Merged-chr7-141562954-7
Merged-chr10-21976372-39	chr10	21975925	21976701	+	0.000	0.000	Merged-chr10-21976372-39
Merged-chr15-78607691-21	chr15	78607331	78607893	+	0.000	0.000	Merged-chr15-78607691-21
Merged-chr8-84664181-39	chr8	84663992	84664404	+	0.000	0.000	Merged-chr8-84664181-39
Merged-chr6-88084679-72	chr6	88084417	88084923	+	0.000	0.000	Merged-chr6-88084679-72
Merged-chr1-135679120-1	chr1	135679022	135679220	+	0.000	0.000	Merged-chr1-135679120-1
Merged-chr4-82858540-5	chr4	82858401	82858696	+	0.000	0.000	Merged-chr4-82858540-5
Merged-chr13-101719562-51	chr13	101719239	101719931	+	0.000	0.000	Merged-chr13-101719562-51
Merged-chr13-113104978-22	chr13	113104818	113105145	+	0.000	0.000	Merged-chr13-113104978-22
Merged-chr6-125351546-6	chr6	125351429	125351683	+	0.000	0.000	Merged-chr6-125351546-6
Merged-chr9-123525269-3	chr9	123525123	123525466	+	0.000	0.000	Merged-chr9-123525269-3
Merged-chr2-32890467-14	chr2	32890279	32890658	+	0.000	0.000	Merged-chr2-32890467-14
Merged-chr18-56448034-11	chr18	56447927	56448152	+	0.000	0.000	Merged-chr18-56448034-11
Merged-chr18-38338747-102	chr18	38338351	38338960	+	0.000	0.000	Merged-chr18-38338747-102
Merged-chr8-115232618-16	chr8	115232444	115232809	+	0.000	0.000	Merged-chr8-115232618-16
Merged-chr5-107015636-39	chr5	107015266	107015904	+	0.000	0.000	Merged-chr5-107015636-39
Merged-chr3-123316213-21	chr3	123315970	123316421	+	0.000	0.000	Merged-chr3-123316213-21
Merged-chr6-122259137-47	chr6	122258846	122259372	+	0.000	0.000	Merged-chr6-122259137-47
Merged-chr18-56737571-43	chr18	56737308	56737837	+	0.000	0.000	Merged-chr18-56737571-43
Merged-chr4-141148064-85	chr4	141147638	141148302	+	0.000	0.000	Merged-chr4-141148064-85
Merged-chr4-8872202-20	chr4	8871975	8872369	+	0.000	0.000	Merged-chr4-8872202-20
Merged-chr4-145275096-39	chr4	145274932	145275313	+	0.000	0.000	Merged-chr4-145275096-39
Merged-chr10-44704331-20	chr10	44704093	44704587	+	0.000	0.000	Merged-chr10-44704331-20
Merged-chr11-53707195-66	chr11	53706992	53707534	+	0.000	0.000	Merged-chr11-53707195-66
Merged-chr6-54034662-29	chr6	54034362	54034833	+	0.000	0.000	Merged-chr6-54034662-29
Merged-chr15-98934343-98	chr15	98934085	98934565	+	0.000	0.000	Merged-chr15-98934343-98
Merged-chr2-125738439-9	chr2	125738243	125738606	+	0.000	0.000	Merged-chr2-125738439-9
Merged-chr10-11281127-83	chr10	11280860	11281393	+	0.000	0.000	Merged-chr10-11281127-83
Merged-chr10-76531480-72	chr10	76531273	76531703	+	0.000	0.000	Merged-chr10-76531480-72
Merged-chr10-118494382-14	chr10	118494115	118494635	+	0.000	0.000	Merged-chr10-118494382-14
Merged-chr1-9848247-58	chr1	9848052	9848516	+	0.000	0.000	Merged-chr1-9848247-58
Merged-chr3-79445460-10	chr3	79445104	79445703	+	0.000	0.000	Merged-chr3-79445460-10
Merged-chr19-8837631-55	chr19	8837394	8837889	+	0.000	0.000	Merged-chr19-8837631-55
Merged-chr6-52703457-14	chr6	52703275	52703656	+	0.000	0.000	Merged-chr6-52703457-14
Merged-chr10-128015228-41	chr10	128014987	128015483	+	0.000	0.000	Merged-chr10-128015228-41
Merged-chr4-155802916-7	chr4	155802688	155803080	+	0.000	0.000	Merged-chr4-155802916-7
Merged-chr18-75426395-54	chr18	75426163	75426737	+	0.000	0.000	Merged-chr18-75426395-54
Merged-chr6-124911783-36	chr6	124911448	124912044	+	0.000	0.000	Merged-chr6-124911783-36
Merged-chr18-56708324-161	chr18	56707560	56709378	+	0.000	0.000	Merged-chr18-56708324-161
Merged-chr2-29889142-1	chr2	29889044	29889242	+	0.000	0.000	Merged-chr2-29889142-1
Merged-chr5-63968652-123	chr5	63968344	63968992	+	0.000	0.000	Merged-chr5-63968652-123
Merged-chr5-140607363-66	chr5	140606926	140607837	+	0.000	0.000	Merged-chr5-140607363-66
Merged-chr12-118367497-3	chr12	118367377	118367638	+	0.000	0.000	Merged-chr12-118367497-3
Merged-chr7-66255726-6	chr7	66255471	66255953	+	0.000	0.000	Merged-chr7-66255726-6
Merged-chr14-47361851-69	chr14	47361170	47362364	+	0.000	0.000	Merged-chr14-47361851-69
Merged-chr8-115237313-17	chr8	115237073	115237562	+	0.000	0.000	Merged-chr8-115237313-17
Merged-chr9-106289065-22	chr9	106288848	106289256	+	0.000	0.000	Merged-chr9-106289065-22
Merged-chr3-10012460-1	chr3	10012362	10012560	+	0.000	0.000	Merged-chr3-10012460-1
Merged-chr15-12010583-97	chr15	12010275	12010981	+	0.000	0.000	Merged-chr15-12010583-97
Merged-chr6-70814254-39	chr6	70813980	70814824	+	0.000	0.000	Merged-chr6-70814254-39
Merged-chr19-56394172-3	chr19	56393989	56394404	+	0.000	0.000	Merged-chr19-56394172-3
Merged-chr1-120073228-1	chr1	120073130	120073328	+	0.000	0.000	Merged-chr1-120073228-1
Merged-chrX-101917936-6	chrX	101917775	101918092	+	0.000	0.000	Merged-chrX-101917936-6
Merged-chr11-95748526-3	chr11	95748347	95748679	+	0.000	0.000	Merged-chr11-95748526-3
Merged-chr7-38215034-63	chr7	38214767	38215288	+	0.000	0.000	Merged-chr7-38215034-63
Merged-chr4-150809359-1	chr4	150809261	150809459	+	0.000	0.000	Merged-chr4-150809359-1
Merged-chr9-69290023-91	chr9	69289512	69290519	+	0.000	0.000	Merged-chr9-69290023-91
Merged-chr10-21982562-13	chr10	21982354	21982783	+	0.000	0.000	Merged-chr10-21982562-13
Merged-chr15-78802314-1	chr15	78802216	78802414	+	0.000	0.000	Merged-chr15-78802314-1
Merged-chr10-83723178-1	chr10	83723080	83723278	+	0.000	0.000	Merged-chr10-83723178-1
Merged-chr17-35998211-34	chr17	35997954	35998658	+	0.000	0.000	Merged-chr17-35998211-34
Merged-chr2-3731526-64	chr2	3731120	3731870	+	0.000	0.000	Merged-chr2-3731526-64
Merged-chr5-8455674-7	chr5	8455489	8455864	+	0.000	0.000	Merged-chr5-8455674-7
Merged-chr9-36726684-82	chr9	36726384	36727087	+	0.000	0.000	Merged-chr9-36726684-82
Merged-chr8-72136012-43	chr8	72135760	72136280	+	0.000	0.000	Merged-chr8-72136012-43
Merged-chr19-56723654-50	chr19	56723137	56724312	+	0.000	0.000	Merged-chr19-56723654-50
Merged-chr9-75559316-111	chr9	75559013	75559879	+	0.000	0.000	Merged-chr9-75559316-111
Merged-chr15-96699959-14	chr15	96699710	96700128	+	0.000	0.000	Merged-chr15-96699959-14
Merged-chr10-117836641-40	chr10	117836373	117836969	+	0.000	0.000	Merged-chr10-117836641-40
Merged-chr10-42029298-1	chr10	42029200	42029398	+	0.000	0.000	Merged-chr10-42029298-1
Merged-chr19-7234989-20	chr19	7234818	7235133	+	0.000	0.000	Merged-chr19-7234989-20
Merged-chr5-45676772-9	chr5	45676532	45676933	+	0.000	0.000	Merged-chr5-45676772-9
Merged-chr7-141010574-8	chr7	141010407	141010742	+	0.000	0.000	Merged-chr7-141010574-8
Merged-chr2-11635712-2	chr2	11635614	11635812	+	0.000	0.000	Merged-chr2-11635712-2
Merged-chr4-58986970-37	chr4	58986518	58987279	+	0.000	0.000	Merged-chr4-58986970-37
Merged-chr2-75603438-29	chr2	75603153	75603607	+	0.000	0.000	Merged-chr2-75603438-29
Merged-chr3-104762450-40	chr3	104762153	104762666	+	0.000	0.000	Merged-chr3-104762450-40
Merged-chr3-89251546-19	chr3	89251309	89251805	+	0.000	0.000	Merged-chr3-89251546-19
Merged-chr8-120752246-20	chr8	120751910	120752534	+	0.000	0.000	Merged-chr8-120752246-20
Merged-chr19-12573740-90	chr19	12573237	12574443	+	0.000	0.000	Merged-chr19-12573740-90
