#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_II--ATAC_peaks.bed all.df.numx.c5-DKO_Tfh_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Tfh_vs_WT_Th1.up.bed
Merged-chr15-93302109-22	chr15	93301928	93302299	+	0.000	0.000	Merged-chr15-93302109-22
Merged-chr11-100397080-1	chr11	100396982	100397180	+	0.000	0.000	Merged-chr11-100397080-1
Merged-chr1-60913471-46	chr1	60913250	60913688	+	0.000	0.000	Merged-chr1-60913471-46
Merged-chr9-123820704-3	chr9	123820571	123820833	+	0.000	0.000	Merged-chr9-123820704-3
Merged-chr4-134106328-10	chr4	134106175	134106503	+	0.000	0.000	Merged-chr4-134106328-10
Merged-chr17-79355271-160	chr17	79355005	79355573	+	0.000	0.000	Merged-chr17-79355271-160
Merged-chr13-13670887-17	chr13	13670655	13671121	+	0.000	0.000	Merged-chr13-13670887-17
Merged-chr14-78733697-3	chr14	78733502	78733938	+	0.000	0.000	Merged-chr14-78733697-3
Merged-chr10-111508765-1	chr10	111508667	111508865	+	0.000	0.000	Merged-chr10-111508765-1
Merged-chr5-8722882-18	chr5	8722631	8723242	+	0.000	0.000	Merged-chr5-8722882-18
Merged-chr13-13582107-29	chr13	13581776	13582307	+	0.000	0.000	Merged-chr13-13582107-29
Merged-chr1-92773491-2	chr1	92773386	92773599	+	0.000	0.000	Merged-chr1-92773491-2
Merged-chr5-107694686-33	chr5	107694361	107695018	+	0.000	0.000	Merged-chr5-107694686-33
Merged-chr7-128175944-11	chr7	128175792	128176165	+	0.000	0.000	Merged-chr7-128175944-11
Merged-chr15-31222442-41	chr15	31222061	31222658	+	0.000	0.000	Merged-chr15-31222442-41
Merged-chr17-44458009-9	chr17	44457854	44458156	+	0.000	0.000	Merged-chr17-44458009-9
Merged-chr3-40800246-87	chr3	40799963	40800487	+	0.000	0.000	Merged-chr3-40800246-87
Merged-chr14-120479008-3	chr14	120478881	120479167	+	0.000	0.000	Merged-chr14-120479008-3
Merged-chr10-117864903-52	chr10	117864576	117865207	+	0.000	0.000	Merged-chr10-117864903-52
Merged-chr10-18861034-28	chr10	18860833	18861247	+	0.000	0.000	Merged-chr10-18861034-28
Merged-chr13-41373067-52	chr13	41372855	41373254	+	0.000	0.000	Merged-chr13-41373067-52
Merged-chr15-98927787-24	chr15	98927450	98928025	+	0.000	0.000	Merged-chr15-98927787-24
Merged-chr10-17946175-1	chr10	17946077	17946275	+	0.000	0.000	Merged-chr10-17946175-1
Merged-chr3-107754801-18	chr3	107754612	107755022	+	0.000	0.000	Merged-chr3-107754801-18
Merged-chr6-51509825-65	chr6	51509296	51510323	+	0.000	0.000	Merged-chr6-51509825-65
Merged-chr13-107874570-1	chr13	107874472	107874670	+	0.000	0.000	Merged-chr13-107874570-1
Merged-chr2-101819569-26	chr2	101819317	101819760	+	0.000	0.000	Merged-chr2-101819569-26
Merged-chr19-10881723-47	chr19	10881316	10881996	+	0.000	0.000	Merged-chr19-10881723-47
Merged-chr18-66409343-32	chr18	66409097	66409656	+	0.000	0.000	Merged-chr18-66409343-32
Merged-chr13-12565989-76	chr13	12565569	12566223	+	0.000	0.000	Merged-chr13-12565989-76
Merged-chr9-123740966-33	chr9	123740763	123741242	+	0.000	0.000	Merged-chr9-123740966-33
Merged-chr1-161761657-43	chr1	161761506	161761815	+	0.000	0.000	Merged-chr1-161761657-43
Merged-chr8-124317867-82	chr8	124317590	124318219	+	0.000	0.000	Merged-chr8-124317867-82
Merged-chr15-96778537-47	chr15	96778299	96778738	+	0.000	0.000	Merged-chr15-96778537-47
Merged-chr2-164486529-34	chr2	164485960	164487044	+	0.000	0.000	Merged-chr2-164486529-34
Merged-chrX-7605506-43	chrX	7605250	7605861	+	0.000	0.000	Merged-chrX-7605506-43
Merged-chr7-19928314-1	chr7	19928216	19928414	+	0.000	0.000	Merged-chr7-19928314-1
Merged-chr17-78304287-20	chr17	78303998	78304521	+	0.000	0.000	Merged-chr17-78304287-20
Merged-chr5-100713876-4	chr5	100713724	100714006	+	0.000	0.000	Merged-chr5-100713876-4
Merged-chr1-93343253-109	chr1	93343020	93343698	+	0.000	0.000	Merged-chr1-93343253-109
Merged-chr1-65179947-8	chr1	65179773	65180094	+	0.000	0.000	Merged-chr1-65179947-8
Merged-chr19-40721772-1	chr19	40721674	40721872	+	0.000	0.000	Merged-chr19-40721772-1
Merged-chr8-124314112-1	chr8	124314014	124314212	+	0.000	0.000	Merged-chr8-124314112-1
Merged-chr2-112216174-31	chr2	112215842	112216480	+	0.000	0.000	Merged-chr2-112216174-31
Merged-chr2-36203338-53	chr2	36202749	36203813	+	0.000	0.000	Merged-chr2-36203338-53
Merged-chr1-119837262-93	chr1	119836712	119837654	+	0.000	0.000	Merged-chr1-119837262-93
Merged-chr12-100857883-31	chr12	100857720	100858101	+	0.000	0.000	Merged-chr12-100857883-31
Merged-chr7-112307932-1	chr7	112307834	112308032	+	0.000	0.000	Merged-chr7-112307932-1
Merged-chr13-107866970-30	chr13	107866717	107867223	+	0.000	0.000	Merged-chr13-107866970-30
Merged-chr11-83654737-1	chr11	83654639	83654837	+	0.000	0.000	Merged-chr11-83654737-1
Merged-chr10-117843991-52	chr10	117843698	117844243	+	0.000	0.000	Merged-chr10-117843991-52
Merged-chr2-103684902-15	chr2	103684523	103685388	+	0.000	0.000	Merged-chr2-103684902-15
Merged-chr2-121514944-1	chr2	121514846	121515044	+	0.000	0.000	Merged-chr2-121514944-1
Merged-chr7-13302226-5	chr7	13302016	13302396	+	0.000	0.000	Merged-chr7-13302226-5
Merged-chr10-21882316-52	chr10	21882085	21882534	+	0.000	0.000	Merged-chr10-21882316-52
Merged-chr4-9642211-13	chr4	9641963	9642524	+	0.000	0.000	Merged-chr4-9642211-13
Merged-chr10-83080090-1	chr10	83079992	83080190	+	0.000	0.000	Merged-chr10-83080090-1
Merged-chr4-11546008-14	chr4	11545764	11546252	+	0.000	0.000	Merged-chr4-11546008-14
Merged-chr4-59003265-59	chr4	59003098	59003514	+	0.000	0.000	Merged-chr4-59003265-59
Merged-chr6-54088359-21	chr6	54088163	54088569	+	0.000	0.000	Merged-chr6-54088359-21
Merged-chr10-83140838-15	chr10	83140684	83140984	+	0.000	0.000	Merged-chr10-83140838-15
Merged-chr19-40722467-30	chr19	40722145	40722722	+	0.000	0.000	Merged-chr19-40722467-30
Merged-chr19-40737260-25	chr19	40737099	40737442	+	0.000	0.000	Merged-chr19-40737260-25
Merged-chr14-77903606-1	chr14	77903508	77903706	+	0.000	0.000	Merged-chr14-77903606-1
Merged-chr2-163719480-37	chr2	163719275	163719678	+	0.000	0.000	Merged-chr2-163719480-37
Merged-chr15-76034603-8	chr15	76034325	76034789	+	0.000	0.000	Merged-chr15-76034603-8
Merged-chr1-75218362-9	chr1	75218117	75218609	+	0.000	0.000	Merged-chr1-75218362-9
Merged-chr13-95712941-67	chr13	95712525	95713165	+	0.000	0.000	Merged-chr13-95712941-67
Merged-chr9-78732444-13	chr9	78732176	78732634	+	0.000	0.000	Merged-chr9-78732444-13
Merged-chr2-152029501-52	chr2	152029130	152029936	+	0.000	0.000	Merged-chr2-152029501-52
Merged-chr13-51171193-89	chr13	51170945	51171393	+	0.000	0.000	Merged-chr13-51171193-89
Merged-chr15-80611666-31	chr15	80611442	80611901	+	0.000	0.000	Merged-chr15-80611666-31
Merged-chr17-44459159-33	chr17	44458879	44459384	+	0.000	0.000	Merged-chr17-44459159-33
Merged-chr8-83955457-59	chr8	83955247	83955638	+	0.000	0.000	Merged-chr8-83955457-59
Merged-chr4-59189471-98	chr4	59188810	59190186	+	0.000	0.000	Merged-chr4-59189471-98
Merged-chr14-47418232-53	chr14	47417962	47418489	+	0.000	0.000	Merged-chr14-47418232-53
Merged-chr5-112256899-1	chr5	112256801	112256999	+	0.000	0.000	Merged-chr5-112256899-1
Merged-chr2-101816960-10	chr2	101816661	101817244	+	0.000	0.000	Merged-chr2-101816960-10
Merged-chr10-111532370-8	chr10	111532212	111532523	+	0.000	0.000	Merged-chr10-111532370-8
Merged-chr2-3285142-5	chr2	3285040	3285250	+	0.000	0.000	Merged-chr2-3285142-5
Merged-chr5-140271378-9	chr5	140271260	140271514	+	0.000	0.000	Merged-chr5-140271378-9
Merged-chr5-63906671-29	chr5	63906355	63906931	+	0.000	0.000	Merged-chr5-63906671-29
Merged-chr16-36720416-27	chr16	36720110	36720695	+	0.000	0.000	Merged-chr16-36720416-27
Merged-chr2-60757314-6	chr2	60757193	60757450	+	0.000	0.000	Merged-chr2-60757314-6
Merged-chr5-107061883-14	chr5	107061654	107062180	+	0.000	0.000	Merged-chr5-107061883-14
Merged-chr13-41445652-2	chr13	41445526	41445781	+	0.000	0.000	Merged-chr13-41445652-2
Merged-chr16-64723844-10	chr16	64723703	64724027	+	0.000	0.000	Merged-chr16-64723844-10
Merged-chr4-103113589-3	chr4	103113428	103113740	+	0.000	0.000	Merged-chr4-103113589-3
Merged-chr17-79346494-1	chr17	79346396	79346594	+	0.000	0.000	Merged-chr17-79346494-1
Merged-chr12-100895499-71	chr12	100895321	100895838	+	0.000	0.000	Merged-chr12-100895499-71
Merged-chr16-36663524-7	chr16	36663325	36663795	+	0.000	0.000	Merged-chr16-36663524-7
Merged-chr7-67372198-2	chr7	67372080	67372319	+	0.000	0.000	Merged-chr7-67372198-2
Merged-chr18-24675128-36	chr18	24674526	24675733	+	0.000	0.000	Merged-chr18-24675128-36
Merged-chr14-120405299-37	chr14	120404977	120405492	+	0.000	0.000	Merged-chr14-120405299-37
Merged-chr10-75893293-53	chr10	75893076	75893482	+	0.000	0.000	Merged-chr10-75893293-53
Merged-chr5-74205707-4	chr5	74205596	74205826	+	0.000	0.000	Merged-chr5-74205707-4
Merged-chr1-71037099-26	chr1	71036883	71037322	+	0.000	0.000	Merged-chr1-71037099-26
Merged-chr14-105275358-28	chr14	105275095	105275568	+	0.000	0.000	Merged-chr14-105275358-28
Merged-chr17-73882367-30	chr17	73882126	73882575	+	0.000	0.000	Merged-chr17-73882367-30
Merged-chr2-36220233-13	chr2	36219970	36220514	+	0.000	0.000	Merged-chr2-36220233-13
Merged-chr11-11776895-24	chr11	11776258	11777432	+	0.000	0.000	Merged-chr11-11776895-24
Merged-chr13-13538788-21	chr13	13538597	13539020	+	0.000	0.000	Merged-chr13-13538788-21
Merged-chr6-129627649-22	chr6	129627429	129627892	+	0.000	0.000	Merged-chr6-129627649-22
Merged-chr14-78611005-3	chr14	78610883	78611131	+	0.000	0.000	Merged-chr14-78611005-3
Merged-chr9-124100075-3	chr9	124099977	124100175	+	0.000	0.000	Merged-chr9-124100075-3
Merged-chr9-48740358-13	chr9	48740146	48740525	+	0.000	0.000	Merged-chr9-48740358-13
Merged-chr12-44209945-88	chr12	44209737	44210377	+	0.000	0.000	Merged-chr12-44209945-88
Merged-chr2-163658491-43	chr2	163658225	163658862	+	0.000	0.000	Merged-chr2-163658491-43
Merged-chr6-122262807-20	chr6	122262599	122262972	+	0.000	0.000	Merged-chr6-122262807-20
Merged-chr15-56047041-38	chr15	56046827	56047331	+	0.000	0.000	Merged-chr15-56047041-38
Merged-chr17-73891792-6	chr17	73891645	73891971	+	0.000	0.000	Merged-chr17-73891792-6
Merged-chr11-107417418-57	chr11	107417209	107417621	+	0.000	0.000	Merged-chr11-107417418-57
Merged-chr9-78623608-19	chr9	78623331	78623864	+	0.000	0.000	Merged-chr9-78623608-19
Merged-chr13-52986067-1	chr13	52985969	52986167	+	0.000	0.000	Merged-chr13-52986067-1
Merged-chr1-135725509-1	chr1	135725411	135725609	+	0.000	0.000	Merged-chr1-135725509-1
Merged-chr13-107779728-7	chr13	107779587	107779876	+	0.000	0.000	Merged-chr13-107779728-7
Merged-chr14-122997826-59	chr14	122997442	122998094	+	0.000	0.000	Merged-chr14-122997826-59
Merged-chr10-7470291-37	chr10	7470065	7470458	+	0.000	0.000	Merged-chr10-7470291-37
Merged-chr1-135019182-17	chr1	135018919	135019382	+	0.000	0.000	Merged-chr1-135019182-17
Merged-chr3-94375656-27	chr3	94375303	94375910	+	0.000	0.000	Merged-chr3-94375656-27
Merged-chr13-108426538-45	chr13	108426206	108426782	+	0.000	0.000	Merged-chr13-108426538-45
Merged-chr6-51545421-58	chr6	51544879	51545711	+	0.000	0.000	Merged-chr6-51545421-58
Merged-chr18-70563321-13	chr18	70562895	70563673	+	0.000	0.000	Merged-chr18-70563321-13
Merged-chr4-133622529-51	chr4	133622139	133622769	+	0.000	0.000	Merged-chr4-133622529-51
Merged-chr9-54676759-26	chr9	54676498	54676970	+	0.000	0.000	Merged-chr9-54676759-26
Merged-chr7-67353153-2	chr7	67353052	67353256	+	0.000	0.000	Merged-chr7-67353153-2
Merged-chr7-80450087-44	chr7	80449763	80450340	+	0.000	0.000	Merged-chr7-80450087-44
Merged-chr18-66407896-2	chr18	66407751	66408044	+	0.000	0.000	Merged-chr18-66407896-2
Merged-chr10-118455940-5	chr10	118455790	118456061	+	0.000	0.000	Merged-chr10-118455940-5
Merged-chr12-69378733-25	chr12	69378475	69378953	+	0.000	0.000	Merged-chr12-69378733-25
Merged-chr16-36669472-1	chr16	36669374	36669572	+	0.000	0.000	Merged-chr16-36669472-1
Merged-chr9-94289746-1	chr9	94289648	94289846	+	0.000	0.000	Merged-chr9-94289746-1
Merged-chr11-98937757-69	chr11	98937361	98938298	+	0.000	0.000	Merged-chr11-98937757-69
Merged-chr13-35815122-13	chr13	35814864	35815439	+	0.000	0.000	Merged-chr13-35815122-13
Merged-chr6-8632721-45	chr6	8632102	8633047	+	0.000	0.000	Merged-chr6-8632721-45
Merged-chr12-24706987-8	chr12	24706796	24707240	+	0.000	0.000	Merged-chr12-24706987-8
Merged-chr1-97649720-2	chr1	97649599	97649844	+	0.000	0.000	Merged-chr1-97649720-2
Merged-chr15-103215427-34	chr15	103215211	103215633	+	0.000	0.000	Merged-chr15-103215427-34
Merged-chr1-43413195-24	chr1	43412962	43413554	+	0.000	0.000	Merged-chr1-43413195-24
Merged-chr5-21055956-115	chr5	21055565	21056436	+	0.000	0.000	Merged-chr5-21055956-115
Merged-chr7-19927215-42	chr7	19927026	19927513	+	0.000	0.000	Merged-chr7-19927215-42
Merged-chr1-161794797-65	chr1	161794511	161795046	+	0.000	0.000	Merged-chr1-161794797-65
Merged-chr5-135134293-53	chr5	135133937	135134532	+	0.000	0.000	Merged-chr5-135134293-53
Merged-chr7-89168777-23	chr7	89168446	89168999	+	0.000	0.000	Merged-chr7-89168777-23
Merged-chr17-80224526-64	chr17	80224296	80224830	+	0.000	0.000	Merged-chr17-80224526-64
Merged-chr13-62653213-52	chr13	62652974	62653519	+	0.000	0.000	Merged-chr13-62653213-52
Merged-chr10-5805785-87	chr10	5805481	5806050	+	0.000	0.000	Merged-chr10-5805785-87
Merged-chr10-7474458-4	chr10	7474272	7474657	+	0.000	0.000	Merged-chr10-7474458-4
Merged-chr7-90355618-52	chr7	90355397	90355842	+	0.000	0.000	Merged-chr7-90355618-52
Merged-chr4-11929622-28	chr4	11929392	11929831	+	0.000	0.000	Merged-chr4-11929622-28
Merged-chr14-78619032-26	chr14	78618865	78619278	+	0.000	0.000	Merged-chr14-78619032-26
Merged-chr15-96700302-2	chr15	96700204	96700403	+	0.000	0.000	Merged-chr15-96700302-2
Merged-chr1-133039631-33	chr1	133039315	133039834	+	0.000	0.000	Merged-chr1-133039631-33
Merged-chr16-95769994-72	chr16	95769540	95770493	+	0.000	0.000	Merged-chr16-95769994-72
Merged-chr18-56463510-22	chr18	56463309	56463747	+	0.000	0.000	Merged-chr18-56463510-22
Merged-chrX-7318785-1	chrX	7318687	7318885	+	0.000	0.000	Merged-chrX-7318785-1
Merged-chr15-74975391-7	chr15	74975230	74975551	+	0.000	0.000	Merged-chr15-74975391-7
Merged-chr7-38085350-130	chr7	38084930	38085575	+	0.000	0.000	Merged-chr7-38085350-130
Merged-chr6-42349281-1	chr6	42349183	42349381	+	0.000	0.000	Merged-chr6-42349281-1
Merged-chr7-81868327-26	chr7	81868086	81868532	+	0.000	0.000	Merged-chr7-81868327-26
Merged-chr17-44456765-2	chr17	44456572	44456960	+	0.000	0.000	Merged-chr17-44456765-2
Merged-chr17-26452765-1	chr17	26452667	26452865	+	0.000	0.000	Merged-chr17-26452765-1
Merged-chr7-132575849-1	chr7	132575751	132575949	+	0.000	0.000	Merged-chr7-132575849-1
Merged-chr2-5014812-2	chr2	5014706	5014920	+	0.000	0.000	Merged-chr2-5014812-2
Merged-chr10-88503867-73	chr10	88503654	88504113	+	0.000	0.000	Merged-chr10-88503867-73
Merged-chr15-75116670-38	chr15	75116481	75116894	+	0.000	0.000	Merged-chr15-75116670-38
Merged-chr2-157201456-52	chr2	157201132	157201706	+	0.000	0.000	Merged-chr2-157201456-52
Merged-chr17-12742568-5	chr17	12742384	12742774	+	0.000	0.000	Merged-chr17-12742568-5
Merged-chr18-66453430-39	chr18	66453062	66453683	+	0.000	0.000	Merged-chr18-66453430-39
Merged-chr14-122953434-8	chr14	122953292	122953555	+	0.000	0.000	Merged-chr14-122953434-8
Merged-chr6-97523334-26	chr6	97523156	97523523	+	0.000	0.000	Merged-chr6-97523334-26
Merged-chr7-126272963-1	chr7	126272865	126273063	+	0.000	0.000	Merged-chr7-126272963-1
Merged-chr7-67308311-16	chr7	67308162	67308458	+	0.000	0.000	Merged-chr7-67308311-16
Merged-chr7-127278637-41	chr7	127278320	127278981	+	0.000	0.000	Merged-chr7-127278637-41
Merged-chr7-45759440-1	chr7	45759342	45759540	+	0.000	0.000	Merged-chr7-45759440-1
Merged-chr9-21196368-25	chr9	21196069	21196590	+	0.000	0.000	Merged-chr9-21196368-25
Merged-chr7-80401862-1	chr7	80401764	80401962	+	0.000	0.000	Merged-chr7-80401862-1
Merged-chr7-132576269-107	chr7	132576084	132576573	+	0.000	0.000	Merged-chr7-132576269-107
Merged-chr7-90138521-54	chr7	90138267	90138769	+	0.000	0.000	Merged-chr7-90138521-54
Merged-chr7-67371922-2	chr7	67371813	67372034	+	0.000	0.000	Merged-chr7-67371922-2
Merged-chr14-78612334-35	chr14	78612114	78612532	+	0.000	0.000	Merged-chr14-78612334-35
Merged-chr6-128852954-26	chr6	128852691	128853305	+	0.000	0.000	Merged-chr6-128852954-26
Merged-chr18-70919748-3	chr18	70919641	70919864	+	0.000	0.000	Merged-chr18-70919748-3
Merged-chr1-151571914-118	chr1	151571378	151572270	+	0.000	0.000	Merged-chr1-151571914-118
Merged-chr8-33647058-21	chr8	33646884	33647316	+	0.000	0.000	Merged-chr8-33647058-21
Merged-chr7-48919531-17	chr7	48919362	48919743	+	0.000	0.000	Merged-chr7-48919531-17
Merged-chr1-97659702-28	chr1	97659444	97660007	+	0.000	0.000	Merged-chr1-97659702-28
Merged-chr1-120245236-2	chr1	120245099	120245375	+	0.000	0.000	Merged-chr1-120245236-2
Merged-chr4-109665283-1	chr4	109665185	109665383	+	0.000	0.000	Merged-chr4-109665283-1
Merged-chr18-37814980-94	chr18	37814370	37815490	+	0.000	0.000	Merged-chr18-37814980-94
Merged-chr1-153197547-1	chr1	153197449	153197647	+	0.000	0.000	Merged-chr1-153197547-1
Merged-chr5-74261883-3	chr5	74261632	74262100	+	0.000	0.000	Merged-chr5-74261883-3
Merged-chr12-73670833-29	chr12	73670519	73671092	+	0.000	0.000	Merged-chr12-73670833-29
Merged-chr4-11898009-1	chr4	11897911	11898109	+	0.000	0.000	Merged-chr4-11898009-1
Merged-chr13-13564699-51	chr13	13564469	13564946	+	0.000	0.000	Merged-chr13-13564699-51
Merged-chr2-45103270-35	chr2	45103044	45103477	+	0.000	0.000	Merged-chr2-45103270-35
Merged-chr19-8920533-75	chr19	8920176	8921351	+	0.000	0.000	Merged-chr19-8920533-75
Merged-chr2-121571994-29	chr2	121571772	121572158	+	0.000	0.000	Merged-chr2-121571994-29
Merged-chr14-123001594-21	chr14	123001388	123001778	+	0.000	0.000	Merged-chr14-123001594-21
Merged-chr16-78540656-92	chr16	78540365	78540927	+	0.000	0.000	Merged-chr16-78540656-92
Merged-chr5-140207385-4	chr5	140207243	140207513	+	0.000	0.000	Merged-chr5-140207385-4
Merged-chr18-70643793-15	chr18	70643506	70644141	+	0.000	0.000	Merged-chr18-70643793-15
Merged-chr17-78197418-9	chr17	78197264	78197683	+	0.000	0.000	Merged-chr17-78197418-9
Merged-chr1-43461873-1	chr1	43461775	43461973	+	0.000	0.000	Merged-chr1-43461873-1
Merged-chr19-41328970-48	chr19	41328768	41329159	+	0.000	0.000	Merged-chr19-41328970-48
Merged-chr7-63974448-57	chr7	63973923	63974804	+	0.000	0.000	Merged-chr7-63974448-57
Merged-chrX-77808891-20	chrX	77808727	77809078	+	0.000	0.000	Merged-chrX-77808891-20
Merged-chr17-35465783-7	chr17	35465598	35465957	+	0.000	0.000	Merged-chr17-35465783-7
Merged-chr3-79451498-29	chr3	79451349	79451678	+	0.000	0.000	Merged-chr3-79451498-29
Merged-chr9-80313733-27	chr9	80313552	80313979	+	0.000	0.000	Merged-chr9-80313733-27
Merged-chr6-97300820-20	chr6	97300609	97301026	+	0.000	0.000	Merged-chr6-97300820-20
Merged-chr17-44432942-14	chr17	44432741	44433162	+	0.000	0.000	Merged-chr17-44432942-14
Merged-chr7-38237245-30	chr7	38236731	38237545	+	0.000	0.000	Merged-chr7-38237245-30
Merged-chr13-13572310-40	chr13	13572018	13572514	+	0.000	0.000	Merged-chr13-13572310-40
Merged-chr6-54107486-10	chr6	54107310	54107673	+	0.000	0.000	Merged-chr6-54107486-10
Merged-chr5-120685893-52	chr5	120685685	120686084	+	0.000	0.000	Merged-chr5-120685893-52
Merged-chr1-161792020-2	chr1	161791920	161792123	+	0.000	0.000	Merged-chr1-161792020-2
Merged-chr15-80592878-14	chr15	80592699	80593091	+	0.000	0.000	Merged-chr15-80592878-14
Merged-chr6-142389290-7	chr6	142389094	142389498	+	0.000	0.000	Merged-chr6-142389290-7
Merged-chr19-5844711-1	chr19	5844613	5844811	+	0.000	0.000	Merged-chr19-5844711-1
Merged-chr5-106964545-83	chr5	106964312	106964775	+	0.000	0.000	Merged-chr5-106964545-83
Merged-chr7-4811616-1	chr7	4811518	4811716	+	0.000	0.000	Merged-chr7-4811616-1
Merged-chr7-89126708-35	chr7	89126360	89126971	+	0.000	0.000	Merged-chr7-89126708-35
Merged-chr2-45172921-51	chr2	45172613	45173142	+	0.000	0.000	Merged-chr2-45172921-51
Merged-chr10-40098735-11	chr10	40098492	40098951	+	0.000	0.000	Merged-chr10-40098735-11
Merged-chr9-94219286-3	chr9	94219151	94219408	+	0.000	0.000	Merged-chr9-94219286-3
Merged-chr9-123732762-3	chr9	123732604	123732925	+	0.000	0.000	Merged-chr9-123732762-3
Merged-chr6-54100438-2	chr6	54100325	54100553	+	0.000	0.000	Merged-chr6-54100438-2
Merged-chr12-73611858-36	chr12	73611655	73612056	+	0.000	0.000	Merged-chr12-73611858-36
Merged-chr11-76894349-1	chr11	76894251	76894449	+	0.000	0.000	Merged-chr11-76894349-1
Merged-chr1-40524250-15	chr1	40524085	40524402	+	0.000	0.000	Merged-chr1-40524250-15
Merged-chr11-69066364-1	chr11	69066266	69066464	+	0.000	0.000	Merged-chr11-69066364-1
Merged-chr1-97584363-14	chr1	97584163	97584537	+	0.000	0.000	Merged-chr1-97584363-14
Merged-chr1-157343776-1	chr1	157343678	157343876	+	0.000	0.000	Merged-chr1-157343776-1
Merged-chr19-53356212-16	chr19	53355980	53356416	+	0.000	0.000	Merged-chr19-53356212-16
Merged-chr13-13557258-36	chr13	13556978	13557455	+	0.000	0.000	Merged-chr13-13557258-36
Merged-chr4-109657561-112	chr4	109657062	109658125	+	0.000	0.000	Merged-chr4-109657561-112
Merged-chr7-80405135-5	chr7	80404983	80405271	+	0.000	0.000	Merged-chr7-80405135-5
Merged-chr1-151697460-1	chr1	151697362	151697560	+	0.000	0.000	Merged-chr1-151697460-1
Merged-chr1-97650227-42	chr1	97649984	97650474	+	0.000	0.000	Merged-chr1-97650227-42
Merged-chr15-80571771-3	chr15	80571559	80571932	+	0.000	0.000	Merged-chr15-80571771-3
Merged-chr2-60802993-21	chr2	60802727	60803281	+	0.000	0.000	Merged-chr2-60802993-21
Merged-chr15-93275409-98	chr15	93275182	93275714	+	0.000	0.000	Merged-chr15-93275409-98
Merged-chr12-32144696-20	chr12	32144535	32144929	+	0.000	0.000	Merged-chr12-32144696-20
Merged-chr7-110222148-3	chr7	110222041	110222266	+	0.000	0.000	Merged-chr7-110222148-3
Merged-chrX-101878716-19	chrX	101878527	101878926	+	0.000	0.000	Merged-chrX-101878716-19
Merged-chr8-35366715-10	chr8	35366517	35366896	+	0.000	0.000	Merged-chr8-35366715-10
Merged-chr12-73699174-126	chr12	73698464	73699906	+	0.000	0.000	Merged-chr12-73699174-126
Merged-chr12-24708482-79	chr12	24708242	24708778	+	0.000	0.000	Merged-chr12-24708482-79
Merged-chr11-114675736-70	chr11	114675303	114676182	+	0.000	0.000	Merged-chr11-114675736-70
Merged-chr13-35798104-40	chr13	35797827	35798399	+	0.000	0.000	Merged-chr13-35798104-40
Merged-chr6-50353551-1	chr6	50353453	50353651	+	0.000	0.000	Merged-chr6-50353551-1
Merged-chr17-47739612-38	chr17	47739359	47739879	+	0.000	0.000	Merged-chr17-47739612-38
Merged-chr5-31963887-11	chr5	31963723	31964107	+	0.000	0.000	Merged-chr5-31963887-11
Merged-chr16-58454678-22	chr16	58454489	58454882	+	0.000	0.000	Merged-chr16-58454678-22
Merged-chr13-4187948-1	chr13	4187850	4188048	+	0.000	0.000	Merged-chr13-4187948-1
Merged-chr10-117985120-21	chr10	117984854	117985329	+	0.000	0.000	Merged-chr10-117985120-21
Merged-chr8-33892285-10	chr8	33892107	33892470	+	0.000	0.000	Merged-chr8-33892285-10
Merged-chr18-56441033-15	chr18	56440812	56441252	+	0.000	0.000	Merged-chr18-56441033-15
Merged-chr3-79535854-18	chr3	79535662	79536057	+	0.000	0.000	Merged-chr3-79535854-18
Merged-chr8-35376301-90	chr8	35375960	35376733	+	0.000	0.000	Merged-chr8-35376301-90
Merged-chr10-110931193-1	chr10	110931095	110931293	+	0.000	0.000	Merged-chr10-110931193-1
Merged-chr13-113601101-100	chr13	113600738	113601378	+	0.000	0.000	Merged-chr13-113601101-100
Merged-chr1-153035726-22	chr1	153035470	153035972	+	0.000	0.000	Merged-chr1-153035726-22
Merged-chr5-107013528-15	chr5	107013263	107013723	+	0.000	0.000	Merged-chr5-107013528-15
Merged-chr12-69228126-55	chr12	69227913	69228284	+	0.000	0.000	Merged-chr12-69228126-55
Merged-chr3-59222153-1	chr3	59222055	59222253	+	0.000	0.000	Merged-chr3-59222153-1
Merged-chr1-97647073-3	chr1	97646961	97647198	+	0.000	0.000	Merged-chr1-97647073-3
Merged-chr17-5862427-6	chr17	5862268	5862572	+	0.000	0.000	Merged-chr17-5862427-6
Merged-chr7-80091619-59	chr7	80091380	80091870	+	0.000	0.000	Merged-chr7-80091619-59
Merged-chr2-121570231-16	chr2	121570028	121570519	+	0.000	0.000	Merged-chr2-121570231-16
Merged-chr1-16225373-1	chr1	16225275	16225473	+	0.000	0.000	Merged-chr1-16225373-1
Merged-chr14-61331424-24	chr14	61331264	61331607	+	0.000	0.000	Merged-chr14-61331424-24
Merged-chr10-83129879-12	chr10	83129621	83130046	+	0.000	0.000	Merged-chr10-83129879-12
Merged-chr14-122998304-4	chr14	122998112	122998459	+	0.000	0.000	Merged-chr14-122998304-4
Merged-chr13-41358904-67	chr13	41358639	41359136	+	0.000	0.000	Merged-chr13-41358904-67
