#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TH1_Associated--ATAC_peaks.bed all.df.numx.c5-DKO_Tfh_vs_Naive.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Tfh_vs_Naive.dn.bed
Merged-chr13-52617361-10	chr13	52617113	52617558	+	0.000	0.000	Merged-chr13-52617361-10
Merged-chr18-56478306-5	chr18	56478090	56478450	+	0.000	0.000	Merged-chr18-56478306-5
Merged-chr7-44548102-1	chr7	44548004	44548202	+	0.000	0.000	Merged-chr7-44548102-1
Merged-chr7-66179334-3	chr7	66179225	66179451	+	0.000	0.000	Merged-chr7-66179334-3
Merged-chr2-100344426-1	chr2	100344328	100344526	+	0.000	0.000	Merged-chr2-100344426-1
Merged-chr9-64281696-49	chr9	64281478	64281929	+	0.000	0.000	Merged-chr9-64281696-49
Merged-chr4-152491569-49	chr4	152491198	152491769	+	0.000	0.000	Merged-chr4-152491569-49
Merged-chr10-83198046-22	chr10	83197795	83198363	+	0.000	0.000	Merged-chr10-83198046-22
Merged-chr4-132732449-43	chr4	132732039	132732711	+	0.000	0.000	Merged-chr4-132732449-43
Merged-chr12-104229550-3	chr12	104229426	104229699	+	0.000	0.000	Merged-chr12-104229550-3
Merged-chr2-57407840-54	chr2	57407591	57408119	+	0.000	0.000	Merged-chr2-57407840-54
Merged-chr13-101975982-1	chr13	101975884	101976082	+	0.000	0.000	Merged-chr13-101975982-1
Merged-chr1-128103135-101	chr1	128102866	128103425	+	0.000	0.000	Merged-chr1-128103135-101
Merged-chr15-12008199-38	chr15	12008002	12008406	+	0.000	0.000	Merged-chr15-12008199-38
Merged-chr14-25461713-1	chr14	25461615	25461813	+	0.000	0.000	Merged-chr14-25461713-1
Merged-chr4-11558879-51	chr4	11558623	11559126	+	0.000	0.000	Merged-chr4-11558879-51
Merged-chr18-62177451-3	chr18	62177326	62177605	+	0.000	0.000	Merged-chr18-62177451-3
Merged-chr1-138963016-1	chr1	138962918	138963116	+	0.000	0.000	Merged-chr1-138963016-1
Merged-chr4-70535162-86	chr4	70534756	70535498	+	0.000	0.000	Merged-chr4-70535162-86
Merged-chr7-80143415-12	chr7	80143248	80143681	+	0.000	0.000	Merged-chr7-80143415-12
Merged-chr2-172370682-66	chr2	172370386	172371050	+	0.000	0.000	Merged-chr2-172370682-66
Merged-chr2-163750187-67	chr2	163749862	163750663	+	0.000	0.000	Merged-chr2-163750187-67
Merged-chr17-31789470-34	chr17	31789240	31789735	+	0.000	0.000	Merged-chr17-31789470-34
Merged-chr2-79173172-15	chr2	79172938	79173399	+	0.000	0.000	Merged-chr2-79173172-15
Merged-chr10-86473888-44	chr10	86473507	86474259	+	0.000	0.000	Merged-chr10-86473888-44
Merged-chr1-182515533-1	chr1	182515435	182515633	+	0.000	0.000	Merged-chr1-182515533-1
Merged-chr1-176995011-9	chr1	176994820	176995205	+	0.000	0.000	Merged-chr1-176995011-9
Merged-chr14-7833590-5	chr14	7833439	7833736	+	0.000	0.000	Merged-chr14-7833590-5
Merged-chr4-151995197-5	chr4	151995001	151995423	+	0.000	0.000	Merged-chr4-151995197-5
Merged-chr7-75910458-70	chr7	75910267	75910630	+	0.000	0.000	Merged-chr7-75910458-70
Merged-chr5-113832727-52	chr5	113832488	113832951	+	0.000	0.000	Merged-chr5-113832727-52
Merged-chr8-22185664-67	chr8	22184891	22185999	+	0.000	0.000	Merged-chr8-22185664-67
Merged-chr19-4215518-1	chr19	4215420	4215618	+	0.000	0.000	Merged-chr19-4215518-1
Merged-chr6-135400519-22	chr6	135400263	135400760	+	0.000	0.000	Merged-chr6-135400519-22
Merged-chr1-54926252-63	chr1	54925983	54926557	+	0.000	0.000	Merged-chr1-54926252-63
Merged-chr4-8721052-67	chr4	8720749	8721501	+	0.000	0.000	Merged-chr4-8721052-67
Merged-chr2-165317976-10	chr2	165317817	165318149	+	0.000	0.000	Merged-chr2-165317976-10
Merged-chr13-110607526-2	chr13	110607420	110607635	+	0.000	0.000	Merged-chr13-110607526-2
Merged-chr11-16956809-36	chr11	16956487	16957081	+	0.000	0.000	Merged-chr11-16956809-36
Merged-chr4-46650246-65	chr4	46649951	46650518	+	0.000	0.000	Merged-chr4-46650246-65
Merged-chr4-136160347-19	chr4	136160092	136160583	+	0.000	0.000	Merged-chr4-136160347-19
Merged-chr16-30388899-122	chr16	30388573	30389319	+	0.000	0.000	Merged-chr16-30388899-122
Merged-chr13-114086496-8	chr13	114086286	114086673	+	0.000	0.000	Merged-chr13-114086496-8
Merged-chr10-67979614-53	chr10	67979391	67979812	+	0.000	0.000	Merged-chr10-67979614-53
Merged-chr12-100228598-12	chr12	100228401	100228756	+	0.000	0.000	Merged-chr12-100228598-12
Merged-chr5-123780915-18	chr5	123780723	123781103	+	0.000	0.000	Merged-chr5-123780915-18
Merged-chr4-135152562-38	chr4	135152235	135152906	+	0.000	0.000	Merged-chr4-135152562-38
Merged-chr16-49792633-31	chr16	49792265	49792876	+	0.000	0.000	Merged-chr16-49792633-31
Merged-chr14-56276156-29	chr14	56275896	56276498	+	0.000	0.000	Merged-chr14-56276156-29
Merged-chr9-96119358-68	chr9	96119096	96119592	+	0.000	0.000	Merged-chr9-96119358-68
Merged-chr13-101729167-2	chr13	101729021	101729316	+	0.000	0.000	Merged-chr13-101729167-2
Merged-chr10-91161323-12	chr10	91161172	91161483	+	0.000	0.000	Merged-chr10-91161323-12
Merged-chr2-58179178-61	chr2	58178694	58179519	+	0.000	0.000	Merged-chr2-58179178-61
Merged-chr12-54998601-1	chr12	54998503	54998701	+	0.000	0.000	Merged-chr12-54998601-1
Merged-chr11-100397339-1	chr11	100397241	100397439	+	0.000	0.000	Merged-chr11-100397339-1
Merged-chr2-127927965-70	chr2	127927762	127928150	+	0.000	0.000	Merged-chr2-127927965-70
Merged-chr1-37678548-4	chr1	37678357	37678792	+	0.000	0.000	Merged-chr1-37678548-4
Merged-chr3-95929938-53	chr3	95929413	95930445	+	0.000	0.000	Merged-chr3-95929938-53
Merged-chr4-9009782-37	chr4	9009447	9010081	+	0.000	0.000	Merged-chr4-9009782-37
Merged-chr14-20775848-16	chr14	20775590	20776035	+	0.000	0.000	Merged-chr14-20775848-16
Merged-chr9-41130680-18	chr9	41130454	41130850	+	0.000	0.000	Merged-chr9-41130680-18
Merged-chr11-11774439-6	chr11	11774193	11774727	+	0.000	0.000	Merged-chr11-11774439-6
Merged-chr2-101473037-52	chr2	101472708	101473500	+	0.000	0.000	Merged-chr2-101473037-52
Merged-chr14-70395360-19	chr14	70395230	70395529	+	0.000	0.000	Merged-chr14-70395360-19
Merged-chr4-114983263-1	chr4	114983165	114983363	+	0.000	0.000	Merged-chr4-114983263-1
Merged-chr7-139224497-1	chr7	139224399	139224597	+	0.000	0.000	Merged-chr7-139224497-1
Merged-chr6-67415490-39	chr6	67415253	67415683	+	0.000	0.000	Merged-chr6-67415490-39
Merged-chr4-117202479-67	chr4	117202284	117202697	+	0.000	0.000	Merged-chr4-117202479-67
Merged-chr16-75903251-33	chr16	75902941	75903483	+	0.000	0.000	Merged-chr16-75903251-33
Merged-chr6-67339720-32	chr6	67339403	67339951	+	0.000	0.000	Merged-chr6-67339720-32
Merged-chr4-103215038-128	chr4	103214562	103215644	+	0.000	0.000	Merged-chr4-103215038-128
Merged-chr5-74261391-1	chr5	74261293	74261491	+	0.000	0.000	Merged-chr5-74261391-1
Merged-chr17-48647315-60	chr17	48646804	48647815	+	0.000	0.000	Merged-chr17-48647315-60
Merged-chr18-3507740-84	chr18	3507473	3508029	+	0.000	0.000	Merged-chr18-3507740-84
Merged-chr18-38350190-47	chr18	38349955	38350521	+	0.000	0.000	Merged-chr18-38350190-47
Merged-chr10-69321352-47	chr10	69320939	69321628	+	0.000	0.000	Merged-chr10-69321352-47
Merged-chr1-193272785-4	chr1	193272561	193273019	+	0.000	0.000	Merged-chr1-193272785-4
Merged-chr16-95770718-9	chr16	95770552	95770884	+	0.000	0.000	Merged-chr16-95770718-9
Merged-chr6-148896090-83	chr6	148895735	148896463	+	0.000	0.000	Merged-chr6-148896090-83
Merged-chr8-72749613-1	chr8	72749515	72749713	+	0.000	0.000	Merged-chr8-72749613-1
Merged-chr15-31166017-1	chr15	31165919	31166117	+	0.000	0.000	Merged-chr15-31166017-1
Merged-chr10-99107143-4	chr10	99106935	99107283	+	0.000	0.000	Merged-chr10-99107143-4
Merged-chr11-64187104-15	chr11	64186880	64187336	+	0.000	0.000	Merged-chr11-64187104-15
Merged-chr2-180432415-23	chr2	180432192	180432639	+	0.000	0.000	Merged-chr2-180432415-23
Merged-chr17-35050359-6	chr17	35050200	35050603	+	0.000	0.000	Merged-chr17-35050359-6
Merged-chr11-68418005-32	chr11	68417819	68418198	+	0.000	0.000	Merged-chr11-68418005-32
Merged-chr2-9677324-22	chr2	9677112	9677547	+	0.000	0.000	Merged-chr2-9677324-22
Merged-chr15-51991500-126	chr15	51991090	51992060	+	0.000	0.000	Merged-chr15-51991500-126
Merged-chr3-100998344-3	chr3	100998187	100998527	+	0.000	0.000	Merged-chr3-100998344-3
Merged-chr19-56507590-28	chr19	56507393	56507845	+	0.000	0.000	Merged-chr19-56507590-28
Merged-chr10-83154095-25	chr10	83153807	83154452	+	0.000	0.000	Merged-chr10-83154095-25
Merged-chr17-87044604-24	chr17	87044380	87044866	+	0.000	0.000	Merged-chr17-87044604-24
Merged-chr5-150233240-55	chr5	150233038	150233623	+	0.000	0.000	Merged-chr5-150233240-55
Merged-chr13-114908089-7	chr13	114907921	114908280	+	0.000	0.000	Merged-chr13-114908089-7
Merged-chr1-138963604-135	chr1	138963399	138963859	+	0.000	0.000	Merged-chr1-138963604-135
Merged-chr5-32133327-25	chr5	32132871	32133735	+	0.000	0.000	Merged-chr5-32133327-25
Merged-chr1-71102907-125	chr1	71102423	71103170	+	0.000	0.000	Merged-chr1-71102907-125
Merged-chr13-23746303-126	chr13	23745933	23746821	+	0.000	0.000	Merged-chr13-23746303-126
Merged-chr9-72958850-50	chr9	72958661	72959101	+	0.000	0.000	Merged-chr9-72958850-50
Merged-chr5-140623291-1	chr5	140623193	140623391	+	0.000	0.000	Merged-chr5-140623291-1
Merged-chr3-59059388-26	chr3	59059165	59059648	+	0.000	0.000	Merged-chr3-59059388-26
Merged-chr7-67412970-14	chr7	67412738	67413151	+	0.000	0.000	Merged-chr7-67412970-14
Merged-chr13-101732964-5	chr13	101732821	101733098	+	0.000	0.000	Merged-chr13-101732964-5
Merged-chr6-128850040-2	chr6	128849900	128850183	+	0.000	0.000	Merged-chr6-128850040-2
Merged-chr6-82702849-35	chr6	82702684	82703077	+	0.000	0.000	Merged-chr6-82702849-35
Merged-chr13-23585191-11	chr13	23585055	23585333	+	0.000	0.000	Merged-chr13-23585191-11
Merged-chr1-144406748-33	chr1	144406538	144407073	+	0.000	0.000	Merged-chr1-144406748-33
Merged-chr11-83629879-6	chr11	83629738	83630021	+	0.000	0.000	Merged-chr11-83629879-6
Merged-chr2-115591383-1	chr2	115591285	115591483	+	0.000	0.000	Merged-chr2-115591383-1
Merged-chr16-78532286-51	chr16	78532049	78532502	+	0.000	0.000	Merged-chr16-78532286-51
Merged-chr2-13560596-20	chr2	13560285	13560752	+	0.000	0.000	Merged-chr2-13560596-20
Merged-chr15-66780009-1	chr15	66779911	66780109	+	0.000	0.000	Merged-chr15-66780009-1
Merged-chr16-75855662-51	chr16	75855370	75856003	+	0.000	0.000	Merged-chr16-75855662-51
Merged-chr18-89193831-8	chr18	89193710	89193948	+	0.000	0.000	Merged-chr18-89193831-8
Merged-chr1-144353515-5	chr1	144353376	144353638	+	0.000	0.000	Merged-chr1-144353515-5
Merged-chr14-46760637-59	chr14	46760355	46760948	+	0.000	0.000	Merged-chr14-46760637-59
Merged-chr13-23739426-131	chr13	23739118	23739923	+	0.000	0.000	Merged-chr13-23739426-131
Merged-chr5-77095134-79	chr5	77094817	77095591	+	0.000	0.000	Merged-chr5-77095134-79
Merged-chr11-30649256-50	chr11	30648833	30649460	+	0.000	0.000	Merged-chr11-30649256-50
Merged-chr2-80681257-1	chr2	80681159	80681357	+	0.000	0.000	Merged-chr2-80681257-1
Merged-chr10-89463405-2	chr10	89463294	89463518	+	0.000	0.000	Merged-chr10-89463405-2
Merged-chr13-24779175-40	chr13	24778909	24779508	+	0.000	0.000	Merged-chr13-24779175-40
Merged-chr16-64766994-6	chr16	64766879	64767115	+	0.000	0.000	Merged-chr16-64766994-6
Merged-chr11-78021749-1	chr11	78021651	78021849	+	0.000	0.000	Merged-chr11-78021749-1
Merged-chr7-16908180-25	chr7	16907870	16908762	+	0.000	0.000	Merged-chr7-16908180-25
Merged-chr3-84686985-16	chr3	84686752	84687209	+	0.000	0.000	Merged-chr3-84686985-16
Merged-chr8-84872028-83	chr8	84871439	84872419	+	0.000	0.000	Merged-chr8-84872028-83
Merged-chr2-4872960-25	chr2	4872784	4873167	+	0.000	0.000	Merged-chr2-4872960-25
Merged-chr18-56718184-1	chr18	56718086	56718284	+	0.000	0.000	Merged-chr18-56718184-1
Merged-chr8-53607328-44	chr8	53607089	53607627	+	0.000	0.000	Merged-chr8-53607328-44
Merged-chr2-154807951-18	chr2	154807675	154808165	+	0.000	0.000	Merged-chr2-154807951-18
Merged-chr4-134098878-42	chr4	134098615	134099101	+	0.000	0.000	Merged-chr4-134098878-42
Merged-chr1-152767988-1	chr1	152767890	152768088	+	0.000	0.000	Merged-chr1-152767988-1
Merged-chr4-103203272-1	chr4	103203174	103203372	+	0.000	0.000	Merged-chr4-103203272-1
Merged-chr5-67426993-3	chr5	67426826	67427159	+	0.000	0.000	Merged-chr5-67426993-3
Merged-chr17-79965028-43	chr17	79964834	79965426	+	0.000	0.000	Merged-chr17-79965028-43
Merged-chr7-90302677-100	chr7	90302207	90303343	+	0.000	0.000	Merged-chr7-90302677-100
Merged-chr1-161779312-20	chr1	161779066	161779635	+	0.000	0.000	Merged-chr1-161779312-20
Merged-chr16-34700432-30	chr16	34700199	34700671	+	0.000	0.000	Merged-chr16-34700432-30
Merged-chr18-75419579-57	chr18	75419321	75419891	+	0.000	0.000	Merged-chr18-75419579-57
Merged-chr14-20794001-82	chr14	20793730	20794312	+	0.000	0.000	Merged-chr14-20794001-82
Merged-chr15-81960727-98	chr15	81960525	81961068	+	0.000	0.000	Merged-chr15-81960727-98
Merged-chr2-79138133-24	chr2	79137927	79138351	+	0.000	0.000	Merged-chr2-79138133-24
Merged-chr6-7845748-4	chr6	7845610	7845899	+	0.000	0.000	Merged-chr6-7845748-4
Merged-chr10-69658223-1	chr10	69658125	69658323	+	0.000	0.000	Merged-chr10-69658223-1
Merged-chr9-106306956-36	chr9	106306679	106307157	+	0.000	0.000	Merged-chr9-106306956-36
Merged-chr11-104667644-45	chr11	104667422	104667918	+	0.000	0.000	Merged-chr11-104667644-45
Merged-chr9-80258560-14	chr9	80258361	80258738	+	0.000	0.000	Merged-chr9-80258560-14
Merged-chr1-54896938-66	chr1	54896497	54897693	+	0.000	0.000	Merged-chr1-54896938-66
Merged-chr1-86526061-113	chr1	86525253	86526697	+	0.000	0.000	Merged-chr1-86526061-113
Merged-chr10-94333972-2	chr10	94333843	94334104	+	0.000	0.000	Merged-chr10-94333972-2
Merged-chr13-101756830-17	chr13	101756651	101757044	+	0.000	0.000	Merged-chr13-101756830-17
Merged-chr2-128126890-5	chr2	128126790	128126994	+	0.000	0.000	Merged-chr2-128126890-5
Merged-chr2-128319231-32	chr2	128319040	128319474	+	0.000	0.000	Merged-chr2-128319231-32
Merged-chr5-110286612-1	chr5	110286514	110286712	+	0.000	0.000	Merged-chr5-110286612-1
Merged-chr17-47521683-42	chr17	47521461	47521892	+	0.000	0.000	Merged-chr17-47521683-42
Merged-chr2-91256774-50	chr2	91256338	91257227	+	0.000	0.000	Merged-chr2-91256774-50
Merged-chr4-155892884-1	chr4	155892786	155892984	+	0.000	0.000	Merged-chr4-155892884-1
Merged-chr7-128133815-2	chr7	128133677	128133956	+	0.000	0.000	Merged-chr7-128133815-2
Merged-chr14-122983276-115	chr14	122982987	122983584	+	0.000	0.000	Merged-chr14-122983276-115
Merged-chrX-71556239-93	chrX	71555739	71556493	+	0.000	0.000	Merged-chrX-71556239-93
Merged-chrX-50930584-22	chrX	50930420	50930766	+	0.000	0.000	Merged-chrX-50930584-22
Merged-chr14-20784925-1	chr14	20784827	20785025	+	0.000	0.000	Merged-chr14-20784925-1
Merged-chr8-84662420-100	chr8	84661421	84663128	+	0.000	0.000	Merged-chr8-84662420-100
Merged-chr13-23585683-100	chr13	23585409	23586193	+	0.000	0.000	Merged-chr13-23585683-100
Merged-chr4-11191267-105	chr4	11190998	11191620	+	0.000	0.000	Merged-chr4-11191267-105
Merged-chr2-113849484-1	chr2	113849386	113849584	+	0.000	0.000	Merged-chr2-113849484-1
Merged-chr6-97216171-6	chr6	97215978	97216312	+	0.000	0.000	Merged-chr6-97216171-6
Merged-chr16-11909160-64	chr16	11908945	11909404	+	0.000	0.000	Merged-chr16-11909160-64
Merged-chr8-53640480-1	chr8	53640382	53640580	+	0.000	0.000	Merged-chr8-53640480-1
Merged-chr8-120599693-4	chr8	120599561	120599828	+	0.000	0.000	Merged-chr8-120599693-4
Merged-chr14-73175814-32	chr14	73175361	73176216	+	0.000	0.000	Merged-chr14-73175814-32
Merged-chr1-33578784-30	chr1	33578493	33579065	+	0.000	0.000	Merged-chr1-33578784-30
Merged-chr17-86591130-5	chr17	86590984	86591307	+	0.000	0.000	Merged-chr17-86591130-5
Merged-chr10-21994609-61	chr10	21994257	21995274	+	0.000	0.000	Merged-chr10-21994609-61
Merged-chr8-35426001-1	chr8	35425903	35426101	+	0.000	0.000	Merged-chr8-35426001-1
Merged-chr3-144028249-1	chr3	144028151	144028349	+	0.000	0.000	Merged-chr3-144028249-1
Merged-chr7-110978086-35	chr7	110977490	110978312	+	0.000	0.000	Merged-chr7-110978086-35
Merged-chr1-169519600-1	chr1	169519502	169519700	+	0.000	0.000	Merged-chr1-169519600-1
Merged-chr7-143696292-3	chr7	143696161	143696430	+	0.000	0.000	Merged-chr7-143696292-3
Merged-chr14-100115825-3	chr14	100115654	100115971	+	0.000	0.000	Merged-chr14-100115825-3
Merged-chr5-100498698-59	chr5	100498541	100499009	+	0.000	0.000	Merged-chr5-100498698-59
Merged-chr11-116087741-1	chr11	116087643	116087841	+	0.000	0.000	Merged-chr11-116087741-1
Merged-chr9-72449677-41	chr9	72449325	72449894	+	0.000	0.000	Merged-chr9-72449677-41
Merged-chr2-30985659-1	chr2	30985561	30985759	+	0.000	0.000	Merged-chr2-30985659-1
Merged-chr13-64152248-20	chr13	64151955	64152528	+	0.000	0.000	Merged-chr13-64152248-20
Merged-chr13-95742219-17	chr13	95741997	95742661	+	0.000	0.000	Merged-chr13-95742219-17
Merged-chr1-88684968-21	chr1	88684737	88685178	+	0.000	0.000	Merged-chr1-88684968-21
Merged-chr7-80445697-13	chr7	80445370	80445962	+	0.000	0.000	Merged-chr7-80445697-13
Merged-chr2-127832028-64	chr2	127831822	127832396	+	0.000	0.000	Merged-chr2-127832028-64
Merged-chr18-70570683-1	chr18	70570585	70570783	+	0.000	0.000	Merged-chr18-70570683-1
Merged-chr18-4921642-111	chr18	4920845	4922490	+	0.000	0.000	Merged-chr18-4921642-111
Merged-chr2-45108808-22	chr2	45108591	45109203	+	0.000	0.000	Merged-chr2-45108808-22
Merged-chr2-5845147-67	chr2	5844919	5845356	+	0.000	0.000	Merged-chr2-5845147-67
Merged-chr14-73146853-3	chr14	73146717	73146972	+	0.000	0.000	Merged-chr14-73146853-3
Merged-chr1-144256856-41	chr1	144256581	144257145	+	0.000	0.000	Merged-chr1-144256856-41
Merged-chr6-35177687-66	chr6	35177445	35177872	+	0.000	0.000	Merged-chr6-35177687-66
Merged-chr15-55097336-26	chr15	55097093	55097594	+	0.000	0.000	Merged-chr15-55097336-26
Merged-chr9-43989481-2	chr9	43989354	43989611	+	0.000	0.000	Merged-chr9-43989481-2
Merged-chr19-8695569-23	chr19	8695306	8695750	+	0.000	0.000	Merged-chr19-8695569-23
Merged-chr16-13819185-114	chr16	13818934	13819634	+	0.000	0.000	Merged-chr16-13819185-114
Merged-chr18-56500973-1	chr18	56500875	56501073	+	0.000	0.000	Merged-chr18-56500973-1
Merged-chr2-27745249-10	chr2	27745020	27745657	+	0.000	0.000	Merged-chr2-27745249-10
Merged-chr14-61601511-3	chr14	61601406	61601626	+	0.000	0.000	Merged-chr14-61601511-3
Merged-chr17-50190024-113	chr17	50189398	50190798	+	0.000	0.000	Merged-chr17-50190024-113
Merged-chr2-26663568-32	chr2	26663176	26663935	+	0.000	0.000	Merged-chr2-26663568-32
Merged-chr11-75193070-5	chr11	75192913	75193217	+	0.000	0.000	Merged-chr11-75193070-5
Merged-chr16-95728966-56	chr16	95728779	95729195	+	0.000	0.000	Merged-chr16-95728966-56
Merged-chr6-57703112-79	chr6	57702928	57703345	+	0.000	0.000	Merged-chr6-57703112-79
Merged-chr4-40853905-89	chr4	40853550	40854184	+	0.000	0.000	Merged-chr4-40853905-89
Merged-chr17-12810584-23	chr17	12810376	12810937	+	0.000	0.000	Merged-chr17-12810584-23
Merged-chr9-44482815-42	chr9	44482531	44483060	+	0.000	0.000	Merged-chr9-44482815-42
Merged-chr18-62178812-3	chr18	62178627	62178981	+	0.000	0.000	Merged-chr18-62178812-3
Merged-chr2-4864669-14	chr2	4864417	4864890	+	0.000	0.000	Merged-chr2-4864669-14
Merged-chr13-100782692-1	chr13	100782594	100782792	+	0.000	0.000	Merged-chr13-100782692-1
Merged-chr10-95563975-103	chr10	95563591	95564458	+	0.000	0.000	Merged-chr10-95563975-103
Merged-chr17-31790802-9	chr17	31790607	31790979	+	0.000	0.000	Merged-chr17-31790802-9
Merged-chr12-100907749-1	chr12	100907651	100907849	+	0.000	0.000	Merged-chr12-100907749-1
Merged-chr5-29735976-70	chr5	29735610	29736186	+	0.000	0.000	Merged-chr5-29735976-70
Merged-chr19-53312660-14	chr19	53312260	53312889	+	0.000	0.000	Merged-chr19-53312660-14
Merged-chr1-74506129-86	chr1	74505804	74506405	+	0.000	0.000	Merged-chr1-74506129-86
Merged-chr8-115189297-19	chr8	115189131	115189477	+	0.000	0.000	Merged-chr8-115189297-19
Merged-chr5-107597762-77	chr5	107597540	107598050	+	0.000	0.000	Merged-chr5-107597762-77
Merged-chr1-38886184-31	chr1	38885978	38886358	+	0.000	0.000	Merged-chr1-38886184-31
Merged-chr4-117182553-85	chr4	117182354	117182884	+	0.000	0.000	Merged-chr4-117182553-85
Merged-chr2-163698262-32	chr2	163697993	163698584	+	0.000	0.000	Merged-chr2-163698262-32
Merged-chr14-62332289-81	chr14	62331991	62332696	+	0.000	0.000	Merged-chr14-62332289-81
Merged-chr9-64914839-18	chr9	64914596	64915033	+	0.000	0.000	Merged-chr9-64914839-18
Merged-chr2-127922166-31	chr2	127921982	127922400	+	0.000	0.000	Merged-chr2-127922166-31
Merged-chr13-92354723-122	chr13	92354508	92355084	+	0.000	0.000	Merged-chr13-92354723-122
Merged-chr16-36708253-2	chr16	36708137	36708371	+	0.000	0.000	Merged-chr16-36708253-2
Merged-chr11-120348505-57	chr11	120348098	120348857	+	0.000	0.000	Merged-chr11-120348505-57
Merged-chr3-38497155-35	chr3	38496944	38497434	+	0.000	0.000	Merged-chr3-38497155-35
Merged-chr6-67318064-30	chr6	67317673	67318379	+	0.000	0.000	Merged-chr6-67318064-30
Merged-chr3-38568703-18	chr3	38568492	38568951	+	0.000	0.000	Merged-chr3-38568703-18
Merged-chr4-8775093-51	chr4	8774903	8775296	+	0.000	0.000	Merged-chr4-8775093-51
Merged-chr7-110254224-22	chr7	110253939	110254579	+	0.000	0.000	Merged-chr7-110254224-22
Merged-chr6-135433920-18	chr6	135433711	135434082	+	0.000	0.000	Merged-chr6-135433920-18
Merged-chr6-122742614-91	chr6	122742093	122743033	+	0.000	0.000	Merged-chr6-122742614-91
Merged-chr1-128080659-1	chr1	128080561	128080759	+	0.000	0.000	Merged-chr1-128080659-1
Merged-chr11-119023765-1	chr11	119023667	119023865	+	0.000	0.000	Merged-chr11-119023765-1
Merged-chr13-114076115-29	chr13	114075887	114076367	+	0.000	0.000	Merged-chr13-114076115-29
Merged-chr18-14685216-10	chr18	14685047	14685383	+	0.000	0.000	Merged-chr18-14685216-10
Merged-chr11-51650641-84	chr11	51649697	51651292	+	0.000	0.000	Merged-chr11-51650641-84
Merged-chr12-16258722-16	chr12	16258325	16258950	+	0.000	0.000	Merged-chr12-16258722-16
Merged-chr15-36794139-25	chr15	36793900	36794524	+	0.000	0.000	Merged-chr15-36794139-25
Merged-chr3-59262212-10	chr3	59262013	59262387	+	0.000	0.000	Merged-chr3-59262212-10
Merged-chr9-32495799-63	chr9	32495297	32496106	+	0.000	0.000	Merged-chr9-32495799-63
Merged-chr14-59691138-19	chr14	59690933	59691326	+	0.000	0.000	Merged-chr14-59691138-19
Merged-chr17-56040383-48	chr17	56040165	56040663	+	0.000	0.000	Merged-chr17-56040383-48
Merged-chr18-83804627-3	chr18	83804515	83804736	+	0.000	0.000	Merged-chr18-83804627-3
Merged-chr6-48818082-13	chr6	48817945	48818226	+	0.000	0.000	Merged-chr6-48818082-13
Merged-chr9-69288990-1	chr9	69288892	69289090	+	0.000	0.000	Merged-chr9-69288990-1
Merged-chr5-91272085-1	chr5	91271987	91272185	+	0.000	0.000	Merged-chr5-91272085-1
Merged-chr6-42380729-15	chr6	42380486	42380953	+	0.000	0.000	Merged-chr6-42380729-15
Merged-chr13-22041216-55	chr13	22040976	22041381	+	0.000	0.000	Merged-chr13-22041216-55
Merged-chr7-119895842-81	chr7	119895590	119896141	+	0.000	0.000	Merged-chr7-119895842-81
Merged-chr9-24378983-1	chr9	24378885	24379083	+	0.000	0.000	Merged-chr9-24378983-1
Merged-chr2-29869512-70	chr2	29869093	29869939	+	0.000	0.000	Merged-chr2-29869512-70
Merged-chr2-181375912-7	chr2	181375777	181376086	+	0.000	0.000	Merged-chr2-181375912-7
Merged-chr3-9911092-20	chr3	9910869	9911300	+	0.000	0.000	Merged-chr3-9911092-20
Merged-chr10-81551750-43	chr10	81551552	81551936	+	0.000	0.000	Merged-chr10-81551750-43
Merged-chr10-110931585-1	chr10	110931487	110931685	+	0.000	0.000	Merged-chr10-110931585-1
Merged-chr18-84026622-26	chr18	84026404	84026826	+	0.000	0.000	Merged-chr18-84026622-26
Merged-chr7-92252420-1	chr7	92252322	92252520	+	0.000	0.000	Merged-chr7-92252420-1
Merged-chr7-45078606-1	chr7	45078508	45078706	+	0.000	0.000	Merged-chr7-45078606-1
Merged-chr18-5162694-100	chr18	5162232	5163716	+	0.000	0.000	Merged-chr18-5162694-100
Merged-chr13-23581680-55	chr13	23581505	23581850	+	0.000	0.000	Merged-chr13-23581680-55
Merged-chr17-50132792-1	chr17	50132694	50132892	+	0.000	0.000	Merged-chr17-50132792-1
Merged-chr2-3739754-5	chr2	3739602	3739876	+	0.000	0.000	Merged-chr2-3739754-5
Merged-chr18-23803965-77	chr18	23803562	23804314	+	0.000	0.000	Merged-chr18-23803965-77
Merged-chrX-36598842-1	chrX	36598744	36598942	+	0.000	0.000	Merged-chrX-36598842-1
Merged-chr15-96720401-25	chr15	96720123	96720604	+	0.000	0.000	Merged-chr15-96720401-25
Merged-chrX-51205943-13	chrX	51205744	51206132	+	0.000	0.000	Merged-chrX-51205943-13
Merged-chr8-122476089-57	chr8	122475786	122476342	+	0.000	0.000	Merged-chr8-122476089-57
Merged-chr18-73814772-1	chr18	73814674	73814872	+	0.000	0.000	Merged-chr18-73814772-1
