#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_I--ATAC_peaks.bed all.df.numx.c5-Bcl6KO_Th1_vs_Naive.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Bcl6KO_Th1_vs_Naive.up.bed
Merged-chr5-113537902-6	chr5	113537780	113538057	+	0.000	0.000	Merged-chr5-113537902-6
Merged-chr16-91781071-63	chr16	91780383	91781416	+	0.000	0.000	Merged-chr16-91781071-63
Merged-chr10-9821485-30	chr10	9821316	9821663	+	0.000	0.000	Merged-chr10-9821485-30
Merged-chr5-77086649-7	chr5	77086459	77086801	+	0.000	0.000	Merged-chr5-77086649-7
Merged-chr7-28866044-60	chr7	28865774	28866333	+	0.000	0.000	Merged-chr7-28866044-60
Merged-chr4-117123817-7	chr4	117123639	117123980	+	0.000	0.000	Merged-chr4-117123817-7
Merged-chr11-68434991-1	chr11	68434893	68435091	+	0.000	0.000	Merged-chr11-68434991-1
Merged-chr4-135043975-12	chr4	135043767	135044156	+	0.000	0.000	Merged-chr4-135043975-12
Merged-chr8-115825657-1	chr8	115825559	115825757	+	0.000	0.000	Merged-chr8-115825657-1
Merged-chr4-89486149-23	chr4	89485976	89486344	+	0.000	0.000	Merged-chr4-89486149-23
Merged-chr17-50148334-29	chr17	50148141	50148597	+	0.000	0.000	Merged-chr17-50148334-29
Merged-chr15-55699814-18	chr15	55699479	55700098	+	0.000	0.000	Merged-chr15-55699814-18
Merged-chr12-116466575-1	chr12	116466477	116466675	+	0.000	0.000	Merged-chr12-116466575-1
Merged-chr6-35459715-8	chr6	35459546	35459857	+	0.000	0.000	Merged-chr6-35459715-8
Merged-chr18-73622627-1	chr18	73622529	73622727	+	0.000	0.000	Merged-chr18-73622627-1
Merged-chr15-12008199-38	chr15	12008002	12008406	+	0.000	0.000	Merged-chr15-12008199-38
Merged-chr11-105589746-85	chr11	105589287	105590058	+	0.000	0.000	Merged-chr11-105589746-85
Merged-chr1-138963016-1	chr1	138962918	138963116	+	0.000	0.000	Merged-chr1-138963016-1
Merged-chr6-67395725-22	chr6	67395519	67396104	+	0.000	0.000	Merged-chr6-67395725-22
Merged-chr8-115222208-2	chr8	115222067	115222352	+	0.000	0.000	Merged-chr8-115222208-2
Merged-chr8-115234193-65	chr8	115233971	115234485	+	0.000	0.000	Merged-chr8-115234193-65
Merged-chr11-104639154-13	chr11	104638961	104639339	+	0.000	0.000	Merged-chr11-104639154-13
Merged-chr16-52443812-58	chr16	52443408	52444242	+	0.000	0.000	Merged-chr16-52443812-58
Merged-chr4-135285942-7	chr4	135285745	135286235	+	0.000	0.000	Merged-chr4-135285942-7
Merged-chr1-127626553-126	chr1	127625450	127627818	+	0.000	0.000	Merged-chr1-127626553-126
Merged-chr2-129182539-1	chr2	129182441	129182639	+	0.000	0.000	Merged-chr2-129182539-1
Merged-chr8-22185664-67	chr8	22184891	22185999	+	0.000	0.000	Merged-chr8-22185664-67
Merged-chrX-169320402-45	chrX	169320208	169320618	+	0.000	0.000	Merged-chrX-169320402-45
Merged-chr10-19597757-16	chr10	19597501	19598047	+	0.000	0.000	Merged-chr10-19597757-16
Merged-chr3-93556036-11	chr3	93555898	93556274	+	0.000	0.000	Merged-chr3-93556036-11
Merged-chr5-150259187-1	chr5	150259089	150259287	+	0.000	0.000	Merged-chr5-150259187-1
Merged-chr4-136160347-19	chr4	136160092	136160583	+	0.000	0.000	Merged-chr4-136160347-19
Merged-chr11-76846088-83	chr11	76845559	76846568	+	0.000	0.000	Merged-chr11-76846088-83
Merged-chr5-139303910-62	chr5	139303604	139304249	+	0.000	0.000	Merged-chr5-139303910-62
Merged-chr13-114886782-3	chr13	114886684	114886882	+	0.000	0.000	Merged-chr13-114886782-3
Merged-chr10-26228346-20	chr10	26228079	26228509	+	0.000	0.000	Merged-chr10-26228346-20
Merged-chr13-45911242-9	chr13	45911070	45911428	+	0.000	0.000	Merged-chr13-45911242-9
Merged-chr11-101171521-37	chr11	101171123	101171837	+	0.000	0.000	Merged-chr11-101171521-37
Merged-chr16-33012381-12	chr16	33012182	33012628	+	0.000	0.000	Merged-chr16-33012381-12
Merged-chr12-54998601-1	chr12	54998503	54998701	+	0.000	0.000	Merged-chr12-54998601-1
Merged-chr1-37678548-4	chr1	37678357	37678792	+	0.000	0.000	Merged-chr1-37678548-4
Merged-chr3-95929938-53	chr3	95929413	95930445	+	0.000	0.000	Merged-chr3-95929938-53
Merged-chr11-98907810-50	chr11	98907583	98908087	+	0.000	0.000	Merged-chr11-98907810-50
Merged-chr3-102726121-2	chr3	102726000	102726244	+	0.000	0.000	Merged-chr3-102726121-2
Merged-chr2-126502274-8	chr2	126502099	126502482	+	0.000	0.000	Merged-chr2-126502274-8
Merged-chr19-55261616-5	chr19	55261480	55261739	+	0.000	0.000	Merged-chr19-55261616-5
Merged-chr19-56680835-51	chr19	56679966	56681370	+	0.000	0.000	Merged-chr19-56680835-51
Merged-chr7-139224497-1	chr7	139224399	139224597	+	0.000	0.000	Merged-chr7-139224497-1
Merged-chr1-166429186-23	chr1	166428984	166429373	+	0.000	0.000	Merged-chr1-166429186-23
Merged-chr6-67415490-39	chr6	67415253	67415683	+	0.000	0.000	Merged-chr6-67415490-39
Merged-chr11-82235744-34	chr11	82235514	82235973	+	0.000	0.000	Merged-chr11-82235744-34
Merged-chr9-75071464-85	chr9	75071110	75071675	+	0.000	0.000	Merged-chr9-75071464-85
Merged-chr11-104614030-34	chr11	104613572	104614562	+	0.000	0.000	Merged-chr11-104614030-34
Merged-chr15-78495177-43	chr15	78494931	78495440	+	0.000	0.000	Merged-chr15-78495177-43
Merged-chr18-21009610-34	chr18	21009432	21010023	+	0.000	0.000	Merged-chr18-21009610-34
Merged-chr8-105270328-44	chr8	105269664	105270956	+	0.000	0.000	Merged-chr8-105270328-44
Merged-chr8-115445363-15	chr8	115445192	115445512	+	0.000	0.000	Merged-chr8-115445363-15
Merged-chr2-167345206-1	chr2	167345108	167345306	+	0.000	0.000	Merged-chr2-167345206-1
Merged-chr19-41263347-13	chr19	41263233	41263540	+	0.000	0.000	Merged-chr19-41263347-13
Merged-chr11-99012536-12	chr11	99012382	99012756	+	0.000	0.000	Merged-chr11-99012536-12
Merged-chrX-159257265-34	chrX	159257041	159257441	+	0.000	0.000	Merged-chrX-159257265-34
Merged-chr9-122246104-16	chr9	122245939	122246291	+	0.000	0.000	Merged-chr9-122246104-16
Merged-chr3-96564704-26	chr3	96564306	96564989	+	0.000	0.000	Merged-chr3-96564704-26
Merged-chr11-53768829-11	chr11	53768677	53768990	+	0.000	0.000	Merged-chr11-53768829-11
Merged-chr3-30876888-40	chr3	30876345	30877697	+	0.000	0.000	Merged-chr3-30876888-40
Merged-chr4-8842999-47	chr4	8842774	8843241	+	0.000	0.000	Merged-chr4-8842999-47
Merged-chr19-56547872-1	chr19	56547774	56547972	+	0.000	0.000	Merged-chr19-56547872-1
Merged-chr4-141874897-70	chr4	141874249	141875261	+	0.000	0.000	Merged-chr4-141874897-70
Merged-chr19-55860279-23	chr19	55860071	55860554	+	0.000	0.000	Merged-chr19-55860279-23
Merged-chr15-52753108-1	chr15	52753010	52753208	+	0.000	0.000	Merged-chr15-52753108-1
Merged-chr3-67463507-135	chr3	67462837	67464120	+	0.000	0.000	Merged-chr3-67463507-135
Merged-chr2-79227897-44	chr2	79227685	79228142	+	0.000	0.000	Merged-chr2-79227897-44
Merged-chr5-105443564-46	chr5	105443403	105443798	+	0.000	0.000	Merged-chr5-105443564-46
Merged-chr12-100705142-10	chr12	100704952	100705324	+	0.000	0.000	Merged-chr12-100705142-10
Merged-chr2-131190584-2	chr2	131190486	131190684	+	0.000	0.000	Merged-chr2-131190584-2
Merged-chr13-60936637-56	chr13	60936108	60936904	+	0.000	0.000	Merged-chr13-60936637-56
Merged-chr4-89351221-94	chr4	89350907	89351559	+	0.000	0.000	Merged-chr4-89351221-94
Merged-chr12-70891118-10	chr12	70890876	70891312	+	0.000	0.000	Merged-chr12-70891118-10
Merged-chr11-68452404-40	chr11	68452252	68452537	+	0.000	0.000	Merged-chr11-68452404-40
Merged-chr11-68418005-32	chr11	68417819	68418198	+	0.000	0.000	Merged-chr11-68418005-32
Merged-chrX-167092139-46	chrX	167091828	167092340	+	0.000	0.000	Merged-chrX-167092139-46
Merged-chr1-171661662-20	chr1	171661493	171661871	+	0.000	0.000	Merged-chr1-171661662-20
Merged-chr9-37552057-6	chr9	37551842	37552239	+	0.000	0.000	Merged-chr9-37552057-6
Merged-chr13-43261701-66	chr13	43261242	43262035	+	0.000	0.000	Merged-chr13-43261701-66
Merged-chr13-100775839-52	chr13	100775617	100776082	+	0.000	0.000	Merged-chr13-100775839-52
Merged-chr13-114908089-7	chr13	114907921	114908280	+	0.000	0.000	Merged-chr13-114908089-7
Merged-chr11-46127089-49	chr11	46126847	46127496	+	0.000	0.000	Merged-chr11-46127089-49
Merged-chr14-121326588-7	chr14	121326467	121326708	+	0.000	0.000	Merged-chr14-121326588-7
Merged-chr13-23746303-126	chr13	23745933	23746821	+	0.000	0.000	Merged-chr13-23746303-126
Merged-chr1-153749539-69	chr1	153749233	153749742	+	0.000	0.000	Merged-chr1-153749539-69
Merged-chr8-70808420-14	chr8	70808219	70808598	+	0.000	0.000	Merged-chr8-70808420-14
Merged-chr9-72958850-50	chr9	72958661	72959101	+	0.000	0.000	Merged-chr9-72958850-50
Merged-chr15-73743819-30	chr15	73743595	73744117	+	0.000	0.000	Merged-chr15-73743819-30
Merged-chr7-119872260-31	chr7	119872030	119872500	+	0.000	0.000	Merged-chr7-119872260-31
Merged-chr17-83822053-5	chr17	83821874	83822278	+	0.000	0.000	Merged-chr17-83822053-5
Merged-chr16-37010560-10	chr16	37010384	37010741	+	0.000	0.000	Merged-chr16-37010560-10
Merged-chr11-76821628-1	chr11	76821530	76821728	+	0.000	0.000	Merged-chr11-76821628-1
Merged-chr1-177010372-1	chr1	177010274	177010472	+	0.000	0.000	Merged-chr1-177010372-1
Merged-chr2-11651673-28	chr2	11651411	11651872	+	0.000	0.000	Merged-chr2-11651673-28
Merged-chr18-4303290-53	chr18	4302991	4303647	+	0.000	0.000	Merged-chr18-4303290-53
Merged-chr8-46641508-48	chr8	46641222	46641752	+	0.000	0.000	Merged-chr8-46641508-48
Merged-chr11-88047765-107	chr11	88047166	88048634	+	0.000	0.000	Merged-chr11-88047765-107
Merged-chr6-108660367-122	chr6	108659865	108661269	+	0.000	0.000	Merged-chr6-108660367-122
Merged-chr3-96563377-23	chr3	96563085	96563674	+	0.000	0.000	Merged-chr3-96563377-23
Merged-chr4-116789146-13	chr4	116788972	116789314	+	0.000	0.000	Merged-chr4-116789146-13
Merged-chr19-18618665-1	chr19	18618567	18618765	+	0.000	0.000	Merged-chr19-18618665-1
Merged-chr12-86678966-40	chr12	86678666	86679454	+	0.000	0.000	Merged-chr12-86678966-40
Merged-chr4-147960404-28	chr4	147960192	147960699	+	0.000	0.000	Merged-chr4-147960404-28
Merged-chr15-99643998-26	chr15	99643787	99644245	+	0.000	0.000	Merged-chr15-99643998-26
Merged-chr5-77095134-79	chr5	77094817	77095591	+	0.000	0.000	Merged-chr5-77095134-79
Merged-chr16-91755082-17	chr16	91754912	91755294	+	0.000	0.000	Merged-chr16-91755082-17
Merged-chr19-38931677-1	chr19	38931579	38931777	+	0.000	0.000	Merged-chr19-38931677-1
Merged-chr13-43246998-26	chr13	43246697	43247235	+	0.000	0.000	Merged-chr13-43246998-26
Merged-chr17-44614219-8	chr17	44613934	44614494	+	0.000	0.000	Merged-chr17-44614219-8
Merged-chr19-12575825-3	chr19	12575628	12575998	+	0.000	0.000	Merged-chr19-12575825-3
Merged-chr8-46636605-4	chr8	46636467	46636820	+	0.000	0.000	Merged-chr8-46636605-4
Merged-chr11-110483366-35	chr11	110483080	110483662	+	0.000	0.000	Merged-chr11-110483366-35
Merged-chr2-4872960-25	chr2	4872784	4873167	+	0.000	0.000	Merged-chr2-4872960-25
Merged-chr2-126467944-38	chr2	126467395	126468170	+	0.000	0.000	Merged-chr2-126467944-38
Merged-chr1-43224405-37	chr1	43224182	43224758	+	0.000	0.000	Merged-chr1-43224405-37
Merged-chr13-63141358-58	chr13	63140984	63141734	+	0.000	0.000	Merged-chr13-63141358-58
Merged-chr7-97371683-55	chr7	97371439	97371938	+	0.000	0.000	Merged-chr7-97371683-55
Merged-chr4-45342662-1	chr4	45342564	45342762	+	0.000	0.000	Merged-chr4-45342662-1
Merged-chr17-86962989-104	chr17	86962419	86963450	+	0.000	0.000	Merged-chr17-86962989-104
Merged-chr14-7791631-72	chr14	7791337	7791940	+	0.000	0.000	Merged-chr14-7791631-72
Merged-chr15-81960727-98	chr15	81960525	81961068	+	0.000	0.000	Merged-chr15-81960727-98
Merged-chr13-59656636-89	chr13	59656314	59657019	+	0.000	0.000	Merged-chr13-59656636-89
Merged-chr11-95356897-59	chr11	95356506	95357165	+	0.000	0.000	Merged-chr11-95356897-59
Merged-chr9-119093420-49	chr9	119092886	119094002	+	0.000	0.000	Merged-chr9-119093420-49
Merged-chr4-149542129-26	chr4	149541878	149542438	+	0.000	0.000	Merged-chr4-149542129-26
Merged-chr8-70342145-6	chr8	70341928	70342325	+	0.000	0.000	Merged-chr8-70342145-6
Merged-chr13-45862002-29	chr13	45861786	45862230	+	0.000	0.000	Merged-chr13-45862002-29
Merged-chr8-115117681-6	chr8	115117438	115117856	+	0.000	0.000	Merged-chr8-115117681-6
Merged-chr9-106306956-36	chr9	106306679	106307157	+	0.000	0.000	Merged-chr9-106306956-36
Merged-chr11-104667644-45	chr11	104667422	104667918	+	0.000	0.000	Merged-chr11-104667644-45
Merged-chr2-79122721-3	chr2	79122611	79122841	+	0.000	0.000	Merged-chr2-79122721-3
Merged-chr1-182280759-6	chr1	182280614	182280932	+	0.000	0.000	Merged-chr1-182280759-6
Merged-chr6-99666817-4	chr6	99666607	99667017	+	0.000	0.000	Merged-chr6-99666817-4
Merged-chr5-105138771-1	chr5	105138673	105138871	+	0.000	0.000	Merged-chr5-105138771-1
Merged-chr2-11361152-13	chr2	11360988	11361345	+	0.000	0.000	Merged-chr2-11361152-13
Merged-chr18-73573903-3	chr18	73573793	73574027	+	0.000	0.000	Merged-chr18-73573903-3
Merged-chr13-101756830-17	chr13	101756651	101757044	+	0.000	0.000	Merged-chr13-101756830-17
Merged-chr5-110286612-1	chr5	110286514	110286712	+	0.000	0.000	Merged-chr5-110286612-1
Merged-chr9-35016972-25	chr9	35016773	35017180	+	0.000	0.000	Merged-chr9-35016972-25
Merged-chr5-107967082-23	chr5	107966862	107967264	+	0.000	0.000	Merged-chr5-107967082-23
Merged-chr7-119855035-12	chr7	119854857	119855206	+	0.000	0.000	Merged-chr7-119855035-12
Merged-chr7-130632261-1	chr7	130632163	130632361	+	0.000	0.000	Merged-chr7-130632261-1
Merged-chr7-123355852-1	chr7	123355754	123355952	+	0.000	0.000	Merged-chr7-123355852-1
Merged-chr9-24498129-8	chr9	24497997	24498272	+	0.000	0.000	Merged-chr9-24498129-8
Merged-chr6-120324569-14	chr6	120324311	120324729	+	0.000	0.000	Merged-chr6-120324569-14
Merged-chr14-20784925-1	chr14	20784827	20785025	+	0.000	0.000	Merged-chr14-20784925-1
Merged-chr1-133816829-1	chr1	133816731	133816929	+	0.000	0.000	Merged-chr1-133816829-1
Merged-chr5-115845068-57	chr5	115844802	115845486	+	0.000	0.000	Merged-chr5-115845068-57
Merged-chrX-71556831-6	chrX	71556583	71557000	+	0.000	0.000	Merged-chrX-71556831-6
Merged-chr19-11055893-27	chr19	11055629	11056080	+	0.000	0.000	Merged-chr19-11055893-27
Merged-chr10-91167120-36	chr10	91166945	91167284	+	0.000	0.000	Merged-chr10-91167120-36
Merged-chr11-116624122-60	chr11	116623741	116624474	+	0.000	0.000	Merged-chr11-116624122-60
Merged-chr11-68464408-16	chr11	68464196	68464601	+	0.000	0.000	Merged-chr11-68464408-16
Merged-chr7-110978086-35	chr7	110977490	110978312	+	0.000	0.000	Merged-chr7-110978086-35
Merged-chr7-143696292-3	chr7	143696161	143696430	+	0.000	0.000	Merged-chr7-143696292-3
Merged-chr5-112297415-51	chr5	112297160	112297836	+	0.000	0.000	Merged-chr5-112297415-51
Merged-chr11-53786697-28	chr11	53786419	53786933	+	0.000	0.000	Merged-chr11-53786697-28
Merged-chr7-135966046-1	chr7	135965948	135966146	+	0.000	0.000	Merged-chr7-135966046-1
Merged-chr6-70831450-1	chr6	70831352	70831550	+	0.000	0.000	Merged-chr6-70831450-1
Merged-chr2-128499903-59	chr2	128499466	128500217	+	0.000	0.000	Merged-chr2-128499903-59
Merged-chrX-142384466-2	chrX	142384284	142384650	+	0.000	0.000	Merged-chrX-142384466-2
Merged-chr10-44724083-14	chr10	44723906	44724262	+	0.000	0.000	Merged-chr10-44724083-14
Merged-chr18-38352312-4	chr18	38352169	38352436	+	0.000	0.000	Merged-chr18-38352312-4
Merged-chr17-28486043-70	chr17	28485730	28486426	+	0.000	0.000	Merged-chr17-28486043-70
Merged-chr10-41978788-45	chr10	41978498	41979039	+	0.000	0.000	Merged-chr10-41978788-45
Merged-chr9-52261753-18	chr9	52261505	52262010	+	0.000	0.000	Merged-chr9-52261753-18
Merged-chr17-73710320-32	chr17	73709983	73710611	+	0.000	0.000	Merged-chr17-73710320-32
Merged-chr1-182282541-87	chr1	182281926	182282889	+	0.000	0.000	Merged-chr1-182282541-87
Merged-chr6-8736179-83	chr6	8735595	8736702	+	0.000	0.000	Merged-chr6-8736179-83
Merged-chr2-65199920-22	chr2	65199674	65200152	+	0.000	0.000	Merged-chr2-65199920-22
Merged-chr17-56954903-8	chr17	56954755	56955061	+	0.000	0.000	Merged-chr17-56954903-8
Merged-chr6-99666119-139	chr6	99665635	99666549	+	0.000	0.000	Merged-chr6-99666119-139
Merged-chr5-113815969-36	chr5	113815570	113816191	+	0.000	0.000	Merged-chr5-113815969-36
Merged-chr5-100621410-46	chr5	100621008	100622106	+	0.000	0.000	Merged-chr5-100621410-46
Merged-chr18-25505224-41	chr18	25504845	25505545	+	0.000	0.000	Merged-chr18-25505224-41
Merged-chrX-157487611-2	chrX	157487489	157487736	+	0.000	0.000	Merged-chrX-157487611-2
Merged-chr1-184741519-9	chr1	184741304	184741673	+	0.000	0.000	Merged-chr1-184741519-9
Merged-chr2-75832338-83	chr2	75832057	75832595	+	0.000	0.000	Merged-chr2-75832338-83
Merged-chr11-80089472-35	chr11	80089256	80089759	+	0.000	0.000	Merged-chr11-80089472-35
Merged-chr2-27730636-19	chr2	27730393	27730922	+	0.000	0.000	Merged-chr2-27730636-19
Merged-chr5-100572278-24	chr5	100572086	100572542	+	0.000	0.000	Merged-chr5-100572278-24
Merged-chr17-36001765-70	chr17	36001232	36002223	+	0.000	0.000	Merged-chr17-36001765-70
Merged-chr10-41937376-26	chr10	41937098	41937596	+	0.000	0.000	Merged-chr10-41937376-26
Merged-chr19-11045347-81	chr19	11045078	11045784	+	0.000	0.000	Merged-chr19-11045347-81
Merged-chr2-9748530-32	chr2	9748340	9748783	+	0.000	0.000	Merged-chr2-9748530-32
Merged-chr1-176827492-35	chr1	176827054	176827901	+	0.000	0.000	Merged-chr1-176827492-35
Merged-chr2-26663568-32	chr2	26663176	26663935	+	0.000	0.000	Merged-chr2-26663568-32
Merged-chr2-65239330-1	chr2	65239232	65239430	+	0.000	0.000	Merged-chr2-65239330-1
Merged-chr11-74554806-1	chr11	74554708	74554906	+	0.000	0.000	Merged-chr11-74554806-1
Merged-chr13-98684546-11	chr13	98684324	98684719	+	0.000	0.000	Merged-chr13-98684546-11
Merged-chr11-97125077-5	chr11	97124816	97125395	+	0.000	0.000	Merged-chr11-97125077-5
Merged-chr9-44482815-42	chr9	44482531	44483060	+	0.000	0.000	Merged-chr9-44482815-42
Merged-chr6-82774967-4	chr6	82774835	82775171	+	0.000	0.000	Merged-chr6-82774967-4
Merged-chr2-126499929-54	chr2	126499583	126500273	+	0.000	0.000	Merged-chr2-126499929-54
Merged-chr2-128073179-40	chr2	128072666	128073464	+	0.000	0.000	Merged-chr2-128073179-40
Merged-chr9-44011189-9	chr9	44011033	44011409	+	0.000	0.000	Merged-chr9-44011189-9
Merged-chr7-74529693-87	chr7	74529323	74530172	+	0.000	0.000	Merged-chr7-74529693-87
Merged-chr2-9607843-12	chr2	9607652	9607989	+	0.000	0.000	Merged-chr2-9607843-12
Merged-chr14-100235821-25	chr14	100235298	100236060	+	0.000	0.000	Merged-chr14-100235821-25
Merged-chr7-130706165-1	chr7	130706067	130706265	+	0.000	0.000	Merged-chr7-130706165-1
Merged-chr13-114931861-78	chr13	114931628	114932182	+	0.000	0.000	Merged-chr13-114931861-78
Merged-chr1-131138483-90	chr1	131138213	131138913	+	0.000	0.000	Merged-chr1-131138483-90
Merged-chr2-150915256-26	chr2	150914979	150915567	+	0.000	0.000	Merged-chr2-150915256-26
Merged-chr14-20886359-27	chr14	20886126	20886563	+	0.000	0.000	Merged-chr14-20886359-27
Merged-chr11-46076262-41	chr11	46075939	46076511	+	0.000	0.000	Merged-chr11-46076262-41
Merged-chr14-62332289-81	chr14	62331991	62332696	+	0.000	0.000	Merged-chr14-62332289-81
Merged-chr17-83848354-36	chr17	83847864	83848803	+	0.000	0.000	Merged-chr17-83848354-36
Merged-chr18-73547712-20	chr18	73547489	73547969	+	0.000	0.000	Merged-chr18-73547712-20
Merged-chr14-77874770-63	chr14	77874595	77874951	+	0.000	0.000	Merged-chr14-77874770-63
Merged-chr3-143977087-2	chr3	143976987	143977189	+	0.000	0.000	Merged-chr3-143977087-2
Merged-chr2-66101928-1	chr2	66101830	66102028	+	0.000	0.000	Merged-chr2-66101928-1
Merged-chr5-134266508-58	chr5	134266355	134266740	+	0.000	0.000	Merged-chr5-134266508-58
Merged-chr9-52259787-26	chr9	52259589	52260056	+	0.000	0.000	Merged-chr9-52259787-26
Merged-chr19-56721379-1	chr19	56721281	56721479	+	0.000	0.000	Merged-chr19-56721379-1
Merged-chr4-101062010-28	chr4	101061556	101062296	+	0.000	0.000	Merged-chr4-101062010-28
Merged-chr9-69454002-94	chr9	69453382	69454515	+	0.000	0.000	Merged-chr9-69454002-94
Merged-chr2-105399263-98	chr2	105398994	105399657	+	0.000	0.000	Merged-chr2-105399263-98
Merged-chr13-45850664-56	chr13	45850491	45850940	+	0.000	0.000	Merged-chr13-45850664-56
Merged-chr6-124917606-71	chr6	124917150	124917874	+	0.000	0.000	Merged-chr6-124917606-71
Merged-chr13-63112530-3	chr13	63112429	63112637	+	0.000	0.000	Merged-chr13-63112530-3
Merged-chr1-189597604-14	chr1	189597373	189597857	+	0.000	0.000	Merged-chr1-189597604-14
Merged-chr11-110537806-33	chr11	110537516	110538107	+	0.000	0.000	Merged-chr11-110537806-33
Merged-chr17-57105711-68	chr17	57105315	57106041	+	0.000	0.000	Merged-chr17-57105711-68
Merged-chr17-56906416-18	chr17	56906075	56906720	+	0.000	0.000	Merged-chr17-56906416-18
Merged-chr19-5731735-17	chr19	5731411	5731993	+	0.000	0.000	Merged-chr19-5731735-17
Merged-chr17-56040383-48	chr17	56040165	56040663	+	0.000	0.000	Merged-chr17-56040383-48
Merged-chr3-9863686-1	chr3	9863588	9863786	+	0.000	0.000	Merged-chr3-9863686-1
Merged-chr7-25179611-70	chr7	25179193	25180001	+	0.000	0.000	Merged-chr7-25179611-70
Merged-chr2-11705770-67	chr2	11705483	11706038	+	0.000	0.000	Merged-chr2-11705770-67
Merged-chr11-116623453-11	chr11	116623253	116623627	+	0.000	0.000	Merged-chr11-116623453-11
Merged-chr2-71801040-44	chr2	71800794	71801366	+	0.000	0.000	Merged-chr2-71801040-44
Merged-chr13-22041216-55	chr13	22040976	22041381	+	0.000	0.000	Merged-chr13-22041216-55
Merged-chr14-102811644-20	chr14	102811282	102811842	+	0.000	0.000	Merged-chr14-102811644-20
Merged-chr2-75833051-1	chr2	75832953	75833151	+	0.000	0.000	Merged-chr2-75833051-1
Merged-chr17-44675111-13	chr17	44674717	44675379	+	0.000	0.000	Merged-chr17-44675111-13
Merged-chr14-7819575-11	chr14	7819379	7819765	+	0.000	0.000	Merged-chr14-7819575-11
Merged-chrX-85868335-21	chrX	85868137	85868753	+	0.000	0.000	Merged-chrX-85868335-21
Merged-chr2-29869512-70	chr2	29869093	29869939	+	0.000	0.000	Merged-chr2-29869512-70
Merged-chr11-97127179-61	chr11	97126986	97127515	+	0.000	0.000	Merged-chr11-97127179-61
Merged-chr13-114886416-28	chr13	114886043	114886674	+	0.000	0.000	Merged-chr13-114886416-28
Merged-chr11-104620912-1	chr11	104620814	104621012	+	0.000	0.000	Merged-chr11-104620912-1
Merged-chr11-58189839-18	chr11	58189669	58190054	+	0.000	0.000	Merged-chr11-58189839-18
Merged-chr11-101697250-12	chr11	101697108	101697417	+	0.000	0.000	Merged-chr11-101697250-12
Merged-chr8-115726918-55	chr8	115726622	115727262	+	0.000	0.000	Merged-chr8-115726918-55
Merged-chr8-115475805-13	chr8	115475561	115476126	+	0.000	0.000	Merged-chr8-115475805-13
Merged-chr6-92092253-6	chr6	92091995	92092449	+	0.000	0.000	Merged-chr6-92092253-6
Merged-chr1-127676852-3	chr1	127676726	127676981	+	0.000	0.000	Merged-chr1-127676852-3
Merged-chr11-104590284-37	chr11	104590074	104590579	+	0.000	0.000	Merged-chr11-104590284-37
Merged-chr3-144207712-15	chr3	144207563	144207912	+	0.000	0.000	Merged-chr3-144207712-15
Merged-chr4-154140098-39	chr4	154139640	154140537	+	0.000	0.000	Merged-chr4-154140098-39
Merged-chr19-56685748-31	chr19	56685476	56686160	+	0.000	0.000	Merged-chr19-56685748-31
Merged-chr14-45316143-13	chr14	45315921	45316367	+	0.000	0.000	Merged-chr14-45316143-13
Merged-chr5-139300628-14	chr5	139300441	139300829	+	0.000	0.000	Merged-chr5-139300628-14
Merged-chr9-123941453-43	chr9	123940963	123941707	+	0.000	0.000	Merged-chr9-123941453-43
Merged-chr9-61948155-30	chr9	61947938	61948330	+	0.000	0.000	Merged-chr9-61948155-30
Merged-chr10-44434814-22	chr10	44434634	44434988	+	0.000	0.000	Merged-chr10-44434814-22
Merged-chr13-43245281-1	chr13	43245183	43245381	+	0.000	0.000	Merged-chr13-43245281-1
Merged-chr7-79423104-20	chr7	79422846	79423316	+	0.000	0.000	Merged-chr7-79423104-20
Merged-chr4-89487235-21	chr4	89486999	89487428	+	0.000	0.000	Merged-chr4-89487235-21
Merged-chr3-84848964-30	chr3	84848798	84849161	+	0.000	0.000	Merged-chr3-84848964-30
Merged-chr3-86837478-31	chr3	86837213	86837705	+	0.000	0.000	Merged-chr3-86837478-31
Merged-chr19-5726011-1	chr19	5725913	5726111	+	0.000	0.000	Merged-chr19-5726011-1
Merged-chr16-44339420-21	chr16	44339182	44339633	+	0.000	0.000	Merged-chr16-44339420-21
Merged-chr1-40466797-3	chr1	40466699	40466897	+	0.000	0.000	Merged-chr1-40466797-3
Merged-chr8-3354570-64	chr8	3354292	3354796	+	0.000	0.000	Merged-chr8-3354570-64
Merged-chr4-117124661-56	chr4	117124291	117124962	+	0.000	0.000	Merged-chr4-117124661-56
Merged-chr5-112273170-1	chr5	112273072	112273270	+	0.000	0.000	Merged-chr5-112273170-1
Merged-chr11-104630373-60	chr11	104630058	104630783	+	0.000	0.000	Merged-chr11-104630373-60
Merged-chr9-44022020-1	chr9	44021922	44022120	+	0.000	0.000	Merged-chr9-44022020-1
Merged-chr5-24384639-15	chr5	24384457	24384827	+	0.000	0.000	Merged-chr5-24384639-15
Merged-chr1-191850553-19	chr1	191850288	191850774	+	0.000	0.000	Merged-chr1-191850553-19
