#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TH1_Associated--ATAC_peaks.bed all.df.numx.c5-WT_Tfh_vs_Naive.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-WT_Tfh_vs_Naive.up.bed
Merged-chr1-180393120-36	chr1	180392768	180393400	+	0.000	0.000	Merged-chr1-180393120-36
Merged-chr7-45509924-1	chr7	45509826	45510024	+	0.000	0.000	Merged-chr7-45509924-1
Merged-chr15-66854970-48	chr15	66854779	66855311	+	0.000	0.000	Merged-chr15-66854970-48
Merged-chr11-105589746-85	chr11	105589287	105590058	+	0.000	0.000	Merged-chr11-105589746-85
Merged-chr6-67395725-22	chr6	67395519	67396104	+	0.000	0.000	Merged-chr6-67395725-22
Merged-chr8-115222208-2	chr8	115222067	115222352	+	0.000	0.000	Merged-chr8-115222208-2
Merged-chr8-115234193-65	chr8	115233971	115234485	+	0.000	0.000	Merged-chr8-115234193-65
Merged-chr2-157279201-55	chr2	157278892	157279452	+	0.000	0.000	Merged-chr2-157279201-55
Merged-chr3-146152558-21	chr3	146152354	146152739	+	0.000	0.000	Merged-chr3-146152558-21
Merged-chr9-78641526-12	chr9	78641329	78641713	+	0.000	0.000	Merged-chr9-78641526-12
Merged-chr17-80176240-8	chr17	80176015	80176413	+	0.000	0.000	Merged-chr17-80176240-8
Merged-chr2-163750187-67	chr2	163749862	163750663	+	0.000	0.000	Merged-chr2-163750187-67
Merged-chr1-182515533-1	chr1	182515435	182515633	+	0.000	0.000	Merged-chr1-182515533-1
Merged-chr16-52443812-58	chr16	52443408	52444242	+	0.000	0.000	Merged-chr16-52443812-58
Merged-chr1-176995011-9	chr1	176994820	176995205	+	0.000	0.000	Merged-chr1-176995011-9
Merged-chr1-127626553-126	chr1	127625450	127627818	+	0.000	0.000	Merged-chr1-127626553-126
Merged-chr14-7833590-5	chr14	7833439	7833736	+	0.000	0.000	Merged-chr14-7833590-5
Merged-chr2-129182539-1	chr2	129182441	129182639	+	0.000	0.000	Merged-chr2-129182539-1
Merged-chr7-110824322-44	chr7	110824113	110824568	+	0.000	0.000	Merged-chr7-110824322-44
Merged-chr7-75910458-70	chr7	75910267	75910630	+	0.000	0.000	Merged-chr7-75910458-70
Merged-chr10-81551345-2	chr10	81551247	81551445	+	0.000	0.000	Merged-chr10-81551345-2
Merged-chr1-43472384-5	chr1	43472150	43472617	+	0.000	0.000	Merged-chr1-43472384-5
Merged-chr8-22185664-67	chr8	22184891	22185999	+	0.000	0.000	Merged-chr8-22185664-67
Merged-chr19-4215518-1	chr19	4215420	4215618	+	0.000	0.000	Merged-chr19-4215518-1
Merged-chrX-169320402-45	chrX	169320208	169320618	+	0.000	0.000	Merged-chrX-169320402-45
Merged-chr6-135400519-22	chr6	135400263	135400760	+	0.000	0.000	Merged-chr6-135400519-22
Merged-chr10-19597757-16	chr10	19597501	19598047	+	0.000	0.000	Merged-chr10-19597757-16
Merged-chr3-146127552-12	chr3	146127392	146127740	+	0.000	0.000	Merged-chr3-146127552-12
Merged-chr3-93556036-11	chr3	93555898	93556274	+	0.000	0.000	Merged-chr3-93556036-11
Merged-chr5-150259187-1	chr5	150259089	150259287	+	0.000	0.000	Merged-chr5-150259187-1
Merged-chr5-74284749-3	chr5	74284539	74284946	+	0.000	0.000	Merged-chr5-74284749-3
Merged-chr19-37335116-7	chr19	37334855	37335319	+	0.000	0.000	Merged-chr19-37335116-7
Merged-chr11-76846088-83	chr11	76845559	76846568	+	0.000	0.000	Merged-chr11-76846088-83
Merged-chr11-107012688-58	chr11	107012484	107012977	+	0.000	0.000	Merged-chr11-107012688-58
Merged-chr6-70812066-17	chr6	70811837	70812321	+	0.000	0.000	Merged-chr6-70812066-17
Merged-chr6-137559863-1	chr6	137559765	137559963	+	0.000	0.000	Merged-chr6-137559863-1
Merged-chr8-124317327-6	chr8	124317168	124317489	+	0.000	0.000	Merged-chr8-124317327-6
Merged-chr8-116923775-40	chr8	116923413	116923963	+	0.000	0.000	Merged-chr8-116923775-40
Merged-chr13-114086496-8	chr13	114086286	114086673	+	0.000	0.000	Merged-chr13-114086496-8
Merged-chr5-139303910-62	chr5	139303604	139304249	+	0.000	0.000	Merged-chr5-139303910-62
Merged-chr14-77904427-51	chr14	77904164	77905098	+	0.000	0.000	Merged-chr14-77904427-51
Merged-chr3-90081741-10	chr3	90081480	90081921	+	0.000	0.000	Merged-chr3-90081741-10
Merged-chr13-114886782-3	chr13	114886684	114886882	+	0.000	0.000	Merged-chr13-114886782-3
Merged-chr7-80402640-72	chr7	80402249	80403240	+	0.000	0.000	Merged-chr7-80402640-72
Merged-chr5-63964753-8	chr5	63964544	63964968	+	0.000	0.000	Merged-chr5-63964753-8
Merged-chr9-96119358-68	chr9	96119096	96119592	+	0.000	0.000	Merged-chr9-96119358-68
Merged-chr10-26228346-20	chr10	26228079	26228509	+	0.000	0.000	Merged-chr10-26228346-20
Merged-chr1-151689540-26	chr1	151689127	151689890	+	0.000	0.000	Merged-chr1-151689540-26
Merged-chr17-29395437-29	chr17	29395171	29395732	+	0.000	0.000	Merged-chr17-29395437-29
Merged-chr1-160006258-20	chr1	160006104	160006429	+	0.000	0.000	Merged-chr1-160006258-20
Merged-chr13-45911242-9	chr13	45911070	45911428	+	0.000	0.000	Merged-chr13-45911242-9
Merged-chr16-58519695-16	chr16	58519533	58519835	+	0.000	0.000	Merged-chr16-58519695-16
Merged-chr10-91161323-12	chr10	91161172	91161483	+	0.000	0.000	Merged-chr10-91161323-12
Merged-chr11-101171521-37	chr11	101171123	101171837	+	0.000	0.000	Merged-chr11-101171521-37
Merged-chr2-58179178-61	chr2	58178694	58179519	+	0.000	0.000	Merged-chr2-58179178-61
Merged-chr4-107879747-57	chr4	107879486	107880027	+	0.000	0.000	Merged-chr4-107879747-57
Merged-chr9-123531463-1	chr9	123531365	123531563	+	0.000	0.000	Merged-chr9-123531463-1
Merged-chr16-33012381-12	chr16	33012182	33012628	+	0.000	0.000	Merged-chr16-33012381-12
Merged-chr12-16558216-24	chr12	16558034	16558401	+	0.000	0.000	Merged-chr12-16558216-24
Merged-chr18-65382247-1	chr18	65382149	65382347	+	0.000	0.000	Merged-chr18-65382247-1
Merged-chr1-37678548-4	chr1	37678357	37678792	+	0.000	0.000	Merged-chr1-37678548-4
Merged-chr11-83648919-1	chr11	83648821	83649019	+	0.000	0.000	Merged-chr11-83648919-1
Merged-chr11-98907810-50	chr11	98907583	98908087	+	0.000	0.000	Merged-chr11-98907810-50
Merged-chr9-69305842-3	chr9	69305639	69306014	+	0.000	0.000	Merged-chr9-69305842-3
Merged-chr3-102726121-2	chr3	102726000	102726244	+	0.000	0.000	Merged-chr3-102726121-2
Merged-chr7-139213268-54	chr7	139213054	139213476	+	0.000	0.000	Merged-chr7-139213268-54
Merged-chr3-137912599-6	chr3	137912471	137912724	+	0.000	0.000	Merged-chr3-137912599-6
Merged-chr13-23526612-2	chr13	23526485	23526742	+	0.000	0.000	Merged-chr13-23526612-2
Merged-chr13-32829119-10	chr13	32828920	32829259	+	0.000	0.000	Merged-chr13-32829119-10
Merged-chr2-164794547-8	chr2	164794394	164794707	+	0.000	0.000	Merged-chr2-164794547-8
Merged-chr9-41130680-18	chr9	41130454	41130850	+	0.000	0.000	Merged-chr9-41130680-18
Merged-chr5-32089637-4	chr5	32089495	32089789	+	0.000	0.000	Merged-chr5-32089637-4
Merged-chr19-55261616-5	chr19	55261480	55261739	+	0.000	0.000	Merged-chr19-55261616-5
Merged-chr19-56680835-51	chr19	56679966	56681370	+	0.000	0.000	Merged-chr19-56680835-51
Merged-chr5-142929327-47	chr5	142929088	142929567	+	0.000	0.000	Merged-chr5-142929327-47
Merged-chr17-47594627-4	chr17	47594337	47594932	+	0.000	0.000	Merged-chr17-47594627-4
Merged-chr11-94629692-62	chr11	94629446	94630000	+	0.000	0.000	Merged-chr11-94629692-62
Merged-chr14-70395360-19	chr14	70395230	70395529	+	0.000	0.000	Merged-chr14-70395360-19
Merged-chr7-139224497-1	chr7	139224399	139224597	+	0.000	0.000	Merged-chr7-139224497-1
Merged-chr10-118442657-4	chr10	118442512	118442805	+	0.000	0.000	Merged-chr10-118442657-4
Merged-chr1-166429186-23	chr1	166428984	166429373	+	0.000	0.000	Merged-chr1-166429186-23
Merged-chr14-67933517-151	chr14	67933056	67934128	+	0.000	0.000	Merged-chr14-67933517-151
Merged-chr2-79276460-24	chr2	79276154	79276730	+	0.000	0.000	Merged-chr2-79276460-24
Merged-chr12-91774838-26	chr12	91774523	91775091	+	0.000	0.000	Merged-chr12-91774838-26
Merged-chr8-107403354-63	chr8	107403026	107403792	+	0.000	0.000	Merged-chr8-107403354-63
Merged-chr1-166360361-34	chr1	166360133	166360566	+	0.000	0.000	Merged-chr1-166360361-34
Merged-chr6-67415490-39	chr6	67415253	67415683	+	0.000	0.000	Merged-chr6-67415490-39
Merged-chr12-118360357-1	chr12	118360259	118360457	+	0.000	0.000	Merged-chr12-118360357-1
Merged-chr16-44362356-45	chr16	44361981	44362775	+	0.000	0.000	Merged-chr16-44362356-45
Merged-chr11-82235744-34	chr11	82235514	82235973	+	0.000	0.000	Merged-chr11-82235744-34
Merged-chr1-43442506-4	chr1	43442359	43442675	+	0.000	0.000	Merged-chr1-43442506-4
Merged-chr16-75903251-33	chr16	75902941	75903483	+	0.000	0.000	Merged-chr16-75903251-33
Merged-chr15-80320050-13	chr15	80319674	80320449	+	0.000	0.000	Merged-chr15-80320050-13
Merged-chr9-75071464-85	chr9	75071110	75071675	+	0.000	0.000	Merged-chr9-75071464-85
Merged-chr15-78495177-43	chr15	78494931	78495440	+	0.000	0.000	Merged-chr15-78495177-43
Merged-chr18-21009610-34	chr18	21009432	21010023	+	0.000	0.000	Merged-chr18-21009610-34
Merged-chr11-87519443-2	chr11	87519333	87519556	+	0.000	0.000	Merged-chr11-87519443-2
Merged-chr8-105270328-44	chr8	105269664	105270956	+	0.000	0.000	Merged-chr8-105270328-44
Merged-chr8-115445363-15	chr8	115445192	115445512	+	0.000	0.000	Merged-chr8-115445363-15
Merged-chr2-167345206-1	chr2	167345108	167345306	+	0.000	0.000	Merged-chr2-167345206-1
Merged-chr11-99012536-12	chr11	99012382	99012756	+	0.000	0.000	Merged-chr11-99012536-12
Merged-chr9-123806408-51	chr9	123805869	123806836	+	0.000	0.000	Merged-chr9-123806408-51
Merged-chr11-53768829-11	chr11	53768677	53768990	+	0.000	0.000	Merged-chr11-53768829-11
Merged-chr17-48647315-60	chr17	48646804	48647815	+	0.000	0.000	Merged-chr17-48647315-60
Merged-chr3-30876888-40	chr3	30876345	30877697	+	0.000	0.000	Merged-chr3-30876888-40
Merged-chr9-41117367-1	chr9	41117269	41117467	+	0.000	0.000	Merged-chr9-41117367-1
Merged-chr9-41085175-1	chr9	41085077	41085275	+	0.000	0.000	Merged-chr9-41085175-1
Merged-chr11-115173609-77	chr11	115173256	115173964	+	0.000	0.000	Merged-chr11-115173609-77
Merged-chr1-193272785-4	chr1	193272561	193273019	+	0.000	0.000	Merged-chr1-193272785-4
Merged-chr19-56547872-1	chr19	56547774	56547972	+	0.000	0.000	Merged-chr19-56547872-1
Merged-chr4-141874897-70	chr4	141874249	141875261	+	0.000	0.000	Merged-chr4-141874897-70
Merged-chr16-95770718-9	chr16	95770552	95770884	+	0.000	0.000	Merged-chr16-95770718-9
Merged-chr8-125054530-50	chr8	125054124	125054850	+	0.000	0.000	Merged-chr8-125054530-50
Merged-chr3-67463507-135	chr3	67462837	67464120	+	0.000	0.000	Merged-chr3-67463507-135
Merged-chr8-72749613-1	chr8	72749515	72749713	+	0.000	0.000	Merged-chr8-72749613-1
Merged-chr2-79227897-44	chr2	79227685	79228142	+	0.000	0.000	Merged-chr2-79227897-44
Merged-chr5-85768889-1	chr5	85768791	85768989	+	0.000	0.000	Merged-chr5-85768889-1
Merged-chr16-8674308-21	chr16	8674139	8674519	+	0.000	0.000	Merged-chr16-8674308-21
Merged-chr2-131190584-2	chr2	131190486	131190684	+	0.000	0.000	Merged-chr2-131190584-2
Merged-chr10-21908039-9	chr10	21907790	21908197	+	0.000	0.000	Merged-chr10-21908039-9
Merged-chr4-89351221-94	chr4	89350907	89351559	+	0.000	0.000	Merged-chr4-89351221-94
Merged-chr10-21907242-40	chr10	21907067	21907553	+	0.000	0.000	Merged-chr10-21907242-40
Merged-chr2-101797047-103	chr2	101796548	101797837	+	0.000	0.000	Merged-chr2-101797047-103
Merged-chr17-35050359-6	chr17	35050200	35050603	+	0.000	0.000	Merged-chr17-35050359-6
Merged-chr12-70891118-10	chr12	70890876	70891312	+	0.000	0.000	Merged-chr12-70891118-10
Merged-chr5-74351019-2	chr5	74350888	74351152	+	0.000	0.000	Merged-chr5-74351019-2
Merged-chr11-68452404-40	chr11	68452252	68452537	+	0.000	0.000	Merged-chr11-68452404-40
Merged-chrX-167092139-46	chrX	167091828	167092340	+	0.000	0.000	Merged-chrX-167092139-46
Merged-chr18-89233824-45	chr18	89233591	89234148	+	0.000	0.000	Merged-chr18-89233824-45
Merged-chr1-97578670-1	chr1	97578572	97578770	+	0.000	0.000	Merged-chr1-97578670-1
Merged-chr3-98336057-28	chr3	98335876	98336297	+	0.000	0.000	Merged-chr3-98336057-28
Merged-chr19-56507590-28	chr19	56507393	56507845	+	0.000	0.000	Merged-chr19-56507590-28
Merged-chr1-171661662-20	chr1	171661493	171661871	+	0.000	0.000	Merged-chr1-171661662-20
Merged-chr9-37552057-6	chr9	37551842	37552239	+	0.000	0.000	Merged-chr9-37552057-6
Merged-chr17-87044604-24	chr17	87044380	87044866	+	0.000	0.000	Merged-chr17-87044604-24
Merged-chr5-150233240-55	chr5	150233038	150233623	+	0.000	0.000	Merged-chr5-150233240-55
Merged-chr13-100775839-52	chr13	100775617	100776082	+	0.000	0.000	Merged-chr13-100775839-52
Merged-chr16-95798581-80	chr16	95798094	95799014	+	0.000	0.000	Merged-chr16-95798581-80
Merged-chr11-46127089-49	chr11	46126847	46127496	+	0.000	0.000	Merged-chr11-46127089-49
Merged-chr11-11812237-17	chr11	11812065	11812381	+	0.000	0.000	Merged-chr11-11812237-17
Merged-chr17-35838326-41	chr17	35837948	35838606	+	0.000	0.000	Merged-chr17-35838326-41
Merged-chr8-70808420-14	chr8	70808219	70808598	+	0.000	0.000	Merged-chr8-70808420-14
Merged-chr7-75789865-6	chr7	75789731	75790021	+	0.000	0.000	Merged-chr7-75789865-6
Merged-chr1-60909043-49	chr1	60908850	60909303	+	0.000	0.000	Merged-chr1-60909043-49
Merged-chr1-176939939-16	chr1	176939760	176940119	+	0.000	0.000	Merged-chr1-176939939-16
Merged-chr9-75576014-1	chr9	75575916	75576114	+	0.000	0.000	Merged-chr9-75576014-1
Merged-chr2-164045321-8	chr2	164045168	164045502	+	0.000	0.000	Merged-chr2-164045321-8
Merged-chr16-37010560-10	chr16	37010384	37010741	+	0.000	0.000	Merged-chr16-37010560-10
Merged-chr5-144190229-35	chr5	144189786	144190457	+	0.000	0.000	Merged-chr5-144190229-35
Merged-chr6-82702849-35	chr6	82702684	82703077	+	0.000	0.000	Merged-chr6-82702849-35
Merged-chr11-76821628-1	chr11	76821530	76821728	+	0.000	0.000	Merged-chr11-76821628-1
Merged-chr1-177010372-1	chr1	177010274	177010472	+	0.000	0.000	Merged-chr1-177010372-1
Merged-chr9-120084612-20	chr9	120084370	120084807	+	0.000	0.000	Merged-chr9-120084612-20
Merged-chr2-11651673-28	chr2	11651411	11651872	+	0.000	0.000	Merged-chr2-11651673-28
Merged-chr18-4303290-53	chr18	4302991	4303647	+	0.000	0.000	Merged-chr18-4303290-53
Merged-chr2-125735684-57	chr2	125735371	125736055	+	0.000	0.000	Merged-chr2-125735684-57
Merged-chr8-46641508-48	chr8	46641222	46641752	+	0.000	0.000	Merged-chr8-46641508-48
Merged-chr9-114770446-32	chr9	114770267	114770670	+	0.000	0.000	Merged-chr9-114770446-32
Merged-chr6-108660367-122	chr6	108659865	108661269	+	0.000	0.000	Merged-chr6-108660367-122
Merged-chr2-75639595-81	chr2	75639022	75640162	+	0.000	0.000	Merged-chr2-75639595-81
Merged-chr2-164041176-18	chr2	164040981	164041499	+	0.000	0.000	Merged-chr2-164041176-18
Merged-chr15-66780009-1	chr15	66779911	66780109	+	0.000	0.000	Merged-chr15-66780009-1
Merged-chr12-86678966-40	chr12	86678666	86679454	+	0.000	0.000	Merged-chr12-86678966-40
Merged-chr17-10270848-2	chr17	10270746	10270952	+	0.000	0.000	Merged-chr17-10270848-2
Merged-chr10-68036383-95	chr10	68036170	68036749	+	0.000	0.000	Merged-chr10-68036383-95
Merged-chr15-99643998-26	chr15	99643787	99644245	+	0.000	0.000	Merged-chr15-99643998-26
Merged-chr7-66181272-9	chr7	66181141	66181429	+	0.000	0.000	Merged-chr7-66181272-9
Merged-chr5-77095134-79	chr5	77094817	77095591	+	0.000	0.000	Merged-chr5-77095134-79
Merged-chr16-91755082-17	chr16	91754912	91755294	+	0.000	0.000	Merged-chr16-91755082-17
Merged-chr19-38931677-1	chr19	38931579	38931777	+	0.000	0.000	Merged-chr19-38931677-1
Merged-chr7-3292987-7	chr7	3292873	3293114	+	0.000	0.000	Merged-chr7-3292987-7
Merged-chr11-78021749-1	chr11	78021651	78021849	+	0.000	0.000	Merged-chr11-78021749-1
Merged-chr17-44614219-8	chr17	44613934	44614494	+	0.000	0.000	Merged-chr17-44614219-8
Merged-chr19-12575825-3	chr19	12575628	12575998	+	0.000	0.000	Merged-chr19-12575825-3
Merged-chr19-53318391-14	chr19	53318161	53318598	+	0.000	0.000	Merged-chr19-53318391-14
Merged-chr8-46636605-4	chr8	46636467	46636820	+	0.000	0.000	Merged-chr8-46636605-4
Merged-chr11-110483366-35	chr11	110483080	110483662	+	0.000	0.000	Merged-chr11-110483366-35
Merged-chr2-126467944-38	chr2	126467395	126468170	+	0.000	0.000	Merged-chr2-126467944-38
Merged-chr2-92058678-30	chr2	92058431	92058912	+	0.000	0.000	Merged-chr2-92058678-30
Merged-chr18-56718184-1	chr18	56718086	56718284	+	0.000	0.000	Merged-chr18-56718184-1
Merged-chr4-134098878-42	chr4	134098615	134099101	+	0.000	0.000	Merged-chr4-134098878-42
Merged-chr1-43224405-37	chr1	43224182	43224758	+	0.000	0.000	Merged-chr1-43224405-37
Merged-chr10-5795457-7	chr10	5795263	5795690	+	0.000	0.000	Merged-chr10-5795457-7
Merged-chr3-158076834-27	chr3	158076581	158077084	+	0.000	0.000	Merged-chr3-158076834-27
Merged-chr17-86536077-41	chr17	86535861	86536327	+	0.000	0.000	Merged-chr17-86536077-41
Merged-chr9-41114492-13	chr9	41114319	41114641	+	0.000	0.000	Merged-chr9-41114492-13
Merged-chr1-152767988-1	chr1	152767890	152768088	+	0.000	0.000	Merged-chr1-152767988-1
Merged-chr1-135129740-3	chr1	135129627	135129863	+	0.000	0.000	Merged-chr1-135129740-3
Merged-chr7-30607986-27	chr7	30607791	30608170	+	0.000	0.000	Merged-chr7-30607986-27
Merged-chr11-101417267-44	chr11	101416595	101417626	+	0.000	0.000	Merged-chr11-101417267-44
Merged-chr1-171774158-19	chr1	171773900	171774405	+	0.000	0.000	Merged-chr1-171774158-19
Merged-chr5-67426993-3	chr5	67426826	67427159	+	0.000	0.000	Merged-chr5-67426993-3
Merged-chr7-97371683-55	chr7	97371439	97371938	+	0.000	0.000	Merged-chr7-97371683-55
Merged-chr1-60930618-28	chr1	60930415	60930832	+	0.000	0.000	Merged-chr1-60930618-28
Merged-chr16-34700432-30	chr16	34700199	34700671	+	0.000	0.000	Merged-chr16-34700432-30
Merged-chr17-86962989-104	chr17	86962419	86963450	+	0.000	0.000	Merged-chr17-86962989-104
Merged-chr4-46592478-15	chr4	46592228	46592703	+	0.000	0.000	Merged-chr4-46592478-15
Merged-chr10-75793983-2	chr10	75793874	75794094	+	0.000	0.000	Merged-chr10-75793983-2
Merged-chr14-7791631-72	chr14	7791337	7791940	+	0.000	0.000	Merged-chr14-7791631-72
Merged-chr13-119690439-73	chr13	119690190	119690699	+	0.000	0.000	Merged-chr13-119690439-73
Merged-chr13-95719909-48	chr13	95719704	95720118	+	0.000	0.000	Merged-chr13-95719909-48
Merged-chr8-123950323-17	chr8	123950044	123950521	+	0.000	0.000	Merged-chr8-123950323-17
Merged-chr13-59656636-89	chr13	59656314	59657019	+	0.000	0.000	Merged-chr13-59656636-89
Merged-chr8-124291459-24	chr8	124291131	124291761	+	0.000	0.000	Merged-chr8-124291459-24
Merged-chr2-157203644-2	chr2	157203544	157203747	+	0.000	0.000	Merged-chr2-157203644-2
Merged-chr9-106368321-126	chr9	106367569	106369276	+	0.000	0.000	Merged-chr9-106368321-126
Merged-chr6-7845748-4	chr6	7845610	7845899	+	0.000	0.000	Merged-chr6-7845748-4
Merged-chr17-80169005-20	chr17	80168780	80169203	+	0.000	0.000	Merged-chr17-80169005-20
Merged-chr9-119093420-49	chr9	119092886	119094002	+	0.000	0.000	Merged-chr9-119093420-49
Merged-chr13-45862002-29	chr13	45861786	45862230	+	0.000	0.000	Merged-chr13-45862002-29
Merged-chr3-146158588-31	chr3	146158192	146159142	+	0.000	0.000	Merged-chr3-146158588-31
Merged-chr8-115117681-6	chr8	115117438	115117856	+	0.000	0.000	Merged-chr8-115117681-6
Merged-chr2-79122721-3	chr2	79122611	79122841	+	0.000	0.000	Merged-chr2-79122721-3
Merged-chr6-99666817-4	chr6	99666607	99667017	+	0.000	0.000	Merged-chr6-99666817-4
Merged-chr13-32864701-28	chr13	32864556	32864952	+	0.000	0.000	Merged-chr13-32864701-28
Merged-chr13-93755316-1	chr13	93755218	93755416	+	0.000	0.000	Merged-chr13-93755316-1
Merged-chr2-11361152-13	chr2	11360988	11361345	+	0.000	0.000	Merged-chr2-11361152-13
Merged-chr15-96698628-1	chr15	96698530	96698728	+	0.000	0.000	Merged-chr15-96698628-1
Merged-chr10-94333972-2	chr10	94333843	94334104	+	0.000	0.000	Merged-chr10-94333972-2
Merged-chr13-101756830-17	chr13	101756651	101757044	+	0.000	0.000	Merged-chr13-101756830-17
Merged-chr2-128126890-5	chr2	128126790	128126994	+	0.000	0.000	Merged-chr2-128126890-5
Merged-chr2-69415236-25	chr2	69414921	69415468	+	0.000	0.000	Merged-chr2-69415236-25
Merged-chr7-110844124-65	chr7	110843856	110844411	+	0.000	0.000	Merged-chr7-110844124-65
Merged-chr5-110286612-1	chr5	110286514	110286712	+	0.000	0.000	Merged-chr5-110286612-1
Merged-chr9-35016972-25	chr9	35016773	35017180	+	0.000	0.000	Merged-chr9-35016972-25
Merged-chr1-135730462-2	chr1	135730352	135730574	+	0.000	0.000	Merged-chr1-135730462-2
Merged-chr15-96827730-24	chr15	96827494	96828013	+	0.000	0.000	Merged-chr15-96827730-24
Merged-chr14-64667995-2	chr14	64667893	64668100	+	0.000	0.000	Merged-chr14-64667995-2
Merged-chr4-155892884-1	chr4	155892786	155892984	+	0.000	0.000	Merged-chr4-155892884-1
Merged-chr7-119855035-12	chr7	119854857	119855206	+	0.000	0.000	Merged-chr7-119855035-12
Merged-chr1-161728798-12	chr1	161728607	161728999	+	0.000	0.000	Merged-chr1-161728798-12
Merged-chr10-8531787-37	chr10	8531522	8532049	+	0.000	0.000	Merged-chr10-8531787-37
Merged-chr1-153332165-2	chr1	153332067	153332266	+	0.000	0.000	Merged-chr1-153332165-2
Merged-chr13-115109340-1	chr13	115109242	115109440	+	0.000	0.000	Merged-chr13-115109340-1
Merged-chr7-123355852-1	chr7	123355754	123355952	+	0.000	0.000	Merged-chr7-123355852-1
Merged-chr4-46568404-15	chr4	46568094	46568639	+	0.000	0.000	Merged-chr4-46568404-15
Merged-chr2-38510276-11	chr2	38509968	38510470	+	0.000	0.000	Merged-chr2-38510276-11
Merged-chr14-61438685-2	chr14	61438546	61438827	+	0.000	0.000	Merged-chr14-61438685-2
Merged-chr9-24498129-8	chr9	24497997	24498272	+	0.000	0.000	Merged-chr9-24498129-8
Merged-chr6-120324569-14	chr6	120324311	120324729	+	0.000	0.000	Merged-chr6-120324569-14
Merged-chr1-128357646-37	chr1	128357453	128357980	+	0.000	0.000	Merged-chr1-128357646-37
Merged-chr1-180364196-41	chr1	180364026	180364417	+	0.000	0.000	Merged-chr1-180364196-41
Merged-chr1-133816829-1	chr1	133816731	133816929	+	0.000	0.000	Merged-chr1-133816829-1
Merged-chr18-65382785-3	chr18	65382626	65382963	+	0.000	0.000	Merged-chr18-65382785-3
Merged-chr8-13678436-8	chr8	13678253	13678612	+	0.000	0.000	Merged-chr8-13678436-8
Merged-chr16-11909160-64	chr16	11908945	11909404	+	0.000	0.000	Merged-chr16-11909160-64
Merged-chr7-88258644-1	chr7	88258546	88258744	+	0.000	0.000	Merged-chr7-88258644-1
Merged-chr6-83108688-3	chr6	83108590	83108788	+	0.000	0.000	Merged-chr6-83108688-3
Merged-chr8-116928093-15	chr8	116927929	116928260	+	0.000	0.000	Merged-chr8-116928093-15
Merged-chr11-57951726-64	chr11	57951250	57952407	+	0.000	0.000	Merged-chr11-57951726-64
Merged-chr5-115845068-57	chr5	115844802	115845486	+	0.000	0.000	Merged-chr5-115845068-57
Merged-chr11-102925229-68	chr11	102924987	102925614	+	0.000	0.000	Merged-chr11-102925229-68
Merged-chr8-120599693-4	chr8	120599561	120599828	+	0.000	0.000	Merged-chr8-120599693-4
Merged-chrX-71556831-6	chrX	71556583	71557000	+	0.000	0.000	Merged-chrX-71556831-6
Merged-chr19-11055893-27	chr19	11055629	11056080	+	0.000	0.000	Merged-chr19-11055893-27
Merged-chr14-73175814-32	chr14	73175361	73176216	+	0.000	0.000	Merged-chr14-73175814-32
Merged-chr2-164805040-57	chr2	164804838	164805253	+	0.000	0.000	Merged-chr2-164805040-57
Merged-chr10-91167120-36	chr10	91166945	91167284	+	0.000	0.000	Merged-chr10-91167120-36
Merged-chr12-99392184-7	chr12	99392051	99392308	+	0.000	0.000	Merged-chr12-99392184-7
Merged-chr10-82779329-6	chr10	82779202	82779458	+	0.000	0.000	Merged-chr10-82779329-6
Merged-chr3-101296807-2	chr3	101296709	101296907	+	0.000	0.000	Merged-chr3-101296807-2
Merged-chr1-161674719-1	chr1	161674621	161674819	+	0.000	0.000	Merged-chr1-161674719-1
Merged-chr11-116624122-60	chr11	116623741	116624474	+	0.000	0.000	Merged-chr11-116624122-60
Merged-chr4-145246720-73	chr4	145246302	145246975	+	0.000	0.000	Merged-chr4-145246720-73
Merged-chr2-60864798-18	chr2	60864460	60865067	+	0.000	0.000	Merged-chr2-60864798-18
Merged-chr1-169519600-1	chr1	169519502	169519700	+	0.000	0.000	Merged-chr1-169519600-1
Merged-chr11-97949895-26	chr11	97949628	97950132	+	0.000	0.000	Merged-chr11-97949895-26
Merged-chr5-112297415-51	chr5	112297160	112297836	+	0.000	0.000	Merged-chr5-112297415-51
Merged-chr11-53786697-28	chr11	53786419	53786933	+	0.000	0.000	Merged-chr11-53786697-28
Merged-chr7-135966046-1	chr7	135965948	135966146	+	0.000	0.000	Merged-chr7-135966046-1
Merged-chr6-97623549-1	chr6	97623451	97623649	+	0.000	0.000	Merged-chr6-97623549-1
Merged-chr2-128499903-59	chr2	128499466	128500217	+	0.000	0.000	Merged-chr2-128499903-59
Merged-chr14-70549442-27	chr14	70549237	70549646	+	0.000	0.000	Merged-chr14-70549442-27
Merged-chr11-116087741-1	chr11	116087643	116087841	+	0.000	0.000	Merged-chr11-116087741-1
Merged-chr12-100898909-7	chr12	100898674	100899037	+	0.000	0.000	Merged-chr12-100898909-7
Merged-chr10-44724083-14	chr10	44723906	44724262	+	0.000	0.000	Merged-chr10-44724083-14
