#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TFH_Associated--ATAC_peaks.bed all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh.up.bed
Merged-chr5-107262597-1	chr5	107262499	107262697	+	0.000	0.000	Merged-chr5-107262597-1
Merged-chr17-8251885-20	chr17	8251658	8252134	+	0.000	0.000	Merged-chr17-8251885-20
Merged-chr1-193153117-43	chr1	193152868	193153424	+	0.000	0.000	Merged-chr1-193153117-43
Merged-chr18-79079527-2	chr18	79079416	79079640	+	0.000	0.000	Merged-chr18-79079527-2
Merged-chr2-165782543-19	chr2	165782284	165782888	+	0.000	0.000	Merged-chr2-165782543-19
Merged-chr5-44220668-26	chr5	44220456	44220988	+	0.000	0.000	Merged-chr5-44220668-26
Merged-chr3-121467435-12	chr3	121467218	121467630	+	0.000	0.000	Merged-chr3-121467435-12
Merged-chr2-30626088-75	chr2	30625302	30626499	+	0.000	0.000	Merged-chr2-30626088-75
Merged-chr5-121711769-90	chr5	121711502	121712121	+	0.000	0.000	Merged-chr5-121711769-90
Merged-chr2-24750294-26	chr2	24750103	24750486	+	0.000	0.000	Merged-chr2-24750294-26
Merged-chr11-22842852-10	chr11	22842675	22843031	+	0.000	0.000	Merged-chr11-22842852-10
Merged-chr14-103341999-5	chr14	103341847	103342133	+	0.000	0.000	Merged-chr14-103341999-5
Merged-chr10-127593065-1	chr10	127592967	127593165	+	0.000	0.000	Merged-chr10-127593065-1
Merged-chr2-93467130-1	chr2	93467032	93467230	+	0.000	0.000	Merged-chr2-93467130-1
Merged-chr11-75956797-42	chr11	75956624	75956981	+	0.000	0.000	Merged-chr11-75956797-42
Merged-chr10-80662335-4	chr10	80662200	80662477	+	0.000	0.000	Merged-chr10-80662335-4
Merged-chr11-100355649-58	chr11	100355180	100356428	+	0.000	0.000	Merged-chr11-100355649-58
Merged-chr1-165771713-31	chr1	165771458	165771907	+	0.000	0.000	Merged-chr1-165771713-31
Merged-chr12-103442816-1	chr12	103442718	103442916	+	0.000	0.000	Merged-chr12-103442816-1
Merged-chr1-58423600-146	chr1	58423069	58423838	+	0.000	0.000	Merged-chr1-58423600-146
Merged-chr4-6989689-11	chr4	6989509	6989924	+	0.000	0.000	Merged-chr4-6989689-11
Merged-chr11-20741972-1	chr11	20741874	20742072	+	0.000	0.000	Merged-chr11-20741972-1
Merged-chr13-109902777-4	chr13	109902656	109902900	+	0.000	0.000	Merged-chr13-109902777-4
Merged-chr15-6589814-4	chr15	6589661	6589938	+	0.000	0.000	Merged-chr15-6589814-4
Merged-chr6-99433049-65	chr6	99432583	99433457	+	0.000	0.000	Merged-chr6-99433049-65
Merged-chr17-73810198-2	chr17	73810056	73810342	+	0.000	0.000	Merged-chr17-73810198-2
Merged-chr2-30587397-33	chr2	30587156	30587589	+	0.000	0.000	Merged-chr2-30587397-33
Merged-chr13-117055129-11	chr13	117054685	117055614	+	0.000	0.000	Merged-chr13-117055129-11
Merged-chr17-73822361-73	chr17	73822078	73822832	+	0.000	0.000	Merged-chr17-73822361-73
Merged-chr6-134117779-3	chr6	134117616	134117925	+	0.000	0.000	Merged-chr6-134117779-3
Merged-chr10-60082670-2	chr10	60082556	60082787	+	0.000	0.000	Merged-chr10-60082670-2
Merged-chr6-145250031-133	chr6	145249793	145250581	+	0.000	0.000	Merged-chr6-145250031-133
Merged-chr15-36454671-3	chr15	36454476	36454864	+	0.000	0.000	Merged-chr15-36454671-3
Merged-chr8-72295868-18	chr8	72295681	72296079	+	0.000	0.000	Merged-chr8-72295868-18
Merged-chr9-14080403-26	chr9	14080182	14080652	+	0.000	0.000	Merged-chr9-14080403-26
Merged-chr12-55492294-126	chr12	55491789	55492710	+	0.000	0.000	Merged-chr12-55492294-126
Merged-chr2-77237632-1	chr2	77237534	77237732	+	0.000	0.000	Merged-chr2-77237632-1
Merged-chr15-98091983-1	chr15	98091885	98092083	+	0.000	0.000	Merged-chr15-98091983-1
Merged-chr4-44970955-10	chr4	44970723	44971155	+	0.000	0.000	Merged-chr4-44970955-10
Merged-chr6-99302078-2	chr6	99301926	99302232	+	0.000	0.000	Merged-chr6-99302078-2
Merged-chr17-84231580-31	chr17	84231380	84231803	+	0.000	0.000	Merged-chr17-84231580-31
Merged-chr5-123321330-6	chr5	123321145	123321532	+	0.000	0.000	Merged-chr5-123321330-6
Merged-chr11-113173007-44	chr11	113172592	113173249	+	0.000	0.000	Merged-chr11-113173007-44
Merged-chr4-6934910-50	chr4	6934274	6935396	+	0.000	0.000	Merged-chr4-6934910-50
Merged-chr9-25150893-1	chr9	25150795	25150993	+	0.000	0.000	Merged-chr9-25150893-1
Merged-chr10-117665862-11	chr10	117665620	117666041	+	0.000	0.000	Merged-chr10-117665862-11
Merged-chr8-84703994-91	chr8	84703413	84704645	+	0.000	0.000	Merged-chr8-84703994-91
Merged-chr9-98339119-1	chr9	98339021	98339219	+	0.000	0.000	Merged-chr9-98339119-1
Merged-chr16-10542495-1	chr16	10542397	10542595	+	0.000	0.000	Merged-chr16-10542495-1
Merged-chr9-61374602-1	chr9	61374504	61374702	+	0.000	0.000	Merged-chr9-61374602-1
Merged-chr10-96586200-4	chr10	96586022	96586405	+	0.000	0.000	Merged-chr10-96586200-4
Merged-chrX-74329006-35	chrX	74328665	74329328	+	0.000	0.000	Merged-chrX-74329006-35
Merged-chr4-150569473-133	chr4	150568524	150569946	+	0.000	0.000	Merged-chr4-150569473-133
Merged-chr13-43365585-65	chr13	43365342	43365797	+	0.000	0.000	Merged-chr13-43365585-65
Merged-chr11-54962981-48	chr11	54962743	54963206	+	0.000	0.000	Merged-chr11-54962981-48
Merged-chr15-25699255-2	chr15	25699129	25699384	+	0.000	0.000	Merged-chr15-25699255-2
Merged-chr12-8519556-7	chr12	8519356	8519736	+	0.000	0.000	Merged-chr12-8519556-7
Merged-chr8-81497739-56	chr8	81497548	81497998	+	0.000	0.000	Merged-chr8-81497739-56
Merged-chr1-179039734-1	chr1	179039636	179039834	+	0.000	0.000	Merged-chr1-179039734-1
Merged-chr11-115632280-1	chr11	115632182	115632380	+	0.000	0.000	Merged-chr11-115632280-1
Merged-chr14-10432307-4	chr14	10432203	10432412	+	0.000	0.000	Merged-chr14-10432307-4
Merged-chr2-112714110-1	chr2	112714012	112714210	+	0.000	0.000	Merged-chr2-112714110-1
Merged-chr15-76702097-16	chr15	76701942	76702285	+	0.000	0.000	Merged-chr15-76702097-16
Merged-chr2-103659777-12	chr2	103659441	103659944	+	0.000	0.000	Merged-chr2-103659777-12
Merged-chr10-17550297-37	chr10	17549932	17550498	+	0.000	0.000	Merged-chr10-17550297-37
Merged-chr5-54101500-65	chr5	54101227	54101734	+	0.000	0.000	Merged-chr5-54101500-65
Merged-chr7-97332491-89	chr7	97332240	97332722	+	0.000	0.000	Merged-chr7-97332491-89
Merged-chr10-13999186-36	chr10	13998919	13999382	+	0.000	0.000	Merged-chr10-13999186-36
Merged-chr7-143626402-10	chr7	143626229	143626600	+	0.000	0.000	Merged-chr7-143626402-10
Merged-chr12-108635835-63	chr12	108635474	108636181	+	0.000	0.000	Merged-chr12-108635835-63
Merged-chr13-112474497-27	chr13	112474228	112474703	+	0.000	0.000	Merged-chr13-112474497-27
Merged-chr12-110850959-112	chr12	110850039	110851830	+	0.000	0.000	Merged-chr12-110850959-112
Merged-chr2-117412269-30	chr2	117412004	117412548	+	0.000	0.000	Merged-chr2-117412269-30
Merged-chr3-94658975-68	chr3	94658693	94659188	+	0.000	0.000	Merged-chr3-94658975-68
Merged-chr4-59850385-20	chr4	59850138	59850605	+	0.000	0.000	Merged-chr4-59850385-20
Merged-chr10-21158382-5	chr10	21158231	21158522	+	0.000	0.000	Merged-chr10-21158382-5
Merged-chr12-52718436-2	chr12	52718338	52718536	+	0.000	0.000	Merged-chr12-52718436-2
Merged-chr2-91081065-17	chr2	91080896	91081222	+	0.000	0.000	Merged-chr2-91081065-17
Merged-chr7-141038979-32	chr7	141038584	141039617	+	0.000	0.000	Merged-chr7-141038979-32
Merged-chr19-36534385-54	chr19	36533915	36534563	+	0.000	0.000	Merged-chr19-36534385-54
Merged-chr15-25696018-37	chr15	25695788	25696251	+	0.000	0.000	Merged-chr15-25696018-37
Merged-chr6-129276104-1	chr6	129276006	129276204	+	0.000	0.000	Merged-chr6-129276104-1
Merged-chr1-189867201-52	chr1	189866905	189867498	+	0.000	0.000	Merged-chr1-189867201-52
Merged-chr6-99360034-2	chr6	99359905	99360166	+	0.000	0.000	Merged-chr6-99360034-2
Merged-chr17-50998401-17	chr17	50998201	50998632	+	0.000	0.000	Merged-chr17-50998401-17
Merged-chr13-117259845-1	chr13	117259747	117259945	+	0.000	0.000	Merged-chr13-117259845-1
Merged-chr4-129508062-20	chr4	129507850	129508300	+	0.000	0.000	Merged-chr4-129508062-20
Merged-chr17-8165441-73	chr17	8165193	8165724	+	0.000	0.000	Merged-chr17-8165441-73
Merged-chr3-104841189-28	chr3	104840884	104841415	+	0.000	0.000	Merged-chr3-104841189-28
Merged-chr13-51848541-2	chr13	51848443	51848641	+	0.000	0.000	Merged-chr13-51848541-2
Merged-chr5-120812589-51	chr5	120812338	120812878	+	0.000	0.000	Merged-chr5-120812589-51
Merged-chr4-32126903-56	chr4	32126650	32127158	+	0.000	0.000	Merged-chr4-32126903-56
Merged-chr4-128728655-13	chr4	128728377	128728855	+	0.000	0.000	Merged-chr4-128728655-13
Merged-chr18-60625535-13	chr18	60625305	60625688	+	0.000	0.000	Merged-chr18-60625535-13
Merged-chr11-106688521-67	chr11	106688127	106688895	+	0.000	0.000	Merged-chr11-106688521-67
Merged-chr11-79366434-5	chr11	79366291	79366570	+	0.000	0.000	Merged-chr11-79366434-5
Merged-chr9-44525829-1	chr9	44525731	44525929	+	0.000	0.000	Merged-chr9-44525829-1
Merged-chr9-121671485-14	chr9	121671329	121671683	+	0.000	0.000	Merged-chr9-121671485-14
Merged-chr15-64189441-3	chr15	64189312	64189561	+	0.000	0.000	Merged-chr15-64189441-3
Merged-chr9-97103813-4	chr9	97103635	97103993	+	0.000	0.000	Merged-chr9-97103813-4
Merged-chr12-15817856-4	chr12	15817716	15818044	+	0.000	0.000	Merged-chr12-15817856-4
Merged-chr2-174674180-20	chr2	174673880	174674404	+	0.000	0.000	Merged-chr2-174674180-20
Merged-chr13-5223584-1	chr13	5223486	5223684	+	0.000	0.000	Merged-chr13-5223584-1
Merged-chr16-96085782-4	chr16	96085661	96085921	+	0.000	0.000	Merged-chr16-96085782-4
Merged-chr10-96516077-12	chr10	96515870	96516242	+	0.000	0.000	Merged-chr10-96516077-12
Merged-chr8-70659257-1	chr8	70659159	70659357	+	0.000	0.000	Merged-chr8-70659257-1
Merged-chr5-33270744-8	chr5	33270547	33270952	+	0.000	0.000	Merged-chr5-33270744-8
Merged-chrX-75758392-2	chrX	75758294	75758492	+	0.000	0.000	Merged-chrX-75758392-2
Merged-chr5-107259796-31	chr5	107259613	107259998	+	0.000	0.000	Merged-chr5-107259796-31
Merged-chr4-32387941-10	chr4	32387683	32388173	+	0.000	0.000	Merged-chr4-32387941-10
Merged-chr3-37176621-3	chr3	37176488	37176766	+	0.000	0.000	Merged-chr3-37176621-3
Merged-chr17-34027748-88	chr17	34027306	34028116	+	0.000	0.000	Merged-chr17-34027748-88
Merged-chr12-102363650-8	chr12	102363517	102363783	+	0.000	0.000	Merged-chr12-102363650-8
Merged-chr11-113751660-154	chr11	113751319	113752110	+	0.000	0.000	Merged-chr11-113751660-154
Merged-chr9-14276046-105	chr9	14275743	14276454	+	0.000	0.000	Merged-chr9-14276046-105
Merged-chr15-86007897-35	chr15	86007664	86008188	+	0.000	0.000	Merged-chr15-86007897-35
Merged-chr2-158450944-19	chr2	158450654	158451294	+	0.000	0.000	Merged-chr2-158450944-19
Merged-chr15-31439622-1	chr15	31439524	31439722	+	0.000	0.000	Merged-chr15-31439622-1
Merged-chr12-69295722-1	chr12	69295624	69295822	+	0.000	0.000	Merged-chr12-69295722-1
Merged-chr1-36998554-1	chr1	36998456	36998654	+	0.000	0.000	Merged-chr1-36998554-1
Merged-chr5-134393835-14	chr5	134393651	134394121	+	0.000	0.000	Merged-chr5-134393835-14
Merged-chr14-101594415-15	chr14	101594130	101594748	+	0.000	0.000	Merged-chr14-101594415-15
Merged-chr15-76577573-14	chr15	76577349	76577747	+	0.000	0.000	Merged-chr15-76577573-14
Merged-chr8-122315135-21	chr8	122314783	122315357	+	0.000	0.000	Merged-chr8-122315135-21
Merged-chr2-135794277-1	chr2	135794179	135794377	+	0.000	0.000	Merged-chr2-135794277-1
Merged-chr17-47269600-53	chr17	47269061	47269940	+	0.000	0.000	Merged-chr17-47269600-53
Merged-chr2-165890606-34	chr2	165890414	165890797	+	0.000	0.000	Merged-chr2-165890606-34
Merged-chr12-108896103-1	chr12	108896005	108896203	+	0.000	0.000	Merged-chr12-108896103-1
Merged-chr5-23783509-56	chr5	23783078	23783829	+	0.000	0.000	Merged-chr5-23783509-56
Merged-chr2-61514287-58	chr2	61513966	61514603	+	0.000	0.000	Merged-chr2-61514287-58
Merged-chr4-144908993-28	chr4	144908409	144909256	+	0.000	0.000	Merged-chr4-144908993-28
Merged-chr5-107777420-29	chr5	107777164	107777714	+	0.000	0.000	Merged-chr5-107777420-29
Merged-chr2-28518472-28	chr2	28518314	28518626	+	0.000	0.000	Merged-chr2-28518472-28
Merged-chr6-144804553-29	chr6	144804373	144804736	+	0.000	0.000	Merged-chr6-144804553-29
Merged-chr5-150594562-11	chr5	150594369	150594747	+	0.000	0.000	Merged-chr5-150594562-11
Merged-chr1-128794102-26	chr1	128793913	128794294	+	0.000	0.000	Merged-chr1-128794102-26
Merged-chr12-108646901-1	chr12	108646803	108647001	+	0.000	0.000	Merged-chr12-108646901-1
Merged-chr6-134081257-19	chr6	134080997	134081560	+	0.000	0.000	Merged-chr6-134081257-19
Merged-chr10-7832380-56	chr10	7832153	7832665	+	0.000	0.000	Merged-chr10-7832380-56
Merged-chr10-13057097-43	chr10	13056870	13057291	+	0.000	0.000	Merged-chr10-13057097-43
Merged-chr1-69682325-1	chr1	69682227	69682425	+	0.000	0.000	Merged-chr1-69682325-1
Merged-chr19-57131601-25	chr19	57131420	57131818	+	0.000	0.000	Merged-chr19-57131601-25
Merged-chr1-128617938-22	chr1	128617710	128618083	+	0.000	0.000	Merged-chr1-128617938-22
Merged-chr4-127077282-59	chr4	127077055	127077520	+	0.000	0.000	Merged-chr4-127077282-59
Merged-chr15-79927783-58	chr15	79927515	79928046	+	0.000	0.000	Merged-chr15-79927783-58
Merged-chr5-143504700-9	chr5	143504554	143504838	+	0.000	0.000	Merged-chr5-143504700-9
Merged-chr16-35765641-23	chr16	35765424	35765855	+	0.000	0.000	Merged-chr16-35765641-23
Merged-chr2-75119235-19	chr2	75118969	75119482	+	0.000	0.000	Merged-chr2-75119235-19
Merged-chr7-114416228-9	chr7	114415961	114416479	+	0.000	0.000	Merged-chr7-114416228-9
Merged-chr13-112424975-114	chr13	112424634	112425351	+	0.000	0.000	Merged-chr13-112424975-114
Merged-chr14-78307953-14	chr14	78307763	78308148	+	0.000	0.000	Merged-chr14-78307953-14
Merged-chr1-138589922-1	chr1	138589824	138590022	+	0.000	0.000	Merged-chr1-138589922-1
Merged-chr1-119480783-1	chr1	119480685	119480883	+	0.000	0.000	Merged-chr1-119480783-1
Merged-chr3-131026508-20	chr3	131026321	131026729	+	0.000	0.000	Merged-chr3-131026508-20
Merged-chr15-86039037-28	chr15	86038849	86039270	+	0.000	0.000	Merged-chr15-86039037-28
Merged-chr4-63840637-20	chr4	63840488	63840843	+	0.000	0.000	Merged-chr4-63840637-20
Merged-chr11-3173624-2	chr11	3173507	3173743	+	0.000	0.000	Merged-chr11-3173624-2
Merged-chr2-93461187-44	chr2	93461016	93461405	+	0.000	0.000	Merged-chr2-93461187-44
Merged-chr12-82350071-72	chr12	82349708	82350336	+	0.000	0.000	Merged-chr12-82350071-72
Merged-chr11-3169658-19	chr11	3169517	3169802	+	0.000	0.000	Merged-chr11-3169658-19
Merged-chr18-24185730-3	chr18	24185605	24185883	+	0.000	0.000	Merged-chr18-24185730-3
Merged-chr1-23924181-63	chr1	23923849	23924377	+	0.000	0.000	Merged-chr1-23924181-63
Merged-chr13-95007446-38	chr13	95007177	95007690	+	0.000	0.000	Merged-chr13-95007446-38
Merged-chr2-152962501-29	chr2	152962284	152962702	+	0.000	0.000	Merged-chr2-152962501-29
Merged-chr2-132019609-52	chr2	132019351	132019830	+	0.000	0.000	Merged-chr2-132019609-52
Merged-chr7-30333026-1	chr7	30332928	30333126	+	0.000	0.000	Merged-chr7-30333026-1
Merged-chr14-121938565-101	chr14	121938265	121939002	+	0.000	0.000	Merged-chr14-121938565-101
Merged-chr10-42860509-74	chr10	42860309	42860696	+	0.000	0.000	Merged-chr10-42860509-74
Merged-chr13-109845162-65	chr13	109844743	109845453	+	0.000	0.000	Merged-chr13-109845162-65
Merged-chr1-106714804-1	chr1	106714706	106714904	+	0.000	0.000	Merged-chr1-106714804-1
Merged-chr2-60166003-27	chr2	60165743	60166222	+	0.000	0.000	Merged-chr2-60166003-27
Merged-chr5-139381144-2	chr5	139381046	139381244	+	0.000	0.000	Merged-chr5-139381144-2
Merged-chr6-99429914-1	chr6	99429816	99430014	+	0.000	0.000	Merged-chr6-99429914-1
Merged-chr15-85977213-11	chr15	85976953	85977411	+	0.000	0.000	Merged-chr15-85977213-11
Merged-chr6-121238480-29	chr6	121238276	121238711	+	0.000	0.000	Merged-chr6-121238480-29
Merged-chr12-8829383-1	chr12	8829285	8829483	+	0.000	0.000	Merged-chr12-8829383-1
Merged-chr5-148552564-115	chr5	148552112	148552966	+	0.000	0.000	Merged-chr5-148552564-115
Merged-chr9-14867208-21	chr9	14866985	14867445	+	0.000	0.000	Merged-chr9-14867208-21
Merged-chr1-160906611-81	chr1	160906223	160906880	+	0.000	0.000	Merged-chr1-160906611-81
Merged-chr16-49770785-9	chr16	49770499	49770958	+	0.000	0.000	Merged-chr16-49770785-9
Merged-chr15-89146991-62	chr15	89146565	89147489	+	0.000	0.000	Merged-chr15-89146991-62
Merged-chr7-24299410-66	chr7	24299117	24299740	+	0.000	0.000	Merged-chr7-24299410-66
Merged-chr5-64864889-25	chr5	64864642	64865269	+	0.000	0.000	Merged-chr5-64864889-25
Merged-chr10-118884259-20	chr10	118884135	118884419	+	0.000	0.000	Merged-chr10-118884259-20
Merged-chr8-91482707-1	chr8	91482609	91482807	+	0.000	0.000	Merged-chr8-91482707-1
Merged-chr5-118036071-1	chr5	118035973	118036171	+	0.000	0.000	Merged-chr5-118036071-1
Merged-chr6-99401904-51	chr6	99401603	99402321	+	0.000	0.000	Merged-chr6-99401904-51
Merged-chr14-122796739-2	chr14	122796631	122796849	+	0.000	0.000	Merged-chr14-122796739-2
Merged-chr12-3745858-43	chr12	3745510	3746300	+	0.000	0.000	Merged-chr12-3745858-43
Merged-chr10-95017083-8	chr10	95016940	95017247	+	0.000	0.000	Merged-chr10-95017083-8
Merged-chr11-22762651-14	chr11	22762471	22762864	+	0.000	0.000	Merged-chr11-22762651-14
Merged-chr4-87669731-33	chr4	87669505	87669975	+	0.000	0.000	Merged-chr4-87669731-33
Merged-chr7-29001124-75	chr7	29000698	29001601	+	0.000	0.000	Merged-chr7-29001124-75
Merged-chr12-113230196-1	chr12	113230098	113230296	+	0.000	0.000	Merged-chr12-113230196-1
Merged-chr4-129793960-55	chr4	129793701	129794228	+	0.000	0.000	Merged-chr4-129793960-55
Merged-chr10-127655253-25	chr10	127655027	127655460	+	0.000	0.000	Merged-chr10-127655253-25
Merged-chr1-189165180-1	chr1	189165082	189165280	+	0.000	0.000	Merged-chr1-189165180-1
Merged-chr9-72133299-87	chr9	72133078	72133551	+	0.000	0.000	Merged-chr9-72133299-87
Merged-chr2-142728774-2	chr2	142728637	142728913	+	0.000	0.000	Merged-chr2-142728774-2
Merged-chr17-47123695-29	chr17	47123460	47123894	+	0.000	0.000	Merged-chr17-47123695-29
Merged-chr4-134496951-35	chr4	134496304	134497347	+	0.000	0.000	Merged-chr4-134496951-35
Merged-chr6-17901265-19	chr6	17900985	17901532	+	0.000	0.000	Merged-chr6-17901265-19
Merged-chr17-47009041-20	chr17	47008806	47009350	+	0.000	0.000	Merged-chr17-47009041-20
Merged-chr1-82869741-41	chr1	82869464	82870179	+	0.000	0.000	Merged-chr1-82869741-41
Merged-chr10-42864170-9	chr10	42863990	42864359	+	0.000	0.000	Merged-chr10-42864170-9
Merged-chr18-79259139-9	chr18	79258951	79259343	+	0.000	0.000	Merged-chr18-79259139-9
Merged-chr14-45079101-26	chr14	45078866	45079343	+	0.000	0.000	Merged-chr14-45079101-26
Merged-chr5-121796162-9	chr5	121795948	121796344	+	0.000	0.000	Merged-chr5-121796162-9
Merged-chr13-91246462-1	chr13	91246364	91246562	+	0.000	0.000	Merged-chr13-91246462-1
Merged-chr1-55430665-40	chr1	55430276	55430903	+	0.000	0.000	Merged-chr1-55430665-40
Merged-chr6-71493091-1	chr6	71492993	71493191	+	0.000	0.000	Merged-chr6-71493091-1
Merged-chr1-74124147-1	chr1	74124049	74124247	+	0.000	0.000	Merged-chr1-74124147-1
Merged-chr2-135922502-1	chr2	135922404	135922602	+	0.000	0.000	Merged-chr2-135922502-1
Merged-chr16-44978370-3	chr16	44978226	44978503	+	0.000	0.000	Merged-chr16-44978370-3
Merged-chr2-75016050-1	chr2	75015952	75016150	+	0.000	0.000	Merged-chr2-75016050-1
Merged-chr18-67324542-37	chr18	67324329	67324795	+	0.000	0.000	Merged-chr18-67324542-37
Merged-chr17-73814943-62	chr17	73814577	73815198	+	0.000	0.000	Merged-chr17-73814943-62
Merged-chr11-69765727-4	chr11	69765606	69765837	+	0.000	0.000	Merged-chr11-69765727-4
Merged-chr7-101060728-39	chr7	101060364	101061186	+	0.000	0.000	Merged-chr7-101060728-39
Merged-chr16-44999747-49	chr16	44999406	45000192	+	0.000	0.000	Merged-chr16-44999747-49
Merged-chr9-25196210-2	chr9	25196069	25196354	+	0.000	0.000	Merged-chr9-25196210-2
Merged-chr7-4865370-2	chr7	4865221	4865522	+	0.000	0.000	Merged-chr7-4865370-2
Merged-chr9-15682069-19	chr9	15681861	15682255	+	0.000	0.000	Merged-chr9-15682069-19
Merged-chr2-27432813-10	chr2	27432614	27432996	+	0.000	0.000	Merged-chr2-27432813-10
Merged-chr11-120823335-1	chr11	120823237	120823435	+	0.000	0.000	Merged-chr11-120823335-1
Merged-chr8-81854929-80	chr8	81854545	81855460	+	0.000	0.000	Merged-chr8-81854929-80
Merged-chr1-173451146-1	chr1	173451048	173451246	+	0.000	0.000	Merged-chr1-173451146-1
Merged-chr18-50004992-2	chr18	50004866	50005120	+	0.000	0.000	Merged-chr18-50004992-2
Merged-chr6-134219589-1	chr6	134219491	134219689	+	0.000	0.000	Merged-chr6-134219589-1
Merged-chr12-69297062-101	chr12	69296641	69297387	+	0.000	0.000	Merged-chr12-69297062-101
Merged-chr4-108833099-2	chr4	108833001	108833199	+	0.000	0.000	Merged-chr4-108833099-2
Merged-chr2-163229277-53	chr2	163229028	163229504	+	0.000	0.000	Merged-chr2-163229277-53
Merged-chr8-40577674-21	chr8	40577308	40577975	+	0.000	0.000	Merged-chr8-40577674-21
Merged-chr9-22134391-4	chr9	22134199	22134574	+	0.000	0.000	Merged-chr9-22134391-4
Merged-chr17-73807600-21	chr17	73807257	73807776	+	0.000	0.000	Merged-chr17-73807600-21
Merged-chr5-107265096-67	chr5	107264760	107265380	+	0.000	0.000	Merged-chr5-107265096-67
Merged-chr18-53862970-7	chr18	53862743	53863135	+	0.000	0.000	Merged-chr18-53862970-7
Merged-chr17-70847281-7	chr17	70847149	70847403	+	0.000	0.000	Merged-chr17-70847281-7
Merged-chr11-96997280-1	chr11	96997182	96997380	+	0.000	0.000	Merged-chr11-96997280-1
Merged-chr18-34850350-14	chr18	34850147	34850513	+	0.000	0.000	Merged-chr18-34850350-14
Merged-chr7-78910749-2	chr7	78910616	78910884	+	0.000	0.000	Merged-chr7-78910749-2
Merged-chr19-18771258-20	chr19	18771057	18771447	+	0.000	0.000	Merged-chr19-18771258-20
Merged-chr13-44730777-105	chr13	44730372	44731293	+	0.000	0.000	Merged-chr13-44730777-105
Merged-chr11-21151904-7	chr11	21151757	21152105	+	0.000	0.000	Merged-chr11-21151904-7
Merged-chr6-134632309-51	chr6	134632025	134632586	+	0.000	0.000	Merged-chr6-134632309-51
Merged-chr6-121228598-24	chr6	121228384	121228800	+	0.000	0.000	Merged-chr6-121228598-24
Merged-chr14-78320229-85	chr14	78319517	78320752	+	0.000	0.000	Merged-chr14-78320229-85
Merged-chr3-52270425-63	chr3	52269898	52270972	+	0.000	0.000	Merged-chr3-52270425-63
Merged-chr2-155697000-1	chr2	155696902	155697100	+	0.000	0.000	Merged-chr2-155697000-1
Merged-chr2-27025778-8	chr2	27025633	27026010	+	0.000	0.000	Merged-chr2-27025778-8
Merged-chr19-47035164-10	chr19	47034985	47035398	+	0.000	0.000	Merged-chr19-47035164-10
Merged-chr9-14499845-38	chr9	14499672	14500014	+	0.000	0.000	Merged-chr9-14499845-38
Merged-chr16-94241195-48	chr16	94240990	94241426	+	0.000	0.000	Merged-chr16-94241195-48
Merged-chr9-38728411-36	chr9	38728182	38728767	+	0.000	0.000	Merged-chr9-38728411-36
Merged-chr2-169546612-1	chr2	169546514	169546712	+	0.000	0.000	Merged-chr2-169546612-1
Merged-chr2-170175662-35	chr2	170175374	170175918	+	0.000	0.000	Merged-chr2-170175662-35
Merged-chr2-32963011-24	chr2	32962767	32963237	+	0.000	0.000	Merged-chr2-32963011-24
Merged-chr1-173451815-42	chr1	173451353	173452412	+	0.000	0.000	Merged-chr1-173451815-42
Merged-chr9-119322632-81	chr9	119322311	119322929	+	0.000	0.000	Merged-chr9-119322632-81
Merged-chr11-53567481-45	chr11	53567271	53567689	+	0.000	0.000	Merged-chr11-53567481-45
Merged-chr1-60985265-33	chr1	60985051	60985518	+	0.000	0.000	Merged-chr1-60985265-33
Merged-chr5-117287576-66	chr5	117287258	117287828	+	0.000	0.000	Merged-chr5-117287576-66
Merged-chr1-180265063-87	chr1	180264422	180265674	+	0.000	0.000	Merged-chr1-180265063-87
Merged-chrX-98301599-4	chrX	98301464	98301739	+	0.000	0.000	Merged-chrX-98301599-4
Merged-chr15-57772935-60	chr15	57772521	57773209	+	0.000	0.000	Merged-chr15-57772935-60
Merged-chr14-61773988-12	chr14	61773831	61774119	+	0.000	0.000	Merged-chr14-61773988-12
Merged-chr3-14579743-1	chr3	14579645	14579843	+	0.000	0.000	Merged-chr3-14579743-1
Merged-chr7-92420666-38	chr7	92420416	92420880	+	0.000	0.000	Merged-chr7-92420666-38
Merged-chr9-7871984-44	chr9	7871653	7872267	+	0.000	0.000	Merged-chr9-7871984-44
Merged-chr5-125177908-37	chr5	125177663	125178303	+	0.000	0.000	Merged-chr5-125177908-37
Merged-chr7-16310124-145	chr7	16309329	16311330	+	0.000	0.000	Merged-chr7-16310124-145
Merged-chr12-82174098-6	chr12	82173934	82174244	+	0.000	0.000	Merged-chr12-82174098-6
Merged-chr1-180313022-2	chr1	180312875	180313172	+	0.000	0.000	Merged-chr1-180313022-2
Merged-chr16-23997406-12	chr16	23997256	23997626	+	0.000	0.000	Merged-chr16-23997406-12
Merged-chr6-128891138-1	chr6	128891040	128891238	+	0.000	0.000	Merged-chr6-128891138-1
Merged-chr11-99142912-8	chr11	99142658	99143091	+	0.000	0.000	Merged-chr11-99142912-8
