#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Th1.up.bed
Merged-chr10-121398884-14	chr10	121398508	121399135	+	0.000	0.000	Merged-chr10-121398884-14
Merged-chr9-44526635-59	chr9	44526421	44526860	+	0.000	0.000	Merged-chr9-44526635-59
Merged-chr15-57693789-12	chr15	57693507	57693982	+	0.000	0.000	Merged-chr15-57693789-12
Merged-chr14-101608277-2	chr14	101608131	101608426	+	0.000	0.000	Merged-chr14-101608277-2
Merged-chr6-98993074-69	chr6	98992734	98993522	+	0.000	0.000	Merged-chr6-98993074-69
Merged-chr14-121445375-33	chr14	121445184	121445578	+	0.000	0.000	Merged-chr14-121445375-33
Merged-chr5-118045541-17	chr5	118045345	118045769	+	0.000	0.000	Merged-chr5-118045541-17
Merged-chr8-70696561-4	chr8	70696431	70696699	+	0.000	0.000	Merged-chr8-70696561-4
Merged-chr5-121660711-82	chr5	121660277	121661305	+	0.000	0.000	Merged-chr5-121660711-82
Merged-chr17-24895385-66	chr17	24894975	24896088	+	0.000	0.000	Merged-chr17-24895385-66
Merged-chr5-110879908-59	chr5	110879649	110880153	+	0.000	0.000	Merged-chr5-110879908-59
Merged-chr13-95521239-9	chr13	95521042	95521555	+	0.000	0.000	Merged-chr13-95521239-9
Merged-chr7-83597333-20	chr7	83597155	83597562	+	0.000	0.000	Merged-chr7-83597333-20
Merged-chr2-117541730-22	chr2	117541408	117542002	+	0.000	0.000	Merged-chr2-117541730-22
Merged-chr10-59296474-30	chr10	59296247	59296692	+	0.000	0.000	Merged-chr10-59296474-30
Merged-chr7-128397190-15	chr7	128397011	128397468	+	0.000	0.000	Merged-chr7-128397190-15
Merged-chr19-24166764-51	chr19	24166526	24166987	+	0.000	0.000	Merged-chr19-24166764-51
Merged-chr9-61830257-53	chr9	61829701	61830580	+	0.000	0.000	Merged-chr9-61830257-53
Merged-chr6-99485384-21	chr6	99485175	99485586	+	0.000	0.000	Merged-chr6-99485384-21
Merged-chr1-181261225-12	chr1	181261040	181261428	+	0.000	0.000	Merged-chr1-181261225-12
Merged-chr2-18928432-59	chr2	18928211	18928652	+	0.000	0.000	Merged-chr2-18928432-59
Merged-chr7-141060327-2	chr7	141060194	141060462	+	0.000	0.000	Merged-chr7-141060327-2
Merged-chr9-57941237-10	chr9	57941034	57941443	+	0.000	0.000	Merged-chr9-57941237-10
Merged-chr4-150517532-35	chr4	150517360	150517776	+	0.000	0.000	Merged-chr4-150517532-35
Merged-chr12-8359324-1	chr12	8359226	8359424	+	0.000	0.000	Merged-chr12-8359324-1
Merged-chr3-129613875-22	chr3	129613644	129614130	+	0.000	0.000	Merged-chr3-129613875-22
Merged-chr3-129561081-2	chr3	129560945	129561219	+	0.000	0.000	Merged-chr3-129561081-2
Merged-chr2-70933304-29	chr2	70933114	70933492	+	0.000	0.000	Merged-chr2-70933304-29
Merged-chr11-78703321-1	chr11	78703223	78703421	+	0.000	0.000	Merged-chr11-78703321-1
Merged-chr11-117873246-3	chr11	117873090	117873386	+	0.000	0.000	Merged-chr11-117873246-3
Merged-chr2-152105009-1	chr2	152104911	152105109	+	0.000	0.000	Merged-chr2-152105009-1
Merged-chr2-70929905-4	chr2	70929676	70930077	+	0.000	0.000	Merged-chr2-70929905-4
Merged-chr17-56717302-101	chr17	56717087	56717514	+	0.000	0.000	Merged-chr17-56717302-101
Merged-chr3-52047175-54	chr3	52046954	52047407	+	0.000	0.000	Merged-chr3-52047175-54
Merged-chr13-92672401-1	chr13	92672303	92672501	+	0.000	0.000	Merged-chr13-92672401-1
Merged-chr1-128591199-37	chr1	128590894	128591521	+	0.000	0.000	Merged-chr1-128591199-37
Merged-chr7-29026000-63	chr7	29025616	29026654	+	0.000	0.000	Merged-chr7-29026000-63
Merged-chr15-6591750-22	chr15	6591518	6591921	+	0.000	0.000	Merged-chr15-6591750-22
Merged-chr3-101917452-2	chr3	101917294	101917613	+	0.000	0.000	Merged-chr3-101917452-2
Merged-chr16-76356281-11	chr16	76356102	76356548	+	0.000	0.000	Merged-chr16-76356281-11
Merged-chr19-29193679-2	chr19	29193545	29193815	+	0.000	0.000	Merged-chr19-29193679-2
Merged-chr10-71399794-69	chr10	71399401	71400345	+	0.000	0.000	Merged-chr10-71399794-69
Merged-chr15-79039071-35	chr15	79038842	79039253	+	0.000	0.000	Merged-chr15-79039071-35
Merged-chr1-128713010-21	chr1	128712695	128713286	+	0.000	0.000	Merged-chr1-128713010-21
Merged-chr10-12981234-40	chr10	12981042	12981515	+	0.000	0.000	Merged-chr10-12981234-40
Merged-chr4-154981680-18	chr4	154981429	154981922	+	0.000	0.000	Merged-chr4-154981680-18
Merged-chr11-69266485-18	chr11	69266322	69266619	+	0.000	0.000	Merged-chr11-69266485-18
Merged-chr1-52442935-12	chr1	52442710	52443141	+	0.000	0.000	Merged-chr1-52442935-12
Merged-chr12-85687143-4	chr12	85687045	85687243	+	0.000	0.000	Merged-chr12-85687143-4
Merged-chr7-28379291-46	chr7	28379027	28379519	+	0.000	0.000	Merged-chr7-28379291-46
Merged-chr2-103638879-10	chr2	103638700	103639104	+	0.000	0.000	Merged-chr2-103638879-10
Merged-chr7-35119008-87	chr7	35118645	35119560	+	0.000	0.000	Merged-chr7-35119008-87
Merged-chr9-62507669-9	chr9	62507525	62507850	+	0.000	0.000	Merged-chr9-62507669-9
Merged-chr19-34511025-19	chr19	34510805	34511318	+	0.000	0.000	Merged-chr19-34511025-19
Merged-chr19-17268849-24	chr19	17268653	17269058	+	0.000	0.000	Merged-chr19-17268849-24
Merged-chr13-63568018-54	chr13	63567626	63568292	+	0.000	0.000	Merged-chr13-63568018-54
Merged-chr4-120405677-65	chr4	120405326	120406678	+	0.000	0.000	Merged-chr4-120405677-65
Merged-chr16-30655956-7	chr16	30655745	30656113	+	0.000	0.000	Merged-chr16-30655956-7
Merged-chr3-40950823-6	chr3	40950680	40950959	+	0.000	0.000	Merged-chr3-40950823-6
Merged-chr9-123241382-6	chr9	123241110	123241570	+	0.000	0.000	Merged-chr9-123241382-6
Merged-chr10-80956239-67	chr10	80955621	80956852	+	0.000	0.000	Merged-chr10-80956239-67
Merged-chr3-129612902-27	chr3	129612706	129613160	+	0.000	0.000	Merged-chr3-129612902-27
Merged-chr2-132014824-4	chr2	132014640	132014974	+	0.000	0.000	Merged-chr2-132014824-4
Merged-chr16-30678432-4	chr16	30678281	30678563	+	0.000	0.000	Merged-chr16-30678432-4
Merged-chr10-99261812-69	chr10	99261421	99262059	+	0.000	0.000	Merged-chr10-99261812-69
Merged-chr6-90808637-1	chr6	90808539	90808737	+	0.000	0.000	Merged-chr6-90808637-1
Merged-chr3-131134204-2	chr3	131134079	131134331	+	0.000	0.000	Merged-chr3-131134204-2
Merged-chr8-34805303-58	chr8	34804753	34805791	+	0.000	0.000	Merged-chr8-34805303-58
Merged-chrX-166185579-37	chrX	166185288	166185781	+	0.000	0.000	Merged-chrX-166185579-37
Merged-chr16-93615620-21	chr16	93615431	93615863	+	0.000	0.000	Merged-chr16-93615620-21
Merged-chr19-32107977-56	chr19	32107583	32108244	+	0.000	0.000	Merged-chr19-32107977-56
Merged-chr6-99067658-20	chr6	99067277	99067859	+	0.000	0.000	Merged-chr6-99067658-20
Merged-chr2-77176488-48	chr2	77176232	77176806	+	0.000	0.000	Merged-chr2-77176488-48
Merged-chr12-85712729-25	chr12	85712530	85712914	+	0.000	0.000	Merged-chr12-85712729-25
Merged-chr1-128782434-21	chr1	128782207	128782691	+	0.000	0.000	Merged-chr1-128782434-21
Merged-chr4-6950544-27	chr4	6950263	6950873	+	0.000	0.000	Merged-chr4-6950544-27
Merged-chr1-190899498-2	chr1	190899394	190899604	+	0.000	0.000	Merged-chr1-190899498-2
Merged-chr4-33077761-28	chr4	33077518	33078084	+	0.000	0.000	Merged-chr4-33077761-28
Merged-chr10-121300859-24	chr10	121300642	121301127	+	0.000	0.000	Merged-chr10-121300859-24
Merged-chr13-94966148-17	chr13	94965969	94966353	+	0.000	0.000	Merged-chr13-94966148-17
Merged-chr12-103333395-26	chr12	103333003	103333764	+	0.000	0.000	Merged-chr12-103333395-26
Merged-chr11-70650559-28	chr11	70650401	70650794	+	0.000	0.000	Merged-chr11-70650559-28
Merged-chr10-13385143-7	chr10	13384943	13385321	+	0.000	0.000	Merged-chr10-13385143-7
Merged-chr8-70699898-12	chr8	70699590	70700215	+	0.000	0.000	Merged-chr8-70699898-12
Merged-chr7-16197384-7	chr7	16197189	16197553	+	0.000	0.000	Merged-chr7-16197384-7
Merged-chr11-103771687-20	chr11	103771368	103772017	+	0.000	0.000	Merged-chr11-103771687-20
Merged-chr15-74897771-10	chr15	74897567	74898013	+	0.000	0.000	Merged-chr15-74897771-10
Merged-chr11-19963840-12	chr11	19963445	19964141	+	0.000	0.000	Merged-chr11-19963840-12
Merged-chr1-60971078-4	chr1	60970916	60971224	+	0.000	0.000	Merged-chr1-60971078-4
Merged-chr8-47674079-1	chr8	47673981	47674179	+	0.000	0.000	Merged-chr8-47674079-1
Merged-chr10-68137177-25	chr10	68137051	68137362	+	0.000	0.000	Merged-chr10-68137177-25
Merged-chr2-24762167-12	chr2	24761876	24762469	+	0.000	0.000	Merged-chr2-24762167-12
Merged-chr4-54226482-3	chr4	54226272	54226648	+	0.000	0.000	Merged-chr4-54226482-3
Merged-chr10-68210104-1	chr10	68210006	68210204	+	0.000	0.000	Merged-chr10-68210104-1
Merged-chr6-59425568-21	chr6	59425350	59425769	+	0.000	0.000	Merged-chr6-59425568-21
Merged-chr6-94700200-117	chr6	94699809	94700594	+	0.000	0.000	Merged-chr6-94700200-117
Merged-chr12-36423696-23	chr12	36423470	36423947	+	0.000	0.000	Merged-chr12-36423696-23
Merged-chr6-99309910-1	chr6	99309812	99310010	+	0.000	0.000	Merged-chr6-99309910-1
Merged-chr1-171983561-45	chr1	171982939	171983938	+	0.000	0.000	Merged-chr1-171983561-45
Merged-chr7-112095114-21	chr7	112094918	112095322	+	0.000	0.000	Merged-chr7-112095114-21
Merged-chr10-43478233-6	chr10	43477997	43478413	+	0.000	0.000	Merged-chr10-43478233-6
Merged-chr10-12823513-1	chr10	12823415	12823613	+	0.000	0.000	Merged-chr10-12823513-1
Merged-chr10-17583261-2	chr10	17583112	17583413	+	0.000	0.000	Merged-chr10-17583261-2
Merged-chr15-93583275-25	chr15	93583055	93583438	+	0.000	0.000	Merged-chr15-93583275-25
Merged-chr12-85472373-19	chr12	85472169	85472677	+	0.000	0.000	Merged-chr12-85472373-19
Merged-chr14-65351604-1	chr14	65351506	65351704	+	0.000	0.000	Merged-chr14-65351604-1
Merged-chr11-96996617-51	chr11	96996393	96997005	+	0.000	0.000	Merged-chr11-96996617-51
Merged-chr5-36004091-12	chr5	36003874	36004331	+	0.000	0.000	Merged-chr5-36004091-12
Merged-chr1-164494906-11	chr1	164494712	164495135	+	0.000	0.000	Merged-chr1-164494906-11
Merged-chr2-5063869-93	chr2	5063502	5064057	+	0.000	0.000	Merged-chr2-5063869-93
Merged-chr13-63573573-19	chr13	63573278	63573980	+	0.000	0.000	Merged-chr13-63573573-19
Merged-chr9-61755916-2	chr9	61755818	61756016	+	0.000	0.000	Merged-chr9-61755916-2
Merged-chr5-29195906-68	chr5	29195535	29196204	+	0.000	0.000	Merged-chr5-29195906-68
Merged-chr10-96081331-2	chr10	96081211	96081454	+	0.000	0.000	Merged-chr10-96081331-2
Merged-chr11-69411371-4	chr11	69411273	69411471	+	0.000	0.000	Merged-chr11-69411371-4
Merged-chr8-81636390-46	chr8	81635932	81636644	+	0.000	0.000	Merged-chr8-81636390-46
Merged-chr7-68144496-12	chr7	68144313	68144722	+	0.000	0.000	Merged-chr7-68144496-12
Merged-chr17-73109523-1	chr17	73109425	73109623	+	0.000	0.000	Merged-chr17-73109523-1
Merged-chr11-52265909-50	chr11	52265639	52266189	+	0.000	0.000	Merged-chr11-52265909-50
Merged-chr15-25796496-1	chr15	25796398	25796596	+	0.000	0.000	Merged-chr15-25796496-1
Merged-chr16-45305725-3	chr16	45305623	45305833	+	0.000	0.000	Merged-chr16-45305725-3
Merged-chr10-121693987-2	chr10	121693843	121694134	+	0.000	0.000	Merged-chr10-121693987-2
Merged-chr13-99412830-24	chr13	99412639	99413125	+	0.000	0.000	Merged-chr13-99412830-24
Merged-chr9-88332643-26	chr9	88332438	88332813	+	0.000	0.000	Merged-chr9-88332643-26
Merged-chr18-34886927-1	chr18	34886829	34887027	+	0.000	0.000	Merged-chr18-34886927-1
Merged-chr6-41545550-2	chr6	41545446	41545656	+	0.000	0.000	Merged-chr6-41545550-2
Merged-chr15-27785429-33	chr15	27785145	27785643	+	0.000	0.000	Merged-chr15-27785429-33
Merged-chr11-97018776-25	chr11	97018424	97019018	+	0.000	0.000	Merged-chr11-97018776-25
Merged-chr11-100861973-17	chr11	100861656	100862161	+	0.000	0.000	Merged-chr11-100861973-17
Merged-chr5-147057071-1	chr5	147056973	147057171	+	0.000	0.000	Merged-chr5-147057071-1
Merged-chr12-98920565-69	chr12	98920276	98920979	+	0.000	0.000	Merged-chr12-98920565-69
Merged-chr6-134247507-18	chr6	134247250	134247716	+	0.000	0.000	Merged-chr6-134247507-18
Merged-chr6-128799427-106	chr6	128798947	128799863	+	0.000	0.000	Merged-chr6-128799427-106
Merged-chr17-26090364-48	chr17	26090150	26090558	+	0.000	0.000	Merged-chr17-26090364-48
Merged-chr11-77385814-2	chr11	77385695	77385935	+	0.000	0.000	Merged-chr11-77385814-2
Merged-chr12-73494185-12	chr12	73494019	73494400	+	0.000	0.000	Merged-chr12-73494185-12
Merged-chr1-34005942-55	chr1	34005548	34006329	+	0.000	0.000	Merged-chr1-34005942-55
Merged-chr15-79932596-65	chr15	79932200	79933035	+	0.000	0.000	Merged-chr15-79932596-65
Merged-chr4-32768214-30	chr4	32768020	32768392	+	0.000	0.000	Merged-chr4-32768214-30
Merged-chr11-22666362-15	chr11	22666105	22666559	+	0.000	0.000	Merged-chr11-22666362-15
Merged-chr1-37022796-2	chr1	37022690	37022905	+	0.000	0.000	Merged-chr1-37022796-2
Merged-chr5-134277310-4	chr5	134277188	134277446	+	0.000	0.000	Merged-chr5-134277310-4
Merged-chr18-50032999-72	chr18	50032690	50033325	+	0.000	0.000	Merged-chr18-50032999-72
Merged-chr9-84030961-27	chr9	84030738	84031259	+	0.000	0.000	Merged-chr9-84030961-27
Merged-chr17-84626518-47	chr17	84626328	84626821	+	0.000	0.000	Merged-chr17-84626518-47
Merged-chr17-51178519-2	chr17	51178333	51178707	+	0.000	0.000	Merged-chr17-51178519-2
Merged-chr6-99220619-12	chr6	99220196	99220913	+	0.000	0.000	Merged-chr6-99220619-12
Merged-chr8-109705428-77	chr8	109704982	109705782	+	0.000	0.000	Merged-chr8-109705428-77
Merged-chr1-40240517-6	chr1	40240348	40240670	+	0.000	0.000	Merged-chr1-40240517-6
Merged-chr7-19359775-64	chr7	19359492	19360131	+	0.000	0.000	Merged-chr7-19359775-64
Merged-chr19-29228315-7	chr19	29228101	29228532	+	0.000	0.000	Merged-chr19-29228315-7
Merged-chr15-28024714-15	chr15	28024106	28025092	+	0.000	0.000	Merged-chr15-28024714-15
Merged-chr4-106836739-2	chr4	106836630	106836850	+	0.000	0.000	Merged-chr4-106836739-2
Merged-chr6-4601698-2	chr6	4601570	4601828	+	0.000	0.000	Merged-chr6-4601698-2
Merged-chr15-64313424-10	chr15	64313221	64313598	+	0.000	0.000	Merged-chr15-64313424-10
Merged-chr15-64299495-1	chr15	64299397	64299595	+	0.000	0.000	Merged-chr15-64299495-1
Merged-chr12-17636836-5	chr12	17636679	17636988	+	0.000	0.000	Merged-chr12-17636836-5
Merged-chr13-55528165-11	chr13	55527890	55528410	+	0.000	0.000	Merged-chr13-55528165-11
Merged-chr8-91463868-1	chr8	91463770	91463968	+	0.000	0.000	Merged-chr8-91463868-1
Merged-chr14-61788056-47	chr14	61787804	61788237	+	0.000	0.000	Merged-chr14-61788056-47
Merged-chr12-85474010-81	chr12	85473600	85474301	+	0.000	0.000	Merged-chr12-85474010-81
Merged-chr16-30769529-58	chr16	30769188	30769731	+	0.000	0.000	Merged-chr16-30769529-58
Merged-chr5-118036805-2	chr5	118036707	118036905	+	0.000	0.000	Merged-chr5-118036805-2
Merged-chr4-102887084-22	chr4	102886794	102887372	+	0.000	0.000	Merged-chr4-102887084-22
Merged-chr19-4100441-1	chr19	4100343	4100541	+	0.000	0.000	Merged-chr19-4100441-1
Merged-chr3-151749221-35	chr3	151748538	151749947	+	0.000	0.000	Merged-chr3-151749221-35
Merged-chr6-41540082-4	chr6	41539973	41540196	+	0.000	0.000	Merged-chr6-41540082-4
Merged-chr8-91326168-13	chr8	91325933	91326358	+	0.000	0.000	Merged-chr8-91326168-13
Merged-chr2-75905004-7	chr2	75904808	75905159	+	0.000	0.000	Merged-chr2-75905004-7
Merged-chr7-30299116-1	chr7	30299018	30299216	+	0.000	0.000	Merged-chr7-30299116-1
Merged-chr18-49986913-28	chr18	49986601	49987206	+	0.000	0.000	Merged-chr18-49986913-28
Merged-chr16-89972270-4	chr16	89972148	89972408	+	0.000	0.000	Merged-chr16-89972270-4
Merged-chr11-44451210-1	chr11	44451112	44451310	+	0.000	0.000	Merged-chr11-44451210-1
Merged-chr11-94371007-27	chr11	94370757	94371268	+	0.000	0.000	Merged-chr11-94371007-27
Merged-chr7-141437625-56	chr7	141437440	141437774	+	0.000	0.000	Merged-chr7-141437625-56
Merged-chr6-99379520-2	chr6	99379420	99379623	+	0.000	0.000	Merged-chr6-99379520-2
Merged-chr11-97021512-1	chr11	97021414	97021612	+	0.000	0.000	Merged-chr11-97021512-1
Merged-chr7-127024462-5	chr7	127024328	127024617	+	0.000	0.000	Merged-chr7-127024462-5
Merged-chr4-6930843-21	chr4	6930651	6931077	+	0.000	0.000	Merged-chr4-6930843-21
Merged-chr1-36797700-29	chr1	36797529	36797895	+	0.000	0.000	Merged-chr1-36797700-29
Merged-chr5-121606385-6	chr5	121606227	121606539	+	0.000	0.000	Merged-chr5-121606385-6
Merged-chr7-67961602-1	chr7	67961504	67961702	+	0.000	0.000	Merged-chr7-67961602-1
Merged-chr11-60334317-7	chr11	60334129	60334459	+	0.000	0.000	Merged-chr11-60334317-7
Merged-chr7-49421353-29	chr7	49420895	49421579	+	0.000	0.000	Merged-chr7-49421353-29
Merged-chr18-14774041-14	chr18	14773877	14774219	+	0.000	0.000	Merged-chr18-14774041-14
Merged-chr7-132316558-195	chr7	132315998	132317141	+	0.000	0.000	Merged-chr7-132316558-195
Merged-chr2-18914353-5	chr2	18914124	18914570	+	0.000	0.000	Merged-chr2-18914353-5
Merged-chr4-53845434-14	chr4	53845199	53845700	+	0.000	0.000	Merged-chr4-53845434-14
Merged-chr2-112800158-40	chr2	112799759	112800458	+	0.000	0.000	Merged-chr2-112800158-40
Merged-chr6-48629396-42	chr6	48628827	48629822	+	0.000	0.000	Merged-chr6-48629396-42
Merged-chr6-145090956-22	chr6	145090666	145091326	+	0.000	0.000	Merged-chr6-145090956-22
Merged-chr8-34807662-139	chr8	34806972	34808583	+	0.000	0.000	Merged-chr8-34807662-139
Merged-chr14-121545671-6	chr14	121545555	121545814	+	0.000	0.000	Merged-chr14-121545671-6
Merged-chr1-36260674-2	chr1	36260495	36260855	+	0.000	0.000	Merged-chr1-36260674-2
Merged-chr12-17737331-11	chr12	17737084	17737671	+	0.000	0.000	Merged-chr12-17737331-11
Merged-chr7-68129402-66	chr7	68128981	68129752	+	0.000	0.000	Merged-chr7-68129402-66
Merged-chr4-137763066-13	chr4	137762751	137763356	+	0.000	0.000	Merged-chr4-137763066-13
Merged-chr13-73646864-32	chr13	73646603	73647357	+	0.000	0.000	Merged-chr13-73646864-32
Merged-chr13-63563458-65	chr13	63563128	63563811	+	0.000	0.000	Merged-chr13-63563458-65
Merged-chr5-34187063-1	chr5	34186965	34187163	+	0.000	0.000	Merged-chr5-34187063-1
Merged-chr16-76354540-16	chr16	76354368	76354782	+	0.000	0.000	Merged-chr16-76354540-16
Merged-chr4-54104301-1	chr4	54104203	54104401	+	0.000	0.000	Merged-chr4-54104301-1
Merged-chr3-97294559-20	chr3	97294353	97294746	+	0.000	0.000	Merged-chr3-97294559-20
Merged-chr15-79932063-1	chr15	79931965	79932163	+	0.000	0.000	Merged-chr15-79932063-1
Merged-chr2-103640943-2	chr2	103640834	103641054	+	0.000	0.000	Merged-chr2-103640943-2
Merged-chr2-32847236-54	chr2	32846664	32847557	+	0.000	0.000	Merged-chr2-32847236-54
Merged-chr17-65773335-1	chr17	65773237	65773435	+	0.000	0.000	Merged-chr17-65773335-1
Merged-chr14-61648687-125	chr14	61648247	61649118	+	0.000	0.000	Merged-chr14-61648687-125
Merged-chr12-55488761-97	chr12	55488027	55489360	+	0.000	0.000	Merged-chr12-55488761-97
Merged-chr17-32349293-10	chr17	32349059	32349518	+	0.000	0.000	Merged-chr17-32349293-10
Merged-chr2-135702519-1	chr2	135702421	135702619	+	0.000	0.000	Merged-chr2-135702519-1
Merged-chr2-131500790-1	chr2	131500692	131500890	+	0.000	0.000	Merged-chr2-131500790-1
Merged-chr2-91949557-1	chr2	91949459	91949657	+	0.000	0.000	Merged-chr2-91949557-1
Merged-chr10-99268470-1	chr10	99268372	99268570	+	0.000	0.000	Merged-chr10-99268470-1
Merged-chr2-132022814-33	chr2	132022585	132023073	+	0.000	0.000	Merged-chr2-132022814-33
Merged-chr7-19823686-4	chr7	19823553	19823892	+	0.000	0.000	Merged-chr7-19823686-4
Merged-chr1-128667443-20	chr1	128667261	128667602	+	0.000	0.000	Merged-chr1-128667443-20
Merged-chr6-115546435-6	chr6	115546278	115546629	+	0.000	0.000	Merged-chr6-115546435-6
Merged-chr19-34505331-35	chr19	34505103	34505547	+	0.000	0.000	Merged-chr19-34505331-35
Merged-chr6-90737142-91	chr6	90736411	90737773	+	0.000	0.000	Merged-chr6-90737142-91
Merged-chr4-106842626-1	chr4	106842528	106842726	+	0.000	0.000	Merged-chr4-106842626-1
Merged-chr11-20326437-1	chr11	20326339	20326537	+	0.000	0.000	Merged-chr11-20326437-1
Merged-chr10-115381729-5	chr10	115381607	115381847	+	0.000	0.000	Merged-chr10-115381729-5
Merged-chr13-41638264-26	chr13	41637982	41638549	+	0.000	0.000	Merged-chr13-41638264-26
Merged-chr9-65188751-4	chr9	65188624	65188877	+	0.000	0.000	Merged-chr9-65188751-4
Merged-chr6-99241934-12	chr6	99241694	99242242	+	0.000	0.000	Merged-chr6-99241934-12
Merged-chr2-84839755-3	chr2	84839572	84839904	+	0.000	0.000	Merged-chr2-84839755-3
Merged-chr13-36368196-54	chr13	36367814	36368489	+	0.000	0.000	Merged-chr13-36368196-54
Merged-chr16-89973784-12	chr16	89973612	89973974	+	0.000	0.000	Merged-chr16-89973784-12
Merged-chr12-17691994-42	chr12	17691669	17692271	+	0.000	0.000	Merged-chr12-17691994-42
Merged-chr13-92639220-17	chr13	92639051	92639380	+	0.000	0.000	Merged-chr13-92639220-17
Merged-chr4-106828522-2	chr4	106828407	106828639	+	0.000	0.000	Merged-chr4-106828522-2
Merged-chr19-4000436-69	chr19	4000218	4000690	+	0.000	0.000	Merged-chr19-4000436-69
Merged-chr4-135895375-12	chr4	135895130	135895586	+	0.000	0.000	Merged-chr4-135895375-12
Merged-chr10-13386141-8	chr10	13385928	13386401	+	0.000	0.000	Merged-chr10-13386141-8
Merged-chr2-169405067-1	chr2	169404969	169405167	+	0.000	0.000	Merged-chr2-169405067-1
Merged-chr4-6975931-27	chr4	6975640	6976135	+	0.000	0.000	Merged-chr4-6975931-27
Merged-chr5-64813644-15	chr5	64813452	64813901	+	0.000	0.000	Merged-chr5-64813644-15
Merged-chr5-65896213-3	chr5	65896084	65896371	+	0.000	0.000	Merged-chr5-65896213-3
Merged-chr14-120398417-32	chr14	120398252	120398671	+	0.000	0.000	Merged-chr14-120398417-32
Merged-chr19-11601059-2	chr19	11600940	11601180	+	0.000	0.000	Merged-chr19-11601059-2
Merged-chr19-29210220-25	chr19	29209981	29210471	+	0.000	0.000	Merged-chr19-29210220-25
Merged-chr17-84353929-2	chr17	84353805	84354056	+	0.000	0.000	Merged-chr17-84353929-2
Merged-chr15-27825914-54	chr15	27825431	27826838	+	0.000	0.000	Merged-chr15-27825914-54
Merged-chr3-52007872-51	chr3	52007462	52008476	+	0.000	0.000	Merged-chr3-52007872-51
Merged-chr11-69767562-1	chr11	69767464	69767662	+	0.000	0.000	Merged-chr11-69767562-1
Merged-chr15-36361606-62	chr15	36361216	36361987	+	0.000	0.000	Merged-chr15-36361606-62
Merged-chr2-32852392-1	chr2	32852294	32852492	+	0.000	0.000	Merged-chr2-32852392-1
Merged-chr11-117954336-16	chr11	117954136	117954569	+	0.000	0.000	Merged-chr11-117954336-16
Merged-chr6-125237216-70	chr6	125236715	125237964	+	0.000	0.000	Merged-chr6-125237216-70
Merged-chr14-31556211-33	chr14	31555962	31556572	+	0.000	0.000	Merged-chr14-31556211-33
Merged-chr7-141194974-27	chr7	141194705	141195150	+	0.000	0.000	Merged-chr7-141194974-27
Merged-chr7-78584470-21	chr7	78584122	78584905	+	0.000	0.000	Merged-chr7-78584470-21
Merged-chr10-12716309-1	chr10	12716211	12716409	+	0.000	0.000	Merged-chr10-12716309-1
Merged-chr13-112272178-27	chr13	112271882	112272360	+	0.000	0.000	Merged-chr13-112272178-27
Merged-chr5-105114898-53	chr5	105114512	105115339	+	0.000	0.000	Merged-chr5-105114898-53
Merged-chr1-73901992-79	chr1	73901391	73902783	+	0.000	0.000	Merged-chr1-73901992-79
Merged-chr6-6217012-81	chr6	6216758	6217351	+	0.000	0.000	Merged-chr6-6217012-81
Merged-chr9-62838773-60	chr9	62838393	62839055	+	0.000	0.000	Merged-chr9-62838773-60
Merged-chr13-95524041-1	chr13	95523943	95524141	+	0.000	0.000	Merged-chr13-95524041-1
Merged-chr1-164963647-1	chr1	164963549	164963747	+	0.000	0.000	Merged-chr1-164963647-1
Merged-chr3-152347316-1	chr3	152347218	152347416	+	0.000	0.000	Merged-chr3-152347316-1
Merged-chr10-67498312-2	chr10	67498205	67498421	+	0.000	0.000	Merged-chr10-67498312-2
Merged-chr15-6612978-36	chr15	6612713	6613223	+	0.000	0.000	Merged-chr15-6612978-36
Merged-chr10-13061537-1	chr10	13061439	13061637	+	0.000	0.000	Merged-chr10-13061537-1
Merged-chr9-14376184-17	chr9	14375961	14376442	+	0.000	0.000	Merged-chr9-14376184-17
Merged-chr10-96609713-52	chr10	96609380	96610059	+	0.000	0.000	Merged-chr10-96609713-52
Merged-chr2-139934123-2	chr2	139933974	139934275	+	0.000	0.000	Merged-chr2-139934123-2
Merged-chr17-31058889-44	chr17	31058623	31059148	+	0.000	0.000	Merged-chr17-31058889-44
Merged-chr2-93439283-6	chr2	93439149	93439412	+	0.000	0.000	Merged-chr2-93439283-6
Merged-chr17-31058324-16	chr17	31058171	31058519	+	0.000	0.000	Merged-chr17-31058324-16
Merged-chr10-81256732-1	chr10	81256634	81256832	+	0.000	0.000	Merged-chr10-81256732-1
Merged-chr16-57500995-13	chr16	57500792	57501192	+	0.000	0.000	Merged-chr16-57500995-13
Merged-chr3-101917888-28	chr3	101917679	101918235	+	0.000	0.000	Merged-chr3-101917888-28
Merged-chr3-89905265-15	chr3	89905052	89905560	+	0.000	0.000	Merged-chr3-89905265-15
Merged-chr17-73251359-2	chr17	73251250	73251470	+	0.000	0.000	Merged-chr17-73251359-2
