#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_II--ATAC_peaks.bed all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1.up.bed
Merged-chr10-83080090-1	chr10	83079992	83080190	+	0.000	0.000	Merged-chr10-83080090-1
Merged-chr4-11546008-14	chr4	11545764	11546252	+	0.000	0.000	Merged-chr4-11546008-14
Merged-chr9-120055033-46	chr9	120054827	120055257	+	0.000	0.000	Merged-chr9-120055033-46
Merged-chr4-59003265-59	chr4	59003098	59003514	+	0.000	0.000	Merged-chr4-59003265-59
Merged-chr2-18343725-11	chr2	18343533	18343954	+	0.000	0.000	Merged-chr2-18343725-11
Merged-chr15-55906443-143	chr15	55905906	55906722	+	0.000	0.000	Merged-chr15-55906443-143
Merged-chr10-83140838-15	chr10	83140684	83140984	+	0.000	0.000	Merged-chr10-83140838-15
Merged-chr19-40722467-30	chr19	40722145	40722722	+	0.000	0.000	Merged-chr19-40722467-30
Merged-chr19-40737260-25	chr19	40737099	40737442	+	0.000	0.000	Merged-chr19-40737260-25
Merged-chr15-76034603-8	chr15	76034325	76034789	+	0.000	0.000	Merged-chr15-76034603-8
Merged-chr1-153101655-26	chr1	153101461	153101876	+	0.000	0.000	Merged-chr1-153101655-26
Merged-chr13-95712941-67	chr13	95712525	95713165	+	0.000	0.000	Merged-chr13-95712941-67
Merged-chr2-80579477-19	chr2	80579246	80579689	+	0.000	0.000	Merged-chr2-80579477-19
Merged-chr5-74348625-55	chr5	74348361	74348899	+	0.000	0.000	Merged-chr5-74348625-55
Merged-chr2-152029501-52	chr2	152029130	152029936	+	0.000	0.000	Merged-chr2-152029501-52
Merged-chr12-73693456-30	chr12	73693190	73693681	+	0.000	0.000	Merged-chr12-73693456-30
Merged-chr15-80611666-31	chr15	80611442	80611901	+	0.000	0.000	Merged-chr15-80611666-31
Merged-chr17-44459159-33	chr17	44458879	44459384	+	0.000	0.000	Merged-chr17-44459159-33
Merged-chrX-164027245-2	chrX	164027147	164027345	+	0.000	0.000	Merged-chrX-164027245-2
Merged-chr10-99107593-160	chr10	99107363	99107844	+	0.000	0.000	Merged-chr10-99107593-160
Merged-chr2-101816960-10	chr2	101816661	101817244	+	0.000	0.000	Merged-chr2-101816960-10
Merged-chr2-3285142-5	chr2	3285040	3285250	+	0.000	0.000	Merged-chr2-3285142-5
Merged-chr7-28605979-11	chr7	28605839	28606149	+	0.000	0.000	Merged-chr7-28605979-11
Merged-chr12-32203958-35	chr12	32203788	32204168	+	0.000	0.000	Merged-chr12-32203958-35
Merged-chr5-63906671-29	chr5	63906355	63906931	+	0.000	0.000	Merged-chr5-63906671-29
Merged-chr16-36720416-27	chr16	36720110	36720695	+	0.000	0.000	Merged-chr16-36720416-27
Merged-chr2-60757314-6	chr2	60757193	60757450	+	0.000	0.000	Merged-chr2-60757314-6
Merged-chr5-107061883-14	chr5	107061654	107062180	+	0.000	0.000	Merged-chr5-107061883-14
Merged-chr13-41445652-2	chr13	41445526	41445781	+	0.000	0.000	Merged-chr13-41445652-2
Merged-chr4-103113589-3	chr4	103113428	103113740	+	0.000	0.000	Merged-chr4-103113589-3
Merged-chr17-79346494-1	chr17	79346396	79346594	+	0.000	0.000	Merged-chr17-79346494-1
Merged-chr7-110221778-96	chr7	110221522	110222038	+	0.000	0.000	Merged-chr7-110221778-96
Merged-chr12-100895499-71	chr12	100895321	100895838	+	0.000	0.000	Merged-chr12-100895499-71
Merged-chr12-69386789-3	chr12	69386635	69386918	+	0.000	0.000	Merged-chr12-69386789-3
Merged-chr6-130235815-5	chr6	130235658	130235997	+	0.000	0.000	Merged-chr6-130235815-5
Merged-chr10-118461532-37	chr10	118461235	118461778	+	0.000	0.000	Merged-chr10-118461532-37
Merged-chr16-36663524-7	chr16	36663325	36663795	+	0.000	0.000	Merged-chr16-36663524-7
Merged-chr7-67372198-2	chr7	67372080	67372319	+	0.000	0.000	Merged-chr7-67372198-2
Merged-chr1-135132862-98	chr1	135132519	135133256	+	0.000	0.000	Merged-chr1-135132862-98
Merged-chr9-114761950-4	chr9	114761783	114762105	+	0.000	0.000	Merged-chr9-114761950-4
Merged-chr14-120405299-37	chr14	120404977	120405492	+	0.000	0.000	Merged-chr14-120405299-37
Merged-chr6-115853380-61	chr6	115853179	115853758	+	0.000	0.000	Merged-chr6-115853380-61
Merged-chr10-75893293-53	chr10	75893076	75893482	+	0.000	0.000	Merged-chr10-75893293-53
Merged-chr5-74205707-4	chr5	74205596	74205826	+	0.000	0.000	Merged-chr5-74205707-4
Merged-chr1-71037099-26	chr1	71036883	71037322	+	0.000	0.000	Merged-chr1-71037099-26
Merged-chr9-106369380-1	chr9	106369282	106369480	+	0.000	0.000	Merged-chr9-106369380-1
Merged-chr17-73882367-30	chr17	73882126	73882575	+	0.000	0.000	Merged-chr17-73882367-30
Merged-chr2-36220233-13	chr2	36219970	36220514	+	0.000	0.000	Merged-chr2-36220233-13
Merged-chr12-32202872-9	chr12	32202667	32203035	+	0.000	0.000	Merged-chr12-32202872-9
Merged-chrX-167147015-87	chrX	167146562	167147952	+	0.000	0.000	Merged-chrX-167147015-87
Merged-chr6-129627649-22	chr6	129627429	129627892	+	0.000	0.000	Merged-chr6-129627649-22
Merged-chr11-121703125-113	chr11	121702254	121703944	+	0.000	0.000	Merged-chr11-121703125-113
Merged-chr14-78611005-3	chr14	78610883	78611131	+	0.000	0.000	Merged-chr14-78611005-3
Merged-chr6-97531148-12	chr6	97530933	97531446	+	0.000	0.000	Merged-chr6-97531148-12
Merged-chr9-124101060-3	chr9	124100954	124101166	+	0.000	0.000	Merged-chr9-124101060-3
Merged-chr3-59261558-2	chr3	59261460	59261658	+	0.000	0.000	Merged-chr3-59261558-2
Merged-chr12-44209945-88	chr12	44209737	44210377	+	0.000	0.000	Merged-chr12-44209945-88
Merged-chr2-163658491-43	chr2	163658225	163658862	+	0.000	0.000	Merged-chr2-163658491-43
Merged-chr3-88476622-1	chr3	88476524	88476722	+	0.000	0.000	Merged-chr3-88476622-1
Merged-chr15-56047041-38	chr15	56046827	56047331	+	0.000	0.000	Merged-chr15-56047041-38
Merged-chr17-73891792-6	chr17	73891645	73891971	+	0.000	0.000	Merged-chr17-73891792-6
Merged-chr17-35837655-1	chr17	35837557	35837755	+	0.000	0.000	Merged-chr17-35837655-1
Merged-chr9-78623608-19	chr9	78623331	78623864	+	0.000	0.000	Merged-chr9-78623608-19
Merged-chr5-146844411-3	chr5	146844227	146844594	+	0.000	0.000	Merged-chr5-146844411-3
Merged-chr1-135725509-1	chr1	135725411	135725609	+	0.000	0.000	Merged-chr1-135725509-1
Merged-chr14-122997826-59	chr14	122997442	122998094	+	0.000	0.000	Merged-chr14-122997826-59
Merged-chr13-62624100-54	chr13	62623917	62624344	+	0.000	0.000	Merged-chr13-62624100-54
Merged-chr1-135019182-17	chr1	135018919	135019382	+	0.000	0.000	Merged-chr1-135019182-17
Merged-chr1-21064468-17	chr1	21064190	21064833	+	0.000	0.000	Merged-chr1-21064468-17
Merged-chr3-94375656-27	chr3	94375303	94375910	+	0.000	0.000	Merged-chr3-94375656-27
Merged-chr4-132463983-61	chr4	132463720	132464249	+	0.000	0.000	Merged-chr4-132463983-61
Merged-chr6-51545421-58	chr6	51544879	51545711	+	0.000	0.000	Merged-chr6-51545421-58
Merged-chr5-66068562-28	chr5	66068025	66068902	+	0.000	0.000	Merged-chr5-66068562-28
Merged-chr9-54676759-26	chr9	54676498	54676970	+	0.000	0.000	Merged-chr9-54676759-26
Merged-chr7-67353153-2	chr7	67353052	67353256	+	0.000	0.000	Merged-chr7-67353153-2
Merged-chr3-88457403-6	chr3	88457268	88457567	+	0.000	0.000	Merged-chr3-88457403-6
Merged-chr18-66407896-2	chr18	66407751	66408044	+	0.000	0.000	Merged-chr18-66407896-2
Merged-chr10-118455940-5	chr10	118455790	118456061	+	0.000	0.000	Merged-chr10-118455940-5
Merged-chr16-36669472-1	chr16	36669374	36669572	+	0.000	0.000	Merged-chr16-36669472-1
Merged-chr16-78546881-68	chr16	78546486	78547256	+	0.000	0.000	Merged-chr16-78546881-68
Merged-chr13-115107653-33	chr13	115107450	115107993	+	0.000	0.000	Merged-chr13-115107653-33
Merged-chr11-98937757-69	chr11	98937361	98938298	+	0.000	0.000	Merged-chr11-98937757-69
Merged-chr12-24706987-8	chr12	24706796	24707240	+	0.000	0.000	Merged-chr12-24706987-8
Merged-chr1-97649720-2	chr1	97649599	97649844	+	0.000	0.000	Merged-chr1-97649720-2
Merged-chr15-103215427-34	chr15	103215211	103215633	+	0.000	0.000	Merged-chr15-103215427-34
Merged-chr1-43413195-24	chr1	43412962	43413554	+	0.000	0.000	Merged-chr1-43413195-24
Merged-chr4-116463622-3	chr4	116463430	116463770	+	0.000	0.000	Merged-chr4-116463622-3
Merged-chr5-135134293-53	chr5	135133937	135134532	+	0.000	0.000	Merged-chr5-135134293-53
Merged-chr17-80224526-64	chr17	80224296	80224830	+	0.000	0.000	Merged-chr17-80224526-64
Merged-chr9-114026652-59	chr9	114026362	114026887	+	0.000	0.000	Merged-chr9-114026652-59
Merged-chr10-89442853-1	chr10	89442755	89442953	+	0.000	0.000	Merged-chr10-89442853-1
Merged-chr13-62653213-52	chr13	62652974	62653519	+	0.000	0.000	Merged-chr13-62653213-52
Merged-chr7-90355618-52	chr7	90355397	90355842	+	0.000	0.000	Merged-chr7-90355618-52
Merged-chr7-63999373-46	chr7	63999059	63999767	+	0.000	0.000	Merged-chr7-63999373-46
Merged-chr4-11929622-28	chr4	11929392	11929831	+	0.000	0.000	Merged-chr4-11929622-28
Merged-chr10-17919188-12	chr10	17918978	17919388	+	0.000	0.000	Merged-chr10-17919188-12
Merged-chr11-87404473-69	chr11	87404232	87404694	+	0.000	0.000	Merged-chr11-87404473-69
Merged-chr14-78619032-26	chr14	78618865	78619278	+	0.000	0.000	Merged-chr14-78619032-26
Merged-chr15-96700302-2	chr15	96700204	96700403	+	0.000	0.000	Merged-chr15-96700302-2
Merged-chr1-133039631-33	chr1	133039315	133039834	+	0.000	0.000	Merged-chr1-133039631-33
Merged-chr16-95769994-72	chr16	95769540	95770493	+	0.000	0.000	Merged-chr16-95769994-72
Merged-chr15-55906885-1	chr15	55906787	55906985	+	0.000	0.000	Merged-chr15-55906885-1
Merged-chr18-70633740-34	chr18	70633353	70633943	+	0.000	0.000	Merged-chr18-70633740-34
Merged-chr7-81868327-26	chr7	81868086	81868532	+	0.000	0.000	Merged-chr7-81868327-26
Merged-chr17-44456765-2	chr17	44456572	44456960	+	0.000	0.000	Merged-chr17-44456765-2
Merged-chr6-82640375-11	chr6	82640162	82640553	+	0.000	0.000	Merged-chr6-82640375-11
Merged-chr7-132575849-1	chr7	132575751	132575949	+	0.000	0.000	Merged-chr7-132575849-1
Merged-chr10-88503867-73	chr10	88503654	88504113	+	0.000	0.000	Merged-chr10-88503867-73
Merged-chr3-59296543-72	chr3	59296277	59297000	+	0.000	0.000	Merged-chr3-59296543-72
Merged-chr13-107918273-35	chr13	107918098	107918462	+	0.000	0.000	Merged-chr13-107918273-35
Merged-chr2-157201456-52	chr2	157201132	157201706	+	0.000	0.000	Merged-chr2-157201456-52
Merged-chr17-12742568-5	chr17	12742384	12742774	+	0.000	0.000	Merged-chr17-12742568-5
Merged-chr18-66453430-39	chr18	66453062	66453683	+	0.000	0.000	Merged-chr18-66453430-39
Merged-chr14-122953434-8	chr14	122953292	122953555	+	0.000	0.000	Merged-chr14-122953434-8
Merged-chr6-97523334-26	chr6	97523156	97523523	+	0.000	0.000	Merged-chr6-97523334-26
Merged-chr7-126272963-1	chr7	126272865	126273063	+	0.000	0.000	Merged-chr7-126272963-1
Merged-chr7-67308311-16	chr7	67308162	67308458	+	0.000	0.000	Merged-chr7-67308311-16
Merged-chr2-35681101-1	chr2	35681003	35681201	+	0.000	0.000	Merged-chr2-35681101-1
Merged-chr7-45759440-1	chr7	45759342	45759540	+	0.000	0.000	Merged-chr7-45759440-1
Merged-chr9-20952794-68	chr9	20952558	20953062	+	0.000	0.000	Merged-chr9-20952794-68
Merged-chr7-80401862-1	chr7	80401764	80401962	+	0.000	0.000	Merged-chr7-80401862-1
Merged-chr7-132576269-107	chr7	132576084	132576573	+	0.000	0.000	Merged-chr7-132576269-107
Merged-chr7-67371922-2	chr7	67371813	67372034	+	0.000	0.000	Merged-chr7-67371922-2
Merged-chr5-140608276-19	chr5	140608033	140608653	+	0.000	0.000	Merged-chr5-140608276-19
Merged-chr1-120264809-1	chr1	120264711	120264909	+	0.000	0.000	Merged-chr1-120264809-1
Merged-chr10-18055734-80	chr10	18055354	18056281	+	0.000	0.000	Merged-chr10-18055734-80
Merged-chr14-78612334-35	chr14	78612114	78612532	+	0.000	0.000	Merged-chr14-78612334-35
Merged-chr12-100901756-1	chr12	100901658	100901856	+	0.000	0.000	Merged-chr12-100901756-1
Merged-chr18-70919748-3	chr18	70919641	70919864	+	0.000	0.000	Merged-chr18-70919748-3
Merged-chr1-151571914-118	chr1	151571378	151572270	+	0.000	0.000	Merged-chr1-151571914-118
Merged-chr8-33647058-21	chr8	33646884	33647316	+	0.000	0.000	Merged-chr8-33647058-21
Merged-chr7-48919531-17	chr7	48919362	48919743	+	0.000	0.000	Merged-chr7-48919531-17
Merged-chr9-78865555-1	chr9	78865457	78865655	+	0.000	0.000	Merged-chr9-78865555-1
Merged-chr1-120245236-2	chr1	120245099	120245375	+	0.000	0.000	Merged-chr1-120245236-2
Merged-chr18-37814980-94	chr18	37814370	37815490	+	0.000	0.000	Merged-chr18-37814980-94
Merged-chr4-9530459-1	chr4	9530361	9530559	+	0.000	0.000	Merged-chr4-9530459-1
Merged-chr9-22388710-1	chr9	22388612	22388810	+	0.000	0.000	Merged-chr9-22388710-1
Merged-chr13-115134930-1	chr13	115134832	115135030	+	0.000	0.000	Merged-chr13-115134930-1
Merged-chr19-45683733-12	chr19	45683535	45683911	+	0.000	0.000	Merged-chr19-45683733-12
Merged-chr5-74261883-3	chr5	74261632	74262100	+	0.000	0.000	Merged-chr5-74261883-3
Merged-chr12-73670833-29	chr12	73670519	73671092	+	0.000	0.000	Merged-chr12-73670833-29
Merged-chr4-11898009-1	chr4	11897911	11898109	+	0.000	0.000	Merged-chr4-11898009-1
Merged-chr13-13564699-51	chr13	13564469	13564946	+	0.000	0.000	Merged-chr13-13564699-51
Merged-chr7-101320129-1	chr7	101320031	101320229	+	0.000	0.000	Merged-chr7-101320129-1
Merged-chr5-146861329-3	chr5	146861231	146861429	+	0.000	0.000	Merged-chr5-146861329-3
Merged-chr2-45103270-35	chr2	45103044	45103477	+	0.000	0.000	Merged-chr2-45103270-35
Merged-chr17-26370842-31	chr17	26370632	26371201	+	0.000	0.000	Merged-chr17-26370842-31
Merged-chr2-121571994-29	chr2	121571772	121572158	+	0.000	0.000	Merged-chr2-121571994-29
Merged-chr14-123001594-21	chr14	123001388	123001778	+	0.000	0.000	Merged-chr14-123001594-21
Merged-chr17-44256797-30	chr17	44256571	44256985	+	0.000	0.000	Merged-chr17-44256797-30
Merged-chr10-77540801-10	chr10	77540661	77540954	+	0.000	0.000	Merged-chr10-77540801-10
Merged-chr16-78540656-92	chr16	78540365	78540927	+	0.000	0.000	Merged-chr16-78540656-92
Merged-chr5-100500432-105	chr5	100499691	100501177	+	0.000	0.000	Merged-chr5-100500432-105
Merged-chr5-110840510-1	chr5	110840412	110840610	+	0.000	0.000	Merged-chr5-110840510-1
Merged-chr2-167675209-1	chr2	167675111	167675309	+	0.000	0.000	Merged-chr2-167675209-1
Merged-chr17-78197418-9	chr17	78197264	78197683	+	0.000	0.000	Merged-chr17-78197418-9
Merged-chr17-35465783-7	chr17	35465598	35465957	+	0.000	0.000	Merged-chr17-35465783-7
Merged-chr1-60941237-49	chr1	60941004	60941619	+	0.000	0.000	Merged-chr1-60941237-49
Merged-chr3-79451498-29	chr3	79451349	79451678	+	0.000	0.000	Merged-chr3-79451498-29
Merged-chr18-89160072-9	chr18	89159882	89160280	+	0.000	0.000	Merged-chr18-89160072-9
Merged-chr9-80313733-27	chr9	80313552	80313979	+	0.000	0.000	Merged-chr9-80313733-27
Merged-chr6-97300820-20	chr6	97300609	97301026	+	0.000	0.000	Merged-chr6-97300820-20
Merged-chr17-44432942-14	chr17	44432741	44433162	+	0.000	0.000	Merged-chr17-44432942-14
Merged-chr7-38237245-30	chr7	38236731	38237545	+	0.000	0.000	Merged-chr7-38237245-30
Merged-chr1-153129578-2	chr1	153129475	153129683	+	0.000	0.000	Merged-chr1-153129578-2
Merged-chr13-13572310-40	chr13	13572018	13572514	+	0.000	0.000	Merged-chr13-13572310-40
Merged-chr6-54107486-10	chr6	54107310	54107673	+	0.000	0.000	Merged-chr6-54107486-10
Merged-chr5-120685893-52	chr5	120685685	120686084	+	0.000	0.000	Merged-chr5-120685893-52
Merged-chr1-161792020-2	chr1	161791920	161792123	+	0.000	0.000	Merged-chr1-161792020-2
Merged-chr15-80592878-14	chr15	80592699	80593091	+	0.000	0.000	Merged-chr15-80592878-14
Merged-chr7-75834783-2	chr7	75834654	75834915	+	0.000	0.000	Merged-chr7-75834783-2
Merged-chr7-112271824-1	chr7	112271726	112271924	+	0.000	0.000	Merged-chr7-112271824-1
Merged-chr16-10958757-32	chr16	10958281	10958997	+	0.000	0.000	Merged-chr16-10958757-32
Merged-chr7-4811616-1	chr7	4811518	4811716	+	0.000	0.000	Merged-chr7-4811616-1
Merged-chr7-89126708-35	chr7	89126360	89126971	+	0.000	0.000	Merged-chr7-89126708-35
Merged-chr2-45172921-51	chr2	45172613	45173142	+	0.000	0.000	Merged-chr2-45172921-51
Merged-chr9-94219286-3	chr9	94219151	94219408	+	0.000	0.000	Merged-chr9-94219286-3
Merged-chr4-115000079-60	chr4	114999860	115000330	+	0.000	0.000	Merged-chr4-115000079-60
Merged-chr2-125660253-45	chr2	125659976	125660720	+	0.000	0.000	Merged-chr2-125660253-45
Merged-chr18-70571488-11	chr18	70571160	70571745	+	0.000	0.000	Merged-chr18-70571488-11
Merged-chr9-123732762-3	chr9	123732604	123732925	+	0.000	0.000	Merged-chr9-123732762-3
Merged-chr3-19332723-17	chr3	19332355	19332963	+	0.000	0.000	Merged-chr3-19332723-17
Merged-chr12-73611858-36	chr12	73611655	73612056	+	0.000	0.000	Merged-chr12-73611858-36
Merged-chr11-76894349-1	chr11	76894251	76894449	+	0.000	0.000	Merged-chr11-76894349-1
Merged-chr17-29264522-1	chr17	29264424	29264622	+	0.000	0.000	Merged-chr17-29264522-1
Merged-chr1-97584363-14	chr1	97584163	97584537	+	0.000	0.000	Merged-chr1-97584363-14
Merged-chr1-157343776-1	chr1	157343678	157343876	+	0.000	0.000	Merged-chr1-157343776-1
Merged-chr6-115993878-15	chr6	115993606	115994148	+	0.000	0.000	Merged-chr6-115993878-15
Merged-chr19-53356212-16	chr19	53355980	53356416	+	0.000	0.000	Merged-chr19-53356212-16
Merged-chr13-13557258-36	chr13	13556978	13557455	+	0.000	0.000	Merged-chr13-13557258-36
Merged-chr1-151697460-1	chr1	151697362	151697560	+	0.000	0.000	Merged-chr1-151697460-1
Merged-chr1-97650227-42	chr1	97649984	97650474	+	0.000	0.000	Merged-chr1-97650227-42
Merged-chr13-93771362-1	chr13	93771264	93771462	+	0.000	0.000	Merged-chr13-93771362-1
Merged-chr15-93275409-98	chr15	93275182	93275714	+	0.000	0.000	Merged-chr15-93275409-98
Merged-chr12-32144696-20	chr12	32144535	32144929	+	0.000	0.000	Merged-chr12-32144696-20
Merged-chr10-77530396-56	chr10	77530135	77530884	+	0.000	0.000	Merged-chr10-77530396-56
Merged-chrX-101878716-19	chrX	101878527	101878926	+	0.000	0.000	Merged-chrX-101878716-19
Merged-chr14-70159695-65	chr14	70159508	70159939	+	0.000	0.000	Merged-chr14-70159695-65
Merged-chr12-73699174-126	chr12	73698464	73699906	+	0.000	0.000	Merged-chr12-73699174-126
Merged-chr12-24708482-79	chr12	24708242	24708778	+	0.000	0.000	Merged-chr12-24708482-79
Merged-chr10-117864419-6	chr10	117864301	117864533	+	0.000	0.000	Merged-chr10-117864419-6
Merged-chr11-114675736-70	chr11	114675303	114676182	+	0.000	0.000	Merged-chr11-114675736-70
Merged-chr18-89203104-1	chr18	89203006	89203204	+	0.000	0.000	Merged-chr18-89203104-1
Merged-chr13-35798104-40	chr13	35797827	35798399	+	0.000	0.000	Merged-chr13-35798104-40
Merged-chr1-60565512-22	chr1	60565329	60565658	+	0.000	0.000	Merged-chr1-60565512-22
Merged-chr6-50353551-1	chr6	50353453	50353651	+	0.000	0.000	Merged-chr6-50353551-1
Merged-chr1-21078887-3	chr1	21078789	21078987	+	0.000	0.000	Merged-chr1-21078887-3
Merged-chr9-48795268-19	chr9	48794921	48795659	+	0.000	0.000	Merged-chr9-48795268-19
Merged-chr13-4187948-1	chr13	4187850	4188048	+	0.000	0.000	Merged-chr13-4187948-1
Merged-chr10-117985120-21	chr10	117984854	117985329	+	0.000	0.000	Merged-chr10-117985120-21
Merged-chr3-79535854-18	chr3	79535662	79536057	+	0.000	0.000	Merged-chr3-79535854-18
Merged-chr10-110931193-1	chr10	110931095	110931293	+	0.000	0.000	Merged-chr10-110931193-1
Merged-chr13-113601101-100	chr13	113600738	113601378	+	0.000	0.000	Merged-chr13-113601101-100
Merged-chr1-85988538-3	chr1	85988398	85988690	+	0.000	0.000	Merged-chr1-85988538-3
Merged-chr1-153035726-22	chr1	153035470	153035972	+	0.000	0.000	Merged-chr1-153035726-22
Merged-chr5-107013528-15	chr5	107013263	107013723	+	0.000	0.000	Merged-chr5-107013528-15
Merged-chr3-59222153-1	chr3	59222055	59222253	+	0.000	0.000	Merged-chr3-59222153-1
Merged-chr1-97647073-3	chr1	97646961	97647198	+	0.000	0.000	Merged-chr1-97647073-3
Merged-chr17-5862427-6	chr17	5862268	5862572	+	0.000	0.000	Merged-chr17-5862427-6
Merged-chr1-161751186-94	chr1	161750699	161751700	+	0.000	0.000	Merged-chr1-161751186-94
Merged-chrX-167206681-1	chrX	167206583	167206781	+	0.000	0.000	Merged-chrX-167206681-1
Merged-chr7-80091619-59	chr7	80091380	80091870	+	0.000	0.000	Merged-chr7-80091619-59
Merged-chr2-121570231-16	chr2	121570028	121570519	+	0.000	0.000	Merged-chr2-121570231-16
Merged-chr1-16225373-1	chr1	16225275	16225473	+	0.000	0.000	Merged-chr1-16225373-1
Merged-chr10-83129879-12	chr10	83129621	83130046	+	0.000	0.000	Merged-chr10-83129879-12
Merged-chr14-122998304-4	chr14	122998112	122998459	+	0.000	0.000	Merged-chr14-122998304-4
Merged-chr10-110733582-30	chr10	110733362	110733807	+	0.000	0.000	Merged-chr10-110733582-30
Merged-chr7-100120833-1	chr7	100120735	100120933	+	0.000	0.000	Merged-chr7-100120833-1
Merged-chr2-129297355-75	chr2	129297116	129297675	+	0.000	0.000	Merged-chr2-129297355-75
Merged-chr6-116022269-11	chr6	116022124	116022412	+	0.000	0.000	Merged-chr6-116022269-11
Merged-chr18-89340691-47	chr18	89340437	89340966	+	0.000	0.000	Merged-chr18-89340691-47
Merged-chr14-105328689-43	chr14	105328347	105329258	+	0.000	0.000	Merged-chr14-105328689-43
Merged-chr2-112240570-1	chr2	112240472	112240670	+	0.000	0.000	Merged-chr2-112240570-1
Merged-chr8-124284137-1	chr8	124284039	124284237	+	0.000	0.000	Merged-chr8-124284137-1
Merged-chr10-110742149-12	chr10	110741962	110742372	+	0.000	0.000	Merged-chr10-110742149-12
Merged-chr5-107612497-14	chr5	107612355	107612696	+	0.000	0.000	Merged-chr5-107612497-14
Merged-chr10-54026892-40	chr10	54026692	54027162	+	0.000	0.000	Merged-chr10-54026892-40
Merged-chr5-112264264-10	chr5	112264124	112264423	+	0.000	0.000	Merged-chr5-112264264-10
Merged-chr17-33394557-61	chr17	33394306	33394792	+	0.000	0.000	Merged-chr17-33394557-61
Merged-chr7-48898692-36	chr7	48898373	48899091	+	0.000	0.000	Merged-chr7-48898692-36
Merged-chr7-127148384-5	chr7	127148146	127148548	+	0.000	0.000	Merged-chr7-127148384-5
Merged-chr18-71008333-1	chr18	71008235	71008433	+	0.000	0.000	Merged-chr18-71008333-1
Merged-chr9-119055783-1	chr9	119055685	119055883	+	0.000	0.000	Merged-chr9-119055783-1
Merged-chr12-17266603-58	chr12	17266313	17267028	+	0.000	0.000	Merged-chr12-17266603-58
Merged-chr7-38227338-2	chr7	38227226	38227452	+	0.000	0.000	Merged-chr7-38227338-2
Merged-chr6-148895325-3	chr6	148895113	148895515	+	0.000	0.000	Merged-chr6-148895325-3
Merged-chr17-47600829-80	chr17	47600098	47601183	+	0.000	0.000	Merged-chr17-47600829-80
Merged-chr9-120091582-103	chr9	120091009	120092337	+	0.000	0.000	Merged-chr9-120091582-103
Merged-chr13-33074287-2	chr13	33074162	33074415	+	0.000	0.000	Merged-chr13-33074287-2
Merged-chr7-127166256-51	chr7	127165794	127166875	+	0.000	0.000	Merged-chr7-127166256-51
Merged-chr7-90345081-52	chr7	90344874	90345304	+	0.000	0.000	Merged-chr7-90345081-52
Merged-chr5-140265304-19	chr5	140265088	140265563	+	0.000	0.000	Merged-chr5-140265304-19
Merged-chr8-120796426-26	chr8	120796216	120796692	+	0.000	0.000	Merged-chr8-120796426-26
Merged-chr16-34690700-62	chr16	34690449	34690982	+	0.000	0.000	Merged-chr16-34690700-62
Merged-chr1-136458989-12	chr1	136458771	136459205	+	0.000	0.000	Merged-chr1-136458989-12
Merged-chr7-88205566-1	chr7	88205468	88205666	+	0.000	0.000	Merged-chr7-88205566-1
Merged-chr7-105527524-9	chr7	105527373	105527722	+	0.000	0.000	Merged-chr7-105527524-9
Merged-chr17-47527808-3	chr17	47527689	47527948	+	0.000	0.000	Merged-chr17-47527808-3
Merged-chr3-94377332-17	chr3	94377081	94377562	+	0.000	0.000	Merged-chr3-94377332-17
Merged-chr15-75086276-144	chr15	75086134	75086398	+	0.000	0.000	Merged-chr15-75086276-144
Merged-chr2-144332205-1	chr2	144332107	144332305	+	0.000	0.000	Merged-chr2-144332205-1
Merged-chr16-36675926-1	chr16	36675828	36676026	+	0.000	0.000	Merged-chr16-36675926-1
Merged-chr7-64022861-21	chr7	64022524	64023137	+	0.000	0.000	Merged-chr7-64022861-21
Merged-chr1-144247641-22	chr1	144247443	144247823	+	0.000	0.000	Merged-chr1-144247641-22
Merged-chr15-80020745-7	chr15	80020535	80020930	+	0.000	0.000	Merged-chr15-80020745-7
Merged-chr7-64005371-3	chr7	64005255	64005482	+	0.000	0.000	Merged-chr7-64005371-3
Merged-chr18-56478306-5	chr18	56478090	56478450	+	0.000	0.000	Merged-chr18-56478306-5
Merged-chr7-44548102-1	chr7	44548004	44548202	+	0.000	0.000	Merged-chr7-44548102-1
Merged-chr1-133087779-16	chr1	133087562	133088038	+	0.000	0.000	Merged-chr1-133087779-16
Merged-chr9-80318250-48	chr9	80318006	80318519	+	0.000	0.000	Merged-chr9-80318250-48
Merged-chr2-158745133-50	chr2	158744827	158745563	+	0.000	0.000	Merged-chr2-158745133-50
Merged-chr9-120098457-1	chr9	120098359	120098557	+	0.000	0.000	Merged-chr9-120098457-1
Merged-chr4-152491569-49	chr4	152491198	152491769	+	0.000	0.000	Merged-chr4-152491569-49
Merged-chr16-78537818-67	chr16	78537361	78538274	+	0.000	0.000	Merged-chr16-78537818-67
Merged-chr10-17966211-12	chr10	17966028	17966445	+	0.000	0.000	Merged-chr10-17966211-12
Merged-chr12-112694173-1	chr12	112694075	112694273	+	0.000	0.000	Merged-chr12-112694173-1
