#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_III--ATAC_peaks.bed all.df.numx.c5-Bcl6KO_Th1_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Bcl6KO_Th1_vs_WT_Tfh.up.bed
Merged-chr17-83351169-104	chr17	83350577	83351642	+	0.000	0.000	Merged-chr17-83351169-104
Merged-chr4-125116176-3	chr4	125116066	125116282	+	0.000	0.000	Merged-chr4-125116176-3
Merged-chr8-122296025-8	chr8	122295881	122296195	+	0.000	0.000	Merged-chr8-122296025-8
Merged-chr11-79152860-26	chr11	79152593	79153045	+	0.000	0.000	Merged-chr11-79152860-26
Merged-chr12-111164810-42	chr12	111164484	111165547	+	0.000	0.000	Merged-chr12-111164810-42
Merged-chr1-38398742-1	chr1	38398644	38398842	+	0.000	0.000	Merged-chr1-38398742-1
Merged-chr17-78881722-5	chr17	78881399	78881980	+	0.000	0.000	Merged-chr17-78881722-5
Merged-chr1-39950256-21	chr1	39950045	39950503	+	0.000	0.000	Merged-chr1-39950256-21
Merged-chr4-127022268-34	chr4	127022014	127022461	+	0.000	0.000	Merged-chr4-127022268-34
Merged-chr13-51936338-54	chr13	51935953	51936805	+	0.000	0.000	Merged-chr13-51936338-54
Merged-chr4-63847263-40	chr4	63846713	63847594	+	0.000	0.000	Merged-chr4-63847263-40
Merged-chr9-114500339-6	chr9	114500108	114500601	+	0.000	0.000	Merged-chr9-114500339-6
Merged-chr15-86034188-82	chr15	86033798	86034531	+	0.000	0.000	Merged-chr15-86034188-82
Merged-chr6-144396715-1	chr6	144396617	144396815	+	0.000	0.000	Merged-chr6-144396715-1
Merged-chr3-52198543-80	chr3	52198047	52198956	+	0.000	0.000	Merged-chr3-52198543-80
Merged-chr10-130311798-35	chr10	130311570	130311979	+	0.000	0.000	Merged-chr10-130311798-35
Merged-chr2-75763426-31	chr2	75762874	75763682	+	0.000	0.000	Merged-chr2-75763426-31
Merged-chr10-88783253-12	chr10	88783043	88783492	+	0.000	0.000	Merged-chr10-88783253-12
Merged-chr5-3928837-1	chr5	3928739	3928937	+	0.000	0.000	Merged-chr5-3928837-1
Merged-chr10-95009173-43	chr10	95008937	95009463	+	0.000	0.000	Merged-chr10-95009173-43
Merged-chr19-41874574-30	chr19	41874344	41874785	+	0.000	0.000	Merged-chr19-41874574-30
Merged-chr9-62425384-15	chr9	62425170	62425598	+	0.000	0.000	Merged-chr9-62425384-15
Merged-chr18-70473239-7	chr18	70473067	70473407	+	0.000	0.000	Merged-chr18-70473239-7
Merged-chr4-128785439-48	chr4	128785093	128785888	+	0.000	0.000	Merged-chr4-128785439-48
Merged-chr11-4260577-3	chr11	4260433	4260728	+	0.000	0.000	Merged-chr11-4260577-3
Merged-chr7-80024354-9	chr7	80024128	80024573	+	0.000	0.000	Merged-chr7-80024354-9
Merged-chr7-73537938-60	chr7	73537673	73538326	+	0.000	0.000	Merged-chr7-73537938-60
Merged-chr5-41843178-1	chr5	41843080	41843278	+	0.000	0.000	Merged-chr5-41843178-1
Merged-chr13-51848114-3	chr13	51847987	51848241	+	0.000	0.000	Merged-chr13-51848114-3
Merged-chr14-103346588-98	chr14	103346224	103347015	+	0.000	0.000	Merged-chr14-103346588-98
Merged-chr2-68434202-1	chr2	68434104	68434302	+	0.000	0.000	Merged-chr2-68434202-1
Merged-chr9-62341256-48	chr9	62341077	62341550	+	0.000	0.000	Merged-chr9-62341256-48
Merged-chr5-150600620-7	chr5	150600434	150600818	+	0.000	0.000	Merged-chr5-150600620-7
Merged-chr3-99102806-1	chr3	99102708	99102906	+	0.000	0.000	Merged-chr3-99102806-1
Merged-chr10-94943406-23	chr10	94943217	94943745	+	0.000	0.000	Merged-chr10-94943406-23
Merged-chr19-55101807-2	chr19	55101689	55101927	+	0.000	0.000	Merged-chr19-55101807-2
Merged-chr17-84196515-1	chr17	84196417	84196615	+	0.000	0.000	Merged-chr17-84196515-1
Merged-chr7-73607070-52	chr7	73606807	73607464	+	0.000	0.000	Merged-chr7-73607070-52
Merged-chr1-164075608-37	chr1	164075319	164075840	+	0.000	0.000	Merged-chr1-164075608-37
Merged-chr9-44772887-60	chr9	44772530	44773187	+	0.000	0.000	Merged-chr9-44772887-60
Merged-chr1-39901309-92	chr1	39900607	39902297	+	0.000	0.000	Merged-chr1-39901309-92
Merged-chr19-40238240-2	chr19	40238138	40238345	+	0.000	0.000	Merged-chr19-40238240-2
Merged-chr9-72532890-7	chr9	72532597	72533121	+	0.000	0.000	Merged-chr9-72532890-7
Merged-chr1-180330545-90	chr1	180330144	180330953	+	0.000	0.000	Merged-chr1-180330545-90
Merged-chr12-117687561-2	chr12	117687410	117687714	+	0.000	0.000	Merged-chr12-117687561-2
Merged-chr3-126693413-64	chr3	126693231	126693772	+	0.000	0.000	Merged-chr3-126693413-64
Merged-chr12-73817639-11	chr12	73817393	73817824	+	0.000	0.000	Merged-chr12-73817639-11
Merged-chr17-33955836-55	chr17	33955614	33956144	+	0.000	0.000	Merged-chr17-33955836-55
Merged-chr5-121711338-4	chr5	121711192	121711482	+	0.000	0.000	Merged-chr5-121711338-4
Merged-chr6-86733286-56	chr6	86732788	86733562	+	0.000	0.000	Merged-chr6-86733286-56
Merged-chr11-50225207-103	chr11	50224692	50225941	+	0.000	0.000	Merged-chr11-50225207-103
Merged-chr17-3079530-45	chr17	3079374	3079747	+	0.000	0.000	Merged-chr17-3079530-45
Merged-chr12-117444670-46	chr12	117444480	117444902	+	0.000	0.000	Merged-chr12-117444670-46
Merged-chr1-39918240-76	chr1	39917924	39918470	+	0.000	0.000	Merged-chr1-39918240-76
Merged-chr16-23986384-1	chr16	23986286	23986484	+	0.000	0.000	Merged-chr16-23986384-1
Merged-chr9-14072005-21	chr9	14071736	14072197	+	0.000	0.000	Merged-chr9-14072005-21
Merged-chr5-31202256-62	chr5	31201938	31202559	+	0.000	0.000	Merged-chr5-31202256-62
Merged-chr11-3190092-3	chr11	3189994	3190194	+	0.000	0.000	Merged-chr11-3190092-3
Merged-chr12-13518316-35	chr12	13518088	13518551	+	0.000	0.000	Merged-chr12-13518316-35
Merged-chr7-73552002-57	chr7	73551317	73552446	+	0.000	0.000	Merged-chr7-73552002-57
Merged-chr15-58650001-42	chr15	58649740	58650174	+	0.000	0.000	Merged-chr15-58650001-42
Merged-chr2-68287116-1	chr2	68287018	68287216	+	0.000	0.000	Merged-chr2-68287116-1
Merged-chr11-54956415-6	chr11	54956310	54956528	+	0.000	0.000	Merged-chr11-54956415-6
Merged-chr1-55488453-21	chr1	55488259	55488732	+	0.000	0.000	Merged-chr1-55488453-21
Merged-chr11-4251644-19	chr11	4251430	4251833	+	0.000	0.000	Merged-chr11-4251644-19
Merged-chr10-111232931-1	chr10	111232833	111233031	+	0.000	0.000	Merged-chr10-111232931-1
Merged-chr11-79093031-26	chr11	79092752	79093227	+	0.000	0.000	Merged-chr11-79093031-26
Merged-chr10-95000064-1	chr10	94999966	95000164	+	0.000	0.000	Merged-chr10-95000064-1
Merged-chr12-88368803-2	chr12	88368703	88368906	+	0.000	0.000	Merged-chr12-88368803-2
Merged-chr16-35905598-39	chr16	35905326	35905889	+	0.000	0.000	Merged-chr16-35905598-39
Merged-chr2-77328531-2	chr2	77328410	77328654	+	0.000	0.000	Merged-chr2-77328531-2
Merged-chr5-105840151-44	chr5	105839974	105840308	+	0.000	0.000	Merged-chr5-105840151-44
Merged-chr11-116398180-34	chr11	116397677	116398456	+	0.000	0.000	Merged-chr11-116398180-34
Merged-chr9-121314876-15	chr9	121314558	121315141	+	0.000	0.000	Merged-chr9-121314876-15
Merged-chr16-95990846-67	chr16	95990559	95991210	+	0.000	0.000	Merged-chr16-95990846-67
Merged-chr5-150601146-68	chr5	150600828	150601377	+	0.000	0.000	Merged-chr5-150601146-68
Merged-chr10-116951199-3	chr10	116951082	116951313	+	0.000	0.000	Merged-chr10-116951199-3
Merged-chr5-43837616-20	chr5	43837412	43837831	+	0.000	0.000	Merged-chr5-43837616-20
Merged-chr16-14355199-2	chr16	14355045	14355356	+	0.000	0.000	Merged-chr16-14355199-2
Merged-chr15-3979556-75	chr15	3979290	3979786	+	0.000	0.000	Merged-chr15-3979556-75
Merged-chr1-189085418-26	chr1	189085099	189085732	+	0.000	0.000	Merged-chr1-189085418-26
Merged-chr11-49205303-4	chr11	49205172	49205450	+	0.000	0.000	Merged-chr11-49205303-4
Merged-chr1-36303595-2	chr1	36303482	36303710	+	0.000	0.000	Merged-chr1-36303595-2
Merged-chr18-64913437-34	chr18	64913155	64913758	+	0.000	0.000	Merged-chr18-64913437-34
Merged-chr4-33244141-2	chr4	33244042	33244243	+	0.000	0.000	Merged-chr4-33244141-2
Merged-chr7-29281611-61	chr7	29281053	29282048	+	0.000	0.000	Merged-chr7-29281611-61
Merged-chr2-158451543-1	chr2	158451445	158451643	+	0.000	0.000	Merged-chr2-158451543-1
Merged-chr9-72098340-28	chr9	72098160	72098530	+	0.000	0.000	Merged-chr9-72098340-28
Merged-chr17-16089024-2	chr17	16088884	16089167	+	0.000	0.000	Merged-chr17-16089024-2
Merged-chr18-31911303-2	chr18	31911198	31911411	+	0.000	0.000	Merged-chr18-31911303-2
Merged-chr6-145276388-70	chr6	145275902	145276705	+	0.000	0.000	Merged-chr6-145276388-70
Merged-chr9-40455611-102	chr9	40455196	40455860	+	0.000	0.000	Merged-chr9-40455611-102
Merged-chr16-93572534-34	chr16	93572361	93572737	+	0.000	0.000	Merged-chr16-93572534-34
Merged-chr16-93552984-42	chr16	93552745	93553205	+	0.000	0.000	Merged-chr16-93552984-42
Merged-chr9-40422783-16	chr9	40422522	40423103	+	0.000	0.000	Merged-chr9-40422783-16
Merged-chr17-83367610-36	chr17	83367340	83367924	+	0.000	0.000	Merged-chr17-83367610-36
Merged-chr15-62153335-4	chr15	62153221	62153459	+	0.000	0.000	Merged-chr15-62153335-4
Merged-chr7-19307717-1	chr7	19307619	19307817	+	0.000	0.000	Merged-chr7-19307717-1
Merged-chr13-91463278-4	chr13	91463150	91463411	+	0.000	0.000	Merged-chr13-91463278-4
Merged-chr11-4335459-17	chr11	4335064	4335965	+	0.000	0.000	Merged-chr11-4335459-17
Merged-chr5-75046952-10	chr5	75046779	75047268	+	0.000	0.000	Merged-chr5-75046952-10
Merged-chr16-90329904-1	chr16	90329806	90330004	+	0.000	0.000	Merged-chr16-90329904-1
Merged-chr7-30194047-25	chr7	30193831	30194313	+	0.000	0.000	Merged-chr7-30194047-25
Merged-chr9-71848464-7	chr9	71848304	71848607	+	0.000	0.000	Merged-chr9-71848464-7
Merged-chr11-52076354-71	chr11	52076125	52076569	+	0.000	0.000	Merged-chr11-52076354-71
Merged-chr15-9580065-1	chr15	9579967	9580165	+	0.000	0.000	Merged-chr15-9580065-1
Merged-chr7-73600199-6	chr7	73600061	73600366	+	0.000	0.000	Merged-chr7-73600199-6
Merged-chr11-4423802-39	chr11	4423329	4424148	+	0.000	0.000	Merged-chr11-4423802-39
Merged-chr9-7868195-4	chr9	7868081	7868326	+	0.000	0.000	Merged-chr9-7868195-4
Merged-chr5-134373781-2	chr5	134373683	134373881	+	0.000	0.000	Merged-chr5-134373781-2
Merged-chr6-144416933-1	chr6	144416835	144417033	+	0.000	0.000	Merged-chr6-144416933-1
Merged-chr5-150593583-231	chr5	150592491	150594046	+	0.000	0.000	Merged-chr5-150593583-231
Merged-chr4-126966969-2	chr4	126966857	126967083	+	0.000	0.000	Merged-chr4-126966969-2
Merged-chr9-53773717-9	chr9	53773581	53773871	+	0.000	0.000	Merged-chr9-53773717-9
Merged-chr1-180296318-42	chr1	180296059	180296614	+	0.000	0.000	Merged-chr1-180296318-42
Merged-chr6-83503485-1	chr6	83503387	83503585	+	0.000	0.000	Merged-chr6-83503485-1
Merged-chr11-33939357-99	chr11	33938979	33939531	+	0.000	0.000	Merged-chr11-33939357-99
Merged-chr18-80468644-15	chr18	80468421	80468842	+	0.000	0.000	Merged-chr18-80468644-15
Merged-chr12-117595106-1	chr12	117595008	117595206	+	0.000	0.000	Merged-chr12-117595106-1
Merged-chr11-106084527-74	chr11	106084166	106084771	+	0.000	0.000	Merged-chr11-106084527-74
Merged-chr5-105709845-15	chr5	105709620	105710135	+	0.000	0.000	Merged-chr5-105709845-15
Merged-chr1-106711602-2	chr1	106711491	106711716	+	0.000	0.000	Merged-chr1-106711602-2
Merged-chr11-106740012-25	chr11	106739591	106740570	+	0.000	0.000	Merged-chr11-106740012-25
Merged-chr5-92309921-57	chr5	92309667	92310306	+	0.000	0.000	Merged-chr5-92309921-57
Merged-chr8-126585807-45	chr8	126585509	126586038	+	0.000	0.000	Merged-chr8-126585807-45
Merged-chr16-24154153-12	chr16	24154033	24154280	+	0.000	0.000	Merged-chr16-24154153-12
Merged-chr4-128735230-68	chr4	128734766	128735540	+	0.000	0.000	Merged-chr4-128735230-68
Merged-chr6-144375543-1	chr6	144375445	144375643	+	0.000	0.000	Merged-chr6-144375543-1
Merged-chr7-24237656-23	chr7	24237485	24237862	+	0.000	0.000	Merged-chr7-24237656-23
Merged-chr11-33928932-1	chr11	33928834	33929032	+	0.000	0.000	Merged-chr11-33928932-1
Merged-chr6-134123705-19	chr6	134123393	134124042	+	0.000	0.000	Merged-chr6-134123705-19
Merged-chr17-35424197-4	chr17	35424084	35424312	+	0.000	0.000	Merged-chr17-35424197-4
Merged-chr5-105732928-2	chr5	105732801	105733057	+	0.000	0.000	Merged-chr5-105732928-2
Merged-chr10-30716378-49	chr10	30716051	30716654	+	0.000	0.000	Merged-chr10-30716378-49
Merged-chr8-126592018-4	chr8	126591800	126592176	+	0.000	0.000	Merged-chr8-126592018-4
Merged-chr5-148508923-1	chr5	148508825	148509023	+	0.000	0.000	Merged-chr5-148508923-1
Merged-chr15-82899938-12	chr15	82899717	82900160	+	0.000	0.000	Merged-chr15-82899938-12
Merged-chr6-134060905-6	chr6	134060668	134061113	+	0.000	0.000	Merged-chr6-134060905-6
Merged-chr11-3187729-22	chr11	3187316	3188009	+	0.000	0.000	Merged-chr11-3187729-22
Merged-chr16-18233668-2	chr16	18233547	18233791	+	0.000	0.000	Merged-chr16-18233668-2
Merged-chr15-59597796-32	chr15	59597584	59598022	+	0.000	0.000	Merged-chr15-59597796-32
Merged-chr5-75444488-1	chr5	75444390	75444588	+	0.000	0.000	Merged-chr5-75444488-1
Merged-chr11-115155286-5	chr11	115155132	115155434	+	0.000	0.000	Merged-chr11-115155286-5
Merged-chr9-58256308-4	chr9	58256083	58256502	+	0.000	0.000	Merged-chr9-58256308-4
Merged-chr18-24181023-3	chr18	24180911	24181140	+	0.000	0.000	Merged-chr18-24181023-3
Merged-chr8-34964520-5	chr8	34964273	34964664	+	0.000	0.000	Merged-chr8-34964520-5
Merged-chr14-60783398-4	chr14	60783261	60783532	+	0.000	0.000	Merged-chr14-60783398-4
Merged-chr1-178369170-67	chr1	178368972	178369493	+	0.000	0.000	Merged-chr1-178369170-67
Merged-chr11-4418419-5	chr11	4418302	4418545	+	0.000	0.000	Merged-chr11-4418419-5
Merged-chr12-69475337-77	chr12	69474875	69475684	+	0.000	0.000	Merged-chr12-69475337-77
Merged-chr6-134048216-52	chr6	134047855	134048486	+	0.000	0.000	Merged-chr6-134048216-52
Merged-chr5-148550582-5	chr5	148550450	148550710	+	0.000	0.000	Merged-chr5-148550582-5
Merged-chr12-51886578-29	chr12	51886387	51886803	+	0.000	0.000	Merged-chr12-51886578-29
Merged-chr17-84186353-4	chr17	84186186	84186525	+	0.000	0.000	Merged-chr17-84186353-4
Merged-chr8-122281860-90	chr8	122281518	122282298	+	0.000	0.000	Merged-chr8-122281860-90
Merged-chr7-25774614-28	chr7	25774385	25774872	+	0.000	0.000	Merged-chr7-25774614-28
Merged-chr1-161035993-2	chr1	161035877	161036111	+	0.000	0.000	Merged-chr1-161035993-2
Merged-chr4-126990043-4	chr4	126989888	126990268	+	0.000	0.000	Merged-chr4-126990043-4
Merged-chr5-138085334-61	chr5	138085021	138085591	+	0.000	0.000	Merged-chr5-138085334-61
Merged-chr11-59506011-110	chr11	59505415	59506503	+	0.000	0.000	Merged-chr11-59506011-110
Merged-chr11-116396893-3	chr11	116396650	116397122	+	0.000	0.000	Merged-chr11-116396893-3
Merged-chr10-94942923-6	chr10	94942585	94943167	+	0.000	0.000	Merged-chr10-94942923-6
Merged-chr12-117554052-2	chr12	117553897	117554210	+	0.000	0.000	Merged-chr12-117554052-2
Merged-chr3-52300795-11	chr3	52300574	52300960	+	0.000	0.000	Merged-chr3-52300795-11
Merged-chr12-81839833-27	chr12	81839631	81840070	+	0.000	0.000	Merged-chr12-81839833-27
Merged-chr13-5077088-1	chr13	5076990	5077188	+	0.000	0.000	Merged-chr13-5077088-1
Merged-chr14-121898103-1	chr14	121898005	121898203	+	0.000	0.000	Merged-chr14-121898103-1
Merged-chr16-10785610-99	chr16	10785242	10785942	+	0.000	0.000	Merged-chr16-10785610-99
Merged-chr19-44146311-57	chr19	44146097	44146572	+	0.000	0.000	Merged-chr19-44146311-57
Merged-chr13-51847169-7	chr13	51847071	51847269	+	0.000	0.000	Merged-chr13-51847169-7
Merged-chr7-73576506-24	chr7	73576257	73576943	+	0.000	0.000	Merged-chr7-73576506-24
Merged-chr2-148684704-1	chr2	148684606	148684804	+	0.000	0.000	Merged-chr2-148684704-1
Merged-chr1-164079439-12	chr1	164079116	164079621	+	0.000	0.000	Merged-chr1-164079439-12
Merged-chr17-80601464-5	chr17	80601306	80601583	+	0.000	0.000	Merged-chr17-80601464-5
Merged-chr7-19321656-26	chr7	19321502	19321784	+	0.000	0.000	Merged-chr7-19321656-26
Merged-chr12-108631283-72	chr12	108630692	108631665	+	0.000	0.000	Merged-chr12-108631283-72
Merged-chr11-61602995-47	chr11	61602745	61603223	+	0.000	0.000	Merged-chr11-61602995-47
Merged-chr5-105654813-27	chr5	105654631	105655061	+	0.000	0.000	Merged-chr5-105654813-27
Merged-chr5-105614205-11	chr5	105614069	105614421	+	0.000	0.000	Merged-chr5-105614205-11
Merged-chr2-34938971-69	chr2	34938379	34939271	+	0.000	0.000	Merged-chr2-34938971-69
Merged-chr9-53786922-72	chr9	53786644	53787187	+	0.000	0.000	Merged-chr9-53786922-72
Merged-chr1-82836652-59	chr1	82836399	82836917	+	0.000	0.000	Merged-chr1-82836652-59
Merged-chr15-9600289-13	chr15	9600114	9600507	+	0.000	0.000	Merged-chr15-9600289-13
Merged-chr8-84689283-39	chr8	84689060	84689510	+	0.000	0.000	Merged-chr8-84689283-39
Merged-chr11-106750878-127	chr11	106750215	106751733	+	0.000	0.000	Merged-chr11-106750878-127
Merged-chr10-19216501-10	chr10	19216354	19216661	+	0.000	0.000	Merged-chr10-19216501-10
Merged-chr17-84177686-3	chr17	84177542	84177822	+	0.000	0.000	Merged-chr17-84177686-3
Merged-chr15-5112903-2	chr15	5112804	5113005	+	0.000	0.000	Merged-chr15-5112903-2
Merged-chr10-59950921-19	chr10	59950573	59951210	+	0.000	0.000	Merged-chr10-59950921-19
Merged-chr11-48871805-98	chr11	48871155	48872538	+	0.000	0.000	Merged-chr11-48871805-98
Merged-chr1-55442246-1	chr1	55442148	55442346	+	0.000	0.000	Merged-chr1-55442246-1
Merged-chr19-7057714-27	chr19	7057178	7058079	+	0.000	0.000	Merged-chr19-7057714-27
Merged-chr9-95120288-34	chr9	95120028	95120583	+	0.000	0.000	Merged-chr9-95120288-34
Merged-chr9-62349502-36	chr9	62349267	62349724	+	0.000	0.000	Merged-chr9-62349502-36
Merged-chr9-53344730-22	chr9	53344476	53344969	+	0.000	0.000	Merged-chr9-53344730-22
Merged-chr11-70580699-89	chr11	70579916	70581281	+	0.000	0.000	Merged-chr11-70580699-89
Merged-chr14-121711337-42	chr14	121711034	121711779	+	0.000	0.000	Merged-chr14-121711337-42
Merged-chr2-77269992-2	chr2	77269894	77270092	+	0.000	0.000	Merged-chr2-77269992-2
Merged-chr1-36296864-54	chr1	36296617	36297134	+	0.000	0.000	Merged-chr1-36296864-54
Merged-chr17-33817699-57	chr17	33817446	33817965	+	0.000	0.000	Merged-chr17-33817699-57
Merged-chr19-29430686-3	chr19	29430552	29430824	+	0.000	0.000	Merged-chr19-29430686-3
Merged-chr12-115888214-32	chr12	115888007	115888578	+	0.000	0.000	Merged-chr12-115888214-32
Merged-chr19-16778618-43	chr19	16778350	16778998	+	0.000	0.000	Merged-chr19-16778618-43
Merged-chr6-88768883-12	chr6	88768714	88769186	+	0.000	0.000	Merged-chr6-88768883-12
Merged-chr11-79398610-8	chr11	79398457	79398751	+	0.000	0.000	Merged-chr11-79398610-8
Merged-chr6-146634470-65	chr6	146634126	146634781	+	0.000	0.000	Merged-chr6-146634470-65
Merged-chr11-3336028-55	chr11	3335644	3336285	+	0.000	0.000	Merged-chr11-3336028-55
Merged-chr6-38759354-27	chr6	38759186	38759567	+	0.000	0.000	Merged-chr6-38759354-27
Merged-chrX-95166298-83	chrX	95166014	95166609	+	0.000	0.000	Merged-chrX-95166298-83
Merged-chr12-117554758-34	chr12	117554281	117555050	+	0.000	0.000	Merged-chr12-117554758-34
Merged-chr9-42032714-51	chr9	42032415	42033052	+	0.000	0.000	Merged-chr9-42032714-51
Merged-chr14-31398460-1	chr14	31398362	31398560	+	0.000	0.000	Merged-chr14-31398460-1
Merged-chr2-31152311-29	chr2	31152083	31152506	+	0.000	0.000	Merged-chr2-31152311-29
Merged-chr7-73572750-41	chr7	73572527	73572990	+	0.000	0.000	Merged-chr7-73572750-41
Merged-chr1-23917708-15	chr1	23917325	23917958	+	0.000	0.000	Merged-chr1-23917708-15
Merged-chr10-79909301-6	chr10	79909097	79909476	+	0.000	0.000	Merged-chr10-79909301-6
Merged-chr10-94865429-8	chr10	94865231	94865661	+	0.000	0.000	Merged-chr10-94865429-8
Merged-chr13-117223399-24	chr13	117223194	117223589	+	0.000	0.000	Merged-chr13-117223399-24
Merged-chr19-29431138-60	chr19	29430855	29431448	+	0.000	0.000	Merged-chr19-29431138-60
Merged-chr15-12424381-39	chr15	12424198	12424649	+	0.000	0.000	Merged-chr15-12424381-39
Merged-chr16-23982644-57	chr16	23982323	23983102	+	0.000	0.000	Merged-chr16-23982644-57
Merged-chr6-88718305-41	chr6	88717963	88718811	+	0.000	0.000	Merged-chr6-88718305-41
Merged-chr12-36135533-30	chr12	36135350	36135824	+	0.000	0.000	Merged-chr12-36135533-30
Merged-chr15-59649593-13	chr15	59649332	59649865	+	0.000	0.000	Merged-chr15-59649593-13
Merged-chr11-99125281-21	chr11	99125014	99125484	+	0.000	0.000	Merged-chr11-99125281-21
Merged-chr1-36294186-96	chr1	36293512	36294819	+	0.000	0.000	Merged-chr1-36294186-96
Merged-chr9-121297708-57	chr9	121297306	121298077	+	0.000	0.000	Merged-chr9-121297708-57
Merged-chr16-90277146-33	chr16	90276785	90277371	+	0.000	0.000	Merged-chr16-90277146-33
Merged-chr12-73779559-52	chr12	73779280	73779916	+	0.000	0.000	Merged-chr12-73779559-52
Merged-chr14-121694451-18	chr14	121694149	121694697	+	0.000	0.000	Merged-chr14-121694451-18
Merged-chr11-59418690-15	chr11	59418525	59418939	+	0.000	0.000	Merged-chr11-59418690-15
Merged-chr5-105872355-24	chr5	105872191	105872554	+	0.000	0.000	Merged-chr5-105872355-24
Merged-chr17-35202038-14	chr17	35201726	35202310	+	0.000	0.000	Merged-chr17-35202038-14
Merged-chr5-105648904-12	chr5	105648720	105649076	+	0.000	0.000	Merged-chr5-105648904-12
Merged-chr11-69632910-62	chr11	69632650	69633107	+	0.000	0.000	Merged-chr11-69632910-62
Merged-chr9-121374678-22	chr9	121374470	121374903	+	0.000	0.000	Merged-chr9-121374678-22
Merged-chr1-23915821-55	chr1	23915580	23916171	+	0.000	0.000	Merged-chr1-23915821-55
Merged-chr16-36056598-16	chr16	36056366	36056842	+	0.000	0.000	Merged-chr16-36056598-16
Merged-chr9-114467218-14	chr9	114467015	114467591	+	0.000	0.000	Merged-chr9-114467218-14
Merged-chr6-134045527-34	chr6	134045100	134045851	+	0.000	0.000	Merged-chr6-134045527-34
Merged-chr10-127658262-5	chr10	127658103	127658473	+	0.000	0.000	Merged-chr10-127658262-5
Merged-chr2-17746491-3	chr2	17746349	17746649	+	0.000	0.000	Merged-chr2-17746491-3
Merged-chr16-23988801-56	chr16	23988386	23989102	+	0.000	0.000	Merged-chr16-23988801-56
Merged-chr10-130337662-26	chr10	130337337	130337990	+	0.000	0.000	Merged-chr10-130337662-26
Merged-chr1-39923270-90	chr1	39922774	39923747	+	0.000	0.000	Merged-chr1-39923270-90
Merged-chr11-116005079-38	chr11	116004815	116005445	+	0.000	0.000	Merged-chr11-116005079-38
Merged-chr1-23922076-79	chr1	23921785	23922302	+	0.000	0.000	Merged-chr1-23922076-79
Merged-chr8-119394915-65	chr8	119394610	119395117	+	0.000	0.000	Merged-chr8-119394915-65
Merged-chr19-46306071-1	chr19	46305973	46306171	+	0.000	0.000	Merged-chr19-46306071-1
Merged-chr19-21272271-125	chr19	21271847	21272578	+	0.000	0.000	Merged-chr19-21272271-125
Merged-chr1-173489627-22	chr1	173489459	173489781	+	0.000	0.000	Merged-chr1-173489627-22
Merged-chr1-55528879-45	chr1	55528605	55529224	+	0.000	0.000	Merged-chr1-55528879-45
Merged-chr10-42838902-52	chr10	42838663	42839177	+	0.000	0.000	Merged-chr10-42838902-52
Merged-chr5-100638762-1	chr5	100638664	100638862	+	0.000	0.000	Merged-chr5-100638762-1
Merged-chr5-143235750-1	chr5	143235652	143235850	+	0.000	0.000	Merged-chr5-143235750-1
Merged-chr13-42051680-16	chr13	42051437	42051978	+	0.000	0.000	Merged-chr13-42051680-16
Merged-chrX-98292021-23	chrX	98291807	98292194	+	0.000	0.000	Merged-chrX-98292021-23
Merged-chr1-171221078-19	chr1	171220879	171221228	+	0.000	0.000	Merged-chr1-171221078-19
Merged-chr10-130336707-49	chr10	130336400	130337257	+	0.000	0.000	Merged-chr10-130336707-49
Merged-chr2-17729953-3	chr2	17729741	17730132	+	0.000	0.000	Merged-chr2-17729953-3
Merged-chr11-116412629-1	chr11	116412531	116412729	+	0.000	0.000	Merged-chr11-116412629-1
Merged-chr11-116671560-64	chr11	116671321	116671871	+	0.000	0.000	Merged-chr11-116671560-64
Merged-chr17-34952643-49	chr17	34951936	34952971	+	0.000	0.000	Merged-chr17-34952643-49
Merged-chr9-114462838-21	chr9	114462641	114463060	+	0.000	0.000	Merged-chr9-114462838-21
Merged-chr1-132011905-3	chr1	132011762	132012036	+	0.000	0.000	Merged-chr1-132011905-3
Merged-chr9-7873659-1	chr9	7873561	7873759	+	0.000	0.000	Merged-chr9-7873659-1
Merged-chr13-51970284-43	chr13	51970063	51970569	+	0.000	0.000	Merged-chr13-51970284-43
Merged-chr19-29467148-39	chr19	29466892	29467446	+	0.000	0.000	Merged-chr19-29467148-39
Merged-chr19-40300210-18	chr19	40299980	40300416	+	0.000	0.000	Merged-chr19-40300210-18
Merged-chr9-35495678-50	chr9	35495467	35495878	+	0.000	0.000	Merged-chr9-35495678-50
Merged-chr14-62837590-93	chr14	62837272	62837815	+	0.000	0.000	Merged-chr14-62837590-93
Merged-chr11-58938745-55	chr11	58938517	58939074	+	0.000	0.000	Merged-chr11-58938745-55
Merged-chr9-72111517-133	chr9	72110864	72112155	+	0.000	0.000	Merged-chr9-72111517-133
Merged-chr2-119034979-52	chr2	119034573	119035222	+	0.000	0.000	Merged-chr2-119034979-52
Merged-chr5-105616345-34	chr5	105616079	105616632	+	0.000	0.000	Merged-chr5-105616345-34
Merged-chr18-24205839-79	chr18	24205592	24206164	+	0.000	0.000	Merged-chr18-24205839-79
