#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TFH_Associated--ATAC_peaks.bed all.df.numx.c5-DKO_Th1_vs_Naive.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Th1_vs_Naive.dn.bed
Merged-chr9-85709925-1	chr9	85709827	85710025	+	0.000	0.000	Merged-chr9-85709925-1
Merged-chr10-121256642-40	chr10	121256305	121256955	+	0.000	0.000	Merged-chr10-121256642-40
Merged-chr6-59209207-107	chr6	59208998	59209405	+	0.000	0.000	Merged-chr6-59209207-107
Merged-chr2-19666038-18	chr2	19665842	19666252	+	0.000	0.000	Merged-chr2-19666038-18
Merged-chr1-21961703-2	chr1	21961605	21961803	+	0.000	0.000	Merged-chr1-21961703-2
Merged-chr8-90909205-4	chr8	90909054	90909366	+	0.000	0.000	Merged-chr8-90909205-4
Merged-chrX-135885982-77	chrX	135885553	135886217	+	0.000	0.000	Merged-chrX-135885982-77
Merged-chr5-36018569-25	chr5	36018269	36018840	+	0.000	0.000	Merged-chr5-36018569-25
Merged-chr3-130946209-27	chr3	130945874	130946486	+	0.000	0.000	Merged-chr3-130946209-27
Merged-chr19-5793417-36	chr19	5793110	5793801	+	0.000	0.000	Merged-chr19-5793417-36
Merged-chr3-122969244-1	chr3	122969146	122969344	+	0.000	0.000	Merged-chr3-122969244-1
Merged-chr6-134883955-22	chr6	134883746	134884217	+	0.000	0.000	Merged-chr6-134883955-22
Merged-chr15-41830921-42	chr15	41830701	41831102	+	0.000	0.000	Merged-chr15-41830921-42
Merged-chr8-66860248-21	chr8	66859959	66860518	+	0.000	0.000	Merged-chr8-66860248-21
Merged-chr9-34870872-1	chr9	34870774	34870972	+	0.000	0.000	Merged-chr9-34870872-1
Merged-chr5-75808701-3	chr5	75808570	75808826	+	0.000	0.000	Merged-chr5-75808701-3
Merged-chr15-25622646-118	chr15	25622282	25622891	+	0.000	0.000	Merged-chr15-25622646-118
Merged-chr13-28512918-52	chr13	28512629	28513284	+	0.000	0.000	Merged-chr13-28512918-52
Merged-chr3-97274158-19	chr3	97273943	97274416	+	0.000	0.000	Merged-chr3-97274158-19
Merged-chr10-14059760-34	chr10	14059521	14060008	+	0.000	0.000	Merged-chr10-14059760-34
Merged-chr9-96631627-5	chr9	96631415	96631774	+	0.000	0.000	Merged-chr9-96631627-5
Merged-chr4-32393426-6	chr4	32393312	32393545	+	0.000	0.000	Merged-chr4-32393426-6
Merged-chr5-34196616-50	chr5	34196356	34196830	+	0.000	0.000	Merged-chr5-34196616-50
Merged-chr9-95072180-5	chr9	95071977	95072327	+	0.000	0.000	Merged-chr9-95072180-5
Merged-chr5-114923341-11	chr5	114923162	114923559	+	0.000	0.000	Merged-chr5-114923341-11
Merged-chr15-53115661-46	chr15	53115455	53115848	+	0.000	0.000	Merged-chr15-53115661-46
Merged-chr18-79027907-21	chr18	79027636	79028144	+	0.000	0.000	Merged-chr18-79027907-21
Merged-chr7-80832433-29	chr7	80832263	80832622	+	0.000	0.000	Merged-chr7-80832433-29
Merged-chr5-3802900-158	chr5	3802380	3803363	+	0.000	0.000	Merged-chr5-3802900-158
Merged-chr5-134482403-23	chr5	134482085	134482716	+	0.000	0.000	Merged-chr5-134482403-23
Merged-chr11-98000050-11	chr11	97999727	98000225	+	0.000	0.000	Merged-chr11-98000050-11
Merged-chr16-91076341-10	chr16	91076186	91076486	+	0.000	0.000	Merged-chr16-91076341-10
Merged-chr4-150339180-18	chr4	150338985	150339477	+	0.000	0.000	Merged-chr4-150339180-18
Merged-chr3-52102741-168	chr3	52102416	52103161	+	0.000	0.000	Merged-chr3-52102741-168
Merged-chr17-42887503-23	chr17	42887332	42887718	+	0.000	0.000	Merged-chr17-42887503-23
Merged-chr16-48745701-29	chr16	48745432	48746047	+	0.000	0.000	Merged-chr16-48745701-29
Merged-chr15-12424381-39	chr15	12424198	12424649	+	0.000	0.000	Merged-chr15-12424381-39
Merged-chr9-21032180-3	chr9	21032070	21032291	+	0.000	0.000	Merged-chr9-21032180-3
Merged-chr13-73484644-8	chr13	73484439	73484839	+	0.000	0.000	Merged-chr13-73484644-8
Merged-chr12-36135533-30	chr12	36135350	36135824	+	0.000	0.000	Merged-chr12-36135533-30
Merged-chr12-16116745-1	chr12	16116647	16116845	+	0.000	0.000	Merged-chr12-16116745-1
Merged-chr4-53716166-4	chr4	53716001	53716315	+	0.000	0.000	Merged-chr4-53716166-4
Merged-chr14-59201879-5	chr14	59201731	59202119	+	0.000	0.000	Merged-chr14-59201879-5
Merged-chr18-35849928-52	chr18	35849615	35850285	+	0.000	0.000	Merged-chr18-35849928-52
Merged-chr9-101061268-41	chr9	101061109	101061430	+	0.000	0.000	Merged-chr9-101061268-41
Merged-chr7-80370303-198	chr7	80368898	80371662	+	0.000	0.000	Merged-chr7-80370303-198
Merged-chr17-34239655-15	chr17	34239254	34239965	+	0.000	0.000	Merged-chr17-34239655-15
Merged-chr6-99283730-54	chr6	99283236	99284467	+	0.000	0.000	Merged-chr6-99283730-54
Merged-chr7-128627146-52	chr7	128626651	128627675	+	0.000	0.000	Merged-chr7-128627146-52
Merged-chr11-3165665-33	chr11	3165491	3165847	+	0.000	0.000	Merged-chr11-3165665-33
Merged-chr3-37484009-38	chr3	37483808	37484198	+	0.000	0.000	Merged-chr3-37484009-38
Merged-chr7-12421829-4	chr7	12421667	12421980	+	0.000	0.000	Merged-chr7-12421829-4
Merged-chr16-76532636-15	chr16	76532348	76532893	+	0.000	0.000	Merged-chr16-76532636-15
Merged-chr4-102930810-11	chr4	102930600	102930977	+	0.000	0.000	Merged-chr4-102930810-11
Merged-chr1-60974278-38	chr1	60973987	60974571	+	0.000	0.000	Merged-chr1-60974278-38
Merged-chr8-70212496-78	chr8	70212303	70212737	+	0.000	0.000	Merged-chr8-70212496-78
Merged-chr7-125561411-29	chr7	125561244	125561572	+	0.000	0.000	Merged-chr7-125561411-29
Merged-chr5-65888637-3	chr5	65888533	65888750	+	0.000	0.000	Merged-chr5-65888637-3
Merged-chr3-51826732-8	chr3	51826567	51826895	+	0.000	0.000	Merged-chr3-51826732-8
Merged-chr16-35360780-3	chr16	35360612	35360967	+	0.000	0.000	Merged-chr16-35360780-3
Merged-chr15-64312713-123	chr15	64312291	64313212	+	0.000	0.000	Merged-chr15-64312713-123
Merged-chr4-155129607-22	chr4	155129336	155129835	+	0.000	0.000	Merged-chr4-155129607-22
Merged-chr3-123508551-84	chr3	123508327	123508813	+	0.000	0.000	Merged-chr3-123508551-84
Merged-chr7-3704160-64	chr7	3703912	3704450	+	0.000	0.000	Merged-chr7-3704160-64
Merged-chr10-17724304-42	chr10	17724121	17724530	+	0.000	0.000	Merged-chr10-17724304-42
Merged-chr4-32258833-1	chr4	32258735	32258933	+	0.000	0.000	Merged-chr4-32258833-1
Merged-chr9-15709752-108	chr9	15709518	15710137	+	0.000	0.000	Merged-chr9-15709752-108
Merged-chr5-105648904-12	chr5	105648720	105649076	+	0.000	0.000	Merged-chr5-105648904-12
Merged-chr15-53343492-8	chr15	53343170	53343698	+	0.000	0.000	Merged-chr15-53343492-8
Merged-chr4-106869679-64	chr4	106868856	106870267	+	0.000	0.000	Merged-chr4-106869679-64
Merged-chr1-193159321-1	chr1	193159223	193159421	+	0.000	0.000	Merged-chr1-193159321-1
Merged-chr19-29805985-124	chr19	29805614	29806658	+	0.000	0.000	Merged-chr19-29805985-124
Merged-chr14-45100388-2	chr14	45100269	45100510	+	0.000	0.000	Merged-chr14-45100388-2
Merged-chr2-169790952-43	chr2	169790693	169791318	+	0.000	0.000	Merged-chr2-169790952-43
Merged-chr12-15930360-26	chr12	15930125	15930613	+	0.000	0.000	Merged-chr12-15930360-26
Merged-chr6-147539170-1	chr6	147539072	147539270	+	0.000	0.000	Merged-chr6-147539170-1
Merged-chr6-6157582-1	chr6	6157484	6157682	+	0.000	0.000	Merged-chr6-6157582-1
Merged-chr7-120918613-12	chr7	120918445	120918810	+	0.000	0.000	Merged-chr7-120918613-12
Merged-chr9-25167657-41	chr9	25167478	25167828	+	0.000	0.000	Merged-chr9-25167657-41
Merged-chr13-91490928-1	chr13	91490830	91491028	+	0.000	0.000	Merged-chr13-91490928-1
Merged-chr4-53196424-60	chr4	53195993	53197223	+	0.000	0.000	Merged-chr4-53196424-60
Merged-chr1-69655564-2	chr1	69655425	69655706	+	0.000	0.000	Merged-chr1-69655564-2
Merged-chr11-20248521-12	chr11	20248310	20248668	+	0.000	0.000	Merged-chr11-20248521-12
Merged-chr2-135847299-1	chr2	135847201	135847399	+	0.000	0.000	Merged-chr2-135847299-1
Merged-chr6-17932110-11	chr6	17931869	17932292	+	0.000	0.000	Merged-chr6-17932110-11
Merged-chr1-34802120-122	chr1	34801932	34802336	+	0.000	0.000	Merged-chr1-34802120-122
Merged-chr3-97628792-45	chr3	97628572	97629007	+	0.000	0.000	Merged-chr3-97628792-45
Merged-chr9-61819963-10	chr9	61819776	61820147	+	0.000	0.000	Merged-chr9-61819963-10
Merged-chr6-143180548-10	chr6	143180262	143180831	+	0.000	0.000	Merged-chr6-143180548-10
Merged-chr15-79950486-33	chr15	79950196	79950870	+	0.000	0.000	Merged-chr15-79950486-33
Merged-chr16-23988801-56	chr16	23988386	23989102	+	0.000	0.000	Merged-chr16-23988801-56
Merged-chr11-117949597-1	chr11	117949499	117949697	+	0.000	0.000	Merged-chr11-117949597-1
Merged-chr6-116136227-16	chr6	116136079	116136401	+	0.000	0.000	Merged-chr6-116136227-16
Merged-chr16-10780906-2	chr16	10780805	10781010	+	0.000	0.000	Merged-chr16-10780906-2
Merged-chr15-12371387-24	chr15	12371144	12371607	+	0.000	0.000	Merged-chr15-12371387-24
Merged-chr5-77266106-149	chr5	77265207	77266515	+	0.000	0.000	Merged-chr5-77266106-149
Merged-chr13-64163273-5	chr13	64163135	64163444	+	0.000	0.000	Merged-chr13-64163273-5
Merged-chr14-60784748-56	chr14	60784461	60784970	+	0.000	0.000	Merged-chr14-60784748-56
Merged-chr1-39923270-90	chr1	39922774	39923747	+	0.000	0.000	Merged-chr1-39923270-90
Merged-chr11-52314367-60	chr11	52314125	52314604	+	0.000	0.000	Merged-chr11-52314367-60
Merged-chr3-52104997-31	chr3	52104707	52105275	+	0.000	0.000	Merged-chr3-52104997-31
Merged-chrX-167319032-24	chrX	167318689	167319523	+	0.000	0.000	Merged-chrX-167319032-24
Merged-chr14-8665672-1	chr14	8665574	8665772	+	0.000	0.000	Merged-chr14-8665672-1
Merged-chr10-13925632-1	chr10	13925534	13925732	+	0.000	0.000	Merged-chr10-13925632-1
Merged-chr2-174613856-91	chr2	174613283	174614555	+	0.000	0.000	Merged-chr2-174613856-91
Merged-chr10-12813761-130	chr10	12813370	12814042	+	0.000	0.000	Merged-chr10-12813761-130
Merged-chr8-71463366-119	chr8	71462753	71464068	+	0.000	0.000	Merged-chr8-71463366-119
Merged-chr12-36534175-2	chr12	36534049	36534303	+	0.000	0.000	Merged-chr12-36534175-2
Merged-chr1-23922076-79	chr1	23921785	23922302	+	0.000	0.000	Merged-chr1-23922076-79
Merged-chr1-39954782-26	chr1	39954507	39955067	+	0.000	0.000	Merged-chr1-39954782-26
Merged-chr19-29067288-42	chr19	29067051	29067542	+	0.000	0.000	Merged-chr19-29067288-42
Merged-chr16-30722513-29	chr16	30722213	30722737	+	0.000	0.000	Merged-chr16-30722513-29
Merged-chr12-3781072-7	chr12	3780924	3781202	+	0.000	0.000	Merged-chr12-3781072-7
Merged-chr8-111576659-7	chr8	111576537	111576796	+	0.000	0.000	Merged-chr8-111576659-7
Merged-chr1-189899995-1	chr1	189899897	189900095	+	0.000	0.000	Merged-chr1-189899995-1
Merged-chr12-112976486-72	chr12	112976182	112976757	+	0.000	0.000	Merged-chr12-112976486-72
Merged-chr13-21402656-43	chr13	21402373	21402928	+	0.000	0.000	Merged-chr13-21402656-43
Merged-chr2-18916276-1	chr2	18916178	18916376	+	0.000	0.000	Merged-chr2-18916276-1
Merged-chr2-5045339-13	chr2	5045006	5045575	+	0.000	0.000	Merged-chr2-5045339-13
Merged-chr17-56357646-33	chr17	56357320	56357872	+	0.000	0.000	Merged-chr17-56357646-33
Merged-chr17-22424791-3	chr17	22424667	22424931	+	0.000	0.000	Merged-chr17-22424791-3
Merged-chr6-144169354-1	chr6	144169256	144169454	+	0.000	0.000	Merged-chr6-144169354-1
Merged-chrX-136646048-6	chrX	136645812	136646238	+	0.000	0.000	Merged-chrX-136646048-6
Merged-chr11-21172446-38	chr11	21172208	21172650	+	0.000	0.000	Merged-chr11-21172446-38
Merged-chr6-106663978-32	chr6	106663759	106664263	+	0.000	0.000	Merged-chr6-106663978-32
Merged-chr3-101029545-28	chr3	101029284	101029726	+	0.000	0.000	Merged-chr3-101029545-28
Merged-chr16-11077800-31	chr16	11077528	11078158	+	0.000	0.000	Merged-chr16-11077800-31
Merged-chr16-17939017-26	chr16	17938683	17939260	+	0.000	0.000	Merged-chr16-17939017-26
Merged-chr7-19815931-1	chr7	19815833	19816031	+	0.000	0.000	Merged-chr7-19815931-1
Merged-chr6-65765316-29	chr6	65765029	65765587	+	0.000	0.000	Merged-chr6-65765316-29
Merged-chr1-39895697-26	chr1	39895428	39895983	+	0.000	0.000	Merged-chr1-39895697-26
Merged-chr13-94285353-62	chr13	94285091	94285694	+	0.000	0.000	Merged-chr13-94285353-62
Merged-chr4-86885185-7	chr4	86885080	86885295	+	0.000	0.000	Merged-chr4-86885185-7
Merged-chr2-169423761-9	chr2	169423571	169424077	+	0.000	0.000	Merged-chr2-169423761-9
Merged-chr9-72092153-21	chr9	72091736	72092561	+	0.000	0.000	Merged-chr9-72092153-21
Merged-chr11-77386373-55	chr11	77386113	77386674	+	0.000	0.000	Merged-chr11-77386373-55
Merged-chr6-85137603-78	chr6	85137369	85137795	+	0.000	0.000	Merged-chr6-85137603-78
Merged-chr11-4366568-4	chr11	4366426	4366732	+	0.000	0.000	Merged-chr11-4366568-4
Merged-chr18-54992765-44	chr18	54992455	54992973	+	0.000	0.000	Merged-chr18-54992765-44
Merged-chr4-119294148-132	chr4	119293753	119294843	+	0.000	0.000	Merged-chr4-119294148-132
Merged-chr10-42838902-52	chr10	42838663	42839177	+	0.000	0.000	Merged-chr10-42838902-52
Merged-chr12-41024981-1	chr12	41024883	41025081	+	0.000	0.000	Merged-chr12-41024981-1
Merged-chr9-61372963-1	chr9	61372865	61373063	+	0.000	0.000	Merged-chr9-61372963-1
Merged-chr13-90923191-76	chr13	90922995	90923432	+	0.000	0.000	Merged-chr13-90923191-76
Merged-chr8-72322403-36	chr8	72321871	72322883	+	0.000	0.000	Merged-chr8-72322403-36
Merged-chr13-64370381-61	chr13	64370159	64370675	+	0.000	0.000	Merged-chr13-64370381-61
Merged-chr16-24446565-13	chr16	24446426	24446701	+	0.000	0.000	Merged-chr16-24446565-13
Merged-chr3-129545403-15	chr3	129545210	129545578	+	0.000	0.000	Merged-chr3-129545403-15
Merged-chr9-61479707-4	chr9	61479581	61479825	+	0.000	0.000	Merged-chr9-61479707-4
Merged-chr1-55405936-77	chr1	55405336	55406320	+	0.000	0.000	Merged-chr1-55405936-77
Merged-chr17-64250984-2	chr17	64250845	64251125	+	0.000	0.000	Merged-chr17-64250984-2
Merged-chr2-71964438-14	chr2	71964189	71964691	+	0.000	0.000	Merged-chr2-71964438-14
Merged-chr1-164071690-1	chr1	164071592	164071790	+	0.000	0.000	Merged-chr1-164071690-1
Merged-chr14-101478024-3	chr14	101477885	101478153	+	0.000	0.000	Merged-chr14-101478024-3
Merged-chr4-6990867-140	chr4	6990266	6991248	+	0.000	0.000	Merged-chr4-6990867-140
Merged-chr6-129256162-24	chr6	129255953	129256339	+	0.000	0.000	Merged-chr6-129256162-24
Merged-chr15-79729133-34	chr15	79728865	79729365	+	0.000	0.000	Merged-chr15-79729133-34
Merged-chr15-64307280-6	chr15	64307137	64307447	+	0.000	0.000	Merged-chr15-64307280-6
Merged-chr16-76548877-4	chr16	76548664	76549038	+	0.000	0.000	Merged-chr16-76548877-4
Merged-chr17-15706572-1	chr17	15706474	15706672	+	0.000	0.000	Merged-chr17-15706572-1
Merged-chr1-128705243-28	chr1	128705039	128705497	+	0.000	0.000	Merged-chr1-128705243-28
Merged-chr8-61516284-26	chr8	61516012	61516510	+	0.000	0.000	Merged-chr8-61516284-26
Merged-chr11-116412629-1	chr11	116412531	116412729	+	0.000	0.000	Merged-chr11-116412629-1
Merged-chr9-110895737-8	chr9	110895567	110896047	+	0.000	0.000	Merged-chr9-110895737-8
Merged-chr18-41922604-41	chr18	41922189	41923133	+	0.000	0.000	Merged-chr18-41922604-41
Merged-chr7-128393904-2	chr7	128393776	128394034	+	0.000	0.000	Merged-chr7-128393904-2
Merged-chr3-130976377-12	chr3	130976222	130976537	+	0.000	0.000	Merged-chr3-130976377-12
Merged-chrX-42511352-16	chrX	42511031	42511582	+	0.000	0.000	Merged-chrX-42511352-16
Merged-chr17-27656251-5	chr17	27656118	27656431	+	0.000	0.000	Merged-chr17-27656251-5
Merged-chr9-7873659-1	chr9	7873561	7873759	+	0.000	0.000	Merged-chr9-7873659-1
Merged-chr2-60125288-97	chr2	60124641	60125856	+	0.000	0.000	Merged-chr2-60125288-97
Merged-chr19-16773610-74	chr19	16773185	16774000	+	0.000	0.000	Merged-chr19-16773610-74
Merged-chr2-91078502-21	chr2	91078197	91078720	+	0.000	0.000	Merged-chr2-91078502-21
Merged-chr17-63404255-16	chr17	63404065	63404485	+	0.000	0.000	Merged-chr17-63404255-16
Merged-chr11-97999442-46	chr11	97999251	97999713	+	0.000	0.000	Merged-chr11-97999442-46
Merged-chr13-91564824-14	chr13	91564570	91565081	+	0.000	0.000	Merged-chr13-91564824-14
Merged-chr4-117550381-52	chr4	117550133	117550649	+	0.000	0.000	Merged-chr4-117550381-52
Merged-chr4-149856656-49	chr4	149856466	149856854	+	0.000	0.000	Merged-chr4-149856656-49
Merged-chr1-127215096-15	chr1	127214816	127215342	+	0.000	0.000	Merged-chr1-127215096-15
Merged-chr2-156975142-7	chr2	156975018	156975264	+	0.000	0.000	Merged-chr2-156975142-7
Merged-chr6-99023812-5	chr6	99023673	99023942	+	0.000	0.000	Merged-chr6-99023812-5
Merged-chr14-121491238-1	chr14	121491140	121491338	+	0.000	0.000	Merged-chr14-121491238-1
Merged-chr1-69687447-68	chr1	69687030	69687920	+	0.000	0.000	Merged-chr1-69687447-68
Merged-chr14-62837590-93	chr14	62837272	62837815	+	0.000	0.000	Merged-chr14-62837590-93
Merged-chr11-3182637-7	chr11	3182408	3182925	+	0.000	0.000	Merged-chr11-3182637-7
Merged-chr3-136331314-1	chr3	136331216	136331414	+	0.000	0.000	Merged-chr3-136331314-1
Merged-chr15-36453673-6	chr15	36453498	36453853	+	0.000	0.000	Merged-chr15-36453673-6
Merged-chr2-117331820-22	chr2	117331626	117331963	+	0.000	0.000	Merged-chr2-117331820-22
Merged-chr13-112509641-25	chr13	112509410	112509919	+	0.000	0.000	Merged-chr13-112509641-25
Merged-chr7-96914274-42	chr7	96913977	96914655	+	0.000	0.000	Merged-chr7-96914274-42
Merged-chr16-18348236-26	chr16	18348015	18348508	+	0.000	0.000	Merged-chr16-18348236-26
Merged-chr6-65818480-32	chr6	65818205	65818829	+	0.000	0.000	Merged-chr6-65818480-32
Merged-chr11-58938745-55	chr11	58938517	58939074	+	0.000	0.000	Merged-chr11-58938745-55
Merged-chr6-147572152-1	chr6	147572054	147572252	+	0.000	0.000	Merged-chr6-147572152-1
Merged-chr12-24572311-66	chr12	24571987	24572790	+	0.000	0.000	Merged-chr12-24572311-66
Merged-chr11-3145875-104	chr11	3145485	3146312	+	0.000	0.000	Merged-chr11-3145875-104
Merged-chr1-35580626-34	chr1	35580304	35580961	+	0.000	0.000	Merged-chr1-35580626-34
Merged-chr5-54019662-17	chr5	54019508	54019898	+	0.000	0.000	Merged-chr5-54019662-17
Merged-chr2-32834738-24	chr2	32834478	32834913	+	0.000	0.000	Merged-chr2-32834738-24
Merged-chr13-104285413-49	chr13	104285095	104285921	+	0.000	0.000	Merged-chr13-104285413-49
Merged-chr10-100073992-1	chr10	100073894	100074092	+	0.000	0.000	Merged-chr10-100073992-1
Merged-chr8-109708114-35	chr8	109707803	109708416	+	0.000	0.000	Merged-chr8-109708114-35
Merged-chr7-80865771-8	chr7	80865461	80866001	+	0.000	0.000	Merged-chr7-80865771-8
Merged-chr11-52281751-1	chr11	52281653	52281851	+	0.000	0.000	Merged-chr11-52281751-1
Merged-chr13-58188671-26	chr13	58188454	58188969	+	0.000	0.000	Merged-chr13-58188671-26
Merged-chr6-115774096-4	chr6	115773970	115774224	+	0.000	0.000	Merged-chr6-115774096-4
Merged-chr17-18558777-104	chr17	18558547	18559129	+	0.000	0.000	Merged-chr17-18558777-104
Merged-chr11-22844102-1	chr11	22844004	22844202	+	0.000	0.000	Merged-chr11-22844102-1
Merged-chr6-124741027-92	chr6	124740786	124741360	+	0.000	0.000	Merged-chr6-124741027-92
Merged-chr2-77169496-1	chr2	77169398	77169596	+	0.000	0.000	Merged-chr2-77169496-1
Merged-chr4-139581209-2	chr4	139581107	139581313	+	0.000	0.000	Merged-chr4-139581209-2
Merged-chr17-80621176-31	chr17	80620987	80621434	+	0.000	0.000	Merged-chr17-80621176-31
Merged-chr8-101687261-3	chr8	101687140	101687384	+	0.000	0.000	Merged-chr8-101687261-3
Merged-chr11-3128025-181	chr11	3127637	3128553	+	0.000	0.000	Merged-chr11-3128025-181
Merged-chr18-24205839-79	chr18	24205592	24206164	+	0.000	0.000	Merged-chr18-24205839-79
Merged-chr3-30995800-69	chr3	30995442	30996032	+	0.000	0.000	Merged-chr3-30995800-69
Merged-chr3-9402836-87	chr3	9402432	9403201	+	0.000	0.000	Merged-chr3-9402836-87
Merged-chr7-24610219-3	chr7	24610106	24610343	+	0.000	0.000	Merged-chr7-24610219-3
Merged-chr9-14091293-10	chr9	14091132	14091438	+	0.000	0.000	Merged-chr9-14091293-10
Merged-chr16-76321846-11	chr16	76321699	76321974	+	0.000	0.000	Merged-chr16-76321846-11
Merged-chr7-101093994-1	chr7	101093896	101094094	+	0.000	0.000	Merged-chr7-101093994-1
Merged-chr7-24608343-34	chr7	24608149	24608606	+	0.000	0.000	Merged-chr7-24608343-34
Merged-chr6-6210933-2	chr6	6210828	6211040	+	0.000	0.000	Merged-chr6-6210933-2
Merged-chr4-155154662-3	chr4	155154517	155154797	+	0.000	0.000	Merged-chr4-155154662-3
Merged-chr8-8335279-1	chr8	8335181	8335379	+	0.000	0.000	Merged-chr8-8335279-1
Merged-chr6-134175051-22	chr6	134174810	134175344	+	0.000	0.000	Merged-chr6-134175051-22
Merged-chr15-36261569-31	chr15	36261340	36261992	+	0.000	0.000	Merged-chr15-36261569-31
Merged-chr1-39577040-122	chr1	39576661	39577633	+	0.000	0.000	Merged-chr1-39577040-122
Merged-chr18-34887458-62	chr18	34887239	34887849	+	0.000	0.000	Merged-chr18-34887458-62
Merged-chr2-93471266-47	chr2	93470730	93471524	+	0.000	0.000	Merged-chr2-93471266-47
Merged-chr9-58253274-50	chr9	58253043	58253507	+	0.000	0.000	Merged-chr9-58253274-50
Merged-chr14-122181700-59	chr14	122181493	122181951	+	0.000	0.000	Merged-chr14-122181700-59
Merged-chr11-33939802-1	chr11	33939704	33939902	+	0.000	0.000	Merged-chr11-33939802-1
Merged-chr7-28375704-42	chr7	28375474	28376015	+	0.000	0.000	Merged-chr7-28375704-42
Merged-chr2-4299012-15	chr2	4298780	4299391	+	0.000	0.000	Merged-chr2-4299012-15
Merged-chr15-27726548-6	chr15	27726374	27726708	+	0.000	0.000	Merged-chr15-27726548-6
Merged-chr2-109092124-1	chr2	109092026	109092224	+	0.000	0.000	Merged-chr2-109092124-1
Merged-chr2-135797053-2	chr2	135796900	135797209	+	0.000	0.000	Merged-chr2-135797053-2
Merged-chr3-51648429-13	chr3	51648225	51648604	+	0.000	0.000	Merged-chr3-51648429-13
Merged-chr11-98747477-33	chr11	98747172	98747794	+	0.000	0.000	Merged-chr11-98747477-33
Merged-chr3-84477916-1	chr3	84477818	84478016	+	0.000	0.000	Merged-chr3-84477916-1
Merged-chr3-121885126-49	chr3	121884821	121885369	+	0.000	0.000	Merged-chr3-121885126-49
Merged-chr11-3163843-34	chr11	3163637	3164068	+	0.000	0.000	Merged-chr11-3163843-34
Merged-chr11-6569400-3	chr11	6569202	6569553	+	0.000	0.000	Merged-chr11-6569400-3
Merged-chr4-129625177-3	chr4	129625066	129625301	+	0.000	0.000	Merged-chr4-129625177-3
Merged-chr10-78487870-30	chr10	78487671	78488084	+	0.000	0.000	Merged-chr10-78487870-30
Merged-chr19-57343616-1	chr19	57343518	57343716	+	0.000	0.000	Merged-chr19-57343616-1
Merged-chr12-52729820-57	chr12	52729334	52730664	+	0.000	0.000	Merged-chr12-52729820-57
Merged-chr13-43864660-51	chr13	43864444	43864873	+	0.000	0.000	Merged-chr13-43864660-51
Merged-chr4-116708529-54	chr4	116708254	116708744	+	0.000	0.000	Merged-chr4-116708529-54
Merged-chr11-32474947-6	chr11	32474770	32475114	+	0.000	0.000	Merged-chr11-32474947-6
Merged-chr3-95739473-23	chr3	95739236	95739654	+	0.000	0.000	Merged-chr3-95739473-23
Merged-chr17-6655670-100	chr17	6655110	6656173	+	0.000	0.000	Merged-chr17-6655670-100
Merged-chr13-30165889-1	chr13	30165791	30165989	+	0.000	0.000	Merged-chr13-30165889-1
Merged-chr5-65858120-27	chr5	65857925	65858291	+	0.000	0.000	Merged-chr5-65858120-27
Merged-chr17-35190259-33	chr17	35190021	35190446	+	0.000	0.000	Merged-chr17-35190259-33
Merged-chr11-62524467-4	chr11	62524241	62524620	+	0.000	0.000	Merged-chr11-62524467-4
Merged-chr15-27467634-2	chr15	27467536	27467734	+	0.000	0.000	Merged-chr15-27467634-2
Merged-chr6-144278039-1	chr6	144277941	144278139	+	0.000	0.000	Merged-chr6-144278039-1
Merged-chr6-99275701-16	chr6	99275516	99275878	+	0.000	0.000	Merged-chr6-99275701-16
Merged-chr12-55482978-27	chr12	55482727	55483189	+	0.000	0.000	Merged-chr12-55482978-27
Merged-chr5-65902900-8	chr5	65902596	65903147	+	0.000	0.000	Merged-chr5-65902900-8
Merged-chr10-118713124-16	chr10	118712918	118713325	+	0.000	0.000	Merged-chr10-118713124-16
Merged-chr6-48444392-70	chr6	48443836	48445009	+	0.000	0.000	Merged-chr6-48444392-70
Merged-chr13-28502397-49	chr13	28502029	28502659	+	0.000	0.000	Merged-chr13-28502397-49
Merged-chr4-86748710-108	chr4	86748327	86749201	+	0.000	0.000	Merged-chr4-86748710-108
Merged-chr1-34187719-7	chr1	34187582	34187866	+	0.000	0.000	Merged-chr1-34187719-7
Merged-chr6-146271470-40	chr6	146271271	146271652	+	0.000	0.000	Merged-chr6-146271470-40
Merged-chr6-146439604-15	chr6	146439316	146439849	+	0.000	0.000	Merged-chr6-146439604-15
Merged-chr7-104507900-57	chr7	104507664	104508168	+	0.000	0.000	Merged-chr7-104507900-57
Merged-chr2-76980390-27	chr2	76980134	76980702	+	0.000	0.000	Merged-chr2-76980390-27
Merged-chr11-3171245-23	chr11	3170851	3171586	+	0.000	0.000	Merged-chr11-3171245-23
Merged-chr10-99229215-14	chr10	99228970	99229372	+	0.000	0.000	Merged-chr10-99229215-14
Merged-chr12-82284829-46	chr12	82284597	82285049	+	0.000	0.000	Merged-chr12-82284829-46
Merged-chr10-67126526-6	chr10	67126380	67126679	+	0.000	0.000	Merged-chr10-67126526-6
Merged-chr7-83439094-1	chr7	83438996	83439194	+	0.000	0.000	Merged-chr7-83439094-1
