#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TFH_Associated--ATAC_peaks.bed all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
Merged-chr2-61489944-20	chr2	61489753	61490104	+	0.000	0.000	Merged-chr2-61489944-20
Merged-chr2-132021248-83	chr2	132020920	132021752	+	0.000	0.000	Merged-chr2-132021248-83
Merged-chr9-7873659-1	chr9	7873561	7873759	+	0.000	0.000	Merged-chr9-7873659-1
Merged-chr5-107287399-4	chr5	107287265	107287576	+	0.000	0.000	Merged-chr5-107287399-4
Merged-chr19-16773610-74	chr19	16773185	16774000	+	0.000	0.000	Merged-chr19-16773610-74
Merged-chr2-91078502-21	chr2	91078197	91078720	+	0.000	0.000	Merged-chr2-91078502-21
Merged-chr11-97999442-46	chr11	97999251	97999713	+	0.000	0.000	Merged-chr11-97999442-46
Merged-chr8-81855698-1	chr8	81855600	81855798	+	0.000	0.000	Merged-chr8-81855698-1
Merged-chr13-91564824-14	chr13	91564570	91565081	+	0.000	0.000	Merged-chr13-91564824-14
Merged-chr4-32425710-19	chr4	32425447	32425996	+	0.000	0.000	Merged-chr4-32425710-19
Merged-chr19-24225135-80	chr19	24224801	24225407	+	0.000	0.000	Merged-chr19-24225135-80
Merged-chr1-127215096-15	chr1	127214816	127215342	+	0.000	0.000	Merged-chr1-127215096-15
Merged-chr19-34879103-15	chr19	34878813	34879343	+	0.000	0.000	Merged-chr19-34879103-15
Merged-chr2-156975142-7	chr2	156975018	156975264	+	0.000	0.000	Merged-chr2-156975142-7
Merged-chr6-99023812-5	chr6	99023673	99023942	+	0.000	0.000	Merged-chr6-99023812-5
Merged-chr14-121491238-1	chr14	121491140	121491338	+	0.000	0.000	Merged-chr14-121491238-1
Merged-chr1-69687447-68	chr1	69687030	69687920	+	0.000	0.000	Merged-chr1-69687447-68
Merged-chr14-62837590-93	chr14	62837272	62837815	+	0.000	0.000	Merged-chr14-62837590-93
Merged-chr11-3182637-7	chr11	3182408	3182925	+	0.000	0.000	Merged-chr11-3182637-7
Merged-chr3-136331314-1	chr3	136331216	136331414	+	0.000	0.000	Merged-chr3-136331314-1
Merged-chr15-36453673-6	chr15	36453498	36453853	+	0.000	0.000	Merged-chr15-36453673-6
Merged-chr2-164359803-1	chr2	164359705	164359903	+	0.000	0.000	Merged-chr2-164359803-1
Merged-chr7-125552153-61	chr7	125551849	125552492	+	0.000	0.000	Merged-chr7-125552153-61
Merged-chr2-117331820-22	chr2	117331626	117331963	+	0.000	0.000	Merged-chr2-117331820-22
Merged-chr13-112509641-25	chr13	112509410	112509919	+	0.000	0.000	Merged-chr13-112509641-25
Merged-chr7-96914274-42	chr7	96913977	96914655	+	0.000	0.000	Merged-chr7-96914274-42
Merged-chr17-28193674-11	chr17	28193497	28193882	+	0.000	0.000	Merged-chr17-28193674-11
Merged-chr16-18348236-26	chr16	18348015	18348508	+	0.000	0.000	Merged-chr16-18348236-26
Merged-chr6-65818480-32	chr6	65818205	65818829	+	0.000	0.000	Merged-chr6-65818480-32
Merged-chr11-58938745-55	chr11	58938517	58939074	+	0.000	0.000	Merged-chr11-58938745-55
Merged-chr6-147572152-1	chr6	147572054	147572252	+	0.000	0.000	Merged-chr6-147572152-1
Merged-chr11-3145875-104	chr11	3145485	3146312	+	0.000	0.000	Merged-chr11-3145875-104
Merged-chr14-45080367-24	chr14	45080103	45080646	+	0.000	0.000	Merged-chr14-45080367-24
Merged-chr1-35580626-34	chr1	35580304	35580961	+	0.000	0.000	Merged-chr1-35580626-34
Merged-chr17-84187372-1	chr17	84187274	84187472	+	0.000	0.000	Merged-chr17-84187372-1
Merged-chr2-32834738-24	chr2	32834478	32834913	+	0.000	0.000	Merged-chr2-32834738-24
Merged-chr13-104285413-49	chr13	104285095	104285921	+	0.000	0.000	Merged-chr13-104285413-49
Merged-chr10-100073992-1	chr10	100073894	100074092	+	0.000	0.000	Merged-chr10-100073992-1
Merged-chr7-80865771-8	chr7	80865461	80866001	+	0.000	0.000	Merged-chr7-80865771-8
Merged-chr1-128767161-51	chr1	128766890	128767574	+	0.000	0.000	Merged-chr1-128767161-51
Merged-chr6-146306141-2	chr6	146306034	146306250	+	0.000	0.000	Merged-chr6-146306141-2
Merged-chr13-58188671-26	chr13	58188454	58188969	+	0.000	0.000	Merged-chr13-58188671-26
Merged-chr1-39578611-2	chr1	39578415	39578809	+	0.000	0.000	Merged-chr1-39578611-2
Merged-chr9-56160831-65	chr9	56160592	56161131	+	0.000	0.000	Merged-chr9-56160831-65
Merged-chr11-22844102-1	chr11	22844004	22844202	+	0.000	0.000	Merged-chr11-22844102-1
Merged-chr11-3127341-13	chr11	3127111	3127581	+	0.000	0.000	Merged-chr11-3127341-13
Merged-chr6-124741027-92	chr6	124740786	124741360	+	0.000	0.000	Merged-chr6-124741027-92
Merged-chr6-125484183-4	chr6	125484060	125484347	+	0.000	0.000	Merged-chr6-125484183-4
Merged-chr3-132927951-20	chr3	132927737	132928182	+	0.000	0.000	Merged-chr3-132927951-20
Merged-chr4-139581209-2	chr4	139581107	139581313	+	0.000	0.000	Merged-chr4-139581209-2
Merged-chr15-85036968-63	chr15	85036806	85037207	+	0.000	0.000	Merged-chr15-85036968-63
Merged-chr17-80621176-31	chr17	80620987	80621434	+	0.000	0.000	Merged-chr17-80621176-31
Merged-chr8-101687261-3	chr8	101687140	101687384	+	0.000	0.000	Merged-chr8-101687261-3
Merged-chr11-3128025-181	chr11	3127637	3128553	+	0.000	0.000	Merged-chr11-3128025-181
Merged-chr18-24205839-79	chr18	24205592	24206164	+	0.000	0.000	Merged-chr18-24205839-79
Merged-chr3-30995800-69	chr3	30995442	30996032	+	0.000	0.000	Merged-chr3-30995800-69
Merged-chr3-9402836-87	chr3	9402432	9403201	+	0.000	0.000	Merged-chr3-9402836-87
Merged-chr7-24610219-3	chr7	24610106	24610343	+	0.000	0.000	Merged-chr7-24610219-3
Merged-chr4-128713412-15	chr4	128713228	128713674	+	0.000	0.000	Merged-chr4-128713412-15
Merged-chr16-76321846-11	chr16	76321699	76321974	+	0.000	0.000	Merged-chr16-76321846-11
Merged-chr11-94385959-1	chr11	94385861	94386059	+	0.000	0.000	Merged-chr11-94385959-1
Merged-chr7-101093994-1	chr7	101093896	101094094	+	0.000	0.000	Merged-chr7-101093994-1
Merged-chr16-5030081-11	chr16	5029926	5030246	+	0.000	0.000	Merged-chr16-5030081-11
Merged-chr4-155154662-3	chr4	155154517	155154797	+	0.000	0.000	Merged-chr4-155154662-3
Merged-chr8-8335279-1	chr8	8335181	8335379	+	0.000	0.000	Merged-chr8-8335279-1
Merged-chr6-134175051-22	chr6	134174810	134175344	+	0.000	0.000	Merged-chr6-134175051-22
Merged-chr15-36261569-31	chr15	36261340	36261992	+	0.000	0.000	Merged-chr15-36261569-31
Merged-chr1-39577040-122	chr1	39576661	39577633	+	0.000	0.000	Merged-chr1-39577040-122
Merged-chr5-44231930-11	chr5	44231655	44232173	+	0.000	0.000	Merged-chr5-44231930-11
Merged-chr12-73794369-23	chr12	73794138	73794664	+	0.000	0.000	Merged-chr12-73794369-23
Merged-chr14-122181700-59	chr14	122181493	122181951	+	0.000	0.000	Merged-chr14-122181700-59
Merged-chr3-138877299-79	chr3	138876889	138877564	+	0.000	0.000	Merged-chr3-138877299-79
Merged-chr7-28375704-42	chr7	28375474	28376015	+	0.000	0.000	Merged-chr7-28375704-42
Merged-chr4-154964941-1	chr4	154964843	154965041	+	0.000	0.000	Merged-chr4-154964941-1
Merged-chr4-130802230-25	chr4	130801958	130802453	+	0.000	0.000	Merged-chr4-130802230-25
Merged-chr4-59805793-13	chr4	59805599	59805974	+	0.000	0.000	Merged-chr4-59805793-13
Merged-chr2-4299012-15	chr2	4298780	4299391	+	0.000	0.000	Merged-chr2-4299012-15
Merged-chr15-27726548-6	chr15	27726374	27726708	+	0.000	0.000	Merged-chr15-27726548-6
Merged-chr5-118083000-2	chr5	118082901	118083102	+	0.000	0.000	Merged-chr5-118083000-2
Merged-chr2-109092124-1	chr2	109092026	109092224	+	0.000	0.000	Merged-chr2-109092124-1
Merged-chr12-8500971-1	chr12	8500873	8501071	+	0.000	0.000	Merged-chr12-8500971-1
Merged-chr2-135797053-2	chr2	135796900	135797209	+	0.000	0.000	Merged-chr2-135797053-2
Merged-chr2-29251515-20	chr2	29251344	29251830	+	0.000	0.000	Merged-chr2-29251515-20
Merged-chr3-51648429-13	chr3	51648225	51648604	+	0.000	0.000	Merged-chr3-51648429-13
Merged-chr15-79209220-43	chr15	79208959	79209406	+	0.000	0.000	Merged-chr15-79209220-43
Merged-chr3-84477916-1	chr3	84477818	84478016	+	0.000	0.000	Merged-chr3-84477916-1
Merged-chr1-86733514-32	chr1	86733369	86733784	+	0.000	0.000	Merged-chr1-86733514-32
Merged-chr3-121885126-49	chr3	121884821	121885369	+	0.000	0.000	Merged-chr3-121885126-49
Merged-chr19-46501544-15	chr19	46501302	46501909	+	0.000	0.000	Merged-chr19-46501544-15
Merged-chr11-98740664-4	chr11	98740471	98740816	+	0.000	0.000	Merged-chr11-98740664-4
Merged-chr9-57421302-52	chr9	57421097	57421554	+	0.000	0.000	Merged-chr9-57421302-52
Merged-chr11-6569400-3	chr11	6569202	6569553	+	0.000	0.000	Merged-chr11-6569400-3
Merged-chr4-129625177-3	chr4	129625066	129625301	+	0.000	0.000	Merged-chr4-129625177-3
Merged-chr10-77035575-25	chr10	77035271	77035862	+	0.000	0.000	Merged-chr10-77035575-25
Merged-chr10-78487870-30	chr10	78487671	78488084	+	0.000	0.000	Merged-chr10-78487870-30
Merged-chr19-43896459-20	chr19	43896119	43896695	+	0.000	0.000	Merged-chr19-43896459-20
Merged-chr3-89905906-1	chr3	89905808	89906006	+	0.000	0.000	Merged-chr3-89905906-1
Merged-chr19-53906236-47	chr19	53905945	53906591	+	0.000	0.000	Merged-chr19-53906236-47
Merged-chr19-57343616-1	chr19	57343518	57343716	+	0.000	0.000	Merged-chr19-57343616-1
Merged-chr13-43864660-51	chr13	43864444	43864873	+	0.000	0.000	Merged-chr13-43864660-51
Merged-chr15-100686630-2	chr15	100686512	100686750	+	0.000	0.000	Merged-chr15-100686630-2
Merged-chr11-32474947-6	chr11	32474770	32475114	+	0.000	0.000	Merged-chr11-32474947-6
Merged-chr3-95739473-23	chr3	95739236	95739654	+	0.000	0.000	Merged-chr3-95739473-23
Merged-chr5-65858120-27	chr5	65857925	65858291	+	0.000	0.000	Merged-chr5-65858120-27
Merged-chr17-35190259-33	chr17	35190021	35190446	+	0.000	0.000	Merged-chr17-35190259-33
Merged-chr6-144278039-1	chr6	144277941	144278139	+	0.000	0.000	Merged-chr6-144278039-1
Merged-chr5-65902900-8	chr5	65902596	65903147	+	0.000	0.000	Merged-chr5-65902900-8
Merged-chr10-118713124-16	chr10	118712918	118713325	+	0.000	0.000	Merged-chr10-118713124-16
Merged-chr6-48444392-70	chr6	48443836	48445009	+	0.000	0.000	Merged-chr6-48444392-70
Merged-chr13-28502397-49	chr13	28502029	28502659	+	0.000	0.000	Merged-chr13-28502397-49
Merged-chr4-86748710-108	chr4	86748327	86749201	+	0.000	0.000	Merged-chr4-86748710-108
Merged-chr1-34187719-7	chr1	34187582	34187866	+	0.000	0.000	Merged-chr1-34187719-7
Merged-chr3-88490260-1	chr3	88490162	88490360	+	0.000	0.000	Merged-chr3-88490260-1
Merged-chr1-131110812-66	chr1	131110558	131111124	+	0.000	0.000	Merged-chr1-131110812-66
Merged-chr6-146439604-15	chr6	146439316	146439849	+	0.000	0.000	Merged-chr6-146439604-15
Merged-chr7-132418232-1	chr7	132418134	132418332	+	0.000	0.000	Merged-chr7-132418232-1
Merged-chr7-104507900-57	chr7	104507664	104508168	+	0.000	0.000	Merged-chr7-104507900-57
Merged-chr1-125561126-1	chr1	125561028	125561226	+	0.000	0.000	Merged-chr1-125561126-1
Merged-chr11-3171245-23	chr11	3170851	3171586	+	0.000	0.000	Merged-chr11-3171245-23
Merged-chr7-101965677-2	chr7	101965573	101965784	+	0.000	0.000	Merged-chr7-101965677-2
Merged-chr15-58697268-28	chr15	58697004	58697527	+	0.000	0.000	Merged-chr15-58697268-28
Merged-chr12-82284829-46	chr12	82284597	82285049	+	0.000	0.000	Merged-chr12-82284829-46
Merged-chr17-5107865-36	chr17	5107544	5108167	+	0.000	0.000	Merged-chr17-5107865-36
Merged-chr1-44119962-5	chr1	44119782	44120100	+	0.000	0.000	Merged-chr1-44119962-5
Merged-chr7-83439094-1	chr7	83438996	83439194	+	0.000	0.000	Merged-chr7-83439094-1
Merged-chr14-30137182-40	chr14	30136953	30137523	+	0.000	0.000	Merged-chr14-30137182-40
Merged-chr4-59806223-101	chr4	59806007	59806440	+	0.000	0.000	Merged-chr4-59806223-101
Merged-chr6-34353710-33	chr6	34353141	34354302	+	0.000	0.000	Merged-chr6-34353710-33
Merged-chr8-14996995-10	chr8	14996772	14997216	+	0.000	0.000	Merged-chr8-14996995-10
Merged-chr6-134343073-39	chr6	134342814	134343506	+	0.000	0.000	Merged-chr6-134343073-39
Merged-chr4-148857793-1	chr4	148857695	148857893	+	0.000	0.000	Merged-chr4-148857793-1
Merged-chr4-57813680-42	chr4	57813361	57813926	+	0.000	0.000	Merged-chr4-57813680-42
Merged-chr17-56290726-100	chr17	56290253	56291174	+	0.000	0.000	Merged-chr17-56290726-100
Merged-chr16-22657033-32	chr16	22656660	22657386	+	0.000	0.000	Merged-chr16-22657033-32
Merged-chr9-119156729-49	chr9	119156262	119157159	+	0.000	0.000	Merged-chr9-119156729-49
Merged-chr11-58938354-3	chr11	58938197	58938507	+	0.000	0.000	Merged-chr11-58938354-3
Merged-chr15-6523761-2	chr15	6523650	6523875	+	0.000	0.000	Merged-chr15-6523761-2
Merged-chr4-152042286-12	chr4	152041970	152042638	+	0.000	0.000	Merged-chr4-152042286-12
Merged-chr4-106794567-50	chr4	106794299	106795096	+	0.000	0.000	Merged-chr4-106794567-50
Merged-chr10-77978614-55	chr10	77978394	77978783	+	0.000	0.000	Merged-chr10-77978614-55
Merged-chr17-6016614-20	chr17	6016430	6016773	+	0.000	0.000	Merged-chr17-6016614-20
Merged-chr2-117421672-7	chr2	117421457	117421864	+	0.000	0.000	Merged-chr2-117421672-7
Merged-chr1-128831308-1	chr1	128831210	128831408	+	0.000	0.000	Merged-chr1-128831308-1
Merged-chr14-47545973-9	chr14	47545791	47546122	+	0.000	0.000	Merged-chr14-47545973-9
Merged-chr12-41090116-16	chr12	41089789	41090311	+	0.000	0.000	Merged-chr12-41090116-16
Merged-chr12-108645905-1	chr12	108645807	108646005	+	0.000	0.000	Merged-chr12-108645905-1
Merged-chr3-40951429-9	chr3	40951073	40951671	+	0.000	0.000	Merged-chr3-40951429-9
Merged-chr6-91515827-72	chr6	91515487	91516233	+	0.000	0.000	Merged-chr6-91515827-72
Merged-chr1-181237561-3	chr1	181237399	181237724	+	0.000	0.000	Merged-chr1-181237561-3
Merged-chr7-128412594-1	chr7	128412496	128412694	+	0.000	0.000	Merged-chr7-128412594-1
Merged-chr10-21077347-58	chr10	21077117	21077555	+	0.000	0.000	Merged-chr10-21077347-58
Merged-chr2-4601528-18	chr2	4601265	4601751	+	0.000	0.000	Merged-chr2-4601528-18
Merged-chr19-47050699-91	chr19	47050300	47051178	+	0.000	0.000	Merged-chr19-47050699-91
Merged-chr10-96579636-12	chr10	96579427	96579814	+	0.000	0.000	Merged-chr10-96579636-12
Merged-chr13-75053881-13	chr13	75053724	75054130	+	0.000	0.000	Merged-chr13-75053881-13
Merged-chr13-91134275-56	chr13	91133528	91134767	+	0.000	0.000	Merged-chr13-91134275-56
Merged-chr3-138815364-14	chr3	138814955	138815828	+	0.000	0.000	Merged-chr3-138815364-14
Merged-chr16-22633179-21	chr16	22632914	22633385	+	0.000	0.000	Merged-chr16-22633179-21
Merged-chr9-61759305-3	chr9	61759197	61759422	+	0.000	0.000	Merged-chr9-61759305-3
Merged-chr13-108882066-39	chr13	108881521	108882373	+	0.000	0.000	Merged-chr13-108882066-39
Merged-chr5-107262597-1	chr5	107262499	107262697	+	0.000	0.000	Merged-chr5-107262597-1
Merged-chr4-7152146-8	chr4	7151952	7152339	+	0.000	0.000	Merged-chr4-7152146-8
Merged-chr7-78596101-37	chr7	78595922	78596315	+	0.000	0.000	Merged-chr7-78596101-37
Merged-chr3-138757496-38	chr3	138757143	138757813	+	0.000	0.000	Merged-chr3-138757496-38
Merged-chr13-94955952-16	chr13	94955395	94956258	+	0.000	0.000	Merged-chr13-94955952-16
Merged-chr2-37704378-1	chr2	37704280	37704478	+	0.000	0.000	Merged-chr2-37704378-1
Merged-chr3-110395302-1	chr3	110395204	110395402	+	0.000	0.000	Merged-chr3-110395302-1
Merged-chr12-3808204-7	chr12	3807955	3808453	+	0.000	0.000	Merged-chr12-3808204-7
Merged-chr13-85359389-26	chr13	85359122	85359588	+	0.000	0.000	Merged-chr13-85359389-26
Merged-chr3-30994770-1	chr3	30994672	30994870	+	0.000	0.000	Merged-chr3-30994770-1
Merged-chr2-30626088-75	chr2	30625302	30626499	+	0.000	0.000	Merged-chr2-30626088-75
Merged-chr10-72620792-31	chr10	72620461	72621163	+	0.000	0.000	Merged-chr10-72620792-31
Merged-chr5-121711769-90	chr5	121711502	121712121	+	0.000	0.000	Merged-chr5-121711769-90
Merged-chr8-8452377-15	chr8	8452231	8452548	+	0.000	0.000	Merged-chr8-8452377-15
Merged-chr11-22842852-10	chr11	22842675	22843031	+	0.000	0.000	Merged-chr11-22842852-10
Merged-chr2-59470422-101	chr2	59469789	59471193	+	0.000	0.000	Merged-chr2-59470422-101
Merged-chr15-36365860-4	chr15	36365730	36365996	+	0.000	0.000	Merged-chr15-36365860-4
Merged-chr4-16168724-23	chr4	16168422	16169176	+	0.000	0.000	Merged-chr4-16168724-23
Merged-chr2-93467130-1	chr2	93467032	93467230	+	0.000	0.000	Merged-chr2-93467130-1
Merged-chr10-68137569-23	chr10	68137386	68137791	+	0.000	0.000	Merged-chr10-68137569-23
Merged-chr9-118716150-51	chr9	118715845	118716420	+	0.000	0.000	Merged-chr9-118716150-51
Merged-chr11-100355649-58	chr11	100355180	100356428	+	0.000	0.000	Merged-chr11-100355649-58
Merged-chr8-81867222-29	chr8	81867045	81867538	+	0.000	0.000	Merged-chr8-81867222-29
Merged-chr12-103442816-1	chr12	103442718	103442916	+	0.000	0.000	Merged-chr12-103442816-1
Merged-chr1-58423600-146	chr1	58423069	58423838	+	0.000	0.000	Merged-chr1-58423600-146
Merged-chr6-144923057-24	chr6	144922676	144923272	+	0.000	0.000	Merged-chr6-144923057-24
Merged-chr11-3177437-56	chr11	3177047	3178199	+	0.000	0.000	Merged-chr11-3177437-56
Merged-chr8-61410967-8	chr8	61410783	61411160	+	0.000	0.000	Merged-chr8-61410967-8
Merged-chr5-35990040-29	chr5	35989778	35990615	+	0.000	0.000	Merged-chr5-35990040-29
Merged-chr16-93574695-56	chr16	93574469	93575010	+	0.000	0.000	Merged-chr16-93574695-56
Merged-chr12-51971209-64	chr12	51970972	51971496	+	0.000	0.000	Merged-chr12-51971209-64
Merged-chr15-54919372-1	chr15	54919274	54919472	+	0.000	0.000	Merged-chr15-54919372-1
Merged-chr19-12475721-44	chr19	12475504	12475936	+	0.000	0.000	Merged-chr19-12475721-44
Merged-chr16-97292669-5	chr16	97292418	97292893	+	0.000	0.000	Merged-chr16-97292669-5
Merged-chr12-105069151-33	chr12	105068937	105069331	+	0.000	0.000	Merged-chr12-105069151-33
Merged-chr8-47676017-4	chr8	47675885	47676185	+	0.000	0.000	Merged-chr8-47676017-4
Merged-chr1-156674255-139	chr1	156673924	156674489	+	0.000	0.000	Merged-chr1-156674255-139
Merged-chr17-47272458-17	chr17	47272278	47272673	+	0.000	0.000	Merged-chr17-47272458-17
Merged-chr10-60082670-2	chr10	60082556	60082787	+	0.000	0.000	Merged-chr10-60082670-2
Merged-chr15-9572712-38	chr15	9572273	9573024	+	0.000	0.000	Merged-chr15-9572712-38
Merged-chr7-100693346-29	chr7	100693119	100693525	+	0.000	0.000	Merged-chr7-100693346-29
Merged-chr17-7902591-16	chr17	7902400	7902757	+	0.000	0.000	Merged-chr17-7902591-16
Merged-chr3-129621588-32	chr3	129621333	129622039	+	0.000	0.000	Merged-chr3-129621588-32
Merged-chr6-121230042-8	chr6	121229870	121230191	+	0.000	0.000	Merged-chr6-121230042-8
Merged-chr4-31824157-67	chr4	31823718	31824849	+	0.000	0.000	Merged-chr4-31824157-67
Merged-chr3-121437597-2	chr3	121437489	121437707	+	0.000	0.000	Merged-chr3-121437597-2
Merged-chr17-33930835-34	chr17	33930542	33931344	+	0.000	0.000	Merged-chr17-33930835-34
Merged-chr6-145250031-133	chr6	145249793	145250581	+	0.000	0.000	Merged-chr6-145250031-133
Merged-chr15-36454671-3	chr15	36454476	36454864	+	0.000	0.000	Merged-chr15-36454671-3
Merged-chr16-33698486-38	chr16	33698255	33698759	+	0.000	0.000	Merged-chr16-33698486-38
Merged-chr5-88693044-1	chr5	88692946	88693144	+	0.000	0.000	Merged-chr5-88693044-1
Merged-chrX-166329162-24	chrX	166328971	166329430	+	0.000	0.000	Merged-chrX-166329162-24
Merged-chr7-101113675-14	chr7	101113519	101113843	+	0.000	0.000	Merged-chr7-101113675-14
Merged-chr6-72380468-69	chr6	72380214	72380677	+	0.000	0.000	Merged-chr6-72380468-69
Merged-chr14-121552858-6	chr14	121552658	121553035	+	0.000	0.000	Merged-chr14-121552858-6
Merged-chr1-36987368-5	chr1	36987219	36987534	+	0.000	0.000	Merged-chr1-36987368-5
Merged-chr10-17722904-190	chr10	17722528	17723390	+	0.000	0.000	Merged-chr10-17722904-190
Merged-chr6-99302078-2	chr6	99301926	99302232	+	0.000	0.000	Merged-chr6-99302078-2
Merged-chr10-72759241-1	chr10	72759143	72759341	+	0.000	0.000	Merged-chr10-72759241-1
Merged-chr12-80272034-8	chr12	80271838	80272235	+	0.000	0.000	Merged-chr12-80272034-8
Merged-chr1-192106489-61	chr1	192106192	192107033	+	0.000	0.000	Merged-chr1-192106489-61
Merged-chr14-101608763-110	chr14	101608447	101609187	+	0.000	0.000	Merged-chr14-101608763-110
Merged-chr2-170247949-28	chr2	170247764	170248090	+	0.000	0.000	Merged-chr2-170247949-28
Merged-chr19-6871176-1	chr19	6871078	6871276	+	0.000	0.000	Merged-chr19-6871176-1
Merged-chr9-25150893-1	chr9	25150795	25150993	+	0.000	0.000	Merged-chr9-25150893-1
Merged-chr18-50001132-7	chr18	50000886	50001370	+	0.000	0.000	Merged-chr18-50001132-7
Merged-chr9-98339119-1	chr9	98339021	98339219	+	0.000	0.000	Merged-chr9-98339119-1
Merged-chr11-90231810-17	chr11	90231568	90232056	+	0.000	0.000	Merged-chr11-90231810-17
Merged-chr11-100848291-41	chr11	100847924	100848623	+	0.000	0.000	Merged-chr11-100848291-41
Merged-chr19-45014825-2	chr19	45014642	45015011	+	0.000	0.000	Merged-chr19-45014825-2
Merged-chr15-36458490-14	chr15	36458144	36458721	+	0.000	0.000	Merged-chr15-36458490-14
Merged-chr7-24301044-7	chr7	24300847	24301219	+	0.000	0.000	Merged-chr7-24301044-7
Merged-chr12-73750891-1	chr12	73750793	73750991	+	0.000	0.000	Merged-chr12-73750891-1
Merged-chr13-43365585-65	chr13	43365342	43365797	+	0.000	0.000	Merged-chr13-43365585-65
Merged-chr10-18142493-45	chr10	18142277	18142723	+	0.000	0.000	Merged-chr10-18142493-45
Merged-chr8-90795506-65	chr8	90795263	90795883	+	0.000	0.000	Merged-chr8-90795506-65
Merged-chr1-189914553-1	chr1	189914455	189914653	+	0.000	0.000	Merged-chr1-189914553-1
Merged-chr12-116314008-18	chr12	116313799	116314288	+	0.000	0.000	Merged-chr12-116314008-18
Merged-chr5-134688853-79	chr5	134688661	134689130	+	0.000	0.000	Merged-chr5-134688853-79
Merged-chr11-115632280-1	chr11	115632182	115632380	+	0.000	0.000	Merged-chr11-115632280-1
Merged-chr6-17925881-20	chr6	17925223	17926389	+	0.000	0.000	Merged-chr6-17925881-20
Merged-chr19-45016458-1	chr19	45016360	45016558	+	0.000	0.000	Merged-chr19-45016458-1
Merged-chr1-138291729-27	chr1	138291462	138291923	+	0.000	0.000	Merged-chr1-138291729-27
Merged-chr15-9463567-25	chr15	9463375	9463848	+	0.000	0.000	Merged-chr15-9463567-25
Merged-chr2-112714110-1	chr2	112714012	112714210	+	0.000	0.000	Merged-chr2-112714110-1
Merged-chr16-10541856-1	chr16	10541758	10541956	+	0.000	0.000	Merged-chr16-10541856-1
Merged-chrX-12062732-18	chrX	12062337	12063059	+	0.000	0.000	Merged-chrX-12062732-18
Merged-chr11-77887652-60	chr11	77887437	77887962	+	0.000	0.000	Merged-chr11-77887652-60
Merged-chr17-81064878-66	chr17	81064674	81065098	+	0.000	0.000	Merged-chr17-81064878-66
Merged-chr3-32529586-54	chr3	32529376	32529876	+	0.000	0.000	Merged-chr3-32529586-54
Merged-chr5-54101500-65	chr5	54101227	54101734	+	0.000	0.000	Merged-chr5-54101500-65
Merged-chr17-80718439-9	chr17	80718228	80718605	+	0.000	0.000	Merged-chr17-80718439-9
Merged-chr10-13999186-36	chr10	13998919	13999382	+	0.000	0.000	Merged-chr10-13999186-36
Merged-chr6-134148194-39	chr6	134147791	134148466	+	0.000	0.000	Merged-chr6-134148194-39
Merged-chr11-98788661-1	chr11	98788563	98788761	+	0.000	0.000	Merged-chr11-98788661-1
Merged-chr16-94371721-8	chr16	94371541	94371947	+	0.000	0.000	Merged-chr16-94371721-8
Merged-chr9-58260783-1	chr9	58260685	58260883	+	0.000	0.000	Merged-chr9-58260783-1
Merged-chr10-86794881-42	chr10	86794574	86795297	+	0.000	0.000	Merged-chr10-86794881-42
Merged-chr13-51837530-7	chr13	51837351	51837705	+	0.000	0.000	Merged-chr13-51837530-7
Merged-chr6-144987357-14	chr6	144986994	144987634	+	0.000	0.000	Merged-chr6-144987357-14
Merged-chr2-118972923-26	chr2	118972753	118973065	+	0.000	0.000	Merged-chr2-118972923-26
Merged-chr7-83639836-62	chr7	83639127	83640836	+	0.000	0.000	Merged-chr7-83639836-62
Merged-chr9-61445885-1	chr9	61445787	61445985	+	0.000	0.000	Merged-chr9-61445885-1
Merged-chr2-93475257-22	chr2	93475083	93475467	+	0.000	0.000	Merged-chr2-93475257-22
Merged-chr6-118066491-104	chr6	118066055	118067085	+	0.000	0.000	Merged-chr6-118066491-104
Merged-chr1-189886675-1	chr1	189886577	189886775	+	0.000	0.000	Merged-chr1-189886675-1
Merged-chr16-76341927-28	chr16	76341636	76342184	+	0.000	0.000	Merged-chr16-76341927-28
Merged-chr9-123235810-6	chr9	123235664	123235974	+	0.000	0.000	Merged-chr9-123235810-6
Merged-chr2-122467079-1	chr2	122466981	122467179	+	0.000	0.000	Merged-chr2-122467079-1
Merged-chr7-4964465-28	chr7	4964168	4964685	+	0.000	0.000	Merged-chr7-4964465-28
Merged-chr5-139388834-13	chr5	139388662	139389033	+	0.000	0.000	Merged-chr5-139388834-13
Merged-chr13-55115683-2	chr13	55115585	55115783	+	0.000	0.000	Merged-chr13-55115683-2
Merged-chr8-88633560-31	chr8	88633396	88633832	+	0.000	0.000	Merged-chr8-88633560-31
Merged-chr16-57176339-30	chr16	57176072	57176720	+	0.000	0.000	Merged-chr16-57176339-30
Merged-chr18-61399742-153	chr18	61399544	61399958	+	0.000	0.000	Merged-chr18-61399742-153
Merged-chr17-8190546-24	chr17	8190028	8190974	+	0.000	0.000	Merged-chr17-8190546-24
