#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.05_up.bed
NR64141--MA1107.1.KLF9	chr9	50537457	50537469	+	0.000	0.000	Merged-chr9-50537430-19
NR10513--MA0599.1.KLF5	chr11	70597424	70597433	-	0.000	0.000	Merged-chr11-70597550-26
NR30219--MA1107.1.KLF9	chr18	67255881	67255893	-	0.000	0.000	Merged-chr18-67255745-40
NR56511--MA0599.1.KLF5	chr7	45067997	45068006	-	0.000	0.000	Merged-chr7-45068056-13
NR19608--MA0741.1.KLF16	chr14	59553208	59553218	+	0.000	0.000	Merged-chr14-59553394-22
NR57358--MA1107.1.KLF9	chr7	81320015	81320027	+	0.000	0.000	Merged-chr7-81320014-23
NR51275--MA0039.3.KLF4	chr5	149647680	149647690	+	0.000	0.000	Merged-chr5-149647772-15
NR7369--MA0599.1.KLF5	chr10	95009039	95009048	+	0.000	0.000	Merged-chr10-95009173-43
NR53316--MA0039.3.KLF4	chr6	100824744	100824754	+	0.000	0.000	Merged-chr6-100824678-47
NR23494--MA1107.1.KLF9	chr16	3962973	3962985	+	0.000	0.000	Merged-chr16-3962878-14
NR32664--MA0599.1.KLF5	chr19	56756824	56756833	-	0.000	0.000	Merged-chr19-56756635-43
NR25535--MA1107.1.KLF9	chr16	96089727	96089739	+	0.000	0.000	Merged-chr16-96089683-18
NR7370--MA0741.1.KLF16	chr10	95009039	95009049	+	0.000	0.000	Merged-chr10-95009173-43
NR32047--MA0741.1.KLF16	chr19	38746191	38746201	-	0.000	0.000	Merged-chr19-38746267-36
NR21753--MA1107.1.KLF9	chr15	60120078	60120090	-	0.000	0.000	Merged-chr15-60120172-38
NR37527--MA0599.1.KLF5	chr2	164828986	164828995	+	0.000	0.000	Merged-chr2-164829091-12
NR14613--MA0741.1.KLF16	chr12	100480844	100480854	+	0.000	0.000	Merged-chr12-100480598-53
NR35462--MA0039.3.KLF4	chr2	103658741	103658751	-	0.000	0.000	Merged-chr2-103658723-12
NR53456--MA0493.1.Klf1	chr6	108630897	108630907	+	0.000	0.000	Merged-chr6-108631007-44
NR14518--MA1107.1.KLF9	chr12	94083629	94083641	+	0.000	0.000	Merged-chr12-94083592-14
NR14880--MA0039.3.KLF4	chr12	104999344	104999354	-	0.000	0.000	Merged-chr12-104999417-2
NR18779--MA1107.1.KLF9	chr14	25161886	25161898	+	0.000	0.000	Merged-chr14-25161984-35
NR63943--MA0493.1.Klf1	chr9	44037384	44037394	-	0.000	0.000	Merged-chr9-44037294-17
NR39478--MA0493.1.Klf1	chr3	87266865	87266875	-	0.000	0.000	Merged-chr3-87266700-20
NR14634--MA0039.3.KLF4	chr12	100928459	100928469	-	0.000	0.000	Merged-chr12-100928517-22
NR41435--MA0742.1.Klf12	chr3	141778822	141778836	-	0.000	0.000	Merged-chr3-141778800-74
NR3050--MA0599.1.KLF5	chr1	159813016	159813025	-	0.000	0.000	Merged-chr1-159812982-41
NR30014--MA0493.1.Klf1	chr18	62089810	62089820	-	0.000	0.000	Merged-chr18-62089904-13
NR15822--MA0742.1.Klf12	chr13	24599649	24599663	-	0.000	0.000	Merged-chr13-24599752-50
NR5650--MA0493.1.Klf1	chr10	59380474	59380484	-	0.000	0.000	Merged-chr10-59380482-71
NR43480--MA0599.1.KLF5	chr4	70303936	70303945	+	0.000	0.000	Merged-chr4-70303963-30
NR11608--MA0599.1.KLF5	chr11	97133497	97133506	+	0.000	0.000	Merged-chr11-97133494-13
NR33017--MA0742.1.Klf12	chr2	6444947	6444961	+	0.000	0.000	Merged-chr2-6444990-17
NR10616--MA0493.1.Klf1	chr11	73132360	73132370	+	0.000	0.000	Merged-chr11-73132319-6
NR1975--MA1107.1.KLF9	chr1	121241526	121241538	-	0.000	0.000	Merged-chr1-121241343-38
NR25320--MA0039.3.KLF4	chr16	91588191	91588201	+	0.000	0.000	Merged-chr16-91588038-25
NR10302--MA1107.1.KLF9	chr11	68452559	68452571	+	0.000	0.000	Merged-chr11-68452404-40
NR49950--MA0741.1.KLF16	chr5	125052283	125052293	+	0.000	0.000	Merged-chr5-125052528-23
NR62535--MA1107.1.KLF9	chr8	117052555	117052567	-	0.000	0.000	Merged-chr8-117052612-3
NR56618--MA1107.1.KLF9	chr7	45771257	45771269	+	0.000	0.000	Merged-chr7-45771241-24
NR21409--MA1107.1.KLF9	chr15	36562768	36562780	+	0.000	0.000	Merged-chr15-36562926-39
NR44873--MA0039.3.KLF4	chr4	129060104	129060114	-	0.000	0.000	Merged-chr4-129060075-18
NR184--MA0493.1.Klf1	chr1	21870788	21870798	+	0.000	0.000	Merged-chr1-21870806-15
NR53967--MA0742.1.Klf12	chr6	125067855	125067869	-	0.000	0.000	Merged-chr6-125067765-41
NR28614--MA0599.1.KLF5	chr17	84116731	84116740	+	0.000	0.000	Merged-chr17-84116630-65
NR6883--MA1107.1.KLF9	chr10	83336548	83336560	-	0.000	0.000	Merged-chr10-83336542-10
NR3139--MA1107.1.KLF9	chr1	161791977	161791989	-	0.000	0.000	Merged-chr1-161792020-2
NR28707--MA1107.1.KLF9	chr17	85908829	85908841	+	0.000	0.000	Merged-chr17-85908968-35
NR16808--MA0741.1.KLF16	chr13	63189567	63189577	-	0.000	0.000	Merged-chr13-63189715-33
NR5472--MA0599.1.KLF5	chr10	43004695	43004704	+	0.000	0.000	Merged-chr10-43004823-13
NR35777--MA0741.1.KLF16	chr2	117418846	117418856	-	0.000	0.000	Merged-chr2-117418760-26
NR48503--MA0741.1.KLF16	chr5	92967509	92967519	+	0.000	0.000	Merged-chr5-92967427-8
NR7714--MA0493.1.Klf1	chr10	111031828	111031838	+	0.000	0.000	Merged-chr10-111031729-43
NR13272--MA1107.1.KLF9	chr12	21480429	21480441	+	0.000	0.000	Merged-chr12-21480312-60
NR8060--MA1107.1.KLF9	chr10	118470797	118470809	-	0.000	0.000	Merged-chr10-118470709-40
NR2183--MA0039.3.KLF4	chr1	131747197	131747207	+	0.000	0.000	Merged-chr1-131747235-22
NR41743--MA1107.1.KLF9	chr3	148419632	148419644	-	0.000	0.000	Merged-chr3-148419698-33
NR5661--MA0741.1.KLF16	chr10	59897801	59897811	-	0.000	0.000	Merged-chr10-59897691-5
NR53824--MA0493.1.Klf1	chr6	120199682	120199692	+	0.000	0.000	Merged-chr6-120199707-32
NR13152--MA0493.1.Klf1	chr12	12320904	12320914	-	0.000	0.000	Merged-chr12-12320871-15
NR6428--MA0599.1.KLF5	chr10	79692123	79692132	+	0.000	0.000	Merged-chr10-79692164-17
NR14326--MA0039.3.KLF4	chr12	85632519	85632529	-	0.000	0.000	Merged-chr12-85632486-20
NR54158--MA0599.1.KLF5	chr6	128796576	128796585	-	0.000	0.000	Merged-chr6-128796510-47
NR10605--MA0741.1.KLF16	chr11	72963735	72963745	-	0.000	0.000	Merged-chr11-72963811-9
NR65071--MA1107.1.KLF9	chr9	78074211	78074223	+	0.000	0.000	Merged-chr9-78074095-46
NR57441--MA0599.1.KLF5	chr7	84166080	84166089	-	0.000	0.000	Merged-chr7-84166236-11
NR61235--MA0039.3.KLF4	chr8	72329923	72329933	-	0.000	0.000	Merged-chr8-72329940-13
NR1122--MA0599.1.KLF5	chr1	75213263	75213272	-	0.000	0.000	Merged-chr1-75213327-22
NR13151--MA0039.3.KLF4	chr12	12320902	12320912	-	0.000	0.000	Merged-chr12-12320871-15
NR28873--MA1107.1.KLF9	chr17	88479189	88479201	-	0.000	0.000	Merged-chr17-88479234-18
NR49228--MA0599.1.KLF5	chr5	112311049	112311058	+	0.000	0.000	Merged-chr5-112310969-9
NR58503--MA1107.1.KLF9	chr7	118499313	118499325	-	0.000	0.000	Merged-chr7-118499270-20
NR62795--MA0039.3.KLF4	chr8	121995344	121995354	-	0.000	0.000	Merged-chr8-121995236-25
NR27381--MA0741.1.KLF16	chr17	44569346	44569356	+	0.000	0.000	Merged-chr17-44569444-63
NR40519--MA0039.3.KLF4	chr3	115758850	115758860	-	0.000	0.000	Merged-chr3-115758930-94
NR24173--MA0039.3.KLF4	chr16	31148904	31148914	+	0.000	0.000	Merged-chr16-31149070-8
NR33334--MA0493.1.Klf1	chr2	25148073	25148083	+	0.000	0.000	Merged-chr2-25148103-14
NR49227--MA1107.1.KLF9	chr5	112301909	112301921	+	0.000	0.000	Merged-chr5-112301937-36
NR9895--MA0657.1.KLF13	chr11	55131241	55131258	+	0.000	0.000	Merged-chr11-55131266-10
NR9370--MA0742.1.Klf12	chr11	32580745	32580759	-	0.000	0.000	Merged-chr11-32580688-47
NR39421--MA0493.1.Klf1	chr3	84630937	84630947	-	0.000	0.000	Merged-chr3-84630888-13
NR61281--MA0493.1.Klf1	chr8	75082634	75082644	-	0.000	0.000	Merged-chr8-75082480-28
NR31852--MA0741.1.KLF16	chr19	31337343	31337353	-	0.000	0.000	Merged-chr19-31337298-1
NR53451--MA0740.1.KLF14	chr6	108630897	108630910	+	0.000	0.000	Merged-chr6-108631007-44
NR36175--MA0741.1.KLF16	chr2	128318409	128318419	+	0.000	0.000	Merged-chr2-128318457-15
NR40109--MA0599.1.KLF5	chr3	101588935	101588944	+	0.000	0.000	Merged-chr3-101588946-10
NR39425--MA1107.1.KLF9	chr3	84630935	84630947	-	0.000	0.000	Merged-chr3-84630888-13
NR41230--MA0599.1.KLF5	chr3	135440448	135440457	-	0.000	0.000	Merged-chr3-135440382-31
NR6903--MA0599.1.KLF5	chr10	83733854	83733863	-	0.000	0.000	Merged-chr10-83733897-13
NR33333--MA0039.3.KLF4	chr2	25148075	25148085	+	0.000	0.000	Merged-chr2-25148103-14
NR59145--MA0039.3.KLF4	chr7	130369647	130369657	+	0.000	0.000	Merged-chr7-130369779-7
NR7759--MA1107.1.KLF9	chr10	111635682	111635694	-	0.000	0.000	Merged-chr10-111635766-22
NR45124--MA0599.1.KLF5	chr4	132771916	132771925	+	0.000	0.000	Merged-chr4-132771976-11
NR19840--MA0599.1.KLF5	chr14	67841920	67841929	-	0.000	0.000	Merged-chr14-67841831-15
NR48508--MA0741.1.KLF16	chr5	92967514	92967524	+	0.000	0.000	Merged-chr5-92967427-8
NR682--MA0493.1.Klf1	chr1	52578408	52578418	+	0.000	0.000	Merged-chr1-52578518-39
NR48489--MA0741.1.KLF16	chr5	92961723	92961733	+	0.000	0.000	Merged-chr5-92961688-16
NR55723--MA0599.1.KLF5	chr7	24407363	24407372	-	0.000	0.000	Merged-chr7-24407263-37
NR51274--MA0599.1.KLF5	chr5	149647679	149647688	+	0.000	0.000	Merged-chr5-149647772-15
NR28581--MA0741.1.KLF16	chr17	83824029	83824039	+	0.000	0.000	Merged-chr17-83824004-16
NR26816--MA0599.1.KLF5	chr17	31077832	31077841	-	0.000	0.000	Merged-chr17-31077750-28
NR39422--MA0741.1.KLF16	chr3	84630925	84630935	-	0.000	0.000	Merged-chr3-84630888-13
NR54160--MA0741.1.KLF16	chr6	128796575	128796585	-	0.000	0.000	Merged-chr6-128796510-47
NR40117--MA1107.1.KLF9	chr3	101588946	101588958	+	0.000	0.000	Merged-chr3-101588946-10
NR58727--MA0039.3.KLF4	chr7	123217647	123217657	-	0.000	0.000	Merged-chr7-123217710-2
NR22264--MA0599.1.KLF5	chr15	78835209	78835218	-	0.000	0.000	Merged-chr15-78835387-37
NR40112--MA0039.3.KLF4	chr3	101588936	101588946	+	0.000	0.000	Merged-chr3-101588946-10
NR1339--MA0741.1.KLF16	chr1	85680448	85680458	+	0.000	0.000	Merged-chr1-85680352-18
NR67599--MA0741.1.KLF16	chrX	77640412	77640422	-	0.000	0.000	Merged-chrX-77640531-25
NR65879--MA0599.1.KLF5	chr9	106430936	106430945	+	0.000	0.000	Merged-chr9-106430870-17
NR33034--MA1107.1.KLF9	chr2	7254631	7254643	-	0.000	0.000	Merged-chr2-7254714-17
NR8401--MA0039.3.KLF4	chr10	122726167	122726177	-	0.000	0.000	Merged-chr10-122726100-19
NR19611--MA1107.1.KLF9	chr14	59553216	59553228	+	0.000	0.000	Merged-chr14-59553394-22
NR38009--MA0741.1.KLF16	chr2	172390703	172390713	-	0.000	0.000	Merged-chr2-172390550-32
NR59653--MA0599.1.KLF5	chr7	141579225	141579234	-	0.000	0.000	Merged-chr7-141579078-48
NR54444--MA0741.1.KLF16	chr6	137491892	137491902	-	0.000	0.000	Merged-chr6-137492060-50
NR39233--MA1107.1.KLF9	chr3	68784294	68784306	-	0.000	0.000	Merged-chr3-68784168-43
NR35778--MA1107.1.KLF9	chr2	117418845	117418857	-	0.000	0.000	Merged-chr2-117418760-26
NR40115--MA0741.1.KLF16	chr3	101588947	101588957	+	0.000	0.000	Merged-chr3-101588946-10
NR15700--MA0493.1.Klf1	chr13	15982597	15982607	+	0.000	0.000	Merged-chr13-15982553-21
NR54068--MA0039.3.KLF4	chr6	127303009	127303019	+	0.000	0.000	Merged-chr6-127302896-25
NR53462--MA1107.1.KLF9	chr6	108717912	108717924	-	0.000	0.000	Merged-chr6-108717791-30
NR2252--MA1107.1.KLF9	chr1	133801281	133801293	-	0.000	0.000	Merged-chr1-133801271-79
NR8094--MA0740.1.KLF14	chr10	119001818	119001831	+	0.000	0.000	Merged-chr10-119001692-38
NR39225--MA0493.1.Klf1	chr3	68784304	68784314	-	0.000	0.000	Merged-chr3-68784168-43
NR7339--MA1107.1.KLF9	chr10	94551754	94551766	-	0.000	0.000	Merged-chr10-94551623-4
NR21751--MA1107.1.KLF9	chr15	59805086	59805098	+	0.000	0.000	Merged-chr15-59805045-21
NR36157--MA0657.1.KLF13	chr2	127922210	127922227	-	0.000	0.000	Merged-chr2-127922166-31
NR13525--MA0493.1.Klf1	chr12	41040118	41040128	-	0.000	0.000	Merged-chr12-41040097-12
NR26870--MA0657.1.KLF13	chr17	31873453	31873470	-	0.000	0.000	Merged-chr17-31873313-29
NR60885--MA0039.3.KLF4	chr8	68218578	68218588	-	0.000	0.000	Merged-chr8-68218689-19
NR26502--MA1107.1.KLF9	chr17	25584051	25584063	-	0.000	0.000	Merged-chr17-25583989-33
NR53328--MA1107.1.KLF9	chr6	100879712	100879724	+	0.000	0.000	Merged-chr6-100879682-24
NR44039--MA0493.1.Klf1	chr4	107210267	107210277	-	0.000	0.000	Merged-chr4-107210545-62
NR39905--MA1107.1.KLF9	chr3	96338265	96338277	+	0.000	0.000	Merged-chr3-96338308-3
NR364--MA0039.3.KLF4	chr1	37286804	37286814	-	0.000	0.000	Merged-chr1-37286924-34
NR40257--MA0493.1.Klf1	chr3	104796706	104796716	-	0.000	0.000	Merged-chr3-104796663-34
NR45119--MA0039.3.KLF4	chr4	132749104	132749114	-	0.000	0.000	Merged-chr4-132748989-25
NR14521--MA0493.1.Klf1	chr12	94083667	94083677	+	0.000	0.000	Merged-chr12-94083592-14
NR47997--MA0039.3.KLF4	chr5	72202166	72202176	+	0.000	0.000	Merged-chr5-72202096-40
NR39903--MA0741.1.KLF16	chr3	96338266	96338276	+	0.000	0.000	Merged-chr3-96338308-3
NR53458--MA1107.1.KLF9	chr6	108630897	108630909	+	0.000	0.000	Merged-chr6-108631007-44
NR29677--MA0741.1.KLF16	chr18	46917805	46917815	-	0.000	0.000	Merged-chr18-46917814-10
NR50958--MA0039.3.KLF4	chr5	143976870	143976880	-	0.000	0.000	Merged-chr5-143976902-14
NR64140--MA0493.1.Klf1	chr9	50537457	50537467	+	0.000	0.000	Merged-chr9-50537430-19
NR25412--MA0039.3.KLF4	chr16	93777385	93777395	+	0.000	0.000	Merged-chr16-93777222-1
NR66161--MA0741.1.KLF16	chr9	110896757	110896767	-	0.000	0.000	Merged-chr9-110896831-29
NR25395--MA0740.1.KLF14	chr16	93552856	93552869	+	0.000	0.000	Merged-chr16-93552984-42
NR5503--MA0742.1.Klf12	chr10	44368843	44368857	+	0.000	0.000	Merged-chr10-44368737-26
NR4512--MA0741.1.KLF16	chr1	191738896	191738906	-	0.000	0.000	Merged-chr1-191738954-40
NR21747--MA1107.1.KLF9	chr15	59762305	59762317	-	0.000	0.000	Merged-chr15-59762255-43
NR24457--MA1107.1.KLF9	chr16	44362189	44362201	+	0.000	0.000	Merged-chr16-44362356-45
NR29208--MA1107.1.KLF9	chr18	23733803	23733815	+	0.000	0.000	Merged-chr18-23733972-8
NR65356--MA0599.1.KLF5	chr9	92274696	92274705	-	0.000	0.000	Merged-chr9-92274591-56
NR65122--MA1107.1.KLF9	chr9	80266691	80266703	-	0.000	0.000	Merged-chr9-80266579-55
NR47301--MA0741.1.KLF16	chr5	32148851	32148861	+	0.000	0.000	Merged-chr5-32148738-21
NR5475--MA0741.1.KLF16	chr10	43004695	43004705	+	0.000	0.000	Merged-chr10-43004823-13
NR24962--MA0742.1.Klf12	chr16	75920943	75920957	+	0.000	0.000	Merged-chr16-75921068-56
NR28313--MA0741.1.KLF16	chr17	74864999	74865009	-	0.000	0.000	Merged-chr17-74864979-18
NR31849--MA0741.1.KLF16	chr19	31337340	31337350	-	0.000	0.000	Merged-chr19-31337298-1
NR39231--MA0741.1.KLF16	chr3	68784320	68784330	-	0.000	0.000	Merged-chr3-68784168-43
NR25325--MA0742.1.Klf12	chr16	91588231	91588245	+	0.000	0.000	Merged-chr16-91588038-25
NR14517--MA0493.1.Klf1	chr12	94083629	94083639	+	0.000	0.000	Merged-chr12-94083592-14
NR13225--MA1107.1.KLF9	chr12	17511203	17511215	+	0.000	0.000	Merged-chr12-17511273-48
NR18778--MA0493.1.Klf1	chr14	25161886	25161896	+	0.000	0.000	Merged-chr14-25161984-35
NR37663--MA1107.1.KLF9	chr2	166740622	166740634	-	0.000	0.000	Merged-chr2-166740656-12
NR16806--MA0741.1.KLF16	chr13	63189565	63189575	-	0.000	0.000	Merged-chr13-63189715-33
NR59433--MA0039.3.KLF4	chr7	137476771	137476781	+	0.000	0.000	Merged-chr7-137476773-22
NR13150--MA0599.1.KLF5	chr12	12320904	12320913	-	0.000	0.000	Merged-chr12-12320871-15
NR18911--MA0740.1.KLF14	chr14	30827013	30827026	-	0.000	0.000	Merged-chr14-30826905-18
NR7376--MA0493.1.Klf1	chr10	95009212	95009222	-	0.000	0.000	Merged-chr10-95009173-43
NR37211--MA1107.1.KLF9	chr2	157148002	157148014	-	0.000	0.000	Merged-chr2-157147783-53
NR67718--MA0039.3.KLF4	chrX	102037220	102037230	-	0.000	0.000	Merged-chrX-102037181-28
NR60372--MA0741.1.KLF16	chr8	27120707	27120717	+	0.000	0.000	Merged-chr8-27120765-34
NR37627--MA0039.3.KLF4	chr2	166625664	166625674	-	0.000	0.000	Merged-chr2-166625583-45
NR33635--MA1107.1.KLF9	chr2	29870406	29870418	+	0.000	0.000	Merged-chr2-29870260-12
NR18777--MA0039.3.KLF4	chr14	25161888	25161898	+	0.000	0.000	Merged-chr14-25161984-35
NR4464--MA1107.1.KLF9	chr1	191152525	191152537	+	0.000	0.000	Merged-chr1-191152485-1
NR22396--MA0741.1.KLF16	chr15	80192526	80192536	+	0.000	0.000	Merged-chr15-80192413-58
NR52938--MA0493.1.Klf1	chr6	87394988	87394998	+	0.000	0.000	Merged-chr6-87395104-19
NR50789--MA1107.1.KLF9	chr5	140839008	140839020	+	0.000	0.000	Merged-chr5-140838792-15
NR56617--MA0493.1.Klf1	chr7	45771257	45771267	+	0.000	0.000	Merged-chr7-45771241-24
NR38525--MA1107.1.KLF9	chr3	19662068	19662080	-	0.000	0.000	Merged-chr3-19662014-20
NR17607--MA0740.1.KLF14	chr13	98692030	98692043	-	0.000	0.000	Merged-chr13-98692096-35
NR18343--MA0039.3.KLF4	chr13	114887433	114887443	-	0.000	0.000	Merged-chr13-114887526-35
NR40108--MA0742.1.Klf12	chr3	101588934	101588948	+	0.000	0.000	Merged-chr3-101588946-10
NR21408--MA0493.1.Klf1	chr15	36562768	36562778	+	0.000	0.000	Merged-chr15-36562926-39
NR33332--MA0599.1.KLF5	chr2	25148074	25148083	+	0.000	0.000	Merged-chr2-25148103-14
NR52509--MA0741.1.KLF16	chr6	67339548	67339558	+	0.000	0.000	Merged-chr6-67339720-32
NR37207--MA1107.1.KLF9	chr2	157147994	157148006	-	0.000	0.000	Merged-chr2-157147783-53
NR26830--MA0741.1.KLF16	chr17	31326299	31326309	-	0.000	0.000	Merged-chr17-31326302-35
NR27194--MA0039.3.KLF4	chr17	35742089	35742099	+	0.000	0.000	Merged-chr17-35741988-36
NR18--MA0493.1.Klf1	chr1	6467070	6467080	-	0.000	0.000	Merged-chr1-6467226-38
NR37319--MA1107.1.KLF9	chr2	160657995	160658007	-	0.000	0.000	Merged-chr2-160657923-30
NR61229--MA1107.1.KLF9	chr8	72162996	72163008	+	0.000	0.000	Merged-chr8-72162977-17
NR6882--MA0493.1.Klf1	chr10	83336550	83336560	-	0.000	0.000	Merged-chr10-83336542-10
NR3138--MA0493.1.Klf1	chr1	161791979	161791989	-	0.000	0.000	Merged-chr1-161792020-2
NR28706--MA0493.1.Klf1	chr17	85908829	85908839	+	0.000	0.000	Merged-chr17-85908968-35
NR40432--MA1107.1.KLF9	chr3	108727623	108727635	-	0.000	0.000	Merged-chr3-108727524-22
NR50253--MA0741.1.KLF16	chr5	134269616	134269626	-	0.000	0.000	Merged-chr5-134269909-65
NR14691--MA0039.3.KLF4	chr12	102351065	102351075	-	0.000	0.000	Merged-chr12-102350976-38
NR25485--MA1107.1.KLF9	chr16	94402319	94402331	-	0.000	0.000	Merged-chr16-94402317-35
NR39078--MA1107.1.KLF9	chr3	60111325	60111337	+	0.000	0.000	Merged-chr3-60111409-19
NR13268--MA0742.1.Klf12	chr12	21480429	21480443	+	0.000	0.000	Merged-chr12-21480312-60
NR13271--MA0493.1.Klf1	chr12	21480429	21480439	+	0.000	0.000	Merged-chr12-21480312-60
NR17612--MA1107.1.KLF9	chr13	98692031	98692043	-	0.000	0.000	Merged-chr13-98692096-35
NR17155--MA0039.3.KLF4	chr13	81402029	81402039	+	0.000	0.000	Merged-chr13-81401902-10
NR20004--MA0039.3.KLF4	chr14	73596756	73596766	+	0.000	0.000	Merged-chr14-73596722-14
NR7754--MA0742.1.Klf12	chr10	111635680	111635694	-	0.000	0.000	Merged-chr10-111635766-22
NR28705--MA0039.3.KLF4	chr17	85908831	85908841	+	0.000	0.000	Merged-chr17-85908968-35
NR3057--MA1107.1.KLF9	chr1	159812995	159813007	-	0.000	0.000	Merged-chr1-159812982-41
NR41742--MA0493.1.Klf1	chr3	148419634	148419644	-	0.000	0.000	Merged-chr3-148419698-33
NR40111--MA0599.1.KLF5	chr3	101588959	101588968	+	0.000	0.000	Merged-chr3-101588946-10
NR3047--MA0742.1.Klf12	chr1	159812993	159813007	-	0.000	0.000	Merged-chr1-159812982-41
NR28616--MA1107.1.KLF9	chr17	84116730	84116742	+	0.000	0.000	Merged-chr17-84116630-65
NR6900--MA0742.1.Klf12	chr10	83722732	83722746	+	0.000	0.000	Merged-chr10-83722684-72
NR3052--MA0039.3.KLF4	chr1	159813014	159813024	-	0.000	0.000	Merged-chr1-159812982-41
NR3630--MA1107.1.KLF9	chr1	173437339	173437351	+	0.000	0.000	Merged-chr1-173437499-84
NR19851--MA0741.1.KLF16	chr14	67911771	67911781	-	0.000	0.000	Merged-chr14-67911920-26
NR37317--MA0741.1.KLF16	chr2	160657972	160657982	-	0.000	0.000	Merged-chr2-160657923-30
NR46511--MA0493.1.Klf1	chr4	155082197	155082207	+	0.000	0.000	Merged-chr4-155082260-14
NR62454--MA0493.1.Klf1	chr8	115276530	115276540	+	0.000	0.000	Merged-chr8-115276533-28
NR20380--MA0657.1.KLF13	chr14	99266178	99266195	-	0.000	0.000	Merged-chr14-99266048-28
NR11343--MA0599.1.KLF5	chr11	88950969	88950978	+	0.000	0.000	Merged-chr11-88951020-7
NR62467--MA1107.1.KLF9	chr8	115728735	115728747	+	0.000	0.000	Merged-chr8-115728663-11
NR27884--MA0039.3.KLF4	chr17	56905173	56905183	+	0.000	0.000	Merged-chr17-56905051-10
NR53835--MA0039.3.KLF4	chr6	120264383	120264393	-	0.000	0.000	Merged-chr6-120264409-18
NR31847--MA0599.1.KLF5	chr19	31337334	31337343	-	0.000	0.000	Merged-chr19-31337298-1
NR65074--MA1107.1.KLF9	chr9	78074217	78074229	+	0.000	0.000	Merged-chr9-78074095-46
NR63266--MA0742.1.Klf12	chr8	128650605	128650619	+	0.000	0.000	Merged-chr8-128650569-21
NR14325--MA0742.1.Klf12	chr12	85632517	85632531	-	0.000	0.000	Merged-chr12-85632486-20
NR31473--MA0657.1.KLF13	chr19	10742350	10742367	+	0.000	0.000	Merged-chr19-10742399-21
NR4511--MA0599.1.KLF5	chr1	191738897	191738906	-	0.000	0.000	Merged-chr1-191738954-40
NR53970--MA0741.1.KLF16	chr6	125067858	125067868	-	0.000	0.000	Merged-chr6-125067765-41
NR684--MA1107.1.KLF9	chr1	52578408	52578420	+	0.000	0.000	Merged-chr1-52578518-39
NR64749--MA0741.1.KLF16	chr9	69458369	69458379	+	0.000	0.000	Merged-chr9-69458326-40
NR54715--MA0740.1.KLF14	chr6	142955193	142955206	+	0.000	0.000	Merged-chr6-142955079-5
NR37612--MA0740.1.KLF14	chr2	166607045	166607058	+	0.000	0.000	Merged-chr2-166607083-27
NR66164--MA1107.1.KLF9	chr9	110896830	110896842	-	0.000	0.000	Merged-chr9-110896831-29
NR66840--MA1107.1.KLF9	chr9	122233117	122233129	-	0.000	0.000	Merged-chr9-122233247-97
NR50039--MA0599.1.KLF5	chr5	129192020	129192029	+	0.000	0.000	Merged-chr5-129191899-21
NR66752--MA0742.1.Klf12	chr9	120943891	120943905	-	0.000	0.000	Merged-chr9-120943869-18
NR3135--MA0742.1.Klf12	chr1	161791975	161791989	-	0.000	0.000	Merged-chr1-161792020-2
NR32041--MA0493.1.Klf1	chr19	38746135	38746145	-	0.000	0.000	Merged-chr19-38746267-36
NR14154--MA0741.1.KLF16	chr12	80331798	80331808	-	0.000	0.000	Merged-chr12-80331845-24
NR43001--MA0741.1.KLF16	chr4	46641503	46641513	-	0.000	0.000	Merged-chr4-46641506-27
NR62449--MA0039.3.KLF4	chr8	115232561	115232571	-	0.000	0.000	Merged-chr8-115232618-16
NR49476--MA1107.1.KLF9	chr5	115516813	115516825	-	0.000	0.000	Merged-chr5-115516638-85
NR39228--MA0741.1.KLF16	chr3	68784295	68784305	-	0.000	0.000	Merged-chr3-68784168-43
NR31095--MA0599.1.KLF5	chr19	3976054	3976063	-	0.000	0.000	Merged-chr19-3976009-22
NR52295--MA0742.1.Klf12	chr6	54775926	54775940	-	0.000	0.000	Merged-chr6-54775842-27
NR64544--MA1107.1.KLF9	chr9	64797331	64797343	+	0.000	0.000	Merged-chr9-64797561-46
NR363--MA0599.1.KLF5	chr1	37286806	37286815	-	0.000	0.000	Merged-chr1-37286924-34
NR32153--MA0493.1.Klf1	chr19	42149846	42149856	+	0.000	0.000	Merged-chr19-42149753-11
NR38008--MA0599.1.KLF5	chr2	172390704	172390713	-	0.000	0.000	Merged-chr2-172390550-32
NR47561--MA0740.1.KLF14	chr5	43824746	43824759	-	0.000	0.000	Merged-chr5-43824623-50
NR24961--MA0740.1.KLF14	chr16	75920943	75920956	+	0.000	0.000	Merged-chr16-75921068-56
NR7758--MA0493.1.Klf1	chr10	111635684	111635694	-	0.000	0.000	Merged-chr10-111635766-22
NR47996--MA0599.1.KLF5	chr5	72202165	72202174	+	0.000	0.000	Merged-chr5-72202096-40
