#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Tcf7/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_up.bed
NR3977--MA0769.1.Tcf7	chr3	88521947	88521958	-	0.000	0.000	Merged-chr3-88522043-54
NR4163--MA0523.1.TCF7L2	chr3	137998810	137998823	-	0.000	0.000	Merged-chr3-137998842-44
NR3301--MA0769.1.Tcf7	chr19	47915525	47915536	+	0.000	0.000	Merged-chr19-47915460-18
NR5897--MA1421.1.TCF7L1	chr8	67986910	67986921	+	0.000	0.000	Merged-chr8-67986835-44
NR5616--MA0523.1.TCF7L2	chr7	97042366	97042379	-	0.000	0.000	Merged-chr7-97042218-26
NR2673--MA0523.1.TCF7L2	chr16	84982744	84982757	-	0.000	0.000	Merged-chr16-84982791-18
NR5220--MA0523.1.TCF7L2	chr6	94534988	94535001	-	0.000	0.000	Merged-chr6-94534982-12
NR6490--MA0769.1.Tcf7	chr9	123734309	123734320	-	0.000	0.000	Merged-chr9-123734197-54
NR328--MA0769.1.Tcf7	chr1	160006270	160006281	-	0.000	0.000	Merged-chr1-160006258-20
NR3422--MA0769.1.Tcf7	chr2	29666799	29666810	-	0.000	0.000	Merged-chr2-29666836-9
NR1007--MA0523.1.TCF7L2	chr11	74100908	74100921	+	0.000	0.000	Merged-chr11-74100988-13
NR4269--MA1421.1.TCF7L1	chr4	6844212	6844223	-	0.000	0.000	Merged-chr4-6844197-28
NR2923--MA0523.1.TCF7L2	chr17	72822229	72822242	+	0.000	0.000	Merged-chr17-72822157-16
NR5229--MA0523.1.TCF7L2	chr6	97447262	97447275	-	0.000	0.000	Merged-chr6-97447180-22
NR131--MA0769.1.Tcf7	chr1	80416616	80416627	-	0.000	0.000	Merged-chr1-80416536-28
NR5284--MA0769.1.Tcf7	chr6	115762220	115762231	-	0.000	0.000	Merged-chr6-115762298-33
NR1647--MA0523.1.TCF7L2	chr13	43436074	43436087	-	0.000	0.000	Merged-chr13-43436258-16
NR6468--MA0769.1.Tcf7	chr9	120082887	120082898	+	0.000	0.000	Merged-chr9-120082843-44
NR2122--MA0769.1.Tcf7	chr14	78448465	78448476	-	0.000	0.000	Merged-chr14-78448544-66
NR5459--MA1421.1.TCF7L1	chr7	19837027	19837038	-	0.000	0.000	Merged-chr7-19837080-20
NR5063--MA1421.1.TCF7L1	chr6	24627889	24627900	+	0.000	0.000	Merged-chr6-24627877-28
NR43--MA0523.1.TCF7L2	chr1	39954852	39954865	-	0.000	0.000	Merged-chr1-39954782-26
NR4424--MA1421.1.TCF7L1	chr4	107605763	107605774	-	0.000	0.000	Merged-chr4-107605713-1
NR5473--MA0523.1.TCF7L2	chr7	25576078	25576091	-	0.000	0.000	Merged-chr7-25575910-1
NR6516--MA1421.1.TCF7L1	chrX	48141786	48141797	-	0.000	0.000	Merged-chrX-48141649-49
NR1481--MA1421.1.TCF7L1	chr12	110759071	110759082	-	0.000	0.000	Merged-chr12-110759192-38
NR2669--MA0523.1.TCF7L2	chr16	84646415	84646428	-	0.000	0.000	Merged-chr16-84646422-13
NR4409--MA0523.1.TCF7L2	chr4	101217141	101217154	+	0.000	0.000	Merged-chr4-101217167-64
NR1590--MA0523.1.TCF7L2	chr13	13582128	13582141	+	0.000	0.000	Merged-chr13-13582107-29
NR530--MA1421.1.TCF7L1	chr10	30537537	30537548	-	0.000	0.000	Merged-chr10-30537547-6
NR5747--MA1421.1.TCF7L1	chr7	121969012	121969023	-	0.000	0.000	Merged-chr7-121969039-14
NR3221--MA0769.1.Tcf7	chr19	21547556	21547567	-	0.000	0.000	Merged-chr19-21547622-17
NR3764--MA0523.1.TCF7L2	chr2	157121984	157121997	+	0.000	0.000	Merged-chr2-157121969-26
NR3548--MA0769.1.Tcf7	chr2	80462095	80462106	+	0.000	0.000	Merged-chr2-80462138-40
NR4146--MA0523.1.TCF7L2	chr3	136905557	136905570	-	0.000	0.000	Merged-chr3-136905694-23
NR1149--MA0769.1.Tcf7	chr11	110272006	110272017	+	0.000	0.000	Merged-chr11-110271856-28
NR5460--MA0523.1.TCF7L2	chr7	19837025	19837038	-	0.000	0.000	Merged-chr7-19837080-20
NR6010--MA0523.1.TCF7L2	chr8	116676508	116676521	-	0.000	0.000	Merged-chr8-116676646-9
NR3669--MA0769.1.Tcf7	chr2	129285386	129285397	-	0.000	0.000	Merged-chr2-129285453-11
NR5035--MA0523.1.TCF7L2	chr6	5997770	5997783	-	0.000	0.000	Merged-chr6-5997718-16
NR1043--MA1421.1.TCF7L1	chr11	86409346	86409357	-	0.000	0.000	Merged-chr11-86409376-12
NR648--MA0523.1.TCF7L2	chr10	80658900	80658913	-	0.000	0.000	Merged-chr10-80658824-84
NR4184--MA0523.1.TCF7L2	chr3	142533252	142533265	-	0.000	0.000	Merged-chr3-142533345-44
NR181--MA1421.1.TCF7L1	chr1	105565176	105565187	-	0.000	0.000	Merged-chr1-105565114-33
NR4441--MA0769.1.Tcf7	chr4	116735218	116735229	-	0.000	0.000	Merged-chr4-116735189-24
NR5992--MA0769.1.Tcf7	chr8	111527379	111527390	+	0.000	0.000	Merged-chr8-111527388-53
NR5940--MA1421.1.TCF7L1	chr8	81735844	81735855	-	0.000	0.000	Merged-chr8-81736050-71
NR3584--MA0769.1.Tcf7	chr2	93417130	93417141	-	0.000	0.000	Merged-chr2-93416936-19
NR3011--MA0769.1.Tcf7	chr18	32543345	32543356	-	0.000	0.000	Merged-chr18-32543284-47
NR358--MA1421.1.TCF7L1	chr1	165851007	165851018	-	0.000	0.000	Merged-chr1-165850957-6
NR4768--MA0769.1.Tcf7	chr5	72731691	72731702	+	0.000	0.000	Merged-chr5-72731571-20
NR2109--MA1421.1.TCF7L1	chr14	74916027	74916038	+	0.000	0.000	Merged-chr14-74915986-3
NR936--MA0523.1.TCF7L2	chr11	46348548	46348561	+	0.000	0.000	Merged-chr11-46348633-7
NR1426--MA1421.1.TCF7L1	chr12	100994921	100994932	+	0.000	0.000	Merged-chr12-100994584-90
NR4567--MA0523.1.TCF7L2	chr4	145319594	145319607	+	0.000	0.000	Merged-chr4-145319470-38
NR1668--MA0523.1.TCF7L2	chr13	51951834	51951847	-	0.000	0.000	Merged-chr13-51951802-36
NR1870--MA0769.1.Tcf7	chr13	112970440	112970451	+	0.000	0.000	Merged-chr13-112970510-24
NR3911--MA0769.1.Tcf7	chr3	38280379	38280390	-	0.000	0.000	Merged-chr3-38280395-39
NR3556--MA1421.1.TCF7L1	chr2	83994160	83994171	-	0.000	0.000	Merged-chr2-83994192-63
NR841--MA0523.1.TCF7L2	chr10	128039313	128039326	-	0.000	0.000	Merged-chr10-128039274-35
NR5252--MA1421.1.TCF7L1	chr6	101359851	101359862	-	0.000	0.000	Merged-chr6-101359900-41
NR3966--MA0523.1.TCF7L2	chr3	84595448	84595461	-	0.000	0.000	Merged-chr3-84595329-34
NR3762--MA1421.1.TCF7L1	chr2	157121957	157121968	+	0.000	0.000	Merged-chr2-157121969-26
NR5589--MA0523.1.TCF7L2	chr7	88357514	88357527	-	0.000	0.000	Merged-chr7-88357413-44
NR6141--MA1421.1.TCF7L1	chr9	14248415	14248426	-	0.000	0.000	Merged-chr9-14248366-20
NR2396--MA0769.1.Tcf7	chr15	80602680	80602691	-	0.000	0.000	Merged-chr15-80602759-36
NR4554--MA0523.1.TCF7L2	chr4	141296091	141296104	+	0.000	0.000	Merged-chr4-141296105-4
NR286--MA0523.1.TCF7L2	chr1	152053401	152053414	+	0.000	0.000	Merged-chr1-152053412-31
NR1354--MA0523.1.TCF7L2	chr12	78198825	78198838	-	0.000	0.000	Merged-chr12-78198818-9
NR4760--MA0523.1.TCF7L2	chr5	66193708	66193721	-	0.000	0.000	Merged-chr5-66193573-58
NR2692--MA1421.1.TCF7L1	chr16	91555427	91555438	+	0.000	0.000	Merged-chr16-91555577-12
NR492--MA0523.1.TCF7L2	chr10	12961774	12961787	-	0.000	0.000	Merged-chr10-12961810-12
NR704--MA0523.1.TCF7L2	chr10	93188681	93188694	-	0.000	0.000	Merged-chr10-93188465-33
NR4335--MA0523.1.TCF7L2	chr4	56944535	56944548	-	0.000	0.000	Merged-chr4-56944579-16
NR2723--MA0769.1.Tcf7	chr16	96273448	96273459	-	0.000	0.000	Merged-chr16-96273446-72
NR3118--MA1421.1.TCF7L1	chr18	75374209	75374220	-	0.000	0.000	Merged-chr18-75374196-25
NR2099--MA1421.1.TCF7L1	chr14	73057907	73057918	+	0.000	0.000	Merged-chr14-73058003-24
NR5673--MA1421.1.TCF7L1	chr7	109265817	109265828	-	0.000	0.000	Merged-chr7-109265818-41
NR3300--MA0523.1.TCF7L2	chr19	47915525	47915538	+	0.000	0.000	Merged-chr19-47915460-18
NR871--MA0769.1.Tcf7	chr11	5411820	5411831	-	0.000	0.000	Merged-chr11-5411816-25
NR4769--MA0523.1.TCF7L2	chr5	73237084	73237097	+	0.000	0.000	Merged-chr5-73237054-48
NR5451--MA0769.1.Tcf7	chr7	16196946	16196957	+	0.000	0.000	Merged-chr7-16196917-6
NR2349--MA1421.1.TCF7L1	chr15	67196442	67196453	+	0.000	0.000	Merged-chr15-67196543-23
NR6489--MA1421.1.TCF7L1	chr9	123734309	123734320	-	0.000	0.000	Merged-chr9-123734197-54
NR6208--MA0523.1.TCF7L2	chr9	52259807	52259820	+	0.000	0.000	Merged-chr9-52259787-26
NR1270--MA1421.1.TCF7L1	chr12	36019829	36019840	+	0.000	0.000	Merged-chr12-36019766-41
NR5205--MA0769.1.Tcf7	chr6	89065277	89065288	-	0.000	0.000	Merged-chr6-89065226-11
NR3940--MA0523.1.TCF7L2	chr3	65793914	65793927	-	0.000	0.000	Merged-chr3-65793747-53
NR5005--MA0523.1.TCF7L2	chr5	148709220	148709233	+	0.000	0.000	Merged-chr5-148709171-35
NR1996--MA0769.1.Tcf7	chr14	49155777	49155788	+	0.000	0.000	Merged-chr14-49155726-21
NR3105--MA1421.1.TCF7L1	chr18	69547458	69547469	-	0.000	0.000	Merged-chr18-69547283-22
NR1872--MA1421.1.TCF7L1	chr13	113023932	113023943	-	0.000	0.000	Merged-chr13-113023939-34
NR3276--MA0769.1.Tcf7	chr19	38934991	38935002	-	0.000	0.000	Merged-chr19-38934925-15
NR3515--MA0523.1.TCF7L2	chr2	70845160	70845173	-	0.000	0.000	Merged-chr2-70845075-67
NR3061--MA0769.1.Tcf7	chr18	56711198	56711209	-	0.000	0.000	Merged-chr18-56711213-24
NR4853--MA1421.1.TCF7L1	chr5	100916681	100916692	-	0.000	0.000	Merged-chr5-100916697-39
NR3046--MA0523.1.TCF7L2	chr18	53418103	53418116	+	0.000	0.000	Merged-chr18-53418017-24
NR6284--MA0523.1.TCF7L2	chr9	77683664	77683677	-	0.000	0.000	Merged-chr9-77683679-29
NR585--MA1421.1.TCF7L1	chr10	61233358	61233369	+	0.000	0.000	Merged-chr10-61233317-40
NR1556--MA0523.1.TCF7L2	chr12	118101597	118101610	+	0.000	0.000	Merged-chr12-118101555-6
NR284--MA1421.1.TCF7L1	chr1	151973287	151973298	-	0.000	0.000	Merged-chr1-151973357-25
NR3252--MA0523.1.TCF7L2	chr19	34510905	34510918	+	0.000	0.000	Merged-chr19-34511025-19
NR2746--MA0769.1.Tcf7	chr17	5748010	5748021	-	0.000	0.000	Merged-chr17-5748141-46
NR2710--MA1421.1.TCF7L1	chr16	94237013	94237024	+	0.000	0.000	Merged-chr16-94237010-44
NR6629--MA0523.1.TCF7L2	chrX	166806120	166806133	+	0.000	0.000	Merged-chrX-166805944-25
NR1101--MA0769.1.Tcf7	chr11	100824191	100824202	-	0.000	0.000	Merged-chr11-100824336-61
NR1213--MA0769.1.Tcf7	chr11	121100824	121100835	+	0.000	0.000	Merged-chr11-121100966-23
NR5474--MA0769.1.Tcf7	chr7	25576080	25576091	-	0.000	0.000	Merged-chr7-25575910-1
NR5222--MA1421.1.TCF7L1	chr6	94681555	94681566	+	0.000	0.000	Merged-chr6-94681460-83
NR4318--MA0523.1.TCF7L2	chr4	48039738	48039751	+	0.000	0.000	Merged-chr4-48039854-22
NR2323--MA1421.1.TCF7L1	chr15	61438935	61438946	+	0.000	0.000	Merged-chr15-61438700-21
NR3467--MA0523.1.TCF7L2	chr2	48328422	48328435	-	0.000	0.000	Merged-chr2-48328415-44
NR4035--MA0769.1.Tcf7	chr3	104796774	104796785	-	0.000	0.000	Merged-chr3-104796663-34
NR4917--MA0769.1.Tcf7	chr5	118614716	118614727	+	0.000	0.000	Merged-chr5-118614593-18
NR315--MA1421.1.TCF7L1	chr1	156710951	156710962	-	0.000	0.000	Merged-chr1-156710970-33
NR49--MA0769.1.Tcf7	chr1	40399749	40399760	+	0.000	0.000	Merged-chr1-40399864-38
NR545--MA0769.1.Tcf7	chr10	41620211	41620222	+	0.000	0.000	Merged-chr10-41620205-22
NR5260--MA1421.1.TCF7L1	chr6	103565175	103565186	+	0.000	0.000	Merged-chr6-103565102-16
NR5092--MA1421.1.TCF7L1	chr6	41113489	41113500	+	0.000	0.000	Merged-chr6-41113305-59
NR4823--MA0769.1.Tcf7	chr5	96201891	96201902	+	0.000	0.000	Merged-chr5-96201907-44
NR5597--MA0523.1.TCF7L2	chr7	89712886	89712899	+	0.000	0.000	Merged-chr7-89712844-48
NR4053--MA0769.1.Tcf7	chr3	108124338	108124349	+	0.000	0.000	Merged-chr3-108124378-33
NR6309--MA0769.1.Tcf7	chr9	80754678	80754689	-	0.000	0.000	Merged-chr9-80754738-24
NR2104--MA1421.1.TCF7L1	chr14	73609220	73609231	+	0.000	0.000	Merged-chr14-73609040-26
NR3909--MA1421.1.TCF7L1	chr3	38280379	38280390	-	0.000	0.000	Merged-chr3-38280395-39
NR1464--MA0769.1.Tcf7	chr12	107182176	107182187	+	0.000	0.000	Merged-chr12-107182241-26
NR2609--MA0523.1.TCF7L2	chr16	55769889	55769902	-	0.000	0.000	Merged-chr16-55769882-2
NR6282--MA1421.1.TCF7L1	chr9	77683541	77683552	+	0.000	0.000	Merged-chr9-77683679-29
NR317--MA0769.1.Tcf7	chr1	156710951	156710962	-	0.000	0.000	Merged-chr1-156710970-33
NR3286--MA0523.1.TCF7L2	chr19	44078364	44078377	-	0.000	0.000	Merged-chr19-44078434-18
NR4071--MA0769.1.Tcf7	chr3	115584852	115584863	-	0.000	0.000	Merged-chr3-115584831-13
NR4907--MA0523.1.TCF7L2	chr5	114783567	114783580	-	0.000	0.000	Merged-chr5-114783654-34
NR3881--MA0769.1.Tcf7	chr2	181483763	181483774	-	0.000	0.000	Merged-chr2-181483913-67
NR4836--MA1421.1.TCF7L1	chr5	98018288	98018299	+	0.000	0.000	Merged-chr5-98018284-53
NR3029--MA0523.1.TCF7L2	chr18	39877980	39877993	-	0.000	0.000	Merged-chr18-39877975-43
NR411--MA0523.1.TCF7L2	chr1	180987938	180987951	-	0.000	0.000	Merged-chr1-180987901-35
NR3492--MA0523.1.TCF7L2	chr2	60717566	60717579	-	0.000	0.000	Merged-chr2-60717548-24
NR243--MA0523.1.TCF7L2	chr1	135117131	135117144	-	0.000	0.000	Merged-chr1-135117180-5
NR2451--MA0769.1.Tcf7	chr15	94259920	94259931	-	0.000	0.000	Merged-chr15-94259724-7
NR4971--MA0769.1.Tcf7	chr5	140502567	140502578	-	0.000	0.000	Merged-chr5-140502630-23
NR6107--MA1421.1.TCF7L1	chr8	127588738	127588749	+	0.000	0.000	Merged-chr8-127588569-23
NR3067--MA0523.1.TCF7L2	chr18	57249945	57249958	-	0.000	0.000	Merged-chr18-57249763-26
NR4969--MA1421.1.TCF7L1	chr5	140502567	140502578	-	0.000	0.000	Merged-chr5-140502630-23
NR3910--MA0523.1.TCF7L2	chr3	38280377	38280390	-	0.000	0.000	Merged-chr3-38280395-39
NR281--MA0523.1.TCF7L2	chr1	151245345	151245358	+	0.000	0.000	Merged-chr1-151245323-7
NR1348--MA0769.1.Tcf7	chr12	76950384	76950395	+	0.000	0.000	Merged-chr12-76950525-26
NR4058--MA0769.1.Tcf7	chr3	108788267	108788278	+	0.000	0.000	Merged-chr3-108788342-25
NR5394--MA0769.1.Tcf7	chr6	144333302	144333313	+	0.000	0.000	Merged-chr6-144333219-22
NR4983--MA0523.1.TCF7L2	chr5	144308236	144308249	-	0.000	0.000	Merged-chr5-144308281-9
NR5409--MA0523.1.TCF7L2	chr6	146080876	146080889	+	0.000	0.000	Merged-chr6-146081045-99
NR1254--MA0769.1.Tcf7	chr12	33076323	33076334	+	0.000	0.000	Merged-chr12-33076409-32
NR3509--MA1421.1.TCF7L1	chr2	68882159	68882170	-	0.000	0.000	Merged-chr2-68882205-16
NR6475--MA0769.1.Tcf7	chr9	120191632	120191643	-	0.000	0.000	Merged-chr9-120191396-42
NR1008--MA0769.1.Tcf7	chr11	74100908	74100919	+	0.000	0.000	Merged-chr11-74100988-13
NR3547--MA1421.1.TCF7L1	chr2	80462095	80462106	+	0.000	0.000	Merged-chr2-80462138-40
NR4855--MA0769.1.Tcf7	chr5	100916681	100916692	-	0.000	0.000	Merged-chr5-100916697-39
NR6528--MA1421.1.TCF7L1	chrX	57185001	57185012	+	0.000	0.000	Merged-chrX-57185087-24
NR4970--MA0523.1.TCF7L2	chr5	140502565	140502578	-	0.000	0.000	Merged-chr5-140502630-23
NR5748--MA0523.1.TCF7L2	chr7	121969010	121969023	-	0.000	0.000	Merged-chr7-121969039-14
NR336--MA1421.1.TCF7L1	chr1	161436587	161436598	-	0.000	0.000	Merged-chr1-161436721-21
NR870--MA0523.1.TCF7L2	chr11	5411818	5411831	-	0.000	0.000	Merged-chr11-5411816-25
NR1307--MA0523.1.TCF7L2	chr12	55357449	55357462	-	0.000	0.000	Merged-chr12-55357452-12
NR5945--MA0769.1.Tcf7	chr8	81867187	81867198	+	0.000	0.000	Merged-chr8-81867222-29
NR4713--MA0523.1.TCF7L2	chr5	45790460	45790473	-	0.000	0.000	Merged-chr5-45790409-20
NR1998--MA0523.1.TCF7L2	chr14	52008753	52008766	+	0.000	0.000	Merged-chr14-52008925-52
NR6241--MA0523.1.TCF7L2	chr9	61668867	61668880	+	0.000	0.000	Merged-chr9-61668916-18
NR277--MA0523.1.TCF7L2	chr1	150100066	150100079	+	0.000	0.000	Merged-chr1-150100024-34
NR5175--MA0769.1.Tcf7	chr6	72495472	72495483	+	0.000	0.000	Merged-chr6-72495605-8
NR1345--MA0523.1.TCF7L2	chr12	76923266	76923279	-	0.000	0.000	Merged-chr12-76923289-32
NR4217--MA1421.1.TCF7L1	chr3	146192789	146192800	+	0.000	0.000	Merged-chr3-146192596-55
NR1177--MA0523.1.TCF7L2	chr11	115589121	115589134	+	0.000	0.000	Merged-chr11-115589146-15
NR241--MA1421.1.TCF7L1	chr1	135019188	135019199	-	0.000	0.000	Merged-chr1-135019182-17
NR1274--MA1421.1.TCF7L1	chr12	39649118	39649129	-	0.000	0.000	Merged-chr12-39649191-14
NR4748--MA0769.1.Tcf7	chr5	64766125	64766136	+	0.000	0.000	Merged-chr5-64765991-19
NR42--MA0523.1.TCF7L2	chr1	39954710	39954723	+	0.000	0.000	Merged-chr1-39954782-26
NR3643--MA0523.1.TCF7L2	chr2	120502274	120502287	+	0.000	0.000	Merged-chr2-120502347-30
NR5717--MA0769.1.Tcf7	chr7	117090955	117090966	+	0.000	0.000	Merged-chr7-117091001-52
NR5399--MA0523.1.TCF7L2	chr6	145285831	145285844	-	0.000	0.000	Merged-chr6-145285757-35
NR4645--MA0769.1.Tcf7	chr5	8075556	8075567	-	0.000	0.000	Merged-chr5-8075370-38
NR3315--MA1421.1.TCF7L1	chr19	57180490	57180501	-	0.000	0.000	Merged-chr19-57180536-30
NR5623--MA0769.1.Tcf7	chr7	98797478	98797489	-	0.000	0.000	Merged-chr7-98797577-28
NR1500--MA0523.1.TCF7L2	chr12	112857213	112857226	+	0.000	0.000	Merged-chr12-112857431-10
NR1332--MA0523.1.TCF7L2	chr12	73888160	73888173	+	0.000	0.000	Merged-chr12-73888255-48
NR3353--MA1421.1.TCF7L1	chr2	5003345	5003356	+	0.000	0.000	Merged-chr2-5003396-19
NR2898--MA1421.1.TCF7L1	chr17	57098644	57098655	-	0.000	0.000	Merged-chr17-57098619-14
NR4305--MA0769.1.Tcf7	chr4	41241025	41241036	+	0.000	0.000	Merged-chr4-41241074-39
NR2449--MA0523.1.TCF7L2	chr15	94255221	94255234	-	0.000	0.000	Merged-chr15-94255177-46
NR6193--MA0523.1.TCF7L2	chr9	46046926	46046939	+	0.000	0.000	Merged-chr9-46046767-65
NR1501--MA0769.1.Tcf7	chr12	112857213	112857224	+	0.000	0.000	Merged-chr12-112857431-10
NR5879--MA1421.1.TCF7L1	chr8	56443932	56443943	-	0.000	0.000	Merged-chr8-56443904-53
NR5554--MA0523.1.TCF7L2	chr7	75384766	75384779	-	0.000	0.000	Merged-chr7-75384885-29
NR4202--MA0769.1.Tcf7	chr3	144232070	144232081	-	0.000	0.000	Merged-chr3-144232172-58
NR6429--MA1421.1.TCF7L1	chr9	114402020	114402031	-	0.000	0.000	Merged-chr9-114401879-1
NR4747--MA0523.1.TCF7L2	chr5	64766125	64766138	+	0.000	0.000	Merged-chr5-64765991-19
NR4681--MA0769.1.Tcf7	chr5	22740159	22740170	-	0.000	0.000	Merged-chr5-22740212-9
NR6443--MA0523.1.TCF7L2	chr9	116283891	116283904	-	0.000	0.000	Merged-chr9-116283998-37
NR3075--MA0523.1.TCF7L2	chr18	60630814	60630827	+	0.000	0.000	Merged-chr18-60630804-17
NR1219--MA1421.1.TCF7L1	chr11	121777144	121777155	-	0.000	0.000	Merged-chr11-121777303-26
NR842--MA0769.1.Tcf7	chr10	128039315	128039326	-	0.000	0.000	Merged-chr10-128039274-35
NR525--MA1421.1.TCF7L1	chr10	28520256	28520267	-	0.000	0.000	Merged-chr10-28520121-26
NR200--MA0523.1.TCF7L2	chr1	118390181	118390194	-	0.000	0.000	Merged-chr1-118390044-7
NR5866--MA1421.1.TCF7L1	chr8	36028577	36028588	-	0.000	0.000	Merged-chr8-36028490-56
NR3117--MA0769.1.Tcf7	chr18	75374134	75374145	+	0.000	0.000	Merged-chr18-75374196-25
NR1100--MA0523.1.TCF7L2	chr11	100824189	100824202	-	0.000	0.000	Merged-chr11-100824336-61
NR287--MA0769.1.Tcf7	chr1	152053401	152053412	+	0.000	0.000	Merged-chr1-152053412-31
NR1855--MA0769.1.Tcf7	chr13	112133937	112133948	+	0.000	0.000	Merged-chr13-112133906-22
NR25--MA0523.1.TCF7L2	chr1	34831577	34831590	+	0.000	0.000	Merged-chr1-34831505-37
NR3493--MA0769.1.Tcf7	chr2	60717568	60717579	-	0.000	0.000	Merged-chr2-60717548-24
NR5749--MA0769.1.Tcf7	chr7	121969012	121969023	-	0.000	0.000	Merged-chr7-121969039-14
NR2409--MA1421.1.TCF7L1	chr15	84168879	84168890	-	0.000	0.000	Merged-chr15-84168860-11
NR5251--MA1421.1.TCF7L1	chr6	100601909	100601920	+	0.000	0.000	Merged-chr6-100601796-17
NR6395--MA0523.1.TCF7L2	chr9	103337111	103337124	+	0.000	0.000	Merged-chr9-103337204-21
NR1572--MA0523.1.TCF7L2	chr13	6652691	6652704	-	0.000	0.000	Merged-chr13-6652733-20
NR3664--MA0523.1.TCF7L2	chr2	128544644	128544657	+	0.000	0.000	Merged-chr2-128544786-45
NR5767--MA0769.1.Tcf7	chr7	125607594	125607605	+	0.000	0.000	Merged-chr7-125607654-51
NR2051--MA1421.1.TCF7L1	chr14	62928379	62928390	-	0.000	0.000	Merged-chr14-62928345-50
NR4721--MA0523.1.TCF7L2	chr5	54098309	54098322	-	0.000	0.000	Merged-chr5-54098374-26
NR847--MA0769.1.Tcf7	chr10	128940664	128940675	-	0.000	0.000	Merged-chr10-128940717-41
NR3941--MA0769.1.Tcf7	chr3	65793916	65793927	-	0.000	0.000	Merged-chr3-65793747-53
NR4243--MA0769.1.Tcf7	chr3	152212099	152212110	-	0.000	0.000	Merged-chr3-152212044-45
NR5785--MA0769.1.Tcf7	chr7	130816459	130816470	-	0.000	0.000	Merged-chr7-130816442-11
NR5590--MA1421.1.TCF7L1	chr7	88459894	88459905	-	0.000	0.000	Merged-chr7-88459917-15
NR3386--MA0769.1.Tcf7	chr2	17597779	17597790	+	0.000	0.000	Merged-chr2-17597899-18
NR959--MA0769.1.Tcf7	chr11	54188050	54188061	+	0.000	0.000	Merged-chr11-54188081-11
NR2762--MA0523.1.TCF7L2	chr17	13479935	13479948	+	0.000	0.000	Merged-chr17-13479919-17
NR2410--MA0523.1.TCF7L2	chr15	84168877	84168890	-	0.000	0.000	Merged-chr15-84168860-11
NR2981--MA0769.1.Tcf7	chr18	4280613	4280624	+	0.000	0.000	Merged-chr18-4280777-15
NR189--MA0769.1.Tcf7	chr1	106374908	106374919	-	0.000	0.000	Merged-chr1-106375068-41
NR4892--MA0523.1.TCF7L2	chr5	107840714	107840727	+	0.000	0.000	Merged-chr5-107840807-27
NR1627--MA1421.1.TCF7L1	chr13	35129661	35129672	-	0.000	0.000	Merged-chr13-35129636-40
NR977--MA0769.1.Tcf7	chr11	63146802	63146813	-	0.000	0.000	Merged-chr11-63146790-18
NR6414--MA0769.1.Tcf7	chr9	107676039	107676050	-	0.000	0.000	Merged-chr9-107676090-54
NR5781--MA0523.1.TCF7L2	chr7	127922927	127922940	-	0.000	0.000	Merged-chr7-127922827-35
NR4115--MA0523.1.TCF7L2	chr3	130901561	130901574	+	0.000	0.000	Merged-chr3-130901613-29
NR6207--MA0523.1.TCF7L2	chr9	52259750	52259763	+	0.000	0.000	Merged-chr9-52259787-26
NR508--MA1421.1.TCF7L1	chr10	19406887	19406898	-	0.000	0.000	Merged-chr10-19406936-14
NR5621--MA1421.1.TCF7L1	chr7	98797478	98797489	-	0.000	0.000	Merged-chr7-98797577-28
NR6413--MA0523.1.TCF7L2	chr9	107676037	107676050	-	0.000	0.000	Merged-chr9-107676090-54
NR5002--MA0769.1.Tcf7	chr5	148266941	148266952	-	0.000	0.000	Merged-chr5-148266957-7
NR4923--MA0523.1.TCF7L2	chr5	122288603	122288616	+	0.000	0.000	Merged-chr5-122288620-47
NR5586--MA1421.1.TCF7L1	chr7	84141525	84141536	+	0.000	0.000	Merged-chr7-84141440-16
NR2771--MA0769.1.Tcf7	chr17	17792227	17792238	-	0.000	0.000	Merged-chr17-17792149-13
NR5093--MA0523.1.TCF7L2	chr6	41113489	41113502	+	0.000	0.000	Merged-chr6-41113305-59
NR2362--MA0523.1.TCF7L2	chr15	73268381	73268394	-	0.000	0.000	Merged-chr15-73268336-36
NR3815--MA0523.1.TCF7L2	chr2	168575213	168575226	-	0.000	0.000	Merged-chr2-168575169-53
NR2310--MA0769.1.Tcf7	chr15	58145496	58145507	-	0.000	0.000	Merged-chr15-58145479-45
NR552--MA0769.1.Tcf7	chr10	43783356	43783367	+	0.000	0.000	Merged-chr10-43783399-14
NR2202--MA1421.1.TCF7L1	chr14	121137384	121137395	+	0.000	0.000	Merged-chr14-121137502-35
NR2612--MA0523.1.TCF7L2	chr16	55835932	55835945	-	0.000	0.000	Merged-chr16-55835900-11
NR3443--MA1421.1.TCF7L1	chr2	34991224	34991235	-	0.000	0.000	Merged-chr2-34991107-1
NR2431--MA0769.1.Tcf7	chr15	91616725	91616736	-	0.000	0.000	Merged-chr15-91616695-12
