#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval0.3-log2fc0.5_up.bed
NR42408--MA0493.1.Klf1	chr4	11684322	11684332	-	0.000	0.000	Merged-chr4-11684265-15
NR41217--MA0741.1.KLF16	chr3	135417974	135417984	+	0.000	0.000	Merged-chr3-135417903-41
NR50625--MA1107.1.KLF9	chr5	138571775	138571787	+	0.000	0.000	Merged-chr5-138571868-5
NR47856--MA0741.1.KLF16	chr5	65914613	65914623	-	0.000	0.000	Merged-chr5-65914511-22
NR60457--MA0741.1.KLF16	chr8	34735144	34735154	-	0.000	0.000	Merged-chr8-34735280-15
NR43664--MA0599.1.KLF5	chr4	86739382	86739391	+	0.000	0.000	Merged-chr4-86739424-15
NR56927--MA1107.1.KLF9	chr7	64043090	64043102	-	0.000	0.000	Merged-chr7-64043125-48
NR37195--MA1107.1.KLF9	chr2	157071723	157071735	-	0.000	0.000	Merged-chr2-157071692-20
NR38262--MA0039.3.KLF4	chr2	178479318	178479328	-	0.000	0.000	Merged-chr2-178479240-1
NR41022--MA1107.1.KLF9	chr3	131157636	131157648	-	0.000	0.000	Merged-chr3-131157614-46
NR34337--MA0039.3.KLF4	chr2	59513731	59513741	-	0.000	0.000	Merged-chr2-59513816-12
NR41448--MA0493.1.Klf1	chr3	142207650	142207660	-	0.000	0.000	Merged-chr3-142207646-13
NR53461--MA0493.1.Klf1	chr6	108665781	108665791	+	0.000	0.000	Merged-chr6-108665749-34
NR3910--MA0599.1.KLF5	chr1	180568873	180568882	+	0.000	0.000	Merged-chr1-180569049-54
NR39438--MA0741.1.KLF16	chr3	84772124	84772134	-	0.000	0.000	Merged-chr3-84772067-31
NR14016--MA0741.1.KLF16	chr12	76371290	76371300	+	0.000	0.000	Merged-chr12-76371188-10
NR7476--MA1107.1.KLF9	chr10	98776717	98776729	-	0.000	0.000	Merged-chr10-98776574-38
NR11347--MA0039.3.KLF4	chr11	88993828	88993838	-	0.000	0.000	Merged-chr11-88993773-46
NR34253--MA0493.1.Klf1	chr2	53067203	53067213	+	0.000	0.000	Merged-chr2-53067376-9
NR14067--MA0493.1.Klf1	chr12	77077945	77077955	+	0.000	0.000	Merged-chr12-77077923-9
NR23370--MA0493.1.Klf1	chr15	102110645	102110655	-	0.000	0.000	Merged-chr15-102110732-12
NR24334--MA1107.1.KLF9	chr16	35984019	35984031	-	0.000	0.000	Merged-chr16-35984000-4
NR11277--MA0599.1.KLF5	chr11	88087094	88087103	+	0.000	0.000	Merged-chr11-88087122-32
NR51720--MA0493.1.Klf1	chr6	29916964	29916974	-	0.000	0.000	Merged-chr6-29917052-59
NR16161--MA1107.1.KLF9	chr13	42049192	42049204	-	0.000	0.000	Merged-chr13-42049130-34
NR35468--MA0742.1.Klf12	chr2	103703459	103703473	-	0.000	0.000	Merged-chr2-103703560-39
NR37845--MA0493.1.Klf1	chr2	168591377	168591387	-	0.000	0.000	Merged-chr2-168591388-1
NR45938--MA0599.1.KLF5	chr4	144898352	144898361	+	0.000	0.000	Merged-chr4-144898190-46
NR54718--MA0741.1.KLF16	chr6	142955194	142955204	+	0.000	0.000	Merged-chr6-142955079-5
NR42112--MA1107.1.KLF9	chr3	154628472	154628484	+	0.000	0.000	Merged-chr3-154628476-23
NR3355--MA0599.1.KLF5	chr1	167245607	167245616	-	0.000	0.000	Merged-chr1-167245435-23
NR39490--MA0742.1.Klf12	chr3	87742761	87742775	+	0.000	0.000	Merged-chr3-87742894-18
NR33181--MA0493.1.Klf1	chr2	17712687	17712697	+	0.000	0.000	Merged-chr2-17712795-10
NR45390--MA0039.3.KLF4	chr4	135103930	135103940	-	0.000	0.000	Merged-chr4-135104073-17
NR36773--MA0493.1.Klf1	chr2	146498545	146498555	+	0.000	0.000	Merged-chr2-146498425-8
NR26678--MA0741.1.KLF16	chr17	28488300	28488310	+	0.000	0.000	Merged-chr17-28488439-21
NR15819--MA1107.1.KLF9	chr13	24481835	24481847	+	0.000	0.000	Merged-chr13-24481997-16
NR19848--MA0741.1.KLF16	chr14	67911768	67911778	-	0.000	0.000	Merged-chr14-67911920-26
NR21750--MA0493.1.Klf1	chr15	59805086	59805096	+	0.000	0.000	Merged-chr15-59805045-21
NR41386--MA0599.1.KLF5	chr3	139042557	139042566	+	0.000	0.000	Merged-chr3-139042568-80
NR35469--MA0599.1.KLF5	chr2	103703463	103703472	-	0.000	0.000	Merged-chr2-103703560-39
NR15824--MA0493.1.Klf1	chr13	24599653	24599663	-	0.000	0.000	Merged-chr13-24599752-50
NR2116--MA0039.3.KLF4	chr1	128540454	128540464	+	0.000	0.000	Merged-chr1-128540410-9
NR53327--MA0493.1.Klf1	chr6	100879712	100879722	+	0.000	0.000	Merged-chr6-100879682-24
NR30484--MA1107.1.KLF9	chr18	73816991	73817003	+	0.000	0.000	Merged-chr18-73816843-39
NR58695--MA1107.1.KLF9	chr7	122352044	122352056	-	0.000	0.000	Merged-chr7-122351957-38
NR8213--MA0493.1.Klf1	chr10	121382684	121382694	-	0.000	0.000	Merged-chr10-121382753-17
NR2713--MA0599.1.KLF5	chr1	151613464	151613473	+	0.000	0.000	Merged-chr1-151613371-29
NR25410--MA0741.1.KLF16	chr16	93767195	93767205	-	0.000	0.000	Merged-chr16-93767130-58
NR37844--MA0039.3.KLF4	chr2	168591375	168591385	-	0.000	0.000	Merged-chr2-168591388-1
NR49863--MA0741.1.KLF16	chr5	123930809	123930819	-	0.000	0.000	Merged-chr5-123930715-52
NR23495--MA1107.1.KLF9	chr16	3962975	3962987	+	0.000	0.000	Merged-chr16-3962878-14
NR26828--MA0493.1.Klf1	chr17	31326300	31326310	-	0.000	0.000	Merged-chr17-31326302-35
NR62728--MA1107.1.KLF9	chr8	120701896	120701908	-	0.000	0.000	Merged-chr8-120702084-56
NR44921--MA0741.1.KLF16	chr4	129556603	129556613	+	0.000	0.000	Merged-chr4-129556698-9
NR25536--MA1107.1.KLF9	chr16	96089729	96089741	+	0.000	0.000	Merged-chr16-96089683-18
NR3354--MA1107.1.KLF9	chr1	167245583	167245595	+	0.000	0.000	Merged-chr1-167245435-23
NR17611--MA0741.1.KLF16	chr13	98692032	98692042	-	0.000	0.000	Merged-chr13-98692096-35
NR21754--MA1107.1.KLF9	chr15	60120080	60120092	-	0.000	0.000	Merged-chr15-60120172-38
NR28456--MA0039.3.KLF4	chr17	80441969	80441979	-	0.000	0.000	Merged-chr17-80441791-30
NR19839--MA0493.1.Klf1	chr14	67818435	67818445	+	0.000	0.000	Merged-chr14-67818328-11
NR33634--MA0599.1.KLF5	chr2	29870317	29870326	-	0.000	0.000	Merged-chr2-29870260-12
NR38077--MA0742.1.Klf12	chr2	173263823	173263837	+	0.000	0.000	Merged-chr2-173263932-54
NR19614--MA0039.3.KLF4	chr14	59553393	59553403	-	0.000	0.000	Merged-chr14-59553394-22
NR16437--MA0741.1.KLF16	chr13	51776417	51776427	+	0.000	0.000	Merged-chr13-51776600-43
NR29669--MA0740.1.KLF14	chr18	46917803	46917816	-	0.000	0.000	Merged-chr18-46917814-10
NR5301--MA1107.1.KLF9	chr10	39479882	39479894	-	0.000	0.000	Merged-chr10-39479564-73
NR57714--MA0599.1.KLF5	chr7	98108946	98108955	+	0.000	0.000	Merged-chr7-98109106-60
NR24316--MA0039.3.KLF4	chr16	35765697	35765707	-	0.000	0.000	Merged-chr16-35765641-23
NR61223--MA0599.1.KLF5	chr8	72162988	72162997	+	0.000	0.000	Merged-chr8-72162977-17
NR52095--MA0741.1.KLF16	chr6	48684497	48684507	-	0.000	0.000	Merged-chr6-48684465-16
NR45368--MA0039.3.KLF4	chr4	134734843	134734853	+	0.000	0.000	Merged-chr4-134734669-83
NR47421--MA0741.1.KLF16	chr5	35771279	35771289	-	0.000	0.000	Merged-chr5-35771159-16
NR49221--MA0657.1.KLF13	chr5	112301908	112301925	+	0.000	0.000	Merged-chr5-112301937-36
NR31490--MA0599.1.KLF5	chr19	11045231	11045240	-	0.000	0.000	Merged-chr19-11045347-81
NR62540--MA1107.1.KLF9	chr8	117052565	117052577	-	0.000	0.000	Merged-chr8-117052612-3
NR10410--MA1107.1.KLF9	chr11	69765847	69765859	-	0.000	0.000	Merged-chr11-69765727-4
NR35463--MA0039.3.KLF4	chr2	103658760	103658770	-	0.000	0.000	Merged-chr2-103658723-12
NR37792--MA0599.1.KLF5	chr2	167996069	167996078	-	0.000	0.000	Merged-chr2-167996083-9
NR24590--MA0493.1.Klf1	chr16	50534067	50534077	+	0.000	0.000	Merged-chr16-50533988-11
NR12578--MA0657.1.KLF13	chr11	115338891	115338908	+	0.000	0.000	Merged-chr11-115338922-7
NR47898--MA0493.1.Klf1	chr5	67155619	67155629	+	0.000	0.000	Merged-chr5-67155759-12
NR62793--MA0740.1.KLF14	chr8	121963094	121963107	-	0.000	0.000	Merged-chr8-121963048-7
NR12478--MA1107.1.KLF9	chr11	114052021	114052033	-	0.000	0.000	Merged-chr11-114051987-1
NR49419--MA0741.1.KLF16	chr5	114667637	114667647	-	0.000	0.000	Merged-chr5-114667670-56
NR10550--MA0599.1.KLF5	chr11	70790717	70790726	-	0.000	0.000	Merged-chr11-70790875-54
NR52279--MA0742.1.Klf12	chr6	54116481	54116495	+	0.000	0.000	Merged-chr6-54116572-22
NR63268--MA0493.1.Klf1	chr8	128650605	128650615	+	0.000	0.000	Merged-chr8-128650569-21
NR16--MA0599.1.KLF5	chr1	6467070	6467079	-	0.000	0.000	Merged-chr1-6467226-38
NR27716--MA1107.1.KLF9	chr17	51762730	51762742	+	0.000	0.000	Merged-chr17-51762690-29
NR46388--MA0599.1.KLF5	chr4	152186651	152186660	-	0.000	0.000	Merged-chr4-152186778-42
NR37616--MA0039.3.KLF4	chr2	166607047	166607057	+	0.000	0.000	Merged-chr2-166607083-27
NR40067--MA1107.1.KLF9	chr3	100812071	100812083	+	0.000	0.000	Merged-chr3-100812047-20
NR17154--MA0599.1.KLF5	chr13	81402028	81402037	+	0.000	0.000	Merged-chr13-81401902-10
NR38080--MA0493.1.Klf1	chr2	173263823	173263833	+	0.000	0.000	Merged-chr2-173263932-54
NR26871--MA0742.1.Klf12	chr17	31873455	31873469	-	0.000	0.000	Merged-chr17-31873313-29
NR32517--MA0493.1.Klf1	chr19	53395943	53395953	-	0.000	0.000	Merged-chr19-53395914-16
NR20003--MA0599.1.KLF5	chr14	73596755	73596764	+	0.000	0.000	Merged-chr14-73596722-14
NR21545--MA0599.1.KLF5	chr15	42983350	42983359	+	0.000	0.000	Merged-chr15-42983258-15
NR28596--MA0493.1.Klf1	chr17	83880369	83880379	-	0.000	0.000	Merged-chr17-83880471-24
NR53833--MA0742.1.Klf12	chr6	120264381	120264395	-	0.000	0.000	Merged-chr6-120264409-18
NR36689--MA0599.1.KLF5	chr2	144482912	144482921	-	0.000	0.000	Merged-chr2-144483002-9
NR7378--MA1107.1.KLF9	chr10	95009210	95009222	-	0.000	0.000	Merged-chr10-95009173-43
NR42840--MA0741.1.KLF16	chr4	43558779	43558789	-	0.000	0.000	Merged-chr4-43558871-42
NR32977--MA0039.3.KLF4	chr2	5003274	5003284	+	0.000	0.000	Merged-chr2-5003396-19
NR28282--MA1107.1.KLF9	chr17	73810286	73810298	-	0.000	0.000	Merged-chr17-73810198-2
NR6713--MA0039.3.KLF4	chr10	81127652	81127662	+	0.000	0.000	Merged-chr10-81127720-40
NR48674--MA1107.1.KLF9	chr5	97983336	97983348	+	0.000	0.000	Merged-chr5-97983447-49
NR23164--MA1107.1.KLF9	chr15	98634981	98634993	-	0.000	0.000	Merged-chr15-98634819-42
NR33978--MA0740.1.KLF14	chr2	35729682	35729695	-	0.000	0.000	Merged-chr2-35729635-16
NR63070--MA0039.3.KLF4	chr8	125727532	125727542	-	0.000	0.000	Merged-chr8-125727602-12
NR62723--MA0742.1.Klf12	chr8	120701894	120701908	-	0.000	0.000	Merged-chr8-120702084-56
NR22678--MA0741.1.KLF16	chr15	85956476	85956486	+	0.000	0.000	Merged-chr15-85956414-21
NR24348--MA1107.1.KLF9	chr16	36663374	36663386	+	0.000	0.000	Merged-chr16-36663524-7
NR51254--MA0741.1.KLF16	chr5	149583726	149583736	-	0.000	0.000	Merged-chr5-149583571-10
NR49366--MA0741.1.KLF16	chr5	114041755	114041765	-	0.000	0.000	Merged-chr5-114041714-24
NR18976--MA0742.1.Klf12	chr14	33099300	33099314	+	0.000	0.000	Merged-chr14-33099452-34
NR2161--MA0039.3.KLF4	chr1	131161255	131161265	-	0.000	0.000	Merged-chr1-131161352-21
NR1976--MA1107.1.KLF9	chr1	121241528	121241540	-	0.000	0.000	Merged-chr1-121241343-38
NR8095--MA0741.1.KLF16	chr10	119001819	119001829	+	0.000	0.000	Merged-chr10-119001692-38
NR11943--MA0039.3.KLF4	chr11	101661939	101661949	-	0.000	0.000	Merged-chr11-101661964-4
NR53816--MA0599.1.KLF5	chr6	120188238	120188247	-	0.000	0.000	Merged-chr6-120188171-90
NR18291--MA0742.1.Klf12	chr13	113549198	113549212	+	0.000	0.000	Merged-chr13-113549207-25
NR41274--MA0493.1.Klf1	chr3	136730177	136730187	-	0.000	0.000	Merged-chr3-136730222-15
NR33983--MA0493.1.Klf1	chr2	35729685	35729695	-	0.000	0.000	Merged-chr2-35729635-16
NR29225--MA0493.1.Klf1	chr18	23841686	23841696	-	0.000	0.000	Merged-chr18-23841558-17
NR40506--MA1107.1.KLF9	chr3	115706536	115706548	+	0.000	0.000	Merged-chr3-115706402-1
NR66920--MA0742.1.Klf12	chr9	123931794	123931808	-	0.000	0.000	Merged-chr9-123931993-21
NR11173--MA0039.3.KLF4	chr11	86078229	86078239	+	0.000	0.000	Merged-chr11-86078174-26
NR54864--MA0740.1.KLF14	chr6	144664966	144664979	+	0.000	0.000	Merged-chr6-144664964-20
NR13224--MA0493.1.Klf1	chr12	17511203	17511213	+	0.000	0.000	Merged-chr12-17511273-48
NR32539--MA1107.1.KLF9	chr19	53760459	53760471	-	0.000	0.000	Merged-chr19-53760542-10
NR52510--MA1107.1.KLF9	chr6	67339543	67339555	+	0.000	0.000	Merged-chr6-67339720-32
NR57377--MA0039.3.KLF4	chr7	81929194	81929204	+	0.000	0.000	Merged-chr7-81929164-20
NR44419--MA0599.1.KLF5	chr4	119127270	119127279	+	0.000	0.000	Merged-chr4-119127359-48
NR36922--MA0599.1.KLF5	chr2	151543655	151543664	-	0.000	0.000	Merged-chr2-151543630-14
NR37662--MA0493.1.Klf1	chr2	166740624	166740634	-	0.000	0.000	Merged-chr2-166740656-12
NR57092--MA0599.1.KLF5	chr7	75486276	75486285	-	0.000	0.000	Merged-chr7-75486326-35
NR20488--MA0741.1.KLF16	chr14	102911242	102911252	-	0.000	0.000	Merged-chr14-102911294-3
NR62536--MA1107.1.KLF9	chr8	117052557	117052569	-	0.000	0.000	Merged-chr8-117052612-3
NR11957--MA1107.1.KLF9	chr11	102074299	102074311	+	0.000	0.000	Merged-chr11-102074455-23
NR41028--MA0493.1.Klf1	chr3	131250502	131250512	+	0.000	0.000	Merged-chr3-131250529-24
NR7155--MA0493.1.Klf1	chr10	89463872	89463882	+	0.000	0.000	Merged-chr10-89463808-10
NR53834--MA0599.1.KLF5	chr6	120264385	120264394	-	0.000	0.000	Merged-chr6-120264409-18
NR35822--MA1107.1.KLF9	chr2	118658626	118658638	-	0.000	0.000	Merged-chr2-118658566-8
NR23076--MA0599.1.KLF5	chr15	97727128	97727137	+	0.000	0.000	Merged-chr15-97727348-17
NR62727--MA0741.1.KLF16	chr8	120701897	120701907	-	0.000	0.000	Merged-chr8-120702084-56
NR44913--MA0741.1.KLF16	chr4	129556553	129556563	+	0.000	0.000	Merged-chr4-129556698-9
NR9595--MA0599.1.KLF5	chr11	49204048	49204057	+	0.000	0.000	Merged-chr11-49204089-8
NR46925--MA0493.1.Klf1	chr5	21370420	21370430	-	0.000	0.000	Merged-chr5-21370599-51
NR28709--MA0599.1.KLF5	chr17	86040530	86040539	-	0.000	0.000	Merged-chr17-86040436-1
NR55472--MA0599.1.KLF5	chr7	16760503	16760512	+	0.000	0.000	Merged-chr7-16760447-23
NR35985--MA0740.1.KLF14	chr2	122673094	122673107	+	0.000	0.000	Merged-chr2-122673136-39
NR47903--MA0493.1.Klf1	chr5	67155730	67155740	+	0.000	0.000	Merged-chr5-67155759-12
NR28316--MA0741.1.KLF16	chr17	74865013	74865023	-	0.000	0.000	Merged-chr17-74864979-18
NR16158--MA0741.1.KLF16	chr13	42049193	42049203	-	0.000	0.000	Merged-chr13-42049130-34
NR37078--MA0741.1.KLF16	chr2	154615973	154615983	+	0.000	0.000	Merged-chr2-154615883-15
NR11975--MA1107.1.KLF9	chr11	102208937	102208949	-	0.000	0.000	Merged-chr11-102208952-14
NR40430--MA1107.1.KLF9	chr3	108727619	108727631	-	0.000	0.000	Merged-chr3-108727524-22
NR26222--MA0741.1.KLF16	chr17	19435239	19435249	+	0.000	0.000	Merged-chr17-19435269-18
NR9810--MA0599.1.KLF5	chr11	53851937	53851946	-	0.000	0.000	Merged-chr11-53851984-46
NR55226--MA0599.1.KLF5	chr7	4614259	4614268	-	0.000	0.000	Merged-chr7-4614138-46
NR17170--MA0741.1.KLF16	chr13	81684977	81684987	-	0.000	0.000	Merged-chr13-81685096-36
NR51739--MA0493.1.Klf1	chr6	30509824	30509834	-	0.000	0.000	Merged-chr6-30509699-52
NR30731--MA1107.1.KLF9	chr18	80600772	80600784	-	0.000	0.000	Merged-chr18-80600681-25
NR7402--MA0599.1.KLF5	chr10	95415771	95415780	+	0.000	0.000	Merged-chr10-95415735-33
NR9898--MA0039.3.KLF4	chr11	55131244	55131254	+	0.000	0.000	Merged-chr11-55131266-10
NR11612--MA0039.3.KLF4	chr11	97146174	97146184	+	0.000	0.000	Merged-chr11-97146058-3
NR48487--MA0740.1.KLF14	chr5	92961722	92961735	+	0.000	0.000	Merged-chr5-92961688-16
NR20106--MA0741.1.KLF16	chr14	75820041	75820051	-	0.000	0.000	Merged-chr14-75819905-19
NR14591--MA1107.1.KLF9	chr12	99642764	99642776	+	0.000	0.000	Merged-chr12-99642640-25
NR43443--MA0742.1.Klf12	chr4	63704363	63704377	+	0.000	0.000	Merged-chr4-63704429-30
NR4462--MA0741.1.KLF16	chr1	191115088	191115098	-	0.000	0.000	Merged-chr1-191115212-7
NR26471--MA0599.1.KLF5	chr17	25248217	25248226	+	0.000	0.000	Merged-chr17-25248347-49
NR10765--MA0493.1.Klf1	chr11	77000986	77000996	+	0.000	0.000	Merged-chr11-77000839-6
NR7951--MA0039.3.KLF4	chr10	117452418	117452428	-	0.000	0.000	Merged-chr10-117452327-39
NR29499--MA0740.1.KLF14	chr18	38365196	38365209	+	0.000	0.000	Merged-chr18-38365063-36
NR21353--MA0599.1.KLF5	chr15	34389240	34389249	-	0.000	0.000	Merged-chr15-34389092-27
NR14224--MA1107.1.KLF9	chr12	82326690	82326702	-	0.000	0.000	Merged-chr12-82326673-11
NR14519--MA0742.1.Klf12	chr12	94083667	94083681	+	0.000	0.000	Merged-chr12-94083592-14
NR62448--MA0599.1.KLF5	chr8	115232563	115232572	-	0.000	0.000	Merged-chr8-115232618-16
NR64625--MA0741.1.KLF16	chr9	66158205	66158215	+	0.000	0.000	Merged-chr9-66158396-48
NR62794--MA0657.1.KLF13	chr8	121963091	121963108	-	0.000	0.000	Merged-chr8-121963048-7
NR13528--MA0741.1.KLF16	chr12	41040117	41040127	-	0.000	0.000	Merged-chr12-41040097-12
NR50788--MA0493.1.Klf1	chr5	140839008	140839018	+	0.000	0.000	Merged-chr5-140838792-15
NR39855--MA1107.1.KLF9	chr3	95523808	95523820	+	0.000	0.000	Merged-chr3-95523820-51
NR21554--MA0493.1.Klf1	chr15	42983385	42983395	+	0.000	0.000	Merged-chr15-42983258-15
NR15637--MA0493.1.Klf1	chr13	9360276	9360286	-	0.000	0.000	Merged-chr13-9360244-14
NR58496--MA0742.1.Klf12	chr7	118276889	118276903	+	0.000	0.000	Merged-chr7-118276887-4
NR10582--MA0599.1.KLF5	chr11	72318199	72318208	+	0.000	0.000	Merged-chr11-72318312-8
NR10269--MA0742.1.Klf12	chr11	66961665	66961679	+	0.000	0.000	Merged-chr11-66961666-9
NR67105--MA0599.1.KLF5	chrX	12977804	12977813	-	0.000	0.000	Merged-chrX-12977868-18
NR3041--MA0039.3.KLF4	chr1	159812977	159812987	-	0.000	0.000	Merged-chr1-159812982-41
NR39215--MA0740.1.KLF14	chr3	68784301	68784314	-	0.000	0.000	Merged-chr3-68784168-43
NR18700--MA1107.1.KLF9	chr14	20168669	20168681	-	0.000	0.000	Merged-chr14-20168649-33
NR11202--MA0599.1.KLF5	chr11	86683895	86683904	+	0.000	0.000	Merged-chr11-86683864-65
NR8061--MA1107.1.KLF9	chr10	118556519	118556531	-	0.000	0.000	Merged-chr10-118556627-31
NR18592--MA0039.3.KLF4	chr14	12243816	12243826	+	0.000	0.000	Merged-chr14-12243878-61
NR20035--MA0599.1.KLF5	chr14	75064699	75064708	+	0.000	0.000	Merged-chr14-75064758-13
NR60613--MA0599.1.KLF5	chr8	46639929	46639938	-	0.000	0.000	Merged-chr8-46640017-4
NR34762--MA0741.1.KLF16	chr2	72997221	72997231	-	0.000	0.000	Merged-chr2-72997142-44
NR62849--MA0741.1.KLF16	chr8	122678202	122678212	+	0.000	0.000	Merged-chr8-122678075-1
NR24963--MA0599.1.KLF5	chr16	75920944	75920953	+	0.000	0.000	Merged-chr16-75921068-56
NR19610--MA0741.1.KLF16	chr14	59553211	59553221	+	0.000	0.000	Merged-chr14-59553394-22
NR31477--MA0493.1.Klf1	chr19	10747797	10747807	-	0.000	0.000	Merged-chr19-10747819-69
NR22399--MA0741.1.KLF16	chr15	80192529	80192539	+	0.000	0.000	Merged-chr15-80192413-58
NR51180--MA0741.1.KLF16	chr5	148489422	148489432	+	0.000	0.000	Merged-chr5-148489625-52
NR51789--MA0599.1.KLF5	chr6	34497705	34497714	-	0.000	0.000	Merged-chr6-34497714-15
NR3298--MA0599.1.KLF5	chr1	165691729	165691738	+	0.000	0.000	Merged-chr1-165691684-32
NR49205--MA1107.1.KLF9	chr5	112239855	112239867	-	0.000	0.000	Merged-chr5-112239781-12
NR26896--MA0493.1.Klf1	chr17	32201282	32201292	-	0.000	0.000	Merged-chr17-32201258-15
NR41244--MA0741.1.KLF16	chr3	135590639	135590649	+	0.000	0.000	Merged-chr3-135590750-10
NR64115--MA0741.1.KLF16	chr9	50325540	50325550	-	0.000	0.000	Merged-chr9-50325609-2
NR33979--MA0657.1.KLF13	chr2	35729679	35729696	-	0.000	0.000	Merged-chr2-35729635-16
NR11653--MA1107.1.KLF9	chr11	97719140	97719152	-	0.000	0.000	Merged-chr11-97719070-35
NR63505--MA0039.3.KLF4	chr9	21419887	21419897	-	0.000	0.000	Merged-chr9-21419783-26
NR8716--MA0599.1.KLF5	chr10	128750438	128750447	-	0.000	0.000	Merged-chr10-128750381-16
NR24775--MA0740.1.KLF14	chr16	64800651	64800664	+	0.000	0.000	Merged-chr16-64800516-42
NR15636--MA0039.3.KLF4	chr13	9360274	9360284	-	0.000	0.000	Merged-chr13-9360244-14
NR49200--MA0039.3.KLF4	chr5	112239690	112239700	-	0.000	0.000	Merged-chr5-112239781-12
NR22676--MA0599.1.KLF5	chr15	85956476	85956485	+	0.000	0.000	Merged-chr15-85956414-21
NR6876--MA0493.1.Klf1	chr10	83330561	83330571	-	0.000	0.000	Merged-chr10-83330457-45
NR26041--MA0740.1.KLF14	chr17	12039366	12039379	-	0.000	0.000	Merged-chr17-12039403-15
NR57537--MA0741.1.KLF16	chr7	90473773	90473783	+	0.000	0.000	Merged-chr7-90473655-8
NR22103--MA0599.1.KLF5	chr15	76299957	76299966	+	0.000	0.000	Merged-chr15-76299697-39
NR8837--MA0599.1.KLF5	chr11	4160308	4160317	-	0.000	0.000	Merged-chr11-4160376-54
NR2516--MA1107.1.KLF9	chr1	143505175	143505187	+	0.000	0.000	Merged-chr1-143505261-1
NR39770--MA1107.1.KLF9	chr3	93562434	93562446	-	0.000	0.000	Merged-chr3-93562558-40
NR67330--MA0741.1.KLF16	chrX	48147979	48147989	+	0.000	0.000	Merged-chrX-48147927-58
NR7620--MA0039.3.KLF4	chr10	107872815	107872825	+	0.000	0.000	Merged-chr10-107872809-21
NR21925--MA0741.1.KLF16	chr15	73169068	73169078	-	0.000	0.000	Merged-chr15-73169118-30
NR19495--MA0741.1.KLF16	chr14	55913579	55913589	+	0.000	0.000	Merged-chr14-55913661-13
NR19366--MA0599.1.KLF5	chr14	53795323	53795332	-	0.000	0.000	Merged-chr14-53795361-42
NR32463--MA0039.3.KLF4	chr19	47829047	47829057	-	0.000	0.000	Merged-chr19-47829109-19
NR30727--MA1107.1.KLF9	chr18	80600764	80600776	-	0.000	0.000	Merged-chr18-80600681-25
NR63738--MA0039.3.KLF4	chr9	32696837	32696847	-	0.000	0.000	Merged-chr9-32697020-14
NR62456--MA1107.1.KLF9	chr8	115408606	115408618	-	0.000	0.000	Merged-chr8-115408581-14
NR59260--MA0741.1.KLF16	chr7	132792550	132792560	+	0.000	0.000	Merged-chr7-132792649-7
NR9893--MA0741.1.KLF16	chr11	55131214	55131224	+	0.000	0.000	Merged-chr11-55131266-10
NR18289--MA0740.1.KLF14	chr13	113549198	113549211	+	0.000	0.000	Merged-chr13-113549207-25
NR44912--MA0599.1.KLF5	chr4	129556559	129556568	+	0.000	0.000	Merged-chr4-129556698-9
NR20141--MA0039.3.KLF4	chr14	76579948	76579958	-	0.000	0.000	Merged-chr14-76580010-38
NR6875--MA0039.3.KLF4	chr10	83330559	83330569	-	0.000	0.000	Merged-chr10-83330457-45
NR65072--MA1107.1.KLF9	chr9	78074213	78074225	+	0.000	0.000	Merged-chr9-78074095-46
NR26701--MA0657.1.KLF13	chr17	28736692	28736709	-	0.000	0.000	Merged-chr17-28736582-18
NR57442--MA0599.1.KLF5	chr7	84166085	84166094	-	0.000	0.000	Merged-chr7-84166236-11
NR40105--MA0599.1.KLF5	chr3	101570947	101570956	+	0.000	0.000	Merged-chr3-101570775-35
NR30401--MA0741.1.KLF16	chr18	70599012	70599022	+	0.000	0.000	Merged-chr18-70598988-36
NR35819--MA0493.1.Klf1	chr2	118658634	118658644	-	0.000	0.000	Merged-chr2-118658566-8
NR37237--MA1107.1.KLF9	chr2	158105824	158105836	-	0.000	0.000	Merged-chr2-158105775-9
NR13162--MA0493.1.Klf1	chr12	13410345	13410355	-	0.000	0.000	Merged-chr12-13410341-33
NR2450--MA0599.1.KLF5	chr1	138180256	138180265	-	0.000	0.000	Merged-chr1-138180262-18
NR21021--MA1107.1.KLF9	chr15	3234341	3234353	+	0.000	0.000	Merged-chr15-3234376-31
NR44037--MA0742.1.Klf12	chr4	107196648	107196662	+	0.000	0.000	Merged-chr4-107196669-22
NR51252--MA0599.1.KLF5	chr5	149583727	149583736	-	0.000	0.000	Merged-chr5-149583571-10
NR34452--MA0599.1.KLF5	chr2	65022813	65022822	-	0.000	0.000	Merged-chr2-65022793-47
NR39418--MA0599.1.KLF5	chr3	84630926	84630935	-	0.000	0.000	Merged-chr3-84630888-13
NR28874--MA1107.1.KLF9	chr17	88479191	88479203	-	0.000	0.000	Merged-chr17-88479234-18
