#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_up.bed
NR3575--MA0140.2.GATA1::TAL1	chr19	32998961	32998978	-	0.000	0.000	Merged-chr19-32999080-29
NR5181--MA1104.1.GATA6	chr5	51853759	51853771	-	0.000	0.000	Merged-chr5-51853758-22
NR3269--MA0035.3.Gata1	chr17	86038314	86038324	+	0.000	0.000	Merged-chr17-86038391-20
NR7004--MA0036.3.GATA2	chr9	115526272	115526282	-	0.000	0.000	Merged-chr9-115526484-32
NR2800--MA0766.1.GATA5	chr16	24826503	24826510	-	0.000	0.000	Merged-chr16-24826564-20
NR4461--MA0766.1.GATA5	chr3	130571128	130571135	+	0.000	0.000	Merged-chr3-130571110-5
NR665--MA0035.3.Gata1	chr10	68356053	68356063	-	0.000	0.000	Merged-chr10-68356186-29
NR641--MA0482.1.Gata4	chr10	59431032	59431042	-	0.000	0.000	Merged-chr10-59431050-41
NR6652--MA0037.3.GATA3	chr8	128530709	128530716	+	0.000	0.000	Merged-chr8-128530780-6
NR7126--MA0036.3.GATA2	chrX	93617497	93617507	-	0.000	0.000	Merged-chrX-93617420-5
NR5698--MA0036.3.GATA2	chr6	66954330	66954340	-	0.000	0.000	Merged-chr6-66954248-9
NR5765--MA0035.3.Gata1	chr6	98609385	98609395	+	0.000	0.000	Merged-chr6-98609321-36
NR1058--MA0035.3.Gata1	chr11	62076948	62076958	-	0.000	0.000	Merged-chr11-62077068-25
NR5715--MA1104.1.GATA6	chr6	72993526	72993538	+	0.000	0.000	Merged-chr6-72993527-59
NR3375--MA0766.1.GATA5	chr18	57249954	57249961	+	0.000	0.000	Merged-chr18-57249763-26
NR3888--MA0036.3.GATA2	chr2	78961705	78961715	-	0.000	0.000	Merged-chr2-78961805-37
NR6994--MA0036.3.GATA2	chr9	112174908	112174918	-	0.000	0.000	Merged-chr9-112174843-101
NR5687--MA0766.1.GATA5	chr6	61225494	61225501	-	0.000	0.000	Merged-chr6-61225621-10
NR32--MA0482.1.Gata4	chr1	35653567	35653577	-	0.000	0.000	Merged-chr1-35653441-55
NR2938--MA0036.3.GATA2	chr16	89835833	89835843	-	0.000	0.000	Merged-chr16-89835915-50
NR1042--MA0766.1.GATA5	chr11	54063314	54063321	+	0.000	0.000	Merged-chr11-54063198-57
NR5658--MA0482.1.Gata4	chr6	54368222	54368232	-	0.000	0.000	Merged-chr6-54368259-25
NR3041--MA0482.1.Gata4	chr17	7904966	7904976	+	0.000	0.000	Merged-chr17-7905100-9
NR3859--MA0035.3.Gata1	chr2	70790451	70790461	+	0.000	0.000	Merged-chr2-70790463-12
NR2853--MA0482.1.Gata4	chr16	45025477	45025487	-	0.000	0.000	Merged-chr16-45025536-40
NR3538--MA1104.1.GATA6	chr19	16418577	16418589	-	0.000	0.000	Merged-chr19-16418552-32
NR3968--MA0035.3.Gata1	chr2	102791465	102791475	-	0.000	0.000	Merged-chr2-102791651-8
NR902--MA0036.3.GATA2	chr10	128990354	128990364	+	0.000	0.000	Merged-chr10-128990510-111
NR5261--MA1104.1.GATA6	chr5	90612253	90612265	+	0.000	0.000	Merged-chr5-90612116-89
NR5532--MA1104.1.GATA6	chr5	149392278	149392290	+	0.000	0.000	Merged-chr5-149392157-30
NR4725--MA0037.3.GATA3	chr4	43835053	43835060	+	0.000	0.000	Merged-chr4-43834935-30
NR5799--MA0036.3.GATA2	chr6	108704935	108704945	+	0.000	0.000	Merged-chr6-108704873-18
NR3054--MA0482.1.Gata4	chr17	12513728	12513738	+	0.000	0.000	Merged-chr17-12513699-7
NR4684--MA0766.1.GATA5	chr4	10770164	10770171	+	0.000	0.000	Merged-chr4-10770192-53
NR3577--MA0482.1.Gata4	chr19	33053337	33053347	+	0.000	0.000	Merged-chr19-33053321-32
NR2656--MA0766.1.GATA5	chr15	82914622	82914629	+	0.000	0.000	Merged-chr15-82914694-36
NR58--MA0482.1.Gata4	chr1	40399748	40399758	-	0.000	0.000	Merged-chr1-40399864-38
NR4119--MA1104.1.GATA6	chr2	146416410	146416422	+	0.000	0.000	Merged-chr2-146416561-24
NR602--MA0035.3.Gata1	chr10	44341971	44341981	+	0.000	0.000	Merged-chr10-44341926-8
NR6843--MA0036.3.GATA2	chr9	78024980	78024990	+	0.000	0.000	Merged-chr9-78024957-31
NR3118--MA0036.3.GATA2	chr17	28701304	28701314	+	0.000	0.000	Merged-chr17-28701389-22
NR1039--MA0482.1.Gata4	chr11	54063311	54063321	-	0.000	0.000	Merged-chr11-54063198-57
NR2941--MA0482.1.Gata4	chr16	89849286	89849296	-	0.000	0.000	Merged-chr16-89849155-62
NR3447--MA0482.1.Gata4	chr18	82493040	82493050	-	0.000	0.000	Merged-chr18-82492983-14
NR3057--MA0035.3.Gata1	chr17	12513727	12513737	+	0.000	0.000	Merged-chr17-12513699-7
NR3974--MA0037.3.GATA3	chr2	103652312	103652319	-	0.000	0.000	Merged-chr2-103652335-51
NR3699--MA0482.1.Gata4	chr2	19579637	19579647	-	0.000	0.000	Merged-chr2-19579753-13
NR642--MA1104.1.GATA6	chr10	59431032	59431044	+	0.000	0.000	Merged-chr10-59431050-41
NR3556--MA0482.1.Gata4	chr19	31321986	31321996	-	0.000	0.000	Merged-chr19-31321995-11
NR7049--MA0035.3.Gata1	chr9	120961808	120961818	-	0.000	0.000	Merged-chr9-120961674-26
NR1318--MA0766.1.GATA5	chr11	115746912	115746919	-	0.000	0.000	Merged-chr11-115746671-90
NR5597--MA0482.1.Gata4	chr6	34364726	34364736	-	0.000	0.000	Merged-chr6-34364838-25
NR5064--MA0035.3.Gata1	chr5	3887082	3887092	-	0.000	0.000	Merged-chr5-3887091-30
NR4555--MA0037.3.GATA3	chr3	142413677	142413684	+	0.000	0.000	Merged-chr3-142413684-9
