#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_up.bed
NR636--MA0501.1.MAF::NFE2	chr1	156217606	156217620	-	0.000	0.000	Merged-chr1-156217514-18
NR111--MA0495.2.MAFF	chr1	39196872	39196892	+	0.000	0.000	Merged-chr1-39196974-45
NR8177--MA0501.1.MAF::NFE2	chr4	32424392	32424406	-	0.000	0.000	Merged-chr4-32424256-17
NR4937--MA0501.1.MAF::NFE2	chr16	89835837	89835851	-	0.000	0.000	Merged-chr16-89835915-50
NR11702--MA0501.1.MAF::NFE2	chr8	125344038	125344052	+	0.000	0.000	Merged-chr8-125344095-45
NR3350--MA0591.1.Bach1::Mafk	chr13	73305944	73305958	-	0.000	0.000	Merged-chr13-73305950-36
NR7157--MA0089.1.MAFG::NFE2L1	chr2	150918921	150918926	+	0.000	0.000	Merged-chr2-150918832-31
NR5264--MA0495.2.MAFF	chr17	42887610	42887630	-	0.000	0.000	Merged-chr17-42887503-23
NR11850--MA0501.1.MAF::NFE2	chr9	35475547	35475561	-	0.000	0.000	Merged-chr9-35475679-27
NR603--MA0591.1.Bach1::Mafk	chr1	152038378	152038392	+	0.000	0.000	Merged-chr1-152038311-34
NR8066--MA0501.1.MAF::NFE2	chr3	152800796	152800810	-	0.000	0.000	Merged-chr3-152800764-1
NR3714--MA0591.1.Bach1::Mafk	chr14	25033085	25033099	-	0.000	0.000	Merged-chr14-25033079-23
NR10158--MA0591.1.Bach1::Mafk	chr6	128345843	128345857	+	0.000	0.000	Merged-chr6-128345779-18
NR2801--MA0591.1.Bach1::Mafk	chr12	98628303	98628317	+	0.000	0.000	Merged-chr12-98628210-48
NR2486--MA0089.1.MAFG::NFE2L1	chr12	3846299	3846304	-	0.000	0.000	Merged-chr12-3846265-11
NR5070--MA0089.1.MAFG::NFE2L1	chr17	5165466	5165471	-	0.000	0.000	Merged-chr17-5165532-60
NR4731--MA0117.2.Mafb	chr16	34664802	34664813	+	0.000	0.000	Merged-chr16-34664723-11
NR3791--MA0089.1.MAFG::NFE2L1	chr14	51386090	51386095	-	0.000	0.000	Merged-chr14-51385941-36
NR5776--MA0089.1.MAFG::NFE2L1	chr18	64913497	64913502	+	0.000	0.000	Merged-chr18-64913437-34
NR6971--MA0591.1.Bach1::Mafk	chr2	131386544	131386558	-	0.000	0.000	Merged-chr2-131386542-16
NR1254--MA0495.2.MAFF	chr10	60162722	60162742	+	0.000	0.000	Merged-chr10-60162645-38
NR7644--MA0501.1.MAF::NFE2	chr3	85023090	85023104	+	0.000	0.000	Merged-chr3-85023059-16
NR9301--MA0089.1.MAFG::NFE2L1	chr5	107754956	107754961	-	0.000	0.000	Merged-chr5-107754930-37
NR11696--MA0495.2.MAFF	chr8	125344032	125344052	+	0.000	0.000	Merged-chr8-125344095-45
NR8091--MA0591.1.Bach1::Mafk	chr3	155235653	155235667	+	0.000	0.000	Merged-chr3-155235663-12
NR820--MA0591.1.Bach1::Mafk	chr1	181157219	181157233	-	0.000	0.000	Merged-chr1-181157308-13
NR3751--MA0496.2.MAFK	chr14	33400262	33400280	+	0.000	0.000	Merged-chr14-33400156-27
NR364--MA0659.1.MAFG	chr1	92119341	92119361	+	0.000	0.000	Merged-chr1-92119439-48
NR5789--MA0089.1.MAFG::NFE2L1	chr18	67255730	67255735	-	0.000	0.000	Merged-chr18-67255745-40
NR6305--MA0591.1.Bach1::Mafk	chr2	3925275	3925289	+	0.000	0.000	Merged-chr2-3925386-29
NR5286--MA0591.1.Bach1::Mafk	chr17	47171428	47171442	+	0.000	0.000	Merged-chr17-47171280-54
NR10029--MA0089.1.MAFG::NFE2L1	chr6	114790344	114790349	-	0.000	0.000	Merged-chr6-114790345-26
NR987--MA0089.1.MAFG::NFE2L1	chr1	193102918	193102923	+	0.000	0.000	Merged-chr1-193102904-19
NR10161--MA0501.1.MAF::NFE2	chr6	128345846	128345860	+	0.000	0.000	Merged-chr6-128345779-18
NR1266--MA0089.1.MAFG::NFE2L1	chr10	61715406	61715411	+	0.000	0.000	Merged-chr10-61715305-29
NR1097--MA0591.1.Bach1::Mafk	chr10	25457377	25457391	-	0.000	0.000	Merged-chr10-25457296-47
NR10183--MA0591.1.Bach1::Mafk	chr6	129533741	129533755	+	0.000	0.000	Merged-chr6-129533929-3
NR4152--MA0089.1.MAFG::NFE2L1	chr15	10583678	10583683	+	0.000	0.000	Merged-chr15-10583571-15
NR11698--MA0117.2.Mafb	chr8	125344041	125344052	-	0.000	0.000	Merged-chr8-125344095-45
NR1020--MA0501.1.MAF::NFE2	chr10	7826314	7826328	-	0.000	0.000	Merged-chr10-7826287-40
NR11906--MA0501.1.MAF::NFE2	chr9	50525773	50525787	+	0.000	0.000	Merged-chr9-50525750-20
NR12041--MA0501.1.MAF::NFE2	chr9	68972418	68972432	+	0.000	0.000	Merged-chr9-68972513-17
NR9427--MA0089.1.MAFG::NFE2L1	chr5	134482411	134482416	-	0.000	0.000	Merged-chr5-134482403-23
NR5989--MA0089.1.MAFG::NFE2L1	chr19	9939074	9939079	-	0.000	0.000	Merged-chr19-9938920-69
NR821--MA0659.1.MAFG	chr1	181157216	181157236	+	0.000	0.000	Merged-chr1-181157308-13
NR5019--MA0089.1.MAFG::NFE2L1	chr16	95809371	95809376	-	0.000	0.000	Merged-chr16-95809247-50
NR9514--MA0089.1.MAFG::NFE2L1	chr5	147448722	147448727	-	0.000	0.000	Merged-chr5-147448805-80
NR8333--MA0495.2.MAFF	chr4	88079188	88079208	+	0.000	0.000	Merged-chr4-88079193-33
NR9885--MA0501.1.MAF::NFE2	chr6	90422837	90422851	-	0.000	0.000	Merged-chr6-90422836-47
NR2597--MA0089.1.MAFG::NFE2L1	chr12	36241354	36241359	+	0.000	0.000	Merged-chr12-36241330-19
NR9393--MA0591.1.Bach1::Mafk	chr5	123512314	123512328	-	0.000	0.000	Merged-chr5-123512374-9
NR2482--MA0089.1.MAFG::NFE2L1	chr12	3745872	3745877	-	0.000	0.000	Merged-chr12-3745858-43
NR185--MA0501.1.MAF::NFE2	chr1	58029748	58029762	+	0.000	0.000	Merged-chr1-58029750-23
NR9781--MA0495.2.MAFF	chr6	65765317	65765337	-	0.000	0.000	Merged-chr6-65765316-29
NR4672--MA0495.2.MAFF	chr16	23175324	23175344	-	0.000	0.000	Merged-chr16-23175130-44
NR10163--MA0496.2.MAFK	chr6	128345841	128345859	-	0.000	0.000	Merged-chr6-128345779-18
NR3740--MA0501.1.MAF::NFE2	chr14	31367878	31367892	-	0.000	0.000	Merged-chr14-31367995-29
NR5092--MA0117.2.Mafb	chr17	8237581	8237592	-	0.000	0.000	Merged-chr17-8237581-7
NR6545--MA0591.1.Bach1::Mafk	chr2	52955274	52955288	-	0.000	0.000	Merged-chr2-52955279-28
NR4674--MA0659.1.MAFG	chr16	23175324	23175344	-	0.000	0.000	Merged-chr16-23175130-44
NR7921--MA0117.2.Mafb	chr3	133760372	133760383	+	0.000	0.000	Merged-chr3-133760332-18
NR4690--MA0495.2.MAFF	chr16	24854663	24854683	+	0.000	0.000	Merged-chr16-24854563-13
NR12072--MA0089.1.MAFG::NFE2L1	chr9	75541823	75541828	-	0.000	0.000	Merged-chr9-75541698-38
NR5728--MA0117.2.Mafb	chr18	56547144	56547155	+	0.000	0.000	Merged-chr18-56547142-34
NR9633--MA0496.2.MAFK	chr6	29735987	29736005	+	0.000	0.000	Merged-chr6-29735888-24
NR5483--MA0591.1.Bach1::Mafk	chr17	86206505	86206519	-	0.000	0.000	Merged-chr17-86206449-38
NR631--MA0591.1.Bach1::Mafk	chr1	155139156	155139170	-	0.000	0.000	Merged-chr1-155138999-23
NR8335--MA0117.2.Mafb	chr4	88079197	88079208	-	0.000	0.000	Merged-chr4-88079193-33
NR6120--MA0089.1.MAFG::NFE2L1	chr19	36364984	36364989	-	0.000	0.000	Merged-chr19-36364955-22
NR1262--MA0089.1.MAFG::NFE2L1	chr10	61233192	61233197	+	0.000	0.000	Merged-chr10-61233317-40
NR8292--MA0501.1.MAF::NFE2	chr4	63899067	63899081	-	0.000	0.000	Merged-chr4-63899190-80
NR4168--MA0501.1.MAF::NFE2	chr15	27577089	27577103	+	0.000	0.000	Merged-chr15-27577065-2
NR367--MA0496.2.MAFK	chr1	92119342	92119360	+	0.000	0.000	Merged-chr1-92119439-48
NR2418--MA0089.1.MAFG::NFE2L1	chr11	117092973	117092978	+	0.000	0.000	Merged-chr11-117092893-43
NR4226--MA0591.1.Bach1::Mafk	chr15	41447452	41447466	-	0.000	0.000	Merged-chr15-41447450-62
NR3054--MA0501.1.MAF::NFE2	chr13	5890178	5890192	-	0.000	0.000	Merged-chr13-5890173-33
NR8973--MA0089.1.MAFG::NFE2L1	chr5	29205966	29205971	+	0.000	0.000	Merged-chr5-29205850-28
NR2695--MA0089.1.MAFG::NFE2L1	chr12	80017802	80017807	-	0.000	0.000	Merged-chr12-80017692-17
NR4692--MA0117.2.Mafb	chr16	24854672	24854683	-	0.000	0.000	Merged-chr16-24854563-13
NR8899--MA0089.1.MAFG::NFE2L1	chr5	10246074	10246079	-	0.000	0.000	Merged-chr5-10245943-14
NR5015--MA0089.1.MAFG::NFE2L1	chr16	95729025	95729030	-	0.000	0.000	Merged-chr16-95728966-56
NR12070--MA0089.1.MAFG::NFE2L1	chr9	75541761	75541766	-	0.000	0.000	Merged-chr9-75541698-38
NR12124--MA0496.2.MAFK	chr9	83564271	83564289	+	0.000	0.000	Merged-chr9-83564254-44
NR11465--MA0591.1.Bach1::Mafk	chr8	91545805	91545819	-	0.000	0.000	Merged-chr8-91545805-43
NR7376--MA0591.1.Bach1::Mafk	chr2	172392431	172392445	+	0.000	0.000	Merged-chr2-172392373-19
NR10903--MA0089.1.MAFG::NFE2L1	chr7	112679287	112679292	+	0.000	0.000	Merged-chr7-112679423-49
NR824--MA0496.2.MAFK	chr1	181157217	181157235	+	0.000	0.000	Merged-chr1-181157308-13
NR4576--MA0117.2.Mafb	chr15	102717591	102717602	-	0.000	0.000	Merged-chr15-102717579-4
NR5619--MA0089.1.MAFG::NFE2L1	chr18	32543299	32543304	-	0.000	0.000	Merged-chr18-32543284-47
NR4389--MA0089.1.MAFG::NFE2L1	chr15	73599728	73599733	-	0.000	0.000	Merged-chr15-73599756-21
NR7464--MA0089.1.MAFG::NFE2L1	chr3	7613202	7613207	-	0.000	0.000	Merged-chr3-7613271-98
NR1071--MA0089.1.MAFG::NFE2L1	chr10	21029361	21029366	-	0.000	0.000	Merged-chr10-21029256-16
NR4921--MA0659.1.MAFG	chr16	84879329	84879349	+	0.000	0.000	Merged-chr16-84879378-33
NR8815--MA0659.1.MAFG	chr4	150117518	150117538	-	0.000	0.000	Merged-chr4-150117497-12
NR1286--MA0089.1.MAFG::NFE2L1	chr10	67498175	67498180	-	0.000	0.000	Merged-chr10-67498312-2
NR6678--MA0591.1.Bach1::Mafk	chr2	85223660	85223674	+	0.000	0.000	Merged-chr2-85223588-7
NR4361--MA0089.1.MAFG::NFE2L1	chr15	67139102	67139107	+	0.000	0.000	Merged-chr15-67138945-51
NR11556--MA0089.1.MAFG::NFE2L1	chr8	111527342	111527347	-	0.000	0.000	Merged-chr8-111527388-53
NR413--MA0089.1.MAFG::NFE2L1	chr1	106375139	106375144	+	0.000	0.000	Merged-chr1-106375068-41
NR11310--MA0659.1.MAFG	chr8	54660905	54660925	+	0.000	0.000	Merged-chr8-54660891-16
NR10338--MA0591.1.Bach1::Mafk	chr6	144909755	144909769	-	0.000	0.000	Merged-chr6-144909826-5
NR1211--MA0495.2.MAFF	chr10	53346649	53346669	+	0.000	0.000	Merged-chr10-53346835-25
NR8173--MA0495.2.MAFF	chr4	32387815	32387835	+	0.000	0.000	Merged-chr4-32387941-10
NR10652--MA0496.2.MAFK	chr7	73517588	73517606	+	0.000	0.000	Merged-chr7-73517689-25
NR4391--MA0495.2.MAFF	chr15	73627474	73627494	-	0.000	0.000	Merged-chr15-73627530-51
NR6546--MA0659.1.MAFG	chr2	52955271	52955291	+	0.000	0.000	Merged-chr2-52955279-28
NR9923--MA0659.1.MAFG	chr6	97447130	97447150	-	0.000	0.000	Merged-chr6-97447180-22
NR3153--MA0496.2.MAFK	chr13	33003647	33003665	-	0.000	0.000	Merged-chr13-33003757-27
NR867--MA0117.2.Mafb	chr1	183964330	183964341	-	0.000	0.000	Merged-chr1-183964383-6
NR7994--MA0659.1.MAFG	chr3	144134643	144134663	+	0.000	0.000	Merged-chr3-144134560-2
NR5673--MA0496.2.MAFK	chr18	39877922	39877940	+	0.000	0.000	Merged-chr18-39877975-43
NR9043--MA0089.1.MAFG::NFE2L1	chr5	57868855	57868860	-	0.000	0.000	Merged-chr5-57869019-33
NR847--MA0496.2.MAFK	chr1	182100629	182100647	-	0.000	0.000	Merged-chr1-182100503-13
NR60--MA0089.1.MAFG::NFE2L1	chr1	20740624	20740629	+	0.000	0.000	Merged-chr1-20740658-39
NR11703--MA0501.1.MAF::NFE2	chr8	125344032	125344046	-	0.000	0.000	Merged-chr8-125344095-45
NR6807--MA0591.1.Bach1::Mafk	chr2	117082001	117082015	+	0.000	0.000	Merged-chr2-117082079-6
NR3356--MA0089.1.MAFG::NFE2L1	chr13	73491112	73491117	-	0.000	0.000	Merged-chr13-73491277-13
NR10458--MA0659.1.MAFG	chr7	16343735	16343755	+	0.000	0.000	Merged-chr7-16343810-22
NR7852--MA0501.1.MAF::NFE2	chr3	121981098	121981112	+	0.000	0.000	Merged-chr3-121981151-1
NR8175--MA0117.2.Mafb	chr4	32405326	32405337	+	0.000	0.000	Merged-chr4-32405236-4
NR9917--MA0495.2.MAFF	chr6	97447130	97447150	+	0.000	0.000	Merged-chr6-97447180-22
NR7777--MA0089.1.MAFG::NFE2L1	chr3	101651484	101651489	-	0.000	0.000	Merged-chr3-101651434-38
NR7867--MA0495.2.MAFF	chr3	123192153	123192173	-	0.000	0.000	Merged-chr3-123192207-28
NR1499--MA0089.1.MAFG::NFE2L1	chr10	96535667	96535672	+	0.000	0.000	Merged-chr10-96535668-22
NR2629--MA0501.1.MAF::NFE2	chr12	48511795	48511809	-	0.000	0.000	Merged-chr12-48511851-4
NR6423--MA0591.1.Bach1::Mafk	chr2	32772913	32772927	-	0.000	0.000	Merged-chr2-32772920-32
NR5219--MA0117.2.Mafb	chr17	34296158	34296169	-	0.000	0.000	Merged-chr17-34296219-24
NR1218--MA0659.1.MAFG	chr10	53348580	53348600	+	0.000	0.000	Merged-chr10-53348557-41
NR4385--MA0089.1.MAFG::NFE2L1	chr15	73318726	73318731	+	0.000	0.000	Merged-chr15-73318798-19
NR7871--MA0496.2.MAFK	chr3	123192154	123192172	-	0.000	0.000	Merged-chr3-123192207-28
NR7527--MA0495.2.MAFF	chr3	30952367	30952387	+	0.000	0.000	Merged-chr3-30952502-53
NR11309--MA0495.2.MAFF	chr8	54660905	54660925	-	0.000	0.000	Merged-chr8-54660891-16
NR9610--MA0659.1.MAFG	chr6	22314618	22314638	+	0.000	0.000	Merged-chr6-22314730-22
NR11089--MA0089.1.MAFG::NFE2L1	chr7	132772572	132772577	+	0.000	0.000	Merged-chr7-132772585-7
NR4348--MA0501.1.MAF::NFE2	chr15	64252670	64252684	-	0.000	0.000	Merged-chr15-64252738-7
NR11919--MA0591.1.Bach1::Mafk	chr9	55003787	55003801	+	0.000	0.000	Merged-chr9-55003714-9
NR4384--MA0591.1.Bach1::Mafk	chr15	73268472	73268486	-	0.000	0.000	Merged-chr15-73268336-36
NR4208--MA0089.1.MAFG::NFE2L1	chr15	38120472	38120477	-	0.000	0.000	Merged-chr15-38120488-27
NR5513--MA0089.1.MAFG::NFE2L1	chr17	88480633	88480638	-	0.000	0.000	Merged-chr17-88480530-23
NR12329--MA0501.1.MAF::NFE2	chr9	116283898	116283912	-	0.000	0.000	Merged-chr9-116283998-37
NR360--MA0495.2.MAFF	chr1	92119341	92119361	-	0.000	0.000	Merged-chr1-92119439-48
NR2525--MA0089.1.MAFG::NFE2L1	chr12	17373772	17373777	+	0.000	0.000	Merged-chr12-17373480-96
NR4222--MA0501.1.MAF::NFE2	chr15	38710302	38710316	+	0.000	0.000	Merged-chr15-38710125-56
NR4942--MA0591.1.Bach1::Mafk	chr16	89974508	89974522	+	0.000	0.000	Merged-chr16-89974505-28
NR11074--MA0089.1.MAFG::NFE2L1	chr7	130774229	130774234	-	0.000	0.000	Merged-chr7-130774226-12
NR1008--MA0659.1.MAFG	chr10	3238612	3238632	+	0.000	0.000	Merged-chr10-3238463-21
NR3091--MA0496.2.MAFK	chr13	18757807	18757825	-	0.000	0.000	Merged-chr13-18757680-4
NR8816--MA0089.1.MAFG::NFE2L1	chr4	150339212	150339217	-	0.000	0.000	Merged-chr4-150339180-18
NR6795--MA0496.2.MAFK	chr2	114059829	114059847	+	0.000	0.000	Merged-chr2-114059851-34
NR4111--MA0501.1.MAF::NFE2	chr14	122000896	122000910	-	0.000	0.000	Merged-chr14-122000857-51
NR6363--MA0117.2.Mafb	chr2	17845441	17845452	-	0.000	0.000	Merged-chr2-17845339-45
NR2362--MA0659.1.MAFG	chr11	113174351	113174371	-	0.000	0.000	Merged-chr11-113174221-33
NR4707--MA0501.1.MAF::NFE2	chr16	30308595	30308609	+	0.000	0.000	Merged-chr16-30308604-1
NR8412--MA0089.1.MAFG::NFE2L1	chr4	101349694	101349699	-	0.000	0.000	Merged-chr4-101349658-19
NR320--MA0089.1.MAFG::NFE2L1	chr1	85985999	85986004	-	0.000	0.000	Merged-chr1-85986038-7
NR9926--MA0496.2.MAFK	chr6	97447131	97447149	-	0.000	0.000	Merged-chr6-97447180-22
NR1990--MA0591.1.Bach1::Mafk	chr11	64115901	64115915	-	0.000	0.000	Merged-chr11-64115983-5
NR7997--MA0496.2.MAFK	chr3	144134644	144134662	-	0.000	0.000	Merged-chr3-144134560-2
NR9609--MA0495.2.MAFF	chr6	22314618	22314638	-	0.000	0.000	Merged-chr6-22314730-22
NR1607--MA0089.1.MAFG::NFE2L1	chr10	117802925	117802930	-	0.000	0.000	Merged-chr10-117802767-2
NR8729--MA0496.2.MAFK	chr4	144916722	144916740	-	0.000	0.000	Merged-chr4-144916675-7
NR9300--MA0495.2.MAFF	chr5	107694563	107694583	+	0.000	0.000	Merged-chr5-107694686-33
NR363--MA0591.1.Bach1::Mafk	chr1	92119344	92119358	-	0.000	0.000	Merged-chr1-92119439-48
NR6247--MA0117.2.Mafb	chr19	58524239	58524250	+	0.000	0.000	Merged-chr19-58524177-18
NR9569--MA0089.1.MAFG::NFE2L1	chr6	6217169	6217174	-	0.000	0.000	Merged-chr6-6217012-81
NR1884--MA0089.1.MAFG::NFE2L1	chr11	46474356	46474361	-	0.000	0.000	Merged-chr11-46474391-31
NR114--MA0496.2.MAFK	chr1	39196873	39196891	-	0.000	0.000	Merged-chr1-39196974-45
NR9049--MA0496.2.MAFK	chr5	58084184	58084202	-	0.000	0.000	Merged-chr5-58084122-29
NR11878--MA0089.1.MAFG::NFE2L1	chr9	42897422	42897427	+	0.000	0.000	Merged-chr9-42897501-20
NR2557--MA0496.2.MAFK	chr12	25851736	25851754	-	0.000	0.000	Merged-chr12-25851772-17
NR256--MA0591.1.Bach1::Mafk	chr1	74854905	74854919	+	0.000	0.000	Merged-chr1-74854969-34
NR12357--MA0501.1.MAF::NFE2	chr9	118731080	118731094	-	0.000	0.000	Merged-chr9-118731153-14
NR11098--MA0089.1.MAFG::NFE2L1	chr7	135647132	135647137	+	0.000	0.000	Merged-chr7-135647119-33
NR11410--MA0591.1.Bach1::Mafk	chr8	79679125	79679139	+	0.000	0.000	Merged-chr8-79679083-33
NR4784--MA0659.1.MAFG	chr16	45310575	45310595	+	0.000	0.000	Merged-chr16-45310615-7
NR1291--MA0089.1.MAFG::NFE2L1	chr10	67891305	67891310	+	0.000	0.000	Merged-chr10-67891340-18
NR12011--MA0089.1.MAFG::NFE2L1	chr9	63802244	63802249	+	0.000	0.000	Merged-chr9-63802306-15
NR3121--MA0117.2.Mafb	chr13	28417741	28417752	+	0.000	0.000	Merged-chr13-28417856-64
NR1593--MA0089.1.MAFG::NFE2L1	chr10	117293709	117293714	+	0.000	0.000	Merged-chr10-117293824-9
NR4753--MA0591.1.Bach1::Mafk	chr16	43253287	43253301	-	0.000	0.000	Merged-chr16-43253230-31
NR2394--MA0659.1.MAFG	chr11	115172976	115172996	+	0.000	0.000	Merged-chr11-115173098-6
NR1018--MA0501.1.MAF::NFE2	chr10	7041181	7041195	-	0.000	0.000	Merged-chr10-7041240-23
NR1257--MA0496.2.MAFK	chr10	60162723	60162741	+	0.000	0.000	Merged-chr10-60162645-38
NR11920--MA0501.1.MAF::NFE2	chr9	55003790	55003804	+	0.000	0.000	Merged-chr9-55003714-9
NR10658--MA0089.1.MAFG::NFE2L1	chr7	74343820	74343825	-	0.000	0.000	Merged-chr7-74343758-7
NR12528--MA0089.1.MAFG::NFE2L1	chrX	106962485	106962490	+	0.000	0.000	Merged-chrX-106962471-28
NR7378--MA0659.1.MAFG	chr2	172392428	172392448	-	0.000	0.000	Merged-chr2-172392373-19
NR2273--MA0117.2.Mafb	chr11	102930843	102930854	+	0.000	0.000	Merged-chr11-102930777-13
NR9793--MA0495.2.MAFF	chr6	67668204	67668224	+	0.000	0.000	Merged-chr6-67668321-12
NR2392--MA0591.1.Bach1::Mafk	chr11	115172979	115172993	+	0.000	0.000	Merged-chr11-115173098-6
NR11552--MA0501.1.MAF::NFE2	chr8	111449823	111449837	-	0.000	0.000	Merged-chr8-111449964-18
NR818--MA0495.2.MAFF	chr1	181157216	181157236	+	0.000	0.000	Merged-chr1-181157308-13
NR11270--MA0089.1.MAFG::NFE2L1	chr8	33968385	33968390	-	0.000	0.000	Merged-chr8-33968508-27
NR4417--MA0089.1.MAFG::NFE2L1	chr15	78515770	78515775	-	0.000	0.000	Merged-chr15-78515914-15
NR11724--MA0659.1.MAFG	chr8	126686967	126686987	-	0.000	0.000	Merged-chr8-126687126-29
NR3072--MA0089.1.MAFG::NFE2L1	chr13	13493562	13493567	+	0.000	0.000	Merged-chr13-13493678-12
NR4670--MA0496.2.MAFK	chr16	22794956	22794974	-	0.000	0.000	Merged-chr16-22794765-7
NR7380--MA0496.2.MAFK	chr2	172392429	172392447	-	0.000	0.000	Merged-chr2-172392373-19
NR4453--MA0117.2.Mafb	chr15	84372887	84372898	+	0.000	0.000	Merged-chr15-84372915-18
NR255--MA0089.1.MAFG::NFE2L1	chr1	74784280	74784285	-	0.000	0.000	Merged-chr1-74784432-23
NR9773--MA0591.1.Bach1::Mafk	chr6	61263678	61263692	-	0.000	0.000	Merged-chr6-61263601-18
NR6504--MA0501.1.MAF::NFE2	chr2	46302669	46302683	-	0.000	0.000	Merged-chr2-46302794-23
NR2545--MA0089.1.MAFG::NFE2L1	chr12	25306111	25306116	-	0.000	0.000	Merged-chr12-25306142-51
NR5620--MA0089.1.MAFG::NFE2L1	chr18	32598298	32598303	-	0.000	0.000	Merged-chr18-32598271-33
NR4200--MA0089.1.MAFG::NFE2L1	chr15	36759083	36759088	-	0.000	0.000	Merged-chr15-36759289-17
NR11704--MA0496.2.MAFK	chr8	125344033	125344051	+	0.000	0.000	Merged-chr8-125344095-45
NR4434--MA0591.1.Bach1::Mafk	chr15	81308191	81308205	-	0.000	0.000	Merged-chr15-81308219-24
NR11046--MA0496.2.MAFK	chr7	126725175	126725193	-	0.000	0.000	Merged-chr7-126725257-13
NR109--MA0591.1.Bach1::Mafk	chr1	38723982	38723996	-	0.000	0.000	Merged-chr1-38723833-22
NR9784--MA0496.2.MAFK	chr6	65765318	65765336	+	0.000	0.000	Merged-chr6-65765316-29
NR4675--MA0496.2.MAFK	chr16	23175325	23175343	+	0.000	0.000	Merged-chr16-23175130-44
NR11157--MA0591.1.Bach1::Mafk	chr7	141097385	141097399	+	0.000	0.000	Merged-chr7-141097451-2
NR3083--MA0089.1.MAFG::NFE2L1	chr13	17185298	17185303	+	0.000	0.000	Merged-chr13-17185459-34
NR4787--MA0496.2.MAFK	chr16	45310576	45310594	-	0.000	0.000	Merged-chr16-45310615-7
NR366--MA0501.1.MAF::NFE2	chr1	92119347	92119361	+	0.000	0.000	Merged-chr1-92119439-48
NR6542--MA0495.2.MAFF	chr2	52955271	52955291	-	0.000	0.000	Merged-chr2-52955279-28
NR2501--MA0591.1.Bach1::Mafk	chr12	8829648	8829662	+	0.000	0.000	Merged-chr12-8829730-25
NR9778--MA0089.1.MAFG::NFE2L1	chr6	65538444	65538449	-	0.000	0.000	Merged-chr6-65538516-95
NR9004--MA0501.1.MAF::NFE2	chr5	35673212	35673226	-	0.000	0.000	Merged-chr5-35673221-20
NR8372--MA0496.2.MAFK	chr4	89350397	89350415	-	0.000	0.000	Merged-chr4-89350457-2
NR11852--MA0496.2.MAFK	chr9	35475548	35475566	-	0.000	0.000	Merged-chr9-35475679-27
NR11287--MA0591.1.Bach1::Mafk	chr8	40584824	40584838	-	0.000	0.000	Merged-chr8-40584789-43
NR9090--MA0591.1.Bach1::Mafk	chr5	72844546	72844560	-	0.000	0.000	Merged-chr5-72844506-23
NR159--MA0501.1.MAF::NFE2	chr1	52066538	52066552	-	0.000	0.000	Merged-chr1-52066714-41
NR8330--MA0089.1.MAFG::NFE2L1	chr4	86886282	86886287	-	0.000	0.000	Merged-chr4-86886222-78
NR2052--MA0089.1.MAFG::NFE2L1	chr11	72762468	72762473	+	0.000	0.000	Merged-chr11-72762548-4
NR8722--MA0495.2.MAFF	chr4	144916721	144916741	-	0.000	0.000	Merged-chr4-144916675-7
NR999--MA0501.1.MAF::NFE2	chr1	194311315	194311329	+	0.000	0.000	Merged-chr1-194311253-1
NR9676--MA0089.1.MAFG::NFE2L1	chr6	38809566	38809571	+	0.000	0.000	Merged-chr6-38809579-1
NR4940--MA0495.2.MAFF	chr16	89974505	89974525	+	0.000	0.000	Merged-chr16-89974505-28
NR4033--MA0117.2.Mafb	chr14	103017209	103017220	-	0.000	0.000	Merged-chr14-103017290-44
NR4915--MA0117.2.Mafb	chr16	84618442	84618453	-	0.000	0.000	Merged-chr16-84618456-1
NR6688--MA0089.1.MAFG::NFE2L1	chr2	90752729	90752734	-	0.000	0.000	Merged-chr2-90752646-2
NR9733--MA0501.1.MAF::NFE2	chr6	53498094	53498108	+	0.000	0.000	Merged-chr6-53498072-40
NR5973--MA0591.1.Bach1::Mafk	chr19	5878093	5878107	-	0.000	0.000	Merged-chr19-5878025-63
NR10339--MA0501.1.MAF::NFE2	chr6	144909752	144909766	-	0.000	0.000	Merged-chr6-144909826-5
NR12190--MA0496.2.MAFK	chr9	93131712	93131730	-	0.000	0.000	Merged-chr9-93131866-17
NR7225--MA0089.1.MAFG::NFE2L1	chr2	158166963	158166968	-	0.000	0.000	Merged-chr2-158166857-55
NR9669--MA0591.1.Bach1::Mafk	chr6	34938209	34938223	+	0.000	0.000	Merged-chr6-34938048-1
NR10867--MA0089.1.MAFG::NFE2L1	chr7	109265802	109265807	-	0.000	0.000	Merged-chr7-109265818-41
NR7972--MA0496.2.MAFK	chr3	142533311	142533329	-	0.000	0.000	Merged-chr3-142533345-44
NR11796--MA0089.1.MAFG::NFE2L1	chr9	11559614	11559619	-	0.000	0.000	Merged-chr9-11559688-28
