#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval0.3-log2fc0.5_up.bed
NR3836--MA0002.2.RUNX1	chr16	35485045	35485055	-	0.000	0.000	Merged-chr16-35485007-20
NR8093--MA0002.2.RUNX1	chr6	87725734	87725744	-	0.000	0.000	Merged-chr6-87725596-14
NR2618--MA0511.2.RUNX2	chr13	55255487	55255495	-	0.000	0.000	Merged-chr13-55255412-37
NR9541--MA0511.2.RUNX2	chr9	15004406	15004414	+	0.000	0.000	Merged-chr9-15004523-21
NR6336--MA0002.2.RUNX1	chr3	121593310	121593320	-	0.000	0.000	Merged-chr3-121593516-30
NR1123--MA0002.2.RUNX1	chr10	71266164	71266174	-	0.000	0.000	Merged-chr10-71266010-2,Merged-chr10-71266331-5
NR1950--MA0511.2.RUNX2	chr12	15967817	15967825	-	0.000	0.000	Merged-chr12-15967723-42
NR2185--MA0511.2.RUNX2	chr12	89719331	89719339	-	0.000	0.000	Merged-chr12-89719457-81
NR961--MA0002.2.RUNX1	chr10	26562868	26562878	+	0.000	0.000	Merged-chr10-26563078-18
NR9694--MA0002.2.RUNX1	chr9	61225167	61225177	-	0.000	0.000	Merged-chr9-61225287-14
NR2979--MA0511.2.RUNX2	chr14	20775785	20775793	+	0.000	0.000	Merged-chr14-20775848-16
NR3849--MA0002.2.RUNX1	chr16	37094321	37094331	+	0.000	0.000	Merged-chr16-37094405-73
NR4289--MA0002.2.RUNX1	chr17	47508151	47508161	-	0.000	0.000	Merged-chr17-47508113-61
NR3312--MA0684.1.RUNX3	chr14	119236410	119236419	-	0.000	0.000	Merged-chr14-119236354-10
NR3706--MA0002.2.RUNX1	chr15	100119555	100119565	+	0.000	0.000	Merged-chr15-100119488-4
NR3687--MA0002.2.RUNX1	chr15	97455659	97455669	-	0.000	0.000	Merged-chr15-97455795-23
NR2118--MA0002.2.RUNX1	chr12	76753001	76753011	-	0.000	0.000	Merged-chr12-76753055-50
NR6749--MA0684.1.RUNX3	chr4	53826423	53826432	-	0.000	0.000	Merged-chr4-53826364-82
NR4798--MA0684.1.RUNX3	chr18	75374181	75374190	-	0.000	0.000	Merged-chr18-75374196-25
NR8171--MA0511.2.RUNX2	chr6	99811596	99811604	-	0.000	0.000	Merged-chr6-99811499-44
NR215--MA0511.2.RUNX2	chr1	67181367	67181375	+	0.000	0.000	Merged-chr1-67181322-10
NR3895--MA0511.2.RUNX2	chr16	48594584	48594592	+	0.000	0.000	Merged-chr16-48594719-53
NR3673--MA0684.1.RUNX3	chr15	94478962	94478971	+	0.000	0.000	Merged-chr15-94478905-44
NR5747--MA0002.2.RUNX1	chr2	154754296	154754306	-	0.000	0.000	Merged-chr2-154754253-27
NR7884--MA0002.2.RUNX1	chr6	28878170	28878180	-	0.000	0.000	Merged-chr6-28878211-33
NR3801--MA0684.1.RUNX3	chr16	24171356	24171365	-	0.000	0.000	Merged-chr16-24171355-10
NR8538--MA0684.1.RUNX3	chr7	16535908	16535917	-	0.000	0.000	Merged-chr7-16535889-17
NR6395--MA0511.2.RUNX2	chr3	132863316	132863324	-	0.000	0.000	Merged-chr3-132863176-3
NR3510--MA0002.2.RUNX1	chr15	57838721	57838731	-	0.000	0.000	Merged-chr15-57838718-52
NR7122--MA0002.2.RUNX1	chr4	144996003	144996013	-	0.000	0.000	Merged-chr4-144996009-47
NR8184--MA0511.2.RUNX2	chr6	101359948	101359956	-	0.000	0.000	Merged-chr6-101359900-41
NR4268--MA0002.2.RUNX1	chr17	43645417	43645427	-	0.000	0.000	Merged-chr17-43645396-23
NR1611--MA0684.1.RUNX3	chr11	52314259	52314268	+	0.000	0.000	Merged-chr11-52314367-60
NR2117--MA0684.1.RUNX3	chr12	76527683	76527692	+	0.000	0.000	Merged-chr12-76527633-28
NR3666--MA0002.2.RUNX1	chr15	94187722	94187732	-	0.000	0.000	Merged-chr15-94187745-31
NR4585--MA0511.2.RUNX2	chr18	32192321	32192329	-	0.000	0.000	Merged-chr18-32192400-28
NR367--MA0684.1.RUNX3	chr1	98022055	98022064	+	0.000	0.000	Merged-chr1-98022036-10
NR3775--MA0002.2.RUNX1	chr16	17695009	17695019	+	0.000	0.000	Merged-chr16-17695007-34
NR7863--MA0002.2.RUNX1	chr6	17382929	17382939	+	0.000	0.000	Merged-chr6-17382878-11
NR6566--MA0684.1.RUNX3	chr3	153895679	153895688	+	0.000	0.000	Merged-chr3-153895730-42
NR5564--MA0002.2.RUNX1	chr2	112765178	112765188	+	0.000	0.000	Merged-chr2-112765248-29
NR3827--MA0684.1.RUNX3	chr16	34125768	34125777	+	0.000	0.000	Merged-chr16-34125712-27
NR3884--MA0002.2.RUNX1	chr16	45224157	45224167	-	0.000	0.000	Merged-chr16-45224130-153
NR1876--MA0684.1.RUNX3	chr11	115589156	115589165	+	0.000	0.000	Merged-chr11-115589146-15
NR5964--MA0684.1.RUNX3	chr3	21996141	21996150	-	0.000	0.000	Merged-chr3-21996009-51
NR7101--MA0002.2.RUNX1	chr4	139242156	139242166	+	0.000	0.000	Merged-chr4-139242159-17
NR128--MA0684.1.RUNX3	chr1	43768756	43768765	-	0.000	0.000	Merged-chr1-43768657-50
NR8478--MA0002.2.RUNX1	chr6	146005518	146005528	-	0.000	0.000	Merged-chr6-146005521-31
NR3394--MA0684.1.RUNX3	chr15	27668287	27668296	-	0.000	0.000	Merged-chr15-27668249-55
NR4598--MA0511.2.RUNX2	chr18	35383457	35383465	+	0.000	0.000	Merged-chr18-35383519-5
NR9926--MA0511.2.RUNX2	chr9	108617517	108617525	-	0.000	0.000	Merged-chr9-108617434-16
NR1951--MA0684.1.RUNX3	chr12	15967816	15967825	-	0.000	0.000	Merged-chr12-15967723-42
NR9251--MA0002.2.RUNX1	chr8	64726328	64726338	-	0.000	0.000	Merged-chr8-64726365-32
NR7842--MA0002.2.RUNX1	chr6	5997677	5997687	-	0.000	0.000	Merged-chr6-5997718-16
NR3406--MA0002.2.RUNX1	chr15	31166830	31166840	+	0.000	0.000	Merged-chr15-31166801-87
NR1455--MA0002.2.RUNX1	chr10	128135525	128135535	-	0.000	0.000	Merged-chr10-128135587-20
NR8920--MA0002.2.RUNX1	chr7	117559092	117559102	+	0.000	0.000	Merged-chr7-117559166-31
NR7160--MA0511.2.RUNX2	chr4	148509633	148509641	-	0.000	0.000	Merged-chr4-148509676-49
NR7875--MA0684.1.RUNX3	chr6	22330737	22330746	-	0.000	0.000	Merged-chr6-22330722-48
NR1520--MA0511.2.RUNX2	chr11	16858838	16858846	-	0.000	0.000	Merged-chr11-16858803-1
NR7332--MA0002.2.RUNX1	chr5	36538883	36538893	+	0.000	0.000	Merged-chr5-36538864-43
NR5923--MA0002.2.RUNX1	chr3	10466141	10466151	-	0.000	0.000	Merged-chr3-10466039-18
NR9634--MA0511.2.RUNX2	chr9	48404003	48404011	+	0.000	0.000	Merged-chr9-48403880-28
NR7954--MA0511.2.RUNX2	chr6	50009529	50009537	-	0.000	0.000	Merged-chr6-50009459-48
NR1550--MA0684.1.RUNX3	chr11	26575271	26575280	-	0.000	0.000	Merged-chr11-26575325-18
NR3353--MA0002.2.RUNX1	chr15	4816961	4816971	+	0.000	0.000	Merged-chr15-4816968-28
NR9935--MA0684.1.RUNX3	chr9	110458147	110458156	-	0.000	0.000	Merged-chr9-110458141-15
NR5655--MA0511.2.RUNX2	chr2	132111507	132111515	+	0.000	0.000	Merged-chr2-132111329-56
NR7441--MA0002.2.RUNX1	chr5	77125216	77125226	+	0.000	0.000	Merged-chr5-77125140-56
NR1054--MA0002.2.RUNX1	chr10	58480391	58480401	-	0.000	0.000	Merged-chr10-58480234-23
NR2751--MA0002.2.RUNX1	chr13	89889358	89889368	+	0.000	0.000	Merged-chr13-89889254-28
NR8618--MA0684.1.RUNX3	chr7	48795272	48795281	-	0.000	0.000	Merged-chr7-48795353-37
NR1725--MA0684.1.RUNX3	chr11	80484435	80484444	-	0.000	0.000	Merged-chr11-80484398-4
NR5542--MA0684.1.RUNX3	chr2	103652250	103652259	-	0.000	0.000	Merged-chr2-103652335-51
NR5621--MA0511.2.RUNX2	chr2	128117813	128117821	-	0.000	0.000	Merged-chr2-128117807-36
NR4639--MA0684.1.RUNX3	chr18	39758461	39758470	+	0.000	0.000	Merged-chr18-39758407-11
NR4811--MA0002.2.RUNX1	chr18	77121745	77121755	-	0.000	0.000	Merged-chr18-77121790-35
NR5522--MA0002.2.RUNX1	chr2	101871406	101871416	+	0.000	0.000	Merged-chr2-101871394-25
NR1563--MA0684.1.RUNX3	chr11	31999989	31999998	+	0.000	0.000	Merged-chr11-32000120-91
NR52--MA0002.2.RUNX1	chr1	20825285	20825295	-	0.000	0.000	Merged-chr1-20825313-33
NR653--MA0002.2.RUNX1	chr1	165200928	165200938	+	0.000	0.000	Merged-chr1-165200989-24
NR1943--MA0684.1.RUNX3	chr12	8847369	8847378	-	0.000	0.000	Merged-chr12-8847092-48
NR5678--MA0002.2.RUNX1	chr2	136987995	136988005	+	0.000	0.000	Merged-chr2-136988057-20
NR491--MA0002.2.RUNX1	chr1	136609089	136609099	+	0.000	0.000	Merged-chr1-136609076-3
NR8069--MA0002.2.RUNX1	chr6	83096108	83096118	-	0.000	0.000	Merged-chr6-83096074-55
NR7314--MA0511.2.RUNX2	chr5	31964052	31964060	-	0.000	0.000	Merged-chr5-31963887-11
NR5935--MA0684.1.RUNX3	chr3	16227502	16227511	-	0.000	0.000	Merged-chr3-16227487-10
NR3507--MA0002.2.RUNX1	chr15	55327441	55327451	+	0.000	0.000	Merged-chr15-55327422-12
NR937--MA0002.2.RUNX1	chr10	21504626	21504636	-	0.000	0.000	Merged-chr10-21504659-28
NR5743--MA0511.2.RUNX2	chr2	154754254	154754262	-	0.000	0.000	Merged-chr2-154754253-27
NR7867--MA0684.1.RUNX3	chr6	17851278	17851287	-	0.000	0.000	Merged-chr6-17851443-16
NR4933--MA0002.2.RUNX1	chr19	14588394	14588404	-	0.000	0.000	Merged-chr19-14588447-32
NR3858--MA0511.2.RUNX2	chr16	42907567	42907575	-	0.000	0.000	Merged-chr16-42907502-34
NR7324--MA0002.2.RUNX1	chr5	34822908	34822918	+	0.000	0.000	Merged-chr5-34822830-22
NR6--MA0002.2.RUNX1	chr1	6519342	6519352	-	0.000	0.000	Merged-chr1-6519375-11
NR1413--MA0002.2.RUNX1	chr10	120895928	120895938	-	0.000	0.000	Merged-chr10-120895921-55
NR51--MA0684.1.RUNX3	chr1	20740682	20740691	-	0.000	0.000	Merged-chr1-20740658-39
NR7162--MA0002.2.RUNX1	chr4	148509654	148509664	-	0.000	0.000	Merged-chr4-148509676-49
NR6087--MA0511.2.RUNX2	chr3	75714111	75714119	+	0.000	0.000	Merged-chr3-75714014-36
NR903--MA0002.2.RUNX1	chr10	13438565	13438575	+	0.000	0.000	Merged-chr10-13438536-33
NR5134--MA0002.2.RUNX1	chr19	59926328	59926338	+	0.000	0.000	Merged-chr19-59926305-20
NR1175--MA0684.1.RUNX3	chr10	79417192	79417201	-	0.000	0.000	Merged-chr10-79417442-89
NR9970--MA0684.1.RUNX3	chr9	115088474	115088483	+	0.000	0.000	Merged-chr9-115088492-13
NR1569--MA0002.2.RUNX1	chr11	32486694	32486704	+	0.000	0.000	Merged-chr11-32486832-15
NR9888--MA0002.2.RUNX1	chr9	98616575	98616585	+	0.000	0.000	Merged-chr9-98616546-17
NR1969--MA0684.1.RUNX3	chr12	16901153	16901162	+	0.000	0.000	Merged-chr12-16901091-18
NR4089--MA0684.1.RUNX3	chr16	97111599	97111608	+	0.000	0.000	Merged-chr16-97111615-1
NR9701--MA0511.2.RUNX2	chr9	61755473	61755481	-	0.000	0.000	Merged-chr9-61755536-8
NR7274--MA0511.2.RUNX2	chr5	22360809	22360817	-	0.000	0.000	Merged-chr5-22360842-38
NR2981--MA0684.1.RUNX3	chr14	20775785	20775794	+	0.000	0.000	Merged-chr14-20775848-16
NR5024--MA0684.1.RUNX3	chr19	38812312	38812321	-	0.000	0.000	Merged-chr19-38812374-10
NR9810--MA0511.2.RUNX2	chr9	85680204	85680212	-	0.000	0.000	Merged-chr9-85680180-31
NR5418--MA0002.2.RUNX1	chr2	70425864	70425874	+	0.000	0.000	Merged-chr2-70425902-24
NR231--MA0002.2.RUNX1	chr1	71594393	71594403	-	0.000	0.000	Merged-chr1-71594444-22
NR7432--MA0684.1.RUNX3	chr5	73340418	73340427	-	0.000	0.000	Merged-chr5-73340408-13
NR7703--MA0684.1.RUNX3	chr5	124302983	124302992	+	0.000	0.000	Merged-chr5-124303032-6
NR9235--MA0002.2.RUNX1	chr8	56476306	56476316	+	0.000	0.000	Merged-chr8-56476391-12
NR1538--MA0511.2.RUNX2	chr11	21690734	21690742	-	0.000	0.000	Merged-chr11-21690668-23
NR9364--MA0684.1.RUNX3	chr8	105516026	105516035	+	0.000	0.000	Merged-chr8-105516067-32
NR1600--MA0511.2.RUNX2	chr11	50916222	50916230	+	0.000	0.000	Merged-chr11-50916103-27
NR7664--MA0002.2.RUNX1	chr5	118710115	118710125	+	0.000	0.000	Merged-chr5-118710096-15
NR1918--MA0511.2.RUNX2	chr11	120981054	120981062	-	0.000	0.000	Merged-chr11-120981125-9
NR13--MA0511.2.RUNX2	chr1	10325539	10325547	+	0.000	0.000	Merged-chr1-10325689-27
NR3784--MA0511.2.RUNX2	chr16	22526578	22526586	-	0.000	0.000	Merged-chr16-22526487-34
NR5365--MA0002.2.RUNX1	chr2	59482994	59483004	+	0.000	0.000	Merged-chr2-59482840-22
NR3685--MA0002.2.RUNX1	chr15	97401096	97401106	-	0.000	0.000	Merged-chr15-97401100-7
NR7396--MA0511.2.RUNX2	chr5	63943498	63943506	+	0.000	0.000	Merged-chr5-63943362-36
NR6019--MA0684.1.RUNX3	chr3	51495782	51495791	-	0.000	0.000	Merged-chr3-51495816-13
NR4068--MA0684.1.RUNX3	chr16	94374361	94374370	-	0.000	0.000	Merged-chr16-94374445-4
NR9453--MA0002.2.RUNX1	chr8	123000425	123000435	+	0.000	0.000	Merged-chr8-123000494-51
NR5017--MA0002.2.RUNX1	chr19	37419711	37419721	+	0.000	0.000	Merged-chr19-37419795-20
NR10134--MA0002.2.RUNX1	chrX	71378633	71378643	+	0.000	0.000	Merged-chrX-71378738-26
NR5003--MA0684.1.RUNX3	chr19	33429584	33429593	+	0.000	0.000	Merged-chr19-33429713-40
NR3175--MA0002.2.RUNX1	chr14	74977061	74977071	+	0.000	0.000	Merged-chr14-74977138-7
NR1438--MA0684.1.RUNX3	chr10	124138563	124138572	-	0.000	0.000	Merged-chr10-124138683-21
NR832--MA0511.2.RUNX2	chr1	192510749	192510757	+	0.000	0.000	Merged-chr1-192510804-31
NR2573--MA0002.2.RUNX1	chr13	42049066	42049076	-	0.000	0.000	Merged-chr13-42049130-34
NR5506--MA0002.2.RUNX1	chr2	91088246	91088256	-	0.000	0.000	Merged-chr2-91088396-18
NR1560--MA0511.2.RUNX2	chr11	31824841	31824849	-	0.000	0.000	Merged-chr11-31824780-24
NR5906--MA0684.1.RUNX3	chr3	9567028	9567037	+	0.000	0.000	Merged-chr3-9567055-14
NR7438--MA0002.2.RUNX1	chr5	75662585	75662595	+	0.000	0.000	Merged-chr5-75662405-46
NR1527--MA0002.2.RUNX1	chr11	17236567	17236577	+	0.000	0.000	Merged-chr11-17236712-13
NR3393--MA0002.2.RUNX1	chr15	27668286	27668296	+	0.000	0.000	Merged-chr15-27668249-55
NR9161--MA0002.2.RUNX1	chr8	19161780	19161790	-	0.000	0.000	Merged-chr8-19161757-88
NR3793--MA0684.1.RUNX3	chr16	23181795	23181804	-	0.000	0.000	Merged-chr16-23181616-66
NR7818--MA0002.2.RUNX1	chr5	149080639	149080649	+	0.000	0.000	Merged-chr5-149080540-39
NR9479--MA0002.2.RUNX1	chr8	125667471	125667481	+	0.000	0.000	Merged-chr8-125667402-39
NR332--MA0002.2.RUNX1	chr1	92799898	92799908	+	0.000	0.000	Merged-chr1-92799887-22
NR3839--MA0002.2.RUNX1	chr16	35742395	35742405	+	0.000	0.000	Merged-chr16-35742622-74
NR1017--MA0002.2.RUNX1	chr10	40479355	40479365	+	0.000	0.000	Merged-chr10-40479489-48
NR3524--MA0511.2.RUNX2	chr15	61651351	61651359	-	0.000	0.000	Merged-chr15-61651331-17
NR5919--MA0684.1.RUNX3	chr3	10151850	10151859	-	0.000	0.000	Merged-chr3-10151750-17
NR4851--MA0002.2.RUNX1	chr18	82751303	82751313	-	0.000	0.000	Merged-chr18-82751310-32
NR2966--MA0002.2.RUNX1	chr14	16172551	16172561	+	0.000	0.000	Merged-chr14-16172497-2
NR3011--MA0002.2.RUNX1	chr14	26994646	26994656	-	0.000	0.000	Merged-chr14-26994513-48
NR7659--MA0511.2.RUNX2	chr5	118601662	118601670	-	0.000	0.000	Merged-chr5-118601665-20
NR7450--MA0511.2.RUNX2	chr5	88499874	88499882	+	0.000	0.000	Merged-chr5-88499946-26
NR1255--MA0684.1.RUNX3	chr10	92791359	92791368	-	0.000	0.000	Merged-chr10-92791286-37
NR10126--MA0002.2.RUNX1	chrX	59951432	59951442	+	0.000	0.000	Merged-chrX-59951386-23
NR7023--MA0684.1.RUNX3	chr4	129146580	129146589	+	0.000	0.000	Merged-chr4-129146648-24
NR7080--MA0002.2.RUNX1	chr4	136570187	136570197	+	0.000	0.000	Merged-chr4-136570246-39
NR2760--MA0511.2.RUNX2	chr13	91178712	91178720	+	0.000	0.000	Merged-chr13-91178743-26
NR9702--MA0684.1.RUNX3	chr9	61755472	61755481	-	0.000	0.000	Merged-chr9-61755536-8
NR9349--MA0002.2.RUNX1	chr8	94827986	94827996	+	0.000	0.000	Merged-chr8-94828163-36
NR1364--MA0684.1.RUNX3	chr10	117494384	117494393	-	0.000	0.000	Merged-chr10-117494286-56
NR4721--MA0002.2.RUNX1	chr18	64919477	64919487	+	0.000	0.000	Merged-chr18-64919536-37
NR311--MA0002.2.RUNX1	chr1	89090406	89090416	-	0.000	0.000	Merged-chr1-89090487-27
NR9044--MA0002.2.RUNX1	chr7	138886504	138886514	+	0.000	0.000	Merged-chr7-138886601-6
NR7364--MA0002.2.RUNX1	chr5	52126036	52126046	+	0.000	0.000	Merged-chr5-52126006-25
NR2422--MA0002.2.RUNX1	chr13	5913416	5913426	+	0.000	0.000	Merged-chr13-5913367-24
NR1347--MA0511.2.RUNX2	chr10	116914010	116914018	+	0.000	0.000	Merged-chr10-116914032-56
NR3676--MA0684.1.RUNX3	chr15	94565195	94565204	-	0.000	0.000	Merged-chr15-94565077-32
NR5479--MA0002.2.RUNX1	chr2	80324545	80324555	-	0.000	0.000	Merged-chr2-80324472-29
NR8713--MA0002.2.RUNX1	chr7	75596252	75596262	+	0.000	0.000	Merged-chr7-75596193-49
NR2260--MA0002.2.RUNX1	chr12	100420601	100420611	-	0.000	0.000	Merged-chr12-100420665-18
NR5736--MA0684.1.RUNX3	chr2	153336330	153336339	-	0.000	0.000	Merged-chr2-153336329-40
NR9553--MA0684.1.RUNX3	chr9	20765499	20765508	-	0.000	0.000	Merged-chr9-20765445-35
NR2660--MA0684.1.RUNX3	chr13	65070185	65070194	-	0.000	0.000	Merged-chr13-65070187-24
NR9090--MA0511.2.RUNX2	chr7	143154070	143154078	+	0.000	0.000	Merged-chr7-143154031-30
NR7125--MA0002.2.RUNX1	chr4	145045906	145045916	-	0.000	0.000	Merged-chr4-145045932-55
NR4320--MA0002.2.RUNX1	chr17	51732852	51732862	-	0.000	0.000	Merged-chr17-51732863-12
NR1565--MA0511.2.RUNX2	chr11	32138418	32138426	-	0.000	0.000	Merged-chr11-32138495-33
NR3417--MA0002.2.RUNX1	chr15	33083258	33083268	+	0.000	0.000	Merged-chr15-33083437-82
NR1409--MA0684.1.RUNX3	chr10	120201986	120201995	+	0.000	0.000	Merged-chr10-120201986-109
NR2892--MA0002.2.RUNX1	chr13	112133859	112133869	-	0.000	0.000	Merged-chr13-112133906-22
NR9265--MA0511.2.RUNX2	chr8	68674301	68674309	+	0.000	0.000	Merged-chr8-68674402-29
NR3403--MA0684.1.RUNX3	chr15	28081354	28081363	+	0.000	0.000	Merged-chr15-28081319-36
NR1099--MA0002.2.RUNX1	chr10	67891369	67891379	-	0.000	0.000	Merged-chr10-67891340-18
NR8712--MA0684.1.RUNX3	chr7	75596205	75596214	-	0.000	0.000	Merged-chr7-75596193-49
NR542--MA0002.2.RUNX1	chr1	150396149	150396159	-	0.000	0.000	Merged-chr1-150396130-66
NR5143--MA0511.2.RUNX2	chr2	3277726	3277734	+	0.000	0.000	Merged-chr2-3277691-9
NR7075--MA0511.2.RUNX2	chr4	136106913	136106921	+	0.000	0.000	Merged-chr4-136106995-34
NR10104--MA0684.1.RUNX3	chrX	50490666	50490675	+	0.000	0.000	Merged-chrX-50490696-9
NR6870--MA0684.1.RUNX3	chr4	95778035	95778044	+	0.000	0.000	Merged-chr4-95778146-34
NR3367--MA0511.2.RUNX2	chr15	11489307	11489315	-	0.000	0.000	Merged-chr15-11489207-4
NR1021--MA0511.2.RUNX2	chr10	42849060	42849068	+	0.000	0.000	Merged-chr10-42848913-29
NR97--MA0002.2.RUNX1	chr1	38557783	38557793	-	0.000	0.000	Merged-chr1-38557840-50
NR7104--MA0002.2.RUNX1	chr4	140867636	140867646	-	0.000	0.000	Merged-chr4-140867435-11
NR2143--MA0002.2.RUNX1	chr12	82283757	82283767	+	0.000	0.000	Merged-chr12-82283703-27
NR9592--MA0511.2.RUNX2	chr9	42158806	42158814	+	0.000	0.000	Merged-chr9-42158908-46
NR3397--MA0684.1.RUNX3	chr15	27828051	27828060	+	0.000	0.000	Merged-chr15-27828052-47
NR4650--MA0511.2.RUNX2	chr18	46381130	46381138	-	0.000	0.000	Merged-chr18-46381195-31
NR9387--MA0511.2.RUNX2	chr8	111577955	111577963	-	0.000	0.000	Merged-chr8-111578108-20
NR1174--MA0002.2.RUNX1	chr10	79417191	79417201	+	0.000	0.000	Merged-chr10-79417442-89
NR6897--MA0002.2.RUNX1	chr4	101213673	101213683	-	0.000	0.000	Merged-chr4-101213636-46
NR6754--MA0002.2.RUNX1	chr4	55398090	55398100	-	0.000	0.000	Merged-chr4-55398224-75
NR763--MA0511.2.RUNX2	chr1	183180409	183180417	+	0.000	0.000	Merged-chr1-183180587-56
NR6883--MA0684.1.RUNX3	chr4	98040364	98040373	+	0.000	0.000	Merged-chr4-98040330-51
NR8686--MA0002.2.RUNX1	chr7	67500544	67500554	+	0.000	0.000	Merged-chr7-67500556-27
NR7216--MA0511.2.RUNX2	chr5	7829817	7829825	-	0.000	0.000	Merged-chr5-7829791-41
NR9274--MA0684.1.RUNX3	chr8	70174663	70174672	-	0.000	0.000	Merged-chr8-70174484-11
NR9397--MA0002.2.RUNX1	chr8	115045818	115045828	-	0.000	0.000	Merged-chr8-115045943-98
NR2980--MA0002.2.RUNX1	chr14	20775785	20775795	-	0.000	0.000	Merged-chr14-20775848-16
NR4726--MA0002.2.RUNX1	chr18	65297352	65297362	-	0.000	0.000	Merged-chr18-65297305-30
NR4978--MA0002.2.RUNX1	chr19	29261912	29261922	-	0.000	0.000	Merged-chr19-29261826-30
NR7369--MA0002.2.RUNX1	chr5	52872436	52872446	-	0.000	0.000	Merged-chr5-52872385-12
NR9210--MA0511.2.RUNX2	chr8	35898294	35898302	-	0.000	0.000	Merged-chr8-35898290-14
NR5023--MA0002.2.RUNX1	chr19	38812311	38812321	+	0.000	0.000	Merged-chr19-38812374-10
NR7054--MA0511.2.RUNX2	chr4	134106302	134106310	-	0.000	0.000	Merged-chr4-134106328-10
NR839--MA0002.2.RUNX1	chr1	193146437	193146447	-	0.000	0.000	Merged-chr1-193146532-29
NR4712--MA0684.1.RUNX3	chr18	62169383	62169392	-	0.000	0.000	Merged-chr18-62169369-48
NR6515--MA0002.2.RUNX1	chr3	146063404	146063414	+	0.000	0.000	Merged-chr3-146063322-20
NR4293--MA0002.2.RUNX1	chr17	47739701	47739711	-	0.000	0.000	Merged-chr17-47739612-38
NR2013--MA0002.2.RUNX1	chr12	33388962	33388972	+	0.000	0.000	Merged-chr12-33389022-18
NR968--MA0684.1.RUNX3	chr10	26879361	26879370	-	0.000	0.000	Merged-chr10-26879299-36
NR6767--MA0002.2.RUNX1	chr4	57091492	57091502	-	0.000	0.000	Merged-chr4-57091525-28
NR554--MA0684.1.RUNX3	chr1	152038202	152038211	+	0.000	0.000	Merged-chr1-152038311-34
NR1252--MA0511.2.RUNX2	chr10	92791360	92791368	-	0.000	0.000	Merged-chr10-92791286-37
NR9637--MA0511.2.RUNX2	chr9	48562593	48562601	-	0.000	0.000	Merged-chr9-48562670-30
NR10239--MA0684.1.RUNX3	chrX	159828383	159828392	+	0.000	0.000	Merged-chrX-159828290-35
NR2850--MA0002.2.RUNX1	chr13	104620074	104620084	+	0.000	0.000	Merged-chr13-104620196-22
NR5307--MA0002.2.RUNX1	chr2	45141055	45141065	+	0.000	0.000	Merged-chr2-45141075-18
NR1619--MA0684.1.RUNX3	chr11	54188040	54188049	-	0.000	0.000	Merged-chr11-54188081-11
NR6462--MA0002.2.RUNX1	chr3	142626129	142626139	-	0.000	0.000	Merged-chr3-142626110-5
NR2631--MA0684.1.RUNX3	chr13	56238041	56238050	+	0.000	0.000	Merged-chr13-56238101-26
NR4957--MA0002.2.RUNX1	chr19	21104864	21104874	+	0.000	0.000	Merged-chr19-21104768-51
NR2611--MA0002.2.RUNX1	chr13	53402317	53402327	-	0.000	0.000	Merged-chr13-53402378-5
NR5797--MA0684.1.RUNX3	chr2	160746825	160746834	-	0.000	0.000	Merged-chr2-160746776-15
NR881--MA0684.1.RUNX3	chr10	9856012	9856021	+	0.000	0.000	Merged-chr10-9856019-18
NR676--MA0684.1.RUNX3	chr1	168432186	168432195	+	0.000	0.000	Merged-chr1-168432368-41
NR960--MA0511.2.RUNX2	chr10	26562870	26562878	-	0.000	0.000	Merged-chr10-26563078-18
NR2121--MA0684.1.RUNX3	chr12	76753078	76753087	+	0.000	0.000	Merged-chr12-76753055-50
NR804--MA0684.1.RUNX3	chr1	189746717	189746726	-	0.000	0.000	Merged-chr1-189746591-10
NR6954--MA0511.2.RUNX2	chr4	109471172	109471180	+	0.000	0.000	Merged-chr4-109471151-19
NR9246--MA0002.2.RUNX1	chr8	61561437	61561447	-	0.000	0.000	Merged-chr8-61561458-9
NR642--MA0684.1.RUNX3	chr1	164414032	164414041	-	0.000	0.000	Merged-chr1-164413844-41
NR88--MA0684.1.RUNX3	chr1	36883849	36883858	+	0.000	0.000	Merged-chr1-36883943-16
NR5144--MA0684.1.RUNX3	chr2	3277726	3277735	+	0.000	0.000	Merged-chr2-3277691-9
NR4827--MA0002.2.RUNX1	chr18	79284477	79284487	-	0.000	0.000	Merged-chr18-79284521-10
NR9027--MA0684.1.RUNX3	chr7	136164676	136164685	+	0.000	0.000	Merged-chr7-136164647-23
NR8600--MA0511.2.RUNX2	chr7	44528089	44528097	-	0.000	0.000	Merged-chr7-44527953-37
NR546--MA0684.1.RUNX3	chr1	151096213	151096222	+	0.000	0.000	Merged-chr1-151096153-39
NR817--MA0684.1.RUNX3	chr1	191275772	191275781	+	0.000	0.000	Merged-chr1-191275783-38
NR6550--MA0002.2.RUNX1	chr3	152127413	152127423	+	0.000	0.000	Merged-chr3-152127515-20
