#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_dn.bed
NR1845--MA1107.1.KLF9	chr1	118627896	118627908	+	0.000	0.000	Merged-chr1-118628003-42
NR21628--MA1107.1.KLF9	chr14	118700624	118700636	+	0.000	0.000	Merged-chr14-118700795-2
NR30696--MA0740.1.KLF14	chr18	36561363	36561376	-	0.000	0.000	Merged-chr18-36561309-15
NR1220--MA0741.1.KLF16	chr1	74807158	74807168	+	0.000	0.000	Merged-chr1-74806913-73
NR57553--MA0742.1.Klf12	chr7	3290413	3290427	-	0.000	0.000	Merged-chr7-3290343-35
NR56278--MA0493.1.Klf1	chr6	129049281	129049291	-	0.000	0.000	Merged-chr6-129049251-27
NR27711--MA0657.1.KLF13	chr17	27564902	27564919	-	0.000	0.000	Merged-chr17-27564806-2
NR54466--MA0599.1.KLF5	chr6	71322742	71322751	+	0.000	0.000	Merged-chr6-71322825-41
NR52182--MA1107.1.KLF9	chr5	135780570	135780582	-	0.000	0.000	Merged-chr5-135780527-18
NR49195--MA0493.1.Klf1	chr5	35893447	35893457	+	0.000	0.000	Merged-chr5-35893424-58
NR60476--MA1107.1.KLF9	chr7	107659438	107659450	-	0.000	0.000	Merged-chr7-107659322-39
NR30699--MA0493.1.Klf1	chr18	36561366	36561376	-	0.000	0.000	Merged-chr18-36561309-15
NR23659--MA0741.1.KLF16	chr15	84168813	84168823	-	0.000	0.000	Merged-chr15-84168860-11
NR44752--MA0740.1.KLF14	chr4	45530838	45530851	+	0.000	0.000	Merged-chr4-45530813-118
NR29371--MA1107.1.KLF9	chr17	71918810	71918822	-	0.000	0.000	Merged-chr17-71918800-1
NR33181--MA0741.1.KLF16	chr19	24225094	24225104	-	0.000	0.000	Merged-chr19-24225135-80
NR12701--MA1107.1.KLF9	chr11	114219832	114219844	+	0.000	0.000	Merged-chr11-114219775-1
NR53749--MA0742.1.Klf12	chr6	34497701	34497715	-	0.000	0.000	Merged-chr6-34497714-15
NR4192--MA0740.1.KLF14	chr1	185613533	185613546	+	0.000	0.000	Merged-chr1-185613484-1
NR63039--MA0493.1.Klf1	chr8	60632658	60632668	-	0.000	0.000	Merged-chr8-60632762-58
NR59180--MA0742.1.Klf12	chr7	52005846	52005860	+	0.000	0.000	Merged-chr7-52005667-2
NR44761--MA0657.1.KLF13	chr4	45530875	45530892	+	0.000	0.000	Merged-chr4-45530813-118
NR37540--MA0741.1.KLF16	chr2	125136008	125136018	-	0.000	0.000	Merged-chr2-125136116-38
NR55886--MA0742.1.Klf12	chr6	121017540	121017554	-	0.000	0.000	Merged-chr6-121017523-33
NR37199--MA0039.3.KLF4	chr2	117328731	117328741	-	0.000	0.000	Merged-chr2-117328790-53
NR65559--MA0493.1.Klf1	chr9	8042875	8042885	-	0.000	0.000	Merged-chr9-8042887-59
NR4006--MA0599.1.KLF5	chr1	182764154	182764163	+	0.000	0.000	Merged-chr1-182764155-66
NR69139--MA1107.1.KLF9	chr9	120057134	120057146	-	0.000	0.000	Merged-chr9-120057282-6
NR38480--MA0657.1.KLF13	chr2	151748509	151748526	-	0.000	0.000	Merged-chr2-151748481-30
NR43467--MA0599.1.KLF5	chr3	146039645	146039654	-	0.000	0.000	Merged-chr3-146039588-29
NR1833--MA0740.1.KLF14	chr1	118627896	118627909	+	0.000	0.000	Merged-chr1-118628003-42
NR31014--MA1107.1.KLF9	chr18	53904414	53904426	+	0.000	0.000	Merged-chr18-53904421-2
NR12164--MA1107.1.KLF9	chr11	102467221	102467233	-	0.000	0.000	Merged-chr11-102467251-44
NR53826--MA0657.1.KLF13	chr6	38523964	38523981	+	0.000	0.000	Merged-chr6-38524100-15
NR66475--MA0599.1.KLF5	chr9	54501295	54501304	-	0.000	0.000	Merged-chr9-54501243-1
NR1868--MA1107.1.KLF9	chr1	119504859	119504871	-	0.000	0.000	Merged-chr1-119504796-62
NR66319--MA0740.1.KLF14	chr9	47530202	47530215	-	0.000	0.000	Merged-chr9-47530154-53
NR15662--MA1107.1.KLF9	chr12	110559537	110559549	+	0.000	0.000	Merged-chr12-110559537-7
NR12159--MA0740.1.KLF14	chr11	102467220	102467233	-	0.000	0.000	Merged-chr11-102467251-44
NR56031--MA0741.1.KLF16	chr6	124919770	124919780	+	0.000	0.000	Merged-chr6-124919829-13
NR27635--MA1107.1.KLF9	chr17	26551299	26551311	-	0.000	0.000	Merged-chr17-26551311-33
NR26224--MA0599.1.KLF5	chr16	84625105	84625114	-	0.000	0.000	Merged-chr16-84625247-15
NR26769--MA1107.1.KLF9	chr16	96357849	96357861	+	0.000	0.000	Merged-chr16-96358039-35
NR53806--MA0493.1.Klf1	chr6	37564087	37564097	+	0.000	0.000	Merged-chr6-37564158-19
NR2188--MA1107.1.KLF9	chr1	133053259	133053271	+	0.000	0.000	Merged-chr1-133053249-27
NR25367--MA0599.1.KLF5	chr16	32516539	32516548	-	0.000	0.000	Merged-chr16-32516451-30
NR14484--MA0599.1.KLF5	chr12	76324786	76324795	+	0.000	0.000	Merged-chr12-76324931-27
NR20942--MA0741.1.KLF16	chr14	76165445	76165455	-	0.000	0.000	Merged-chr14-76165391-21
NR44767--MA0493.1.Klf1	chr4	45530876	45530886	+	0.000	0.000	Merged-chr4-45530813-118
NR41977--MA0599.1.KLF5	chr3	104865488	104865497	+	0.000	0.000	Merged-chr3-104865594-1
NR1210--MA1107.1.KLF9	chr1	74794882	74794894	+	0.000	0.000	Merged-chr1-74794765-31
NR15502--MA0740.1.KLF14	chr12	108275476	108275489	+	0.000	0.000	Merged-chr12-108275445-64
NR39626--MA0741.1.KLF16	chr2	173578402	173578412	+	0.000	0.000	Merged-chr2-173578364-53
NR69806--MA0039.3.KLF4	chrX	56346458	56346468	-	0.000	0.000	Merged-chrX-56346415-28
NR50143--MA0599.1.KLF5	chr5	90452978	90452987	-	0.000	0.000	Merged-chr5-90452927-18
NR846--MA0039.3.KLF4	chr1	59163175	59163185	+	0.000	0.000	Merged-chr1-59163188-37
NR67328--MA0599.1.KLF5	chr9	77939192	77939201	+	0.000	0.000	Merged-chr9-77938986-43
NR65250--MA0740.1.KLF14	chr8	124434604	124434617	+	0.000	0.000	Merged-chr8-124434522-47
NR59822--MA0599.1.KLF5	chr7	84605914	84605923	+	0.000	0.000	Merged-chr7-84605972-68
NR1532--MA0039.3.KLF4	chr1	89070174	89070184	+	0.000	0.000	Merged-chr1-89070221-114
NR15340--MA0740.1.KLF14	chr12	105539835	105539848	-	0.000	0.000	Merged-chr12-105539913-8
NR65165--MA1107.1.KLF9	chr8	123163063	123163075	+	0.000	0.000	Merged-chr8-123163099-40
NR68203--MA0599.1.KLF5	chr9	104373466	104373475	+	0.000	0.000	Merged-chr9-104373447-21
NR52174--MA0741.1.KLF16	chr5	135780559	135780569	-	0.000	0.000	Merged-chr5-135780527-18
NR5910--MA1107.1.KLF9	chr10	60305379	60305391	+	0.000	0.000	Merged-chr10-60305430-32
NR15496--MA0740.1.KLF14	chr12	108275431	108275444	+	0.000	0.000	Merged-chr12-108275445-64
NR1834--MA0657.1.KLF13	chr1	118627895	118627912	+	0.000	0.000	Merged-chr1-118628003-42
NR52697--MA0741.1.KLF16	chr5	142551116	142551126	-	0.000	0.000	Merged-chr5-142551043-31
NR19584--MA0493.1.Klf1	chr14	21683036	21683046	-	0.000	0.000	Merged-chr14-21683018-22
NR44764--MA0742.1.Klf12	chr4	45530892	45530906	+	0.000	0.000	Merged-chr4-45530813-118
NR23895--MA0599.1.KLF5	chr15	89498796	89498805	+	0.000	0.000	Merged-chr15-89498857-24
NR31167--MA1107.1.KLF9	chr18	60625569	60625581	-	0.000	0.000	Merged-chr18-60625535-13
NR44755--MA0741.1.KLF16	chr4	45530839	45530849	+	0.000	0.000	Merged-chr4-45530813-118
NR49189--MA0740.1.KLF14	chr5	35893236	35893249	+	0.000	0.000	Merged-chr5-35893424-58
NR54861--MA0599.1.KLF5	chr6	89008508	89008517	-	0.000	0.000	Merged-chr6-89008559-1
NR39407--MA1107.1.KLF9	chr2	168741367	168741379	+	0.000	0.000	Merged-chr2-168741453-11
NR38335--MA1107.1.KLF9	chr2	147832619	147832631	+	0.000	0.000	Merged-chr2-147832545-2
NR19597--MA0740.1.KLF14	chr14	24779207	24779220	+	0.000	0.000	Merged-chr14-24779334-63
NR9361--MA0741.1.KLF16	chr11	22936586	22936596	+	0.000	0.000	Merged-chr11-22936648-30
NR31918--MA0741.1.KLF16	chr18	79365972	79365982	-	0.000	0.000	Merged-chr18-79366086-1
NR29488--MA0741.1.KLF16	chr17	74865013	74865023	-	0.000	0.000	Merged-chr17-74864979-18
NR48375--MA0493.1.Klf1	chr4	155774591	155774601	+	0.000	0.000	Merged-chr4-155774656-37
NR799--MA0740.1.KLF14	chr1	58304555	58304568	-	0.000	0.000	Merged-chr1-58304515-8
NR40252--MA0599.1.KLF5	chr3	27984086	27984095	-	0.000	0.000	Merged-chr3-27984101-47
NR34120--MA0599.1.KLF5	chr19	56761941	56761950	-	0.000	0.000	Merged-chr19-56762004-4
NR19409--MA0741.1.KLF16	chr14	8214801	8214811	-	0.000	0.000	Merged-chr14-8214738-3
NR803--MA0741.1.KLF16	chr1	58304557	58304567	-	0.000	0.000	Merged-chr1-58304515-8
NR67793--MA0740.1.KLF14	chr9	89909811	89909824	-	0.000	0.000	Merged-chr9-89909785-17
NR65399--MA0493.1.Klf1	chr8	126536324	126536334	+	0.000	0.000	Merged-chr8-126536353-14
NR7974--MA0742.1.Klf12	chr10	111562799	111562813	+	0.000	0.000	Merged-chr10-111562842-26
NR46509--MA0493.1.Klf1	chr4	123588844	123588854	+	0.000	0.000	Merged-chr4-123588937-38
NR38327--MA0493.1.Klf1	chr2	147832613	147832623	+	0.000	0.000	Merged-chr2-147832545-2
NR70316--MA0493.1.Klf1	chrX	145504946	145504956	-	0.000	0.000	Merged-chrX-145505228-74
NR45793--MA0741.1.KLF16	chr4	101419688	101419698	-	0.000	0.000	Merged-chr4-101419713-70
NR50623--MA0599.1.KLF5	chr5	105849496	105849505	+	0.000	0.000	Merged-chr5-105849504-21
NR33731--MA0740.1.KLF14	chr19	45079934	45079947	-	0.000	0.000	Merged-chr19-45079804-49
NR44333--MA0741.1.KLF16	chr4	32424644	32424654	+	0.000	0.000	Merged-chr4-32424580-38
NR26806--MA1107.1.KLF9	chr16	97002525	97002537	+	0.000	0.000	Merged-chr16-97002537-1
NR65253--MA0741.1.KLF16	chr8	124434605	124434615	+	0.000	0.000	Merged-chr8-124434522-47
NR55885--MA0740.1.KLF14	chr6	121017541	121017554	-	0.000	0.000	Merged-chr6-121017523-33
NR20403--MA0741.1.KLF16	chr14	58076431	58076441	+	0.000	0.000	Merged-chr14-58076385-32
NR61863--MA1107.1.KLF9	chr7	140063396	140063408	-	0.000	0.000	Merged-chr7-140063234-12
NR2695--MA1107.1.KLF9	chr1	151236858	151236870	+	0.000	0.000	Merged-chr1-151236737-36
NR48370--MA0740.1.KLF14	chr4	155774591	155774604	+	0.000	0.000	Merged-chr4-155774656-37
NR16346--MA1107.1.KLF9	chr13	17993398	17993410	-	0.000	0.000	Merged-chr13-17993273-57
NR48957--MA1107.1.KLF9	chr5	30240772	30240784	-	0.000	0.000	Merged-chr5-30240775-35
NR49147--MA0740.1.KLF14	chr5	35462422	35462435	+	0.000	0.000	Merged-chr5-35462574-17
NR5178--MA0599.1.KLF5	chr10	19167797	19167806	-	0.000	0.000	Merged-chr10-19167953-53
NR1209--MA0741.1.KLF16	chr1	74794883	74794893	+	0.000	0.000	Merged-chr1-74794765-31
NR44346--MA0741.1.KLF16	chr4	32932285	32932295	-	0.000	0.000	Merged-chr4-32932259-41
NR2355--MA1107.1.KLF9	chr1	136117143	136117155	-	0.000	0.000	Merged-chr1-136117046-63
NR37245--MA0741.1.KLF16	chr2	118256755	118256765	+	0.000	0.000	Merged-chr2-118256887-65
NR14645--MA0741.1.KLF16	chr12	82469859	82469869	+	0.000	0.000	Merged-chr12-82469736-1
NR40749--MA0740.1.KLF14	chr3	61002747	61002760	+	0.000	0.000	Merged-chr3-61002853-90
NR21085--MA0599.1.KLF5	chr14	84443429	84443438	+	0.000	0.000	Merged-chr14-84443299-57
NR7163--MA0741.1.KLF16	chr10	84534028	84534038	-	0.000	0.000	Merged-chr10-84533973-56
NR39621--MA0740.1.KLF14	chr2	173444618	173444631	+	0.000	0.000	Merged-chr2-173444560-32
NR45236--MA0493.1.Klf1	chr4	63374408	63374418	-	0.000	0.000	Merged-chr4-63374421-2
NR20939--MA0741.1.KLF16	chr14	76165438	76165448	-	0.000	0.000	Merged-chr14-76165391-21
NR4900--MA0741.1.KLF16	chr10	5795623	5795633	+	0.000	0.000	Merged-chr10-5795457-7
NR7124--MA1107.1.KLF9	chr10	83898131	83898143	+	0.000	0.000	Merged-chr10-83898059-2
NR56951--MA1107.1.KLF9	chr6	142659038	142659050	+	0.000	0.000	Merged-chr6-142659170-20
NR20415--MA1107.1.KLF9	chr14	59397080	59397092	-	0.000	0.000	Merged-chr14-59397210-50
NR39414--MA0741.1.KLF16	chr2	168741484	168741494	+	0.000	0.000	Merged-chr2-168741453-11
NR154--MA1107.1.KLF9	chr1	20825296	20825308	+	0.000	0.000	Merged-chr1-20825313-33
NR62404--MA0599.1.KLF5	chr8	13200650	13200659	-	0.000	0.000	Merged-chr8-13200567-28
NR70092--MA0740.1.KLF14	chrX	102934141	102934154	-	0.000	0.000	Merged-chrX-102934111-32
NR21617--MA1107.1.KLF9	chr14	118700602	118700614	+	0.000	0.000	Merged-chr14-118700795-2
NR45751--MA0741.1.KLF16	chr4	101217265	101217275	-	0.000	0.000	Merged-chr4-101217167-64
NR40750--MA0599.1.KLF5	chr3	61002748	61002757	+	0.000	0.000	Merged-chr3-61002853-90
NR39632--MA0741.1.KLF16	chr2	173578408	173578418	+	0.000	0.000	Merged-chr2-173578364-53
NR56943--MA0493.1.Klf1	chr6	142507797	142507807	+	0.000	0.000	Merged-chr6-142507875-63
NR21087--MA0741.1.KLF16	chr14	84443429	84443439	+	0.000	0.000	Merged-chr14-84443299-57
NR42903--MA0599.1.KLF5	chr3	132928115	132928124	-	0.000	0.000	Merged-chr3-132927951-20
NR29482--MA0599.1.KLF5	chr17	74865000	74865009	-	0.000	0.000	Merged-chr17-74864979-18
NR50958--MA0039.3.KLF4	chr5	113165094	113165104	+	0.000	0.000	Merged-chr5-113165071-16
NR52180--MA1107.1.KLF9	chr5	135780558	135780570	-	0.000	0.000	Merged-chr5-135780527-18
NR30351--MA0039.3.KLF4	chr18	12473229	12473239	-	0.000	0.000	Merged-chr18-12473315-14
NR48371--MA0657.1.KLF13	chr4	155774590	155774607	+	0.000	0.000	Merged-chr4-155774656-37
NR44756--MA0599.1.KLF5	chr4	45530858	45530867	+	0.000	0.000	Merged-chr4-45530813-118
NR13154--MA0742.1.Klf12	chr11	119894899	119894913	+	0.000	0.000	Merged-chr11-119894940-18
NR396--MA1107.1.KLF9	chr1	37300933	37300945	-	0.000	0.000	Merged-chr1-37301008-22
NR12163--MA0741.1.KLF16	chr11	102467222	102467232	-	0.000	0.000	Merged-chr11-102467251-44
NR31231--MA1107.1.KLF9	chr18	61622350	61622362	+	0.000	0.000	Merged-chr18-61622282-13
NR26524--MA0741.1.KLF16	chr16	92400130	92400140	-	0.000	0.000	Merged-chr16-92400195-21
NR60685--MA0493.1.Klf1	chr7	112679301	112679311	+	0.000	0.000	Merged-chr7-112679423-49
NR69805--MA0599.1.KLF5	chrX	56346460	56346469	-	0.000	0.000	Merged-chrX-56346415-28
NR39714--MA0599.1.KLF5	chr2	174556043	174556052	-	0.000	0.000	Merged-chr2-174555978-36
NR49852--MA0741.1.KLF16	chr5	75143467	75143477	+	0.000	0.000	Merged-chr5-75143306-22
NR1531--MA0599.1.KLF5	chr1	89070178	89070187	+	0.000	0.000	Merged-chr1-89070221-114
NR64190--MA0599.1.KLF5	chr8	95154909	95154918	+	0.000	0.000	Merged-chr8-95154872-23
NR31164--MA0741.1.KLF16	chr18	60625568	60625578	-	0.000	0.000	Merged-chr18-60625535-13
NR53034--MA0740.1.KLF14	chr5	147957375	147957388	-	0.000	0.000	Merged-chr5-147957437-42
NR64494--MA0741.1.KLF16	chr8	109957365	109957375	+	0.000	0.000	Merged-chr8-109957445-42
NR48001--MA0599.1.KLF5	chr4	150087365	150087374	-	0.000	0.000	Merged-chr4-150087480-81
NR59820--MA0741.1.KLF16	chr7	84409915	84409925	-	0.000	0.000	Merged-chr7-84409928-39
NR12699--MA0741.1.KLF16	chr11	114219809	114219819	+	0.000	0.000	Merged-chr11-114219775-1
NR30833--MA0741.1.KLF16	chr18	43492981	43492991	-	0.000	0.000	Merged-chr18-43493033-11
NR23050--MA0493.1.Klf1	chr15	74538494	74538504	-	0.000	0.000	Merged-chr15-74538442-18
NR34119--MA0742.1.Klf12	chr19	56761937	56761951	-	0.000	0.000	Merged-chr19-56762004-4
NR50959--MA0741.1.KLF16	chr5	113165069	113165079	+	0.000	0.000	Merged-chr5-113165071-16
NR49831--MA0741.1.KLF16	chr5	74704354	74704364	-	0.000	0.000	Merged-chr5-74704453-70
NR39410--MA0599.1.KLF5	chr2	168741430	168741439	+	0.000	0.000	Merged-chr2-168741453-11
NR66316--MA0493.1.Klf1	chr9	47530157	47530167	+	0.000	0.000	Merged-chr9-47530154-53
NR1839--MA0039.3.KLF4	chr1	118627898	118627908	+	0.000	0.000	Merged-chr1-118628003-42
NR1281--MA0740.1.KLF14	chr1	78422500	78422513	+	0.000	0.000	Merged-chr1-78422740-38
NR46068--MA0599.1.KLF5	chr4	109229939	109229948	+	0.000	0.000	Merged-chr4-109229977-29
NR67796--MA0599.1.KLF5	chr9	89909839	89909848	-	0.000	0.000	Merged-chr9-89909785-17
NR61803--MA0599.1.KLF5	chr7	139398846	139398855	-	0.000	0.000	Merged-chr7-139398663-1
NR39620--MA0493.1.Klf1	chr2	173444556	173444566	+	0.000	0.000	Merged-chr2-173444560-32
NR40769--MA0599.1.KLF5	chr3	62338928	62338937	-	0.000	0.000	Merged-chr3-62339060-22
NR50144--MA0741.1.KLF16	chr5	90640701	90640711	-	0.000	0.000	Merged-chr5-90640561-39
NR7638--MA0740.1.KLF14	chr10	98782184	98782197	+	0.000	0.000	Merged-chr10-98782064-50
NR66309--MA0740.1.KLF14	chr9	47530144	47530157	+	0.000	0.000	Merged-chr9-47530154-53
NR70210--MA0741.1.KLF16	chrX	134963366	134963376	+	0.000	0.000	Merged-chrX-134963484-45
NR60176--MA0599.1.KLF5	chr7	99795665	99795674	+	0.000	0.000	Merged-chr7-99795499-24
NR16531--MA1107.1.KLF9	chr13	28959735	28959747	-	0.000	0.000	Merged-chr13-28959721-31
NR31013--MA0741.1.KLF16	chr18	53904421	53904431	+	0.000	0.000	Merged-chr18-53904421-2
NR30831--MA0039.3.KLF4	chr18	43493010	43493020	-	0.000	0.000	Merged-chr18-43493033-11
NR64816--MA0039.3.KLF4	chr8	117855301	117855311	-	0.000	0.000	Merged-chr8-117855395-3
NR65172--MA1107.1.KLF9	chr8	123163077	123163089	+	0.000	0.000	Merged-chr8-123163099-40
NR69841--MA0493.1.Klf1	chrX	59134807	59134817	+	0.000	0.000	Merged-chrX-59134766-110
NR46301--MA0599.1.KLF5	chr4	117835228	117835237	-	0.000	0.000	Merged-chr4-117835233-2
NR29202--MA0740.1.KLF14	chr17	65723846	65723859	-	0.000	0.000	Merged-chr17-65723908-4
NR22333--MA0599.1.KLF5	chr15	36474811	36474820	+	0.000	0.000	Merged-chr15-36474869-12
NR41075--MA0493.1.Klf1	chr3	81835918	81835928	-	0.000	0.000	Merged-chr3-81835793-30
NR16755--MA1107.1.KLF9	chr13	41638190	41638202	-	0.000	0.000	Merged-chr13-41638264-26
NR25925--MA0599.1.KLF5	chr16	65542383	65542392	-	0.000	0.000	Merged-chr16-65542301-4
NR55671--MA0741.1.KLF16	chr6	116673848	116673858	+	0.000	0.000	Merged-chr6-116673934-58
NR16754--MA0742.1.Klf12	chr13	41638188	41638202	-	0.000	0.000	Merged-chr13-41638264-26
NR50480--MA0742.1.Klf12	chr5	100916654	100916668	-	0.000	0.000	Merged-chr5-100916697-39
NR34673--MA0599.1.KLF5	chr2	17597921	17597930	-	0.000	0.000	Merged-chr2-17597899-18
NR36714--MA0599.1.KLF5	chr2	93468972	93468981	+	0.000	0.000	Merged-chr2-93469030-22
NR47667--MA0741.1.KLF16	chr4	145353998	145354008	+	0.000	0.000	Merged-chr4-145353914-49
NR48378--MA0741.1.KLF16	chr4	155774840	155774850	+	0.000	0.000	Merged-chr4-155774656-37
NR38333--MA1107.1.KLF9	chr2	147832611	147832623	+	0.000	0.000	Merged-chr2-147832545-2
NR41299--MA0493.1.Klf1	chr3	89378432	89378442	-	0.000	0.000	Merged-chr3-89378543-26
NR25159--MA0741.1.KLF16	chr16	21204697	21204707	-	0.000	0.000	Merged-chr16-21204669-33
NR26799--MA1107.1.KLF9	chr16	97002511	97002523	+	0.000	0.000	Merged-chr16-97002537-1
NR38743--MA0741.1.KLF16	chr2	156475760	156475770	-	0.000	0.000	Merged-chr2-156475708-39
NR26226--MA1107.1.KLF9	chr16	84625103	84625115	-	0.000	0.000	Merged-chr16-84625247-15
NR38230--MA1107.1.KLF9	chr2	146606368	146606380	-	0.000	0.000	Merged-chr2-146606447-27
NR50356--MA0493.1.Klf1	chr5	98167608	98167618	-	0.000	0.000	Merged-chr5-98167553-86
NR13155--MA0493.1.Klf1	chr11	119894899	119894909	+	0.000	0.000	Merged-chr11-119894940-18
NR14481--MA0039.3.KLF4	chr12	76196205	76196215	+	0.000	0.000	Merged-chr12-76196138-3
NR37798--MA0039.3.KLF4	chr2	131955383	131955393	+	0.000	0.000	Merged-chr2-131955415-30
NR66469--MA0493.1.Klf1	chr9	53706256	53706266	-	0.000	0.000	Merged-chr9-53706205-55
NR31398--MA1107.1.KLF9	chr18	65924894	65924906	-	0.000	0.000	Merged-chr18-65924997-33
NR39629--MA0741.1.KLF16	chr2	173578405	173578415	+	0.000	0.000	Merged-chr2-173578364-53
NR52303--MA0493.1.Klf1	chr5	137425541	137425551	+	0.000	0.000	Merged-chr5-137425710-17
NR38482--MA0599.1.KLF5	chr2	151748515	151748524	-	0.000	0.000	Merged-chr2-151748481-30
NR70207--MA0599.1.KLF5	chrX	134963371	134963380	+	0.000	0.000	Merged-chrX-134963484-45
NR16139--MA0741.1.KLF16	chr13	3478166	3478176	-	0.000	0.000	Merged-chr13-3478294-51
NR20945--MA1107.1.KLF9	chr14	76165437	76165449	-	0.000	0.000	Merged-chr14-76165391-21
NR7976--MA0039.3.KLF4	chr10	111562801	111562811	+	0.000	0.000	Merged-chr10-111562842-26
NR23767--MA1107.1.KLF9	chr15	86016263	86016275	+	0.000	0.000	Merged-chr15-86016177-43
NR304--MA0741.1.KLF16	chr1	34831628	34831638	-	0.000	0.000	Merged-chr1-34831505-37
NR1589--MA0741.1.KLF16	chr1	90660227	90660237	-	0.000	0.000	Merged-chr1-90660312-12
NR52177--MA0741.1.KLF16	chr5	135780567	135780577	-	0.000	0.000	Merged-chr5-135780527-18
NR38329--MA1107.1.KLF9	chr2	147832603	147832615	+	0.000	0.000	Merged-chr2-147832545-2
NR39406--MA0493.1.Klf1	chr2	168741367	168741377	+	0.000	0.000	Merged-chr2-168741453-11
NR16944--MA0740.1.KLF14	chr13	51391534	51391547	-	0.000	0.000	Merged-chr13-51391583-19
NR32143--MA0039.3.KLF4	chr18	82868018	82868028	-	0.000	0.000	Merged-chr18-82868234-58
NR66720--MA0657.1.KLF13	chr9	61827979	61827996	-	0.000	0.000	Merged-chr9-61827917-16
NR19027--MA1107.1.KLF9	chr13	112801412	112801424	-	0.000	0.000	Merged-chr13-112801565-4
NR25369--MA0039.3.KLF4	chr16	32516547	32516557	-	0.000	0.000	Merged-chr16-32516451-30
NR64111--MA0599.1.KLF5	chr8	93810529	93810538	+	0.000	0.000	Merged-chr8-93810346-59
NR26804--MA1107.1.KLF9	chr16	97002521	97002533	+	0.000	0.000	Merged-chr16-97002537-1
NR38479--MA0740.1.KLF14	chr2	151748512	151748525	-	0.000	0.000	Merged-chr2-151748481-30
NR68578--MA0599.1.KLF5	chr9	110880153	110880162	-	0.000	0.000	Merged-chr9-110880207-47
NR19834--MA0599.1.KLF5	chr14	34768544	34768553	+	0.000	0.000	Merged-chr14-34768619-7
NR12235--MA0741.1.KLF16	chr11	104001251	104001261	-	0.000	0.000	Merged-chr11-104001412-21
NR1207--MA0741.1.KLF16	chr1	74794592	74794602	+	0.000	0.000	Merged-chr1-74794765-31
NR21611--MA0599.1.KLF5	chr14	118658309	118658318	+	0.000	0.000	Merged-chr14-118658326-68
NR25196--MA0599.1.KLF5	chr16	22657092	22657101	-	0.000	0.000	Merged-chr16-22657033-32
NR48607--MA0599.1.KLF5	chr5	14514915	14514924	-	0.000	0.000	Merged-chr5-14515082-42
NR50957--MA0599.1.KLF5	chr5	113165069	113165078	+	0.000	0.000	Merged-chr5-113165071-16
NR59824--MA0039.3.KLF4	chr7	84605957	84605967	+	0.000	0.000	Merged-chr7-84605972-68
NR38360--MA0039.3.KLF4	chr2	148004977	148004987	+	0.000	0.000	Merged-chr2-148005155-1
NR15712--MA0599.1.KLF5	chr12	111406906	111406915	+	0.000	0.000	Merged-chr12-111406868-16
NR59866--MA0599.1.KLF5	chr7	90081956	90081965	+	0.000	0.000	Merged-chr7-90081975-11
NR68205--MA0039.3.KLF4	chr9	104373467	104373477	+	0.000	0.000	Merged-chr9-104373447-21
NR65557--MA0742.1.Klf12	chr9	8042871	8042885	-	0.000	0.000	Merged-chr9-8042887-59
NR14936--MA0742.1.Klf12	chr12	91604356	91604370	-	0.000	0.000	Merged-chr12-91604478-1
NR41300--MA0741.1.KLF16	chr3	89378431	89378441	-	0.000	0.000	Merged-chr3-89378543-26
NR53666--MA1107.1.KLF9	chr6	29735941	29735953	-	0.000	0.000	Merged-chr6-29735888-24
NR50128--MA0741.1.KLF16	chr5	89882216	89882226	-	0.000	0.000	Merged-chr5-89882343-19
NR7979--MA0657.1.KLF13	chr10	111562886	111562903	+	0.000	0.000	Merged-chr10-111562842-26
NR41076--MA0741.1.KLF16	chr3	81835917	81835927	-	0.000	0.000	Merged-chr3-81835793-30
NR49191--MA0599.1.KLF5	chr5	35893237	35893246	+	0.000	0.000	Merged-chr5-35893424-58
NR4726--MA0493.1.Klf1	chr1	193365983	193365993	-	0.000	0.000	Merged-chr1-193366026-12
NR47665--MA0599.1.KLF5	chr4	145342060	145342069	+	0.000	0.000	Merged-chr4-145342099-62
NR64107--MA0599.1.KLF5	chr8	93810305	93810314	+	0.000	0.000	Merged-chr8-93810346-59
NR45266--MA0599.1.KLF5	chr4	63861242	63861251	-	0.000	0.000	Merged-chr4-63861232-54
NR54468--MA0741.1.KLF16	chr6	71322742	71322752	+	0.000	0.000	Merged-chr6-71322825-41
NR58891--MA0039.3.KLF4	chr7	44590777	44590787	+	0.000	0.000	Merged-chr7-44590867-32
NR31785--MA0599.1.KLF5	chr18	75819216	75819225	-	0.000	0.000	Merged-chr18-75819270-8
NR7131--MA1107.1.KLF9	chr10	83898145	83898157	+	0.000	0.000	Merged-chr10-83898059-2
