#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval0.3-log2fc0.5_dn.bed
NR13276--MA0741.1.KLF16	chr11	120990483	120990493	+	0.000	0.000	Merged-chr11-120990355-3
NR62488--MA0741.1.KLF16	chr7	119860417	119860427	+	0.000	0.000	Merged-chr7-119860527-21
NR60110--MA0740.1.KLF14	chr7	37978641	37978654	+	0.000	0.000	Merged-chr7-37978660-9
NR47699--MA0740.1.KLF14	chr4	132796428	132796441	+	0.000	0.000	Merged-chr4-132796395-33
NR12422--MA0741.1.KLF16	chr11	105589601	105589611	+	0.000	0.000	Merged-chr11-105589746-85
NR33944--MA0039.3.KLF4	chr19	41597652	41597662	+	0.000	0.000	Merged-chr19-41597559-38
NR56235--MA0742.1.Klf12	chr6	88832787	88832801	-	0.000	0.000	Merged-chr6-88832926-25
NR16501--MA0599.1.KLF5	chr13	33077252	33077261	-	0.000	0.000	Merged-chr13-33077340-51
NR25543--MA0741.1.KLF16	chr16	20622574	20622584	-	0.000	0.000	Merged-chr16-20622479-9
NR57259--MA1107.1.KLF9	chr6	120188244	120188256	-	0.000	0.000	Merged-chr6-120188171-90
NR10189--MA1107.1.KLF9	chr11	53706739	53706751	-	0.000	0.000	Merged-chr11-53706734-1
NR71950--MA0599.1.KLF5	chrX	48234631	48234640	+	0.000	0.000	Merged-chrX-48234508-35
NR13360--MA1107.1.KLF9	chr12	4065643	4065655	+	0.000	0.000	Merged-chr12-4065716-30
NR57264--MA0493.1.Klf1	chr6	120264385	120264395	-	0.000	0.000	Merged-chr6-120264409-18
NR68067--MA0599.1.KLF5	chr9	25186659	25186668	+	0.000	0.000	Merged-chr9-25186654-66
NR57184--MA0599.1.KLF5	chr6	119199131	119199140	+	0.000	0.000	Merged-chr6-119199024-52
NR72185--MA0741.1.KLF16	chrX	73911374	73911384	-	0.000	0.000	Merged-chrX-73911389-83
NR23117--MA0039.3.KLF4	chr15	60120106	60120116	-	0.000	0.000	Merged-chr15-60120172-38
NR28848--MA0657.1.KLF13	chr17	35841730	35841747	-	0.000	0.000	Merged-chr17-35841564-66
NR40862--MA1107.1.KLF9	chr3	38497316	38497328	+	0.000	0.000	Merged-chr3-38497155-35
NR42484--MA0741.1.KLF16	chr3	104781783	104781793	+	0.000	0.000	Merged-chr3-104781998-34
NR7937--MA0741.1.KLF16	chr10	99268729	99268739	-	0.000	0.000	Merged-chr10-99268874-71
NR32277--MA0741.1.KLF16	chr18	75392714	75392724	+	0.000	0.000	Merged-chr18-75392555-48
NR60808--MA0740.1.KLF14	chr7	64048782	64048795	-	0.000	0.000	Merged-chr7-64048843-48
NR23714--MA0599.1.KLF5	chr15	78923870	78923879	-	0.000	0.000	Merged-chr15-78923681-44
NR10356--MA0740.1.KLF14	chr11	58096413	58096426	+	0.000	0.000	Merged-chr11-58096378-33
NR59426--MA0493.1.Klf1	chr7	24610281	24610291	+	0.000	0.000	Merged-chr7-24610219-3
NR13289--MA0741.1.KLF16	chr11	121204192	121204202	+	0.000	0.000	Merged-chr11-121204419-68
NR20313--MA0039.3.KLF4	chr14	54146704	54146714	+	0.000	0.000	Merged-chr14-54146707-32
NR30454--MA0741.1.KLF16	chr17	83854489	83854499	+	0.000	0.000	Merged-chr17-83854411-35
NR63522--MA0599.1.KLF5	chr7	139169315	139169324	+	0.000	0.000	Merged-chr7-139169350-23
NR44957--MA0039.3.KLF4	chr4	40781323	40781333	+	0.000	0.000	Merged-chr4-40781341-5
NR63861--MA1107.1.KLF9	chr7	143724082	143724094	+	0.000	0.000	Merged-chr7-143724096-15
NR7279--MA0599.1.KLF5	chr10	81401934	81401943	-	0.000	0.000	Merged-chr10-81401925-26
NR16044--MA0493.1.Klf1	chr12	118424070	118424080	-	0.000	0.000	Merged-chr12-118424167-25
NR65464--MA0741.1.KLF16	chr8	71665602	71665612	-	0.000	0.000	Merged-chr8-71665590-47
NR22087--MA0599.1.KLF5	chr14	121422502	121422511	-	0.000	0.000	Merged-chr14-121422362-22
NR34457--MA0657.1.KLF13	chr19	56756558	56756575	-	0.000	0.000	Merged-chr19-56756635-43
NR13020--MA1107.1.KLF9	chr11	117299869	117299881	-	0.000	0.000	Merged-chr11-117299965-22
NR68967--MA0599.1.KLF5	chr9	58583283	58583292	-	0.000	0.000	Merged-chr9-58583464-18
NR16818--MA1107.1.KLF9	chr13	45917289	45917301	+	0.000	0.000	Merged-chr13-45917473-39
NR50647--MA0493.1.Klf1	chr5	64651647	64651657	-	0.000	0.000	Merged-chr5-64651532-36
NR66898--MA1107.1.KLF9	chr8	117074699	117074711	+	0.000	0.000	Merged-chr8-117074609-38
NR39499--MA0740.1.KLF14	chr2	164943169	164943182	-	0.000	0.000	Merged-chr2-164943047-31
NR11395--MA0039.3.KLF4	chr11	82214554	82214564	-	0.000	0.000	Merged-chr11-82214647-44
NR63370--MA0741.1.KLF16	chr7	136255658	136255668	-	0.000	0.000	Merged-chr7-136255803-24
NR8463--MA0657.1.KLF13	chr10	118884338	118884355	-	0.000	0.000	Merged-chr10-118884259-20
NR8449--MA0493.1.Klf1	chr10	118470799	118470809	-	0.000	0.000	Merged-chr10-118470709-40
NR53249--MA1107.1.KLF9	chr5	134494506	134494518	+	0.000	0.000	Merged-chr5-134494514-28
NR28017--MA0493.1.Klf1	chr17	23980385	23980395	-	0.000	0.000	Merged-chr17-23980482-41
NR43759--MA0742.1.Klf12	chr3	144381759	144381773	+	0.000	0.000	Merged-chr3-144381817-2
NR9785--MA0493.1.Klf1	chr11	32580749	32580759	-	0.000	0.000	Merged-chr11-32580688-47
NR54031--MA0599.1.KLF5	chr5	144040874	144040883	+	0.000	0.000	Merged-chr5-144040932-23
NR17343--MA0741.1.KLF16	chr13	63189565	63189575	-	0.000	0.000	Merged-chr13-63189715-33
NR50679--MA0599.1.KLF5	chr5	64864833	64864842	+	0.000	0.000	Merged-chr5-64864889-25
NR38988--MA0599.1.KLF5	chr2	152399047	152399056	-	0.000	0.000	Merged-chr2-152398905-30
NR3017--MA1107.1.KLF9	chr1	151670000	151670012	+	0.000	0.000	Merged-chr1-151670167-23
NR32113--MA0599.1.KLF5	chr18	69196485	69196494	+	0.000	0.000	Merged-chr18-69196479-70
NR42291--MA0599.1.KLF5	chr3	101570947	101570956	+	0.000	0.000	Merged-chr3-101570775-35
NR41622--MA0599.1.KLF5	chr3	87804340	87804349	-	0.000	0.000	Merged-chr3-87804293-33
NR13112--MA0741.1.KLF16	chr11	118248754	118248764	+	0.000	0.000	Merged-chr11-118248688-60
NR20658--MA0039.3.KLF4	chr14	62627490	62627500	-	0.000	0.000	Merged-chr14-62627525-13
NR22503--MA0493.1.Klf1	chr15	27578265	27578275	+	0.000	0.000	Merged-chr15-27578127-37
NR29030--MA1107.1.KLF9	chr17	44690578	44690590	+	0.000	0.000	Merged-chr17-44690721-49
NR4230--MA0742.1.Klf12	chr1	180390388	180390402	-	0.000	0.000	Merged-chr1-180390562-55
NR38200--MA0599.1.KLF5	chr2	128470708	128470717	-	0.000	0.000	Merged-chr2-128470524-44
NR12280--MA0493.1.Klf1	chr11	102284778	102284788	-	0.000	0.000	Merged-chr11-102284938-63
NR7730--MA1107.1.KLF9	chr10	93069550	93069562	+	0.000	0.000	Merged-chr10-93069523-27
NR27513--MA1107.1.KLF9	chr17	6743397	6743409	+	0.000	0.000	Merged-chr17-6743228-4
NR12924--MA0741.1.KLF16	chr11	116138870	116138880	+	0.000	0.000	Merged-chr11-116138884-66
NR52706--MA0493.1.Klf1	chr5	124629062	124629072	-	0.000	0.000	Merged-chr5-124629076-75
NR46713--MA0741.1.KLF16	chr4	108371565	108371575	-	0.000	0.000	Merged-chr4-108371608-19
NR57735--MA0599.1.KLF5	chr6	129049281	129049290	-	0.000	0.000	Merged-chr6-129049251-27
NR70232--MA0741.1.KLF16	chr9	95858466	95858476	+	0.000	0.000	Merged-chr9-95858420-14
NR42483--MA0493.1.Klf1	chr3	104781793	104781803	+	0.000	0.000	Merged-chr3-104781998-34
NR65477--MA0741.1.KLF16	chr8	71665697	71665707	-	0.000	0.000	Merged-chr8-71665590-47
NR37932--MA0741.1.KLF16	chr2	120027454	120027464	-	0.000	0.000	Merged-chr2-120027547-78
NR67340--MA0599.1.KLF5	chr8	124046088	124046097	-	0.000	0.000	Merged-chr8-124045987-6
NR47154--MA0599.1.KLF5	chr4	121196794	121196803	-	0.000	0.000	Merged-chr4-121196708-94
NR58581--MA0741.1.KLF16	chr6	145249630	145249640	-	0.000	0.000	Merged-chr6-145249454-6
NR61225--MA1107.1.KLF9	chr7	80803322	80803334	+	0.000	0.000	Merged-chr7-80803211-85
NR61246--MA0741.1.KLF16	chr7	81075554	81075564	-	0.000	0.000	Merged-chr7-81075371-56
NR30444--MA0657.1.KLF13	chr17	83824027	83824044	+	0.000	0.000	Merged-chr17-83824004-16
NR38167--MA0741.1.KLF16	chr2	128190329	128190339	-	0.000	0.000	Merged-chr2-128190126-44
NR68882--MA0599.1.KLF5	chr9	57278572	57278581	+	0.000	0.000	Merged-chr9-57278495-40
NR63773--MA0599.1.KLF5	chr7	142393365	142393374	+	0.000	0.000	Merged-chr7-142393362-24
NR4268--MA0741.1.KLF16	chr1	180813676	180813686	+	0.000	0.000	Merged-chr1-180813654-113
NR26453--MA0740.1.KLF14	chr16	64800651	64800664	+	0.000	0.000	Merged-chr16-64800516-42
NR40858--MA1107.1.KLF9	chr3	38497308	38497320	+	0.000	0.000	Merged-chr3-38497155-35
NR12293--MA1107.1.KLF9	chr11	102317759	102317771	-	0.000	0.000	Merged-chr11-102317551-136
NR52738--MA0599.1.KLF5	chr5	125052283	125052292	+	0.000	0.000	Merged-chr5-125052528-23
NR26768--MA1107.1.KLF9	chr16	78606415	78606427	-	0.000	0.000	Merged-chr16-78606501-17
NR71976--MA0741.1.KLF16	chrX	48433738	48433748	+	0.000	0.000	Merged-chrX-48433621-61
NR68191--MA0039.3.KLF4	chr9	32815712	32815722	-	0.000	0.000	Merged-chr9-32815663-32
NR2197--MA0599.1.KLF5	chr1	125519449	125519458	+	0.000	0.000	Merged-chr1-125519353-27
NR22502--MA0039.3.KLF4	chr15	27578267	27578277	+	0.000	0.000	Merged-chr15-27578127-37
NR68049--MA0493.1.Klf1	chr9	22650014	22650024	-	0.000	0.000	Merged-chr9-22649822-33
NR25696--MA1107.1.KLF9	chr16	29978020	29978032	-	0.000	0.000	Merged-chr16-29977874-22
NR52038--MA0039.3.KLF4	chr5	113165094	113165104	+	0.000	0.000	Merged-chr5-113165071-16
NR54018--MA0599.1.KLF5	chr5	143528034	143528043	+	0.000	0.000	Merged-chr5-143528007-72
NR57734--MA1107.1.KLF9	chr6	128962335	128962347	+	0.000	0.000	Merged-chr6-128962247-24
NR26665--MA1107.1.KLF9	chr16	75909026	75909038	-	0.000	0.000	Merged-chr16-75909090-59
NR36564--MA0740.1.KLF14	chr2	71453311	71453324	-	0.000	0.000	Merged-chr2-71453403-56
NR60111--MA0657.1.KLF13	chr7	37978640	37978657	+	0.000	0.000	Merged-chr7-37978660-9
NR70730--MA0742.1.Klf12	chr9	108347992	108348006	+	0.000	0.000	Merged-chr9-108347879-58
NR55507--MA0741.1.KLF16	chr6	54092916	54092926	+	0.000	0.000	Merged-chr6-54092801-44
NR11876--MA0599.1.KLF5	chr11	97104262	97104271	+	0.000	0.000	Merged-chr11-97104187-33
NR70609--MA1107.1.KLF9	chr9	106215445	106215457	-	0.000	0.000	Merged-chr9-106215485-26
NR10306--MA1107.1.KLF9	chr11	57664954	57664966	-	0.000	0.000	Merged-chr11-57664898-25
NR13016--MA1107.1.KLF9	chr11	117299861	117299873	-	0.000	0.000	Merged-chr11-117299965-22
NR49987--MA0493.1.Klf1	chr5	34636798	34636808	-	0.000	0.000	Merged-chr5-34636823-94
NR71945--MA1107.1.KLF9	chrX	48147986	48147998	+	0.000	0.000	Merged-chrX-48147927-58
NR17963--MA0599.1.KLF5	chr13	93990393	93990402	-	0.000	0.000	Merged-chr13-93990352-84
NR50142--MA0599.1.KLF5	chr5	37246328	37246337	+	0.000	0.000	Merged-chr5-37246465-62
NR71479--MA0039.3.KLF4	chr9	122951026	122951036	+	0.000	0.000	Merged-chr9-122950963-68
NR71942--MA0741.1.KLF16	chrX	48147981	48147991	+	0.000	0.000	Merged-chrX-48147927-58
NR30598--MA0742.1.Klf12	chr17	86958068	86958082	+	0.000	0.000	Merged-chr17-86958132-38
NR12164--MA0493.1.Klf1	chr11	100622943	100622953	+	0.000	0.000	Merged-chr11-100622972-47
NR7863--MA0741.1.KLF16	chr10	96408138	96408148	+	0.000	0.000	Merged-chr10-96408012-53
NR54160--MA1107.1.KLF9	chr5	146675276	146675288	+	0.000	0.000	Merged-chr5-146675414-29
NR12980--MA0741.1.KLF16	chr11	117115066	117115076	+	0.000	0.000	Merged-chr11-117114951-91
NR15531--MA0039.3.KLF4	chr12	107961263	107961273	+	0.000	0.000	Merged-chr12-107961222-28
NR2049--MA0493.1.Klf1	chr1	120073818	120073828	-	0.000	0.000	Merged-chr1-120073802-51
NR60807--MA1107.1.KLF9	chr7	64043090	64043102	-	0.000	0.000	Merged-chr7-64043125-48
NR34916--MA0740.1.KLF14	chr2	13575062	13575075	+	0.000	0.000	Merged-chr2-13575035-10
NR48972--MA0741.1.KLF16	chr4	154105752	154105762	-	0.000	0.000	Merged-chr4-154105612-38
NR17962--MA1107.1.KLF9	chr13	93990319	93990331	-	0.000	0.000	Merged-chr13-93990352-84
NR13138--MA0741.1.KLF16	chr11	119056739	119056749	+	0.000	0.000	Merged-chr11-119056911-9
NR4256--MA0742.1.Klf12	chr1	180726285	180726299	-	0.000	0.000	Merged-chr1-180726071-59
NR31022--MA0039.3.KLF4	chr18	23828649	23828659	-	0.000	0.000	Merged-chr18-23828715-22
NR63371--MA0742.1.Klf12	chr7	136270326	136270340	+	0.000	0.000	Merged-chr7-136270364-24
NR16890--MA1107.1.KLF9	chr13	49371711	49371723	+	0.000	0.000	Merged-chr13-49371654-30
NR69273--MA0741.1.KLF16	chr9	66910890	66910900	-	0.000	0.000	Merged-chr9-66910913-26
NR63839--MA0039.3.KLF4	chr7	143644104	143644114	-	0.000	0.000	Merged-chr7-143644190-29
NR72118--MA0493.1.Klf1	chrX	71474485	71474495	+	0.000	0.000	Merged-chrX-71474506-18
NR70529--MA0741.1.KLF16	chr9	104269540	104269550	+	0.000	0.000	Merged-chr9-104269530-16
NR71955--MA0741.1.KLF16	chrX	48234645	48234655	+	0.000	0.000	Merged-chrX-48234508-35
NR13286--MA0599.1.KLF5	chr11	121204192	121204201	+	0.000	0.000	Merged-chr11-121204419-68
NR28295--MA0493.1.Klf1	chr17	28080671	28080681	-	0.000	0.000	Merged-chr17-28080670-10
NR10218--MA0599.1.KLF5	chr11	53852030	53852039	-	0.000	0.000	Merged-chr11-53851984-46
NR33659--MA1107.1.KLF9	chr19	32186702	32186714	+	0.000	0.000	Merged-chr19-32186788-54
NR54290--MA1107.1.KLF9	chr5	149246286	149246298	+	0.000	0.000	Merged-chr5-149246178-51
NR43255--MA1107.1.KLF9	chr3	130691422	130691434	+	0.000	0.000	Merged-chr3-130691489-97
NR18825--MA0599.1.KLF5	chr13	113635890	113635899	-	0.000	0.000	Merged-chr13-113636037-42
NR5848--MA0741.1.KLF16	chr10	43984079	43984089	+	0.000	0.000	Merged-chr10-43984044-26
NR41076--MA0493.1.Klf1	chr3	54567518	54567528	+	0.000	0.000	Merged-chr3-54567528-25
NR9244--MA0493.1.Klf1	chr11	5005465	5005475	+	0.000	0.000	Merged-chr11-5005546-13
NR44483--MA0741.1.KLF16	chr4	8843043	8843053	-	0.000	0.000	Merged-chr4-8842999-47
NR70682--MA0599.1.KLF5	chr9	107551187	107551196	+	0.000	0.000	Merged-chr9-107551360-55
NR57636--MA1107.1.KLF9	chr6	127575263	127575275	+	0.000	0.000	Merged-chr6-127575169-36
NR47677--MA0742.1.Klf12	chr4	132749050	132749064	-	0.000	0.000	Merged-chr4-132748989-25
NR57189--MA0493.1.Klf1	chr6	119199130	119199140	+	0.000	0.000	Merged-chr6-119199024-52
NR33338--MA0599.1.KLF5	chr19	11045231	11045240	-	0.000	0.000	Merged-chr19-11045347-81
NR13070--MA1107.1.KLF9	chr11	117781012	117781024	-	0.000	0.000	Merged-chr11-117781135-87
NR5104--MA0493.1.Klf1	chr10	7473692	7473702	-	0.000	0.000	Merged-chr10-7473929-104
NR8974--MA0599.1.KLF5	chr10	128035583	128035592	+	0.000	0.000	Merged-chr10-128035577-52
NR20803--MA0493.1.Klf1	chr14	67951805	67951815	-	0.000	0.000	Merged-chr14-67951902-1
NR57641--MA0493.1.Klf1	chr6	127575361	127575371	+	0.000	0.000	Merged-chr6-127575169-36
NR9783--MA0742.1.Klf12	chr11	32580745	32580759	-	0.000	0.000	Merged-chr11-32580688-47
NR54156--MA1107.1.KLF9	chr5	146655614	146655626	-	0.000	0.000	Merged-chr5-146655552-37
NR4291--MA1107.1.KLF9	chr1	181144039	181144051	+	0.000	0.000	Merged-chr1-181144225-73
NR12007--MA0740.1.KLF14	chr11	98400534	98400547	-	0.000	0.000	Merged-chr11-98400372-48
NR33945--MA0741.1.KLF16	chr19	41597651	41597661	+	0.000	0.000	Merged-chr19-41597559-38
NR67229--MA0599.1.KLF5	chr8	122556779	122556788	-	0.000	0.000	Merged-chr8-122556749-52
NR43493--MA0493.1.Klf1	chr3	135675685	135675695	+	0.000	0.000	Merged-chr3-135675679-12
NR44831--MA0740.1.KLF14	chr4	33209745	33209758	+	0.000	0.000	Merged-chr4-33209549-46
NR748--MA0493.1.Klf1	chr1	52578381	52578391	+	0.000	0.000	Merged-chr1-52578518-39
NR33216--MA1107.1.KLF9	chr19	8592089	8592101	-	0.000	0.000	Merged-chr19-8592238-38
NR11450--MA1107.1.KLF9	chr11	83427162	83427174	-	0.000	0.000	Merged-chr11-83427228-21
NR17348--MA0741.1.KLF16	chr13	63189570	63189580	-	0.000	0.000	Merged-chr13-63189715-33
NR4359--MA0493.1.Klf1	chr1	182383216	182383226	-	0.000	0.000	Merged-chr1-182383219-38
NR16984--MA0039.3.KLF4	chr13	53000593	53000603	+	0.000	0.000	Merged-chr13-53000704-16
NR42293--MA0741.1.KLF16	chr3	101570947	101570957	+	0.000	0.000	Merged-chr3-101570775-35
NR57476--MA0740.1.KLF14	chr6	125067856	125067869	-	0.000	0.000	Merged-chr6-125067765-41
NR27509--MA0039.3.KLF4	chr17	6743399	6743409	+	0.000	0.000	Merged-chr17-6743228-4
NR644--MA0039.3.KLF4	chr1	43539925	43539935	-	0.000	0.000	Merged-chr1-43540017-49
NR51698--MA0599.1.KLF5	chr5	104982848	104982857	-	0.000	0.000	Merged-chr5-104982699-45
NR65967--MA0599.1.KLF5	chr8	86888353	86888362	-	0.000	0.000	Merged-chr8-86888287-32
NR30412--MA1107.1.KLF9	chr17	83654862	83654874	-	0.000	0.000	Merged-chr17-83654883-58
NR39443--MA0599.1.KLF5	chr2	163084402	163084411	+	0.000	0.000	Merged-chr2-163084384-15
NR12929--MA0741.1.KLF16	chr11	116138899	116138909	+	0.000	0.000	Merged-chr11-116138884-66
NR33036--MA0740.1.KLF14	chr19	5567925	5567938	-	0.000	0.000	Merged-chr19-5567991-110
NR69049--MA0039.3.KLF4	chr9	61427104	61427114	-	0.000	0.000	Merged-chr9-61427187-31
NR18177--MA0742.1.Klf12	chr13	98692029	98692043	-	0.000	0.000	Merged-chr13-98692096-35
NR67112--MA0493.1.Klf1	chr8	120701898	120701908	-	0.000	0.000	Merged-chr8-120702084-56
NR12407--MA0599.1.KLF5	chr11	105126387	105126396	+	0.000	0.000	Merged-chr11-105126391-86
NR62487--MA0599.1.KLF5	chr7	119860417	119860426	+	0.000	0.000	Merged-chr7-119860527-21
NR66908--MA0740.1.KLF14	chr8	117289161	117289174	-	0.000	0.000	Merged-chr8-117289266-15
NR30449--MA0657.1.KLF13	chr17	83854487	83854504	+	0.000	0.000	Merged-chr17-83854411-35
NR67224--MA0741.1.KLF16	chr8	122530725	122530735	+	0.000	0.000	Merged-chr8-122530722-16
NR29201--MA0741.1.KLF16	chr17	47221306	47221316	+	0.000	0.000	Merged-chr17-47221287-27
NR13724--MA1107.1.KLF9	chr12	25092726	25092738	-	0.000	0.000	Merged-chr12-25092783-66
NR53626--MA1107.1.KLF9	chr5	139290672	139290684	+	0.000	0.000	Merged-chr5-139290875-38
NR57878--MA1107.1.KLF9	chr6	131404379	131404391	-	0.000	0.000	Merged-chr6-131404505-15
NR10272--MA0599.1.KLF5	chr11	55131119	55131128	+	0.000	0.000	Merged-chr11-55131266-10
NR9992--MA0741.1.KLF16	chr11	49100590	49100600	-	0.000	0.000	Merged-chr11-49100506-9
NR12313--MA0599.1.KLF5	chr11	102556044	102556053	-	0.000	0.000	Merged-chr11-102556174-73
NR38205--MA0493.1.Klf1	chr2	128470708	128470718	-	0.000	0.000	Merged-chr2-128470524-44
NR47929--MA0493.1.Klf1	chr4	135168038	135168048	+	0.000	0.000	Merged-chr4-135168211-13
NR47704--MA0039.3.KLF4	chr4	132796415	132796425	+	0.000	0.000	Merged-chr4-132796395-33
NR11393--MA0742.1.Klf12	chr11	82214552	82214566	-	0.000	0.000	Merged-chr11-82214647-44
NR34535--MA0742.1.Klf12	chr19	58143977	58143991	-	0.000	0.000	Merged-chr19-58144082-51
NR51697--MA1107.1.KLF9	chr5	104982537	104982549	+	0.000	0.000	Merged-chr5-104982699-45
NR48970--MA0599.1.KLF5	chr4	154105757	154105766	-	0.000	0.000	Merged-chr4-154105612-38
NR2399--MA0740.1.KLF14	chr1	131021665	131021678	-	0.000	0.000	Merged-chr1-131021711-12
NR47079--MA0599.1.KLF5	chr4	119947768	119947777	-	0.000	0.000	Merged-chr4-119947761-47
NR15135--MA0599.1.KLF5	chr12	94083668	94083677	+	0.000	0.000	Merged-chr12-94083592-14
NR34917--MA0657.1.KLF13	chr2	13575061	13575078	+	0.000	0.000	Merged-chr2-13575035-10
NR37903--MA0741.1.KLF16	chr2	119674988	119674998	-	0.000	0.000	Merged-chr2-119675239-113
NR12210--MA0741.1.KLF16	chr11	101009457	101009467	-	0.000	0.000	Merged-chr11-101009406-46
NR61785--MA0740.1.KLF14	chr7	101634555	101634568	-	0.000	0.000	Merged-chr7-101634721-37
NR52641--MA0741.1.KLF16	chr5	124032288	124032298	+	0.000	0.000	Merged-chr5-124032239-28
NR21038--MA0741.1.KLF16	chr14	74835109	74835119	+	0.000	0.000	Merged-chr14-74835162-39
NR60963--MA0741.1.KLF16	chr7	72339612	72339622	-	0.000	0.000	Merged-chr7-72339570-17
NR52707--MA0741.1.KLF16	chr5	124629056	124629066	-	0.000	0.000	Merged-chr5-124629076-75
NR40483--MA0741.1.KLF16	chr3	21991929	21991939	+	0.000	0.000	Merged-chr3-21992010-59
NR24268--MA0740.1.KLF14	chr15	89315385	89315398	+	0.000	0.000	Merged-chr15-89315348-55
NR12411--MA0493.1.Klf1	chr11	105126435	105126445	-	0.000	0.000	Merged-chr11-105126391-86
NR23717--MA0741.1.KLF16	chr15	78928309	78928319	+	0.000	0.000	Merged-chr15-78928209-40
NR60965--MA0493.1.Klf1	chr7	72349956	72349966	+	0.000	0.000	Merged-chr7-72350151-23
NR62044--MA0599.1.KLF5	chr7	110202891	110202900	+	0.000	0.000	Merged-chr7-110202943-8
NR29214--MA0741.1.KLF16	chr17	47542187	47542197	+	0.000	0.000	Merged-chr17-47542240-31
NR24125--MA0740.1.KLF14	chr15	86058711	86058724	-	0.000	0.000	Merged-chr15-86058836-53
NR66170--MA0493.1.Klf1	chr8	94447720	94447730	-	0.000	0.000	Merged-chr8-94447653-43
NR52434--MA0493.1.Klf1	chr5	120688652	120688662	-	0.000	0.000	Merged-chr5-120688663-27
NR12114--MA0741.1.KLF16	chr11	99230458	99230468	+	0.000	0.000	Merged-chr11-99230573-70
NR23698--MA0741.1.KLF16	chr15	78835208	78835218	-	0.000	0.000	Merged-chr15-78835387-37
NR8862--MA0493.1.Klf1	chr10	127141094	127141104	+	0.000	0.000	Merged-chr10-127141144-2
NR48311--MA0741.1.KLF16	chr4	140948280	140948290	+	0.000	0.000	Merged-chr4-140948211-54
NR12366--MA0741.1.KLF16	chr11	103360401	103360411	-	0.000	0.000	Merged-chr11-103360491-36
NR13045--MA0740.1.KLF14	chr11	117611226	117611239	+	0.000	0.000	Merged-chr11-117611199-52
NR11397--MA0741.1.KLF16	chr11	82214555	82214565	-	0.000	0.000	Merged-chr11-82214647-44
NR35746--MA0493.1.Klf1	chr2	32601596	32601606	+	0.000	0.000	Merged-chr2-32601597-23
NR59285--MA0742.1.Klf12	chr7	19404149	19404163	+	0.000	0.000	Merged-chr7-19404013-49
NR35451--MA0599.1.KLF5	chr2	27693905	27693914	-	0.000	0.000	Merged-chr2-27693880-30
NR69436--MA0599.1.KLF5	chr9	72274959	72274968	+	0.000	0.000	Merged-chr9-72275130-67
NR24774--MA0599.1.KLF5	chr15	100461130	100461139	-	0.000	0.000	Merged-chr15-100461368-57
NR49589--MA1107.1.KLF9	chr5	23722185	23722197	+	0.000	0.000	Merged-chr5-23722080-21
NR63852--MA0742.1.Klf12	chr7	143724043	143724057	-	0.000	0.000	Merged-chr7-143724096-15
NR48802--MA0740.1.KLF14	chr4	150894753	150894766	+	0.000	0.000	Merged-chr4-150894695-19
NR49069--MA0741.1.KLF16	chr4	155217458	155217468	-	0.000	0.000	Merged-chr4-155217471-52
NR28015--MA0742.1.Klf12	chr17	23980381	23980395	-	0.000	0.000	Merged-chr17-23980482-41
NR54771--MA0599.1.KLF5	chr6	29232574	29232583	-	0.000	0.000	Merged-chr6-29232345-65
NR28462--MA0599.1.KLF5	chr17	29769354	29769363	+	0.000	0.000	Merged-chr17-29769470-62
NR42533--MA1107.1.KLF9	chr3	105825730	105825742	+	0.000	0.000	Merged-chr3-105825792-34
NR12461--MA0599.1.KLF5	chr11	106036723	106036732	-	0.000	0.000	Merged-chr11-106036906-50
NR33000--MA0741.1.KLF16	chr19	5273281	5273291	+	0.000	0.000	Merged-chr19-5273188-67
NR13048--MA0039.3.KLF4	chr11	117611239	117611249	+	0.000	0.000	Merged-chr11-117611199-52
NR54286--MA0039.3.KLF4	chr5	149246276	149246286	-	0.000	0.000	Merged-chr5-149246178-51
NR1363--MA0493.1.Klf1	chr1	80703445	80703455	-	0.000	0.000	Merged-chr1-80703457-36
NR56238--MA1107.1.KLF9	chr6	88832789	88832801	-	0.000	0.000	Merged-chr6-88832926-25
NR11997--MA0740.1.KLF14	chr11	98358349	98358362	-	0.000	0.000	Merged-chr11-98358396-75
NR62375--MA0493.1.Klf1	chr7	118276889	118276899	+	0.000	0.000	Merged-chr7-118276887-4
NR22115--MA0493.1.Klf1	chr14	121999699	121999709	+	0.000	0.000	Merged-chr14-121999673-38
NR18517--MA0599.1.KLF5	chr13	107095397	107095406	-	0.000	0.000	Merged-chr13-107095527-25
NR58419--MA0599.1.KLF5	chr6	142862378	142862387	-	0.000	0.000	Merged-chr6-142862347-56
NR40447--MA0039.3.KLF4	chr3	19459141	19459151	-	0.000	0.000	Merged-chr3-19459037-66
NR54695--MA0741.1.KLF16	chr6	22424204	22424214	+	0.000	0.000	Merged-chr6-22424289-78
