#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Tcf7/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval0.3-log2fc0.5_dn.bed
NR1599--MA0523.1.TCF7L2	chr11	108901318	108901331	-	0.000	0.000	Merged-chr11-108901238-21
NR7018--MA1421.1.TCF7L1	chr5	149427542	149427553	+	0.000	0.000	Merged-chr5-149427432-30
NR7021--MA0769.1.Tcf7	chr5	149459345	149459356	+	0.000	0.000	Merged-chr5-149459249-24
NR3507--MA0523.1.TCF7L2	chr16	44735811	44735824	+	0.000	0.000	Merged-chr16-44735956-40
NR3392--MA1421.1.TCF7L1	chr16	15910370	15910381	+	0.000	0.000	Merged-chr16-15910429-9
NR3454--MA0769.1.Tcf7	chr16	32229274	32229285	+	0.000	0.000	Merged-chr16-32229198-4
NR933--MA0769.1.Tcf7	chr10	60000165	60000176	-	0.000	0.000	Merged-chr10-60000232-10
NR4390--MA0523.1.TCF7L2	chr19	21547554	21547567	-	0.000	0.000	Merged-chr19-21547622-17
NR4602--MA0523.1.TCF7L2	chr2	19316120	19316133	-	0.000	0.000	Merged-chr2-19316159-10
NR1727--MA1421.1.TCF7L1	chr12	25601141	25601152	-	0.000	0.000	Merged-chr12-25601123-16
NR396--MA0769.1.Tcf7	chr1	135807886	135807897	-	0.000	0.000	Merged-chr1-135807785-37
NR1426--MA1421.1.TCF7L1	chr11	61142375	61142386	-	0.000	0.000	Merged-chr11-61142505-33
NR4664--MA1421.1.TCF7L1	chr2	38068469	38068480	+	0.000	0.000	Merged-chr2-38068550-14
NR4889--MA0769.1.Tcf7	chr2	84016489	84016500	-	0.000	0.000	Merged-chr2-84016424-23
NR900--MA1421.1.TCF7L1	chr10	54255357	54255368	+	0.000	0.000	Merged-chr10-54255218-57
NR2218--MA0523.1.TCF7L2	chr13	31107794	31107807	-	0.000	0.000	Merged-chr13-31107608-9
NR3364--MA0523.1.TCF7L2	chr16	7419922	7419935	-	0.000	0.000	Merged-chr16-7419949-42
NR4195--MA1421.1.TCF7L1	chr18	65016107	65016118	-	0.000	0.000	Merged-chr18-65016159-16
NR2147--MA1421.1.TCF7L1	chr13	5769669	5769680	+	0.000	0.000	Merged-chr13-5769839-23
NR1367--MA0523.1.TCF7L2	chr11	34043007	34043020	+	0.000	0.000	Merged-chr11-34043059-39
NR3911--MA0769.1.Tcf7	chr17	65740462	65740473	-	0.000	0.000	Merged-chr17-65740416-17
NR4773--MA0523.1.TCF7L2	chr2	59332460	59332473	-	0.000	0.000	Merged-chr2-59332590-12
NR998--MA1421.1.TCF7L1	chr10	75417807	75417818	+	0.000	0.000	Merged-chr10-75417748-37
NR5764--MA0769.1.Tcf7	chr3	115897972	115897983	-	0.000	0.000	Merged-chr3-115897908-5
NR6948--MA0769.1.Tcf7	chr5	134572285	134572296	-	0.000	0.000	Merged-chr5-134572042-51
NR64--MA0523.1.TCF7L2	chr1	36910447	36910460	+	0.000	0.000	Merged-chr1-36910479-15
NR5589--MA0523.1.TCF7L2	chr3	81489541	81489554	-	0.000	0.000	Merged-chr3-81489616-14
NR5686--MA1421.1.TCF7L1	chr3	101029429	101029440	+	0.000	0.000	Merged-chr3-101029545-28
NR8995--MA0523.1.TCF7L2	chr9	118890388	118890401	-	0.000	0.000	Merged-chr9-118890241-21
NR620--MA0769.1.Tcf7	chr1	179025496	179025507	-	0.000	0.000	Merged-chr1-179025362-29
NR2630--MA0523.1.TCF7L2	chr14	15273331	15273344	-	0.000	0.000	Merged-chr14-15273135-43
NR2294--MA0523.1.TCF7L2	chr13	52617347	52617360	+	0.000	0.000	Merged-chr13-52617361-10
NR6743--MA1421.1.TCF7L1	chr5	89900166	89900177	-	0.000	0.000	Merged-chr5-89900078-10
NR6575--MA1421.1.TCF7L1	chr5	23610829	23610840	+	0.000	0.000	Merged-chr5-23610857-14
NR1920--MA1421.1.TCF7L1	chr12	82187507	82187518	-	0.000	0.000	Merged-chr12-82187311-20
NR3351--MA0523.1.TCF7L2	chr16	4913139	4913152	-	0.000	0.000	Merged-chr16-4913166-6
NR4129--MA0523.1.TCF7L2	chr18	49721796	49721809	+	0.000	0.000	Merged-chr18-49721855-41
NR4804--MA0523.1.TCF7L2	chr2	65421992	65422005	+	0.000	0.000	Merged-chr2-65422005-11
NR1002--MA0523.1.TCF7L2	chr10	75417902	75417915	-	0.000	0.000	Merged-chr10-75417748-37
NR1788--MA0523.1.TCF7L2	chr12	41167987	41168000	-	0.000	0.000	Merged-chr12-41167989-46
NR51--MA0523.1.TCF7L2	chr1	35580595	35580608	-	0.000	0.000	Merged-chr1-35580626-34
NR8220--MA1421.1.TCF7L1	chr8	41334274	41334285	-	0.000	0.000	Merged-chr8-41334366-24
NR3132--MA0523.1.TCF7L2	chr15	50694282	50694295	-	0.000	0.000	Merged-chr15-50694314-20
NR766--MA1421.1.TCF7L1	chr10	16742193	16742204	+	0.000	0.000	Merged-chr10-16742341-18
NR2956--MA0769.1.Tcf7	chr14	108374020	108374031	+	0.000	0.000	Merged-chr14-108373968-8
NR625--MA0769.1.Tcf7	chr1	179240800	179240811	+	0.000	0.000	Merged-chr1-179240877-38
NR6899--MA0523.1.TCF7L2	chr5	117924807	117924820	+	0.000	0.000	Merged-chr5-117924808-8
NR3265--MA0523.1.TCF7L2	chr15	86064959	86064972	-	0.000	0.000	Merged-chr15-86064998-16
NR7613--MA0769.1.Tcf7	chr6	145469522	145469533	+	0.000	0.000	Merged-chr6-145469437-17
NR8595--MA0523.1.TCF7L2	chr9	36905421	36905434	-	0.000	0.000	Merged-chr9-36905642-9
NR3940--MA0523.1.TCF7L2	chr17	78304332	78304345	-	0.000	0.000	Merged-chr17-78304287-20
NR8338--MA0523.1.TCF7L2	chr8	84067306	84067319	-	0.000	0.000	Merged-chr8-84067412-4
NR3061--MA0769.1.Tcf7	chr15	25828686	25828697	-	0.000	0.000	Merged-chr15-25828667-44
NR8027--MA0769.1.Tcf7	chr7	127922800	127922811	-	0.000	0.000	Merged-chr7-127922827-35
NR3311--MA1421.1.TCF7L1	chr15	97842349	97842360	-	0.000	0.000	Merged-chr15-97842393-22
NR8712--MA0523.1.TCF7L2	chr9	66899729	66899742	-	0.000	0.000	Merged-chr9-66899689-35
NR3143--MA1421.1.TCF7L1	chr15	52887039	52887050	-	0.000	0.000	Merged-chr15-52887057-9
NR8815--MA0769.1.Tcf7	chr9	85710512	85710523	+	0.000	0.000	Merged-chr9-85710514-26
NR8376--MA0523.1.TCF7L2	chr8	95679302	95679315	-	0.000	0.000	Merged-chr8-95679341-1
NR3721--MA0523.1.TCF7L2	chr16	97402539	97402552	-	0.000	0.000	Merged-chr16-97402543-6
NR3818--MA0769.1.Tcf7	chr17	33456822	33456833	+	0.000	0.000	Merged-chr17-33456861-18
NR5241--MA0769.1.Tcf7	chr2	153003057	153003068	+	0.000	0.000	Merged-chr2-153002914-29
NR6792--MA0769.1.Tcf7	chr5	97090319	97090330	+	0.000	0.000	Merged-chr5-97090318-20
NR269--MA0523.1.TCF7L2	chr1	94025609	94025622	+	0.000	0.000	Merged-chr1-94025615-17
NR2858--MA0769.1.Tcf7	chr14	72822371	72822382	+	0.000	0.000	Merged-chr14-72822179-91
NR7799--MA1421.1.TCF7L1	chr7	75397536	75397547	+	0.000	0.000	Merged-chr7-75397713-20
NR5568--MA0769.1.Tcf7	chr3	79129256	79129267	-	0.000	0.000	Merged-chr3-79129160-12
NR109--MA1421.1.TCF7L1	chr1	54179463	54179474	+	0.000	0.000	Merged-chr1-54179404-9
NR4805--MA0769.1.Tcf7	chr2	65421992	65422003	+	0.000	0.000	Merged-chr2-65422005-11
NR9010--MA1421.1.TCF7L1	chr9	120692066	120692077	-	0.000	0.000	Merged-chr9-120691973-52
NR4781--MA0523.1.TCF7L2	chr2	60717566	60717579	-	0.000	0.000	Merged-chr2-60717548-24
NR7627--MA0769.1.Tcf7	chr6	146960265	146960276	-	0.000	0.000	Merged-chr6-146960171-26
NR5488--MA1421.1.TCF7L1	chr3	55660069	55660080	+	0.000	0.000	Merged-chr3-55660012-44
NR3854--MA0769.1.Tcf7	chr17	45342331	45342342	-	0.000	0.000	Merged-chr17-45342322-7
NR7184--MA1421.1.TCF7L1	chr6	54229153	54229164	+	0.000	0.000	Merged-chr6-54229087-24
NR5492--MA0769.1.Tcf7	chr3	55660069	55660080	+	0.000	0.000	Merged-chr3-55660012-44
NR917--MA1421.1.TCF7L1	chr10	59435691	59435702	-	0.000	0.000	Merged-chr10-59435699-1
NR3513--MA1421.1.TCF7L1	chr16	45361322	45361333	-	0.000	0.000	Merged-chr16-45361455-26
NR4562--MA0523.1.TCF7L2	chr2	9770951	9770964	+	0.000	0.000	Merged-chr2-9770898-17
NR8578--MA0523.1.TCF7L2	chr9	32677752	32677765	-	0.000	0.000	Merged-chr9-32677802-10
NR7036--MA0523.1.TCF7L2	chr5	151417186	151417199	+	0.000	0.000	Merged-chr5-151417137-15
NR2648--MA0769.1.Tcf7	chr14	21078625	21078636	-	0.000	0.000	Merged-chr14-21078723-20
NR2433--MA0769.1.Tcf7	chr13	91564911	91564922	+	0.000	0.000	Merged-chr13-91564824-14
NR205--MA0523.1.TCF7L2	chr1	84318772	84318785	+	0.000	0.000	Merged-chr1-84318831-8
NR7878--MA0769.1.Tcf7	chr7	99448819	99448830	+	0.000	0.000	Merged-chr7-99448704-1
NR1003--MA0769.1.Tcf7	chr10	75417904	75417915	-	0.000	0.000	Merged-chr10-75417748-37
NR2647--MA0523.1.TCF7L2	chr14	21078623	21078636	-	0.000	0.000	Merged-chr14-21078723-20
NR7074--MA0523.1.TCF7L2	chr6	15783259	15783272	+	0.000	0.000	Merged-chr6-15783250-24
NR6928--MA1421.1.TCF7L1	chr5	124907041	124907052	-	0.000	0.000	Merged-chr5-124907107-45
NR6448--MA0769.1.Tcf7	chr4	144986271	144986282	+	0.000	0.000	Merged-chr4-144986370-39
NR5218--MA1421.1.TCF7L1	chr2	150134375	150134386	-	0.000	0.000	Merged-chr2-150134419-14
NR6900--MA0769.1.Tcf7	chr5	117924807	117924818	+	0.000	0.000	Merged-chr5-117924808-8
NR7775--MA0769.1.Tcf7	chr7	67353151	67353162	+	0.000	0.000	Merged-chr7-67353153-2
NR7773--MA1421.1.TCF7L1	chr7	67353151	67353162	+	0.000	0.000	Merged-chr7-67353153-2
NR120--MA0769.1.Tcf7	chr1	57952719	57952730	+	0.000	0.000	Merged-chr1-57952740-16
NR5009--MA0769.1.Tcf7	chr2	113234797	113234808	-	0.000	0.000	Merged-chr2-113234652-8
NR3235--MA0523.1.TCF7L2	chr15	80020709	80020722	+	0.000	0.000	Merged-chr15-80020745-7
NR942--MA1421.1.TCF7L1	chr10	61233358	61233369	+	0.000	0.000	Merged-chr10-61233317-40
NR4080--MA0523.1.TCF7L2	chr18	34103047	34103060	-	0.000	0.000	Merged-chr18-34103168-40
NR7926--MA0523.1.TCF7L2	chr7	112213248	112213261	-	0.000	0.000	Merged-chr7-112213302-61
NR6709--MA1421.1.TCF7L1	chr5	74105560	74105571	-	0.000	0.000	Merged-chr5-74105575-19
NR4124--MA0523.1.TCF7L2	chr18	46381184	46381197	+	0.000	0.000	Merged-chr18-46381195-31
NR2684--MA0769.1.Tcf7	chr14	34670398	34670409	+	0.000	0.000	Merged-chr14-34670464-10
NR6048--MA0523.1.TCF7L2	chr4	7961626	7961639	-	0.000	0.000	Merged-chr4-7961828-25
NR3441--MA0523.1.TCF7L2	chr16	30656095	30656108	+	0.000	0.000	Merged-chr16-30655956-7
NR6254--MA0523.1.TCF7L2	chr4	88122427	88122440	+	0.000	0.000	Merged-chr4-88122493-27
NR9185--MA0769.1.Tcf7	chrX	166718155	166718166	+	0.000	0.000	Merged-chrX-166718260-20
NR254--MA1421.1.TCF7L1	chr1	91626307	91626318	-	0.000	0.000	Merged-chr1-91626193-21
NR3313--MA0769.1.Tcf7	chr15	97842349	97842360	-	0.000	0.000	Merged-chr15-97842393-22
NR2864--MA1421.1.TCF7L1	chr14	73472603	73472614	+	0.000	0.000	Merged-chr14-73472602-8
NR195--MA0523.1.TCF7L2	chr1	82795538	82795551	+	0.000	0.000	Merged-chr1-82795778-30
NR1608--MA0523.1.TCF7L2	chr11	109785570	109785583	+	0.000	0.000	Merged-chr11-109785498-8
NR7471--MA0769.1.Tcf7	chr6	118621840	118621851	-	0.000	0.000	Merged-chr6-118621968-6
NR870--MA0523.1.TCF7L2	chr10	44444529	44444542	+	0.000	0.000	Merged-chr10-44444573-2
NR7113--MA0769.1.Tcf7	chr6	34939575	34939586	-	0.000	0.000	Merged-chr6-34939585-12
NR1192--MA1421.1.TCF7L1	chr10	111562791	111562802	+	0.000	0.000	Merged-chr10-111562842-26
NR4810--MA1421.1.TCF7L1	chr2	65871125	65871136	-	0.000	0.000	Merged-chr2-65871141-19
NR4076--MA0523.1.TCF7L2	chr18	33781014	33781027	+	0.000	0.000	Merged-chr18-33781041-12
NR1035--MA0769.1.Tcf7	chr10	82728186	82728197	-	0.000	0.000	Merged-chr10-82728321-8
NR3534--MA1421.1.TCF7L1	chr16	48745642	48745653	-	0.000	0.000	Merged-chr16-48745701-29
NR879--MA0523.1.TCF7L2	chr10	50650806	50650819	-	0.000	0.000	Merged-chr10-50650757-16
NR226--MA0523.1.TCF7L2	chr1	85958379	85958392	+	0.000	0.000	Merged-chr1-85958439-33
NR5567--MA0523.1.TCF7L2	chr3	79129254	79129267	-	0.000	0.000	Merged-chr3-79129160-12
NR7659--MA0523.1.TCF7L2	chr7	12803542	12803555	+	0.000	0.000	Merged-chr7-12803632-59
NR7756--MA1421.1.TCF7L1	chr7	63816454	63816465	+	0.000	0.000	Merged-chr7-63816277-96
NR3309--MA0769.1.Tcf7	chr15	97400989	97401000	+	0.000	0.000	Merged-chr15-97401100-7
NR2296--MA1421.1.TCF7L1	chr13	52628151	52628162	+	0.000	0.000	Merged-chr13-52628204-1
NR5817--MA0523.1.TCF7L2	chr3	126825131	126825144	-	0.000	0.000	Merged-chr3-126825034-19
NR1728--MA0523.1.TCF7L2	chr12	25601139	25601152	-	0.000	0.000	Merged-chr12-25601123-16
NR8079--MA0523.1.TCF7L2	chr7	136211566	136211579	+	0.000	0.000	Merged-chr7-136211556-10
NR6919--MA0769.1.Tcf7	chr5	121173009	121173020	+	0.000	0.000	Merged-chr5-121173124-16
NR2670--MA1421.1.TCF7L1	chr14	30024459	30024470	-	0.000	0.000	Merged-chr14-30024538-20
NR4709--MA0523.1.TCF7L2	chr2	45946382	45946395	+	0.000	0.000	Merged-chr2-45946471-14
NR2931--MA0769.1.Tcf7	chr14	103017271	103017282	-	0.000	0.000	Merged-chr14-103017290-44
NR4313--MA0523.1.TCF7L2	chr18	84911821	84911834	-	0.000	0.000	Merged-chr18-84911932-15
NR1598--MA0523.1.TCF7L2	chr11	108202866	108202879	-	0.000	0.000	Merged-chr11-108202916-3
NR5968--MA0769.1.Tcf7	chr3	148493442	148493453	-	0.000	0.000	Merged-chr3-148493527-10
NR8463--MA0769.1.Tcf7	chr8	123404748	123404759	-	0.000	0.000	Merged-chr8-123404693-24
NR2655--MA0523.1.TCF7L2	chr14	22270836	22270849	-	0.000	0.000	Merged-chr14-22271018-1
NR5058--MA1421.1.TCF7L1	chr2	121570240	121570251	+	0.000	0.000	Merged-chr2-121570231-16
NR1812--MA1421.1.TCF7L1	chr12	53024928	53024939	-	0.000	0.000	Merged-chr12-53024873-19
NR5771--MA0769.1.Tcf7	chr3	116386819	116386830	+	0.000	0.000	Merged-chr3-116386953-10
NR8207--MA1421.1.TCF7L1	chr8	36010599	36010610	+	0.000	0.000	Merged-chr8-36010714-39
NR2027--MA0769.1.Tcf7	chr12	106658339	106658350	-	0.000	0.000	Merged-chr12-106658505-23
NR1631--MA0769.1.Tcf7	chr11	113206337	113206348	+	0.000	0.000	Merged-chr11-113206318-17
NR7051--MA0769.1.Tcf7	chr6	8490165	8490176	-	0.000	0.000	Merged-chr6-8490222-10
NR1921--MA0523.1.TCF7L2	chr12	82187505	82187518	-	0.000	0.000	Merged-chr12-82187311-20
NR2148--MA0769.1.Tcf7	chr13	5769669	5769680	+	0.000	0.000	Merged-chr13-5769839-23
NR2628--MA1421.1.TCF7L1	chr14	15272608	15272619	+	0.000	0.000	Merged-chr14-15272424-5
NR3774--MA1421.1.TCF7L1	chr17	21661845	21661856	+	0.000	0.000	Merged-chr17-21661730-8
NR7958--MA1421.1.TCF7L1	chr7	116557589	116557600	-	0.000	0.000	Merged-chr7-116557657-1
NR8918--MA0523.1.TCF7L2	chr9	108617523	108617536	+	0.000	0.000	Merged-chr9-108617434-16
NR3023--MA0769.1.Tcf7	chr15	5108582	5108593	-	0.000	0.000	Merged-chr15-5108448-64
NR3905--MA0769.1.Tcf7	chr17	63460229	63460240	-	0.000	0.000	Merged-chr17-63460148-16
NR731--MA1421.1.TCF7L1	chr10	6954709	6954720	-	0.000	0.000	Merged-chr10-6954726-16
NR2217--MA0523.1.TCF7L2	chr13	30833848	30833861	+	0.000	0.000	Merged-chr13-30833715-52
NR8253--MA0769.1.Tcf7	chr8	60954792	60954803	+	0.000	0.000	Merged-chr8-60954738-34
NR1366--MA0523.1.TCF7L2	chr11	30168263	30168276	-	0.000	0.000	Merged-chr11-30168139-12
NR6005--MA0523.1.TCF7L2	chr3	154694066	154694079	-	0.000	0.000	Merged-chr3-154694103-10
NR5647--MA1421.1.TCF7L1	chr3	97274117	97274128	+	0.000	0.000	Merged-chr3-97274158-19
NR6512--MA0769.1.Tcf7	chr4	150517644	150517655	-	0.000	0.000	Merged-chr4-150517532-35
NR1609--MA0769.1.Tcf7	chr11	109785570	109785581	+	0.000	0.000	Merged-chr11-109785498-8
NR1206--MA1421.1.TCF7L1	chr10	114645086	114645097	-	0.000	0.000	Merged-chr10-114644949-1
NR4515--MA0523.1.TCF7L2	chr19	58443269	58443282	+	0.000	0.000	Merged-chr19-58443436-34
NR3086--MA1421.1.TCF7L1	chr15	31649926	31649937	+	0.000	0.000	Merged-chr15-31649789-27
NR5756--MA0523.1.TCF7L2	chr3	115604041	115604054	+	0.000	0.000	Merged-chr3-115603959-15
NR7960--MA0769.1.Tcf7	chr7	116557589	116557600	-	0.000	0.000	Merged-chr7-116557657-1
NR7817--MA0769.1.Tcf7	chr7	79190893	79190904	+	0.000	0.000	Merged-chr7-79190820-25
NR1891--MA0769.1.Tcf7	chr12	76853353	76853364	-	0.000	0.000	Merged-chr12-76853290-4
NR1748--MA0769.1.Tcf7	chr12	31756178	31756189	-	0.000	0.000	Merged-chr12-31756239-29
NR5785--MA0769.1.Tcf7	chr3	121600658	121600669	-	0.000	0.000	Merged-chr3-121600632-14
NR8108--MA1421.1.TCF7L1	chr7	142967347	142967358	+	0.000	0.000	Merged-chr7-142967366-1
NR650--MA0769.1.Tcf7	chr1	181157418	181157429	-	0.000	0.000	Merged-chr1-181157308-13
NR402--MA0523.1.TCF7L2	chr1	136618658	136618671	-	0.000	0.000	Merged-chr1-136618798-23
NR4033--MA0523.1.TCF7L2	chr18	12876590	12876603	+	0.000	0.000	Merged-chr18-12876665-8
NR7177--MA0769.1.Tcf7	chr6	53706591	53706602	+	0.000	0.000	Merged-chr6-53706669-3
NR426--MA1421.1.TCF7L1	chr1	138912380	138912391	-	0.000	0.000	Merged-chr1-138912378-18
NR1663--MA0769.1.Tcf7	chr11	119363880	119363891	-	0.000	0.000	Merged-chr11-119363762-38
NR1305--MA0769.1.Tcf7	chr11	3557883	3557894	+	0.000	0.000	Merged-chr11-3557717-6
NR8052--MA0769.1.Tcf7	chr7	132364749	132364760	-	0.000	0.000	Merged-chr7-132364794-24
NR8520--MA1421.1.TCF7L1	chr9	11559578	11559589	-	0.000	0.000	Merged-chr9-11559688-28
NR3610--MA0769.1.Tcf7	chr16	76575446	76575457	-	0.000	0.000	Merged-chr16-76575582-30
NR1775--MA0769.1.Tcf7	chr12	39649245	39649256	-	0.000	0.000	Merged-chr12-39649191-14
NR3432--MA0523.1.TCF7L2	chr16	25466154	25466167	+	0.000	0.000	Merged-chr16-25466054-6
NR3264--MA0523.1.TCF7L2	chr15	86064926	86064939	-	0.000	0.000	Merged-chr15-86064998-16
NR23--MA1421.1.TCF7L1	chr1	15791838	15791849	+	0.000	0.000	Merged-chr1-15791984-23
NR8173--MA0769.1.Tcf7	chr8	25769246	25769257	+	0.000	0.000	Merged-chr8-25769209-9
NR780--MA0769.1.Tcf7	chr10	19406887	19406898	-	0.000	0.000	Merged-chr10-19406936-14
NR5105--MA0769.1.Tcf7	chr2	132180715	132180726	+	0.000	0.000	Merged-chr2-132180846-32
NR6597--MA0523.1.TCF7L2	chr5	36140700	36140713	-	0.000	0.000	Merged-chr5-36140594-4
NR4391--MA0769.1.Tcf7	chr19	21547556	21547567	-	0.000	0.000	Merged-chr19-21547622-17
NR3060--MA1421.1.TCF7L1	chr15	25828686	25828697	-	0.000	0.000	Merged-chr15-25828667-44
NR2649--MA1421.1.TCF7L1	chr14	21078678	21078689	-	0.000	0.000	Merged-chr14-21078723-20
NR7625--MA0769.1.Tcf7	chr6	146960240	146960251	-	0.000	0.000	Merged-chr6-146960171-26
NR5217--MA0769.1.Tcf7	chr2	150130342	150130353	+	0.000	0.000	Merged-chr2-150130462-1
NR8952--MA0769.1.Tcf7	chr9	114604275	114604286	-	0.000	0.000	Merged-chr9-114604237-4
NR3609--MA0523.1.TCF7L2	chr16	76575444	76575457	-	0.000	0.000	Merged-chr16-76575582-30
NR4812--MA0769.1.Tcf7	chr2	65871125	65871136	-	0.000	0.000	Merged-chr2-65871141-19
NR3045--MA0523.1.TCF7L2	chr15	10447302	10447315	+	0.000	0.000	Merged-chr15-10447359-14
NR8706--MA0769.1.Tcf7	chr9	65084569	65084580	-	0.000	0.000	Merged-chr9-65084631-10
NR1341--MA0769.1.Tcf7	chr11	20035502	20035513	+	0.000	0.000	Merged-chr11-20035595-25
NR65--MA0769.1.Tcf7	chr1	36910447	36910458	+	0.000	0.000	Merged-chr1-36910479-15
NR8171--MA1421.1.TCF7L1	chr8	25769246	25769257	+	0.000	0.000	Merged-chr8-25769209-9
NR2796--MA0523.1.TCF7L2	chr14	59202010	59202023	-	0.000	0.000	Merged-chr14-59201879-5
NR4888--MA0523.1.TCF7L2	chr2	84016487	84016500	-	0.000	0.000	Merged-chr2-84016424-23
NR1453--MA0769.1.Tcf7	chr11	68204521	68204532	-	0.000	0.000	Merged-chr11-68204624-12
NR788--MA0523.1.TCF7L2	chr10	19965011	19965024	+	0.000	0.000	Merged-chr10-19965136-5
NR3853--MA0523.1.TCF7L2	chr17	45342329	45342342	-	0.000	0.000	Merged-chr17-45342322-7
NR1207--MA0769.1.Tcf7	chr10	114645086	114645097	-	0.000	0.000	Merged-chr10-114644949-1
NR7473--MA0523.1.TCF7L2	chr6	120006467	120006480	+	0.000	0.000	Merged-chr6-120006378-7
NR400--MA1421.1.TCF7L1	chr1	136609083	136609094	-	0.000	0.000	Merged-chr1-136609076-3
NR3727--MA0769.1.Tcf7	chr17	3246828	3246839	+	0.000	0.000	Merged-chr17-3246798-10
NR9147--MA0769.1.Tcf7	chrX	134301655	134301666	-	0.000	0.000	Merged-chrX-134301547-11
NR4441--MA0523.1.TCF7L2	chr19	40665895	40665908	-	0.000	0.000	Merged-chr19-40666029-20
NR539--MA0769.1.Tcf7	chr1	161480192	161480203	-	0.000	0.000	Merged-chr1-161480099-19
NR5726--MA0523.1.TCF7L2	chr3	108124338	108124351	+	0.000	0.000	Merged-chr3-108124378-33
NR9165--MA0769.1.Tcf7	chrX	153375286	153375297	-	0.000	0.000	Merged-chrX-153375365-26
NR7446--MA1421.1.TCF7L1	chr6	115560105	115560116	+	0.000	0.000	Merged-chr6-115560075-18
NR8760--MA1421.1.TCF7L1	chr9	77683541	77683552	+	0.000	0.000	Merged-chr9-77683679-29
NR3672--MA0523.1.TCF7L2	chr16	92307632	92307645	+	0.000	0.000	Merged-chr16-92307633-7
NR3087--MA0769.1.Tcf7	chr15	31649926	31649937	+	0.000	0.000	Merged-chr15-31649789-27
NR4921--MA1421.1.TCF7L1	chr2	92948442	92948453	+	0.000	0.000	Merged-chr2-92948458-20
NR575--MA0769.1.Tcf7	chr1	167296112	167296123	-	0.000	0.000	Merged-chr1-167296095-13
NR2139--MA0523.1.TCF7L2	chr13	3479835	3479848	+	0.000	0.000	Merged-chr13-3479941-4
NR8373--MA1421.1.TCF7L1	chr8	95247524	95247535	+	0.000	0.000	Merged-chr8-95247520-25
NR4100--MA1421.1.TCF7L1	chr18	38584853	38584864	-	0.000	0.000	Merged-chr18-38584729-14
NR1109--MA0769.1.Tcf7	chr10	96201432	96201443	+	0.000	0.000	Merged-chr10-96201472-66
NR1104--MA0523.1.TCF7L2	chr10	95691109	95691122	+	0.000	0.000	Merged-chr10-95691143-13
NR6697--MA0769.1.Tcf7	chr5	67930823	67930834	-	0.000	0.000	Merged-chr5-67930859-12
NR7097--MA1421.1.TCF7L1	chr6	30677300	30677311	+	0.000	0.000	Merged-chr6-30677356-3
NR799--MA0769.1.Tcf7	chr10	24111229	24111240	-	0.000	0.000	Merged-chr10-24111264-14
NR5267--MA0769.1.Tcf7	chr2	158723968	158723979	-	0.000	0.000	Merged-chr2-158724013-3
NR1538--MA0523.1.TCF7L2	chr11	96058765	96058778	+	0.000	0.000	Merged-chr11-96058605-21
NR5775--MA1421.1.TCF7L1	chr3	117044690	117044701	+	0.000	0.000	Merged-chr3-117044595-20
NR902--MA0769.1.Tcf7	chr10	54255357	54255368	+	0.000	0.000	Merged-chr10-54255218-57
NR5819--MA1421.1.TCF7L1	chr3	126834995	126835006	+	0.000	0.000	Merged-chr3-126834809-55
NR5423--MA1421.1.TCF7L1	chr3	21995859	21995870	+	0.000	0.000	Merged-chr3-21996009-51
NR3258--MA1421.1.TCF7L1	chr15	85042792	85042803	-	0.000	0.000	Merged-chr15-85042702-72
NR4572--MA1421.1.TCF7L1	chr2	11441904	11441915	-	0.000	0.000	Merged-chr2-11441982-17
NR1744--MA0523.1.TCF7L2	chr12	31621765	31621778	+	0.000	0.000	Merged-chr12-31621788-10
NR8588--MA1421.1.TCF7L1	chr9	35007272	35007283	+	0.000	0.000	Merged-chr9-35007274-11
NR2223--MA1421.1.TCF7L1	chr13	35842034	35842045	-	0.000	0.000	Merged-chr13-35841945-14
NR7624--MA0523.1.TCF7L2	chr6	146960238	146960251	-	0.000	0.000	Merged-chr6-146960171-26
NR8662--MA0769.1.Tcf7	chr9	51185627	51185638	+	0.000	0.000	Merged-chr9-51185836-35
NR8697--MA0523.1.TCF7L2	chr9	61745321	61745334	+	0.000	0.000	Merged-chr9-61745239-9
NR2728--MA0523.1.TCF7L2	chr14	45009529	45009542	-	0.000	0.000	Merged-chr14-45009601-8
NR7447--MA0769.1.Tcf7	chr6	115560105	115560116	+	0.000	0.000	Merged-chr6-115560075-18
NR4522--MA0769.1.Tcf7	chr19	59926319	59926330	-	0.000	0.000	Merged-chr19-59926305-20
NR1115--MA1421.1.TCF7L1	chr10	96955127	96955138	+	0.000	0.000	Merged-chr10-96955164-15
NR1933--MA0769.1.Tcf7	chr12	84270077	84270088	-	0.000	0.000	Merged-chr12-84270208-31
NR253--MA1421.1.TCF7L1	chr1	91625898	91625909	-	0.000	0.000	Merged-chr1-91625866-1
