#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_up.bed
NR9835--MA0741.1.KLF16	chr11	69073167	69073177	-	0.000	0.000	Merged-chr11-69073010-1
NR44621--MA0740.1.KLF14	chr4	140833014	140833027	-	0.000	0.000	Merged-chr4-140833040-18
NR21873--MA0039.3.KLF4	chr15	78515788	78515798	-	0.000	0.000	Merged-chr15-78515914-15
NR53916--MA1107.1.KLF9	chr6	145992967	145992979	+	0.000	0.000	Merged-chr6-145993129-56
NR62999--MA0742.1.Klf12	chr9	61054576	61054590	-	0.000	0.000	Merged-chr9-61054632-26
NR57080--MA1107.1.KLF9	chr7	115217069	115217081	-	0.000	0.000	Merged-chr7-115217038-43
NR53020--MA0741.1.KLF16	chr6	129049285	129049295	-	0.000	0.000	Merged-chr6-129049251-27
NR28604--MA0599.1.KLF5	chr17	86216050	86216059	-	0.000	0.000	Merged-chr17-86215920-18
NR53254--MA0493.1.Klf1	chr6	135167962	135167972	-	0.000	0.000	Merged-chr6-135168143-37
NR64181--MA1107.1.KLF9	chr9	98616511	98616523	+	0.000	0.000	Merged-chr9-98616546-17
NR55979--MA0039.3.KLF4	chr7	73517561	73517571	+	0.000	0.000	Merged-chr7-73517689-25
NR53240--MA0740.1.KLF14	chr6	135088024	135088037	-	0.000	0.000	Merged-chr6-135087974-38
NR43475--MA0599.1.KLF5	chr4	123342953	123342962	+	0.000	0.000	Merged-chr4-123342949-82
NR25251--MA0741.1.KLF16	chr16	93574640	93574650	-	0.000	0.000	Merged-chr16-93574695-56
NR4493--MA0599.1.KLF5	chr10	7212244	7212253	-	0.000	0.000	Merged-chr10-7212223-140
NR52706--MA0493.1.Klf1	chr6	122491815	122491825	+	0.000	0.000	Merged-chr6-122491726-37
NR34829--MA1107.1.KLF9	chr2	104286394	104286406	-	0.000	0.000	Merged-chr2-104286317-9
NR24337--MA0039.3.KLF4	chr16	35984019	35984029	-	0.000	0.000	Merged-chr16-35984000-4
NR36506--MA0741.1.KLF16	chr2	158179201	158179211	-	0.000	0.000	Merged-chr2-158179183-18
NR34284--MA0741.1.KLF16	chr2	74681815	74681825	-	0.000	0.000	Merged-chr2-74681883-2
NR37324--MA1107.1.KLF9	chr2	172392452	172392464	-	0.000	0.000	Merged-chr2-172392373-19
NR29134--MA0741.1.KLF16	chr18	33463966	33463976	-	0.000	0.000	Merged-chr18-33464031-50
NR18689--MA1107.1.KLF9	chr14	31398279	31398291	-	0.000	0.000	Merged-chr14-31398460-1
NR39943--MA0493.1.Klf1	chr3	121426492	121426502	-	0.000	0.000	Merged-chr3-121426726-98
NR34824--MA0039.3.KLF4	chr2	104172840	104172850	-	0.000	0.000	Merged-chr2-104172938-49
NR45637--MA0599.1.KLF5	chr5	5573937	5573946	-	0.000	0.000	Merged-chr5-5574084-22
NR4170--MA0740.1.KLF14	chr1	191097789	191097802	+	0.000	0.000	Merged-chr1-191097986-4
NR16948--MA1107.1.KLF9	chr13	89521652	89521664	+	0.000	0.000	Merged-chr13-89521757-30
NR60992--MA0741.1.KLF16	chr8	119569905	119569915	-	0.000	0.000	Merged-chr8-119570093-35
NR29862--MA0741.1.KLF16	chr18	65322464	65322474	-	0.000	0.000	Merged-chr18-65322333-46
NR36353--MA0742.1.Klf12	chr2	155592749	155592763	-	0.000	0.000	Merged-chr2-155592720-55
NR42734--MA0741.1.KLF16	chr4	98436894	98436904	-	0.000	0.000	Merged-chr4-98436733-103
NR47140--MA0493.1.Klf1	chr5	89045089	89045099	+	0.000	0.000	Merged-chr5-89044916-44
NR15331--MA0599.1.KLF5	chr13	3478210	3478219	-	0.000	0.000	Merged-chr13-3478294-51
NR56553--MA0741.1.KLF16	chr7	99834053	99834063	-	0.000	0.000	Merged-chr7-99833987-52
NR18923--MA0599.1.KLF5	chr14	47740787	47740796	+	0.000	0.000	Merged-chr14-47740703-52
NR20391--MA0599.1.KLF5	chr14	118827930	118827939	-	0.000	0.000	Merged-chr14-118827968-19
NR8265--MA1107.1.KLF9	chr10	128940562	128940574	-	0.000	0.000	Merged-chr10-128940717-41
NR58961--MA0741.1.KLF16	chr8	34397997	34398007	+	0.000	0.000	Merged-chr8-34397971-66
NR25580--MA0740.1.KLF14	chr17	3326472	3326485	-	0.000	0.000	Merged-chr17-3326553-34
NR25949--MA0741.1.KLF16	chr17	13208562	13208572	-	0.000	0.000	Merged-chr17-13208567-23
NR58811--MA0493.1.Klf1	chr8	25149322	25149332	+	0.000	0.000	Merged-chr8-25149287-19
NR4483--MA1107.1.KLF9	chr10	5795633	5795645	+	0.000	0.000	Merged-chr10-5795457-7
NR43349--MA0741.1.KLF16	chr4	120288021	120288031	+	0.000	0.000	Merged-chr4-120287807-68
NR31240--MA0741.1.KLF16	chr19	16956024	16956034	+	0.000	0.000	Merged-chr19-16955982-11
NR62427--MA1107.1.KLF9	chr9	42423875	42423887	+	0.000	0.000	Merged-chr9-42423784-11
NR61744--MA0742.1.Klf12	chr9	11579249	11579263	-	0.000	0.000	Merged-chr9-11579132-23
NR1909--MA0741.1.KLF16	chr1	128713044	128713054	+	0.000	0.000	Merged-chr1-128713010-21
NR54254--MA1107.1.KLF9	chr7	6343624	6343636	+	0.000	0.000	Merged-chr7-6343741-28
NR34297--MA0741.1.KLF16	chr2	75114515	75114525	-	0.000	0.000	Merged-chr2-75114355-21
NR47166--MA0741.1.KLF16	chr5	89882216	89882226	-	0.000	0.000	Merged-chr5-89882343-19
NR13768--MA0657.1.KLF13	chr12	79581629	79581646	+	0.000	0.000	Merged-chr12-79581763-13
NR16891--MA0599.1.KLF5	chr13	83727418	83727427	+	0.000	0.000	Merged-chr13-83727511-10
NR53182--MA1107.1.KLF9	chr6	134348663	134348675	-	0.000	0.000	Merged-chr6-134348726-53
NR48547--MA0039.3.KLF4	chr5	122899250	122899260	-	0.000	0.000	Merged-chr5-122899343-2
NR65277--MA0599.1.KLF5	chr9	119453534	119453543	-	0.000	0.000	Merged-chr9-119453486-15
NR46041--MA0741.1.KLF16	chr5	29195956	29195966	-	0.000	0.000	Merged-chr5-29195906-68
NR28178--MA0741.1.KLF16	chr17	74865041	74865051	-	0.000	0.000	Merged-chr17-74864979-18
NR60292--MA1107.1.KLF9	chr8	91801928	91801940	-	0.000	0.000	Merged-chr8-91801634-28
NR21878--MA0039.3.KLF4	chr15	78515888	78515898	+	0.000	0.000	Merged-chr15-78515914-15
NR40782--MA1107.1.KLF9	chr3	144412723	144412735	-	0.000	0.000	Merged-chr3-144412864-41
NR52662--MA0599.1.KLF5	chr6	120666243	120666252	+	0.000	0.000	Merged-chr6-120666537-45
NR8611--MA0599.1.KLF5	chr11	12072489	12072498	+	0.000	0.000	Merged-chr11-12072507-15
NR14726--MA0741.1.KLF16	chr12	109446514	109446524	-	0.000	0.000	Merged-chr12-109446341-43
NR8098--MA0741.1.KLF16	chr10	127621763	127621773	+	0.000	0.000	Merged-chr10-127621595-57
NR25439--MA0741.1.KLF16	chr16	95434626	95434636	+	0.000	0.000	Merged-chr16-95434709-3
NR13268--MA0599.1.KLF5	chr12	52503833	52503842	-	0.000	0.000	Merged-chr12-52504054-125
NR20519--MA0742.1.Klf12	chr14	121658770	121658784	+	0.000	0.000	Merged-chr14-121658944-24
NR24612--MA0599.1.KLF5	chr16	55835888	55835897	-	0.000	0.000	Merged-chr16-55835900-11
NR50860--MA0741.1.KLF16	chr6	39348148	39348158	+	0.000	0.000	Merged-chr6-39348126-65
NR12276--MA0493.1.Klf1	chr11	116688047	116688057	-	0.000	0.000	Merged-chr11-116688042-60
NR37348--MA0599.1.KLF5	chr2	172976703	172976712	-	0.000	0.000	Merged-chr2-172976797-9
NR3679--MA0741.1.KLF16	chr1	180548108	180548118	-	0.000	0.000	Merged-chr1-180548194-33
NR32588--MA0599.1.KLF5	chr2	9792596	9792605	-	0.000	0.000	Merged-chr2-9792573-15
NR64355--MA0657.1.KLF13	chr9	104002481	104002498	+	0.000	0.000	Merged-chr9-104002686-98
NR8758--MA0742.1.Klf12	chr11	22001792	22001806	+	0.000	0.000	Merged-chr11-22001855-28
NR59905--MA1107.1.KLF9	chr8	77268560	77268572	+	0.000	0.000	Merged-chr8-77268341-22
NR41739--MA0599.1.KLF5	chr4	35130602	35130611	+	0.000	0.000	Merged-chr4-35130648-17
NR19777--MA0741.1.KLF16	chr14	76700946	76700956	-	0.000	0.000	Merged-chr14-76701003-15
NR30641--MA0599.1.KLF5	chr18	89769541	89769550	-	0.000	0.000	Merged-chr18-89769377-55
NR30032--MA0741.1.KLF16	chr18	68190010	68190020	+	0.000	0.000	Merged-chr18-68190088-51
NR48353--MA0741.1.KLF16	chr5	118661946	118661956	+	0.000	0.000	Merged-chr5-118661904-17
NR50132--MA1107.1.KLF9	chr5	148266883	148266895	-	0.000	0.000	Merged-chr5-148266957-7
NR38417--MA0741.1.KLF16	chr3	63610075	63610085	-	0.000	0.000	Merged-chr3-63609909-22
NR36466--MA0741.1.KLF16	chr2	157122082	157122092	-	0.000	0.000	Merged-chr2-157121969-26
NR211--MA0599.1.KLF5	chr1	23383259	23383268	+	0.000	0.000	Merged-chr1-23383198-84
NR28412--MA0599.1.KLF5	chr17	83123187	83123196	+	0.000	0.000	Merged-chr17-83123061-32
NR20942--MA0599.1.KLF5	chr15	28024564	28024573	+	0.000	0.000	Merged-chr15-28024714-15
NR42171--MA0741.1.KLF16	chr4	47011210	47011220	-	0.000	0.000	Merged-chr4-47011023-46
NR27993--MA0493.1.Klf1	chr17	70886788	70886798	-	0.000	0.000	Merged-chr17-70886838-34
NR52608--MA0493.1.Klf1	chr6	119749279	119749289	+	0.000	0.000	Merged-chr6-119749325-22
NR63362--MA0741.1.KLF16	chr9	69073445	69073455	-	0.000	0.000	Merged-chr9-69073494-25
NR29907--MA0741.1.KLF16	chr18	65924895	65924905	-	0.000	0.000	Merged-chr18-65924997-33
NR6221--MA0599.1.KLF5	chr10	80662384	80662393	+	0.000	0.000	Merged-chr10-80662335-4
NR48109--MA1107.1.KLF9	chr5	114801280	114801292	+	0.000	0.000	Merged-chr5-114801255-6
NR61748--MA0741.1.KLF16	chr9	11579252	11579262	-	0.000	0.000	Merged-chr9-11579132-23
NR45636--MA0742.1.Klf12	chr5	5573933	5573947	-	0.000	0.000	Merged-chr5-5574084-22
NR64871--MA1107.1.KLF9	chr9	114613220	114613232	-	0.000	0.000	Merged-chr9-114613191-38
NR62419--MA0493.1.Klf1	chr9	42423816	42423826	+	0.000	0.000	Merged-chr9-42423784-11
NR46921--MA0657.1.KLF13	chr5	74704610	74704627	+	0.000	0.000	Merged-chr5-74704453-70
NR36118--MA0741.1.KLF16	chr2	150910404	150910414	+	0.000	0.000	Merged-chr2-150910563-2
NR39348--MA0740.1.KLF14	chr3	101748387	101748400	+	0.000	0.000	Merged-chr3-101748481-44
NR46782--MA0741.1.KLF16	chr5	66620372	66620382	-	0.000	0.000	Merged-chr5-66620441-17
NR38375--MA0657.1.KLF13	chr3	60124233	60124250	+	0.000	0.000	Merged-chr3-60124423-36
NR47032--MA0039.3.KLF4	chr5	77130586	77130596	+	0.000	0.000	Merged-chr5-77130540-43
NR9142--MA0741.1.KLF16	chr11	49266334	49266344	+	0.000	0.000	Merged-chr11-49266442-28
NR51432--MA0039.3.KLF4	chr6	67459584	67459594	-	0.000	0.000	Merged-chr6-67459449-19
NR55681--MA0742.1.Klf12	chr7	55890160	55890174	+	0.000	0.000	Merged-chr7-55890160-26
NR11451--MA0599.1.KLF5	chr11	102074473	102074482	+	0.000	0.000	Merged-chr11-102074455-23
NR6559--MA0741.1.KLF16	chr10	84440817	84440827	-	0.000	0.000	Merged-chr10-84440807-71
NR28760--MA1107.1.KLF9	chr17	88480557	88480569	-	0.000	0.000	Merged-chr17-88480530-23
NR46966--MA0742.1.Klf12	chr5	75978537	75978551	+	0.000	0.000	Merged-chr5-75978410-42
NR7502--MA0039.3.KLF4	chr10	117651251	117651261	-	0.000	0.000	Merged-chr10-117651194-26
NR53241--MA0657.1.KLF13	chr6	135088021	135088038	-	0.000	0.000	Merged-chr6-135087974-38
NR10280--MA0741.1.KLF16	chr11	77792149	77792159	-	0.000	0.000	Merged-chr11-77792176-31
NR61238--MA0741.1.KLF16	chr8	122678196	122678206	+	0.000	0.000	Merged-chr8-122678075-1
NR5363--MA1107.1.KLF9	chr10	60225618	60225630	+	0.000	0.000	Merged-chr10-60225461-7
NR7619--MA1107.1.KLF9	chr10	118787589	118787601	+	0.000	0.000	Merged-chr10-118787587-44
NR24620--MA1107.1.KLF9	chr16	55835886	55835898	-	0.000	0.000	Merged-chr16-55835900-11
NR19239--MA0599.1.KLF5	chr14	57525641	57525650	-	0.000	0.000	Merged-chr14-57525572-80
NR52933--MA0741.1.KLF16	chr6	128143580	128143590	-	0.000	0.000	Merged-chr6-128143679-59
NR36500--MA0599.1.KLF5	chr2	158160216	158160225	+	0.000	0.000	Merged-chr2-158160127-37
NR2900--MA0741.1.KLF16	chr1	162476929	162476939	+	0.000	0.000	Merged-chr1-162477062-12
NR52443--MA0599.1.KLF5	chr6	115134888	115134897	-	0.000	0.000	Merged-chr6-115134991-29
NR12880--MA1107.1.KLF9	chr12	17511203	17511215	+	0.000	0.000	Merged-chr12-17511273-48
NR46272--MA0741.1.KLF16	chr5	35462423	35462433	+	0.000	0.000	Merged-chr5-35462574-17
NR10869--MA0741.1.KLF16	chr11	94210223	94210233	+	0.000	0.000	Merged-chr11-94210319-4
NR21016--MA0599.1.KLF5	chr15	35155792	35155801	-	0.000	0.000	Merged-chr15-35155762-73
NR62263--MA0599.1.KLF5	chr9	35323877	35323886	+	0.000	0.000	Merged-chr9-35323967-9
NR10940--MA0742.1.Klf12	chr11	95006782	95006796	+	0.000	0.000	Merged-chr11-95006750-25
NR36499--MA1107.1.KLF9	chr2	158136095	158136107	+	0.000	0.000	Merged-chr2-158136037-2
NR462--MA0599.1.KLF5	chr1	39702702	39702711	-	0.000	0.000	Merged-chr1-39702774-23
NR39411--MA0493.1.Klf1	chr3	103091902	103091912	-	0.000	0.000	Merged-chr3-103091976-34
NR40425--MA0493.1.Klf1	chr3	133467569	133467579	-	0.000	0.000	Merged-chr3-133467681-44
NR5543--MA0741.1.KLF16	chr10	63175394	63175404	+	0.000	0.000	Merged-chr10-63175316-22
NR50905--MA0741.1.KLF16	chr6	47621484	47621494	+	0.000	0.000	Merged-chr6-47621326-39
NR2828--MA0657.1.KLF13	chr1	160268584	160268601	-	0.000	0.000	Merged-chr1-160268500-8
NR16220--MA0599.1.KLF5	chr13	52915428	52915437	-	0.000	0.000	Merged-chr13-52915528-4
NR48840--MA0599.1.KLF5	chr5	129585985	129585994	+	0.000	0.000	Merged-chr5-129586130-49
NR62911--MA1107.1.KLF9	chr9	58271300	58271312	+	0.000	0.000	Merged-chr9-58271289-37
NR51345--MA0741.1.KLF16	chr6	61271205	61271215	+	0.000	0.000	Merged-chr6-61271177-5
NR25004--MA0741.1.KLF16	chr16	87597816	87597826	+	0.000	0.000	Merged-chr16-87597793-27
NR46432--MA0599.1.KLF5	chr5	43355361	43355370	-	0.000	0.000	Merged-chr5-43355421-55
NR3949--MA1107.1.KLF9	chr1	184908648	184908660	+	0.000	0.000	Merged-chr1-184908710-36
NR55941--MA0599.1.KLF5	chr7	68205951	68205960	-	0.000	0.000	Merged-chr7-68206033-25
NR16223--MA0741.1.KLF16	chr13	52915431	52915441	-	0.000	0.000	Merged-chr13-52915528-4
NR20493--MA0039.3.KLF4	chr14	121107739	121107749	-	0.000	0.000	Merged-chr14-121107843-45
NR50137--MA1107.1.KLF9	chr5	148266893	148266905	-	0.000	0.000	Merged-chr5-148266957-7
NR34692--MA0599.1.KLF5	chr2	94273473	94273482	+	0.000	0.000	Merged-chr2-94273480-55
NR43237--MA0039.3.KLF4	chr4	118260694	118260704	+	0.000	0.000	Merged-chr4-118260858-21
NR39782--MA1107.1.KLF9	chr3	116024475	116024487	-	0.000	0.000	Merged-chr3-116024547-26
NR61383--MA0493.1.Klf1	chr8	124344227	124344237	+	0.000	0.000	Merged-chr8-124344156-18
NR6269--MA0740.1.KLF14	chr10	80848715	80848728	+	0.000	0.000	Merged-chr10-80848752-35
NR4265--MA0493.1.Klf1	chr1	192663274	192663284	-	0.000	0.000	Merged-chr1-192663310-7
NR40242--MA0599.1.KLF5	chr3	129879499	129879508	-	0.000	0.000	Merged-chr3-129879420-1
NR52676--MA0599.1.KLF5	chr6	121110159	121110168	-	0.000	0.000	Merged-chr6-121110104-77
NR2881--MA0039.3.KLF4	chr1	161791977	161791987	-	0.000	0.000	Merged-chr1-161792020-2
NR16475--MA0741.1.KLF16	chr13	60935307	60935317	-	0.000	0.000	Merged-chr13-60935285-22
NR40438--MA1107.1.KLF9	chr3	133758585	133758597	+	0.000	0.000	Merged-chr3-133758511-65
NR66054--MA0599.1.KLF5	chrX	56374516	56374525	-	0.000	0.000	Merged-chrX-56374648-33
NR53734--MA0493.1.Klf1	chr6	144329566	144329576	+	0.000	0.000	Merged-chr6-144329601-7
NR21373--MA1107.1.KLF9	chr15	59618496	59618508	-	0.000	0.000	Merged-chr15-59618561-44
NR46033--MA0741.1.KLF16	chr5	29195948	29195958	-	0.000	0.000	Merged-chr5-29195906-68
NR59811--MA0039.3.KLF4	chr8	72291267	72291277	-	0.000	0.000	Merged-chr8-72291225-23
NR2783--MA1107.1.KLF9	chr1	157458567	157458579	+	0.000	0.000	Merged-chr1-157458519-40
NR42673--MA0741.1.KLF16	chr4	89350506	89350516	+	0.000	0.000	Merged-chr4-89350457-2
NR39555--MA0599.1.KLF5	chr3	105806981	105806990	+	0.000	0.000	Merged-chr3-105806958-26
NR60755--MA0599.1.KLF5	chr8	113669808	113669817	-	0.000	0.000	Merged-chr8-113669969-10
NR2393--MA0742.1.Klf12	chr1	147237213	147237227	+	0.000	0.000	Merged-chr1-147237183-6
NR48706--MA0599.1.KLF5	chr5	124961819	124961828	+	0.000	0.000	Merged-chr5-124961637-18
NR12940--MA0740.1.KLF14	chr12	21543468	21543481	-	0.000	0.000	Merged-chr12-21543416-58
NR42081--MA0493.1.Klf1	chr4	45530838	45530848	+	0.000	0.000	Merged-chr4-45530813-118
NR15158--MA0741.1.KLF16	chr12	117413196	117413206	+	0.000	0.000	Merged-chr12-117413148-54
NR51945--MA0740.1.KLF14	chr6	91156640	91156653	+	0.000	0.000	Merged-chr6-91156791-33
NR41547--MA0599.1.KLF5	chr4	14930483	14930492	+	0.000	0.000	Merged-chr4-14930557-36
NR41738--MA0740.1.KLF14	chr4	35130601	35130614	+	0.000	0.000	Merged-chr4-35130648-17
NR59256--MA0039.3.KLF4	chr8	48425272	48425282	-	0.000	0.000	Merged-chr8-48425330-34
NR13749--MA0741.1.KLF16	chr12	79130729	79130739	-	0.000	0.000	Merged-chr12-79130814-35
NR13344--MA0742.1.Klf12	chr12	55357490	55357504	-	0.000	0.000	Merged-chr12-55357452-12
NR21871--MA0742.1.Klf12	chr15	78515786	78515800	-	0.000	0.000	Merged-chr15-78515914-15
NR7507--MA0741.1.KLF16	chr10	117660139	117660149	-	0.000	0.000	Merged-chr10-117659981-30
NR21803--MA1107.1.KLF9	chr15	77071699	77071711	-	0.000	0.000	Merged-chr15-77071598-27
NR14031--MA0493.1.Klf1	chr12	91065549	91065559	-	0.000	0.000	Merged-chr12-91065547-31
NR58966--MA0741.1.KLF16	chr8	34398002	34398012	+	0.000	0.000	Merged-chr8-34397971-66
NR46777--MA0599.1.KLF5	chr5	66337681	66337690	+	0.000	0.000	Merged-chr5-66337636-49
NR18992--MA0741.1.KLF16	chr14	51984694	51984704	-	0.000	0.000	Merged-chr14-51984849-36
NR25840--MA1107.1.KLF9	chr17	8562351	8562363	-	0.000	0.000	Merged-chr17-8562551-56
NR53742--MA0039.3.KLF4	chr6	144332207	144332217	-	0.000	0.000	Merged-chr6-144332292-25
NR66053--MA1107.1.KLF9	chrX	56346458	56346470	-	0.000	0.000	Merged-chrX-56346415-28
NR86--MA0741.1.KLF16	chr1	13426236	13426246	-	0.000	0.000	Merged-chr1-13426013-7
NR35321--MA0599.1.KLF5	chr2	124610504	124610513	-	0.000	0.000	Merged-chr2-124610315-43
NR4175--MA1107.1.KLF9	chr1	191097789	191097801	+	0.000	0.000	Merged-chr1-191097986-4
NR57929--MA0742.1.Klf12	chr7	136894457	136894471	+	0.000	0.000	Merged-chr7-136894538-85
NR52707--MA0741.1.KLF16	chr6	122491810	122491820	+	0.000	0.000	Merged-chr6-122491726-37
NR27850--MA0740.1.KLF14	chr17	64628987	64629000	-	0.000	0.000	Merged-chr17-64628994-21
NR42966--MA0742.1.Klf12	chr4	108310782	108310796	+	0.000	0.000	Merged-chr4-108310849-34
NR18991--MA0599.1.KLF5	chr14	51984695	51984704	-	0.000	0.000	Merged-chr14-51984849-36
NR39088--MA0039.3.KLF4	chr3	95542400	95542410	+	0.000	0.000	Merged-chr3-95542441-7
NR53267--MA0657.1.KLF13	chr6	135417703	135417720	-	0.000	0.000	Merged-chr6-135417728-5
NR64780--MA0741.1.KLF16	chr9	112186615	112186625	+	0.000	0.000	Merged-chr9-112186441-37
NR15487--MA0740.1.KLF14	chr13	18757525	18757538	+	0.000	0.000	Merged-chr13-18757680-4
NR44810--MA0740.1.KLF14	chr4	143190798	143190811	+	0.000	0.000	Merged-chr4-143190909-19
NR10805--MA0599.1.KLF5	chr11	90638556	90638565	-	0.000	0.000	Merged-chr11-90638688-1
NR3552--MA0599.1.KLF5	chr1	178530678	178530687	+	0.000	0.000	Merged-chr1-178530666-29
NR33799--MA0493.1.Klf1	chr2	52955246	52955256	-	0.000	0.000	Merged-chr2-52955279-28
NR66972--MA0599.1.KLF5	chrX	166239311	166239320	-	0.000	0.000	Merged-chrX-166239352-36
NR62907--MA1107.1.KLF9	chr9	58271292	58271304	+	0.000	0.000	Merged-chr9-58271289-37
NR1483--MA1107.1.KLF9	chr1	93754070	93754082	+	0.000	0.000	Merged-chr1-93754065-3
NR55731--MA0599.1.KLF5	chr7	58758696	58758705	+	0.000	0.000	Merged-chr7-58758564-8
NR39944--MA0741.1.KLF16	chr3	121426491	121426501	-	0.000	0.000	Merged-chr3-121426726-98
NR27309--MA0493.1.Klf1	chr17	45594952	45594962	-	0.000	0.000	Merged-chr17-45594823-1
NR63192--MA0741.1.KLF16	chr9	65003982	65003992	+	0.000	0.000	Merged-chr9-65004115-12
NR29967--MA1107.1.KLF9	chr18	67255871	67255883	-	0.000	0.000	Merged-chr18-67255745-40
NR47764--MA0599.1.KLF5	chr5	110343040	110343049	+	0.000	0.000	Merged-chr5-110342964-29
NR13421--MA0599.1.KLF5	chr12	65258708	65258717	-	0.000	0.000	Merged-chr12-65258774-28
NR14296--MA0599.1.KLF5	chr12	101718574	101718583	+	0.000	0.000	Merged-chr12-101718493-65
NR1693--MA0039.3.KLF4	chr1	119504865	119504875	-	0.000	0.000	Merged-chr1-119504796-62
NR1814--MA0741.1.KLF16	chr1	127322323	127322333	-	0.000	0.000	Merged-chr1-127322582-29
NR37183--MA0599.1.KLF5	chr2	170055614	170055623	-	0.000	0.000	Merged-chr2-170055593-21
NR60639--MA0599.1.KLF5	chr8	109957365	109957374	+	0.000	0.000	Merged-chr8-109957445-42
NR57073--MA0741.1.KLF16	chr7	115217060	115217070	-	0.000	0.000	Merged-chr7-115217038-43
NR13348--MA0741.1.KLF16	chr12	55357493	55357503	-	0.000	0.000	Merged-chr12-55357452-12
NR36219--MA0741.1.KLF16	chr2	153003077	153003087	-	0.000	0.000	Merged-chr2-153002914-29
NR65395--MA0741.1.KLF16	chr9	120868915	120868925	-	0.000	0.000	Merged-chr9-120868777-2
NR40244--MA0741.1.KLF16	chr3	129879502	129879512	-	0.000	0.000	Merged-chr3-129879420-1
NR18857--MA0599.1.KLF5	chr14	45102299	45102308	+	0.000	0.000	Merged-chr14-45102324-46
NR48358--MA0741.1.KLF16	chr5	118817876	118817886	-	0.000	0.000	Merged-chr5-118817732-16
NR51228--MA0741.1.KLF16	chr6	54224542	54224552	-	0.000	0.000	Merged-chr6-54224603-8
NR62590--MA0741.1.KLF16	chr9	47530204	47530214	-	0.000	0.000	Merged-chr9-47530154-53
NR33880--MA0742.1.Klf12	chr2	59513709	59513723	-	0.000	0.000	Merged-chr2-59513816-12
NR8894--MA0599.1.KLF5	chr11	30986395	30986404	-	0.000	0.000	Merged-chr11-30986417-66
NR4614--MA1107.1.KLF9	chr10	13035075	13035087	-	0.000	0.000	Merged-chr10-13034992-1
NR39035--MA0740.1.KLF14	chr3	94786588	94786601	-	0.000	0.000	Merged-chr3-94786570-53
NR24904--MA0741.1.KLF16	chr16	78295029	78295039	-	0.000	0.000	Merged-chr16-78294970-14
NR55679--MA0740.1.KLF14	chr7	55890160	55890173	+	0.000	0.000	Merged-chr7-55890160-26
NR54076--MA1107.1.KLF9	chr7	3292994	3293006	+	0.000	0.000	Merged-chr7-3292987-7
NR57123--MA0599.1.KLF5	chr7	117406360	117406369	-	0.000	0.000	Merged-chr7-117406595-16
NR54958--MA1107.1.KLF9	chr7	28423305	28423317	+	0.000	0.000	Merged-chr7-28423189-12
NR2989--MA0039.3.KLF4	chr1	164414021	164414031	-	0.000	0.000	Merged-chr1-164413844-41
NR32834--MA1107.1.KLF9	chr2	23006372	23006384	+	0.000	0.000	Merged-chr2-23006422-36
NR27308--MA0039.3.KLF4	chr17	45594950	45594960	-	0.000	0.000	Merged-chr17-45594823-1
NR19811--MA0039.3.KLF4	chr14	78559252	78559262	-	0.000	0.000	Merged-chr14-78559223-28
NR48299--MA0599.1.KLF5	chr5	118172108	118172117	-	0.000	0.000	Merged-chr5-118172344-28
NR5732--MA0599.1.KLF5	chr10	74967331	74967340	+	0.000	0.000	Merged-chr10-74967177-57
NR32162--MA0039.3.KLF4	chr19	55062152	55062162	+	0.000	0.000	Merged-chr19-55062253-32
NR40148--MA0741.1.KLF16	chr3	127162284	127162294	-	0.000	0.000	Merged-chr3-127162441-39
NR32563--MA0742.1.Klf12	chr2	6622315	6622329	-	0.000	0.000	Merged-chr2-6622331-33
NR60996--MA1107.1.KLF9	chr8	119569911	119569923	-	0.000	0.000	Merged-chr8-119570093-35
NR33252--MA0741.1.KLF16	chr2	30784813	30784823	-	0.000	0.000	Merged-chr2-30784697-21
NR165--MA0742.1.Klf12	chr1	20912779	20912793	-	0.000	0.000	Merged-chr1-20912686-65
NR38704--MA0740.1.KLF14	chr3	85887552	85887565	+	0.000	0.000	Merged-chr3-85887790-94
NR5919--MA1107.1.KLF9	chr10	78115172	78115184	-	0.000	0.000	Merged-chr10-78115092-14
NR13677--MA0740.1.KLF14	chr12	76324785	76324798	+	0.000	0.000	Merged-chr12-76324931-27
NR30636--MA0039.3.KLF4	chr18	89626891	89626901	+	0.000	0.000	Merged-chr18-89627032-39
NR11429--MA0741.1.KLF16	chr11	101618195	101618205	+	0.000	0.000	Merged-chr11-101618107-1
NR38107--MA0493.1.Klf1	chr3	37687006	37687016	-	0.000	0.000	Merged-chr3-37686909-1
NR30264--MA0742.1.Klf12	chr18	75210433	75210447	+	0.000	0.000	Merged-chr18-75210545-14
NR51721--MA0599.1.KLF5	chr6	85075161	85075170	+	0.000	0.000	Merged-chr6-85075148-16
