#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval0.3-log2fc0.5_dn.bed
NR35597--MA0740.1.KLF14	chr2	106194366	106194379	+	0.000	0.000	Merged-chr2-106194531-13
NR63533--MA0493.1.Klf1	chr9	21918141	21918151	+	0.000	0.000	Merged-chr9-21918186-50
NR39543--MA0599.1.KLF5	chr3	88493104	88493113	-	0.000	0.000	Merged-chr3-88493035-35
NR38480--MA0599.1.KLF5	chr3	10212203	10212212	-	0.000	0.000	Merged-chr3-10212114-17
NR67347--MA0599.1.KLF5	chrX	48314745	48314754	+	0.000	0.000	Merged-chrX-48314836-34
NR43821--MA1107.1.KLF9	chr4	99120545	99120557	-	0.000	0.000	Merged-chr4-99120724-28
NR15677--MA1107.1.KLF9	chr13	13492088	13492100	+	0.000	0.000	Merged-chr13-13492146-24
NR62474--MA1107.1.KLF9	chr8	115826669	115826681	-	0.000	0.000	Merged-chr8-115826691-38
NR33240--MA1107.1.KLF9	chr2	18984634	18984646	-	0.000	0.000	Merged-chr2-18984447-62
NR25825--MA0599.1.KLF5	chr17	6961216	6961225	+	0.000	0.000	Merged-chr17-6961334-74
NR43961--MA0599.1.KLF5	chr4	105157982	105157991	+	0.000	0.000	Merged-chr4-105158074-57
NR11322--MA1107.1.KLF9	chr11	88595768	88595780	+	0.000	0.000	Merged-chr11-88595910-28
NR38633--MA0742.1.Klf12	chr3	27984082	27984096	-	0.000	0.000	Merged-chr3-27984101-47
NR48017--MA1107.1.KLF9	chr5	72844495	72844507	+	0.000	0.000	Merged-chr5-72844506-23
NR33904--MA0599.1.KLF5	chr2	33887557	33887566	-	0.000	0.000	Merged-chr2-33887388-77
NR54184--MA0740.1.KLF14	chr6	129477061	129477074	+	0.000	0.000	Merged-chr6-129476936-30
NR57864--MA0741.1.KLF16	chr7	101012084	101012094	-	0.000	0.000	Merged-chr7-101011923-30
NR67351--MA0493.1.Klf1	chrX	48314744	48314754	+	0.000	0.000	Merged-chrX-48314836-34
NR5702--MA0599.1.KLF5	chr10	60162561	60162570	+	0.000	0.000	Merged-chr10-60162645-38
NR40574--MA1107.1.KLF9	chr3	116751350	116751362	+	0.000	0.000	Merged-chr3-116751371-23
NR38528--MA0741.1.KLF16	chr3	19706818	19706828	-	0.000	0.000	Merged-chr3-19706982-40
NR44504--MA0741.1.KLF16	chr4	120731146	120731156	-	0.000	0.000	Merged-chr4-120731377-66
NR11426--MA0741.1.KLF16	chr11	94160911	94160921	-	0.000	0.000	Merged-chr11-94160657-19
NR64100--MA0599.1.KLF5	chr9	49485953	49485962	-	0.000	0.000	Merged-chr9-49486056-34
NR43898--MA0740.1.KLF14	chr4	101419686	101419699	-	0.000	0.000	Merged-chr4-101419713-70
NR55365--MA0493.1.Klf1	chr7	12780710	12780720	-	0.000	0.000	Merged-chr7-12780581-64
NR46738--MA0493.1.Klf1	chr5	14514927	14514937	-	0.000	0.000	Merged-chr5-14515082-42
NR9193--MA0599.1.KLF5	chr11	23124565	23124574	+	0.000	0.000	Merged-chr11-23124595-33
NR9860--MA0599.1.KLF5	chr11	54936436	54936445	-	0.000	0.000	Merged-chr11-54936551-30
NR46415--MA1107.1.KLF9	chr4	152247313	152247325	-	0.000	0.000	Merged-chr4-152247398-23
NR21721--MA0599.1.KLF5	chr15	59009610	59009619	-	0.000	0.000	Merged-chr15-59009632-21
NR44903--MA0493.1.Klf1	chr4	129525473	129525483	+	0.000	0.000	Merged-chr4-129525565-21
NR4119--MA0741.1.KLF16	chr1	184737936	184737946	+	0.000	0.000	Merged-chr1-184738115-15
NR47527--MA0741.1.KLF16	chr5	38684792	38684802	-	0.000	0.000	Merged-chr5-38684647-63
NR40092--MA0741.1.KLF16	chr3	101066375	101066385	-	0.000	0.000	Merged-chr3-101066330-34
NR37914--MA0493.1.Klf1	chr2	170055614	170055624	-	0.000	0.000	Merged-chr2-170055593-21
NR4093--MA0599.1.KLF5	chr1	184197441	184197450	-	0.000	0.000	Merged-chr1-184197455-33
NR47058--MA0493.1.Klf1	chr5	24445273	24445283	+	0.000	0.000	Merged-chr5-24445119-58
NR26859--MA0741.1.KLF16	chr17	31753549	31753559	+	0.000	0.000	Merged-chr17-31753653-23
NR64445--MA0599.1.KLF5	chr9	61754104	61754113	-	0.000	0.000	Merged-chr9-61753912-30
NR53204--MA0599.1.KLF5	chr6	97354192	97354201	-	0.000	0.000	Merged-chr6-97354122-37
NR17992--MA0493.1.Klf1	chr13	108100601	108100611	+	0.000	0.000	Merged-chr13-108100820-31
NR63373--MA0599.1.KLF5	chr9	14926828	14926837	+	0.000	0.000	Merged-chr9-14926732-51
NR56920--MA1107.1.KLF9	chr7	64012080	64012092	-	0.000	0.000	Merged-chr7-64011985-78
NR17459--MA0741.1.KLF16	chr13	95524216	95524226	+	0.000	0.000	Merged-chr13-95524264-2
NR58764--MA1107.1.KLF9	chr7	125034715	125034727	-	0.000	0.000	Merged-chr7-125034795-1
NR5850--MA0599.1.KLF5	chr10	62508056	62508065	+	0.000	0.000	Merged-chr10-62508148-1
NR45349--MA0599.1.KLF5	chr4	134704304	134704313	+	0.000	0.000	Merged-chr4-134704159-76
NR57362--MA0599.1.KLF5	chr7	81454612	81454621	+	0.000	0.000	Merged-chr7-81454544-19
NR25909--MA0741.1.KLF16	chr17	8525168	8525178	-	0.000	0.000	Merged-chr17-8525059-23
NR51109--MA0493.1.Klf1	chr5	146867616	146867626	+	0.000	0.000	Merged-chr5-146867667-49
NR65771--MA1107.1.KLF9	chr9	104373465	104373477	+	0.000	0.000	Merged-chr9-104373447-21
NR33237--MA0493.1.Klf1	chr2	18984642	18984652	-	0.000	0.000	Merged-chr2-18984447-62
NR51499--MA0599.1.KLF5	chr6	14900916	14900925	-	0.000	0.000	Merged-chr6-14901186-100
NR30204--MA1107.1.KLF9	chr18	66502044	66502056	-	0.000	0.000	Merged-chr18-66502099-22
NR32163--MA0741.1.KLF16	chr19	42770732	42770742	-	0.000	0.000	Merged-chr19-42770693-24
NR32434--MA0741.1.KLF16	chr19	47464462	47464472	-	0.000	0.000	Merged-chr19-47464349-56
NR46130--MA0599.1.KLF5	chr4	148444835	148444844	-	0.000	0.000	Merged-chr4-148444677-50
NR30559--MA0599.1.KLF5	chr18	75419522	75419531	+	0.000	0.000	Merged-chr18-75419579-57
NR13175--MA0741.1.KLF16	chr12	14152276	14152286	-	0.000	0.000	Merged-chr12-14152213-14
NR1915--MA1107.1.KLF9	chr1	119637160	119637172	+	0.000	0.000	Merged-chr1-119636990-21
NR3249--MA0657.1.KLF13	chr1	164882002	164882019	-	0.000	0.000	Merged-chr1-164882176-54
NR33329--MA0742.1.Klf12	chr2	25095348	25095362	+	0.000	0.000	Merged-chr2-25095278-14
NR9516--MA0599.1.KLF5	chr11	46275410	46275419	-	0.000	0.000	Merged-chr11-46275497-31
NR41339--MA0599.1.KLF5	chr3	137867659	137867668	+	0.000	0.000	Merged-chr3-137867826-61
NR60738--MA0039.3.KLF4	chr8	57503828	57503838	-	0.000	0.000	Merged-chr8-57503871-22
NR5191--MA1107.1.KLF9	chr10	26373342	26373354	+	0.000	0.000	Merged-chr10-26373188-33
NR51849--MA0741.1.KLF16	chr6	37564053	37564063	+	0.000	0.000	Merged-chr6-37564158-19
NR25517--MA0599.1.KLF5	chr16	95729012	95729021	-	0.000	0.000	Merged-chr16-95728966-56
NR21211--MA0741.1.KLF16	chr15	25269711	25269721	-	0.000	0.000	Merged-chr15-25269773-79
NR39385--MA0740.1.KLF14	chr3	84039276	84039289	+	0.000	0.000	Merged-chr3-84039248-13
NR56916--MA1107.1.KLF9	chr7	64012072	64012084	-	0.000	0.000	Merged-chr7-64011985-78
NR19989--MA0741.1.KLF16	chr14	73377971	73377981	-	0.000	0.000	Merged-chr14-73378030-18
NR5633--MA0741.1.KLF16	chr10	58480173	58480183	-	0.000	0.000	Merged-chr10-58480234-23
NR63811--MA1107.1.KLF9	chr9	37236224	37236236	-	0.000	0.000	Merged-chr9-37236124-32
NR36949--MA0741.1.KLF16	chr2	151971008	151971018	+	0.000	0.000	Merged-chr2-151971067-35
NR23588--MA0599.1.KLF5	chr16	8455399	8455408	+	0.000	0.000	Merged-chr16-8455328-28
NR17456--MA0599.1.KLF5	chr13	95524222	95524231	+	0.000	0.000	Merged-chr13-95524264-2
NR12408--MA0039.3.KLF4	chr11	113187330	113187340	+	0.000	0.000	Merged-chr11-113187180-1
NR10730--MA1107.1.KLF9	chr11	76015514	76015526	+	0.000	0.000	Merged-chr11-76015482-22
NR53690--MA0742.1.Klf12	chr6	116682492	116682506	-	0.000	0.000	Merged-chr6-116682504-22
NR23207--MA0493.1.Klf1	chr15	99223647	99223657	-	0.000	0.000	Merged-chr15-99223705-10
NR60878--MA0493.1.Klf1	chr8	67860356	67860366	+	0.000	0.000	Merged-chr8-67860375-11
NR40118--MA0039.3.KLF4	chr3	101598153	101598163	+	0.000	0.000	Merged-chr3-101598272-22
NR16138--MA0599.1.KLF5	chr13	41484152	41484161	-	0.000	0.000	Merged-chr13-41484194-27
NR42415--MA0741.1.KLF16	chr4	11914604	11914614	-	0.000	0.000	Merged-chr4-11914721-47
NR2126--MA0741.1.KLF16	chr1	128615667	128615677	-	0.000	0.000	Merged-chr1-128615599-2
NR29048--MA0740.1.KLF14	chr18	5819922	5819935	+	0.000	0.000	Merged-chr18-5820020-28
NR5232--MA0741.1.KLF16	chr10	30600697	30600707	+	0.000	0.000	Merged-chr10-30600534-90
NR5957--MA1107.1.KLF9	chr10	68137565	68137577	-	0.000	0.000	Merged-chr10-68137569-23
NR14303--MA0599.1.KLF5	chr12	84851596	84851605	+	0.000	0.000	Merged-chr12-84851532-12
NR37297--MA0493.1.Klf1	chr2	160367182	160367192	-	0.000	0.000	Merged-chr2-160367322-62
NR54754--MA0039.3.KLF4	chr6	143366135	143366145	-	0.000	0.000	Merged-chr6-143366035-15
NR3563--MA0493.1.Klf1	chr1	171995160	171995170	+	0.000	0.000	Merged-chr1-171995343-37
NR63238--MA0039.3.KLF4	chr8	128333492	128333502	-	0.000	0.000	Merged-chr8-128333532-18
NR16823--MA0599.1.KLF5	chr13	63541775	63541784	+	0.000	0.000	Merged-chr13-63541673-31
NR65691--MA1107.1.KLF9	chr9	103134554	103134566	-	0.000	0.000	Merged-chr9-103134672-43
NR13897--MA0740.1.KLF14	chr12	71577497	71577510	-	0.000	0.000	Merged-chr12-71577475-38
NR53694--MA0741.1.KLF16	chr6	116682495	116682505	-	0.000	0.000	Merged-chr6-116682504-22
NR48544--MA0741.1.KLF16	chr5	93268207	93268217	+	0.000	0.000	Merged-chr5-93268238-3
NR65768--MA0493.1.Klf1	chr9	104373465	104373475	+	0.000	0.000	Merged-chr9-104373447-21
NR28064--MA0741.1.KLF16	chr17	65884529	65884539	+	0.000	0.000	Merged-chr17-65884407-1
NR63807--MA1107.1.KLF9	chr9	37236216	37236228	-	0.000	0.000	Merged-chr9-37236124-32
NR65473--MA0599.1.KLF5	chr9	96765805	96765814	-	0.000	0.000	Merged-chr9-96765649-47
NR56711--MA0493.1.Klf1	chr7	48137396	48137406	-	0.000	0.000	Merged-chr7-48137318-1
NR59528--MA0741.1.KLF16	chr7	140102408	140102418	-	0.000	0.000	Merged-chr7-140102387-42
NR51602--MA0493.1.Klf1	chr6	22330477	22330487	-	0.000	0.000	Merged-chr6-22330722-48
NR14606--MA0039.3.KLF4	chr12	100277000	100277010	-	0.000	0.000	Merged-chr12-100277058-24
NR47543--MA0740.1.KLF14	chr5	43355358	43355371	-	0.000	0.000	Merged-chr5-43355421-55
NR52262--MA0493.1.Klf1	chr6	53778928	53778938	-	0.000	0.000	Merged-chr6-53778855-8
NR20453--MA0599.1.KLF5	chr14	101510904	101510913	-	0.000	0.000	Merged-chr14-101510851-45
NR21094--MA1107.1.KLF9	chr15	9189899	9189911	+	0.000	0.000	Merged-chr15-9190055-23
NR65690--MA0741.1.KLF16	chr9	103134555	103134565	-	0.000	0.000	Merged-chr9-103134672-43
NR4827--MA0742.1.Klf12	chr10	7212272	7212286	-	0.000	0.000	Merged-chr10-7212223-140
NR53598--MA0741.1.KLF16	chr6	114892729	114892739	+	0.000	0.000	Merged-chr6-114892684-29
NR44505--MA1107.1.KLF9	chr4	120731130	120731142	-	0.000	0.000	Merged-chr4-120731377-66
NR56277--MA0493.1.Klf1	chr7	35056705	35056715	-	0.000	0.000	Merged-chr7-35056859-1
NR6726--MA0599.1.KLF5	chr10	81247938	81247947	+	0.000	0.000	Merged-chr10-81248090-40
NR7180--MA0599.1.KLF5	chr10	90969598	90969607	-	0.000	0.000	Merged-chr10-90969735-47
NR13547--MA0741.1.KLF16	chr12	46818535	46818545	-	0.000	0.000	Merged-chr12-46818433-12
NR33072--MA0493.1.Klf1	chr2	10825982	10825992	+	0.000	0.000	Merged-chr2-10825844-43
NR27908--MA0741.1.KLF16	chr17	57096756	57096766	-	0.000	0.000	Merged-chr17-57096588-46
NR30507--MA0741.1.KLF16	chr18	74216969	74216979	-	0.000	0.000	Merged-chr18-74216878-3
NR10414--MA0599.1.KLF5	chr11	69766380	69766389	+	0.000	0.000	Merged-chr11-69766217-75
NR11421--MA0740.1.KLF14	chr11	94160909	94160922	-	0.000	0.000	Merged-chr11-94160657-19
NR62874--MA1107.1.KLF9	chr8	122769456	122769468	-	0.000	0.000	Merged-chr8-122769435-21
NR5202--MA0599.1.KLF5	chr10	28567605	28567614	-	0.000	0.000	Merged-chr10-28567622-50
NR56276--MA0039.3.KLF4	chr7	35056703	35056713	-	0.000	0.000	Merged-chr7-35056859-1
NR45045--MA0493.1.Klf1	chr4	131696251	131696261	+	0.000	0.000	Merged-chr4-131696229-22
NR7722--MA0599.1.KLF5	chr10	111102966	111102975	+	0.000	0.000	Merged-chr10-111102896-60
NR19896--MA0599.1.KLF5	chr14	70336464	70336473	-	0.000	0.000	Merged-chr14-70336398-19
NR65338--MA1107.1.KLF9	chr9	89909579	89909591	-	0.000	0.000	Merged-chr9-89909785-17
NR43900--MA0599.1.KLF5	chr4	101419689	101419698	-	0.000	0.000	Merged-chr4-101419713-70
NR29134--MA0599.1.KLF5	chr18	13970607	13970616	-	0.000	0.000	Merged-chr18-13970572-11
NR21216--MA0741.1.KLF16	chr15	25269716	25269726	-	0.000	0.000	Merged-chr15-25269773-79
NR958--MA0599.1.KLF5	chr1	69331685	69331694	+	0.000	0.000	Merged-chr1-69331775-34
NR49717--MA0039.3.KLF4	chr5	122209818	122209828	+	0.000	0.000	Merged-chr5-122209892-38
NR56431--MA0741.1.KLF16	chr7	44246729	44246739	-	0.000	0.000	Merged-chr7-44246733-118
NR33059--MA0493.1.Klf1	chr2	9986365	9986375	-	0.000	0.000	Merged-chr2-9986324-23
NR24495--MA0599.1.KLF5	chr16	45347020	45347029	-	0.000	0.000	Merged-chr16-45346908-42
NR42568--MA0493.1.Klf1	chr4	34551670	34551680	-	0.000	0.000	Merged-chr4-34551500-9
NR34608--MA0741.1.KLF16	chr2	70425766	70425776	+	0.000	0.000	Merged-chr2-70425902-24
NR28389--MA0599.1.KLF5	chr17	79615194	79615203	+	0.000	0.000	Merged-chr17-79615226-63
NR31532--MA0741.1.KLF16	chr19	15923625	15923635	-	0.000	0.000	Merged-chr19-15923659-34
NR54125--MA0599.1.KLF5	chr6	128334913	128334922	-	0.000	0.000	Merged-chr6-128334675-39
NR21333--MA0599.1.KLF5	chr15	31239987	31239996	+	0.000	0.000	Merged-chr15-31239940-27
NR22288--MA0741.1.KLF16	chr15	78928326	78928336	-	0.000	0.000	Merged-chr15-78928209-40
NR26535--MA1107.1.KLF9	chr17	26551299	26551311	-	0.000	0.000	Merged-chr17-26551311-33
NR37203--MA1107.1.KLF9	chr2	157119295	157119307	-	0.000	0.000	Merged-chr2-157119108-55
NR13898--MA0657.1.KLF13	chr12	71577476	71577493	-	0.000	0.000	Merged-chr12-71577475-38
NR11746--MA0599.1.KLF5	chr11	98786602	98786611	-	0.000	0.000	Merged-chr11-98786782-44
NR43699--MA0740.1.KLF14	chr4	88550362	88550375	-	0.000	0.000	Merged-chr4-88550447-50
NR56742--MA0039.3.KLF4	chr7	49494867	49494877	-	0.000	0.000	Merged-chr7-49494921-17
NR49094--MA0742.1.Klf12	chr5	110343021	110343035	-	0.000	0.000	Merged-chr5-110342964-29
NR60740--MA0741.1.KLF16	chr8	57503829	57503839	-	0.000	0.000	Merged-chr8-57503871-22
NR38527--MA0599.1.KLF5	chr3	19706819	19706828	-	0.000	0.000	Merged-chr3-19706982-40
NR13016--MA0741.1.KLF16	chr12	3781587	3781597	+	0.000	0.000	Merged-chr12-3781537-41
NR59494--MA0599.1.KLF5	chr7	139914356	139914365	-	0.000	0.000	Merged-chr7-139914511-29
NR13170--MA0740.1.KLF14	chr12	14152274	14152287	-	0.000	0.000	Merged-chr12-14152213-14
NR34731--MA0493.1.Klf1	chr2	72406891	72406901	+	0.000	0.000	Merged-chr2-72406907-14
NR24154--MA0740.1.KLF14	chr16	29814103	29814116	+	0.000	0.000	Merged-chr16-29814134-35
NR533--MA0599.1.KLF5	chr1	42952944	42952953	+	0.000	0.000	Merged-chr1-42953184-68
NR27802--MA0740.1.KLF14	chr17	56425190	56425203	-	0.000	0.000	Merged-chr17-56425045-2
NR25012--MA0741.1.KLF16	chr16	76499983	76499993	+	0.000	0.000	Merged-chr16-76499941-29
NR66576--MA1107.1.KLF9	chr9	118512857	118512869	-	0.000	0.000	Merged-chr9-118512920-16
NR5771--MA0740.1.KLF14	chr10	61383387	61383400	+	0.000	0.000	Merged-chr10-61383375-39
NR14586--MA0599.1.KLF5	chr12	99392975	99392984	+	0.000	0.000	Merged-chr12-99392913-146
NR5667--MA1107.1.KLF9	chr10	59921133	59921145	-	0.000	0.000	Merged-chr10-59921087-38
NR8038--MA0599.1.KLF5	chr10	118310793	118310802	+	0.000	0.000	Merged-chr10-118310957-20
NR51844--MA0740.1.KLF14	chr6	37564052	37564065	+	0.000	0.000	Merged-chr6-37564158-19
NR38767--MA0740.1.KLF14	chr3	37312464	37312477	+	0.000	0.000	Merged-chr3-37312472-53
NR5519--MA0039.3.KLF4	chr10	44444022	44444032	-	0.000	0.000	Merged-chr10-44443949-54
NR49100--MA1107.1.KLF9	chr5	110343023	110343035	-	0.000	0.000	Merged-chr5-110342964-29
NR59576--MA0741.1.KLF16	chr7	141060900	141060910	+	0.000	0.000	Merged-chr7-141061070-48
NR44893--MA0742.1.Klf12	chr4	129272589	129272603	+	0.000	0.000	Merged-chr4-129272515-32
NR11754--MA1107.1.KLF9	chr11	98786609	98786621	-	0.000	0.000	Merged-chr11-98786782-44
NR14464--MA1107.1.KLF9	chr12	91803169	91803181	-	0.000	0.000	Merged-chr12-91803305-23
NR57076--MA1107.1.KLF9	chr7	74296314	74296326	+	0.000	0.000	Merged-chr7-74296401-18
NR58722--MA0741.1.KLF16	chr7	123189954	123189964	+	0.000	0.000	Merged-chr7-123189982-13
NR42376--MA0493.1.Klf1	chr4	10875650	10875660	+	0.000	0.000	Merged-chr4-10875548-10
NR46736--MA0599.1.KLF5	chr5	14514915	14514924	-	0.000	0.000	Merged-chr5-14515082-42
NR46293--MA0741.1.KLF16	chr4	151108545	151108555	-	0.000	0.000	Merged-chr4-151108570-29
NR23759--MA0741.1.KLF16	chr16	15887226	15887236	-	0.000	0.000	Merged-chr16-15887242-95
NR48659--MA0039.3.KLF4	chr5	97090259	97090269	-	0.000	0.000	Merged-chr5-97090318-20
NR19222--MA0740.1.KLF14	chr14	50062045	50062058	+	0.000	0.000	Merged-chr14-50062274-71
NR44896--MA0493.1.Klf1	chr4	129272589	129272599	+	0.000	0.000	Merged-chr4-129272515-32
NR32382--MA0599.1.KLF5	chr19	46518602	46518611	-	0.000	0.000	Merged-chr19-46518736-37
NR34638--MA0599.1.KLF5	chr2	70922962	70922971	-	0.000	0.000	Merged-chr2-70922738-17
NR62227--MA0599.1.KLF5	chr8	107403598	107403607	-	0.000	0.000	Merged-chr8-107403354-63
NR53689--MA0657.1.KLF13	chr6	116682490	116682507	-	0.000	0.000	Merged-chr6-116682504-22
NR33328--MA0740.1.KLF14	chr2	25095285	25095298	+	0.000	0.000	Merged-chr2-25095278-14
NR65061--MA1107.1.KLF9	chr9	77954645	77954657	-	0.000	0.000	Merged-chr9-77954587-30
NR46739--MA0741.1.KLF16	chr5	14514914	14514924	-	0.000	0.000	Merged-chr5-14515082-42
NR10450--MA0493.1.Klf1	chr11	69919801	69919811	+	0.000	0.000	Merged-chr11-69919909-46
NR30284--MA0741.1.KLF16	chr18	68195247	68195257	-	0.000	0.000	Merged-chr18-68195286-23
NR42375--MA0039.3.KLF4	chr4	10875652	10875662	+	0.000	0.000	Merged-chr4-10875548-10
NR51714--MA0740.1.KLF14	chr6	29694166	29694179	-	0.000	0.000	Merged-chr6-29694169-43
NR44895--MA0039.3.KLF4	chr4	129272591	129272601	+	0.000	0.000	Merged-chr4-129272515-32
NR61267--MA0599.1.KLF5	chr8	73353573	73353582	-	0.000	0.000	Merged-chr8-73353537-91
NR44897--MA0741.1.KLF16	chr4	129272590	129272600	+	0.000	0.000	Merged-chr4-129272515-32
NR67102--MA0741.1.KLF16	chrX	12160145	12160155	+	0.000	0.000	Merged-chrX-12160238-21
NR62315--MA0039.3.KLF4	chr8	110929463	110929473	-	0.000	0.000	Merged-chr8-110929357-31
NR29745--MA0741.1.KLF16	chr18	53801709	53801719	-	0.000	0.000	Merged-chr18-53801567-20
NR21337--MA1107.1.KLF9	chr15	31239986	31239998	+	0.000	0.000	Merged-chr15-31239940-27
NR61915--MA1107.1.KLF9	chr8	95154954	95154966	+	0.000	0.000	Merged-chr8-95154872-23
NR66567--MA0039.3.KLF4	chr9	118477724	118477734	-	0.000	0.000	Merged-chr9-118477763-16
NR31843--MA0599.1.KLF5	chr19	31198631	31198640	+	0.000	0.000	Merged-chr19-31198738-18
NR47610--MA1107.1.KLF9	chr5	52618416	52618428	+	0.000	0.000	Merged-chr5-52618672-42
NR34553--MA0599.1.KLF5	chr2	68874094	68874103	+	0.000	0.000	Merged-chr2-68874057-78
NR8207--MA0740.1.KLF14	chr10	121300785	121300798	+	0.000	0.000	Merged-chr10-121300859-24
NR40666--MA1107.1.KLF9	chr3	121872948	121872960	+	0.000	0.000	Merged-chr3-121872910-8
NR46709--MA0493.1.Klf1	chr5	5749436	5749446	-	0.000	0.000	Merged-chr5-5749564-48
NR14009--MA0599.1.KLF5	chr12	76312186	76312195	-	0.000	0.000	Merged-chr12-76312183-20
NR42393--MA0039.3.KLF4	chr4	11026523	11026533	+	0.000	0.000	Merged-chr4-11026453-25
NR52331--MA0599.1.KLF5	chr6	55057598	55057607	+	0.000	0.000	Merged-chr6-55057514-12
NR29997--MA0741.1.KLF16	chr18	61638022	61638032	-	0.000	0.000	Merged-chr18-61638222-61
NR4385--MA1107.1.KLF9	chr1	189831022	189831034	-	0.000	0.000	Merged-chr1-189831018-42
NR37329--MA0657.1.KLF13	chr2	160746777	160746794	+	0.000	0.000	Merged-chr2-160746776-15
NR41635--MA1107.1.KLF9	chr3	146045215	146045227	-	0.000	0.000	Merged-chr3-146045142-29
NR50805--MA0599.1.KLF5	chr5	140944727	140944736	-	0.000	0.000	Merged-chr5-140944857-24
NR23783--MA0740.1.KLF14	chr16	16896570	16896583	-	0.000	0.000	Merged-chr16-16896631-55
NR44611--MA0741.1.KLF16	chr4	123183452	123183462	-	0.000	0.000	Merged-chr4-123183397-53
NR11328--MA0741.1.KLF16	chr11	88595872	88595882	+	0.000	0.000	Merged-chr11-88595910-28
NR61285--MA0599.1.KLF5	chr8	76902220	76902229	+	0.000	0.000	Merged-chr8-76902143-41
NR19073--MA0740.1.KLF14	chr14	41013864	41013877	+	0.000	0.000	Merged-chr14-41013855-53
NR28919--MA0740.1.KLF14	chr17	88668541	88668554	+	0.000	0.000	Merged-chr17-88668603-31
NR62469--MA0599.1.KLF5	chr8	115826671	115826680	-	0.000	0.000	Merged-chr8-115826691-38
NR33235--MA0599.1.KLF5	chr2	18984636	18984645	-	0.000	0.000	Merged-chr2-18984447-62
NR60737--MA0599.1.KLF5	chr8	57503830	57503839	-	0.000	0.000	Merged-chr8-57503871-22
NR13171--MA0657.1.KLF13	chr12	14152271	14152288	-	0.000	0.000	Merged-chr12-14152213-14
NR29838--MA0599.1.KLF5	chr18	56621018	56621027	-	0.000	0.000	Merged-chr18-56620960-32
NR27803--MA0657.1.KLF13	chr17	56425175	56425192	-	0.000	0.000	Merged-chr17-56425045-2
NR57365--MA0741.1.KLF16	chr7	81454612	81454622	+	0.000	0.000	Merged-chr7-81454544-19
NR34325--MA0599.1.KLF5	chr2	59244898	59244907	-	0.000	0.000	Merged-chr2-59244755-83
NR55382--MA0740.1.KLF14	chr7	13278826	13278839	+	0.000	0.000	Merged-chr7-13278795-76
NR17310--MA0599.1.KLF5	chr13	91038226	91038235	-	0.000	0.000	Merged-chr13-91038224-15
NR12407--MA0599.1.KLF5	chr11	113187329	113187338	+	0.000	0.000	Merged-chr11-113187180-1
NR13958--MA0599.1.KLF5	chr12	73746282	73746291	-	0.000	0.000	Merged-chr12-73746193-23
NR11424--MA0493.1.Klf1	chr11	94160912	94160922	-	0.000	0.000	Merged-chr11-94160657-19
NR61057--MA0599.1.KLF5	chr8	70619131	70619140	+	0.000	0.000	Merged-chr8-70619084-21
NR25907--MA0741.1.KLF16	chr17	8525166	8525176	-	0.000	0.000	Merged-chr17-8525059-23
NR18400--MA0599.1.KLF5	chr13	117242279	117242288	-	0.000	0.000	Merged-chr13-117242416-107
NR60509--MA0599.1.KLF5	chr8	36248437	36248446	+	0.000	0.000	Merged-chr8-36248253-9
NR13174--MA0493.1.Klf1	chr12	14152277	14152287	-	0.000	0.000	Merged-chr12-14152213-14
NR11428--MA1107.1.KLF9	chr11	94160910	94160922	-	0.000	0.000	Merged-chr11-94160657-19
NR4826--MA0740.1.KLF14	chr10	7212273	7212286	-	0.000	0.000	Merged-chr10-7212223-140
NR37916--MA1107.1.KLF9	chr2	170055612	170055624	-	0.000	0.000	Merged-chr2-170055593-21
NR58762--MA1107.1.KLF9	chr7	125034711	125034723	-	0.000	0.000	Merged-chr7-125034795-1
NR46665--MA0741.1.KLF16	chr5	4912183	4912193	-	0.000	0.000	Merged-chr5-4912133-29
NR23589--MA0741.1.KLF16	chr16	8455399	8455409	+	0.000	0.000	Merged-chr16-8455328-28
NR64447--MA0740.1.KLF14	chr9	61779365	61779378	+	0.000	0.000	Merged-chr9-61779248-32
NR65034--MA0741.1.KLF16	chr9	77456719	77456729	+	0.000	0.000	Merged-chr9-77456588-28
NR25828--MA0599.1.KLF5	chr17	6961316	6961325	-	0.000	0.000	Merged-chr17-6961334-74
NR28304--MA1107.1.KLF9	chr17	74354439	74354451	-	0.000	0.000	Merged-chr17-74354475-5
NR62500--MA0741.1.KLF16	chr8	116587811	116587821	+	0.000	0.000	Merged-chr8-116587690-56
NR59176--MA1107.1.KLF9	chr7	130893300	130893312	+	0.000	0.000	Merged-chr7-130893114-41
NR5808--MA0599.1.KLF5	chr10	61559992	61560001	-	0.000	0.000	Merged-chr10-61559785-43
NR7893--MA0493.1.Klf1	chr10	116930684	116930694	+	0.000	0.000	Merged-chr10-116930621-65
