#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval0.3-log2fc0.5_up.bed
NR4854--MA0496.2.MAFK	chr14	99266002	99266020	+	0.000	0.000	Merged-chr14-99266048-28
NR2306--MA0591.1.Bach1::Mafk	chr11	34506623	34506637	-	0.000	0.000	Merged-chr11-34506583-46
NR5053--MA0496.2.MAFK	chr15	10723726	10723744	+	0.000	0.000	Merged-chr15-10723648-41
NR7238--MA0495.2.MAFF	chr19	20424388	20424408	-	0.000	0.000	Merged-chr19-20424322-22
NR8026--MA0089.1.MAFG::NFE2L1	chr2	101628974	101628979	-	0.000	0.000	Merged-chr2-101628862-31
NR12017--MA0501.1.MAF::NFE2	chr6	98933386	98933400	-	0.000	0.000	Merged-chr6-98933342-15
NR6012--MA0501.1.MAF::NFE2	chr16	91366694	91366708	-	0.000	0.000	Merged-chr16-91366873-55
NR12696--MA0501.1.MAF::NFE2	chr7	48919488	48919502	-	0.000	0.000	Merged-chr7-48919531-17
NR1738--MA0591.1.Bach1::Mafk	chr10	80606586	80606600	-	0.000	0.000	Merged-chr10-80606564-22
NR257--MA0501.1.MAF::NFE2	chr1	60758318	60758332	-	0.000	0.000	Merged-chr1-60758375-49
NR6356--MA0089.1.MAFG::NFE2L1	chr17	44556037	44556042	+	0.000	0.000	Merged-chr17-44556103-15
NR5993--MA0089.1.MAFG::NFE2L1	chr16	89872268	89872273	+	0.000	0.000	Merged-chr16-89872318-26
NR13927--MA0089.1.MAFG::NFE2L1	chr8	115183824	115183829	+	0.000	0.000	Merged-chr8-115183735-24
NR11168--MA0495.2.MAFF	chr5	105306180	105306200	+	0.000	0.000	Merged-chr5-105306151-101
NR14317--MA0501.1.MAF::NFE2	chr9	55209109	55209123	-	0.000	0.000	Merged-chr9-55209102-59
NR7780--MA0591.1.Bach1::Mafk	chr2	60328783	60328797	-	0.000	0.000	Merged-chr2-60328757-33
NR2330--MA0501.1.MAF::NFE2	chr11	43703807	43703821	+	0.000	0.000	Merged-chr11-43703862-10
NR6932--MA0089.1.MAFG::NFE2L1	chr18	66429304	66429309	+	0.000	0.000	Merged-chr18-66429331-35
NR14981--MA0501.1.MAF::NFE2	chrX	113075052	113075066	+	0.000	0.000	Merged-chrX-113075086-29
NR1135--MA0501.1.MAF::NFE2	chr1	184441267	184441281	+	0.000	0.000	Merged-chr1-184441398-48
NR1621--MA0496.2.MAFK	chr10	63175223	63175241	+	0.000	0.000	Merged-chr10-63175316-22
NR13144--MA0501.1.MAF::NFE2	chr7	119861794	119861808	+	0.000	0.000	Merged-chr7-119861539-102
NR5052--MA0501.1.MAF::NFE2	chr15	10723731	10723745	+	0.000	0.000	Merged-chr15-10723648-41
NR12851--MA0659.1.MAFG	chr7	80209870	80209890	-	0.000	0.000	Merged-chr7-80209951-53
NR4596--MA0495.2.MAFF	chr14	54168970	54168990	+	0.000	0.000	Merged-chr14-54168999-35
NR7498--MA0496.2.MAFK	chr2	12406863	12406881	-	0.000	0.000	Merged-chr2-12406910-25
NR5207--MA0495.2.MAFF	chr15	58655206	58655226	+	0.000	0.000	Merged-chr15-58655104-54
NR2852--MA0501.1.MAF::NFE2	chr12	3823693	3823707	-	0.000	0.000	Merged-chr12-3823687-29
NR9051--MA0089.1.MAFG::NFE2L1	chr3	79177390	79177395	+	0.000	0.000	Merged-chr3-79177375-21
NR285--MA0501.1.MAF::NFE2	chr1	66649749	66649763	-	0.000	0.000	Merged-chr1-66649832-31
NR7845--MA0591.1.Bach1::Mafk	chr2	70933191	70933205	+	0.000	0.000	Merged-chr2-70933304-29
NR5211--MA0496.2.MAFK	chr15	58655207	58655225	+	0.000	0.000	Merged-chr15-58655104-54
NR12267--MA0496.2.MAFK	chr6	127302957	127302975	+	0.000	0.000	Merged-chr6-127302896-25
NR10317--MA0501.1.MAF::NFE2	chr4	121002459	121002473	-	0.000	0.000	Merged-chr4-121002570-50
NR9630--MA0591.1.Bach1::Mafk	chr3	146758060	146758074	+	0.000	0.000	Merged-chr3-146758289-47
NR10646--MA0089.1.MAFG::NFE2L1	chr5	10866566	10866571	+	0.000	0.000	Merged-chr5-10866661-52
NR14237--MA0495.2.MAFF	chr9	43785161	43785181	+	0.000	0.000	Merged-chr9-43784994-20
NR6250--MA0089.1.MAFG::NFE2L1	chr17	28013402	28013407	+	0.000	0.000	Merged-chr17-28013455-33
NR14693--MA0496.2.MAFK	chr9	114787912	114787930	+	0.000	0.000	Merged-chr9-114787935-34
NR3703--MA0496.2.MAFK	chr13	37783913	37783931	-	0.000	0.000	Merged-chr13-37783892-22
NR1122--MA0591.1.Bach1::Mafk	chr1	183052784	183052798	-	0.000	0.000	Merged-chr1-183052837-15
NR8537--MA0089.1.MAFG::NFE2L1	chr2	158133365	158133370	+	0.000	0.000	Merged-chr2-158133215-37
NR13919--MA0117.2.Mafb	chr8	111976532	111976543	-	0.000	0.000	Merged-chr8-111976573-47
NR4043--MA0117.2.Mafb	chr13	95419599	95419610	-	0.000	0.000	Merged-chr13-95419619-28
NR9273--MA0117.2.Mafb	chr3	103872771	103872782	-	0.000	0.000	Merged-chr3-103872856-42
NR3942--MA0501.1.MAF::NFE2	chr13	76129014	76129028	+	0.000	0.000	Merged-chr13-76128854-26
NR8973--MA0501.1.MAF::NFE2	chr3	59222498	59222512	+	0.000	0.000	Merged-chr3-59222464-17
NR5521--MA0089.1.MAFG::NFE2L1	chr16	13845253	13845258	+	0.000	0.000	Merged-chr16-13845150-21
NR14239--MA0117.2.Mafb	chr9	43785170	43785181	-	0.000	0.000	Merged-chr9-43784994-20
NR7506--MA0089.1.MAFG::NFE2L1	chr2	14312634	14312639	+	0.000	0.000	Merged-chr2-14312633-23
