#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh-pval0.3-log2fc0.5_dn.bed
NR34032--MA0741.1.KLF16	chr19	44314786	44314796	+	0.000	0.000	Merged-chr19-44314757-47
NR66207--MA0741.1.KLF16	chr8	95349080	95349090	-	0.000	0.000	Merged-chr8-95348986-27
NR36208--MA0493.1.Klf1	chr2	53095206	53095216	+	0.000	0.000	Merged-chr2-53095400-57
NR36364--MA1107.1.KLF9	chr2	60880815	60880827	+	0.000	0.000	Merged-chr2-60880763-2
NR9163--MA0741.1.KLF16	chr11	4186700	4186710	-	0.000	0.000	Merged-chr11-4186832-60
NR46839--MA0599.1.KLF5	chr4	114418508	114418517	+	0.000	0.000	Merged-chr4-114418502-2
NR21100--MA0493.1.Klf1	chr14	76001938	76001948	-	0.000	0.000	Merged-chr14-76001968-11
NR60821--MA0493.1.Klf1	chr7	64161052	64161062	-	0.000	0.000	Merged-chr7-64160970-41
NR43913--MA1107.1.KLF9	chr3	148219382	148219394	-	0.000	0.000	Merged-chr3-148219203-2
NR5421--MA0741.1.KLF16	chr10	22149874	22149884	-	0.000	0.000	Merged-chr10-22149944-1
NR71193--MA1107.1.KLF9	chr9	117553240	117553252	+	0.000	0.000	Merged-chr9-117553194-1
NR46739--MA0741.1.KLF16	chr4	109123019	109123029	+	0.000	0.000	Merged-chr4-109123040-18
NR29053--MA1107.1.KLF9	chr17	45119810	45119822	+	0.000	0.000	Merged-chr17-45119999-67
NR16353--MA0741.1.KLF16	chr13	24547218	24547228	-	0.000	0.000	Merged-chr13-24547194-39
NR65837--MA0599.1.KLF5	chr8	84073835	84073844	+	0.000	0.000	Merged-chr8-84073681-60
NR49021--MA0599.1.KLF5	chr4	154964941	154964950	+	0.000	0.000	Merged-chr4-154964941-1
NR62469--MA0599.1.KLF5	chr7	119673722	119673731	-	0.000	0.000	Merged-chr7-119673662-33
NR44929--MA0741.1.KLF16	chr4	40236980	40236990	-	0.000	0.000	Merged-chr4-40236961-8
NR46795--MA0741.1.KLF16	chr4	111435258	111435268	-	0.000	0.000	Merged-chr4-111435287-1
NR43909--MA1107.1.KLF9	chr3	148219374	148219386	-	0.000	0.000	Merged-chr3-148219203-2
NR16746--MA0741.1.KLF16	chr13	43365496	43365506	+	0.000	0.000	Merged-chr13-43365585-65
NR8677--MA0740.1.KLF14	chr10	122778137	122778150	+	0.000	0.000	Merged-chr10-122778014-1
NR29049--MA1107.1.KLF9	chr17	45119802	45119814	+	0.000	0.000	Merged-chr17-45119999-67
NR64871--MA0039.3.KLF4	chr8	48425272	48425282	-	0.000	0.000	Merged-chr8-48425330-34
NR41425--MA1107.1.KLF9	chr3	79129204	79129216	-	0.000	0.000	Merged-chr3-79129160-12
NR50690--MA0741.1.KLF16	chr5	64959355	64959365	-	0.000	0.000	Merged-chr5-64959516-90
NR41645--MA0493.1.Klf1	chr3	87960960	87960970	+	0.000	0.000	Merged-chr3-87960988-36
NR9190--MA1107.1.KLF9	chr11	4463005	4463017	+	0.000	0.000	Merged-chr11-4463139-8
NR11240--MA1107.1.KLF9	chr11	78360909	78360921	-	0.000	0.000	Merged-chr11-78360769-1
NR54954--MA0493.1.Klf1	chr6	34497705	34497715	-	0.000	0.000	Merged-chr6-34497714-15
NR32154--MA0493.1.Klf1	chr18	70599001	70599011	+	0.000	0.000	Merged-chr18-70598988-36
NR14605--MA0599.1.KLF5	chr12	76596421	76596430	-	0.000	0.000	Merged-chr12-76596548-12
NR54771--MA0599.1.KLF5	chr6	29232574	29232583	-	0.000	0.000	Merged-chr6-29232345-65
NR5807--MA1107.1.KLF9	chr10	42849026	42849038	-	0.000	0.000	Merged-chr10-42848913-29
NR5806--MA0741.1.KLF16	chr10	42849027	42849037	-	0.000	0.000	Merged-chr10-42848913-29
NR68476--MA0599.1.KLF5	chr9	44708510	44708519	+	0.000	0.000	Merged-chr9-44708535-22
NR9352--MA0741.1.KLF16	chr11	6680661	6680671	+	0.000	0.000	Merged-chr11-6680624-1
NR34029--MA0741.1.KLF16	chr19	44314783	44314793	+	0.000	0.000	Merged-chr19-44314757-47
NR70695--MA0742.1.Klf12	chr9	107677399	107677413	-	0.000	0.000	Merged-chr9-107677466-8
NR10366--MA0493.1.Klf1	chr11	58199547	58199557	+	0.000	0.000	Merged-chr11-58199630-58
NR14054--MA0493.1.Klf1	chr12	41566407	41566417	+	0.000	0.000	Merged-chr12-41566300-31
NR33884--MA0741.1.KLF16	chr19	40509068	40509078	-	0.000	0.000	Merged-chr19-40509084-1
NR8678--MA0657.1.KLF13	chr10	122778136	122778153	+	0.000	0.000	Merged-chr10-122778014-1
NR67739--MA0741.1.KLF16	chr9	14281805	14281815	-	0.000	0.000	Merged-chr9-14281792-3
NR2037--MA0742.1.Klf12	chr1	119637160	119637174	+	0.000	0.000	Merged-chr1-119636990-21
NR61143--MA0741.1.KLF16	chr7	80025232	80025242	-	0.000	0.000	Merged-chr7-80025368-9
NR21620--MA1107.1.KLF9	chr14	105632214	105632226	-	0.000	0.000	Merged-chr14-105632232-2
NR28322--MA0039.3.KLF4	chr17	28328826	28328836	+	0.000	0.000	Merged-chr17-28328668-59
NR57271--MA0599.1.KLF5	chr6	120464177	120464186	+	0.000	0.000	Merged-chr6-120464092-4
NR22132--MA0039.3.KLF4	chr14	122187051	122187061	+	0.000	0.000	Merged-chr14-122187060-26
NR67269--MA1107.1.KLF9	chr8	122769454	122769466	-	0.000	0.000	Merged-chr8-122769435-21
NR67338--MA0741.1.KLF16	chr8	124022257	124022267	-	0.000	0.000	Merged-chr8-124022219-1
NR45369--MA1107.1.KLF9	chr4	47011205	47011217	-	0.000	0.000	Merged-chr4-47011023-46
NR23251--MA0742.1.Klf12	chr15	66855104	66855118	+	0.000	0.000	Merged-chr15-66854970-48
NR2060--MA0599.1.KLF5	chr1	120136517	120136526	+	0.000	0.000	Merged-chr1-120136380-18
NR72670--MA0493.1.Klf1	chrX	152327592	152327602	-	0.000	0.000	Merged-chrX-152327497-47
NR51501--MA1107.1.KLF9	chr5	99891683	99891695	+	0.000	0.000	Merged-chr5-99891648-1
NR40498--MA0493.1.Klf1	chr3	22115517	22115527	+	0.000	0.000	Merged-chr3-22115498-23
NR9639--MA1107.1.KLF9	chr11	24252529	24252541	+	0.000	0.000	Merged-chr11-24252496-5
NR35761--MA0741.1.KLF16	chr2	32757750	32757760	-	0.000	0.000	Merged-chr2-32757735-1
NR42010--MA1107.1.KLF9	chr3	95523792	95523804	+	0.000	0.000	Merged-chr3-95523820-51
NR40175--MA1107.1.KLF9	chr2	178891676	178891688	+	0.000	0.000	Merged-chr2-178891686-1
NR5195--MA0493.1.Klf1	chr10	10307608	10307618	-	0.000	0.000	Merged-chr10-10307543-35
NR28477--MA0742.1.Klf12	chr17	30575634	30575648	-	0.000	0.000	Merged-chr17-30575700-2
NR2038--MA0599.1.KLF5	chr1	119637161	119637170	+	0.000	0.000	Merged-chr1-119636990-21
NR1642--MA0599.1.KLF5	chr1	90676794	90676803	+	0.000	0.000	Merged-chr1-90676812-13
NR8684--MA0493.1.Klf1	chr10	122778157	122778167	+	0.000	0.000	Merged-chr10-122778014-1
NR10363--MA0657.1.KLF13	chr11	58199546	58199563	+	0.000	0.000	Merged-chr11-58199630-58
NR31021--MA0599.1.KLF5	chr18	23811115	23811124	+	0.000	0.000	Merged-chr18-23810991-46
NR51413--MA0599.1.KLF5	chr5	98160896	98160905	+	0.000	0.000	Merged-chr5-98160972-1
NR50636--MA0493.1.Klf1	chr5	64435675	64435685	+	0.000	0.000	Merged-chr5-64435633-23
NR68722--MA1107.1.KLF9	chr9	51162034	51162046	-	0.000	0.000	Merged-chr9-51161990-29
NR31213--MA0493.1.Klf1	chr18	34783618	34783628	-	0.000	0.000	Merged-chr18-34783714-45
NR48761--MA0742.1.Klf12	chr4	149854338	149854352	-	0.000	0.000	Merged-chr4-149854542-67
NR25676--MA0741.1.KLF16	chr16	28853748	28853758	+	0.000	0.000	Merged-chr16-28853718-1
NR52638--MA0741.1.KLF16	chr5	123974578	123974588	-	0.000	0.000	Merged-chr5-123974757-35
NR55776--MA1107.1.KLF9	chr6	67129046	67129058	+	0.000	0.000	Merged-chr6-67129210-17
NR60817--MA0741.1.KLF16	chr7	64160974	64160984	+	0.000	0.000	Merged-chr7-64160970-41
NR41610--MA1107.1.KLF9	chr3	87488121	87488133	+	0.000	0.000	Merged-chr3-87488125-17
NR1888--MA0741.1.KLF16	chr1	106032121	106032131	+	0.000	0.000	Merged-chr1-106032051-18
NR34841--MA0493.1.Klf1	chr2	10374035	10374045	-	0.000	0.000	Merged-chr2-10373891-14
NR37658--MA1107.1.KLF9	chr2	113430865	113430877	+	0.000	0.000	Merged-chr2-113431034-10
NR68718--MA1107.1.KLF9	chr9	51162026	51162038	-	0.000	0.000	Merged-chr9-51161990-29
NR13145--MA0599.1.KLF5	chr11	119238421	119238430	-	0.000	0.000	Merged-chr11-119238341-66
NR15525--MA1107.1.KLF9	chr12	107953661	107953673	+	0.000	0.000	Merged-chr12-107953476-22
NR39081--MA1107.1.KLF9	chr2	154713408	154713420	+	0.000	0.000	Merged-chr2-154713279-3
NR62715--MA0741.1.KLF16	chr7	125620285	125620295	-	0.000	0.000	Merged-chr7-125620287-12
NR21102--MA1107.1.KLF9	chr14	76001936	76001948	-	0.000	0.000	Merged-chr14-76001968-11
NR68857--MA1107.1.KLF9	chr9	56325863	56325875	+	0.000	0.000	Merged-chr9-56325915-29
NR13149--MA0741.1.KLF16	chr11	119238576	119238586	+	0.000	0.000	Merged-chr11-119238341-66
NR9187--MA0741.1.KLF16	chr11	4463006	4463016	+	0.000	0.000	Merged-chr11-4463139-8
NR60357--MA0039.3.KLF4	chr7	45068180	45068190	-	0.000	0.000	Merged-chr7-45068056-13
NR36358--MA1107.1.KLF9	chr2	60880803	60880815	+	0.000	0.000	Merged-chr2-60880763-2
NR5586--MA0599.1.KLF5	chr10	36158426	36158435	+	0.000	0.000	Merged-chr10-36158337-60
NR14607--MA0741.1.KLF16	chr12	76596420	76596430	-	0.000	0.000	Merged-chr12-76596548-12
NR71670--MA0742.1.Klf12	chrX	7947822	7947836	+	0.000	0.000	Merged-chrX-7947943-52
NR2036--MA0740.1.KLF14	chr1	119637160	119637173	+	0.000	0.000	Merged-chr1-119636990-21
NR72063--MA0599.1.KLF5	chrX	59134789	59134798	+	0.000	0.000	Merged-chrX-59134766-110
NR62242--MA1107.1.KLF9	chr7	115416123	115416135	-	0.000	0.000	Merged-chr7-115416169-1
NR52163--MA0741.1.KLF16	chr5	114667662	114667672	-	0.000	0.000	Merged-chr5-114667670-56
NR9126--MA0493.1.Klf1	chr11	3863942	3863952	-	0.000	0.000	Merged-chr11-3863952-34
NR41781--MA1107.1.KLF9	chr3	89960612	89960624	+	0.000	0.000	Merged-chr3-89960726-41
NR22519--MA0039.3.KLF4	chr15	27800441	27800451	+	0.000	0.000	Merged-chr15-27800406-19
NR3268--MA0741.1.KLF16	chr1	156473590	156473600	+	0.000	0.000	Merged-chr1-156473479-2
NR54855--MA0741.1.KLF16	chr6	30509823	30509833	-	0.000	0.000	Merged-chr6-30509699-52
NR16290--MA0741.1.KLF16	chr13	21366911	21366921	+	0.000	0.000	Merged-chr13-21366779-27
NR72018--MA0740.1.KLF14	chrX	53607882	53607895	+	0.000	0.000	Merged-chrX-53607978-28
NR6344--MA1107.1.KLF9	chr10	63381567	63381579	+	0.000	0.000	Merged-chr10-63381719-30
NR50637--MA0741.1.KLF16	chr5	64435676	64435686	+	0.000	0.000	Merged-chr5-64435633-23
NR58822--MA0742.1.Klf12	chr7	4777375	4777389	+	0.000	0.000	Merged-chr7-4777194-35
NR46738--MA0039.3.KLF4	chr4	109123020	109123030	+	0.000	0.000	Merged-chr4-109123040-18
NR58566--MA0657.1.KLF13	chr6	145135516	145135533	+	0.000	0.000	Merged-chr6-145135361-11
NR33142--MA0742.1.Klf12	chr19	6839885	6839899	-	0.000	0.000	Merged-chr19-6839786-2
NR12794--MA1107.1.KLF9	chr11	114813026	114813038	+	0.000	0.000	Merged-chr11-114812922-18
NR41240--MA1107.1.KLF9	chr3	65650795	65650807	-	0.000	0.000	Merged-chr3-65650597-39
NR14841--MA0740.1.KLF14	chr12	85486974	85486987	-	0.000	0.000	Merged-chr12-85486872-12
