#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_dn.bed
NR10720--MA0493.1.Klf1	chr11	88718619	88718629	-	0.000	0.000	Merged-chr11-88718407-109
NR8325--MA1107.1.KLF9	chr11	3703672	3703684	+	0.000	0.000	Merged-chr11-3703654-26
NR8014--MA0741.1.KLF16	chr10	127165733	127165743	-	0.000	0.000	Merged-chr10-127165637-94
NR43769--MA0741.1.KLF16	chr4	129621213	129621223	+	0.000	0.000	Merged-chr4-129621333-30
NR5088--MA0599.1.KLF5	chr10	42838839	42838848	-	0.000	0.000	Merged-chr10-42838902-52
NR38824--MA0741.1.KLF16	chr3	88831939	88831949	-	0.000	0.000	Merged-chr3-88831913-99
NR36779--MA0599.1.KLF5	chr2	165322030	165322039	+	0.000	0.000	Merged-chr2-165321854-18
NR33854--MA0599.1.KLF5	chr2	58137898	58137907	+	0.000	0.000	Merged-chr2-58137903-53
NR5755--MA0599.1.KLF5	chr10	75320564	75320573	-	0.000	0.000	Merged-chr10-75320421-51
NR52587--MA0493.1.Klf1	chr6	119199125	119199135	+	0.000	0.000	Merged-chr6-119199024-52
NR29217--MA0599.1.KLF5	chr18	35771549	35771558	+	0.000	0.000	Merged-chr18-35771673-87
NR4772--MA0742.1.Klf12	chr10	21905828	21905842	-	0.000	0.000	Merged-chr10-21905847-47
NR24638--MA0741.1.KLF16	chr16	55924217	55924227	+	0.000	0.000	Merged-chr16-55924140-18
NR56613--MA0742.1.Klf12	chr7	101316911	101316925	-	0.000	0.000	Merged-chr7-101316916-14
NR6834--MA0657.1.KLF13	chr10	95193987	95194004	-	0.000	0.000	Merged-chr10-95194130-23
NR28321--MA0742.1.Klf12	chr17	80169132	80169146	+	0.000	0.000	Merged-chr17-80169005-20
NR51039--MA0740.1.KLF14	chr6	48693967	48693980	-	0.000	0.000	Merged-chr6-48693973-35
NR48523--MA0493.1.Klf1	chr5	122430272	122430282	+	0.000	0.000	Merged-chr5-122430278-22
NR9667--MA0599.1.KLF5	chr11	61762151	61762160	-	0.000	0.000	Merged-chr11-61762062-61
NR59777--MA1107.1.KLF9	chr8	71668273	71668285	-	0.000	0.000	Merged-chr8-71668308-31
NR12143--MA0740.1.KLF14	chr11	115612962	115612975	-	0.000	0.000	Merged-chr11-115612952-94
NR23384--MA1107.1.KLF9	chr15	102225236	102225248	+	0.000	0.000	Merged-chr15-102225119-79
NR38730--MA0493.1.Klf1	chr3	87266831	87266841	-	0.000	0.000	Merged-chr3-87266700-20
NR62213--MA0741.1.KLF16	chr9	32695948	32695958	+	0.000	0.000	Merged-chr9-32696080-66
NR31801--MA0741.1.KLF16	chr19	43809535	43809545	+	0.000	0.000	Merged-chr19-43809499-23
NR44415--MA0599.1.KLF5	chr4	137890767	137890776	+	0.000	0.000	Merged-chr4-137890747-20
NR2028--MA1107.1.KLF9	chr1	132342004	132342016	-	0.000	0.000	Merged-chr1-132341932-46
NR11573--MA0741.1.KLF16	chr11	103375270	103375280	+	0.000	0.000	Merged-chr11-103375376-18
NR43324--MA1107.1.KLF9	chr4	120053608	120053620	-	0.000	0.000	Merged-chr4-120053646-59
NR45196--MA0599.1.KLF5	chr4	150894786	150894795	+	0.000	0.000	Merged-chr4-150894695-19
NR57495--MA0493.1.Klf1	chr7	127137854	127137864	+	0.000	0.000	Merged-chr7-127137762-54
NR28325--MA0741.1.KLF16	chr17	80169133	80169143	+	0.000	0.000	Merged-chr17-80169005-20
NR61308--MA1107.1.KLF9	chr8	123341778	123341790	-	0.000	0.000	Merged-chr8-123341706-13
NR9877--MA0493.1.Klf1	chr11	69581607	69581617	-	0.000	0.000	Merged-chr11-69581385-45
NR14221--MA0599.1.KLF5	chr12	99942542	99942551	+	0.000	0.000	Merged-chr12-99942644-16
NR6836--MA0741.1.KLF16	chr10	95193992	95194002	-	0.000	0.000	Merged-chr10-95194130-23
NR61233--MA0599.1.KLF5	chr8	122561365	122561374	+	0.000	0.000	Merged-chr8-122561364-37
NR1068--MA1107.1.KLF9	chr1	75213261	75213273	-	0.000	0.000	Merged-chr1-75213327-22
NR14770--MA0039.3.KLF4	chr12	110500284	110500294	+	0.000	0.000	Merged-chr12-110500249-7
NR52870--MA0599.1.KLF5	chr6	127165834	127165843	+	0.000	0.000	Merged-chr6-127165836-16
NR17597--MA1107.1.KLF9	chr13	104937911	104937923	+	0.000	0.000	Merged-chr13-104937983-19
NR12488--MA1107.1.KLF9	chr11	119083834	119083846	+	0.000	0.000	Merged-chr11-119083935-60
NR11063--MA0741.1.KLF16	chr11	97133379	97133389	+	0.000	0.000	Merged-chr11-97133494-13
NR30070--MA0599.1.KLF5	chr18	69196480	69196489	+	0.000	0.000	Merged-chr18-69196479-70
NR52718--MA0599.1.KLF5	chr6	122742642	122742651	+	0.000	0.000	Merged-chr6-122742614-91
NR11077--MA0599.1.KLF5	chr11	97280609	97280618	-	0.000	0.000	Merged-chr11-97280419-65
NR60568--MA0493.1.Klf1	chr8	106007473	106007483	-	0.000	0.000	Merged-chr8-106007407-44
NR43768--MA0493.1.Klf1	chr4	129621212	129621222	+	0.000	0.000	Merged-chr4-129621333-30
NR42137--MA0599.1.KLF5	chr4	46564123	46564132	-	0.000	0.000	Merged-chr4-46564109-30
NR49877--MA0741.1.KLF16	chr5	143975169	143975179	+	0.000	0.000	Merged-chr5-143975077-1
NR38274--MA0741.1.KLF16	chr3	52677349	52677359	+	0.000	0.000	Merged-chr3-52677309-55
NR9223--MA1107.1.KLF9	chr11	51969135	51969147	+	0.000	0.000	Merged-chr11-51969067-31
NR51847--MA0493.1.Klf1	chr6	88832791	88832801	-	0.000	0.000	Merged-chr6-88832926-25
NR63490--MA0741.1.KLF16	chr9	73176829	73176839	-	0.000	0.000	Merged-chr9-73176903-12
NR58226--MA0039.3.KLF4	chr7	141270825	141270835	+	0.000	0.000	Merged-chr7-141270891-9
NR35917--MA1107.1.KLF9	chr2	144753669	144753681	-	0.000	0.000	Merged-chr2-144753678-53
NR19508--MA0039.3.KLF4	chr14	67951872	67951882	+	0.000	0.000	Merged-chr14-67951902-1
NR47245--MA1107.1.KLF9	chr5	93115635	93115647	-	0.000	0.000	Merged-chr5-93115776-9
NR60148--MA0599.1.KLF5	chr8	85026761	85026770	+	0.000	0.000	Merged-chr8-85026917-48
NR17182--MA0599.1.KLF5	chr13	95524227	95524236	+	0.000	0.000	Merged-chr13-95524264-2
NR49873--MA0493.1.Klf1	chr5	143975134	143975144	+	0.000	0.000	Merged-chr5-143975077-1
NR36840--MA0742.1.Klf12	chr2	166457610	166457624	+	0.000	0.000	Merged-chr2-166457571-13
NR64073--MA0740.1.KLF14	chr9	95120271	95120284	-	0.000	0.000	Merged-chr9-95120288-34
NR17060--MA1107.1.KLF9	chr13	93990539	93990551	+	0.000	0.000	Merged-chr13-93990352-84
NR21934--MA0741.1.KLF16	chr15	78926668	78926678	-	0.000	0.000	Merged-chr15-78926468-45
NR33909--MA0742.1.Klf12	chr2	60165924	60165938	+	0.000	0.000	Merged-chr2-60166003-27
NR31138--MA0599.1.KLF5	chr19	11045231	11045240	-	0.000	0.000	Merged-chr19-11045347-81
NR62205--MA0741.1.KLF16	chr9	32518407	32518417	-	0.000	0.000	Merged-chr9-32518523-33
NR19893--MA0742.1.Klf12	chr14	86744693	86744707	-	0.000	0.000	Merged-chr14-86744622-36
NR9675--MA0039.3.KLF4	chr11	61762194	61762204	-	0.000	0.000	Merged-chr11-61762062-61
NR13914--MA1107.1.KLF9	chr12	85632519	85632531	-	0.000	0.000	Merged-chr12-85632486-20
NR51417--MA1107.1.KLF9	chr6	66929669	66929681	+	0.000	0.000	Merged-chr6-66929752-32
NR49565--MA0599.1.KLF5	chr5	139377611	139377620	-	0.000	0.000	Merged-chr5-139377554-24
NR17604--MA0741.1.KLF16	chr13	104937965	104937975	-	0.000	0.000	Merged-chr13-104937983-19
NR32904--MA0599.1.KLF5	chr2	25148132	25148141	+	0.000	0.000	Merged-chr2-25148103-14
NR11049--MA0039.3.KLF4	chr11	97104263	97104273	+	0.000	0.000	Merged-chr11-97104187-33
NR15552--MA1107.1.KLF9	chr13	23453843	23453855	+	0.000	0.000	Merged-chr13-23453663-42
NR64255--MA0742.1.Klf12	chr9	100540493	100540507	-	0.000	0.000	Merged-chr9-100540480-23
NR23841--MA0742.1.Klf12	chr16	17177859	17177873	+	0.000	0.000	Merged-chr16-17177816-6
NR3057--MA0599.1.KLF5	chr1	165691729	165691738	+	0.000	0.000	Merged-chr1-165691684-32
NR52400--MA0493.1.Klf1	chr6	114679346	114679356	-	0.000	0.000	Merged-chr6-114679499-19
NR40431--MA1107.1.KLF9	chr3	133583906	133583918	-	0.000	0.000	Merged-chr3-133583850-2
NR62211--MA0493.1.Klf1	chr9	32620639	32620649	+	0.000	0.000	Merged-chr9-32620706-25
NR48488--MA0740.1.KLF14	chr5	122158192	122158205	+	0.000	0.000	Merged-chr5-122158258-63
NR37649--MA0039.3.KLF4	chr2	180732238	180732248	-	0.000	0.000	Merged-chr2-180732168-28
NR22435--MA0599.1.KLF5	chr15	86058714	86058723	-	0.000	0.000	Merged-chr15-86058836-53
NR32899--MA0493.1.Klf1	chr2	25148073	25148083	+	0.000	0.000	Merged-chr2-25148103-14
NR46173--MA0039.3.KLF4	chr5	33468920	33468930	+	0.000	0.000	Merged-chr5-33468852-15
NR3723--MA1107.1.KLF9	chr1	181228987	181228999	+	0.000	0.000	Merged-chr1-181229140-10
NR15558--MA0599.1.KLF5	chr13	23585925	23585934	-	0.000	0.000	Merged-chr13-23585683-100
NR33416--MA0493.1.Klf1	chr2	32381953	32381963	+	0.000	0.000	Merged-chr2-32381893-56
NR1315--MA1107.1.KLF9	chr1	87847226	87847238	-	0.000	0.000	Merged-chr1-87847290-68
NR22998--MA1107.1.KLF9	chr15	98907988	98908000	+	0.000	0.000	Merged-chr15-98907951-8
NR61868--MA0741.1.KLF16	chr9	21167774	21167784	+	0.000	0.000	Merged-chr9-21167831-1
NR38860--MA0742.1.Klf12	chr3	89183123	89183137	+	0.000	0.000	Merged-chr3-89183015-64
NR62556--MA0493.1.Klf1	chr9	45241580	45241590	-	0.000	0.000	Merged-chr9-45241570-21
NR8978--MA0741.1.KLF16	chr11	34782729	34782739	+	0.000	0.000	Merged-chr11-34782610-2
NR31129--MA0493.1.Klf1	chr19	10980020	10980030	-	0.000	0.000	Merged-chr19-10979908-59
NR35406--MA0742.1.Klf12	chr2	127304896	127304910	+	0.000	0.000	Merged-chr2-127304764-20
NR57867--MA1107.1.KLF9	chr7	135669492	135669504	+	0.000	0.000	Merged-chr7-135669447-32
NR29169--MA0599.1.KLF5	chr18	34855322	34855331	-	0.000	0.000	Merged-chr18-34855284-104
NR29630--MA0599.1.KLF5	chr18	56441049	56441058	-	0.000	0.000	Merged-chr18-56441033-15
NR47027--MA0493.1.Klf1	chr5	77092712	77092722	+	0.000	0.000	Merged-chr5-77092743-13
NR44237--MA0599.1.KLF5	chr4	135475597	135475606	+	0.000	0.000	Merged-chr4-135475652-18
NR62554--MA0742.1.Klf12	chr9	45241576	45241590	-	0.000	0.000	Merged-chr9-45241570-21
NR32116--MA0741.1.KLF16	chr19	53479747	53479757	+	0.000	0.000	Merged-chr19-53479762-36
NR17293--MA0741.1.KLF16	chr13	98737376	98737386	+	0.000	0.000	Merged-chr13-98737529-22
NR726--MA0742.1.Klf12	chr1	58303839	58303853	-	0.000	0.000	Merged-chr1-58304012-69
NR61282--MA1107.1.KLF9	chr8	123203709	123203721	+	0.000	0.000	Merged-chr8-123203714-21
NR11995--MA0493.1.Klf1	chr11	113187328	113187338	+	0.000	0.000	Merged-chr11-113187180-1
NR31013--MA0742.1.Klf12	chr19	8774463	8774477	+	0.000	0.000	Merged-chr19-8774618-52
NR65951--MA0493.1.Klf1	chrX	48147978	48147988	+	0.000	0.000	Merged-chrX-48147927-58
NR58618--MA0599.1.KLF5	chr8	13593539	13593548	-	0.000	0.000	Merged-chr8-13593648-27
NR5140--MA0741.1.KLF16	chr10	44368929	44368939	-	0.000	0.000	Merged-chr10-44368737-26
NR52580--MA0599.1.KLF5	chr6	119199116	119199125	+	0.000	0.000	Merged-chr6-119199024-52
NR2525--MA0740.1.KLF14	chr1	151582200	151582213	+	0.000	0.000	Merged-chr1-151582085-10
NR29626--MA0741.1.KLF16	chr18	56431883	56431893	+	0.000	0.000	Merged-chr18-56431859-87
NR15575--MA1107.1.KLF9	chr13	23739619	23739631	-	0.000	0.000	Merged-chr13-23739426-131
NR38864--MA0741.1.KLF16	chr3	89183124	89183134	+	0.000	0.000	Merged-chr3-89183015-64
NR19210--MA0741.1.KLF16	chr14	56276250	56276260	-	0.000	0.000	Merged-chr14-56276156-29
NR22103--MA1107.1.KLF9	chr15	80978051	80978063	+	0.000	0.000	Merged-chr15-80977860-41
NR27441--MA0493.1.Klf1	chr17	47737849	47737859	+	0.000	0.000	Merged-chr17-47737745-152
NR58636--MA0599.1.KLF5	chr8	13703969	13703978	-	0.000	0.000	Merged-chr8-13703943-8
NR36194--MA0599.1.KLF5	chr2	152803252	152803261	+	0.000	0.000	Merged-chr2-152803348-34
NR53850--MA0657.1.KLF13	chr6	145135516	145135533	+	0.000	0.000	Merged-chr6-145135361-11
NR51243--MA1107.1.KLF9	chr6	54705484	54705496	+	0.000	0.000	Merged-chr6-54705596-27
NR15594--MA0740.1.KLF14	chr13	24515170	24515183	+	0.000	0.000	Merged-chr13-24515324-15
NR51449--MA1107.1.KLF9	chr6	70709686	70709698	-	0.000	0.000	Merged-chr6-70709572-48
NR28320--MA0740.1.KLF14	chr17	80169132	80169145	+	0.000	0.000	Merged-chr17-80169005-20
NR28657--MA0599.1.KLF5	chr17	86969786	86969795	-	0.000	0.000	Merged-chr17-86969824-22
NR17774--MA0599.1.KLF5	chr13	109239466	109239475	+	0.000	0.000	Merged-chr13-109239401-35
NR39325--MA0599.1.KLF5	chr3	101570912	101570921	+	0.000	0.000	Merged-chr3-101570775-35
NR11047--MA0741.1.KLF16	chr11	97104200	97104210	+	0.000	0.000	Merged-chr11-97104187-33
NR1437--MA0493.1.Klf1	chr1	92190675	92190685	+	0.000	0.000	Merged-chr1-92190679-18
NR21005--MA0493.1.Klf1	chr15	34467883	34467893	-	0.000	0.000	Merged-chr15-34468001-12
NR5483--MA0493.1.Klf1	chr10	62248022	62248032	-	0.000	0.000	Merged-chr10-62247968-20
NR64076--MA0741.1.KLF16	chr9	95120273	95120283	-	0.000	0.000	Merged-chr9-95120288-34
NR50826--MA0599.1.KLF5	chr6	38551316	38551325	-	0.000	0.000	Merged-chr6-38551188-3
NR24641--MA1107.1.KLF9	chr16	55924231	55924243	+	0.000	0.000	Merged-chr16-55924140-18
NR6667--MA0493.1.Klf1	chr10	88540383	88540393	-	0.000	0.000	Merged-chr10-88540211-41
NR61171--MA0493.1.Klf1	chr8	121898641	121898651	-	0.000	0.000	Merged-chr8-121898554-47
NR11011--MA0599.1.KLF5	chr11	96912747	96912756	-	0.000	0.000	Merged-chr11-96912869-14
NR61091--MA0599.1.KLF5	chr8	120668178	120668187	+	0.000	0.000	Merged-chr8-120668120-83
NR57498--MA0741.1.KLF16	chr7	127218491	127218501	-	0.000	0.000	Merged-chr7-127218487-51
NR14270--MA0039.3.KLF4	chr12	100986997	100987007	-	0.000	0.000	Merged-chr12-100986861-13
NR8749--MA0599.1.KLF5	chr11	21108293	21108302	+	0.000	0.000	Merged-chr11-21108325-26
NR15454--MA0039.3.KLF4	chr13	13531063	13531073	-	0.000	0.000	Merged-chr13-13531086-27
NR45197--MA0741.1.KLF16	chr4	150894786	150894796	+	0.000	0.000	Merged-chr4-150894695-19
NR33630--MA0741.1.KLF16	chr2	35448827	35448837	-	0.000	0.000	Merged-chr2-35448714-11
NR9991--MA0742.1.Klf12	chr11	70622581	70622595	-	0.000	0.000	Merged-chr11-70622499-26
NR21394--MA1107.1.KLF9	chr15	60120080	60120092	-	0.000	0.000	Merged-chr15-60120172-38
NR11788--MA0741.1.KLF16	chr11	107444019	107444029	-	0.000	0.000	Merged-chr11-107443890-34
NR30545--MA1107.1.KLF9	chr18	84159097	84159109	+	0.000	0.000	Merged-chr18-84159275-32
NR5480--MA0741.1.KLF16	chr10	62247948	62247958	-	0.000	0.000	Merged-chr10-62247968-20
NR39441--MA0493.1.Klf1	chr3	103406616	103406626	-	0.000	0.000	Merged-chr3-103406514-32
NR11374--MA0741.1.KLF16	chr11	101171559	101171569	-	0.000	0.000	Merged-chr11-101171521-37
NR30470--MA0599.1.KLF5	chr18	81385827	81385836	+	0.000	0.000	Merged-chr18-81385709-31
NR64455--MA0599.1.KLF5	chr9	106312898	106312907	-	0.000	0.000	Merged-chr9-106313051-17
NR24877--MA0740.1.KLF14	chr16	76422776	76422789	+	0.000	0.000	Merged-chr16-76422823-13
NR899--MA0493.1.Klf1	chr1	66878637	66878647	+	0.000	0.000	Merged-chr1-66878572-10
NR11449--MA1107.1.KLF9	chr11	102061344	102061356	+	0.000	0.000	Merged-chr11-102061381-17
NR2526--MA0657.1.KLF13	chr1	151582199	151582216	+	0.000	0.000	Merged-chr1-151582085-10
NR5841--MA1107.1.KLF9	chr10	77264473	77264485	+	0.000	0.000	Merged-chr10-77264465-20
NR61096--MA0599.1.KLF5	chr8	120668220	120668229	-	0.000	0.000	Merged-chr8-120668120-83
NR51043--MA0741.1.KLF16	chr6	48693969	48693979	-	0.000	0.000	Merged-chr6-48693973-35
NR52593--MA1107.1.KLF9	chr6	119199106	119199118	+	0.000	0.000	Merged-chr6-119199024-52
NR66124--MA0742.1.Klf12	chrX	71474485	71474499	+	0.000	0.000	Merged-chrX-71474506-18
NR51846--MA0742.1.Klf12	chr6	88832787	88832801	-	0.000	0.000	Merged-chr6-88832926-25
NR1720--MA0599.1.KLF5	chr1	120073818	120073827	-	0.000	0.000	Merged-chr1-120073802-51
NR49546--MA0657.1.KLF13	chr5	139344226	139344243	-	0.000	0.000	Merged-chr5-139344322-30
NR8977--MA0493.1.Klf1	chr11	34782728	34782738	+	0.000	0.000	Merged-chr11-34782610-2
NR19249--MA0741.1.KLF16	chr14	57769260	57769270	-	0.000	0.000	Merged-chr14-57769251-39
NR9955--MA0493.1.Klf1	chr11	70221106	70221116	-	0.000	0.000	Merged-chr11-70221085-67
NR15469--MA0493.1.Klf1	chr13	17536549	17536559	+	0.000	0.000	Merged-chr13-17536592-6
NR22135--MA1107.1.KLF9	chr15	81510648	81510660	-	0.000	0.000	Merged-chr15-81510764-17
NR63229--MA0740.1.KLF14	chr9	65587081	65587094	+	0.000	0.000	Merged-chr9-65587090-27
NR33914--MA0493.1.Klf1	chr2	60204356	60204366	+	0.000	0.000	Merged-chr2-60204421-25
NR5139--MA0493.1.Klf1	chr10	44368843	44368853	+	0.000	0.000	Merged-chr10-44368737-26
NR28442--MA0493.1.Klf1	chr17	83809335	83809345	+	0.000	0.000	Merged-chr17-83809391-18
NR26169--MA0599.1.KLF5	chr17	23748258	23748267	+	0.000	0.000	Merged-chr17-23748319-15
NR30120--MA1107.1.KLF9	chr18	70462749	70462761	+	0.000	0.000	Merged-chr18-70462917-22
NR17059--MA0741.1.KLF16	chr13	93990540	93990550	+	0.000	0.000	Merged-chr13-93990352-84
NR7555--MA0039.3.KLF4	chr10	117969967	117969977	-	0.000	0.000	Merged-chr10-117970017-9
NR60538--MA1107.1.KLF9	chr8	105810336	105810348	+	0.000	0.000	Merged-chr8-105810525-46
NR12115--MA0599.1.KLF5	chr11	115367746	115367755	+	0.000	0.000	Merged-chr11-115367614-40
NR8612--MA0740.1.KLF14	chr11	14142559	14142572	-	0.000	0.000	Merged-chr11-14142731-31
NR46092--MA0741.1.KLF16	chr5	31251898	31251908	+	0.000	0.000	Merged-chr5-31251770-31
NR52585--MA0493.1.Klf1	chr6	119199115	119199125	+	0.000	0.000	Merged-chr6-119199024-52
NR10722--MA1107.1.KLF9	chr11	88718617	88718629	-	0.000	0.000	Merged-chr11-88718407-109
NR36749--MA1107.1.KLF9	chr2	164867101	164867113	+	0.000	0.000	Merged-chr2-164866998-31
NR56264--MA0493.1.Klf1	chr7	83565097	83565107	-	0.000	0.000	Merged-chr7-83565043-35
NR52591--MA0741.1.KLF16	chr6	119199131	119199141	+	0.000	0.000	Merged-chr6-119199024-52
NR67039--MA1107.1.KLF9	chrX	169973433	169973445	+	0.000	0.000	Merged-chrX-169973362-71
NR17590--MA1107.1.KLF9	chr13	104937897	104937909	+	0.000	0.000	Merged-chr13-104937983-19
NR1510--MA0599.1.KLF5	chr1	97613887	97613896	+	0.000	0.000	Merged-chr1-97613912-17
NR51178--MA0599.1.KLF5	chr6	52962471	52962480	-	0.000	0.000	Merged-chr6-52962536-54
NR1512--MA0741.1.KLF16	chr1	97613887	97613897	+	0.000	0.000	Merged-chr1-97613912-17
NR11366--MA0741.1.KLF16	chr11	101082555	101082565	+	0.000	0.000	Merged-chr11-101082516-61
NR29989--MA0493.1.Klf1	chr18	67443967	67443977	-	0.000	0.000	Merged-chr18-67443843-22
NR19337--MA0741.1.KLF16	chr14	61309746	61309756	+	0.000	0.000	Merged-chr14-61309856-19
NR8011--MA0599.1.KLF5	chr10	127165734	127165743	-	0.000	0.000	Merged-chr10-127165637-94
NR48525--MA1107.1.KLF9	chr5	122430272	122430284	+	0.000	0.000	Merged-chr5-122430278-22
NR26626--MA0599.1.KLF5	chr17	29549773	29549782	-	0.000	0.000	Merged-chr17-29549704-46
NR15572--MA0742.1.Klf12	chr13	23739617	23739631	-	0.000	0.000	Merged-chr13-23739426-131
NR10634--MA0599.1.KLF5	chr11	87808383	87808392	+	0.000	0.000	Merged-chr11-87808482-18
NR28479--MA0599.1.KLF5	chr17	84064031	84064040	+	0.000	0.000	Merged-chr17-84064049-48
NR30116--MA1107.1.KLF9	chr18	70462741	70462753	+	0.000	0.000	Merged-chr18-70462917-22
NR46690--MA0741.1.KLF16	chr5	64841073	64841083	+	0.000	0.000	Merged-chr5-64840917-11
NR9674--MA0599.1.KLF5	chr11	61762196	61762205	-	0.000	0.000	Merged-chr11-61762062-61
NR38272--MA0741.1.KLF16	chr3	52677347	52677357	+	0.000	0.000	Merged-chr3-52677309-55
NR33158--MA0493.1.Klf1	chr2	29649893	29649903	+	0.000	0.000	Merged-chr2-29649675-51
NR55595--MA0740.1.KLF14	chr7	47095181	47095194	-	0.000	0.000	Merged-chr7-47095108-11
NR32893--MA0742.1.Klf12	chr2	25148073	25148087	+	0.000	0.000	Merged-chr2-25148103-14
NR37648--MA0599.1.KLF5	chr2	180732208	180732217	-	0.000	0.000	Merged-chr2-180732168-28
NR18701--MA0741.1.KLF16	chr14	31684571	31684581	-	0.000	0.000	Merged-chr14-31684671-64
NR62553--MA0740.1.KLF14	chr9	45241577	45241590	-	0.000	0.000	Merged-chr9-45241570-21
NR11488--MA0741.1.KLF16	chr11	102316830	102316840	-	0.000	0.000	Merged-chr11-102316886-12
NR48520--MA0742.1.Klf12	chr5	122430272	122430286	+	0.000	0.000	Merged-chr5-122430278-22
NR46172--MA0599.1.KLF5	chr5	33468919	33468928	+	0.000	0.000	Merged-chr5-33468852-15
NR51089--MA0599.1.KLF5	chr6	50394125	50394134	-	0.000	0.000	Merged-chr6-50394261-50
NR52495--MA0039.3.KLF4	chr6	115972938	115972948	-	0.000	0.000	Merged-chr6-115972922-11
NR2268--MA1107.1.KLF9	chr1	138180317	138180329	-	0.000	0.000	Merged-chr1-138180262-18
NR46363--MA0039.3.KLF4	chr5	36590905	36590915	+	0.000	0.000	Merged-chr5-36590712-21
NR61093--MA0741.1.KLF16	chr8	120668178	120668188	+	0.000	0.000	Merged-chr8-120668120-83
NR23378--MA1107.1.KLF9	chr15	102225224	102225236	+	0.000	0.000	Merged-chr15-102225119-79
NR27909--MA0741.1.KLF16	chr17	65954067	65954077	-	0.000	0.000	Merged-chr17-65954196-36
NR8613--MA0657.1.KLF13	chr11	14142556	14142573	-	0.000	0.000	Merged-chr11-14142731-31
NR744--MA0599.1.KLF5	chr1	58392871	58392880	+	0.000	0.000	Merged-chr1-58392729-1
NR10995--MA0741.1.KLF16	chr11	96464580	96464590	+	0.000	0.000	Merged-chr11-96464548-48
NR51849--MA1107.1.KLF9	chr6	88832789	88832801	-	0.000	0.000	Merged-chr6-88832926-25
NR23290--MA0740.1.KLF14	chr15	101241093	101241106	+	0.000	0.000	Merged-chr15-101241005-42
NR22400--MA1107.1.KLF9	chr15	85653827	85653839	-	0.000	0.000	Merged-chr15-85653877-74
NR24099--MA0741.1.KLF16	chr16	24629363	24629373	+	0.000	0.000	Merged-chr16-24629525-45
NR29632--MA0741.1.KLF16	chr18	56458925	56458935	-	0.000	0.000	Merged-chr18-56459089-42
NR30385--MA1107.1.KLF9	chr18	80178394	80178406	+	0.000	0.000	Merged-chr18-80178605-23
NR24468--MA1107.1.KLF9	chr16	44362189	44362201	+	0.000	0.000	Merged-chr16-44362356-45
NR38747--MA0599.1.KLF5	chr3	87804340	87804349	-	0.000	0.000	Merged-chr3-87804293-33
NR29219--MA1107.1.KLF9	chr18	35771548	35771560	+	0.000	0.000	Merged-chr18-35771673-87
NR9672--MA0657.1.KLF13	chr11	61762190	61762207	-	0.000	0.000	Merged-chr11-61762062-61
NR6866--MA0599.1.KLF5	chr10	96118232	96118241	-	0.000	0.000	Merged-chr10-96118246-10
NR622--MA1107.1.KLF9	chr1	52578408	52578420	+	0.000	0.000	Merged-chr1-52578518-39
NR21889--MA0599.1.KLF5	chr15	78597796	78597805	-	0.000	0.000	Merged-chr15-78597789-44
NR61307--MA0493.1.Klf1	chr8	123341780	123341790	-	0.000	0.000	Merged-chr8-123341706-13
NR38733--MA0493.1.Klf1	chr3	87266865	87266875	-	0.000	0.000	Merged-chr3-87266700-20
NR48524--MA0741.1.KLF16	chr5	122430273	122430283	+	0.000	0.000	Merged-chr5-122430278-22
NR10728--MA0493.1.Klf1	chr11	88993140	88993150	-	0.000	0.000	Merged-chr11-88993344-1
NR49875--MA1107.1.KLF9	chr5	143975134	143975146	+	0.000	0.000	Merged-chr5-143975077-1
NR11706--MA0493.1.Klf1	chr11	106216894	106216904	+	0.000	0.000	Merged-chr11-106216790-91
NR44413--MA0657.1.KLF13	chr4	137890765	137890782	+	0.000	0.000	Merged-chr4-137890747-20
NR1067--MA0493.1.Klf1	chr1	75213263	75213273	-	0.000	0.000	Merged-chr1-75213327-22
NR37768--MA1107.1.KLF9	chr3	9947825	9947837	+	0.000	0.000	Merged-chr3-9947852-23
NR29932--MA0599.1.KLF5	chr18	66442154	66442163	-	0.000	0.000	Merged-chr18-66442128-39
NR22177--MA0493.1.Klf1	chr15	81872354	81872364	+	0.000	0.000	Merged-chr15-81872198-88
NR21776--MA1107.1.KLF9	chr15	76799671	76799683	+	0.000	0.000	Merged-chr15-76799596-17
NR43327--MA1107.1.KLF9	chr4	120053614	120053626	-	0.000	0.000	Merged-chr4-120053646-59
NR4345--MA1107.1.KLF9	chr1	193198496	193198508	+	0.000	0.000	Merged-chr1-193198474-9
NR56623--MA0493.1.Klf1	chr7	101466458	101466468	-	0.000	0.000	Merged-chr7-101466620-78
NR27442--MA0741.1.KLF16	chr17	47737850	47737860	+	0.000	0.000	Merged-chr17-47737745-152
