#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval0.3-log2fc0.5_up.bed
NR31451--MA0742.1.Klf12	chr18	44392721	44392735	-	0.000	0.000	Merged-chr18-44392575-22
NR54636--MA1107.1.KLF9	chr6	17382926	17382938	-	0.000	0.000	Merged-chr6-17382878-11
NR21244--MA0742.1.Klf12	chr14	84443428	84443442	+	0.000	0.000	Merged-chr14-84443299-57
NR15731--MA0599.1.KLF5	chr12	111007861	111007870	+	0.000	0.000	Merged-chr12-111007914-34
NR5405--MA0741.1.KLF16	chr10	21222763	21222773	-	0.000	0.000	Merged-chr10-21222869-17
NR61143--MA0741.1.KLF16	chr7	80025232	80025242	-	0.000	0.000	Merged-chr7-80025368-9
NR22328--MA0740.1.KLF14	chr15	9189984	9189997	+	0.000	0.000	Merged-chr15-9190055-23
NR36783--MA0599.1.KLF5	chr2	76339017	76339026	-	0.000	0.000	Merged-chr2-76338983-25
NR12111--MA1107.1.KLF9	chr11	99163275	99163287	-	0.000	0.000	Merged-chr11-99163230-42
NR62191--MA1107.1.KLF9	chr7	114093725	114093737	+	0.000	0.000	Merged-chr7-114093850-17
NR1595--MA0039.3.KLF4	chr1	88279442	88279452	-	0.000	0.000	Merged-chr1-88279469-20
NR52362--MA0741.1.KLF16	chr5	118661944	118661954	+	0.000	0.000	Merged-chr5-118661904-17
NR6140--MA0039.3.KLF4	chr10	60160931	60160941	+	0.000	0.000	Merged-chr10-60161046-15
NR14179--MA1107.1.KLF9	chr12	54398451	54398463	-	0.000	0.000	Merged-chr12-54398333-42
NR55158--MA0493.1.Klf1	chr6	43619501	43619511	+	0.000	0.000	Merged-chr6-43619418-19
NR68821--MA0599.1.KLF5	chr9	55410728	55410737	+	0.000	0.000	Merged-chr9-55410514-19
NR43852--MA0741.1.KLF16	chr3	146045218	146045228	-	0.000	0.000	Merged-chr3-146045142-29
NR5283--MA0039.3.KLF4	chr10	14097956	14097966	-	0.000	0.000	Merged-chr10-14097983-8
NR25686--MA0740.1.KLF14	chr16	29814103	29814116	+	0.000	0.000	Merged-chr16-29814134-35
NR58535--MA0493.1.Klf1	chr6	144677935	144677945	-	0.000	0.000	Merged-chr6-144677900-59
NR5499--MA0493.1.Klf1	chr10	26630360	26630370	+	0.000	0.000	Merged-chr10-26630459-16
NR23611--MA0740.1.KLF14	chr15	77306643	77306656	+	0.000	0.000	Merged-chr15-77306793-46
NR2494--MA0599.1.KLF5	chr1	133363425	133363434	+	0.000	0.000	Merged-chr1-133363246-1
NR9745--MA0741.1.KLF16	chr11	32020366	32020376	-	0.000	0.000	Merged-chr11-32020422-50
NR50421--MA0599.1.KLF5	chr5	53605582	53605591	-	0.000	0.000	Merged-chr5-53605625-25
NR44802--MA0740.1.KLF14	chr4	32950885	32950898	+	0.000	0.000	Merged-chr4-32950743-79
NR29774--MA0740.1.KLF14	chr17	65819430	65819443	+	0.000	0.000	Merged-chr17-65819307-6
NR29206--MA0741.1.KLF16	chr17	47395754	47395764	+	0.000	0.000	Merged-chr17-47395645-41
NR67269--MA1107.1.KLF9	chr8	122769454	122769466	-	0.000	0.000	Merged-chr8-122769435-21
NR49495--MA0039.3.KLF4	chr5	20083296	20083306	+	0.000	0.000	Merged-chr5-20083207-6
NR29408--MA1107.1.KLF9	chr17	51735668	51735680	+	0.000	0.000	Merged-chr17-51735735-27
NR31280--MA0741.1.KLF16	chr18	35831838	35831848	+	0.000	0.000	Merged-chr18-35831986-19
NR9997--MA0741.1.KLF16	chr11	49202767	49202777	-	0.000	0.000	Merged-chr11-49202721-8
NR32069--MA1107.1.KLF9	chr18	68195246	68195258	-	0.000	0.000	Merged-chr18-68195286-23
NR30695--MA1107.1.KLF9	chr17	88753265	88753277	+	0.000	0.000	Merged-chr17-88753234-51
NR52246--MA1107.1.KLF9	chr5	115693541	115693553	-	0.000	0.000	Merged-chr5-115693567-32
NR32328--MA0741.1.KLF16	chr18	76222444	76222454	+	0.000	0.000	Merged-chr18-76222464-24
NR12563--MA0741.1.KLF16	chr11	109375503	109375513	-	0.000	0.000	Merged-chr11-109375589-56
NR61775--MA0741.1.KLF16	chr7	101340440	101340450	-	0.000	0.000	Merged-chr7-101340468-9
NR56354--MA0741.1.KLF16	chr6	91156752	91156762	-	0.000	0.000	Merged-chr6-91156791-33
NR55623--MA1107.1.KLF9	chr6	56916399	56916411	+	0.000	0.000	Merged-chr6-56916577-48
NR64405--MA0740.1.KLF14	chr8	22780973	22780986	-	0.000	0.000	Merged-chr8-22780789-14
NR67338--MA0741.1.KLF16	chr8	124022257	124022267	-	0.000	0.000	Merged-chr8-124022219-1
NR70262--MA0657.1.KLF13	chr9	96696554	96696571	-	0.000	0.000	Merged-chr9-96696442-50
NR65560--MA0740.1.KLF14	chr8	73353679	73353692	+	0.000	0.000	Merged-chr8-73353537-91
NR42787--MA0741.1.KLF16	chr3	116200273	116200283	+	0.000	0.000	Merged-chr3-116200281-40
NR38376--MA0493.1.Klf1	chr2	132379897	132379907	-	0.000	0.000	Merged-chr2-132379852-19
NR16446--MA0741.1.KLF16	chr13	28884283	28884293	-	0.000	0.000	Merged-chr13-28884388-8
NR27093--MA0741.1.KLF16	chr16	93574646	93574656	-	0.000	0.000	Merged-chr16-93574695-56
NR64470--MA0493.1.Klf1	chr8	26698690	26698700	-	0.000	0.000	Merged-chr8-26698799-12
NR44999--MA0742.1.Klf12	chr4	41295618	41295632	+	0.000	0.000	Merged-chr4-41295781-15
NR22422--MA0741.1.KLF16	chr15	25269712	25269722	-	0.000	0.000	Merged-chr15-25269773-79
NR40815--MA1107.1.KLF9	chr3	37232879	37232891	-	0.000	0.000	Merged-chr3-37232872-35
NR57118--MA1107.1.KLF9	chr6	117119685	117119697	-	0.000	0.000	Merged-chr6-117119632-2
NR30495--MA0742.1.Klf12	chr17	84243744	84243758	-	0.000	0.000	Merged-chr17-84243747-20
NR67982--MA0599.1.KLF5	chr9	21962362	21962371	-	0.000	0.000	Merged-chr9-21962533-26
NR67763--MA0740.1.KLF14	chr9	14860111	14860124	-	0.000	0.000	Merged-chr9-14860270-32
NR49234--MA0740.1.KLF14	chr5	4912181	4912194	-	0.000	0.000	Merged-chr5-4912133-29
NR8321--MA0493.1.Klf1	chr10	117104436	117104446	-	0.000	0.000	Merged-chr10-117104293-23
NR22267--MA1107.1.KLF9	chr15	6569114	6569126	+	0.000	0.000	Merged-chr15-6569076-63
NR5870--MA1107.1.KLF9	chr10	44444022	44444034	-	0.000	0.000	Merged-chr10-44443949-54
NR14431--MA0599.1.KLF5	chr12	70347390	70347399	+	0.000	0.000	Merged-chr12-70347404-45
NR12596--MA0599.1.KLF5	chr11	109785473	109785482	-	0.000	0.000	Merged-chr11-109785498-8
NR45369--MA1107.1.KLF9	chr4	47011205	47011217	-	0.000	0.000	Merged-chr4-47011023-46
NR65001--MA0599.1.KLF5	chr8	60632658	60632667	-	0.000	0.000	Merged-chr8-60632762-58
NR4969--MA0493.1.Klf1	chr1	193285715	193285725	+	0.000	0.000	Merged-chr1-193285975-30
NR64990--MA0741.1.KLF16	chr8	57743796	57743806	+	0.000	0.000	Merged-chr8-57743874-24
NR23385--MA0741.1.KLF16	chr15	73716730	73716740	+	0.000	0.000	Merged-chr15-73716639-32
NR2060--MA0599.1.KLF5	chr1	120136517	120136526	+	0.000	0.000	Merged-chr1-120136380-18
NR47087--MA0657.1.KLF13	chr4	120287849	120287866	-	0.000	0.000	Merged-chr4-120287807-68
NR71743--MA0741.1.KLF16	chrX	11807627	11807637	-	0.000	0.000	Merged-chrX-11807540-17
NR41229--MA1107.1.KLF9	chr3	65352868	65352880	-	0.000	0.000	Merged-chr3-65352895-35
NR3576--MA0741.1.KLF16	chr1	164571871	164571881	-	0.000	0.000	Merged-chr1-164571989-46
NR25506--MA0493.1.Klf1	chr16	18733518	18733528	+	0.000	0.000	Merged-chr16-18733506-32
NR489--MA1107.1.KLF9	chr1	39102341	39102353	-	0.000	0.000	Merged-chr1-39102412-8
NR28216--MA0493.1.Klf1	chr17	27133988	27133998	+	0.000	0.000	Merged-chr17-27133890-64
NR17132--MA0742.1.Klf12	chr13	56704042	56704056	-	0.000	0.000	Merged-chr13-56703613-154
NR34392--MA1107.1.KLF9	chr19	55260749	55260761	-	0.000	0.000	Merged-chr19-55260920-21
NR5839--MA1107.1.KLF9	chr10	43706317	43706329	-	0.000	0.000	Merged-chr10-43706280-54
NR9344--MA0741.1.KLF16	chr11	6658464	6658474	-	0.000	0.000	Merged-chr11-6658459-18
NR5624--MA1107.1.KLF9	chr10	37721428	37721440	+	0.000	0.000	Merged-chr10-37721362-7
NR32321--MA0599.1.KLF5	chr18	76222439	76222448	+	0.000	0.000	Merged-chr18-76222464-24
NR37332--MA0741.1.KLF16	chr2	102186182	102186192	+	0.000	0.000	Merged-chr2-102186171-70
NR51501--MA1107.1.KLF9	chr5	99891683	99891695	+	0.000	0.000	Merged-chr5-99891648-1
NR2252--MA0493.1.Klf1	chr1	127322311	127322321	+	0.000	0.000	Merged-chr1-127322582-29
NR71231--MA0493.1.Klf1	chr9	118512760	118512770	+	0.000	0.000	Merged-chr9-118512920-16
NR38953--MA1107.1.KLF9	chr2	151971069	151971081	+	0.000	0.000	Merged-chr2-151971067-35
NR7805--MA0599.1.KLF5	chr10	94378595	94378604	-	0.000	0.000	Merged-chr10-94378414-58
NR39535--MA0741.1.KLF16	chr2	165854760	165854770	-	0.000	0.000	Merged-chr2-165854688-17
NR34717--MA0740.1.KLF14	chr2	4559558	4559571	+	0.000	0.000	Merged-chr2-4559721-92
NR42102--MA0740.1.KLF14	chr3	96675344	96675357	+	0.000	0.000	Merged-chr3-96675499-26
NR12121--MA0493.1.Klf1	chr11	99549733	99549743	-	0.000	0.000	Merged-chr11-99549700-12
NR66776--MA0599.1.KLF5	chr8	114974874	114974883	-	0.000	0.000	Merged-chr8-114974743-26
NR30779--MA0742.1.Klf12	chr18	3933943	3933957	-	0.000	0.000	Merged-chr18-3933786-31
NR69759--MA0741.1.KLF16	chr9	80313762	80313772	-	0.000	0.000	Merged-chr9-80313733-27
NR9182--MA0741.1.KLF16	chr11	4390656	4390666	-	0.000	0.000	Merged-chr11-4390804-16
NR66757--MA1107.1.KLF9	chr8	114506082	114506094	-	0.000	0.000	Merged-chr8-114506190-31
NR40498--MA0493.1.Klf1	chr3	22115517	22115527	+	0.000	0.000	Merged-chr3-22115498-23
NR57298--MA0740.1.KLF14	chr6	120836852	120836865	+	0.000	0.000	Merged-chr6-120836708-1
NR59418--MA0742.1.Klf12	chr7	24482000	24482014	-	0.000	0.000	Merged-chr7-24481860-36
NR43875--MA0493.1.Klf1	chr3	146207601	146207611	+	0.000	0.000	Merged-chr3-146207752-15
NR13564--MA1107.1.KLF9	chr12	16533750	16533762	-	0.000	0.000	Merged-chr12-16533665-29
NR35490--MA0741.1.KLF16	chr2	28698441	28698451	+	0.000	0.000	Merged-chr2-28698593-11
NR45836--MA0599.1.KLF5	chr4	62731466	62731475	+	0.000	0.000	Merged-chr4-62731520-17
NR8567--MA1107.1.KLF9	chr10	121398898	121398910	-	0.000	0.000	Merged-chr10-121398884-14
NR39161--MA1107.1.KLF9	chr2	157119279	157119291	-	0.000	0.000	Merged-chr2-157119108-55
NR9634--MA0039.3.KLF4	chr11	24077536	24077546	-	0.000	0.000	Merged-chr11-24077473-13
NR41532--MA0741.1.KLF16	chr3	84039277	84039287	+	0.000	0.000	Merged-chr3-84039248-13
NR60904--MA0599.1.KLF5	chr7	67222463	67222472	+	0.000	0.000	Merged-chr7-67222582-57
NR62723--MA0741.1.KLF16	chr7	126230481	126230491	-	0.000	0.000	Merged-chr7-126230639-34
NR28477--MA0742.1.Klf12	chr17	30575634	30575648	-	0.000	0.000	Merged-chr17-30575700-2
NR9105--MA0741.1.KLF16	chr11	3289483	3289493	-	0.000	0.000	Merged-chr11-3289490-8
NR52245--MA0741.1.KLF16	chr5	115693542	115693552	-	0.000	0.000	Merged-chr5-115693567-32
NR63163--MA0741.1.KLF16	chr7	132317313	132317323	+	0.000	0.000	Merged-chr7-132317352-2
NR37759--MA0741.1.KLF16	chr2	116900131	116900141	-	0.000	0.000	Merged-chr2-116900141-29
NR27757--MA0741.1.KLF16	chr17	13480018	13480028	-	0.000	0.000	Merged-chr17-13479919-17
NR29462--MA1107.1.KLF9	chr17	53570028	53570040	-	0.000	0.000	Merged-chr17-53570221-85
NR48011--MA0741.1.KLF16	chr4	136081973	136081983	+	0.000	0.000	Merged-chr4-136081901-45
NR49854--MA1107.1.KLF9	chr5	30945747	30945759	-	0.000	0.000	Merged-chr5-30945613-12
NR2038--MA0599.1.KLF5	chr1	119637161	119637170	+	0.000	0.000	Merged-chr1-119636990-21
NR56333--MA0741.1.KLF16	chr6	90988826	90988836	+	0.000	0.000	Merged-chr6-90988729-111
NR59415--MA0493.1.Klf1	chr7	24467977	24467987	-	0.000	0.000	Merged-chr7-24468111-23
NR46694--MA0740.1.KLF14	chr4	108310782	108310795	+	0.000	0.000	Merged-chr4-108310849-34
NR34183--MA0599.1.KLF5	chr19	47447250	47447259	+	0.000	0.000	Merged-chr19-47447149-19
NR29887--MA0039.3.KLF4	chr17	70886786	70886796	-	0.000	0.000	Merged-chr17-70886838-34
NR31577--MA0741.1.KLF16	chr18	54822921	54822931	+	0.000	0.000	Merged-chr18-54822886-30
NR43629--MA0493.1.Klf1	chr3	138815444	138815454	-	0.000	0.000	Merged-chr3-138815364-14
NR68844--MA0599.1.KLF5	chr9	56098022	56098031	+	0.000	0.000	Merged-chr9-56098023-21
NR21187--MA0493.1.Klf1	chr14	79236476	79236486	+	0.000	0.000	Merged-chr14-79236608-48
NR8125--MA0599.1.KLF5	chr10	110455865	110455874	+	0.000	0.000	Merged-chr10-110455939-29
NR55159--MA0741.1.KLF16	chr6	43619506	43619516	+	0.000	0.000	Merged-chr6-43619418-19
NR34707--MA0599.1.KLF5	chr2	4298932	4298941	+	0.000	0.000	Merged-chr2-4299012-15
NR68743--MA0741.1.KLF16	chr9	51765281	51765291	-	0.000	0.000	Merged-chr9-51765331-83
NR30338--MA0493.1.Klf1	chr17	80621135	80621145	+	0.000	0.000	Merged-chr17-80621176-31
NR17136--MA0741.1.KLF16	chr13	56704045	56704055	-	0.000	0.000	Merged-chr13-56703613-154
NR27409--MA0741.1.KLF16	chr17	5138643	5138653	-	0.000	0.000	Merged-chr17-5138884-51
NR56585--MA0741.1.KLF16	chr6	97487834	97487844	-	0.000	0.000	Merged-chr6-97487837-16
NR8684--MA0493.1.Klf1	chr10	122778157	122778167	+	0.000	0.000	Merged-chr10-122778014-1
NR1829--MA1107.1.KLF9	chr1	96871620	96871632	-	0.000	0.000	Merged-chr1-96871649-2
NR27175--MA1107.1.KLF9	chr16	94593908	94593920	-	0.000	0.000	Merged-chr16-94593743-20
NR5606--MA0039.3.KLF4	chr10	37232223	37232233	+	0.000	0.000	Merged-chr10-37232300-62
NR71281--MA0599.1.KLF5	chr9	118821830	118821839	-	0.000	0.000	Merged-chr9-118821695-53
NR38859--MA0742.1.Klf12	chr2	148368357	148368371	-	0.000	0.000	Merged-chr2-148368361-1
NR16948--MA0741.1.KLF16	chr13	52008091	52008101	-	0.000	0.000	Merged-chr13-52008191-11
NR50469--MA0741.1.KLF16	chr5	57714985	57714995	-	0.000	0.000	Merged-chr5-57715009-24
NR51413--MA0599.1.KLF5	chr5	98160896	98160905	+	0.000	0.000	Merged-chr5-98160972-1
NR5822--MA0740.1.KLF14	chr10	43520073	43520086	+	0.000	0.000	Merged-chr10-43520023-14
NR33401--MA1107.1.KLF9	chr19	16777674	16777686	+	0.000	0.000	Merged-chr19-16777761-4
NR68741--MA0599.1.KLF5	chr9	51765297	51765306	-	0.000	0.000	Merged-chr9-51765331-83
NR53694--MA0039.3.KLF4	chr5	140148963	140148973	+	0.000	0.000	Merged-chr5-140149143-22
NR22329--MA0657.1.KLF13	chr15	9189983	9190000	+	0.000	0.000	Merged-chr15-9190055-23
NR56713--MA0741.1.KLF16	chr6	100390394	100390404	+	0.000	0.000	Merged-chr6-100390476-26
NR63838--MA0599.1.KLF5	chr7	143584244	143584253	-	0.000	0.000	Merged-chr7-143584150-23
NR61253--MA0742.1.Klf12	chr7	81454606	81454620	+	0.000	0.000	Merged-chr7-81454544-19
NR29211--MA0039.3.KLF4	chr17	47507961	47507971	-	0.000	0.000	Merged-chr17-47508113-61
NR68722--MA1107.1.KLF9	chr9	51162034	51162046	-	0.000	0.000	Merged-chr9-51161990-29
NR70190--MA1107.1.KLF9	chr9	94614244	94614256	+	0.000	0.000	Merged-chr9-94614117-31
NR60262--MA0741.1.KLF16	chr7	44311306	44311316	-	0.000	0.000	Merged-chr7-44311321-7
NR62640--MA0493.1.Klf1	chr7	122932283	122932293	-	0.000	0.000	Merged-chr7-122932357-26
NR68275--MA0493.1.Klf1	chr9	37490039	37490049	-	0.000	0.000	Merged-chr9-37489894-6
NR21867--MA1107.1.KLF9	chr14	118483103	118483115	+	0.000	0.000	Merged-chr14-118482949-23
NR14691--MA0599.1.KLF5	chr12	80069221	80069230	+	0.000	0.000	Merged-chr12-80069261-23
NR16947--MA0599.1.KLF5	chr13	52008092	52008101	-	0.000	0.000	Merged-chr13-52008191-11
NR8358--MA0599.1.KLF5	chr10	117494120	117494129	-	0.000	0.000	Merged-chr10-117494286-56
NR43422--MA0039.3.KLF4	chr3	133758587	133758597	+	0.000	0.000	Merged-chr3-133758511-65
NR5629--MA1107.1.KLF9	chr10	37721438	37721450	+	0.000	0.000	Merged-chr10-37721362-7
NR36223--MA1107.1.KLF9	chr2	54084587	54084599	+	0.000	0.000	Merged-chr2-54084669-5
NR6626--MA0599.1.KLF5	chr10	74967331	74967340	+	0.000	0.000	Merged-chr10-74967177-57
NR50738--MA0039.3.KLF4	chr5	65889158	65889168	-	0.000	0.000	Merged-chr5-65889163-36
NR6411--MA0599.1.KLF5	chr10	67891147	67891156	-	0.000	0.000	Merged-chr10-67891340-18
NR19416--MA0740.1.KLF14	chr14	20479947	20479960	-	0.000	0.000	Merged-chr14-20479960-47
NR48761--MA0742.1.Klf12	chr4	149854338	149854352	-	0.000	0.000	Merged-chr4-149854542-67
NR10399--MA0741.1.KLF16	chr11	59787693	59787703	+	0.000	0.000	Merged-chr11-59787548-18
NR20657--MA0493.1.Klf1	chr14	62342654	62342664	-	0.000	0.000	Merged-chr14-62342844-35
NR67806--MA0741.1.KLF16	chr9	15709962	15709972	-	0.000	0.000	Merged-chr9-15709752-108
NR61895--MA0493.1.Klf1	chr7	105356550	105356560	-	0.000	0.000	Merged-chr7-105356441-22
NR67619--MA1107.1.KLF9	chr8	128473781	128473793	+	0.000	0.000	Merged-chr8-128473725-2
NR50164--MA0741.1.KLF16	chr5	38580950	38580960	-	0.000	0.000	Merged-chr5-38580877-38
NR16709--MA0741.1.KLF16	chr13	42049197	42049207	-	0.000	0.000	Merged-chr13-42049130-34
NR14487--MA0741.1.KLF16	chr12	71030419	71030429	+	0.000	0.000	Merged-chr12-71030638-56
NR71084--MA0741.1.KLF16	chr9	115205647	115205657	+	0.000	0.000	Merged-chr9-115205642-30
NR25676--MA0741.1.KLF16	chr16	28853748	28853758	+	0.000	0.000	Merged-chr16-28853718-1
NR41732--MA0599.1.KLF5	chr3	89387212	89387221	+	0.000	0.000	Merged-chr3-89387256-27
NR15629--MA0599.1.KLF5	chr12	109067991	109068000	+	0.000	0.000	Merged-chr12-109068052-48
NR28382--MA0493.1.Klf1	chr17	28643873	28643883	-	0.000	0.000	Merged-chr17-28644039-8
NR57248--MA0039.3.KLF4	chr6	120006494	120006504	+	0.000	0.000	Merged-chr6-120006378-7
NR71212--MA0741.1.KLF16	chr9	118196827	118196837	-	0.000	0.000	Merged-chr9-118196833-13
NR39166--MA1107.1.KLF9	chr2	157119289	157119301	-	0.000	0.000	Merged-chr2-157119108-55
NR3316--MA0741.1.KLF16	chr1	157017609	157017619	+	0.000	0.000	Merged-chr1-157017698-32
NR37196--MA0741.1.KLF16	chr2	94263468	94263478	+	0.000	0.000	Merged-chr2-94263643-18
NR55776--MA1107.1.KLF9	chr6	67129046	67129058	+	0.000	0.000	Merged-chr6-67129210-17
NR5652--MA0493.1.Klf1	chr10	39293069	39293079	+	0.000	0.000	Merged-chr10-39293099-66
NR40337--MA0741.1.KLF16	chr3	9038479	9038489	+	0.000	0.000	Merged-chr3-9038464-31
NR29807--MA0657.1.KLF13	chr17	66110754	66110771	-	0.000	0.000	Merged-chr17-66110861-3
NR61257--MA0741.1.KLF16	chr7	81454607	81454617	+	0.000	0.000	Merged-chr7-81454544-19
NR23375--MA0039.3.KLF4	chr15	73627497	73627507	-	0.000	0.000	Merged-chr15-73627530-51
NR25482--MA0740.1.KLF14	chr16	18348187	18348200	-	0.000	0.000	Merged-chr16-18348236-26
NR50658--MA1107.1.KLF9	chr5	64684279	64684291	+	0.000	0.000	Merged-chr5-64684447-46
NR41610--MA1107.1.KLF9	chr3	87488121	87488133	+	0.000	0.000	Merged-chr3-87488125-17
NR13466--MA1107.1.KLF9	chr12	8827556	8827568	-	0.000	0.000	Merged-chr12-8827572-4
NR1888--MA0741.1.KLF16	chr1	106032121	106032131	+	0.000	0.000	Merged-chr1-106032051-18
NR36229--MA0599.1.KLF5	chr2	55437050	55437059	+	0.000	0.000	Merged-chr2-55437134-25
NR62954--MA0741.1.KLF16	chr7	128633413	128633423	-	0.000	0.000	Merged-chr7-128633323-34
NR44425--MA0741.1.KLF16	chr4	3875225	3875235	-	0.000	0.000	Merged-chr4-3875114-47
NR34786--MA0740.1.KLF14	chr2	7270305	7270318	-	0.000	0.000	Merged-chr2-7270224-62
NR60263--MA1107.1.KLF9	chr7	44311305	44311317	-	0.000	0.000	Merged-chr7-44311321-7
NR39843--MA0740.1.KLF14	chr2	170324277	170324290	-	0.000	0.000	Merged-chr2-170324293-28
NR32241--MA0599.1.KLF5	chr18	74442441	74442450	+	0.000	0.000	Merged-chr18-74442456-61
NR19634--MA0740.1.KLF14	chr14	27114834	27114847	+	0.000	0.000	Merged-chr14-27114945-21
NR32235--MA0740.1.KLF14	chr18	74442353	74442366	+	0.000	0.000	Merged-chr18-74442456-61
NR27988--MA0741.1.KLF16	chr17	23599108	23599118	+	0.000	0.000	Merged-chr17-23599056-62
NR37546--MA1107.1.KLF9	chr2	106015086	106015098	+	0.000	0.000	Merged-chr2-106015150-10
NR60930--MA1107.1.KLF9	chr7	68205949	68205961	-	0.000	0.000	Merged-chr7-68206033-25
NR12568--MA0741.1.KLF16	chr11	109375512	109375522	-	0.000	0.000	Merged-chr11-109375589-56
NR64852--MA0599.1.KLF5	chr8	47990575	47990584	+	0.000	0.000	Merged-chr8-47990396-84
NR36493--MA0599.1.KLF5	chr2	67565658	67565667	-	0.000	0.000	Merged-chr2-67565838-76
NR61108--MA0599.1.KLF5	chr7	79536235	79536244	+	0.000	0.000	Merged-chr7-79536349-24
NR67277--MA0741.1.KLF16	chr8	122906590	122906600	-	0.000	0.000	Merged-chr8-122906716-41
NR44850--MA0740.1.KLF14	chr4	33310185	33310198	-	0.000	0.000	Merged-chr4-33310385-59
NR54351--MA0493.1.Klf1	chr5	149846994	149847004	-	0.000	0.000	Merged-chr5-149846777-12
NR19415--MA0493.1.Klf1	chr14	20479911	20479921	+	0.000	0.000	Merged-chr14-20479960-47
NR2279--MA1107.1.KLF9	chr1	127796457	127796469	-	0.000	0.000	Merged-chr1-127796546-56
NR64824--MA1107.1.KLF9	chr8	46723057	46723069	-	0.000	0.000	Merged-chr8-46722876-13
NR60926--MA0741.1.KLF16	chr7	68205948	68205958	-	0.000	0.000	Merged-chr7-68206033-25
NR50924--MA0741.1.KLF16	chr5	74704354	74704364	-	0.000	0.000	Merged-chr5-74704453-70
NR71258--MA1107.1.KLF9	chr9	118678597	118678609	+	0.000	0.000	Merged-chr9-118678587-68
NR26436--MA0599.1.KLF5	chr16	62853885	62853894	-	0.000	0.000	Merged-chr16-62854139-85
NR37658--MA1107.1.KLF9	chr2	113430865	113430877	+	0.000	0.000	Merged-chr2-113431034-10
NR34733--MA1107.1.KLF9	chr2	4864577	4864589	+	0.000	0.000	Merged-chr2-4864669-14
NR70195--MA1107.1.KLF9	chr9	94614254	94614266	+	0.000	0.000	Merged-chr9-94614117-31
NR9445--MA0741.1.KLF16	chr11	19926135	19926145	-	0.000	0.000	Merged-chr11-19926174-9
NR68718--MA1107.1.KLF9	chr9	51162026	51162038	-	0.000	0.000	Merged-chr9-51161990-29
NR31576--MA0493.1.Klf1	chr18	54822920	54822930	+	0.000	0.000	Merged-chr18-54822886-30
NR42920--MA0493.1.Klf1	chr3	121593348	121593358	-	0.000	0.000	Merged-chr3-121593516-30
NR45620--MA0039.3.KLF4	chr4	57295402	57295412	+	0.000	0.000	Merged-chr4-57295265-18
NR6187--MA0493.1.Klf1	chr10	61233349	61233359	+	0.000	0.000	Merged-chr10-61233317-40
NR9564--MA0493.1.Klf1	chr11	22814165	22814175	-	0.000	0.000	Merged-chr11-22814136-127
NR40095--MA1107.1.KLF9	chr2	174556041	174556053	-	0.000	0.000	Merged-chr2-174555978-36
NR65032--MA1107.1.KLF9	chr8	61283204	61283216	+	0.000	0.000	Merged-chr8-61283229-50
NR47892--MA0741.1.KLF16	chr4	134750471	134750481	-	0.000	0.000	Merged-chr4-134750367-60
NR35175--MA0599.1.KLF5	chr2	23006373	23006382	+	0.000	0.000	Merged-chr2-23006422-36
NR46734--MA0599.1.KLF5	chr4	109079909	109079918	+	0.000	0.000	Merged-chr4-109079913-32
NR65106--MA0741.1.KLF16	chr8	64935180	64935190	-	0.000	0.000	Merged-chr8-64935114-22
NR7832--MA0493.1.Klf1	chr10	95313770	95313780	-	0.000	0.000	Merged-chr10-95313807-49
NR41073--MA1107.1.KLF9	chr3	54400031	54400043	+	0.000	0.000	Merged-chr3-54399982-24
NR70092--MA1107.1.KLF9	chr9	90199220	90199232	-	0.000	0.000	Merged-chr9-90199244-4
NR27749--MA0741.1.KLF16	chr17	13480010	13480020	-	0.000	0.000	Merged-chr17-13479919-17
NR16919--MA0039.3.KLF4	chr13	51685363	51685373	-	0.000	0.000	Merged-chr13-51685389-6
NR18302--MA0741.1.KLF16	chr13	101669128	101669138	-	0.000	0.000	Merged-chr13-101669067-25
NR39222--MA0741.1.KLF16	chr2	158673413	158673423	+	0.000	0.000	Merged-chr2-158673458-23
NR68940--MA0741.1.KLF16	chr9	58112636	58112646	-	0.000	0.000	Merged-chr9-58112486-25
NR36801--MA1107.1.KLF9	chr2	77102610	77102622	+	0.000	0.000	Merged-chr2-77102646-21
NR56517--MA1107.1.KLF9	chr6	95683063	95683075	+	0.000	0.000	Merged-chr6-95682989-10
NR66141--MA0599.1.KLF5	chr8	94134755	94134764	+	0.000	0.000	Merged-chr8-94134861-17
NR63627--MA1107.1.KLF9	chr7	140908802	140908814	-	0.000	0.000	Merged-chr7-140908830-38
NR186--MA0493.1.Klf1	chr1	20912783	20912793	-	0.000	0.000	Merged-chr1-20912686-65
NR30845--MA0599.1.KLF5	chr18	5819923	5819932	+	0.000	0.000	Merged-chr18-5820020-28
NR27095--MA1107.1.KLF9	chr16	93574641	93574653	-	0.000	0.000	Merged-chr16-93574695-56
