#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_dn.bed
NR56830--MA0599.1.KLF5	chr6	140724712	140724721	-	0.000	0.000	Merged-chr6-140724746-15
NR26805--MA1107.1.KLF9	chr16	97002523	97002535	+	0.000	0.000	Merged-chr16-97002537-1
NR25742--MA1107.1.KLF9	chr16	55815573	55815585	+	0.000	0.000	Merged-chr16-55815632-3
NR43745--MA0599.1.KLF5	chr3	152209704	152209713	-	0.000	0.000	Merged-chr3-152209810-2
NR56493--MA0742.1.Klf12	chr6	134981444	134981458	-	0.000	0.000	Merged-chr6-134981456-22
NR33840--MA0599.1.KLF5	chr19	46983951	46983960	+	0.000	0.000	Merged-chr19-46983880-15
NR47433--MA0599.1.KLF5	chr4	140986882	140986891	-	0.000	0.000	Merged-chr4-140986955-63
NR19830--MA0493.1.Klf1	chr14	34768439	34768449	-	0.000	0.000	Merged-chr14-34768619-7
NR27923--MA0599.1.KLF5	chr17	29500853	29500862	-	0.000	0.000	Merged-chr17-29500871-30
NR1479--MA1107.1.KLF9	chr1	87811581	87811593	+	0.000	0.000	Merged-chr1-87811547-25
NR54465--MA0742.1.Klf12	chr6	71322741	71322755	+	0.000	0.000	Merged-chr6-71322825-41
NR65037--MA0657.1.KLF13	chr8	121898635	121898652	-	0.000	0.000	Merged-chr8-121898554-47
NR65751--MA0039.3.KLF4	chr9	21601241	21601251	-	0.000	0.000	Merged-chr9-21601283-11
NR30002--MA0599.1.KLF5	chr17	86760432	86760441	-	0.000	0.000	Merged-chr17-86760300-15
NR69720--MA0741.1.KLF16	chrX	48147981	48147991	+	0.000	0.000	Merged-chrX-48147927-58
NR27801--MA1107.1.KLF9	chr17	28366234	28366246	-	0.000	0.000	Merged-chr17-28366309-12
NR32602--MA0493.1.Klf1	chr19	4943153	4943163	+	0.000	0.000	Merged-chr19-4942974-44
NR19334--MA0741.1.KLF16	chr13	119756033	119756043	-	0.000	0.000	Merged-chr13-119755884-79
NR61541--MA0599.1.KLF5	chr7	133003568	133003577	-	0.000	0.000	Merged-chr7-133003648-18
NR22941--MA0742.1.Klf12	chr15	67158736	67158750	-	0.000	0.000	Merged-chr15-67158847-15
NR5163--MA0493.1.Klf1	chr10	18084138	18084148	+	0.000	0.000	Merged-chr10-18084037-10
NR13529--MA0599.1.KLF5	chr12	16321270	16321279	-	0.000	0.000	Merged-chr12-16321346-3
NR8656--MA1107.1.KLF9	chr10	125333682	125333694	+	0.000	0.000	Merged-chr10-125333760-2
NR12796--MA1107.1.KLF9	chr11	115603685	115603697	-	0.000	0.000	Merged-chr11-115603871-66
NR43856--MA1107.1.KLF9	chr3	153658461	153658473	-	0.000	0.000	Merged-chr3-153658616-40
NR14622--MA1107.1.KLF9	chr12	81845218	81845230	-	0.000	0.000	Merged-chr12-81845150-28
NR49604--MA0599.1.KLF5	chr5	65950934	65950943	-	0.000	0.000	Merged-chr5-65951105-46
NR39102--MA0039.3.KLF4	chr2	164506744	164506754	+	0.000	0.000	Merged-chr2-164506889-12
NR56497--MA0741.1.KLF16	chr6	134981447	134981457	-	0.000	0.000	Merged-chr6-134981456-22
NR5504--MA0599.1.KLF5	chr10	39522160	39522169	-	0.000	0.000	Merged-chr10-39522157-23
NR36509--MA1107.1.KLF9	chr2	84482074	84482086	+	0.000	0.000	Merged-chr2-84481991-45
NR11376--MA0741.1.KLF16	chr11	88718301	88718311	+	0.000	0.000	Merged-chr11-88718407-109
NR41015--MA0599.1.KLF5	chr3	79181737	79181746	-	0.000	0.000	Merged-chr3-79181699-42
NR39439--MA0493.1.Klf1	chr2	169520067	169520077	-	0.000	0.000	Merged-chr2-169519991-22
NR56498--MA1107.1.KLF9	chr6	134981446	134981458	-	0.000	0.000	Merged-chr6-134981456-22
NR13877--MA1107.1.KLF9	chr12	33036351	33036363	+	0.000	0.000	Merged-chr12-33036196-25
NR31655--MA1107.1.KLF9	chr18	73745236	73745248	-	0.000	0.000	Merged-chr18-73745138-6
NR61871--MA0741.1.KLF16	chr7	140264974	140264984	-	0.000	0.000	Merged-chr7-140265035-12
NR55834--MA0493.1.Klf1	chr6	120264385	120264395	-	0.000	0.000	Merged-chr6-120264409-18
NR11698--MA0493.1.Klf1	chr11	96912747	96912757	-	0.000	0.000	Merged-chr11-96912869-14
NR34585--MA0493.1.Klf1	chr2	12467060	12467070	-	0.000	0.000	Merged-chr2-12467220-10
NR67954--MA1107.1.KLF9	chr9	96299772	96299784	-	0.000	0.000	Merged-chr9-96299738-12
NR49157--MA0741.1.KLF16	chr5	35729104	35729114	+	0.000	0.000	Merged-chr5-35729116-40
NR29681--MA1107.1.KLF9	chr17	80561192	80561204	-	0.000	0.000	Merged-chr17-80561065-39
NR39438--MA0039.3.KLF4	chr2	169520065	169520075	-	0.000	0.000	Merged-chr2-169519991-22
NR32885--MA0599.1.KLF5	chr19	9116470	9116479	-	0.000	0.000	Merged-chr19-9116540-6
NR34736--MA0741.1.KLF16	chr2	18800219	18800229	+	0.000	0.000	Merged-chr2-18800160-25
NR15477--MA0741.1.KLF16	chr12	107961262	107961272	+	0.000	0.000	Merged-chr12-107961222-28
NR47857--MA0741.1.KLF16	chr4	148167201	148167211	+	0.000	0.000	Merged-chr4-148167175-10
NR5736--MA1107.1.KLF9	chr10	45635523	45635535	-	0.000	0.000	Merged-chr10-45635407-27
NR19836--MA0741.1.KLF16	chr14	34768544	34768554	+	0.000	0.000	Merged-chr14-34768619-7
NR52816--MA0599.1.KLF5	chr5	144254629	144254638	-	0.000	0.000	Merged-chr5-144254762-7
NR29217--MA0599.1.KLF5	chr17	65954068	65954077	-	0.000	0.000	Merged-chr17-65954196-36
NR48984--MA0493.1.Klf1	chr5	31251872	31251882	+	0.000	0.000	Merged-chr5-31251770-31
NR35326--MA0493.1.Klf1	chr2	32867636	32867646	-	0.000	0.000	Merged-chr2-32867635-14
NR48518--MA1107.1.KLF9	chr5	5420284	5420296	+	0.000	0.000	Merged-chr5-5420247-39
NR36634--MA0741.1.KLF16	chr2	91957410	91957420	-	0.000	0.000	Merged-chr2-91957300-36
NR11780--MA0740.1.KLF14	chr11	97883659	97883672	+	0.000	0.000	Merged-chr11-97883682-8
NR13681--MA0493.1.Klf1	chr12	25155530	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR6957--MA0599.1.KLF5	chr10	81401785	81401794	-	0.000	0.000	Merged-chr10-81401925-26
NR64386--MA0599.1.KLF5	chr8	106007473	106007482	-	0.000	0.000	Merged-chr8-106007407-44
NR61461--MA0599.1.KLF5	chr7	130726917	130726926	+	0.000	0.000	Merged-chr7-130727119-52
NR51372--MA0741.1.KLF16	chr5	120690608	120690618	+	0.000	0.000	Merged-chr5-120690669-7
NR5965--MA0493.1.Klf1	chr10	61465213	61465223	+	0.000	0.000	Merged-chr10-61465182-15
NR44813--MA0741.1.KLF16	chr4	46485839	46485849	-	0.000	0.000	Merged-chr4-46485924-53
NR68046--MA1107.1.KLF9	chr9	99699946	99699958	+	0.000	0.000	Merged-chr9-99699985-12
NR29221--MA0493.1.Klf1	chr17	65954073	65954083	-	0.000	0.000	Merged-chr17-65954196-36
NR29686--MA1107.1.KLF9	chr17	80561202	80561214	-	0.000	0.000	Merged-chr17-80561065-39
NR31571--MA0493.1.Klf1	chr18	69196484	69196494	+	0.000	0.000	Merged-chr18-69196479-70
NR11375--MA0039.3.KLF4	chr11	88718302	88718312	+	0.000	0.000	Merged-chr11-88718407-109
NR9088--MA0039.3.KLF4	chr11	5005467	5005477	+	0.000	0.000	Merged-chr11-5005546-13
NR65467--MA0599.1.KLF5	chr8	127500453	127500462	-	0.000	0.000	Merged-chr8-127500615-4
NR28275--MA0599.1.KLF5	chr17	35706109	35706118	-	0.000	0.000	Merged-chr17-35706172-14
NR13680--MA0039.3.KLF4	chr12	25155528	25155538	-	0.000	0.000	Merged-chr12-25155613-40
NR19687--MA0741.1.KLF16	chr14	27351721	27351731	-	0.000	0.000	Merged-chr14-27351647-44
NR43748--MA0741.1.KLF16	chr3	152209699	152209709	-	0.000	0.000	Merged-chr3-152209810-2
NR10542--MA0599.1.KLF5	chr11	70654679	70654688	-	0.000	0.000	Merged-chr11-70654589-122
NR22841--MA0493.1.Klf1	chr15	62139268	62139278	+	0.000	0.000	Merged-chr15-62139075-28
NR4091--MA0741.1.KLF16	chr1	184064441	184064451	+	0.000	0.000	Merged-chr1-184064517-33
NR29225--MA1107.1.KLF9	chr17	65954066	65954078	-	0.000	0.000	Merged-chr17-65954196-36
NR50210--MA1107.1.KLF9	chr5	92001025	92001037	+	0.000	0.000	Merged-chr5-92000971-27
NR30253--MA0493.1.Klf1	chr18	4348350	4348360	+	0.000	0.000	Merged-chr18-4348193-25
NR49757--MA0599.1.KLF5	chr5	73206407	73206416	-	0.000	0.000	Merged-chr5-73206518-35
NR22395--MA0741.1.KLF16	chr15	38122406	38122416	+	0.000	0.000	Merged-chr15-38122272-49
NR5996--MA1107.1.KLF9	chr10	62248020	62248032	-	0.000	0.000	Merged-chr10-62247968-20
NR4585--MA0599.1.KLF5	chr1	191802749	191802758	-	0.000	0.000	Merged-chr1-191802759-25
NR40838--MA1107.1.KLF9	chr3	65985106	65985118	+	0.000	0.000	Merged-chr3-65985116-9
NR30007--MA0493.1.Klf1	chr17	86760432	86760442	-	0.000	0.000	Merged-chr17-86760300-15
NR62758--MA0742.1.Klf12	chr8	35428946	35428960	-	0.000	0.000	Merged-chr8-35428921-45
NR50205--MA0742.1.Klf12	chr5	92001025	92001039	+	0.000	0.000	Merged-chr5-92000971-27
NR37420--MA0039.3.KLF4	chr2	121294391	121294401	+	0.000	0.000	Merged-chr2-121294452-16
NR55772--MA0493.1.Klf1	chr6	119199120	119199130	+	0.000	0.000	Merged-chr6-119199024-52
NR27717--MA1107.1.KLF9	chr17	27564906	27564918	-	0.000	0.000	Merged-chr17-27564806-2
NR17354--MA0741.1.KLF16	chr13	63541775	63541785	+	0.000	0.000	Merged-chr13-63541673-31
NR57642--MA0741.1.KLF16	chr7	4777059	4777069	-	0.000	0.000	Merged-chr7-4777194-35
NR7980--MA0599.1.KLF5	chr10	111562893	111562902	+	0.000	0.000	Merged-chr10-111562842-26
NR49529--MA0599.1.KLF5	chr5	64336911	64336920	-	0.000	0.000	Merged-chr5-64336866-17
NR43208--MA1107.1.KLF9	chr3	138867306	138867318	+	0.000	0.000	Merged-chr3-138867429-26
NR13494--MA0599.1.KLF5	chr12	12580878	12580887	+	0.000	0.000	Merged-chr12-12580881-28
NR610--MA0039.3.KLF4	chr1	43478180	43478190	-	0.000	0.000	Merged-chr1-43478113-25
NR48796--MA1107.1.KLF9	chr5	24384610	24384622	+	0.000	0.000	Merged-chr5-24384639-15
NR9475--MA0599.1.KLF5	chr11	32714455	32714464	-	0.000	0.000	Merged-chr11-32714386-17
NR41298--MA0599.1.KLF5	chr3	89378432	89378441	-	0.000	0.000	Merged-chr3-89378543-26
NR13493--MA0742.1.Klf12	chr12	12580877	12580891	+	0.000	0.000	Merged-chr12-12580881-28
NR52769--MA0742.1.Klf12	chr5	143975168	143975182	+	0.000	0.000	Merged-chr5-143975077-1
NR33792--MA0599.1.KLF5	chr19	46148487	46148496	+	0.000	0.000	Merged-chr19-46148494-21
NR6958--MA0741.1.KLF16	chr10	81401784	81401794	-	0.000	0.000	Merged-chr10-81401925-26
NR10538--MA0599.1.KLF5	chr11	70654636	70654645	+	0.000	0.000	Merged-chr11-70654589-122
NR9793--MA0741.1.KLF16	chr11	51898827	51898837	-	0.000	0.000	Merged-chr11-51898870-27
NR28177--MA0599.1.KLF5	chr17	34632607	34632616	+	0.000	0.000	Merged-chr17-34632499-30
NR40615--MA0493.1.Klf1	chr3	54567550	54567560	+	0.000	0.000	Merged-chr3-54567528-25
NR50209--MA0741.1.KLF16	chr5	92001026	92001036	+	0.000	0.000	Merged-chr5-92000971-27
NR66579--MA0741.1.KLF16	chr9	57577532	57577542	-	0.000	0.000	Merged-chr9-57577523-17
NR20810--MA0599.1.KLF5	chr14	73349368	73349377	-	0.000	0.000	Merged-chr14-73349439-20
NR60263--MA0742.1.Klf12	chr7	101348689	101348703	-	0.000	0.000	Merged-chr7-101348573-1
NR42154--MA1107.1.KLF9	chr3	108727617	108727629	-	0.000	0.000	Merged-chr3-108727524-22
NR60138--MA1107.1.KLF9	chr7	98995321	98995333	-	0.000	0.000	Merged-chr7-98995432-21
NR9465--MA1107.1.KLF9	chr11	32582964	32582976	+	0.000	0.000	Merged-chr11-32583029-49
NR35610--MA0741.1.KLF16	chr2	45117109	45117119	-	0.000	0.000	Merged-chr2-45117109-39
NR8999--MA0741.1.KLF16	chr11	3703671	3703681	+	0.000	0.000	Merged-chr11-3703654-26
NR67418--MA1107.1.KLF9	chr9	80266691	80266703	-	0.000	0.000	Merged-chr9-80266579-55
NR32595--MA0599.1.KLF5	chr19	4943128	4943137	+	0.000	0.000	Merged-chr19-4942974-44
NR61923--MA0599.1.KLF5	chr7	141064283	141064292	-	0.000	0.000	Merged-chr7-141064290-23
NR54695--MA0039.3.KLF4	chr6	83718235	83718245	-	0.000	0.000	Merged-chr6-83718285-22
NR51377--MA0741.1.KLF16	chr5	121118599	121118609	-	0.000	0.000	Merged-chr5-121118672-9
NR7075--MA1107.1.KLF9	chr10	82961549	82961561	+	0.000	0.000	Merged-chr10-82961512-14
NR54464--MA0740.1.KLF14	chr6	71322741	71322754	+	0.000	0.000	Merged-chr6-71322825-41
NR63673--MA0599.1.KLF5	chr8	79173664	79173673	+	0.000	0.000	Merged-chr8-79173625-13
NR47395--MA0741.1.KLF16	chr4	139598142	139598152	+	0.000	0.000	Merged-chr4-139598021-2
NR51486--MA0741.1.KLF16	chr5	122987507	122987517	+	0.000	0.000	Merged-chr5-122987462-4
NR20371--MA0493.1.Klf1	chr14	57769261	57769271	-	0.000	0.000	Merged-chr14-57769251-39
NR46388--MA0039.3.KLF4	chr4	119947766	119947776	-	0.000	0.000	Merged-chr4-119947761-47
NR14444--MA0039.3.KLF4	chr12	74009611	74009621	+	0.000	0.000	Merged-chr12-74009516-16
NR42976--MA0741.1.KLF16	chr3	134339368	134339378	+	0.000	0.000	Merged-chr3-134339453-34
NR24447--MA0741.1.KLF16	chr15	100424483	100424493	+	0.000	0.000	Merged-chr15-100424546-20
NR11920--MA0742.1.Klf12	chr11	99012467	99012481	-	0.000	0.000	Merged-chr11-99012536-12
NR55593--MA1107.1.KLF9	chr6	114883580	114883592	+	0.000	0.000	Merged-chr6-114883519-32
NR43016--MA1107.1.KLF9	chr3	135565491	135565503	-	0.000	0.000	Merged-chr3-135565475-16
NR19684--MA0493.1.Klf1	chr14	27351716	27351726	-	0.000	0.000	Merged-chr14-27351647-44
NR54252--MA0039.3.KLF4	chr6	54685277	54685287	-	0.000	0.000	Merged-chr6-54685260-34
NR769--MA0599.1.KLF5	chr1	55489579	55489588	+	0.000	0.000	Merged-chr1-55489612-12
NR56204--MA1107.1.KLF9	chr6	127942080	127942092	+	0.000	0.000	Merged-chr6-127942038-1
NR33670--MA0039.3.KLF4	chr19	43809536	43809546	+	0.000	0.000	Merged-chr19-43809499-23
NR2709--MA0039.3.KLF4	chr1	151670002	151670012	+	0.000	0.000	Merged-chr1-151670167-23
NR38332--MA1107.1.KLF9	chr2	147832609	147832621	+	0.000	0.000	Merged-chr2-147832545-2
NR54234--MA0657.1.KLF13	chr6	54116480	54116497	+	0.000	0.000	Merged-chr6-54116572-22
NR22331--MA1107.1.KLF9	chr15	36374999	36375011	+	0.000	0.000	Merged-chr15-36375084-60
NR26798--MA1107.1.KLF9	chr16	97002495	97002507	+	0.000	0.000	Merged-chr16-97002537-1
NR55459--MA1107.1.KLF9	chr6	112862177	112862189	+	0.000	0.000	Merged-chr6-112862022-40
NR63994--MA0039.3.KLF4	chr8	88298231	88298241	-	0.000	0.000	Merged-chr8-88298148-50
NR65318--MA0740.1.KLF14	chr8	125558862	125558875	+	0.000	0.000	Merged-chr8-125558804-33
NR65750--MA0599.1.KLF5	chr9	21601243	21601252	-	0.000	0.000	Merged-chr9-21601283-11
NR68153--MA0740.1.KLF14	chr9	103426484	103426497	+	0.000	0.000	Merged-chr9-103426550-25
NR27996--MA0493.1.Klf1	chr17	31326300	31326310	-	0.000	0.000	Merged-chr17-31326302-35
NR28277--MA0741.1.KLF16	chr17	35706197	35706207	-	0.000	0.000	Merged-chr17-35706172-14
NR42975--MA0599.1.KLF5	chr3	134339267	134339276	+	0.000	0.000	Merged-chr3-134339453-34
NR37592--MA0493.1.Klf1	chr2	127304896	127304906	+	0.000	0.000	Merged-chr2-127304764-20
NR2423--MA1107.1.KLF9	chr1	138180317	138180329	-	0.000	0.000	Merged-chr1-138180262-18
NR62113--MA0493.1.Klf1	chr7	143666916	143666926	+	0.000	0.000	Merged-chr7-143666979-29
NR65983--MA0599.1.KLF5	chr9	32722443	32722452	-	0.000	0.000	Merged-chr9-32722357-3
NR11534--MA0493.1.Klf1	chr11	94141668	94141678	+	0.000	0.000	Merged-chr11-94141772-16
NR62239--MA0599.1.KLF5	chr8	4250695	4250704	+	0.000	0.000	Merged-chr8-4250741-13
NR66285--MA0599.1.KLF5	chr9	45329720	45329729	-	0.000	0.000	Merged-chr9-45329808-12
NR41451--MA0599.1.KLF5	chr3	93562593	93562602	-	0.000	0.000	Merged-chr3-93562558-40
NR19464--MA0039.3.KLF4	chr14	15272488	15272498	-	0.000	0.000	Merged-chr14-15272424-5
NR65861--MA1107.1.KLF9	chr9	27044026	27044038	-	0.000	0.000	Merged-chr9-27044000-29
NR13489--MA0039.3.KLF4	chr12	12320720	12320730	+	0.000	0.000	Merged-chr12-12320871-15
NR18425--MA0742.1.Klf12	chr13	101734359	101734373	-	0.000	0.000	Merged-chr13-101734479-2
NR5577--MA0493.1.Klf1	chr10	41518902	41518912	+	0.000	0.000	Merged-chr10-41518927-1
NR5900--MA0741.1.KLF16	chr10	60125882	60125892	-	0.000	0.000	Merged-chr10-60126055-19
NR11532--MA0742.1.Klf12	chr11	94141668	94141682	+	0.000	0.000	Merged-chr11-94141772-16
NR2436--MA0742.1.Klf12	chr1	138291654	138291668	-	0.000	0.000	Merged-chr1-138291729-27
NR47851--MA0493.1.Klf1	chr4	148167074	148167084	-	0.000	0.000	Merged-chr4-148167175-10
NR44385--MA0599.1.KLF5	chr4	34551670	34551679	-	0.000	0.000	Merged-chr4-34551500-9
NR61166--MA1107.1.KLF9	chr7	125620284	125620296	-	0.000	0.000	Merged-chr7-125620287-12
NR15135--MA0741.1.KLF16	chr12	100480844	100480854	+	0.000	0.000	Merged-chr12-100480598-53
NR50906--MA0493.1.Klf1	chr5	112239626	112239636	-	0.000	0.000	Merged-chr5-112239781-12
NR11436--MA0742.1.Klf12	chr11	90182637	90182651	+	0.000	0.000	Merged-chr11-90182579-9
NR41303--MA0493.1.Klf1	chr3	89378532	89378542	+	0.000	0.000	Merged-chr3-89378543-26
NR39203--MA1107.1.KLF9	chr2	166046181	166046193	-	0.000	0.000	Merged-chr2-166046105-43
NR52437--MA0657.1.KLF13	chr5	139344226	139344243	-	0.000	0.000	Merged-chr5-139344322-30
NR26803--MA1107.1.KLF9	chr16	97002519	97002531	+	0.000	0.000	Merged-chr16-97002537-1
NR48051--MA0741.1.KLF16	chr4	150894786	150894796	+	0.000	0.000	Merged-chr4-150894695-19
NR33022--MA1107.1.KLF9	chr19	16373319	16373331	+	0.000	0.000	Merged-chr19-16373273-16
NR17979--MA1107.1.KLF9	chr13	92722554	92722566	-	0.000	0.000	Merged-chr13-92722597-29
NR40731--MA0741.1.KLF16	chr3	59235014	59235024	+	0.000	0.000	Merged-chr3-59235028-28
NR7462--MA0599.1.KLF5	chr10	93326907	93326916	+	0.000	0.000	Merged-chr10-93326815-10
NR23463--MA0599.1.KLF5	chr15	80704446	80704455	-	0.000	0.000	Merged-chr15-80704480-26
NR4605--MA0742.1.Klf12	chr1	191999104	191999118	-	0.000	0.000	Merged-chr1-191999183-26
NR42902--MA0740.1.KLF14	chr3	132928112	132928125	-	0.000	0.000	Merged-chr3-132927951-20
NR4716--MA0657.1.KLF13	chr1	193273322	193273339	+	0.000	0.000	Merged-chr1-193273386-37
NR66187--MA0599.1.KLF5	chr9	44013972	44013981	+	0.000	0.000	Merged-chr9-44013875-7
NR801--MA0599.1.KLF5	chr1	58304558	58304567	-	0.000	0.000	Merged-chr1-58304515-8
NR44269--MA0599.1.KLF5	chr4	21931235	21931244	-	0.000	0.000	Merged-chr4-21931298-41
NR12100--MA1107.1.KLF9	chr11	102061344	102061356	+	0.000	0.000	Merged-chr11-102061381-17
NR62757--MA0740.1.KLF14	chr8	35428947	35428960	-	0.000	0.000	Merged-chr8-35428921-45
NR8645--MA1107.1.KLF9	chr10	125333660	125333672	+	0.000	0.000	Merged-chr10-125333760-2
NR40610--MA0742.1.Klf12	chr3	54567518	54567532	+	0.000	0.000	Merged-chr3-54567528-25
NR33643--MA0741.1.KLF16	chr19	42770732	42770742	-	0.000	0.000	Merged-chr19-42770693-24
NR10377--MA1107.1.KLF9	chr11	68452559	68452571	+	0.000	0.000	Merged-chr11-68452404-40
NR9743--MA0741.1.KLF16	chr11	50952641	50952651	+	0.000	0.000	Merged-chr11-50952542-18
NR16357--MA0742.1.Klf12	chr13	19457276	19457290	-	0.000	0.000	Merged-chr13-19457344-7
NR5502--MA0599.1.KLF5	chr10	39505709	39505718	-	0.000	0.000	Merged-chr10-39505827-10
NR9087--MA0599.1.KLF5	chr11	5005466	5005475	+	0.000	0.000	Merged-chr11-5005546-13
NR19463--MA0742.1.Klf12	chr14	15272486	15272500	-	0.000	0.000	Merged-chr14-15272424-5
NR15132--MA0039.3.KLF4	chr12	100480788	100480798	+	0.000	0.000	Merged-chr12-100480598-53
NR25615--MA1107.1.KLF9	chr16	44362191	44362203	+	0.000	0.000	Merged-chr16-44362356-45
NR43751--MA1107.1.KLF9	chr3	152209700	152209712	-	0.000	0.000	Merged-chr3-152209810-2
NR4093--MA1107.1.KLF9	chr1	184064446	184064458	+	0.000	0.000	Merged-chr1-184064517-33
NR19829--MA0599.1.KLF5	chr14	34768439	34768448	-	0.000	0.000	Merged-chr14-34768619-7
NR13728--MA0493.1.Klf1	chr12	26418521	26418531	-	0.000	0.000	Merged-chr12-26418553-8
NR33158--MA0599.1.KLF5	chr19	23135505	23135514	+	0.000	0.000	Merged-chr19-23135579-121
NR5726--MA0599.1.KLF5	chr10	44529546	44529555	+	0.000	0.000	Merged-chr10-44529535-56
NR11916--MA0599.1.KLF5	chr11	98959601	98959610	-	0.000	0.000	Merged-chr11-98959702-39
NR14621--MA0741.1.KLF16	chr12	81845219	81845229	-	0.000	0.000	Merged-chr12-81845150-28
NR56461--MA0741.1.KLF16	chr6	134437136	134437146	-	0.000	0.000	Merged-chr6-134437142-33
NR362--MA0493.1.Klf1	chr1	36571861	36571871	-	0.000	0.000	Merged-chr1-36571820-13
NR68156--MA0741.1.KLF16	chr9	103426485	103426495	+	0.000	0.000	Merged-chr9-103426550-25
NR27710--MA0740.1.KLF14	chr17	27564905	27564918	-	0.000	0.000	Merged-chr17-27564806-2
NR13526--MA1107.1.KLF9	chr12	15896719	15896731	-	0.000	0.000	Merged-chr12-15896851-37
NR49177--MA0599.1.KLF5	chr5	35771280	35771289	-	0.000	0.000	Merged-chr5-35771159-16
NR42088--MA0039.3.KLF4	chr3	107577982	107577992	+	0.000	0.000	Merged-chr3-107578034-11
NR67968--MA0741.1.KLF16	chr9	96545557	96545567	+	0.000	0.000	Merged-chr9-96545653-10
NR54406--MA1107.1.KLF9	chr6	66313066	66313078	+	0.000	0.000	Merged-chr6-66313006-24
NR6483--MA0039.3.KLF4	chr10	77624633	77624643	-	0.000	0.000	Merged-chr10-77624666-9
NR37418--MA0742.1.Klf12	chr2	121294389	121294403	+	0.000	0.000	Merged-chr2-121294452-16
NR25312--MA0599.1.KLF5	chr16	31035494	31035503	-	0.000	0.000	Merged-chr16-31035448-26
NR24269--MA0741.1.KLF16	chr15	98793195	98793205	-	0.000	0.000	Merged-chr15-98793364-7
NR5510--MA1107.1.KLF9	chr10	39522162	39522174	-	0.000	0.000	Merged-chr10-39522157-23
NR43855--MA0493.1.Klf1	chr3	153658463	153658473	-	0.000	0.000	Merged-chr3-153658616-40
NR43202--MA0599.1.KLF5	chr3	138867313	138867322	+	0.000	0.000	Merged-chr3-138867429-26
NR46251--MA1107.1.KLF9	chr4	116701026	116701038	-	0.000	0.000	Merged-chr4-116701085-12
NR13684--MA0599.1.KLF5	chr12	25211592	25211601	+	0.000	0.000	Merged-chr12-25211568-13
NR22915--MA0493.1.Klf1	chr15	66825632	66825642	+	0.000	0.000	Merged-chr15-66825502-98
NR2027--MA0599.1.KLF5	chr1	127677802	127677811	+	0.000	0.000	Merged-chr1-127677775-57
NR66186--MA0740.1.KLF14	chr9	44013971	44013984	+	0.000	0.000	Merged-chr9-44013875-7
NR48790--MA0599.1.KLF5	chr5	24320241	24320250	-	0.000	0.000	Merged-chr5-24320465-19
NR6359--MA0493.1.Klf1	chr10	75536382	75536392	-	0.000	0.000	Merged-chr10-75536310-39
NR41067--MA0741.1.KLF16	chr3	81102299	81102309	-	0.000	0.000	Merged-chr3-81102418-9
NR62431--MA0740.1.KLF14	chr8	13593536	13593549	-	0.000	0.000	Merged-chr8-13593648-27
NR11924--MA1107.1.KLF9	chr11	99012469	99012481	-	0.000	0.000	Merged-chr11-99012536-12
NR25390--MA0741.1.KLF16	chr16	32658896	32658906	+	0.000	0.000	Merged-chr16-32659000-27
NR2806--MA0599.1.KLF5	chr1	153740303	153740312	+	0.000	0.000	Merged-chr1-153740161-56
NR66750--MA0039.3.KLF4	chr9	62763759	62763769	+	0.000	0.000	Merged-chr9-62763874-18
NR60574--MA1107.1.KLF9	chr7	110237824	110237836	-	0.000	0.000	Merged-chr7-110237722-33
NR12920--MA0741.1.KLF16	chr11	116869768	116869778	-	0.000	0.000	Merged-chr11-116869693-21
NR22739--MA0742.1.Klf12	chr15	59596759	59596773	+	0.000	0.000	Merged-chr15-59596634-94
NR55626--MA1107.1.KLF9	chr6	115515935	115515947	+	0.000	0.000	Merged-chr6-115515938-20
NR25893--MA1107.1.KLF9	chr16	64783949	64783961	-	0.000	0.000	Merged-chr16-64783982-5
NR28940--MA0599.1.KLF5	chr17	56303328	56303337	+	0.000	0.000	Merged-chr17-56303360-16
NR13101--MA1107.1.KLF9	chr11	119083765	119083777	-	0.000	0.000	Merged-chr11-119083935-60
NR40574--MA0741.1.KLF16	chr3	52297522	52297532	+	0.000	0.000	Merged-chr3-52297502-16
NR19414--MA0740.1.KLF14	chr14	8459879	8459892	-	0.000	0.000	Merged-chr14-8459769-1
NR47020--MA0599.1.KLF5	chr4	133680306	133680315	-	0.000	0.000	Merged-chr4-133680421-5
NR64702--MA0599.1.KLF5	chr8	115408398	115408407	+	0.000	0.000	Merged-chr8-115408581-14
NR24315--MA0039.3.KLF4	chr15	99224537	99224547	-	0.000	0.000	Merged-chr15-99224455-41
NR43210--MA1107.1.KLF9	chr3	138867312	138867324	+	0.000	0.000	Merged-chr3-138867429-26
NR19068--MA0493.1.Klf1	chr13	113484743	113484753	+	0.000	0.000	Merged-chr13-113484650-2
