#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-log2fc-1_up.bed
NR49927--MA0657.1.KLF13	chr5	144358272	144358289	-	0.000	0.000	Merged-chr5-144358177-56
NR53832--MA0741.1.KLF16	chr6	145002396	145002406	-	0.000	0.000	Merged-chr6-145002461-23
NR20754--MA0741.1.KLF16	chr15	10715923	10715933	-	0.000	0.000	Merged-chr15-10716063-12
NR9978--MA1107.1.KLF9	chr11	70473450	70473462	-	0.000	0.000	Merged-chr11-70473545-6
NR12003--MA1107.1.KLF9	chr11	113508531	113508543	-	0.000	0.000	Merged-chr11-113508478-30
NR7364--MA1107.1.KLF9	chr10	116175771	116175783	-	0.000	0.000	Merged-chr10-116175646-10
NR47237--MA0741.1.KLF16	chr5	92967510	92967520	+	0.000	0.000	Merged-chr5-92967427-8
NR33937--MA1107.1.KLF9	chr2	60717577	60717589	-	0.000	0.000	Merged-chr2-60717548-24
NR58785--MA0493.1.Klf1	chr8	22757685	22757695	+	0.000	0.000	Merged-chr8-22757594-30
NR60003--MA0599.1.KLF5	chr8	82863448	82863457	+	0.000	0.000	Merged-chr8-82863641-40
NR32320--MA0599.1.KLF5	chr19	57180479	57180488	+	0.000	0.000	Merged-chr19-57180536-30
NR30270--MA0599.1.KLF5	chr18	75247016	75247025	+	0.000	0.000	Merged-chr18-75247078-14
NR1850--MA1107.1.KLF9	chr1	127796441	127796453	-	0.000	0.000	Merged-chr1-127796546-56
NR22240--MA0740.1.KLF14	chr15	83084529	83084542	-	0.000	0.000	Merged-chr15-83084478-12
NR60204--MA0493.1.Klf1	chr8	87472640	87472650	+	0.000	0.000	Merged-chr8-87472817-24
NR34840--MA0599.1.KLF5	chr2	104712172	104712181	-	0.000	0.000	Merged-chr2-104712063-45
NR44279--MA0493.1.Klf1	chr4	136031620	136031630	+	0.000	0.000	Merged-chr4-136031447-41
NR20095--MA0039.3.KLF4	chr14	102811707	102811717	-	0.000	0.000	Merged-chr14-102811644-20
NR19082--MA0493.1.Klf1	chr14	53369972	53369982	-	0.000	0.000	Merged-chr14-53369975-12
NR18681--MA1107.1.KLF9	chr14	31398263	31398275	-	0.000	0.000	Merged-chr14-31398460-1
NR39106--MA0039.3.KLF4	chr3	96040729	96040739	+	0.000	0.000	Merged-chr3-96040740-50
NR41456--MA0039.3.KLF4	chr4	8518306	8518316	+	0.000	0.000	Merged-chr4-8518225-4
NR6853--MA0599.1.KLF5	chr10	95442498	95442507	+	0.000	0.000	Merged-chr10-95442476-5
NR59409--MA1107.1.KLF9	chr8	61283222	61283234	+	0.000	0.000	Merged-chr8-61283229-50
NR60208--MA1107.1.KLF9	chr8	87472689	87472701	+	0.000	0.000	Merged-chr8-87472817-24
NR28801--MA1107.1.KLF9	chr18	3933945	3933957	-	0.000	0.000	Merged-chr18-3933786-31
NR62998--MA0657.1.KLF13	chr9	61054574	61054591	-	0.000	0.000	Merged-chr9-61054632-26
NR60327--MA0741.1.KLF16	chr8	93810534	93810544	+	0.000	0.000	Merged-chr8-93810346-59
NR24558--MA1107.1.KLF9	chr16	52009772	52009784	-	0.000	0.000	Merged-chr16-52009656-17
NR2713--MA0599.1.KLF5	chr1	156076618	156076627	-	0.000	0.000	Merged-chr1-156076663-15
NR66966--MA0741.1.KLF16	chrX	166185377	166185387	+	0.000	0.000	Merged-chrX-166185579-37
NR36571--MA1107.1.KLF9	chr2	160367185	160367197	-	0.000	0.000	Merged-chr2-160367322-62
NR29729--MA0742.1.Klf12	chr18	60632870	60632884	-	0.000	0.000	Merged-chr18-60633052-25
NR11276--MA1107.1.KLF9	chr11	99132673	99132685	-	0.000	0.000	Merged-chr11-99132520-18
NR5629--MA0599.1.KLF5	chr10	68445676	68445685	-	0.000	0.000	Merged-chr10-68445900-93
NR46454--MA0740.1.KLF14	chr5	45534987	45535000	-	0.000	0.000	Merged-chr5-45535000-84
NR32520--MA0039.3.KLF4	chr2	4669896	4669906	+	0.000	0.000	Merged-chr2-4669816-18
NR23903--MA0493.1.Klf1	chr16	18089247	18089257	+	0.000	0.000	Merged-chr16-18089108-33
NR53954--MA0741.1.KLF16	chr6	147155329	147155339	-	0.000	0.000	Merged-chr6-147155344-5
NR7267--MA0599.1.KLF5	chr10	115185030	115185039	+	0.000	0.000	Merged-chr10-115184922-20
NR55739--MA1107.1.KLF9	chr7	58759358	58759370	+	0.000	0.000	Merged-chr7-58759463-23
NR60165--MA0741.1.KLF16	chr8	85515498	85515508	-	0.000	0.000	Merged-chr8-85515665-21
NR11510--MA0599.1.KLF5	chr11	102467273	102467282	-	0.000	0.000	Merged-chr11-102467251-44
NR62634--MA1107.1.KLF9	chr9	50512104	50512116	-	0.000	0.000	Merged-chr9-50512107-7
NR709--MA0599.1.KLF5	chr1	55473852	55473861	-	0.000	0.000	Merged-chr1-55473879-7
NR36232--MA0741.1.KLF16	chr2	153292589	153292599	+	0.000	0.000	Merged-chr2-153292567-49
NR47213--MA0493.1.Klf1	chr5	92128734	92128744	+	0.000	0.000	Merged-chr5-92128744-12
NR16144--MA0493.1.Klf1	chr13	51598238	51598248	-	0.000	0.000	Merged-chr13-51598262-24
NR14106--MA0740.1.KLF14	chr12	94262059	94262072	-	0.000	0.000	Merged-chr12-94261994-1
NR12004--MA0493.1.Klf1	chr11	113574337	113574347	+	0.000	0.000	Merged-chr11-113574265-17
NR35384--MA0599.1.KLF5	chr2	126552955	126552964	-	0.000	0.000	Merged-chr2-126553067-12
NR30275--MA0599.1.KLF5	chr18	75322576	75322585	-	0.000	0.000	Merged-chr18-75322404-42
NR24143--MA0599.1.KLF5	chr16	29776000	29776009	-	0.000	0.000	Merged-chr16-29776043-7
NR1846--MA1107.1.KLF9	chr1	127796433	127796445	-	0.000	0.000	Merged-chr1-127796546-56
NR35652--MA0742.1.Klf12	chr2	132449122	132449136	-	0.000	0.000	Merged-chr2-132449088-2
NR8263--MA0599.1.KLF5	chr10	128933734	128933743	-	0.000	0.000	Merged-chr10-128933885-33
NR31244--MA0599.1.KLF5	chr19	16998129	16998138	-	0.000	0.000	Merged-chr19-16998164-33
NR20361--MA0599.1.KLF5	chr14	118682884	118682893	-	0.000	0.000	Merged-chr14-118682781-56
NR56735--MA1107.1.KLF9	chr7	105787099	105787111	+	0.000	0.000	Merged-chr7-105787393-34
NR29364--MA0740.1.KLF14	chr18	39758260	39758273	+	0.000	0.000	Merged-chr18-39758407-11
NR35438--MA0741.1.KLF16	chr2	128111917	128111927	+	0.000	0.000	Merged-chr2-128111932-19
NR6861--MA1107.1.KLF9	chr10	95699322	95699334	-	0.000	0.000	Merged-chr10-95699162-15
NR51350--MA0741.1.KLF16	chr6	61271210	61271220	+	0.000	0.000	Merged-chr6-61271177-5
NR4916--MA0741.1.KLF16	chr10	34207259	34207269	-	0.000	0.000	Merged-chr10-34207023-88
NR17140--MA0493.1.Klf1	chr13	95063712	95063722	-	0.000	0.000	Merged-chr13-95063599-48
NR57650--MA0742.1.Klf12	chr7	129648006	129648020	-	0.000	0.000	Merged-chr7-129648020-1
NR37452--MA0599.1.KLF5	chr2	174556043	174556052	-	0.000	0.000	Merged-chr2-174555978-36
NR52059--MA0599.1.KLF5	chr6	98609322	98609331	+	0.000	0.000	Merged-chr6-98609321-36
NR18529--MA0039.3.KLF4	chr14	25481160	25481170	-	0.000	0.000	Merged-chr14-25481230-34
NR51949--MA0493.1.Klf1	chr6	91156640	91156650	+	0.000	0.000	Merged-chr6-91156791-33
NR34052--MA0493.1.Klf1	chr2	66634947	66634957	-	0.000	0.000	Merged-chr2-66634909-17
NR14222--MA0742.1.Klf12	chr12	100276998	100277012	-	0.000	0.000	Merged-chr12-100277058-24
NR52035--MA0039.3.KLF4	chr6	97447101	97447111	+	0.000	0.000	Merged-chr6-97447180-22
NR28175--MA0741.1.KLF16	chr17	74865013	74865023	-	0.000	0.000	Merged-chr17-74864979-18
NR40967--MA1107.1.KLF9	chr3	148799641	148799653	+	0.000	0.000	Merged-chr3-148799603-2
NR8095--MA0741.1.KLF16	chr10	127621033	127621043	-	0.000	0.000	Merged-chr10-127621046-1
NR51560--MA0599.1.KLF5	chr6	72841715	72841724	+	0.000	0.000	Merged-chr6-72841906-9
NR57750--MA0741.1.KLF16	chr7	132317218	132317228	+	0.000	0.000	Merged-chr7-132317352-2
NR18122--MA1107.1.KLF9	chr13	117707684	117707696	-	0.000	0.000	Merged-chr13-117707656-2
NR46649--MA0742.1.Klf12	chr5	64580275	64580289	-	0.000	0.000	Merged-chr5-64580190-8
NR39482--MA0742.1.Klf12	chr3	104616369	104616383	-	0.000	0.000	Merged-chr3-104616358-38
NR47338--MA0741.1.KLF16	chr5	97935527	97935537	+	0.000	0.000	Merged-chr5-97935514-29
NR8917--MA0599.1.KLF5	chr11	32138430	32138439	-	0.000	0.000	Merged-chr11-32138495-33
NR34065--MA1107.1.KLF9	chr2	69125435	69125447	-	0.000	0.000	Merged-chr2-69125568-4
NR43001--MA1107.1.KLF9	chr4	109212669	109212681	-	0.000	0.000	Merged-chr4-109212639-1
NR53802--MA0493.1.Klf1	chr6	144781935	144781945	-	0.000	0.000	Merged-chr6-144781870-85
NR2399--MA1107.1.KLF9	chr1	147407917	147407929	+	0.000	0.000	Merged-chr1-147408010-5
NR60001--MA0741.1.KLF16	chr8	81881728	81881738	+	0.000	0.000	Merged-chr8-81881786-34
NR24053--MA0741.1.KLF16	chr16	24160877	24160887	+	0.000	0.000	Merged-chr16-24160756-32
NR19516--MA0039.3.KLF4	chr14	68078502	68078512	+	0.000	0.000	Merged-chr14-68078565-20
NR52877--MA0742.1.Klf12	chr6	127289134	127289148	+	0.000	0.000	Merged-chr6-127288958-1
NR32553--MA0493.1.Klf1	chr2	5747802	5747812	+	0.000	0.000	Merged-chr2-5747765-15
NR53837--MA0741.1.KLF16	chr6	145002401	145002411	-	0.000	0.000	Merged-chr6-145002461-23
NR44096--MA0493.1.Klf1	chr4	134372585	134372595	+	0.000	0.000	Merged-chr4-134372505-25
NR12032--MA0742.1.Klf12	chr11	114068450	114068464	+	0.000	0.000	Merged-chr11-114068502-5
NR45074--MA0493.1.Klf1	chr4	148775058	148775068	-	0.000	0.000	Merged-chr4-148774974-1
NR53914--MA0493.1.Klf1	chr6	145992967	145992977	+	0.000	0.000	Merged-chr6-145993129-56
NR51793--MA0599.1.KLF5	chr6	87119558	87119567	+	0.000	0.000	Merged-chr6-87119636-27
NR41265--MA0741.1.KLF16	chr3	154683892	154683902	-	0.000	0.000	Merged-chr3-154683777-15
NR62648--MA1107.1.KLF9	chr9	50512132	50512144	-	0.000	0.000	Merged-chr9-50512107-7
NR66355--MA0599.1.KLF5	chrX	99135989	99135998	+	0.000	0.000	Merged-chrX-99136067-62
NR53153--MA0493.1.Klf1	chr6	134020923	134020933	-	0.000	0.000	Merged-chr6-134020995-11
NR52404--MA0599.1.KLF5	chr6	114790301	114790310	-	0.000	0.000	Merged-chr6-114790345-26
NR53820--MA0493.1.Klf1	chr6	144890400	144890410	+	0.000	0.000	Merged-chr6-144890317-11
NR36264--MA0599.1.KLF5	chr2	153528294	153528303	-	0.000	0.000	Merged-chr2-153528259-9
NR987--MA0599.1.KLF5	chr1	74295625	74295634	-	0.000	0.000	Merged-chr1-74295587-31
NR52106--MA0741.1.KLF16	chr6	99801019	99801029	+	0.000	0.000	Merged-chr6-99800956-8
NR34687--MA0741.1.KLF16	chr2	94263631	94263641	+	0.000	0.000	Merged-chr2-94263643-18
NR18109--MA1107.1.KLF9	chr13	117390194	117390206	-	0.000	0.000	Merged-chr13-117390259-3
NR13349--MA1107.1.KLF9	chr12	55357492	55357504	-	0.000	0.000	Merged-chr12-55357452-12
NR64068--MA0599.1.KLF5	chr9	94614417	94614426	+	0.000	0.000	Merged-chr9-94614552-1
NR53185--MA0599.1.KLF5	chr6	134450908	134450917	-	0.000	0.000	Merged-chr6-134450954-21
NR10779--MA0599.1.KLF5	chr11	90257464	90257473	+	0.000	0.000	Merged-chr11-90257307-51
NR55193--MA0741.1.KLF16	chr7	34630499	34630509	-	0.000	0.000	Merged-chr7-34630517-24
NR34047--MA0039.3.KLF4	chr2	66634846	66634856	-	0.000	0.000	Merged-chr2-66634909-17
NR47945--MA0742.1.Klf12	chr5	113165012	113165026	+	0.000	0.000	Merged-chr5-113165071-16
NR13922--MA1107.1.KLF9	chr12	85746478	85746490	-	0.000	0.000	Merged-chr12-85746223-36
NR30265--MA0039.3.KLF4	chr18	75210435	75210445	+	0.000	0.000	Merged-chr18-75210545-14
NR20356--MA1107.1.KLF9	chr14	118483101	118483113	+	0.000	0.000	Merged-chr14-118482949-23
NR4495--MA0599.1.KLF5	chr10	7212276	7212285	-	0.000	0.000	Merged-chr10-7212223-140
NR53019--MA0493.1.Klf1	chr6	129049286	129049296	-	0.000	0.000	Merged-chr6-129049251-27
NR27735--MA0493.1.Klf1	chr17	57052894	57052904	+	0.000	0.000	Merged-chr17-57053010-4
NR31243--MA0039.3.KLF4	chr19	16998097	16998107	-	0.000	0.000	Merged-chr19-16998164-33
NR30804--MA0740.1.KLF14	chr19	5098550	5098563	-	0.000	0.000	Merged-chr19-5098548-15
NR27994--MA1107.1.KLF9	chr17	70886786	70886798	-	0.000	0.000	Merged-chr17-70886838-34
NR41549--MA0741.1.KLF16	chr4	14930478	14930488	+	0.000	0.000	Merged-chr4-14930557-36
NR62371--MA0740.1.KLF14	chr9	40746881	40746894	+	0.000	0.000	Merged-chr9-40746987-16
NR11848--MA0741.1.KLF16	chr11	109347875	109347885	-	0.000	0.000	Merged-chr11-109347836-28
NR57652--MA0599.1.KLF5	chr7	129648010	129648019	-	0.000	0.000	Merged-chr7-129648020-1
NR39301--MA0599.1.KLF5	chr3	100998951	100998960	-	0.000	0.000	Merged-chr3-100998834-2
NR5540--MA0741.1.KLF16	chr10	63175387	63175397	+	0.000	0.000	Merged-chr10-63175316-22
NR39640--MA1107.1.KLF9	chr3	108284062	108284074	-	0.000	0.000	Merged-chr3-108284126-29
NR14412--MA0740.1.KLF14	chr12	104459610	104459623	-	0.000	0.000	Merged-chr12-104459701-1
NR61468--MA0740.1.KLF14	chr8	125727531	125727544	-	0.000	0.000	Merged-chr8-125727602-12
NR66525--MA0740.1.KLF14	chrX	113298146	113298159	-	0.000	0.000	Merged-chrX-113298172-75
NR46617--MA0599.1.KLF5	chr5	63943576	63943585	-	0.000	0.000	Merged-chr5-63943362-36
NR62424--MA0039.3.KLF4	chr9	42423877	42423887	+	0.000	0.000	Merged-chr9-42423784-11
NR34510--MA0741.1.KLF16	chr2	85223625	85223635	-	0.000	0.000	Merged-chr2-85223588-7
NR37657--MA0039.3.KLF4	chr2	181081016	181081026	-	0.000	0.000	Merged-chr2-181081085-14
NR5227--MA0599.1.KLF5	chr10	53461528	53461537	-	0.000	0.000	Merged-chr10-53461441-37
NR55999--MA0039.3.KLF4	chr7	74296316	74296326	+	0.000	0.000	Merged-chr7-74296401-18
NR17202--MA0741.1.KLF16	chr13	96465482	96465492	+	0.000	0.000	Merged-chr13-96465577-16
NR18906--MA1107.1.KLF9	chr14	47303427	47303439	-	0.000	0.000	Merged-chr14-47303530-4
NR62894--MA0039.3.KLF4	chr9	58140062	58140072	+	0.000	0.000	Merged-chr9-58140138-21
NR20016--MA1107.1.KLF9	chr14	100222486	100222498	-	0.000	0.000	Merged-chr14-100222353-13
NR64865--MA0599.1.KLF5	chr9	114613181	114613190	-	0.000	0.000	Merged-chr9-114613191-38
NR32235--MA1107.1.KLF9	chr19	56682118	56682130	+	0.000	0.000	Merged-chr19-56681979-1
NR54363--MA0039.3.KLF4	chr7	16001849	16001859	-	0.000	0.000	Merged-chr7-16001989-41
NR58948--MA0599.1.KLF5	chr8	33968620	33968629	+	0.000	0.000	Merged-chr8-33968508-27
NR204--MA0657.1.KLF13	chr1	21781120	21781137	+	0.000	0.000	Merged-chr1-21781098-42
NR20495--MA1107.1.KLF9	chr14	121107739	121107751	-	0.000	0.000	Merged-chr14-121107843-45
NR52837--MA0039.3.KLF4	chr6	125678723	125678733	-	0.000	0.000	Merged-chr6-125678786-19
NR11511--MA0740.1.KLF14	chr11	102467293	102467306	-	0.000	0.000	Merged-chr11-102467251-44
NR47949--MA0741.1.KLF16	chr5	113164990	113165000	+	0.000	0.000	Merged-chr5-113165071-16
NR8260--MA0740.1.KLF14	chr10	128933731	128933744	-	0.000	0.000	Merged-chr10-128933885-33
NR31373--MA0039.3.KLF4	chr19	24984210	24984220	-	0.000	0.000	Merged-chr19-24984187-40
NR4332--MA0741.1.KLF16	chr1	193146637	193146647	-	0.000	0.000	Merged-chr1-193146532-29
NR4998--MA0741.1.KLF16	chr10	40713392	40713402	+	0.000	0.000	Merged-chr10-40713251-44
NR50125--MA1107.1.KLF9	chr5	148266869	148266881	-	0.000	0.000	Merged-chr5-148266957-7
NR16137--MA0741.1.KLF16	chr13	51388103	51388113	-	0.000	0.000	Merged-chr13-51388076-1
NR23048--MA0039.3.KLF4	chr15	99276215	99276225	-	0.000	0.000	Merged-chr15-99276334-34
NR47232--MA0740.1.KLF14	chr5	92967505	92967518	+	0.000	0.000	Merged-chr5-92967427-8
NR40999--MA1107.1.KLF9	chr3	149269791	149269803	+	0.000	0.000	Merged-chr3-149269581-5
NR11426--MA0599.1.KLF5	chr11	101618195	101618204	+	0.000	0.000	Merged-chr11-101618107-1
NR17629--MA0741.1.KLF16	chr13	105294051	105294061	+	0.000	0.000	Merged-chr13-105294247-42
NR21370--MA1107.1.KLF9	chr15	59618490	59618502	-	0.000	0.000	Merged-chr15-59618561-44
NR58608--MA0599.1.KLF5	chr8	13494537	13494546	-	0.000	0.000	Merged-chr8-13494435-15
NR22365--MA0741.1.KLF16	chr15	84663177	84663187	-	0.000	0.000	Merged-chr15-84663201-26
NR47510--MA0599.1.KLF5	chr5	103459228	103459237	+	0.000	0.000	Merged-chr5-103459309-20
NR22333--MA0740.1.KLF14	chr15	84372961	84372974	-	0.000	0.000	Merged-chr15-84372915-18
NR13045--MA1107.1.KLF9	chr12	30557512	30557524	+	0.000	0.000	Merged-chr12-30557589-12
NR12997--MA0740.1.KLF14	chr12	24831976	24831989	-	0.000	0.000	Merged-chr12-24832116-2
NR48107--MA0493.1.Klf1	chr5	114801280	114801290	+	0.000	0.000	Merged-chr5-114801255-6
NR41982--MA0493.1.Klf1	chr4	43171522	43171532	-	0.000	0.000	Merged-chr4-43171535-31
NR64867--MA0657.1.KLF13	chr9	114613216	114613233	-	0.000	0.000	Merged-chr9-114613191-38
NR28856--MA1107.1.KLF9	chr18	5941460	5941472	+	0.000	0.000	Merged-chr18-5941516-3
NR440--MA1107.1.KLF9	chr1	39197012	39197024	+	0.000	0.000	Merged-chr1-39196974-45
NR1575--MA0599.1.KLF5	chr1	105443764	105443773	+	0.000	0.000	Merged-chr1-105443622-43
NR57660--MA1107.1.KLF9	chr7	129648008	129648020	-	0.000	0.000	Merged-chr7-129648020-1
NR41808--MA0742.1.Klf12	chr4	41295618	41295632	+	0.000	0.000	Merged-chr4-41295781-15
NR37811--MA0599.1.KLF5	chr3	18054896	18054905	+	0.000	0.000	Merged-chr3-18054823-5
NR7093--MA0742.1.Klf12	chr10	105322133	105322147	-	0.000	0.000	Merged-chr10-105322037-2
NR14224--MA0039.3.KLF4	chr12	100277000	100277010	-	0.000	0.000	Merged-chr12-100277058-24
NR53735--MA1107.1.KLF9	chr6	144329566	144329578	+	0.000	0.000	Merged-chr6-144329601-7
NR11444--MA0599.1.KLF5	chr11	102026951	102026960	+	0.000	0.000	Merged-chr11-102026901-4
NR62416--MA0740.1.KLF14	chr9	42423816	42423829	+	0.000	0.000	Merged-chr9-42423784-11
NR15490--MA0599.1.KLF5	chr13	18948332	18948341	+	0.000	0.000	Merged-chr13-18948396-31
NR66536--MA0741.1.KLF16	chrX	113298191	113298201	-	0.000	0.000	Merged-chrX-113298172-75
NR47137--MA0039.3.KLF4	chr5	88988906	88988916	-	0.000	0.000	Merged-chr5-88989096-7
NR47823--MA0493.1.Klf1	chr5	111531899	111531909	+	0.000	0.000	Merged-chr5-111531814-27
NR21236--MA1107.1.KLF9	chr15	53311258	53311270	+	0.000	0.000	Merged-chr15-53311126-22
NR45415--MA0493.1.Klf1	chr4	154246634	154246644	-	0.000	0.000	Merged-chr4-154246608-23
NR15230--MA0741.1.KLF16	chr12	118213901	118213911	-	0.000	0.000	Merged-chr12-118213971-4
NR59892--MA0741.1.KLF16	chr8	76902220	76902230	+	0.000	0.000	Merged-chr8-76902143-41
NR49685--MA0741.1.KLF16	chr5	141081191	141081201	-	0.000	0.000	Merged-chr5-141081137-7
NR60609--MA0599.1.KLF5	chr8	109542458	109542467	+	0.000	0.000	Merged-chr8-109542342-2
NR51710--MA0742.1.Klf12	chr6	84473456	84473470	-	0.000	0.000	Merged-chr6-84473454-1
NR5361--MA0493.1.Klf1	chr10	60225389	60225399	-	0.000	0.000	Merged-chr10-60225461-7
NR17624--MA1107.1.KLF9	chr13	105156534	105156546	-	0.000	0.000	Merged-chr13-105156682-2
NR1902--MA0599.1.KLF5	chr1	128712883	128712892	-	0.000	0.000	Merged-chr1-128713010-21
NR10540--MA0741.1.KLF16	chr11	85407805	85407815	+	0.000	0.000	Merged-chr11-85407928-27
NR53913--MA0742.1.Klf12	chr6	145992967	145992981	+	0.000	0.000	Merged-chr6-145993129-56
NR18602--MA1107.1.KLF9	chr14	27174412	27174424	-	0.000	0.000	Merged-chr14-27174454-2
NR34690--MA0740.1.KLF14	chr2	94273385	94273398	-	0.000	0.000	Merged-chr2-94273480-55
NR26603--MA0742.1.Klf12	chr17	29155933	29155947	-	0.000	0.000	Merged-chr17-29155963-15
NR58644--MA0599.1.KLF5	chr8	13974844	13974853	+	0.000	0.000	Merged-chr8-13974729-61
NR15134--MA0741.1.KLF16	chr12	117173293	117173303	+	0.000	0.000	Merged-chr12-117173433-4
NR15337--MA1107.1.KLF9	chr13	3642177	3642189	+	0.000	0.000	Merged-chr13-3642271-16
NR31608--MA0599.1.KLF5	chr19	37175144	37175153	-	0.000	0.000	Merged-chr19-37175347-2
NR18924--MA0039.3.KLF4	chr14	47740788	47740798	+	0.000	0.000	Merged-chr14-47740703-52
NR41552--MA1107.1.KLF9	chr4	14930487	14930499	+	0.000	0.000	Merged-chr4-14930557-36
NR13193--MA1107.1.KLF9	chr12	40536189	40536201	+	0.000	0.000	Merged-chr12-40536190-67
NR33922--MA0599.1.KLF5	chr2	60375320	60375329	-	0.000	0.000	Merged-chr2-60375404-17
NR47361--MA0742.1.Klf12	chr5	99495558	99495572	+	0.000	0.000	Merged-chr5-99495568-41
NR1901--MA1107.1.KLF9	chr1	128618085	128618097	+	0.000	0.000	Merged-chr1-128617938-22
NR28745--MA0493.1.Klf1	chr17	88316543	88316553	-	0.000	0.000	Merged-chr17-88316434-22
NR23565--MA0741.1.KLF16	chr16	4469939	4469949	+	0.000	0.000	Merged-chr16-4469915-27
NR106--MA0599.1.KLF5	chr1	14740102	14740111	-	0.000	0.000	Merged-chr1-14740213-10
NR24071--MA0039.3.KLF4	chr16	24468000	24468010	-	0.000	0.000	Merged-chr16-24467843-15
NR13260--MA0740.1.KLF14	chr12	52383031	52383044	+	0.000	0.000	Merged-chr12-52383146-23
NR15589--MA0599.1.KLF5	chr13	24467828	24467837	+	0.000	0.000	Merged-chr13-24467982-34
NR64301--MA0493.1.Klf1	chr9	102852592	102852602	-	0.000	0.000	Merged-chr9-102852625-20
NR42946--MA0039.3.KLF4	chr4	107989142	107989152	-	0.000	0.000	Merged-chr4-107989218-22
NR66658--MA0741.1.KLF16	chrX	137050366	137050376	+	0.000	0.000	Merged-chrX-137050270-1
NR51238--MA0741.1.KLF16	chr6	54495160	54495170	+	0.000	0.000	Merged-chr6-54495059-17
NR50139--MA1107.1.KLF9	chr5	148266897	148266909	-	0.000	0.000	Merged-chr5-148266957-7
NR5025--MA1107.1.KLF9	chr10	41620110	41620122	-	0.000	0.000	Merged-chr10-41620205-22
NR19378--MA0741.1.KLF16	chr14	62878863	62878873	+	0.000	0.000	Merged-chr14-62878901-5
NR23998--MA1107.1.KLF9	chr16	21245996	21246008	+	0.000	0.000	Merged-chr16-21246157-22
NR45119--MA0741.1.KLF16	chr4	149912680	149912690	+	0.000	0.000	Merged-chr4-149912693-20
NR21115--MA0039.3.KLF4	chr15	38120405	38120415	-	0.000	0.000	Merged-chr15-38120488-27
NR48349--MA0740.1.KLF14	chr5	118661941	118661954	+	0.000	0.000	Merged-chr5-118661904-17
NR29727--MA1107.1.KLF9	chr18	60625567	60625579	-	0.000	0.000	Merged-chr18-60625535-13
NR47524--MA0599.1.KLF5	chr5	103579947	103579956	-	0.000	0.000	Merged-chr5-103579979-7
NR60766--MA0599.1.KLF5	chr8	114342649	114342658	-	0.000	0.000	Merged-chr8-114342588-5
NR40363--MA0741.1.KLF16	chr3	132928122	132928132	-	0.000	0.000	Merged-chr3-132927951-20
NR66051--MA0493.1.Klf1	chrX	56346460	56346470	-	0.000	0.000	Merged-chrX-56346415-28
NR6223--MA0493.1.Klf1	chr10	80662383	80662393	+	0.000	0.000	Merged-chr10-80662335-4
NR11685--MA1107.1.KLF9	chr11	106020477	106020489	+	0.000	0.000	Merged-chr11-106020424-21
NR51347--MA0741.1.KLF16	chr6	61271207	61271217	+	0.000	0.000	Merged-chr6-61271177-5
NR14750--MA0741.1.KLF16	chr12	110381480	110381490	+	0.000	0.000	Merged-chr12-110381552-59
NR52207--MA1107.1.KLF9	chr6	106981293	106981305	-	0.000	0.000	Merged-chr6-106981432-3
NR22530--MA0740.1.KLF14	chr15	89498912	89498925	+	0.000	0.000	Merged-chr15-89498857-24
NR8090--MA0740.1.KLF14	chr10	127607314	127607327	-	0.000	0.000	Merged-chr10-127607308-16
NR20094--MA0599.1.KLF5	chr14	102811709	102811718	-	0.000	0.000	Merged-chr14-102811644-20
NR66378--MA0493.1.Klf1	chrX	100777162	100777172	+	0.000	0.000	Merged-chrX-100777014-69
NR34569--MA0599.1.KLF5	chr2	91457866	91457875	+	0.000	0.000	Merged-chr2-91457918-7
NR46643--MA0039.3.KLF4	chr5	64455581	64455591	+	0.000	0.000	Merged-chr5-64455679-15
NR46653--MA0493.1.Klf1	chr5	64580279	64580289	-	0.000	0.000	Merged-chr5-64580190-8
NR39105--MA0599.1.KLF5	chr3	96040728	96040737	+	0.000	0.000	Merged-chr3-96040740-50
NR5925--MA1107.1.KLF9	chr10	78115184	78115196	-	0.000	0.000	Merged-chr10-78115092-14
NR21143--MA0493.1.Klf1	chr15	38710158	38710168	-	0.000	0.000	Merged-chr15-38710125-56
NR55128--MA0493.1.Klf1	chr7	30717489	30717499	+	0.000	0.000	Merged-chr7-30717543-30
NR32622--MA0599.1.KLF5	chr2	10581282	10581291	+	0.000	0.000	Merged-chr2-10581253-23
NR16104--MA0742.1.Klf12	chr13	49251347	49251361	-	0.000	0.000	Merged-chr13-49251247-4
NR56106--MA0493.1.Klf1	chr7	79759957	79759967	+	0.000	0.000	Merged-chr7-79759916-34
NR9742--MA0741.1.KLF16	chr11	64086122	64086132	+	0.000	0.000	Merged-chr11-64086070-15
NR3737--MA0493.1.Klf1	chr1	181352593	181352603	-	0.000	0.000	Merged-chr1-181352639-14
