#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-log2fc-1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-log2fc-1_dn.bed
NR56137--MA0599.1.KLF5	chr7	30353581	30353590	-	0.000	0.000	Merged-chr7-30353555-8
NR53691--MA0599.1.KLF5	chr6	116682496	116682505	-	0.000	0.000	Merged-chr6-116682504-22
NR8881--MA0741.1.KLF16	chr11	4390658	4390668	-	0.000	0.000	Merged-chr11-4390804-16
NR23680--MA0493.1.Klf1	chr16	11526651	11526661	-	0.000	0.000	Merged-chr16-11526520-43
NR52261--MA0599.1.KLF5	chr6	53778928	53778937	-	0.000	0.000	Merged-chr6-53778855-8
NR13838--MA0493.1.Klf1	chr12	69853616	69853626	+	0.000	0.000	Merged-chr12-69853558-20
NR23208--MA0741.1.KLF16	chr15	99223646	99223656	-	0.000	0.000	Merged-chr15-99223705-10
NR4624--MA1107.1.KLF9	chr1	193146636	193146648	-	0.000	0.000	Merged-chr1-193146532-29
NR16150--MA0599.1.KLF5	chr13	41773944	41773953	-	0.000	0.000	Merged-chr13-41774048-23
NR35599--MA0741.1.KLF16	chr2	106194367	106194377	+	0.000	0.000	Merged-chr2-106194531-13
NR31844--MA0741.1.KLF16	chr19	31198631	31198641	+	0.000	0.000	Merged-chr19-31198738-18
NR54320--MA0599.1.KLF5	chr6	134425245	134425254	+	0.000	0.000	Merged-chr6-134425334-10
NR15256--MA0742.1.Klf12	chr12	112629097	112629111	-	0.000	0.000	Merged-chr12-112629266-49
NR2690--MA0039.3.KLF4	chr1	151125222	151125232	+	0.000	0.000	Merged-chr1-151125310-30
NR63143--MA1107.1.KLF9	chr8	126699188	126699200	-	0.000	0.000	Merged-chr8-126699390-72
NR18670--MA0599.1.KLF5	chr14	19042616	19042625	-	0.000	0.000	Merged-chr14-19042517-33
NR63810--MA1107.1.KLF9	chr9	37236222	37236234	-	0.000	0.000	Merged-chr9-37236124-32
NR5925--MA0742.1.Klf12	chr10	67698005	67698019	+	0.000	0.000	Merged-chr10-67697981-39
NR61542--MA0599.1.KLF5	chr8	84686727	84686736	-	0.000	0.000	Merged-chr8-84686915-1
NR45044--MA0599.1.KLF5	chr4	131696252	131696261	+	0.000	0.000	Merged-chr4-131696229-22
NR53696--MA0599.1.KLF5	chr6	116682513	116682522	-	0.000	0.000	Merged-chr6-116682504-22
NR13439--MA0740.1.KLF14	chr12	33220653	33220666	+	0.000	0.000	Merged-chr12-33220672-27
NR13896--MA0740.1.KLF14	chr12	71577479	71577492	-	0.000	0.000	Merged-chr12-71577475-38
NR51931--MA0039.3.KLF4	chr6	41177286	41177296	+	0.000	0.000	Merged-chr6-41177322-23
NR37851--MA0493.1.Klf1	chr2	168741429	168741439	+	0.000	0.000	Merged-chr2-168741453-11
NR41109--MA1107.1.KLF9	chr3	132791414	132791426	+	0.000	0.000	Merged-chr3-132791387-40
NR22314--MA0741.1.KLF16	chr15	79281444	79281454	+	0.000	0.000	Merged-chr15-79281486-15
NR43727--MA0039.3.KLF4	chr4	88912396	88912406	-	0.000	0.000	Merged-chr4-88912378-27
NR52256--MA1107.1.KLF9	chr6	53455548	53455560	+	0.000	0.000	Merged-chr6-53455637-20
NR63815--MA1107.1.KLF9	chr9	37236232	37236244	-	0.000	0.000	Merged-chr9-37236124-32
NR13421--MA0039.3.KLF4	chr12	32999956	32999966	-	0.000	0.000	Merged-chr12-32999849-21
NR56710--MA0493.1.Klf1	chr7	48137406	48137416	+	0.000	0.000	Merged-chr7-48137318-1
NR67068--MA0741.1.KLF16	chrX	12062746	12062756	+	0.000	0.000	Merged-chrX-12062732-18
NR49269--MA0493.1.Klf1	chr5	113164890	113164900	+	0.000	0.000	Merged-chr5-113165071-16
NR32751--MA0493.1.Klf1	chr19	57882082	57882092	+	0.000	0.000	Merged-chr19-57882261-17
NR41010--MA0039.3.KLF4	chr3	130894553	130894563	-	0.000	0.000	Merged-chr3-130894407-22
NR17030--MA0599.1.KLF5	chr13	73685715	73685724	+	0.000	0.000	Merged-chr13-73685774-26
NR21093--MA1107.1.KLF9	chr15	8589751	8589763	+	0.000	0.000	Merged-chr15-8589819-27
NR41485--MA1107.1.KLF9	chr3	143379403	143379415	+	0.000	0.000	Merged-chr3-143379316-24
NR46170--MA0599.1.KLF5	chr4	149282622	149282631	+	0.000	0.000	Merged-chr4-149282639-35
NR5634--MA1107.1.KLF9	chr10	58480172	58480184	-	0.000	0.000	Merged-chr10-58480234-23
NR34730--MA0599.1.KLF5	chr2	72406892	72406901	+	0.000	0.000	Merged-chr2-72406907-14
NR62873--MA1107.1.KLF9	chr8	122769454	122769466	-	0.000	0.000	Merged-chr8-122769435-21
NR47920--MA0741.1.KLF16	chr5	67450383	67450393	+	0.000	0.000	Merged-chr5-67450291-36
NR7721--MA0599.1.KLF5	chr10	111102954	111102963	+	0.000	0.000	Merged-chr10-111102896-60
NR67069--MA1107.1.KLF9	chrX	12062741	12062753	+	0.000	0.000	Merged-chrX-12062732-18
NR31558--MA1107.1.KLF9	chr19	16373319	16373331	+	0.000	0.000	Merged-chr19-16373273-16
NR53015--MA1107.1.KLF9	chr6	88893777	88893789	-	0.000	0.000	Merged-chr6-88893669-6
NR35143--MA1107.1.KLF9	chr2	90752628	90752640	-	0.000	0.000	Merged-chr2-90752646-2
NR15633--MA1107.1.KLF9	chr13	9107262	9107274	+	0.000	0.000	Merged-chr13-9107382-45
NR7711--MA1107.1.KLF9	chr10	110952124	110952136	+	0.000	0.000	Merged-chr10-110952029-21
NR45950--MA0740.1.KLF14	chr4	145200611	145200624	+	0.000	0.000	Merged-chr4-145200481-37
NR18672--MA0741.1.KLF16	chr14	19042615	19042625	-	0.000	0.000	Merged-chr14-19042517-33
NR63735--MA1107.1.KLF9	chr9	32672293	32672305	-	0.000	0.000	Merged-chr9-32672440-49
NR17466--MA0740.1.KLF14	chr13	95765150	95765163	-	0.000	0.000	Merged-chr13-95765232-46
NR961--MA0493.1.Klf1	chr1	69499066	69499076	-	0.000	0.000	Merged-chr1-69499196-51
NR21175--MA0741.1.KLF16	chr15	12397276	12397286	-	0.000	0.000	Merged-chr15-12397193-17
NR38507--MA1107.1.KLF9	chr3	18054895	18054907	+	0.000	0.000	Merged-chr3-18054823-5
NR43587--MA0741.1.KLF16	chr4	84040033	84040043	-	0.000	0.000	Merged-chr4-84040175-1
NR52601--MA0039.3.KLF4	chr6	72390996	72391006	+	0.000	0.000	Merged-chr6-72391108-3
NR66204--MA0493.1.Klf1	chr9	112175471	112175481	-	0.000	0.000	Merged-chr9-112175419-1
NR31557--MA0741.1.KLF16	chr19	16373320	16373330	+	0.000	0.000	Merged-chr19-16373273-16
NR23982--MA0599.1.KLF5	chr16	21310909	21310918	+	0.000	0.000	Merged-chr16-21310892-31
NR27064--MA0039.3.KLF4	chr17	34299545	34299555	+	0.000	0.000	Merged-chr17-34299510-15
NR52605--MA0741.1.KLF16	chr6	72391042	72391052	-	0.000	0.000	Merged-chr6-72391108-3
NR28924--MA0039.3.KLF4	chr17	88668543	88668553	+	0.000	0.000	Merged-chr17-88668603-31
NR61540--MA0740.1.KLF14	chr8	84686724	84686737	-	0.000	0.000	Merged-chr8-84686915-1
NR21202--MA0493.1.Klf1	chr15	25216703	25216713	+	0.000	0.000	Merged-chr15-25216736-38
NR17281--MA0493.1.Klf1	chr13	89521652	89521662	+	0.000	0.000	Merged-chr13-89521757-30
NR19457--MA0599.1.KLF5	chr14	55062886	55062895	+	0.000	0.000	Merged-chr14-55062835-18
NR11423--MA0599.1.KLF5	chr11	94160912	94160921	-	0.000	0.000	Merged-chr11-94160657-19
NR14463--MA1107.1.KLF9	chr12	91803167	91803179	-	0.000	0.000	Merged-chr12-91803305-23
NR29268--MA0599.1.KLF5	chr18	25591064	25591073	+	0.000	0.000	Merged-chr18-25591016-9
NR33184--MA0741.1.KLF16	chr2	17855801	17855811	-	0.000	0.000	Merged-chr2-17855738-13
NR36811--MA1107.1.KLF9	chr2	148021929	148021941	+	0.000	0.000	Merged-chr2-148022020-1
NR54128--MA1107.1.KLF9	chr6	128334911	128334923	-	0.000	0.000	Merged-chr6-128334675-39
NR30935--MA0493.1.Klf1	chr18	83993540	83993550	-	0.000	0.000	Merged-chr18-83993380-25
NR13173--MA0599.1.KLF5	chr12	14152277	14152286	-	0.000	0.000	Merged-chr12-14152213-14
NR41481--MA0742.1.Klf12	chr3	143379403	143379417	+	0.000	0.000	Merged-chr3-143379316-24
NR27634--MA0493.1.Klf1	chr17	48002050	48002060	-	0.000	0.000	Merged-chr17-48002103-40
NR38437--MA0599.1.KLF5	chr3	9500017	9500026	-	0.000	0.000	Merged-chr3-9499976-58
NR62319--MA1107.1.KLF9	chr8	110929496	110929508	-	0.000	0.000	Merged-chr8-110929357-31
NR5924--MA0740.1.KLF14	chr10	67698005	67698018	+	0.000	0.000	Merged-chr10-67697981-39
NR59395--MA0599.1.KLF5	chr7	136164719	136164728	+	0.000	0.000	Merged-chr7-136164647-23
NR2746--MA1107.1.KLF9	chr1	152817509	152817521	-	0.000	0.000	Merged-chr1-152817500-27
NR17467--MA0657.1.KLF13	chr13	95765147	95765164	-	0.000	0.000	Merged-chr13-95765232-46
NR21270--MA0599.1.KLF5	chr15	25948966	25948975	-	0.000	0.000	Merged-chr15-25949127-12
NR54245--MA0741.1.KLF16	chr6	131360885	131360895	-	0.000	0.000	Merged-chr6-131360914-18
NR5666--MA0039.3.KLF4	chr10	59921133	59921143	-	0.000	0.000	Merged-chr10-59921087-38
NR57188--MA0493.1.Klf1	chr7	79592219	79592229	+	0.000	0.000	Merged-chr7-79592418-20
NR41634--MA1107.1.KLF9	chr3	146045211	146045223	-	0.000	0.000	Merged-chr3-146045142-29
NR37589--MA0599.1.KLF5	chr2	165983256	165983265	-	0.000	0.000	Merged-chr2-165983267-1
NR48658--MA0742.1.Klf12	chr5	97090257	97090271	-	0.000	0.000	Merged-chr5-97090318-20
NR7623--MA0493.1.Klf1	chr10	107946756	107946766	+	0.000	0.000	Merged-chr10-107946593-22
NR34860--MA0741.1.KLF16	chr2	75114515	75114525	-	0.000	0.000	Merged-chr2-75114355-21
NR33686--MA0741.1.KLF16	chr2	30469938	30469948	+	0.000	0.000	Merged-chr2-30470096-26
NR37849--MA0742.1.Klf12	chr2	168741429	168741443	+	0.000	0.000	Merged-chr2-168741453-11
NR13169--MA0599.1.KLF5	chr12	14152195	14152204	+	0.000	0.000	Merged-chr12-14152213-14
NR27562--MA1107.1.KLF9	chr17	47176627	47176639	-	0.000	0.000	Merged-chr17-47176575-11
NR62016--MA0599.1.KLF5	chr8	104039727	104039736	-	0.000	0.000	Merged-chr8-104039758-41
NR24557--MA0741.1.KLF16	chr16	49959187	49959197	+	0.000	0.000	Merged-chr16-49959222-29
NR29743--MA0599.1.KLF5	chr18	53801710	53801719	-	0.000	0.000	Merged-chr18-53801567-20
NR14044--MA0599.1.KLF5	chr12	76822539	76822548	-	0.000	0.000	Merged-chr12-76822446-31
NR46664--MA0599.1.KLF5	chr5	4912179	4912188	-	0.000	0.000	Merged-chr5-4912133-29
NR61056--MA0599.1.KLF5	chr8	70619111	70619120	+	0.000	0.000	Merged-chr8-70619084-21
NR11427--MA1107.1.KLF9	chr11	94160908	94160920	-	0.000	0.000	Merged-chr11-94160657-19
NR14045--MA0741.1.KLF16	chr12	76822538	76822548	-	0.000	0.000	Merged-chr12-76822446-31
NR58761--MA1107.1.KLF9	chr7	125034709	125034721	-	0.000	0.000	Merged-chr7-125034795-1
NR58946--MA0740.1.KLF14	chr7	127177187	127177200	-	0.000	0.000	Merged-chr7-127177205-14
NR21172--MA0599.1.KLF5	chr15	12397272	12397281	-	0.000	0.000	Merged-chr15-12397193-17
NR61074--MA0599.1.KLF5	chr8	70766718	70766727	+	0.000	0.000	Merged-chr8-70766803-2
NR1913--MA0599.1.KLF5	chr1	119637145	119637154	-	0.000	0.000	Merged-chr1-119636990-21
NR56274--MA0742.1.Klf12	chr7	35056701	35056715	-	0.000	0.000	Merged-chr7-35056859-1
NR43726--MA0599.1.KLF5	chr4	88912398	88912407	-	0.000	0.000	Merged-chr4-88912378-27
NR12423--MA1107.1.KLF9	chr11	113537025	113537037	-	0.000	0.000	Merged-chr11-113536889-33
NR50808--MA1107.1.KLF9	chr5	140944720	140944732	-	0.000	0.000	Merged-chr5-140944857-24
NR5376--MA1107.1.KLF9	chr10	40688558	40688570	+	0.000	0.000	Merged-chr10-40688620-20
NR59624--MA0599.1.KLF5	chr7	141361785	141361794	-	0.000	0.000	Merged-chr7-141361701-19
NR57010--MA0599.1.KLF5	chr7	67353864	67353873	+	0.000	0.000	Merged-chr7-67353683-35
NR43913--MA0742.1.Klf12	chr4	102521070	102521084	-	0.000	0.000	Merged-chr4-102521123-26
NR39337--MA0741.1.KLF16	chr3	79451643	79451653	-	0.000	0.000	Merged-chr3-79451498-29
NR45042--MA0741.1.KLF16	chr4	131696144	131696154	-	0.000	0.000	Merged-chr4-131696229-22
NR18287--MA0493.1.Klf1	chr13	113466900	113466910	+	0.000	0.000	Merged-chr13-113466791-29
NR56278--MA0741.1.KLF16	chr7	35056704	35056714	-	0.000	0.000	Merged-chr7-35056859-1
NR60813--MA0740.1.KLF14	chr8	61606943	61606956	+	0.000	0.000	Merged-chr8-61607091-30
NR64316--MA1107.1.KLF9	chr9	58112343	58112355	-	0.000	0.000	Merged-chr9-58112486-25
NR67021--MA0740.1.KLF14	chrX	8892337	8892350	+	0.000	0.000	Merged-chrX-8892389-3
NR43734--MA1107.1.KLF9	chr4	89276453	89276465	-	0.000	0.000	Merged-chr4-89276524-9
NR35467--MA0741.1.KLF16	chr2	103668280	103668290	-	0.000	0.000	Merged-chr2-103668249-32
NR51235--MA0039.3.KLF4	chr5	149427522	149427532	-	0.000	0.000	Merged-chr5-149427432-30
NR5955--MA0599.1.KLF5	chr10	68137567	68137576	-	0.000	0.000	Merged-chr10-68137569-23
NR60674--MA0599.1.KLF5	chr8	54077297	54077306	+	0.000	0.000	Merged-chr8-54077425-74
NR61055--MA0742.1.Klf12	chr8	70619130	70619144	+	0.000	0.000	Merged-chr8-70619084-21
NR59175--MA0039.3.KLF4	chr7	130893296	130893306	+	0.000	0.000	Merged-chr7-130893114-41
NR2646--MA0741.1.KLF16	chr1	149127591	149127601	+	0.000	0.000	Merged-chr1-149127777-1
NR67184--MA0599.1.KLF5	chrX	20798977	20798986	-	0.000	0.000	Merged-chrX-20799052-1
NR60453--MA0742.1.Klf12	chr8	34689136	34689150	-	0.000	0.000	Merged-chr8-34689039-1
NR28452--MA0657.1.KLF13	chr17	80418990	80419007	+	0.000	0.000	Merged-chr17-80418993-27
NR48643--MA0599.1.KLF5	chr5	96219746	96219755	+	0.000	0.000	Merged-chr5-96219655-31
NR24496--MA0741.1.KLF16	chr16	45347019	45347029	-	0.000	0.000	Merged-chr16-45346908-42
NR60879--MA1107.1.KLF9	chr8	67860354	67860366	+	0.000	0.000	Merged-chr8-67860375-11
NR7317--MA0740.1.KLF14	chr10	94087504	94087517	+	0.000	0.000	Merged-chr10-94087553-20
NR38443--MA0741.1.KLF16	chr3	9609645	9609655	-	0.000	0.000	Merged-chr3-9609543-49
NR6029--MA0599.1.KLF5	chr10	69571692	69571701	-	0.000	0.000	Merged-chr10-69571391-44
NR61969--MA1107.1.KLF9	chr8	95833255	95833267	+	0.000	0.000	Merged-chr8-95833320-2
NR45951--MA0599.1.KLF5	chr4	145200615	145200624	+	0.000	0.000	Merged-chr4-145200481-37
NR25765--MA0599.1.KLF5	chr17	6477182	6477191	-	0.000	0.000	Merged-chr17-6476977-103
NR65103--MA0599.1.KLF5	chr9	78845410	78845419	-	0.000	0.000	Merged-chr9-78845462-22
NR54925--MA0740.1.KLF14	chr6	145469419	145469432	-	0.000	0.000	Merged-chr6-145469437-17
NR26169--MA1107.1.KLF9	chr17	15380634	15380646	-	0.000	0.000	Merged-chr17-15380760-25
NR5054--MA0039.3.KLF4	chr10	18861074	18861084	-	0.000	0.000	Merged-chr10-18861034-28
NR33083--MA0599.1.KLF5	chr2	11288476	11288485	+	0.000	0.000	Merged-chr2-11288546-34
NR23677--MA0742.1.Klf12	chr16	11526647	11526661	-	0.000	0.000	Merged-chr16-11526520-43
NR40469--MA0039.3.KLF4	chr3	109782589	109782599	-	0.000	0.000	Merged-chr3-109782603-31
NR52253--MA0742.1.Klf12	chr6	53455548	53455562	+	0.000	0.000	Merged-chr6-53455637-20
NR12473--MA1107.1.KLF9	chr11	113866004	113866016	+	0.000	0.000	Merged-chr11-113865875-24
NR21839--MA1107.1.KLF9	chr15	66313804	66313816	+	0.000	0.000	Merged-chr15-66313802-12
NR41801--MA1107.1.KLF9	chr3	149158090	149158102	+	0.000	0.000	Merged-chr3-149158064-1
NR60675--MA0741.1.KLF16	chr8	54077297	54077307	+	0.000	0.000	Merged-chr8-54077425-74
NR41108--MA0493.1.Klf1	chr3	132791414	132791424	+	0.000	0.000	Merged-chr3-132791387-40
NR11320--MA0741.1.KLF16	chr11	88595769	88595779	+	0.000	0.000	Merged-chr11-88595910-28
NR24013--MA0599.1.KLF5	chr16	22657092	22657101	-	0.000	0.000	Merged-chr16-22657033-32
NR11581--MA0742.1.Klf12	chr11	97018705	97018719	-	0.000	0.000	Merged-chr11-97018776-25
NR52255--MA0493.1.Klf1	chr6	53455548	53455558	+	0.000	0.000	Merged-chr6-53455637-20
NR61764--MA0493.1.Klf1	chr8	88604238	88604248	-	0.000	0.000	Merged-chr8-88604204-17
NR68368--MA0493.1.Klf1	chrY	90799070	90799080	-	0.000	0.000	Merged-chrY-90799205-23
NR28920--MA0657.1.KLF13	chr17	88668540	88668557	+	0.000	0.000	Merged-chr17-88668603-31
NR57190--MA0599.1.KLF5	chr7	79592244	79592253	+	0.000	0.000	Merged-chr7-79592418-20
NR13903--MA0741.1.KLF16	chr12	71577481	71577491	-	0.000	0.000	Merged-chr12-71577475-38
NR42588--MA0599.1.KLF5	chr4	35100023	35100032	+	0.000	0.000	Merged-chr4-35100048-17
NR37848--MA0740.1.KLF14	chr2	168741429	168741442	+	0.000	0.000	Merged-chr2-168741453-11
NR38640--MA0741.1.KLF16	chr3	28236855	28236865	+	0.000	0.000	Merged-chr3-28236857-20
NR12282--MA0599.1.KLF5	chr11	109347876	109347885	-	0.000	0.000	Merged-chr11-109347836-28
NR24868--MA0741.1.KLF16	chr16	72663658	72663668	-	0.000	0.000	Merged-chr16-72663616-18
NR5665--MA0599.1.KLF5	chr10	59921135	59921144	-	0.000	0.000	Merged-chr10-59921087-38
NR7751--MA0741.1.KLF16	chr10	111583866	111583876	+	0.000	0.000	Merged-chr10-111584025-27
NR4502--MA0741.1.KLF16	chr1	191486771	191486781	-	0.000	0.000	Merged-chr1-191486758-12
NR67101--MA0740.1.KLF14	chrX	12160144	12160157	+	0.000	0.000	Merged-chrX-12160238-21
NR57937--MA1107.1.KLF9	chr7	102347590	102347602	+	0.000	0.000	Merged-chr7-102347477-20
NR28256--MA0493.1.Klf1	chr17	73246954	73246964	-	0.000	0.000	Merged-chr17-73247076-30
NR9197--MA0657.1.KLF13	chr11	23124647	23124664	-	0.000	0.000	Merged-chr11-23124595-33
NR32422--MA0039.3.KLF4	chr19	46983952	46983962	+	0.000	0.000	Merged-chr19-46983880-15
NR45929--MA0741.1.KLF16	chr4	143190799	143190809	+	0.000	0.000	Merged-chr4-143190909-19
NR34732--MA1107.1.KLF9	chr2	72406891	72406903	+	0.000	0.000	Merged-chr2-72406907-14
NR30283--MA1107.1.KLF9	chr18	68195223	68195235	-	0.000	0.000	Merged-chr18-68195286-23
NR25003--MA0740.1.KLF14	chr16	76310892	76310905	-	0.000	0.000	Merged-chr16-76310830-49
NR38414--MA0741.1.KLF16	chr3	8717393	8717403	+	0.000	0.000	Merged-chr3-8717539-26
NR62321--MA1107.1.KLF9	chr8	110929500	110929512	-	0.000	0.000	Merged-chr8-110929357-31
NR29757--MA0740.1.KLF14	chr18	54822920	54822933	+	0.000	0.000	Merged-chr18-54822886-30
NR30281--MA0741.1.KLF16	chr18	68195222	68195232	-	0.000	0.000	Merged-chr18-68195286-23
NR21204--MA1107.1.KLF9	chr15	25216701	25216713	+	0.000	0.000	Merged-chr15-25216736-38
NR17283--MA1107.1.KLF9	chr13	89521652	89521664	+	0.000	0.000	Merged-chr13-89521757-30
NR62868--MA0493.1.Klf1	chr8	122769458	122769468	-	0.000	0.000	Merged-chr8-122769435-21
NR42377--MA1107.1.KLF9	chr4	10875650	10875662	+	0.000	0.000	Merged-chr4-10875548-10
NR17180--MA1107.1.KLF9	chr13	83715320	83715332	+	0.000	0.000	Merged-chr13-83715230-50
NR47413--MA0741.1.KLF16	chr5	35713739	35713749	-	0.000	0.000	Merged-chr5-35713868-16
NR34859--MA0599.1.KLF5	chr2	75114516	75114525	-	0.000	0.000	Merged-chr2-75114355-21
NR11325--MA0741.1.KLF16	chr11	88595868	88595878	+	0.000	0.000	Merged-chr11-88595910-28
NR66574--MA0493.1.Klf1	chr9	118512859	118512869	-	0.000	0.000	Merged-chr9-118512920-16
NR49098--MA0493.1.Klf1	chr5	110343025	110343035	-	0.000	0.000	Merged-chr5-110342964-29
NR712--MA0742.1.Klf12	chr1	54600526	54600540	-	0.000	0.000	Merged-chr1-54600505-24
NR33684--MA0599.1.KLF5	chr2	30469938	30469947	+	0.000	0.000	Merged-chr2-30470096-26
NR65036--MA1107.1.KLF9	chr9	77456724	77456736	+	0.000	0.000	Merged-chr9-77456588-28
NR450--MA0599.1.KLF5	chr1	39702702	39702711	-	0.000	0.000	Merged-chr1-39702774-23
NR23971--MA0493.1.Klf1	chr16	21204535	21204545	+	0.000	0.000	Merged-chr16-21204669-33
NR25904--MA0741.1.KLF16	chr17	8525163	8525173	-	0.000	0.000	Merged-chr17-8525059-23
NR34000--MA0741.1.KLF16	chr2	36091473	36091483	+	0.000	0.000	Merged-chr2-36091401-36
NR14010--MA0493.1.Klf1	chr12	76312186	76312196	-	0.000	0.000	Merged-chr12-76312183-20
NR2447--MA0741.1.KLF16	chr1	138134538	138134548	+	0.000	0.000	Merged-chr1-138134522-12
NR60407--MA0741.1.KLF16	chr8	31176267	31176277	+	0.000	0.000	Merged-chr8-31176190-29
NR16105--MA0740.1.KLF14	chr13	39012007	39012020	+	0.000	0.000	Merged-chr13-39011940-27
NR35597--MA0740.1.KLF14	chr2	106194366	106194379	+	0.000	0.000	Merged-chr2-106194531-13
NR36814--MA1107.1.KLF9	chr2	148021935	148021947	+	0.000	0.000	Merged-chr2-148022020-1
NR38480--MA0599.1.KLF5	chr3	10212203	10212212	-	0.000	0.000	Merged-chr3-10212114-17
NR43821--MA1107.1.KLF9	chr4	99120545	99120557	-	0.000	0.000	Merged-chr4-99120724-28
NR15677--MA1107.1.KLF9	chr13	13492088	13492100	+	0.000	0.000	Merged-chr13-13492146-24
NR54244--MA0742.1.Klf12	chr6	131360882	131360896	-	0.000	0.000	Merged-chr6-131360914-18
NR22313--MA0493.1.Klf1	chr15	79281443	79281453	+	0.000	0.000	Merged-chr15-79281486-15
NR11322--MA1107.1.KLF9	chr11	88595768	88595780	+	0.000	0.000	Merged-chr11-88595910-28
NR40574--MA1107.1.KLF9	chr3	116751350	116751362	+	0.000	0.000	Merged-chr3-116751371-23
NR11426--MA0741.1.KLF16	chr11	94160911	94160921	-	0.000	0.000	Merged-chr11-94160657-19
NR9193--MA0599.1.KLF5	chr11	23124565	23124574	+	0.000	0.000	Merged-chr11-23124595-33
NR39314--MA1107.1.KLF9	chr3	79127841	79127853	-	0.000	0.000	Merged-chr3-79127993-19
NR11580--MA0740.1.KLF14	chr11	97018706	97018719	-	0.000	0.000	Merged-chr11-97018776-25
NR9860--MA0599.1.KLF5	chr11	54936436	54936445	-	0.000	0.000	Merged-chr11-54936551-30
NR46415--MA1107.1.KLF9	chr4	152247313	152247325	-	0.000	0.000	Merged-chr4-152247398-23
NR61968--MA0741.1.KLF16	chr8	95833250	95833260	+	0.000	0.000	Merged-chr8-95833320-2
NR21721--MA0599.1.KLF5	chr15	59009610	59009619	-	0.000	0.000	Merged-chr15-59009632-21
NR44903--MA0493.1.Klf1	chr4	129525473	129525483	+	0.000	0.000	Merged-chr4-129525565-21
NR41776--MA1107.1.KLF9	chr3	148799597	148799609	+	0.000	0.000	Merged-chr3-148799603-2
NR40092--MA0741.1.KLF16	chr3	101066375	101066385	-	0.000	0.000	Merged-chr3-101066330-34
NR37914--MA0493.1.Klf1	chr2	170055614	170055624	-	0.000	0.000	Merged-chr2-170055593-21
NR64445--MA0599.1.KLF5	chr9	61754104	61754113	-	0.000	0.000	Merged-chr9-61753912-30
NR63373--MA0599.1.KLF5	chr9	14926828	14926837	+	0.000	0.000	Merged-chr9-14926732-51
NR17459--MA0741.1.KLF16	chr13	95524216	95524226	+	0.000	0.000	Merged-chr13-95524264-2
NR58764--MA1107.1.KLF9	chr7	125034715	125034727	-	0.000	0.000	Merged-chr7-125034795-1
NR57362--MA0599.1.KLF5	chr7	81454612	81454621	+	0.000	0.000	Merged-chr7-81454544-19
NR25909--MA0741.1.KLF16	chr17	8525168	8525178	-	0.000	0.000	Merged-chr17-8525059-23
NR39481--MA0599.1.KLF5	chr3	87385366	87385375	+	0.000	0.000	Merged-chr3-87385488-4
NR65771--MA1107.1.KLF9	chr9	104373465	104373477	+	0.000	0.000	Merged-chr9-104373447-21
NR32163--MA0741.1.KLF16	chr19	42770732	42770742	-	0.000	0.000	Merged-chr19-42770693-24
NR30559--MA0599.1.KLF5	chr18	75419522	75419531	+	0.000	0.000	Merged-chr18-75419579-57
NR11583--MA0493.1.Klf1	chr11	97018709	97018719	-	0.000	0.000	Merged-chr11-97018776-25
NR13175--MA0741.1.KLF16	chr12	14152276	14152286	-	0.000	0.000	Merged-chr12-14152213-14
NR1915--MA1107.1.KLF9	chr1	119637160	119637172	+	0.000	0.000	Merged-chr1-119636990-21
NR33329--MA0742.1.Klf12	chr2	25095348	25095362	+	0.000	0.000	Merged-chr2-25095278-14
NR60738--MA0039.3.KLF4	chr8	57503828	57503838	-	0.000	0.000	Merged-chr8-57503871-22
NR51849--MA0741.1.KLF16	chr6	37564053	37564063	+	0.000	0.000	Merged-chr6-37564158-19
NR19989--MA0741.1.KLF16	chr14	73377971	73377981	-	0.000	0.000	Merged-chr14-73378030-18
NR5633--MA0741.1.KLF16	chr10	58480173	58480183	-	0.000	0.000	Merged-chr10-58480234-23
NR29554--MA0599.1.KLF5	chr18	40308094	40308103	-	0.000	0.000	Merged-chr18-40308184-41
NR63811--MA1107.1.KLF9	chr9	37236224	37236236	-	0.000	0.000	Merged-chr9-37236124-32
NR23588--MA0599.1.KLF5	chr16	8455399	8455408	+	0.000	0.000	Merged-chr16-8455328-28
NR17456--MA0599.1.KLF5	chr13	95524222	95524231	+	0.000	0.000	Merged-chr13-95524264-2
NR2645--MA0742.1.Klf12	chr1	149127590	149127604	+	0.000	0.000	Merged-chr1-149127777-1
NR44137--MA0039.3.KLF4	chr4	109212669	109212679	-	0.000	0.000	Merged-chr4-109212639-1
NR10730--MA1107.1.KLF9	chr11	76015514	76015526	+	0.000	0.000	Merged-chr11-76015482-22
NR53690--MA0742.1.Klf12	chr6	116682492	116682506	-	0.000	0.000	Merged-chr6-116682504-22
