#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-log2fc-1_up.bed
NR11797--MA0117.2.Mafb	chr8	75170902	75170913	+	0.000	0.000	Merged-chr8-75170941-1
NR9651--MA0591.1.Bach1::Mafk	chr5	112227401	112227415	-	0.000	0.000	Merged-chr5-112227442-20
NR5249--MA0117.2.Mafb	chr17	28366194	28366205	-	0.000	0.000	Merged-chr17-28366309-12
NR11354--MA0659.1.MAFG	chr7	117449844	117449864	+	0.000	0.000	Merged-chr7-117449738-12
NR9080--MA0117.2.Mafb	chr4	147579608	147579619	+	0.000	0.000	Merged-chr4-147579504-4
NR4335--MA0089.1.MAFG::NFE2L1	chr15	66789532	66789537	+	0.000	0.000	Merged-chr15-66789335-49
NR7410--MA0089.1.MAFG::NFE2L1	chr2	164506767	164506772	-	0.000	0.000	Merged-chr2-164506889-12
NR8629--MA0495.2.MAFF	chr4	88045000	88045020	-	0.000	0.000	Merged-chr4-88045023-3
NR5610--MA0495.2.MAFF	chr18	10744227	10744247	+	0.000	0.000	Merged-chr18-10744169-16
NR11981--MA0089.1.MAFG::NFE2L1	chr8	111998831	111998836	-	0.000	0.000	Merged-chr8-111998914-9
NR6464--MA0501.1.MAF::NFE2	chr2	27693889	27693903	+	0.000	0.000	Merged-chr2-27693880-30
NR9866--MA0591.1.Bach1::Mafk	chr5	146655358	146655372	+	0.000	0.000	Merged-chr5-146655552-37
NR11569--MA0117.2.Mafb	chr7	142114131	142114142	+	0.000	0.000	Merged-chr7-142113991-20
NR3808--MA0089.1.MAFG::NFE2L1	chr14	54701526	54701531	+	0.000	0.000	Merged-chr14-54701583-8
NR12088--MA0496.2.MAFK	chr8	123287511	123287529	-	0.000	0.000	Merged-chr8-123287508-25
NR11802--MA0659.1.MAFG	chr8	75202261	75202281	-	0.000	0.000	Merged-chr8-75202303-18
NR8943--MA0089.1.MAFG::NFE2L1	chr4	134047746	134047751	+	0.000	0.000	Merged-chr4-134047792-28
NR12086--MA0501.1.MAF::NFE2	chr8	123287516	123287530	+	0.000	0.000	Merged-chr8-123287508-25
NR7371--MA0659.1.MAFG	chr2	160658027	160658047	-	0.000	0.000	Merged-chr2-160657923-30
NR4883--MA0495.2.MAFF	chr16	57500955	57500975	+	0.000	0.000	Merged-chr16-57500995-13
NR5464--MA0089.1.MAFG::NFE2L1	chr17	74864912	74864917	-	0.000	0.000	Merged-chr17-74864979-18
NR2261--MA0089.1.MAFG::NFE2L1	chr11	106165392	106165397	-	0.000	0.000	Merged-chr11-106165537-24
NR11558--MA0496.2.MAFK	chr7	140983130	140983148	+	0.000	0.000	Merged-chr7-140983161-18
NR10385--MA0089.1.MAFG::NFE2L1	chr6	108426895	108426900	+	0.000	0.000	Merged-chr6-108426934-21
NR3343--MA0659.1.MAFG	chr13	75844206	75844226	+	0.000	0.000	Merged-chr13-75844274-45
NR8089--MA0089.1.MAFG::NFE2L1	chr3	130571193	130571198	+	0.000	0.000	Merged-chr3-130571110-5
NR7250--MA0117.2.Mafb	chr2	146497710	146497721	-	0.000	0.000	Merged-chr2-146497617-49
NR448--MA0496.2.MAFK	chr1	105292043	105292061	-	0.000	0.000	Merged-chr1-105291975-13
NR2470--MA0496.2.MAFK	chr12	12278414	12278432	-	0.000	0.000	Merged-chr12-12278395-37
NR3580--MA0117.2.Mafb	chr13	112926086	112926097	-	0.000	0.000	Merged-chr13-112926150-2
NR5894--MA0591.1.Bach1::Mafk	chr18	69537642	69537656	+	0.000	0.000	Merged-chr18-69537623-22
NR9869--MA0659.1.MAFG	chr5	146655355	146655375	-	0.000	0.000	Merged-chr5-146655552-37
NR9656--MA0501.1.MAF::NFE2	chr5	112239826	112239840	+	0.000	0.000	Merged-chr5-112239781-12
NR7434--MA0089.1.MAFG::NFE2L1	chr2	166740617	166740622	+	0.000	0.000	Merged-chr2-166740656-12
NR12295--MA0591.1.Bach1::Mafk	chr9	43785164	43785178	-	0.000	0.000	Merged-chr9-43784994-20
NR11346--MA0501.1.MAF::NFE2	chr7	115734398	115734412	-	0.000	0.000	Merged-chr7-115734410-28
NR12240--MA0089.1.MAFG::NFE2L1	chr9	22651109	22651114	+	0.000	0.000	Merged-chr9-22650978-25
NR1714--MA0117.2.Mafb	chr10	118628170	118628181	-	0.000	0.000	Merged-chr10-118628235-24
NR573--MA0089.1.MAFG::NFE2L1	chr1	133159538	133159543	+	0.000	0.000	Merged-chr1-133159409-33
NR12597--MA0659.1.MAFG	chr9	94441517	94441537	-	0.000	0.000	Merged-chr9-94441414-62
NR706--MA0659.1.MAFG	chr1	153304719	153304739	+	0.000	0.000	Merged-chr1-153304811-42
NR12906--MA0659.1.MAFG	chrX	77801762	77801782	-	0.000	0.000	Merged-chrX-77801758-16
NR12238--MA0501.1.MAF::NFE2	chr9	22449343	22449357	+	0.000	0.000	Merged-chr9-22449402-2
NR8967--MA0089.1.MAFG::NFE2L1	chr4	137603742	137603747	-	0.000	0.000	Merged-chr4-137603877-24
NR4123--MA0591.1.Bach1::Mafk	chr14	121830076	121830090	+	0.000	0.000	Merged-chr14-121830164-49
NR8442--MA0591.1.Bach1::Mafk	chr4	33791658	33791672	-	0.000	0.000	Merged-chr4-33791808-5
NR12844--MA0089.1.MAFG::NFE2L1	chrX	13552560	13552565	-	0.000	0.000	Merged-chrX-13552455-23
NR3809--MA0591.1.Bach1::Mafk	chr14	55025808	55025822	-	0.000	0.000	Merged-chr14-55025661-27
NR3160--MA0659.1.MAFG	chr13	43485422	43485442	-	0.000	0.000	Merged-chr13-43485409-24
NR7936--MA0089.1.MAFG::NFE2L1	chr3	101651486	101651491	+	0.000	0.000	Merged-chr3-101651434-38
NR6025--MA0089.1.MAFG::NFE2L1	chr18	84419247	84419252	-	0.000	0.000	Merged-chr18-84419143-8
NR6507--MA0591.1.Bach1::Mafk	chr2	34140008	34140022	+	0.000	0.000	Merged-chr2-34139840-30
NR1543--MA0089.1.MAFG::NFE2L1	chr10	93442398	93442403	+	0.000	0.000	Merged-chr10-93442339-20
NR3892--MA0089.1.MAFG::NFE2L1	chr14	67841941	67841946	-	0.000	0.000	Merged-chr14-67841831-15
NR8572--MA0591.1.Bach1::Mafk	chr4	62696113	62696127	-	0.000	0.000	Merged-chr4-62695960-32
NR9111--MA0495.2.MAFF	chr4	150894694	150894714	+	0.000	0.000	Merged-chr4-150894695-19
NR7100--MA0591.1.Bach1::Mafk	chr2	128365993	128366007	-	0.000	0.000	Merged-chr2-128365920-27
NR509--MA0089.1.MAFG::NFE2L1	chr1	121241330	121241335	-	0.000	0.000	Merged-chr1-121241343-38
NR10608--MA0089.1.MAFG::NFE2L1	chr6	134117865	134117870	+	0.000	0.000	Merged-chr6-134117779-3
NR7374--MA0496.2.MAFK	chr2	160658028	160658046	-	0.000	0.000	Merged-chr2-160657923-30
NR7706--MA0495.2.MAFF	chr3	52866479	52866499	+	0.000	0.000	Merged-chr3-52866362-11
NR11846--MA0495.2.MAFF	chr8	84825732	84825752	+	0.000	0.000	Merged-chr8-84825845-44
NR12668--MA0089.1.MAFG::NFE2L1	chr9	106070380	106070385	-	0.000	0.000	Merged-chr9-106070497-6
NR807--MA0496.2.MAFK	chr1	163383764	163383782	+	0.000	0.000	Merged-chr1-163383772-21
NR6414--MA0089.1.MAFG::NFE2L1	chr2	14312634	14312639	+	0.000	0.000	Merged-chr2-14312633-23
NR12553--MA0089.1.MAFG::NFE2L1	chr9	88520205	88520210	-	0.000	0.000	Merged-chr9-88520347-6
NR3346--MA0496.2.MAFK	chr13	75844207	75844225	+	0.000	0.000	Merged-chr13-75844274-45
NR5775--MA0089.1.MAFG::NFE2L1	chr18	56451900	56451905	+	0.000	0.000	Merged-chr18-56451973-44
NR3715--MA0501.1.MAF::NFE2	chr14	26919463	26919477	+	0.000	0.000	Merged-chr14-26919575-5
NR6225--MA0089.1.MAFG::NFE2L1	chr19	42796429	42796434	+	0.000	0.000	Merged-chr19-42796440-5
NR8003--MA0496.2.MAFK	chr3	109352530	109352548	-	0.000	0.000	Merged-chr3-109352543-53
NR9113--MA0117.2.Mafb	chr4	150894694	150894705	+	0.000	0.000	Merged-chr4-150894695-19
NR8932--MA0117.2.Mafb	chr4	132611579	132611590	-	0.000	0.000	Merged-chr4-132611394-12
NR2857--MA0591.1.Bach1::Mafk	chr12	108811338	108811352	-	0.000	0.000	Merged-chr12-108811310-19
NR871--MA0089.1.MAFG::NFE2L1	chr1	171629067	171629072	+	0.000	0.000	Merged-chr1-171629248-54
NR12081--MA0495.2.MAFF	chr8	123287510	123287530	+	0.000	0.000	Merged-chr8-123287508-25
NR6468--MA0591.1.Bach1::Mafk	chr2	29102644	29102658	+	0.000	0.000	Merged-chr2-29102866-17
NR709--MA0496.2.MAFK	chr1	153304720	153304738	+	0.000	0.000	Merged-chr1-153304811-42
NR9364--MA0117.2.Mafb	chr5	53609029	53609040	-	0.000	0.000	Merged-chr5-53608911-14
NR1330--MA0117.2.Mafb	chr10	53461297	53461308	+	0.000	0.000	Merged-chr10-53461441-37
NR12909--MA0496.2.MAFK	chrX	77801763	77801781	-	0.000	0.000	Merged-chrX-77801758-16
NR6215--MA0501.1.MAF::NFE2	chr19	40661356	40661370	-	0.000	0.000	Merged-chr19-40661209-23
NR11958--MA0496.2.MAFK	chr8	106795005	106795023	+	0.000	0.000	Merged-chr8-106794988-23
NR5497--MA0089.1.MAFG::NFE2L1	chr17	80174328	80174333	-	0.000	0.000	Merged-chr17-80174428-10
NR10066--MA0591.1.Bach1::Mafk	chr6	50553488	50553502	+	0.000	0.000	Merged-chr6-50553342-12
NR1956--MA0089.1.MAFG::NFE2L1	chr11	54019211	54019216	-	0.000	0.000	Merged-chr11-54019152-5
NR5101--MA0501.1.MAF::NFE2	chr16	96089707	96089721	-	0.000	0.000	Merged-chr16-96089683-18
NR90--MA0117.2.Mafb	chr1	38884008	38884019	+	0.000	0.000	Merged-chr1-38884000-31
NR9324--MA0089.1.MAFG::NFE2L1	chr5	35818096	35818101	-	0.000	0.000	Merged-chr5-35818089-1
NR9394--MA0495.2.MAFF	chr5	65654024	65654044	-	0.000	0.000	Merged-chr5-65654078-14
NR2898--MA0089.1.MAFG::NFE2L1	chr12	113023311	113023316	-	0.000	0.000	Merged-chr12-113023273-19
NR11055--MA0089.1.MAFG::NFE2L1	chr7	66116121	66116126	-	0.000	0.000	Merged-chr7-66116161-49
NR6221--MA0089.1.MAFG::NFE2L1	chr19	42149791	42149796	-	0.000	0.000	Merged-chr19-42149753-11
NR11556--MA0495.2.MAFF	chr7	140983129	140983149	+	0.000	0.000	Merged-chr7-140983161-18
NR5697--MA0089.1.MAFG::NFE2L1	chr18	39049066	39049071	+	0.000	0.000	Merged-chr18-39049078-69
NR7405--MA0591.1.Bach1::Mafk	chr2	164017345	164017359	-	0.000	0.000	Merged-chr2-164017275-1
NR5558--MA0591.1.Bach1::Mafk	chr17	88142920	88142934	-	0.000	0.000	Merged-chr17-88142994-11
NR2090--MA0089.1.MAFG::NFE2L1	chr11	78865061	78865066	+	0.000	0.000	Merged-chr11-78864936-24
NR12260--MA0591.1.Bach1::Mafk	chr9	32521405	32521419	+	0.000	0.000	Merged-chr9-32521383-3
NR3618--MA0117.2.Mafb	chr13	115179276	115179287	-	0.000	0.000	Merged-chr13-115179427-17
NR2222--MA0495.2.MAFF	chr11	101199675	101199695	-	0.000	0.000	Merged-chr11-101199720-6
NR788--MA0117.2.Mafb	chr1	162126653	162126664	-	0.000	0.000	Merged-chr1-162126640-6
NR2417--MA0089.1.MAFG::NFE2L1	chr11	121039361	121039366	-	0.000	0.000	Merged-chr11-121039238-62
NR708--MA0501.1.MAF::NFE2	chr1	153304719	153304733	-	0.000	0.000	Merged-chr1-153304811-42
NR8828--MA0496.2.MAFK	chr4	116700973	116700991	-	0.000	0.000	Merged-chr4-116701085-12
NR2224--MA0659.1.MAFG	chr11	101199675	101199695	-	0.000	0.000	Merged-chr11-101199720-6
NR4410--MA0591.1.Bach1::Mafk	chr15	77877481	77877495	-	0.000	0.000	Merged-chr15-77877456-21
NR12089--MA0591.1.Bach1::Mafk	chr8	123341852	123341866	-	0.000	0.000	Merged-chr8-123341706-13
NR12829--MA0501.1.MAF::NFE2	chr9	123519472	123519486	-	0.000	0.000	Merged-chr9-123519487-45
NR8631--MA0496.2.MAFK	chr4	88045001	88045019	+	0.000	0.000	Merged-chr4-88045023-3
NR2464--MA0495.2.MAFF	chr12	12278413	12278433	-	0.000	0.000	Merged-chr12-12278395-37
NR348--MA0495.2.MAFF	chr1	85982152	85982172	+	0.000	0.000	Merged-chr1-85981995-4
NR7407--MA0496.2.MAFK	chr2	164017343	164017361	+	0.000	0.000	Merged-chr2-164017275-1
NR4885--MA0501.1.MAF::NFE2	chr16	57500955	57500969	-	0.000	0.000	Merged-chr16-57500995-13
NR11240--MA0089.1.MAFG::NFE2L1	chr7	101069462	101069467	+	0.000	0.000	Merged-chr7-101069524-1
NR7044--MA0591.1.Bach1::Mafk	chr2	118667988	118668002	-	0.000	0.000	Merged-chr2-118668058-11
NR12371--MA0089.1.MAFG::NFE2L1	chr9	57577549	57577554	-	0.000	0.000	Merged-chr9-57577523-17
NR8090--MA0089.1.MAFG::NFE2L1	chr3	130571191	130571196	-	0.000	0.000	Merged-chr3-130571110-5
NR9753--MA0495.2.MAFF	chr5	125107467	125107487	+	0.000	0.000	Merged-chr5-125107407-3
NR9652--MA0659.1.MAFG	chr5	112227398	112227418	+	0.000	0.000	Merged-chr5-112227442-20
NR5828--MA0495.2.MAFF	chr18	62163115	62163135	-	0.000	0.000	Merged-chr18-62163179-10
NR8441--MA0117.2.Mafb	chr4	33791655	33791666	+	0.000	0.000	Merged-chr4-33791808-5
NR12335--MA0501.1.MAF::NFE2	chr9	50922552	50922566	-	0.000	0.000	Merged-chr9-50922581-14
NR11555--MA0089.1.MAFG::NFE2L1	chr7	140981896	140981901	+	0.000	0.000	Merged-chr7-140982058-21
NR3155--MA0089.1.MAFG::NFE2L1	chr13	43202557	43202562	+	0.000	0.000	Merged-chr13-43202570-20
NR5516--MA0089.1.MAFG::NFE2L1	chr17	83846446	83846451	-	0.000	0.000	Merged-chr17-83846499-25
NR1715--MA0591.1.Bach1::Mafk	chr10	118628164	118628178	+	0.000	0.000	Merged-chr10-118628235-24
NR1963--MA0089.1.MAFG::NFE2L1	chr11	54171190	54171195	+	0.000	0.000	Merged-chr11-54171358-10
NR829--MA0089.1.MAFG::NFE2L1	chr1	165722907	165722912	-	0.000	0.000	Merged-chr1-165722797-48
NR8453--MA0495.2.MAFF	chr4	40785958	40785978	+	0.000	0.000	Merged-chr4-40785986-16
NR7103--MA0496.2.MAFK	chr2	128365991	128366009	+	0.000	0.000	Merged-chr2-128365920-27
NR8571--MA0117.2.Mafb	chr4	62696110	62696121	+	0.000	0.000	Merged-chr4-62695960-32
NR12902--MA0495.2.MAFF	chrX	77801762	77801782	+	0.000	0.000	Merged-chrX-77801758-16
NR601--MA0659.1.MAFG	chr1	136423389	136423409	+	0.000	0.000	Merged-chr1-136423367-9
NR8026--MA0089.1.MAFG::NFE2L1	chr3	116434961	116434966	+	0.000	0.000	Merged-chr3-116434903-21
NR87--MA0089.1.MAFG::NFE2L1	chr1	36883862	36883867	-	0.000	0.000	Merged-chr1-36883943-16
NR9117--MA0501.1.MAF::NFE2	chr4	150894694	150894708	-	0.000	0.000	Merged-chr4-150894695-19
NR12006--MA0591.1.Bach1::Mafk	chr8	115300294	115300308	+	0.000	0.000	Merged-chr8-115300406-12
NR7368--MA0495.2.MAFF	chr2	160658027	160658047	-	0.000	0.000	Merged-chr2-160657923-30
NR7369--MA0591.1.Bach1::Mafk	chr2	160658030	160658044	-	0.000	0.000	Merged-chr2-160657923-30
NR2513--MA0089.1.MAFG::NFE2L1	chr12	32201910	32201915	-	0.000	0.000	Merged-chr12-32202051-6
NR6732--MA0089.1.MAFG::NFE2L1	chr2	79122659	79122664	+	0.000	0.000	Merged-chr2-79122721-3
NR12237--MA0117.2.Mafb	chr9	21909525	21909536	+	0.000	0.000	Merged-chr9-21909581-5
NR134--MA0089.1.MAFG::NFE2L1	chr1	51572874	51572879	-	0.000	0.000	Merged-chr1-51572755-47
NR4471--MA0089.1.MAFG::NFE2L1	chr15	82826124	82826129	+	0.000	0.000	Merged-chr15-82826104-2
NR8366--MA0659.1.MAFG	chr4	6476447	6476467	-	0.000	0.000	Merged-chr4-6476530-28
NR4886--MA0496.2.MAFK	chr16	57500956	57500974	+	0.000	0.000	Merged-chr16-57500995-13
NR5339--MA0501.1.MAF::NFE2	chr17	47564745	47564759	+	0.000	0.000	Merged-chr17-47564757-20
NR10525--MA0591.1.Bach1::Mafk	chr6	125541049	125541063	-	0.000	0.000	Merged-chr6-125540912-17
NR9655--MA0496.2.MAFK	chr5	112227399	112227417	-	0.000	0.000	Merged-chr5-112227442-20
NR7687--MA0089.1.MAFG::NFE2L1	chr3	37975529	37975534	+	0.000	0.000	Merged-chr3-37975346-34
NR10924--MA0089.1.MAFG::NFE2L1	chr7	28820769	28820774	-	0.000	0.000	Merged-chr7-28820769-1
NR7349--MA0591.1.Bach1::Mafk	chr2	158450308	158450322	+	0.000	0.000	Merged-chr2-158450129-3
NR4988--MA0089.1.MAFG::NFE2L1	chr16	87497340	87497345	+	0.000	0.000	Merged-chr16-87497296-12
NR2900--MA0089.1.MAFG::NFE2L1	chr12	113414624	113414629	-	0.000	0.000	Merged-chr12-113414554-11
NR9116--MA0659.1.MAFG	chr4	150894694	150894714	-	0.000	0.000	Merged-chr4-150894695-19
NR1381--MA0089.1.MAFG::NFE2L1	chr10	67662414	67662419	+	0.000	0.000	Merged-chr10-67662488-5
NR5768--MA0117.2.Mafb	chr18	56336425	56336436	-	0.000	0.000	Merged-chr18-56336426-19
NR1774--MA0495.2.MAFF	chr10	127229321	127229341	-	0.000	0.000	Merged-chr10-127229219-13
NR12598--MA0496.2.MAFK	chr9	94441518	94441536	+	0.000	0.000	Merged-chr9-94441414-62
NR6511--MA0496.2.MAFK	chr2	34140006	34140024	+	0.000	0.000	Merged-chr2-34139840-30
NR12296--MA0659.1.MAFG	chr9	43785161	43785181	+	0.000	0.000	Merged-chr9-43784994-20
NR8035--MA0089.1.MAFG::NFE2L1	chr3	121442544	121442549	-	0.000	0.000	Merged-chr3-121442451-4
NR3159--MA0659.1.MAFG	chr13	43485422	43485442	+	0.000	0.000	Merged-chr13-43485409-24
NR11088--MA0495.2.MAFF	chr7	74587728	74587748	+	0.000	0.000	Merged-chr7-74587664-21
NR2839--MA0089.1.MAFG::NFE2L1	chr12	107129187	107129192	+	0.000	0.000	Merged-chr12-107129420-39
NR7396--MA0089.1.MAFG::NFE2L1	chr2	163259452	163259457	-	0.000	0.000	Merged-chr2-163259384-1
NR10313--MA0591.1.Bach1::Mafk	chr6	99435317	99435331	+	0.000	0.000	Merged-chr6-99435291-39
NR8485--MA0496.2.MAFK	chr4	46411564	46411582	+	0.000	0.000	Merged-chr4-46411765-13
NR2501--MA0496.2.MAFK	chr12	25211457	25211475	-	0.000	0.000	Merged-chr12-25211568-13
NR3451--MA0089.1.MAFG::NFE2L1	chr13	99148688	99148693	-	0.000	0.000	Merged-chr13-99148566-18
NR3161--MA0496.2.MAFK	chr13	43485423	43485441	+	0.000	0.000	Merged-chr13-43485409-24
NR923--MA0089.1.MAFG::NFE2L1	chr1	178594160	178594165	+	0.000	0.000	Merged-chr1-178594136-3
NR6510--MA0501.1.MAF::NFE2	chr2	34140011	34140025	+	0.000	0.000	Merged-chr2-34139840-30
NR12243--MA0501.1.MAF::NFE2	chr9	24331963	24331977	-	0.000	0.000	Merged-chr9-24331833-14
NR2421--MA0591.1.Bach1::Mafk	chr11	121039415	121039429	+	0.000	0.000	Merged-chr11-121039238-62
NR10242--MA0089.1.MAFG::NFE2L1	chr6	87394938	87394943	-	0.000	0.000	Merged-chr6-87395104-19
NR9395--MA0501.1.MAF::NFE2	chr5	65654030	65654044	+	0.000	0.000	Merged-chr5-65654078-14
NR3169--MA0501.1.MAF::NFE2	chr13	45443026	45443040	+	0.000	0.000	Merged-chr13-45443236-24
NR203--MA0591.1.Bach1::Mafk	chr1	61039454	61039468	-	0.000	0.000	Merged-chr1-61039499-28
NR12414--MA0089.1.MAFG::NFE2L1	chr9	62412335	62412340	-	0.000	0.000	Merged-chr9-62412387-14
NR1806--MA0089.1.MAFG::NFE2L1	chr10	130434406	130434411	+	0.000	0.000	Merged-chr10-130434426-5
NR11070--MA0501.1.MAF::NFE2	chr7	67444617	67444631	+	0.000	0.000	Merged-chr7-67444614-20
NR11371--MA0089.1.MAFG::NFE2L1	chr7	118135777	118135782	+	0.000	0.000	Merged-chr7-118135744-21
NR3043--MA0501.1.MAF::NFE2	chr13	6624367	6624381	+	0.000	0.000	Merged-chr13-6624284-1,Merged-chr13-6624539-25
