#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-log2fc-1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-log2fc-1_dn.bed
NR43820--MA0493.1.Klf1	chr4	130017554	130017564	-	0.000	0.000	Merged-chr4-130017376-16
NR9992--MA0741.1.KLF16	chr11	70622584	70622594	-	0.000	0.000	Merged-chr11-70622499-26
NR32906--MA0493.1.Klf1	chr2	25148131	25148141	+	0.000	0.000	Merged-chr2-25148103-14
NR33556--MA0039.3.KLF4	chr2	34494410	34494420	+	0.000	0.000	Merged-chr2-34494375-14
NR17994--MA1107.1.KLF9	chr13	113556697	113556709	+	0.000	0.000	Merged-chr13-113556743-10
NR13716--MA0493.1.Klf1	chr12	77077945	77077955	+	0.000	0.000	Merged-chr12-77077923-9
NR67040--MA1107.1.KLF9	chrX	169973435	169973447	+	0.000	0.000	Merged-chrX-169973362-71
NR61303--MA0657.1.KLF13	chr8	123341732	123341749	+	0.000	0.000	Merged-chr8-123341706-13
NR58836--MA0741.1.KLF16	chr8	25578493	25578503	-	0.000	0.000	Merged-chr8-25578502-39
NR52578--MA0599.1.KLF5	chr6	119199105	119199114	+	0.000	0.000	Merged-chr6-119199024-52
NR64224--MA0599.1.KLF5	chr9	99699921	99699930	-	0.000	0.000	Merged-chr9-99699985-12
NR19793--MA0740.1.KLF14	chr14	77848568	77848581	-	0.000	0.000	Merged-chr14-77848610-6
NR66077--MA0599.1.KLF5	chrX	59606790	59606799	-	0.000	0.000	Merged-chrX-59606669-18
NR46691--MA1107.1.KLF9	chr5	64841072	64841084	+	0.000	0.000	Merged-chr5-64840917-11
NR32946--MA1107.1.KLF9	chr2	25480734	25480746	-	0.000	0.000	Merged-chr2-25480802-4
NR15246--MA0741.1.KLF16	chr12	118411983	118411993	+	0.000	0.000	Merged-chr12-118411992-13
NR55058--MA0741.1.KLF16	chr7	29906111	29906121	-	0.000	0.000	Merged-chr7-29906235-59
NR5055--MA1107.1.KLF9	chr10	42220500	42220512	+	0.000	0.000	Merged-chr10-42220589-14
NR4400--MA0493.1.Klf1	chr1	193667606	193667616	-	0.000	0.000	Merged-chr1-193667733-1
NR47849--MA0493.1.Klf1	chr5	112239641	112239651	-	0.000	0.000	Merged-chr5-112239781-12
NR16576--MA0741.1.KLF16	chr13	65070138	65070148	+	0.000	0.000	Merged-chr13-65070187-24
NR903--MA0741.1.KLF16	chr1	66897061	66897071	+	0.000	0.000	Merged-chr1-66897217-4
NR31790--MA0741.1.KLF16	chr19	43509686	43509696	+	0.000	0.000	Merged-chr19-43509487-13
NR51044--MA1107.1.KLF9	chr6	48693968	48693980	-	0.000	0.000	Merged-chr6-48693973-35
NR24634--MA0039.3.KLF4	chr16	55924218	55924228	+	0.000	0.000	Merged-chr16-55924140-18
NR47857--MA0039.3.KLF4	chr5	112239780	112239790	-	0.000	0.000	Merged-chr5-112239781-12
NR63017--MA1107.1.KLF9	chr9	61619052	61619064	+	0.000	0.000	Merged-chr9-61618943-7
NR30789--MA1107.1.KLF9	chr19	4943122	4943134	+	0.000	0.000	Merged-chr19-4942974-44
NR9997--MA0741.1.KLF16	chr11	70622674	70622684	+	0.000	0.000	Merged-chr11-70622499-26
NR1064--MA0599.1.KLF5	chr1	75213253	75213262	-	0.000	0.000	Merged-chr1-75213327-22
NR56625--MA0741.1.KLF16	chr7	101466457	101466467	-	0.000	0.000	Merged-chr7-101466620-78
NR14632--MA0742.1.Klf12	chr12	107963068	107963082	+	0.000	0.000	Merged-chr12-107963174-17
NR39345--MA0493.1.Klf1	chr3	101701455	101701465	-	0.000	0.000	Merged-chr3-101701370-14
NR47419--MA1107.1.KLF9	chr5	100485641	100485653	-	0.000	0.000	Merged-chr5-100485645-6
NR65775--MA0493.1.Klf1	chrX	13552351	13552361	-	0.000	0.000	Merged-chrX-13552455-23
NR17592--MA1107.1.KLF9	chr13	104937901	104937913	+	0.000	0.000	Merged-chr13-104937983-19
NR42775--MA0039.3.KLF4	chr4	101235180	101235190	+	0.000	0.000	Merged-chr4-101235092-24
NR28587--MA1107.1.KLF9	chr17	85901177	85901189	+	0.000	0.000	Merged-chr17-85901349-9
NR67167--MA0493.1.Klf1	chrY	90799070	90799080	-	0.000	0.000	Merged-chrY-90799205-23
NR66418--MA0599.1.KLF5	chrX	102061021	102061030	+	0.000	0.000	Merged-chrX-102061073-12
NR17598--MA0599.1.KLF5	chr13	104937960	104937969	-	0.000	0.000	Merged-chr13-104937983-19
NR52497--MA0741.1.KLF16	chr6	115972939	115972949	-	0.000	0.000	Merged-chr6-115972922-11
NR853--MA0599.1.KLF5	chr1	62843376	62843385	+	0.000	0.000	Merged-chr1-62843391-6
NR9215--MA0599.1.KLF5	chr11	51898828	51898837	-	0.000	0.000	Merged-chr11-51898870-27
NR1955--MA0493.1.Klf1	chr1	131000512	131000522	+	0.000	0.000	Merged-chr1-131000577-8
NR23842--MA0599.1.KLF5	chr16	17177860	17177869	+	0.000	0.000	Merged-chr16-17177816-6
NR908--MA0741.1.KLF16	chr1	66897066	66897076	+	0.000	0.000	Merged-chr1-66897217-4
NR11247--MA0742.1.Klf12	chr11	99012467	99012481	-	0.000	0.000	Merged-chr11-99012536-12
NR44442--MA0599.1.KLF5	chr4	138033652	138033661	-	0.000	0.000	Merged-chr4-138033707-13
NR49532--MA1107.1.KLF9	chr5	139290672	139290684	+	0.000	0.000	Merged-chr5-139290875-38
NR1954--MA0039.3.KLF4	chr1	131000514	131000524	+	0.000	0.000	Merged-chr1-131000577-8
NR46286--MA0599.1.KLF5	chr5	35786170	35786179	+	0.000	0.000	Merged-chr5-35786047-15
NR67168--MA0741.1.KLF16	chrY	90799069	90799079	-	0.000	0.000	Merged-chrY-90799205-23
NR22994--MA0599.1.KLF5	chr15	98908007	98908016	+	0.000	0.000	Merged-chr15-98907951-8
NR19509--MA0493.1.Klf1	chr14	67951870	67951880	+	0.000	0.000	Merged-chr14-67951902-1
NR23027--MA0493.1.Klf1	chr15	99224539	99224549	-	0.000	0.000	Merged-chr15-99224455-41
NR855--MA0741.1.KLF16	chr1	62843376	62843386	+	0.000	0.000	Merged-chr1-62843391-6
NR65135--MA1107.1.KLF9	chr9	118059292	118059304	+	0.000	0.000	Merged-chr9-118059304-13
NR31356--MA1107.1.KLF9	chr19	23388473	23388485	-	0.000	0.000	Merged-chr19-23388451-6
NR24--MA0742.1.Klf12	chr1	7206452	7206466	+	0.000	0.000	Merged-chr1-7206621-34
NR34--MA1107.1.KLF9	chr1	7206767	7206779	+	0.000	0.000	Merged-chr1-7206621-34
NR43329--MA1107.1.KLF9	chr4	120053626	120053638	-	0.000	0.000	Merged-chr4-120053646-59
NR27619--MA1107.1.KLF9	chr17	56251522	56251534	-	0.000	0.000	Merged-chr17-56251499-39
NR4599--MA0599.1.KLF5	chr10	12929334	12929343	+	0.000	0.000	Merged-chr10-12929241-10
NR33629--MA0741.1.KLF16	chr2	35448826	35448836	-	0.000	0.000	Merged-chr2-35448714-11
NR36757--MA0742.1.Klf12	chr2	164913582	164913596	-	0.000	0.000	Merged-chr2-164913622-30
NR13015--MA0742.1.Klf12	chr12	25155526	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR5353--MA0599.1.KLF5	chr10	60126054	60126063	-	0.000	0.000	Merged-chr10-60126055-19
NR28--MA0741.1.KLF16	chr1	7206453	7206463	+	0.000	0.000	Merged-chr1-7206621-34
NR55800--MA0599.1.KLF5	chr7	64048785	64048794	-	0.000	0.000	Merged-chr7-64048843-48
NR60708--MA0599.1.KLF5	chr8	111720414	111720423	+	0.000	0.000	Merged-chr8-111720342-23
NR25449--MA0493.1.Klf1	chr16	95712327	95712337	-	0.000	0.000	Merged-chr16-95712235-1
NR32898--MA0039.3.KLF4	chr2	25148104	25148114	+	0.000	0.000	Merged-chr2-25148103-14
NR13019--MA0741.1.KLF16	chr12	25155529	25155539	-	0.000	0.000	Merged-chr12-25155613-40
NR44417--MA0741.1.KLF16	chr4	137890767	137890777	+	0.000	0.000	Merged-chr4-137890747-20
NR13028--MA1107.1.KLF9	chr12	25362960	25362972	-	0.000	0.000	Merged-chr12-25363030-6
NR42929--MA1107.1.KLF9	chr4	107358063	107358075	+	0.000	0.000	Merged-chr4-107358068-17
NR2508--MA1107.1.KLF9	chr1	151382181	151382193	+	0.000	0.000	Merged-chr1-151382217-13
NR26170--MA0741.1.KLF16	chr17	23748258	23748268	+	0.000	0.000	Merged-chr17-23748319-15
NR46748--MA0599.1.KLF5	chr5	65850929	65850938	-	0.000	0.000	Merged-chr5-65850971-35
NR17607--MA1107.1.KLF9	chr13	104937958	104937970	-	0.000	0.000	Merged-chr13-104937983-19
NR4604--MA0741.1.KLF16	chr10	12929347	12929357	-	0.000	0.000	Merged-chr10-12929241-10
NR20954--MA0599.1.KLF5	chr15	31117642	31117651	-	0.000	0.000	Merged-chr15-31117559-26
NR61247--MA0493.1.Klf1	chr8	122765125	122765135	+	0.000	0.000	Merged-chr8-122764980-5
NR60837--MA1107.1.KLF9	chr8	115531346	115531358	+	0.000	0.000	Merged-chr8-115531430-21
NR43822--MA1107.1.KLF9	chr4	130017552	130017564	-	0.000	0.000	Merged-chr4-130017376-16
NR24633--MA0599.1.KLF5	chr16	55924232	55924241	+	0.000	0.000	Merged-chr16-55924140-18
NR5838--MA0741.1.KLF16	chr10	77264472	77264482	+	0.000	0.000	Merged-chr10-77264465-20
NR15470--MA0741.1.KLF16	chr13	17536550	17536560	+	0.000	0.000	Merged-chr13-17536592-6
NR49530--MA0741.1.KLF16	chr5	139290673	139290683	+	0.000	0.000	Merged-chr5-139290875-38
NR49569--MA1107.1.KLF9	chr5	139377603	139377615	-	0.000	0.000	Merged-chr5-139377554-24
NR47856--MA0599.1.KLF5	chr5	112239791	112239800	-	0.000	0.000	Merged-chr5-112239781-12
NR61852--MA0599.1.KLF5	chr9	20983248	20983257	+	0.000	0.000	Merged-chr9-20983328-26
NR12432--MA0599.1.KLF5	chr11	118212779	118212788	-	0.000	0.000	Merged-chr11-118212846-19
NR10484--MA1107.1.KLF9	chr11	83095719	83095731	+	0.000	0.000	Merged-chr11-83095773-19
NR5482--MA0039.3.KLF4	chr10	62248020	62248030	-	0.000	0.000	Merged-chr10-62247968-20
NR27580--MA0493.1.Klf1	chr17	52156671	52156681	+	0.000	0.000	Merged-chr17-52156639-23
NR42774--MA0599.1.KLF5	chr4	101235179	101235188	+	0.000	0.000	Merged-chr4-101235092-24
NR39567--MA0599.1.KLF5	chr3	105900448	105900457	-	0.000	0.000	Merged-chr3-105900628-63
NR17773--MA1107.1.KLF9	chr13	109239169	109239181	-	0.000	0.000	Merged-chr13-109239401-35
NR5479--MA0493.1.Klf1	chr10	62247949	62247959	-	0.000	0.000	Merged-chr10-62247968-20
NR39440--MA0039.3.KLF4	chr3	103406614	103406624	-	0.000	0.000	Merged-chr3-103406514-32
NR8776--MA0599.1.KLF5	chr11	22833804	22833813	-	0.000	0.000	Merged-chr11-22833941-10
NR49396--MA0599.1.KLF5	chr5	137645180	137645189	+	0.000	0.000	Merged-chr5-137645230-22
NR898--MA0039.3.KLF4	chr1	66878639	66878649	+	0.000	0.000	Merged-chr1-66878572-10
NR52912--MA0599.1.KLF5	chr6	127575475	127575484	-	0.000	0.000	Merged-chr6-127575169-36
NR24243--MA0741.1.KLF16	chr16	32658892	32658902	+	0.000	0.000	Merged-chr16-32659000-27
NR47580--MA0742.1.Klf12	chr5	105541185	105541199	+	0.000	0.000	Merged-chr5-105541026-23
NR47846--MA0039.3.KLF4	chr5	112239639	112239649	-	0.000	0.000	Merged-chr5-112239781-12
NR50288--MA1107.1.KLF9	chr5	149594186	149594198	+	0.000	0.000	Merged-chr5-149594297-11
NR9096--MA0599.1.KLF5	chr11	49051307	49051316	+	0.000	0.000	Merged-chr11-49051380-85
