#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR3733--MA1104.1.GATA6	chr18	60502491	60502503	-	0.000	0.000	Merged-chr18-60502470-34
NR2655--MA0037.3.GATA3	chr14	121423099	121423106	+	0.000	0.000	Merged-chr14-121422910-45
NR3706--MA0035.3.Gata1	chr18	46448739	46448749	-	0.000	0.000	Merged-chr18-46448750-18
NR5885--MA0036.3.GATA2	chr5	63768123	63768133	+	0.000	0.000	Merged-chr5-63767981-25
NR5486--MA0482.1.Gata4	chr4	89044206	89044216	+	0.000	0.000	Merged-chr4-89044155-38
NR1383--MA0036.3.GATA2	chr11	108248585	108248595	+	0.000	0.000	Merged-chr11-108248558-56
NR3985--MA1104.1.GATA6	chr19	34640569	34640581	-	0.000	0.000	Merged-chr19-34640764-45
NR1731--MA0482.1.Gata4	chr12	102350999	102351009	+	0.000	0.000	Merged-chr12-102350976-38
NR7751--MA0482.1.Gata4	chr9	94614101	94614111	+	0.000	0.000	Merged-chr9-94614117-31
NR7275--MA0482.1.Gata4	chr8	75082608	75082618	-	0.000	0.000	Merged-chr8-75082480-28
NR3248--MA0766.1.GATA5	chr16	84864872	84864879	-	0.000	0.000	Merged-chr16-84864807-26
NR7632--MA0035.3.Gata1	chr9	61707988	61707998	+	0.000	0.000	Merged-chr9-61708026-57
NR3966--MA0036.3.GATA2	chr19	31210683	31210693	+	0.000	0.000	Merged-chr19-31210653-54
NR4348--MA0037.3.GATA3	chr2	85246761	85246768	-	0.000	0.000	Merged-chr2-85246695-45
NR1497--MA0035.3.Gata1	chr12	36057887	36057897	+	0.000	0.000	Merged-chr12-36057875-8
NR5898--MA0036.3.GATA2	chr5	65832147	65832157	+	0.000	0.000	Merged-chr5-65832305-23
NR505--MA0140.2.GATA1::TAL1	chr1	165763682	165763699	-	0.000	0.000	Merged-chr1-165763682-102
NR373--MA0766.1.GATA5	chr1	136601137	136601144	-	0.000	0.000	Merged-chr1-136600909-41
NR4529--MA0140.2.GATA1::TAL1	chr2	132701625	132701642	-	0.000	0.000	Merged-chr2-132701650-26
NR6310--MA0036.3.GATA2	chr6	67184854	67184864	-	0.000	0.000	Merged-chr6-67184785-39
NR440--MA0482.1.Gata4	chr1	156474261	156474271	-	0.000	0.000	Merged-chr1-156474258-59
NR8018--MA0482.1.Gata4	chrX	167233409	167233419	+	0.000	0.000	Merged-chrX-167233516-43
NR1601--MA0482.1.Gata4	chr12	76527616	76527626	-	0.000	0.000	Merged-chr12-76527633-28
NR987--MA0035.3.Gata1	chr10	117377487	117377497	+	0.000	0.000	Merged-chr10-117377577-5
NR5146--MA0766.1.GATA5	chr3	136742960	136742967	-	0.000	0.000	Merged-chr3-136742959-57
NR7825--MA0766.1.GATA5	chr9	102867024	102867031	+	0.000	0.000	Merged-chr9-102867048-29
NR1919--MA0482.1.Gata4	chr13	41447158	41447168	+	0.000	0.000	Merged-chr13-41447189-7
NR5740--MA0037.3.GATA3	chr4	156022069	156022076	-	0.000	0.000	Merged-chr4-156022073-120
NR3052--MA0766.1.GATA5	chr16	43661710	43661717	+	0.000	0.000	Merged-chr16-43661789-37
NR81--MA0035.3.Gata1	chr1	51820734	51820744	-	0.000	0.000	Merged-chr1-51820806-47
NR3089--MA0036.3.GATA2	chr16	45942379	45942389	-	0.000	0.000	Merged-chr16-45942365-39
NR7754--MA0035.3.Gata1	chr9	94614100	94614110	+	0.000	0.000	Merged-chr9-94614117-31
NR5723--MA0140.2.GATA1::TAL1	chr4	150517583	150517600	+	0.000	0.000	Merged-chr4-150517532-35
NR3821--MA1104.1.GATA6	chr18	79303776	79303788	-	0.000	0.000	Merged-chr18-79303705-44
NR2450--MA0766.1.GATA5	chr14	57713188	57713195	+	0.000	0.000	Merged-chr14-57713043-44
NR2538--MA0037.3.GATA3	chr14	78687948	78687955	-	0.000	0.000	Merged-chr14-78687892-42
NR1936--MA1104.1.GATA6	chr13	45850805	45850817	-	0.000	0.000	Merged-chr13-45850664-56
NR4056--MA1104.1.GATA6	chr2	13760571	13760583	+	0.000	0.000	Merged-chr2-13760550-51
NR679--MA0037.3.GATA3	chr10	17550177	17550184	+	0.000	0.000	Merged-chr10-17550297-37
NR7433--MA1104.1.GATA6	chr8	124520718	124520730	-	0.000	0.000	Merged-chr8-124520851-52
NR3227--MA0766.1.GATA5	chr16	75984113	75984120	-	0.000	0.000	Merged-chr16-75984013-36
NR918--MA0036.3.GATA2	chr10	96201432	96201442	-	0.000	0.000	Merged-chr10-96201472-66
NR5184--MA0035.3.Gata1	chr3	142709036	142709046	+	0.000	0.000	Merged-chr3-142708899-26
NR536--MA0037.3.GATA3	chr1	171643757	171643764	-	0.000	0.000	Merged-chr1-171643793-46
NR7956--MA1104.1.GATA6	chrX	75032271	75032283	-	0.000	0.000	Merged-chrX-75032186-8
NR7296--MA0766.1.GATA5	chr8	81773704	81773711	+	0.000	0.000	Merged-chr8-81773679-46
NR7515--MA0035.3.Gata1	chr9	31300706	31300716	+	0.000	0.000	Merged-chr9-31300664-3
NR1902--MA1104.1.GATA6	chr13	30748313	30748325	+	0.000	0.000	Merged-chr13-30748527-182
NR4703--MA0140.2.GATA1::TAL1	chr2	163131101	163131118	+	0.000	0.000	Merged-chr2-163131105-39
NR5125--MA0766.1.GATA5	chr3	133332579	133332586	-	0.000	0.000	Merged-chr3-133332565-72
NR7446--MA1104.1.GATA6	chr8	127589468	127589480	-	0.000	0.000	Merged-chr8-127589399-43
NR6368--MA0037.3.GATA3	chr6	91125080	91125087	+	0.000	0.000	Merged-chr6-91125010-35
NR3241--MA0482.1.Gata4	chr16	78217251	78217261	-	0.000	0.000	Merged-chr16-78217190-12
NR7252--MA0036.3.GATA2	chr8	64935134	64935144	+	0.000	0.000	Merged-chr8-64935114-22
NR1356--MA0482.1.Gata4	chr11	101627409	101627419	+	0.000	0.000	Merged-chr11-101627512-104
NR1264--MA1104.1.GATA6	chr11	76484395	76484407	-	0.000	0.000	Merged-chr11-76484240-22
NR190--MA0766.1.GATA5	chr1	85794297	85794304	+	0.000	0.000	Merged-chr1-85794071-131
NR5638--MA0036.3.GATA2	chr4	145312626	145312636	-	0.000	0.000	Merged-chr4-145312696-44
NR6870--MA0482.1.Gata4	chr7	72314635	72314645	+	0.000	0.000	Merged-chr7-72314558-78
NR3467--MA1104.1.GATA6	chr17	44718328	44718340	+	0.000	0.000	Merged-chr17-44718379-50
NR2843--MA0766.1.GATA5	chr15	78495178	78495185	+	0.000	0.000	Merged-chr15-78495177-43
NR7299--MA0036.3.GATA2	chr8	83715200	83715210	-	0.000	0.000	Merged-chr8-83715259-53
NR144--MA0140.2.GATA1::TAL1	chr1	82836638	82836655	-	0.000	0.000	Merged-chr1-82836652-59
NR5224--MA0036.3.GATA2	chr3	146699129	146699139	+	0.000	0.000	Merged-chr3-146699153-10
NR4351--MA0036.3.GATA2	chr2	85246760	85246770	+	0.000	0.000	Merged-chr2-85246695-45
NR6860--MA0035.3.Gata1	chr7	68479021	68479031	+	0.000	0.000	Merged-chr7-68478943-25
NR4975--MA0035.3.Gata1	chr3	93550239	93550249	+	0.000	0.000	Merged-chr3-93550146-53
NR1482--MA1104.1.GATA6	chr12	32183053	32183065	-	0.000	0.000	Merged-chr12-32183013-17
NR4290--MA0035.3.Gata1	chr2	72282907	72282917	-	0.000	0.000	Merged-chr2-72282934-17
NR6076--MA1104.1.GATA6	chr5	122145601	122145613	-	0.000	0.000	Merged-chr5-122145635-51
NR1978--MA0035.3.Gata1	chr13	55636686	55636696	+	0.000	0.000	Merged-chr13-55636712-28
NR7865--MA0482.1.Gata4	chr9	110684680	110684690	+	0.000	0.000	Merged-chr9-110684620-5
NR6966--MA0037.3.GATA3	chr7	101504104	101504111	-	0.000	0.000	Merged-chr7-101503907-73
NR2472--MA0140.2.GATA1::TAL1	chr14	60541861	60541878	+	0.000	0.000	Merged-chr14-60541882-16
NR7154--MA1104.1.GATA6	chr8	18768219	18768231	-	0.000	0.000	Merged-chr8-18768213-14
NR3015--MA0482.1.Gata4	chr16	27388012	27388022	+	0.000	0.000	Merged-chr16-27388094-20
NR1243--MA1104.1.GATA6	chr11	70265523	70265535	-	0.000	0.000	Merged-chr11-70265494-15
NR1606--MA0482.1.Gata4	chr12	77070146	77070156	+	0.000	0.000	Merged-chr12-77070291-10
NR5346--MA0036.3.GATA2	chr4	41737849	41737859	+	0.000	0.000	Merged-chr4-41737783-14
NR3427--MA0140.2.GATA1::TAL1	chr17	30867648	30867665	+	0.000	0.000	Merged-chr17-30867734-1
NR2642--MA0035.3.Gata1	chr14	118850298	118850308	-	0.000	0.000	Merged-chr14-118850528-43
NR2541--MA0036.3.GATA2	chr14	78687947	78687957	+	0.000	0.000	Merged-chr14-78687892-42
NR682--MA0036.3.GATA2	chr10	17550175	17550185	-	0.000	0.000	Merged-chr10-17550297-37
NR1054--MA0035.3.Gata1	chr11	6568133	6568143	+	0.000	0.000	Merged-chr11-6568162-40
NR3191--MA0035.3.Gata1	chr16	58679048	58679058	-	0.000	0.000	Merged-chr16-58678885-20
NR7929--MA0036.3.GATA2	chrX	9202157	9202167	+	0.000	0.000	Merged-chrX-9202139-21
NR5963--MA1104.1.GATA6	chr5	92375115	92375127	-	0.000	0.000	Merged-chr5-92374946-3
NR5487--MA1104.1.GATA6	chr4	89044204	89044216	-	0.000	0.000	Merged-chr4-89044155-38
NR1732--MA1104.1.GATA6	chr12	102350997	102351009	-	0.000	0.000	Merged-chr12-102350976-38
NR5293--MA0036.3.GATA2	chr4	6513161	6513171	-	0.000	0.000	Merged-chr4-6513131-20
NR4266--MA0037.3.GATA3	chr2	66185007	66185014	+	0.000	0.000	Merged-chr2-66184903-51
NR7752--MA1104.1.GATA6	chr9	94614099	94614111	-	0.000	0.000	Merged-chr9-94614117-31
NR52--MA0035.3.Gata1	chr1	36960732	36960742	-	0.000	0.000	Merged-chr1-36960699-30
NR6371--MA0036.3.GATA2	chr6	91125078	91125088	-	0.000	0.000	Merged-chr6-91125010-35
NR3018--MA0035.3.Gata1	chr16	27388011	27388021	+	0.000	0.000	Merged-chr16-27388094-20
NR1609--MA0035.3.Gata1	chr12	77070145	77070155	+	0.000	0.000	Merged-chr12-77070291-10
NR6894--MA0036.3.GATA2	chr7	80166890	80166900	+	0.000	0.000	Merged-chr7-80166871-28
NR2740--MA0482.1.Gata4	chr15	36375101	36375111	-	0.000	0.000	Merged-chr15-36375084-60
NR236--MA0037.3.GATA3	chr1	94035513	94035520	-	0.000	0.000	Merged-chr1-94035484-87
NR2801--MA0766.1.GATA5	chr15	59010878	59010885	-	0.000	0.000	Merged-chr15-59010782-34
NR7513--MA1104.1.GATA6	chr9	31300705	31300717	-	0.000	0.000	Merged-chr9-31300664-3
NR8019--MA1104.1.GATA6	chrX	167233407	167233419	-	0.000	0.000	Merged-chrX-167233516-43
NR7861--MA0037.3.GATA3	chr9	110448999	110449006	+	0.000	0.000	Merged-chr9-110449150-25
NR1602--MA1104.1.GATA6	chr12	76527616	76527628	+	0.000	0.000	Merged-chr12-76527633-28
NR1331--MA0037.3.GATA3	chr11	98783304	98783311	+	0.000	0.000	Merged-chr11-98783373-52
NR1117--MA0766.1.GATA5	chr11	23754518	23754525	+	0.000	0.000	Merged-chr11-23754497-34
NR3643--MA1104.1.GATA6	chr18	20970242	20970254	+	0.000	0.000	Merged-chr18-20970303-31
NR7475--MA0036.3.GATA2	chr9	11328913	11328923	+	0.000	0.000	Merged-chr9-11329095-28
NR2089--MA0037.3.GATA3	chr13	95697072	95697079	-	0.000	0.000	Merged-chr13-95697036-46
NR751--MA0482.1.Gata4	chr10	40713351	40713361	-	0.000	0.000	Merged-chr10-40713251-44
NR3196--MA0140.2.GATA1::TAL1	chr16	59617398	59617415	+	0.000	0.000	Merged-chr16-59617351-29
NR3573--MA0482.1.Gata4	chr17	80419076	80419086	+	0.000	0.000	Merged-chr17-80418993-27
NR3249--MA0035.3.Gata1	chr16	84864871	84864881	+	0.000	0.000	Merged-chr16-84864807-26
NR4079--MA0482.1.Gata4	chr2	18935689	18935699	+	0.000	0.000	Merged-chr2-18935718-26
NR2913--MA0036.3.GATA2	chr15	97373362	97373372	+	0.000	0.000	Merged-chr15-97373444-153
NR6043--MA0140.2.GATA1::TAL1	chr5	108694163	108694180	-	0.000	0.000	Merged-chr5-108694335-64
NR4877--MA0037.3.GATA3	chr3	60788288	60788295	-	0.000	0.000	Merged-chr3-60788099-46
NR5157--MA0482.1.Gata4	chr3	137969288	137969298	+	0.000	0.000	Merged-chr3-137969157-49
NR3238--MA0140.2.GATA1::TAL1	chr16	76337170	76337187	-	0.000	0.000	Merged-chr16-76337291-62
NR4702--MA0036.3.GATA2	chr2	163131099	163131109	+	0.000	0.000	Merged-chr2-163131105-39
NR7294--MA0482.1.Gata4	chr8	81773701	81773711	-	0.000	0.000	Merged-chr8-81773679-46
NR4784--MA0035.3.Gata1	chr2	181497621	181497631	+	0.000	0.000	Merged-chr2-181497766-4
NR968--MA0766.1.GATA5	chr10	111583207	111583214	+	0.000	0.000	Merged-chr10-111583294-13
NR374--MA0035.3.Gata1	chr1	136601136	136601146	+	0.000	0.000	Merged-chr1-136600909-41
NR1357--MA1104.1.GATA6	chr11	101627407	101627419	-	0.000	0.000	Merged-chr11-101627512-104
NR1239--MA0766.1.GATA5	chr11	69991098	69991105	-	0.000	0.000	Merged-chr11-69991335-71
NR2732--MA0482.1.Gata4	chr15	34412343	34412353	-	0.000	0.000	Merged-chr15-34412458-31
NR67--MA0482.1.Gata4	chr1	43457247	43457257	+	0.000	0.000	Merged-chr1-43457148-27
NR3053--MA0035.3.Gata1	chr16	43661708	43661718	-	0.000	0.000	Merged-chr16-43661789-37
NR3228--MA0035.3.Gata1	chr16	75984112	75984122	+	0.000	0.000	Merged-chr16-75984013-36
NR4240--MA0140.2.GATA1::TAL1	chr2	59055790	59055807	+	0.000	0.000	Merged-chr2-59055992-29
NR7021--MA0482.1.Gata4	chr7	117394166	117394176	+	0.000	0.000	Merged-chr7-117394201-50
NR2525--MA0036.3.GATA2	chr14	74889136	74889146	+	0.000	0.000	Merged-chr14-74889136-25
NR3236--MA0036.3.GATA2	chr16	76337179	76337189	-	0.000	0.000	Merged-chr16-76337291-62
NR6081--MA0766.1.GATA5	chr5	123603827	123603834	+	0.000	0.000	Merged-chr5-123603758-26
NR5388--MA0482.1.Gata4	chr4	59281127	59281137	+	0.000	0.000	Merged-chr4-59281104-23
NR3016--MA1104.1.GATA6	chr16	27388010	27388022	-	0.000	0.000	Merged-chr16-27388094-20
NR1607--MA1104.1.GATA6	chr12	77070144	77070156	-	0.000	0.000	Merged-chr12-77070291-10
NR2092--MA0036.3.GATA2	chr13	95697071	95697081	+	0.000	0.000	Merged-chr13-95697036-46
NR191--MA0035.3.Gata1	chr1	85794295	85794305	-	0.000	0.000	Merged-chr1-85794071-131
NR4837--MA0036.3.GATA2	chr3	37483949	37483959	-	0.000	0.000	Merged-chr3-37484009-38
NR7034--MA0482.1.Gata4	chr7	120729757	120729767	-	0.000	0.000	Merged-chr7-120729886-25
NR3949--MA0140.2.GATA1::TAL1	chr19	29270292	29270309	-	0.000	0.000	Merged-chr19-29270422-21
NR2844--MA0035.3.Gata1	chr15	78495176	78495186	-	0.000	0.000	Merged-chr15-78495177-43
NR6780--MA0482.1.Gata4	chr7	27725772	27725782	+	0.000	0.000	Merged-chr7-27725861-23
NR7828--MA0482.1.Gata4	chr9	103426517	103426527	-	0.000	0.000	Merged-chr9-103426550-25
NR6570--MA0766.1.GATA5	chr6	130102978	130102985	-	0.000	0.000	Merged-chr6-130103023-31
NR4880--MA0036.3.GATA2	chr3	60788287	60788297	+	0.000	0.000	Merged-chr3-60788099-46
NR7024--MA0035.3.Gata1	chr7	117394165	117394175	+	0.000	0.000	Merged-chr7-117394201-50
NR7000--MA0482.1.Gata4	chr7	113295232	113295242	+	0.000	0.000	Merged-chr7-113295402-55
NR6082--MA0037.3.GATA3	chr5	123749486	123749493	+	0.000	0.000	Merged-chr5-123749470-86
NR2291--MA0482.1.Gata4	chr14	19979553	19979563	-	0.000	0.000	Merged-chr14-19979538-4
NR2741--MA1104.1.GATA6	chr15	36375101	36375113	+	0.000	0.000	Merged-chr15-36375084-60
NR4054--MA0037.3.GATA3	chr2	13760574	13760581	+	0.000	0.000	Merged-chr2-13760550-51
NR4698--MA0766.1.GATA5	chr2	162998790	162998797	+	0.000	0.000	Merged-chr2-162998735-32
NR4969--MA0766.1.GATA5	chr3	89906214	89906221	-	0.000	0.000	Merged-chr3-89906356-37
NR7431--MA0037.3.GATA3	chr8	124520720	124520727	-	0.000	0.000	Merged-chr8-124520851-52
NR2342--MA0036.3.GATA2	chr14	31401015	31401025	-	0.000	0.000	Merged-chr14-31401139-16
NR1269--MA0035.3.Gata1	chr11	76599252	76599262	-	0.000	0.000	Merged-chr11-76599172-10
NR1178--MA0766.1.GATA5	chr11	53330482	53330489	+	0.000	0.000	Merged-chr11-53330512-15
NR1168--MA0036.3.GATA2	chr11	51760531	51760541	-	0.000	0.000	Merged-chr11-51760433-27
NR3373--MA0140.2.GATA1::TAL1	chr17	12205681	12205698	+	0.000	0.000	Merged-chr17-12205812-57
NR3499--MA1104.1.GATA6	chr17	56034600	56034612	+	0.000	0.000	Merged-chr17-56034700-41
NR441--MA0035.3.Gata1	chr1	156956632	156956642	+	0.000	0.000	Merged-chr1-156956579-55
NR6783--MA0035.3.Gata1	chr7	27725771	27725781	+	0.000	0.000	Merged-chr7-27725861-23
NR340--MA0036.3.GATA2	chr1	127297165	127297175	+	0.000	0.000	Merged-chr1-127297024-52
NR1824--MA0140.2.GATA1::TAL1	chr12	116177229	116177246	+	0.000	0.000	Merged-chr12-116177118-24
NR3329--MA0035.3.Gata1	chr17	3246828	3246838	-	0.000	0.000	Merged-chr17-3246798-10
NR387--MA0036.3.GATA2	chr1	139009692	139009702	+	0.000	0.000	Merged-chr1-139009798-23
NR2974--MA0036.3.GATA2	chr16	10676897	10676907	-	0.000	0.000	Merged-chr16-10676780-15
NR5145--MA1104.1.GATA6	chr3	136742958	136742970	-	0.000	0.000	Merged-chr3-136742959-57
NR7444--MA0037.3.GATA3	chr8	127589470	127589477	-	0.000	0.000	Merged-chr8-127589399-43
NR2432--MA0482.1.Gata4	chr14	54227576	54227586	-	0.000	0.000	Merged-chr14-54227788-83
NR752--MA1104.1.GATA6	chr10	40713351	40713363	+	0.000	0.000	Merged-chr10-40713251-44
NR1289--MA0140.2.GATA1::TAL1	chr11	88204227	88204244	+	0.000	0.000	Merged-chr11-88204255-77
NR2294--MA0035.3.Gata1	chr14	19979554	19979564	-	0.000	0.000	Merged-chr14-19979538-4
NR6562--MA0766.1.GATA5	chr6	130078306	130078313	-	0.000	0.000	Merged-chr6-130078295-22
NR748--MA0482.1.Gata4	chr10	39909004	39909014	-	0.000	0.000	Merged-chr10-39908965-34
NR7058--MA0036.3.GATA2	chr7	127293655	127293665	+	0.000	0.000	Merged-chr7-127293782-25
NR528--MA0036.3.GATA2	chr1	170867890	170867900	-	0.000	0.000	Merged-chr1-170867765-57
NR5158--MA1104.1.GATA6	chr3	137969286	137969298	-	0.000	0.000	Merged-chr3-137969157-49
NR605--MA0482.1.Gata4	chr1	191445991	191446001	+	0.000	0.000	Merged-chr1-191445969-55
NR7391--MA0037.3.GATA3	chr8	117801966	117801973	+	0.000	0.000	Merged-chr8-117802067-74
NR7295--MA1104.1.GATA6	chr8	81773701	81773713	+	0.000	0.000	Merged-chr8-81773679-46
NR1480--MA0037.3.GATA3	chr12	32183055	32183062	-	0.000	0.000	Merged-chr12-32183013-17
NR2716--MA0482.1.Gata4	chr15	25269748	25269758	-	0.000	0.000	Merged-chr15-25269773-79
NR7906--MA0140.2.GATA1::TAL1	chr9	119751673	119751690	+	0.000	0.000	Merged-chr9-119751685-26
NR2802--MA0035.3.Gata1	chr15	59010877	59010887	+	0.000	0.000	Merged-chr15-59010782-34
NR714--MA0482.1.Gata4	chr10	26229622	26229632	+	0.000	0.000	Merged-chr10-26229708-29
NR2692--MA0766.1.GATA5	chr15	8280450	8280457	-	0.000	0.000	Merged-chr15-8280344-8
NR6200--MA0140.2.GATA1::TAL1	chr6	15793418	15793435	-	0.000	0.000	Merged-chr6-15793359-107
NR6871--MA0035.3.Gata1	chr7	72314634	72314644	+	0.000	0.000	Merged-chr7-72314558-78
NR68--MA1104.1.GATA6	chr1	43457245	43457257	-	0.000	0.000	Merged-chr1-43457148-27
NR6217--MA0036.3.GATA2	chr6	34364727	34364737	-	0.000	0.000	Merged-chr6-34364838-25
NR1118--MA0035.3.Gata1	chr11	23754516	23754526	-	0.000	0.000	Merged-chr11-23754497-34
NR1493--MA0037.3.GATA3	chr12	36057888	36057895	-	0.000	0.000	Merged-chr12-36057875-8
NR2333--MA0140.2.GATA1::TAL1	chr14	30265876	30265893	+	0.000	0.000	Merged-chr14-30265946-17
NR2315--MA0482.1.Gata4	chr14	27384254	27384264	+	0.000	0.000	Merged-chr14-27384235-54
NR2796--MA0035.3.Gata1	chr15	58697154	58697164	-	0.000	0.000	Merged-chr15-58697268-28
NR2977--MA0140.2.GATA1::TAL1	chr16	11526680	11526697	-	0.000	0.000	Merged-chr16-11526520-43
NR608--MA0035.3.Gata1	chr1	191445990	191446000	+	0.000	0.000	Merged-chr1-191445969-55
NR2105--MA0766.1.GATA5	chr13	100201826	100201833	-	0.000	0.000	Merged-chr13-100202015-43
NR7022--MA1104.1.GATA6	chr7	117394164	117394176	-	0.000	0.000	Merged-chr7-117394201-50
NR2076--MA0036.3.GATA2	chr13	90886326	90886336	-	0.000	0.000	Merged-chr13-90886172-1
NR5485--MA0037.3.GATA3	chr4	89044206	89044213	-	0.000	0.000	Merged-chr4-89044155-38
NR1730--MA0037.3.GATA3	chr12	102350999	102351006	-	0.000	0.000	Merged-chr12-102350976-38
NR5389--MA1104.1.GATA6	chr4	59281125	59281137	-	0.000	0.000	Merged-chr4-59281104-23
NR6241--MA0482.1.Gata4	chr6	42245804	42245814	+	0.000	0.000	Merged-chr6-42245976-48
NR2204--MA0036.3.GATA2	chr13	113023933	113023943	+	0.000	0.000	Merged-chr13-113023939-34
NR4171--MA0035.3.Gata1	chr2	44557374	44557384	-	0.000	0.000	Merged-chr2-44557255-38
NR4417--MA0766.1.GATA5	chr2	104763430	104763437	+	0.000	0.000	Merged-chr2-104763396-33
NR7274--MA0037.3.GATA3	chr8	75082611	75082618	+	0.000	0.000	Merged-chr8-75082480-28
NR2804--MA0482.1.Gata4	chr15	60132889	60132899	-	0.000	0.000	Merged-chr15-60132913-50
NR674--MA0482.1.Gata4	chr10	14326188	14326198	-	0.000	0.000	Merged-chr10-14326395-38
NR6781--MA1104.1.GATA6	chr7	27725770	27725782	-	0.000	0.000	Merged-chr7-27725861-23
NR7829--MA1104.1.GATA6	chr9	103426517	103426529	+	0.000	0.000	Merged-chr9-103426550-25
NR6934--MA0766.1.GATA5	chr7	90007381	90007388	+	0.000	0.000	Merged-chr7-90007418-46
NR5900--MA0035.3.Gata1	chr5	65832147	65832157	+	0.000	0.000	Merged-chr5-65832305-23
NR90--MA0037.3.GATA3	chr1	60990423	60990430	-	0.000	0.000	Merged-chr1-60990456-63
NR2469--MA0036.3.GATA2	chr14	60131691	60131701	+	0.000	0.000	Merged-chr14-60131750-51
NR5780--MA0036.3.GATA2	chr5	23416083	23416093	-	0.000	0.000	Merged-chr5-23416133-73
NR1921--MA0035.3.Gata1	chr13	41447157	41447167	+	0.000	0.000	Merged-chr13-41447189-7
NR6286--MA0036.3.GATA2	chr6	61225493	61225503	+	0.000	0.000	Merged-chr6-61225621-10
NR2427--MA0035.3.Gata1	chr14	54158795	54158805	+	0.000	0.000	Merged-chr14-54158757-16
NR2798--MA0482.1.Gata4	chr15	59010878	59010888	+	0.000	0.000	Merged-chr15-59010782-34
NR2292--MA1104.1.GATA6	chr14	19979553	19979565	+	0.000	0.000	Merged-chr14-19979538-4
NR1144--MA0140.2.GATA1::TAL1	chr11	43412973	43412990	+	0.000	0.000	Merged-chr11-43412987-16
NR4096--MA0036.3.GATA2	chr2	25054339	25054349	+	0.000	0.000	Merged-chr2-25054565-53
NR6775--MA0036.3.GATA2	chr7	25296997	25297007	+	0.000	0.000	Merged-chr7-25297148-3
NR3178--MA1104.1.GATA6	chr16	58546297	58546309	+	0.000	0.000	Merged-chr16-58546287-56
NR6257--MA0035.3.Gata1	chr6	50387874	50387884	-	0.000	0.000	Merged-chr6-50387910-30
NR194--MA1104.1.GATA6	chr1	87132395	87132407	+	0.000	0.000	Merged-chr1-87132380-14
NR7863--MA0766.1.GATA5	chr9	110448999	110449006	+	0.000	0.000	Merged-chr9-110449150-25
NR5063--MA0037.3.GATA3	chr3	122419826	122419833	+	0.000	0.000	Merged-chr3-122419865-81
NR6571--MA0035.3.Gata1	chr6	130102977	130102987	+	0.000	0.000	Merged-chr6-130103023-31
NR504--MA0140.2.GATA1::TAL1	chr1	164972974	164972991	+	0.000	0.000	Merged-chr1-164973033-32
NR2433--MA1104.1.GATA6	chr14	54227576	54227588	+	0.000	0.000	Merged-chr14-54227788-83
NR1355--MA0037.3.GATA3	chr11	101627409	101627416	-	0.000	0.000	Merged-chr11-101627512-104
NR6521--MA1104.1.GATA6	chr6	126849234	126849246	+	0.000	0.000	Merged-chr6-126849069-62
NR2305--MA0036.3.GATA2	chr14	25857534	25857544	+	0.000	0.000	Merged-chr14-25857742-93
NR5168--MA0482.1.Gata4	chr3	139024692	139024702	+	0.000	0.000	Merged-chr3-139024771-15
NR4247--MA0766.1.GATA5	chr2	62352186	62352193	-	0.000	0.000	Merged-chr2-62352277-29
NR2101--MA0035.3.Gata1	chr13	98124618	98124628	+	0.000	0.000	Merged-chr13-98124541-43
NR427--MA0482.1.Gata4	chr1	151457355	151457365	-	0.000	0.000	Merged-chr1-151457268-30
NR606--MA1104.1.GATA6	chr1	191445989	191446001	-	0.000	0.000	Merged-chr1-191445969-55
NR78--MA0482.1.Gata4	chr1	51820733	51820743	-	0.000	0.000	Merged-chr1-51820806-47
NR4699--MA0035.3.Gata1	chr2	162998788	162998798	-	0.000	0.000	Merged-chr2-162998735-32
NR2717--MA1104.1.GATA6	chr15	25269748	25269760	+	0.000	0.000	Merged-chr15-25269773-79
NR1822--MA0766.1.GATA5	chr12	116177228	116177235	-	0.000	0.000	Merged-chr12-116177118-24
NR1812--MA0036.3.GATA2	chr12	115158964	115158974	-	0.000	0.000	Merged-chr12-115158919-2
NR6084--MA0482.1.Gata4	chr5	124022517	124022527	+	0.000	0.000	Merged-chr5-124022476-27
NR8020--MA0036.3.GATA2	chrX	167233408	167233418	+	0.000	0.000	Merged-chrX-167233516-43
NR6145--MA0766.1.GATA5	chr5	147063478	147063485	-	0.000	0.000	Merged-chr5-147063758-85
NR715--MA1104.1.GATA6	chr10	26229620	26229632	-	0.000	0.000	Merged-chr10-26229708-29
NR7864--MA0037.3.GATA3	chr9	110684680	110684687	-	0.000	0.000	Merged-chr9-110684620-5
NR7388--MA0037.3.GATA3	chr8	117548685	117548692	-	0.000	0.000	Merged-chr8-117548585-70
NR2922--MA0037.3.GATA3	chr15	101388145	101388152	-	0.000	0.000	Merged-chr15-101388154-52
NR4327--MA0482.1.Gata4	chr2	84020115	84020125	-	0.000	0.000	Merged-chr2-84020132-33
