#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR9394--MA0036.3.GATA2	chr8	117801964	117801974	-	0.000	0.000	Merged-chr8-117802067-74
NR3498--MA0482.1.Gata4	chr15	25269748	25269758	-	0.000	0.000	Merged-chr15-25269773-79
NR3769--MA0482.1.Gata4	chr15	103339526	103339536	+	0.000	0.000	Merged-chr15-103339534-3
NR7212--MA0140.2.GATA1::TAL1	chr4	150517583	150517600	+	0.000	0.000	Merged-chr4-150517532-35
NR3774--MA0140.2.GATA1::TAL1	chr15	103339527	103339544	+	0.000	0.000	Merged-chr15-103339534-3
NR8550--MA0766.1.GATA5	chr6	144987415	144987422	+	0.000	0.000	Merged-chr6-144987357-14
NR8909--MA0037.3.GATA3	chr7	110265937	110265944	+	0.000	0.000	Merged-chr7-110265938-33
NR4407--MA0037.3.GATA3	chr17	42782413	42782420	+	0.000	0.000	Merged-chr17-42782364-40
NR1556--MA0035.3.Gata1	chr11	19993875	19993885	-	0.000	0.000	Merged-chr11-19993906-5
NR565--MA0036.3.GATA2	chr1	132046415	132046425	-	0.000	0.000	Merged-chr1-132046441-41
NR1208--MA0035.3.Gata1	chr10	82811967	82811977	+	0.000	0.000	Merged-chr10-82812084-42
NR703--MA0766.1.GATA5	chr1	161794946	161794953	-	0.000	0.000	Merged-chr1-161794797-65
NR3658--MA0036.3.GATA2	chr15	61438673	61438683	-	0.000	0.000	Merged-chr15-61438700-21
NR6722--MA0035.3.Gata1	chr4	19923450	19923460	-	0.000	0.000	Merged-chr4-19923492-7
NR9027--MA0482.1.Gata4	chr7	140207133	140207143	+	0.000	0.000	Merged-chr7-140207191-19
NR3049--MA0766.1.GATA5	chr14	23475556	23475563	-	0.000	0.000	Merged-chr14-23475735-25
NR2770--MA1104.1.GATA6	chr13	89425614	89425626	+	0.000	0.000	Merged-chr13-89425827-19
NR78--MA0035.3.Gata1	chr1	14514551	14514561	-	0.000	0.000	Merged-chr1-14514684-1
NR5319--MA0482.1.Gata4	chr2	59469818	59469828	+	0.000	0.000	Merged-chr2-59469655-1
NR5405--MA0035.3.Gata1	chr2	80315536	80315546	+	0.000	0.000	Merged-chr2-80315576-77
NR9411--MA0037.3.GATA3	chr8	124520720	124520727	-	0.000	0.000	Merged-chr8-124520851-52
NR9341--MA0482.1.Gata4	chr8	107164414	107164424	+	0.000	0.000	Merged-chr8-107164486-19
NR9407--MA0482.1.Gata4	chr8	122951686	122951696	-	0.000	0.000	Merged-chr8-122951774-1
NR3895--MA0037.3.GATA3	chr16	29856393	29856400	-	0.000	0.000	Merged-chr16-29856280-19
NR2600--MA0035.3.Gata1	chr13	61996742	61996752	+	0.000	0.000	Merged-chr13-61996796-15
NR5091--MA0482.1.Gata4	chr19	53185684	53185694	+	0.000	0.000	Merged-chr19-53185705-40
NR2581--MA0035.3.Gata1	chr13	55636686	55636696	+	0.000	0.000	Merged-chr13-55636712-28
NR3385--MA1104.1.GATA6	chr14	118796304	118796316	-	0.000	0.000	Merged-chr14-118796395-16
NR7759--MA0036.3.GATA2	chr5	139483516	139483526	+	0.000	0.000	Merged-chr5-139483495-36
NR5014--MA0482.1.Gata4	chr19	8019878	8019888	+	0.000	0.000	Merged-chr19-8019847-106
NR7698--MA0035.3.Gata1	chr5	118069583	118069593	-	0.000	0.000	Merged-chr5-118069472-39
NR1310--MA0037.3.GATA3	chr10	99393614	99393621	+	0.000	0.000	Merged-chr10-99393384-65
NR1263--MA0140.2.GATA1::TAL1	chr10	91141663	91141680	-	0.000	0.000	Merged-chr10-91141704-33
NR5327--MA0766.1.GATA5	chr2	60418238	60418245	+	0.000	0.000	Merged-chr2-60418304-27
NR67--MA0482.1.Gata4	chr1	13293496	13293506	+	0.000	0.000	Merged-chr1-13293593-50
NR5302--MA1104.1.GATA6	chr2	54421122	54421134	-	0.000	0.000	Merged-chr2-54421215-1
NR9415--MA0766.1.GATA5	chr8	124520720	124520727	-	0.000	0.000	Merged-chr8-124520851-52
NR6430--MA0035.3.Gata1	chr3	133623447	133623457	+	0.000	0.000	Merged-chr3-133623556-36
NR392--MA0766.1.GATA5	chr1	94035513	94035520	-	0.000	0.000	Merged-chr1-94035484-87
NR4183--MA0766.1.GATA5	chr16	93918466	93918473	-	0.000	0.000	Merged-chr16-93918388-61
NR4444--MA0036.3.GATA2	chr17	56291309	56291319	+	0.000	0.000	Merged-chr17-56291357-21
NR5755--MA0482.1.Gata4	chr2	153525960	153525970	+	0.000	0.000	Merged-chr2-153526092-26
NR9913--MA0037.3.GATA3	chrX	140537799	140537806	-	0.000	0.000	Merged-chrX-140537922-35
NR8380--MA0766.1.GATA5	chr6	130102978	130102985	-	0.000	0.000	Merged-chr6-130103023-31
NR3460--MA0037.3.GATA3	chr15	9600293	9600300	+	0.000	0.000	Merged-chr15-9600289-13
NR8197--MA0037.3.GATA3	chr6	97311130	97311137	+	0.000	0.000	Merged-chr6-97311024-32
NR8912--MA0036.3.GATA2	chr7	110265935	110265945	-	0.000	0.000	Merged-chr7-110265938-33
NR1109--MA0766.1.GATA5	chr10	61559864	61559871	-	0.000	0.000	Merged-chr10-61559785-43
NR4410--MA0036.3.GATA2	chr17	42782411	42782421	-	0.000	0.000	Merged-chr17-42782364-40
NR3635--MA1104.1.GATA6	chr15	53267116	53267128	+	0.000	0.000	Merged-chr15-53267286-91
NR1776--MA0482.1.Gata4	chr11	115564106	115564116	-	0.000	0.000	Merged-chr11-115564290-52
NR2740--MA0766.1.GATA5	chr13	85498878	85498885	+	0.000	0.000	Merged-chr13-85498931-37
NR1386--MA0035.3.Gata1	chr10	108333779	108333789	+	0.000	0.000	Merged-chr10-108333731-6
NR8325--MA0037.3.GATA3	chr6	126849237	126849244	+	0.000	0.000	Merged-chr6-126849069-62
NR4498--MA0140.2.GATA1::TAL1	chr17	67403715	67403732	+	0.000	0.000	Merged-chr17-67403905-1
NR1065--MA1104.1.GATA6	chr10	54032771	54032783	-	0.000	0.000	Merged-chr10-54032709-48
NR5010--MA1104.1.GATA6	chr19	6015316	6015328	-	0.000	0.000	Merged-chr19-6015500-73
NR4203--MA0037.3.GATA3	chr16	97204301	97204308	-	0.000	0.000	Merged-chr16-97204388-55
NR2501--MA0766.1.GATA5	chr13	20094995	20095002	-	0.000	0.000	Merged-chr13-20095026-36
NR2886--MA0036.3.GATA2	chr13	110790484	110790494	-	0.000	0.000	Merged-chr13-110790449-2
NR6779--MA0766.1.GATA5	chr4	33189443	33189450	-	0.000	0.000	Merged-chr4-33189254-36
NR2430--MA0035.3.Gata1	chr13	8457033	8457043	+	0.000	0.000	Merged-chr13-8457184-81
NR1206--MA1104.1.GATA6	chr10	82811966	82811978	-	0.000	0.000	Merged-chr10-82812084-42
NR5048--MA0766.1.GATA5	chr19	29367426	29367433	+	0.000	0.000	Merged-chr19-29367376-49
NR7547--MA0035.3.Gata1	chr5	65867407	65867417	+	0.000	0.000	Merged-chr5-65867573-52
NR8699--MA0037.3.GATA3	chr7	45526451	45526458	-	0.000	0.000	Merged-chr7-45526317-62
NR2586--MA0035.3.Gata1	chr13	59585437	59585447	+	0.000	0.000	Merged-chr13-59585318-80
NR1136--MA0482.1.Gata4	chr10	69168674	69168684	+	0.000	0.000	Merged-chr10-69168741-15
NR998--MA0035.3.Gata1	chr10	34117969	34117979	+	0.000	0.000	Merged-chr10-34117997-36
NR9429--MA1104.1.GATA6	chr8	125351839	125351851	+	0.000	0.000	Merged-chr8-125351679-18
NR1934--MA0037.3.GATA3	chr12	36057888	36057895	-	0.000	0.000	Merged-chr12-36057875-8
NR3247--MA1104.1.GATA6	chr14	87439911	87439923	-	0.000	0.000	Merged-chr14-87439901-5
NR1545--MA0140.2.GATA1::TAL1	chr11	14111008	14111025	+	0.000	0.000	Merged-chr11-14111026-9
NR3499--MA1104.1.GATA6	chr15	25269748	25269760	+	0.000	0.000	Merged-chr15-25269773-79
NR4826--MA0766.1.GATA5	chr18	56733839	56733846	+	0.000	0.000	Merged-chr18-56734019-60
NR8362--MA0036.3.GATA2	chr6	129533344	129533354	-	0.000	0.000	Merged-chr6-129533355-94
NR8986--MA0035.3.Gata1	chr7	125472208	125472218	+	0.000	0.000	Merged-chr7-125472313-74
NR2549--MA0037.3.GATA3	chr13	41948368	41948375	+	0.000	0.000	Merged-chr13-41948463-1
NR9797--MA0140.2.GATA1::TAL1	chr9	123021037	123021054	-	0.000	0.000	Merged-chr9-123021299-81
NR5195--MA0035.3.Gata1	chr2	20969347	20969357	-	0.000	0.000	Merged-chr2-20969092-180
NR8224--MA0035.3.Gata1	chr6	100011906	100011916	-	0.000	0.000	Merged-chr6-100011850-11
NR9028--MA1104.1.GATA6	chr7	140207131	140207143	-	0.000	0.000	Merged-chr7-140207191-19
NR353--MA0036.3.GATA2	chr1	87878050	87878060	+	0.000	0.000	Merged-chr1-87877929-42
NR148--MA0036.3.GATA2	chr1	36920486	36920496	+	0.000	0.000	Merged-chr1-36920402-81
NR2836--MA0035.3.Gata1	chr13	101702250	101702260	-	0.000	0.000	Merged-chr13-101702260-81
NR9342--MA1104.1.GATA6	chr8	107164412	107164424	-	0.000	0.000	Merged-chr8-107164486-19
NR2270--MA0482.1.Gata4	chr12	99544689	99544699	-	0.000	0.000	Merged-chr12-99544732-47
NR9408--MA1104.1.GATA6	chr8	122951686	122951698	+	0.000	0.000	Merged-chr8-122951774-1
NR9756--MA0037.3.GATA3	chr9	107986402	107986409	-	0.000	0.000	Merged-chr9-107986494-4
NR5092--MA1104.1.GATA6	chr19	53185682	53185694	-	0.000	0.000	Merged-chr19-53185705-40
NR8694--MA0035.3.Gata1	chr7	44496629	44496639	+	0.000	0.000	Merged-chr7-44496496-71
NR2302--MA0482.1.Gata4	chr12	107729452	107729462	+	0.000	0.000	Merged-chr12-107729406-18
NR6323--MA0766.1.GATA5	chr3	115693560	115693567	-	0.000	0.000	Merged-chr3-115693579-13
NR443--MA0482.1.Gata4	chr1	105803092	105803102	-	0.000	0.000	Merged-chr1-105803155-19
NR8551--MA0035.3.Gata1	chr6	144987413	144987423	-	0.000	0.000	Merged-chr6-144987357-14
NR1655--MA0037.3.GATA3	chr11	64037641	64037648	+	0.000	0.000	Merged-chr11-64037767-32
NR966--MA0482.1.Gata4	chr10	26325439	26325449	+	0.000	0.000	Merged-chr10-26325461-56
NR7423--MA0037.3.GATA3	chr5	37083247	37083254	-	0.000	0.000	Merged-chr5-37083387-28
NR4572--MA0035.3.Gata1	chr17	85170944	85170954	+	0.000	0.000	Merged-chr17-85170912-29
NR7714--MA0140.2.GATA1::TAL1	chr5	124633588	124633605	-	0.000	0.000	Merged-chr5-124633654-10
NR7005--MA0482.1.Gata4	chr4	95197263	95197273	-	0.000	0.000	Merged-chr4-95197383-10
NR2273--MA0035.3.Gata1	chr12	99544690	99544700	-	0.000	0.000	Merged-chr12-99544732-47
NR5325--MA0482.1.Gata4	chr2	60418235	60418245	-	0.000	0.000	Merged-chr2-60418304-27
NR7803--MA0037.3.GATA3	chr5	150593213	150593220	-	0.000	0.000	Merged-chr5-150593583-231
NR6361--MA0035.3.Gata1	chr3	121444111	121444121	+	0.000	0.000	Merged-chr3-121444097-11
NR661--MA0482.1.Gata4	chr1	151973291	151973301	-	0.000	0.000	Merged-chr1-151973357-25
NR2291--MA0766.1.GATA5	chr12	105019701	105019708	-	0.000	0.000	Merged-chr12-105019829-37
NR2552--MA0036.3.GATA2	chr13	41948366	41948376	-	0.000	0.000	Merged-chr13-41948463-1
NR2424--MA0482.1.Gata4	chr13	8457041	8457051	+	0.000	0.000	Merged-chr13-8457184-81
NR2305--MA0035.3.Gata1	chr12	107729451	107729461	+	0.000	0.000	Merged-chr12-107729406-18
NR4484--MA0036.3.GATA2	chr17	64602272	64602282	-	0.000	0.000	Merged-chr17-64602197-17
NR6512--MA0482.1.Gata4	chr3	142560551	142560561	+	0.000	0.000	Merged-chr3-142560586-84
NR8843--MA0036.3.GATA2	chr7	88206900	88206910	-	0.000	0.000	Merged-chr7-88206806-101
NR3612--MA0140.2.GATA1::TAL1	chr15	50513250	50513267	-	0.000	0.000	Merged-chr15-50513115-13
NR8920--MA0482.1.Gata4	chr7	110625215	110625225	-	0.000	0.000	Merged-chr7-110625167-10
NR969--MA0035.3.Gata1	chr10	26325438	26325448	+	0.000	0.000	Merged-chr10-26325461-56
NR9155--MA0482.1.Gata4	chr8	34164660	34164670	+	0.000	0.000	Merged-chr8-34164566-26
NR7797--MA0037.3.GATA3	chr5	150220587	150220594	-	0.000	0.000	Merged-chr5-150220578-7
NR6800--MA1104.1.GATA6	chr4	43973611	43973623	-	0.000	0.000	Merged-chr4-43973629-28
NR5180--MA0037.3.GATA3	chr2	17644736	17644743	+	0.000	0.000	Merged-chr2-17644831-25
NR2313--MA0036.3.GATA2	chr12	110689849	110689859	-	0.000	0.000	Merged-chr12-110689902-59
NR8282--MA0482.1.Gata4	chr6	117932748	117932758	+	0.000	0.000	Merged-chr6-117932837-16
NR8984--MA1104.1.GATA6	chr7	125472207	125472219	-	0.000	0.000	Merged-chr7-125472313-74
NR393--MA0035.3.Gata1	chr1	94035512	94035522	+	0.000	0.000	Merged-chr1-94035484-87
NR8974--MA0140.2.GATA1::TAL1	chr7	121641348	121641365	-	0.000	0.000	Merged-chr7-121641450-48
NR4184--MA0035.3.Gata1	chr16	93918465	93918475	+	0.000	0.000	Merged-chr16-93918388-61
NR2023--MA0482.1.Gata4	chr12	52718555	52718565	+	0.000	0.000	Merged-chr12-52718662-1
NR8200--MA0766.1.GATA5	chr6	97311130	97311137	+	0.000	0.000	Merged-chr6-97311024-32
NR8856--MA0036.3.GATA2	chr7	89841972	89841982	-	0.000	0.000	Merged-chr7-89842093-31
NR8933--MA0482.1.Gata4	chr7	113419584	113419594	-	0.000	0.000	Merged-chr7-113419557-35
NR6777--MA0482.1.Gata4	chr4	33189443	33189453	+	0.000	0.000	Merged-chr4-33189254-36
NR7488--MA0482.1.Gata4	chr5	54098238	54098248	+	0.000	0.000	Merged-chr5-54098374-26
NR4978--MA0035.3.Gata1	chr18	84355147	84355157	-	0.000	0.000	Merged-chr18-84355361-12
NR6363--MA0482.1.Gata4	chr3	122419823	122419833	-	0.000	0.000	Merged-chr3-122419865-81
NR5990--MA0035.3.Gata1	chr3	41107781	41107791	+	0.000	0.000	Merged-chr3-41107952-27
NR723--MA1104.1.GATA6	chr1	165985894	165985906	+	0.000	0.000	Merged-chr1-165985990-54
NR8381--MA0035.3.Gata1	chr6	130102977	130102987	+	0.000	0.000	Merged-chr6-130103023-31
NR1137--MA1104.1.GATA6	chr10	69168672	69168684	-	0.000	0.000	Merged-chr10-69168741-15
NR5050--MA0037.3.GATA3	chr19	31210684	31210691	-	0.000	0.000	Merged-chr19-31210653-54
NR2834--MA1104.1.GATA6	chr13	101702249	101702261	+	0.000	0.000	Merged-chr13-101702260-81
NR677--MA0035.3.Gata1	chr1	156956632	156956642	+	0.000	0.000	Merged-chr1-156956579-55
NR9730--MA0035.3.Gata1	chr9	92274453	92274463	+	0.000	0.000	Merged-chr9-92274591-56
NR9390--MA0037.3.GATA3	chr8	117548685	117548692	-	0.000	0.000	Merged-chr8-117548585-70
NR1423--MA0140.2.GATA1::TAL1	chr10	115681713	115681730	+	0.000	0.000	Merged-chr10-115681660-2
NR2502--MA0035.3.Gata1	chr13	20094994	20095004	+	0.000	0.000	Merged-chr13-20095026-36
NR9836--MA0037.3.GATA3	chrX	17365319	17365326	-	0.000	0.000	Merged-chrX-17365333-21
NR7119--MA0482.1.Gata4	chr4	129960258	129960268	+	0.000	0.000	Merged-chr4-129960127-71
NR5049--MA0035.3.Gata1	chr19	29367424	29367434	-	0.000	0.000	Merged-chr19-29367376-49
NR6773--MA1104.1.GATA6	chr4	33110180	33110192	-	0.000	0.000	Merged-chr4-33110299-20
NR2557--MA0036.3.GATA2	chr13	45371943	45371953	-	0.000	0.000	Merged-chr13-45371918-16
NR2271--MA1104.1.GATA6	chr12	99544689	99544701	+	0.000	0.000	Merged-chr12-99544732-47
NR3048--MA1104.1.GATA6	chr14	23475554	23475566	-	0.000	0.000	Merged-chr14-23475735-25
NR4104--MA0766.1.GATA5	chr16	78265278	78265285	-	0.000	0.000	Merged-chr16-78265078-57
NR9849--MA0037.3.GATA3	chrX	42343745	42343752	-	0.000	0.000	Merged-chrX-42343636-58
NR702--MA0037.3.GATA3	chr1	161794946	161794953	-	0.000	0.000	Merged-chr1-161794797-65
NR6058--MA0037.3.GATA3	chr3	52878543	52878550	-	0.000	0.000	Merged-chr3-52878450-55
NR3660--MA0140.2.GATA1::TAL1	chr15	61438664	61438681	-	0.000	0.000	Merged-chr15-61438700-21
NR1541--MA0036.3.GATA2	chr11	11564365	11564375	+	0.000	0.000	Merged-chr11-11564485-53
NR5900--MA0036.3.GATA2	chr3	19319339	19319349	-	0.000	0.000	Merged-chr3-19319228-45
NR198--MA0766.1.GATA5	chr1	59173180	59173187	+	0.000	0.000	Merged-chr1-59173225-2
NR4827--MA0035.3.Gata1	chr18	56733837	56733847	-	0.000	0.000	Merged-chr18-56734019-60
NR2303--MA1104.1.GATA6	chr12	107729450	107729462	-	0.000	0.000	Merged-chr12-107729406-18
NR444--MA1104.1.GATA6	chr1	105803092	105803104	+	0.000	0.000	Merged-chr1-105803155-19
NR6120--MA1104.1.GATA6	chr3	60954282	60954294	+	0.000	0.000	Merged-chr3-60954370-10
NR3633--MA0037.3.GATA3	chr15	53267119	53267126	+	0.000	0.000	Merged-chr15-53267286-91
NR4208--MA0035.3.Gata1	chr16	97204300	97204310	+	0.000	0.000	Merged-chr16-97204388-55
NR967--MA1104.1.GATA6	chr10	26325437	26325449	-	0.000	0.000	Merged-chr10-26325461-56
NR2427--MA0036.3.GATA2	chr13	8457033	8457043	+	0.000	0.000	Merged-chr13-8457184-81
NR2899--MA0482.1.Gata4	chr13	113023934	113023944	+	0.000	0.000	Merged-chr13-113023939-34
NR3853--MA0036.3.GATA2	chr16	20930012	20930022	+	0.000	0.000	Merged-chr16-20930100-26
NR3930--MA0482.1.Gata4	chr16	42172734	42172744	-	0.000	0.000	Merged-chr16-42172689-43
NR8938--MA0482.1.Gata4	chr7	113572975	113572985	-	0.000	0.000	Merged-chr7-113573033-33
NR6321--MA0482.1.Gata4	chr3	115693560	115693570	+	0.000	0.000	Merged-chr3-115693579-13
NR7006--MA1104.1.GATA6	chr4	95197263	95197275	+	0.000	0.000	Merged-chr4-95197383-10
NR6573--MA0482.1.Gata4	chr3	152919363	152919373	+	0.000	0.000	Merged-chr3-152919231-7
NR6183--MA0035.3.Gata1	chr3	75696299	75696309	-	0.000	0.000	Merged-chr3-75696372-7
NR8304--MA0036.3.GATA2	chr6	122804673	122804683	+	0.000	0.000	Merged-chr6-122804652-39
NR2316--MA1104.1.GATA6	chr12	110751025	110751037	-	0.000	0.000	Merged-chr12-110751101-46
NR3917--MA0140.2.GATA1::TAL1	chr16	38653601	38653618	+	0.000	0.000	Merged-chr16-38653657-58
NR9762--MA0037.3.GATA3	chr9	110461309	110461316	-	0.000	0.000	Merged-chr9-110461339-53
NR662--MA1104.1.GATA6	chr1	151973291	151973303	+	0.000	0.000	Merged-chr1-151973357-25
NR8776--MA0482.1.Gata4	chr7	72314635	72314645	+	0.000	0.000	Merged-chr7-72314558-78
NR6429--MA0766.1.GATA5	chr3	133623448	133623455	-	0.000	0.000	Merged-chr3-133623556-36
NR7207--MA0482.1.Gata4	chr4	150517582	150517592	+	0.000	0.000	Merged-chr4-150517532-35
NR8904--MA0482.1.Gata4	chr7	107788515	107788525	-	0.000	0.000	Merged-chr7-107788483-31
NR1740--MA0482.1.Gata4	chr11	101627409	101627419	+	0.000	0.000	Merged-chr11-101627512-104
NR1621--MA0035.3.Gata1	chr11	49085121	49085131	-	0.000	0.000	Merged-chr11-49085061-48
NR933--MA0037.3.GATA3	chr10	21092871	21092878	-	0.000	0.000	Merged-chr10-21092817-9
NR2425--MA1104.1.GATA6	chr13	8457032	8457044	-	0.000	0.000	Merged-chr13-8457184-81
NR6513--MA1104.1.GATA6	chr3	142560549	142560561	-	0.000	0.000	Merged-chr3-142560586-84
NR2498--MA0482.1.Gata4	chr13	20094995	20095005	+	0.000	0.000	Merged-chr13-20095026-36
NR167--MA0036.3.GATA2	chr1	44101606	44101616	-	0.000	0.000	Merged-chr1-44101717-6
NR8189--MA0036.3.GATA2	chr6	91125078	91125088	-	0.000	0.000	Merged-chr6-91125010-35
NR5961--MA0035.3.Gata1	chr3	38371852	38371862	+	0.000	0.000	Merged-chr3-38371815-1
NR1108--MA1104.1.GATA6	chr10	61559862	61559874	-	0.000	0.000	Merged-chr10-61559785-43
NR2236--MA0035.3.Gata1	chr12	92812909	92812919	-	0.000	0.000	Merged-chr12-92812766-7
NR8004--MA0035.3.Gata1	chr6	54118991	54119001	+	0.000	0.000	Merged-chr6-54119085-6
NR6324--MA0035.3.Gata1	chr3	115693559	115693569	+	0.000	0.000	Merged-chr3-115693579-13
NR9427--MA0037.3.GATA3	chr8	125351842	125351849	+	0.000	0.000	Merged-chr8-125351679-18
NR3245--MA0037.3.GATA3	chr14	87439913	87439920	-	0.000	0.000	Merged-chr14-87439901-5
NR1565--MA0037.3.GATA3	chr11	22813645	22813652	+	0.000	0.000	Merged-chr11-22813643-1
NR9852--MA0036.3.GATA2	chrX	42343744	42343754	+	0.000	0.000	Merged-chrX-42343636-58
NR7999--MA0037.3.GATA3	chr6	54088251	54088258	+	0.000	0.000	Merged-chr6-54088359-21
NR2515--MA0036.3.GATA2	chr13	29756229	29756239	-	0.000	0.000	Merged-chr13-29756237-14
NR3768--MA0037.3.GATA3	chr15	103339526	103339533	-	0.000	0.000	Merged-chr15-103339534-3
NR6061--MA0036.3.GATA2	chr3	52878542	52878552	+	0.000	0.000	Merged-chr3-52878450-55
NR8934--MA1104.1.GATA6	chr7	113419584	113419596	+	0.000	0.000	Merged-chr7-113419557-35
NR8545--MA0766.1.GATA5	chr6	144573071	144573078	+	0.000	0.000	Merged-chr6-144572880-43
NR7713--MA0037.3.GATA3	chr5	123749486	123749493	+	0.000	0.000	Merged-chr5-123749470-86
NR6364--MA1104.1.GATA6	chr3	122419823	122419835	+	0.000	0.000	Merged-chr3-122419865-81
NR2429--MA0766.1.GATA5	chr13	8457041	8457048	-	0.000	0.000	Merged-chr13-8457184-81
NR6236--MA0036.3.GATA2	chr3	84461169	84461179	-	0.000	0.000	Merged-chr3-84461060-54
NR8373--MA0036.3.GATA2	chr6	130078305	130078315	+	0.000	0.000	Merged-chr6-130078295-22
NR2292--MA0035.3.Gata1	chr12	105019700	105019710	+	0.000	0.000	Merged-chr12-105019829-37
NR1490--MA0766.1.GATA5	chr10	127135640	127135647	-	0.000	0.000	Merged-chr10-127135675-65
NR9026--MA0037.3.GATA3	chr7	140207133	140207140	-	0.000	0.000	Merged-chr7-140207191-19
NR3693--MA0766.1.GATA5	chr15	78495178	78495185	+	0.000	0.000	Merged-chr15-78495177-43
NR3641--MA0035.3.Gata1	chr15	55097389	55097399	-	0.000	0.000	Merged-chr15-55097336-26
NR9340--MA0037.3.GATA3	chr8	107164414	107164421	-	0.000	0.000	Merged-chr8-107164486-19
NR8354--MA0482.1.Gata4	chr6	129210606	129210616	-	0.000	0.000	Merged-chr6-129210550-50
NR5090--MA0037.3.GATA3	chr19	53185684	53185691	-	0.000	0.000	Merged-chr19-53185705-40
NR8001--MA0766.1.GATA5	chr6	54088251	54088258	+	0.000	0.000	Merged-chr6-54088359-21
NR8667--MA0766.1.GATA5	chr7	30333117	30333124	+	0.000	0.000	Merged-chr7-30333026-1
NR3715--MA0036.3.GATA2	chr15	91578251	91578261	+	0.000	0.000	Merged-chr15-91578192-2
NR5009--MA0482.1.Gata4	chr19	6015318	6015328	+	0.000	0.000	Merged-chr19-6015500-73
NR7861--MA0482.1.Gata4	chr6	12785362	12785372	+	0.000	0.000	Merged-chr6-12785179-11
NR6273--MA0482.1.Gata4	chr3	96580269	96580279	+	0.000	0.000	Merged-chr3-96580278-43
NR1602--MA0482.1.Gata4	chr11	33932387	33932397	-	0.000	0.000	Merged-chr11-33932389-100
NR9430--MA0036.3.GATA2	chr8	125351840	125351850	-	0.000	0.000	Merged-chr8-125351679-18
NR7760--MA0766.1.GATA5	chr5	139483517	139483524	-	0.000	0.000	Merged-chr5-139483495-36
NR3991--MA0482.1.Gata4	chr16	55907184	55907194	-	0.000	0.000	Merged-chr16-55907118-61
NR5127--MA0140.2.GATA1::TAL1	chr2	11211985	11212002	-	0.000	0.000	Merged-chr2-11212152-38
NR3771--MA0036.3.GATA2	chr15	103339525	103339535	+	0.000	0.000	Merged-chr15-103339534-3
NR3822--MA1104.1.GATA6	chr16	10732544	10732556	-	0.000	0.000	Merged-chr16-10732689-38
NR6832--MA0037.3.GATA3	chr4	53384822	53384829	-	0.000	0.000	Merged-chr4-53384912-31
NR1600--MA0036.3.GATA2	chr11	32162425	32162435	+	0.000	0.000	Merged-chr11-32162378-27
NR4386--MA0036.3.GATA2	chr17	35910099	35910109	+	0.000	0.000	Merged-chr17-35910117-56
NR1682--MA0035.3.Gata1	chr11	75282788	75282798	+	0.000	0.000	Merged-chr11-75282753-54
NR6574--MA1104.1.GATA6	chr3	152919361	152919373	-	0.000	0.000	Merged-chr3-152919231-7
NR1605--MA0035.3.Gata1	chr11	33932388	33932398	-	0.000	0.000	Merged-chr11-33932389-100
NR5321--MA0036.3.GATA2	chr2	59469817	59469827	+	0.000	0.000	Merged-chr2-59469655-1
NR8659--MA0766.1.GATA5	chr7	30099623	30099630	+	0.000	0.000	Merged-chr7-30099514-26
NR7208--MA1104.1.GATA6	chr4	150517580	150517592	-	0.000	0.000	Merged-chr4-150517532-35
NR1741--MA1104.1.GATA6	chr11	101627407	101627419	-	0.000	0.000	Merged-chr11-101627512-104
NR4105--MA0035.3.Gata1	chr16	78265277	78265287	+	0.000	0.000	Merged-chr16-78265078-57
NR7211--MA0035.3.Gata1	chr4	150517581	150517591	+	0.000	0.000	Merged-chr4-150517532-35
NR2499--MA1104.1.GATA6	chr13	20094993	20095005	-	0.000	0.000	Merged-chr13-20095026-36
NR1850--MA1104.1.GATA6	chr12	16185621	16185633	-	0.000	0.000	Merged-chr12-16185844-40
NR8220--MA0037.3.GATA3	chr6	100011908	100011915	+	0.000	0.000	Merged-chr6-100011850-11
NR199--MA0035.3.Gata1	chr1	59173178	59173188	-	0.000	0.000	Merged-chr1-59173225-2
NR1135--MA0037.3.GATA3	chr10	69168674	69168681	-	0.000	0.000	Merged-chr10-69168741-15
NR6326--MA0766.1.GATA5	chr3	115729287	115729294	-	0.000	0.000	Merged-chr3-115729400-55
NR6988--MA0140.2.GATA1::TAL1	chr4	89044138	89044155	+	0.000	0.000	Merged-chr4-89044155-38
NR3593--MA0035.3.Gata1	chr15	43869842	43869852	+	0.000	0.000	Merged-chr15-43869939-26
NR2599--MA0766.1.GATA5	chr13	61996743	61996750	-	0.000	0.000	Merged-chr13-61996796-15
NR9783--MA0036.3.GATA2	chr9	116138612	116138622	+	0.000	0.000	Merged-chr9-116138726-20
NR2155--MA0140.2.GATA1::TAL1	chr12	86860228	86860245	+	0.000	0.000	Merged-chr12-86860262-64
NR7790--MA0035.3.Gata1	chr5	149392279	149392289	-	0.000	0.000	Merged-chr5-149392157-30
