#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Bcl6KO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR5605--MA0037.3.GATA3	chr8	124520720	124520727	-	0.000	0.000	Merged-chr8-124520851-52
NR2002--MA0482.1.Gata4	chr15	52900012	52900022	-	0.000	0.000	Merged-chr15-52899831-78
NR2525--MA0482.1.Gata4	chr17	62784084	62784094	+	0.000	0.000	Merged-chr17-62784192-42
NR2781--MA0037.3.GATA3	chr18	82450654	82450661	-	0.000	0.000	Merged-chr18-82450533-7
NR6122--MA0036.3.GATA2	chrX	113084409	113084419	-	0.000	0.000	Merged-chrX-113084391-25
NR4400--MA0140.2.GATA1::TAL1	chr5	107259854	107259871	-	0.000	0.000	Merged-chr5-107259796-31
NR4247--MA0766.1.GATA5	chr5	30343446	30343453	+	0.000	0.000	Merged-chr5-30343363-21
NR226--MA1104.1.GATA6	chr1	126748148	126748160	+	0.000	0.000	Merged-chr1-126748091-24
NR404--MA0035.3.Gata1	chr1	180335866	180335876	-	0.000	0.000	Merged-chr1-180335907-49
NR2828--MA0036.3.GATA2	chr19	10816013	10816023	+	0.000	0.000	Merged-chr19-10816124-38
NR3001--MA0037.3.GATA3	chr2	25054340	25054347	-	0.000	0.000	Merged-chr2-25054565-53
NR5390--MA0037.3.GATA3	chr8	33663413	33663420	-	0.000	0.000	Merged-chr8-33663493-16
NR4675--MA0482.1.Gata4	chr6	67184853	67184863	-	0.000	0.000	Merged-chr6-67184785-39
NR2969--MA1104.1.GATA6	chr2	11216987	11216999	-	0.000	0.000	Merged-chr2-11216759-41
NR2005--MA0035.3.Gata1	chr15	52900013	52900023	-	0.000	0.000	Merged-chr15-52899831-78
NR265--MA0482.1.Gata4	chr1	138044430	138044440	-	0.000	0.000	Merged-chr1-138044637-18
NR2191--MA0035.3.Gata1	chr16	18073881	18073891	-	0.000	0.000	Merged-chr16-18073888-8
NR2918--MA0482.1.Gata4	chr19	46620060	46620070	-	0.000	0.000	Merged-chr19-46620252-57
NR4963--MA1104.1.GATA6	chr6	146430255	146430267	-	0.000	0.000	Merged-chr6-146430124-17
NR4936--MA0035.3.Gata1	chr6	140466184	140466194	+	0.000	0.000	Merged-chr6-140466408-37
NR154--MA0036.3.GATA2	chr1	94035512	94035522	+	0.000	0.000	Merged-chr1-94035484-87
NR3710--MA0036.3.GATA2	chr3	126691144	126691154	-	0.000	0.000	Merged-chr3-126690917-48
NR231--MA0482.1.Gata4	chr1	130838472	130838482	-	0.000	0.000	Merged-chr1-130838519-27
NR5913--MA0036.3.GATA2	chr9	103490400	103490410	-	0.000	0.000	Merged-chr9-103490425-56
NR2018--MA0035.3.Gata1	chr15	59010877	59010887	+	0.000	0.000	Merged-chr15-59010782-34
NR4182--MA1104.1.GATA6	chr4	150938224	150938236	-	0.000	0.000	Merged-chr4-150938152-39
NR658--MA0482.1.Gata4	chr10	93225926	93225936	+	0.000	0.000	Merged-chr10-93225944-30
NR2469--MA0140.2.GATA1::TAL1	chr17	27800044	27800061	+	0.000	0.000	Merged-chr17-27800159-41
NR1727--MA0037.3.GATA3	chr14	27268429	27268436	+	0.000	0.000	Merged-chr14-27268313-23
NR1089--MA1104.1.GATA6	chr11	113574272	113574284	+	0.000	0.000	Merged-chr11-113574265-17
NR2145--MA0766.1.GATA5	chr15	100755066	100755073	+	0.000	0.000	Merged-chr15-100755115-72
NR4938--MA0482.1.Gata4	chr6	140598741	140598751	+	0.000	0.000	Merged-chr6-140598794-45
NR2895--MA1104.1.GATA6	chr19	34640569	34640581	-	0.000	0.000	Merged-chr19-34640764-45
NR2500--MA1104.1.GATA6	chr17	44718328	44718340	+	0.000	0.000	Merged-chr17-44718379-50
NR1795--MA0766.1.GATA5	chr14	60072723	60072730	-	0.000	0.000	Merged-chr14-60072713-24
NR4524--MA0482.1.Gata4	chr5	143038558	143038568	+	0.000	0.000	Merged-chr5-143038769-30
NR2573--MA0482.1.Gata4	chr17	80062160	80062170	+	0.000	0.000	Merged-chr17-80062114-120
NR114--MA0482.1.Gata4	chr1	74726885	74726895	+	0.000	0.000	Merged-chr1-74726770-27
NR4556--MA0036.3.GATA2	chr5	149392279	149392289	-	0.000	0.000	Merged-chr5-149392157-30
NR3234--MA0140.2.GATA1::TAL1	chr2	103073753	103073770	-	0.000	0.000	Merged-chr2-103073644-68
NR3793--MA0140.2.GATA1::TAL1	chr3	145663512	145663529	-	0.000	0.000	Merged-chr3-145663343-1
NR2538--MA0766.1.GATA5	chr17	71491184	71491191	-	0.000	0.000	Merged-chr17-71491103-50
NR3641--MA0035.3.Gata1	chr3	101800464	101800474	+	0.000	0.000	Merged-chr3-101800601-48
NR6007--MA0766.1.GATA5	chr9	120493245	120493252	-	0.000	0.000	Merged-chr9-120493281-1
NR4327--MA0766.1.GATA5	chr5	89036400	89036407	+	0.000	0.000	Merged-chr5-89036442-30
NR1865--MA0035.3.Gata1	chr14	79481996	79482006	+	0.000	0.000	Merged-chr14-79481875-1
NR2003--MA1104.1.GATA6	chr15	52900012	52900024	+	0.000	0.000	Merged-chr15-52899831-78
NR3402--MA0035.3.Gata1	chr2	150667355	150667365	-	0.000	0.000	Merged-chr2-150667676-130
NR2281--MA0482.1.Gata4	chr16	59617250	59617260	-	0.000	0.000	Merged-chr16-59617351-29
NR1382--MA0037.3.GATA3	chr13	5862431	5862438	-	0.000	0.000	Merged-chr13-5862430-12
NR4094--MA0035.3.Gata1	chr4	134496973	134496983	+	0.000	0.000	Merged-chr4-134496951-35
NR4636--MA0035.3.Gata1	chr6	42245803	42245813	+	0.000	0.000	Merged-chr6-42245976-48
NR1535--MA0766.1.GATA5	chr13	94966148	94966155	-	0.000	0.000	Merged-chr13-94966148-17
NR4600--MA0140.2.GATA1::TAL1	chr6	15793418	15793435	-	0.000	0.000	Merged-chr6-15793359-107
NR4178--MA0766.1.GATA5	chr4	150517582	150517589	-	0.000	0.000	Merged-chr4-150517532-35
NR4676--MA1104.1.GATA6	chr6	67184853	67184865	+	0.000	0.000	Merged-chr6-67184785-39
NR2330--MA1104.1.GATA6	chr16	87726175	87726187	+	0.000	0.000	Merged-chr16-87726198-44
NR2601--MA1104.1.GATA6	chr17	86161899	86161911	+	0.000	0.000	Merged-chr17-86162077-29
NR4773--MA0140.2.GATA1::TAL1	chr6	115945752	115945769	+	0.000	0.000	Merged-chr6-115945918-28
NR5643--MA0140.2.GATA1::TAL1	chr9	5311523	5311540	+	0.000	0.000	Merged-chr9-5311572-34
NR4990--MA0037.3.GATA3	chr7	15930172	15930179	-	0.000	0.000	Merged-chr7-15930108-23
NR232--MA1104.1.GATA6	chr1	130838472	130838484	+	0.000	0.000	Merged-chr1-130838519-27
NR4429--MA0140.2.GATA1::TAL1	chr5	112310935	112310952	-	0.000	0.000	Merged-chr5-112310969-9
NR2435--MA0482.1.Gata4	chr17	17838231	17838241	+	0.000	0.000	Merged-chr17-17838305-60
NR4248--MA0035.3.Gata1	chr5	30343444	30343454	-	0.000	0.000	Merged-chr5-30343363-21
NR5674--MA0035.3.Gata1	chr9	15029163	15029173	-	0.000	0.000	Merged-chr9-15029277-27
NR5802--MA0035.3.Gata1	chr9	80318149	80318159	+	0.000	0.000	Merged-chr9-80318250-48
NR3760--MA0766.1.GATA5	chr3	138334462	138334469	+	0.000	0.000	Merged-chr3-138334424-50
NR4559--MA0140.2.GATA1::TAL1	chr5	149392270	149392287	-	0.000	0.000	Merged-chr5-149392157-30
NR194--MA0140.2.GATA1::TAL1	chr1	106375062	106375079	+	0.000	0.000	Merged-chr1-106375068-41
NR3229--MA0037.3.GATA3	chr2	103073764	103073771	+	0.000	0.000	Merged-chr2-103073644-68
NR5637--MA0037.3.GATA3	chr9	5311522	5311529	-	0.000	0.000	Merged-chr9-5311572-34
NR4241--MA0037.3.GATA3	chr5	30343446	30343453	+	0.000	0.000	Merged-chr5-30343363-21
NR2167--MA0035.3.Gata1	chr16	8412518	8412528	-	0.000	0.000	Merged-chr16-8412399-34
NR4939--MA1104.1.GATA6	chr6	140598739	140598751	-	0.000	0.000	Merged-chr6-140598794-45
NR2209--MA0482.1.Gata4	chr16	32645538	32645548	+	0.000	0.000	Merged-chr16-32645495-50
NR5127--MA0037.3.GATA3	chr7	75863453	75863460	-	0.000	0.000	Merged-chr7-75863636-9
NR4525--MA1104.1.GATA6	chr5	143038556	143038568	-	0.000	0.000	Merged-chr5-143038769-30
NR3425--MA0766.1.GATA5	chr2	153350783	153350790	+	0.000	0.000	Merged-chr2-153350886-63
NR115--MA1104.1.GATA6	chr1	74726883	74726895	-	0.000	0.000	Merged-chr1-74726770-27
NR3882--MA0766.1.GATA5	chr4	32615369	32615376	-	0.000	0.000	Merged-chr4-32615355-52
NR1148--MA0037.3.GATA3	chr12	36019796	36019803	+	0.000	0.000	Merged-chr12-36019766-41
NR6058--MA0036.3.GATA2	chrX	11753197	11753207	-	0.000	0.000	Merged-chrX-11753307-53
NR6135--MA0482.1.Gata4	chrX	151344008	151344018	+	0.000	0.000	Merged-chrX-151344027-1
NR3263--MA0766.1.GATA5	chr2	115855978	115855985	-	0.000	0.000	Merged-chr2-115856078-28
NR2079--MA0036.3.GATA2	chr15	81199597	81199607	-	0.000	0.000	Merged-chr15-81199619-17
NR297--MA0482.1.Gata4	chr1	151002319	151002329	+	0.000	0.000	Merged-chr1-151002204-60
NR4347--MA0140.2.GATA1::TAL1	chr5	92398400	92398417	-	0.000	0.000	Merged-chr5-92398390-31
NR3734--MA0035.3.Gata1	chr3	135636242	135636252	-	0.000	0.000	Merged-chr3-135636443-43
NR999--MA1104.1.GATA6	chr11	95336985	95336997	+	0.000	0.000	Merged-chr11-95337203-127
NR5836--MA0036.3.GATA2	chr9	92274724	92274734	-	0.000	0.000	Merged-chr9-92274591-56
NR4304--MA0140.2.GATA1::TAL1	chr5	65901067	65901084	-	0.000	0.000	Merged-chr5-65901111-39
NR4468--MA0482.1.Gata4	chr5	134932304	134932314	+	0.000	0.000	Merged-chr5-134932473-29
NR3713--MA0140.2.GATA1::TAL1	chr3	126691135	126691152	-	0.000	0.000	Merged-chr3-126690917-48
NR2282--MA1104.1.GATA6	chr16	59617250	59617262	+	0.000	0.000	Merged-chr16-59617351-29
NR3564--MA0140.2.GATA1::TAL1	chr3	60527916	60527933	-	0.000	0.000	Merged-chr3-60527809-145
NR2967--MA0037.3.GATA3	chr2	11216989	11216996	-	0.000	0.000	Merged-chr2-11216759-41
NR5087--MA0037.3.GATA3	chr7	47015782	47015789	-	0.000	0.000	Merged-chr7-47015889-36
NR1796--MA0035.3.Gata1	chr14	60072722	60072732	+	0.000	0.000	Merged-chr14-60072713-24
NR4961--MA0037.3.GATA3	chr6	146430257	146430264	-	0.000	0.000	Merged-chr6-146430124-17
NR3856--MA0035.3.Gata1	chr4	9136191	9136201	+	0.000	0.000	Merged-chr4-9136012-29
NR5640--MA0036.3.GATA2	chr9	5311521	5311531	+	0.000	0.000	Merged-chr9-5311572-34
NR3494--MA0766.1.GATA5	chr2	180308037	180308044	+	0.000	0.000	Merged-chr2-180307978-23
NR2539--MA0035.3.Gata1	chr17	71491183	71491193	+	0.000	0.000	Merged-chr17-71491103-50
NR1262--MA0482.1.Gata4	chr12	91065611	91065621	+	0.000	0.000	Merged-chr12-91065547-31
NR5273--MA0036.3.GATA2	chr7	123378037	123378047	+	0.000	0.000	Merged-chr7-123378098-56
NR5796--MA0036.3.GATA2	chr9	80057983	80057993	+	0.000	0.000	Merged-chr9-80057847-17
NR4328--MA0035.3.Gata1	chr5	89036398	89036408	-	0.000	0.000	Merged-chr5-89036442-30
NR1090--MA0035.3.Gata1	chr11	113574273	113574283	-	0.000	0.000	Merged-chr11-113574265-17
NR3887--MA0766.1.GATA5	chr4	33189443	33189450	-	0.000	0.000	Merged-chr4-33189254-36
NR2436--MA1104.1.GATA6	chr17	17838229	17838241	-	0.000	0.000	Merged-chr17-17838305-60
NR5542--MA1104.1.GATA6	chr8	114888903	114888915	+	0.000	0.000	Merged-chr8-114888790-56
NR1977--MA1104.1.GATA6	chr15	19857645	19857657	-	0.000	0.000	Merged-chr15-19857574-17
NR5143--MA0036.3.GATA2	chr7	80166890	80166900	+	0.000	0.000	Merged-chr7-80166871-28
NR4544--MA0140.2.GATA1::TAL1	chr5	146860810	146860827	-	0.000	0.000	Merged-chr5-146860764-19
NR1849--MA0036.3.GATA2	chr14	78436106	78436116	-	0.000	0.000	Merged-chr14-78436014-44
NR1265--MA0035.3.Gata1	chr12	91065610	91065620	+	0.000	0.000	Merged-chr12-91065547-31
NR1536--MA0035.3.Gata1	chr13	94966147	94966157	+	0.000	0.000	Merged-chr13-94966148-17
NR5666--MA0036.3.GATA2	chr9	15021238	15021248	+	0.000	0.000	Merged-chr9-15021018-27
NR1706--MA0036.3.GATA2	chr14	7994568	7994578	-	0.000	0.000	Merged-chr14-7994545-46
NR2861--MA0036.3.GATA2	chr19	29355579	29355589	-	0.000	0.000	Merged-chr19-29355447-56
NR4179--MA0035.3.Gata1	chr4	150517581	150517591	+	0.000	0.000	Merged-chr4-150517532-35
NR3853--MA0766.1.GATA5	chr4	7455223	7455230	+	0.000	0.000	Merged-chr4-7455242-36
NR1021--MA0036.3.GATA2	chr11	99124339	99124349	+	0.000	0.000	Merged-chr11-99124300-22
NR2332--MA0140.2.GATA1::TAL1	chr16	87726167	87726184	-	0.000	0.000	Merged-chr16-87726198-44
NR2970--MA0036.3.GATA2	chr2	11216988	11216998	+	0.000	0.000	Merged-chr2-11216759-41
NR840--MA0482.1.Gata4	chr11	20332614	20332624	-	0.000	0.000	Merged-chr11-20332805-89
NR3795--MA0035.3.Gata1	chr3	146192716	146192726	-	0.000	0.000	Merged-chr3-146192596-55
NR830--MA0035.3.Gata1	chr11	11522195	11522205	-	0.000	0.000	Merged-chr11-11522120-49
NR2144--MA0037.3.GATA3	chr15	100755066	100755073	+	0.000	0.000	Merged-chr15-100755115-72
NR2983--MA0036.3.GATA2	chr2	13760572	13760582	-	0.000	0.000	Merged-chr2-13760550-51
NR3975--MA0766.1.GATA5	chr4	95530936	95530943	+	0.000	0.000	Merged-chr4-95530923-13
NR1000--MA0036.3.GATA2	chr11	95336986	95336996	-	0.000	0.000	Merged-chr11-95337203-127
NR3423--MA0482.1.Gata4	chr2	153350780	153350790	-	0.000	0.000	Merged-chr2-153350886-63
NR2524--MA0037.3.GATA3	chr17	62784084	62784091	-	0.000	0.000	Merged-chr17-62784192-42
NR1922--MA1104.1.GATA6	chr14	118796304	118796316	-	0.000	0.000	Merged-chr14-118796395-16
NR5549--MA0036.3.GATA2	chr8	115064799	115064809	+	0.000	0.000	Merged-chr8-115064848-48
NR904--MA0036.3.GATA2	chr11	58643560	58643570	+	0.000	0.000	Merged-chr11-58643569-22
NR3761--MA0035.3.Gata1	chr3	138334460	138334470	-	0.000	0.000	Merged-chr3-138334424-50
NR5135--MA0036.3.GATA2	chr7	78583902	78583912	-	0.000	0.000	Merged-chr7-78583930-15
NR843--MA0035.3.Gata1	chr11	20332615	20332625	-	0.000	0.000	Merged-chr11-20332805-89
NR4469--MA1104.1.GATA6	chr5	134932302	134932314	-	0.000	0.000	Merged-chr5-134932473-29
NR4674--MA0037.3.GATA3	chr6	67184856	67184863	+	0.000	0.000	Merged-chr6-67184785-39
NR3274--MA0482.1.Gata4	chr2	118759912	118759922	+	0.000	0.000	Merged-chr2-118759977-35
NR3426--MA0035.3.Gata1	chr2	153350781	153350791	-	0.000	0.000	Merged-chr2-153350886-63
NR3883--MA0035.3.Gata1	chr4	32615368	32615378	+	0.000	0.000	Merged-chr4-32615355-52
NR230--MA0037.3.GATA3	chr1	130838475	130838482	+	0.000	0.000	Merged-chr1-130838519-27
NR3240--MA0482.1.Gata4	chr2	105022064	105022074	+	0.000	0.000	Merged-chr2-105022109-54
NR1263--MA1104.1.GATA6	chr12	91065609	91065621	-	0.000	0.000	Merged-chr12-91065547-31
NR753--MA0037.3.GATA3	chr10	118172705	118172712	-	0.000	0.000	Merged-chr10-118172658-46
NR5918--MA0766.1.GATA5	chr9	103624593	103624600	-	0.000	0.000	Merged-chr9-103624813-32
NR3492--MA0482.1.Gata4	chr2	180308034	180308044	-	0.000	0.000	Merged-chr2-180307978-23
NR405--MA0037.3.GATA3	chr1	180988015	180988022	-	0.000	0.000	Merged-chr1-180987901-35
NR5695--MA0482.1.Gata4	chr9	41118249	41118259	-	0.000	0.000	Merged-chr9-41118206-38
NR4059--MA0766.1.GATA5	chr4	122872202	122872209	-	0.000	0.000	Merged-chr4-122872187-66
NR928--MA0037.3.GATA3	chr11	70228988	70228995	+	0.000	0.000	Merged-chr11-70229187-24
NR3079--MA0140.2.GATA1::TAL1	chr2	58186260	58186277	-	0.000	0.000	Merged-chr2-58186266-1
NR572--MA0036.3.GATA2	chr10	59569794	59569804	+	0.000	0.000	Merged-chr10-59569994-1
NR3885--MA0482.1.Gata4	chr4	33189443	33189453	+	0.000	0.000	Merged-chr4-33189254-36
NR4937--MA0037.3.GATA3	chr6	140598741	140598748	-	0.000	0.000	Merged-chr6-140598794-45
NR3495--MA0035.3.Gata1	chr2	180308035	180308045	-	0.000	0.000	Merged-chr2-180307978-23
NR530--MA0035.3.Gata1	chr10	34117969	34117979	+	0.000	0.000	Merged-chr10-34117997-36
NR5074--MA0036.3.GATA2	chr7	43894805	43894815	+	0.000	0.000	Merged-chr7-43894981-37
NR90--MA0766.1.GATA5	chr1	61402630	61402637	-	0.000	0.000	Merged-chr1-61402618-25
NR2821--MA0766.1.GATA5	chr19	6118126	6118133	+	0.000	0.000	Merged-chr19-6117937-1
NR5868--MA0036.3.GATA2	chr9	95289191	95289201	-	0.000	0.000	Merged-chr9-95289296-28
NR113--MA0037.3.GATA3	chr1	74726885	74726892	-	0.000	0.000	Merged-chr1-74726770-27
NR952--MA0036.3.GATA2	chr11	75269413	75269423	-	0.000	0.000	Merged-chr11-75269578-15
NR5284--MA0035.3.Gata1	chr7	127083789	127083799	+	0.000	0.000	Merged-chr7-127083805-15
NR5311--MA0036.3.GATA2	chr7	132811986	132811996	-	0.000	0.000	Merged-chr7-132812083-19
NR841--MA1104.1.GATA6	chr11	20332614	20332626	+	0.000	0.000	Merged-chr11-20332805-89
NR2329--MA0482.1.Gata4	chr16	87726175	87726185	-	0.000	0.000	Merged-chr16-87726198-44
NR1159--MA0037.3.GATA3	chr12	40017264	40017271	+	0.000	0.000	Merged-chr12-40017136-45
NR1112--MA1104.1.GATA6	chr12	3891251	3891263	-	0.000	0.000	Merged-chr12-3891363-76
NR2824--MA0036.3.GATA2	chr19	8019877	8019887	+	0.000	0.000	Merged-chr19-8019847-106
NR3059--MA0036.3.GATA2	chr2	48473456	48473466	+	0.000	0.000	Merged-chr2-48473305-60
NR1389--MA0766.1.GATA5	chr13	8457034	8457041	-	0.000	0.000	Merged-chr13-8457184-81
NR3888--MA0035.3.Gata1	chr4	33189442	33189452	+	0.000	0.000	Merged-chr4-33189254-36
NR3864--MA0482.1.Gata4	chr4	10770161	10770171	-	0.000	0.000	Merged-chr4-10770192-53
NR2280--MA0037.3.GATA3	chr16	59617253	59617260	+	0.000	0.000	Merged-chr16-59617351-29
NR3060--MA0035.3.Gata1	chr2	48473456	48473466	+	0.000	0.000	Merged-chr2-48473305-60
NR3497--MA0482.1.Gata4	chr2	181319880	181319890	+	0.000	0.000	Merged-chr2-181319811-50
NR3287--MA0766.1.GATA5	chr2	121457053	121457060	-	0.000	0.000	Merged-chr2-121457132-54
NR564--MA0036.3.GATA2	chr10	57486993	57487003	+	0.000	0.000	Merged-chr10-57486904-2
NR5347--MA0766.1.GATA5	chr7	143649723	143649730	-	0.000	0.000	Merged-chr7-143649559-54
NR5608--MA0036.3.GATA2	chr8	124520719	124520729	+	0.000	0.000	Merged-chr8-124520851-52
NR2169--MA0140.2.GATA1::TAL1	chr16	14317424	14317441	-	0.000	0.000	Merged-chr16-14317361-64
NR893--MA0482.1.Gata4	chr11	54958856	54958866	-	0.000	0.000	Merged-chr11-54958732-50
NR5016--MA0140.2.GATA1::TAL1	chr7	25683791	25683808	+	0.000	0.000	Merged-chr7-25683734-21
NR683--MA0766.1.GATA5	chr10	95283594	95283601	-	0.000	0.000	Merged-chr10-95283638-28
NR4940--MA0036.3.GATA2	chr6	140598740	140598750	+	0.000	0.000	Merged-chr6-140598794-45
NR1215--MA0036.3.GATA2	chr12	75494879	75494889	-	0.000	0.000	Merged-chr12-75494766-18
NR3275--MA1104.1.GATA6	chr2	118759910	118759922	-	0.000	0.000	Merged-chr2-118759977-35
NR4331--MA0766.1.GATA5	chr5	90612256	90612263	+	0.000	0.000	Merged-chr5-90612116-89
NR3638--MA0482.1.Gata4	chr3	101800465	101800475	+	0.000	0.000	Merged-chr3-101800601-48
NR3428--MA0766.1.GATA5	chr2	153525960	153525967	-	0.000	0.000	Merged-chr2-153526092-26
NR858--MA0766.1.GATA5	chr11	21549919	21549926	-	0.000	0.000	Merged-chr11-21549629-38
NR1748--MA0766.1.GATA5	chr14	50824343	50824350	-	0.000	0.000	Merged-chr14-50824445-24
NR3004--MA0036.3.GATA2	chr2	25054339	25054349	+	0.000	0.000	Merged-chr2-25054565-53
NR2577--MA0037.3.GATA3	chr17	80323832	80323839	-	0.000	0.000	Merged-chr17-80323753-51
NR5393--MA0036.3.GATA2	chr8	33663412	33663422	+	0.000	0.000	Merged-chr8-33663493-16
NR5198--MA0766.1.GATA5	chr7	101504104	101504111	-	0.000	0.000	Merged-chr7-101503907-73
NR1162--MA0036.3.GATA2	chr12	40017262	40017272	-	0.000	0.000	Merged-chr12-40017136-45
NR400--MA0036.3.GATA2	chr1	179578811	179578821	+	0.000	0.000	Merged-chr1-179578897-31
NR5696--MA1104.1.GATA6	chr9	41118249	41118261	+	0.000	0.000	Merged-chr9-41118206-38
NR4685--MA0140.2.GATA1::TAL1	chr6	70709468	70709485	-	0.000	0.000	Merged-chr6-70709572-48
NR746--MA0140.2.GATA1::TAL1	chr10	117022635	117022652	+	0.000	0.000	Merged-chr10-117022803-21
NR5164--MA0766.1.GATA5	chr7	90218187	90218194	-	0.000	0.000	Merged-chr7-90218311-11
NR1456--MA0766.1.GATA5	chr13	45030897	45030904	-	0.000	0.000	Merged-chr13-45031032-27
NR1252--MA0482.1.Gata4	chr12	85373992	85374002	+	0.000	0.000	Merged-chr12-85374108-4
NR2011--MA0766.1.GATA5	chr15	58595046	58595053	+	0.000	0.000	Merged-chr15-58595150-15
NR3429--MA1104.1.GATA6	chr2	154797063	154797075	+	0.000	0.000	Merged-chr2-154797130-17
NR3106--MA0140.2.GATA1::TAL1	chr2	66184996	66185013	-	0.000	0.000	Merged-chr2-66184903-51
NR2208--MA0037.3.GATA3	chr16	32645538	32645545	-	0.000	0.000	Merged-chr16-32645495-50
NR2710--MA0482.1.Gata4	chr18	67768398	67768408	+	0.000	0.000	Merged-chr18-67768535-29
NR5919--MA0035.3.Gata1	chr9	103624592	103624602	+	0.000	0.000	Merged-chr9-103624813-32
NR5624--MA0482.1.Gata4	chr8	126210245	126210255	+	0.000	0.000	Merged-chr8-126210143-17
NR1109--MA0140.2.GATA1::TAL1	chr11	118130035	118130052	-	0.000	0.000	Merged-chr11-118130065-25
NR4884--MA0035.3.Gata1	chr6	131367423	131367433	-	0.000	0.000	Merged-chr6-131367323-31
NR4087--MA0140.2.GATA1::TAL1	chr4	133174393	133174410	-	0.000	0.000	Merged-chr4-133174501-17
NR2604--MA0035.3.Gata1	chr17	87514005	87514015	-	0.000	0.000	Merged-chr17-87513976-28
NR1662--MA1104.1.GATA6	chr13	111461639	111461651	-	0.000	0.000	Merged-chr13-111461542-22
NR745--MA0035.3.Gata1	chr10	116664336	116664346	-	0.000	0.000	Merged-chr10-116664420-26
NR3865--MA1104.1.GATA6	chr4	10770161	10770173	+	0.000	0.000	Merged-chr4-10770192-53
NR1016--MA0035.3.Gata1	chr11	98655197	98655207	+	0.000	0.000	Merged-chr11-98655229-18
NR427--MA0140.2.GATA1::TAL1	chr1	189628507	189628524	+	0.000	0.000	Merged-chr1-189628472-26
NR5223--MA0482.1.Gata4	chr7	113419584	113419594	-	0.000	0.000	Merged-chr7-113419557-35
NR4302--MA0766.1.GATA5	chr5	65795514	65795521	-	0.000	0.000	Merged-chr5-65795420-10
NR1387--MA0482.1.Gata4	chr13	8457041	8457051	+	0.000	0.000	Merged-chr13-8457184-81
NR2540--MA0140.2.GATA1::TAL1	chr17	71491185	71491202	+	0.000	0.000	Merged-chr17-71491103-50
NR2593--MA0036.3.GATA2	chr17	85888837	85888847	-	0.000	0.000	Merged-chr17-85888819-19
NR235--MA0035.3.Gata1	chr1	130838473	130838483	-	0.000	0.000	Merged-chr1-130838519-27
NR2526--MA0766.1.GATA5	chr17	62784084	62784091	-	0.000	0.000	Merged-chr17-62784192-42
NR689--MA0037.3.GATA3	chr10	95971102	95971109	-	0.000	0.000	Merged-chr10-95971075-85
NR938--MA0766.1.GATA5	chr11	72550344	72550351	-	0.000	0.000	Merged-chr11-72550348-34
NR5159--MA0036.3.GATA2	chr7	89248435	89248445	-	0.000	0.000	Merged-chr7-89248341-51
NR88--MA1104.1.GATA6	chr1	61402628	61402640	-	0.000	0.000	Merged-chr1-61402618-25
NR2702--MA0482.1.Gata4	chr18	66502125	66502135	-	0.000	0.000	Merged-chr18-66502099-22
NR2211--MA0036.3.GATA2	chr16	32645537	32645547	+	0.000	0.000	Merged-chr16-32645495-50
NR310--MA0035.3.Gata1	chr1	153746759	153746769	+	0.000	0.000	Merged-chr1-153746853-3
NR3639--MA1104.1.GATA6	chr3	101800463	101800475	-	0.000	0.000	Merged-chr3-101800601-48
NR2744--MA0766.1.GATA5	chr18	75419639	75419646	+	0.000	0.000	Merged-chr18-75419579-57
NR681--MA0482.1.Gata4	chr10	95283594	95283604	+	0.000	0.000	Merged-chr10-95283638-28
