#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Prdm1KO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR50401--MA0741.1.KLF16	chr5	137046173	137046183	+	0.000	0.000	Merged-chr5-137046129-67
NR34338--MA0657.1.KLF13	chr2	76648049	76648066	+	0.000	0.000	Merged-chr2-76648077-91
NR34836--MA1107.1.KLF9	chr2	103566139	103566151	+	0.000	0.000	Merged-chr2-103566209-140
NR58720--MA0741.1.KLF16	chr7	118740200	118740210	-	0.000	0.000	Merged-chr7-118740082-2
NR26324--MA0599.1.KLF5	chr17	26932989	26932998	-	0.000	0.000	Merged-chr17-26933153-57
NR50391--MA0742.1.Klf12	chr5	137032886	137032900	+	0.000	0.000	Merged-chr5-137032758-64
NR43669--MA1107.1.KLF9	chr4	108339503	108339515	-	0.000	0.000	Merged-chr4-108339503-23
NR30284--MA0740.1.KLF14	chr18	76241317	76241330	-	0.000	0.000	Merged-chr18-76241276-1
NR63301--MA0599.1.KLF5	chr8	128506016	128506025	+	0.000	0.000	Merged-chr8-128506100-25
NR1638--MA0599.1.KLF5	chr1	92831570	92831579	+	0.000	0.000	Merged-chr1-92831639-72
NR63531--MA0742.1.Klf12	chr9	21265280	21265294	+	0.000	0.000	Merged-chr9-21265250-55
NR25166--MA0741.1.KLF16	chr16	93572668	93572678	+	0.000	0.000	Merged-chr16-93572534-34
NR10790--MA0740.1.KLF14	chr11	94211229	94211242	-	0.000	0.000	Merged-chr11-94211019-172
NR27866--MA0599.1.KLF5	chr17	69383116	69383125	+	0.000	0.000	Merged-chr17-69383426-197
NR10323--MA0599.1.KLF5	chr11	78536349	78536358	+	0.000	0.000	Merged-chr11-78536236-62
NR38534--MA0599.1.KLF5	chr3	62338928	62338937	-	0.000	0.000	Merged-chr3-62339060-22
NR25322--MA0039.3.KLF4	chr16	94713834	94713844	+	0.000	0.000	Merged-chr16-94713882-39
NR9588--MA0741.1.KLF16	chr11	61762150	61762160	-	0.000	0.000	Merged-chr11-61762062-61
NR6348--MA0742.1.Klf12	chr10	77978612	77978626	+	0.000	0.000	Merged-chr10-77978614-55
NR39184--MA1107.1.KLF9	chr3	94758217	94758229	+	0.000	0.000	Merged-chr3-94758240-64
NR53602--MA0599.1.KLF5	chr6	108630898	108630907	+	0.000	0.000	Merged-chr6-108631007-44
NR55563--MA0740.1.KLF14	chr7	6286455	6286468	-	0.000	0.000	Merged-chr7-6286404-52
NR7308--MA0741.1.KLF16	chr10	99263256	99263266	-	0.000	0.000	Merged-chr10-99263174-93
NR29789--MA0039.3.KLF4	chr18	64527558	64527568	+	0.000	0.000	Merged-chr18-64527556-47
NR2219--MA0740.1.KLF14	chr1	132342003	132342016	-	0.000	0.000	Merged-chr1-132341932-46
NR14105--MA0741.1.KLF16	chr12	102283798	102283808	-	0.000	0.000	Merged-chr12-102283791-1
NR36802--MA0599.1.KLF5	chr2	164913586	164913595	-	0.000	0.000	Merged-chr2-164913622-30
NR10196--MA0039.3.KLF4	chr11	77484086	77484096	+	0.000	0.000	Merged-chr11-77483872-51
NR40320--MA0599.1.KLF5	chr3	123267571	123267580	-	0.000	0.000	Merged-chr3-123267512-110
NR65821--MA0599.1.KLF5	chr9	106453727	106453736	-	0.000	0.000	Merged-chr9-106453760-51
NR39512--MA0599.1.KLF5	chr3	100998951	100998960	-	0.000	0.000	Merged-chr3-100998834-2
NR58767--MA0741.1.KLF16	chr7	119794084	119794094	-	0.000	0.000	Merged-chr7-119794114-60
NR8703--MA0599.1.KLF5	chr11	23124544	23124553	+	0.000	0.000	Merged-chr11-23124595-33
NR51061--MA0740.1.KLF14	chr5	146824682	146824695	+	0.000	0.000	Merged-chr5-146824723-50
NR61587--MA0599.1.KLF5	chr8	83699213	83699222	-	0.000	0.000	Merged-chr8-83698923-131
NR43236--MA0599.1.KLF5	chr4	88912405	88912414	-	0.000	0.000	Merged-chr4-88912378-27
NR45049--MA0742.1.Klf12	chr4	136469745	136469759	+	0.000	0.000	Merged-chr4-136469909-78
NR14002--MA0599.1.KLF5	chr12	99883425	99883434	+	0.000	0.000	Merged-chr12-99883517-13
NR12545--MA0657.1.KLF13	chr12	16999372	16999389	-	0.000	0.000	Merged-chr12-16999389-4
NR35063--MA0599.1.KLF5	chr2	114260757	114260766	-	0.000	0.000	Merged-chr2-114260586-35
NR12020--MA0742.1.Klf12	chr11	117611226	117611240	+	0.000	0.000	Merged-chr11-117611199-52
NR50426--MA0493.1.Klf1	chr5	137502628	137502638	-	0.000	0.000	Merged-chr5-137502544-104
NR58165--MA0599.1.KLF5	chr7	103712057	103712066	-	0.000	0.000	Merged-chr7-103712077-27
NR9445--MA0741.1.KLF16	chr11	59397965	59397975	+	0.000	0.000	Merged-chr11-59397887-30
NR67973--MA0740.1.KLF14	chrX	142737955	142737968	+	0.000	0.000	Merged-chrX-142737886-3
NR35945--MA0599.1.KLF5	chr2	144331128	144331137	-	0.000	0.000	Merged-chr2-144331122-48
NR66462--MA1107.1.KLF9	chr9	117927098	117927110	-	0.000	0.000	Merged-chr9-117927282-85
NR44897--MA0740.1.KLF14	chr4	134787075	134787088	-	0.000	0.000	Merged-chr4-134787167-34
NR31904--MA0740.1.KLF14	chr19	45998318	45998331	+	0.000	0.000	Merged-chr19-45998382-59
NR63609--MA1107.1.KLF9	chr9	21962606	21962618	-	0.000	0.000	Merged-chr9-21962533-26
NR38440--MA0599.1.KLF5	chr3	55415895	55415904	-	0.000	0.000	Merged-chr3-55415814-39
NR44214--MA0599.1.KLF5	chr4	123412096	123412105	-	0.000	0.000	Merged-chr4-123411950-84
NR29813--MA0599.1.KLF5	chr18	65107251	65107260	+	0.000	0.000	Merged-chr18-65107334-45
NR50337--MA0599.1.KLF5	chr5	135913424	135913433	+	0.000	0.000	Merged-chr5-135913431-40
NR24028--MA0599.1.KLF5	chr16	34690520	34690529	+	0.000	0.000	Merged-chr16-34690700-62
NR55962--MA0741.1.KLF16	chr7	19665038	19665048	+	0.000	0.000	Merged-chr7-19665223-91
NR52511--MA1107.1.KLF9	chr6	59250561	59250573	-	0.000	0.000	Merged-chr6-59250719-6
NR14833--MA0741.1.KLF16	chr12	117447362	117447372	-	0.000	0.000	Merged-chr12-117447459-59
NR13145--MA0599.1.KLF5	chr12	69227940	69227949	+	0.000	0.000	Merged-chr12-69228126-55
NR66104--MA1107.1.KLF9	chr9	110742387	110742399	+	0.000	0.000	Merged-chr9-110742507-7
NR37704--MA0741.1.KLF16	chr3	9038554	9038564	+	0.000	0.000	Merged-chr3-9038464-31
NR42164--MA0599.1.KLF5	chr4	41503181	41503190	+	0.000	0.000	Merged-chr4-41503192-32
NR35482--MA0741.1.KLF16	chr2	127335994	127336004	+	0.000	0.000	Merged-chr2-127336140-52
NR54463--MA0493.1.Klf1	chr6	131276846	131276856	-	0.000	0.000	Merged-chr6-131276753-31
NR60237--MA0493.1.Klf1	chr8	19784497	19784507	+	0.000	0.000	Merged-chr8-19784732-63
NR693--MA0741.1.KLF16	chr1	52844815	52844825	+	0.000	0.000	Merged-chr1-52844963-67
NR40790--MA0599.1.KLF5	chr3	137864264	137864273	+	0.000	0.000	Merged-chr3-137864256-74
NR67440--MA1107.1.KLF9	chrX	71622309	71622321	+	0.000	0.000	Merged-chrX-71622436-27
NR48146--MA0741.1.KLF16	chr5	92675423	92675433	-	0.000	0.000	Merged-chr5-92675540-55
NR66799--MA0740.1.KLF14	chr9	122951024	122951037	+	0.000	0.000	Merged-chr9-122950963-68
NR61586--MA0740.1.KLF14	chr8	83699205	83699218	-	0.000	0.000	Merged-chr8-83698923-131
NR8487--MA1107.1.KLF9	chr11	10276374	10276386	-	0.000	0.000	Merged-chr11-10276392-45
NR31129--MA0599.1.KLF5	chr19	8712147	8712156	+	0.000	0.000	Merged-chr19-8712106-37
NR54025--MA0599.1.KLF5	chr6	120486221	120486230	+	0.000	0.000	Merged-chr6-120486424-77
NR9697--MA0741.1.KLF16	chr11	65807158	65807168	+	0.000	0.000	Merged-chr11-65807044-98
NR51277--MA0742.1.Klf12	chr5	150458079	150458093	+	0.000	0.000	Merged-chr5-150458118-21
NR62322--MA1107.1.KLF9	chr8	111769393	111769405	-	0.000	0.000	Merged-chr8-111769335-16
NR23629--MA0740.1.KLF14	chr16	18629999	18630012	+	0.000	0.000	Merged-chr16-18629825-18
NR31783--MA0742.1.Klf12	chr19	42129164	42129178	-	0.000	0.000	Merged-chr19-42129370-104
NR34276--MA0740.1.KLF14	chr2	74749528	74749541	-	0.000	0.000	Merged-chr2-74749603-48
NR21678--MA0740.1.KLF14	chr15	74955571	74955584	+	0.000	0.000	Merged-chr15-74955518-87
NR521--MA1107.1.KLF9	chr1	40386302	40386314	+	0.000	0.000	Merged-chr1-40386352-39
NR35175--MA0599.1.KLF5	chr2	119047068	119047077	-	0.000	0.000	Merged-chr2-119047036-56
NR36125--MA0742.1.Klf12	chr2	150608596	150608610	+	0.000	0.000	Merged-chr2-150608735-106
NR58357--MA0493.1.Klf1	chr7	109781669	109781679	-	0.000	0.000	Merged-chr7-109781592-85
NR13525--MA0742.1.Klf12	chr12	80945391	80945405	+	0.000	0.000	Merged-chr12-80945473-1
NR15665--MA0599.1.KLF5	chr13	42051841	42051850	+	0.000	0.000	Merged-chr13-42051680-16
NR26887--MA1107.1.KLF9	chr17	35997917	35997929	-	0.000	0.000	Merged-chr17-35997756-9
NR36591--MA0493.1.Klf1	chr2	158717757	158717767	-	0.000	0.000	Merged-chr2-158717764-33
NR64870--MA0599.1.KLF5	chr9	72662200	72662209	+	0.000	0.000	Merged-chr9-72662335-52
NR42355--MA0657.1.KLF13	chr4	45018579	45018596	-	0.000	0.000	Merged-chr4-45018744-59
NR43329--MA1107.1.KLF9	chr4	97860647	97860659	-	0.000	0.000	Merged-chr4-97860532-7
NR36448--MA0493.1.Klf1	chr2	156179580	156179590	-	0.000	0.000	Merged-chr2-156179620-5
NR2992--MA0599.1.KLF5	chr1	156956591	156956600	-	0.000	0.000	Merged-chr1-156956579-55
NR63789--MA0740.1.KLF14	chr9	32636153	32636166	+	0.000	0.000	Merged-chr9-32636023-17
NR61465--MA1107.1.KLF9	chr8	79029376	79029388	-	0.000	0.000	Merged-chr8-79029406-228
NR7958--MA0599.1.KLF5	chr10	122737176	122737185	-	0.000	0.000	Merged-chr10-122737078-16
NR54584--MA0493.1.Klf1	chr6	135167962	135167972	-	0.000	0.000	Merged-chr6-135168143-37
NR62542--MA0493.1.Klf1	chr8	117802045	117802055	+	0.000	0.000	Merged-chr8-117802067-74
NR49774--MA1107.1.KLF9	chr5	129190195	129190207	+	0.000	0.000	Merged-chr5-129190300-30
NR33183--MA0741.1.KLF16	chr2	30066344	30066354	+	0.000	0.000	Merged-chr2-30066556-82
NR41955--MA1107.1.KLF9	chr4	32388032	32388044	+	0.000	0.000	Merged-chr4-32387941-10
NR20585--MA0741.1.KLF16	chr14	122223681	122223691	+	0.000	0.000	Merged-chr14-122223777-52
NR33454--MA0741.1.KLF16	chr2	34802258	34802268	-	0.000	0.000	Merged-chr2-34802496-68
NR61070--MA0742.1.Klf12	chr8	70152707	70152721	-	0.000	0.000	Merged-chr8-70152708-31
NR33649--MA0599.1.KLF5	chr2	48949401	48949410	+	0.000	0.000	Merged-chr2-48949437-98
NR41776--MA0741.1.KLF16	chr4	11253946	11253956	+	0.000	0.000	Merged-chr4-11254007-72
NR28266--MA0493.1.Klf1	chr17	83307199	83307209	+	0.000	0.000	Merged-chr17-83307130-30
NR6750--MA0039.3.KLF4	chr10	81605295	81605305	-	0.000	0.000	Merged-chr10-81605207-33
NR40839--MA0493.1.Klf1	chr3	138861211	138861221	+	0.000	0.000	Merged-chr3-138861130-9
NR23215--MA0740.1.KLF14	chr15	102257617	102257630	-	0.000	0.000	Merged-chr15-102257531-48
NR9078--MA0741.1.KLF16	chr11	49202767	49202777	-	0.000	0.000	Merged-chr11-49202721-8
NR1990--MA0039.3.KLF4	chr1	125426865	125426875	+	0.000	0.000	Merged-chr1-125426863-28
NR31894--MA0657.1.KLF13	chr19	45782870	45782887	+	0.000	0.000	Merged-chr19-45782786-5
NR34880--MA0741.1.KLF16	chr2	104095806	104095816	-	0.000	0.000	Merged-chr2-104095908-22
NR60810--MA0493.1.Klf1	chr8	53639081	53639091	+	0.000	0.000	Merged-chr8-53639020-77
NR8927--MA0599.1.KLF5	chr11	35769778	35769787	+	0.000	0.000	Merged-chr11-35769647-75
NR36801--MA1107.1.KLF9	chr2	164900266	164900278	+	0.000	0.000	Merged-chr2-164900061-35
NR48559--MA1107.1.KLF9	chr5	105110343	105110355	+	0.000	0.000	Merged-chr5-105110402-76
NR63985--MA1107.1.KLF9	chr9	42272662	42272674	+	0.000	0.000	Merged-chr9-42272782-11
NR25384--MA0741.1.KLF16	chr16	95821065	95821075	-	0.000	0.000	Merged-chr16-95821218-29
NR29164--MA0599.1.KLF5	chr18	34932017	34932026	-	0.000	0.000	Merged-chr18-34932030-66
NR35928--MA0741.1.KLF16	chr2	144165494	144165504	+	0.000	0.000	Merged-chr2-144165635-63
NR43921--MA0599.1.KLF5	chr4	117210566	117210575	-	0.000	0.000	Merged-chr4-117210729-52
NR20713--MA0741.1.KLF16	chr15	8616188	8616198	+	0.000	0.000	Merged-chr15-8616259-27
NR56577--MA0741.1.KLF16	chr7	34630506	34630516	-	0.000	0.000	Merged-chr7-34630517-24
NR48889--MA0740.1.KLF14	chr5	112275234	112275247	+	0.000	0.000	Merged-chr5-112275327-24
NR14001--MA1107.1.KLF9	chr12	99610468	99610480	+	0.000	0.000	Merged-chr12-99610571-42
NR33106--MA0741.1.KLF16	chr2	28640924	28640934	+	0.000	0.000	Merged-chr2-28641113-91
NR44232--MA0599.1.KLF5	chr4	123798149	123798158	-	0.000	0.000	Merged-chr4-123798076-3
NR25316--MA0742.1.Klf12	chr16	94581258	94581272	-	0.000	0.000	Merged-chr16-94581097-17
NR62789--MA0599.1.KLF5	chr8	121585559	121585568	-	0.000	0.000	Merged-chr8-121585485-50
NR44777--MA1107.1.KLF9	chr4	133498541	133498553	+	0.000	0.000	Merged-chr4-133498477-33
NR25382--MA0599.1.KLF5	chr16	95804383	95804392	-	0.000	0.000	Merged-chr16-95804427-5
NR16842--MA0740.1.KLF14	chr13	91223995	91224008	-	0.000	0.000	Merged-chr13-91224009-83
NR39927--MA0039.3.KLF4	chr3	108788317	108788327	-	0.000	0.000	Merged-chr3-108788342-25
NR51403--MA0039.3.KLF4	chr6	3399471	3399481	-	0.000	0.000	Merged-chr6-3399502-52
NR5575--MA0741.1.KLF16	chr10	51480768	51480778	-	0.000	0.000	Merged-chr10-51480764-57
NR55008--MA0741.1.KLF16	chr6	142809830	142809840	-	0.000	0.000	Merged-chr6-142809719-29
NR14989--MA0741.1.KLF16	chr13	9093874	9093884	-	0.000	0.000	Merged-chr13-9094017-81
NR55847--MA0740.1.KLF14	chr7	18910490	18910503	+	0.000	0.000	Merged-chr7-18910497-55
NR28298--MA0599.1.KLF5	chr17	84028780	84028789	-	0.000	0.000	Merged-chr17-84028767-42
NR39857--MA0599.1.KLF5	chr3	108017887	108017896	+	0.000	0.000	Merged-chr3-108018056-86
NR58114--MA0741.1.KLF16	chr7	101466453	101466463	-	0.000	0.000	Merged-chr7-101466620-78
NR9778--MA0039.3.KLF4	chr11	68853105	68853115	-	0.000	0.000	Merged-chr11-68853077-70
NR3024--MA0741.1.KLF16	chr1	157555237	157555247	+	0.000	0.000	Merged-chr1-157555103-45
NR33292--MA0741.1.KLF16	chr2	31759847	31759857	-	0.000	0.000	Merged-chr2-31759968-18
NR30425--MA0740.1.KLF14	chr18	80200655	80200668	-	0.000	0.000	Merged-chr18-80200692-56
NR8833--MA0599.1.KLF5	chr11	30986477	30986486	+	0.000	0.000	Merged-chr11-30986417-66
NR58580--MA0742.1.Klf12	chr7	114356562	114356576	-	0.000	0.000	Merged-chr7-114356592-29
NR13811--MA1107.1.KLF9	chr12	89451070	89451082	-	0.000	0.000	Merged-chr12-89451029-28
NR8205--MA0740.1.KLF14	chr10	128411641	128411654	-	0.000	0.000	Merged-chr10-128411568-50
NR63552--MA0599.1.KLF5	chr9	21419889	21419898	-	0.000	0.000	Merged-chr9-21419783-26
NR18688--MA0493.1.Klf1	chr14	40967031	40967041	+	0.000	0.000	Merged-chr14-40966984-107
NR17396--MA1107.1.KLF9	chr13	103747829	103747841	+	0.000	0.000	Merged-chr13-103747773-12
NR4599--MA0599.1.KLF5	chr1	193035766	193035775	-	0.000	0.000	Merged-chr1-193035808-62
NR59664--MA0740.1.KLF14	chr7	141392074	141392087	-	0.000	0.000	Merged-chr7-141392195-61
NR58295--MA0599.1.KLF5	chr7	107594972	107594981	-	0.000	0.000	Merged-chr7-107594871-89
NR26733--MA0741.1.KLF16	chr17	34627444	34627454	-	0.000	0.000	Merged-chr17-34627444-59
NR9689--MA1107.1.KLF9	chr11	65788373	65788385	+	0.000	0.000	Merged-chr11-65788138-67
NR4106--MA0493.1.Klf1	chr1	184046544	184046554	+	0.000	0.000	Merged-chr1-184046442-6
NR11403--MA1107.1.KLF9	chr11	104599952	104599964	-	0.000	0.000	Merged-chr11-104599870-16
NR9811--MA0599.1.KLF5	chr11	69401435	69401444	+	0.000	0.000	Merged-chr11-69401473-44
NR21542--MA0742.1.Klf12	chr15	66969678	66969692	+	0.000	0.000	Merged-chr15-66969620-75
NR9849--MA0657.1.KLF13	chr11	69921731	69921748	+	0.000	0.000	Merged-chr11-69921533-99
NR44683--MA1107.1.KLF9	chr4	132178857	132178869	-	0.000	0.000	Merged-chr4-132178810-24
NR40045--MA0741.1.KLF16	chr3	116434979	116434989	-	0.000	0.000	Merged-chr3-116434903-21
NR13275--MA0599.1.KLF5	chr12	72085809	72085818	-	0.000	0.000	Merged-chr12-72085712-110
NR17705--MA1107.1.KLF9	chr13	112792086	112792098	-	0.000	0.000	Merged-chr13-112792096-28
NR21608--MA0742.1.Klf12	chr15	73169065	73169079	-	0.000	0.000	Merged-chr15-73169118-30
NR22897--MA0741.1.KLF16	chr15	98093252	98093262	+	0.000	0.000	Merged-chr15-98093340-56
NR12895--MA0741.1.KLF16	chr12	51348179	51348189	+	0.000	0.000	Merged-chr12-51348278-58
NR65604--MA0742.1.Klf12	chr9	102779722	102779736	+	0.000	0.000	Merged-chr9-102779765-25
NR39843--MA0493.1.Klf1	chr3	107754720	107754730	-	0.000	0.000	Merged-chr3-107754801-18
NR64521--MA0599.1.KLF5	chr9	62536846	62536855	-	0.000	0.000	Merged-chr9-62536828-26
NR22784--MA0599.1.KLF5	chr15	95790804	95790813	-	0.000	0.000	Merged-chr15-95790912-69
NR6092--MA0039.3.KLF4	chr10	70133475	70133485	-	0.000	0.000	Merged-chr10-70133310-29
NR3276--MA0741.1.KLF16	chr1	165091991	165092001	+	0.000	0.000	Merged-chr1-165091937-36
NR8186--MA0740.1.KLF14	chr10	128270369	128270382	-	0.000	0.000	Merged-chr10-128270552-51
NR67231--MA0599.1.KLF5	chrX	38635160	38635169	-	0.000	0.000	Merged-chrX-38635204-84
NR48390--MA0599.1.KLF5	chr5	100846233	100846242	-	0.000	0.000	Merged-chr5-100846236-82
NR20822--MA0741.1.KLF16	chr15	25269712	25269722	-	0.000	0.000	Merged-chr15-25269773-79
NR16867--MA0599.1.KLF5	chr13	92332385	92332394	+	0.000	0.000	Merged-chr13-92332424-46
NR14712--MA0742.1.Klf12	chr12	113219993	113220007	-	0.000	0.000	Merged-chr12-113220068-2
NR48159--MA0741.1.KLF16	chr5	93205512	93205522	-	0.000	0.000	Merged-chr5-93205430-14
NR3818--MA0741.1.KLF16	chr1	177008837	177008847	+	0.000	0.000	Merged-chr1-177008942-27
NR62122--MA0599.1.KLF5	chr8	105930865	105930874	-	0.000	0.000	Merged-chr8-105930842-27
NR47721--MA0599.1.KLF5	chr5	72203281	72203290	-	0.000	0.000	Merged-chr5-72203390-56
NR48603--MA0740.1.KLF14	chr5	105609751	105609764	+	0.000	0.000	Merged-chr5-105609798-27
NR17628--MA0657.1.KLF13	chr13	110825142	110825159	-	0.000	0.000	Merged-chr13-110825010-20
NR401--MA0493.1.Klf1	chr1	37884623	37884633	+	0.000	0.000	Merged-chr1-37884608-6
NR20617--MA0741.1.KLF16	chr14	122983286	122983296	+	0.000	0.000	Merged-chr14-122983276-115
NR6653--MA0741.1.KLF16	chr10	81136439	81136449	-	0.000	0.000	Merged-chr10-81136337-26
NR18392--MA0741.1.KLF16	chr14	21832222	21832232	-	0.000	0.000	Merged-chr14-21832195-1
NR20170--MA0599.1.KLF5	chr14	111675935	111675944	+	0.000	0.000	Merged-chr14-111675959-27
NR62328--MA0599.1.KLF5	chr8	111769478	111769487	+	0.000	0.000	Merged-chr8-111769335-16
NR17043--MA0493.1.Klf1	chr13	97235267	97235277	+	0.000	0.000	Merged-chr13-97235164-28
NR24600--MA1107.1.KLF9	chr16	64851822	64851834	+	0.000	0.000	Merged-chr16-64851941-100
NR18663--MA0741.1.KLF16	chr14	34502803	34502813	+	0.000	0.000	Merged-chr14-34502705-107
NR607--MA0493.1.Klf1	chr1	43827866	43827876	+	0.000	0.000	Merged-chr1-43827662-129
NR11882--MA1107.1.KLF9	chr11	116005037	116005049	-	0.000	0.000	Merged-chr11-116005079-38
NR31535--MA0741.1.KLF16	chr19	31337347	31337357	-	0.000	0.000	Merged-chr19-31337298-1
NR36445--MA0740.1.KLF14	chr2	156008099	156008112	-	0.000	0.000	Merged-chr2-156008083-48
NR54406--MA0741.1.KLF16	chr6	129255084	129255094	+	0.000	0.000	Merged-chr6-129255226-26
NR58496--MA0493.1.Klf1	chr7	112679260	112679270	+	0.000	0.000	Merged-chr7-112679423-49
NR13098--MA0740.1.KLF14	chr12	65075588	65075601	+	0.000	0.000	Merged-chr12-65075708-55
NR37355--MA0599.1.KLF5	chr2	173659568	173659577	+	0.000	0.000	Merged-chr2-173659827-104
NR65892--MA0740.1.KLF14	chr9	107526846	107526859	-	0.000	0.000	Merged-chr9-107526799-38
NR30266--MA0039.3.KLF4	chr18	76144610	76144620	+	0.000	0.000	Merged-chr18-76144619-35
NR11023--MA0740.1.KLF14	chr11	97935997	97936010	-	0.000	0.000	Merged-chr11-97936039-14
NR55491--MA0599.1.KLF5	chr7	4651728	4651737	-	0.000	0.000	Merged-chr7-4651775-26
NR21649--MA0493.1.Klf1	chr15	74538494	74538504	-	0.000	0.000	Merged-chr15-74538442-18
NR60950--MA0740.1.KLF14	chr8	64771047	64771060	+	0.000	0.000	Merged-chr8-64771092-36
NR1786--MA0599.1.KLF5	chr1	106515650	106515659	+	0.000	0.000	Merged-chr1-106515798-55
NR20357--MA1107.1.KLF9	chr14	118982654	118982666	+	0.000	0.000	Merged-chr14-118982661-72
NR32317--MA0493.1.Klf1	chr19	57610933	57610943	+	0.000	0.000	Merged-chr19-57611096-119
NR50299--MA0741.1.KLF16	chr5	135780565	135780575	-	0.000	0.000	Merged-chr5-135780527-18
NR28852--MA1107.1.KLF9	chr18	12947324	12947336	+	0.000	0.000	Merged-chr18-12947466-4
NR37303--MA0741.1.KLF16	chr2	173021884	173021894	-	0.000	0.000	Merged-chr2-173022060-54
NR23067--MA1107.1.KLF9	chr15	100683154	100683166	+	0.000	0.000	Merged-chr15-100683235-12
NR35352--MA0741.1.KLF16	chr2	122028500	122028510	+	0.000	0.000	Merged-chr2-122028535-87
NR50588--MA0599.1.KLF5	chr5	139380596	139380605	-	0.000	0.000	Merged-chr5-139380615-34
NR47040--MA0493.1.Klf1	chr5	34949389	34949399	+	0.000	0.000	Merged-chr5-34949325-82
NR30933--MA0039.3.KLF4	chr19	5489142	5489152	+	0.000	0.000	Merged-chr19-5489185-33
NR10471--MA0599.1.KLF5	chr11	82908313	82908322	+	0.000	0.000	Merged-chr11-82908298-45
NR63407--MA0740.1.KLF14	chr9	8042872	8042885	-	0.000	0.000	Merged-chr9-8042887-59
NR36363--MA0493.1.Klf1	chr2	154552516	154552526	+	0.000	0.000	Merged-chr2-154552671-28
NR4477--MA1107.1.KLF9	chr1	191802741	191802753	-	0.000	0.000	Merged-chr1-191802759-25
NR67352--MA0599.1.KLF5	chrX	56609830	56609839	-	0.000	0.000	Merged-chrX-56609887-66
NR56814--MA0741.1.KLF16	chr7	44590838	44590848	+	0.000	0.000	Merged-chr7-44590867-32
NR46630--MA1107.1.KLF9	chr5	23604518	23604530	-	0.000	0.000	Merged-chr5-23604556-29
NR64594--MA0741.1.KLF16	chr9	65550181	65550191	+	0.000	0.000	Merged-chr9-65550028-15
NR31121--MA0741.1.KLF16	chr19	8695486	8695496	-	0.000	0.000	Merged-chr19-8695569-23
NR35614--MA0599.1.KLF5	chr2	131204728	131204737	-	0.000	0.000	Merged-chr2-131204704-19
NR38405--MA0657.1.KLF13	chr3	54567411	54567428	-	0.000	0.000	Merged-chr3-54567528-25
NR5474--MA0599.1.KLF5	chr10	43579021	43579030	-	0.000	0.000	Merged-chr10-43578959-39
NR6429--MA0740.1.KLF14	chr10	79767153	79767166	-	0.000	0.000	Merged-chr10-79767054-76
NR70--MA1107.1.KLF9	chr1	9967984	9967996	+	0.000	0.000	Merged-chr1-9967804-60
NR15418--MA1107.1.KLF9	chr13	34046644	34046656	+	0.000	0.000	Merged-chr13-34046570-24
NR59568--MA0740.1.KLF14	chr7	140036674	140036687	-	0.000	0.000	Merged-chr7-140036517-83
NR62167--MA0740.1.KLF14	chr8	107031193	107031206	+	0.000	0.000	Merged-chr8-107031400-72
NR67527--MA0741.1.KLF16	chrX	74305047	74305057	+	0.000	0.000	Merged-chrX-74305179-50
NR791--MA0599.1.KLF5	chr1	58725998	58726007	+	0.000	0.000	Merged-chr1-58726093-26
NR44353--MA0740.1.KLF14	chr4	126286759	126286772	+	0.000	0.000	Merged-chr4-126286786-18
NR39875--MA0599.1.KLF5	chr3	108200862	108200871	+	0.000	0.000	Merged-chr3-108200698-59
NR31512--MA0657.1.KLF13	chr19	30823103	30823120	+	0.000	0.000	Merged-chr19-30823040-7
NR53946--MA1107.1.KLF9	chr6	119395788	119395800	-	0.000	0.000	Merged-chr6-119395821-77
NR65544--MA0740.1.KLF14	chr9	101251869	101251882	+	0.000	0.000	Merged-chr9-101251656-72
NR37555--MA0741.1.KLF16	chr2	180042532	180042542	-	0.000	0.000	Merged-chr2-180042476-118
NR48144--MA0599.1.KLF5	chr5	92675424	92675433	-	0.000	0.000	Merged-chr5-92675540-55
NR433--MA0599.1.KLF5	chr1	39196991	39197000	-	0.000	0.000	Merged-chr1-39196974-45
NR50156--MA0741.1.KLF16	chr5	134540089	134540099	-	0.000	0.000	Merged-chr5-134540113-16
NR14955--MA0741.1.KLF16	chr13	3782561	3782571	+	0.000	0.000	Merged-chr13-3782702-4
NR42571--MA0742.1.Klf12	chr4	53012359	53012373	-	0.000	0.000	Merged-chr4-53012213-75
NR772--MA1107.1.KLF9	chr1	58303841	58303853	-	0.000	0.000	Merged-chr1-58304012-69
NR5240--MA1107.1.KLF9	chr10	30618172	30618184	+	0.000	0.000	Merged-chr10-30618352-61
NR50427--MA0741.1.KLF16	chr5	137502627	137502637	-	0.000	0.000	Merged-chr5-137502544-104
NR28297--MA1107.1.KLF9	chr17	84026369	84026381	-	0.000	0.000	Merged-chr17-84026257-31
NR14652--MA0740.1.KLF14	chr12	112798106	112798119	-	0.000	0.000	Merged-chr12-112797973-3
