#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR19504--MA0599.1.KLF5	chr14	8213942	8213951	-	0.000	0.000	Merged-chr14-8214225-75
NR22907--MA1107.1.KLF9	chr15	25216701	25216713	+	0.000	0.000	Merged-chr15-25216736-38
NR57686--MA0740.1.KLF14	chr6	142507958	142507971	-	0.000	0.000	Merged-chr6-142507875-63
NR57118--MA0741.1.KLF16	chr6	127566598	127566608	+	0.000	0.000	Merged-chr6-127566523-22
NR40704--MA0599.1.KLF5	chr3	14611427	14611436	+	0.000	0.000	Merged-chr3-14611354-67
NR65645--MA0741.1.KLF16	chr9	13536880	13536890	+	0.000	0.000	Merged-chr9-13536890-20
NR37640--MA0599.1.KLF5	chr2	91639115	91639124	+	0.000	0.000	Merged-chr2-91639045-3
NR23228--MA0599.1.KLF5	chr15	36609019	36609028	+	0.000	0.000	Merged-chr15-36609064-106
NR15811--MA0493.1.Klf1	chr13	3893580	3893590	-	0.000	0.000	Merged-chr13-3893477-54
NR44289--MA0599.1.KLF5	chr3	144720619	144720628	-	0.000	0.000	Merged-chr3-144720507-6
NR21244--MA0742.1.Klf12	chr14	69707621	69707635	-	0.000	0.000	Merged-chr14-69707415-59
NR68751--MA0741.1.KLF16	chrX	38182056	38182066	-	0.000	0.000	Merged-chrX-38181994-21
NR58273--MA0741.1.KLF16	chr7	16197024	16197034	-	0.000	0.000	Merged-chr7-16196917-6
NR55296--MA1107.1.KLF9	chr6	58844471	58844483	-	0.000	0.000	Merged-chr6-58844366-72
NR35944--MA0741.1.KLF16	chr2	30119883	30119893	+	0.000	0.000	Merged-chr2-30119999-30
NR3454--MA0741.1.KLF16	chr1	151096131	151096141	-	0.000	0.000	Merged-chr1-151096153-39
NR47460--MA0599.1.KLF5	chr4	109229939	109229948	+	0.000	0.000	Merged-chr4-109229977-29
NR42706--MA0742.1.Klf12	chr3	95315143	95315157	+	0.000	0.000	Merged-chr3-95315367-55
NR12868--MA0741.1.KLF16	chr11	117326037	117326047	-	0.000	0.000	Merged-chr11-117325818-58
NR63698--MA0493.1.Klf1	chr8	70797268	70797278	-	0.000	0.000	Merged-chr8-70797334-59
NR66119--MA0740.1.KLF14	chr9	35176012	35176025	+	0.000	0.000	Merged-chr9-35175859-80
NR35428--MA1107.1.KLF9	chr2	14074078	14074090	+	0.000	0.000	Merged-chr2-14074039-78
NR10952--MA1107.1.KLF9	chr11	61855231	61855243	-	0.000	0.000	Merged-chr11-61855241-5
NR13323--MA0599.1.KLF5	chr12	16589807	16589816	-	0.000	0.000	Merged-chr12-16589670-47
NR15227--MA0740.1.KLF14	chr12	98628093	98628106	-	0.000	0.000	Merged-chr12-98628210-48
NR42342--MA0599.1.KLF5	chr3	83055392	83055401	+	0.000	0.000	Merged-chr3-83055607-91
NR9790--MA0740.1.KLF14	chr11	6658462	6658475	-	0.000	0.000	Merged-chr11-6658459-18
NR14198--MA0599.1.KLF5	chr12	56345848	56345857	+	0.000	0.000	Merged-chr12-56345725-68
NR16578--MA1107.1.KLF9	chr13	30186558	30186570	-	0.000	0.000	Merged-chr13-30186492-12
NR37831--MA0039.3.KLF4	chr2	102186177	102186187	+	0.000	0.000	Merged-chr2-102186171-70
NR56817--MA0599.1.KLF5	chr6	119388794	119388803	+	0.000	0.000	Merged-chr6-119388745-63
NR5955--MA1107.1.KLF9	chr10	28194267	28194279	+	0.000	0.000	Merged-chr10-28194242-1
NR29078--MA0741.1.KLF16	chr17	27909264	27909274	-	0.000	0.000	Merged-chr17-27909139-107
NR9066--MA0493.1.Klf1	chr10	119218837	119218847	-	0.000	0.000	Merged-chr10-119218704-23
NR47336--MA0740.1.KLF14	chr4	105110081	105110094	-	0.000	0.000	Merged-chr4-105109952-51
NR24612--MA0741.1.KLF16	chr15	83122208	83122218	+	0.000	0.000	Merged-chr15-83122079-5
NR17575--MA0599.1.KLF5	chr13	69821334	69821343	+	0.000	0.000	Merged-chr13-69821460-47
NR15256--MA0493.1.Klf1	chr12	99821351	99821361	+	0.000	0.000	Merged-chr12-99821537-23
NR22813--MA1107.1.KLF9	chr15	12795459	12795471	+	0.000	0.000	Merged-chr15-12795578-29
NR27398--MA0741.1.KLF16	chr16	75903383	75903393	+	0.000	0.000	Merged-chr16-75903251-33
NR24017--MA0657.1.KLF13	chr15	73228433	73228450	+	0.000	0.000	Merged-chr15-73228515-7
NR41350--MA0493.1.Klf1	chr3	38484881	38484891	+	0.000	0.000	Merged-chr3-38484612-142
NR55929--MA0740.1.KLF14	chr6	88842307	88842320	+	0.000	0.000	Merged-chr6-88842221-88
NR68135--MA1107.1.KLF9	chr9	114758511	114758523	-	0.000	0.000	Merged-chr9-114758587-29
NR21299--MA0599.1.KLF5	chr14	70549507	70549516	+	0.000	0.000	Merged-chr14-70549442-27
NR8221--MA0740.1.KLF14	chr10	96616866	96616879	+	0.000	0.000	Merged-chr10-96617072-57
NR35325--MA0741.1.KLF16	chr2	11229332	11229342	+	0.000	0.000	Merged-chr2-11229306-10
NR63375--MA1107.1.KLF9	chr8	61283204	61283216	+	0.000	0.000	Merged-chr8-61283229-50
NR42891--MA0039.3.KLF4	chr3	101066374	101066384	-	0.000	0.000	Merged-chr3-101066330-34
NR61363--MA0740.1.KLF14	chr7	125487245	125487258	+	0.000	0.000	Merged-chr7-125487266-7
NR20110--MA0741.1.KLF16	chr14	26858465	26858475	-	0.000	0.000	Merged-chr14-26858524-14
NR34141--MA1107.1.KLF9	chr19	11611829	11611841	-	0.000	0.000	Merged-chr19-11611733-15
NR55825--MA0493.1.Klf1	chr6	86365616	86365626	-	0.000	0.000	Merged-chr6-86365536-92
NR32982--MA1107.1.KLF9	chr18	67289140	67289152	-	0.000	0.000	Merged-chr18-67289383-133
NR35353--MA0599.1.KLF5	chr2	11777704	11777713	-	0.000	0.000	Merged-chr2-11777973-128
NR9653--MA0599.1.KLF5	chr11	3863942	3863951	-	0.000	0.000	Merged-chr11-3863952-34
NR64372--MA0599.1.KLF5	chr8	93810529	93810538	+	0.000	0.000	Merged-chr8-93810346-59
NR10569--MA0741.1.KLF16	chr11	51967649	51967659	-	0.000	0.000	Merged-chr11-51967758-57
NR7254--MA0599.1.KLF5	chr10	75935805	75935814	+	0.000	0.000	Merged-chr10-75935964-54
NR58455--MA0599.1.KLF5	chr7	19360005	19360014	-	0.000	0.000	Merged-chr7-19359775-64
NR69677--MA1107.1.KLF9	chrX	169973429	169973441	+	0.000	0.000	Merged-chrX-169973362-71
NR61858--MA1107.1.KLF9	chr7	141064324	141064336	+	0.000	0.000	Merged-chr7-141064290-23
NR49828--MA0599.1.KLF5	chr5	21645778	21645787	-	0.000	0.000	Merged-chr5-21645848-87
NR51325--MA0742.1.Klf12	chr5	76951243	76951257	-	0.000	0.000	Merged-chr5-76951369-96
NR21487--MA0741.1.KLF16	chr14	78536928	78536938	-	0.000	0.000	Merged-chr14-78536863-71
NR13827--MA0657.1.KLF13	chr12	36800739	36800756	-	0.000	0.000	Merged-chr12-36800787-3
NR21608--MA0599.1.KLF5	chr14	86848465	86848474	+	0.000	0.000	Merged-chr14-86848271-1
NR42669--MA0599.1.KLF5	chr3	94786545	94786554	+	0.000	0.000	Merged-chr3-94786570-53
NR57693--MA0742.1.Klf12	chr6	142856631	142856645	+	0.000	0.000	Merged-chr6-142856601-13
NR34361--MA0493.1.Klf1	chr19	32595626	32595636	+	0.000	0.000	Merged-chr19-32595781-33
NR62640--MA0599.1.KLF5	chr8	26976802	26976811	+	0.000	0.000	Merged-chr8-26976904-74
NR29202--MA1107.1.KLF9	chr17	29973339	29973351	+	0.000	0.000	Merged-chr17-29973396-19
NR37061--MA0039.3.KLF4	chr2	66634950	66634960	-	0.000	0.000	Merged-chr2-66634909-17
NR65350--MA0599.1.KLF5	chr8	124349961	124349970	+	0.000	0.000	Merged-chr8-124349926-21
NR67606--MA0599.1.KLF5	chr9	96536974	96536983	-	0.000	0.000	Merged-chr9-96537068-27
NR63598--MA0741.1.KLF16	chr8	70139336	70139346	+	0.000	0.000	Merged-chr8-70139491-63
NR9187--MA0493.1.Klf1	chr10	123076427	123076437	+	0.000	0.000	Merged-chr10-123076393-79
NR35782--MA0741.1.KLF16	chr2	25500755	25500765	-	0.000	0.000	Merged-chr2-25500833-51
NR20625--MA0493.1.Klf1	chr14	47223368	47223378	+	0.000	0.000	Merged-chr14-47223224-6
NR1153--MA0493.1.Klf1	chr1	58454567	58454577	-	0.000	0.000	Merged-chr1-58454495-16
NR35577--MA0741.1.KLF16	chr2	18057000	18057010	-	0.000	0.000	Merged-chr2-18057041-114
NR44181--MA0493.1.Klf1	chr3	143379403	143379413	+	0.000	0.000	Merged-chr3-143379316-24
NR61886--MA0740.1.KLF14	chr7	141215738	141215751	-	0.000	0.000	Merged-chr7-141215830-56
NR33231--MA0741.1.KLF16	chr18	73572608	73572618	-	0.000	0.000	Merged-chr18-73572695-132
NR26990--MA0599.1.KLF5	chr16	58728183	58728192	-	0.000	0.000	Merged-chr16-58728165-77
NR11703--MA0599.1.KLF5	chr11	87756615	87756624	-	0.000	0.000	Merged-chr11-87756738-13
NR66892--MA0599.1.KLF5	chr9	65885068	65885077	+	0.000	0.000	Merged-chr9-65885138-51
NR42220--MA1107.1.KLF9	chr3	79129192	79129204	-	0.000	0.000	Merged-chr3-79129160-12
NR39914--MA0599.1.KLF5	chr2	167367845	167367854	-	0.000	0.000	Merged-chr2-167368139-124
NR9060--MA0741.1.KLF16	chr10	118893913	118893923	+	0.000	0.000	Merged-chr10-118893796-10
NR61783--MA0599.1.KLF5	chr7	139389027	139389036	+	0.000	0.000	Merged-chr7-139388959-78
NR46463--MA0740.1.KLF14	chr4	62408695	62408708	+	0.000	0.000	Merged-chr4-62408524-84
NR18474--MA0741.1.KLF16	chr13	97235268	97235278	+	0.000	0.000	Merged-chr13-97235164-28
NR69324--MA0493.1.Klf1	chrX	135601842	135601852	+	0.000	0.000	Merged-chrX-135601772-31
NR12363--MA0599.1.KLF5	chr11	103016992	103017001	+	0.000	0.000	Merged-chr11-103017025-48
NR21344--MA0741.1.KLF16	chr14	71665889	71665899	-	0.000	0.000	Merged-chr14-71665815-2
NR7380--MA0741.1.KLF16	chr10	78372872	78372882	+	0.000	0.000	Merged-chr10-78372862-56
NR58441--MA0493.1.Klf1	chr7	19295864	19295874	+	0.000	0.000	Merged-chr7-19295883-40
NR28130--MA1107.1.KLF9	chr16	97326253	97326265	+	0.000	0.000	Merged-chr16-97326270-33
NR3659--MA1107.1.KLF9	chr1	155742426	155742438	-	0.000	0.000	Merged-chr1-155742292-41
NR15073--MA0599.1.KLF5	chr12	91684570	91684579	-	0.000	0.000	Merged-chr12-91684536-24
NR11008--MA1107.1.KLF9	chr11	64051783	64051795	-	0.000	0.000	Merged-chr11-64051762-16
NR66197--MA1107.1.KLF9	chr9	40415544	40415556	+	0.000	0.000	Merged-chr9-40415403-51
NR26401--MA0741.1.KLF16	chr16	31664039	31664049	-	0.000	0.000	Merged-chr16-31663921-80
NR2480--MA0493.1.Klf1	chr1	119151863	119151873	-	0.000	0.000	Merged-chr1-119151846-1
NR46348--MA0599.1.KLF5	chr4	59805793	59805802	+	0.000	0.000	Merged-chr4-59805793-13
NR60793--MA0741.1.KLF16	chr7	101466457	101466467	-	0.000	0.000	Merged-chr7-101466620-78
NR42535--MA0741.1.KLF16	chr3	89387212	89387222	+	0.000	0.000	Merged-chr3-89387256-27
NR34847--MA0740.1.KLF14	chr19	53142532	53142545	-	0.000	0.000	Merged-chr19-53142483-91
NR41024--MA0599.1.KLF5	chr3	27463045	27463054	-	0.000	0.000	Merged-chr3-27462923-28
NR32896--MA0740.1.KLF14	chr18	65924897	65924910	-	0.000	0.000	Merged-chr18-65924997-33
NR29729--MA0741.1.KLF16	chr17	47694958	47694968	+	0.000	0.000	Merged-chr17-47694994-70
NR31772--MA0493.1.Klf1	chr18	24309590	24309600	-	0.000	0.000	Merged-chr18-24309700-12
NR63455--MA0741.1.KLF16	chr8	64947110	64947120	+	0.000	0.000	Merged-chr8-64947122-116
NR52922--MA1107.1.KLF9	chr5	129063563	129063575	-	0.000	0.000	Merged-chr5-129063450-43
NR64126--MA0599.1.KLF5	chr8	84270524	84270533	+	0.000	0.000	Merged-chr8-84270449-50
NR12563--MA0741.1.KLF16	chr11	111792040	111792050	+	0.000	0.000	Merged-chr11-111792002-31
NR7312--MA0742.1.Klf12	chr10	77033175	77033189	-	0.000	0.000	Merged-chr10-77033384-72
NR26819--MA1107.1.KLF9	chr16	52454377	52454389	+	0.000	0.000	Merged-chr16-52454226-6
NR64802--MA0599.1.KLF5	chr8	109868532	109868541	-	0.000	0.000	Merged-chr8-109868700-77
NR53582--MA1107.1.KLF9	chr5	140389389	140389401	+	0.000	0.000	Merged-chr5-140389352-56
NR63697--MA0039.3.KLF4	chr8	70797266	70797276	-	0.000	0.000	Merged-chr8-70797334-59
NR35705--MA0741.1.KLF16	chr2	23002931	23002941	+	0.000	0.000	Merged-chr2-23002862-6
NR48969--MA0741.1.KLF16	chr4	149991099	149991109	-	0.000	0.000	Merged-chr4-149991121-13
NR56915--MA0493.1.Klf1	chr6	122339853	122339863	-	0.000	0.000	Merged-chr6-122339894-93
NR24769--MA1107.1.KLF9	chr15	86309745	86309757	-	0.000	0.000	Merged-chr15-86309591-12
NR64881--MA0741.1.KLF16	chr8	114352085	114352095	+	0.000	0.000	Merged-chr8-114352094-52
NR45729--MA0742.1.Klf12	chr4	40948321	40948335	+	0.000	0.000	Merged-chr4-40948225-82
NR51806--MA0493.1.Klf1	chr5	99979036	99979046	+	0.000	0.000	Merged-chr5-99978841-118
NR3681--MA0742.1.Klf12	chr1	156474387	156474401	+	0.000	0.000	Merged-chr1-156474258-59
NR16596--MA1107.1.KLF9	chr13	31503289	31503301	+	0.000	0.000	Merged-chr13-31503331-6
NR11013--MA0493.1.Klf1	chr11	64978886	64978896	-	0.000	0.000	Merged-chr11-64979086-60
NR64134--MA0740.1.KLF14	chr8	84687911	84687924	+	0.000	0.000	Merged-chr8-84687755-60
NR11148--MA0599.1.KLF5	chr11	69935591	69935600	-	0.000	0.000	Merged-chr11-69935671-40
NR66649--MA0742.1.Klf12	chr9	58134277	58134291	-	0.000	0.000	Merged-chr9-58134181-8
NR67543--MA0741.1.KLF16	chr9	94538126	94538136	-	0.000	0.000	Merged-chr9-94538046-220
NR28728--MA0740.1.KLF14	chr17	20945315	20945328	-	0.000	0.000	Merged-chr17-20945411-73
NR4641--MA0741.1.KLF16	chr1	182409029	182409039	+	0.000	0.000	Merged-chr1-182409078-72
NR6294--MA0599.1.KLF5	chr10	42269342	42269351	-	0.000	0.000	Merged-chr10-42269495-58
NR30690--MA0039.3.KLF4	chr17	78835592	78835602	-	0.000	0.000	Merged-chr17-78835526-79
NR40291--MA1107.1.KLF9	chr2	174127185	174127197	+	0.000	0.000	Merged-chr2-174127192-30
NR12484--MA0599.1.KLF5	chr11	106999581	106999590	-	0.000	0.000	Merged-chr11-106999428-68
NR34704--MA0740.1.KLF14	chr19	46003460	46003473	-	0.000	0.000	Merged-chr19-46003515-58
NR7969--MA0741.1.KLF16	chr10	89443756	89443766	-	0.000	0.000	Merged-chr10-89443691-130
NR7567--MA0493.1.Klf1	chr10	80577775	80577785	+	0.000	0.000	Merged-chr10-80577794-170
NR63312--MA0741.1.KLF16	chr8	57653233	57653243	+	0.000	0.000	Merged-chr8-57652766-224
NR14310--MA0599.1.KLF5	chr12	65075589	65075598	+	0.000	0.000	Merged-chr12-65075708-55
NR45893--MA0741.1.KLF16	chr4	43442623	43442633	-	0.000	0.000	Merged-chr4-43442762-110
NR14766--MA0741.1.KLF16	chr12	82169642	82169652	+	0.000	0.000	Merged-chr12-82169653-106
NR68222--MA0740.1.KLF14	chr9	118669775	118669788	+	0.000	0.000	Merged-chr9-118669839-33
NR61617--MA0493.1.Klf1	chr7	131045654	131045664	+	0.000	0.000	Merged-chr7-131045620-32
NR27906--MA0741.1.KLF16	chr16	93543750	93543760	+	0.000	0.000	Merged-chr16-93543852-28
NR13748--MA0493.1.Klf1	chr12	33315369	33315379	+	0.000	0.000	Merged-chr12-33315471-106
NR28790--MA0741.1.KLF16	chr17	22817945	22817955	+	0.000	0.000	Merged-chr17-22817720-41
NR53637--MA0742.1.Klf12	chr5	140649184	140649198	+	0.000	0.000	Merged-chr5-140649068-64
NR65869--MA0493.1.Klf1	chr9	21962591	21962601	+	0.000	0.000	Merged-chr9-21962533-26
NR49981--MA0741.1.KLF16	chr5	24908836	24908846	+	0.000	0.000	Merged-chr5-24908670-93
NR13453--MA0599.1.KLF5	chr12	21417707	21417716	-	0.000	0.000	Merged-chr12-21417564-84
NR28677--MA0493.1.Klf1	chr17	17609894	17609904	+	0.000	0.000	Merged-chr17-17609984-33
NR36635--MA0493.1.Klf1	chr2	51223806	51223816	+	0.000	0.000	Merged-chr2-51223946-1
NR20643--MA0493.1.Klf1	chr14	47546048	47546058	+	0.000	0.000	Merged-chr14-47545973-9
NR59507--MA0740.1.KLF14	chr7	45916918	45916931	-	0.000	0.000	Merged-chr7-45916816-45
NR68499--MA0599.1.KLF5	chrX	7657349	7657358	+	0.000	0.000	Merged-chrX-7657381-29
NR3490--MA0599.1.KLF5	chr1	151501036	151501045	+	0.000	0.000	Merged-chr1-151500785-93
NR42668--MA1107.1.KLF9	chr3	94786491	94786503	+	0.000	0.000	Merged-chr3-94786570-53
NR20849--MA0493.1.Klf1	chr14	54211400	54211410	-	0.000	0.000	Merged-chr14-54211428-38
NR34021--MA0493.1.Klf1	chr19	8695520	8695530	-	0.000	0.000	Merged-chr19-8695569-23
NR63293--MA0741.1.KLF16	chr8	57511793	57511803	-	0.000	0.000	Merged-chr8-57511963-83
NR24478--MA0740.1.KLF14	chr15	81035466	81035479	+	0.000	0.000	Merged-chr15-81035445-15
NR37223--MA0741.1.KLF16	chr2	72874435	72874445	-	0.000	0.000	Merged-chr2-72874420-46
NR7675--MA0657.1.KLF13	chr10	81357423	81357440	+	0.000	0.000	Merged-chr10-81357608-63
NR64581--MA0039.3.KLF4	chr8	104641765	104641775	-	0.000	0.000	Merged-chr8-104641787-70
NR7421--MA0742.1.Klf12	chr10	79767152	79767166	-	0.000	0.000	Merged-chr10-79767054-76
NR162--MA1107.1.KLF9	chr1	9848213	9848225	-	0.000	0.000	Merged-chr1-9848247-58
NR69547--MA0039.3.KLF4	chrX	160138410	160138420	+	0.000	0.000	Merged-chrX-160138243-80
NR28024--MA0599.1.KLF5	chr16	94371683	94371692	-	0.000	0.000	Merged-chr16-94371721-8
NR20554--MA0599.1.KLF5	chr14	45388994	45389003	-	0.000	0.000	Merged-chr14-45388877-116
NR58982--MA0740.1.KLF14	chr7	29860063	29860076	-	0.000	0.000	Merged-chr7-29860142-58
NR61013--MA0741.1.KLF16	chr7	110221650	110221660	-	0.000	0.000	Merged-chr7-110221778-96
NR44180--MA0039.3.KLF4	chr3	143379405	143379415	+	0.000	0.000	Merged-chr3-143379316-24
NR3892--MA0740.1.KLF14	chr1	164248936	164248949	-	0.000	0.000	Merged-chr1-164249048-102
NR26650--MA0599.1.KLF5	chr16	44875296	44875305	+	0.000	0.000	Merged-chr16-44875362-12
NR57249--MA0599.1.KLF5	chr6	131388501	131388510	-	0.000	0.000	Merged-chr6-131388404-16
NR48207--MA0741.1.KLF16	chr4	132638936	132638946	-	0.000	0.000	Merged-chr4-132639093-52
NR48201--MA0599.1.KLF5	chr4	132533705	132533714	-	0.000	0.000	Merged-chr4-132533524-64
NR31418--MA1107.1.KLF9	chr18	12168649	12168661	-	0.000	0.000	Merged-chr18-12168747-122
NR64439--MA0493.1.Klf1	chr8	95713585	95713595	-	0.000	0.000	Merged-chr8-95713709-35
NR60437--MA1107.1.KLF9	chr7	88321063	88321075	-	0.000	0.000	Merged-chr7-88321052-6
NR3856--MA0742.1.Klf12	chr1	162728256	162728270	-	0.000	0.000	Merged-chr1-162728182-59
NR42663--MA0039.3.KLF4	chr3	94786404	94786414	+	0.000	0.000	Merged-chr3-94786570-53
NR32754--MA1107.1.KLF9	chr18	60844171	60844183	-	0.000	0.000	Merged-chr18-60844209-77
NR67069--MA0599.1.KLF5	chr9	75537181	75537190	+	0.000	0.000	Merged-chr9-75537156-9
NR9425--MA0599.1.KLF5	chr10	127380678	127380687	+	0.000	0.000	Merged-chr10-127380706-93
NR51609--MA0742.1.Klf12	chr5	92675479	92675493	+	0.000	0.000	Merged-chr5-92675540-55
NR12568--MA1107.1.KLF9	chr11	111792069	111792081	+	0.000	0.000	Merged-chr11-111792002-31
NR49904--MA0741.1.KLF16	chr5	24344665	24344675	+	0.000	0.000	Merged-chr5-24344705-18
NR32200--MA0599.1.KLF5	chr18	39489348	39489357	+	0.000	0.000	Merged-chr18-39489171-3
NR45589--MA0493.1.Klf1	chr4	33261507	33261517	-	0.000	0.000	Merged-chr4-33261624-24
NR44171--MA0742.1.Klf12	chr3	143282687	143282701	-	0.000	0.000	Merged-chr3-143282646-2
NR27904--MA0039.3.KLF4	chr16	93543751	93543761	+	0.000	0.000	Merged-chr16-93543852-28
NR3897--MA0493.1.Klf1	chr1	164248927	164248937	-	0.000	0.000	Merged-chr1-164249048-102
NR29219--MA0741.1.KLF16	chr17	30197082	30197092	-	0.000	0.000	Merged-chr17-30197012-7
NR49939--MA1107.1.KLF9	chr5	24483689	24483701	-	0.000	0.000	Merged-chr5-24483549-16
NR57798--MA0039.3.KLF4	chr6	145276401	145276411	+	0.000	0.000	Merged-chr6-145276388-70
NR58871--MA0741.1.KLF16	chr7	28451831	28451841	+	0.000	0.000	Merged-chr7-28452002-19
NR16951--MA0599.1.KLF5	chr13	49307667	49307676	+	0.000	0.000	Merged-chr13-49307635-74
NR35795--MA0741.1.KLF16	chr2	26237438	26237448	+	0.000	0.000	Merged-chr2-26237317-65
NR30463--MA0657.1.KLF13	chr17	71479625	71479642	+	0.000	0.000	Merged-chr17-71479574-16
NR43451--MA0741.1.KLF16	chr3	121815220	121815230	-	0.000	0.000	Merged-chr3-121815134-77
NR58937--MA0741.1.KLF16	chr7	29211575	29211585	+	0.000	0.000	Merged-chr7-29211529-84
NR5858--MA0599.1.KLF5	chr10	24823804	24823813	+	0.000	0.000	Merged-chr10-24823998-59
NR24429--MA1107.1.KLF9	chr15	80076945	80076957	+	0.000	0.000	Merged-chr15-80076989-19
NR53109--MA0599.1.KLF5	chr5	134234522	134234531	+	0.000	0.000	Merged-chr5-134234445-9
NR23240--MA0039.3.KLF4	chr15	36640939	36640949	-	0.000	0.000	Merged-chr15-36640954-48
NR10373--MA0741.1.KLF16	chr11	33147975	33147985	+	0.000	0.000	Merged-chr11-33147924-149
NR61504--MA0740.1.KLF14	chr7	127512304	127512317	-	0.000	0.000	Merged-chr7-127512446-128
NR64642--MA0741.1.KLF16	chr8	105613936	105613946	+	0.000	0.000	Merged-chr8-105614025-28
NR33515--MA0741.1.KLF16	chr18	82855832	82855842	+	0.000	0.000	Merged-chr18-82855874-59
NR54640--MA0741.1.KLF16	chr6	30047975	30047985	+	0.000	0.000	Merged-chr6-30048099-79
NR36648--MA1107.1.KLF9	chr2	51411234	51411246	-	0.000	0.000	Merged-chr2-51411197-3
NR10389--MA0493.1.Klf1	chr11	34738999	34739009	+	0.000	0.000	Merged-chr11-34739146-8
NR25211--MA0599.1.KLF5	chr15	97842434	97842443	+	0.000	0.000	Merged-chr15-97842393-22
NR1194--MA0599.1.KLF5	chr1	59482086	59482095	-	0.000	0.000	Merged-chr1-59482272-104
NR18758--MA0741.1.KLF16	chr13	103774268	103774278	+	0.000	0.000	Merged-chr13-103774333-90
NR18931--MA0740.1.KLF14	chr13	108158614	108158627	+	0.000	0.000	Merged-chr13-108158650-72
NR31803--MA0740.1.KLF14	chr18	25487039	25487052	-	0.000	0.000	Merged-chr18-25487147-80
NR66664--MA0599.1.KLF5	chr9	58582374	58582383	+	0.000	0.000	Merged-chr9-58582361-93
NR60140--MA0741.1.KLF16	chr7	78865914	78865924	+	0.000	0.000	Merged-chr7-78865782-5
NR31430--MA0742.1.Klf12	chr18	12236563	12236577	-	0.000	0.000	Merged-chr18-12236569-102
NR14190--MA0741.1.KLF16	chr12	55499141	55499151	-	0.000	0.000	Merged-chr12-55499248-31
NR63053--MA1107.1.KLF9	chr8	45934775	45934787	+	0.000	0.000	Merged-chr8-45934835-41
NR11323--MA0740.1.KLF14	chr11	75510787	75510800	+	0.000	0.000	Merged-chr11-75510662-56
NR13567--MA0742.1.Klf12	chr12	25864331	25864345	+	0.000	0.000	Merged-chr12-25864437-46
NR58491--MA0599.1.KLF5	chr7	19797277	19797286	-	0.000	0.000	Merged-chr7-19797327-39
NR42548--MA0741.1.KLF16	chr3	89459140	89459150	-	0.000	0.000	Merged-chr3-89459176-81
NR15399--MA1107.1.KLF9	chr12	105021506	105021518	+	0.000	0.000	Merged-chr12-105021571-9
NR12135--MA0599.1.KLF5	chr11	98786602	98786611	-	0.000	0.000	Merged-chr11-98786782-44
NR52037--MA0599.1.KLF5	chr5	108065642	108065651	+	0.000	0.000	Merged-chr5-108065845-64
NR67836--MA0742.1.Klf12	chr9	106429377	106429391	-	0.000	0.000	Merged-chr9-106429526-66
NR52713--MA0599.1.KLF5	chr5	123524265	123524274	-	0.000	0.000	Merged-chr5-123524243-58
NR63935--MA1107.1.KLF9	chr8	77383805	77383817	+	0.000	0.000	Merged-chr8-77383968-15
NR30271--MA0599.1.KLF5	chr17	65884529	65884538	+	0.000	0.000	Merged-chr17-65884407-1
NR48250--MA0741.1.KLF16	chr4	133479954	133479964	-	0.000	0.000	Merged-chr4-133480073-43
NR63739--MA0741.1.KLF16	chr8	71273457	71273467	-	0.000	0.000	Merged-chr8-71273415-3
NR7218--MA0493.1.Klf1	chr10	75406176	75406186	+	0.000	0.000	Merged-chr10-75406076-29
NR45925--MA0741.1.KLF16	chr4	43875681	43875691	-	0.000	0.000	Merged-chr4-43875709-66
NR52919--MA0599.1.KLF5	chr5	129063565	129063574	-	0.000	0.000	Merged-chr5-129063450-43
NR56298--MA0599.1.KLF5	chr6	99666814	99666823	+	0.000	0.000	Merged-chr6-99666817-4
NR20085--MA0740.1.KLF14	chr14	25842079	25842092	-	0.000	0.000	Merged-chr14-25842298-78
NR38286--MA1107.1.KLF9	chr2	119189562	119189574	+	0.000	0.000	Merged-chr2-119189381-64
NR42490--MA0599.1.KLF5	chr3	88831934	88831943	-	0.000	0.000	Merged-chr3-88831913-99
NR28280--MA0741.1.KLF16	chr17	6687595	6687605	-	0.000	0.000	Merged-chr17-6687537-4
NR62882--MA0599.1.KLF5	chr8	36248437	36248446	+	0.000	0.000	Merged-chr8-36248253-9
NR48436--MA0657.1.KLF13	chr4	136021796	136021813	+	0.000	0.000	Merged-chr4-136021705-51
NR62739--MA0599.1.KLF5	chr8	33902943	33902952	-	0.000	0.000	Merged-chr8-33902890-33
NR38953--MA1107.1.KLF9	chr2	135824066	135824078	-	0.000	0.000	Merged-chr2-135823878-14
NR67556--MA0741.1.KLF16	chr9	94607630	94607640	-	0.000	0.000	Merged-chr9-94607543-65
NR36215--MA0599.1.KLF5	chr2	33908524	33908533	+	0.000	0.000	Merged-chr2-33908583-50
NR7250--MA0741.1.KLF16	chr10	75836073	75836083	+	0.000	0.000	Merged-chr10-75835813-94
