#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR1141--MA0036.3.GATA2	chr11	36001078	36001088	+	0.000	0.000	Merged-chr11-36000971-2
NR5996--MA0035.3.Gata1	chr5	97055840	97055850	-	0.000	0.000	Merged-chr5-97055881-18
NR2789--MA0036.3.GATA2	chr15	52900013	52900023	-	0.000	0.000	Merged-chr15-52899831-78
NR4817--MA0482.1.Gata4	chr3	28318057	28318067	+	0.000	0.000	Merged-chr3-28318064-9
NR6107--MA0035.3.Gata1	chr5	140151348	140151358	-	0.000	0.000	Merged-chr5-140151320-8
NR4427--MA0035.3.Gata1	chr2	106985120	106985130	+	0.000	0.000	Merged-chr2-106985167-21
NR7512--MA0140.2.GATA1::TAL1	chr9	31217839	31217856	+	0.000	0.000	Merged-chr9-31217851-21
NR2496--MA0140.2.GATA1::TAL1	chr14	66805727	66805744	-	0.000	0.000	Merged-chr14-66805736-29
NR1920--MA1104.1.GATA6	chr13	41447156	41447168	-	0.000	0.000	Merged-chr13-41447189-7
NR4798--MA0482.1.Gata4	chr3	14869854	14869864	-	0.000	0.000	Merged-chr3-14869878-60
NR2128--MA0035.3.Gata1	chr13	102598332	102598342	+	0.000	0.000	Merged-chr13-102598245-27
NR2027--MA0036.3.GATA2	chr13	66991737	66991747	-	0.000	0.000	Merged-chr13-66991703-16
NR3976--MA0036.3.GATA2	chr19	32755815	32755825	-	0.000	0.000	Merged-chr19-32755999-1
NR378--MA0035.3.Gata1	chr1	137075019	137075029	+	0.000	0.000	Merged-chr1-137074990-14
NR6352--MA1104.1.GATA6	chr6	82922014	82922026	+	0.000	0.000	Merged-chr6-82922037-57
NR5816--MA0037.3.GATA3	chr5	32488279	32488286	+	0.000	0.000	Merged-chr5-32488180-22
NR193--MA0140.2.GATA1::TAL1	chr1	86532670	86532687	+	0.000	0.000	Merged-chr1-86532525-44
NR6234--MA0766.1.GATA5	chr6	41104187	41104194	+	0.000	0.000	Merged-chr6-41104184-15
NR6967--MA0482.1.Gata4	chr7	101504104	101504114	+	0.000	0.000	Merged-chr7-101503907-73
NR75--MA0037.3.GATA3	chr1	44101573	44101580	-	0.000	0.000	Merged-chr1-44101717-6
NR5901--MA0140.2.GATA1::TAL1	chr5	65832149	65832166	+	0.000	0.000	Merged-chr5-65832305-23
NR1840--MA0035.3.Gata1	chr12	116932354	116932364	+	0.000	0.000	Merged-chr12-116932315-2
NR5571--MA0482.1.Gata4	chr4	120717457	120717467	-	0.000	0.000	Merged-chr4-120717361-2
NR6062--MA0036.3.GATA2	chr5	114681320	114681330	-	0.000	0.000	Merged-chr5-114681129-21
NR708--MA1104.1.GATA6	chr10	24291718	24291730	+	0.000	0.000	Merged-chr10-24291757-17
NR6094--MA1104.1.GATA6	chr5	134932302	134932314	-	0.000	0.000	Merged-chr5-134932473-29
NR1510--MA0766.1.GATA5	chr12	40427691	40427698	+	0.000	0.000	Merged-chr12-40427719-34
NR7392--MA0036.3.GATA2	chr8	117801964	117801974	-	0.000	0.000	Merged-chr8-117802067-74
NR4608--MA1104.1.GATA6	chr2	144217578	144217590	+	0.000	0.000	Merged-chr2-144217495-19
NR7618--MA0037.3.GATA3	chr9	54614615	54614622	+	0.000	0.000	Merged-chr9-54614475-15
NR99--MA0140.2.GATA1::TAL1	chr1	64986382	64986399	+	0.000	0.000	Merged-chr1-64986300-23
NR8011--MA1104.1.GATA6	chrX	153375286	153375298	-	0.000	0.000	Merged-chrX-153375365-26
NR1691--MA0035.3.Gata1	chr12	92625446	92625456	+	0.000	0.000	Merged-chr12-92625384-3
NR4267--MA0482.1.Gata4	chr2	66185004	66185014	-	0.000	0.000	Merged-chr2-66184903-51
NR322--MA0140.2.GATA1::TAL1	chr1	125466700	125466717	-	0.000	0.000	Merged-chr1-125466833-56
NR3607--MA0036.3.GATA2	chr17	87036795	87036805	-	0.000	0.000	Merged-chr17-87036710-20
NR6745--MA0037.3.GATA3	chr7	19332941	19332948	-	0.000	0.000	Merged-chr7-19332998-44
NR128--MA0482.1.Gata4	chr1	79752487	79752497	-	0.000	0.000	Merged-chr1-79752241-78
NR5744--MA0036.3.GATA2	chr5	8489970	8489980	+	0.000	0.000	Merged-chr5-8489877-17
NR2081--MA1104.1.GATA6	chr13	94381977	94381989	+	0.000	0.000	Merged-chr13-94381981-20
NR1274--MA0037.3.GATA3	chr11	80068121	80068128	-	0.000	0.000	Merged-chr11-80068268-1
NR4299--MA0036.3.GATA2	chr2	76214463	76214473	-	0.000	0.000	Merged-chr2-76214615-2
NR3546--MA0035.3.Gata1	chr17	71491183	71491193	+	0.000	0.000	Merged-chr17-71491103-50
NR4376--MA0482.1.Gata4	chr2	92192026	92192036	-	0.000	0.000	Merged-chr2-92192158-30
NR3184--MA0766.1.GATA5	chr16	58670210	58670217	-	0.000	0.000	Merged-chr16-58670422-58
NR237--MA0482.1.Gata4	chr1	94035513	94035523	+	0.000	0.000	Merged-chr1-94035484-87
NR145--MA1104.1.GATA6	chr1	82900856	82900868	-	0.000	0.000	Merged-chr1-82900738-32
NR5853--MA0036.3.GATA2	chr5	51853847	51853857	-	0.000	0.000	Merged-chr5-51853758-22
NR4114--MA0035.3.Gata1	chr2	31180409	31180419	-	0.000	0.000	Merged-chr2-31180309-64
NR2256--MA1104.1.GATA6	chr14	10445398	10445410	-	0.000	0.000	Merged-chr14-10445443-9
NR3302--MA0036.3.GATA2	chr16	94374311	94374321	+	0.000	0.000	Merged-chr16-94374445-4
NR1622--MA0036.3.GATA2	chr12	82187423	82187433	+	0.000	0.000	Merged-chr12-82187311-20
NR1975--MA0035.3.Gata1	chr13	53374449	53374459	-	0.000	0.000	Merged-chr13-53374422-32
NR350--MA0037.3.GATA3	chr1	130838475	130838482	+	0.000	0.000	Merged-chr1-130838519-27
NR3293--MA0766.1.GATA5	chr16	92995630	92995637	-	0.000	0.000	Merged-chr16-92995449-20
NR7472--MA0035.3.Gata1	chr9	7576785	7576795	-	0.000	0.000	Merged-chr9-7576753-19
NR1287--MA0037.3.GATA3	chr11	86257582	86257589	+	0.000	0.000	Merged-chr11-86257585-49
NR6749--MA0766.1.GATA5	chr7	19332941	19332948	-	0.000	0.000	Merged-chr7-19332998-44
NR1332--MA0482.1.Gata4	chr11	98783301	98783311	-	0.000	0.000	Merged-chr11-98783373-52
NR7496--MA0140.2.GATA1::TAL1	chr9	15029154	15029171	-	0.000	0.000	Merged-chr9-15029277-27
NR5994--MA1104.1.GATA6	chr5	97055839	97055851	+	0.000	0.000	Merged-chr5-97055881-18
NR5301--MA0035.3.Gata1	chr4	11404220	11404230	+	0.000	0.000	Merged-chr4-11404244-13
NR1584--MA0482.1.Gata4	chr12	73598433	73598443	+	0.000	0.000	Merged-chr12-73598343-51
NR982--MA0037.3.GATA3	chr10	117377488	117377495	-	0.000	0.000	Merged-chr10-117377577-5
NR1322--MA0035.3.Gata1	chr11	96993115	96993125	+	0.000	0.000	Merged-chr11-96993116-10
NR2331--MA1104.1.GATA6	chr14	30024459	30024471	-	0.000	0.000	Merged-chr14-30024538-20
NR7961--MA0035.3.Gata1	chrX	106171388	106171398	-	0.000	0.000	Merged-chrX-106171533-49
NR2745--MA0037.3.GATA3	chr15	36440115	36440122	+	0.000	0.000	Merged-chr15-36440213-15
NR1574--MA0035.3.Gata1	chr12	69853655	69853665	-	0.000	0.000	Merged-chr12-69853558-20
NR3705--MA0766.1.GATA5	chr18	46448741	46448748	+	0.000	0.000	Merged-chr18-46448750-18
NR3982--MA0035.3.Gata1	chr19	32998970	32998980	-	0.000	0.000	Merged-chr19-32999080-29
NR7493--MA0036.3.GATA2	chr9	15029163	15029173	-	0.000	0.000	Merged-chr9-15029277-27
NR4259--MA0482.1.Gata4	chr2	65552087	65552097	-	0.000	0.000	Merged-chr2-65551988-12
NR1582--MA0036.3.GATA2	chr12	73384066	73384076	+	0.000	0.000	Merged-chr12-73384028-7
NR3220--MA0035.3.Gata1	chr16	66086701	66086711	+	0.000	0.000	Merged-chr16-66086640-17
NR7621--MA0036.3.GATA2	chr9	54614613	54614623	-	0.000	0.000	Merged-chr9-54614475-15
NR2317--MA0035.3.Gata1	chr14	27384253	27384263	+	0.000	0.000	Merged-chr14-27384235-54
NR4818--MA1104.1.GATA6	chr3	28318055	28318067	-	0.000	0.000	Merged-chr3-28318064-9
NR1496--MA0766.1.GATA5	chr12	36057888	36057895	-	0.000	0.000	Merged-chr12-36057875-8
NR1101--MA0766.1.GATA5	chr11	11836941	11836948	-	0.000	0.000	Merged-chr11-11837020-26
NR2820--MA0037.3.GATA3	chr15	71917806	71917813	+	0.000	0.000	Merged-chr15-71917869-36
NR7525--MA0036.3.GATA2	chr9	32592069	32592079	+	0.000	0.000	Merged-chr9-32592064-58
NR2274--MA0482.1.Gata4	chr14	16373109	16373119	+	0.000	0.000	Merged-chr14-16372999-30
NR5219--MA0140.2.GATA1::TAL1	chr3	145951389	145951406	-	0.000	0.000	Merged-chr3-145951501-19
NR5803--MA0035.3.Gata1	chr5	28123271	28123281	+	0.000	0.000	Merged-chr5-28123342-28
NR1994--MA1104.1.GATA6	chr13	61788291	61788303	-	0.000	0.000	Merged-chr13-61788395-14
NR5702--MA0036.3.GATA2	chr4	148638464	148638474	-	0.000	0.000	Merged-chr4-148638535-16
NR3899--MA0035.3.Gata1	chr19	5088431	5088441	+	0.000	0.000	Merged-chr19-5088339-71
NR1462--MA0766.1.GATA5	chr12	16258477	16258484	+	0.000	0.000	Merged-chr12-16258722-16
NR3961--MA0035.3.Gata1	chr19	29418705	29418715	+	0.000	0.000	Merged-chr19-29418635-70
NR5064--MA0036.3.GATA2	chr3	122419824	122419834	-	0.000	0.000	Merged-chr3-122419865-81
NR5335--MA0036.3.GATA2	chr4	33110181	33110191	+	0.000	0.000	Merged-chr4-33110299-20
NR3926--MA0036.3.GATA2	chr19	16418578	16418588	+	0.000	0.000	Merged-chr19-16418552-32
NR3732--MA0482.1.Gata4	chr18	60502493	60502503	+	0.000	0.000	Merged-chr18-60502470-34
NR6968--MA1104.1.GATA6	chr7	101504102	101504114	-	0.000	0.000	Merged-chr7-101503907-73
NR1842--MA0766.1.GATA5	chr12	117403957	117403964	+	0.000	0.000	Merged-chr12-117403786-38
NR626--MA0037.3.GATA3	chr10	4079706	4079713	+	0.000	0.000	Merged-chr10-4079812-35
NR3631--MA0766.1.GATA5	chr18	6484970	6484977	-	0.000	0.000	Merged-chr18-6484878-33
NR1870--MA0140.2.GATA1::TAL1	chr13	5408608	5408625	-	0.000	0.000	Merged-chr13-5408640-54
NR5824--MA0036.3.GATA2	chr5	32950841	32950851	+	0.000	0.000	Merged-chr5-32950856-18
NR3084--MA0035.3.Gata1	chr16	45261660	45261670	+	0.000	0.000	Merged-chr16-45261551-46
NR1973--MA1104.1.GATA6	chr13	53374448	53374460	+	0.000	0.000	Merged-chr13-53374422-32
NR844--MA0037.3.GATA3	chr10	79937304	79937311	-	0.000	0.000	Merged-chr10-79937148-47
NR3111--MA0036.3.GATA2	chr16	50555184	50555194	+	0.000	0.000	Merged-chr16-50555141-20
NR6520--MA0037.3.GATA3	chr6	126849237	126849244	+	0.000	0.000	Merged-chr6-126849069-62
NR4268--MA1104.1.GATA6	chr2	66185004	66185016	+	0.000	0.000	Merged-chr2-66184903-51
NR6772--MA0037.3.GATA3	chr7	25297008	25297015	-	0.000	0.000	Merged-chr7-25297148-3
NR3429--MA0036.3.GATA2	chr17	32349203	32349213	-	0.000	0.000	Merged-chr17-32349293-10
NR129--MA1104.1.GATA6	chr1	79752487	79752499	+	0.000	0.000	Merged-chr1-79752241-78
NR2812--MA0037.3.GATA3	chr15	66444010	66444017	-	0.000	0.000	Merged-chr15-66444135-3
NR4473--MA0037.3.GATA3	chr2	121457053	121457060	-	0.000	0.000	Merged-chr2-121457132-54
NR2793--MA0037.3.GATA3	chr15	56047196	56047203	+	0.000	0.000	Merged-chr15-56047041-38
NR4377--MA1104.1.GATA6	chr2	92192026	92192038	+	0.000	0.000	Merged-chr2-92192158-30
NR2031--MA1104.1.GATA6	chr13	67332554	67332566	+	0.000	0.000	Merged-chr13-67332541-54
NR3299--MA0037.3.GATA3	chr16	94374312	94374319	-	0.000	0.000	Merged-chr16-94374445-4
NR238--MA1104.1.GATA6	chr1	94035511	94035523	-	0.000	0.000	Merged-chr1-94035484-87
NR5481--MA0482.1.Gata4	chr4	88015483	88015493	+	0.000	0.000	Merged-chr4-88015608-45
NR695--MA0140.2.GATA1::TAL1	chr10	21268945	21268962	-	0.000	0.000	Merged-chr10-21269012-32
NR7464--MA0036.3.GATA2	chr9	5311521	5311531	+	0.000	0.000	Merged-chr9-5311572-34
NR1333--MA1104.1.GATA6	chr11	98783301	98783313	+	0.000	0.000	Merged-chr11-98783373-52
NR1240--MA0035.3.Gata1	chr11	69991097	69991107	+	0.000	0.000	Merged-chr11-69991335-71
NR5197--MA0037.3.GATA3	chr3	143977280	143977287	+	0.000	0.000	Merged-chr3-143977087-2
NR2407--MA0482.1.Gata4	chr14	51089606	51089616	-	0.000	0.000	Merged-chr14-51089414-103
NR4998--MA0140.2.GATA1::TAL1	chr3	103378212	103378229	-	0.000	0.000	Merged-chr3-103378248-34
NR3291--MA0482.1.Gata4	chr16	92995630	92995640	+	0.000	0.000	Merged-chr16-92995449-20
NR1215--MA0766.1.GATA5	chr11	64899065	64899072	-	0.000	0.000	Merged-chr11-64899021-36
NR7445--MA0482.1.Gata4	chr8	127589470	127589480	+	0.000	0.000	Merged-chr8-127589399-43
NR1457--MA0036.3.GATA2	chr12	15536116	15536126	+	0.000	0.000	Merged-chr12-15536023-13
NR1263--MA0482.1.Gata4	chr11	76484397	76484407	+	0.000	0.000	Merged-chr11-76484240-22
NR2883--MA0036.3.GATA2	chr15	91616640	91616650	-	0.000	0.000	Merged-chr15-91616695-12
NR1053--MA0766.1.GATA5	chr11	6568134	6568141	-	0.000	0.000	Merged-chr11-6568162-40
NR1314--MA0036.3.GATA2	chr11	95379180	95379190	+	0.000	0.000	Merged-chr11-95379150-8
NR3466--MA0482.1.Gata4	chr17	44718328	44718338	-	0.000	0.000	Merged-chr17-44718379-50
NR3323--MA0482.1.Gata4	chr17	3209754	3209764	+	0.000	0.000	Merged-chr17-3209784-17
NR4034--MA0482.1.Gata4	chr2	11320204	11320214	-	0.000	0.000	Merged-chr2-11320345-22
NR543--MA0766.1.GATA5	chr1	175673737	175673744	-	0.000	0.000	Merged-chr1-175673854-4
NR3185--MA0035.3.Gata1	chr16	58670209	58670219	+	0.000	0.000	Merged-chr16-58670422-58
NR990--MA0036.3.GATA2	chr10	117377579	117377589	+	0.000	0.000	Merged-chr10-117377577-5
NR4526--MA0140.2.GATA1::TAL1	chr2	132497584	132497601	-	0.000	0.000	Merged-chr2-132497706-22
NR5778--MA0482.1.Gata4	chr5	21054838	21054848	+	0.000	0.000	Merged-chr5-21054874-6
NR1107--MA0037.3.GATA3	chr11	22813645	22813652	+	0.000	0.000	Merged-chr11-22813643-1
NR1481--MA0482.1.Gata4	chr12	32183055	32183065	+	0.000	0.000	Merged-chr12-32183013-17
NR5492--MA0036.3.GATA2	chr4	89486086	89486096	-	0.000	0.000	Merged-chr4-89486149-23
NR5098--MA0140.2.GATA1::TAL1	chr3	128088442	128088459	-	0.000	0.000	Merged-chr3-128088433-16
NR1444--MA0140.2.GATA1::TAL1	chr12	8827559	8827576	-	0.000	0.000	Merged-chr12-8827572-4
NR6350--MA0037.3.GATA3	chr6	82922017	82922024	+	0.000	0.000	Merged-chr6-82922037-57
NR5635--MA0482.1.Gata4	chr4	144981240	144981250	-	0.000	0.000	Merged-chr4-144981201-46
NR5906--MA0482.1.Gata4	chr5	71903684	71903694	+	0.000	0.000	Merged-chr5-71903621-28
NR1327--MA0036.3.GATA2	chr11	98660772	98660782	-	0.000	0.000	Merged-chr11-98660794-12
NR1266--MA0035.3.Gata1	chr11	76484396	76484406	+	0.000	0.000	Merged-chr11-76484240-22
NR7900--MA0482.1.Gata4	chr9	118512894	118512904	-	0.000	0.000	Merged-chr9-118512920-16
NR7153--MA0482.1.Gata4	chr8	18768221	18768231	+	0.000	0.000	Merged-chr8-18768213-14
NR2275--MA1104.1.GATA6	chr14	16373107	16373119	-	0.000	0.000	Merged-chr14-16372999-30
NR8016--MA0035.3.Gata1	chrX	160766223	160766233	-	0.000	0.000	Merged-chrX-160766177-60
NR7204--MA0036.3.GATA2	chr8	34164659	34164669	+	0.000	0.000	Merged-chr8-34164566-26
NR3506--MA0140.2.GATA1::TAL1	chr17	57031707	57031724	-	0.000	0.000	Merged-chr17-57031784-94
NR706--MA0037.3.GATA3	chr10	24291721	24291728	+	0.000	0.000	Merged-chr10-24291757-17
NR5304--MA1104.1.GATA6	chr4	11610146	11610158	+	0.000	0.000	Merged-chr4-11610147-18
NR1959--MA0036.3.GATA2	chr13	52008136	52008146	+	0.000	0.000	Merged-chr13-52008191-11
NR3326--MA0035.3.Gata1	chr17	3209753	3209763	+	0.000	0.000	Merged-chr17-3209784-17
NR7727--MA0036.3.GATA2	chr9	86579814	86579824	+	0.000	0.000	Merged-chr9-86579809-9
NR655--MA0036.3.GATA2	chr10	12821597	12821607	-	0.000	0.000	Merged-chr10-12821526-15
NR6634--MA0037.3.GATA3	chr6	140548054	140548061	-	0.000	0.000	Merged-chr6-140548189-34
NR6359--MA0482.1.Gata4	chr6	86922089	86922099	+	0.000	0.000	Merged-chr6-86921974-19
NR3733--MA1104.1.GATA6	chr18	60502491	60502503	-	0.000	0.000	Merged-chr18-60502470-34
NR4606--MA0037.3.GATA3	chr2	144217581	144217588	+	0.000	0.000	Merged-chr2-144217495-19
NR3706--MA0035.3.Gata1	chr18	46448739	46448749	-	0.000	0.000	Merged-chr18-46448750-18
NR5885--MA0036.3.GATA2	chr5	63768123	63768133	+	0.000	0.000	Merged-chr5-63767981-25
NR1279--MA0035.3.Gata1	chr11	80068120	80068130	+	0.000	0.000	Merged-chr11-80068268-1
NR4700--MA0140.2.GATA1::TAL1	chr2	163111880	163111897	-	0.000	0.000	Merged-chr2-163112057-15
NR7894--MA0482.1.Gata4	chr9	116283895	116283905	+	0.000	0.000	Merged-chr9-116283998-37
NR7751--MA0482.1.Gata4	chr9	94614101	94614111	+	0.000	0.000	Merged-chr9-94614117-31
NR3695--MA0036.3.GATA2	chr18	46013366	46013376	-	0.000	0.000	Merged-chr18-46013388-48
NR548--MA0140.2.GATA1::TAL1	chr1	177259127	177259144	+	0.000	0.000	Merged-chr1-177259021-1
NR5604--MA0035.3.Gata1	chr4	129276508	129276518	-	0.000	0.000	Merged-chr4-129276649-33
NR4348--MA0037.3.GATA3	chr2	85246761	85246768	-	0.000	0.000	Merged-chr2-85246695-45
NR5128--MA0035.3.Gata1	chr3	135582002	135582012	+	0.000	0.000	Merged-chr3-135581925-8
NR1497--MA0035.3.Gata1	chr12	36057887	36057897	+	0.000	0.000	Merged-chr12-36057875-8
NR1102--MA0035.3.Gata1	chr11	11836940	11836950	+	0.000	0.000	Merged-chr11-11837020-26
NR5898--MA0036.3.GATA2	chr5	65832147	65832157	+	0.000	0.000	Merged-chr5-65832305-23
NR1473--MA0482.1.Gata4	chr12	28589598	28589608	+	0.000	0.000	Merged-chr12-28589573-34
NR5830--MA0140.2.GATA1::TAL1	chr5	33820621	33820638	+	0.000	0.000	Merged-chr5-33820545-93
NR5279--MA0036.3.GATA2	chr3	159505787	159505797	-	0.000	0.000	Merged-chr3-159505893-1
NR3680--MA0037.3.GATA3	chr18	39091413	39091420	+	0.000	0.000	Merged-chr18-39091619-9
NR4529--MA0140.2.GATA1::TAL1	chr2	132701625	132701642	-	0.000	0.000	Merged-chr2-132701650-26
NR3009--MA0766.1.GATA5	chr16	23274763	23274770	-	0.000	0.000	Merged-chr16-23274580-84
NR440--MA0482.1.Gata4	chr1	156474261	156474271	-	0.000	0.000	Merged-chr1-156474258-59
NR8018--MA0482.1.Gata4	chrX	167233409	167233419	+	0.000	0.000	Merged-chrX-167233516-43
NR1601--MA0482.1.Gata4	chr12	76527616	76527626	-	0.000	0.000	Merged-chr12-76527633-28
NR987--MA0035.3.Gata1	chr10	117377487	117377497	+	0.000	0.000	Merged-chr10-117377577-5
NR5341--MA0036.3.GATA2	chr4	34429153	34429163	-	0.000	0.000	Merged-chr4-34429163-2
NR7374--MA0035.3.Gata1	chr8	110846146	110846156	+	0.000	0.000	Merged-chr8-110845988-12
NR1776--MA0036.3.GATA2	chr12	112606010	112606020	+	0.000	0.000	Merged-chr12-112605824-36
NR7825--MA0766.1.GATA5	chr9	102867024	102867031	+	0.000	0.000	Merged-chr9-102867048-29
NR1463--MA0035.3.Gata1	chr12	16258475	16258485	-	0.000	0.000	Merged-chr12-16258722-16
NR1919--MA0482.1.Gata4	chr13	41447158	41447168	+	0.000	0.000	Merged-chr13-41447189-7
NR3052--MA0766.1.GATA5	chr16	43661710	43661717	+	0.000	0.000	Merged-chr16-43661789-37
NR1362--MA0036.3.GATA2	chr11	106438887	106438897	+	0.000	0.000	Merged-chr11-106438995-31
NR7897--MA0035.3.Gata1	chr9	117400612	117400622	-	0.000	0.000	Merged-chr9-117400417-34
NR1428--MA0036.3.GATA2	chr11	116077056	116077066	+	0.000	0.000	Merged-chr11-116076989-9
NR81--MA0035.3.Gata1	chr1	51820734	51820744	-	0.000	0.000	Merged-chr1-51820806-47
NR7754--MA0035.3.Gata1	chr9	94614100	94614110	+	0.000	0.000	Merged-chr9-94614117-31
NR5723--MA0140.2.GATA1::TAL1	chr4	150517583	150517600	+	0.000	0.000	Merged-chr4-150517532-35
NR3151--MA0036.3.GATA2	chr16	56800671	56800681	+	0.000	0.000	Merged-chr16-56800625-33
NR918--MA0036.3.GATA2	chr10	96201432	96201442	-	0.000	0.000	Merged-chr10-96201472-66
NR5184--MA0035.3.Gata1	chr3	142709036	142709046	+	0.000	0.000	Merged-chr3-142708899-26
NR7557--MA0036.3.GATA2	chr9	41118250	41118260	-	0.000	0.000	Merged-chr9-41118206-38
NR2408--MA1104.1.GATA6	chr14	51089606	51089618	+	0.000	0.000	Merged-chr14-51089414-103
NR7122--MA0140.2.GATA1::TAL1	chr8	8497284	8497301	+	0.000	0.000	Merged-chr8-8497226-1
NR7446--MA1104.1.GATA6	chr8	127589468	127589480	-	0.000	0.000	Merged-chr8-127589399-43
NR3241--MA0482.1.Gata4	chr16	78217251	78217261	-	0.000	0.000	Merged-chr16-78217190-12
NR7252--MA0036.3.GATA2	chr8	64935134	64935144	+	0.000	0.000	Merged-chr8-64935114-22
NR1264--MA1104.1.GATA6	chr11	76484395	76484407	-	0.000	0.000	Merged-chr11-76484240-22
NR3467--MA1104.1.GATA6	chr17	44718328	44718340	+	0.000	0.000	Merged-chr17-44718379-50
NR5224--MA0036.3.GATA2	chr3	146699129	146699139	+	0.000	0.000	Merged-chr3-146699153-10
NR5746--MA0140.2.GATA1::TAL1	chr5	8669832	8669849	+	0.000	0.000	Merged-chr5-8669855-46
NR1194--MA0482.1.Gata4	chr11	58948838	58948848	-	0.000	0.000	Merged-chr11-58948790-70
NR3324--MA1104.1.GATA6	chr17	3209752	3209764	-	0.000	0.000	Merged-chr17-3209784-17
NR932--MA0035.3.Gata1	chr10	100696018	100696028	+	0.000	0.000	Merged-chr10-100696169-14
NR4035--MA1104.1.GATA6	chr2	11320204	11320216	+	0.000	0.000	Merged-chr2-11320345-22
NR5476--MA0036.3.GATA2	chr4	86725371	86725381	+	0.000	0.000	Merged-chr4-86725378-12
NR5282--MA0482.1.Gata4	chr3	159509172	159509182	+	0.000	0.000	Merged-chr3-159509158-33
NR4351--MA0036.3.GATA2	chr2	85246760	85246770	+	0.000	0.000	Merged-chr2-85246695-45
NR313--MA0035.3.Gata1	chr1	120533692	120533702	+	0.000	0.000	Merged-chr1-120533758-1
NR2942--MA0036.3.GATA2	chr16	4762247	4762257	-	0.000	0.000	Merged-chr16-4762365-8
NR6860--MA0035.3.Gata1	chr7	68479021	68479031	+	0.000	0.000	Merged-chr7-68478943-25
NR7485--MA0482.1.Gata4	chr9	14201338	14201348	+	0.000	0.000	Merged-chr9-14201080-12
NR7756--MA0482.1.Gata4	chr9	95113475	95113485	+	0.000	0.000	Merged-chr9-95113538-34
NR1915--MA0037.3.GATA3	chr13	34864587	34864594	+	0.000	0.000	Merged-chr13-34864620-19
NR4874--MA0036.3.GATA2	chr3	60565492	60565502	-	0.000	0.000	Merged-chr3-60565389-13
NR1482--MA1104.1.GATA6	chr12	32183053	32183065	-	0.000	0.000	Merged-chr12-32183013-17
NR6411--MA0036.3.GATA2	chr6	99801066	99801076	+	0.000	0.000	Merged-chr6-99800956-8
NR5907--MA1104.1.GATA6	chr5	71903682	71903694	-	0.000	0.000	Merged-chr5-71903621-28
NR6966--MA0037.3.GATA3	chr7	101504104	101504111	-	0.000	0.000	Merged-chr7-101503907-73
NR2472--MA0140.2.GATA1::TAL1	chr14	60541861	60541878	+	0.000	0.000	Merged-chr14-60541882-16
NR5570--MA0037.3.GATA3	chr4	120717460	120717467	+	0.000	0.000	Merged-chr4-120717361-2
NR7154--MA1104.1.GATA6	chr8	18768219	18768231	-	0.000	0.000	Merged-chr8-18768213-14
NR7517--MA0482.1.Gata4	chr9	32495852	32495862	-	0.000	0.000	Merged-chr9-32495799-63
NR3219--MA0766.1.GATA5	chr16	66086702	66086709	-	0.000	0.000	Merged-chr16-66086640-17
NR5837--MA0482.1.Gata4	chr5	38580781	38580791	+	0.000	0.000	Merged-chr5-38580877-38
NR650--MA0482.1.Gata4	chr10	12806117	12806127	+	0.000	0.000	Merged-chr10-12806040-40
NR4850--MA0766.1.GATA5	chr3	52298748	52298755	-	0.000	0.000	Merged-chr3-52298855-38
NR3015--MA0482.1.Gata4	chr16	27388012	27388022	+	0.000	0.000	Merged-chr16-27388094-20
NR1243--MA1104.1.GATA6	chr11	70265523	70265535	-	0.000	0.000	Merged-chr11-70265494-15
NR1606--MA0482.1.Gata4	chr12	77070146	77070156	+	0.000	0.000	Merged-chr12-77070291-10
NR2965--MA0766.1.GATA5	chr16	8640134	8640141	+	0.000	0.000	Merged-chr16-8639905-53
NR1216--MA0035.3.Gata1	chr11	64899064	64899074	+	0.000	0.000	Merged-chr11-64899021-36
NR2642--MA0035.3.Gata1	chr14	118850298	118850308	-	0.000	0.000	Merged-chr14-118850528-43
NR5997--MA1104.1.GATA6	chr5	97400175	97400187	-	0.000	0.000	Merged-chr5-97400055-3
NR5602--MA1104.1.GATA6	chr4	129276507	129276519	+	0.000	0.000	Merged-chr4-129276649-33
NR1739--MA0035.3.Gata1	chr12	104067615	104067625	+	0.000	0.000	Merged-chr12-104067684-35
NR5285--MA0035.3.Gata1	chr3	159509171	159509181	+	0.000	0.000	Merged-chr3-159509158-33
NR1054--MA0035.3.Gata1	chr11	6568133	6568143	+	0.000	0.000	Merged-chr11-6568162-40
NR1325--MA0035.3.Gata1	chr11	98497544	98497554	+	0.000	0.000	Merged-chr11-98497586-22
NR7929--MA0036.3.GATA2	chrX	9202157	9202167	+	0.000	0.000	Merged-chrX-9202139-21
NR1577--MA0035.3.Gata1	chr12	70232401	70232411	+	0.000	0.000	Merged-chr12-70232391-28
NR3023--MA0766.1.GATA5	chr16	27395273	27395280	-	0.000	0.000	Merged-chr16-27395267-15
