#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR1112--MA0482.1.Gata4	chr11	53141382	53141392	-	0.000	0.000	Merged-chr11-53141237-14
NR7607--MA0766.1.GATA5	chrX	48285541	48285548	-	0.000	0.000	Merged-chrX-48285695-3
NR5828--MA0140.2.GATA1::TAL1	chr6	30357898	30357915	-	0.000	0.000	Merged-chr6-30357923-25
NR5027--MA0036.3.GATA2	chr4	41569652	41569662	+	0.000	0.000	Merged-chr4-41569502-63
NR3061--MA1104.1.GATA6	chr17	8206779	8206791	+	0.000	0.000	Merged-chr17-8206780-14
NR4773--MA0036.3.GATA2	chr3	132791514	132791524	-	0.000	0.000	Merged-chr3-132791387-40
NR644--MA0766.1.GATA5	chr10	24291721	24291728	+	0.000	0.000	Merged-chr10-24291757-17
NR299--MA1104.1.GATA6	chr1	143202923	143202935	+	0.000	0.000	Merged-chr1-143203062-8
NR6035--MA0140.2.GATA1::TAL1	chr6	99309688	99309705	-	0.000	0.000	Merged-chr6-99309583-50
NR5122--MA0140.2.GATA1::TAL1	chr4	86725373	86725390	+	0.000	0.000	Merged-chr4-86725378-12
NR5213--MA0482.1.Gata4	chr4	106870759	106870769	-	0.000	0.000	Merged-chr4-106870736-26
NR1091--MA0036.3.GATA2	chr11	46389538	46389548	+	0.000	0.000	Merged-chr11-46389577-59
NR2931--MA0482.1.Gata4	chr16	78265278	78265288	+	0.000	0.000	Merged-chr16-78265078-57
NR3550--MA1104.1.GATA6	chr18	79353028	79353040	+	0.000	0.000	Merged-chr18-79353064-26
NR3166--MA0482.1.Gata4	chr17	36020625	36020635	-	0.000	0.000	Merged-chr17-36020745-74
NR581--MA0036.3.GATA2	chr1	191445990	191446000	+	0.000	0.000	Merged-chr1-191445969-55
NR1409--MA0482.1.Gata4	chr12	17636828	17636838	+	0.000	0.000	Merged-chr12-17636836-5
NR5354--MA0036.3.GATA2	chr4	149282667	149282677	+	0.000	0.000	Merged-chr4-149282639-35
NR7387--MA0035.3.Gata1	chr9	89842484	89842494	-	0.000	0.000	Merged-chr9-89842601-13
NR2918--MA0037.3.GATA3	chr16	64898528	64898535	-	0.000	0.000	Merged-chr16-64898423-6
NR5016--MA0766.1.GATA5	chr4	33189443	33189450	-	0.000	0.000	Merged-chr4-33189254-36
NR5088--MA0035.3.Gata1	chr4	62636267	62636277	+	0.000	0.000	Merged-chr4-62636315-14
NR613--MA0036.3.GATA2	chr10	12806116	12806126	+	0.000	0.000	Merged-chr10-12806040-40
NR4069--MA1104.1.GATA6	chr2	92192026	92192038	+	0.000	0.000	Merged-chr2-92192158-30
NR2320--MA0766.1.GATA5	chr14	56284605	56284612	-	0.000	0.000	Merged-chr14-56284559-51
NR4545--MA0037.3.GATA3	chr3	37738511	37738518	+	0.000	0.000	Merged-chr3-37738517-40
NR4523--MA0766.1.GATA5	chr3	21996050	21996057	+	0.000	0.000	Merged-chr3-21996009-51
NR3374--MA0035.3.Gata1	chr18	35942673	35942683	-	0.000	0.000	Merged-chr18-35942527-59
NR60--MA0035.3.Gata1	chr1	52454657	52454667	-	0.000	0.000	Merged-chr1-52454811-49
NR5696--MA0482.1.Gata4	chr5	114505394	114505404	+	0.000	0.000	Merged-chr5-114505492-44
NR570--MA0766.1.GATA5	chr1	191391470	191391477	-	0.000	0.000	Merged-chr1-191391579-39
NR1516--MA0036.3.GATA2	chr12	75494879	75494889	-	0.000	0.000	Merged-chr12-75494766-18
NR4178--MA0037.3.GATA3	chr2	115855978	115855985	-	0.000	0.000	Merged-chr2-115856078-28
NR244--MA0037.3.GATA3	chr1	125466896	125466903	+	0.000	0.000	Merged-chr1-125466833-56
NR3406--MA0035.3.Gata1	chr18	46448739	46448749	-	0.000	0.000	Merged-chr18-46448750-18
NR1293--MA0035.3.Gata1	chr11	101604892	101604902	+	0.000	0.000	Merged-chr11-101604778-40
NR5489--MA0036.3.GATA2	chr5	51853609	51853619	-	0.000	0.000	Merged-chr5-51853758-22
NR6347--MA0037.3.GATA3	chr7	30280502	30280509	+	0.000	0.000	Merged-chr7-30280528-94
NR3380--MA1104.1.GATA6	chr18	38700836	38700848	-	0.000	0.000	Merged-chr18-38700911-27
NR5699--MA0035.3.Gata1	chr5	114505393	114505403	+	0.000	0.000	Merged-chr5-114505492-44
NR783--MA0035.3.Gata1	chr10	82666661	82666671	+	0.000	0.000	Merged-chr10-82666640-30
NR2541--MA0036.3.GATA2	chr15	50667570	50667580	+	0.000	0.000	Merged-chr15-50667671-62
NR5413--MA0035.3.Gata1	chr5	20792370	20792380	-	0.000	0.000	Merged-chr5-20792282-29
NR1019--MA0036.3.GATA2	chr11	6701479	6701489	+	0.000	0.000	Merged-chr11-6701596-23
NR4592--MA0766.1.GATA5	chr3	69177419	69177426	-	0.000	0.000	Merged-chr3-69177555-55
NR1527--MA1104.1.GATA6	chr12	76527616	76527628	+	0.000	0.000	Merged-chr12-76527633-28
NR6220--MA0035.3.Gata1	chr6	136491385	136491395	-	0.000	0.000	Merged-chr6-136491563-93
NR3760--MA0037.3.GATA3	chr19	57079576	57079583	+	0.000	0.000	Merged-chr19-57079445-11
NR5436--MA0482.1.Gata4	chr5	30887490	30887500	-	0.000	0.000	Merged-chr5-30887642-12
NR1875--MA0037.3.GATA3	chr13	43191941	43191948	-	0.000	0.000	Merged-chr13-43191968-21
NR1113--MA1104.1.GATA6	chr11	53141382	53141394	+	0.000	0.000	Merged-chr11-53141237-14
NR2835--MA0766.1.GATA5	chr16	43661710	43661717	+	0.000	0.000	Merged-chr16-43661789-37
NR1686--MA0035.3.Gata1	chr12	112001285	112001295	-	0.000	0.000	Merged-chr12-112001420-10
NR2825--MA0036.3.GATA2	chr16	36602847	36602857	+	0.000	0.000	Merged-chr16-36602811-38
NR5963--MA0037.3.GATA3	chr6	86922089	86922096	-	0.000	0.000	Merged-chr6-86921974-19
NR127--MA0037.3.GATA3	chr1	74726885	74726892	-	0.000	0.000	Merged-chr1-74726770-27
NR2902--MA0482.1.Gata4	chr16	58670210	58670220	+	0.000	0.000	Merged-chr16-58670422-58
NR300--MA0036.3.GATA2	chr1	143202924	143202934	-	0.000	0.000	Merged-chr1-143203062-8
NR5022--MA0482.1.Gata4	chr4	40183012	40183022	+	0.000	0.000	Merged-chr4-40183077-21
NR7133--MA1104.1.GATA6	chr9	7576784	7576796	+	0.000	0.000	Merged-chr9-7576753-19
NR2493--MA0035.3.Gata1	chr14	122788394	122788404	-	0.000	0.000	Merged-chr14-122788282-21
NR5453--MA1104.1.GATA6	chr5	36561904	36561916	+	0.000	0.000	Merged-chr5-36561744-28
NR3451--MA0482.1.Gata4	chr18	56888877	56888887	+	0.000	0.000	Merged-chr18-56889017-47
NR4181--MA0036.3.GATA2	chr2	115855977	115855987	+	0.000	0.000	Merged-chr2-115856078-28
NR7586--MA0482.1.Gata4	chrX	11664675	11664685	+	0.000	0.000	Merged-chrX-11664686-45
NR345--MA0037.3.GATA3	chr1	153847117	153847124	+	0.000	0.000	Merged-chr1-153847127-37
NR693--MA1104.1.GATA6	chr10	46011983	46011995	-	0.000	0.000	Merged-chr10-46012127-41
NR3236--MA0035.3.Gata1	chr17	62784083	62784093	+	0.000	0.000	Merged-chr17-62784192-42
NR3145--MA0766.1.GATA5	chr17	26532845	26532852	+	0.000	0.000	Merged-chr17-26532798-20
NR2501--MA0482.1.Gata4	chr15	5108584	5108594	+	0.000	0.000	Merged-chr15-5108448-64
NR7028--MA0766.1.GATA5	chr8	115436487	115436494	+	0.000	0.000	Merged-chr8-115436321-24
NR2932--MA1104.1.GATA6	chr16	78265276	78265288	-	0.000	0.000	Merged-chr16-78265078-57
NR1117--MA0766.1.GATA5	chr11	53470104	53470111	-	0.000	0.000	Merged-chr11-53470263-39
NR5025--MA0035.3.Gata1	chr4	40183011	40183021	+	0.000	0.000	Merged-chr4-40183077-21
NR7485--MA0766.1.GATA5	chr9	112186687	112186694	-	0.000	0.000	Merged-chr9-112186441-37
NR7622--MA0037.3.GATA3	chrX	98259795	98259802	-	0.000	0.000	Merged-chrX-98259743-49
NR6350--MA0036.3.GATA2	chr7	30280500	30280510	-	0.000	0.000	Merged-chr7-30280528-94
NR6514--MA0140.2.GATA1::TAL1	chr7	92903842	92903859	-	0.000	0.000	Merged-chr7-92903803-41
NR5495--MA0140.2.GATA1::TAL1	chr5	62939204	62939221	-	0.000	0.000	Merged-chr5-62939189-18
NR3302--MA0140.2.GATA1::TAL1	chr17	79615214	79615231	+	0.000	0.000	Merged-chr17-79615226-63
NR54--MA0482.1.Gata4	chr1	51820733	51820743	-	0.000	0.000	Merged-chr1-51820806-47
NR5774--MA0140.2.GATA1::TAL1	chr5	140575634	140575651	+	0.000	0.000	Merged-chr5-140575709-24
NR3005--MA0036.3.GATA2	chr16	92904090	92904100	+	0.000	0.000	Merged-chr16-92904166-16
NR716--MA0766.1.GATA5	chr10	59392117	59392124	-	0.000	0.000	Merged-chr10-59392092-23
NR4258--MA0037.3.GATA3	chr2	129385622	129385629	-	0.000	0.000	Merged-chr2-129385556-29
NR2761--MA0766.1.GATA5	chr16	17015616	17015623	-	0.000	0.000	Merged-chr16-17015762-57
NR3629--MA0035.3.Gata1	chr19	11484713	11484723	-	0.000	0.000	Merged-chr19-11484539-38
NR6464--MA0035.3.Gata1	chr7	79728347	79728357	+	0.000	0.000	Merged-chr7-79728407-21
NR2623--MA0482.1.Gata4	chr15	79657999	79658009	+	0.000	0.000	Merged-chr15-79658151-9
NR5014--MA0482.1.Gata4	chr4	33189443	33189453	+	0.000	0.000	Merged-chr4-33189254-36
NR44--MA0035.3.Gata1	chr1	39702783	39702793	+	0.000	0.000	Merged-chr1-39702774-23
NR2504--MA0035.3.Gata1	chr15	5108583	5108593	+	0.000	0.000	Merged-chr15-5108448-64
NR1628--MA1104.1.GATA6	chr12	98674784	98674796	+	0.000	0.000	Merged-chr12-98674935-52
NR6896--MA0766.1.GATA5	chr8	57638201	57638208	+	0.000	0.000	Merged-chr8-57637972-56
NR6573--MA0035.3.Gata1	chr7	108967111	108967121	-	0.000	0.000	Merged-chr7-108967182-43
NR130--MA0036.3.GATA2	chr1	74726884	74726894	+	0.000	0.000	Merged-chr1-74726770-27
NR5123--MA0482.1.Gata4	chr4	88015483	88015493	+	0.000	0.000	Merged-chr4-88015608-45
NR5789--MA0482.1.Gata4	chr5	147063478	147063488	+	0.000	0.000	Merged-chr5-147063758-85
NR7079--MA0035.3.Gata1	chr8	124658088	124658098	+	0.000	0.000	Merged-chr8-124658101-13
NR5697--MA1104.1.GATA6	chr5	114505392	114505404	-	0.000	0.000	Merged-chr5-114505492-44
NR4858--MA0036.3.GATA2	chr3	139024691	139024701	+	0.000	0.000	Merged-chr3-139024771-15
NR729--MA0766.1.GATA5	chr10	59431035	59431042	+	0.000	0.000	Merged-chr10-59431050-41
NR6537--MA0140.2.GATA1::TAL1	chr7	101412787	101412804	+	0.000	0.000	Merged-chr7-101412946-31
NR1052--MA1104.1.GATA6	chr11	22813642	22813654	+	0.000	0.000	Merged-chr11-22813643-1
NR2570--MA0482.1.Gata4	chr15	56047193	56047203	-	0.000	0.000	Merged-chr15-56047041-38
NR3080--MA0037.3.GATA3	chr17	12960400	12960407	-	0.000	0.000	Merged-chr17-12960561-54
NR2180--MA0035.3.Gata1	chr13	113639070	113639080	+	0.000	0.000	Merged-chr13-113639155-24
NR57--MA0035.3.Gata1	chr1	51820734	51820744	-	0.000	0.000	Merged-chr1-51820806-47
NR5554--MA0037.3.GATA3	chr5	90612256	90612263	+	0.000	0.000	Merged-chr5-90612116-89
NR7215--MA0036.3.GATA2	chr9	46015108	46015118	+	0.000	0.000	Merged-chr9-46015200-37
NR7021--MA0482.1.Gata4	chr8	115064800	115064810	+	0.000	0.000	Merged-chr8-115064848-48
NR5017--MA0035.3.Gata1	chr4	33189442	33189452	+	0.000	0.000	Merged-chr4-33189254-36
NR6390--MA0140.2.GATA1::TAL1	chr7	47023795	47023812	-	0.000	0.000	Merged-chr7-47023711-7
NR7196--MA0036.3.GATA2	chr9	41118250	41118260	-	0.000	0.000	Merged-chr9-41118206-38
NR65--MA0036.3.GATA2	chr1	54421812	54421822	-	0.000	0.000	Merged-chr1-54421982-33
NR6613--MA0036.3.GATA2	chr7	113419585	113419595	-	0.000	0.000	Merged-chr7-113419557-35
NR7129--MA0766.1.GATA5	chr9	5311522	5311529	-	0.000	0.000	Merged-chr9-5311572-34
NR5497--MA0482.1.Gata4	chr5	63768124	63768134	+	0.000	0.000	Merged-chr5-63767981-25
NR2318--MA0037.3.GATA3	chr14	56284605	56284612	-	0.000	0.000	Merged-chr14-56284559-51
NR7509--MA0766.1.GATA5	chr9	116138613	116138620	-	0.000	0.000	Merged-chr9-116138726-20
NR188--MA0037.3.GATA3	chr1	94035513	94035520	-	0.000	0.000	Merged-chr1-94035484-87
NR2963--MA0482.1.Gata4	chr16	89835832	89835842	-	0.000	0.000	Merged-chr16-89835915-50
NR4524--MA0035.3.Gata1	chr3	21996048	21996058	-	0.000	0.000	Merged-chr3-21996009-51
NR6769--MA0036.3.GATA2	chr7	136341221	136341231	+	0.000	0.000	Merged-chr7-136341307-1
NR1968--MA1104.1.GATA6	chr13	83566219	83566231	-	0.000	0.000	Merged-chr13-83566220-57
NR36--MA0035.3.Gata1	chr1	36960732	36960742	-	0.000	0.000	Merged-chr1-36960699-30
NR6626--MA0036.3.GATA2	chr7	114095573	114095583	-	0.000	0.000	Merged-chr7-114095651-34
NR297--MA0037.3.GATA3	chr1	143202926	143202933	+	0.000	0.000	Merged-chr1-143203062-8
NR807--MA0036.3.GATA2	chr10	89764945	89764955	+	0.000	0.000	Merged-chr10-89764966-63
NR5073--MA0035.3.Gata1	chr4	59275688	59275698	-	0.000	0.000	Merged-chr4-59275689-14
NR4261--MA0036.3.GATA2	chr2	129385621	129385631	+	0.000	0.000	Merged-chr2-129385556-29
NR59--MA0482.1.Gata4	chr1	52454656	52454666	-	0.000	0.000	Merged-chr1-52454811-49
NR2903--MA1104.1.GATA6	chr16	58670208	58670220	-	0.000	0.000	Merged-chr16-58670422-58
NR5023--MA1104.1.GATA6	chr4	40183010	40183022	-	0.000	0.000	Merged-chr4-40183077-21
NR6841--MA0140.2.GATA1::TAL1	chr8	25017191	25017208	-	0.000	0.000	Merged-chr8-25017163-89
NR645--MA0036.3.GATA2	chr10	24458831	24458841	+	0.000	0.000	Merged-chr10-24458966-47
NR2081--MA0766.1.GATA5	chr13	102773403	102773410	-	0.000	0.000	Merged-chr13-102773383-12
NR5751--MA0037.3.GATA3	chr5	134330252	134330259	+	0.000	0.000	Merged-chr5-134330271-35
NR6235--MA0766.1.GATA5	chr6	140357782	140357789	+	0.000	0.000	Merged-chr6-140357700-50
NR4274--MA0036.3.GATA2	chr2	132292254	132292264	-	0.000	0.000	Merged-chr2-132292299-25
NR3328--MA0140.2.GATA1::TAL1	chr18	5592807	5592824	-	0.000	0.000	Merged-chr18-5592886-93
NR4622--MA0482.1.Gata4	chr3	84570697	84570707	+	0.000	0.000	Merged-chr3-84570776-21
NR7587--MA1104.1.GATA6	chrX	11664673	11664685	-	0.000	0.000	Merged-chrX-11664686-45
NR1838--MA0037.3.GATA3	chr13	32411687	32411694	+	0.000	0.000	Merged-chr13-32411761-17
NR7606--MA0037.3.GATA3	chrX	48285541	48285548	-	0.000	0.000	Merged-chrX-48285695-3
NR2517--MA0036.3.GATA2	chr15	25216778	25216788	+	0.000	0.000	Merged-chr15-25216736-38
NR42--MA1104.1.GATA6	chr1	39702782	39702794	-	0.000	0.000	Merged-chr1-39702774-23
NR2502--MA1104.1.GATA6	chr15	5108582	5108594	-	0.000	0.000	Merged-chr15-5108448-64
NR4067--MA0037.3.GATA3	chr2	92192029	92192036	+	0.000	0.000	Merged-chr2-92192158-30
NR5757--MA0140.2.GATA1::TAL1	chr5	137103354	137103371	+	0.000	0.000	Merged-chr5-137103369-20
NR6934--MA0482.1.Gata4	chr8	79734392	79734402	-	0.000	0.000	Merged-chr8-79734534-16
NR4593--MA0035.3.Gata1	chr3	69177418	69177428	+	0.000	0.000	Merged-chr3-69177555-55
NR7169--MA0482.1.Gata4	chr9	32706422	32706432	+	0.000	0.000	Merged-chr9-32706237-53
NR4635--MA0482.1.Gata4	chr3	88607505	88607515	-	0.000	0.000	Merged-chr3-88607595-35
NR2836--MA0035.3.Gata1	chr16	43661708	43661718	-	0.000	0.000	Merged-chr16-43661789-37
NR7199--MA0140.2.GATA1::TAL1	chr9	41118241	41118258	-	0.000	0.000	Merged-chr9-41118206-38
NR4400--MA1104.1.GATA6	chr2	157131306	157131318	-	0.000	0.000	Merged-chr2-157131278-25
NR886--MA0766.1.GATA5	chr10	111583207	111583214	+	0.000	0.000	Merged-chr10-111583294-13
NR55--MA1104.1.GATA6	chr1	51820733	51820745	+	0.000	0.000	Merged-chr1-51820806-47
NR1009--MA0140.2.GATA1::TAL1	chr10	130340395	130340412	+	0.000	0.000	Merged-chr10-130340277-13
NR4948--MA0766.1.GATA5	chr3	152929753	152929760	-	0.000	0.000	Merged-chr3-152929727-94
NR191--MA0036.3.GATA2	chr1	94035512	94035522	+	0.000	0.000	Merged-chr1-94035484-87
NR462--MA0036.3.GATA2	chr1	170218672	170218682	+	0.000	0.000	Merged-chr1-170218734-21
NR7156--MA0140.2.GATA1::TAL1	chr9	31217839	31217856	+	0.000	0.000	Merged-chr9-31217851-21
NR6480--MA0140.2.GATA1::TAL1	chr7	83600200	83600217	-	0.000	0.000	Merged-chr7-83600067-26
NR6804--MA0482.1.Gata4	chr8	4507820	4507830	+	0.000	0.000	Merged-chr8-4507701-32
NR5181--MA0140.2.GATA1::TAL1	chr4	101508021	101508038	+	0.000	0.000	Merged-chr4-101507927-30
NR7496--MA0482.1.Gata4	chr9	114797731	114797741	+	0.000	0.000	Merged-chr9-114797763-25
NR4308--MA0140.2.GATA1::TAL1	chr2	144860663	144860680	-	0.000	0.000	Merged-chr2-144860708-1
NR823--MA0482.1.Gata4	chr10	96201431	96201441	-	0.000	0.000	Merged-chr10-96201472-66
NR731--MA1104.1.GATA6	chr10	59636910	59636922	+	0.000	0.000	Merged-chr10-59636988-40
NR2571--MA1104.1.GATA6	chr15	56047193	56047205	+	0.000	0.000	Merged-chr15-56047041-38
NR49--MA0036.3.GATA2	chr1	44101606	44101616	-	0.000	0.000	Merged-chr1-44101717-6
NR7022--MA1104.1.GATA6	chr8	115064798	115064810	-	0.000	0.000	Merged-chr8-115064848-48
NR1841--MA0036.3.GATA2	chr13	32411685	32411695	-	0.000	0.000	Merged-chr13-32411761-17
NR3549--MA0482.1.Gata4	chr18	79353028	79353038	-	0.000	0.000	Merged-chr18-79353064-26
NR2281--MA0036.3.GATA2	chr14	51089607	51089617	-	0.000	0.000	Merged-chr14-51089414-103
NR5009--MA0036.3.GATA2	chr4	32615368	32615378	+	0.000	0.000	Merged-chr4-32615355-52
NR1111--MA0037.3.GATA3	chr11	53141385	53141392	+	0.000	0.000	Merged-chr11-53141237-14
NR4070--MA0036.3.GATA2	chr2	92192027	92192037	-	0.000	0.000	Merged-chr2-92192158-30
NR5498--MA1104.1.GATA6	chr5	63768122	63768134	-	0.000	0.000	Merged-chr5-63767981-25
NR826--MA0035.3.Gata1	chr10	96201432	96201442	-	0.000	0.000	Merged-chr10-96201472-66
NR183--MA0036.3.GATA2	chr1	86344522	86344532	+	0.000	0.000	Merged-chr1-86344486-59
NR7383--MA0037.3.GATA3	chr9	89842486	89842493	+	0.000	0.000	Merged-chr9-89842601-13
NR1440--MA0036.3.GATA2	chr12	32183054	32183064	+	0.000	0.000	Merged-chr12-32183013-17
NR6305--MA0036.3.GATA2	chr7	19086249	19086259	-	0.000	0.000	Merged-chr7-19086207-16
NR2090--MA0035.3.Gata1	chr13	102906187	102906197	+	0.000	0.000	Merged-chr13-102906338-96
NR1852--MA0037.3.GATA3	chr13	34864587	34864594	+	0.000	0.000	Merged-chr13-34864620-19
NR5139--MA0140.2.GATA1::TAL1	chr4	89486077	89486094	-	0.000	0.000	Merged-chr4-89486149-23
NR5368--MA1104.1.GATA6	chr4	154798016	154798028	+	0.000	0.000	Merged-chr4-154798011-18
NR2930--MA0037.3.GATA3	chr16	78265278	78265285	-	0.000	0.000	Merged-chr16-78265078-57
NR334--MA0766.1.GATA5	chr1	151346963	151346970	-	0.000	0.000	Merged-chr1-151346878-17
NR3165--MA0037.3.GATA3	chr17	36020628	36020635	+	0.000	0.000	Merged-chr17-36020745-74
NR7249--MA0482.1.Gata4	chr9	52259624	52259634	-	0.000	0.000	Merged-chr9-52259787-26
NR5785--MA0140.2.GATA1::TAL1	chr5	146860810	146860827	-	0.000	0.000	Merged-chr5-146860764-19
NR4399--MA0037.3.GATA3	chr2	157131308	157131315	-	0.000	0.000	Merged-chr2-157131278-25
NR4623--MA1104.1.GATA6	chr3	84570695	84570707	-	0.000	0.000	Merged-chr3-84570776-21
NR7106--MA0482.1.Gata4	chr8	127589470	127589480	+	0.000	0.000	Merged-chr8-127589399-43
NR6708--MA0766.1.GATA5	chr7	123378038	123378045	-	0.000	0.000	Merged-chr7-123378098-56
NR6141--MA1104.1.GATA6	chr6	126849234	126849246	+	0.000	0.000	Merged-chr6-126849069-62
NR5034--MA0140.2.GATA1::TAL1	chr4	46454688	46454705	-	0.000	0.000	Merged-chr4-46454635-13
NR5356--MA0140.2.GATA1::TAL1	chr4	150517583	150517600	+	0.000	0.000	Merged-chr4-150517532-35
NR2382--MA0036.3.GATA2	chr14	79331457	79331467	-	0.000	0.000	Merged-chr14-79331457-66
NR4984--MA1104.1.GATA6	chr4	11610146	11610158	+	0.000	0.000	Merged-chr4-11610147-18
NR4585--MA0036.3.GATA2	chr3	68240094	68240104	-	0.000	0.000	Merged-chr3-68240034-18
NR4272--MA0035.3.Gata1	chr2	132131371	132131381	-	0.000	0.000	Merged-chr2-132131548-24
NR6--MA0482.1.Gata4	chr1	9883471	9883481	-	0.000	0.000	Merged-chr1-9883358-36
NR6865--MA0482.1.Gata4	chr8	34164660	34164670	+	0.000	0.000	Merged-chr8-34164566-26
NR2244--MA0035.3.Gata1	chr14	27384253	27384263	+	0.000	0.000	Merged-chr14-27384235-54
NR775--MA0482.1.Gata4	chr10	81137369	81137379	+	0.000	0.000	Merged-chr10-81137276-7
NR3850--MA0766.1.GATA5	chr2	19320161	19320168	-	0.000	0.000	Merged-chr2-19320316-15
NR1940--MA1104.1.GATA6	chr13	73505473	73505485	+	0.000	0.000	Merged-chr13-73505560-1
NR78--MA0482.1.Gata4	chr1	64303009	64303019	-	0.000	0.000	Merged-chr1-64302994-36
NR2082--MA0035.3.Gata1	chr13	102773402	102773412	+	0.000	0.000	Merged-chr13-102773383-12
NR4213--MA0766.1.GATA5	chr2	121457053	121457060	-	0.000	0.000	Merged-chr2-121457132-54
NR2079--MA0037.3.GATA3	chr13	102773403	102773410	-	0.000	0.000	Merged-chr13-102773383-12
NR1430--MA0037.3.GATA3	chr12	28699759	28699766	-	0.000	0.000	Merged-chr12-28699931-23
NR2760--MA1104.1.GATA6	chr16	17015614	17015626	-	0.000	0.000	Merged-chr16-17015762-57
NR316--MA0036.3.GATA2	chr1	149758505	149758515	+	0.000	0.000	Merged-chr1-149758666-31
NR2233--MA0482.1.Gata4	chr14	20938523	20938533	-	0.000	0.000	Merged-chr14-20938430-1
NR3853--MA0036.3.GATA2	chr2	19579638	19579648	-	0.000	0.000	Merged-chr2-19579753-13
NR824--MA1104.1.GATA6	chr10	96201431	96201443	+	0.000	0.000	Merged-chr10-96201472-66
NR778--MA0035.3.Gata1	chr10	81137368	81137378	+	0.000	0.000	Merged-chr10-81137276-7
NR3691--MA0036.3.GATA2	chr19	32755815	32755825	-	0.000	0.000	Merged-chr19-32755999-1
NR2889--MA0035.3.Gata1	chr16	56800671	56800681	+	0.000	0.000	Merged-chr16-56800625-33
NR4739--MA0036.3.GATA2	chr3	122419824	122419834	-	0.000	0.000	Merged-chr3-122419865-81
NR2798--MA0766.1.GATA5	chr16	24151678	24151685	+	0.000	0.000	Merged-chr16-24151708-115
NR1985--MA0140.2.GATA1::TAL1	chr13	89401431	89401448	+	0.000	0.000	Merged-chr13-89401429-25
NR2865--MA0482.1.Gata4	chr16	50839802	50839812	+	0.000	0.000	Merged-chr16-50839866-11
NR5971--MA0482.1.Gata4	chr6	89265434	89265444	+	0.000	0.000	Merged-chr6-89265568-19
NR6005--MA0036.3.GATA2	chr6	97523240	97523250	+	0.000	0.000	Merged-chr6-97523334-26
NR2179--MA0766.1.GATA5	chr13	113639071	113639078	-	0.000	0.000	Merged-chr13-113639155-24
NR2061--MA0035.3.Gata1	chr13	101694725	101694735	-	0.000	0.000	Merged-chr13-101694673-130
NR1992--MA0482.1.Gata4	chr13	89889163	89889173	+	0.000	0.000	Merged-chr13-89889254-28
NR5435--MA0037.3.GATA3	chr5	30887493	30887500	+	0.000	0.000	Merged-chr5-30887642-12
NR2901--MA0037.3.GATA3	chr16	58670210	58670217	-	0.000	0.000	Merged-chr16-58670422-58
NR2084--MA0482.1.Gata4	chr13	102875199	102875209	-	0.000	0.000	Merged-chr13-102875123-19
NR5273--MA0037.3.GATA3	chr4	133879300	133879307	-	0.000	0.000	Merged-chr4-133879423-50
NR3659--MA0037.3.GATA3	chr19	29067134	29067141	-	0.000	0.000	Merged-chr19-29067288-42
NR4896--MA0035.3.Gata1	chr3	146192716	146192726	-	0.000	0.000	Merged-chr3-146192596-55
NR5621--MA0036.3.GATA2	chr5	97055840	97055850	-	0.000	0.000	Merged-chr5-97055881-18
NR2868--MA0035.3.Gata1	chr16	50839801	50839811	+	0.000	0.000	Merged-chr16-50839866-11
NR1449--MA0140.2.GATA1::TAL1	chr12	35712896	35712913	+	0.000	0.000	Merged-chr12-35712933-26
NR7585--MA0037.3.GATA3	chrX	11664675	11664682	-	0.000	0.000	Merged-chrX-11664686-45
NR831--MA0140.2.GATA1::TAL1	chr10	96204412	96204429	+	0.000	0.000	Merged-chr10-96204406-28
NR688--MA1104.1.GATA6	chr10	43783457	43783469	-	0.000	0.000	Merged-chr10-43783399-14
NR6313--MA0482.1.Gata4	chr7	19332941	19332951	+	0.000	0.000	Merged-chr7-19332998-44
NR6103--MA0766.1.GATA5	chr6	119902594	119902601	+	0.000	0.000	Merged-chr6-119902691-53
NR1827--MA0766.1.GATA5	chr13	23556077	23556084	+	0.000	0.000	Merged-chr13-23556170-26
NR2267--MA0766.1.GATA5	chr14	45041136	45041143	-	0.000	0.000	Merged-chr14-45041159-62
NR2334--MA0482.1.Gata4	chr14	62342731	62342741	-	0.000	0.000	Merged-chr14-62342844-35
NR724--MA0140.2.GATA1::TAL1	chr10	59430906	59430923	+	0.000	0.000	Merged-chr10-59431050-41
NR4541--MA0037.3.GATA3	chr3	37483951	37483958	+	0.000	0.000	Merged-chr3-37484009-38
NR809--MA0140.2.GATA1::TAL1	chr10	91177555	91177572	+	0.000	0.000	Merged-chr10-91177490-19
NR7107--MA1104.1.GATA6	chr8	127589468	127589480	-	0.000	0.000	Merged-chr8-127589399-43
NR1687--MA0037.3.GATA3	chr12	112606011	112606018	-	0.000	0.000	Merged-chr12-112605824-36
NR6029--MA0037.3.GATA3	chr6	98843188	98843195	-	0.000	0.000	Merged-chr6-98843089-22
