#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR652--MA0002.2.RUNX1	chr1	171222657	171222667	+	0.000	0.000	Merged-chr1-171222616-56
NR9262--MA0684.1.RUNX3	chr9	92217806	92217815	+	0.000	0.000	Merged-chr9-92217904-40
NR5524--MA0511.2.RUNX2	chr2	169089154	169089162	+	0.000	0.000	Merged-chr2-169089199-37
NR8901--MA0511.2.RUNX2	chr8	119914363	119914371	-	0.000	0.000	Merged-chr8-119914410-20
NR7105--MA0002.2.RUNX1	chr5	75791956	75791966	-	0.000	0.000	Merged-chr5-75792010-32
NR847--MA0684.1.RUNX3	chr10	12614550	12614559	+	0.000	0.000	Merged-chr10-12614708-18
NR6580--MA0002.2.RUNX1	chr4	88742981	88742991	+	0.000	0.000	Merged-chr4-88742968-26
NR5776--MA0511.2.RUNX2	chr3	52498990	52498998	-	0.000	0.000	Merged-chr3-52498930-55
NR4300--MA0002.2.RUNX1	chr17	66235355	66235365	+	0.000	0.000	Merged-chr17-66235388-32
NR9037--MA0002.2.RUNX1	chr9	31290292	31290302	+	0.000	0.000	Merged-chr9-31290358-5
NR7313--MA0511.2.RUNX2	chr5	125339640	125339648	+	0.000	0.000	Merged-chr5-125339591-35
NR9166--MA0684.1.RUNX3	chr9	70524446	70524455	-	0.000	0.000	Merged-chr9-70524539-1
NR1890--MA0002.2.RUNX1	chr12	36019761	36019771	+	0.000	0.000	Merged-chr12-36019766-41
NR4700--MA0684.1.RUNX3	chr18	79297926	79297935	+	0.000	0.000	Merged-chr18-79298014-36
NR512--MA0511.2.RUNX2	chr1	138136593	138136601	-	0.000	0.000	Merged-chr1-138136631-55
NR2872--MA0002.2.RUNX1	chr14	25421961	25421971	-	0.000	0.000	Merged-chr14-25421957-44
NR1797--MA0511.2.RUNX2	chr12	8818046	8818054	+	0.000	0.000	Merged-chr12-8817903-12
NR685--MA0684.1.RUNX3	chr1	175602475	175602484	+	0.000	0.000	Merged-chr1-175602466-27
NR5329--MA0002.2.RUNX1	chr2	121276174	121276184	+	0.000	0.000	Merged-chr2-121276233-14
NR8911--MA0002.2.RUNX1	chr8	122937584	122937594	-	0.000	0.000	Merged-chr8-122937627-31
NR5014--MA0511.2.RUNX2	chr2	32047655	32047663	+	0.000	0.000	Merged-chr2-32047446-8
NR764--MA0511.2.RUNX2	chr1	189855829	189855837	-	0.000	0.000	Merged-chr1-189855745-11
NR4599--MA0002.2.RUNX1	chr18	60963730	60963740	+	0.000	0.000	Merged-chr18-60963764-1
NR4204--MA0002.2.RUNX1	chr17	44690607	44690617	+	0.000	0.000	Merged-chr17-44690721-49
NR5729--MA0684.1.RUNX3	chr3	41077545	41077554	-	0.000	0.000	Merged-chr3-41077638-22
NR7217--MA0511.2.RUNX2	chr5	103746761	103746769	-	0.000	0.000	Merged-chr5-103746858-38
NR8958--MA0002.2.RUNX1	chr9	7897824	7897834	-	0.000	0.000	Merged-chr9-7897799-25
NR350--MA0511.2.RUNX2	chr1	88587508	88587516	+	0.000	0.000	Merged-chr1-88587471-60
NR5315--MA0684.1.RUNX3	chr2	115856029	115856038	-	0.000	0.000	Merged-chr2-115856078-28
NR8544--MA0002.2.RUNX1	chr8	10927820	10927830	-	0.000	0.000	Merged-chr8-10927860-5
NR1287--MA0511.2.RUNX2	chr10	118714234	118714242	+	0.000	0.000	Merged-chr10-118714396-52
NR922--MA0684.1.RUNX3	chr10	23812342	23812351	+	0.000	0.000	Merged-chr10-23812313-29
NR1188--MA0002.2.RUNX1	chr10	94116388	94116398	+	0.000	0.000	Merged-chr10-94116374-33
NR4294--MA0002.2.RUNX1	chr17	65541199	65541209	-	0.000	0.000	Merged-chr17-65540988-64
NR9192--MA0511.2.RUNX2	chr9	77966100	77966108	-	0.000	0.000	Merged-chr9-77966049-24
NR7227--MA0002.2.RUNX1	chr5	105642689	105642699	+	0.000	0.000	Merged-chr5-105642805-64
NR6201--MA0511.2.RUNX2	chr3	146686723	146686731	-	0.000	0.000	Merged-chr3-146686610-31
NR2014--MA0002.2.RUNX1	chr12	76753001	76753011	-	0.000	0.000	Merged-chr12-76753055-50
NR5991--MA0002.2.RUNX1	chr3	103439140	103439150	+	0.000	0.000	Merged-chr3-103439101-8
NR3268--MA0684.1.RUNX3	chr15	27596892	27596901	-	0.000	0.000	Merged-chr15-27596992-56
NR4965--MA0684.1.RUNX3	chr2	21222924	21222933	+	0.000	0.000	Merged-chr2-21222970-39
NR6497--MA0002.2.RUNX1	chr4	62757064	62757074	+	0.000	0.000	Merged-chr4-62756958-63
NR6102--MA0002.2.RUNX1	chr3	133332482	133332492	+	0.000	0.000	Merged-chr3-133332565-72
NR7194--MA0684.1.RUNX3	chr5	98016941	98016950	+	0.000	0.000	Merged-chr5-98016849-63
NR4203--MA0684.1.RUNX3	chr17	44256760	44256769	-	0.000	0.000	Merged-chr17-44256797-30
NR2646--MA0002.2.RUNX1	chr13	103110580	103110590	-	0.000	0.000	Merged-chr13-103110646-1
NR9224--MA0511.2.RUNX2	chr9	84031079	84031087	+	0.000	0.000	Merged-chr9-84030961-27
NR1349--MA0684.1.RUNX3	chr11	3298595	3298604	-	0.000	0.000	Merged-chr11-3298569-4
NR4726--MA0684.1.RUNX3	chr18	84851322	84851331	-	0.000	0.000	Merged-chr18-84851440-69
NR3042--MA0511.2.RUNX2	chr14	78908658	78908666	-	0.000	0.000	Merged-chr14-78908483-12
NR2232--MA0002.2.RUNX1	chr12	119148036	119148046	-	0.000	0.000	Merged-chr12-119148040-28
NR5708--MA0684.1.RUNX3	chr3	37484115	37484124	+	0.000	0.000	Merged-chr3-37484009-38
NR1206--MA0684.1.RUNX3	chr10	96481315	96481324	+	0.000	0.000	Merged-chr10-96481360-10
NR4312--MA0684.1.RUNX3	chr17	68127605	68127614	-	0.000	0.000	Merged-chr17-68127694-1
NR8923--MA0684.1.RUNX3	chr8	124242429	124242438	-	0.000	0.000	Merged-chr8-124242348-54
NR425--MA0684.1.RUNX3	chr1	106884006	106884015	-	0.000	0.000	Merged-chr1-106884032-17
NR277--MA0002.2.RUNX1	chr1	78537715	78537725	-	0.000	0.000	Merged-chr1-78537773-101
NR819--MA0002.2.RUNX1	chr10	8766172	8766182	-	0.000	0.000	Merged-chr10-8766277-7
NR2593--MA0002.2.RUNX1	chr13	95813838	95813848	+	0.000	0.000	Merged-chr13-95813903-46
NR6575--MA0511.2.RUNX2	chr4	88115657	88115665	-	0.000	0.000	Merged-chr4-88115597-29
NR5970--MA0002.2.RUNX1	chr3	96262929	96262939	+	0.000	0.000	Merged-chr3-96263071-120
NR2201--MA0511.2.RUNX2	chr12	116138977	116138985	+	0.000	0.000	Merged-chr12-116138953-46
NR4924--MA0002.2.RUNX1	chr2	14711875	14711885	+	0.000	0.000	Merged-chr2-14711970-14
NR243--MA0002.2.RUNX1	chr1	69759798	69759808	+	0.000	0.000	Merged-chr1-69759830-47
NR6856--MA0002.2.RUNX1	chr5	8807309	8807319	-	0.000	0.000	Merged-chr5-8807445-55
NR2625--MA0002.2.RUNX1	chr13	100854452	100854462	-	0.000	0.000	Merged-chr13-100854442-29
NR9203--MA0511.2.RUNX2	chr9	80313776	80313784	-	0.000	0.000	Merged-chr9-80313733-27
NR3008--MA0684.1.RUNX3	chr14	69979174	69979183	-	0.000	0.000	Merged-chr14-69979172-46
NR8993--MA0002.2.RUNX1	chr9	15043038	15043048	-	0.000	0.000	Merged-chr9-15043107-4
NR495--MA0002.2.RUNX1	chr1	134513672	134513682	+	0.000	0.000	Merged-chr1-134513628-13
NR709--MA0684.1.RUNX3	chr1	179240818	179240827	+	0.000	0.000	Merged-chr1-179240877-38
NR9376--MA0684.1.RUNX3	chr9	116329393	116329402	-	0.000	0.000	Merged-chr9-116329317-45
NR6508--MA0002.2.RUNX1	chr4	63899028	63899038	-	0.000	0.000	Merged-chr4-63899190-80
NR7219--MA0002.2.RUNX1	chr5	105152073	105152083	-	0.000	0.000	Merged-chr5-105152132-21
NR500--MA0684.1.RUNX3	chr1	135019166	135019175	+	0.000	0.000	Merged-chr1-135019182-17
NR147--MA0002.2.RUNX1	chr1	43403618	43403628	-	0.000	0.000	Merged-chr1-43403565-20
NR418--MA0002.2.RUNX1	chr1	106277059	106277069	-	0.000	0.000	Merged-chr1-106277114-3
NR498--MA0511.2.RUNX2	chr1	135019166	135019174	+	0.000	0.000	Merged-chr1-135019182-17
NR8897--MA0002.2.RUNX1	chr8	119784354	119784364	+	0.000	0.000	Merged-chr8-119784383-58
NR4543--MA0684.1.RUNX3	chr18	49721779	49721788	+	0.000	0.000	Merged-chr18-49721855-41
NR133--MA0684.1.RUNX3	chr1	39896693	39896702	-	0.000	0.000	Merged-chr1-39896761-43
NR1861--MA0002.2.RUNX1	chr12	28800670	28800680	+	0.000	0.000	Merged-chr12-28800727-9
NR2972--MA0684.1.RUNX3	chr14	60072651	60072660	+	0.000	0.000	Merged-chr14-60072713-24
NR3034--MA0511.2.RUNX2	chr14	76569400	76569408	+	0.000	0.000	Merged-chr14-76569463-39
NR9197--MA0511.2.RUNX2	chr9	79810696	79810704	+	0.000	0.000	Merged-chr9-79810670-36
NR636--MA0002.2.RUNX1	chr1	165837746	165837756	-	0.000	0.000	Merged-chr1-165837829-51
NR8929--MA0002.2.RUNX1	chr8	124509283	124509293	+	0.000	0.000	Merged-chr8-124509346-29
NR5508--MA0511.2.RUNX2	chr2	164900111	164900119	-	0.000	0.000	Merged-chr2-164900061-35
NR4361--MA0002.2.RUNX1	chr17	80772668	80772678	+	0.000	0.000	Merged-chr17-80772766-52
NR2747--MA0002.2.RUNX1	chr13	119706665	119706675	+	0.000	0.000	Merged-chr13-119706684-31
NR7218--MA0684.1.RUNX3	chr5	103746760	103746769	-	0.000	0.000	Merged-chr5-103746858-38
NR6520--MA0511.2.RUNX2	chr4	70307384	70307392	+	0.000	0.000	Merged-chr4-70307334-49
NR6150--MA0002.2.RUNX1	chr3	142437015	142437025	-	0.000	0.000	Merged-chr3-142437047-18
NR8452--MA0511.2.RUNX2	chr7	123355109	123355117	+	0.000	0.000	Merged-chr7-123355107-50
NR225--MA0511.2.RUNX2	chr1	66896357	66896365	-	0.000	0.000	Merged-chr1-66896467-67
NR6838--MA0511.2.RUNX2	chr4	155869394	155869402	-	0.000	0.000	Merged-chr4-155869503-64
NR5691--MA0002.2.RUNX1	chr3	31145910	31145920	+	0.000	0.000	Merged-chr3-31145985-42
NR8501--MA0684.1.RUNX3	chr7	140195063	140195072	-	0.000	0.000	Merged-chr7-140195109-1
NR6197--MA0002.2.RUNX1	chr3	146063404	146063414	+	0.000	0.000	Merged-chr3-146063322-20
NR7327--MA0684.1.RUNX3	chr5	132249075	132249084	+	0.000	0.000	Merged-chr5-132249172-1
NR477--MA0511.2.RUNX2	chr1	128614923	128614931	-	0.000	0.000	Merged-chr1-128615083-92
NR2617--MA0002.2.RUNX1	chr13	99503594	99503604	+	0.000	0.000	Merged-chr13-99503494-98
NR2697--MA0511.2.RUNX2	chr13	109845032	109845040	-	0.000	0.000	Merged-chr13-109845162-65
NR8670--MA0511.2.RUNX2	chr8	46852530	46852538	+	0.000	0.000	Merged-chr8-46852602-31
NR8095--MA0002.2.RUNX1	chr7	12949614	12949624	+	0.000	0.000	Merged-chr7-12949725-56
NR8637--MA0002.2.RUNX1	chr8	34120821	34120831	+	0.000	0.000	Merged-chr8-34120698-35
NR2332--MA0684.1.RUNX3	chr13	23531168	23531177	+	0.000	0.000	Merged-chr13-23531231-137
NR6067--MA0002.2.RUNX1	chr3	122202354	122202364	-	0.000	0.000	Merged-chr3-122202498-54
NR2855--MA0684.1.RUNX3	chr14	20503206	20503215	+	0.000	0.000	Merged-chr14-20503247-33
NR4387--MA0002.2.RUNX1	chr17	87282092	87282102	+	0.000	0.000	Merged-chr17-87282284-1
NR330--MA0684.1.RUNX3	chr1	85763516	85763525	+	0.000	0.000	Merged-chr1-85763508-29
NR4614--MA0511.2.RUNX2	chr18	65312498	65312506	+	0.000	0.000	Merged-chr18-65312505-49
NR2663--MA0511.2.RUNX2	chr13	107868596	107868604	-	0.000	0.000	Merged-chr13-107868532-1
NR6738--MA0684.1.RUNX3	chr4	136266855	136266864	-	0.000	0.000	Merged-chr4-136266898-41
NR4121--MA0684.1.RUNX3	chr17	22353018	22353027	-	0.000	0.000	Merged-chr17-22353026-21
NR6176--MA0002.2.RUNX1	chr3	144411165	144411175	+	0.000	0.000	Merged-chr3-144411311-32
NR7873--MA0002.2.RUNX1	chr6	122533103	122533113	-	0.000	0.000	Merged-chr6-122533116-39
NR6798--MA0511.2.RUNX2	chr4	149856499	149856507	-	0.000	0.000	Merged-chr4-149856656-49
NR8584--MA0002.2.RUNX1	chr8	19335594	19335604	+	0.000	0.000	Merged-chr8-19335441-2
NR6033--MA0002.2.RUNX1	chr3	115692546	115692556	-	0.000	0.000	Merged-chr3-115692552-34
NR6304--MA0002.2.RUNX1	chr4	10770174	10770184	-	0.000	0.000	Merged-chr4-10770192-53
NR6384--MA0511.2.RUNX2	chr4	34687425	34687433	+	0.000	0.000	Merged-chr4-34687322-58
NR2739--MA0002.2.RUNX1	chr13	117211516	117211526	+	0.000	0.000	Merged-chr13-117211586-48
NR6285--MA0002.2.RUNX1	chr4	8720982	8720992	-	0.000	0.000	Merged-chr4-8721052-67
NR4548--MA0684.1.RUNX3	chr18	50016980	50016989	+	0.000	0.000	Merged-chr18-50017066-69
NR8841--MA0684.1.RUNX3	chr8	109595867	109595876	-	0.000	0.000	Merged-chr8-109596037-26
NR5702--MA0002.2.RUNX1	chr3	35732618	35732628	+	0.000	0.000	Merged-chr3-35732533-43
NR4134--MA0684.1.RUNX3	chr17	25584078	25584087	-	0.000	0.000	Merged-chr17-25583989-33
NR9199--MA0002.2.RUNX1	chr9	79810696	79810706	-	0.000	0.000	Merged-chr9-79810670-36
NR217--MA0511.2.RUNX2	chr1	64527765	64527773	-	0.000	0.000	Merged-chr1-64527761-39
NR2848--MA0002.2.RUNX1	chr14	19985390	19985400	+	0.000	0.000	Merged-chr14-19985268-43
NR8888--MA0684.1.RUNX3	chr8	117776356	117776365	-	0.000	0.000	Merged-chr8-117776265-26
NR118--MA0002.2.RUNX1	chr1	38557783	38557793	-	0.000	0.000	Merged-chr1-38557840-50
NR6416--MA0511.2.RUNX2	chr4	41708559	41708567	-	0.000	0.000	Merged-chr4-41708469-7
NR5811--MA0002.2.RUNX1	chr3	59858888	59858898	+	0.000	0.000	Merged-chr3-59858951-1
NR6794--MA0684.1.RUNX3	chr4	148102321	148102330	-	0.000	0.000	Merged-chr4-148102321-24
NR3860--MA0002.2.RUNX1	chr16	76334571	76334581	-	0.000	0.000	Merged-chr16-76334595-11
NR4514--MA0684.1.RUNX3	chr18	41888563	41888572	+	0.000	0.000	Merged-chr18-41888397-77
NR260--MA0511.2.RUNX2	chr1	74194699	74194707	+	0.000	0.000	Merged-chr1-74194579-2
NR8553--MA0511.2.RUNX2	chr8	13955211	13955219	-	0.000	0.000	Merged-chr8-13955228-14
NR2020--MA0002.2.RUNX1	chr12	76932828	76932838	+	0.000	0.000	Merged-chr12-76932922-30
NR4908--MA0002.2.RUNX1	chr2	11320450	11320460	+	0.000	0.000	Merged-chr2-11320345-22
NR3512--MA0002.2.RUNX1	chr15	89131517	89131527	+	0.000	0.000	Merged-chr15-89131620-40
NR8311--MA0002.2.RUNX1	chr7	79743170	79743180	-	0.000	0.000	Merged-chr7-79743033-54
NR4081--MA0684.1.RUNX3	chr17	18458391	18458400	+	0.000	0.000	Merged-chr17-18458447-27
NR6155--MA0002.2.RUNX1	chr3	142674813	142674823	+	0.000	0.000	Merged-chr3-142674758-15
NR4431--MA0511.2.RUNX2	chr18	5990006	5990014	+	0.000	0.000	Merged-chr18-5989979-54
NR5301--MA0002.2.RUNX1	chr2	112765178	112765188	+	0.000	0.000	Merged-chr2-112765248-29
NR607--MA0002.2.RUNX1	chr1	161804836	161804846	-	0.000	0.000	Merged-chr1-161804729-61
NR8043--MA0511.2.RUNX2	chr6	144910471	144910479	-	0.000	0.000	Merged-chr6-144910390-40
NR3873--MA0002.2.RUNX1	chr16	78576756	78576766	-	0.000	0.000	Merged-chr16-78576865-120
NR2403--MA0511.2.RUNX2	chr13	46616884	46616892	-	0.000	0.000	Merged-chr13-46616857-10
NR2033--MA0002.2.RUNX1	chr12	79633987	79633997	+	0.000	0.000	Merged-chr12-79634130-2
NR8344--MA0684.1.RUNX3	chr7	90131276	90131285	-	0.000	0.000	Merged-chr7-90131300-10
NR6521--MA0684.1.RUNX3	chr4	70307384	70307393	+	0.000	0.000	Merged-chr4-70307334-49
NR6045--MA0684.1.RUNX3	chr3	116380635	116380644	+	0.000	0.000	Merged-chr3-116380638-41
NR5298--MA0511.2.RUNX2	chr2	112510302	112510310	-	0.000	0.000	Merged-chr2-112510265-49
NR1702--MA0002.2.RUNX1	chr11	109621181	109621191	-	0.000	0.000	Merged-chr11-109621340-31
NR653--MA0511.2.RUNX2	chr1	171778191	171778199	+	0.000	0.000	Merged-chr1-171778353-20
NR3018--MA0511.2.RUNX2	chr14	73117173	73117181	+	0.000	0.000	Merged-chr14-73117167-52
NR8847--MA0002.2.RUNX1	chr8	111625044	111625054	+	0.000	0.000	Merged-chr8-111625049-4
NR4074--MA0002.2.RUNX1	chr17	18032539	18032549	+	0.000	0.000	Merged-chr17-18032603-1
NR4202--MA0002.2.RUNX1	chr17	44256759	44256769	+	0.000	0.000	Merged-chr17-44256797-30
NR4868--MA0002.2.RUNX1	chr19	56685711	56685721	+	0.000	0.000	Merged-chr19-56685748-31
NR8291--MA0684.1.RUNX3	chr7	74599962	74599971	-	0.000	0.000	Merged-chr7-74599992-6
NR2317--MA0002.2.RUNX1	chr13	20502891	20502901	+	0.000	0.000	Merged-chr13-20502802-9
NR8357--MA0684.1.RUNX3	chr7	96456512	96456521	+	0.000	0.000	Merged-chr7-96456783-25
NR3379--MA0511.2.RUNX2	chr15	53235522	53235530	+	0.000	0.000	Merged-chr15-53235617-41
NR6690--MA0511.2.RUNX2	chr4	129573692	129573700	+	0.000	0.000	Merged-chr4-129573644-36
NR3872--MA0684.1.RUNX3	chr16	78546726	78546735	+	0.000	0.000	Merged-chr16-78546881-68
NR5946--MA0002.2.RUNX1	chr3	89449122	89449132	+	0.000	0.000	Merged-chr3-89449086-1
NR3995--MA0002.2.RUNX1	chr17	5125511	5125521	-	0.000	0.000	Merged-chr17-5125399-36
NR4378--MA0684.1.RUNX3	chr17	86038397	86038406	+	0.000	0.000	Merged-chr17-86038391-20
NR8671--MA0684.1.RUNX3	chr8	46852530	46852539	+	0.000	0.000	Merged-chr8-46852602-31
NR4186--MA0511.2.RUNX2	chr17	35823077	35823085	-	0.000	0.000	Merged-chr17-35823208-57
NR5532--MA0002.2.RUNX1	chr2	170205992	170206002	-	0.000	0.000	Merged-chr2-170206161-1
NR4358--MA0002.2.RUNX1	chr17	80419014	80419024	-	0.000	0.000	Merged-chr17-80418993-27
NR1701--MA0684.1.RUNX3	chr11	109445751	109445760	-	0.000	0.000	Merged-chr11-109445792-26
NR8717--MA0002.2.RUNX1	chr8	69176673	69176683	-	0.000	0.000	Merged-chr8-69176623-23
NR6495--MA0002.2.RUNX1	chr4	62634221	62634231	+	0.000	0.000	Merged-chr4-62634288-50
NR6709--MA0684.1.RUNX3	chr4	133873111	133873120	-	0.000	0.000	Merged-chr4-133873054-46
NR7321--MA0002.2.RUNX1	chr5	129063607	129063617	-	0.000	0.000	Merged-chr5-129063450-43
NR4073--MA0684.1.RUNX3	chr17	18032517	18032526	-	0.000	0.000	Merged-chr17-18032603-1
NR3756--MA0002.2.RUNX1	chr16	48760937	48760947	+	0.000	0.000	Merged-chr16-48760801-13
NR8079--MA0002.2.RUNX1	chr7	4964521	4964531	+	0.000	0.000	Merged-chr7-4964465-28
NR7973--MA0684.1.RUNX3	chr6	136944726	136944735	+	0.000	0.000	Merged-chr6-136944749-25
NR8035--MA0511.2.RUNX2	chr6	144211185	144211193	+	0.000	0.000	Merged-chr6-144211213-1
NR2316--MA0684.1.RUNX3	chr13	20502864	20502873	-	0.000	0.000	Merged-chr13-20502802-9
NR8479--MA0684.1.RUNX3	chr7	132226872	132226881	+	0.000	0.000	Merged-chr7-132226896-31
NR728--MA0684.1.RUNX3	chr1	184005826	184005835	+	0.000	0.000	Merged-chr1-184005889-70
NR5131--MA0002.2.RUNX1	chr2	59488408	59488418	-	0.000	0.000	Merged-chr2-59488284-24
NR8336--MA0684.1.RUNX3	chr7	84740071	84740080	-	0.000	0.000	Merged-chr7-84740151-41
NR8607--MA0684.1.RUNX3	chr8	22728940	22728949	+	0.000	0.000	Merged-chr8-22728865-15
NR6385--MA0684.1.RUNX3	chr4	34687425	34687434	+	0.000	0.000	Merged-chr4-34687322-58
NR4579--MA0511.2.RUNX2	chr18	56718580	56718588	-	0.000	0.000	Merged-chr18-56718597-44
NR6037--MA0684.1.RUNX3	chr3	115815790	115815799	+	0.000	0.000	Merged-chr3-115815828-66
NR8316--MA0002.2.RUNX1	chr7	80444649	80444659	+	0.000	0.000	Merged-chr7-80444672-5
NR6308--MA0684.1.RUNX3	chr4	11077683	11077692	+	0.000	0.000	Merged-chr4-11077783-17
NR169--MA0511.2.RUNX2	chr1	53774180	53774188	+	0.000	0.000	Merged-chr1-53774073-61
NR897--MA0511.2.RUNX2	chr10	18234867	18234875	-	0.000	0.000	Merged-chr10-18235094-77
NR3960--MA0684.1.RUNX3	chr16	95263159	95263168	+	0.000	0.000	Merged-chr16-95263048-64
NR483--MA0511.2.RUNX2	chr1	130838491	130838499	+	0.000	0.000	Merged-chr1-130838519-27
NR2038--MA0002.2.RUNX1	chr12	80795093	80795103	+	0.000	0.000	Merged-chr12-80795087-3
NR8349--MA0684.1.RUNX3	chr7	90476342	90476351	-	0.000	0.000	Merged-chr7-90476243-63
NR179--MA0002.2.RUNX1	chr1	55372863	55372873	-	0.000	0.000	Merged-chr1-55372833-8
NR1784--MA0002.2.RUNX1	chr12	3547746	3547756	+	0.000	0.000	Merged-chr12-3547708-30
NR2372--MA0684.1.RUNX3	chr13	36808165	36808174	+	0.000	0.000	Merged-chr13-36808291-60
NR8904--MA0511.2.RUNX2	chr8	120396889	120396897	-	0.000	0.000	Merged-chr8-120396987-32
NR8428--MA0511.2.RUNX2	chr7	118895609	118895617	-	0.000	0.000	Merged-chr7-118895692-11
NR6378--MA0002.2.RUNX1	chr4	32615268	32615278	-	0.000	0.000	Merged-chr4-32615355-52
NR6063--MA0511.2.RUNX2	chr3	121474995	121475003	+	0.000	0.000	Merged-chr3-121474891-3
NR6093--MA0684.1.RUNX3	chr3	129561208	129561217	-	0.000	0.000	Merged-chr3-129561081-2
NR3701--MA0002.2.RUNX1	chr16	32520608	32520618	+	0.000	0.000	Merged-chr16-32520584-37
NR4684--MA0684.1.RUNX3	chr18	77767859	77767868	-	0.000	0.000	Merged-chr18-77767671-52
NR1274--MA0002.2.RUNX1	chr10	115314908	115314918	-	0.000	0.000	Merged-chr10-115315106-126
NR4492--MA0511.2.RUNX2	chr18	37877746	37877754	-	0.000	0.000	Merged-chr18-37877604-30
NR4829--MA0511.2.RUNX2	chr19	36083079	36083087	-	0.000	0.000	Merged-chr19-36083098-3
NR6473--MA0684.1.RUNX3	chr4	58121128	58121137	+	0.000	0.000	Merged-chr4-58121225-3
NR1802--MA0684.1.RUNX3	chr12	8844923	8844932	-	0.000	0.000	Merged-chr12-8844937-14
NR3890--MA0511.2.RUNX2	chr16	84584041	84584049	+	0.000	0.000	Merged-chr16-84584013-98
NR1610--MA0511.2.RUNX2	chr11	82746990	82746998	+	0.000	0.000	Merged-chr11-82746953-51
NR4667--MA0511.2.RUNX2	chr18	75374182	75374190	-	0.000	0.000	Merged-chr18-75374196-25
NR2050--MA0511.2.RUNX2	chr12	86687063	86687071	-	0.000	0.000	Merged-chr12-86687051-28
NR8133--MA0002.2.RUNX1	chr7	25155920	25155930	-	0.000	0.000	Merged-chr7-25155994-40
NR4839--MA0002.2.RUNX1	chr19	42780004	42780014	+	0.000	0.000	Merged-chr19-42779863-69
NR2017--MA0002.2.RUNX1	chr12	76853981	76853991	+	0.000	0.000	Merged-chr12-76853895-20
NR3172--MA0002.2.RUNX1	chr14	118816675	118816685	+	0.000	0.000	Merged-chr14-118816766-15
NR1763--MA0002.2.RUNX1	chr11	119164546	119164556	-	0.000	0.000	Merged-chr11-119164536-11
NR4968--MA0684.1.RUNX3	chr2	21223169	21223178	-	0.000	0.000	Merged-chr2-21222970-39
NR6105--MA0002.2.RUNX1	chr3	133339538	133339548	-	0.000	0.000	Merged-chr3-133339521-12
NR6456--MA0511.2.RUNX2	chr4	55343348	55343356	+	0.000	0.000	Merged-chr4-55343422-62
NR5580--MA0002.2.RUNX1	chr2	179966853	179966863	-	0.000	0.000	Merged-chr2-179966777-32
NR4110--MA0511.2.RUNX2	chr17	21463758	21463766	+	0.000	0.000	Merged-chr17-21463736-49
NR3300--MA0002.2.RUNX1	chr15	36521489	36521499	-	0.000	0.000	Merged-chr15-36521520-11
NR1415--MA0002.2.RUNX1	chr11	20332635	20332645	+	0.000	0.000	Merged-chr11-20332805-89
NR2003--MA0684.1.RUNX3	chr12	73598395	73598404	-	0.000	0.000	Merged-chr12-73598343-51
NR6979--MA0511.2.RUNX2	chr5	37109451	37109459	-	0.000	0.000	Merged-chr5-37109564-47
NR6757--MA0684.1.RUNX3	chr4	145045906	145045915	+	0.000	0.000	Merged-chr4-145045932-55
NR6614--MA0684.1.RUNX3	chr4	98113775	98113784	-	0.000	0.000	Merged-chr4-98113853-12
NR6195--MA0002.2.RUNX1	chr3	145951330	145951340	-	0.000	0.000	Merged-chr3-145951501-19
NR3204--MA0002.2.RUNX1	chr14	122908300	122908310	-	0.000	0.000	Merged-chr14-122908322-32
NR4187--MA0684.1.RUNX3	chr17	35823076	35823085	-	0.000	0.000	Merged-chr17-35823208-57
NR8768--MA0511.2.RUNX2	chr8	88279327	88279335	-	0.000	0.000	Merged-chr8-88279591-45
NR6151--MA0511.2.RUNX2	chr3	142437065	142437073	+	0.000	0.000	Merged-chr3-142437047-18
NR6217--MA0511.2.RUNX2	chr3	149262212	149262220	+	0.000	0.000	Merged-chr3-149262161-2
NR2857--MA0511.2.RUNX2	chr14	20775785	20775793	+	0.000	0.000	Merged-chr14-20775848-16
NR8669--MA0002.2.RUNX1	chr8	46641424	46641434	+	0.000	0.000	Merged-chr8-46641508-48
NR4709--MA0002.2.RUNX1	chr18	83135298	83135308	+	0.000	0.000	Merged-chr18-83135149-22
NR3313--MA0002.2.RUNX1	chr15	36979968	36979978	-	0.000	0.000	Merged-chr15-36979970-39
NR1362--MA0002.2.RUNX1	chr11	6410349	6410359	+	0.000	0.000	Merged-chr11-6410402-18
NR4567--MA0684.1.RUNX3	chr18	54940565	54940574	+	0.000	0.000	Merged-chr18-54940674-40
NR507--MA0511.2.RUNX2	chr1	136685580	136685588	-	0.000	0.000	Merged-chr1-136685597-75
NR4898--MA0511.2.RUNX2	chr2	9689687	9689695	-	0.000	0.000	Merged-chr2-9689730-31
NR4010--MA0684.1.RUNX3	chr17	7889199	7889208	-	0.000	0.000	Merged-chr17-7889151-33
NR1471--MA0002.2.RUNX1	chr11	43767288	43767298	-	0.000	0.000	Merged-chr11-43767173-52
