#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR2867--MA0684.1.RUNX3	chr13	63411079	63411088	-	0.000	0.000	Merged-chr13-63411317-71
NR7981--MA0002.2.RUNX1	chr5	106639687	106639697	-	0.000	0.000	Merged-chr5-106639695-17
NR5529--MA0684.1.RUNX3	chr2	6309690	6309699	+	0.000	0.000	Merged-chr2-6309619-42
NR4831--MA0511.2.RUNX2	chr17	85981978	85981986	+	0.000	0.000	Merged-chr17-85982062-9
NR4626--MA0511.2.RUNX2	chr17	43645417	43645425	+	0.000	0.000	Merged-chr17-43645396-23
NR4190--MA0002.2.RUNX1	chr16	44356437	44356447	+	0.000	0.000	Merged-chr16-44356525-24
NR10454--MA0511.2.RUNX2	chr9	75246459	75246467	-	0.000	0.000	Merged-chr9-75246433-36
NR1106--MA0511.2.RUNX2	chr10	68036463	68036471	+	0.000	0.000	Merged-chr10-68036383-95
NR5953--MA0002.2.RUNX1	chr2	107006053	107006063	+	0.000	0.000	Merged-chr2-107005967-12
NR6812--MA0684.1.RUNX3	chr3	135402594	135402603	+	0.000	0.000	Merged-chr3-135402581-53
NR2976--MA0684.1.RUNX3	chr13	94153700	94153709	-	0.000	0.000	Merged-chr13-94153821-20
NR8966--MA0511.2.RUNX2	chr6	145802248	145802256	-	0.000	0.000	Merged-chr6-145802187-30
NR722--MA0684.1.RUNX3	chr1	182504346	182504355	-	0.000	0.000	Merged-chr1-182504417-24
NR6250--MA0002.2.RUNX1	chr2	163401469	163401479	+	0.000	0.000	Merged-chr2-163401452-24
NR6521--MA0002.2.RUNX1	chr3	60496530	60496540	+	0.000	0.000	Merged-chr3-60496424-34
NR4513--MA0684.1.RUNX3	chr17	18957940	18957949	+	0.000	0.000	Merged-chr17-18957901-23
NR974--MA0684.1.RUNX3	chr10	30716231	30716240	-	0.000	0.000	Merged-chr10-30716378-49
NR8330--MA0684.1.RUNX3	chr6	17737756	17737765	+	0.000	0.000	Merged-chr6-17737637-51
NR9329--MA0511.2.RUNX2	chr7	89171966	89171974	+	0.000	0.000	Merged-chr7-89172043-28
NR7649--MA0511.2.RUNX2	chr5	23719094	23719102	+	0.000	0.000	Merged-chr5-23719169-48
NR1560--MA0002.2.RUNX1	chr11	23846633	23846643	-	0.000	0.000	Merged-chr11-23846539-65
NR5284--MA0511.2.RUNX2	chr19	20875901	20875909	-	0.000	0.000	Merged-chr19-20876096-16
NR749--MA0002.2.RUNX1	chr1	184573498	184573508	-	0.000	0.000	Merged-chr1-184573445-38
NR4622--MA0684.1.RUNX3	chr17	36227189	36227198	-	0.000	0.000	Merged-chr17-36227159-19
NR6776--MA0511.2.RUNX2	chr3	129904983	129904991	+	0.000	0.000	Merged-chr3-129904865-18
NR8833--MA0002.2.RUNX1	chr6	133904798	133904808	+	0.000	0.000	Merged-chr6-133904717-21
NR8628--MA0002.2.RUNX1	chr6	103473547	103473557	+	0.000	0.000	Merged-chr6-103473663-48
NR6677--MA0002.2.RUNX1	chr3	105778108	105778118	+	0.000	0.000	Merged-chr3-105778100-2
NR2052--MA0684.1.RUNX3	chr11	116255860	116255869	-	0.000	0.000	Merged-chr11-116255740-3
NR4602--MA0002.2.RUNX1	chr17	33484228	33484238	-	0.000	0.000	Merged-chr17-33484214-28
NR6904--MA0511.2.RUNX2	chr3	148844474	148844482	+	0.000	0.000	Merged-chr3-148844306-23
NR9640--MA0002.2.RUNX1	chr7	132672698	132672708	-	0.000	0.000	Merged-chr7-132672749-42
NR8614--MA0684.1.RUNX3	chr6	100581257	100581266	+	0.000	0.000	Merged-chr6-100581320-61
NR173--MA0002.2.RUNX1	chr1	66874917	66874927	-	0.000	0.000	Merged-chr1-66874962-7
NR4112--MA0684.1.RUNX3	chr16	30181347	30181356	-	0.000	0.000	Merged-chr16-30181350-22
NR573--MA0684.1.RUNX3	chr1	164079559	164079568	-	0.000	0.000	Merged-chr1-164079439-12
NR9799--MA0511.2.RUNX2	chr8	25149178	25149186	+	0.000	0.000	Merged-chr8-25149287-19
NR1258--MA0684.1.RUNX3	chr10	92791359	92791368	-	0.000	0.000	Merged-chr10-92791286-37
NR1529--MA0684.1.RUNX3	chr11	11657343	11657352	+	0.000	0.000	Merged-chr11-11657249-55
NR10129--MA0002.2.RUNX1	chr8	122527147	122527157	-	0.000	0.000	Merged-chr8-122527026-7
NR6438--MA0002.2.RUNX1	chr3	35732618	35732628	+	0.000	0.000	Merged-chr3-35732533-43
NR4487--MA0002.2.RUNX1	chr17	12351830	12351840	+	0.000	0.000	Merged-chr17-12351777-16
NR1066--MA0511.2.RUNX2	chr10	60290310	60290318	-	0.000	0.000	Merged-chr10-60290356-31
NR4714--MA0511.2.RUNX2	chr17	63356437	63356445	+	0.000	0.000	Merged-chr17-63356437-30
NR10258--MA0684.1.RUNX3	chr9	15526043	15526052	-	0.000	0.000	Merged-chr9-15526156-7
NR6895--MA0002.2.RUNX1	chr3	146345378	146345388	+	0.000	0.000	Merged-chr3-146345390-35
NR4073--MA0002.2.RUNX1	chr16	23197007	23197017	-	0.000	0.000	Merged-chr16-23196963-14
NR4615--MA0002.2.RUNX1	chr17	35423349	35423359	+	0.000	0.000	Merged-chr17-35423448-36
NR2459--MA0002.2.RUNX1	chr12	110703297	110703307	-	0.000	0.000	Merged-chr12-110703335-47
NR748--MA0684.1.RUNX3	chr1	184534678	184534687	+	0.000	0.000	Merged-chr1-184534660-49
NR9308--MA0511.2.RUNX2	chr7	80209934	80209942	-	0.000	0.000	Merged-chr7-80209951-53
NR8227--MA0002.2.RUNX1	chr5	142406494	142406504	-	0.000	0.000	Merged-chr5-142406611-11
NR2588--MA0684.1.RUNX3	chr12	118439165	118439174	+	0.000	0.000	Merged-chr12-118439012-3
NR827--MA0511.2.RUNX2	chr1	193303655	193303663	-	0.000	0.000	Merged-chr1-193303652-18
NR7973--MA0002.2.RUNX1	chr5	105675577	105675587	+	0.000	0.000	Merged-chr5-105675662-27
NR605--MA0684.1.RUNX3	chr1	165985849	165985858	+	0.000	0.000	Merged-chr1-165985990-54
NR2872--MA0511.2.RUNX2	chr13	63808146	63808154	+	0.000	0.000	Merged-chr13-63808172-29
NR6676--MA0684.1.RUNX3	chr3	105763690	105763699	+	0.000	0.000	Merged-chr3-105763665-52
NR4601--MA0684.1.RUNX3	chr17	33456924	33456933	+	0.000	0.000	Merged-chr17-33456861-18
NR5058--MA0511.2.RUNX2	chr18	69547155	69547163	+	0.000	0.000	Merged-chr18-69547283-22
NR142--MA0511.2.RUNX2	chr1	60777111	60777119	-	0.000	0.000	Merged-chr1-60777260-88
NR2297--MA0002.2.RUNX1	chr12	77079760	77079770	-	0.000	0.000	Merged-chr12-77079704-10
NR9146--MA0511.2.RUNX2	chr7	37977884	37977892	-	0.000	0.000	Merged-chr7-37977957-29
NR6656--MA0002.2.RUNX1	chr3	102804012	102804022	+	0.000	0.000	Merged-chr3-102804136-20
NR4310--MA0002.2.RUNX1	chr16	76249895	76249905	+	0.000	0.000	Merged-chr16-76249767-78
NR2697--MA0684.1.RUNX3	chr13	24779334	24779343	-	0.000	0.000	Merged-chr13-24779175-40
NR2302--MA0684.1.RUNX3	chr12	79429965	79429974	-	0.000	0.000	Merged-chr12-79430089-33
NR5088--MA0684.1.RUNX3	chr18	75541214	75541223	+	0.000	0.000	Merged-chr18-75541168-25
NR8194--MA0684.1.RUNX3	chr5	139303758	139303767	+	0.000	0.000	Merged-chr5-139303910-62
NR4727--MA0511.2.RUNX2	chr17	64827074	64827082	-	0.000	0.000	Merged-chr17-64827066-53
NR509--MA0684.1.RUNX3	chr1	151644456	151644465	-	0.000	0.000	Merged-chr1-151644358-13
NR6785--MA0684.1.RUNX3	chr3	131157634	131157643	-	0.000	0.000	Merged-chr3-131157614-46
NR9176--MA0684.1.RUNX3	chr7	45082992	45083001	-	0.000	0.000	Merged-chr7-45083107-80
NR4710--MA0684.1.RUNX3	chr17	62784252	62784261	+	0.000	0.000	Merged-chr17-62784192-42
NR4234--MA0684.1.RUNX3	chr16	52107988	52107997	-	0.000	0.000	Merged-chr16-52108040-37
NR2825--MA0684.1.RUNX3	chr13	52874144	52874153	+	0.000	0.000	Merged-chr13-52874286-33
NR4628--MA0002.2.RUNX1	chr17	43645408	43645418	-	0.000	0.000	Merged-chr17-43645396-23
NR5216--MA0684.1.RUNX3	chr19	5724635	5724644	+	0.000	0.000	Merged-chr19-5724698-18
NR2948--MA0002.2.RUNX1	chr13	89418967	89418977	-	0.000	0.000	Merged-chr13-89418895-21
NR6289--MA0002.2.RUNX1	chr2	166665835	166665845	-	0.000	0.000	Merged-chr2-166665700-84
NR5640--MA0002.2.RUNX1	chr2	30897112	30897122	-	0.000	0.000	Merged-chr2-30897276-26
NR199--MA0002.2.RUNX1	chr1	74373527	74373537	+	0.000	0.000	Merged-chr1-74373535-14
NR6689--MA0684.1.RUNX3	chr3	108165002	108165011	-	0.000	0.000	Merged-chr3-108164973-25
NR4737--MA0002.2.RUNX1	chr17	65929515	65929525	-	0.000	0.000	Merged-chr17-65929405-47
NR9093--MA0511.2.RUNX2	chr7	24457834	24457842	+	0.000	0.000	Merged-chr7-24457903-49
NR6751--MA0684.1.RUNX3	chr3	123192399	123192408	+	0.000	0.000	Merged-chr3-123192207-28
NR77--MA0511.2.RUNX2	chr1	40473884	40473892	-	0.000	0.000	Merged-chr1-40473860-44
NR10508--MA0684.1.RUNX3	chr9	80820290	80820299	+	0.000	0.000	Merged-chr9-80820177-30
NR4200--MA0684.1.RUNX3	chr16	45222995	45223004	-	0.000	0.000	Merged-chr16-45223020-10
NR7257--MA0684.1.RUNX3	chr4	102918955	102918964	+	0.000	0.000	Merged-chr4-102918925-26
NR10045--MA0511.2.RUNX2	chr8	111964452	111964460	-	0.000	0.000	Merged-chr8-111964548-16
NR6083--MA0511.2.RUNX2	chr2	132643379	132643387	-	0.000	0.000	Merged-chr2-132643452-47
NR8954--MA0684.1.RUNX3	chr6	144953072	144953081	+	0.000	0.000	Merged-chr6-144953133-29
NR8749--MA0684.1.RUNX3	chr6	125241740	125241749	-	0.000	0.000	Merged-chr6-125241695-39
NR8140--MA0002.2.RUNX1	chr5	124955224	124955234	+	0.000	0.000	Merged-chr5-124955042-61
NR10932--MA0002.2.RUNX1	chrX	98265960	98265970	+	0.000	0.000	Merged-chrX-98266025-47
NR108--MA0684.1.RUNX3	chr1	52607876	52607885	-	0.000	0.000	Merged-chr1-52607825-19
NR436--MA0002.2.RUNX1	chr1	135659831	135659841	-	0.000	0.000	Merged-chr1-135659715-46
NR1770--MA0002.2.RUNX1	chr11	76993050	76993060	-	0.000	0.000	Merged-chr11-76993098-31
NR8729--MA0002.2.RUNX1	chr6	122758957	122758967	-	0.000	0.000	Merged-chr6-122758915-39
NR959--MA0002.2.RUNX1	chr10	28592908	28592918	-	0.000	0.000	Merged-chr10-28593018-2
NR4085--MA0684.1.RUNX3	chr16	23844809	23844818	+	0.000	0.000	Merged-chr16-23844946-41
NR9470--MA0002.2.RUNX1	chr7	110796768	110796778	+	0.000	0.000	Merged-chr7-110796753-46
NR7790--MA0002.2.RUNX1	chr5	65929285	65929295	+	0.000	0.000	Merged-chr5-65929353-41
NR4164--MA0511.2.RUNX2	chr16	37684954	37684962	-	0.000	0.000	Merged-chr16-37685032-63
NR8296--MA0002.2.RUNX1	chr6	5148164	5148174	+	0.000	0.000	Merged-chr6-5148035-17
NR1107--MA0684.1.RUNX3	chr10	68036463	68036472	+	0.000	0.000	Merged-chr10-68036383-95
NR6221--MA0002.2.RUNX1	chr2	158154324	158154334	-	0.000	0.000	Merged-chr2-158154460-58
NR2533--MA0684.1.RUNX3	chr12	115293943	115293952	+	0.000	0.000	Merged-chr12-115293953-33
NR9993--MA0002.2.RUNX1	chr8	104344199	104344209	-	0.000	0.000	Merged-chr8-104344230-45
NR8696--MA0684.1.RUNX3	chr6	119408840	119408849	-	0.000	0.000	Merged-chr6-119408748-28
NR2070--MA0511.2.RUNX2	chr11	118232694	118232702	+	0.000	0.000	Merged-chr11-118232579-51
NR6416--MA0684.1.RUNX3	chr3	21996141	21996150	-	0.000	0.000	Merged-chr3-21996009-51
NR1531--MA0002.2.RUNX1	chr11	11766269	11766279	-	0.000	0.000	Merged-chr11-11766225-56
NR1802--MA0002.2.RUNX1	chr11	80785982	80785992	-	0.000	0.000	Merged-chr11-80785938-31
NR2308--MA0002.2.RUNX1	chr12	79522556	79522566	+	0.000	0.000	Merged-chr12-79522633-19
NR2659--MA0511.2.RUNX2	chr13	20306361	20306369	-	0.000	0.000	Merged-chr13-20306536-31
NR6125--MA0002.2.RUNX1	chr2	144224564	144224574	+	0.000	0.000	Merged-chr2-144224483-67
NR4716--MA0002.2.RUNX1	chr17	63356437	63356447	-	0.000	0.000	Merged-chr17-63356437-30
NR6952--MA0511.2.RUNX2	chr3	157572189	157572197	-	0.000	0.000	Merged-chr3-157572162-49
NR8057--MA0002.2.RUNX1	chr5	113670841	113670851	+	0.000	0.000	Merged-chr5-113670817-25
NR4574--MA0684.1.RUNX3	chr17	29304535	29304544	+	0.000	0.000	Merged-chr17-29304449-24
NR10068--MA0002.2.RUNX1	chr8	116600001	116600011	+	0.000	0.000	Merged-chr8-116599891-26
NR6648--MA0002.2.RUNX1	chr3	101297550	101297560	-	0.000	0.000	Merged-chr3-101297395-20
NR6062--MA0511.2.RUNX2	chr2	128544656	128544664	+	0.000	0.000	Merged-chr2-128544786-45
NR1991--MA0511.2.RUNX2	chr11	109497227	109497235	+	0.000	0.000	Merged-chr11-109497188-14
NR706--MA0684.1.RUNX3	chr1	180531603	180531612	-	0.000	0.000	Merged-chr1-180531418-30
NR10197--MA0684.1.RUNX3	chr8	128429729	128429738	+	0.000	0.000	Merged-chr8-128429719-10
NR8785--MA0002.2.RUNX1	chr6	129045253	129045263	-	0.000	0.000	Merged-chr6-129045306-7
NR10640--MA0002.2.RUNX1	chr9	104277699	104277709	-	0.000	0.000	Merged-chr9-104277582-95
NR6234--MA0002.2.RUNX1	chr2	160421723	160421733	+	0.000	0.000	Merged-chr2-160421769-26
NR4283--MA0002.2.RUNX1	chr16	70365448	70365458	-	0.000	0.000	Merged-chr16-70365429-20
NR4554--MA0002.2.RUNX1	chr17	27012510	27012520	+	0.000	0.000	Merged-chr17-27012329-58
NR4078--MA0002.2.RUNX1	chr16	23838217	23838227	+	0.000	0.000	Merged-chr16-23838386-46
NR8536--MA0511.2.RUNX2	chr6	87447421	87447429	+	0.000	0.000	Merged-chr6-87447444-55
NR6856--MA0511.2.RUNX2	chr3	142892308	142892316	+	0.000	0.000	Merged-chr3-142892335-19
NR958--MA0684.1.RUNX3	chr10	26879361	26879370	-	0.000	0.000	Merged-chr10-26879299-36
NR6905--MA0684.1.RUNX3	chr3	148844474	148844483	+	0.000	0.000	Merged-chr3-148844306-23
NR4683--MA0684.1.RUNX3	chr17	51814545	51814554	+	0.000	0.000	Merged-chr17-51814512-17
NR6486--MA0002.2.RUNX1	chr3	52343737	52343747	-	0.000	0.000	Merged-chr3-52343640-60
NR4206--MA0002.2.RUNX1	chr16	48594584	48594594	-	0.000	0.000	Merged-chr16-48594719-53
NR2255--MA0002.2.RUNX1	chr12	71030587	71030597	+	0.000	0.000	Merged-chr12-71030638-56
NR2526--MA0002.2.RUNX1	chr12	115055202	115055212	+	0.000	0.000	Merged-chr12-115055317-37
NR9499--MA0511.2.RUNX2	chr7	114356569	114356577	-	0.000	0.000	Merged-chr7-114356592-29
NR2211--MA0511.2.RUNX2	chr12	51449506	51449514	-	0.000	0.000	Merged-chr12-51449424-10
NR6072--MA0002.2.RUNX1	chr2	130555012	130555022	+	0.000	0.000	Merged-chr2-130555023-33
NR796--MA0684.1.RUNX3	chr1	191275772	191275781	+	0.000	0.000	Merged-chr1-191275783-38
NR6595--MA0002.2.RUNX1	chr3	87274569	87274579	+	0.000	0.000	Merged-chr3-87274512-10
NR7421--MA0002.2.RUNX1	chr4	136570187	136570197	+	0.000	0.000	Merged-chr4-136570246-39
NR2159--MA0002.2.RUNX1	chr12	25365625	25365635	+	0.000	0.000	Merged-chr12-25365486-14
NR448--MA0684.1.RUNX3	chr1	138604253	138604262	-	0.000	0.000	Merged-chr1-138604109-41
NR256--MA0511.2.RUNX2	chr1	88587508	88587516	+	0.000	0.000	Merged-chr1-88587471-60
NR2887--MA0002.2.RUNX1	chr13	73491289	73491299	+	0.000	0.000	Merged-chr13-73491277-13
NR1861--MA0511.2.RUNX2	chr11	90698016	90698024	+	0.000	0.000	Merged-chr11-90697864-33
NR7673--MA0002.2.RUNX1	chr5	30240769	30240779	+	0.000	0.000	Merged-chr5-30240775-35
NR4523--MA0511.2.RUNX2	chr17	21733926	21733934	+	0.000	0.000	Merged-chr17-21733799-41
NR6647--MA0684.1.RUNX3	chr3	101098206	101098215	-	0.000	0.000	Merged-chr3-101098276-14
NR2638--MA0511.2.RUNX2	chr13	13557079	13557087	-	0.000	0.000	Merged-chr13-13557258-36
NR9309--MA0684.1.RUNX3	chr7	80209933	80209942	-	0.000	0.000	Merged-chr7-80209951-53
NR4153--MA0002.2.RUNX1	chr16	35905582	35905592	+	0.000	0.000	Merged-chr16-35905598-39
NR4424--MA0002.2.RUNX1	chr16	95809281	95809291	-	0.000	0.000	Merged-chr16-95809247-50
NR3349--MA0511.2.RUNX2	chr14	64884972	64884980	-	0.000	0.000	Merged-chr14-64885056-34
NR7530--MA0002.2.RUNX1	chr4	150570003	150570013	+	0.000	0.000	Merged-chr4-150570161-6
NR8784--MA0684.1.RUNX3	chr6	129045190	129045199	-	0.000	0.000	Merged-chr6-129045306-7
NR2539--MA0002.2.RUNX1	chr12	115359119	115359129	+	0.000	0.000	Merged-chr12-115359237-46
NR5850--MA0002.2.RUNX1	chr2	80579459	80579469	-	0.000	0.000	Merged-chr2-80579477-19
NR8241--MA0002.2.RUNX1	chr5	144294997	144295007	-	0.000	0.000	Merged-chr5-144295152-24
NR3694--MA0002.2.RUNX1	chr15	41846602	41846612	-	0.000	0.000	Merged-chr15-41846585-48
NR636--MA0511.2.RUNX2	chr1	171939569	171939577	+	0.000	0.000	Merged-chr1-171939454-57
NR6041--MA0511.2.RUNX2	chr2	127760722	127760730	+	0.000	0.000	Merged-chr2-127760760-14
NR8370--MA0684.1.RUNX3	chr6	33683815	33683824	-	0.000	0.000	Merged-chr6-33683719-46
NR4090--MA0511.2.RUNX2	chr16	25248986	25248994	+	0.000	0.000	Merged-chr16-25249109-39
NR8641--MA0684.1.RUNX3	chr6	108098721	108098730	+	0.000	0.000	Merged-chr6-108098714-35
NR10176--MA0684.1.RUNX3	chr8	127178774	127178783	-	0.000	0.000	Merged-chr8-127178768-26
NR8707--MA0684.1.RUNX3	chr6	120124865	120124874	-	0.000	0.000	Merged-chr6-120124865-39
NR8288--MA0002.2.RUNX1	chr5	151704137	151704147	-	0.000	0.000	Merged-chr5-151704265-4
NR4262--MA0002.2.RUNX1	chr16	59517567	59517577	-	0.000	0.000	Merged-chr16-59517652-60
NR1937--MA0002.2.RUNX1	chr11	104538431	104538441	-	0.000	0.000	Merged-chr11-104538419-8
NR2525--MA0684.1.RUNX3	chr12	115012937	115012946	+	0.000	0.000	Merged-chr12-115012998-22
NR2377--MA0002.2.RUNX1	chr12	98269753	98269763	-	0.000	0.000	Merged-chr12-98269804-132
NR666--MA0684.1.RUNX3	chr1	176950222	176950231	-	0.000	0.000	Merged-chr1-176950373-27
NR2333--MA0511.2.RUNX2	chr12	86310026	86310034	-	0.000	0.000	Merged-chr12-86310059-67
NR789--MA0002.2.RUNX1	chr1	191026385	191026395	+	0.000	0.000	Merged-chr1-191026500-1
NR4186--MA0684.1.RUNX3	chr16	43699135	43699144	-	0.000	0.000	Merged-chr16-43699187-66
NR252--MA0684.1.RUNX3	chr1	87637246	87637255	-	0.000	0.000	Merged-chr1-87637275-111
NR8274--MA0684.1.RUNX3	chr5	149160598	149160607	+	0.000	0.000	Merged-chr5-149160687-30
NR2029--MA0002.2.RUNX1	chr11	114321677	114321687	-	0.000	0.000	Merged-chr11-114321606-35
NR5611--MA0002.2.RUNX1	chr2	25620564	25620574	+	0.000	0.000	Merged-chr2-25620603-21
NR3660--MA0002.2.RUNX1	chr15	36361438	36361448	-	0.000	0.000	Merged-chr15-36361606-62
NR8668--MA0002.2.RUNX1	chr6	114644726	114644736	+	0.000	0.000	Merged-chr6-114644613-24
NR4314--MA0684.1.RUNX3	chr16	76679069	76679078	-	0.000	0.000	Merged-chr16-76679194-37
NR997--MA0511.2.RUNX2	chr10	41984367	41984375	+	0.000	0.000	Merged-chr10-41984389-13
NR126--MA0511.2.RUNX2	chr1	57377523	57377531	+	0.000	0.000	Merged-chr1-57377842-99
NR2757--MA0002.2.RUNX1	chr13	38050152	38050162	+	0.000	0.000	Merged-chr13-38050052-14
NR7543--MA0002.2.RUNX1	chr4	154246713	154246723	-	0.000	0.000	Merged-chr4-154246608-23
NR7179--MA0511.2.RUNX2	chr4	88115657	88115665	-	0.000	0.000	Merged-chr4-88115597-29
NR10980--MA0002.2.RUNX1	chrX	159828383	159828393	-	0.000	0.000	Merged-chrX-159828290-35
NR1361--MA0002.2.RUNX1	chr10	117056182	117056192	+	0.000	0.000	Merged-chr10-117056166-30
NR4023--MA0002.2.RUNX1	chr16	8412313	8412323	-	0.000	0.000	Merged-chr16-8412399-34
NR4689--MA0002.2.RUNX1	chr17	52591977	52591987	+	0.000	0.000	Merged-chr17-52591988-50
NR5992--MA0684.1.RUNX3	chr2	117417568	117417577	-	0.000	0.000	Merged-chr2-117417577-23
NR2409--MA0002.2.RUNX1	chr12	100895668	100895678	+	0.000	0.000	Merged-chr12-100895499-71
NR4645--MA0511.2.RUNX2	chr17	45489015	45489023	+	0.000	0.000	Merged-chr17-45488824-86
NR8111--MA0002.2.RUNX1	chr5	120775836	120775846	+	0.000	0.000	Merged-chr5-120775735-65
NR10539--MA0511.2.RUNX2	chr9	86624346	86624354	-	0.000	0.000	Merged-chr9-86624608-86
NR8092--MA0002.2.RUNX1	chr5	117922384	117922394	+	0.000	0.000	Merged-chr5-117922248-35
NR2346--MA0511.2.RUNX2	chr12	90236208	90236216	-	0.000	0.000	Merged-chr12-90236268-16
NR1470--MA0002.2.RUNX1	chr10	130337528	130337538	+	0.000	0.000	Merged-chr10-130337662-26
NR4798--MA0002.2.RUNX1	chr17	83367537	83367547	+	0.000	0.000	Merged-chr17-83367610-36
NR8492--MA0684.1.RUNX3	chr6	72566266	72566275	+	0.000	0.000	Merged-chr6-72566205-29
NR4483--MA0511.2.RUNX2	chr17	12165580	12165588	+	0.000	0.000	Merged-chr17-12165459-54
NR5624--MA0002.2.RUNX1	chr2	27438516	27438526	-	0.000	0.000	Merged-chr2-27438518-5
NR659--MA0002.2.RUNX1	chr1	175631929	175631939	-	0.000	0.000	Merged-chr1-175631822-65
NR1122--MA0002.2.RUNX1	chr10	70318881	70318891	+	0.000	0.000	Merged-chr10-70318807-18
NR2647--MA0684.1.RUNX3	chr13	17975931	17975940	+	0.000	0.000	Merged-chr13-17976038-42
NR139--MA0511.2.RUNX2	chr1	60744506	60744514	-	0.000	0.000	Merged-chr1-60744410-6
NR4340--MA0511.2.RUNX2	chr16	87657463	87657471	-	0.000	0.000	Merged-chr16-87657392-20
NR960--MA0002.2.RUNX1	chr10	28652212	28652222	-	0.000	0.000	Merged-chr10-28652145-10
NR6587--MA0002.2.RUNX1	chr3	84093124	84093134	-	0.000	0.000	Merged-chr3-84093112-19
NR201--MA0511.2.RUNX2	chr1	74390213	74390221	-	0.000	0.000	Merged-chr1-74390334-35
NR1916--MA0002.2.RUNX1	chr11	102209051	102209061	+	0.000	0.000	Merged-chr11-102208952-14
NR2085--MA0002.2.RUNX1	chr11	119856879	119856889	-	0.000	0.000	Merged-chr11-119856710-37
NR4387--MA0511.2.RUNX2	chr16	91917805	91917813	-	0.000	0.000	Merged-chr16-91917917-41
NR4658--MA0511.2.RUNX2	chr17	47710437	47710445	-	0.000	0.000	Merged-chr17-47710307-11
NR5098--MA0511.2.RUNX2	chr18	77822831	77822839	+	0.000	0.000	Merged-chr18-77822747-6
NR1502--MA0002.2.RUNX1	chr11	5216015	5216025	-	0.000	0.000	Merged-chr11-5215848-30
NR897--MA0684.1.RUNX3	chr10	14326468	14326477	-	0.000	0.000	Merged-chr10-14326395-38
NR1631--MA0684.1.RUNX3	chr11	50421965	50421974	+	0.000	0.000	Merged-chr11-50422088-24
NR8647--MA0002.2.RUNX1	chr6	108665711	108665721	+	0.000	0.000	Merged-chr6-108665749-34
NR8028--MA0002.2.RUNX1	chr5	111235963	111235973	+	0.000	0.000	Merged-chr5-111235959-11
NR4545--MA0684.1.RUNX3	chr17	25829010	25829019	-	0.000	0.000	Merged-chr17-25828970-38
NR7651--MA0684.1.RUNX3	chr5	23719094	23719103	+	0.000	0.000	Merged-chr5-23719169-48
NR2389--MA0684.1.RUNX3	chr12	98601153	98601162	-	0.000	0.000	Merged-chr12-98601119-23
NR3913--MA0511.2.RUNX2	chr15	92134396	92134404	+	0.000	0.000	Merged-chr15-92134460-52
NR10710--MA0511.2.RUNX2	chr9	114778159	114778167	+	0.000	0.000	Merged-chr9-114778253-39
NR7774--MA0002.2.RUNX1	chr5	63768030	63768040	-	0.000	0.000	Merged-chr5-63767981-25
NR10168--MA0684.1.RUNX3	chr8	126832837	126832846	+	0.000	0.000	Merged-chr8-126833007-101
NR6490--MA0511.2.RUNX2	chr3	52555268	52555276	-	0.000	0.000	Merged-chr3-52555195-52
NR9311--MA0002.2.RUNX1	chr7	80782331	80782341	+	0.000	0.000	Merged-chr7-80782374-50
NR8236--MA0511.2.RUNX2	chr5	144126166	144126174	-	0.000	0.000	Merged-chr5-144126158-36
NR7631--MA0002.2.RUNX1	chr5	21412291	21412301	+	0.000	0.000	Merged-chr5-21412205-6
NR7982--MA0511.2.RUNX2	chr5	106677005	106677013	+	0.000	0.000	Merged-chr5-106676986-37
NR10992--MA0684.1.RUNX3	chrX	164318752	164318761	+	0.000	0.000	Merged-chrX-164318746-35
NR3923--MA0002.2.RUNX1	chr15	93302062	93302072	+	0.000	0.000	Merged-chr15-93302109-22
NR1972--MA0002.2.RUNX1	chr11	107693457	107693467	-	0.000	0.000	Merged-chr11-107693539-25
NR1101--MA0002.2.RUNX1	chr10	67658076	67658086	+	0.000	0.000	Merged-chr10-67657975-87
NR2084--MA0684.1.RUNX3	chr11	119671241	119671250	-	0.000	0.000	Merged-chr11-119671227-50
NR2749--MA0002.2.RUNX1	chr13	37403901	37403911	-	0.000	0.000	Merged-chr13-37403815-12
NR9771--MA0511.2.RUNX2	chr8	18626688	18626696	-	0.000	0.000	Merged-chr8-18626725-25
NR2705--MA0511.2.RUNX2	chr13	28685042	28685050	-	0.000	0.000	Merged-chr13-28685106-11
NR6295--MA0002.2.RUNX1	chr2	167959507	167959517	-	0.000	0.000	Merged-chr2-167959658-81
NR4558--MA0684.1.RUNX3	chr17	27323199	27323208	-	0.000	0.000	Merged-chr17-27323176-36
NR575--MA0511.2.RUNX2	chr1	164138822	164138830	+	0.000	0.000	Merged-chr1-164138853-49
NR9672--MA0002.2.RUNX1	chr7	139157710	139157720	+	0.000	0.000	Merged-chr7-139157777-16
NR6251--MA0511.2.RUNX2	chr2	163412099	163412107	+	0.000	0.000	Merged-chr2-163411842-29
