#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR33406--MA0741.1.KLF16	chr19	34922320	34922330	+	0.000	0.000	Merged-chr19-34922079-98
NR18583--MA0741.1.KLF16	chr13	104109623	104109633	+	0.000	0.000	Merged-chr13-104109580-88
NR24336--MA0599.1.KLF5	chr15	99295016	99295025	+	0.000	0.000	Merged-chr15-99295026-65
NR67795--MA0741.1.KLF16	chr9	89909813	89909823	-	0.000	0.000	Merged-chr9-89909785-17
NR54179--MA0740.1.KLF14	chr6	52012691	52012704	+	0.000	0.000	Merged-chr6-52012652-70
NR52580--MA0741.1.KLF16	chr5	140649244	140649254	+	0.000	0.000	Merged-chr5-140649068-64
NR64914--MA0599.1.KLF5	chr8	120114021	120114030	-	0.000	0.000	Merged-chr8-120114148-66
NR44728--MA0599.1.KLF5	chr4	45018585	45018594	-	0.000	0.000	Merged-chr4-45018744-59
NR44324--MA0741.1.KLF16	chr4	32160971	32160981	+	0.000	0.000	Merged-chr4-32160945-10
NR13289--MA0740.1.KLF14	chr11	121421400	121421413	+	0.000	0.000	Merged-chr11-121421434-59
NR52375--MA0741.1.KLF16	chr5	138161011	138161021	+	0.000	0.000	Merged-chr5-138161091-53
NR19835--MA0493.1.Klf1	chr14	34768543	34768553	+	0.000	0.000	Merged-chr14-34768619-7
NR15409--MA0742.1.Klf12	chr12	106010093	106010107	+	0.000	0.000	Merged-chr12-106010348-78
NR70157--MA0740.1.KLF14	chrX	107816177	107816190	-	0.000	0.000	Merged-chrX-107816203-60
NR3490--MA0599.1.KLF5	chr1	172341235	172341244	-	0.000	0.000	Merged-chr1-172341107-36
NR24317--MA1107.1.KLF9	chr15	99224537	99224549	-	0.000	0.000	Merged-chr15-99224455-41
NR20849--MA0493.1.Klf1	chr14	74732198	74732208	-	0.000	0.000	Merged-chr14-74732316-54
NR57183--MA0742.1.Klf12	chr6	145276399	145276413	+	0.000	0.000	Merged-chr6-145276388-70
NR55082--MA0493.1.Klf1	chr6	97447099	97447109	+	0.000	0.000	Merged-chr6-97447180-22
NR42114--MA0599.1.KLF5	chr3	108124282	108124291	-	0.000	0.000	Merged-chr3-108124378-33
NR27713--MA0599.1.KLF5	chr17	27564908	27564917	-	0.000	0.000	Merged-chr17-27564806-2
NR53336--MA1107.1.KLF9	chr5	151686925	151686937	+	0.000	0.000	Merged-chr5-151686934-46
NR55037--MA0741.1.KLF16	chr6	95718857	95718867	-	0.000	0.000	Merged-chr6-95718685-98
NR45750--MA0741.1.KLF16	chr4	101213703	101213713	+	0.000	0.000	Merged-chr4-101213636-46
NR33826--MA1107.1.KLF9	chr19	46869322	46869334	-	0.000	0.000	Merged-chr19-46869507-48
NR25314--MA0599.1.KLF5	chr16	31066971	31066980	+	0.000	0.000	Merged-chr16-31066889-60
NR51962--MA1107.1.KLF9	chr5	134350913	134350925	-	0.000	0.000	Merged-chr5-134350841-34
NR27016--MA0741.1.KLF16	chr17	7945886	7945896	-	0.000	0.000	Merged-chr17-7945790-77
NR20554--MA0599.1.KLF5	chr14	63606489	63606498	+	0.000	0.000	Merged-chr14-63606739-89
NR29433--MA0742.1.Klf12	chr17	73822302	73822316	-	0.000	0.000	Merged-chr17-73822361-73
NR9792--MA0599.1.KLF5	chr11	51898828	51898837	-	0.000	0.000	Merged-chr11-51898870-27
NR64797--MA0493.1.Klf1	chr8	117498826	117498836	-	0.000	0.000	Merged-chr8-117498576-60
NR10062--MA0493.1.Klf1	chr11	59083342	59083352	-	0.000	0.000	Merged-chr11-59083341-6
NR65340--MA1107.1.KLF9	chr8	125888307	125888319	-	0.000	0.000	Merged-chr8-125888357-1
NR33863--MA0741.1.KLF16	chr19	47464462	47464472	-	0.000	0.000	Merged-chr19-47464349-56
NR18978--MA0493.1.Klf1	chr13	112272164	112272174	+	0.000	0.000	Merged-chr13-112272178-27
NR35609--MA0741.1.KLF16	chr2	45117108	45117118	-	0.000	0.000	Merged-chr2-45117109-39
NR33387--MA0741.1.KLF16	chr19	34640832	34640842	+	0.000	0.000	Merged-chr19-34640764-45
NR40625--MA0742.1.Klf12	chr3	55112259	55112273	-	0.000	0.000	Merged-chr3-55112453-78
NR46366--MA0599.1.KLF5	chr4	119733692	119733701	+	0.000	0.000	Merged-chr4-119733692-69
NR69262--MA0599.1.KLF5	chr9	121455129	121455138	+	0.000	0.000	Merged-chr9-121454962-55
NR37739--MA0599.1.KLF5	chr2	130642840	130642849	+	0.000	0.000	Merged-chr2-130642738-65
NR1168--MA0741.1.KLF16	chr1	74284702	74284712	+	0.000	0.000	Merged-chr1-74284786-68
NR69127--MA0741.1.KLF16	chr9	120002298	120002308	+	0.000	0.000	Merged-chr9-120002240-48
NR69300--MA0740.1.KLF14	chr9	122294564	122294577	-	0.000	0.000	Merged-chr9-122294367-85
NR41167--MA0740.1.KLF14	chr3	85573973	85573986	+	0.000	0.000	Merged-chr3-85574094-56
NR23353--MA0740.1.KLF14	chr15	79037969	79037982	-	0.000	0.000	Merged-chr15-79038073-11
NR70276--MA0599.1.KLF5	chrX	140505990	140505999	+	0.000	0.000	Merged-chrX-140506133-71
NR59964--MA0740.1.KLF14	chr7	92669960	92669973	-	0.000	0.000	Merged-chr7-92669664-130
NR21747--MA0599.1.KLF5	chr14	120407058	120407067	-	0.000	0.000	Merged-chr14-120407035-22
NR58585--MA0599.1.KLF5	chr7	30594637	30594646	+	0.000	0.000	Merged-chr7-30594419-34
NR45383--MA0493.1.Klf1	chr4	83485970	83485980	-	0.000	0.000	Merged-chr4-83485831-3
NR15072--MA1107.1.KLF9	chr12	98628094	98628106	-	0.000	0.000	Merged-chr12-98628210-48
NR34098--MA0741.1.KLF16	chr19	56721970	56721980	-	0.000	0.000	Merged-chr19-56721958-31
NR53476--MA0599.1.KLF5	chr6	13069828	13069837	+	0.000	0.000	Merged-chr6-13070052-121
NR39631--MA0741.1.KLF16	chr2	173578407	173578417	+	0.000	0.000	Merged-chr2-173578364-53
NR1269--MA1107.1.KLF9	chr1	75487621	75487633	+	0.000	0.000	Merged-chr1-75487610-71
NR1606--MA0599.1.KLF5	chr1	91298333	91298342	+	0.000	0.000	Merged-chr1-91298212-56
NR37680--MA0741.1.KLF16	chr2	129065916	129065926	-	0.000	0.000	Merged-chr2-129066183-78
NR65767--MA0741.1.KLF16	chr9	21962556	21962566	+	0.000	0.000	Merged-chr9-21962533-26
NR57015--MA1107.1.KLF9	chr6	143327066	143327078	-	0.000	0.000	Merged-chr6-143327148-45
NR66739--MA1107.1.KLF9	chr9	62344719	62344731	-	0.000	0.000	Merged-chr9-62344675-54
NR47953--MA0741.1.KLF16	chr4	149647713	149647723	+	0.000	0.000	Merged-chr4-149647529-7
NR50823--MA0741.1.KLF16	chr5	110810216	110810226	-	0.000	0.000	Merged-chr5-110810101-58
NR2266--MA0599.1.KLF5	chr1	134455384	134455393	+	0.000	0.000	Merged-chr1-134455464-58
NR42100--MA0493.1.Klf1	chr3	107864183	107864193	+	0.000	0.000	Merged-chr3-107864110-34
NR2942--MA0599.1.KLF5	chr1	156939029	156939038	-	0.000	0.000	Merged-chr1-156938918-4
NR14004--MA0741.1.KLF16	chr12	51348179	51348189	+	0.000	0.000	Merged-chr12-51348278-58
NR7673--MA0742.1.Klf12	chr10	99221638	99221652	-	0.000	0.000	Merged-chr10-99221651-27
NR32657--MA0740.1.KLF14	chr19	5510768	5510781	-	0.000	0.000	Merged-chr19-5510623-50
NR27441--MA0740.1.KLF14	chr17	23924758	23924771	-	0.000	0.000	Merged-chr17-23924911-57
NR48393--MA0741.1.KLF16	chr4	155841385	155841395	-	0.000	0.000	Merged-chr4-155841183-71
NR35795--MA0741.1.KLF16	chr2	57116811	57116821	-	0.000	0.000	Merged-chr2-57116903-105
NR20745--MA0039.3.KLF4	chr14	70395526	70395536	+	0.000	0.000	Merged-chr14-70395360-19
NR58000--MA0741.1.KLF16	chr7	19272628	19272638	+	0.000	0.000	Merged-chr7-19272512-2
NR38502--MA0599.1.KLF5	chr2	152105578	152105587	-	0.000	0.000	Merged-chr2-152105524-67
NR45526--MA0740.1.KLF14	chr4	89137800	89137813	+	0.000	0.000	Merged-chr4-89137676-98
NR40736--MA0657.1.KLF13	chr3	59296705	59296722	+	0.000	0.000	Merged-chr3-59296543-72
NR11903--MA0039.3.KLF4	chr11	98907693	98907703	-	0.000	0.000	Merged-chr11-98907810-50
NR23240--MA0039.3.KLF4	chr15	77406711	77406721	+	0.000	0.000	Merged-chr15-77406567-38
NR61993--MA0493.1.Klf1	chr7	141437737	141437747	-	0.000	0.000	Merged-chr7-141437625-56
NR45275--MA1107.1.KLF9	chr4	63943069	63943081	-	0.000	0.000	Merged-chr4-63943077-12
NR44162--MA0741.1.KLF16	chr4	11076340	11076350	+	0.000	0.000	Merged-chr4-11076222-62
NR69450--MA0742.1.Klf12	chr9	124425752	124425766	-	0.000	0.000	Merged-chr9-124425759-16
NR50076--MA0493.1.Klf1	chr5	88676312	88676322	-	0.000	0.000	Merged-chr5-88676360-5
NR16141--MA0741.1.KLF16	chr13	3478186	3478196	-	0.000	0.000	Merged-chr13-3478294-51
NR34034--MA1107.1.KLF9	chr19	55401898	55401910	-	0.000	0.000	Merged-chr19-55401887-30
NR4580--MA0599.1.KLF5	chr1	191738897	191738906	-	0.000	0.000	Merged-chr1-191738954-40
NR69374--MA0599.1.KLF5	chr9	123366810	123366819	-	0.000	0.000	Merged-chr9-123366861-57
NR2722--MA0741.1.KLF16	chr1	152733292	152733302	+	0.000	0.000	Merged-chr1-152733286-16
NR55146--MA0741.1.KLF16	chr6	99666814	99666824	+	0.000	0.000	Merged-chr6-99666817-4
NR57822--MA0599.1.KLF5	chr7	16286409	16286418	+	0.000	0.000	Merged-chr7-16286295-136
NR10831--MA0039.3.KLF4	chr11	76791507	76791517	-	0.000	0.000	Merged-chr11-76791431-20
NR58213--MA0493.1.Klf1	chr7	25000902	25000912	+	0.000	0.000	Merged-chr7-25000756-34
NR7496--MA0599.1.KLF5	chr10	94426525	94426534	-	0.000	0.000	Merged-chr10-94426440-41
NR19794--MA0657.1.KLF13	chr14	33446881	33446898	+	0.000	0.000	Merged-chr14-33446801-4
NR14256--MA0741.1.KLF16	chr12	65172807	65172817	+	0.000	0.000	Merged-chr12-65172767-62
NR57358--MA0742.1.Klf12	chr6	147366197	147366211	+	0.000	0.000	Merged-chr6-147366310-2
NR27125--MA0741.1.KLF16	chr17	10840204	10840214	+	0.000	0.000	Merged-chr17-10840429-74
NR13686--MA0599.1.KLF5	chr12	25228584	25228593	-	0.000	0.000	Merged-chr12-25228819-20
NR36868--MA0493.1.Klf1	chr2	104027818	104027828	-	0.000	0.000	Merged-chr2-104027987-88
NR592--MA0741.1.KLF16	chr1	40790695	40790705	+	0.000	0.000	Merged-chr1-40790646-63
NR22035--MA0493.1.Klf1	chr15	10714811	10714821	+	0.000	0.000	Merged-chr15-10714882-50
NR3433--MA0741.1.KLF16	chr1	171329388	171329398	+	0.000	0.000	Merged-chr1-171329290-69
NR863--MA0741.1.KLF16	chr1	59482085	59482095	-	0.000	0.000	Merged-chr1-59482272-104
NR30710--MA0741.1.KLF16	chr18	36734991	36735001	+	0.000	0.000	Merged-chr18-36735138-69
NR26949--MA1107.1.KLF9	chr17	6775535	6775547	-	0.000	0.000	Merged-chr17-6775419-7
NR10230--MA0741.1.KLF16	chr11	62076875	62076885	-	0.000	0.000	Merged-chr11-62077068-25
NR67642--MA0599.1.KLF5	chr9	86571902	86571911	+	0.000	0.000	Merged-chr9-86572090-93
NR46920--MA1107.1.KLF9	chr4	132808283	132808295	-	0.000	0.000	Merged-chr4-132808337-17
NR7477--MA1107.1.KLF9	chr10	93534593	93534605	-	0.000	0.000	Merged-chr10-93534484-41
NR10896--MA0741.1.KLF16	chr11	78165632	78165642	+	0.000	0.000	Merged-chr11-78165557-54
NR5979--MA0599.1.KLF5	chr10	61680269	61680278	-	0.000	0.000	Merged-chr10-61680390-61
NR60563--MA0493.1.Klf1	chr7	110221682	110221692	-	0.000	0.000	Merged-chr7-110221778-96
NR10025--MA0741.1.KLF16	chr11	58098025	58098035	+	0.000	0.000	Merged-chr11-58098164-53
NR21625--MA1107.1.KLF9	chr14	118700618	118700630	+	0.000	0.000	Merged-chr14-118700795-2
NR35218--MA1107.1.KLF9	chr2	31043126	31043138	-	0.000	0.000	Merged-chr2-31043017-22
NR47241--MA0599.1.KLF5	chr4	137468639	137468648	-	0.000	0.000	Merged-chr4-137468629-23
NR52380--MA0039.3.KLF4	chr5	138343498	138343508	+	0.000	0.000	Merged-chr5-138343396-8
NR10742--MA1107.1.KLF9	chr11	75269537	75269549	+	0.000	0.000	Merged-chr11-75269578-15
NR22702--MA0493.1.Klf1	chr15	58141249	58141259	+	0.000	0.000	Merged-chr15-58141388-72
NR50644--MA1107.1.KLF9	chr5	107177860	107177872	-	0.000	0.000	Merged-chr5-107177683-65
NR54860--MA0740.1.KLF14	chr6	89008505	89008518	-	0.000	0.000	Merged-chr6-89008559-1
NR23577--MA0493.1.Klf1	chr15	82188230	82188240	+	0.000	0.000	Merged-chr15-82188110-14
NR26277--MA0039.3.KLF4	chr16	87713202	87713212	+	0.000	0.000	Merged-chr16-87713250-69
NR33844--MA1107.1.KLF9	chr19	46983950	46983962	+	0.000	0.000	Merged-chr19-46983880-15
NR59460--MA0599.1.KLF5	chr7	72261163	72261172	+	0.000	0.000	Merged-chr7-72261137-47
NR40019--MA0493.1.Klf1	chr3	8667338	8667348	+	0.000	0.000	Merged-chr3-8667385-80
NR70123--MA0740.1.KLF14	chrX	104857308	104857321	+	0.000	0.000	Merged-chrX-104857124-25
NR23282--MA0599.1.KLF5	chr15	78390995	78391004	-	0.000	0.000	Merged-chr15-78391085-16
NR34841--MA0599.1.KLF5	chr2	25054333	25054342	+	0.000	0.000	Merged-chr2-25054565-53
NR30472--MA0493.1.Klf1	chr18	24653821	24653831	-	0.000	0.000	Merged-chr18-24653766-102
NR57943--MA0599.1.KLF5	chr7	17056237	17056246	-	0.000	0.000	Merged-chr7-17056338-38
NR52023--MA0493.1.Klf1	chr5	134689037	134689047	-	0.000	0.000	Merged-chr5-134688853-79
NR41130--MA0039.3.KLF4	chr3	84259807	84259817	+	0.000	0.000	Merged-chr3-84259792-61
NR2373--MA0493.1.Klf1	chr1	136415262	136415272	-	0.000	0.000	Merged-chr1-136415287-72
NR66431--MA0741.1.KLF16	chr9	51764949	51764959	-	0.000	0.000	Merged-chr9-51764760-1
NR25302--MA0741.1.KLF16	chr16	30388887	30388897	-	0.000	0.000	Merged-chr16-30388899-122
NR43316--MA0599.1.KLF5	chr3	142688680	142688689	-	0.000	0.000	Merged-chr3-142688787-41
NR24340--MA0493.1.Klf1	chr15	99295181	99295191	+	0.000	0.000	Merged-chr15-99295026-65
NR17614--MA0740.1.KLF14	chr13	74166918	74166931	+	0.000	0.000	Merged-chr13-74166987-58
NR36098--MA0493.1.Klf1	chr2	69135808	69135818	+	0.000	0.000	Merged-chr2-69135944-40
NR20755--MA0741.1.KLF16	chr14	70635880	70635890	+	0.000	0.000	Merged-chr14-70635949-38
NR10277--MA0741.1.KLF16	chr11	62879415	62879425	+	0.000	0.000	Merged-chr11-62879529-68
NR52825--MA0599.1.KLF5	chr5	144358132	144358141	-	0.000	0.000	Merged-chr5-144358177-56
NR50506--MA0493.1.Klf1	chr5	103425163	103425173	-	0.000	0.000	Merged-chr5-103425256-74
NR64399--MA0740.1.KLF14	chr8	106168860	106168873	-	0.000	0.000	Merged-chr8-106168973-61
NR35349--MA0599.1.KLF5	chr2	33131016	33131025	+	0.000	0.000	Merged-chr2-33131105-122
NR67142--MA0741.1.KLF16	chr9	70657350	70657360	-	0.000	0.000	Merged-chr9-70657290-17
NR46908--MA0599.1.KLF5	chr4	132796429	132796438	+	0.000	0.000	Merged-chr4-132796395-33
NR10187--MA1107.1.KLF9	chr11	60937933	60937945	-	0.000	0.000	Merged-chr11-60937827-26
NR48993--MA0493.1.Klf1	chr5	31596932	31596942	+	0.000	0.000	Merged-chr5-31596875-46
NR51156--MA0039.3.KLF4	chr5	115125303	115125313	-	0.000	0.000	Merged-chr5-115125406-34
NR44337--MA0741.1.KLF16	chr4	32615248	32615258	+	0.000	0.000	Merged-chr4-32615355-52
NR69354--MA0742.1.Klf12	chr9	122951024	122951038	+	0.000	0.000	Merged-chr9-122950963-68
NR33289--MA1107.1.KLF9	chr19	29805106	29805118	+	0.000	0.000	Merged-chr19-29805286-18
NR30025--MA0599.1.KLF5	chr17	87107265	87107274	+	0.000	0.000	Merged-chr17-87107301-129
NR5670--MA0599.1.KLF5	chr10	43479634	43479643	+	0.000	0.000	Merged-chr10-43479514-117
NR7589--MA1107.1.KLF9	chr10	96616844	96616856	+	0.000	0.000	Merged-chr10-96617072-57
NR38520--MA0599.1.KLF5	chr2	152344161	152344170	+	0.000	0.000	Merged-chr2-152344055-110
NR7297--MA0741.1.KLF16	chr10	88503983	88503993	-	0.000	0.000	Merged-chr10-88503867-73
NR65528--MA0741.1.KLF16	chr9	4309617	4309627	+	0.000	0.000	Merged-chr9-4309732-98
NR10300--MA0599.1.KLF5	chr11	65807158	65807167	+	0.000	0.000	Merged-chr11-65807044-98
NR62636--MA0599.1.KLF5	chr8	27159400	27159409	+	0.000	0.000	Merged-chr8-27159514-57
NR33402--MA0599.1.KLF5	chr19	34922320	34922329	+	0.000	0.000	Merged-chr19-34922079-98
NR8994--MA0741.1.KLF16	chr11	3535532	3535542	+	0.000	0.000	Merged-chr11-3535629-44
NR36451--MA1107.1.KLF9	chr2	79255429	79255441	-	0.000	0.000	Merged-chr2-79255338-118
NR5303--MA0599.1.KLF5	chr10	24149440	24149449	-	0.000	0.000	Merged-chr10-24149317-57
NR8518--MA0740.1.KLF14	chr10	121781404	121781417	-	0.000	0.000	Merged-chr10-121781382-29
NR38786--MA0740.1.KLF14	chr2	158105823	158105836	-	0.000	0.000	Merged-chr2-158105775-9
NR18182--MA0741.1.KLF16	chr13	97442319	97442329	+	0.000	0.000	Merged-chr13-97442585-64
NR23669--MA0741.1.KLF16	chr15	84325527	84325537	+	0.000	0.000	Merged-chr15-84325665-1
NR36440--MA0740.1.KLF14	chr2	79124388	79124401	-	0.000	0.000	Merged-chr2-79124485-40
NR52811--MA0493.1.Klf1	chr5	144190244	144190254	+	0.000	0.000	Merged-chr5-144190229-35
NR43222--MA0599.1.KLF5	chr3	139075240	139075249	-	0.000	0.000	Merged-chr3-139075106-131
NR24667--MA0493.1.Klf1	chr15	103340174	103340184	-	0.000	0.000	Merged-chr15-103340196-50
NR59138--MA0741.1.KLF16	chr7	49759065	49759075	-	0.000	0.000	Merged-chr7-49759209-49
NR51556--MA0742.1.Klf12	chr5	124075942	124075956	+	0.000	0.000	Merged-chr5-124075936-23
NR57154--MA1107.1.KLF9	chr6	144902775	144902787	-	0.000	0.000	Merged-chr6-144902713-143
NR49851--MA0741.1.KLF16	chr5	75143466	75143476	+	0.000	0.000	Merged-chr5-75143306-22
NR23712--MA0599.1.KLF5	chr15	85037164	85037173	+	0.000	0.000	Merged-chr15-85036968-63
NR34934--MA1107.1.KLF9	chr2	26409290	26409302	+	0.000	0.000	Merged-chr2-26409124-52
NR57187--MA0741.1.KLF16	chr6	145276400	145276410	+	0.000	0.000	Merged-chr6-145276388-70
NR13635--MA0740.1.KLF14	chr12	21543468	21543481	-	0.000	0.000	Merged-chr12-21543416-58
NR52721--MA0741.1.KLF16	chr5	142975056	142975066	-	0.000	0.000	Merged-chr5-142974884-33
NR15825--MA0493.1.Klf1	chr12	112829658	112829668	+	0.000	0.000	Merged-chr12-112829457-77
NR29418--MA0493.1.Klf1	chr17	73513019	73513029	-	0.000	0.000	Merged-chr17-73513049-18
NR9944--MA0740.1.KLF14	chr11	55131273	55131286	+	0.000	0.000	Merged-chr11-55131266-10
NR601--MA1107.1.KLF9	chr1	43110778	43110790	+	0.000	0.000	Merged-chr1-43110700-26
NR26628--MA0599.1.KLF5	chr16	94328389	94328398	+	0.000	0.000	Merged-chr16-94328439-39
NR70027--MA0740.1.KLF14	chrX	98148709	98148722	-	0.000	0.000	Merged-chrX-98148927-58
NR51072--MA0493.1.Klf1	chr5	114175879	114175889	-	0.000	0.000	Merged-chr5-114175903-40
NR57578--MA0657.1.KLF13	chr7	3665469	3665486	+	0.000	0.000	Merged-chr7-3665543-67
NR38927--MA0493.1.Klf1	chr2	160731190	160731200	-	0.000	0.000	Merged-chr2-160731143-4
NR59978--MA0039.3.KLF4	chr7	92903906	92903916	-	0.000	0.000	Merged-chr7-92903803-41
NR26413--MA0599.1.KLF5	chr16	90810513	90810522	-	0.000	0.000	Merged-chr16-90810372-70
NR1860--MA1107.1.KLF9	chr1	119492214	119492226	-	0.000	0.000	Merged-chr1-119492306-30
NR53103--MA0039.3.KLF4	chr5	148793280	148793290	+	0.000	0.000	Merged-chr5-148793187-22
NR45155--MA0493.1.Klf1	chr4	59805747	59805757	-	0.000	0.000	Merged-chr4-59805793-13
NR45620--MA0741.1.KLF16	chr4	95161318	95161328	+	0.000	0.000	Merged-chr4-95161391-65
NR70172--MA1107.1.KLF9	chrX	113005455	113005467	+	0.000	0.000	Merged-chrX-113005437-15
NR40358--MA0741.1.KLF16	chr3	36475706	36475716	+	0.000	0.000	Merged-chr3-36475795-73
NR10084--MA1107.1.KLF9	chr11	59384666	59384678	+	0.000	0.000	Merged-chr11-59384734-17
NR48890--MA0493.1.Klf1	chr5	25529782	25529792	-	0.000	0.000	Merged-chr5-25529854-76
NR45268--MA0740.1.KLF14	chr4	63943068	63943081	-	0.000	0.000	Merged-chr4-63943077-12
NR8580--MA0741.1.KLF16	chr10	123075822	123075832	+	0.000	0.000	Merged-chr10-123075905-2
NR30053--MA0740.1.KLF14	chr17	87636585	87636598	-	0.000	0.000	Merged-chr17-87636407-1
NR68257--MA0493.1.Klf1	chr9	105683529	105683539	-	0.000	0.000	Merged-chr9-105683443-1
NR48011--MA0741.1.KLF16	chr4	150112980	150112990	-	0.000	0.000	Merged-chr4-150113122-17
NR8492--MA0599.1.KLF5	chr10	121501347	121501356	-	0.000	0.000	Merged-chr10-121501347-25
NR25430--MA0493.1.Klf1	chr16	34095724	34095734	+	0.000	0.000	Merged-chr16-34095886-29
NR624--MA0741.1.KLF16	chr1	44101585	44101595	+	0.000	0.000	Merged-chr1-44101717-6
NR47116--MA0599.1.KLF5	chr4	135157519	135157528	-	0.000	0.000	Merged-chr4-135157519-19
NR12662--MA0657.1.KLF13	chr11	113537054	113537071	+	0.000	0.000	Merged-chr11-113536889-33
NR36233--MA0599.1.KLF5	chr2	72856582	72856591	-	0.000	0.000	Merged-chr2-72856532-20
NR9089--MA0493.1.Klf1	chr11	5005465	5005475	+	0.000	0.000	Merged-chr11-5005546-13
NR10657--MA0741.1.KLF16	chr11	73177195	73177205	-	0.000	0.000	Merged-chr11-73177173-60
NR28346--MA0493.1.Klf1	chr17	36083527	36083537	+	0.000	0.000	Merged-chr17-36083529-56
NR53700--MA0599.1.KLF5	chr6	30304584	30304593	-	0.000	0.000	Merged-chr6-30304390-54
NR17598--MA0599.1.KLF5	chr13	73763688	73763697	+	0.000	0.000	Merged-chr13-73763821-72
NR7128--MA1107.1.KLF9	chr10	83898139	83898151	+	0.000	0.000	Merged-chr10-83898059-2
NR3374--MA0599.1.KLF5	chr1	170174929	170174938	-	0.000	0.000	Merged-chr1-170174869-88
NR52256--MA0493.1.Klf1	chr5	136706904	136706914	+	0.000	0.000	Merged-chr5-136706981-22
NR49182--MA0039.3.KLF4	chr5	35789746	35789756	-	0.000	0.000	Merged-chr5-35789877-12
NR39488--MA1107.1.KLF9	chr2	170206035	170206047	-	0.000	0.000	Merged-chr2-170206161-1
NR49192--MA0493.1.Klf1	chr5	35893236	35893246	+	0.000	0.000	Merged-chr5-35893424-58
NR59461--MA0742.1.Klf12	chr7	72306640	72306654	+	0.000	0.000	Merged-chr7-72306656-56
NR51301--MA0599.1.KLF5	chr5	119359931	119359940	-	0.000	0.000	Merged-chr5-119360019-16
NR67317--MA0741.1.KLF16	chr9	77544929	77544939	-	0.000	0.000	Merged-chr9-77544648-151
NR16630--MA0741.1.KLF16	chr13	35808218	35808228	+	0.000	0.000	Merged-chr13-35808207-14
NR49627--MA0740.1.KLF14	chr5	66259827	66259840	+	0.000	0.000	Merged-chr5-66259977-42
NR9953--MA0657.1.KLF13	chr11	55386464	55386481	+	0.000	0.000	Merged-chr11-55386598-21
NR60134--MA0599.1.KLF5	chr7	98995318	98995327	-	0.000	0.000	Merged-chr7-98995432-21
NR50151--MA0741.1.KLF16	chr5	90931231	90931241	+	0.000	0.000	Merged-chr5-90931301-77
NR67175--MA0039.3.KLF4	chr9	71358900	71358910	+	0.000	0.000	Merged-chr9-71359059-9
NR7948--MA0741.1.KLF16	chr10	111108850	111108860	+	0.000	0.000	Merged-chr10-111108936-32
NR9676--MA0599.1.KLF5	chr11	49250539	49250548	+	0.000	0.000	Merged-chr11-49250392-85
NR14474--MA0741.1.KLF16	chr12	75818296	75818306	-	0.000	0.000	Merged-chr12-75818494-81
NR55623--MA0039.3.KLF4	chr6	115515937	115515947	+	0.000	0.000	Merged-chr6-115515938-20
NR46044--MA0599.1.KLF5	chr4	108879025	108879034	-	0.000	0.000	Merged-chr4-108879209-35
NR55768--MA0599.1.KLF5	chr6	119199121	119199130	+	0.000	0.000	Merged-chr6-119199024-52
NR61470--MA0599.1.KLF5	chr7	130893054	130893063	-	0.000	0.000	Merged-chr7-130893114-41
NR68743--MA0741.1.KLF16	chr9	114546943	114546953	-	0.000	0.000	Merged-chr9-114546935-29
NR37616--MA0741.1.KLF16	chr2	127363114	127363124	+	0.000	0.000	Merged-chr2-127362934-41
NR35394--MA0741.1.KLF16	chr2	34139692	34139702	+	0.000	0.000	Merged-chr2-34139840-30
NR2372--MA0039.3.KLF4	chr1	136415260	136415270	-	0.000	0.000	Merged-chr1-136415287-72
NR55896--MA0742.1.Klf12	chr6	121110176	121110190	-	0.000	0.000	Merged-chr6-121110104-77
NR35936--MA0741.1.KLF16	chr2	61402418	61402428	-	0.000	0.000	Merged-chr2-61402469-66
NR37541--MA1107.1.KLF9	chr2	125136007	125136019	-	0.000	0.000	Merged-chr2-125136116-38
NR13528--MA0039.3.KLF4	chr12	16006960	16006970	+	0.000	0.000	Merged-chr12-16006817-52
NR2239--MA0493.1.Klf1	chr1	134344749	134344759	+	0.000	0.000	Merged-chr1-134344743-32
NR69454--MA0741.1.KLF16	chr9	124425755	124425765	-	0.000	0.000	Merged-chr9-124425759-16
NR25729--MA0741.1.KLF16	chr16	55526631	55526641	-	0.000	0.000	Merged-chr16-55526472-43
NR10748--MA0599.1.KLF5	chr11	75486671	75486680	+	0.000	0.000	Merged-chr11-75486840-50
NR5964--MA0039.3.KLF4	chr10	61465215	61465225	+	0.000	0.000	Merged-chr10-61465182-15
NR45267--MA0493.1.Klf1	chr4	63861242	63861252	-	0.000	0.000	Merged-chr4-63861232-54
NR23112--MA0741.1.KLF16	chr15	76190077	76190087	+	0.000	0.000	Merged-chr15-76190238-30
NR42332--MA0039.3.KLF4	chr3	116711879	116711889	+	0.000	0.000	Merged-chr3-116712114-84
NR23778--MA0741.1.KLF16	chr15	86034253	86034263	+	0.000	0.000	Merged-chr15-86034188-82
