#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR5319--MA0493.1.Klf1	chr10	5805663	5805673	-	0.000	0.000	Merged-chr10-5805785-87
NR52518--MA1107.1.KLF9	chr5	118710065	118710077	-	0.000	0.000	Merged-chr5-118710096-15
NR15326--MA1107.1.KLF9	chr12	101958220	101958232	+	0.000	0.000	Merged-chr12-101958185-60
NR11572--MA0599.1.KLF5	chr11	80089398	80089407	+	0.000	0.000	Merged-chr11-80089472-35
NR13828--MA0599.1.KLF5	chr12	36879517	36879526	+	0.000	0.000	Merged-chr12-36879600-1
NR46091--MA0493.1.Klf1	chr4	47502596	47502606	-	0.000	0.000	Merged-chr4-47502756-26
NR46020--MA0741.1.KLF16	chr4	45766160	45766170	-	0.000	0.000	Merged-chr4-45766216-17
NR44345--MA1107.1.KLF9	chr3	146004978	146004990	-	0.000	0.000	Merged-chr3-146004832-23
NR35718--MA1107.1.KLF9	chr2	23156066	23156078	-	0.000	0.000	Merged-chr2-23156219-73
NR69557--MA0741.1.KLF16	chrX	160994867	160994877	+	0.000	0.000	Merged-chrX-160994807-91
NR1203--MA0741.1.KLF16	chr1	59912956	59912966	-	0.000	0.000	Merged-chr1-59913244-100
NR41029--MA0741.1.KLF16	chr3	27463049	27463059	-	0.000	0.000	Merged-chr3-27462923-28
NR53854--MA1107.1.KLF9	chr5	147431336	147431348	-	0.000	0.000	Merged-chr5-147431237-9
NR69193--MA0493.1.Klf1	chrX	103695584	103695594	-	0.000	0.000	Merged-chrX-103695530-55
NR20127--MA0493.1.Klf1	chr14	27429466	27429476	+	0.000	0.000	Merged-chr14-27429180-117
NR16662--MA1107.1.KLF9	chr13	34163249	34163261	-	0.000	0.000	Merged-chr13-34163217-77
NR8628--MA0742.1.Klf12	chr10	110920108	110920122	-	0.000	0.000	Merged-chr10-110920143-70
NR48503--MA0742.1.Klf12	chr4	137388213	137388227	-	0.000	0.000	Merged-chr4-137388421-76
NR51116--MA0599.1.KLF5	chr5	72182961	72182970	-	0.000	0.000	Merged-chr5-72182927-44
NR29497--MA0493.1.Klf1	chr17	35969884	35969894	-	0.000	0.000	Merged-chr17-35969818-62
NR16529--MA0599.1.KLF5	chr13	28557401	28557410	-	0.000	0.000	Merged-chr13-28557249-20
NR65260--MA0741.1.KLF16	chr8	123015338	123015348	-	0.000	0.000	Merged-chr8-123015317-27
NR39425--MA0599.1.KLF5	chr2	153225082	153225091	+	0.000	0.000	Merged-chr2-153225104-93
NR24388--MA0493.1.Klf1	chr15	79546771	79546781	-	0.000	0.000	Merged-chr15-79546600-91
NR6360--MA0599.1.KLF5	chr10	44458744	44458753	+	0.000	0.000	Merged-chr10-44458751-54
NR8616--MA0599.1.KLF5	chr10	110745362	110745371	-	0.000	0.000	Merged-chr10-110745352-58
NR50982--MA0741.1.KLF16	chr5	65910596	65910606	-	0.000	0.000	Merged-chr5-65910646-31
NR35056--MA0493.1.Klf1	chr2	3284117	3284127	-	0.000	0.000	Merged-chr2-3284320-138
NR13745--MA0742.1.Klf12	chr12	33314242	33314256	-	0.000	0.000	Merged-chr12-33314365-39
NR24641--MA0741.1.KLF16	chr15	83367312	83367322	+	0.000	0.000	Merged-chr15-83367311-32
NR56206--MA1107.1.KLF9	chr6	97526338	97526350	-	0.000	0.000	Merged-chr6-97526268-25
NR43149--MA0599.1.KLF5	chr3	107036103	107036112	-	0.000	0.000	Merged-chr3-107036261-59
NR20929--MA0599.1.KLF5	chr14	55721941	55721950	+	0.000	0.000	Merged-chr14-55722058-57
NR60237--MA0740.1.KLF14	chr7	80294367	80294380	-	0.000	0.000	Merged-chr7-80294519-58
NR4247--MA0493.1.Klf1	chr1	172455668	172455678	-	0.000	0.000	Merged-chr1-172455714-32
NR58430--MA0741.1.KLF16	chr7	19272628	19272638	+	0.000	0.000	Merged-chr7-19272512-2
NR63917--MA0741.1.KLF16	chr8	75213427	75213437	+	0.000	0.000	Merged-chr8-75213221-41
NR38648--MA0493.1.Klf1	chr2	128817958	128817968	+	0.000	0.000	Merged-chr2-128818111-117
NR61695--MA0741.1.KLF16	chr7	135716605	135716615	-	0.000	0.000	Merged-chr7-135716348-117
NR56784--MA0493.1.Klf1	chr6	118139189	118139199	+	0.000	0.000	Merged-chr6-118139138-58
NR48700--MA1107.1.KLF9	chr4	141663217	141663229	+	0.000	0.000	Merged-chr4-141663261-9
NR59141--MA0741.1.KLF16	chr7	34313562	34313572	+	0.000	0.000	Merged-chr7-34313409-64
NR17216--MA0657.1.KLF13	chr13	58117763	58117780	+	0.000	0.000	Merged-chr13-58117801-3
NR2999--MA0599.1.KLF5	chr1	135147187	135147196	-	0.000	0.000	Merged-chr1-135147097-105
NR67372--MA0599.1.KLF5	chr9	88599552	88599561	-	0.000	0.000	Merged-chr9-88599592-56
NR61809--MA0599.1.KLF5	chr7	140116445	140116454	+	0.000	0.000	Merged-chr7-140116362-57
NR1726--MA0741.1.KLF16	chr1	80758735	80758745	-	0.000	0.000	Merged-chr1-80758556-27
NR46338--MA0741.1.KLF16	chr4	59531360	59531370	-	0.000	0.000	Merged-chr4-59531324-24
NR36336--MA0741.1.KLF16	chr2	38643987	38643997	-	0.000	0.000	Merged-chr2-38643899-59
NR25347--MA0039.3.KLF4	chr15	100495353	100495363	+	0.000	0.000	Merged-chr15-100495239-52
NR6907--MA0740.1.KLF14	chr10	67072076	67072089	+	0.000	0.000	Merged-chr10-67072073-40
NR10940--MA0742.1.Klf12	chr11	61684396	61684410	+	0.000	0.000	Merged-chr11-61684230-57
NR49903--MA0599.1.KLF5	chr5	24344665	24344674	+	0.000	0.000	Merged-chr5-24344705-18
NR26968--MA0740.1.KLF14	chr16	58408448	58408461	-	0.000	0.000	Merged-chr16-58408576-68
NR42959--MA0599.1.KLF5	chr3	102996085	102996094	-	0.000	0.000	Merged-chr3-102995869-67
NR29707--MA1107.1.KLF9	chr17	46890467	46890479	+	0.000	0.000	Merged-chr17-46890539-102
NR52314--MA0741.1.KLF16	chr5	113993991	113994001	+	0.000	0.000	Merged-chr5-113994160-2
NR33911--MA0599.1.KLF5	chr19	5771457	5771466	-	0.000	0.000	Merged-chr19-5771303-55
NR50092--MA0741.1.KLF16	chr5	30343303	30343313	-	0.000	0.000	Merged-chr5-30343363-21
NR42744--MA0599.1.KLF5	chr3	95893796	95893805	+	0.000	0.000	Merged-chr3-95893848-52
NR65849--MA0741.1.KLF16	chr9	21760497	21760507	-	0.000	0.000	Merged-chr9-21760442-62
NR16435--MA0599.1.KLF5	chr13	23446881	23446890	-	0.000	0.000	Merged-chr13-23446723-10
NR37496--MA0599.1.KLF5	chr2	84425341	84425350	+	0.000	0.000	Merged-chr2-84425274-57
NR28734--MA0493.1.Klf1	chr17	21383737	21383747	-	0.000	0.000	Merged-chr17-21383828-70
NR20915--MA0493.1.Klf1	chr14	55604163	55604173	-	0.000	0.000	Merged-chr14-55604128-61
NR59929--MA0599.1.KLF5	chr7	67222463	67222472	+	0.000	0.000	Merged-chr7-67222582-57
NR53608--MA1107.1.KLF9	chr5	140636802	140636814	+	0.000	0.000	Merged-chr5-140636895-23
NR61191--MA0599.1.KLF5	chr7	118243890	118243899	-	0.000	0.000	Merged-chr7-118243751-117
NR63447--MA0599.1.KLF5	chr8	64872039	64872048	-	0.000	0.000	Merged-chr8-64871934-64
NR19126--MA1107.1.KLF9	chr13	113031862	113031874	-	0.000	0.000	Merged-chr13-113031920-44
NR17316--MA0740.1.KLF14	chr13	62785807	62785820	+	0.000	0.000	Merged-chr13-62785718-57
NR1569--MA0599.1.KLF5	chr1	75213253	75213262	-	0.000	0.000	Merged-chr1-75213327-22
NR64577--MA0740.1.KLF14	chr8	104641764	104641777	-	0.000	0.000	Merged-chr8-104641787-70
NR10726--MA0741.1.KLF16	chr11	55098012	55098022	-	0.000	0.000	Merged-chr11-55097968-86
NR36588--MA0741.1.KLF16	chr2	48814135	48814145	-	0.000	0.000	Merged-chr2-48814151-109
NR37129--MA0599.1.KLF5	chr2	70825128	70825137	+	0.000	0.000	Merged-chr2-70825351-152
NR54722--MA0741.1.KLF16	chr6	34476244	34476254	-	0.000	0.000	Merged-chr6-34476190-64
NR12653--MA0599.1.KLF5	chr11	115185225	115185234	-	0.000	0.000	Merged-chr11-115185164-10
NR62058--MA0741.1.KLF16	chr8	3631114	3631124	+	0.000	0.000	Merged-chr8-3631064-68
NR13685--MA0740.1.KLF14	chr12	31351195	31351208	-	0.000	0.000	Merged-chr12-31351241-62
NR68322--MA1107.1.KLF9	chr9	120127744	120127756	-	0.000	0.000	Merged-chr9-120127726-70
NR13117--MA0741.1.KLF16	chr12	4841449	4841459	+	0.000	0.000	Merged-chr12-4841599-31
NR52330--MA1107.1.KLF9	chr5	114461495	114461507	-	0.000	0.000	Merged-chr5-114461497-19
NR53828--MA0493.1.Klf1	chr5	146867616	146867626	+	0.000	0.000	Merged-chr5-146867667-49
NR11134--MA0740.1.KLF14	chr11	69837799	69837812	+	0.000	0.000	Merged-chr11-69837773-1
NR9154--MA1107.1.KLF9	chr10	122047894	122047906	+	0.000	0.000	Merged-chr10-122047923-4
NR24155--MA0657.1.KLF13	chr15	76368850	76368867	+	0.000	0.000	Merged-chr15-76369030-46
NR24514--MA0599.1.KLF5	chr15	81466194	81466203	-	0.000	0.000	Merged-chr15-81466403-107
NR68936--MA0740.1.KLF14	chrX	71215018	71215031	-	0.000	0.000	Merged-chrX-71215140-87
NR35463--MA0741.1.KLF16	chr2	15055274	15055284	-	0.000	0.000	Merged-chr2-15055346-111
NR8992--MA0599.1.KLF5	chr10	118109927	118109936	-	0.000	0.000	Merged-chr10-118110099-23
NR25930--MA0493.1.Klf1	chr16	13437275	13437285	-	0.000	0.000	Merged-chr16-13437543-89
NR16341--MA0599.1.KLF5	chr13	17805220	17805229	+	0.000	0.000	Merged-chr13-17805301-35
NR63350--MA0742.1.Klf12	chr8	60983396	60983410	-	0.000	0.000	Merged-chr8-60983374-74
NR7637--MA1107.1.KLF9	chr10	81127650	81127662	+	0.000	0.000	Merged-chr10-81127720-40
NR58838--MA1107.1.KLF9	chr7	27838771	27838783	-	0.000	0.000	Merged-chr7-27838608-46
NR68677--MA0599.1.KLF5	chrX	20775820	20775829	+	0.000	0.000	Merged-chrX-20775787-26
NR14291--MA0599.1.KLF5	chr12	64917705	64917714	+	0.000	0.000	Merged-chr12-64917934-55
NR65752--MA0599.1.KLF5	chr9	20952857	20952866	-	0.000	0.000	Merged-chr9-20952794-68
NR16886--MA1107.1.KLF9	chr13	44376113	44376125	-	0.000	0.000	Merged-chr13-44376077-22
NR8634--MA0599.1.KLF5	chr10	110920129	110920138	+	0.000	0.000	Merged-chr10-110920143-70
NR39988--MA1107.1.KLF9	chr2	168159010	168159022	+	0.000	0.000	Merged-chr2-168159188-34
NR13369--MA0741.1.KLF16	chr12	17553573	17553583	-	0.000	0.000	Merged-chr12-17553684-1
NR26140--MA0740.1.KLF14	chr16	21246301	21246314	+	0.000	0.000	Merged-chr16-21246157-22
NR45208--MA0599.1.KLF5	chr4	11848572	11848581	+	0.000	0.000	Merged-chr4-11848499-2
NR68104--MA0599.1.KLF5	chr9	114548011	114548020	-	0.000	0.000	Merged-chr9-114547971-1
NR63898--MA1107.1.KLF9	chr8	75071892	75071904	+	0.000	0.000	Merged-chr8-75071889-52
NR34325--MA0599.1.KLF5	chr19	29813037	29813046	-	0.000	0.000	Merged-chr19-29812997-45
NR19238--MA1107.1.KLF9	chr13	117203247	117203259	-	0.000	0.000	Merged-chr13-117203167-67
NR57221--MA0599.1.KLF5	chr6	130414505	130414514	-	0.000	0.000	Merged-chr6-130414551-1
NR49948--MA0740.1.KLF14	chr5	24598563	24598576	-	0.000	0.000	Merged-chr5-24598728-19
NR37871--MA0741.1.KLF16	chr2	103797159	103797169	+	0.000	0.000	Merged-chr2-103797033-190
NR60203--MA0740.1.KLF14	chr7	80032534	80032547	+	0.000	0.000	Merged-chr7-80032517-2
NR64895--MA0599.1.KLF5	chr8	114840158	114840167	+	0.000	0.000	Merged-chr8-114840165-7
NR34631--MA0742.1.Klf12	chr19	42306415	42306429	+	0.000	0.000	Merged-chr19-42306300-48
NR61907--MA0493.1.Klf1	chr7	141361818	141361828	+	0.000	0.000	Merged-chr7-141361701-19
NR58833--MA0039.3.KLF4	chr7	27838734	27838744	-	0.000	0.000	Merged-chr7-27838608-46
NR65412--MA0657.1.KLF13	chr8	126422433	126422450	+	0.000	0.000	Merged-chr8-126422544-63
NR19137--MA0741.1.KLF16	chr13	113869385	113869395	-	0.000	0.000	Merged-chr13-113869470-43
NR52657--MA1107.1.KLF9	chr5	122372563	122372575	-	0.000	0.000	Merged-chr5-122372347-92
NR26133--MA1107.1.KLF9	chr16	20695918	20695930	-	0.000	0.000	Merged-chr16-20696066-20
NR24298--MA1107.1.KLF9	chr15	78515788	78515800	-	0.000	0.000	Merged-chr15-78515914-15
NR3496--MA0741.1.KLF16	chr1	151501036	151501046	+	0.000	0.000	Merged-chr1-151500785-93
NR30758--MA0599.1.KLF5	chr17	80373687	80373696	+	0.000	0.000	Merged-chr17-80373576-67
NR17901--MA0740.1.KLF14	chr13	81176296	81176309	-	0.000	0.000	Merged-chr13-81176115-63
NR10151--MA0599.1.KLF5	chr11	23498019	23498028	+	0.000	0.000	Merged-chr11-23497943-92
NR1447--MA1107.1.KLF9	chr1	70381581	70381593	-	0.000	0.000	Merged-chr1-70381449-2
NR26339--MA1107.1.KLF9	chr16	28829322	28829334	+	0.000	0.000	Merged-chr16-28829477-1
NR30543--MA0599.1.KLF5	chr17	72918266	72918275	+	0.000	0.000	Merged-chr17-72918406-213
NR64686--MA0740.1.KLF14	chr8	106059490	106059503	-	0.000	0.000	Merged-chr8-106059371-131
NR18166--MA1107.1.KLF9	chr13	89454725	89454737	-	0.000	0.000	Merged-chr13-89454773-11
NR5369--MA0599.1.KLF5	chr10	7832412	7832421	-	0.000	0.000	Merged-chr10-7832380-56
NR49020--MA1107.1.KLF9	chr4	150938238	150938250	-	0.000	0.000	Merged-chr4-150938152-39
NR43459--MA0742.1.Klf12	chr3	122122396	122122410	-	0.000	0.000	Merged-chr3-122122309-36
NR14124--MA0039.3.KLF4	chr12	54317142	54317152	-	0.000	0.000	Merged-chr12-54317166-58
NR44353--MA0741.1.KLF16	chr3	146045216	146045226	-	0.000	0.000	Merged-chr3-146045142-29
NR7749--MA1107.1.KLF9	chr10	82662647	82662659	-	0.000	0.000	Merged-chr10-82662706-15
NR51115--MA0742.1.Klf12	chr5	72182957	72182971	-	0.000	0.000	Merged-chr5-72182927-44
NR49161--MA0742.1.Klf12	chr4	154301834	154301848	+	0.000	0.000	Merged-chr4-154301677-37
NR31399--MA1107.1.KLF9	chr18	10182138	10182150	-	0.000	0.000	Merged-chr18-10182266-3
NR31736--MA0599.1.KLF5	chr18	23811153	23811162	+	0.000	0.000	Merged-chr18-23810991-46
NR42958--MA1107.1.KLF9	chr3	102996013	102996025	-	0.000	0.000	Merged-chr3-102995869-67
NR59434--MA0742.1.Klf12	chr7	45154570	45154584	-	0.000	0.000	Merged-chr7-45154586-68
NR24607--MA1107.1.KLF9	chr15	83084646	83084658	-	0.000	0.000	Merged-chr15-83084478-12
NR55066--MA0741.1.KLF16	chr6	48676098	48676108	-	0.000	0.000	Merged-chr6-48676195-68
NR3502--MA0493.1.Klf1	chr1	152287843	152287853	+	0.000	0.000	Merged-chr1-152287912-60
NR54080--MA1107.1.KLF9	chr6	5867157	5867169	-	0.000	0.000	Merged-chr6-5867138-2
NR26559--MA0493.1.Klf1	chr16	38089232	38089242	-	0.000	0.000	Merged-chr16-38089125-126
NR34012--MA0742.1.Klf12	chr19	7295512	7295526	+	0.000	0.000	Merged-chr19-7295405-60
NR39536--MA1107.1.KLF9	chr2	156730763	156730775	+	0.000	0.000	Merged-chr2-156730705-70
NR12972--MA0741.1.KLF16	chr11	119076050	119076060	-	0.000	0.000	Merged-chr11-119075997-48
NR3761--MA1107.1.KLF9	chr1	158177512	158177524	-	0.000	0.000	Merged-chr1-158177392-1
NR48441--MA0741.1.KLF16	chr4	136021780	136021790	+	0.000	0.000	Merged-chr4-136021705-51
NR61881--MA0740.1.KLF14	chr7	141194122	141194135	-	0.000	0.000	Merged-chr7-141194198-81
NR58714--MA0741.1.KLF16	chr7	25282070	25282080	-	0.000	0.000	Merged-chr7-25282176-85
NR12608--MA0493.1.Klf1	chr11	113787644	113787654	+	0.000	0.000	Merged-chr11-113787671-26
NR10150--MA0741.1.KLF16	chr11	23497986	23497996	+	0.000	0.000	Merged-chr11-23497943-92
NR66842--MA0599.1.KLF5	chr9	65215074	65215083	-	0.000	0.000	Merged-chr9-65215225-58
NR1197--MA0741.1.KLF16	chr1	59482085	59482095	-	0.000	0.000	Merged-chr1-59482272-104
NR67681--MA0741.1.KLF16	chr9	99568957	99568967	-	0.000	0.000	Merged-chr9-99568733-85
NR52215--MA0599.1.KLF5	chr5	112325388	112325397	+	0.000	0.000	Merged-chr5-112325487-138
NR63437--MA1107.1.KLF9	chr8	64763995	64764007	+	0.000	0.000	Merged-chr8-64764110-6
NR54290--MA0039.3.KLF4	chr6	14900137	14900147	+	0.000	0.000	Merged-chr6-14900112-2
NR12652--MA1107.1.KLF9	chr11	115185184	115185196	-	0.000	0.000	Merged-chr11-115185164-10
NR21822--MA0599.1.KLF5	chr14	99099848	99099857	-	0.000	0.000	Merged-chr14-99099807-63
NR10953--MA0742.1.Klf12	chr11	61855319	61855333	+	0.000	0.000	Merged-chr11-61855241-5
NR44005--MA0741.1.KLF16	chr3	138443098	138443108	+	0.000	0.000	Merged-chr3-138443041-87
NR39931--MA0741.1.KLF16	chr2	167656439	167656449	+	0.000	0.000	Merged-chr2-167656324-1
NR16584--MA0741.1.KLF16	chr13	30660051	30660061	+	0.000	0.000	Merged-chr13-30660147-64
NR6104--MA1107.1.KLF9	chr10	37250056	37250068	+	0.000	0.000	Merged-chr10-37249909-39
NR13169--MA1107.1.KLF9	chr12	8496610	8496622	+	0.000	0.000	Merged-chr12-8496481-10
NR65521--MA0657.1.KLF13	chr9	7805104	7805121	-	0.000	0.000	Merged-chr9-7805138-27
NR16565--MA0599.1.KLF5	chr13	30186460	30186469	-	0.000	0.000	Merged-chr13-30186492-12
NR1788--MA0493.1.Klf1	chr1	84318709	84318719	+	0.000	0.000	Merged-chr1-84318831-8
NR45555--MA0740.1.KLF14	chr4	32657097	32657110	-	0.000	0.000	Merged-chr4-32657142-58
NR63516--MA0741.1.KLF16	chr8	68420307	68420317	-	0.000	0.000	Merged-chr8-68420195-2
NR44229--MA1107.1.KLF9	chr3	143863759	143863771	-	0.000	0.000	Merged-chr3-143863871-1
NR37338--MA0039.3.KLF4	chr2	77102612	77102622	+	0.000	0.000	Merged-chr2-77102646-21
NR63657--MA0493.1.Klf1	chr8	70594445	70594455	-	0.000	0.000	Merged-chr8-70594498-62
NR48964--MA0741.1.KLF16	chr4	149912680	149912690	+	0.000	0.000	Merged-chr4-149912693-20
NR61565--MA0741.1.KLF16	chr7	128633412	128633422	-	0.000	0.000	Merged-chr7-128633323-34
NR26465--MA0493.1.Klf1	chr16	33584216	33584226	+	0.000	0.000	Merged-chr16-33584365-76
NR51143--MA0599.1.KLF5	chr5	72658316	72658325	-	0.000	0.000	Merged-chr5-72658444-8
NR27429--MA1107.1.KLF9	chr16	76529894	76529906	-	0.000	0.000	Merged-chr16-76529943-9
NR65751--MA1107.1.KLF9	chr9	20901757	20901769	+	0.000	0.000	Merged-chr9-20901772-20
NR3749--MA0599.1.KLF5	chr1	158177514	158177523	-	0.000	0.000	Merged-chr1-158177392-1
NR15583--MA0740.1.KLF14	chr12	110979135	110979148	-	0.000	0.000	Merged-chr12-110979044-60
NR22648--MA0742.1.Klf12	chr15	5244272	5244286	-	0.000	0.000	Merged-chr15-5244344-100
NR47400--MA1107.1.KLF9	chr4	107223849	107223861	+	0.000	0.000	Merged-chr4-107223959-21
NR28279--MA0741.1.KLF16	chr17	6687594	6687604	-	0.000	0.000	Merged-chr17-6687537-4
NR61043--MA0493.1.Klf1	chr7	110956663	110956673	-	0.000	0.000	Merged-chr7-110956692-58
NR33815--MA0741.1.KLF16	chr19	4338329	4338339	-	0.000	0.000	Merged-chr19-4338387-4
NR55126--MA0493.1.Klf1	chr6	50601873	50601883	-	0.000	0.000	Merged-chr6-50601872-31
NR28211--MA0599.1.KLF5	chr17	5841308	5841317	-	0.000	0.000	Merged-chr17-5841153-1
NR11428--MA1107.1.KLF9	chr11	77792146	77792158	-	0.000	0.000	Merged-chr11-77792176-31
NR60293--MA0740.1.KLF14	chr7	80919518	80919531	-	0.000	0.000	Merged-chr7-80919490-53
NR11179--MA0741.1.KLF16	chr11	70298328	70298338	-	0.000	0.000	Merged-chr11-70298199-12
NR49438--MA0740.1.KLF14	chr5	9161759	9161772	+	0.000	0.000	Merged-chr5-9161716-98
NR31730--MA0742.1.Klf12	chr18	23803975	23803989	-	0.000	0.000	Merged-chr18-23803965-77
NR52189--MA0657.1.KLF13	chr5	112276481	112276498	+	0.000	0.000	Merged-chr5-112276606-72
NR11790--MA0039.3.KLF4	chr11	90225353	90225363	-	0.000	0.000	Merged-chr11-90225249-59
NR57426--MA1107.1.KLF9	chr6	136967762	136967774	-	0.000	0.000	Merged-chr6-136967705-9
NR35321--MA0599.1.KLF5	chr2	11229332	11229341	+	0.000	0.000	Merged-chr2-11229306-10
NR32099--MA0741.1.KLF16	chr18	35919725	35919735	-	0.000	0.000	Merged-chr18-35919613-150
NR37632--MA0741.1.KLF16	chr2	91237028	91237038	+	0.000	0.000	Merged-chr2-91237090-79
NR19103--MA0741.1.KLF16	chr13	112801417	112801427	-	0.000	0.000	Merged-chr13-112801565-4
NR15135--MA0599.1.KLF5	chr12	93779188	93779197	+	0.000	0.000	Merged-chr12-93779108-2
NR24016--MA0740.1.KLF14	chr15	73228434	73228447	+	0.000	0.000	Merged-chr15-73228515-7
NR50899--MA0741.1.KLF16	chr5	64803408	64803418	-	0.000	0.000	Merged-chr5-64803282-82
NR8177--MA0493.1.Klf1	chr10	95323706	95323716	-	0.000	0.000	Merged-chr10-95323876-95
NR30592--MA0740.1.KLF14	chr17	74338860	74338873	-	0.000	0.000	Merged-chr17-74339035-92
NR12210--MA0741.1.KLF16	chr11	100320407	100320417	+	0.000	0.000	Merged-chr11-100320194-102
NR61422--MA0741.1.KLF16	chr7	126475488	126475498	+	0.000	0.000	Merged-chr7-126475355-59
NR2839--MA0742.1.Klf12	chr1	131181733	131181747	+	0.000	0.000	Merged-chr1-131181943-34
NR35747--MA0741.1.KLF16	chr2	24949758	24949768	+	0.000	0.000	Merged-chr2-24949801-67
NR62012--MA0493.1.Klf1	chr7	143830037	143830047	-	0.000	0.000	Merged-chr7-143830009-91
NR28770--MA0493.1.Klf1	chr17	21845900	21845910	+	0.000	0.000	Merged-chr17-21845785-22
NR53859--MA1107.1.KLF9	chr5	147431346	147431358	-	0.000	0.000	Merged-chr5-147431237-9
NR7552--MA1107.1.KLF9	chr10	80539295	80539307	-	0.000	0.000	Merged-chr10-80539129-37
NR46077--MA0039.3.KLF4	chr4	47303295	47303305	+	0.000	0.000	Merged-chr4-47303220-82
NR60773--MA0599.1.KLF5	chr7	101012085	101012094	-	0.000	0.000	Merged-chr7-101011923-30
NR46763--MA0493.1.Klf1	chr4	83567931	83567941	-	0.000	0.000	Merged-chr4-83568276-50
NR54721--MA0493.1.Klf1	chr6	34476245	34476255	-	0.000	0.000	Merged-chr6-34476190-64
NR19109--MA0493.1.Klf1	chr13	112801571	112801581	-	0.000	0.000	Merged-chr13-112801565-4
NR39554--MA1107.1.KLF9	chr2	157119285	157119297	-	0.000	0.000	Merged-chr2-157119108-55
NR48048--MA0599.1.KLF5	chr4	129335419	129335428	-	0.000	0.000	Merged-chr4-129335558-95
NR57690--MA1107.1.KLF9	chr6	142659140	142659152	+	0.000	0.000	Merged-chr6-142659170-20
NR32056--MA0599.1.KLF5	chr18	35554034	35554043	+	0.000	0.000	Merged-chr18-35553780-108
NR63354--MA0741.1.KLF16	chr8	60983399	60983409	-	0.000	0.000	Merged-chr8-60983374-74
NR27011--MA0741.1.KLF16	chr16	59471756	59471766	-	0.000	0.000	Merged-chr16-59471923-61
NR37289--MA0657.1.KLF13	chr2	76370319	76370336	-	0.000	0.000	Merged-chr2-76370231-76
NR32803--MA0493.1.Klf1	chr18	62548815	62548825	-	0.000	0.000	Merged-chr18-62548707-56
NR2663--MA0493.1.Klf1	chr1	125435618	125435628	+	0.000	0.000	Merged-chr1-125435397-141
NR68000--MA1107.1.KLF9	chr9	109095538	109095550	+	0.000	0.000	Merged-chr9-109095422-79
NR48202--MA0741.1.KLF16	chr4	132533704	132533714	-	0.000	0.000	Merged-chr4-132533524-64
NR60298--MA0493.1.Klf1	chr7	80919521	80919531	-	0.000	0.000	Merged-chr7-80919490-53
NR4624--MA0599.1.KLF5	chr1	181234521	181234530	+	0.000	0.000	Merged-chr1-181234623-15
NR62339--MA0493.1.Klf1	chr8	14888961	14888971	-	0.000	0.000	Merged-chr8-14888762-80
NR25147--MA0493.1.Klf1	chr15	95850234	95850244	-	0.000	0.000	Merged-chr15-95850129-22
NR38688--MA1107.1.KLF9	chr2	130449999	130450011	-	0.000	0.000	Merged-chr2-130450157-78
NR62259--MA0599.1.KLF5	chr8	11758353	11758362	-	0.000	0.000	Merged-chr8-11758434-55
NR8670--MA0599.1.KLF5	chr10	111385754	111385763	+	0.000	0.000	Merged-chr10-111385696-32
NR10805--MA0599.1.KLF5	chr11	59662465	59662474	+	0.000	0.000	Merged-chr11-59662530-59
NR49174--MA0742.1.Klf12	chr4	155067018	155067032	+	0.000	0.000	Merged-chr4-155066874-90
NR47596--MA0740.1.KLF14	chr4	116627537	116627550	+	0.000	0.000	Merged-chr4-116627464-164
NR56260--MA1107.1.KLF9	chr6	99360142	99360154	+	0.000	0.000	Merged-chr6-99360034-2
NR51161--MA0599.1.KLF5	chr5	72917099	72917108	-	0.000	0.000	Merged-chr5-72916932-38
NR42957--MA0741.1.KLF16	chr3	102996014	102996024	-	0.000	0.000	Merged-chr3-102995869-67
NR26228--MA0657.1.KLF13	chr16	24238376	24238393	-	0.000	0.000	Merged-chr16-24238458-30
NR50342--MA0741.1.KLF16	chr5	36998251	36998261	-	0.000	0.000	Merged-chr5-36998171-4
NR42534--MA0599.1.KLF5	chr3	89387212	89387221	+	0.000	0.000	Merged-chr3-89387256-27
NR14394--MA0741.1.KLF16	chr12	69184142	69184152	-	0.000	0.000	Merged-chr12-69184335-85
NR5251--MA0741.1.KLF16	chr10	4432429	4432439	+	0.000	0.000	Merged-chr10-4432497-94
NR11527--MA0740.1.KLF14	chr11	79076669	79076682	-	0.000	0.000	Merged-chr11-79076715-52
NR1787--MA0039.3.KLF4	chr1	84318711	84318721	+	0.000	0.000	Merged-chr1-84318831-8
NR56803--MA0599.1.KLF5	chr6	119199131	119199140	+	0.000	0.000	Merged-chr6-119199024-52
NR28659--MA0599.1.KLF5	chr17	15741998	15742007	+	0.000	0.000	Merged-chr17-15742023-19
NR45920--MA0599.1.KLF5	chr4	43558780	43558789	-	0.000	0.000	Merged-chr4-43558871-42
NR48183--MA0741.1.KLF16	chr4	132075333	132075343	+	0.000	0.000	Merged-chr4-132075197-71
