#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR6155--MA0591.1.Bach1::Mafk	chr19	8981007	8981021	+	0.000	0.000	Merged-chr19-8980902-23
NR6009--MA0089.1.MAFG::NFE2L1	chr18	76259856	76259861	-	0.000	0.000	Merged-chr18-76259816-26
NR11436--MA0591.1.Bach1::Mafk	chr7	127181021	127181035	+	0.000	0.000	Merged-chr7-127180997-43
NR12148--MA0089.1.MAFG::NFE2L1	chr8	128505928	128505933	+	0.000	0.000	Merged-chr8-128506100-25
NR12850--MA0117.2.Mafb	chr9	124126579	124126590	-	0.000	0.000	Merged-chr9-124126510-17
NR3876--MA0089.1.MAFG::NFE2L1	chr14	8173304	8173309	-	0.000	0.000	Merged-chr14-8173262-80
NR10845--MA0591.1.Bach1::Mafk	chr7	19332924	19332938	-	0.000	0.000	Merged-chr7-19332998-44
NR9561--MA0591.1.Bach1::Mafk	chr5	100875656	100875670	-	0.000	0.000	Merged-chr5-100875815-38
NR2068--MA0117.2.Mafb	chr11	59226461	59226472	-	0.000	0.000	Merged-chr11-59226578-39
NR10214--MA0659.1.MAFG	chr6	83428484	83428504	+	0.000	0.000	Merged-chr6-83428521-21
NR5230--MA0117.2.Mafb	chr16	94648037	94648048	-	0.000	0.000	Merged-chr16-94648012-22
NR6299--MA0089.1.MAFG::NFE2L1	chr19	41366698	41366703	-	0.000	0.000	Merged-chr19-41366765-21
NR4702--MA0089.1.MAFG::NFE2L1	chr15	90229392	90229397	-	0.000	0.000	Merged-chr15-90229607-22
NR5797--MA0495.2.MAFF	chr18	32941393	32941413	+	0.000	0.000	Merged-chr18-32941218-63
NR5416--MA0496.2.MAFK	chr17	31789318	31789336	-	0.000	0.000	Merged-chr17-31789470-34
NR4556--MA0501.1.MAF::NFE2	chr15	62824910	62824924	+	0.000	0.000	Merged-chr15-62824757-73
NR11406--MA0089.1.MAFG::NFE2L1	chr7	123354620	123354625	+	0.000	0.000	Merged-chr7-123354508-1
NR655--MA0659.1.MAFG	chr1	155224013	155224033	+	0.000	0.000	Merged-chr1-155224072-96
NR6386--MA0089.1.MAFG::NFE2L1	chr19	57031728	57031733	-	0.000	0.000	Merged-chr19-57031782-29
NR3687--MA0089.1.MAFG::NFE2L1	chr13	106998833	106998838	+	0.000	0.000	Merged-chr13-106998870-40
NR11888--MA0591.1.Bach1::Mafk	chr8	91395875	91395889	-	0.000	0.000	Merged-chr8-91395862-46
NR8747--MA0089.1.MAFG::NFE2L1	chr4	116018290	116018295	-	0.000	0.000	Merged-chr4-116018460-3
NR10102--MA0117.2.Mafb	chr6	54760026	54760037	-	0.000	0.000	Merged-chr6-54760187-57
NR7893--MA0089.1.MAFG::NFE2L1	chr3	104856376	104856381	+	0.000	0.000	Merged-chr3-104856352-37
NR1310--MA0089.1.MAFG::NFE2L1	chr10	42762368	42762373	-	0.000	0.000	Merged-chr10-42762562-19
NR11890--MA0591.1.Bach1::Mafk	chr8	91545805	91545819	-	0.000	0.000	Merged-chr8-91545805-43
NR5575--MA0117.2.Mafb	chr17	79616764	79616775	-	0.000	0.000	Merged-chr17-79616795-12
NR6553--MA0117.2.Mafb	chr2	22805546	22805557	+	0.000	0.000	Merged-chr2-22805681-51
NR8634--MA0501.1.MAF::NFE2	chr4	95194836	95194850	-	0.000	0.000	Merged-chr4-95194969-49
NR1652--MA0496.2.MAFK	chr10	107858905	107858923	-	0.000	0.000	Merged-chr10-107858878-12
NR2169--MA0496.2.MAFK	chr11	73131229	73131247	-	0.000	0.000	Merged-chr11-73131233-35
NR7880--MA0117.2.Mafb	chr3	102724948	102724959	-	0.000	0.000	Merged-chr3-102724816-69
NR12300--MA0659.1.MAFG	chr9	44999338	44999358	+	0.000	0.000	Merged-chr9-44999415-9
NR1236--MA0089.1.MAFG::NFE2L1	chr10	26364423	26364428	-	0.000	0.000	Merged-chr10-26364475-53
NR4497--MA0495.2.MAFF	chr15	55838807	55838827	-	0.000	0.000	Merged-chr15-55838772-33
NR10074--MA0089.1.MAFG::NFE2L1	chr6	50427838	50427843	-	0.000	0.000	Merged-chr6-50427690-6
NR7310--MA0495.2.MAFF	chr2	150840384	150840404	+	0.000	0.000	Merged-chr2-150840392-23
NR7601--MA0089.1.MAFG::NFE2L1	chr3	19411337	19411342	-	0.000	0.000	Merged-chr3-19411369-33
NR5007--MA0659.1.MAFG	chr16	52468520	52468540	-	0.000	0.000	Merged-chr16-52468577-24
NR2958--MA0089.1.MAFG::NFE2L1	chr12	102743674	102743679	-	0.000	0.000	Merged-chr12-102743719-52
NR5014--MA0495.2.MAFF	chr16	52879649	52879669	-	0.000	0.000	Merged-chr16-52879758-28
NR6565--MA0495.2.MAFF	chr2	27693883	27693903	-	0.000	0.000	Merged-chr2-27693880-30
NR7312--MA0659.1.MAFG	chr2	150840384	150840404	-	0.000	0.000	Merged-chr2-150840392-23
NR10052--MA0501.1.MAF::NFE2	chr6	42354547	42354561	+	0.000	0.000	Merged-chr6-42354474-17
NR6297--MA0089.1.MAFG::NFE2L1	chr19	41360612	41360617	+	0.000	0.000	Merged-chr19-41360707-21
NR8832--MA0089.1.MAFG::NFE2L1	chr4	126110895	126110900	+	0.000	0.000	Merged-chr4-126110742-108
NR2210--MA0495.2.MAFF	chr11	79207637	79207657	-	0.000	0.000	Merged-chr11-79207824-18
NR8395--MA0496.2.MAFK	chr4	6446816	6446834	+	0.000	0.000	Merged-chr4-6446926-20
NR2554--MA0089.1.MAFG::NFE2L1	chr11	121039363	121039368	+	0.000	0.000	Merged-chr11-121039238-62
NR1207--MA0117.2.Mafb	chr10	21976504	21976515	-	0.000	0.000	Merged-chr10-21976372-39
NR2617--MA0496.2.MAFK	chr12	21437691	21437709	+	0.000	0.000	Merged-chr12-21437615-25
NR77--MA0495.2.MAFF	chr1	37585875	37585895	-	0.000	0.000	Merged-chr1-37586082-40
NR10905--MA0501.1.MAF::NFE2	chr7	30000772	30000786	-	0.000	0.000	Merged-chr7-30000834-5
NR8836--MA0117.2.Mafb	chr4	126181275	126181286	-	0.000	0.000	Merged-chr4-126181413-29
NR9963--MA0089.1.MAFG::NFE2L1	chr6	15726641	15726646	+	0.000	0.000	Merged-chr6-15726718-35
NR11978--MA0496.2.MAFK	chr8	115618589	115618607	+	0.000	0.000	Merged-chr8-115618419-52
NR157--MA0591.1.Bach1::Mafk	chr1	60565656	60565670	+	0.000	0.000	Merged-chr1-60565512-22
NR11636--MA0501.1.MAF::NFE2	chr8	13593477	13593491	-	0.000	0.000	Merged-chr8-13593648-27
NR5440--MA0089.1.MAFG::NFE2L1	chr17	35969932	35969937	+	0.000	0.000	Merged-chr17-35969818-62
NR10474--MA0117.2.Mafb	chr6	125222366	125222377	+	0.000	0.000	Merged-chr6-125222318-50
NR2561--MA0117.2.Mafb	chr11	121741700	121741711	-	0.000	0.000	Merged-chr11-121741709-19
NR79--MA0659.1.MAFG	chr1	37585875	37585895	+	0.000	0.000	Merged-chr1-37586082-40
NR6005--MA0089.1.MAFG::NFE2L1	chr18	75716330	75716335	+	0.000	0.000	Merged-chr18-75716251-26
NR7879--MA0495.2.MAFF	chr3	102724939	102724959	+	0.000	0.000	Merged-chr3-102724816-69
NR8109--MA0501.1.MAF::NFE2	chr3	133623604	133623618	+	0.000	0.000	Merged-chr3-133623556-36
NR1032--MA0089.1.MAFG::NFE2L1	chr1	189085413	189085418	-	0.000	0.000	Merged-chr1-189085418-26
NR7781--MA0591.1.Bach1::Mafk	chr3	88503280	88503294	+	0.000	0.000	Merged-chr3-88503323-39
NR11779--MA0117.2.Mafb	chr8	71528834	71528845	-	0.000	0.000	Merged-chr8-71528841-21
NR3583--MA0089.1.MAFG::NFE2L1	chr13	91541143	91541148	+	0.000	0.000	Merged-chr13-91541138-52
NR7418--MA0495.2.MAFF	chr2	166553857	166553877	-	0.000	0.000	Merged-chr2-166553887-59
NR10656--MA0591.1.Bach1::Mafk	chr6	142519104	142519118	+	0.000	0.000	Merged-chr6-142519262-28
NR1595--MA0495.2.MAFF	chr10	96357117	96357137	+	0.000	0.000	Merged-chr10-96357351-35
NR12676--MA0501.1.MAF::NFE2	chr9	107551138	107551152	-	0.000	0.000	Merged-chr9-107551360-55
NR12648--MA0089.1.MAFG::NFE2L1	chr9	100689912	100689917	-	0.000	0.000	Merged-chr9-100689976-48
NR10246--MA0117.2.Mafb	chr6	87503155	87503166	+	0.000	0.000	Merged-chr6-87503108-103
NR12533--MA0089.1.MAFG::NFE2L1	chr9	85328443	85328448	+	0.000	0.000	Merged-chr9-85328371-22
NR9672--MA0089.1.MAFG::NFE2L1	chr5	117388974	117388979	-	0.000	0.000	Merged-chr5-117388866-82
NR360--MA0117.2.Mafb	chr1	95605630	95605641	+	0.000	0.000	Merged-chr1-95605725-17
NR9308--MA0089.1.MAFG::NFE2L1	chr5	65737508	65737513	-	0.000	0.000	Merged-chr5-65737481-18
NR6609--MA0089.1.MAFG::NFE2L1	chr2	34494420	34494425	-	0.000	0.000	Merged-chr2-34494375-14
NR2547--MA0501.1.MAF::NFE2	chr11	120353796	120353810	-	0.000	0.000	Merged-chr11-120353921-57
NR8407--MA0659.1.MAFG	chr4	8988453	8988473	-	0.000	0.000	Merged-chr4-8988398-15
NR5637--MA0501.1.MAF::NFE2	chr17	86188066	86188080	+	0.000	0.000	Merged-chr17-86187981-35
NR4634--MA0501.1.MAF::NFE2	chr15	78170886	78170900	+	0.000	0.000	Merged-chr15-78170895-5
NR12055--MA0591.1.Bach1::Mafk	chr8	123341852	123341866	-	0.000	0.000	Merged-chr8-123341706-13
NR6205--MA0089.1.MAFG::NFE2L1	chr19	21144874	21144879	+	0.000	0.000	Merged-chr19-21144812-47
NR2767--MA0089.1.MAFG::NFE2L1	chr12	73648002	73648007	+	0.000	0.000	Merged-chr12-73647879-51
NR1347--MA0089.1.MAFG::NFE2L1	chr10	59636946	59636951	-	0.000	0.000	Merged-chr10-59636988-40
NR65--MA0591.1.Bach1::Mafk	chr1	36160375	36160389	-	0.000	0.000	Merged-chr1-36160446-48
NR1723--MA0089.1.MAFG::NFE2L1	chr10	117419039	117419044	+	0.000	0.000	Merged-chr10-117418980-24
NR658--MA0496.2.MAFK	chr1	155224014	155224032	+	0.000	0.000	Merged-chr1-155224072-96
NR2342--MA0117.2.Mafb	chr11	98747283	98747294	-	0.000	0.000	Merged-chr11-98747477-33
NR267--MA0591.1.Bach1::Mafk	chr1	75179428	75179442	-	0.000	0.000	Merged-chr1-75179465-11
NR12784--MA0117.2.Mafb	chr9	118519336	118519347	+	0.000	0.000	Merged-chr9-118519152-31
NR173--MA0089.1.MAFG::NFE2L1	chr1	60937233	60937238	-	0.000	0.000	Merged-chr1-60937145-34
NR3293--MA0591.1.Bach1::Mafk	chr13	24515262	24515276	+	0.000	0.000	Merged-chr13-24515324-15
NR932--MA0591.1.Bach1::Mafk	chr1	182528141	182528155	-	0.000	0.000	Merged-chr1-182528373-67
NR4522--MA0089.1.MAFG::NFE2L1	chr15	59520704	59520709	-	0.000	0.000	Merged-chr15-59520520-55
NR3102--MA0089.1.MAFG::NFE2L1	chr12	115013018	115013023	-	0.000	0.000	Merged-chr12-115012998-22
NR12211--MA0117.2.Mafb	chr9	21161629	21161640	+	0.000	0.000	Merged-chr9-21161494-64
NR6281--MA0659.1.MAFG	chr19	40618010	40618030	-	0.000	0.000	Merged-chr19-40618053-6
NR1161--MA0501.1.MAF::NFE2	chr10	10224830	10224844	+	0.000	0.000	Merged-chr10-10224805-34
NR4088--MA0659.1.MAFG	chr14	68048502	68048522	+	0.000	0.000	Merged-chr14-68048538-29
NR11348--MA0495.2.MAFF	chr7	116409582	116409602	-	0.000	0.000	Merged-chr7-116409560-37
NR6353--MA0501.1.MAF::NFE2	chr19	53566189	53566203	+	0.000	0.000	Merged-chr19-53566161-15
NR4090--MA0501.1.MAF::NFE2	chr14	68048502	68048516	-	0.000	0.000	Merged-chr14-68048538-29
NR5868--MA0089.1.MAFG::NFE2L1	chr18	50024052	50024057	-	0.000	0.000	Merged-chr18-50024197-35
NR4448--MA0089.1.MAFG::NFE2L1	chr15	39112497	39112502	-	0.000	0.000	Merged-chr15-39112696-94
NR11247--MA0659.1.MAFG	chr7	104465137	104465157	+	0.000	0.000	Merged-chr7-104465292-53
NR3404--MA0089.1.MAFG::NFE2L1	chr13	51401362	51401367	-	0.000	0.000	Merged-chr13-51401242-7
NR12303--MA0496.2.MAFK	chr9	44999339	44999357	+	0.000	0.000	Merged-chr9-44999415-9
NR9508--MA0089.1.MAFG::NFE2L1	chr5	96948964	96948969	+	0.000	0.000	Merged-chr5-96949155-39
NR5118--MA0591.1.Bach1::Mafk	chr16	78532154	78532168	+	0.000	0.000	Merged-chr16-78532286-51
NR7371--MA0659.1.MAFG	chr2	158379838	158379858	-	0.000	0.000	Merged-chr2-158379910-26
NR5191--MA0117.2.Mafb	chr16	91793525	91793536	+	0.000	0.000	Merged-chr16-91793603-12
NR5397--MA0117.2.Mafb	chr17	28366194	28366205	-	0.000	0.000	Merged-chr17-28366309-12
NR9674--MA0591.1.Bach1::Mafk	chr5	118082152	118082166	+	0.000	0.000	Merged-chr5-118082270-75
NR1497--MA0495.2.MAFF	chr10	86727747	86727767	-	0.000	0.000	Merged-chr10-86727830-49
NR8989--MA0117.2.Mafb	chr4	146480758	146480769	-	0.000	0.000	Merged-chr4-146480671-39
NR12820--MA0089.1.MAFG::NFE2L1	chr9	120578914	120578919	-	0.000	0.000	Merged-chr9-120578863-6
NR3681--MA0089.1.MAFG::NFE2L1	chr13	105377194	105377199	-	0.000	0.000	Merged-chr13-105377302-26
NR4502--MA0496.2.MAFK	chr15	55838808	55838826	+	0.000	0.000	Merged-chr15-55838772-33
NR9104--MA0089.1.MAFG::NFE2L1	chr5	8675500	8675505	+	0.000	0.000	Merged-chr5-8675688-64
NR2235--MA0117.2.Mafb	chr11	83223491	83223502	+	0.000	0.000	Merged-chr11-83223595-15
NR4622--MA0089.1.MAFG::NFE2L1	chr15	76199519	76199524	+	0.000	0.000	Merged-chr15-76199609-68
NR435--MA0501.1.MAF::NFE2	chr1	120197405	120197419	+	0.000	0.000	Merged-chr1-120197360-57
NR117--MA0591.1.Bach1::Mafk	chr1	43558494	43558508	-	0.000	0.000	Merged-chr1-43558472-4
NR5612--MA0117.2.Mafb	chr17	83483964	83483975	-	0.000	0.000	Merged-chr17-83484048-22
NR5931--MA0501.1.MAF::NFE2	chr18	64516556	64516570	+	0.000	0.000	Merged-chr18-64516532-71
NR8528--MA0117.2.Mafb	chr4	56932244	56932255	-	0.000	0.000	Merged-chr4-56932254-7
NR7140--MA0591.1.Bach1::Mafk	chr2	128465764	128465778	+	0.000	0.000	Merged-chr2-128465659-44
NR6480--MA0089.1.MAFG::NFE2L1	chr2	11100473	11100478	+	0.000	0.000	Merged-chr2-11100320-38
NR256--MA0495.2.MAFF	chr1	74398274	74398294	-	0.000	0.000	Merged-chr1-74398237-10
NR12746--MA0089.1.MAFG::NFE2L1	chr9	115088472	115088477	+	0.000	0.000	Merged-chr9-115088492-13
NR864--MA0089.1.MAFG::NFE2L1	chr1	176944965	176944970	+	0.000	0.000	Merged-chr1-176944899-30
NR7421--MA0089.1.MAFG::NFE2L1	chr2	166651843	166651848	-	0.000	0.000	Merged-chr2-166651674-28
NR10472--MA0089.1.MAFG::NFE2L1	chr6	125039602	125039607	-	0.000	0.000	Merged-chr6-125039699-58
NR8649--MA0117.2.Mafb	chr4	97831817	97831828	-	0.000	0.000	Merged-chr4-97831633-55
NR7904--MA0659.1.MAFG	chr3	105892539	105892559	-	0.000	0.000	Merged-chr3-105892493-111
NR4534--MA0495.2.MAFF	chr15	60141740	60141760	+	0.000	0.000	Merged-chr15-60141822-49
NR12001--MA0117.2.Mafb	chr8	117322174	117322185	-	0.000	0.000	Merged-chr8-117322226-46
NR12679--MA0591.1.Bach1::Mafk	chr9	107612979	107612993	+	0.000	0.000	Merged-chr9-107612807-59
NR1734--MA0089.1.MAFG::NFE2L1	chr10	117918729	117918734	+	0.000	0.000	Merged-chr10-117918701-83
NR3719--MA0089.1.MAFG::NFE2L1	chr13	109229960	109229965	-	0.000	0.000	Merged-chr13-109230040-126
NR2865--MA0089.1.MAFG::NFE2L1	chr12	91746020	91746025	+	0.000	0.000	Merged-chr12-91745848-45
NR9654--MA0659.1.MAFG	chr5	115312987	115313007	-	0.000	0.000	Merged-chr5-115313005-7
NR7650--MA0501.1.MAF::NFE2	chr3	36863832	36863846	+	0.000	0.000	Merged-chr3-36863683-1
NR2360--MA0591.1.Bach1::Mafk	chr11	103159146	103159160	-	0.000	0.000	Merged-chr11-103159117-33
NR12380--MA0501.1.MAF::NFE2	chr9	65010832	65010846	-	0.000	0.000	Merged-chr9-65010971-53
NR10810--MA0591.1.Bach1::Mafk	chr7	16057373	16057387	-	0.000	0.000	Merged-chr7-16057177-61
NR2336--MA0496.2.MAFK	chr11	97825332	97825350	-	0.000	0.000	Merged-chr11-97825467-43
NR10847--MA0659.1.MAFG	chr7	19332921	19332941	-	0.000	0.000	Merged-chr7-19332998-44
NR6382--MA0496.2.MAFK	chr19	56647499	56647517	-	0.000	0.000	Merged-chr19-56647541-17
NR9092--MA0496.2.MAFK	chr5	3358937	3358955	-	0.000	0.000	Merged-chr5-3358967-15
NR6714--MA0495.2.MAFF	chr2	52955271	52955291	-	0.000	0.000	Merged-chr2-52955279-28
NR1747--MA0089.1.MAFG::NFE2L1	chr10	118766320	118766325	+	0.000	0.000	Merged-chr10-118766153-45
NR2676--MA0089.1.MAFG::NFE2L1	chr12	35532326	35532331	-	0.000	0.000	Merged-chr12-35532379-20
NR6378--MA0591.1.Bach1::Mafk	chr19	56647501	56647515	+	0.000	0.000	Merged-chr19-56647541-17
NR4331--MA0089.1.MAFG::NFE2L1	chr14	122830647	122830652	+	0.000	0.000	Merged-chr14-122830576-36
NR10961--MA0089.1.MAFG::NFE2L1	chr7	46796045	46796050	-	0.000	0.000	Merged-chr7-46795936-83
NR4563--MA0659.1.MAFG	chr15	64041700	64041720	-	0.000	0.000	Merged-chr15-64041818-65
NR4639--MA0117.2.Mafb	chr15	79328218	79328229	-	0.000	0.000	Merged-chr15-79328273-51
NR1193--MA0495.2.MAFF	chr10	19718892	19718912	-	0.000	0.000	Merged-chr10-19718932-45
NR5787--MA0591.1.Bach1::Mafk	chr18	30365829	30365843	-	0.000	0.000	Merged-chr18-30365802-26
NR934--MA0117.2.Mafb	chr1	182539627	182539638	-	0.000	0.000	Merged-chr1-182539437-37
NR197--MA0089.1.MAFG::NFE2L1	chr1	63730649	63730654	-	0.000	0.000	Merged-chr1-63730554-61
NR12252--MA0117.2.Mafb	chr9	35117687	35117698	-	0.000	0.000	Merged-chr9-35117725-13
NR2162--MA0495.2.MAFF	chr11	73131228	73131248	+	0.000	0.000	Merged-chr11-73131233-35
NR9513--MA0496.2.MAFK	chr5	97002396	97002414	+	0.000	0.000	Merged-chr5-97002471-16
NR3800--MA0659.1.MAFG	chr13	114935790	114935810	+	0.000	0.000	Merged-chr13-114935699-10
NR2338--MA0591.1.Bach1::Mafk	chr11	97936078	97936092	+	0.000	0.000	Merged-chr11-97936039-14
NR2267--MA0659.1.MAFG	chr11	87074101	87074121	+	0.000	0.000	Merged-chr11-87073947-35
NR4081--MA0591.1.Bach1::Mafk	chr14	66221159	66221173	-	0.000	0.000	Merged-chr14-66221220-33
NR10182--MA0496.2.MAFK	chr6	71156853	71156871	-	0.000	0.000	Merged-chr6-71156958-28
NR8261--MA0089.1.MAFG::NFE2L1	chr3	146159321	146159326	+	0.000	0.000	Merged-chr3-146159248-1
NR9826--MA0591.1.Bach1::Mafk	chr5	143976849	143976863	-	0.000	0.000	Merged-chr5-143976902-14
NR499--MA0089.1.MAFG::NFE2L1	chr1	131010623	131010628	-	0.000	0.000	Merged-chr1-131010715-50
NR2008--MA0089.1.MAFG::NFE2L1	chr11	49100354	49100359	-	0.000	0.000	Merged-chr11-49100506-9
NR12358--MA0495.2.MAFF	chr9	61708039	61708059	-	0.000	0.000	Merged-chr9-61708026-57
NR9908--MA0089.1.MAFG::NFE2L1	chr6	3498376	3498381	-	0.000	0.000	Merged-chr6-3498450-52
NR4769--MA0117.2.Mafb	chr15	99644037	99644048	-	0.000	0.000	Merged-chr15-99643998-26
NR12468--MA0089.1.MAFG::NFE2L1	chr9	79779635	79779640	+	0.000	0.000	Merged-chr9-79779626-22
NR10188--MA0501.1.MAF::NFE2	chr6	71632848	71632862	-	0.000	0.000	Merged-chr6-71633001-103
NR11424--MA0089.1.MAFG::NFE2L1	chr7	125511602	125511607	-	0.000	0.000	Merged-chr7-125511628-40
NR7143--MA0089.1.MAFG::NFE2L1	chr2	129180153	129180158	+	0.000	0.000	Merged-chr2-129180074-1
NR1157--MA0496.2.MAFK	chr10	8114752	8114770	-	0.000	0.000	Merged-chr10-8114818-9
NR11928--MA0117.2.Mafb	chr8	105170474	105170485	+	0.000	0.000	Merged-chr8-105170559-11
NR1233--MA0591.1.Bach1::Mafk	chr10	25457377	25457391	-	0.000	0.000	Merged-chr10-25457296-47
NR10813--MA0501.1.MAF::NFE2	chr7	16057370	16057384	-	0.000	0.000	Merged-chr7-16057177-61
NR11639--MA0089.1.MAFG::NFE2L1	chr8	15014319	15014324	+	0.000	0.000	Merged-chr8-15014301-41
NR3226--MA0089.1.MAFG::NFE2L1	chr13	13557113	13557118	-	0.000	0.000	Merged-chr13-13557258-36
NR11384--MA0496.2.MAFK	chr7	119800883	119800901	-	0.000	0.000	Merged-chr7-119801060-49
NR1947--MA0089.1.MAFG::NFE2L1	chr11	23754468	23754473	+	0.000	0.000	Merged-chr11-23754497-34
NR4402--MA0591.1.Bach1::Mafk	chr15	27627261	27627275	-	0.000	0.000	Merged-chr15-27627368-1
NR1167--MA0089.1.MAFG::NFE2L1	chr10	12842754	12842759	-	0.000	0.000	Merged-chr10-12842715-46
NR5171--MA0089.1.MAFG::NFE2L1	chr16	87754990	87754995	+	0.000	0.000	Merged-chr16-87755077-33
NR6962--MA0501.1.MAF::NFE2	chr2	113848631	113848645	+	0.000	0.000	Merged-chr2-113848659-93
NR3904--MA0089.1.MAFG::NFE2L1	chr14	16244018	16244023	+	0.000	0.000	Merged-chr14-16243907-1
NR11684--MA0591.1.Bach1::Mafk	chr8	34142942	34142956	-	0.000	0.000	Merged-chr8-34142846-49
NR7744--MA0591.1.Bach1::Mafk	chr3	79248496	79248510	+	0.000	0.000	Merged-chr3-79248582-102
NR2070--MA0117.2.Mafb	chr11	59293985	59293996	-	0.000	0.000	Merged-chr11-59293910-11
NR12251--MA0089.1.MAFG::NFE2L1	chr9	33080437	33080442	+	0.000	0.000	Merged-chr9-33080507-34
NR8587--MA0117.2.Mafb	chr4	83273910	83273921	-	0.000	0.000	Merged-chr4-83273873-49
NR3761--MA0501.1.MAF::NFE2	chr13	111265748	111265762	+	0.000	0.000	Merged-chr13-111265821-37
NR699--MA0089.1.MAFG::NFE2L1	chr1	160246056	160246061	+	0.000	0.000	Merged-chr1-160246205-43
NR11757--MA0501.1.MAF::NFE2	chr8	69967958	69967972	+	0.000	0.000	Merged-chr8-69967994-19
NR4668--MA0501.1.MAF::NFE2	chr15	83149657	83149671	+	0.000	0.000	Merged-chr15-83149470-115
NR4664--MA0496.2.MAFK	chr15	82906878	82906896	-	0.000	0.000	Merged-chr15-82906941-10
NR7374--MA0496.2.MAFK	chr2	158379839	158379857	-	0.000	0.000	Merged-chr2-158379910-26
NR1845--MA0089.1.MAFG::NFE2L1	chr10	128526174	128526179	-	0.000	0.000	Merged-chr10-128526022-11
NR6893--MA0089.1.MAFG::NFE2L1	chr2	90917617	90917622	-	0.000	0.000	Merged-chr2-90917717-75
NR4053--MA0089.1.MAFG::NFE2L1	chr14	61440022	61440027	-	0.000	0.000	Merged-chr14-61439871-81
NR11964--MA0117.2.Mafb	chr8	111976532	111976543	-	0.000	0.000	Merged-chr8-111976573-47
NR1772--MA0591.1.Bach1::Mafk	chr10	122815305	122815319	+	0.000	0.000	Merged-chr10-122815337-49
NR1516--MA0495.2.MAFF	chr10	88783292	88783312	+	0.000	0.000	Merged-chr10-88783253-12
NR12177--MA0089.1.MAFG::NFE2L1	chr9	14071962	14071967	+	0.000	0.000	Merged-chr9-14072005-21
NR1849--MA0117.2.Mafb	chr10	128989707	128989718	-	0.000	0.000	Merged-chr10-128989693-5
NR12745--MA0501.1.MAF::NFE2	chr9	114955995	114956009	+	0.000	0.000	Merged-chr9-114956052-31
NR12714--MA0659.1.MAFG	chr9	111271627	111271647	-	0.000	0.000	Merged-chr9-111271747-70
NR6629--MA0089.1.MAFG::NFE2L1	chr2	35899021	35899026	-	0.000	0.000	Merged-chr2-35899032-12
NR7315--MA0591.1.Bach1::Mafk	chr2	150904536	150904550	-	0.000	0.000	Merged-chr2-150904585-65
NR3426--MA0089.1.MAFG::NFE2L1	chr13	53010959	53010964	-	0.000	0.000	Merged-chr13-53010811-5
NR5775--MA0089.1.MAFG::NFE2L1	chr18	23828700	23828705	-	0.000	0.000	Merged-chr18-23828715-22
NR13003--MA0089.1.MAFG::NFE2L1	chrX	106704807	106704812	+	0.000	0.000	Merged-chrX-106704745-40
NR4682--MA0496.2.MAFK	chr15	84654346	84654364	-	0.000	0.000	Merged-chr15-84654435-24
NR10105--MA0591.1.Bach1::Mafk	chr6	55056326	55056340	+	0.000	0.000	Merged-chr6-55056430-13
NR5383--MA0591.1.Bach1::Mafk	chr17	27028434	27028448	+	0.000	0.000	Merged-chr17-27028353-65
NR6961--MA0591.1.Bach1::Mafk	chr2	113848628	113848642	+	0.000	0.000	Merged-chr2-113848659-93
NR6723--MA0496.2.MAFK	chr2	52955272	52955290	-	0.000	0.000	Merged-chr2-52955279-28
NR7486--MA0501.1.MAF::NFE2	chr2	173048241	173048255	+	0.000	0.000	Merged-chr2-173048246-44
NR2081--MA0089.1.MAFG::NFE2L1	chr11	60769641	60769646	+	0.000	0.000	Merged-chr11-60769599-13
NR158--MA0496.2.MAFK	chr1	60565654	60565672	-	0.000	0.000	Merged-chr1-60565512-22
NR2616--MA0501.1.MAF::NFE2	chr12	21437690	21437704	-	0.000	0.000	Merged-chr12-21437615-25
NR7645--MA0089.1.MAFG::NFE2L1	chr3	34081186	34081191	+	0.000	0.000	Merged-chr3-34081319-62
NR2724--MA0117.2.Mafb	chr12	54696857	54696868	+	0.000	0.000	Merged-chr12-54696952-12
NR933--MA0501.1.MAF::NFE2	chr1	182528138	182528152	-	0.000	0.000	Merged-chr1-182528373-67
NR11435--MA0089.1.MAFG::NFE2L1	chr7	126862578	126862583	-	0.000	0.000	Merged-chr7-126862632-1
NR1367--MA0089.1.MAFG::NFE2L1	chr10	62543619	62543624	+	0.000	0.000	Merged-chr10-62543854-97
NR2493--MA0591.1.Bach1::Mafk	chr11	115460291	115460305	+	0.000	0.000	Merged-chr11-115460107-26
NR3022--MA0089.1.MAFG::NFE2L1	chr12	110706907	110706912	-	0.000	0.000	Merged-chr12-110706932-16
NR3026--MA0117.2.Mafb	chr12	111872271	111872282	+	0.000	0.000	Merged-chr12-111872189-9
NR1580--MA0591.1.Bach1::Mafk	chr10	94021250	94021264	-	0.000	0.000	Merged-chr10-94021256-59
NR12951--MA0117.2.Mafb	chrX	75764237	75764248	-	0.000	0.000	Merged-chrX-75764478-65
