#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Prdm1KO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR5564--MA0035.3.Gata1	chr6	87041203	87041213	-	0.000	0.000	Merged-chr6-87041204-35
NR6368--MA1104.1.GATA6	chr8	47173238	47173250	-	0.000	0.000	Merged-chr8-47173269-33
NR5853--MA0140.2.GATA1::TAL1	chr6	148136336	148136353	-	0.000	0.000	Merged-chr6-148136166-24
NR4710--MA0035.3.Gata1	chr4	95068327	95068337	-	0.000	0.000	Merged-chr4-95068269-28
NR6987--MA0037.3.GATA3	chrX	77580110	77580117	+	0.000	0.000	Merged-chrX-77580117-37
NR1012--MA1104.1.GATA6	chr11	46389537	46389549	-	0.000	0.000	Merged-chr11-46389577-59
NR3435--MA0036.3.GATA2	chr19	29418705	29418715	+	0.000	0.000	Merged-chr19-29418635-70
NR2976--MA0036.3.GATA2	chr17	44893785	44893795	-	0.000	0.000	Merged-chr17-44893726-24
NR4018--MA0482.1.Gata4	chr2	152789711	152789721	-	0.000	0.000	Merged-chr2-152789536-78
NR1213--MA0482.1.Gata4	chr11	98682373	98682383	-	0.000	0.000	Merged-chr11-98682471-63
NR3169--MA0035.3.Gata1	chr18	46013366	46013376	-	0.000	0.000	Merged-chr18-46013388-48
NR4178--MA1104.1.GATA6	chr3	21996047	21996059	+	0.000	0.000	Merged-chr3-21996009-51
NR6660--MA0766.1.GATA5	chr9	32706422	32706429	-	0.000	0.000	Merged-chr9-32706237-53
NR1194--MA0482.1.Gata4	chr11	94129749	94129759	-	0.000	0.000	Merged-chr11-94129891-7
NR2700--MA0766.1.GATA5	chr16	32645538	32645545	-	0.000	0.000	Merged-chr16-32645495-50
NR3873--MA0482.1.Gata4	chr2	121457053	121457063	+	0.000	0.000	Merged-chr2-121457132-54
NR5705--MA0035.3.Gata1	chr6	122742623	122742633	+	0.000	0.000	Merged-chr6-122742614-91
NR3483--MA0035.3.Gata1	chr19	40818904	40818914	+	0.000	0.000	Merged-chr19-40819012-30
NR1322--MA0482.1.Gata4	chr12	3989937	3989947	-	0.000	0.000	Merged-chr12-3989980-1
NR5072--MA0766.1.GATA5	chr5	64472608	64472615	-	0.000	0.000	Merged-chr5-64472447-77
NR5333--MA0036.3.GATA2	chr5	143133103	143133113	+	0.000	0.000	Merged-chr5-143133108-49
NR3162--MA1104.1.GATA6	chr18	39831976	39831988	-	0.000	0.000	Merged-chr18-39831959-21
NR4884--MA0766.1.GATA5	chr4	147398577	147398584	+	0.000	0.000	Merged-chr4-147398590-67
NR5391--MA0482.1.Gata4	chr6	4664524	4664534	+	0.000	0.000	Merged-chr6-4664595-18
NR7018--MA0035.3.Gata1	chrX	109114148	109114158	-	0.000	0.000	Merged-chrX-109113990-42
NR3685--MA1104.1.GATA6	chr2	58179217	58179229	-	0.000	0.000	Merged-chr2-58179178-61
NR2790--MA0766.1.GATA5	chr16	64824834	64824841	-	0.000	0.000	Merged-chr16-64824762-36
NR6764--MA0035.3.Gata1	chr9	77466972	77466982	+	0.000	0.000	Merged-chr9-77466988-20
NR5237--MA0036.3.GATA2	chr5	107259799	107259809	-	0.000	0.000	Merged-chr5-107259796-31
NR2923--MA0482.1.Gata4	chr17	17838231	17838241	+	0.000	0.000	Merged-chr17-17838305-60
NR3828--MA0036.3.GATA2	chr2	112676859	112676869	+	0.000	0.000	Merged-chr2-112676754-32
NR1683--MA0482.1.Gata4	chr13	24682441	24682451	-	0.000	0.000	Merged-chr13-24682422-48
NR6801--MA0766.1.GATA5	chr9	88719913	88719920	+	0.000	0.000	Merged-chr9-88719952-88
NR2987--MA0037.3.GATA3	chr17	47521587	47521594	+	0.000	0.000	Merged-chr17-47521683-42
NR5423--MA0482.1.Gata4	chr6	29279096	29279106	-	0.000	0.000	Merged-chr6-29279043-26
NR3743--MA0482.1.Gata4	chr2	92192026	92192036	-	0.000	0.000	Merged-chr2-92192158-30
NR2514--MA0140.2.GATA1::TAL1	chr15	81033352	81033369	+	0.000	0.000	Merged-chr15-81033220-15
NR1858--MA0482.1.Gata4	chr13	86659509	86659519	+	0.000	0.000	Merged-chr13-86659384-2
NR1197--MA0035.3.Gata1	chr11	95336986	95336996	-	0.000	0.000	Merged-chr11-95337203-127
NR1173--MA0482.1.Gata4	chr11	87751892	87751902	+	0.000	0.000	Merged-chr11-87751770-19
NR1418--MA1104.1.GATA6	chr12	76533013	76533025	-	0.000	0.000	Merged-chr12-76533132-4
NR5261--MA0482.1.Gata4	chr5	115532123	115532133	+	0.000	0.000	Merged-chr5-115532166-6
NR615--MA0766.1.GATA5	chr10	21268932	21268939	+	0.000	0.000	Merged-chr10-21269012-32
NR6684--MA0140.2.GATA1::TAL1	chr9	41118241	41118258	-	0.000	0.000	Merged-chr9-41118206-38
NR1215--MA0140.2.GATA1::TAL1	chr11	98909814	98909831	-	0.000	0.000	Merged-chr11-98909769-23
NR1029--MA0766.1.GATA5	chr11	53470104	53470111	-	0.000	0.000	Merged-chr11-53470263-39
NR491--MA0140.2.GATA1::TAL1	chr1	177670878	177670895	+	0.000	0.000	Merged-chr1-177670807-27
NR1301--MA0482.1.Gata4	chr11	116306545	116306555	+	0.000	0.000	Merged-chr11-116306675-50
NR5534--MA0140.2.GATA1::TAL1	chr6	70709468	70709485	-	0.000	0.000	Merged-chr6-70709572-48
NR5394--MA0035.3.Gata1	chr6	4664523	4664533	+	0.000	0.000	Merged-chr6-4664595-18
NR4943--MA0140.2.GATA1::TAL1	chr5	8669832	8669849	+	0.000	0.000	Merged-chr5-8669855-46
NR2063--MA0037.3.GATA3	chr14	18820858	18820865	-	0.000	0.000	Merged-chr14-18820757-45
NR1348--MA0482.1.Gata4	chr12	31997091	31997101	-	0.000	0.000	Merged-chr12-31997107-37
NR714--MA0036.3.GATA2	chr10	67586330	67586340	+	0.000	0.000	Merged-chr10-67586382-65
NR6990--MA0036.3.GATA2	chrX	77580108	77580118	-	0.000	0.000	Merged-chrX-77580117-37
NR6726--MA0140.2.GATA1::TAL1	chr9	63759130	63759147	+	0.000	0.000	Merged-chr9-63759234-38
NR3393--MA1104.1.GATA6	chr19	12805881	12805893	+	0.000	0.000	Merged-chr19-12806193-62
NR4266--MA0037.3.GATA3	chr3	84570697	84570704	-	0.000	0.000	Merged-chr3-84570776-21
NR5692--MA0037.3.GATA3	chr6	120799149	120799156	+	0.000	0.000	Merged-chr6-120799097-7
NR5226--MA0766.1.GATA5	chr5	105244866	105244873	+	0.000	0.000	Merged-chr5-105244982-37
NR5545--MA0482.1.Gata4	chr6	82922014	82922024	-	0.000	0.000	Merged-chr6-82922037-57
NR3865--MA0482.1.Gata4	chr2	118883447	118883457	+	0.000	0.000	Merged-chr2-118883436-40
NR6971--MA0482.1.Gata4	chrX	37110341	37110351	-	0.000	0.000	Merged-chrX-37110282-56
NR1888--MA1104.1.GATA6	chr13	91484439	91484451	+	0.000	0.000	Merged-chr13-91484361-55
NR236--MA0037.3.GATA3	chr1	97576114	97576121	-	0.000	0.000	Merged-chr1-97576212-8
NR2530--MA0766.1.GATA5	chr15	82914622	82914629	+	0.000	0.000	Merged-chr15-82914694-36
NR2801--MA0766.1.GATA5	chr16	76283991	76283998	-	0.000	0.000	Merged-chr16-76283887-58
NR828--MA0035.3.Gata1	chr10	100696018	100696028	+	0.000	0.000	Merged-chr10-100696169-14
NR1176--MA0035.3.Gata1	chr11	87751891	87751901	+	0.000	0.000	Merged-chr11-87751770-19
NR2992--MA0482.1.Gata4	chr17	47598278	47598288	+	0.000	0.000	Merged-chr17-47598322-32
NR5264--MA0035.3.Gata1	chr5	115532122	115532132	+	0.000	0.000	Merged-chr5-115532166-6
NR313--MA0036.3.GATA2	chr1	130838473	130838483	-	0.000	0.000	Merged-chr1-130838519-27
NR3549--MA0036.3.GATA2	chr2	11118946	11118956	-	0.000	0.000	Merged-chr2-11118835-29
NR1598--MA0036.3.GATA2	chr12	118255860	118255870	-	0.000	0.000	Merged-chr12-118255780-45
NR1199--MA0482.1.Gata4	chr11	96441662	96441672	-	0.000	0.000	Merged-chr11-96441741-50
NR2089--MA1104.1.GATA6	chr14	30024459	30024471	-	0.000	0.000	Merged-chr14-30024538-20
NR575--MA0766.1.GATA5	chr1	193449494	193449501	-	0.000	0.000	Merged-chr1-193449672-37
NR565--MA0036.3.GATA2	chr1	192693232	192693242	-	0.000	0.000	Merged-chr1-192693207-29
NR642--MA0482.1.Gata4	chr10	26494573	26494583	-	0.000	0.000	Merged-chr10-26494616-56
NR3007--MA0482.1.Gata4	chr17	49435334	49435344	+	0.000	0.000	Merged-chr17-49435295-16
NR1440--MA1104.1.GATA6	chr12	84773165	84773177	-	0.000	0.000	Merged-chr12-84773092-54
NR3372--MA1104.1.GATA6	chr19	4119833	4119845	+	0.000	0.000	Merged-chr19-4119891-46
NR3167--MA1104.1.GATA6	chr18	46013365	46013377	+	0.000	0.000	Merged-chr18-46013388-48
NR3120--MA0037.3.GATA3	chr17	84633653	84633660	-	0.000	0.000	Merged-chr17-84633706-27
NR5447--MA0036.3.GATA2	chr6	34156299	34156309	+	0.000	0.000	Merged-chr6-34156229-28
NR3481--MA1104.1.GATA6	chr19	40818903	40818915	-	0.000	0.000	Merged-chr19-40819012-30
NR5405--MA0035.3.Gata1	chr6	15743687	15743697	+	0.000	0.000	Merged-chr6-15743639-18
NR4332--MA0766.1.GATA5	chr3	104643972	104643979	-	0.000	0.000	Merged-chr3-104644064-46
NR5780--MA0037.3.GATA3	chr6	131293481	131293488	-	0.000	0.000	Merged-chr6-131293515-116
NR793--MA0766.1.GATA5	chr10	95283594	95283601	-	0.000	0.000	Merged-chr10-95283638-28
NR5109--MA0766.1.GATA5	chr5	89036400	89036407	+	0.000	0.000	Merged-chr5-89036442-30
NR2995--MA0035.3.Gata1	chr17	47598277	47598287	+	0.000	0.000	Merged-chr17-47598322-32
NR6602--MA0482.1.Gata4	chr9	5311522	5311532	+	0.000	0.000	Merged-chr9-5311572-34
NR7042--MA0482.1.Gata4	chrX	153896031	153896041	+	0.000	0.000	Merged-chrX-153896067-8
NR993--MA0035.3.Gata1	chr11	32200302	32200312	-	0.000	0.000	Merged-chr11-32200377-38
NR2325--MA0140.2.GATA1::TAL1	chr14	103531819	103531836	-	0.000	0.000	Merged-chr14-103532033-29
NR672--MA1104.1.GATA6	chr10	39764910	39764922	-	0.000	0.000	Merged-chr10-39764888-24
NR4019--MA1104.1.GATA6	chr2	152789711	152789723	+	0.000	0.000	Merged-chr2-152789536-78
NR4707--MA0035.3.Gata1	chr4	89486086	89486096	-	0.000	0.000	Merged-chr4-89486149-23
NR7007--MA0766.1.GATA5	chrX	98259795	98259802	-	0.000	0.000	Merged-chrX-98259743-49
NR1195--MA1104.1.GATA6	chr11	95336985	95336997	+	0.000	0.000	Merged-chr11-95337203-127
NR2251--MA0766.1.GATA5	chr14	78436108	78436115	+	0.000	0.000	Merged-chr14-78436014-44
NR5921--MA0037.3.GATA3	chr7	30280502	30280509	+	0.000	0.000	Merged-chr7-30280528-94
NR4750--MA0035.3.Gata1	chr4	106529758	106529768	-	0.000	0.000	Merged-chr4-106529868-63
NR6610--MA0766.1.GATA5	chr9	7576787	7576794	+	0.000	0.000	Merged-chr9-7576753-19
NR5256--MA0035.3.Gata1	chr5	107978461	107978471	-	0.000	0.000	Merged-chr5-107978348-39
NR3874--MA1104.1.GATA6	chr2	121457051	121457063	-	0.000	0.000	Merged-chr2-121457132-54
NR704--MA1104.1.GATA6	chr10	61658158	61658170	+	0.000	0.000	Merged-chr10-61658061-29
NR344--MA0140.2.GATA1::TAL1	chr1	138550508	138550525	-	0.000	0.000	Merged-chr1-138550461-33
NR5232--MA0482.1.Gata4	chr5	107259625	107259635	-	0.000	0.000	Merged-chr5-107259796-31
NR2426--MA0766.1.GATA5	chr15	36440115	36440122	+	0.000	0.000	Merged-chr15-36440213-15
NR7045--MA0035.3.Gata1	chrX	153896030	153896040	+	0.000	0.000	Merged-chrX-153896067-8
NR2103--MA0035.3.Gata1	chr14	40927277	40927287	-	0.000	0.000	Merged-chr14-40927194-29
NR2924--MA1104.1.GATA6	chr17	17838229	17838241	-	0.000	0.000	Merged-chr17-17838305-60
NR3456--MA0482.1.Gata4	chr19	33053337	33053347	+	0.000	0.000	Merged-chr19-33053321-32
NR1684--MA1104.1.GATA6	chr13	24682441	24682453	+	0.000	0.000	Merged-chr13-24682422-48
NR2331--MA0482.1.Gata4	chr14	105232720	105232730	+	0.000	0.000	Merged-chr14-105232653-27
NR318--MA0036.3.GATA2	chr1	130850655	130850665	+	0.000	0.000	Merged-chr1-130850632-20
NR1955--MA0037.3.GATA3	chr13	108045781	108045788	-	0.000	0.000	Merged-chr13-108045887-18
NR2735--MA0035.3.Gata1	chr16	44965139	44965149	-	0.000	0.000	Merged-chr16-44965339-61
NR3744--MA1104.1.GATA6	chr2	92192026	92192038	+	0.000	0.000	Merged-chr2-92192158-30
NR1174--MA1104.1.GATA6	chr11	87751890	87751902	-	0.000	0.000	Merged-chr11-87751770-19
NR5262--MA1104.1.GATA6	chr5	115532121	115532133	-	0.000	0.000	Merged-chr5-115532166-6
NR6661--MA0035.3.Gata1	chr9	32706421	32706431	+	0.000	0.000	Merged-chr9-32706237-53
NR840--MA0140.2.GATA1::TAL1	chr10	108167988	108168005	-	0.000	0.000	Merged-chr10-108168166-48
NR3249--MA0036.3.GATA2	chr18	61479925	61479935	+	0.000	0.000	Merged-chr18-61480035-15
NR6636--MA0766.1.GATA5	chr9	24413894	24413901	+	0.000	0.000	Merged-chr9-24413892-11
NR1716--MA0037.3.GATA3	chr13	37760198	37760205	+	0.000	0.000	Merged-chr13-37760092-14
NR4819--MA0140.2.GATA1::TAL1	chr4	133574560	133574577	+	0.000	0.000	Merged-chr4-133574608-71
NR1349--MA1104.1.GATA6	chr12	31997091	31997103	+	0.000	0.000	Merged-chr12-31997107-37
NR6212--MA0036.3.GATA2	chr7	127288040	127288050	-	0.000	0.000	Merged-chr7-127288112-51
NR6565--MA0035.3.Gata1	chr8	124658088	124658098	+	0.000	0.000	Merged-chr8-124658101-13
NR4216--MA0037.3.GATA3	chr3	60565494	60565501	+	0.000	0.000	Merged-chr3-60565389-13
NR4537--MA0035.3.Gata1	chr3	152928849	152928859	+	0.000	0.000	Merged-chr3-152928852-31
NR5546--MA1104.1.GATA6	chr6	82922014	82922026	+	0.000	0.000	Merged-chr6-82922037-57
NR3297--MA0035.3.Gata1	chr18	79293878	79293888	-	0.000	0.000	Merged-chr18-79293898-35
NR1136--MA0482.1.Gata4	chr11	80575801	80575811	+	0.000	0.000	Merged-chr11-80575922-30
NR3196--MA0036.3.GATA2	chr18	50028361	50028371	-	0.000	0.000	Merged-chr18-50028414-49
NR5224--MA0482.1.Gata4	chr5	105244863	105244873	-	0.000	0.000	Merged-chr5-105244982-37
NR6650--MA0482.1.Gata4	chr9	32495852	32495862	-	0.000	0.000	Merged-chr9-32495799-63
NR2993--MA1104.1.GATA6	chr17	47598276	47598288	-	0.000	0.000	Merged-chr17-47598322-32
NR4816--MA0036.3.GATA2	chr4	132040443	132040453	-	0.000	0.000	Merged-chr4-132040319-80
NR1516--MA0482.1.Gata4	chr12	103331559	103331569	+	0.000	0.000	Merged-chr12-103331678-52
NR3448--MA0482.1.Gata4	chr19	32186974	32186984	-	0.000	0.000	Merged-chr19-32186788-54
NR3008--MA1104.1.GATA6	chr17	49435332	49435344	-	0.000	0.000	Merged-chr17-49435295-16
NR2769--MA0036.3.GATA2	chr16	56800671	56800681	+	0.000	0.000	Merged-chr16-56800625-33
NR2932--MA0035.3.Gata1	chr17	18558831	18558841	-	0.000	0.000	Merged-chr17-18558777-104
NR1010--MA0037.3.GATA3	chr11	46389539	46389546	-	0.000	0.000	Merged-chr11-46389577-59
NR3066--MA0036.3.GATA2	chr17	71491183	71491193	+	0.000	0.000	Merged-chr17-71491103-50
NR2770--MA0035.3.Gata1	chr16	56800671	56800681	+	0.000	0.000	Merged-chr16-56800625-33
NR5617--MA0482.1.Gata4	chr6	97523241	97523251	+	0.000	0.000	Merged-chr6-97523334-26
NR4176--MA0037.3.GATA3	chr3	21996050	21996057	+	0.000	0.000	Merged-chr3-21996009-51
NR5227--MA0035.3.Gata1	chr5	105244864	105244874	-	0.000	0.000	Merged-chr5-105244982-37
NR6680--MA1104.1.GATA6	chr9	41118249	41118261	+	0.000	0.000	Merged-chr9-41118206-38
NR6653--MA0035.3.Gata1	chr9	32495853	32495863	-	0.000	0.000	Merged-chr9-32495799-63
NR3545--MA0140.2.GATA1::TAL1	chr2	9867377	9867394	+	0.000	0.000	Merged-chr2-9867507-76
NR5939--MA0037.3.GATA3	chr7	43894806	43894813	-	0.000	0.000	Merged-chr7-43894981-37
NR4033--MA0037.3.GATA3	chr2	157131308	157131315	-	0.000	0.000	Merged-chr2-157131278-25
NR6618--MA0036.3.GATA2	chr9	13536928	13536938	-	0.000	0.000	Merged-chr9-13536890-20
NR748--MA0482.1.Gata4	chr10	79937304	79937314	+	0.000	0.000	Merged-chr10-79937148-47
NR1096--MA0482.1.Gata4	chr11	75169169	75169179	+	0.000	0.000	Merged-chr11-75169080-24
NR629--MA0035.3.Gata1	chr10	22302631	22302641	-	0.000	0.000	Merged-chr10-22302740-66
NR6603--MA1104.1.GATA6	chr9	5311520	5311532	-	0.000	0.000	Merged-chr9-5311572-34
NR7043--MA1104.1.GATA6	chrX	153896029	153896041	-	0.000	0.000	Merged-chrX-153896067-8
NR6010--MA0482.1.Gata4	chr7	80672386	80672396	+	0.000	0.000	Merged-chr7-80672574-36
NR2531--MA0035.3.Gata1	chr15	82914620	82914630	-	0.000	0.000	Merged-chr15-82914694-36
NR791--MA0482.1.Gata4	chr10	95283594	95283604	+	0.000	0.000	Merged-chr10-95283638-28
NR1892--MA0140.2.GATA1::TAL1	chr13	91484431	91484448	-	0.000	0.000	Merged-chr13-91484361-55
NR2440--MA0766.1.GATA5	chr15	41429629	41429636	+	0.000	0.000	Merged-chr15-41429607-8
NR5363--MA0037.3.GATA3	chr5	149246273	149246280	+	0.000	0.000	Merged-chr5-149246178-51
NR6052--MA0766.1.GATA5	chr7	100449172	100449179	-	0.000	0.000	Merged-chr7-100449076-60
NR6000--MA0035.3.Gata1	chr7	78583902	78583912	-	0.000	0.000	Merged-chr7-78583930-15
NR6846--MA0766.1.GATA5	chr9	100522273	100522280	+	0.000	0.000	Merged-chr9-100522209-27
NR576--MA0035.3.Gata1	chr1	193449493	193449503	+	0.000	0.000	Merged-chr1-193449672-37
NR2698--MA0140.2.GATA1::TAL1	chr16	32638588	32638605	-	0.000	0.000	Merged-chr16-32638711-24
NR731--MA1104.1.GATA6	chr10	75417897	75417909	-	0.000	0.000	Merged-chr10-75417748-37
NR2842--MA1104.1.GATA6	chr16	90997857	90997869	+	0.000	0.000	Merged-chr16-90997948-16
NR5054--MA0482.1.Gata4	chr5	52149469	52149479	-	0.000	0.000	Merged-chr5-52149380-37
NR5325--MA0482.1.Gata4	chr5	143038558	143038568	+	0.000	0.000	Merged-chr5-143038769-30
NR2509--MA0036.3.GATA2	chr15	78835267	78835277	-	0.000	0.000	Merged-chr15-78835387-37
NR1416--MA0037.3.GATA3	chr12	76533015	76533022	-	0.000	0.000	Merged-chr12-76533132-4
NR1742--MA0140.2.GATA1::TAL1	chr13	43485437	43485454	+	0.000	0.000	Merged-chr13-43485409-24
NR2310--MA0766.1.GATA5	chr14	101892383	101892390	-	0.000	0.000	Merged-chr14-101892350-14
NR6013--MA0035.3.Gata1	chr7	80672545	80672555	-	0.000	0.000	Merged-chr7-80672574-36
NR983--MA0037.3.GATA3	chr11	30166380	30166387	+	0.000	0.000	Merged-chr11-30166468-16
NR4333--MA0035.3.Gata1	chr3	104643971	104643981	+	0.000	0.000	Merged-chr3-104644064-46
NR3457--MA1104.1.GATA6	chr19	33053335	33053347	-	0.000	0.000	Merged-chr19-33053321-32
NR2153--MA0482.1.Gata4	chr14	54197801	54197811	+	0.000	0.000	Merged-chr14-54197805-29
NR2332--MA1104.1.GATA6	chr14	105232718	105232730	-	0.000	0.000	Merged-chr14-105232653-27
NR2510--MA0035.3.Gata1	chr15	78835267	78835277	-	0.000	0.000	Merged-chr15-78835387-37
NR5438--MA0140.2.GATA1::TAL1	chr6	31176611	31176628	-	0.000	0.000	Merged-chr6-31176548-33
NR3391--MA0037.3.GATA3	chr19	12805884	12805891	+	0.000	0.000	Merged-chr19-12806193-62
NR151--MA0482.1.Gata4	chr1	74239438	74239448	-	0.000	0.000	Merged-chr1-74239577-59
NR2170--MA1104.1.GATA6	chr14	57656686	57656698	-	0.000	0.000	Merged-chr14-57656758-9
NR212--MA0766.1.GATA5	chr1	90677875	90677882	-	0.000	0.000	Merged-chr1-90677857-31
NR648--MA1104.1.GATA6	chr10	28674110	28674122	+	0.000	0.000	Merged-chr10-28674060-27
NR4075--MA0035.3.Gata1	chr2	167840536	167840546	+	0.000	0.000	Merged-chr2-167840232-36
NR4617--MA0035.3.Gata1	chr4	40773026	40773036	+	0.000	0.000	Merged-chr4-40773188-44
NR1812--MA0035.3.Gata1	chr13	60468356	60468366	+	0.000	0.000	Merged-chr13-60468287-16
NR5942--MA0036.3.GATA2	chr7	43894805	43894815	+	0.000	0.000	Merged-chr7-43894981-37
NR6909--MA0140.2.GATA1::TAL1	chr9	114730373	114730390	+	0.000	0.000	Merged-chr9-114730346-23
NR987--MA0766.1.GATA5	chr11	30166380	30166387	+	0.000	0.000	Merged-chr11-30166468-16
NR2708--MA0482.1.Gata4	chr16	44294066	44294076	+	0.000	0.000	Merged-chr16-44294172-8
NR2151--MA0036.3.GATA2	chr14	54176683	54176693	-	0.000	0.000	Merged-chr14-54176715-16
NR6611--MA0035.3.Gata1	chr9	7576785	7576795	-	0.000	0.000	Merged-chr9-7576753-19
NR1692--MA0036.3.GATA2	chr13	30548965	30548975	+	0.000	0.000	Merged-chr13-30549048-17
NR4093--MA0766.1.GATA5	chr2	173063423	173063430	-	0.000	0.000	Merged-chr2-173063390-29
NR6685--MA1104.1.GATA6	chr9	44526611	44526623	-	0.000	0.000	Merged-chr9-44526635-59
NR2945--MA0036.3.GATA2	chr17	31224054	31224064	-	0.000	0.000	Merged-chr17-31224074-61
NR1650--MA0035.3.Gata1	chr13	15759399	15759409	-	0.000	0.000	Merged-chr13-15759294-52
NR2480--MA0482.1.Gata4	chr15	66508082	66508092	+	0.000	0.000	Merged-chr15-66508027-52
NR2930--MA1104.1.GATA6	chr17	18558830	18558842	+	0.000	0.000	Merged-chr17-18558777-104
NR2090--MA0035.3.Gata1	chr14	30024460	30024470	+	0.000	0.000	Merged-chr14-30024538-20
NR4293--MA0035.3.Gata1	chr3	89872406	89872416	-	0.000	0.000	Merged-chr3-89872416-43
NR2132--MA0482.1.Gata4	chr14	51089606	51089616	-	0.000	0.000	Merged-chr14-51089414-103
NR4928--MA1104.1.GATA6	chr4	154798016	154798028	+	0.000	0.000	Merged-chr4-154798011-18
NR1229--MA0482.1.Gata4	chr11	100545861	100545871	+	0.000	0.000	Merged-chr11-100545700-39
NR4540--MA0482.1.Gata4	chr3	152956282	152956292	-	0.000	0.000	Merged-chr3-152956195-38
NR3095--MA0482.1.Gata4	chr17	80062160	80062170	+	0.000	0.000	Merged-chr17-80062114-120
NR130--MA0482.1.Gata4	chr1	69513758	69513768	-	0.000	0.000	Merged-chr1-69513618-39
NR4986--MA0036.3.GATA2	chr5	24505728	24505738	+	0.000	0.000	Merged-chr5-24505685-17
NR4197--MA0035.3.Gata1	chr3	51744641	51744651	+	0.000	0.000	Merged-chr3-51744632-10
NR4582--MA0766.1.GATA5	chr4	11610149	11610156	+	0.000	0.000	Merged-chr4-11610147-18
NR1517--MA1104.1.GATA6	chr12	103331557	103331569	-	0.000	0.000	Merged-chr12-103331678-52
NR6299--MA0036.3.GATA2	chr8	19703491	19703501	-	0.000	0.000	Merged-chr8-19703358-67
NR3449--MA1104.1.GATA6	chr19	32186974	32186986	+	0.000	0.000	Merged-chr19-32186788-54
NR1910--MA0482.1.Gata4	chr13	94966148	94966158	+	0.000	0.000	Merged-chr13-94966148-17
NR1520--MA0035.3.Gata1	chr12	103331558	103331568	+	0.000	0.000	Merged-chr12-103331678-52
NR4486--MA0766.1.GATA5	chr3	142413677	142413684	+	0.000	0.000	Merged-chr3-142413684-9
NR2187--MA0140.2.GATA1::TAL1	chr14	62342862	62342879	-	0.000	0.000	Merged-chr14-62342844-35
NR4824--MA0482.1.Gata4	chr4	135114478	135114488	+	0.000	0.000	Merged-chr4-135114591-19
NR2483--MA0035.3.Gata1	chr15	66508081	66508091	+	0.000	0.000	Merged-chr15-66508027-52
NR1702--MA0140.2.GATA1::TAL1	chr13	36731713	36731730	-	0.000	0.000	Merged-chr13-36731788-29
NR6637--MA0035.3.Gata1	chr9	24413892	24413902	-	0.000	0.000	Merged-chr9-24413892-11
NR2135--MA0035.3.Gata1	chr14	51089607	51089617	-	0.000	0.000	Merged-chr14-51089414-103
NR4017--MA0037.3.GATA3	chr2	152789714	152789721	+	0.000	0.000	Merged-chr2-152789536-78
NR2777--MA0482.1.Gata4	chr16	57319937	57319947	-	0.000	0.000	Merged-chr16-57319907-20
NR5618--MA1104.1.GATA6	chr6	97523239	97523251	-	0.000	0.000	Merged-chr6-97523334-26
NR677--MA0140.2.GATA1::TAL1	chr10	44434741	44434758	+	0.000	0.000	Merged-chr10-44434814-22
NR133--MA0035.3.Gata1	chr1	69513759	69513769	-	0.000	0.000	Merged-chr1-69513618-39
NR1208--MA0482.1.Gata4	chr11	97994750	97994760	-	0.000	0.000	Merged-chr11-97994878-44
NR5621--MA0035.3.Gata1	chr6	97523240	97523250	+	0.000	0.000	Merged-chr6-97523334-26
NR749--MA1104.1.GATA6	chr10	79937302	79937314	-	0.000	0.000	Merged-chr10-79937148-47
NR1097--MA1104.1.GATA6	chr11	75169167	75169179	-	0.000	0.000	Merged-chr11-75169080-24
NR6036--MA0766.1.GATA5	chr7	90349365	90349372	+	0.000	0.000	Merged-chr7-90349289-16
NR6011--MA1104.1.GATA6	chr7	80672384	80672396	-	0.000	0.000	Merged-chr7-80672574-36
NR2359--MA0140.2.GATA1::TAL1	chr14	120830640	120830657	-	0.000	0.000	Merged-chr14-120830600-27
NR5390--MA0037.3.GATA3	chr6	4664524	4664531	-	0.000	0.000	Merged-chr6-4664595-18
NR2057--MA0766.1.GATA5	chr14	16172526	16172533	+	0.000	0.000	Merged-chr14-16172497-2
NR913--MA0140.2.GATA1::TAL1	chr10	128696396	128696413	+	0.000	0.000	Merged-chr10-128696320-57
NR2210--MA0035.3.Gata1	chr14	65351499	65351509	+	0.000	0.000	Merged-chr14-65351604-1
NR6121--MA0140.2.GATA1::TAL1	chr7	113242009	113242026	+	0.000	0.000	Merged-chr7-113241990-10
NR2376--MA0482.1.Gata4	chr15	5108584	5108594	+	0.000	0.000	Merged-chr15-5108448-64
NR1682--MA0037.3.GATA3	chr13	24682444	24682451	+	0.000	0.000	Merged-chr13-24682422-48
NR788--MA0482.1.Gata4	chr10	93225926	93225936	+	0.000	0.000	Merged-chr10-93225944-30
NR398--MA0035.3.Gata1	chr1	160195097	160195107	+	0.000	0.000	Merged-chr1-160195203-53
NR4665--MA0035.3.Gata1	chr4	59275688	59275698	-	0.000	0.000	Merged-chr4-59275689-14
