#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR27936--MA0742.1.Klf12	chr16	93780891	93780905	-	0.000	0.000	Merged-chr16-93780824-14
NR50724--MA1107.1.KLF9	chr5	53540269	53540281	-	0.000	0.000	Merged-chr5-53540253-35
NR27811--MA0599.1.KLF5	chr16	90810414	90810423	-	0.000	0.000	Merged-chr16-90810372-70
NR18352--MA0741.1.KLF16	chr13	93554241	93554251	-	0.000	0.000	Merged-chr13-93554105-5
NR33248--MA1107.1.KLF9	chr18	74283088	74283100	-	0.000	0.000	Merged-chr18-74283060-15
NR59876--MA0740.1.KLF14	chr7	64287621	64287634	+	0.000	0.000	Merged-chr7-64287725-57
NR33924--MA1107.1.KLF9	chr19	5815882	5815894	+	0.000	0.000	Merged-chr19-5816092-50
NR21017--MA0741.1.KLF16	chr14	58076085	58076095	-	0.000	0.000	Merged-chr14-58076041-1
NR67803--MA0740.1.KLF14	chr9	105495103	105495116	+	0.000	0.000	Merged-chr9-105495346-114
NR42413--MA0741.1.KLF16	chr3	86999101	86999111	+	0.000	0.000	Merged-chr3-86999181-65
NR50193--MA0741.1.KLF16	chr5	33652102	33652112	-	0.000	0.000	Merged-chr5-33652283-110
NR1107--MA0039.3.KLF4	chr1	55215604	55215614	+	0.000	0.000	Merged-chr1-55215600-38
NR29959--MA0493.1.Klf1	chr17	53689424	53689434	-	0.000	0.000	Merged-chr17-53689548-63
NR21249--MA0493.1.Klf1	chr14	69774965	69774975	-	0.000	0.000	Merged-chr14-69774788-96
NR52103--MA0493.1.Klf1	chr5	110810175	110810185	-	0.000	0.000	Merged-chr5-110810101-58
NR61890--MA0599.1.KLF5	chr7	141215741	141215750	-	0.000	0.000	Merged-chr7-141215830-56
NR40701--MA0740.1.KLF14	chr3	14611426	14611439	+	0.000	0.000	Merged-chr3-14611354-67
NR35303--MA0493.1.Klf1	chr2	10374035	10374045	-	0.000	0.000	Merged-chr2-10373891-14
NR18781--MA0599.1.KLF5	chr13	104109694	104109703	+	0.000	0.000	Merged-chr13-104109580-88
NR12460--MA1107.1.KLF9	chr11	106487950	106487962	-	0.000	0.000	Merged-chr11-106487771-62
NR3417--MA1107.1.KLF9	chr1	149791481	149791493	+	0.000	0.000	Merged-chr1-149791427-1
NR51175--MA0741.1.KLF16	chr5	73265648	73265658	-	0.000	0.000	Merged-chr5-73265624-32
NR53489--MA0740.1.KLF14	chr5	138619757	138619770	+	0.000	0.000	Merged-chr5-138619664-54
NR46106--MA0599.1.KLF5	chr4	48124899	48124908	+	0.000	0.000	Merged-chr4-48124934-68
NR647--MA0740.1.KLF14	chr1	34462928	34462941	+	0.000	0.000	Merged-chr1-34462977-38
NR9523--MA0599.1.KLF5	chr10	128337729	128337738	-	0.000	0.000	Merged-chr10-128337849-72
NR18987--MA0599.1.KLF5	chr13	109190500	109190509	-	0.000	0.000	Merged-chr13-109190361-18
NR38369--MA0741.1.KLF16	chr2	121008326	121008336	-	0.000	0.000	Merged-chr2-121008420-56
NR9862--MA1107.1.KLF9	chr11	11529017	11529029	+	0.000	0.000	Merged-chr11-11528988-38
NR66837--MA1107.1.KLF9	chr9	64960813	64960825	+	0.000	0.000	Merged-chr9-64960866-47
NR4199--MA0741.1.KLF16	chr1	171503852	171503862	-	0.000	0.000	Merged-chr1-171503845-2
NR27256--MA0599.1.KLF5	chr16	70314416	70314425	-	0.000	0.000	Merged-chr16-70314268-76
NR48182--MA0493.1.Klf1	chr4	132075332	132075342	+	0.000	0.000	Merged-chr4-132075197-71
NR25962--MA0493.1.Klf1	chr16	15863074	15863084	-	0.000	0.000	Merged-chr16-15863011-112
NR28672--MA0493.1.Klf1	chr17	17402681	17402691	-	0.000	0.000	Merged-chr17-17402753-8
NR22486--MA1107.1.KLF9	chr14	121506458	121506470	-	0.000	0.000	Merged-chr14-121506609-7
NR51166--MA0599.1.KLF5	chr5	73206407	73206416	-	0.000	0.000	Merged-chr5-73206518-35
NR65536--MA0741.1.KLF16	chr9	8042874	8042884	-	0.000	0.000	Merged-chr9-8042887-59
NR52938--MA0741.1.KLF16	chr5	129725047	129725057	+	0.000	0.000	Merged-chr5-129725191-86
NR59426--MA0742.1.Klf12	chr7	45068178	45068192	-	0.000	0.000	Merged-chr7-45068056-13
NR47722--MA0741.1.KLF16	chr4	120037348	120037358	-	0.000	0.000	Merged-chr4-120037230-21
NR19965--MA0599.1.KLF5	chr14	20929243	20929252	+	0.000	0.000	Merged-chr14-20929476-97
NR23759--MA0039.3.KLF4	chr15	58164793	58164803	+	0.000	0.000	Merged-chr15-58164866-2
NR40489--MA0599.1.KLF5	chr2	180042491	180042500	-	0.000	0.000	Merged-chr2-180042476-118
NR24499--MA0740.1.KLF14	chr15	81360938	81360951	-	0.000	0.000	Merged-chr15-81360890-53
NR55231--MA0740.1.KLF14	chr6	54972657	54972670	+	0.000	0.000	Merged-chr6-54972728-67
NR20979--MA0599.1.KLF5	chr14	56886539	56886548	-	0.000	0.000	Merged-chr14-56886625-164
NR25291--MA0741.1.KLF16	chr15	99295182	99295192	+	0.000	0.000	Merged-chr15-99295026-65
NR32992--MA0599.1.KLF5	chr18	67449338	67449347	-	0.000	0.000	Merged-chr18-67449102-80
NR53378--MA0741.1.KLF16	chr5	137338373	137338383	+	0.000	0.000	Merged-chr5-137338498-22
NR10487--MA0493.1.Klf1	chr11	49051306	49051316	+	0.000	0.000	Merged-chr11-49051380-85
NR28234--MA0599.1.KLF5	chr17	6317456	6317465	+	0.000	0.000	Merged-chr17-6317306-106
NR39456--MA1107.1.KLF9	chr2	153632757	153632769	+	0.000	0.000	Merged-chr2-153632630-73
NR29640--MA0039.3.KLF4	chr17	45555647	45555657	-	0.000	0.000	Merged-chr17-45555738-56
NR1292--MA0599.1.KLF5	chr1	62876859	62876868	-	0.000	0.000	Merged-chr1-62876956-19
NR56484--MA0741.1.KLF16	chr6	108065338	108065348	-	0.000	0.000	Merged-chr6-108065326-73
NR20200--MA0599.1.KLF5	chr14	31495046	31495055	+	0.000	0.000	Merged-chr14-31494932-82
NR46482--MA0741.1.KLF16	chr4	62634323	62634333	-	0.000	0.000	Merged-chr4-62634288-50
NR60441--MA1107.1.KLF9	chr7	88321071	88321083	-	0.000	0.000	Merged-chr7-88321052-6
NR29856--MA0493.1.Klf1	chr17	50071709	50071719	-	0.000	0.000	Merged-chr17-50071769-42
NR10981--MA0740.1.KLF14	chr11	62879337	62879350	+	0.000	0.000	Merged-chr11-62879529-68
NR23011--MA0741.1.KLF16	chr15	27796590	27796600	+	0.000	0.000	Merged-chr15-27796764-17
NR17567--MA0742.1.Klf12	chr13	69611737	69611751	+	0.000	0.000	Merged-chr13-69611588-99
NR36084--MA0493.1.Klf1	chr2	32381953	32381963	+	0.000	0.000	Merged-chr2-32381893-56
NR28019--MA0741.1.KLF16	chr16	94354650	94354660	-	0.000	0.000	Merged-chr16-94354620-30
NR49962--MA0599.1.KLF5	chr5	24685862	24685871	+	0.000	0.000	Merged-chr5-24685796-115
NR30584--MA0599.1.KLF5	chr17	73869465	73869474	+	0.000	0.000	Merged-chr17-73869364-53
NR57234--MA1107.1.KLF9	chr6	130627276	130627288	+	0.000	0.000	Merged-chr6-130627344-1
NR9681--MA0740.1.KLF14	chr11	4186661	4186674	+	0.000	0.000	Merged-chr11-4186832-60
NR50976--MA0599.1.KLF5	chr5	65850929	65850938	-	0.000	0.000	Merged-chr5-65850971-35
NR59186--MA0493.1.Klf1	chr7	36308464	36308474	-	0.000	0.000	Merged-chr7-36308314-1
NR20298--MA0493.1.Klf1	chr14	33447375	33447385	-	0.000	0.000	Merged-chr14-33447186-64
NR4526--MA0599.1.KLF5	chr1	178835868	178835877	+	0.000	0.000	Merged-chr1-178835689-1
NR11487--MA0740.1.KLF14	chr11	78301517	78301530	-	0.000	0.000	Merged-chr11-78301552-46
NR58437--MA0599.1.KLF5	chr7	19283119	19283128	+	0.000	0.000	Merged-chr7-19283257-7
NR33961--MA0599.1.KLF5	chr19	6341106	6341115	+	0.000	0.000	Merged-chr19-6341115-68
NR42317--MA0741.1.KLF16	chr3	81835984	81835994	-	0.000	0.000	Merged-chr3-81835793-30
NR11515--MA0657.1.KLF13	chr11	78698064	78698081	-	0.000	0.000	Merged-chr11-78698045-1
NR58892--MA0741.1.KLF16	chr7	28716735	28716745	-	0.000	0.000	Merged-chr7-28716768-36
NR67946--MA0599.1.KLF5	chr9	108144675	108144684	+	0.000	0.000	Merged-chr9-108144717-30
NR30556--MA1107.1.KLF9	chr17	72939712	72939724	-	0.000	0.000	Merged-chr17-72939656-64
NR42230--MA0599.1.KLF5	chr3	79178357	79178366	+	0.000	0.000	Merged-chr3-79178280-26
NR48685--MA0741.1.KLF16	chr4	141547083	141547093	-	0.000	0.000	Merged-chr4-141546994-5
NR45174--MA0742.1.Klf12	chr4	11007762	11007776	+	0.000	0.000	Merged-chr4-11007928-2
NR48890--MA0599.1.KLF5	chr4	148167207	148167216	+	0.000	0.000	Merged-chr4-148167175-10
NR12792--MA0493.1.Klf1	chr11	116389401	116389411	-	0.000	0.000	Merged-chr11-116389441-52
NR17255--MA0740.1.KLF14	chr13	59585299	59585312	-	0.000	0.000	Merged-chr13-59585318-80
NR64120--MA1107.1.KLF9	chr8	84148021	84148033	-	0.000	0.000	Merged-chr8-84147896-59
NR12616--MA0741.1.KLF16	chr11	113802542	113802552	-	0.000	0.000	Merged-chr11-113802652-27
NR61828--MA0741.1.KLF16	chr7	140264979	140264989	-	0.000	0.000	Merged-chr7-140265035-12
NR40180--MA0599.1.KLF5	chr2	172345461	172345470	-	0.000	0.000	Merged-chr2-172345580-57
NR38651--MA0740.1.KLF14	chr2	128818000	128818013	+	0.000	0.000	Merged-chr2-128818111-117
NR28416--MA0039.3.KLF4	chr17	10425422	10425432	+	0.000	0.000	Merged-chr17-10425505-16
NR16466--MA1107.1.KLF9	chr13	24547213	24547225	-	0.000	0.000	Merged-chr13-24547194-39
NR1522--MA0741.1.KLF16	chr1	74284702	74284712	+	0.000	0.000	Merged-chr1-74284786-68
NR27134--MA1107.1.KLF9	chr16	65136008	65136020	+	0.000	0.000	Merged-chr16-65135972-1
NR38446--MA0740.1.KLF14	chr2	122765299	122765312	-	0.000	0.000	Merged-chr2-122765389-48
NR23380--MA0599.1.KLF5	chr15	38452901	38452910	-	0.000	0.000	Merged-chr15-38452892-28
NR64934--MA0741.1.KLF16	chr8	116636143	116636153	-	0.000	0.000	Merged-chr8-116636119-54
NR33807--MA0741.1.KLF16	chr19	4191978	4191988	+	0.000	0.000	Merged-chr19-4191798-90
NR54932--MA0741.1.KLF16	chr6	43265889	43265899	-	0.000	0.000	Merged-chr6-43265780-49
NR12434--MA0493.1.Klf1	chr11	106193699	106193709	+	0.000	0.000	Merged-chr11-106193514-84
NR28346--MA0599.1.KLF5	chr17	8311168	8311177	-	0.000	0.000	Merged-chr17-8311216-49
NR31749--MA1107.1.KLF9	chr18	23843578	23843590	+	0.000	0.000	Merged-chr18-23843567-42
NR60429--MA0599.1.KLF5	chr7	88277977	88277986	+	0.000	0.000	Merged-chr7-88277726-133
NR48738--MA0599.1.KLF5	chr4	143258803	143258812	-	0.000	0.000	Merged-chr4-143258700-12
NR13024--MA0740.1.KLF14	chr11	120660622	120660635	-	0.000	0.000	Merged-chr11-120660742-13
NR57118--MA0741.1.KLF16	chr6	127566598	127566608	+	0.000	0.000	Merged-chr6-127566523-22
NR40704--MA0599.1.KLF5	chr3	14611427	14611436	+	0.000	0.000	Merged-chr3-14611354-67
NR37640--MA0599.1.KLF5	chr2	91639115	91639124	+	0.000	0.000	Merged-chr2-91639045-3
NR23228--MA0599.1.KLF5	chr15	36609019	36609028	+	0.000	0.000	Merged-chr15-36609064-106
NR15811--MA0493.1.Klf1	chr13	3893580	3893590	-	0.000	0.000	Merged-chr13-3893477-54
NR44289--MA0599.1.KLF5	chr3	144720619	144720628	-	0.000	0.000	Merged-chr3-144720507-6
NR55438--MA0741.1.KLF16	chr6	67295128	67295138	-	0.000	0.000	Merged-chr6-67295032-2
NR21244--MA0742.1.Klf12	chr14	69707621	69707635	-	0.000	0.000	Merged-chr14-69707415-59
NR50225--MA0741.1.KLF16	chr5	34514061	34514071	+	0.000	0.000	Merged-chr5-34513990-85
NR55709--MA0741.1.KLF16	chr6	82913817	82913827	+	0.000	0.000	Merged-chr6-82913837-91
NR34113--MA0742.1.Klf12	chr19	10747989	10748003	+	0.000	0.000	Merged-chr19-10747819-69
NR55296--MA1107.1.KLF9	chr6	58844471	58844483	-	0.000	0.000	Merged-chr6-58844366-72
NR66855--MA1107.1.KLF9	chr9	65535555	65535567	-	0.000	0.000	Merged-chr9-65535495-68
NR29563--MA0742.1.Klf12	chr17	40934667	40934681	+	0.000	0.000	Merged-chr17-40934697-83
NR5172--MA0493.1.Klf1	chr1	195092406	195092416	-	0.000	0.000	Merged-chr1-195092271-59
NR67932--MA0493.1.Klf1	chr9	107710020	107710030	+	0.000	0.000	Merged-chr9-107709894-54
NR35944--MA0741.1.KLF16	chr2	30119883	30119893	+	0.000	0.000	Merged-chr2-30119999-30
NR47460--MA0599.1.KLF5	chr4	109229939	109229948	+	0.000	0.000	Merged-chr4-109229977-29
NR39563--MA0039.3.KLF4	chr2	157457703	157457713	+	0.000	0.000	Merged-chr2-157457672-72
NR63698--MA0493.1.Klf1	chr8	70797268	70797278	-	0.000	0.000	Merged-chr8-70797334-59
NR66119--MA0740.1.KLF14	chr9	35176012	35176025	+	0.000	0.000	Merged-chr9-35175859-80
NR12111--MA1107.1.KLF9	chr11	98464467	98464479	-	0.000	0.000	Merged-chr11-98464375-62
NR8899--MA0599.1.KLF5	chr10	117148606	117148615	-	0.000	0.000	Merged-chr10-117148498-52
NR35428--MA1107.1.KLF9	chr2	14074078	14074090	+	0.000	0.000	Merged-chr2-14074039-78
NR10952--MA1107.1.KLF9	chr11	61855231	61855243	-	0.000	0.000	Merged-chr11-61855241-5
NR2024--MA0599.1.KLF5	chr1	92831610	92831619	+	0.000	0.000	Merged-chr1-92831639-72
NR42342--MA0599.1.KLF5	chr3	83055392	83055401	+	0.000	0.000	Merged-chr3-83055607-91
NR14198--MA0599.1.KLF5	chr12	56345848	56345857	+	0.000	0.000	Merged-chr12-56345725-68
NR3430--MA0039.3.KLF4	chr1	149928477	149928487	-	0.000	0.000	Merged-chr1-149928588-2
NR5073--MA1107.1.KLF9	chr1	193153080	193153092	-	0.000	0.000	Merged-chr1-193153117-43
NR29078--MA0741.1.KLF16	chr17	27909264	27909274	-	0.000	0.000	Merged-chr17-27909139-107
NR16700--MA0599.1.KLF5	chr13	37541723	37541732	-	0.000	0.000	Merged-chr13-37541855-48
NR47336--MA0740.1.KLF14	chr4	105110081	105110094	-	0.000	0.000	Merged-chr4-105109952-51
NR50192--MA0493.1.Klf1	chr5	33652103	33652113	-	0.000	0.000	Merged-chr5-33652283-110
NR17575--MA0599.1.KLF5	chr13	69821334	69821343	+	0.000	0.000	Merged-chr13-69821460-47
NR23214--MA0493.1.Klf1	chr15	36283200	36283210	+	0.000	0.000	Merged-chr15-36282913-112
NR27398--MA0741.1.KLF16	chr16	75903383	75903393	+	0.000	0.000	Merged-chr16-75903251-33
NR24017--MA0657.1.KLF13	chr15	73228433	73228450	+	0.000	0.000	Merged-chr15-73228515-7
NR41350--MA0493.1.Klf1	chr3	38484881	38484891	+	0.000	0.000	Merged-chr3-38484612-142
NR20981--MA0741.1.KLF16	chr14	56886538	56886548	-	0.000	0.000	Merged-chr14-56886625-164
NR8221--MA0740.1.KLF14	chr10	96616866	96616879	+	0.000	0.000	Merged-chr10-96617072-57
NR35325--MA0741.1.KLF16	chr2	11229332	11229342	+	0.000	0.000	Merged-chr2-11229306-10
NR25323--MA0741.1.KLF16	chr15	99725577	99725587	+	0.000	0.000	Merged-chr15-99725695-59
NR12725--MA0741.1.KLF16	chr11	115814718	115814728	-	0.000	0.000	Merged-chr11-115814861-30
NR7549--MA0493.1.Klf1	chr10	80539297	80539307	-	0.000	0.000	Merged-chr10-80539129-37
NR61363--MA0740.1.KLF14	chr7	125487245	125487258	+	0.000	0.000	Merged-chr7-125487266-7
NR20110--MA0741.1.KLF16	chr14	26858465	26858475	-	0.000	0.000	Merged-chr14-26858524-14
NR34141--MA1107.1.KLF9	chr19	11611829	11611841	-	0.000	0.000	Merged-chr19-11611733-15
NR64587--MA0599.1.KLF5	chr8	105170633	105170642	-	0.000	0.000	Merged-chr8-105170559-11
NR55825--MA0493.1.Klf1	chr6	86365616	86365626	-	0.000	0.000	Merged-chr6-86365536-92
NR35353--MA0599.1.KLF5	chr2	11777704	11777713	-	0.000	0.000	Merged-chr2-11777973-128
NR9653--MA0599.1.KLF5	chr11	3863942	3863951	-	0.000	0.000	Merged-chr11-3863952-34
NR10569--MA0741.1.KLF16	chr11	51967649	51967659	-	0.000	0.000	Merged-chr11-51967758-57
NR7254--MA0599.1.KLF5	chr10	75935805	75935814	+	0.000	0.000	Merged-chr10-75935964-54
NR69677--MA1107.1.KLF9	chrX	169973429	169973441	+	0.000	0.000	Merged-chrX-169973362-71
NR61858--MA1107.1.KLF9	chr7	141064324	141064336	+	0.000	0.000	Merged-chr7-141064290-23
NR49828--MA0599.1.KLF5	chr5	21645778	21645787	-	0.000	0.000	Merged-chr5-21645848-87
NR4385--MA0740.1.KLF14	chr1	175602406	175602419	-	0.000	0.000	Merged-chr1-175602466-27
NR51325--MA0742.1.Klf12	chr5	76951243	76951257	-	0.000	0.000	Merged-chr5-76951369-96
NR21487--MA0741.1.KLF16	chr14	78536928	78536938	-	0.000	0.000	Merged-chr14-78536863-71
NR44683--MA0657.1.KLF13	chr3	152943212	152943229	+	0.000	0.000	Merged-chr3-152943273-41
NR29140--MA0741.1.KLF16	chr17	28952437	28952447	-	0.000	0.000	Merged-chr17-28952382-67
NR13827--MA0657.1.KLF13	chr12	36800739	36800756	-	0.000	0.000	Merged-chr12-36800787-3
NR24318--MA0599.1.KLF5	chr15	78773515	78773524	+	0.000	0.000	Merged-chr15-78773486-35
NR60812--MA0741.1.KLF16	chr7	102210349	102210359	-	0.000	0.000	Merged-chr7-102210325-100
NR34361--MA0493.1.Klf1	chr19	32595626	32595636	+	0.000	0.000	Merged-chr19-32595781-33
NR62640--MA0599.1.KLF5	chr8	26976802	26976811	+	0.000	0.000	Merged-chr8-26976904-74
NR29202--MA1107.1.KLF9	chr17	29973339	29973351	+	0.000	0.000	Merged-chr17-29973396-19
NR5243--MA0741.1.KLF16	chr10	4386787	4386797	-	0.000	0.000	Merged-chr10-4386678-1
NR65350--MA0599.1.KLF5	chr8	124349961	124349970	+	0.000	0.000	Merged-chr8-124349926-21
NR67606--MA0599.1.KLF5	chr9	96536974	96536983	-	0.000	0.000	Merged-chr9-96537068-27
NR63598--MA0741.1.KLF16	chr8	70139336	70139346	+	0.000	0.000	Merged-chr8-70139491-63
NR9187--MA0493.1.Klf1	chr10	123076427	123076437	+	0.000	0.000	Merged-chr10-123076393-79
NR35782--MA0741.1.KLF16	chr2	25500755	25500765	-	0.000	0.000	Merged-chr2-25500833-51
NR20625--MA0493.1.Klf1	chr14	47223368	47223378	+	0.000	0.000	Merged-chr14-47223224-6
NR34218--MA0493.1.Klf1	chr19	21778240	21778250	-	0.000	0.000	Merged-chr19-21778385-93
NR1153--MA0493.1.Klf1	chr1	58454567	58454577	-	0.000	0.000	Merged-chr1-58454495-16
NR35577--MA0741.1.KLF16	chr2	18057000	18057010	-	0.000	0.000	Merged-chr2-18057041-114
NR3834--MA0741.1.KLF16	chr1	161876854	161876864	+	0.000	0.000	Merged-chr1-161876687-148
NR53318--MA1107.1.KLF9	chr5	136146929	136146941	+	0.000	0.000	Merged-chr5-136147048-39
NR44181--MA0493.1.Klf1	chr3	143379403	143379413	+	0.000	0.000	Merged-chr3-143379316-24
NR61886--MA0740.1.KLF14	chr7	141215738	141215751	-	0.000	0.000	Merged-chr7-141215830-56
NR33231--MA0741.1.KLF16	chr18	73572608	73572618	-	0.000	0.000	Merged-chr18-73572695-132
NR46100--MA0741.1.KLF16	chr4	48045218	48045228	+	0.000	0.000	Merged-chr4-48045107-76
NR1580--MA0740.1.KLF14	chr1	75317509	75317522	+	0.000	0.000	Merged-chr1-75317558-106
NR26990--MA0599.1.KLF5	chr16	58728183	58728192	-	0.000	0.000	Merged-chr16-58728165-77
NR42220--MA1107.1.KLF9	chr3	79129192	79129204	-	0.000	0.000	Merged-chr3-79129160-12
NR39914--MA0599.1.KLF5	chr2	167367845	167367854	-	0.000	0.000	Merged-chr2-167368139-124
NR61783--MA0599.1.KLF5	chr7	139389027	139389036	+	0.000	0.000	Merged-chr7-139388959-78
NR34129--MA0599.1.KLF5	chr19	11045226	11045235	-	0.000	0.000	Merged-chr19-11045347-81
NR25420--MA1107.1.KLF9	chr15	102225232	102225244	+	0.000	0.000	Merged-chr15-102225119-79
NR12363--MA0599.1.KLF5	chr11	103016992	103017001	+	0.000	0.000	Merged-chr11-103017025-48
NR21344--MA0741.1.KLF16	chr14	71665889	71665899	-	0.000	0.000	Merged-chr14-71665815-2
NR48737--MA1107.1.KLF9	chr4	143212540	143212552	+	0.000	0.000	Merged-chr4-143212453-114
NR28130--MA1107.1.KLF9	chr16	97326253	97326265	+	0.000	0.000	Merged-chr16-97326270-33
NR15073--MA0599.1.KLF5	chr12	91684570	91684579	-	0.000	0.000	Merged-chr12-91684536-24
NR26632--MA0599.1.KLF5	chr16	44358121	44358130	-	0.000	0.000	Merged-chr16-44357903-54
NR11008--MA1107.1.KLF9	chr11	64051783	64051795	-	0.000	0.000	Merged-chr11-64051762-16
NR66197--MA1107.1.KLF9	chr9	40415544	40415556	+	0.000	0.000	Merged-chr9-40415403-51
NR26401--MA0741.1.KLF16	chr16	31664039	31664049	-	0.000	0.000	Merged-chr16-31663921-80
NR8204--MA1107.1.KLF9	chr10	96333559	96333571	-	0.000	0.000	Merged-chr10-96333488-28
NR43977--MA1107.1.KLF9	chr3	137918692	137918704	-	0.000	0.000	Merged-chr3-137918603-81
NR60793--MA0741.1.KLF16	chr7	101466457	101466467	-	0.000	0.000	Merged-chr7-101466620-78
NR34847--MA0740.1.KLF14	chr19	53142532	53142545	-	0.000	0.000	Merged-chr19-53142483-91
NR32057--MA0741.1.KLF16	chr18	35554034	35554044	+	0.000	0.000	Merged-chr18-35553780-108
NR63455--MA0741.1.KLF16	chr8	64947110	64947120	+	0.000	0.000	Merged-chr8-64947122-116
NR14514--MA0741.1.KLF16	chr12	72536308	72536318	-	0.000	0.000	Merged-chr12-72536304-66
NR9407--MA0599.1.KLF5	chr10	127263152	127263161	-	0.000	0.000	Merged-chr10-127263127-11
NR33813--MA0493.1.Klf1	chr19	4300398	4300408	-	0.000	0.000	Merged-chr19-4300268-82
NR64126--MA0599.1.KLF5	chr8	84270524	84270533	+	0.000	0.000	Merged-chr8-84270449-50
NR25161--MA0741.1.KLF16	chr15	96497805	96497815	-	0.000	0.000	Merged-chr15-96497899-21
NR64802--MA0599.1.KLF5	chr8	109868532	109868541	-	0.000	0.000	Merged-chr8-109868700-77
NR37851--MA0742.1.Klf12	chr2	102400661	102400675	+	0.000	0.000	Merged-chr2-102400550-5
NR16051--MA0599.1.KLF5	chr13	9093875	9093884	-	0.000	0.000	Merged-chr13-9094017-81
NR53582--MA1107.1.KLF9	chr5	140389389	140389401	+	0.000	0.000	Merged-chr5-140389352-56
NR63697--MA0039.3.KLF4	chr8	70797266	70797276	-	0.000	0.000	Merged-chr8-70797334-59
NR67175--MA1107.1.KLF9	chr9	80266691	80266703	-	0.000	0.000	Merged-chr9-80266579-55
NR48969--MA0741.1.KLF16	chr4	149991099	149991109	-	0.000	0.000	Merged-chr4-149991121-13
NR63987--MA0742.1.Klf12	chr8	79639133	79639147	-	0.000	0.000	Merged-chr8-79639184-10
NR24769--MA1107.1.KLF9	chr15	86309745	86309757	-	0.000	0.000	Merged-chr15-86309591-12
NR45729--MA0742.1.Klf12	chr4	40948321	40948335	+	0.000	0.000	Merged-chr4-40948225-82
NR51806--MA0493.1.Klf1	chr5	99979036	99979046	+	0.000	0.000	Merged-chr5-99978841-118
NR64134--MA0740.1.KLF14	chr8	84687911	84687924	+	0.000	0.000	Merged-chr8-84687755-60
NR1806--MA0741.1.KLF16	chr1	84839291	84839301	+	0.000	0.000	Merged-chr1-84839421-169
NR18331--MA0741.1.KLF16	chr13	92354667	92354677	+	0.000	0.000	Merged-chr13-92354723-122
NR67543--MA0741.1.KLF16	chr9	94538126	94538136	-	0.000	0.000	Merged-chr9-94538046-220
NR13069--MA0741.1.KLF16	chr12	3365284	3365294	+	0.000	0.000	Merged-chr12-3365308-60
NR34115--MA0493.1.Klf1	chr19	10747989	10747999	+	0.000	0.000	Merged-chr19-10747819-69
NR4641--MA0741.1.KLF16	chr1	182409029	182409039	+	0.000	0.000	Merged-chr1-182409078-72
NR6294--MA0599.1.KLF5	chr10	42269342	42269351	-	0.000	0.000	Merged-chr10-42269495-58
NR30690--MA0039.3.KLF4	chr17	78835592	78835602	-	0.000	0.000	Merged-chr17-78835526-79
NR29883--MA0740.1.KLF14	chr17	51832759	51832772	-	0.000	0.000	Merged-chr17-51832834-116
NR7969--MA0741.1.KLF16	chr10	89443756	89443766	-	0.000	0.000	Merged-chr10-89443691-130
NR7567--MA0493.1.Klf1	chr10	80577775	80577785	+	0.000	0.000	Merged-chr10-80577794-170
NR57137--MA0599.1.KLF5	chr6	128362756	128362765	-	0.000	0.000	Merged-chr6-128362737-69
NR45893--MA0741.1.KLF16	chr4	43442623	43442633	-	0.000	0.000	Merged-chr4-43442762-110
NR14766--MA0741.1.KLF16	chr12	82169642	82169652	+	0.000	0.000	Merged-chr12-82169653-106
NR38287--MA0599.1.KLF5	chr2	119288630	119288639	+	0.000	0.000	Merged-chr2-119288645-61
NR13748--MA0493.1.Klf1	chr12	33315369	33315379	+	0.000	0.000	Merged-chr12-33315471-106
NR28790--MA0741.1.KLF16	chr17	22817945	22817955	+	0.000	0.000	Merged-chr17-22817720-41
NR66608--MA0740.1.KLF14	chr9	57076187	57076200	-	0.000	0.000	Merged-chr9-57076336-141
NR38619--MA0741.1.KLF16	chr2	128125918	128125928	-	0.000	0.000	Merged-chr2-128126014-53
NR53637--MA0742.1.Klf12	chr5	140649184	140649198	+	0.000	0.000	Merged-chr5-140649068-64
NR49981--MA0741.1.KLF16	chr5	24908836	24908846	+	0.000	0.000	Merged-chr5-24908670-93
NR13453--MA0599.1.KLF5	chr12	21417707	21417716	-	0.000	0.000	Merged-chr12-21417564-84
NR28677--MA0493.1.Klf1	chr17	17609894	17609904	+	0.000	0.000	Merged-chr17-17609984-33
NR24460--MA1107.1.KLF9	chr15	80590878	80590890	-	0.000	0.000	Merged-chr15-80590747-44
NR59507--MA0740.1.KLF14	chr7	45916918	45916931	-	0.000	0.000	Merged-chr7-45916816-45
NR68499--MA0599.1.KLF5	chrX	7657349	7657358	+	0.000	0.000	Merged-chrX-7657381-29
NR42373--MA0741.1.KLF16	chr3	84345605	84345615	+	0.000	0.000	Merged-chr3-84345416-77
NR3490--MA0599.1.KLF5	chr1	151501036	151501045	+	0.000	0.000	Merged-chr1-151500785-93
NR20849--MA0493.1.Klf1	chr14	54211400	54211410	-	0.000	0.000	Merged-chr14-54211428-38
