#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR9116--MA1107.1.KLF9	chr11	3517627	3517639	-	0.000	0.000	Merged-chr11-3517558-36
NR37998--MA0039.3.KLF4	chr2	121866899	121866909	-	0.000	0.000	Merged-chr2-121866868-116
NR60357--MA0039.3.KLF4	chr7	45068180	45068190	-	0.000	0.000	Merged-chr7-45068056-13
NR19647--MA0039.3.KLF4	chr14	27268328	27268338	-	0.000	0.000	Merged-chr14-27268313-23
NR11838--MA0493.1.Klf1	chr11	96065398	96065408	+	0.000	0.000	Merged-chr11-96065187-86
NR48332--MA0740.1.KLF14	chr4	141060591	141060604	-	0.000	0.000	Merged-chr4-141060681-65
NR22506--MA0493.1.Klf1	chr15	27627990	27628000	+	0.000	0.000	Merged-chr15-27627933-57
NR66417--MA0740.1.KLF14	chr8	105278939	105278952	+	0.000	0.000	Merged-chr8-105279164-33
NR19577--MA0599.1.KLF5	chr14	25457603	25457612	+	0.000	0.000	Merged-chr14-25457767-37
NR23781--MA0740.1.KLF14	chr15	80083478	80083491	+	0.000	0.000	Merged-chr15-80083424-61
NR5353--MA0599.1.KLF5	chr10	19185089	19185098	+	0.000	0.000	Merged-chr10-19185061-36
NR42275--MA1107.1.KLF9	chr3	101229807	101229819	+	0.000	0.000	Merged-chr3-101229683-4
NR64613--MA0741.1.KLF16	chr8	34818007	34818017	-	0.000	0.000	Merged-chr8-34817852-8
NR1875--MA0493.1.Klf1	chr1	105663812	105663822	-	0.000	0.000	Merged-chr1-105663837-98
NR62391--MA0741.1.KLF16	chr7	118533055	118533065	+	0.000	0.000	Merged-chr7-118533138-91
NR25136--MA0599.1.KLF5	chr16	7768476	7768485	-	0.000	0.000	Merged-chr16-7768660-2
NR36358--MA1107.1.KLF9	chr2	60880803	60880815	+	0.000	0.000	Merged-chr2-60880763-2
NR2839--MA1107.1.KLF9	chr1	143777379	143777391	-	0.000	0.000	Merged-chr1-143777419-98
NR59045--MA0740.1.KLF14	chr7	16286342	16286355	+	0.000	0.000	Merged-chr7-16286295-136
NR4973--MA0741.1.KLF16	chr1	193589280	193589290	-	0.000	0.000	Merged-chr1-193589231-21
NR63879--MA0599.1.KLF5	chr7	143830042	143830051	-	0.000	0.000	Merged-chr7-143830009-91
NR45867--MA1107.1.KLF9	chr4	63486715	63486727	+	0.000	0.000	Merged-chr4-63486767-20
NR4290--MA0599.1.KLF5	chr1	181022349	181022358	-	0.000	0.000	Merged-chr1-181022473-37
NR70844--MA0039.3.KLF4	chr9	110641167	110641177	+	0.000	0.000	Merged-chr9-110641188-21
NR37032--MA0741.1.KLF16	chr2	91257236	91257246	+	0.000	0.000	Merged-chr2-91257440-4
NR14432--MA0741.1.KLF16	chr12	70347390	70347400	+	0.000	0.000	Merged-chr12-70347404-45
NR15311--MA0493.1.Klf1	chr12	102469031	102469041	-	0.000	0.000	Merged-chr12-102469248-59
NR47429--MA0740.1.KLF14	chr4	129238986	129238999	+	0.000	0.000	Merged-chr4-129238994-27
NR21434--MA0493.1.Klf1	chr14	100213203	100213213	+	0.000	0.000	Merged-chr14-100213183-35
NR32237--MA0599.1.KLF5	chr18	74442354	74442363	+	0.000	0.000	Merged-chr18-74442456-61
NR30933--MA0039.3.KLF4	chr18	12640637	12640647	-	0.000	0.000	Merged-chr18-12640751-40
NR32913--MA0599.1.KLF5	chr19	4269277	4269286	+	0.000	0.000	Merged-chr19-4269199-28
NR18227--MA0493.1.Klf1	chr13	99932611	99932621	+	0.000	0.000	Merged-chr13-99932700-36
NR30410--MA0741.1.KLF16	chr17	83654865	83654875	-	0.000	0.000	Merged-chr17-83654883-58
NR52629--MA0599.1.KLF5	chr5	123973576	123973585	-	0.000	0.000	Merged-chr5-123973673-46
NR13181--MA0599.1.KLF5	chr11	119943039	119943048	-	0.000	0.000	Merged-chr11-119943000-66
NR47922--MA0493.1.Klf1	chr4	135152493	135152503	+	0.000	0.000	Merged-chr4-135152562-38
NR12818--MA0741.1.KLF16	chr11	115163296	115163306	+	0.000	0.000	Merged-chr11-115163381-73
NR48787--MA0039.3.KLF4	chr4	150248142	150248152	-	0.000	0.000	Merged-chr4-150248164-26
NR33573--MA0599.1.KLF5	chr19	27429917	27429926	-	0.000	0.000	Merged-chr19-27429926-62
NR46065--MA0741.1.KLF16	chr4	83568302	83568312	-	0.000	0.000	Merged-chr4-83568276-50
NR28180--MA0039.3.KLF4	chr17	26885318	26885328	-	0.000	0.000	Merged-chr17-26885199-21
NR16097--MA0599.1.KLF5	chr13	3478210	3478219	-	0.000	0.000	Merged-chr13-3478294-51
NR28522--MA0741.1.KLF16	chr17	31693553	31693563	-	0.000	0.000	Merged-chr17-31693537-59
NR51646--MA0493.1.Klf1	chr5	103439281	103439291	+	0.000	0.000	Merged-chr5-103439387-46
NR65229--MA0039.3.KLF4	chr8	69996375	69996385	-	0.000	0.000	Merged-chr8-69996390-68
NR24731--MA0599.1.KLF5	chr15	99457771	99457780	+	0.000	0.000	Merged-chr15-99457871-64
NR20567--MA0039.3.KLF4	chr14	59553393	59553403	-	0.000	0.000	Merged-chr14-59553394-22
NR58716--MA0599.1.KLF5	chr6	148769469	148769478	-	0.000	0.000	Merged-chr6-148769548-3
NR59325--MA0657.1.KLF13	chr7	19749694	19749711	+	0.000	0.000	Merged-chr7-19749873-53
NR62314--MA0741.1.KLF16	chr7	117419188	117419198	-	0.000	0.000	Merged-chr7-117419068-12
NR71958--MA0599.1.KLF5	chrX	48256725	48256734	+	0.000	0.000	Merged-chrX-48256701-61
NR70531--MA1107.1.KLF9	chr9	104269539	104269551	+	0.000	0.000	Merged-chr9-104269530-16
NR51690--MA1107.1.KLF9	chr5	103911146	103911158	+	0.000	0.000	Merged-chr5-103911198-59
NR63650--MA0493.1.Klf1	chr7	141092493	141092503	-	0.000	0.000	Merged-chr7-141092549-31
NR34146--MA0740.1.KLF14	chr19	46518771	46518784	-	0.000	0.000	Merged-chr19-46518736-37
NR31924--MA0742.1.Klf12	chr18	64931374	64931388	-	0.000	0.000	Merged-chr18-64931407-12
NR2945--MA0741.1.KLF16	chr1	151041127	151041137	-	0.000	0.000	Merged-chr1-151041056-25
NR65544--MA0740.1.KLF14	chr8	72548465	72548478	-	0.000	0.000	Merged-chr8-72548439-75
NR51557--MA0599.1.KLF5	chr5	100875936	100875945	+	0.000	0.000	Merged-chr5-100875815-38
NR60905--MA0741.1.KLF16	chr7	67222463	67222473	+	0.000	0.000	Merged-chr7-67222582-57
NR15986--MA0039.3.KLF4	chr12	116467188	116467198	-	0.000	0.000	Merged-chr12-116467208-51
NR57733--MA0493.1.Klf1	chr6	128962318	128962328	-	0.000	0.000	Merged-chr6-128962247-24
NR11994--MA1107.1.KLF9	chr11	98348222	98348234	+	0.000	0.000	Merged-chr11-98348383-15
NR3066--MA0599.1.KLF5	chr1	153092478	153092487	-	0.000	0.000	Merged-chr1-153092391-33
NR14652--MA0740.1.KLF14	chr12	78749108	78749121	-	0.000	0.000	Merged-chr12-78748976-92
NR68199--MA1107.1.KLF9	chr9	35007371	35007383	-	0.000	0.000	Merged-chr9-35007274-11
NR62215--MA1107.1.KLF9	chr7	114284568	114284580	-	0.000	0.000	Merged-chr7-114284648-5
NR639--MA0599.1.KLF5	chr1	43478215	43478224	-	0.000	0.000	Merged-chr1-43478113-25
NR9448--MA0493.1.Klf1	chr11	20035544	20035554	-	0.000	0.000	Merged-chr11-20035595-25
NR35399--MA0741.1.KLF16	chr2	26586859	26586869	+	0.000	0.000	Merged-chr2-26586785-35
NR24265--MA0493.1.Klf1	chr15	89310140	89310150	+	0.000	0.000	Merged-chr15-89310198-75
NR64167--MA0493.1.Klf1	chr8	13494559	13494569	-	0.000	0.000	Merged-chr8-13494435-15
NR17957--MA0599.1.KLF5	chr13	93939771	93939780	-	0.000	0.000	Merged-chr13-93939742-17
NR17314--MA0740.1.KLF14	chr13	62015907	62015920	-	0.000	0.000	Merged-chr13-62015972-68
NR45200--MA1107.1.KLF9	chr4	44098135	44098147	-	0.000	0.000	Merged-chr4-44098042-4
NR40101--MA0599.1.KLF5	chr2	174602596	174602605	+	0.000	0.000	Merged-chr2-174602370-60
NR12633--MA0599.1.KLF5	chr11	111066112	111066121	-	0.000	0.000	Merged-chr11-111066070-45
NR31813--MA1107.1.KLF9	chr18	62548358	62548370	-	0.000	0.000	Merged-chr18-62548270-3
NR56876--MA0493.1.Klf1	chr6	108717953	108717963	-	0.000	0.000	Merged-chr6-108717791-30
NR1673--MA1107.1.KLF9	chr1	91413383	91413395	+	0.000	0.000	Merged-chr1-91413387-81
NR55245--MA0599.1.KLF5	chr6	47953394	47953403	-	0.000	0.000	Merged-chr6-47953415-51
NR59154--MA0740.1.KLF14	chr7	17056234	17056247	-	0.000	0.000	Merged-chr7-17056338-38
NR405--MA1107.1.KLF9	chr1	36883996	36884008	-	0.000	0.000	Merged-chr1-36883943-16
NR23956--MA0740.1.KLF14	chr15	82380321	82380334	-	0.000	0.000	Merged-chr15-82380157-26
NR69177--MA1107.1.KLF9	chr9	64960813	64960825	+	0.000	0.000	Merged-chr9-64960866-47
NR1739--MA0740.1.KLF14	chr1	93512060	93512073	-	0.000	0.000	Merged-chr1-93512028-56
NR39963--MA0741.1.KLF16	chr2	173000085	173000095	-	0.000	0.000	Merged-chr2-173000238-62
NR59052--MA0742.1.Klf12	chr7	16310151	16310165	-	0.000	0.000	Merged-chr7-16310124-145
NR9121--MA0740.1.KLF14	chr11	3539330	3539343	+	0.000	0.000	Merged-chr11-3539398-47
NR46454--MA0742.1.Klf12	chr4	101419672	101419686	-	0.000	0.000	Merged-chr4-101419713-70
NR16887--MA0741.1.KLF16	chr13	49371629	49371639	+	0.000	0.000	Merged-chr13-49371654-30
NR7299--MA1107.1.KLF9	chr10	81433021	81433033	-	0.000	0.000	Merged-chr10-81433026-44
NR10779--MA1107.1.KLF9	chr11	69662639	69662651	+	0.000	0.000	Merged-chr11-69662567-73
NR47954--MA0599.1.KLF5	chr4	135273016	135273025	+	0.000	0.000	Merged-chr4-135272795-85
NR10225--MA0599.1.KLF5	chr11	54438073	54438082	+	0.000	0.000	Merged-chr11-54438316-92
NR42054--MA0740.1.KLF14	chr3	96161350	96161363	-	0.000	0.000	Merged-chr3-96161251-32
NR5586--MA0599.1.KLF5	chr10	36158426	36158435	+	0.000	0.000	Merged-chr10-36158337-60
NR50013--MA0741.1.KLF16	chr5	35105751	35105761	+	0.000	0.000	Merged-chr5-35105769-58
NR10564--MA1107.1.KLF9	chr11	62076918	62076930	-	0.000	0.000	Merged-chr11-62077068-25
NR59013--MA0493.1.Klf1	chr7	16001851	16001861	-	0.000	0.000	Merged-chr7-16001989-41
NR32989--MA0740.1.KLF14	chr19	5273111	5273124	-	0.000	0.000	Merged-chr19-5273188-67
NR14607--MA0741.1.KLF16	chr12	76596420	76596430	-	0.000	0.000	Merged-chr12-76596548-12
NR45616--MA0039.3.KLF4	chr4	57295371	57295381	+	0.000	0.000	Merged-chr4-57295265-18
NR68729--MA0740.1.KLF14	chr9	51168204	51168217	-	0.000	0.000	Merged-chr9-51168146-14
NR71670--MA0742.1.Klf12	chrX	7947822	7947836	+	0.000	0.000	Merged-chrX-7947943-52
NR43290--MA0599.1.KLF5	chr3	131272108	131272117	+	0.000	0.000	Merged-chr3-131271947-79
NR16866--MA1107.1.KLF9	chr13	48965780	48965792	+	0.000	0.000	Merged-chr13-48965826-50
NR2642--MA1107.1.KLF9	chr1	135829023	135829035	-	0.000	0.000	Merged-chr1-135829093-15
NR17464--MA0742.1.Klf12	chr13	69611737	69611751	+	0.000	0.000	Merged-chr13-69611588-99
NR56214--MA0599.1.KLF5	chr6	88075210	88075219	+	0.000	0.000	Merged-chr6-88075202-50
NR59600--MA0599.1.KLF5	chr7	27258605	27258614	-	0.000	0.000	Merged-chr7-27258672-61
NR65037--MA1107.1.KLF9	chr8	61283214	61283226	+	0.000	0.000	Merged-chr8-61283229-50
NR46882--MA0599.1.KLF5	chr4	115828066	115828075	-	0.000	0.000	Merged-chr4-115828181-99
NR28531--MA0599.1.KLF5	chr17	31821660	31821669	+	0.000	0.000	Merged-chr17-31821541-43
NR20712--MA0599.1.KLF5	chr14	65343701	65343710	-	0.000	0.000	Merged-chr14-65343819-62
NR16473--MA0741.1.KLF16	chr13	30186556	30186566	-	0.000	0.000	Merged-chr13-30186492-12
NR44733--MA0740.1.KLF14	chr4	24897990	24898003	-	0.000	0.000	Merged-chr4-24897991-83
NR72176--MA0742.1.Klf12	chrX	73880896	73880910	+	0.000	0.000	Merged-chrX-73880699-35
NR33886--MA0493.1.Klf1	chr19	40513164	40513174	-	0.000	0.000	Merged-chr19-40513055-5
NR43477--MA1107.1.KLF9	chr3	135579483	135579495	-	0.000	0.000	Merged-chr3-135579457-44
NR59099--MA0742.1.Klf12	chr7	16826034	16826048	-	0.000	0.000	Merged-chr7-16826052-26
NR7125--MA0741.1.KLF16	chr10	80656767	80656777	-	0.000	0.000	Merged-chr10-80656566-55
NR14243--MA1107.1.KLF9	chr12	55388651	55388663	+	0.000	0.000	Merged-chr12-55388568-28
NR2036--MA0740.1.KLF14	chr1	119637160	119637173	+	0.000	0.000	Merged-chr1-119636990-21
NR41764--MA0599.1.KLF5	chr3	89911333	89911342	-	0.000	0.000	Merged-chr3-89911440-10
NR55357--MA0599.1.KLF5	chr6	50596971	50596980	+	0.000	0.000	Merged-chr6-50596805-84
NR36381--MA0493.1.Klf1	chr2	61635308	61635318	+	0.000	0.000	Merged-chr2-61635446-9
NR44474--MA0599.1.KLF5	chr4	8238814	8238823	-	0.000	0.000	Merged-chr4-8238741-41
NR5445--MA0741.1.KLF16	chr10	24149260	24149270	+	0.000	0.000	Merged-chr10-24149317-57
NR58067--MA0599.1.KLF5	chr6	136856561	136856570	-	0.000	0.000	Merged-chr6-136856419-6
NR22244--MA0741.1.KLF16	chr15	5143797	5143807	+	0.000	0.000	Merged-chr15-5143962-110
NR19581--MA0493.1.Klf1	chr14	25527451	25527461	-	0.000	0.000	Merged-chr14-25527526-45
NR4280--MA1107.1.KLF9	chr1	180936916	180936928	-	0.000	0.000	Merged-chr1-180936862-28
NR27901--MA0740.1.KLF14	chr17	21383734	21383747	-	0.000	0.000	Merged-chr17-21383828-70
NR9246--MA1107.1.KLF9	chr11	5005452	5005464	-	0.000	0.000	Merged-chr11-5005546-13
NR10291--MA0741.1.KLF16	chr11	55461253	55461263	+	0.000	0.000	Merged-chr11-55461087-74
NR12091--MA0657.1.KLF13	chr11	99116115	99116132	+	0.000	0.000	Merged-chr11-99116157-23
NR32021--MA1107.1.KLF9	chr18	67212690	67212702	+	0.000	0.000	Merged-chr18-67212775-57
NR8822--MA0741.1.KLF16	chr10	126901391	126901401	-	0.000	0.000	Merged-chr10-126901254-64
NR43288--MA0740.1.KLF14	chr3	131272102	131272115	+	0.000	0.000	Merged-chr3-131271947-79
NR324--MA0741.1.KLF16	chr1	34011508	34011518	-	0.000	0.000	Merged-chr1-34011501-80
NR43435--MA0741.1.KLF16	chr3	134339449	134339459	+	0.000	0.000	Merged-chr3-134339453-34
NR69956--MA1107.1.KLF9	chr9	86571930	86571942	-	0.000	0.000	Merged-chr9-86572090-93
NR46697--MA0741.1.KLF16	chr4	108318859	108318869	+	0.000	0.000	Merged-chr4-108319039-75
NR3299--MA0599.1.KLF5	chr1	156719061	156719070	+	0.000	0.000	Merged-chr1-156718849-76
NR50014--MA1107.1.KLF9	chr5	35105750	35105762	+	0.000	0.000	Merged-chr5-35105769-58
NR59263--MA0740.1.KLF14	chr7	19282641	19282654	+	0.000	0.000	Merged-chr7-19282647-45
NR19419--MA0039.3.KLF4	chr14	20479948	20479958	-	0.000	0.000	Merged-chr14-20479960-47
NR451--MA0599.1.KLF5	chr1	37541074	37541083	+	0.000	0.000	Merged-chr1-37541062-55
NR54321--MA0740.1.KLF14	chr5	149368224	149368237	-	0.000	0.000	Merged-chr5-149368318-30
NR54285--MA0599.1.KLF5	chr5	149246294	149246303	+	0.000	0.000	Merged-chr5-149246178-51
NR26682--MA0493.1.Klf1	chr16	76283301	76283311	+	0.000	0.000	Merged-chr16-76283420-1
NR9328--MA0741.1.KLF16	chr11	6520718	6520728	+	0.000	0.000	Merged-chr11-6520872-48
NR9501--MA0740.1.KLF14	chr11	20631903	20631916	-	0.000	0.000	Merged-chr11-20632117-165
NR21243--MA0740.1.KLF14	chr14	84443428	84443441	+	0.000	0.000	Merged-chr14-84443299-57
NR40414--MA0493.1.Klf1	chr3	14611400	14611410	-	0.000	0.000	Merged-chr3-14611354-67
NR42047--MA1107.1.KLF9	chr3	96102395	96102407	-	0.000	0.000	Merged-chr3-96102380-20
NR68893--MA1107.1.KLF9	chr9	57407363	57407375	+	0.000	0.000	Merged-chr9-57407322-7
NR23892--MA0599.1.KLF5	chr15	81523065	81523074	+	0.000	0.000	Merged-chr15-81522874-123
NR34112--MA0740.1.KLF14	chr19	46003460	46003473	-	0.000	0.000	Merged-chr19-46003515-58
NR71066--MA1107.1.KLF9	chr9	114758513	114758525	-	0.000	0.000	Merged-chr9-114758587-29
NR55548--MA0039.3.KLF4	chr6	54705488	54705498	+	0.000	0.000	Merged-chr6-54705596-27
NR57877--MA0599.1.KLF5	chr6	131388501	131388510	-	0.000	0.000	Merged-chr6-131388404-16
NR23614--MA0493.1.Klf1	chr15	77306643	77306653	+	0.000	0.000	Merged-chr15-77306793-46
NR14174--MA0741.1.KLF16	chr12	54317143	54317153	-	0.000	0.000	Merged-chr12-54317166-58
NR12721--MA0039.3.KLF4	chr11	113574377	113574387	+	0.000	0.000	Merged-chr11-113574265-17
NR28643--MA0599.1.KLF5	chr17	33930789	33930798	-	0.000	0.000	Merged-chr17-33930835-34
NR65305--MA0740.1.KLF14	chr8	70594431	70594444	+	0.000	0.000	Merged-chr8-70594498-62
NR52768--MA0599.1.KLF5	chr5	125179222	125179231	-	0.000	0.000	Merged-chr5-125178915-93
NR7102--MA0657.1.KLF13	chr10	80622462	80622479	+	0.000	0.000	Merged-chr10-80622471-84
NR37884--MA0740.1.KLF14	chr2	119271301	119271314	+	0.000	0.000	Merged-chr2-119271057-44
NR72063--MA0599.1.KLF5	chrX	59134789	59134798	+	0.000	0.000	Merged-chrX-59134766-110
NR24264--MA0039.3.KLF4	chr15	89310142	89310152	+	0.000	0.000	Merged-chr15-89310198-75
NR14413--MA0740.1.KLF14	chr12	70018344	70018357	-	0.000	0.000	Merged-chr12-70018283-21
NR41670--MA0599.1.KLF5	chr3	88493104	88493113	-	0.000	0.000	Merged-chr3-88493035-35
NR57519--MA0599.1.KLF5	chr6	125422599	125422608	-	0.000	0.000	Merged-chr6-125422633-47
NR7048--MA0039.3.KLF4	chr10	80350545	80350555	+	0.000	0.000	Merged-chr10-80350407-33
NR27705--MA0657.1.KLF13	chr17	12039363	12039380	-	0.000	0.000	Merged-chr17-12039403-15
NR27575--MA0742.1.Klf12	chr17	8165497	8165511	-	0.000	0.000	Merged-chr17-8165441-73
NR25429--MA0741.1.KLF16	chr16	17132460	17132470	+	0.000	0.000	Merged-chr16-17132166-88
NR49685--MA1107.1.KLF9	chr5	25436194	25436206	+	0.000	0.000	Merged-chr5-25436255-14
NR6442--MA1107.1.KLF9	chr10	68136685	68136697	-	0.000	0.000	Merged-chr10-68136775-17
NR41341--MA0741.1.KLF16	chr3	69127096	69127106	+	0.000	0.000	Merged-chr3-69127220-6
NR56827--MA0741.1.KLF16	chr6	108313257	108313267	-	0.000	0.000	Merged-chr6-108313223-10
NR49131--MA0599.1.KLF5	chr4	155841386	155841395	-	0.000	0.000	Merged-chr4-155841183-71
NR50901--MA0493.1.Klf1	chr5	73492082	73492092	-	0.000	0.000	Merged-chr5-73492362-56
NR18262--MA0741.1.KLF16	chr13	100775898	100775908	+	0.000	0.000	Merged-chr13-100775839-52
NR56321--MA0493.1.Klf1	chr6	90604897	90604907	-	0.000	0.000	Merged-chr6-90604806-66
NR15209--MA0599.1.KLF5	chr12	100682020	100682029	-	0.000	0.000	Merged-chr12-100681821-26
NR30635--MA0599.1.KLF5	chr17	87365449	87365458	-	0.000	0.000	Merged-chr17-87365443-26
NR13915--MA0493.1.Klf1	chr12	33158459	33158469	+	0.000	0.000	Merged-chr12-33158359-51
NR54742--MA0742.1.Klf12	chr6	28421775	28421789	-	0.000	0.000	Merged-chr6-28421757-53
NR7234--MA0741.1.KLF16	chr10	81285808	81285818	+	0.000	0.000	Merged-chr10-81285940-49
NR46608--MA1107.1.KLF9	chr4	106842002	106842014	-	0.000	0.000	Merged-chr4-106841993-21
NR63780--MA0493.1.Klf1	chr7	142460807	142460817	-	0.000	0.000	Merged-chr7-142461005-80
NR59012--MA0039.3.KLF4	chr7	16001849	16001859	-	0.000	0.000	Merged-chr7-16001989-41
NR28844--MA0493.1.Klf1	chr17	35823157	35823167	-	0.000	0.000	Merged-chr17-35823208-57
NR27295--MA0741.1.KLF16	chr16	97310086	97310096	-	0.000	0.000	Merged-chr16-97310397-57
NR24304--MA0741.1.KLF16	chr15	90224261	90224271	+	0.000	0.000	Merged-chr15-90224402-90
NR42957--MA0740.1.KLF14	chr3	122984524	122984537	+	0.000	0.000	Merged-chr3-122984427-120
NR72264--MA0493.1.Klf1	chrX	77522737	77522747	-	0.000	0.000	Merged-chrX-77522857-17
NR55079--MA0740.1.KLF14	chr6	39259199	39259212	+	0.000	0.000	Merged-chr6-39259095-61
NR63637--MA0493.1.Klf1	chr7	140941847	140941857	+	0.000	0.000	Merged-chr7-140941728-63
NR22624--MA0741.1.KLF16	chr15	36283240	36283250	+	0.000	0.000	Merged-chr15-36282913-112
NR59904--MA0493.1.Klf1	chr7	30194018	30194028	+	0.000	0.000	Merged-chr7-30194047-25
NR43273--MA0741.1.KLF16	chr3	131057380	131057390	-	0.000	0.000	Merged-chr3-131057396-52
NR31952--MA1107.1.KLF9	chr18	65924894	65924906	-	0.000	0.000	Merged-chr18-65924997-33
NR37309--MA0039.3.KLF4	chr2	101991554	101991564	+	0.000	0.000	Merged-chr2-101991789-33
NR10466--MA0741.1.KLF16	chr11	60727259	60727269	+	0.000	0.000	Merged-chr11-60727194-59
NR41852--MA0039.3.KLF4	chr3	93506410	93506420	+	0.000	0.000	Merged-chr3-93506465-61
NR45330--MA1107.1.KLF9	chr4	46508193	46508205	-	0.000	0.000	Merged-chr4-46508172-31
NR72175--MA0599.1.KLF5	chrX	73880848	73880857	-	0.000	0.000	Merged-chrX-73880699-35
NR2508--MA1107.1.KLF9	chr1	133801281	133801293	-	0.000	0.000	Merged-chr1-133801271-79
NR25820--MA1107.1.KLF9	chr16	33073098	33073110	-	0.000	0.000	Merged-chr16-33073178-28
NR27987--MA0493.1.Klf1	chr17	23599107	23599117	+	0.000	0.000	Merged-chr17-23599056-62
NR49528--MA0039.3.KLF4	chr5	20845385	20845395	+	0.000	0.000	Merged-chr5-20845245-18
NR34314--MA0599.1.KLF5	chr19	53405061	53405070	+	0.000	0.000	Merged-chr19-53404940-15
NR41709--MA0039.3.KLF4	chr3	88832704	88832714	-	0.000	0.000	Merged-chr3-88832556-26
NR37024--MA0599.1.KLF5	chr2	91237028	91237037	+	0.000	0.000	Merged-chr2-91237090-79
NR23969--MA0740.1.KLF14	chr15	83084529	83084542	-	0.000	0.000	Merged-chr15-83084478-12
NR67126--MA0741.1.KLF16	chr8	120948318	120948328	+	0.000	0.000	Merged-chr8-120948330-1
NR70440--MA0741.1.KLF16	chr9	102626231	102626241	+	0.000	0.000	Merged-chr9-102626272-120
NR28736--MA1107.1.KLF9	chr17	35065333	35065345	+	0.000	0.000	Merged-chr17-35065202-25
NR24490--MA0741.1.KLF16	chr15	94629116	94629126	-	0.000	0.000	Merged-chr15-94629122-22
NR9708--MA0741.1.KLF16	chr11	31169348	31169358	+	0.000	0.000	Merged-chr11-31169541-9
NR16234--MA0741.1.KLF16	chr13	14063724	14063734	-	0.000	0.000	Merged-chr13-14063519-130
NR50051--MA0599.1.KLF5	chr5	35893448	35893457	+	0.000	0.000	Merged-chr5-35893424-58
NR39673--MA0740.1.KLF14	chr2	167932242	167932255	+	0.000	0.000	Merged-chr2-167932380-64
NR20702--MA1107.1.KLF9	chr14	64628281	64628293	-	0.000	0.000	Merged-chr14-64628307-21
NR53723--MA0493.1.Klf1	chr5	140389389	140389399	+	0.000	0.000	Merged-chr5-140389352-56
NR52714--MA0742.1.Klf12	chr5	124729789	124729803	+	0.000	0.000	Merged-chr5-124729814-15
NR35474--MA0741.1.KLF16	chr2	28533414	28533424	+	0.000	0.000	Merged-chr2-28533447-53
NR16737--MA0493.1.Klf1	chr13	43250874	43250884	+	0.000	0.000	Merged-chr13-43250604-89
NR37798--MA0493.1.Klf1	chr2	117418847	117418857	-	0.000	0.000	Merged-chr2-117418760-26
NR9931--MA1107.1.KLF9	chr11	46076166	46076178	+	0.000	0.000	Merged-chr11-46076262-41
NR3255--MA0741.1.KLF16	chr1	155973261	155973271	-	0.000	0.000	Merged-chr1-155973452-104
NR47726--MA0599.1.KLF5	chr4	133039348	133039357	+	0.000	0.000	Merged-chr4-133039433-1
NR25284--MA0599.1.KLF5	chr16	11577678	11577687	+	0.000	0.000	Merged-chr16-11577786-44
NR71501--MA0493.1.Klf1	chr9	123366810	123366820	-	0.000	0.000	Merged-chr9-123366861-57
NR25006--MA0493.1.Klf1	chr16	4469938	4469948	+	0.000	0.000	Merged-chr16-4469915-27
NR51723--MA0741.1.KLF16	chr5	105648841	105648851	+	0.000	0.000	Merged-chr5-105648904-12
NR14123--MA0493.1.Klf1	chr12	52503833	52503843	-	0.000	0.000	Merged-chr12-52504054-125
NR17477--MA0742.1.Klf12	chr13	69821333	69821347	+	0.000	0.000	Merged-chr13-69821460-47
NR67903--MA0599.1.KLF5	chr9	21239237	21239246	-	0.000	0.000	Merged-chr9-21239054-65
NR1543--MA0740.1.KLF14	chr1	87214308	87214321	-	0.000	0.000	Merged-chr1-87214241-86
NR26693--MA0741.1.KLF16	chr16	76365743	76365753	-	0.000	0.000	Merged-chr16-76365946-25
NR72914--MA0741.1.KLF16	chrX	164066277	164066287	-	0.000	0.000	Merged-chrX-164066395-30
NR62242--MA1107.1.KLF9	chr7	115416123	115416135	-	0.000	0.000	Merged-chr7-115416169-1
NR52163--MA0741.1.KLF16	chr5	114667662	114667672	-	0.000	0.000	Merged-chr5-114667670-56
NR45657--MA1107.1.KLF9	chr4	57834211	57834223	+	0.000	0.000	Merged-chr4-57834236-9
NR7--MA0599.1.KLF5	chr1	4496531	4496540	-	0.000	0.000	Merged-chr1-4496602-47
NR9126--MA0493.1.Klf1	chr11	3863942	3863952	-	0.000	0.000	Merged-chr11-3863952-34
NR59588--MA0742.1.Klf12	chr7	27228547	27228561	-	0.000	0.000	Merged-chr7-27228644-59
NR39357--MA0741.1.KLF16	chr2	160873059	160873069	+	0.000	0.000	Merged-chr2-160872923-80
NR54505--MA0657.1.KLF13	chr6	6955993	6956010	+	0.000	0.000	Merged-chr6-6956020-66
NR60485--MA0741.1.KLF16	chr7	46639809	46639819	-	0.000	0.000	Merged-chr7-46639840-59
NR43944--MA0599.1.KLF5	chr3	148844366	148844375	-	0.000	0.000	Merged-chr3-148844306-23
NR40333--MA1107.1.KLF9	chr3	8667338	8667350	+	0.000	0.000	Merged-chr3-8667385-80
