#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.dn.bed
NR12479--MA0599.1.KLF5	chr11	106193700	106193709	+	0.000	0.000	Merged-chr11-106193514-84
NR70786--MA0741.1.KLF16	chr9	108832423	108832433	-	0.000	0.000	Merged-chr9-108832464-53
NR16482--MA0740.1.KLF14	chr13	32338771	32338784	+	0.000	0.000	Merged-chr13-32338674-80
NR17024--MA0599.1.KLF5	chr13	54694132	54694141	-	0.000	0.000	Merged-chr13-54694129-87
NR15189--MA0599.1.KLF5	chr12	99468029	99468038	-	0.000	0.000	Merged-chr12-99468213-62
NR7881--MA0741.1.KLF16	chr10	96663964	96663974	+	0.000	0.000	Merged-chr10-96664143-52
NR52701--MA0740.1.KLF14	chr5	124629059	124629072	-	0.000	0.000	Merged-chr5-124629076-75
NR57265--MA1107.1.KLF9	chr6	120264383	120264395	-	0.000	0.000	Merged-chr6-120264409-18
NR19891--MA0741.1.KLF16	chr14	34771914	34771924	+	0.000	0.000	Merged-chr14-34772136-36
NR63890--MA0741.1.KLF16	chr7	143835303	143835313	-	0.000	0.000	Merged-chr7-143835290-17
NR34830--MA1107.1.KLF9	chr2	10080531	10080543	+	0.000	0.000	Merged-chr2-10080401-75
NR65517--MA0657.1.KLF13	chr8	72161054	72161071	+	0.000	0.000	Merged-chr8-72161057-74
NR46925--MA0599.1.KLF5	chr4	116464351	116464360	-	0.000	0.000	Merged-chr4-116464160-92
NR7061--MA0599.1.KLF5	chr10	80494804	80494813	-	0.000	0.000	Merged-chr10-80494941-15
NR49635--MA0599.1.KLF5	chr5	24451821	24451830	-	0.000	0.000	Merged-chr5-24452045-102
NR42546--MA0039.3.KLF4	chr3	106485975	106485985	+	0.000	0.000	Merged-chr3-106485995-50
NR18566--MA0599.1.KLF5	chr13	108297778	108297787	+	0.000	0.000	Merged-chr13-108297760-66
NR13322--MA0493.1.Klf1	chr11	121421330	121421340	+	0.000	0.000	Merged-chr11-121421434-59
NR41601--MA0599.1.KLF5	chr3	86999062	86999071	+	0.000	0.000	Merged-chr3-86999181-65
NR68764--MA0742.1.Klf12	chr9	53328540	53328554	-	0.000	0.000	Merged-chr9-53328523-30
NR907--MA0741.1.KLF16	chr1	60361805	60361815	-	0.000	0.000	Merged-chr1-60361642-24
NR10398--MA0741.1.KLF16	chr11	59662470	59662480	+	0.000	0.000	Merged-chr11-59662530-59
NR38802--MA0741.1.KLF16	chr2	146855796	146855806	+	0.000	0.000	Merged-chr2-146855966-67
NR43892--MA0493.1.Klf1	chr3	146781285	146781295	-	0.000	0.000	Merged-chr3-146781396-52
NR44517--MA0599.1.KLF5	chr4	11007763	11007772	+	0.000	0.000	Merged-chr4-11007928-2
NR69009--MA0741.1.KLF16	chr9	59656504	59656514	-	0.000	0.000	Merged-chr9-59656584-94
NR18547--MA1107.1.KLF9	chr13	108170118	108170130	+	0.000	0.000	Merged-chr13-108170237-20
NR10264--MA0742.1.Klf12	chr11	55097982	55097996	-	0.000	0.000	Merged-chr11-55097968-86
NR71137--MA0599.1.KLF5	chr9	116384208	116384217	-	0.000	0.000	Merged-chr9-116384318-47
NR10535--MA0742.1.Klf12	chr11	61762126	61762140	-	0.000	0.000	Merged-chr11-61762062-61
NR52161--MA0493.1.Klf1	chr5	114667678	114667688	+	0.000	0.000	Merged-chr5-114667670-56
NR62955--MA0740.1.KLF14	chr7	128688428	128688441	-	0.000	0.000	Merged-chr7-128688304-46
NR9337--MA0740.1.KLF14	chr11	6546830	6546843	-	0.000	0.000	Merged-chr11-6546769-84
NR42242--MA1107.1.KLF9	chr3	100442836	100442848	-	0.000	0.000	Merged-chr3-100442814-47
NR61660--MA0039.3.KLF4	chr7	98995321	98995331	-	0.000	0.000	Merged-chr7-98995432-21
NR54122--MA0599.1.KLF5	chr5	146221169	146221178	+	0.000	0.000	Merged-chr5-146221185-73
NR28019--MA0599.1.KLF5	chr17	24141601	24141610	+	0.000	0.000	Merged-chr17-24141488-83
NR47701--MA0742.1.Klf12	chr4	132796428	132796442	+	0.000	0.000	Merged-chr4-132796395-33
NR27989--MA0740.1.KLF14	chr17	23677484	23677497	+	0.000	0.000	Merged-chr17-23677473-43
NR55037--MA0742.1.Klf12	chr6	38345974	38345988	+	0.000	0.000	Merged-chr6-38346040-40
NR60020--MA1107.1.KLF9	chr7	34389096	34389108	-	0.000	0.000	Merged-chr7-34389125-149
NR67071--MA0039.3.KLF4	chr8	120276576	120276586	-	0.000	0.000	Merged-chr8-120276586-37
NR12298--MA0740.1.KLF14	chr11	102408672	102408685	-	0.000	0.000	Merged-chr11-102408513-28
NR3251--MA1107.1.KLF9	chr1	155784557	155784569	-	0.000	0.000	Merged-chr1-155784753-78
NR22060--MA0039.3.KLF4	chr14	121101865	121101875	-	0.000	0.000	Merged-chr14-121102033-34
NR52954--MA0599.1.KLF5	chr5	129908535	129908544	-	0.000	0.000	Merged-chr5-129908644-57
NR35272--MA0742.1.Klf12	chr2	25170650	25170664	-	0.000	0.000	Merged-chr2-25170502-21
NR66547--MA0599.1.KLF5	chr8	107031132	107031141	+	0.000	0.000	Merged-chr8-107031400-72
NR20324--MA1107.1.KLF9	chr14	54225387	54225399	+	0.000	0.000	Merged-chr14-54225223-49
NR66886--MA1107.1.KLF9	chr8	117052547	117052559	-	0.000	0.000	Merged-chr8-117052612-3
NR15312--MA0741.1.KLF16	chr12	102469030	102469040	-	0.000	0.000	Merged-chr12-102469248-59
NR28576--MA0741.1.KLF16	chr17	32389410	32389420	+	0.000	0.000	Merged-chr17-32389394-69
NR20994--MA0742.1.Klf12	chr14	73596754	73596768	+	0.000	0.000	Merged-chr14-73596722-14
NR9768--MA1107.1.KLF9	chr11	32221875	32221887	-	0.000	0.000	Merged-chr11-32221759-24
NR56117--MA0657.1.KLF13	chr6	86397183	86397200	+	0.000	0.000	Merged-chr6-86397021-74
NR33620--MA0493.1.Klf1	chr19	29805229	29805239	-	0.000	0.000	Merged-chr19-29805286-18
NR10917--MA0657.1.KLF13	chr11	72221459	72221476	-	0.000	0.000	Merged-chr11-72221533-32
NR41713--MA0599.1.KLF5	chr3	89090080	89090089	-	0.000	0.000	Merged-chr3-89090262-86
NR28442--MA0742.1.Klf12	chr17	29490699	29490713	+	0.000	0.000	Merged-chr17-29490702-78
NR16810--MA0039.3.KLF4	chr13	45917291	45917301	+	0.000	0.000	Merged-chr13-45917473-39
NR65484--MA0599.1.KLF5	chr8	71665733	71665742	-	0.000	0.000	Merged-chr8-71665590-47
NR24074--MA0741.1.KLF16	chr15	84896461	84896471	+	0.000	0.000	Merged-chr15-84896641-45
NR11476--MA0741.1.KLF16	chr11	84880299	84880309	+	0.000	0.000	Merged-chr11-84880218-87
NR52486--MA0657.1.KLF13	chr5	121848896	121848913	-	0.000	0.000	Merged-chr5-121848925-46
NR61204--MA1107.1.KLF9	chr7	80450050	80450062	+	0.000	0.000	Merged-chr7-80450087-44
NR52478--MA0039.3.KLF4	chr5	121564879	121564889	-	0.000	0.000	Merged-chr5-121564703-31
NR51819--MA0493.1.Klf1	chr5	108660815	108660825	-	0.000	0.000	Merged-chr5-108660605-68
NR70713--MA1107.1.KLF9	chr9	108144561	108144573	-	0.000	0.000	Merged-chr9-108144717-30
NR9978--MA0039.3.KLF4	chr11	48826199	48826209	-	0.000	0.000	Merged-chr11-48826360-61
NR47953--MA0742.1.Klf12	chr4	135273015	135273029	+	0.000	0.000	Merged-chr4-135272795-85
NR7821--MA1107.1.KLF9	chr10	94942951	94942963	+	0.000	0.000	Merged-chr10-94942923-6
NR11837--MA0599.1.KLF5	chr11	96065399	96065408	+	0.000	0.000	Merged-chr11-96065187-86
NR53760--MA0740.1.KLF14	chr5	140649145	140649158	+	0.000	0.000	Merged-chr5-140649068-64
NR16045--MA1107.1.KLF9	chr12	118424068	118424080	-	0.000	0.000	Merged-chr12-118424167-25
NR28005--MA0493.1.Klf1	chr17	23829203	23829213	+	0.000	0.000	Merged-chr17-23829127-85
NR19441--MA0599.1.KLF5	chr14	20929261	20929270	-	0.000	0.000	Merged-chr14-20929476-97
NR71472--MA0742.1.Klf12	chr9	122805541	122805555	+	0.000	0.000	Merged-chr9-122805643-54
NR11961--MA1107.1.KLF9	chr11	97830083	97830095	-	0.000	0.000	Merged-chr11-97830087-30
NR23921--MA0493.1.Klf1	chr15	81960936	81960946	-	0.000	0.000	Merged-chr15-81960727-98
NR57498--MA1107.1.KLF9	chr6	125191792	125191804	-	0.000	0.000	Merged-chr6-125191910-87
NR52399--MA0599.1.KLF5	chr5	120116436	120116445	-	0.000	0.000	Merged-chr5-120116585-62
NR33649--MA0741.1.KLF16	chr19	31337345	31337355	-	0.000	0.000	Merged-chr19-31337298-1
NR41034--MA0741.1.KLF16	chr3	52677350	52677360	+	0.000	0.000	Merged-chr3-52677309-55
NR72370--MA0599.1.KLF5	chrX	100625959	100625968	-	0.000	0.000	Merged-chrX-100626026-54
NR33617--MA0740.1.KLF14	chr19	29805226	29805239	-	0.000	0.000	Merged-chr19-29805286-18
NR36755--MA0741.1.KLF16	chr2	75563648	75563658	+	0.000	0.000	Merged-chr2-75563664-35
NR29261--MA0599.1.KLF5	chr17	47924481	47924490	+	0.000	0.000	Merged-chr17-47924706-88
NR69163--MA0599.1.KLF5	chr9	64737643	64737652	-	0.000	0.000	Merged-chr9-64737677-73
NR39814--MA1107.1.KLF9	chr2	170184665	170184677	+	0.000	0.000	Merged-chr2-170184850-70
NR26757--MA0599.1.KLF5	chr16	78375878	78375887	-	0.000	0.000	Merged-chr16-78375798-8
NR32110--MA0599.1.KLF5	chr18	69195889	69195898	+	0.000	0.000	Merged-chr18-69195899-1
NR11999--MA0741.1.KLF16	chr11	98358351	98358361	-	0.000	0.000	Merged-chr11-98358396-75
NR10765--MA0599.1.KLF5	chr11	69401435	69401444	+	0.000	0.000	Merged-chr11-69401473-44
NR11604--MA0741.1.KLF16	chr11	88234189	88234199	-	0.000	0.000	Merged-chr11-88234236-30
NR21086--MA0742.1.Klf12	chr14	75787115	75787129	+	0.000	0.000	Merged-chr14-75786967-70
NR67304--MA0742.1.Klf12	chr8	123411502	123411516	-	0.000	0.000	Merged-chr8-123411565-31
NR45690--MA0740.1.KLF14	chr4	59278594	59278607	-	0.000	0.000	Merged-chr4-59278599-46
NR33732--MA0493.1.Klf1	chr19	34922325	34922335	+	0.000	0.000	Merged-chr19-34922079-98
NR63651--MA0741.1.KLF16	chr7	141092513	141092523	-	0.000	0.000	Merged-chr7-141092549-31
NR68376--MA0039.3.KLF4	chr9	42249263	42249273	+	0.000	0.000	Merged-chr9-42249420-32
NR4217--MA0599.1.KLF5	chr1	180256289	180256298	+	0.000	0.000	Merged-chr1-180256121-75
NR36577--MA0599.1.KLF5	chr2	71786875	71786884	-	0.000	0.000	Merged-chr2-71787122-109
NR15855--MA1107.1.KLF9	chr12	112877718	112877730	+	0.000	0.000	Merged-chr12-112877740-16
NR5215--MA0740.1.KLF14	chr10	12888491	12888504	-	0.000	0.000	Merged-chr10-12888601-47
NR35754--MA0740.1.KLF14	chr2	32757203	32757216	-	0.000	0.000	Merged-chr2-32757365-75
NR67637--MA0599.1.KLF5	chr8	128654940	128654949	-	0.000	0.000	Merged-chr8-128654839-29
NR16852--MA0599.1.KLF5	chr13	48546595	48546604	+	0.000	0.000	Merged-chr13-48546690-1
NR51764--MA0741.1.KLF16	chr5	107303701	107303711	+	0.000	0.000	Merged-chr5-107303598-32
NR20637--MA0741.1.KLF16	chr14	61556995	61557005	-	0.000	0.000	Merged-chr14-61556804-76
NR24810--MA0599.1.KLF5	chr15	100747313	100747322	+	0.000	0.000	Merged-chr15-100747446-44
NR68018--MA0039.3.KLF4	chr9	22389116	22389126	+	0.000	0.000	Merged-chr9-22389046-86
NR592--MA0742.1.Klf12	chr1	40465603	40465617	-	0.000	0.000	Merged-chr1-40465740-44
NR59464--MA0599.1.KLF5	chr7	25000903	25000912	+	0.000	0.000	Merged-chr7-25000756-34
NR20334--MA0740.1.KLF14	chr14	54517534	54517547	-	0.000	0.000	Merged-chr14-54517551-43
NR23366--MA0493.1.Klf1	chr15	73169064	73169074	-	0.000	0.000	Merged-chr15-73169118-30
NR51645--MA0599.1.KLF5	chr5	103439282	103439291	+	0.000	0.000	Merged-chr5-103439387-46
NR13470--MA0741.1.KLF16	chr12	8829810	8829820	-	0.000	0.000	Merged-chr12-8829730-25
NR54155--MA0741.1.KLF16	chr5	146655615	146655625	-	0.000	0.000	Merged-chr5-146655552-37
NR67618--MA1107.1.KLF9	chr8	128421100	128421112	-	0.000	0.000	Merged-chr8-128420826-46
NR18175--MA0740.1.KLF14	chr13	98692030	98692043	-	0.000	0.000	Merged-chr13-98692096-35
NR56735--MA1107.1.KLF9	chr6	100834011	100834023	-	0.000	0.000	Merged-chr6-100833859-73
NR68072--MA1107.1.KLF9	chr9	27044022	27044034	-	0.000	0.000	Merged-chr9-27044000-29
NR2442--MA0741.1.KLF16	chr1	131911153	131911163	+	0.000	0.000	Merged-chr1-131910847-123
NR26733--MA0039.3.KLF4	chr16	77358703	77358713	-	0.000	0.000	Merged-chr16-77358770-12
NR20557--MA1107.1.KLF9	chr14	59260182	59260194	-	0.000	0.000	Merged-chr14-59260253-45
NR57732--MA0599.1.KLF5	chr6	128962318	128962327	-	0.000	0.000	Merged-chr6-128962247-24
NR10075--MA0493.1.Klf1	chr11	51584741	51584751	+	0.000	0.000	Merged-chr11-51584682-72
NR51411--MA1107.1.KLF9	chr5	97983336	97983348	+	0.000	0.000	Merged-chr5-97983447-49
NR48768--MA1107.1.KLF9	chr4	149871922	149871934	-	0.000	0.000	Merged-chr4-149871771-25
NR28161--MA1107.1.KLF9	chr17	26508551	26508563	-	0.000	0.000	Merged-chr17-26508450-149
NR11039--MA1107.1.KLF9	chr11	75410436	75410448	+	0.000	0.000	Merged-chr11-75410293-22
NR37957--MA0740.1.KLF14	chr2	121008393	121008406	-	0.000	0.000	Merged-chr2-121008420-56
NR53301--MA0741.1.KLF16	chr5	135106840	135106850	-	0.000	0.000	Merged-chr5-135106892-30
NR14367--MA0657.1.KLF13	chr12	69228210	69228227	+	0.000	0.000	Merged-chr12-69228126-55
NR55404--MA0493.1.Klf1	chr6	51533557	51533567	+	0.000	0.000	Merged-chr6-51533616-16
NR35438--MA0741.1.KLF16	chr2	27009866	27009876	+	0.000	0.000	Merged-chr2-27009935-56
NR8876--MA0741.1.KLF16	chr10	127171225	127171235	+	0.000	0.000	Merged-chr10-127171039-48
NR45240--MA0742.1.Klf12	chr4	45018581	45018595	-	0.000	0.000	Merged-chr4-45018744-59
NR52953--MA1107.1.KLF9	chr5	129787251	129787263	-	0.000	0.000	Merged-chr5-129787253-58
NR66685--MA0657.1.KLF13	chr8	111522203	111522220	+	0.000	0.000	Merged-chr8-111522128-54
NR47490--MA1107.1.KLF9	chr4	129640809	129640821	+	0.000	0.000	Merged-chr4-129640903-73
NR53950--MA0599.1.KLF5	chr5	142926603	142926612	-	0.000	0.000	Merged-chr5-142926803-39
NR10379--MA0740.1.KLF14	chr11	58994640	58994653	-	0.000	0.000	Merged-chr11-58994584-23
NR71337--MA0039.3.KLF4	chr9	119976746	119976756	-	0.000	0.000	Merged-chr9-119976919-4
NR60454--MA0039.3.KLF4	chr7	45866112	45866122	-	0.000	0.000	Merged-chr7-45866346-53
NR70861--MA0741.1.KLF16	chr9	110896831	110896841	-	0.000	0.000	Merged-chr9-110896831-29
NR11171--MA0741.1.KLF16	chr11	77607851	77607861	+	0.000	0.000	Merged-chr11-77607706-105
NR44168--MA0740.1.KLF14	chr3	152943182	152943195	+	0.000	0.000	Merged-chr3-152943273-41
NR8375--MA0599.1.KLF5	chr10	117627737	117627746	+	0.000	0.000	Merged-chr10-117627744-48
NR28203--MA0742.1.Klf12	chr17	27057243	27057257	-	0.000	0.000	Merged-chr17-27057230-71
NR31150--MA0599.1.KLF5	chr18	33213962	33213971	+	0.000	0.000	Merged-chr18-33213882-74
NR34979--MA0741.1.KLF16	chr2	15055263	15055273	-	0.000	0.000	Merged-chr2-15055346-111
NR71052--MA0599.1.KLF5	chr9	114688712	114688721	+	0.000	0.000	Merged-chr9-114688906-75
NR19761--MA0741.1.KLF16	chr14	30675195	30675205	-	0.000	0.000	Merged-chr14-30675172-26
NR71391--MA1107.1.KLF9	chr9	120933785	120933797	-	0.000	0.000	Merged-chr9-120933586-62
NR68601--MA0493.1.Klf1	chr9	48795124	48795134	-	0.000	0.000	Merged-chr9-48795268-19
NR9248--MA0742.1.Klf12	chr11	5065322	5065336	+	0.000	0.000	Merged-chr11-5065285-49
NR63831--MA0039.3.KLF4	chr7	143501136	143501146	+	0.000	0.000	Merged-chr7-143501142-12
NR66551--MA0493.1.Klf1	chr8	107031209	107031219	+	0.000	0.000	Merged-chr8-107031400-72
NR53553--MA0741.1.KLF16	chr5	137749332	137749342	+	0.000	0.000	Merged-chr5-137749459-31
NR2721--MA1107.1.KLF9	chr1	136707561	136707573	-	0.000	0.000	Merged-chr1-136707647-26
NR12237--MA0493.1.Klf1	chr11	101448390	101448400	-	0.000	0.000	Merged-chr11-101448490-55
NR63761--MA0599.1.KLF5	chr7	142354082	142354091	+	0.000	0.000	Merged-chr7-142354183-49
NR71033--MA1107.1.KLF9	chr9	114546942	114546954	-	0.000	0.000	Merged-chr9-114546935-29
NR30477--MA0741.1.KLF16	chr17	84064031	84064041	+	0.000	0.000	Merged-chr17-84064049-48
NR30650--MA0740.1.KLF14	chr17	87974944	87974957	+	0.000	0.000	Merged-chr17-87975056-71
NR62406--MA1107.1.KLF9	chr7	118740236	118740248	-	0.000	0.000	Merged-chr7-118740082-2
NR28610--MA0599.1.KLF5	chr17	33555664	33555673	+	0.000	0.000	Merged-chr17-33555665-46
NR41176--MA0599.1.KLF5	chr3	60481959	60481968	+	0.000	0.000	Merged-chr3-60481860-56
NR38401--MA0741.1.KLF16	chr2	132511677	132511687	-	0.000	0.000	Merged-chr2-132511544-14
NR25803--MA0741.1.KLF16	chr16	32914456	32914466	-	0.000	0.000	Merged-chr16-32914306-67
NR72793--MA0741.1.KLF16	chrX	159371956	159371966	+	0.000	0.000	Merged-chrX-159372105-81
NR11827--MA1107.1.KLF9	chr11	95714003	95714015	+	0.000	0.000	Merged-chr11-95714089-14
NR52520--MA0599.1.KLF5	chr5	122430273	122430282	+	0.000	0.000	Merged-chr5-122430278-22
NR69447--MA0740.1.KLF14	chr9	72662397	72662410	+	0.000	0.000	Merged-chr9-72662335-52
NR47548--MA0039.3.KLF4	chr4	130017256	130017266	+	0.000	0.000	Merged-chr4-130017376-16
NR9141--MA0740.1.KLF14	chr11	4096714	4096727	-	0.000	0.000	Merged-chr11-4096720-48
NR58216--MA0039.3.KLF4	chr6	140314168	140314178	+	0.000	0.000	Merged-chr6-140314075-23
NR72912--MA0599.1.KLF5	chrX	164028028	164028037	+	0.000	0.000	Merged-chrX-164027993-42
NR12824--MA0599.1.KLF5	chr11	115276995	115277004	+	0.000	0.000	Merged-chr11-115277112-67
NR52726--MA0599.1.KLF5	chr5	124862492	124862501	-	0.000	0.000	Merged-chr5-124862344-168
NR37639--MA1107.1.KLF9	chr2	112510345	112510357	-	0.000	0.000	Merged-chr2-112510265-49
NR4865--MA0740.1.KLF14	chr1	192092619	192092632	-	0.000	0.000	Merged-chr1-192092599-105
NR56842--MA0039.3.KLF4	chr6	108512317	108512327	-	0.000	0.000	Merged-chr6-108512233-21
NR35926--MA0599.1.KLF5	chr2	36230473	36230482	-	0.000	0.000	Merged-chr2-36230505-28
NR36380--MA0599.1.KLF5	chr2	61635309	61635318	+	0.000	0.000	Merged-chr2-61635446-9
NR59562--MA0493.1.Klf1	chr7	25689340	25689350	+	0.000	0.000	Merged-chr7-25689415-98
NR60306--MA0741.1.KLF16	chr7	44589259	44589269	+	0.000	0.000	Merged-chr7-44589309-11
NR10210--MA0599.1.KLF5	chr11	53810334	53810343	-	0.000	0.000	Merged-chr11-53810428-22
NR24531--MA0740.1.KLF14	chr15	96699801	96699814	+	0.000	0.000	Merged-chr15-96699959-14
NR35711--MA0599.1.KLF5	chr2	32312387	32312396	+	0.000	0.000	Merged-chr2-32312482-34
NR39644--MA0742.1.Klf12	chr2	167421643	167421657	+	0.000	0.000	Merged-chr2-167421787-62
NR59482--MA0599.1.KLF5	chr7	25155910	25155919	+	0.000	0.000	Merged-chr7-25155994-40
NR58813--MA0599.1.KLF5	chr7	4659032	4659041	+	0.000	0.000	Merged-chr7-4658968-69
NR58986--MA0740.1.KLF14	chr7	13278826	13278839	+	0.000	0.000	Merged-chr7-13278795-76
NR71019--MA0741.1.KLF16	chr9	114401075	114401085	-	0.000	0.000	Merged-chr9-114401306-81
NR53704--MA0599.1.KLF5	chr5	140331921	140331930	+	0.000	0.000	Merged-chr5-140332004-70
NR11967--MA0599.1.KLF5	chr11	98019400	98019409	-	0.000	0.000	Merged-chr11-98019407-17
NR27058--MA1107.1.KLF9	chr16	91918043	91918055	-	0.000	0.000	Merged-chr16-91917917-41
NR51869--MA0599.1.KLF5	chr5	110448585	110448594	+	0.000	0.000	Merged-chr5-110448541-117
NR35244--MA0740.1.KLF14	chr2	24935196	24935209	+	0.000	0.000	Merged-chr2-24935171-110
NR11752--MA0599.1.KLF5	chr11	94601905	94601914	-	0.000	0.000	Merged-chr11-94601858-52
NR26976--MA0493.1.Klf1	chr16	90810575	90810585	-	0.000	0.000	Merged-chr16-90810372-70
NR51654--MA0599.1.KLF5	chr5	103592935	103592944	-	0.000	0.000	Merged-chr5-103593044-23
NR10840--MA0741.1.KLF16	chr11	70239856	70239866	-	0.000	0.000	Merged-chr11-70239985-43
NR12143--MA0493.1.Klf1	chr11	100412046	100412056	-	0.000	0.000	Merged-chr11-100411934-13
NR28175--MA0741.1.KLF16	chr17	26715507	26715517	+	0.000	0.000	Merged-chr17-26715575-5
NR22815--MA0742.1.Klf12	chr15	43282782	43282796	+	0.000	0.000	Merged-chr15-43282649-75
NR10488--MA0740.1.KLF14	chr11	60931875	60931888	-	0.000	0.000	Merged-chr11-60932010-53
NR69699--MA0740.1.KLF14	chr9	78588153	78588166	-	0.000	0.000	Merged-chr9-78588077-71
NR69304--MA0740.1.KLF14	chr9	67840237	67840250	+	0.000	0.000	Merged-chr9-67840387-69
NR34854--MA0599.1.KLF5	chr2	11187424	11187433	-	0.000	0.000	Merged-chr2-11187260-69
NR736--MA0599.1.KLF5	chr1	52500485	52500494	+	0.000	0.000	Merged-chr1-52500431-96
NR38199--MA0742.1.Klf12	chr2	128470704	128470718	-	0.000	0.000	Merged-chr2-128470524-44
NR63873--MA0599.1.KLF5	chr7	143830020	143830029	-	0.000	0.000	Merged-chr7-143830009-91
NR18239--MA0741.1.KLF16	chr13	100492397	100492407	+	0.000	0.000	Merged-chr13-100492434-78
NR49637--MA0741.1.KLF16	chr5	24451820	24451830	-	0.000	0.000	Merged-chr5-24452045-102
NR39061--MA0740.1.KLF14	chr2	154408094	154408107	-	0.000	0.000	Merged-chr2-154408006-43
NR20566--MA1107.1.KLF9	chr14	59441020	59441032	-	0.000	0.000	Merged-chr14-59440946-75
NR53577--MA0039.3.KLF4	chr5	138172031	138172041	+	0.000	0.000	Merged-chr5-138171798-117
NR65820--MA0741.1.KLF16	chr8	83997048	83997058	+	0.000	0.000	Merged-chr8-83997144-69
NR11346--MA0741.1.KLF16	chr11	80081054	80081064	-	0.000	0.000	Merged-chr11-80080950-54
NR47957--MA0741.1.KLF16	chr4	135273016	135273026	+	0.000	0.000	Merged-chr4-135272795-85
NR16256--MA0740.1.KLF14	chr13	17943969	17943982	+	0.000	0.000	Merged-chr13-17943897-84
NR24215--MA0741.1.KLF16	chr15	88862134	88862144	+	0.000	0.000	Merged-chr15-88862154-76
NR21099--MA0742.1.Klf12	chr14	76001934	76001948	-	0.000	0.000	Merged-chr14-76001968-11
NR32742--MA0741.1.KLF16	chr18	84859619	84859629	+	0.000	0.000	Merged-chr18-84859622-32
NR26662--MA1107.1.KLF9	chr16	75909020	75909032	-	0.000	0.000	Merged-chr16-75909090-59
NR52497--MA0742.1.Klf12	chr5	122209816	122209830	+	0.000	0.000	Merged-chr5-122209892-38
NR70631--MA0742.1.Klf12	chr9	106685821	106685835	+	0.000	0.000	Merged-chr9-106685635-87
NR53391--MA0741.1.KLF16	chr5	135778391	135778401	-	0.000	0.000	Merged-chr5-135778496-71
NR37923--MA0740.1.KLF14	chr2	119897331	119897344	+	0.000	0.000	Merged-chr2-119897563-82
NR69274--MA1107.1.KLF9	chr9	66910889	66910901	-	0.000	0.000	Merged-chr9-66910913-26
NR68006--MA0741.1.KLF16	chr9	22155912	22155922	+	0.000	0.000	Merged-chr9-22155812-33
NR53292--MA0599.1.KLF5	chr5	135078251	135078260	+	0.000	0.000	Merged-chr5-135078281-44
NR59889--MA0493.1.Klf1	chr7	30051484	30051494	-	0.000	0.000	Merged-chr7-30051314-49
NR10537--MA0599.1.KLF5	chr11	61762114	61762123	-	0.000	0.000	Merged-chr11-61762062-61
NR30857--MA0741.1.KLF16	chr18	6240736	6240746	-	0.000	0.000	Merged-chr18-6240827-1
NR12501--MA0740.1.KLF14	chr11	106536355	106536368	+	0.000	0.000	Merged-chr11-106536245-61
NR63192--MA0493.1.Klf1	chr7	132576463	132576473	+	0.000	0.000	Merged-chr7-132576269-107
NR11197--MA0599.1.KLF5	chr11	78165590	78165599	-	0.000	0.000	Merged-chr11-78165557-54
NR32212--MA1107.1.KLF9	chr18	73816991	73817003	+	0.000	0.000	Merged-chr18-73816843-39
NR26081--MA0741.1.KLF16	chr16	44173593	44173603	+	0.000	0.000	Merged-chr16-44173749-3
NR41743--MA0740.1.KLF14	chr3	89459203	89459216	+	0.000	0.000	Merged-chr3-89459176-81
NR60114--MA0039.3.KLF4	chr7	37978643	37978653	+	0.000	0.000	Merged-chr7-37978660-9
NR48329--MA0742.1.Klf12	chr4	140986878	140986892	-	0.000	0.000	Merged-chr4-140986955-63
NR53816--MA0599.1.KLF5	chr5	140992699	140992708	-	0.000	0.000	Merged-chr5-140992576-52
NR62782--MA1107.1.KLF9	chr7	127091395	127091407	+	0.000	0.000	Merged-chr7-127091307-65
NR722--MA0493.1.Klf1	chr1	52011443	52011453	-	0.000	0.000	Merged-chr1-52011364-58
NR54207--MA0493.1.Klf1	chr5	147431247	147431257	-	0.000	0.000	Merged-chr5-147431237-9
NR9316--MA0740.1.KLF14	chr11	6415815	6415828	-	0.000	0.000	Merged-chr11-6415741-2
NR70498--MA0039.3.KLF4	chr9	103708547	103708557	-	0.000	0.000	Merged-chr9-103708759-48
NR3275--MA0599.1.KLF5	chr1	156474388	156474397	+	0.000	0.000	Merged-chr1-156474258-59
NR11598--MA0741.1.KLF16	chr11	88204245	88204255	+	0.000	0.000	Merged-chr11-88204255-77
NR56650--MA1107.1.KLF9	chr6	99401973	99401985	+	0.000	0.000	Merged-chr6-99401904-51
NR11869--MA0741.1.KLF16	chr11	96916553	96916563	+	0.000	0.000	Merged-chr11-96916500-59
NR42238--MA1107.1.KLF9	chr3	100421692	100421704	+	0.000	0.000	Merged-chr3-100421832-10
NR24738--MA0741.1.KLF16	chr15	99702511	99702521	-	0.000	0.000	Merged-chr15-99702299-64
NR47663--MA0657.1.KLF13	chr4	132329586	132329603	-	0.000	0.000	Merged-chr4-132329492-60
