#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR1063--MA0089.1.MAFG::NFE2L1	chr1	189085413	189085418	-	0.000	0.000	Merged-chr1-189085418-26
NR1281--MA0591.1.Bach1::Mafk	chr10	21659612	21659626	+	0.000	0.000	Merged-chr10-21659696-16
NR6551--MA0117.2.Mafb	chr18	64516559	64516570	-	0.000	0.000	Merged-chr18-64516532-71
NR7070--MA0496.2.MAFK	chr2	27693884	27693902	+	0.000	0.000	Merged-chr2-27693880-30
NR13385--MA0591.1.Bach1::Mafk	chr9	99243186	99243200	+	0.000	0.000	Merged-chr9-99243262-100
NR13203--MA0089.1.MAFG::NFE2L1	chr9	74975993	74975998	+	0.000	0.000	Merged-chr9-74976047-58
NR7267--MA0089.1.MAFG::NFE2L1	chr2	60504867	60504872	-	0.000	0.000	Merged-chr2-60505033-24
NR2473--MA0591.1.Bach1::Mafk	chr11	120353799	120353813	-	0.000	0.000	Merged-chr11-120353921-57
NR2294--MA0089.1.MAFG::NFE2L1	chr11	68447539	68447544	+	0.000	0.000	Merged-chr11-68447453-15
NR1282--MA0501.1.MAF::NFE2	chr10	21659615	21659629	+	0.000	0.000	Merged-chr10-21659696-16
NR6801--MA0089.1.MAFG::NFE2L1	chr19	21144874	21144879	+	0.000	0.000	Merged-chr19-21144812-47
NR4655--MA0089.1.MAFG::NFE2L1	chr15	25670084	25670089	-	0.000	0.000	Merged-chr15-25669965-15
NR11144--MA0089.1.MAFG::NFE2L1	chr6	72993388	72993393	-	0.000	0.000	Merged-chr6-72993527-59
NR2496--MA0089.1.MAFG::NFE2L1	chr12	4907324	4907329	+	0.000	0.000	Merged-chr12-4907481-74
NR13664--MA0591.1.Bach1::Mafk	chrX	101222250	101222264	+	0.000	0.000	Merged-chrX-101222420-75
NR9724--MA0591.1.Bach1::Mafk	chr4	130900053	130900067	-	0.000	0.000	Merged-chr4-130900085-53
NR12751--MA0591.1.Bach1::Mafk	chr8	84011547	84011561	+	0.000	0.000	Merged-chr8-84011629-75
NR1590--MA0659.1.MAFG	chr10	67512298	67512318	+	0.000	0.000	Merged-chr10-67512381-13
NR4235--MA0496.2.MAFK	chr14	64434221	64434239	+	0.000	0.000	Merged-chr14-64434245-45
NR6341--MA0659.1.MAFG	chr18	33060132	33060152	+	0.000	0.000	Merged-chr18-33060171-12
NR5256--MA0591.1.Bach1::Mafk	chr16	32972771	32972785	+	0.000	0.000	Merged-chr16-32972762-21
NR298--MA0591.1.Bach1::Mafk	chr1	65186475	65186489	+	0.000	0.000	Merged-chr1-65186701-72
NR8604--MA0495.2.MAFF	chr3	98030692	98030712	+	0.000	0.000	Merged-chr3-98030658-2
NR3971--MA0117.2.Mafb	chr14	17414430	17414441	-	0.000	0.000	Merged-chr14-17414498-32
NR10130--MA0495.2.MAFF	chr5	43425120	43425140	-	0.000	0.000	Merged-chr5-43425059-17
NR4957--MA0089.1.MAFG::NFE2L1	chr15	81131302	81131307	+	0.000	0.000	Merged-chr15-81131354-10
NR13101--MA0089.1.MAFG::NFE2L1	chr9	32713441	32713446	-	0.000	0.000	Merged-chr9-32713353-6
NR2366--MA0591.1.Bach1::Mafk	chr11	95356972	95356986	-	0.000	0.000	Merged-chr11-95356897-59
NR7939--MA0496.2.MAFK	chr2	173749173	173749191	-	0.000	0.000	Merged-chr2-173749391-11
NR493--MA0089.1.MAFG::NFE2L1	chr1	90128190	90128195	+	0.000	0.000	Merged-chr1-90128117-1
NR5325--MA0496.2.MAFK	chr16	50737728	50737746	+	0.000	0.000	Merged-chr16-50737708-13
NR9189--MA0591.1.Bach1::Mafk	chr4	33031345	33031359	+	0.000	0.000	Merged-chr4-33031419-61
NR5407--MA0089.1.MAFG::NFE2L1	chr16	57634365	57634370	+	0.000	0.000	Merged-chr16-57634391-20
NR3281--MA0591.1.Bach1::Mafk	chr13	41249758	41249772	-	0.000	0.000	Merged-chr13-41249879-71
NR2204--MA0089.1.MAFG::NFE2L1	chr11	35842164	35842169	-	0.000	0.000	Merged-chr11-35842054-42
NR8598--MA0591.1.Bach1::Mafk	chr3	96269598	96269612	+	0.000	0.000	Merged-chr3-96269426-97
NR8837--MA0495.2.MAFF	chr3	136686690	136686710	+	0.000	0.000	Merged-chr3-136686664-13
NR13391--MA0089.1.MAFG::NFE2L1	chr9	100670381	100670386	+	0.000	0.000	Merged-chr9-100670398-2
NR6914--MA0089.1.MAFG::NFE2L1	chr2	6711263	6711268	+	0.000	0.000	Merged-chr2-6711188-63
NR322--MA0117.2.Mafb	chr1	67181191	67181202	-	0.000	0.000	Merged-chr1-67181322-10
NR5811--MA0659.1.MAFG	chr17	27755570	27755590	+	0.000	0.000	Merged-chr17-27755639-7
NR11690--MA0495.2.MAFF	chr7	13038281	13038301	-	0.000	0.000	Merged-chr7-13038148-88
NR7655--MA0659.1.MAFG	chr2	135748539	135748559	+	0.000	0.000	Merged-chr2-135748609-5
NR997--MA0089.1.MAFG::NFE2L1	chr1	179578778	179578783	-	0.000	0.000	Merged-chr1-179578897-31
NR302--MA0496.2.MAFK	chr1	65186473	65186491	-	0.000	0.000	Merged-chr1-65186701-72
NR2506--MA0089.1.MAFG::NFE2L1	chr12	8817902	8817907	-	0.000	0.000	Merged-chr12-8817903-12
NR2407--MA0117.2.Mafb	chr11	104609484	104609495	-	0.000	0.000	Merged-chr11-104609685-47
NR3059--MA0089.1.MAFG::NFE2L1	chr13	4771659	4771664	+	0.000	0.000	Merged-chr13-4771617-34
NR12988--MA0659.1.MAFG	chr8	128596686	128596706	-	0.000	0.000	Merged-chr8-128596588-1
NR10490--MA0089.1.MAFG::NFE2L1	chr5	114773548	114773553	-	0.000	0.000	Merged-chr5-114773401-70
NR5596--MA0117.2.Mafb	chr16	88194635	88194646	+	0.000	0.000	Merged-chr16-88194687-2
NR13705--MA0089.1.MAFG::NFE2L1	chrX	135753065	135753070	+	0.000	0.000	Merged-chrX-135752954-36
NR11624--MA0591.1.Bach1::Mafk	chr6	144679049	144679063	-	0.000	0.000	Merged-chr6-144679049-11
NR6330--MA0496.2.MAFK	chr18	32311874	32311892	-	0.000	0.000	Merged-chr18-32311918-36
NR900--MA0659.1.MAFG	chr1	165828808	165828828	-	0.000	0.000	Merged-chr1-165828679-59
NR10802--MA0495.2.MAFF	chr6	17629864	17629884	+	0.000	0.000	Merged-chr6-17630018-29
NR4868--MA0089.1.MAFG::NFE2L1	chr15	65731469	65731474	-	0.000	0.000	Merged-chr15-65731476-9
NR6910--MA0659.1.MAFG	chr2	6478400	6478420	-	0.000	0.000	Merged-chr2-6478572-51
NR11733--MA0089.1.MAFG::NFE2L1	chr7	19360001	19360006	-	0.000	0.000	Merged-chr7-19359775-64
NR7888--MA0501.1.MAF::NFE2	chr2	167840485	167840499	+	0.000	0.000	Merged-chr2-167840232-36
NR5797--MA0089.1.MAFG::NFE2L1	chr17	24669586	24669591	-	0.000	0.000	Merged-chr17-24669740-50
NR278--MA0591.1.Bach1::Mafk	chr1	60941244	60941258	-	0.000	0.000	Merged-chr1-60941237-49
NR12990--MA0496.2.MAFK	chr8	128596687	128596705	-	0.000	0.000	Merged-chr8-128596588-1
NR8299--MA0591.1.Bach1::Mafk	chr3	52638885	52638899	+	0.000	0.000	Merged-chr3-52638981-9
NR6738--MA0089.1.MAFG::NFE2L1	chr19	4811407	4811412	+	0.000	0.000	Merged-chr19-4811476-80
NR4620--MA0501.1.MAF::NFE2	chr15	18821595	18821609	-	0.000	0.000	Merged-chr15-18821535-37
NR11517--MA0591.1.Bach1::Mafk	chr6	134615224	134615238	+	0.000	0.000	Merged-chr6-134615220-54
NR11473--MA0659.1.MAFG	chr6	130029867	130029887	+	0.000	0.000	Merged-chr6-130029953-23
NR8552--MA0501.1.MAF::NFE2	chr3	89912855	89912869	+	0.000	0.000	Merged-chr3-89912987-87
NR2336--MA0659.1.MAFG	chr11	83011046	83011066	+	0.000	0.000	Merged-chr11-83011014-13
NR9739--MA0089.1.MAFG::NFE2L1	chr4	136071687	136071692	+	0.000	0.000	Merged-chr4-136071476-30
NR3607--MA0496.2.MAFK	chr13	92636942	92636960	-	0.000	0.000	Merged-chr13-92636983-54
NR13038--MA0089.1.MAFG::NFE2L1	chr9	14884878	14884883	+	0.000	0.000	Merged-chr9-14884942-24
NR2343--MA0495.2.MAFF	chr11	87074101	87074121	-	0.000	0.000	Merged-chr11-87073947-35
NR793--MA0089.1.MAFG::NFE2L1	chr1	145038412	145038417	-	0.000	0.000	Merged-chr1-145038249-1
NR5935--MA0495.2.MAFF	chr17	52312185	52312205	+	0.000	0.000	Merged-chr17-52312219-8
NR2474--MA0501.1.MAF::NFE2	chr11	120353796	120353810	-	0.000	0.000	Merged-chr11-120353921-57
NR5216--MA0089.1.MAFG::NFE2L1	chr16	23844853	23844858	+	0.000	0.000	Merged-chr16-23844946-41
NR8535--MA0659.1.MAFG	chr3	88297140	88297160	+	0.000	0.000	Merged-chr3-88296987-90
NR13501--MA0089.1.MAFG::NFE2L1	chr9	121985254	121985259	+	0.000	0.000	Merged-chr9-121985208-26
NR7000--MA0495.2.MAFF	chr2	16568168	16568188	-	0.000	0.000	Merged-chr2-16568402-24
NR8506--MA0089.1.MAFG::NFE2L1	chr3	81383307	81383312	-	0.000	0.000	Merged-chr3-81383374-1
NR10513--MA0089.1.MAFG::NFE2L1	chr5	119359974	119359979	-	0.000	0.000	Merged-chr5-119360019-16
NR5937--MA0659.1.MAFG	chr17	52312185	52312205	+	0.000	0.000	Merged-chr17-52312219-8
NR11442--MA0089.1.MAFG::NFE2L1	chr6	125215542	125215547	-	0.000	0.000	Merged-chr6-125215615-63
NR5067--MA0591.1.Bach1::Mafk	chr15	102376995	102377009	-	0.000	0.000	Merged-chr15-102377119-58
NR12214--MA0659.1.MAFG	chr7	112369096	112369116	-	0.000	0.000	Merged-chr7-112369142-36
NR8179--MA0496.2.MAFK	chr3	28031827	28031845	+	0.000	0.000	Merged-chr3-28031945-16
NR2466--MA0659.1.MAFG	chr11	117878437	117878457	-	0.000	0.000	Merged-chr11-117878483-30
NR2267--MA0501.1.MAF::NFE2	chr11	60353048	60353062	-	0.000	0.000	Merged-chr11-60353018-61
NR125--MA0089.1.MAFG::NFE2L1	chr1	23321408	23321413	-	0.000	0.000	Merged-chr1-23321414-28
NR8987--MA0117.2.Mafb	chr3	153835807	153835818	+	0.000	0.000	Merged-chr3-153835875-30
NR5027--MA0089.1.MAFG::NFE2L1	chr15	93298315	93298320	+	0.000	0.000	Merged-chr15-93298411-30
NR13414--MA0495.2.MAFF	chr9	108156924	108156944	-	0.000	0.000	Merged-chr9-108157018-18
NR2390--MA0089.1.MAFG::NFE2L1	chr11	98939737	98939742	+	0.000	0.000	Merged-chr11-98939717-1
NR8808--MA0089.1.MAFG::NFE2L1	chr3	132684128	132684133	-	0.000	0.000	Merged-chr3-132684136-80
NR3518--MA0591.1.Bach1::Mafk	chr13	83566392	83566406	-	0.000	0.000	Merged-chr13-83566220-57
NR1676--MA0089.1.MAFG::NFE2L1	chr10	80999949	80999954	-	0.000	0.000	Merged-chr10-81000017-24
NR6344--MA0496.2.MAFK	chr18	33060133	33060151	-	0.000	0.000	Merged-chr18-33060171-12
NR1185--MA0089.1.MAFG::NFE2L1	chr10	13967562	13967567	+	0.000	0.000	Merged-chr10-13967586-131
NR9222--MA0501.1.MAF::NFE2	chr4	40285606	40285620	-	0.000	0.000	Merged-chr4-40285687-24
NR2156--MA0501.1.MAF::NFE2	chr11	20553188	20553202	+	0.000	0.000	Merged-chr11-20553238-64
NR12777--MA0591.1.Bach1::Mafk	chr8	88691840	88691854	-	0.000	0.000	Merged-chr8-88691882-89
NR5055--MA0117.2.Mafb	chr15	99336176	99336187	+	0.000	0.000	Merged-chr15-99336095-27
NR7602--MA0591.1.Bach1::Mafk	chr2	128159201	128159215	-	0.000	0.000	Merged-chr2-128159167-18
NR11017--MA0659.1.MAFG	chr6	57583829	57583849	+	0.000	0.000	Merged-chr6-57584006-3
NR2339--MA0495.2.MAFF	chr11	86579076	86579096	+	0.000	0.000	Merged-chr11-86579142-38
NR10764--MA0501.1.MAF::NFE2	chr6	13665763	13665777	+	0.000	0.000	Merged-chr6-13665845-9
NR4935--MA0501.1.MAF::NFE2	chr15	77820081	77820095	+	0.000	0.000	Merged-chr15-77820208-30
NR7967--MA0089.1.MAFG::NFE2L1	chr2	177398305	177398310	+	0.000	0.000	Merged-chr2-177398378-54
NR8896--MA0089.1.MAFG::NFE2L1	chr3	143915113	143915118	+	0.000	0.000	Merged-chr3-143914964-9
NR10713--MA0089.1.MAFG::NFE2L1	chr6	6217169	6217174	-	0.000	0.000	Merged-chr6-6217012-81
NR6432--MA0089.1.MAFG::NFE2L1	chr18	46013384	46013389	-	0.000	0.000	Merged-chr18-46013388-48
NR5814--MA0496.2.MAFK	chr17	27755571	27755589	+	0.000	0.000	Merged-chr17-27755639-7
NR11254--MA0117.2.Mafb	chr6	98632867	98632878	+	0.000	0.000	Merged-chr6-98632758-43
NR7475--MA0495.2.MAFF	chr2	103632772	103632792	+	0.000	0.000	Merged-chr2-103632734-49
NR3972--MA0591.1.Bach1::Mafk	chr14	17414424	17414438	+	0.000	0.000	Merged-chr14-17414498-32
NR13758--MA0501.1.MAF::NFE2	chrX	167318948	167318962	+	0.000	0.000	Merged-chrX-167319032-24
NR9722--MA0089.1.MAFG::NFE2L1	chr4	130045944	130045949	-	0.000	0.000	Merged-chr4-130045793-53
NR7563--MA0089.1.MAFG::NFE2L1	chr2	121572115	121572120	-	0.000	0.000	Merged-chr2-121571994-29
NR10639--MA0089.1.MAFG::NFE2L1	chr5	147448722	147448727	-	0.000	0.000	Merged-chr5-147448805-80
NR10900--MA0089.1.MAFG::NFE2L1	chr6	34995396	34995401	+	0.000	0.000	Merged-chr6-34995319-60
NR5880--MA0089.1.MAFG::NFE2L1	chr17	35969930	35969935	-	0.000	0.000	Merged-chr17-35969818-62
NR3040--MA0089.1.MAFG::NFE2L1	chr12	117185866	117185871	+	0.000	0.000	Merged-chr12-117186016-1
NR6911--MA0501.1.MAF::NFE2	chr2	6478400	6478414	-	0.000	0.000	Merged-chr2-6478572-51
NR11714--MA0591.1.Bach1::Mafk	chr7	16314090	16314104	+	0.000	0.000	Merged-chr7-16314036-50
NR5078--MA0659.1.MAFG	chr16	4475219	4475239	+	0.000	0.000	Merged-chr16-4475244-54
NR6755--MA0591.1.Bach1::Mafk	chr19	8997799	8997813	+	0.000	0.000	Merged-chr19-8997882-60
NR2817--MA0089.1.MAFG::NFE2L1	chr12	70280842	70280847	+	0.000	0.000	Merged-chr12-70280726-6
NR11384--MA0501.1.MAF::NFE2	chr6	116949947	116949961	-	0.000	0.000	Merged-chr6-116949795-1
NR5520--MA0591.1.Bach1::Mafk	chr16	76202101	76202115	+	0.000	0.000	Merged-chr16-76202306-30
NR10611--MA0089.1.MAFG::NFE2L1	chr5	139344309	139344314	+	0.000	0.000	Merged-chr5-139344322-30
NR10285--MA0501.1.MAF::NFE2	chr5	72622437	72622451	+	0.000	0.000	Merged-chr5-72622310-11
NR8462--MA0495.2.MAFF	chr3	78958961	78958981	-	0.000	0.000	Merged-chr3-78959037-23
NR162--MA0117.2.Mafb	chr1	34831681	34831692	+	0.000	0.000	Merged-chr1-34831505-37
NR4762--MA0089.1.MAFG::NFE2L1	chr15	42498872	42498877	+	0.000	0.000	Merged-chr15-42498879-7
NR8560--MA0496.2.MAFK	chr3	90587052	90587070	-	0.000	0.000	Merged-chr3-90587051-129
NR11957--MA0089.1.MAFG::NFE2L1	chr7	73589636	73589641	+	0.000	0.000	Merged-chr7-73589494-9
NR2247--MA0117.2.Mafb	chr11	54105171	54105182	+	0.000	0.000	Merged-chr11-54105258-8
NR10913--MA0089.1.MAFG::NFE2L1	chr6	38810285	38810290	+	0.000	0.000	Merged-chr6-38810070-95
NR1398--MA0089.1.MAFG::NFE2L1	chr10	39247119	39247124	+	0.000	0.000	Merged-chr10-39247085-8
NR5212--MA0089.1.MAFG::NFE2L1	chr16	22526618	22526623	+	0.000	0.000	Merged-chr16-22526487-34
NR7359--MA0495.2.MAFF	chr2	76220723	76220743	+	0.000	0.000	Merged-chr2-76220899-10
NR1925--MA0496.2.MAFK	chr10	111107641	111107659	+	0.000	0.000	Merged-chr10-111107692-40
NR12116--MA0117.2.Mafb	chr7	99546274	99546285	-	0.000	0.000	Merged-chr7-99546388-26
NR2368--MA0117.2.Mafb	chr11	95384620	95384631	-	0.000	0.000	Merged-chr11-95384684-68
NR11476--MA0496.2.MAFK	chr6	130029868	130029886	+	0.000	0.000	Merged-chr6-130029953-23
NR1178--MA0495.2.MAFF	chr10	12823922	12823942	+	0.000	0.000	Merged-chr10-12823956-45
NR9732--MA0591.1.Bach1::Mafk	chr4	134924602	134924616	+	0.000	0.000	Merged-chr4-134924520-27
NR13757--MA0591.1.Bach1::Mafk	chrX	167318945	167318959	+	0.000	0.000	Merged-chrX-167319032-24
NR12482--MA0089.1.MAFG::NFE2L1	chr8	34120559	34120564	+	0.000	0.000	Merged-chr8-34120698-35
NR7242--MA0496.2.MAFK	chr2	57698741	57698759	-	0.000	0.000	Merged-chr2-57698890-7
NR9257--MA0089.1.MAFG::NFE2L1	chr4	47234854	47234859	-	0.000	0.000	Merged-chr4-47234972-22
NR1589--MA0591.1.Bach1::Mafk	chr10	67512301	67512315	-	0.000	0.000	Merged-chr10-67512381-13
NR8999--MA0496.2.MAFK	chr3	154372399	154372417	+	0.000	0.000	Merged-chr3-154372398-2
NR827--MA0089.1.MAFG::NFE2L1	chr1	151236796	151236801	+	0.000	0.000	Merged-chr1-151236737-36
NR12218--MA0089.1.MAFG::NFE2L1	chr7	112417585	112417590	+	0.000	0.000	Merged-chr7-112417426-1
NR6530--MA0089.1.MAFG::NFE2L1	chr18	61549049	61549054	+	0.000	0.000	Merged-chr18-61548972-25
NR1968--MA0659.1.MAFG	chr10	117829926	117829946	-	0.000	0.000	Merged-chr10-117829855-64
NR12215--MA0501.1.MAF::NFE2	chr7	112369102	112369116	+	0.000	0.000	Merged-chr7-112369142-36
NR3975--MA0501.1.MAF::NFE2	chr14	17414427	17414441	+	0.000	0.000	Merged-chr14-17414498-32
NR8590--MA0089.1.MAFG::NFE2L1	chr3	95511979	95511984	+	0.000	0.000	Merged-chr3-95512078-41
NR12119--MA0501.1.MAF::NFE2	chr7	99980510	99980524	-	0.000	0.000	Merged-chr7-99980241-66
NR11753--MA0089.1.MAFG::NFE2L1	chr7	27553147	27553152	-	0.000	0.000	Merged-chr7-27553175-53
NR1004--MA0089.1.MAFG::NFE2L1	chr1	181335566	181335571	-	0.000	0.000	Merged-chr1-181335648-1
NR7816--MA0495.2.MAFF	chr2	157131378	157131398	-	0.000	0.000	Merged-chr2-157131278-25
NR4210--MA0496.2.MAFK	chr14	54259125	54259143	+	0.000	0.000	Merged-chr14-54259345-44
NR5085--MA0496.2.MAFK	chr16	4736341	4736359	-	0.000	0.000	Merged-chr16-4736414-28
NR6052--MA0089.1.MAFG::NFE2L1	chr17	74753461	74753466	-	0.000	0.000	Merged-chr17-74753393-19
NR2669--MA0501.1.MAF::NFE2	chr12	40090224	40090238	-	0.000	0.000	Merged-chr12-40090205-21
NR1666--MA0501.1.MAF::NFE2	chr10	80024348	80024362	+	0.000	0.000	Merged-chr10-80024302-65
NR2281--MA0496.2.MAFK	chr11	62280804	62280822	-	0.000	0.000	Merged-chr11-62280813-1
NR1987--MA0089.1.MAFG::NFE2L1	chr10	122748724	122748729	-	0.000	0.000	Merged-chr10-122748643-28
NR11188--MA0089.1.MAFG::NFE2L1	chr6	88084528	88084533	-	0.000	0.000	Merged-chr6-88084679-72
NR7774--MA0089.1.MAFG::NFE2L1	chr2	150362521	150362526	+	0.000	0.000	Merged-chr2-150362676-64
NR7543--MA0591.1.Bach1::Mafk	chr2	116438907	116438921	-	0.000	0.000	Merged-chr2-116438825-1
NR738--MA0089.1.MAFG::NFE2L1	chr1	136685551	136685556	+	0.000	0.000	Merged-chr1-136685597-75
NR10231--MA0089.1.MAFG::NFE2L1	chr5	65391536	65391541	-	0.000	0.000	Merged-chr5-65391425-67
NR13502--MA0591.1.Bach1::Mafk	chr9	121985252	121985266	+	0.000	0.000	Merged-chr9-121985208-26
NR5487--MA0501.1.MAF::NFE2	chr16	69946790	69946804	-	0.000	0.000	Merged-chr16-69946695-9
NR9731--MA0089.1.MAFG::NFE2L1	chr4	134924621	134924626	-	0.000	0.000	Merged-chr4-134924520-27
NR8234--MA0496.2.MAFK	chr3	37978668	37978686	-	0.000	0.000	Merged-chr3-37978790-50
NR4873--MA0089.1.MAFG::NFE2L1	chr15	65810926	65810931	-	0.000	0.000	Merged-chr15-65810890-18
NR9226--MA0495.2.MAFF	chr4	40785958	40785978	-	0.000	0.000	Merged-chr4-40785986-16
NR10311--MA0501.1.MAF::NFE2	chr5	76565526	76565540	+	0.000	0.000	Merged-chr5-76565486-34
NR11462--MA0089.1.MAFG::NFE2L1	chr6	128803270	128803275	+	0.000	0.000	Merged-chr6-128803141-52
NR3163--MA0117.2.Mafb	chr13	13564683	13564694	-	0.000	0.000	Merged-chr13-13564699-51
NR3349--MA0496.2.MAFK	chr13	63365384	63365402	-	0.000	0.000	Merged-chr13-63365525-19
NR8165--MA0659.1.MAFG	chr3	26667906	26667926	+	0.000	0.000	Merged-chr3-26667999-1
NR12114--MA0089.1.MAFG::NFE2L1	chr7	98341602	98341607	+	0.000	0.000	Merged-chr7-98341648-39
NR5319--MA0495.2.MAFF	chr16	50737727	50737747	+	0.000	0.000	Merged-chr16-50737708-13
NR9221--MA0591.1.Bach1::Mafk	chr4	40285609	40285623	-	0.000	0.000	Merged-chr4-40285687-24
NR4771--MA0089.1.MAFG::NFE2L1	chr15	44364115	44364120	-	0.000	0.000	Merged-chr15-44364254-41
NR12705--MA0089.1.MAFG::NFE2L1	chr8	77482223	77482228	-	0.000	0.000	Merged-chr8-77482121-16
NR9342--MA0496.2.MAFK	chr4	58236003	58236021	+	0.000	0.000	Merged-chr4-58236026-17
NR4914--MA0495.2.MAFF	chr15	73627474	73627494	-	0.000	0.000	Merged-chr15-73627530-51
NR1783--MA0089.1.MAFG::NFE2L1	chr10	94036292	94036297	-	0.000	0.000	Merged-chr10-94036338-4
NR10156--MA0501.1.MAF::NFE2	chr5	48372386	48372400	-	0.000	0.000	Merged-chr5-48372456-58
NR2321--MA0501.1.MAF::NFE2	chr11	75530549	75530563	-	0.000	0.000	Merged-chr11-75530665-33
NR8626--MA0089.1.MAFG::NFE2L1	chr3	103802354	103802359	+	0.000	0.000	Merged-chr3-103802336-72
NR6077--MA0496.2.MAFK	chr17	80139918	80139936	+	0.000	0.000	Merged-chr17-80140059-47
NR4697--MA0089.1.MAFG::NFE2L1	chr15	31649912	31649917	+	0.000	0.000	Merged-chr15-31649789-27
NR12184--MA0117.2.Mafb	chr7	110061589	110061600	-	0.000	0.000	Merged-chr7-110061592-78
NR869--MA0495.2.MAFF	chr1	161480011	161480031	-	0.000	0.000	Merged-chr1-161480099-19
NR12612--MA0591.1.Bach1::Mafk	chr8	64826690	64826704	-	0.000	0.000	Merged-chr8-64826546-37
NR3162--MA0089.1.MAFG::NFE2L1	chr13	13564505	13564510	-	0.000	0.000	Merged-chr13-13564699-51
NR13162--MA0117.2.Mafb	chr9	61670086	61670097	-	0.000	0.000	Merged-chr9-61669996-60
NR6879--MA0495.2.MAFF	chr19	58104746	58104766	-	0.000	0.000	Merged-chr19-58104736-34
NR9374--MA0495.2.MAFF	chr4	62696110	62696130	+	0.000	0.000	Merged-chr4-62695960-32
NR6740--MA0591.1.Bach1::Mafk	chr19	5726210	5726224	+	0.000	0.000	Merged-chr19-5726405-23
NR6567--MA0089.1.MAFG::NFE2L1	chr18	67280658	67280663	+	0.000	0.000	Merged-chr18-67280643-55
NR6650--MA0496.2.MAFK	chr18	80612046	80612064	+	0.000	0.000	Merged-chr18-80611991-79
NR13432--MA0089.1.MAFG::NFE2L1	chr9	112217310	112217315	-	0.000	0.000	Merged-chr9-112217438-9
NR5032--MA0089.1.MAFG::NFE2L1	chr15	94223678	94223683	-	0.000	0.000	Merged-chr15-94223705-1
NR4809--MA0089.1.MAFG::NFE2L1	chr15	53216518	53216523	+	0.000	0.000	Merged-chr15-53216582-40
NR9857--MA0089.1.MAFG::NFE2L1	chr4	154899154	154899159	+	0.000	0.000	Merged-chr4-154899180-52
NR12760--MA0495.2.MAFF	chr8	84825732	84825752	+	0.000	0.000	Merged-chr8-84825845-44
NR2535--MA0089.1.MAFG::NFE2L1	chr12	16049797	16049802	-	0.000	0.000	Merged-chr12-16049748-36
NR2911--MA0089.1.MAFG::NFE2L1	chr12	93230482	93230487	+	0.000	0.000	Merged-chr12-93230592-22
NR12663--MA0501.1.MAF::NFE2	chr8	72343835	72343849	-	0.000	0.000	Merged-chr8-72343901-44
NR3892--MA0501.1.MAF::NFE2	chr14	10802211	10802225	+	0.000	0.000	Merged-chr14-10802111-1
NR13358--MA0089.1.MAFG::NFE2L1	chr9	94670528	94670533	-	0.000	0.000	Merged-chr9-94670459-1
NR11321--MA0495.2.MAFF	chr6	108426942	108426962	+	0.000	0.000	Merged-chr6-108426934-21
NR11460--MA0089.1.MAFG::NFE2L1	chr6	128764265	128764270	+	0.000	0.000	Merged-chr6-128764213-62
NR8980--MA0659.1.MAFG	chr3	153260800	153260820	+	0.000	0.000	Merged-chr3-153260790-34
NR999--MA0495.2.MAFF	chr1	180268831	180268851	+	0.000	0.000	Merged-chr1-180268774-35
NR10658--MA0591.1.Bach1::Mafk	chr5	149454667	149454681	+	0.000	0.000	Merged-chr5-149454508-33
NR7885--MA0089.1.MAFG::NFE2L1	chr2	167081817	167081822	+	0.000	0.000	Merged-chr2-167081720-23
NR8295--MA0117.2.Mafb	chr3	52522990	52523001	+	0.000	0.000	Merged-chr3-52523173-17
NR7629--MA0495.2.MAFF	chr2	133558722	133558742	+	0.000	0.000	Merged-chr2-133558747-1
NR734--MA0089.1.MAFG::NFE2L1	chr1	133542318	133542323	+	0.000	0.000	Merged-chr1-133542272-8
NR4961--MA0659.1.MAFG	chr15	81872293	81872313	+	0.000	0.000	Merged-chr15-81872198-88
NR8711--MA0089.1.MAFG::NFE2L1	chr3	116332015	116332020	+	0.000	0.000	Merged-chr3-116332074-27
NR5350--MA0496.2.MAFK	chr16	52468521	52468539	-	0.000	0.000	Merged-chr16-52468577-24
NR7550--MA0501.1.MAF::NFE2	chr2	117374459	117374473	-	0.000	0.000	Merged-chr2-117374468-47
NR11518--MA0501.1.MAF::NFE2	chr6	134615227	134615241	+	0.000	0.000	Merged-chr6-134615220-54
NR13632--MA0089.1.MAFG::NFE2L1	chrX	85839387	85839392	+	0.000	0.000	Merged-chrX-85839388-40
NR2444--MA0591.1.Bach1::Mafk	chr11	116319380	116319394	-	0.000	0.000	Merged-chr11-116319237-29
NR11688--MA0089.1.MAFG::NFE2L1	chr7	12987500	12987505	-	0.000	0.000	Merged-chr7-12987633-12
NR8609--MA0659.1.MAFG	chr3	98030692	98030712	-	0.000	0.000	Merged-chr3-98030658-2
NR8591--MA0591.1.Bach1::Mafk	chr3	95658731	95658745	+	0.000	0.000	Merged-chr3-95659023-108
NR4238--MA0496.2.MAFK	chr14	64434254	64434272	-	0.000	0.000	Merged-chr14-64434245-45
